Orthogroup	A_vesiculosa.proteins	V_vinifera.proteins
OG0006066	Av_00023737-RA	VIT_208s0105g00280.3
OG0006068	Av_00013839-RA	VIT_202s0025g02330.1
OG0006069	Av_00012037-RA	VIT_219s0014g01860.4, VIT_219s0014g01860.6, VIT_219s0014g01860.3, VIT_219s0014g01860.2, VIT_219s0014g01860.5, VIT_219s0014g01860.1
OG0006070	Av_00013355-RA	VIT_206s0004g04040.1
OG0006071	Av_00010999-RA, Av_00017721-RA	VIT_211s0078g00440.3, VIT_211s0078g00440.1, VIT_211s0078g00440.5, VIT_211s0078g00440.2, VIT_211s0078g00440.4
OG0006072	Av_00002823-RA	VIT_208s0032g00670.2, VIT_211s0065g00570.1, VIT_208s0032g00670.3, VIT_208s0032g00670.1, VIT_215s0045g00030.1, VIT_200s0285g00060.1, VIT_200s0352g00020.1, VIT_200s0319g00060.1, VIT_200s0327g00020.1
OG0006073	Av_00018512-RA	VIT_206s0004g03420.1
OG0006075	Av_00007828-RA, Av_00000220-RA	VIT_219s0014g01190.6, VIT_219s0014g01190.3, VIT_219s0014g01190.2, VIT_219s0014g01190.1, VIT_219s0014g01190.4, VIT_219s0014g01190.5
OG0006076	Av_00011742-RA	VIT_208s0040g02280.2, VIT_208s0040g02280.3, VIT_208s0040g02280.1
OG0006077	Av_00023747-RA	VIT_201s0150g00620.2, VIT_201s0150g00620.3, VIT_201s0150g00620.1, VIT_201s0150g00620.5, VIT_201s0150g00620.4
OG0006078	Av_00002931-RA, Av_00018030-RA	VIT_208s0007g03470.7, VIT_208s0007g03470.3, VIT_208s0007g03470.6, VIT_208s0007g03470.5, VIT_208s0007g03470.4, VIT_208s0007g03470.2, VIT_208s0007g03470.1
OG0006080	Av_00009521-RA, Av_00013072-RA, Av_00017593-RA	VIT_202s0025g01490.2
OG0006081	Av_00005712-RA	VIT_213s0019g03210.1
OG0006082	Av_00007676-RA, Av_00024741-RA	VIT_210s0003g03010.1
OG0006083	Av_00012380-RA	VIT_208s0007g01460.6, VIT_208s0007g01460.4, VIT_208s0007g01460.2, VIT_208s0007g01460.1, VIT_208s0007g01460.3, VIT_208s0007g01460.5
OG0006085	Av_00013122-RA	VIT_212s0059g01700.2, VIT_212s0059g01700.3, VIT_212s0059g01700.1
OG0006086	Av_00018004-RA, Av_00010302-RA	VIT_213s0067g02210.1, VIT_213s0067g02210.2, VIT_208s0058g00820.1
OG0006087	Av_00001291-RA, Av_00015094-RA	VIT_208s0056g00030.5, VIT_208s0056g00030.1, VIT_208s0056g00030.6, VIT_208s0056g00030.4, VIT_208s0056g00030.2, VIT_208s0056g00030.7, VIT_208s0056g00030.3
OG0006088	Av_00006223-RA, Av_00012698-RA	VIT_206s0004g06890.1
OG0006089	Av_00007473-RA	VIT_210s0116g01770.2, VIT_210s0116g01770.6, VIT_210s0116g01770.4, VIT_210s0116g01770.5, VIT_210s0116g01770.3, VIT_210s0116g01770.1
OG0006090	Av_00015881-RA	VIT_208s0056g01420.1
OG0006091	Av_00015800-RA, Av_00016484-RA	VIT_208s0007g00770.3, VIT_208s0007g00770.1, VIT_208s0007g00770.2
OG0006092	Av_00008185-RA, Av_00004359-RA	VIT_206s0004g03270.7, VIT_206s0004g03270.6, VIT_206s0004g03270.4, VIT_206s0004g03270.3, VIT_206s0004g03270.5, VIT_206s0004g03270.2, VIT_206s0004g03270.1
OG0006093	Av_00007057-RA	VIT_213s0019g04720.2, VIT_213s0019g04720.1, VIT_213s0019g04720.3
OG0006094	Av_00022744-RA	VIT_212s0028g01050.1, VIT_212s0028g01050.3, VIT_212s0028g01050.2
OG0006095	Av_00014177-RA, Av_00010638-RA	VIT_200s0259g00160.4, VIT_200s0259g00160.2, VIT_200s0259g00160.1, VIT_200s0259g00160.5, VIT_200s0259g00160.3
OG0006096	Av_00005648-RA, Av_00005923-RA	VIT_200s0652g00030.1
OG0006097	Av_00019605-RA	VIT_209s0002g00620.3, VIT_209s0002g00620.6, VIT_209s0002g00620.4, VIT_209s0002g00620.1, VIT_209s0002g00620.2, VIT_209s0002g00620.5
OG0006098	Av_00001826-RA	VIT_206s0009g01860.3, VIT_206s0009g01860.2, VIT_206s0009g01860.1, VIT_206s0009g01860.4
OG0006099	Av_00014123-RA, Av_00010569-RA, Av_00003675-RA	VIT_200s0904g00010.2, VIT_200s0904g00010.1
OG0006100	Av_00017152-RA	VIT_208s0007g06700.5, VIT_208s0007g06700.3, VIT_208s0007g06700.6, VIT_208s0007g06700.2, VIT_208s0007g06700.4, VIT_208s0007g06700.1
OG0006101	Av_00007060-RA	VIT_213s0019g04520.1
OG0006102	Av_00008440-RA	VIT_212s0028g03150.4, VIT_212s0028g03150.5, VIT_212s0028g03150.2, VIT_212s0028g03150.1, VIT_212s0028g03150.3
OG0006104	Av_00014331-RA, Av_00001133-RA	VIT_200s0317g00100.2, VIT_200s0317g00100.1
OG0006105	Av_00012743-RA	VIT_212s0059g01630.3, VIT_212s0059g01630.1, VIT_212s0059g01630.2, VIT_212s0059g01630.4
OG0006106	Av_00005993-RA	VIT_200s0194g00260.1
OG0006107	Av_00023968-RA	VIT_206s0080g00370.2, VIT_206s0080g00370.1, VIT_206s0080g00370.3
OG0006109	Av_00005657-RA, Av_00022431-RA	VIT_208s0058g01290.2, VIT_208s0058g01290.1
OG0006110	Av_00011762-RA	VIT_219s0085g00270.3, VIT_219s0085g00270.2, VIT_219s0085g00270.1
OG0006111	Av_00019631-RA, Av_00022728-RA	VIT_208s0007g07150.1
OG0006112	Av_00019834-RA, Av_00011959-RA	VIT_212s0059g02440.1
OG0006113	Av_00020195-RA	VIT_205s0049g01380.3, VIT_205s0049g01380.4, VIT_205s0049g01380.6, VIT_205s0049g01380.5, VIT_205s0049g01380.2, VIT_205s0049g01380.1, VIT_208s0056g01280.1
OG0006114	Av_00011975-RA	VIT_213s0067g01890.2, VIT_213s0067g01890.1, VIT_213s0067g01890.4, VIT_213s0067g01890.3
OG0006115	Av_00022222-RA	VIT_208s0007g03690.3, VIT_208s0007g03690.2, VIT_208s0007g03690.1
OG0006116	Av_00003026-RA	VIT_202s0154g00140.1, VIT_200s0233g00060.1
OG0006117	Av_00005157-RA	VIT_201s0010g00020.1, VIT_201s0010g00020.2, VIT_201s0010g00020.5, VIT_201s0010g00020.4, VIT_201s0010g00020.3
OG0006118	Av_00006481-RA	VIT_213s0074g00150.2, VIT_213s0074g00150.3, VIT_213s0074g00150.1, VIT_213s0074g00150.5, VIT_213s0074g00150.4, VIT_213s0074g00150.6
OG0006120	Av_00024922-RA, Av_00022403-RA	VIT_218s0072g00220.1, VIT_218s0072g00210.1
OG0006121	Av_00013449-RA, Av_00016416-RA	VIT_208s0007g01600.1, VIT_208s0007g01600.4, VIT_208s0007g01600.3, VIT_208s0007g01600.5, VIT_208s0007g01600.2
OG0006123	Av_00011848-RA, Av_00014906-RA	VIT_206s0004g02330.1, VIT_201s0010g00595.1
OG0006125	Av_00002977-RA, Av_00005417-RA, Av_00017243-RA, Av_00005662-RA	VIT_208s0056g00640.1
OG0006126	Av_00006591-RA, Av_00014864-RA, Av_00016645-RA	VIT_207s0005g04920.1
OG0006127	Av_00013396-RA	VIT_204s0044g00120.1
OG0006128	Av_00018669-RA	VIT_218s0001g07160.1
OG0006129	Av_00022132-RA, Av_00021912-RA	VIT_208s0007g09020.1
OG0006130	Av_00014515-RA, Av_00002994-RA	VIT_202s0025g02540.1
OG0006131	Av_00011011-RA	VIT_217s0000g01490.1
OG0006133	Av_00000075-RA	VIT_218s0001g07230.1, VIT_218s0001g07230.2
OG0006134	Av_00021001-RA	VIT_201s0137g00420.1
OG0006135	Av_00022028-RA	VIT_207s0031g00820.3, VIT_207s0031g00820.1, VIT_207s0031g00820.5, VIT_207s0031g00820.2, VIT_207s0031g00820.4
OG0006136	Av_00019436-RA	VIT_201s0011g06320.2, VIT_201s0011g06320.3, VIT_201s0011g06320.5, VIT_201s0011g06320.1, VIT_201s0011g06320.4
OG0006137	Av_00021825-RA	VIT_201s0010g02760.2, VIT_201s0010g02760.1
OG0006138	Av_00016447-RA	VIT_218s0001g12100.5, VIT_218s0001g12100.6, VIT_218s0001g12100.4, VIT_218s0001g12100.3, VIT_218s0001g12100.2, VIT_218s0001g12100.1
OG0006140	Av_00018920-RA	VIT_202s0025g01400.7, VIT_202s0025g01400.9, VIT_202s0025g01400.4, VIT_202s0025g01400.6, VIT_202s0025g01400.5, VIT_202s0025g01400.2, VIT_202s0025g01400.1, VIT_202s0025g01400.3, VIT_202s0025g01400.8
OG0006141	Av_00018980-RA	VIT_200s0434g00080.2, VIT_200s0434g00080.3, VIT_200s0434g00080.1
OG0006142	Av_00001586-RA	VIT_204s0044g00300.1
OG0006143	Av_00000324-RA	VIT_214s0066g00390.1
OG0006145	Av_00003037-RA	VIT_201s0011g01690.1
OG0006146	Av_00012155-RA	VIT_205s0094g00370.1, VIT_205s0094g00370.3, VIT_205s0094g00370.2
OG0006147	Av_00003131-RA	VIT_201s0150g00550.1, VIT_201s0150g00550.2
OG0006148	Av_00003747-RA, Av_00007428-RA	VIT_218s0122g00510.1, VIT_218s0122g00510.2
OG0006149	Av_00003014-RA	VIT_215s0048g00520.2, VIT_215s0048g00520.1
OG0006150	Av_00015015-RA	VIT_217s0000g01790.3, VIT_217s0000g01790.2, VIT_217s0000g01790.1
OG0006151	Av_00016015-RA, Av_00004210-RA, Av_00019117-RA, Av_00010198-RA	VIT_218s0001g13930.1
OG0006152	Av_00013980-RA, Av_00003181-RA, Av_00014689-RA, Av_00008656-RA	VIT_218s0001g07380.1
OG0006154	Av_00015072-RA	VIT_207s0031g00700.3, VIT_207s0031g00700.2, VIT_207s0031g00700.1
OG0006155	Av_00023921-RA	VIT_201s0010g03300.4, VIT_201s0010g03300.6, VIT_201s0010g03300.5, VIT_201s0010g03300.2, VIT_201s0010g03300.1, VIT_201s0010g03300.3
OG0006156	Av_00014651-RA, Av_00008615-RA	VIT_215s0046g01620.2, VIT_215s0046g01620.1
OG0006157	Av_00003210-RA	VIT_215s0048g01790.4, VIT_215s0048g01790.6, VIT_215s0048g01790.2, VIT_215s0048g01790.5, VIT_215s0048g01790.1, VIT_215s0048g01790.3
OG0006158	Av_00016571-RA, Av_00006507-RA	VIT_206s0004g00960.1, VIT_202s0087g00750.1
OG0006159	Av_00013371-RA, Av_00023194-RA	VIT_210s0003g03920.2, VIT_210s0003g03920.3, VIT_210s0003g03920.1
OG0006160	Av_00010864-RA, Av_00003325-RA	VIT_201s0011g04420.1
OG0006161	Av_00006662-RA	VIT_217s0000g01540.1
OG0006162	Av_00009851-RA, Av_00011063-RA	VIT_218s0001g10780.1, VIT_218s0001g10780.2
OG0006163	Av_00021038-RA, Av_00006921-RA	VIT_214s0060g01560.2, VIT_214s0060g01560.1
OG0006164	Av_00018408-RA	VIT_210s0003g04000.1, VIT_210s0003g04000.2
OG0006165	Av_00012859-RA	VIT_216s0050g02500.1
OG0006166	Av_00011636-RA	VIT_214s0219g00130.1
OG0006167	Av_00015341-RA	VIT_200s0820g00010.3, VIT_200s0820g00010.2, VIT_200s0820g00010.1, VIT_200s0768g00010.1
OG0006168	Av_00021937-RA	VIT_204s0043g00270.1, VIT_204s0043g00270.3, VIT_204s0043g00270.2
OG0006169	Av_00023041-RA	VIT_212s0035g01820.1
OG0006171	Av_00008933-RA	VIT_217s0000g01080.1
OG0006172	Av_00007317-RA, Av_00019043-RA	VIT_203s0091g00700.1, VIT_203s0091g00700.2
OG0006172	Av_00007316-RA	VIT_219s0093g00100.1, VIT_219s0093g00070.1, VIT_202s0087g00310.1
OG0006173	Av_00016132-RA, Av_00016075-RA, Av_00016753-RA, Av_00020338-RA	VIT_214s0036g01030.2, VIT_214s0036g01030.1
OG0006175	Av_00015113-RA, Av_00016279-RA, Av_00016200-RA, Av_00006665-RA	VIT_212s0034g01840.1
OG0006176	Av_00017659-RA, Av_00015009-RA, Av_00009271-RA	VIT_217s0000g09980.1
OG0006177	Av_00008819-RA, Av_00018760-RA	VIT_203s0038g00760.1
OG0006178	Av_00016280-RA	VIT_214s0060g01740.1, VIT_214s0060g01740.2, VIT_214s0060g01740.3
OG0006180	Av_00001673-RA	VIT_216s0098g01650.1, VIT_216s0098g01650.2, VIT_216s0098g01650.4, VIT_216s0098g01650.5, VIT_216s0098g01650.3
OG0006181	Av_00018361-RA	VIT_200s0125g00260.6, VIT_200s0125g00260.5, VIT_200s0125g00260.4, VIT_200s0125g00260.3, VIT_200s0125g00260.7, VIT_200s0125g00260.2, VIT_200s0125g00260.1
OG0006182	Av_00016007-RA, Av_00004200-RA	VIT_218s0001g09170.2, VIT_218s0001g09170.1
OG0006183	Av_00002619-RA	VIT_201s0010g03940.2, VIT_201s0010g03940.1, VIT_201s0010g03940.3
OG0006184	Av_00023444-RA, Av_00021774-RA	VIT_205s0020g03060.1
OG0006185	Av_00009345-RA, Av_00012455-RA	VIT_217s0000g02750.1
OG0006186	Av_00017564-RA	VIT_217s0000g01010.1, VIT_217s0000g01070.1
OG0006187	Av_00010237-RA, Av_00019740-RA, Av_00022710-RA	VIT_210s0042g00170.1
OG0006188	Av_00002588-RA, Av_00018440-RA	VIT_201s0011g04670.4, VIT_201s0011g04670.3, VIT_201s0011g04670.1, VIT_201s0011g04670.2
OG0006189	Av_00022117-RA	VIT_209s0018g01180.2, VIT_209s0018g01180.1
OG0006190	Av_00017035-RA, Av_00017034-RA	VIT_216s0039g00280.2, VIT_216s0039g00280.1
OG0006192	Av_00016908-RA	VIT_211s0016g00100.1, VIT_211s0016g00100.2, VIT_211s0016g00100.3, VIT_211s0016g00100.6, VIT_211s0016g00100.5, VIT_211s0016g00100.4
OG0006193	Av_00013678-RA, Av_00013684-RA, Av_00013680-RA, Av_00013679-RA, Av_00006498-RA	VIT_206s0004g00450.2, VIT_206s0004g00450.1
OG0006194	Av_00014945-RA	VIT_214s0108g00940.6, VIT_214s0108g00940.4, VIT_214s0108g00940.3, VIT_214s0108g00940.1, VIT_214s0108g00940.5, VIT_214s0108g00940.2
OG0006195	Av_00018597-RA, Av_00018525-RA	VIT_214s0108g01310.1
OG0006196	Av_00003920-RA, Av_00005768-RA	VIT_214s0006g02720.1, VIT_214s0006g02720.3, VIT_214s0006g02720.2
OG0006197	Av_00020736-RA	VIT_201s0026g00670.1
OG0006198	Av_00018465-RA	VIT_201s0011g06260.3, VIT_201s0011g06260.2, VIT_201s0011g06260.1
OG0006199	Av_00022530-RA	VIT_214s0066g01070.2, VIT_214s0066g01070.6, VIT_214s0066g01070.5, VIT_214s0066g01070.1, VIT_214s0066g01070.9, VIT_214s0066g01070.7, VIT_214s0066g01070.8, VIT_214s0066g01070.3, VIT_214s0066g01070.4
OG0006200	Av_00022554-RA, Av_00024733-RA	VIT_214s0066g01700.1
OG0006201	Av_00023278-RA, Av_00023545-RA	VIT_202s0012g01320.1
OG0006202	Av_00016126-RA, Av_00016083-RA	VIT_204s0079g00760.2, VIT_204s0079g00760.1
OG0006203	Av_00004753-RA	VIT_212s0057g00670.3, VIT_212s0057g00670.2, VIT_212s0057g00670.1, VIT_212s0057g00670.5, VIT_212s0057g00670.4
OG0006204	Av_00018376-RA	VIT_201s0011g01080.5, VIT_201s0011g01080.6, VIT_201s0011g01080.3, VIT_201s0011g01080.2, VIT_201s0011g01080.1, VIT_201s0011g01080.4
OG0006205	Av_00024144-RA, Av_00005250-RA, Av_00006403-RA	VIT_201s0010g00460.1
OG0006206	Av_00012931-RA, Av_00024698-RA	VIT_216s0050g00450.2, VIT_216s0050g00450.1
OG0006207	Av_00008927-RA, Av_00019273-RA	VIT_217s0000g03610.1, VIT_217s0000g03610.2
OG0006210	Av_00021007-RA, Av_00022618-RA	VIT_201s0137g00220.2, VIT_201s0137g00220.7
OG0006211	Av_00013863-RA	VIT_217s0000g05510.1
OG0006212	Av_00003922-RA, Av_00004973-RA	VIT_201s0011g03930.1
OG0006213	Av_00009580-RA, Av_00009568-RA	VIT_217s0000g02010.1
OG0006214	Av_00000535-RA, Av_00011252-RA	VIT_201s0026g02690.1
OG0006215	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA	VIT_212s0057g01340.2, VIT_212s0057g01340.1
OG0006217	Av_00010721-RA	VIT_209s0002g07070.1
OG0006218	Av_00007592-RA	VIT_201s0010g00820.1
OG0006219	Av_00013938-RA	VIT_215s0046g01740.5, VIT_215s0046g01740.1, VIT_215s0046g01740.3, VIT_215s0046g01740.2, VIT_215s0046g01740.4
OG0006220	Av_00000907-RA	VIT_201s0026g00230.2, VIT_201s0026g00230.3, VIT_201s0026g00230.1
OG0006221	Av_00005319-RA	VIT_201s0026g00190.1
OG0006222	Av_00022594-RA, Av_00022406-RA, Av_00003934-RA	VIT_208s0007g08830.1
OG0006223	Av_00016737-RA, Av_00020320-RA	VIT_213s0047g00170.5, VIT_213s0047g00170.6, VIT_213s0047g00170.1, VIT_213s0047g00170.2, VIT_213s0047g00170.4, VIT_213s0047g00170.3
OG0006225	Av_00003921-RA	VIT_214s0006g02690.1
OG0006225	Av_00005769-RA	VIT_214s0006g02690.2
OG0006226	Av_00014887-RA	VIT_200s0220g00010.1, VIT_200s0220g00010.2, VIT_200s0220g00010.4, VIT_200s0220g00010.3
OG0006227	Av_00013850-RA, Av_00011299-RA	VIT_217s0000g08520.4, VIT_217s0000g08520.3, VIT_217s0000g08520.1, VIT_217s0000g08520.5, VIT_217s0000g08520.2
OG0006228	Av_00010155-RA	VIT_212s0057g01530.1
OG0006230	Av_00000262-RA	VIT_201s0011g05370.1
OG0006231	Av_00007644-RA, Av_00006335-RA, Av_00000273-RA	VIT_201s0011g05330.4, VIT_201s0011g05330.3
OG0006232	Av_00010983-RA	VIT_200s0174g00200.1, VIT_200s0174g00200.3, VIT_200s0174g00200.4, VIT_200s0174g00200.2
OG0006233	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA	VIT_217s0000g04670.1
OG0006234	Av_00022640-RA	VIT_214s0083g00440.2, VIT_214s0083g00440.3, VIT_214s0083g00440.1
OG0006235	Av_00012579-RA, Av_00002894-RA	VIT_208s0007g04980.1
OG0006238	Av_00000912-RA	VIT_201s0127g00500.2, VIT_201s0127g00500.1
OG0006239	Av_00008284-RA, Av_00013597-RA	VIT_219s0027g00600.4, VIT_219s0027g00600.2, VIT_219s0027g00600.1, VIT_219s0027g00600.3
OG0006240	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA	VIT_208s0007g07610.3, VIT_208s0007g07610.1, VIT_208s0007g07610.2
OG0006241	Av_00007435-RA	VIT_218s0001g04540.1, VIT_218s0001g04540.2
OG0006242	Av_00007641-RA, Av_00020309-RA, Av_00020310-RA	VIT_213s0019g03660.1
OG0006243	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA	VIT_217s0000g06590.1
OG0006244	Av_00001987-RA, Av_00017930-RA	VIT_214s0066g00410.4, VIT_214s0066g00410.2, VIT_214s0066g00410.1, VIT_214s0066g00410.3
OG0006245	Av_00007581-RA	VIT_201s0011g00450.2, VIT_201s0011g00450.1, VIT_201s0011g00450.3, VIT_201s0011g00450.4, VIT_201s0011g00450.6, VIT_201s0011g00450.5
OG0006246	Av_00013873-RA	VIT_217s0000g06000.1
OG0006247	Av_00021442-RA	VIT_217s0000g03430.1
OG0006248	Av_00003134-RA	VIT_215s0021g02050.1, VIT_215s0021g02050.2
OG0006250	Av_00020192-RA	VIT_216s0013g00130.1, VIT_216s0013g00130.2, VIT_216s0013g00130.5, VIT_216s0013g00130.4, VIT_216s0013g00130.3
OG0006251	Av_00011282-RA, Av_00001728-RA	VIT_217s0000g07730.1
OG0006252	Av_00003303-RA	VIT_214s0006g02940.1, VIT_214s0006g02930.1, VIT_210s0003g05120.1, VIT_201s0011g02870.5, VIT_201s0011g02870.4, VIT_201s0011g02870.6, VIT_201s0011g02870.3, VIT_201s0011g02870.2, VIT_201s0011g02870.1
OG0006253	Av_00011278-RA	VIT_207s0031g02330.1, VIT_207s0031g02330.2, VIT_207s0130g00490.1, VIT_207s0130g00490.2
OG0006254	Av_00000928-RA, Av_00020936-RA	VIT_201s0150g00180.2, VIT_201s0150g00180.1
OG0006255	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA	VIT_202s0012g01280.1
OG0006260	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA	VIT_201s0011g06250.2, VIT_201s0011g06250.1, VIT_201s0011g06250.3, VIT_201s0011g06250.4
OG0006261	Av_00002180-RA	VIT_205s0020g00790.1
OG0006262	Av_00018788-RA	VIT_205s0051g00330.2, VIT_205s0051g00330.3, VIT_205s0051g00330.1, VIT_205s0051g00330.4
OG0006263	Av_00009953-RA	VIT_216s0098g00580.2, VIT_216s0098g00580.3, VIT_216s0098g00580.1
OG0006265	Av_00018845-RA, Av_00007200-RA	VIT_203s0038g00160.3, VIT_203s0038g00160.1, VIT_203s0038g00160.6, VIT_203s0038g00160.7, VIT_203s0038g00160.2, VIT_203s0038g00160.5, VIT_203s0038g00160.4
OG0006267	Av_00007533-RA	VIT_201s0026g01590.4, VIT_201s0026g01590.2, VIT_201s0026g01590.6, VIT_201s0026g01590.5, VIT_201s0026g01590.3, VIT_201s0026g01590.1
OG0006296	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA	VIT_215s0048g01760.2, VIT_215s0048g01760.1
OG0006297	Av_00022796-RA	VIT_207s0104g01360.2, VIT_207s0104g01360.1
OG0006298	Av_00012599-RA	VIT_207s0005g02520.2, VIT_207s0005g02520.1
OG0006299	Av_00003863-RA	VIT_213s0067g00230.1, VIT_213s0067g00230.3, VIT_213s0067g00230.2
OG0006301	Av_00013781-RA	VIT_201s0150g00060.1
OG0006302	Av_00023758-RA, Av_00006886-RA	VIT_213s0106g00490.1
OG0006303	Av_00003506-RA	VIT_205s0029g00240.2, VIT_205s0029g00240.1
OG0006304	Av_00008030-RA	VIT_212s0035g01160.1
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	VIT_213s0067g00450.1
OG0006306	Av_00004946-RA, Av_00003964-RA	VIT_213s0064g00580.7, VIT_213s0064g00580.2, VIT_213s0064g00580.1, VIT_213s0064g00580.4
OG0006307	Av_00024185-RA	VIT_208s0007g01940.2, VIT_208s0007g01940.1
OG0006308	Av_00014169-RA, Av_00010634-RA	VIT_213s0019g01010.1
OG0006309	Av_00016897-RA, Av_00004710-RA	VIT_207s0104g00230.1, VIT_207s0104g00230.2, VIT_207s0104g00230.3
OG0006310	Av_00013076-RA	VIT_209s0054g01020.1
OG0006312	Av_00000823-RA, Av_00023838-RA	VIT_205s0020g03520.1
OG0006313	Av_00002848-RA, Av_00012540-RA	VIT_208s0040g02450.2, VIT_208s0040g02450.1
OG0006314	Av_00004722-RA	VIT_206s0004g08280.1, VIT_216s0039g00200.1
OG0006315	Av_00020458-RA	VIT_205s0020g02350.2, VIT_205s0020g02350.4, VIT_205s0020g02350.3, VIT_205s0020g02350.1
OG0006316	Av_00008219-RA	VIT_213s0019g01470.1
OG0006317	Av_00013139-RA	VIT_208s0007g05120.1
OG0006318	Av_00013664-RA, Av_00008170-RA	VIT_213s0074g00590.1, VIT_213s0074g00590.2
OG0006319	Av_00014748-RA, Av_00000544-RA	VIT_205s0077g00450.2, VIT_205s0077g00450.4, VIT_205s0077g00450.3, VIT_205s0077g00450.1
OG0006320	Av_00010255-RA	VIT_211s0037g00250.4, VIT_211s0037g00250.5, VIT_211s0037g00250.1, VIT_211s0037g00250.2, VIT_211s0037g00250.3
OG0006321	Av_00008310-RA	VIT_204s0008g02170.1
OG0006322	Av_00017821-RA, Av_00000717-RA	VIT_205s0062g01080.1, VIT_205s0062g01080.2, VIT_205s0062g01080.3, VIT_205s0062g01080.5
OG0006323	Av_00007040-RA, Av_00011392-RA, Av_00015960-RA	VIT_213s0074g00100.3, VIT_213s0074g00100.2, VIT_213s0074g00100.1
OG0006324	Av_00014090-RA, Av_00020404-RA	VIT_208s0056g00800.2, VIT_208s0056g00800.3, VIT_208s0056g00800.1
OG0006325	Av_00011859-RA, Av_00006998-RA	VIT_206s0061g00040.1, VIT_206s0061g00040.4, VIT_206s0061g00040.2
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	VIT_207s0104g00770.1, VIT_207s0104g00770.2
OG0006327	Av_00014485-RA	VIT_208s0007g08550.1, VIT_208s0007g08550.2
OG0006329	Av_00017953-RA, Av_00008318-RA, Av_00007110-RA, Av_00007112-RA, Av_00003602-RA	VIT_219s0085g00910.1
OG0006330	Av_00009318-RA, Av_00012431-RA	VIT_217s0000g06250.1
OG0006331	Av_00024549-RA	VIT_202s0087g00690.1
OG0006332	Av_00004875-RA	VIT_218s0001g00670.2, VIT_218s0001g00670.1
OG0006333	Av_00013402-RA	VIT_214s0060g00060.1
OG0006334	Av_00024585-RA	VIT_215s0048g01910.1
OG0006334	Av_00022248-RA, Av_00022585-RA, Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA	VIT_201s0010g00665.1
OG0006335	Av_00009450-RA	VIT_216s0098g00370.1
OG0006336	Av_00014729-RA, Av_00000562-RA	VIT_205s0077g01190.1
OG0006337	Av_00022458-RA, Av_00023344-RA	VIT_213s0139g00150.2, VIT_213s0139g00150.4, VIT_213s0139g00150.1, VIT_213s0139g00150.5, VIT_213s0139g00150.3
OG0006339	Av_00018611-RA	VIT_213s0064g00010.1
OG0006340	Av_00016250-RA	VIT_214s0030g01960.1
OG0006341	Av_00000651-RA, Av_00001320-RA, Av_00015112-RA	VIT_205s0077g02320.1, VIT_205s0077g02320.3
OG0006342	Av_00016917-RA	VIT_206s0061g00560.1
OG0006344	Av_00019163-RA	VIT_207s0104g00660.1
OG0006345	Av_00018504-RA	VIT_214s0128g00390.1, VIT_205s0020g02900.1
OG0006347	Av_00023188-RA	VIT_208s0007g04380.1
OG0006348	Av_00015106-RA, Av_00001312-RA	VIT_214s0060g02370.1, VIT_214s0060g02370.2, VIT_214s0060g02370.4, VIT_214s0060g02370.3, VIT_214s0060g02370.5, VIT_214s0060g02370.6
OG0006349	Av_00022136-RA	VIT_208s0007g05920.1, VIT_208s0007g05920.2, VIT_208s0007g05920.3
OG0006351	Av_00006501-RA	VIT_206s0004g00610.1, VIT_206s0004g00620.1
OG0006352	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA	VIT_214s0060g01380.1, VIT_214s0060g01380.2
OG0006353	Av_00000629-RA, Av_00018503-RA	VIT_205s0020g02940.2, VIT_205s0020g02940.3, VIT_205s0020g02940.1
OG0006354	Av_00012074-RA, Av_00006712-RA	VIT_208s0007g07360.1
OG0006355	Av_00008229-RA	VIT_205s0094g00070.1, VIT_205s0094g00070.2
OG0006356	Av_00021242-RA	VIT_216s0100g00370.1
OG0006358	Av_00011971-RA	VIT_213s0067g02090.1
OG0006360	Av_00023074-RA, Av_00024552-RA	VIT_208s0007g02190.1
OG0006361	Av_00013153-RA, Av_00019352-RA, Av_00000689-RA	VIT_208s0007g05790.1
OG0006362	Av_00011819-RA	VIT_215s0045g01250.1, VIT_211s0065g00700.1, VIT_211s0065g01160.1, VIT_211s0065g01040.1
OG0006363	Av_00016455-RA	VIT_206s0009g02710.1, VIT_218s0001g12360.1
OG0006364	Av_00013222-RA	VIT_205s0020g03370.5, VIT_205s0020g03370.2, VIT_205s0020g03370.4, VIT_205s0020g03370.1, VIT_205s0020g03370.3
OG0006365	Av_00002142-RA, Av_00001551-RA	VIT_208s0007g02270.1
OG0006366	Av_00019196-RA, Av_00000566-RA	VIT_205s0094g00100.5, VIT_205s0094g00100.3, VIT_205s0094g00100.1, VIT_205s0094g00100.4, VIT_205s0094g00100.2, VIT_205s0094g00100.6
OG0006367	Av_00006489-RA, Av_00013669-RA	VIT_208s0007g03400.1
