Orthogroup	A_vesiculosa.proteins	L_sativa.proteins
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	Lsat_1_v5_gn_8_12501.1
OG0006306	Av_00004946-RA, Av_00003964-RA	Lsat_1_v5_gn_1_105761.2, Lsat_1_v5_gn_1_105761.1
OG0006307	Av_00024185-RA	Lsat_1_v5_gn_9_36000.1, Lsat_1_v5_gn_9_36000.3, Lsat_1_v5_gn_5_155081.1, Lsat_1_v5_gn_5_155081.2
OG0006308	Av_00014169-RA, Av_00010634-RA	Lsat_1_v5_gn_2_105900.1, Lsat_1_v5_gn_9_39540.1, Lsat_1_v5_gn_9_39540.3
OG0006309	Av_00016897-RA, Av_00004710-RA	Lsat_1_v5_gn_3_88780.1, Lsat_1_v5_gn_3_20800.3, Lsat_1_v5_gn_3_20800.2, Lsat_1_v5_gn_3_20800.1
OG0006312	Av_00000823-RA, Av_00023838-RA	Lsat_1_v5_gn_5_184400.1
OG0006313	Av_00002848-RA, Av_00012540-RA	Lsat_1_v5_gn_6_32421.1, Lsat_1_v5_gn_6_32421.3, Lsat_1_v5_gn_2_110581.3, Lsat_1_v5_gn_2_110581.2, Lsat_1_v5_gn_2_110581.1
OG0006314	Av_00004722-RA	Lsat_1_v5_gn_9_13340.3, Lsat_1_v5_gn_9_13380.2, Lsat_1_v5_gn_9_13340.1, Lsat_1_v5_gn_8_98921.1, Lsat_1_v5_gn_8_98901.1, Lsat_1_v5_gn_8_98901.3, Lsat_1_v5_gn_5_177220.1
OG0006315	Av_00020458-RA	Lsat_1_v5_gn_6_69301.2, Lsat_1_v5_gn_6_69301.1
OG0006316	Av_00008219-RA	Lsat_1_v5_gn_2_119720.1, Lsat_1_v5_gn_2_119720.3
OG0006317	Av_00013139-RA	Lsat_1_v5_gn_5_157080.1, Lsat_1_v5_gn_5_157080.3
OG0006318	Av_00013664-RA, Av_00008170-RA	Lsat_1_v5_gn_6_90261.2, Lsat_1_v5_gn_6_90261.1
OG0006319	Av_00014748-RA, Av_00000544-RA	Lsat_1_v5_gn_1_40241.1, Lsat_1_v5_gn_6_69461.1, Lsat_1_v5_gn_6_69461.2
OG0006320	Av_00010255-RA	Lsat_1_v5_gn_2_85220.3, Lsat_1_v5_gn_2_85220.1, Lsat_1_v5_gn_4_165100.1
OG0006321	Av_00008310-RA	Lsat_1_v5_gn_8_70401.1, Lsat_1_v5_gn_8_70500.1, Lsat_1_v5_gn_8_70500.2
OG0006322	Av_00017821-RA, Av_00000717-RA	Lsat_1_v5_gn_6_32061.1, Lsat_1_v5_gn_6_71461.2, Lsat_1_v5_gn_6_71461.1, Lsat_1_v5_gn_6_71461.3, Lsat_1_v5_gn_6_32061.2
OG0006323	Av_00007040-RA, Av_00011392-RA, Av_00015960-RA	Lsat_1_v5_gn_8_22900.1
OG0006324	Av_00014090-RA, Av_00020404-RA	Lsat_1_v5_gn_2_31860.2, Lsat_1_v5_gn_2_31860.3, Lsat_1_v5_gn_2_31860.1
OG0006325	Av_00011859-RA, Av_00006998-RA	Lsat_1_v5_gn_6_26160.1
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	Lsat_1_v5_gn_8_55481.2, Lsat_1_v5_gn_8_55481.1
OG0006327	Av_00014485-RA	Lsat_1_v5_gn_5_161440.2, Lsat_1_v5_gn_5_161440.1
OG0006330	Av_00009318-RA, Av_00012431-RA	Lsat_1_v5_gn_5_19641.3, Lsat_1_v5_gn_5_19641.1, Lsat_1_v5_gn_2_63101.1
OG0006331	Av_00024549-RA	Lsat_1_v5_gn_3_20441.3, Lsat_1_v5_gn_3_20441.1
OG0006332	Av_00004875-RA	Lsat_1_v5_gn_8_28861.1, Lsat_1_v5_gn_8_28861.2
OG0006333	Av_00013402-RA	Lsat_1_v5_gn_9_84140.4, Lsat_1_v5_gn_9_84140.3, Lsat_1_v5_gn_5_101801.1
OG0006334	Av_00024585-RA	Lsat_1_v5_gn_4_145420.1
OG0006334	Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA	Lsat_1_v5_gn_9_35301.1
OG0006335	Av_00009450-RA	Lsat_1_v5_gn_9_56360.1
OG0006336	Av_00014729-RA, Av_00000562-RA	Lsat_1_v5_gn_6_114360.1, Lsat_1_v5_gn_6_114360.3, Lsat_1_v5_gn_6_18361.1
OG0006337	Av_00022458-RA, Av_00023344-RA	Lsat_1_v5_gn_1_113921.1
OG0006339	Av_00018611-RA	Lsat_1_v5_gn_7_35840.1
OG0006341	Av_00000651-RA, Av_00001320-RA, Av_00015112-RA	Lsat_1_v5_gn_7_72000.1, Lsat_1_v5_gn_7_72000.3, Lsat_1_v5_gn_9_124081.1
OG0006342	Av_00016917-RA	Lsat_1_v5_gn_2_99340.1, Lsat_1_v5_gn_1_64481.1, Lsat_1_v5_gn_6_44241.1
OG0006344	Av_00019163-RA	Lsat_1_v5_gn_8_55360.2, Lsat_1_v5_gn_8_55360.1, Lsat_1_v5_gn_5_187580.1, Lsat_1_v5_gn_9_4580.2, Lsat_1_v5_gn_9_4580.1
OG0006345	Av_00018504-RA	Lsat_1_v5_gn_2_66801.1, Lsat_1_v5_gn_2_66801.2, Lsat_1_v5_gn_5_75300.1
OG0006347	Av_00023188-RA	Lsat_1_v5_gn_1_52780.2, Lsat_1_v5_gn_1_52780.1, Lsat_1_v5_gn_1_52780.3
OG0006348	Av_00001312-RA	Lsat_1_v5_gn_9_87421.2
OG0006349	Av_00022136-RA	Lsat_1_v5_gn_6_15201.3, Lsat_1_v5_gn_6_15201.1
OG0006351	Av_00006501-RA	Lsat_1_v5_gn_2_52580.1
OG0006352	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA	Lsat_1_v5_gn_5_102801.1
OG0006353	Av_00000629-RA, Av_00018503-RA	Lsat_1_v5_gn_9_79740.1, Lsat_1_v5_gn_9_79740.4, Lsat_1_v5_gn_9_79740.3
OG0006354	Av_00012074-RA, Av_00006712-RA	Lsat_1_v5_gn_1_59720.3, Lsat_1_v5_gn_1_59720.1
OG0006355	Av_00008229-RA	Lsat_1_v5_gn_3_104860.3, Lsat_1_v5_gn_3_104860.1, Lsat_1_v5_gn_3_104860.2, Lsat_1_v5_gn_3_111900.3, Lsat_1_v5_gn_3_111900.1
OG0006356	Av_00021242-RA	Lsat_1_v5_gn_5_61861.1, Lsat_1_v5_gn_5_61861.2, Lsat_1_v5_gn_7_60741.1, Lsat_1_v5_gn_7_60700.3, Lsat_1_v5_gn_7_60700.1
OG0006358	Av_00011971-RA	Lsat_1_v5_gn_2_125780.1, Lsat_1_v5_gn_2_125780.3
OG0006360	Av_00023074-RA, Av_00024552-RA	Lsat_1_v5_gn_9_34120.1, Lsat_1_v5_gn_9_34120.3, Lsat_1_v5_gn_5_153061.1
OG0006361	Av_00013153-RA, Av_00019352-RA, Av_00000689-RA	Lsat_1_v5_gn_5_159920.1, Lsat_1_v5_gn_9_29960.3, Lsat_1_v5_gn_9_29960.1
OG0006362	Av_00011819-RA	Lsat_1_v5_gn_3_33301.1, Lsat_1_v5_gn_6_96941.3
OG0006363	Av_00016455-RA	Lsat_1_v5_gn_8_78860.1, Lsat_1_v5_gn_5_29181.1, Lsat_1_v5_gn_8_78860.2, Lsat_1_v5_gn_5_29181.3
OG0006364	Av_00013222-RA	Lsat_1_v5_gn_5_148520.1, Lsat_1_v5_gn_5_148520.2
OG0006365	Av_00002142-RA, Av_00001551-RA	Lsat_1_v5_gn_9_34621.1
OG0006366	Av_00019196-RA, Av_00000566-RA	Lsat_1_v5_gn_2_34361.1, Lsat_1_v5_gn_2_34361.2
OG0006367	Av_00006489-RA, Av_00013669-RA	Lsat_1_v5_gn_8_24141.2, Lsat_1_v5_gn_8_24141.1
OG0006369	Av_00003849-RA	Lsat_1_v5_gn_9_60860.1
OG0006370	Av_00013204-RA	Lsat_1_v5_gn_6_37600.3, Lsat_1_v5_gn_6_37600.1
OG0006371	Av_00011838-RA	Lsat_1_v5_gn_2_36161.1, Lsat_1_v5_gn_2_36161.2
OG0006372	Av_00021126-RA	Lsat_1_v5_gn_9_124401.2, Lsat_1_v5_gn_9_124401.1
OG0006373	Av_00007174-RA	Lsat_1_v5_gn_7_86320.1
OG0006374	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA	Lsat_1_v5_gn_7_89320.1, Lsat_1_v5_gn_7_89320.3, Lsat_1_v5_gn_7_89320.2
OG0006375	Av_00007800-RA	Lsat_1_v5_gn_7_77221.1, Lsat_1_v5_gn_5_91740.1
OG0006376	Av_00016434-RA, Av_00017632-RA	Lsat_1_v5_gn_4_122760.2, Lsat_1_v5_gn_4_122760.1
OG0006377	Av_00022060-RA	Lsat_1_v5_gn_6_101001.1
OG0006378	Av_00005458-RA, Av_00003034-RA	Lsat_1_v5_gn_6_8501.1
OG0006379	Av_00007315-RA, Av_00019042-RA	Lsat_1_v5_gn_7_85241.1, Lsat_1_v5_gn_7_85241.2, Lsat_1_v5_gn_9_111801.1, Lsat_1_v5_gn_9_111801.3
OG0006381	Av_00019375-RA	Lsat_1_v5_gn_2_65401.1
OG0006382	Av_00015251-RA	Lsat_1_v5_gn_5_101461.3, Lsat_1_v5_gn_5_101461.2, Lsat_1_v5_gn_5_101461.1
OG0006383	Av_00002064-RA, Av_00012901-RA	Lsat_1_v5_gn_6_110200.1, Lsat_1_v5_gn_6_110200.3
OG0006384	Av_00015254-RA, Av_00010929-RA	Lsat_1_v5_gn_5_126560.3, Lsat_1_v5_gn_5_126560.1
OG0006385	Av_00021990-RA	Lsat_1_v5_gn_8_141520.1, Lsat_1_v5_gn_8_141520.2, Lsat_1_v5_gn_8_141520.3
OG0006388	Av_00020301-RA	Lsat_1_v5_gn_4_74461.1, Lsat_1_v5_gn_4_74461.3
OG0006389	Av_00023143-RA	Lsat_1_v5_gn_4_152020.1, Lsat_1_v5_gn_4_152020.3
OG0006390	Av_00022283-RA	Lsat_1_v5_gn_8_114080.2, Lsat_1_v5_gn_8_114080.1
OG0006391	Av_00019502-RA, Av_00021449-RA	Lsat_1_v5_gn_8_68401.3, Lsat_1_v5_gn_8_68401.1, Lsat_1_v5_gn_8_68401.2
OG0006392	Av_00001996-RA	Lsat_1_v5_gn_5_128320.1, Lsat_1_v5_gn_5_128320.2
OG0006393	Av_00024944-RA	Lsat_1_v5_gn_4_162381.1, Lsat_1_v5_gn_4_162381.2
OG0006395	Av_00023621-RA, Av_00022026-RA	Lsat_1_v5_gn_6_97621.2, Lsat_1_v5_gn_6_97621.1, Lsat_1_v5_gn_6_97621.3
OG0006396	Av_00017938-RA, Av_00001999-RA	Lsat_1_v5_gn_2_85580.1, Lsat_1_v5_gn_3_88441.1, Lsat_1_v5_gn_3_88441.2
OG0006397	Av_00001065-RA, Av_00011170-RA	Lsat_1_v5_gn_7_53840.3, Lsat_1_v5_gn_7_53840.1
OG0006398	Av_00019902-RA	Lsat_1_v5_gn_5_159560.1, Lsat_1_v5_gn_5_159560.3, Lsat_1_v5_gn_5_159560.2
OG0006400	Av_00019882-RA	Lsat_1_v5_gn_1_84121.3, Lsat_1_v5_gn_4_40140.1
OG0006401	Av_00007730-RA	Lsat_1_v5_gn_4_169080.2, Lsat_1_v5_gn_4_169080.1
OG0006402	Av_00019119-RA, Av_00010197-RA	Lsat_1_v5_gn_8_31441.1
OG0006403	Av_00011581-RA	Lsat_1_v5_gn_9_125160.3, Lsat_1_v5_gn_9_125160.1, Lsat_1_v5_gn_9_83520.3, Lsat_1_v5_gn_9_83520.1
OG0006404	Av_00007839-RA	Lsat_1_v5_gn_7_99701.2, Lsat_1_v5_gn_7_99701.1
OG0006405	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA	Lsat_1_v5_gn_8_30781.1
OG0006406	Av_00007842-RA, Av_00000211-RA	Lsat_1_v5_gn_1_53221.1, Lsat_1_v5_gn_6_31160.1
OG0006407	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA	Lsat_1_v5_gn_9_45021.1, Lsat_1_v5_gn_2_6461.1
OG0006408	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA	Lsat_1_v5_gn_7_35641.1
OG0006409	Av_00016690-RA	Lsat_1_v5_gn_2_50861.1, Lsat_1_v5_gn_2_50861.3, Lsat_1_v5_gn_2_50861.2, Lsat_1_v5_gn_6_56060.1, Lsat_1_v5_gn_6_56060.2
OG0006410	Av_00014831-RA	Lsat_1_v5_gn_2_87361.1
OG0006411	Av_00024472-RA, Av_00004461-RA	Lsat_1_v5_gn_6_113661.3, Lsat_1_v5_gn_6_113661.1, Lsat_1_v5_gn_6_113661.2, Lsat_1_v5_gn_1_20261.3, Lsat_1_v5_gn_1_20261.1
OG0006412	Av_00000428-RA	Lsat_1_v5_gn_8_13041.1
OG0006414	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA, Av_00011490-RA	Lsat_1_v5_gn_9_41620.3, Lsat_1_v5_gn_9_41620.1
OG0006415	Av_00007792-RA, Av_00022160-RA, Av_00011580-RA, Av_00011579-RA, Av_00000241-RA	Lsat_1_v5_gn_9_124960.1
OG0006416	Av_00004619-RA	Lsat_1_v5_gn_0_18160.1, Lsat_1_v5_gn_5_111860.1, Lsat_1_v5_gn_5_111860.2, Lsat_1_v5_gn_5_111860.3, Lsat_1_v5_gn_5_129280.1
OG0006417	Av_00013082-RA	Lsat_1_v5_gn_4_88801.3, Lsat_1_v5_gn_4_88801.1, Lsat_1_v5_gn_4_88821.1
OG0006419	Av_00006888-RA	Lsat_1_v5_gn_8_30701.1
OG0006420	Av_00011679-RA	Lsat_1_v5_gn_2_117881.2, Lsat_1_v5_gn_2_117881.1
OG0006421	Av_00004523-RA, Av_00012358-RA	Lsat_1_v5_gn_6_28960.1, Lsat_1_v5_gn_6_28960.2
OG0006422	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA, Av_00000072-RA, Av_00011475-RA	Lsat_1_v5_gn_1_9861.2, Lsat_1_v5_gn_1_9861.1
OG0006423	Av_00022871-RA, Av_00016453-RA	Lsat_1_v5_gn_1_17601.1
OG0006424	Av_00002481-RA	Lsat_1_v5_gn_2_5921.1, Lsat_1_v5_gn_2_5921.3
OG0006425	Av_00019035-RA	Lsat_1_v5_gn_5_110541.1
OG0006427	Av_00012519-RA	Lsat_1_v5_gn_4_151921.2, Lsat_1_v5_gn_4_151921.1
OG0006428	Av_00002467-RA, Av_00002428-RA	Lsat_1_v5_gn_4_37701.1
OG0006429	Av_00011330-RA, Av_00000968-RA	Lsat_1_v5_gn_8_128681.1, Lsat_1_v5_gn_8_128681.2
OG0006430	Av_00012289-RA	Lsat_1_v5_gn_5_119140.1
OG0006432	Av_00024911-RA	Lsat_1_v5_gn_7_21221.1, Lsat_1_v5_gn_7_21201.1, Lsat_1_v5_gn_7_21201.3
OG0006433	Av_00002363-RA	Lsat_1_v5_gn_9_98661.4, Lsat_1_v5_gn_9_98661.1
OG0006434	Av_00024100-RA	Lsat_1_v5_gn_4_50000.1
OG0006435	Av_00003652-RA	Lsat_1_v5_gn_7_21081.1
OG0006436	Av_00023771-RA	Lsat_1_v5_gn_9_31040.1
OG0006437	Av_00002461-RA, Av_00015766-RA	Lsat_1_v5_gn_9_94900.2, Lsat_1_v5_gn_9_94900.1
OG0006438	Av_00020530-RA	Lsat_1_v5_gn_4_32101.1
OG0006439	Av_00015743-RA	Lsat_1_v5_gn_9_93900.1, Lsat_1_v5_gn_5_3940.1
OG0006440	Av_00009637-RA	Lsat_1_v5_gn_5_126020.1, Lsat_1_v5_gn_5_126020.2
OG0006441	Av_00024143-RA, Av_00022899-RA	Lsat_1_v5_gn_6_65161.2, Lsat_1_v5_gn_6_65161.1
OG0006443	Av_00000215-RA, Av_00024288-RA	Lsat_1_v5_gn_5_127301.3, Lsat_1_v5_gn_5_127301.1
OG0006444	Av_00006205-RA	Lsat_1_v5_gn_5_121560.1
OG0006445	Av_00022075-RA	Lsat_1_v5_gn_4_60101.1, Lsat_1_v5_gn_4_60101.3
OG0006446	Av_00002576-RA	Lsat_1_v5_gn_4_12661.1
OG0006447	Av_00005957-RA, Av_00003688-RA, Av_00007476-RA	Lsat_1_v5_gn_4_59601.1
OG0006448	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA	Lsat_1_v5_gn_0_5321.1
OG0006449	Av_00023858-RA	Lsat_1_v5_gn_3_26460.1, Lsat_1_v5_gn_5_56521.1, Lsat_1_v5_gn_5_56521.2, Lsat_1_v5_gn_5_56521.3, Lsat_1_v5_gn_5_2240.1
OG0006450	Av_00020148-RA, Av_00000703-RA	Lsat_1_v5_gn_0_10441.1, Lsat_1_v5_gn_0_10441.2
OG0006451	Av_00003390-RA	Lsat_1_v5_gn_1_1241.2, Lsat_1_v5_gn_1_1241.1, Lsat_1_v5_gn_1_1241.3, Lsat_1_v5_gn_1_107660.3, Lsat_1_v5_gn_1_77761.1, Lsat_1_v5_gn_4_45480.1, Lsat_1_v5_gn_1_77761.2, Lsat_1_v5_gn_3_129240.3, Lsat_1_v5_gn_3_129240.1
OG0006452	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA	Lsat_1_v5_gn_9_27640.1, Lsat_1_v5_gn_8_80000.1
OG0006453	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA	Lsat_1_v5_gn_4_92260.1, Lsat_1_v5_gn_1_39200.1
OG0006454	Av_00012033-RA	Lsat_1_v5_gn_9_100580.2, Lsat_1_v5_gn_9_100580.3, Lsat_1_v5_gn_9_100580.1, Lsat_1_v5_gn_7_102180.2, Lsat_1_v5_gn_7_102180.1
OG0006455	Av_00021583-RA	Lsat_1_v5_gn_2_77400.1, Lsat_1_v5_gn_2_77400.4
OG0006457	Av_00003647-RA	Lsat_1_v5_gn_9_9480.3, Lsat_1_v5_gn_9_9480.1, Lsat_1_v5_gn_9_9480.2, Lsat_1_v5_gn_4_51620.1, Lsat_1_v5_gn_4_51620.3
OG0006459	Av_00005592-RA	Lsat_1_v5_gn_4_61900.1
OG0006460	Av_00018377-RA	Lsat_1_v5_gn_9_33520.1, Lsat_1_v5_gn_5_150720.1, Lsat_1_v5_gn_5_150720.2
OG0006461	Av_00008188-RA	Lsat_1_v5_gn_2_8120.1, Lsat_1_v5_gn_1_77620.1, Lsat_1_v5_gn_1_77620.3, Lsat_1_v5_gn_8_17941.1
OG0006462	Av_00016392-RA	Lsat_1_v5_gn_8_80540.1, Lsat_1_v5_gn_8_80540.2
OG0006463	Av_00009185-RA	Lsat_1_v5_gn_2_132700.1
OG0006464	Av_00007983-RA, Av_00006811-RA	Lsat_1_v5_gn_4_103580.1
OG0006465	Av_00000104-RA, Av_00011511-RA	Lsat_1_v5_gn_1_12940.1, Lsat_1_v5_gn_1_12940.2
OG0006466	Av_00011397-RA	Lsat_1_v5_gn_7_83220.1
OG0006467	Av_00004931-RA, Av_00003980-RA	Lsat_1_v5_gn_7_48481.1, Lsat_1_v5_gn_8_61661.1, Lsat_1_v5_gn_5_91581.1
OG0006468	Av_00006043-RA, Av_00002993-RA	Lsat_1_v5_gn_3_14340.1, Lsat_1_v5_gn_3_14320.1, Lsat_1_v5_gn_3_14400.2, Lsat_1_v5_gn_3_14400.1
OG0006469	Av_00016689-RA	Lsat_1_v5_gn_2_130220.1, Lsat_1_v5_gn_2_130220.3
OG0006470	Av_00008114-RA, Av_00014421-RA	Lsat_1_v5_gn_6_26180.1, Lsat_1_v5_gn_6_26180.3, Lsat_1_v5_gn_5_5360.1, Lsat_1_v5_gn_5_66220.1, Lsat_1_v5_gn_1_50000.3, Lsat_1_v5_gn_1_50000.1
OG0006472	Av_00014598-RA	Lsat_1_v5_gn_3_8761.3, Lsat_1_v5_gn_3_8761.1
OG0006474	Av_00002201-RA, Av_00010909-RA	Lsat_1_v5_gn_5_151460.1
OG0006475	Av_00004104-RA	Lsat_1_v5_gn_4_89381.3, Lsat_1_v5_gn_4_89381.1
OG0006476	Av_00013081-RA	Lsat_1_v5_gn_1_49060.3, Lsat_1_v5_gn_1_49060.1
OG0006477	Av_00022127-RA	Lsat_1_v5_gn_7_104380.1, Lsat_1_v5_gn_5_162580.2, Lsat_1_v5_gn_5_162580.1
OG0006479	Av_00009363-RA	Lsat_1_v5_gn_8_9241.3, Lsat_1_v5_gn_8_9241.2, Lsat_1_v5_gn_8_9241.1
OG0006480	Av_00020921-RA, Av_00006287-RA	Lsat_1_v5_gn_5_146040.1, Lsat_1_v5_gn_5_146040.2, Lsat_1_v5_gn_5_146040.3
OG0006481	Av_00004928-RA	Lsat_1_v5_gn_8_77581.1, Lsat_1_v5_gn_8_59400.2, Lsat_1_v5_gn_8_59400.1
OG0006482	Av_00013902-RA	Lsat_1_v5_gn_7_8181.3, Lsat_1_v5_gn_7_8181.1
OG0006483	Av_00012788-RA, Av_00006238-RA	Lsat_1_v5_gn_5_45480.1
OG0006484	Av_00001297-RA, Av_00015100-RA, Av_00020355-RA	Lsat_1_v5_gn_4_139101.1, Lsat_1_v5_gn_5_38140.4, Lsat_1_v5_gn_5_38140.1, Lsat_1_v5_gn_9_5100.1
OG0006486	Av_00021377-RA	Lsat_1_v5_gn_3_24361.1, Lsat_1_v5_gn_3_24361.3
OG0006487	Av_00012167-RA	Lsat_1_v5_gn_7_48681.1
OG0006488	Av_00007980-RA	Lsat_1_v5_gn_4_103441.1
OG0006489	Av_00009154-RA	Lsat_1_v5_gn_5_9340.1
OG0006490	Av_00022252-RA	Lsat_1_v5_gn_3_11381.1, Lsat_1_v5_gn_2_134221.1, Lsat_1_v5_gn_2_134221.3
OG0006491	Av_00015560-RA, Av_00009057-RA	Lsat_1_v5_gn_8_61440.3, Lsat_1_v5_gn_8_61440.1
OG0006492	Av_00004053-RA, Av_00004881-RA	Lsat_1_v5_gn_5_100940.1, Lsat_1_v5_gn_5_100940.3, Lsat_1_v5_gn_4_159660.1, Lsat_1_v5_gn_5_100980.1
OG0006493	Av_00004498-RA, Av_00012323-RA	Lsat_1_v5_gn_8_64840.1, Lsat_1_v5_gn_8_64840.4, Lsat_1_v5_gn_5_88580.1
OG0006494	Av_00021506-RA	Lsat_1_v5_gn_4_97420.1
OG0006495	Av_00003036-RA	Lsat_1_v5_gn_6_10661.1
OG0006496	Av_00024456-RA, Av_00004241-RA	Lsat_1_v5_gn_5_103001.2, Lsat_1_v5_gn_5_103001.1, Lsat_1_v5_gn_5_103001.3, Lsat_1_v5_gn_7_42121.1
OG0006497	Av_00014709-RA, Av_00008688-RA	Lsat_1_v5_gn_3_131281.1, Lsat_1_v5_gn_3_131281.3
OG0006498	Av_00022674-RA	Lsat_1_v5_gn_5_137681.3, Lsat_1_v5_gn_5_137681.1
OG0006500	Av_00019546-RA, Av_00008890-RA	Lsat_1_v5_gn_5_117420.3, Lsat_1_v5_gn_5_117420.1, Lsat_1_v5_gn_8_88181.1, Lsat_1_v5_gn_5_146540.1
OG0006501	Av_00004682-RA, Av_00018272-RA, Av_00019095-RA	Lsat_1_v5_gn_6_19780.3, Lsat_1_v5_gn_6_19780.1, Lsat_1_v5_gn_6_114521.1
OG0006502	Av_00011449-RA, Av_00015233-RA	Lsat_1_v5_gn_7_6740.2, Lsat_1_v5_gn_7_6740.1, Lsat_1_v5_gn_7_6740.3, Lsat_1_v5_gn_4_37220.1
OG0006503	Av_00008719-RA, Av_00023128-RA	Lsat_1_v5_gn_7_19080.1, Lsat_1_v5_gn_7_19080.3
OG0006504	Av_00008747-RA, Av_00017137-RA	Lsat_1_v5_gn_8_85441.1
OG0006505	Av_00022447-RA, Av_00015422-RA	Lsat_1_v5_gn_8_32380.1
OG0006506	Av_00004645-RA, Av_00018237-RA	Lsat_1_v5_gn_6_63800.2, Lsat_1_v5_gn_6_63800.1
OG0006507	Av_00017591-RA, Av_00013074-RA	Lsat_1_v5_gn_5_137180.1, Lsat_1_v5_gn_5_137180.3
OG0006508	Av_00007386-RA	Lsat_1_v5_gn_8_62300.1, Lsat_1_v5_gn_8_62300.2
OG0006509	Av_00019752-RA	Lsat_1_v5_gn_5_37660.3, Lsat_1_v5_gn_5_37660.4
OG0006511	Av_00013896-RA, Av_00003203-RA	Lsat_1_v5_gn_3_135321.1, Lsat_1_v5_gn_2_8360.1
OG0006514	Av_00001263-RA	Lsat_1_v5_gn_5_77240.2, Lsat_1_v5_gn_5_76141.2, Lsat_1_v5_gn_5_76141.1, Lsat_1_v5_gn_5_77240.1
OG0006515	Av_00002099-RA, Av_00012948-RA	Lsat_1_v5_gn_8_6520.3, Lsat_1_v5_gn_8_6520.1, Lsat_1_v5_gn_2_131421.1
OG0006516	Av_00003796-RA, Av_00003797-RA	Lsat_1_v5_gn_5_91781.1, Lsat_1_v5_gn_5_91781.3
OG0006517	Av_00017116-RA, Av_00022870-RA	Lsat_1_v5_gn_7_51040.2, Lsat_1_v5_gn_7_51040.1
OG0006518	Av_00024597-RA	Lsat_1_v5_gn_4_26601.3, Lsat_1_v5_gn_4_26601.1
OG0006519	Av_00023998-RA	Lsat_1_v5_gn_7_9240.2, Lsat_1_v5_gn_7_9240.1
OG0006520	Av_00018129-RA, Av_00020193-RA	Lsat_1_v5_gn_7_27180.4, Lsat_1_v5_gn_2_39201.3, Lsat_1_v5_gn_2_39201.1
OG0006521	Av_00020602-RA, Av_00024430-RA	Lsat_1_v5_gn_8_20461.2, Lsat_1_v5_gn_8_20461.4, Lsat_1_v5_gn_8_20461.1
OG0006522	Av_00023583-RA, Av_00004171-RA	Lsat_1_v5_gn_1_42920.1, Lsat_1_v5_gn_1_42920.2, Lsat_1_v5_gn_6_19560.1, Lsat_1_v5_gn_6_19560.3
OG0006524	Av_00005855-RA	Lsat_1_v5_gn_5_96021.1, Lsat_1_v5_gn_5_96021.3
OG0006525	Av_00005430-RA, Av_00002996-RA	Lsat_1_v5_gn_6_82240.1, Lsat_1_v5_gn_6_82240.2, Lsat_1_v5_gn_3_14141.2, Lsat_1_v5_gn_3_14141.1
OG0006526	Av_00013086-RA	Lsat_1_v5_gn_9_106701.1
OG0006527	Av_00006822-RA	Lsat_1_v5_gn_4_106080.1
OG0006528	Av_00010680-RA, Av_00018594-RA, Av_00018593-RA	Lsat_1_v5_gn_6_11441.3, Lsat_1_v5_gn_6_11441.1
OG0006529	Av_00002114-RA, Av_00012958-RA	Lsat_1_v5_gn_6_14000.1, Lsat_1_v5_gn_0_13420.1
OG0006530	Av_00022002-RA	Lsat_1_v5_gn_8_42581.1
OG0006531	Av_00004175-RA	Lsat_1_v5_gn_1_30920.2
OG0006532	Av_00008860-RA, Av_00023284-RA	Lsat_1_v5_gn_5_99761.1
OG0006533	Av_00021633-RA, Av_00009041-RA	Lsat_1_v5_gn_8_58860.1, Lsat_1_v5_gn_8_58880.1, Lsat_1_v5_gn_8_57420.3, Lsat_1_v5_gn_8_57420.1
OG0006534	Av_00012892-RA, Av_00002056-RA	Lsat_1_v5_gn_2_129361.3, Lsat_1_v5_gn_8_9421.1
OG0006535	Av_00019873-RA	Lsat_1_v5_gn_4_43461.2, Lsat_1_v5_gn_4_43461.1, Lsat_1_v5_gn_4_43461.3, Lsat_1_v5_gn_7_9680.3, Lsat_1_v5_gn_7_9680.1
OG0006536	Av_00014756-RA, Av_00009143-RA	Lsat_1_v5_gn_8_9401.1, Lsat_1_v5_gn_8_9401.3
OG0006537	Av_00011078-RA	Lsat_1_v5_gn_5_130241.1, Lsat_1_v5_gn_5_130241.2
OG0006538	Av_00000833-RA	Lsat_1_v5_gn_5_178381.1, Lsat_1_v5_gn_5_178381.4
OG0006539	Av_00019073-RA, Av_00019537-RA	Lsat_1_v5_gn_7_39841.3, Lsat_1_v5_gn_7_39841.1, Lsat_1_v5_gn_5_144920.3, Lsat_1_v5_gn_5_144920.1, Lsat_1_v5_gn_5_144920.2
