Orthogroup	A_vesiculosa.proteins	S_lycopersicum.proteins
OG0006385	Av_00021990-RA	Solyc08g069030.3.1
OG0006386	Av_00006950-RA, Av_00016640-RA, Av_00014855-RA	Solyc05g056440.2.1, Solyc05g056430.2.1
OG0006388	Av_00020301-RA	Solyc04g054690.3.1, Solyc04g054660.2.1
OG0006389	Av_00023143-RA	Solyc02g085230.3.1
OG0006390	Av_00022283-RA	Solyc02g082280.3.1
OG0006391	Av_00019502-RA, Av_00021449-RA	Solyc12g099700.2.1
OG0006392	Av_00001996-RA	Solyc01g081020.1.1
OG0006392	Av_00000831-RA	Solyc03g111210.3.1
OG0006393	Av_00024944-RA	Solyc02g064720.3.1, Solyc02g092560.3.1, Solyc02g092600.3.1
OG0006394	Av_00020627-RA	Solyc04g076310.3.1
OG0006395	Av_00023620-RA, Av_00023621-RA, Av_00022026-RA	Solyc06g060120.3.1
OG0006396	Av_00017938-RA, Av_00001999-RA	Solyc02g092950.3.1
OG0006397	Av_00001065-RA, Av_00011170-RA	Solyc06g073330.3.1
OG0006398	Av_00019902-RA	Solyc02g022930.3.1
OG0006400	Av_00019882-RA	Solyc12g017835.1.1
OG0006401	Av_00007730-RA	Solyc02g065080.3.1
OG0006402	Av_00019119-RA, Av_00010197-RA	Solyc12g089260.2.1
OG0006403	Av_00011581-RA	Solyc01g102940.3.1
OG0006404	Av_00007839-RA	Solyc10g078480.2.1
OG0006405	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA	Solyc04g081570.3.1
OG0006406	Av_00007842-RA, Av_00000211-RA	Solyc08g077920.3.1, Solyc08g077930.3.1
OG0006407	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA	Solyc04g082290.3.1, Solyc12g094585.1.1
OG0006408	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA	Solyc10g024480.1.1
OG0006409	Av_00016690-RA	Solyc12g099660.2.1
OG0006410	Av_00014831-RA	Solyc02g089900.1.1
OG0006411	Av_00024472-RA, Av_00004461-RA	Solyc04g079160.3.1, Solyc07g025390.3.1
OG0006412	Av_00000428-RA	Solyc04g051670.3.1
OG0006414	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA, Av_00011490-RA	Solyc04g074080.3.1
OG0006415	Av_00007792-RA, Av_00022160-RA, Av_00011580-RA, Av_00011579-RA, Av_00000241-RA	Solyc10g008560.3.1
OG0006416	Av_00004619-RA	Solyc07g041350.1.1
OG0006417	Av_00013082-RA	Solyc03g123860.3.1
OG0006419	Av_00006888-RA	Solyc04g081500.3.1
OG0006420	Av_00011679-RA	Solyc04g054270.3.1
OG0006421	Av_00004523-RA, Av_00012358-RA	Solyc12g096140.2.1
OG0006422	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA, Av_00000072-RA, Av_00011475-RA	Solyc06g060360.3.1
OG0006423	Av_00022871-RA, Av_00016453-RA	Solyc04g080190.3.1, Solyc12g089100.2.1
OG0006424	Av_00002481-RA	Solyc04g082130.3.1
OG0006425	Av_00019035-RA	Solyc11g044310.2.1
OG0006427	Av_00012519-RA	Solyc03g033720.3.1
OG0006428	Av_00002467-RA, Av_00002428-RA	Solyc07g005940.3.1
OG0006429	Av_00011330-RA, Av_00000968-RA	Solyc01g110300.3.1
OG0006430	Av_00012289-RA	Solyc01g109180.3.1
OG0006432	Av_00005655-RA	Solyc12g010600.2.1
OG0006432	Av_00024911-RA	Solyc02g078260.3.1
OG0006434	Av_00024100-RA	Solyc02g077090.3.1
OG0006435	Av_00002383-RA	Solyc07g063220.3.1
OG0006435	Av_00003652-RA	Solyc02g078350.3.1
OG0006436	Av_00023771-RA	Solyc07g009333.1.1
OG0006437	Av_00002461-RA, Av_00015766-RA	Solyc07g063900.3.1, Solyc06g035610.3.1
OG0006438	Av_00020530-RA	Solyc01g087610.3.1
OG0006439	Av_00015743-RA	Solyc10g006290.3.1, Solyc07g064600.3.1
OG0006440	Av_00009637-RA	Solyc07g061920.3.1
OG0006441	Av_00024143-RA, Av_00022899-RA	Solyc07g053650.3.1
OG0006442	Av_00022019-RA	Solyc12g096090.2.1
OG0006443	Av_00000215-RA, Av_00024288-RA	Solyc07g062650.3.1, Solyc12g014180.2.1
OG0006444	Av_00006205-RA	Solyc05g041860.3.1
OG0006445	Av_00022075-RA	Solyc10g005310.3.1
OG0006446	Av_00002576-RA	Solyc04g007980.3.1
OG0006447	Av_00005957-RA, Av_00003688-RA, Av_00007476-RA	Solyc02g080450.1.1
OG0006448	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA	Solyc12g005630.2.1
OG0006449	Av_00023858-RA	Solyc07g016170.3.1, Solyc00g011890.3.1
OG0006450	Av_00020148-RA, Av_00000703-RA	Solyc03g098640.3.1
OG0006451	Av_00003390-RA	Solyc05g010570.3.1, Solyc05g018120.1.1
OG0006452	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA	Solyc10g079090.2.1
OG0006453	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA	Solyc03g123590.3.1
OG0006454	Av_00012033-RA	Solyc07g062270.3.1, Solyc10g007410.3.1, Solyc07g062280.3.1
OG0006455	Av_00021583-RA	Solyc02g077280.3.1
OG0006457	Av_00003647-RA	Solyc03g006280.3.1
OG0006459	Av_00005592-RA	Solyc05g054100.3.1
OG0006460	Av_00018377-RA	Solyc02g081880.3.1, Solyc01g044370.2.1, Solyc01g044372.1.1
OG0006461	Av_00008188-RA	Solyc03g007490.3.1
OG0006462	Av_00016392-RA	Solyc06g073400.3.1, Solyc09g083010.3.1
OG0006463	Av_00009185-RA	Solyc03g025500.3.1
OG0006464	Av_00007983-RA, Av_00006811-RA	Solyc03g120230.3.1
OG0006465	Av_00000104-RA, Av_00011511-RA	Solyc11g017200.2.1
OG0006466	Av_00011397-RA	Solyc11g044260.2.1, Solyc11g044250.2.1
OG0006467	Av_00004931-RA, Av_00003980-RA	Solyc11g039810.2.1, Solyc12g010130.1.1, Solyc07g005440.1.1
OG0006469	Av_00016689-RA	Solyc03g006820.3.1
OG0006470	Av_00008114-RA, Av_00014421-RA	Solyc11g072190.2.1
OG0006472	Av_00014598-RA	Solyc08g081580.3.1
OG0006474	Av_00002201-RA, Av_00010909-RA	Solyc04g009330.3.1
OG0006475	Av_00004104-RA	Solyc03g123760.3.1
OG0006476	Av_00013081-RA	Solyc10g038060.2.1, Solyc08g065760.3.1
OG0006477	Av_00022127-RA	Solyc03g063700.1.1
OG0006479	Av_00009363-RA	Solyc03g083590.3.1
OG0006480	Av_00020921-RA, Av_00006287-RA	Solyc02g068580.1.1
OG0006481	Av_00004928-RA	Solyc02g014460.3.1
OG0006482	Av_00013902-RA	Solyc01g091860.3.1
OG0006483	Av_00012788-RA, Av_00006238-RA	Solyc08g067920.3.1
OG0006484	Av_00001297-RA, Av_00015100-RA, Av_00020355-RA	Solyc09g082710.3.1, Solyc03g005227.1.1
OG0006486	Av_00021377-RA	Solyc08g065350.3.1
OG0006487	Av_00012167-RA	Solyc07g005400.3.1, Solyc12g010170.2.1
OG0006488	Av_00007980-RA	Solyc06g066770.1.1, Solyc03g120330.1.1, Solyc03g120320.1.1
OG0006489	Av_00009154-RA	Solyc06g034160.3.1
OG0006490	Av_00022252-RA	Solyc06g051900.3.1
OG0006491	Av_00015560-RA, Av_00009057-RA	Solyc07g007690.3.1
OG0006492	Av_00004053-RA, Av_00004881-RA	Solyc12g006950.1.1, Solyc12g006960.2.1
OG0006493	Av_00004498-RA, Av_00012323-RA	Solyc07g006035.1.1
OG0006494	Av_00021506-RA	Solyc12g044620.2.1
OG0006495	Av_00003036-RA	Solyc08g079820.3.1
OG0006496	Av_00024456-RA, Av_00004241-RA	Solyc07g019670.3.1, Solyc12g007170.2.1
OG0006497	Av_00014709-RA, Av_00008688-RA	Solyc10g039270.2.1
OG0006498	Av_00022674-RA	Solyc03g123640.3.1
OG0006500	Av_00019546-RA, Av_00008890-RA	Solyc05g026240.2.1
OG0006501	Av_00004682-RA, Av_00018272-RA, Av_00019095-RA	Solyc08g028780.1.1
OG0006502	Av_00011449-RA, Av_00015233-RA	Solyc01g091950.3.1
OG0006503	Av_00008719-RA, Av_00023128-RA	Solyc02g078560.3.1
OG0006504	Av_00008747-RA, Av_00017137-RA	Solyc07g042460.2.1, Solyc05g025687.1.1
OG0006505	Av_00022447-RA, Av_00015422-RA	Solyc12g006540.2.1
OG0006506	Av_00004645-RA, Av_00018237-RA	Solyc11g071230.2.1, Solyc08g068430.3.1
OG0006507	Av_00017591-RA, Av_00013074-RA	Solyc03g123990.3.1
OG0006508	Av_00007386-RA	Solyc07g008050.3.1
OG0006509	Av_00019752-RA	Solyc11g019960.2.1
OG0006510	Av_00005426-RA, Av_00002990-RA	Solyc08g008630.3.1
OG0006511	Av_00013896-RA, Av_00003203-RA	Solyc01g094000.3.1, Solyc02g055390.2.1
OG0006514	Av_00001263-RA	Solyc11g012140.2.1
OG0006515	Av_00002099-RA, Av_00012948-RA	Solyc06g036340.3.1, Solyc03g007590.3.1
OG0006516	Av_00003796-RA, Av_00003797-RA	Solyc07g007920.2.1
OG0006517	Av_00017116-RA, Av_00022870-RA	Solyc07g006260.3.1
OG0006518	Av_00024597-RA	Solyc01g008330.3.1
OG0006519	Av_00023998-RA	Solyc01g090940.3.1
OG0006520	Av_00018129-RA, Av_00020193-RA	Solyc04g047770.3.1
OG0006521	Av_00020602-RA, Av_00024430-RA	Solyc05g056220.3.1, Solyc05g056210.3.1
OG0006522	Av_00023583-RA, Av_00004171-RA	Solyc06g065740.3.1
OG0006524	Av_00005855-RA	Solyc12g006480.2.1
OG0006525	Av_00005430-RA, Av_00002996-RA	Solyc08g083070.3.1
OG0006526	Av_00013086-RA	Solyc07g049230.1.1
OG0006527	Av_00006822-RA	Solyc03g116550.3.1
OG0006528	Av_00010680-RA, Av_00018594-RA, Av_00018593-RA	Solyc08g083290.3.1
OG0006529	Av_00002114-RA, Av_00012958-RA	Solyc08g062940.3.1, Solyc03g121760.3.1
OG0006530	Av_00022002-RA	Solyc12g040390.2.1
OG0006531	Av_00004175-RA	Solyc06g068490.3.1
OG0006532	Av_00008860-RA, Av_00023284-RA	Solyc08g021920.3.1, Solyc08g021890.3.1
OG0006533	Av_00021633-RA, Av_00009041-RA	Solyc11g070055.1.1, Solyc11g070070.2.1
OG0006534	Av_00012892-RA, Av_00002056-RA	Solyc11g072270.2.1, Solyc03g083520.3.1
OG0006535	Av_00019873-RA	Solyc01g091190.3.1, Solyc05g050980.3.1
OG0006536	Av_00014756-RA, Av_00009143-RA	Solyc03g083540.3.1, Solyc06g011630.1.1
OG0006537	Av_00011078-RA	Solyc03g120150.3.1
OG0006538	Av_00000833-RA	Solyc06g083100.2.1, Solyc06g083090.3.1
OG0006539	Av_00019073-RA, Av_00019537-RA	Solyc12g008490.2.1
OG0006540	Av_00016913-RA	Solyc06g010270.1.1
OG0006540	Av_00021181-RA	Solyc10g084090.2.1
OG0006541	Av_00021893-RA	Solyc09g010810.3.1
OG0006542	Av_00012059-RA	Solyc11g066610.2.1
OG0006543	Av_00006133-RA	Solyc11g073300.2.1
OG0006544	Av_00005087-RA, Av_00022173-RA	Solyc09g009780.3.1
OG0006545	Av_00003387-RA	Solyc02g068400.3.1
OG0006546	Av_00005181-RA, Av_00000864-RA, Av_00024576-RA, Av_00002782-RA, Av_00005182-RA	Solyc02g069390.2.1, Solyc02g030460.2.1
OG0006547	Av_00020293-RA, Av_00000712-RA	Solyc10g081190.2.1
OG0006548	Av_00005097-RA, Av_00015692-RA	Solyc09g011810.3.1
OG0006549	Av_00012683-RA	Solyc02g030210.3.1
OG0006550	Av_00015293-RA	Solyc06g074110.3.1, Solyc11g068960.2.1
OG0006551	Av_00006035-RA	Solyc03g063370.3.1, Solyc03g058310.1.1, Solyc03g063380.2.1, Solyc02g088650.1.1, Solyc03g058320.1.1
OG0006552	Av_00008967-RA	Solyc02g080990.2.1
OG0006553	Av_00011908-RA	Solyc11g007320.2.1
OG0006554	Av_00017127-RA	Solyc07g005730.3.1, Solyc07g005720.3.1
OG0006555	Av_00015878-RA, Av_00024579-RA	Solyc04g009830.3.1
OG0006556	Av_00004375-RA, Av_00001140-RA, Av_00014339-RA	Solyc04g009550.3.1, Solyc04g049710.3.1
OG0006558	Av_00021303-RA	Solyc10g005890.3.1
OG0006559	Av_00016420-RA	Solyc01g056625.1.1
OG0006561	Av_00022410-RA, Av_00016918-RA	Solyc11g066420.1.1
OG0006562	Av_00017308-RA	Solyc10g078660.2.1
OG0006563	Av_00020183-RA	Solyc09g007190.3.1
OG0006565	Av_00021606-RA	Solyc06g074130.3.1
OG0006566	Av_00022641-RA, Av_00009564-RA	Solyc10g079190.2.1, Solyc04g017710.3.1
OG0006567	Av_00000227-RA	Solyc07g066320.3.1
OG0006568	Av_00014009-RA	Solyc03g118210.3.1
OG0006569	Av_00017196-RA, Av_00020043-RA	Solyc07g062590.3.1, Solyc10g007200.3.1
OG0006570	Av_00011341-RA, Av_00018407-RA, Av_00003113-RA, Av_00023199-RA, Av_00002388-RA	Solyc06g082800.3.1, Solyc06g007710.3.1
OG0006571	Av_00003999-RA	Solyc01g006090.3.1, Solyc01g006170.3.1
OG0006572	Av_00022844-RA	Solyc12g011160.2.1
OG0006573	Av_00012725-RA	Solyc11g069080.2.1
OG0006574	Av_00019585-RA	Solyc10g050540.2.1
OG0006575	Av_00019684-RA, Av_00013342-RA	Solyc11g065950.2.1
OG0006576	Av_00015798-RA	Solyc09g011030.3.1
OG0006577	Av_00003541-RA, Av_00008196-RA	Solyc04g049350.3.1, Solyc04g009620.3.1
OG0006578	Av_00004927-RA	Solyc05g054990.3.1, Solyc02g084380.3.1
OG0006579	Av_00016209-RA	Solyc01g006710.3.1
OG0006580	Av_00003402-RA	Solyc09g058998.1.1
OG0006581	Av_00024575-RA	Solyc01g102510.3.1
OG0006582	Av_00002951-RA, Av_00015685-RA	Solyc01g005490.3.1, Solyc06g054410.3.1
OG0006583	Av_00018526-RA, Av_00006221-RA, Av_00012768-RA	Solyc06g073550.3.1
OG0006584	Av_00018637-RA	Solyc11g072970.2.1
OG0006585	Av_00007365-RA	Solyc02g083110.1.1
OG0006586	Av_00017546-RA	Solyc01g006860.3.1
OG0006588	Av_00023623-RA	Solyc01g058530.3.1
OG0006589	Av_00024156-RA, Av_00012070-RA	Solyc01g005620.3.1
OG0006590	Av_00010565-RA	Solyc06g051250.1.1
OG0006592	Av_00013592-RA, Av_00008294-RA	Solyc07g066580.3.1, Solyc02g078990.3.1
OG0006593	Av_00018485-RA	Solyc05g053950.3.1
OG0006594	Av_00006171-RA, Av_00008435-RA	Solyc06g005950.3.1
OG0006595	Av_00013310-RA	Solyc03g006140.3.1
OG0006596	Av_00022099-RA	Solyc10g081910.2.1, Solyc01g007130.3.1
OG0006598	Av_00003660-RA, Av_00008727-RA, Av_00022094-RA	Solyc02g078810.3.1, Solyc10g009160.3.1
OG0006599	Av_00007043-RA, Av_00011916-RA	Solyc11g007830.2.1, Solyc03g111160.3.1
OG0006600	Av_00018360-RA, Av_00005148-RA	Solyc02g069230.3.1
OG0006601	Av_00011913-RA	Solyc11g007700.2.1
OG0006602	Av_00003794-RA	Solyc01g007160.3.1, Solyc01g110330.2.1
OG0006604	Av_00022454-RA	Solyc11g073160.2.1
OG0006605	Av_00006173-RA	Solyc11g017190.2.1
OG0006606	Av_00008121-RA	Solyc12g099800.2.1
OG0006607	Av_00022175-RA, Av_00022227-RA	Solyc10g083330.1.1, Solyc09g009840.1.1
OG0006608	Av_00018517-RA, Av_00006226-RA, Av_00012774-RA	Solyc06g005020.2.1, Solyc11g072450.2.1, Solyc06g005010.1.1
OG0006609	Av_00013594-RA	Solyc07g042980.3.1, Solyc07g042970.3.1
OG0006610	Av_00012689-RA, Av_00004745-RA, Av_00016937-RA	Solyc12g011110.1.1, Solyc12g011120.2.1, Solyc07g056140.3.1
OG0006611	Av_00022807-RA	Solyc06g050170.3.1
OG0006612	Av_00019927-RA	Solyc02g086100.3.1
OG0006613	Av_00002788-RA	Solyc10g081220.2.1
OG0006614	Av_00008426-RA, Av_00006149-RA	Solyc09g015360.3.1
OG0006615	Av_00014092-RA	Solyc10g081440.2.1
OG0006616	Av_00003125-RA, Av_00000931-RA	Solyc12g042370.2.1
OG0006617	Av_00019268-RA	Solyc03g097450.3.1
OG0006618	Av_00006098-RA	Solyc08g080730.3.1
OG0006620	Av_00021219-RA	Solyc01g097820.3.1
OG0006621	Av_00007369-RA	Solyc01g091350.3.1
OG0006622	Av_00000557-RA	Solyc12g099290.2.1
OG0006623	Av_00011695-RA	Solyc03g033480.3.1, Solyc03g033470.3.1
OG0006624	Av_00000010-RA, Av_00022272-RA	Solyc11g018590.1.1, Solyc06g065370.3.1
OG0006626	Av_00009203-RA, Av_00014792-RA	Solyc03g007270.3.1
OG0006627	Av_00008979-RA, Av_00021930-RA	Solyc03g007560.2.1, Solyc03g007850.1.1, Solyc12g056080.2.1
OG0006628	Av_00017023-RA	Solyc09g089640.2.1
OG0006629	Av_00015025-RA	Solyc04g016130.3.1, Solyc04g016160.3.1, Solyc04g016150.2.1, Solyc10g080020.2.1
OG0006630	Av_00018420-RA	Solyc01g080360.3.1
OG0006631	Av_00017397-RA, Av_00014619-RA	Solyc06g065040.3.1
OG0006632	Av_00021455-RA, Av_00000879-RA	Solyc05g023760.3.1
OG0006633	Av_00014248-RA	Solyc07g047800.3.1
OG0006634	Av_00012492-RA, Av_00016373-RA	Solyc04g017770.1.1, Solyc07g032640.2.1
OG0006635	Av_00023335-RA	Solyc09g014890.3.1
OG0006636	Av_00003285-RA, Av_00013975-RA, Av_00014622-RA	Solyc11g027870.2.1
OG0006637	Av_00013386-RA, Av_00015904-RA	Solyc12g056530.2.1, Solyc04g071340.4.1
OG0006638	Av_00009224-RA	Solyc03g080010.3.1
OG0006640	Av_00015046-RA	Solyc06g073033.1.1
OG0006641	Av_00006286-RA	Solyc12g008770.2.1
OG0006643	Av_00002092-RA, Av_00009413-RA	Solyc04g054310.3.1
OG0006644	Av_00006469-RA	Solyc09g065270.3.1
OG0006645	Av_00013535-RA	Solyc06g053340.3.1
OG0006646	Av_00006593-RA	Solyc04g050470.3.1
OG0006647	Av_00009879-RA, Av_00018837-RA, Av_00011087-RA, Av_00000970-RA	Solyc01g110340.3.1
OG0006648	Av_00010886-RA	Solyc05g048770.3.1
OG0006649	Av_00009608-RA, Av_00002187-RA	Solyc09g075360.3.1
OG0006650	Av_00017419-RA	Solyc01g095410.3.1
OG0006651	Av_00017757-RA	Solyc08g082170.3.1
OG0006652	Av_00011463-RA	Solyc11g013300.2.1, Solyc01g104290.2.1
OG0006654	Av_00000573-RA	Solyc09g090640.3.1
OG0006655	Av_00000878-RA, Av_00022483-RA	Solyc03g118260.2.1, Solyc12g042170.2.1, Solyc05g023750.3.1
OG0006656	Av_00014870-RA	Solyc04g009810.3.1
OG0006657	Av_00001875-RA, Av_00024393-RA	Solyc02g085420.3.1
OG0006658	Av_00005537-RA, Av_00006054-RA	Solyc06g060780.4.1
OG0006659	Av_00016372-RA	Solyc02g090090.3.1
OG0006661	Av_00004269-RA	Solyc01g106440.3.1
OG0006662	Av_00018927-RA	Solyc09g090870.3.1
OG0006664	Av_00017817-RA, Av_00006721-RA, Av_00024354-RA, Av_00006720-RA, Av_00024353-RA	Solyc01g066770.3.1, Solyc12g099510.2.1, Solyc05g054295.1.1
OG0006665	Av_00003455-RA, Av_00004837-RA	Solyc01g068130.3.1
OG0006666	Av_00022934-RA	Solyc02g090135.1.1
OG0006667	Av_00019666-RA	Solyc11g017230.2.1
OG0006669	Av_00007308-RA	Solyc01g106790.3.1
OG0006670	Av_00003373-RA	Solyc12g041880.2.1
OG0006672	Av_00014657-RA	Solyc01g094880.3.1
OG0006673	Av_00021984-RA	Solyc06g083640.3.1
OG0006676	Av_00001431-RA	Solyc08g075850.3.1
OG0006677	Av_00013708-RA, Av_00000382-RA	Solyc11g010500.1.1, Solyc05g051400.3.1
OG0006678	Av_00001001-RA, Av_00018198-RA	Solyc07g006160.3.1
OG0006679	Av_00006852-RA, Av_00007930-RA	Solyc04g076960.3.1
OG0006680	Av_00004424-RA	Solyc01g109300.3.1
OG0006682	Av_00021859-RA, Av_00011642-RA	Solyc05g008260.3.1
OG0006683	Av_00006955-RA, Av_00011801-RA	Solyc05g055905.1.1, Solyc04g050190.3.1
OG0006684	Av_00016236-RA	Solyc04g010080.3.1
OG0006686	Av_00018563-RA, Av_00005514-RA, Av_00006086-RA	Solyc05g047690.3.1
OG0006687	Av_00011499-RA, Av_00000093-RA, Av_00003142-RA, Av_00014025-RA, Av_00023219-RA, Av_00010978-RA	Solyc06g063370.3.1
OG0006688	Av_00000341-RA	Solyc01g104230.3.1
OG0006689	Av_00000445-RA, Av_00015313-RA, Av_00017915-RA, Av_00016348-RA, Av_00012505-RA	Solyc02g092420.3.1
OG0006690	Av_00019444-RA, Av_00021622-RA, Av_00009028-RA	Solyc12g094380.2.1, Solyc06g062280.3.1
OG0006691	Av_00020992-RA, Av_00022563-RA	Solyc01g007940.3.1, Solyc05g013380.3.1
OG0006692	Av_00002277-RA	Solyc06g009530.3.1
OG0006693	Av_00011183-RA	Solyc03g111660.3.1
OG0006694	Av_00005024-RA	Solyc11g070020.2.1
OG0006695	Av_00005146-RA	Solyc04g015330.3.1
OG0006697	Av_00015080-RA, Av_00001277-RA	Solyc03g078120.3.1, Solyc11g005920.2.1
OG0006698	Av_00015141-RA	Solyc02g036460.3.1, Solyc02g081440.3.1, Solyc02g081430.3.1
OG0006701	Av_00021848-RA, Av_00011637-RA	Solyc02g092740.1.1, Solyc02g092730.3.1
OG0006702	Av_00001574-RA	Solyc06g034100.3.1
OG0006703	Av_00005267-RA	Solyc05g007910.3.1
OG0006704	Av_00017679-RA, Av_00001741-RA	Solyc06g071140.3.1
OG0006706	Av_00003915-RA, Av_00004978-RA	Solyc02g085880.2.1, Solyc02g094860.2.1
OG0006707	Av_00016998-RA, Av_00003305-RA	Solyc05g009880.3.1, Solyc04g006990.3.1
OG0006709	Av_00000107-RA, Av_00011515-RA, Av_00008355-RA, Av_00020392-RA	Solyc01g088630.2.1
OG0006710	Av_00011268-RA	Solyc03g113090.3.1, Solyc06g070970.3.1
OG0006713	Av_00008349-RA, Av_00017970-RA, Av_00008346-RA, Av_00008348-RA	Solyc01g089870.3.1
OG0006714	Av_00003508-RA	Solyc08g036600.2.1
OG0006715	Av_00014723-RA	Solyc12g035360.2.1
OG0006716	Av_00010186-RA	Solyc05g042120.3.1
OG0006717	Av_00005567-RA	Solyc05g051280.3.1, Solyc11g011120.2.1, Solyc07g039317.1.1
OG0006718	Av_00009102-RA, Av_00021873-RA, Av_00018620-RA	Solyc02g089310.1.1
OG0006719	Av_00022296-RA	Solyc06g069210.3.1
OG0006720	Av_00012444-RA	Solyc12g038590.2.1, Solyc12g038600.2.1
OG0006721	Av_00013056-RA	Solyc03g097000.3.1
OG0006723	Av_00006443-RA, Av_00007519-RA	Solyc05g006520.3.1, Solyc04g005080.3.1
OG0006724	Av_00004991-RA, Av_00003896-RA	Solyc03g046340.3.1
OG0006725	Av_00009155-RA	Solyc03g093430.3.1
OG0006726	Av_00024882-RA, Av_00000508-RA	Solyc03g114760.3.1
OG0006727	Av_00007583-RA, Av_00005233-RA	Solyc05g012130.3.1
OG0006728	Av_00017716-RA, Av_00022309-RA	Solyc02g093990.3.1, Solyc03g005050.3.1
OG0006729	Av_00005779-RA	Solyc03g070440.3.1, Solyc02g089130.3.1
OG0006730	Av_00005231-RA	Solyc05g011930.3.1, Solyc05g011960.3.1, Solyc05g011950.2.1
OG0006731	Av_00004963-RA, Av_00003933-RA	Solyc02g063330.3.1, Solyc02g091470.3.1
OG0006734	Av_00006343-RA, Av_00007778-RA	Solyc05g008380.3.1
OG0006735	Av_00022247-RA	Solyc04g009370.3.1
OG0006736	Av_00009233-RA	Solyc03g097070.3.1
OG0006738	Av_00017602-RA	Solyc03g097250.3.1
OG0006739	Av_00012024-RA	Solyc03g114460.3.1, Solyc12g038400.2.1
OG0006740	Av_00019590-RA, Av_00021419-RA	Solyc08g007000.3.1, Solyc08g077150.3.1
OG0006742	Av_00022816-RA, Av_00024569-RA, Av_00021355-RA	Solyc01g081060.3.1, Solyc08g076080.3.1
OG0006743	Av_00000862-RA, Av_00018383-RA, Av_00005174-RA	Solyc02g021620.3.1, Solyc02g070290.3.1
OG0006745	Av_00000112-RA	Solyc01g081050.4.1
OG0006746	Av_00009284-RA, Av_00012401-RA	Solyc03g114310.3.1
OG0006747	Av_00007070-RA, Av_00003551-RA, Av_00008246-RA	Solyc04g050040.3.1
OG0006748	Av_00005767-RA, Av_00012203-RA	Solyc02g086130.3.1
OG0006749	Av_00001690-RA	Solyc03g111740.3.1, Solyc03g111750.2.1
OG0006750	Av_00012818-RA	Solyc01g100250.3.1
OG0006751	Av_00003914-RA, Av_00004979-RA, Av_00005756-RA, Av_00012209-RA	Solyc05g009280.3.1
OG0006752	Av_00007102-RA	Solyc03g093830.3.1
OG0006754	Av_00011248-RA, Av_00000532-RA, Av_00001774-RA	Solyc06g069680.1.1, Solyc03g115690.1.1
OG0006755	Av_00001234-RA	Solyc02g081460.3.1
OG0006756	Av_00003578-RA, Av_00013616-RA, Av_00007084-RA	Solyc02g087230.3.1
OG0006757	Av_00009560-RA, Av_00022629-RA, Av_00017585-RA, Av_00015399-RA, Av_00004076-RA, Av_00004075-RA	Solyc03g019760.3.1
OG0006758	Av_00023455-RA	Solyc02g094260.1.1
OG0006759	Av_00015509-RA	Solyc01g010835.1.1, Solyc01g010830.3.1
OG0006760	Av_00005289-RA, Av_00024409-RA, Av_00006435-RA	Solyc05g006790.2.1, Solyc05g006780.3.1
OG0006761	Av_00009112-RA	Solyc02g091330.3.1
OG0006762	Av_00017694-RA, Av_00001720-RA	Solyc06g071430.3.1
OG0006763	Av_00007868-RA	Solyc06g072510.3.1, Solyc06g072500.2.1
OG0006764	Av_00007647-RA, Av_00006334-RA	Solyc04g007880.3.1
OG0006766	Av_00024086-RA, Av_00022691-RA	Solyc05g054140.3.1
OG0006767	Av_00009130-RA, Av_00015611-RA	Solyc03g046350.3.1, Solyc02g089600.3.1
OG0006770	Av_00015514-RA, Av_00016965-RA, Av_00018083-RA, Av_00024375-RA	Solyc05g007890.3.1
OG0006771	Av_00002565-RA	Solyc01g005160.3.1, Solyc04g008100.2.1
OG0006772	Av_00006424-RA, Av_00007530-RA	Solyc05g007080.3.1
OG0006773	Av_00007542-RA	Solyc05g007500.3.1
OG0006774	Av_00001721-RA, Av_00017693-RA	Solyc06g071420.3.1, Solyc03g114280.3.1
OG0006775	Av_00010532-RA	Solyc06g071030.3.1
OG0006776	Av_00005770-RA, Av_00012201-RA	Solyc02g086330.3.1
OG0006777	Av_00009502-RA, Av_00018888-RA, Av_00009959-RA, Av_00017096-RA, Av_00019986-RA	Solyc03g096880.3.1, Solyc06g072820.3.1
OG0006779	Av_00010449-RA	Solyc08g081530.3.1
OG0006780	Av_00019514-RA	Solyc03g123780.3.1
OG0006782	Av_00000943-RA, Av_00004316-RA, Av_00012983-RA, Av_00007234-RA	Solyc07g040960.1.1, Solyc12g009000.1.1
OG0006783	Av_00018064-RA	Solyc08g045640.3.1
OG0006795	Av_00008635-RA, Av_00011444-RA, Av_00015221-RA, Av_00010883-RA	Solyc01g094320.3.1, Solyc08g007940.3.1, Solyc01g094315.1.1, Solyc05g049870.3.1
OG0006797	Av_00012017-RA	Solyc06g030510.3.1
OG0006834	Av_00016122-RA, Av_00016087-RA	Solyc01g096700.3.1
OG0006835	Av_00012086-RA	Solyc09g091400.3.1
OG0006837	Av_00024088-RA	Solyc08g005110.1.1
