Orthogroup	L_sativa.proteins	G_max.proteins
OG0003034	Lsat_1_v5_gn_5_43301.3, Lsat_1_v5_gn_5_43301.1, Lsat_1_v5_gn_6_60141.1, Lsat_1_v5_gn_6_60141.2, Lsat_1_v5_gn_4_110741.3, Lsat_1_v5_gn_4_110741.1	GmISU01.06G184800.2.p, GmISU01.06G184800.3.p, GmISU01.06G184800.1.p, GmISU01.04G132100.2.p, GmISU01.04G132100.1.p, GmISU01.05G017500.1.p, GmISU01.05G017500.3.p, GmISU01.05G017500.2.p, GmISU01.17G073600.4.p, GmISU01.17G073600.2.p, GmISU01.17G073600.1.p
OG0003035	Lsat_1_v5_gn_4_161060.1	GmISU01.06G087900.3.p, GmISU01.06G087900.4.p, GmISU01.06G087900.1.p, GmISU01.06G087900.5.p, GmISU01.06G087900.7.p, GmISU01.06G087900.6.p, GmISU01.04G086300.1.p
OG0003036	Lsat_1_v5_gn_3_32040.1, Lsat_1_v5_gn_3_32040.3	GmISU01.18G224700.4.p, GmISU01.18G224700.3.p, GmISU01.08G237200.1.p, GmISU01.18G224700.1.p, GmISU01.18G224700.2.p, GmISU01.08G237200.2.p
OG0003037	Lsat_1_v5_gn_2_91901.1, Lsat_1_v5_gn_4_182620.1, Lsat_1_v5_gn_4_182620.2, Lsat_1_v5_gn_0_32880.1, Lsat_1_v5_gn_0_32880.2	GmISU01.05G006300.4.p, GmISU01.05G006300.6.p, GmISU01.05G006300.2.p, GmISU01.05G006300.5.p, GmISU01.19G006700.2.p, GmISU01.19G006700.1.p, GmISU01.19G006700.10.p
OG0003038	Lsat_1_v5_gn_4_157700.1, Lsat_1_v5_gn_4_157700.2	GmISU01.11G197000.2.p, GmISU01.11G197000.3.p, GmISU01.11G197000.1.p, GmISU01.11G197000.7.p, GmISU01.11G197000.11.p, GmISU01.11G197000.8.p, GmISU01.11G197000.10.p, GmISU01.11G197000.9.p, GmISU01.11G197000.6.p, GmISU01.11G197000.5.p, GmISU01.11G197000.4.p, GmISU01.18G037300.1.p, GmISU01.18G037300.2.p
OG0003039	Lsat_1_v5_gn_2_127081.1, Lsat_1_v5_gn_8_14040.1, Lsat_1_v5_gn_9_50600.1	GmISU01.12G012400.2.p, GmISU01.12G012400.1.p, GmISU01.09G181900.1.p, GmISU01.09G181900.2.p, GmISU01.09G181900.3.p, GmISU01.07G196800.1.p
OG0003041	Lsat_1_v5_gn_3_29581.1, Lsat_1_v5_gn_4_2941.1	GmISU01.08G093900.2.p, GmISU01.05G120200.2.p, GmISU01.05G120200.1.p, GmISU01.08G093900.1.p, GmISU01.11G226200.1.p, GmISU01.18G008000.1.p
OG0003042	Lsat_1_v5_gn_3_117001.1, Lsat_1_v5_gn_2_36200.1	GmISU01.18G088200.4.p, GmISU01.18G088200.1.p, GmISU01.18G088200.5.p, GmISU01.18G088200.3.p, GmISU01.18G088200.2.p, GmISU01.13G049000.1.p, GmISU01.20G032800.1.p, GmISU01.14G036000.1.p
OG0003043	Lsat_1_v5_gn_1_109500.1, Lsat_1_v5_gn_4_46060.1	GmISU01.12G201300.1.p, GmISU01.13G171600.1.p, GmISU01.15G225700.1.p, GmISU01.08G142200.1.p
OG0003046	Lsat_1_v5_gn_7_36881.2, Lsat_1_v5_gn_7_36881.3, Lsat_1_v5_gn_7_36881.1, Lsat_1_v5_gn_5_142820.2, Lsat_1_v5_gn_5_142820.1	GmISU01.15G154700.1.p, GmISU01.09G058100.1.p, GmISU01.17G049800.1.p, GmISU01.13G077300.1.p, GmISU01.13G077200.1.p, GmISU01.17G049900.1.p
OG0003066	Lsat_1_v5_gn_2_99221.1	GmISU01.13G192200.1.p, GmISU01.13G192500.1.p, GmISU01.13G192000.1.p
OG0003067	Lsat_1_v5_gn_5_60361.3, Lsat_1_v5_gn_5_60361.1	GmISU01.07G110400.1.p, GmISU01.07G110400.3.p, GmISU01.07G110400.2.p, GmISU01.10G084400.1.p, GmISU01.01G005800.1.p
OG0003068	Lsat_1_v5_gn_8_24520.3, Lsat_1_v5_gn_8_24520.1, Lsat_1_v5_gn_6_39480.1	GmISU01.08G133400.1.p, GmISU01.05G157000.1.p, GmISU01.08G133400.3.p, GmISU01.05G157000.6.p, GmISU01.05G157000.7.p, GmISU01.05G157000.4.p, GmISU01.05G157000.5.p
OG0003069	Lsat_1_v5_gn_3_33580.1, Lsat_1_v5_gn_3_33580.3	GmISU01.11G094100.1.p, GmISU01.11G094100.2.p
OG0003070	Lsat_1_v5_gn_1_101701.2, Lsat_1_v5_gn_1_101701.1, Lsat_1_v5_gn_4_32040.1	GmISU01.12G009800.1.p, GmISU01.09G184500.4.p, GmISU01.09G184500.1.p, GmISU01.09G184500.2.p, GmISU01.09G184500.3.p
OG0003071	Lsat_1_v5_gn_8_22421.1, Lsat_1_v5_gn_8_22461.3, Lsat_1_v5_gn_8_22461.1, Lsat_1_v5_gn_2_107320.1, Lsat_1_v5_gn_2_107320.7, Lsat_1_v5_gn_2_107340.1, Lsat_1_v5_gn_2_107340.3, Lsat_1_v5_gn_2_107320.9, Lsat_1_v5_gn_2_107320.8	GmISU01.02G072900.1.p, GmISU01.02G073100.1.p
OG0003072	Lsat_1_v5_gn_2_39781.1, Lsat_1_v5_gn_2_39740.1, Lsat_1_v5_gn_2_39940.1	GmISU01.06G229000.1.p, GmISU01.12G112600.1.p, GmISU01.06G229000.2.p
OG0003072	Lsat_1_v5_gn_5_182601.1	GmISU01.19G131900.2.p, GmISU01.19G131900.1.p
OG0003073	Lsat_1_v5_gn_6_47800.1, Lsat_1_v5_gn_6_47800.2	GmISU01.13G299000.1.p, GmISU01.15G032600.1.p, GmISU01.11G122100.1.p, GmISU01.12G052700.1.p
OG0003073	Lsat_1_v5_gn_1_106980.1, Lsat_1_v5_gn_4_31661.1	GmISU01.13G170600.1.p, GmISU01.12G200500.1.p, GmISU01.13G030200.1.p, GmISU01.19G032600.1.p
OG0003074	Lsat_1_v5_gn_3_114241.1, Lsat_1_v5_gn_5_79500.2, Lsat_1_v5_gn_5_79500.1	GmISU01.17G194500.1.p, GmISU01.14G093900.1.p
OG0003075	Lsat_1_v5_gn_5_83361.1, Lsat_1_v5_gn_8_71541.3, Lsat_1_v5_gn_8_71541.1	GmISU01.17G056000.1.p, GmISU01.17G056100.1.p
OG0003076	Lsat_1_v5_gn_9_83640.1, Lsat_1_v5_gn_9_83640.2, Lsat_1_v5_gn_9_83660.1, Lsat_1_v5_gn_9_84301.1, Lsat_1_v5_gn_9_83600.1	GmISU01.03G185700.1.p, GmISU01.19G187000.1.p, GmISU01.10G112000.1.p, GmISU01.20G062000.1.p
OG0003077	Lsat_1_v5_gn_4_110821.1, Lsat_1_v5_gn_4_110821.3, Lsat_1_v5_gn_4_110981.1, Lsat_1_v5_gn_4_110981.3	GmISU01.08G138500.1.p
OG0003078	Lsat_1_v5_gn_4_119280.1, Lsat_1_v5_gn_4_119280.2	GmISU01.04G030300.2.p, GmISU01.04G030300.3.p, GmISU01.04G030300.1.p, GmISU01.06G029200.2.p, GmISU01.06G029200.3.p, GmISU01.06G029200.1.p
OG0003079	Lsat_1_v5_gn_5_77001.1	GmISU01.04G103450.1.p, GmISU01.13G177400.1.p, GmISU01.15G095400.1.p
OG0003080	Lsat_1_v5_gn_6_28040.1	GmISU01.10G056400.1.p, GmISU01.10G056400.6.p, GmISU01.10G056400.4.p, GmISU01.10G056400.5.p, GmISU01.10G056400.3.p, GmISU01.13G118800.2.p, GmISU01.13G118800.1.p
OG0003081	Lsat_1_v5_gn_1_57321.1, Lsat_1_v5_gn_6_35261.1	GmISU01.10G068100.1.p
OG0003083	Lsat_1_v5_gn_6_70580.1	GmISU01.13G091800.1.p
OG0003084	Lsat_1_v5_gn_9_37500.1, Lsat_1_v5_gn_9_37520.1	GmISU01.02G065900.1.p, GmISU01.02G065900.9.p, GmISU01.02G065900.2.p, GmISU01.02G065900.10.p, GmISU01.02G065900.5.p, GmISU01.02G065900.6.p, GmISU01.02G065900.4.p, GmISU01.16G126900.4.p, GmISU01.16G126900.2.p, GmISU01.16G126900.1.p, GmISU01.16G126900.3.p, GmISU01.16G126900.8.p
OG0003085	Lsat_1_v5_gn_3_47300.2, Lsat_1_v5_gn_3_47300.1	GmISU01.02G107500.2.p, GmISU01.02G107500.1.p, GmISU01.02G107500.3.p, GmISU01.01G054400.5.p, GmISU01.01G054400.4.p, GmISU01.01G054400.2.p, GmISU01.01G054400.3.p, GmISU01.01G054400.1.p
OG0003086	Lsat_1_v5_gn_6_68860.2, Lsat_1_v5_gn_6_68860.1, Lsat_1_v5_gn_6_68860.3, Lsat_1_v5_gn_9_70200.1, Lsat_1_v5_gn_9_70200.3	GmISU01.06G098100.1.p, GmISU01.06G098100.2.p, GmISU01.04G210600.2.p, GmISU01.04G210600.3.p, GmISU01.04G210600.1.p
OG0003087	Lsat_1_v5_gn_2_96621.1, Lsat_1_v5_gn_2_96621.3, Lsat_1_v5_gn_6_42741.1, Lsat_1_v5_gn_6_42741.2, Lsat_1_v5_gn_6_42741.3	GmISU01.13G280200.3.p, GmISU01.13G280200.2.p, GmISU01.12G148700.1.p, GmISU01.13G280200.6.p, GmISU01.13G280200.4.p
OG0003088	Lsat_1_v5_gn_6_60361.1, Lsat_1_v5_gn_1_72761.1	GmISU01.10G161500.2.p, GmISU01.10G161500.1.p, GmISU01.20G154000.2.p, GmISU01.20G154000.3.p, GmISU01.20G154000.1.p, GmISU01.15G113900.2.p, GmISU01.09G016400.2.p, GmISU01.09G016400.3.p, GmISU01.09G016400.1.p
OG0003089	Lsat_1_v5_gn_4_4281.2, Lsat_1_v5_gn_4_4281.1	GmISU01.01G024800.1.p, GmISU01.02G034900.1.p, GmISU01.18G113500.1.p, GmISU01.08G253700.1.p
OG0003089	Lsat_1_v5_gn_4_183900.1, Lsat_1_v5_gn_2_91461.1, Lsat_1_v5_gn_2_91461.2, Lsat_1_v5_gn_0_39801.1	GmISU01.19G005200.1.p, GmISU01.05G004600.1.p
OG0003090	Lsat_1_v5_gn_5_76821.2, Lsat_1_v5_gn_5_76821.1, Lsat_1_v5_gn_5_76821.3	GmISU01.17G014600.2.p, GmISU01.07G219700.1.p, GmISU01.17G014600.4.p, GmISU01.17G014600.3.p
OG0003091	Lsat_1_v5_gn_5_51481.5, Lsat_1_v5_gn_5_51481.3, Lsat_1_v5_gn_5_51481.1	GmISU01.07G216100.5.p, GmISU01.07G216100.4.p, GmISU01.07G216100.3.p, GmISU01.07G216100.1.p, GmISU01.07G216100.6.p, GmISU01.07G216100.2.p, GmISU01.17G018100.1.p
OG0003093	Lsat_1_v5_gn_6_19060.3, Lsat_1_v5_gn_6_19060.1	GmISU01.15G132300.1.p, GmISU01.09G036300.3.p, GmISU01.09G036300.2.p, GmISU01.09G036300.1.p
OG0003093	Lsat_1_v5_gn_9_2920.1, Lsat_1_v5_gn_9_2920.3	GmISU01.19G178700.4.p, GmISU01.19G178700.3.p, GmISU01.03G177400.1.p, GmISU01.10G012900.1.p, GmISU01.02G012100.1.p
OG0003094	Lsat_1_v5_gn_8_90041.1	GmISU01.19G093900.2.p, GmISU01.19G093900.4.p, GmISU01.19G093900.3.p, GmISU01.16G061350.1.p, GmISU01.19G093900.1.p
OG0003095	Lsat_1_v5_gn_3_36701.1, Lsat_1_v5_gn_1_74581.2, Lsat_1_v5_gn_1_74581.1	GmISU01.06G244500.1.p, GmISU01.06G244500.2.p, GmISU01.06G244500.3.p, GmISU01.06G244300.2.p, GmISU01.06G244300.1.p, GmISU01.06G273100.1.p, GmISU01.06G273100.2.p, GmISU01.04G100800.1.p, GmISU01.02G052500.1.p, GmISU01.06G273000.1.p, GmISU01.06G244400.1.p, GmISU01.06G273000.2.p
OG0003096	Lsat_1_v5_gn_5_174761.1, Lsat_1_v5_gn_8_108600.1	GmISU01.02G198400.1.p, GmISU01.14G168200.1.p, GmISU01.14G168050.1.p, GmISU01.11G170400.1.p, GmISU01.18G050200.1.p
OG0003097	Lsat_1_v5_gn_4_146300.1, Lsat_1_v5_gn_4_146300.2, Lsat_1_v5_gn_4_146300.3, Lsat_1_v5_gn_2_38240.3, Lsat_1_v5_gn_2_38240.1	GmISU01.14G032000.2.p, GmISU01.14G032000.1.p, GmISU01.02G241200.2.p, GmISU01.02G241200.1.p, GmISU01.02G241200.3.p, GmISU01.08G270450.1.p
OG0003098	Lsat_1_v5_gn_5_183400.3, Lsat_1_v5_gn_5_183400.1, Lsat_1_v5_gn_5_183400.2, Lsat_1_v5_gn_5_183361.1, Lsat_1_v5_gn_5_183361.2, Lsat_1_v5_gn_8_93000.3, Lsat_1_v5_gn_8_93000.2, Lsat_1_v5_gn_8_93000.4	GmISU01.19G130000.2.p, GmISU01.19G130000.1.p, GmISU01.19G130000.3.p, GmISU01.19G130000.4.p, GmISU01.03G126000.2.p, GmISU01.13G095300.3.p, GmISU01.13G095300.1.p
OG0003099	Lsat_1_v5_gn_3_24681.1, Lsat_1_v5_gn_5_62580.1, Lsat_1_v5_gn_5_62580.3	GmISU01.07G209600.9.p, GmISU01.07G209600.12.p, GmISU01.07G209600.10.p, GmISU01.07G209600.11.p, GmISU01.07G209600.8.p, GmISU01.07G209600.6.p, GmISU01.07G209600.7.p, GmISU01.07G209600.2.p, GmISU01.07G209600.1.p, GmISU01.17G024100.1.p, GmISU01.15G136300.1.p, GmISU01.09G041900.1.p, GmISU01.09G041900.2.p
OG0003100	Lsat_1_v5_gn_7_61900.1	GmISU01.02G141200.2.p, GmISU01.02G141200.3.p, GmISU01.03G092300.2.p, GmISU01.03G092300.1.p, GmISU01.03G092300.3.p, GmISU01.19G096600.1.p
OG0003101	Lsat_1_v5_gn_5_179681.1, Lsat_1_v5_gn_5_179681.2, Lsat_1_v5_gn_9_12700.3, Lsat_1_v5_gn_9_12700.1	GmISU01.18G116850.2.p, GmISU01.18G116850.1.p, GmISU01.03G063700.1.p, GmISU01.03G063700.2.p
OG0003102	Lsat_1_v5_gn_5_176300.3, Lsat_1_v5_gn_5_176300.1	GmISU01.16G089300.1.p, GmISU01.16G089300.2.p
OG0003103	Lsat_1_v5_gn_2_67861.1	GmISU01.19G203300.1.p, GmISU01.19G203300.2.p, GmISU01.03G202200.1.p, GmISU01.20G187400.8.p, GmISU01.20G187400.9.p, GmISU01.20G187400.1.p, GmISU01.20G187400.6.p, GmISU01.20G187400.7.p, GmISU01.20G187400.5.p, GmISU01.20G187400.2.p, GmISU01.20G187400.3.p, GmISU01.20G187400.4.p
OG0003104	Lsat_1_v5_gn_9_17041.1, Lsat_1_v5_gn_8_15201.3, Lsat_1_v5_gn_9_17041.3, Lsat_1_v5_gn_5_176380.3, Lsat_1_v5_gn_5_176380.1	GmISU01.07G054000.1.p, GmISU01.16G024700.1.p
OG0003105	Lsat_1_v5_gn_9_3020.1, Lsat_1_v5_gn_9_3020.2, Lsat_1_v5_gn_8_165980.2, Lsat_1_v5_gn_8_165980.1	GmISU01.03G177300.1.p, GmISU01.03G177300.2.p, GmISU01.19G178600.1.p, GmISU01.19G178600.2.p, GmISU01.10G013000.1.p, GmISU01.02G012200.1.p
OG0003106	Lsat_1_v5_gn_9_123081.1	GmISU01.10G122200.1.p, GmISU01.20G193500.1.p
OG0003106	Lsat_1_v5_gn_6_16641.1, Lsat_1_v5_gn_6_16641.3	GmISU01.09G043600.2.p, GmISU01.09G043600.1.p, GmISU01.15G140700.1.p, GmISU01.07G211600.1.p, GmISU01.17G022200.1.p
OG0003107	Lsat_1_v5_gn_5_182181.1, Lsat_1_v5_gn_5_182181.3	GmISU01.03G125000.1.p, GmISU01.03G125000.4.p, GmISU01.03G125000.2.p, GmISU01.19G129000.1.p, GmISU01.10G032500.1.p
OG0003108	Lsat_1_v5_gn_3_28860.1, Lsat_1_v5_gn_3_28860.2, Lsat_1_v5_gn_4_4460.1	GmISU01.01G024600.1.p, GmISU01.02G035100.2.p, GmISU01.02G035100.1.p
OG0003108	Lsat_1_v5_gn_5_14101.1, Lsat_1_v5_gn_5_14101.3	GmISU01.17G078600.1.p, GmISU01.05G037100.1.p
OG0003109	Lsat_1_v5_gn_5_99881.1, Lsat_1_v5_gn_8_161421.2, Lsat_1_v5_gn_8_161421.1	GmISU01.03G058700.1.p, GmISU01.01G085100.4.p, GmISU01.01G085100.1.p, GmISU01.03G058600.1.p
OG0003110	Lsat_1_v5_gn_7_89281.1, Lsat_1_v5_gn_7_89281.4, Lsat_1_v5_gn_5_118520.1, Lsat_1_v5_gn_5_118520.2	GmISU01.06G011100.3.p, GmISU01.06G011100.2.p, GmISU01.06G011100.1.p, GmISU01.06G011100.4.p, GmISU01.04G012200.2.p, GmISU01.04G012200.3.p, GmISU01.04G012200.4.p, GmISU01.04G012200.1.p
OG0003111	Lsat_1_v5_gn_4_137061.3, Lsat_1_v5_gn_4_137061.1	GmISU01.13G012700.2.p, GmISU01.13G012700.3.p, GmISU01.13G012700.4.p, GmISU01.13G012700.6.p, GmISU01.13G012700.9.p, GmISU01.13G012700.10.p, GmISU01.13G012700.7.p, GmISU01.13G012700.8.p, GmISU01.13G012700.5.p, GmISU01.14G124500.1.p, GmISU01.14G124500.3.p, GmISU01.14G124500.2.p, GmISU01.14G124500.4.p
OG0003112	Lsat_1_v5_gn_4_69980.1, Lsat_1_v5_gn_3_47280.1, Lsat_1_v5_gn_8_28081.1	GmISU01.11G089500.1.p, GmISU01.11G089500.3.p, GmISU01.12G021600.2.p, GmISU01.12G021600.3.p, GmISU01.12G021600.1.p
OG0003113	Lsat_1_v5_gn_1_98861.1	GmISU01.12G010000.1.p, GmISU01.09G184400.1.p
OG0003113	Lsat_1_v5_gn_1_2320.2, Lsat_1_v5_gn_1_2320.1	GmISU01.06G086600.1.p, GmISU01.04G085200.1.p, GmISU01.02G178600.1.p
OG0003114	Lsat_1_v5_gn_2_84581.1, Lsat_1_v5_gn_2_84581.3, Lsat_1_v5_gn_2_84641.3, Lsat_1_v5_gn_2_84641.1, Lsat_1_v5_gn_2_84581.4, Lsat_1_v5_gn_4_162321.1	GmISU01.17G150500.1.p, GmISU01.17G150500.3.p, GmISU01.05G082700.1.p, GmISU01.01G151800.1.p, GmISU01.01G151800.3.p, GmISU01.01G151800.2.p, GmISU01.11G046300.1.p
OG0003115	Lsat_1_v5_gn_9_115720.2, Lsat_1_v5_gn_9_115720.1, Lsat_1_v5_gn_9_115720.3, Lsat_1_v5_gn_7_82761.1	GmISU01.07G152700.3.p, GmISU01.07G152700.1.p, GmISU01.07G152700.2.p, GmISU01.08G061700.4.p, GmISU01.08G061700.1.p, GmISU01.13G221400.1.p
OG0003116	Lsat_1_v5_gn_8_141780.1, Lsat_1_v5_gn_8_141780.2	GmISU01.08G219800.10.p, GmISU01.08G219800.9.p, GmISU01.08G219800.12.p, GmISU01.08G219800.11.p, GmISU01.08G219800.3.p, GmISU01.08G219800.6.p, GmISU01.08G219800.2.p, GmISU01.08G219800.8.p, GmISU01.08G219800.5.p, GmISU01.08G219800.1.p, GmISU01.08G219800.4.p, GmISU01.08G219800.7.p
OG0003117	Lsat_1_v5_gn_4_50941.1, Lsat_1_v5_gn_4_50941.3	GmISU01.13G144100.3.p, GmISU01.13G144100.2.p, GmISU01.13G144100.1.p, GmISU01.13G144100.5.p, GmISU01.13G144100.4.p, GmISU01.07G172500.2.p, GmISU01.07G172500.3.p, GmISU01.07G172500.1.p
OG0003118	Lsat_1_v5_gn_6_104860.1, Lsat_1_v5_gn_6_104860.2, Lsat_1_v5_gn_9_74021.1, Lsat_1_v5_gn_9_74021.3	GmISU01.02G179400.2.p, GmISU01.02G179400.3.p, GmISU01.02G179400.1.p, GmISU01.14G148900.1.p, GmISU01.14G148900.5.p, GmISU01.14G148900.4.p, GmISU01.14G148900.6.p, GmISU01.14G148900.3.p, GmISU01.14G148900.2.p
OG0003119	Lsat_1_v5_gn_1_9720.1	GmISU01.14G131200.6.p, GmISU01.14G131200.8.p, GmISU01.14G131200.5.p, GmISU01.14G131200.7.p, GmISU01.14G131200.1.p, GmISU01.14G131200.4.p, GmISU01.13G018800.2.p, GmISU01.13G018800.6.p, GmISU01.13G018800.5.p, GmISU01.04G199200.6.p, GmISU01.20G011100.1.p, GmISU01.06G110600.4.p, GmISU01.06G110600.1.p, GmISU01.04G199200.4.p, GmISU01.04G199200.3.p, GmISU01.04G199200.2.p
OG0003120	Lsat_1_v5_gn_4_110620.3, Lsat_1_v5_gn_4_110620.1, Lsat_1_v5_gn_4_170881.1	GmISU01.13G036700.1.p, GmISU01.19G025300.1.p, GmISU01.04G110900.1.p, GmISU01.11G168900.1.p
OG0003121	Lsat_1_v5_gn_4_134040.3, Lsat_1_v5_gn_4_134040.1	GmISU01.04G209000.1.p, GmISU01.06G100000.2.p, GmISU01.06G100000.1.p, GmISU01.14G138400.1.p
OG0003122	Lsat_1_v5_gn_9_80761.1	GmISU01.16G128200.3.p, GmISU01.16G128200.1.p, GmISU01.16G128200.2.p
OG0003123	Lsat_1_v5_gn_5_61981.1, Lsat_1_v5_gn_5_61981.3, Lsat_1_v5_gn_5_61901.1	GmISU01.20G094200.2.p, GmISU01.20G094200.1.p, GmISU01.10G223400.1.p
OG0003124	Lsat_1_v5_gn_5_112600.3, Lsat_1_v5_gn_5_112600.1	GmISU01.07G180800.1.p, GmISU01.02G118100.1.p
OG0003124	Lsat_1_v5_gn_6_112000.1, Lsat_1_v5_gn_6_112000.3	GmISU01.14G077700.1.p, GmISU01.17G210400.2.p
OG0003125	Lsat_1_v5_gn_8_86420.1, Lsat_1_v5_gn_8_86420.4	GmISU01.09G062500.2.p, GmISU01.15G159300.1.p
OG0003125	Lsat_1_v5_gn_6_75460.1, Lsat_1_v5_gn_6_75460.2, Lsat_1_v5_gn_6_75460.3	GmISU01.09G171700.1.p, GmISU01.01G112500.1.p, GmISU01.09G171700.2.p
OG0003126	Lsat_1_v5_gn_3_36561.3, Lsat_1_v5_gn_3_36561.1	GmISU01.13G003200.6.p, GmISU01.13G003200.4.p, GmISU01.13G003200.3.p, GmISU01.13G003200.5.p, GmISU01.13G003200.2.p, GmISU01.13G003200.1.p, GmISU01.20G046200.1.p
OG0003127	Lsat_1_v5_gn_4_116021.1	GmISU01.06G023600.1.p, GmISU01.04G025600.1.p
OG0003127	Lsat_1_v5_gn_4_152881.1	GmISU01.11G068400.1.p, GmISU01.01G131000.2.p, GmISU01.01G131000.1.p, GmISU01.16G106700.1.p, GmISU01.16G106700.2.p, GmISU01.02G046300.1.p
OG0003128	Lsat_1_v5_gn_9_46540.1	GmISU01.06G008200.2.p
OG0003128	Lsat_1_v5_gn_5_120481.1	GmISU01.08G045100.1.p
OG0003129	Lsat_1_v5_gn_2_37681.2, Lsat_1_v5_gn_2_37681.1	GmISU01.04G167900.1.p, GmISU01.06G145400.1.p
OG0003130	Lsat_1_v5_gn_8_113441.1, Lsat_1_v5_gn_2_74100.2, Lsat_1_v5_gn_2_74100.1, Lsat_1_v5_gn_2_74080.1, Lsat_1_v5_gn_3_68860.3, Lsat_1_v5_gn_3_68860.1	GmISU01.01G120400.1.p, GmISU01.11G080100.1.p
OG0003131	Lsat_1_v5_gn_8_103640.1, Lsat_1_v5_gn_9_93401.2, Lsat_1_v5_gn_9_93401.3	GmISU01.19G184200.7.p, GmISU01.19G184200.5.p, GmISU01.03G183200.6.p, GmISU01.03G183200.2.p, GmISU01.03G183200.1.p, GmISU01.03G183200.5.p, GmISU01.03G183200.4.p
OG0003132	Lsat_1_v5_gn_8_120341.1	GmISU01.02G038800.1.p, GmISU01.16G098300.1.p, GmISU01.11G076700.1.p, GmISU01.11G076700.2.p
OG0003133	Lsat_1_v5_gn_5_40001.3, Lsat_1_v5_gn_5_40001.2, Lsat_1_v5_gn_5_40001.1	GmISU01.08G241400.3.p, GmISU01.08G241400.2.p, GmISU01.08G241400.1.p, GmISU01.08G241400.5.p, GmISU01.08G241400.4.p, GmISU01.08G241400.7.p, GmISU01.08G241400.6.p, GmISU01.16G084000.3.p, GmISU01.16G084000.1.p, GmISU01.16G084000.2.p
OG0003134	Lsat_1_v5_gn_9_110621.1	GmISU01.02G094000.1.p, GmISU01.07G183400.1.p
OG0003134	Lsat_1_v5_gn_3_90220.1, Lsat_1_v5_gn_4_164481.1	GmISU01.11G047900.1.p, GmISU01.01G150100.1.p, GmISU01.17G153800.1.p, GmISU01.05G076600.1.p
OG0003135	Lsat_1_v5_gn_3_44581.4, Lsat_1_v5_gn_3_44581.3, Lsat_1_v5_gn_3_44301.1, Lsat_1_v5_gn_3_44301.3, Lsat_1_v5_gn_3_44541.3, Lsat_1_v5_gn_3_44541.1, Lsat_1_v5_gn_3_44541.2, Lsat_1_v5_gn_3_44581.1	GmISU01.11G101500.2.p, GmISU01.12G033100.1.p, GmISU01.11G101500.1.p
OG0003136	Lsat_1_v5_gn_6_105361.3, Lsat_1_v5_gn_6_105361.1, Lsat_1_v5_gn_1_2600.1, Lsat_1_v5_gn_1_2061.1, Lsat_1_v5_gn_1_2081.1, Lsat_1_v5_gn_1_2081.3	GmISU01.02G177700.1.p, GmISU01.06G090800.1.p, GmISU01.04G088800.1.p
OG0003137	Lsat_1_v5_gn_3_91640.4, Lsat_1_v5_gn_3_91640.5, Lsat_1_v5_gn_4_168940.1	GmISU01.05G073500.1.p, GmISU01.17G159700.1.p, GmISU01.01G145300.1.p, GmISU01.11G052600.1.p
OG0003138	Lsat_1_v5_gn_4_146821.1, Lsat_1_v5_gn_4_146800.2, Lsat_1_v5_gn_4_146800.1, Lsat_1_v5_gn_4_146821.3	GmISU01.11G069800.4.p, GmISU01.01G129800.1.p, GmISU01.02G045300.2.p, GmISU01.02G045300.1.p, GmISU01.16G105800.1.p
OG0003139	Lsat_1_v5_gn_7_85120.3	GmISU01.11G001700.1.p, GmISU01.01G199900.1.p, GmISU01.11G001700.2.p
OG0003140	Lsat_1_v5_gn_2_67600.2, Lsat_1_v5_gn_2_67600.1	GmISU01.06G133200.5.p, GmISU01.06G133200.2.p, GmISU01.06G133200.1.p, GmISU01.06G133200.3.p, GmISU01.04G178950.2.p, GmISU01.04G178950.1.p, GmISU01.05G154400.2.p, GmISU01.08G131000.3.p, GmISU01.08G131000.2.p, GmISU01.08G131000.1.p, GmISU01.05G154400.5.p, GmISU01.05G154400.1.p, GmISU01.05G154400.4.p, GmISU01.04G178950.5.p, GmISU01.04G178950.4.p, GmISU01.04G178950.3.p
OG0003141	Lsat_1_v5_gn_0_42440.1	GmISU01.17G225850.5.p, GmISU01.17G225850.4.p, GmISU01.17G225850.3.p, GmISU01.17G225850.2.p, GmISU01.17G225850.1.p, GmISU01.17G225850.7.p, GmISU01.17G225850.6.p, GmISU01.17G225850.8.p
OG0003142	Lsat_1_v5_gn_9_45480.1, Lsat_1_v5_gn_8_25780.1, Lsat_1_v5_gn_2_3480.1, Lsat_1_v5_gn_2_3480.2	GmISU01.06G015200.1.p, GmISU01.04G016400.1.p
OG0003143	Lsat_1_v5_gn_3_90141.2, Lsat_1_v5_gn_3_90141.1, Lsat_1_v5_gn_4_164560.1	GmISU01.17G154200.1.p, GmISU01.05G076900.1.p, GmISU01.01G150000.3.p, GmISU01.01G150000.1.p, GmISU01.11G048000.1.p, GmISU01.17G154200.3.p
OG0003144	Lsat_1_v5_gn_4_142200.3, Lsat_1_v5_gn_4_142200.1	GmISU01.05G151150.1.p, GmISU01.08G127500.2.p, GmISU01.08G127500.1.p, GmISU01.18G016700.1.p, GmISU01.11G217600.1.p
OG0003144	Lsat_1_v5_gn_9_43881.2, Lsat_1_v5_gn_9_43881.1	GmISU01.14G142700.1.p, GmISU01.13G061500.1.p, GmISU01.04G093200.1.p, GmISU01.06G095500.2.p, GmISU01.06G095500.1.p
