Orthogroup	L_sativa.proteins	A_hypochondriacus.proteins
OG0004302	Lsat_1_v5_gn_3_24921.1, Lsat_1_v5_gn_9_4601.1, Lsat_1_v5_gn_9_4601.3, Lsat_1_v5_gn_5_187601.1, Lsat_1_v5_gn_5_187601.3	AH010783-RA
OG0004303	Lsat_1_v5_gn_5_13160.2, Lsat_1_v5_gn_5_13160.3, Lsat_1_v5_gn_5_13160.1	AH001990-RA, AH015398-RA
OG0004304	Lsat_1_v5_gn_3_43520.3, Lsat_1_v5_gn_3_43520.1	AH019777-RA
OG0004305	Lsat_1_v5_gn_7_54900.4, Lsat_1_v5_gn_7_54900.1, Lsat_1_v5_gn_7_54900.2	AH010518-RA
OG0004306	Lsat_1_v5_gn_5_176421.1, Lsat_1_v5_gn_5_176421.2, Lsat_1_v5_gn_9_16960.1	AH011105-RA, AH017876-RA
OG0004307	Lsat_1_v5_gn_1_75601.1	AH007000-RA, AH020193-RA
OG0004308	Lsat_1_v5_gn_3_25841.1, Lsat_1_v5_gn_3_25841.3	AH007025-RA
OG0004309	Lsat_1_v5_gn_6_115040.1, Lsat_1_v5_gn_6_115040.3, Lsat_1_v5_gn_6_115040.2, Lsat_1_v5_gn_6_19501.1, Lsat_1_v5_gn_6_19501.3	AH019879-RA, AH007153-RA
OG0004310	Lsat_1_v5_gn_6_69500.3, Lsat_1_v5_gn_6_69500.1, Lsat_1_v5_gn_6_69500.2	AH021839-RA
OG0004311	Lsat_1_v5_gn_2_104580.1	AH007745-RA
OG0004312	Lsat_1_v5_gn_6_34741.1	AH013855-RA
OG0004313	Lsat_1_v5_gn_6_17041.4, Lsat_1_v5_gn_6_17041.3, Lsat_1_v5_gn_6_17041.1	AH018775-RA
OG0004314	Lsat_1_v5_gn_1_62181.2, Lsat_1_v5_gn_1_62181.1, Lsat_1_v5_gn_3_45521.1	AH000880-RA
OG0004316	Lsat_1_v5_gn_2_65661.1, Lsat_1_v5_gn_2_65661.2	AH004611-RA, AH006734-RA
OG0004317	Lsat_1_v5_gn_5_191280.3, Lsat_1_v5_gn_5_191280.1	AH012960-RA
OG0004318	Lsat_1_v5_gn_8_81501.1, Lsat_1_v5_gn_9_28680.1	AH019818-RA, AH006771-RA
OG0004319	Lsat_1_v5_gn_6_36341.1, Lsat_1_v5_gn_6_36341.2, Lsat_1_v5_gn_2_56801.1, Lsat_1_v5_gn_1_59901.1, Lsat_1_v5_gn_1_59901.2	AH006885-RA, AH020300-RA
OG0004320	Lsat_1_v5_gn_9_86081.2	AH010466-RA
OG0004321	Lsat_1_v5_gn_9_15261.2, Lsat_1_v5_gn_9_15261.3, Lsat_1_v5_gn_9_15261.1, Lsat_1_v5_gn_2_46760.1, Lsat_1_v5_gn_2_46760.3, Lsat_1_v5_gn_2_46760.2	AH020587-RA
OG0004322	Lsat_1_v5_gn_9_65401.1, Lsat_1_v5_gn_9_65401.3	AH022527-RA, AH013682-RA
OG0004323	Lsat_1_v5_gn_3_120581.3, Lsat_1_v5_gn_3_120581.1	AH007204-RA
OG0004324	Lsat_1_v5_gn_7_76621.3, Lsat_1_v5_gn_7_76621.1	AH020091-RA
OG0004325	Lsat_1_v5_gn_2_95881.1, Lsat_1_v5_gn_1_62020.3, Lsat_1_v5_gn_1_62020.1	AH014628-RA, AH010862-RA
OG0004326	Lsat_1_v5_gn_9_3840.2, Lsat_1_v5_gn_9_3840.1	AH007998-RA
OG0004327	Lsat_1_v5_gn_9_3860.2, Lsat_1_v5_gn_9_3860.1	AH021943-RA
OG0004328	Lsat_1_v5_gn_9_117401.1, Lsat_1_v5_gn_9_117401.3, Lsat_1_v5_gn_7_80680.1	AH019035-RA
OG0004329	Lsat_1_v5_gn_5_157421.3, Lsat_1_v5_gn_5_157421.1, Lsat_1_v5_gn_9_29781.1, Lsat_1_v5_gn_9_29760.1	AH020441-RA
OG0004330	Lsat_1_v5_gn_3_140101.1, Lsat_1_v5_gn_3_140101.3, Lsat_1_v5_gn_4_33781.1	AH009544-RA
OG0004332	Lsat_1_v5_gn_1_7181.3, Lsat_1_v5_gn_1_7181.2, Lsat_1_v5_gn_1_7181.1	AH007053-RA
OG0004332	Lsat_1_v5_gn_4_134060.3, Lsat_1_v5_gn_4_134060.1	AH010788-RA
OG0004334	Lsat_1_v5_gn_8_100560.1	AH023191-RA, AH008581-RA
OG0004335	Lsat_1_v5_gn_1_100221.1, Lsat_1_v5_gn_1_100221.3	AH016619-RA
OG0004336	Lsat_1_v5_gn_2_96641.1	AH000385-RA, AH001490-RA, AH019286-RA
OG0004338	Lsat_1_v5_gn_8_22940.1, Lsat_1_v5_gn_0_10961.3, Lsat_1_v5_gn_2_102901.1	AH020269-RA, AH006920-RA
OG0004339	Lsat_1_v5_gn_5_182741.2, Lsat_1_v5_gn_5_182741.1, Lsat_1_v5_gn_1_74741.1, Lsat_1_v5_gn_1_74741.3	AH012975-RA, AH019922-RA
OG0004340	Lsat_1_v5_gn_1_55000.1	AH015890-RA
OG0004341	Lsat_1_v5_gn_8_84620.3, Lsat_1_v5_gn_8_84620.1, Lsat_1_v5_gn_9_31560.1	AH002993-RA
OG0004342	Lsat_1_v5_gn_1_58461.1	AH015872-RA
OG0004342	Lsat_1_v5_gn_1_58461.2, Lsat_1_v5_gn_8_103040.1	AH018970-RA, AH012532-RA
OG0004343	Lsat_1_v5_gn_5_157360.1, Lsat_1_v5_gn_5_157360.3	AH019169-RA, AH015693-RA
OG0004344	Lsat_1_v5_gn_8_85240.2, Lsat_1_v5_gn_8_85240.1, Lsat_1_v5_gn_8_85240.3	AH021852-RA
OG0004345	Lsat_1_v5_gn_4_22540.1, Lsat_1_v5_gn_3_105661.3, Lsat_1_v5_gn_3_105661.1, Lsat_1_v5_gn_3_105661.2	AH019089-RA, AH003007-RA
OG0004346	Lsat_1_v5_gn_4_126681.1, Lsat_1_v5_gn_4_126681.2, Lsat_1_v5_gn_1_21321.1	AH008423-RA
OG0004347	Lsat_1_v5_gn_2_118260.1, Lsat_1_v5_gn_9_65040.1	AH016425-RA, AH022974-RA
OG0004348	Lsat_1_v5_gn_8_2340.1, Lsat_1_v5_gn_2_17540.1	AH010032-RA, AH007449-RA, AH011149-RA
OG0004349	Lsat_1_v5_gn_5_190620.1, Lsat_1_v5_gn_5_190620.3, Lsat_1_v5_gn_5_190620.2	AH022121-RA, AH012932-RA
OG0004352	Lsat_1_v5_gn_5_165621.3, Lsat_1_v5_gn_5_165621.1, Lsat_1_v5_gn_5_165621.2	AH012587-RA, AH021804-RA
OG0004353	Lsat_1_v5_gn_6_78240.2, Lsat_1_v5_gn_6_78240.3, Lsat_1_v5_gn_6_78240.1	AH017276-RA
OG0004354	Lsat_1_v5_gn_2_47660.1, Lsat_1_v5_gn_2_47660.2	AH020568-RA
OG0004355	Lsat_1_v5_gn_2_108440.1, Lsat_1_v5_gn_9_46460.1	AH007485-RA
OG0004356	Lsat_1_v5_gn_9_123801.1, Lsat_1_v5_gn_9_123801.3	AH010494-RA
OG0004357	Lsat_1_v5_gn_8_163700.5, Lsat_1_v5_gn_8_163520.3, Lsat_1_v5_gn_9_5660.3	AH012964-RA, AH022104-RA
OG0004358	Lsat_1_v5_gn_6_63101.1, Lsat_1_v5_gn_6_63101.3	AH020240-RA
OG0004359	Lsat_1_v5_gn_2_67020.1, Lsat_1_v5_gn_2_67020.2, Lsat_1_v5_gn_5_37840.3, Lsat_1_v5_gn_5_37840.1, Lsat_1_v5_gn_4_139461.1, Lsat_1_v5_gn_4_139461.3, Lsat_1_v5_gn_4_139461.2	AH007799-RA
OG0004360	Lsat_1_v5_gn_4_30161.1	AH006676-RA
OG0004362	Lsat_1_v5_gn_1_58480.3, Lsat_1_v5_gn_1_58480.1, Lsat_1_v5_gn_2_101700.1	AH018879-RA
OG0004363	Lsat_1_v5_gn_3_27801.3, Lsat_1_v5_gn_3_27801.2, Lsat_1_v5_gn_3_27801.1	AH018979-RA
OG0004364	Lsat_1_v5_gn_8_83020.2, Lsat_1_v5_gn_8_83020.1, Lsat_1_v5_gn_5_160961.1	AH006725-RA, AH020425-RA
OG0004365	Lsat_1_v5_gn_7_48761.1, Lsat_1_v5_gn_7_48761.3	AH016231-RA
OG0004366	Lsat_1_v5_gn_9_66981.1, Lsat_1_v5_gn_9_66981.3, Lsat_1_v5_gn_1_75080.2, Lsat_1_v5_gn_1_75080.3, Lsat_1_v5_gn_1_75080.1	AH002681-RA, AH015318-RA
OG0004367	Lsat_1_v5_gn_2_56441.3, Lsat_1_v5_gn_2_56441.1	AH013900-RA
OG0004368	Lsat_1_v5_gn_1_60961.3, Lsat_1_v5_gn_1_60961.1, Lsat_1_v5_gn_2_56141.1	AH006884-RA, AH020304-RA
OG0004369	Lsat_1_v5_gn_5_102040.1	AH010534-RA
OG0004370	Lsat_1_v5_gn_7_62380.1	AH020445-RA, AH006679-RA
OG0004371	Lsat_1_v5_gn_3_90121.3, Lsat_1_v5_gn_3_90121.1	AH003944-RA
OG0004372	Lsat_1_v5_gn_6_107121.1	AH004313-RA, AH008928-RA
OG0004373	Lsat_1_v5_gn_7_86941.1	AH001416-RA, AH000254-RA
OG0004374	Lsat_1_v5_gn_0_4121.1, Lsat_1_v5_gn_5_114540.1, Lsat_1_v5_gn_5_114540.3, Lsat_1_v5_gn_9_111400.1, Lsat_1_v5_gn_9_111400.3	AH001651-RA
OG0004375	Lsat_1_v5_gn_0_1200.1, Lsat_1_v5_gn_2_7721.1, Lsat_1_v5_gn_4_145080.3, Lsat_1_v5_gn_4_145080.1	AH003618-RA
OG0004376	Lsat_1_v5_gn_9_120700.2, Lsat_1_v5_gn_9_120721.1, Lsat_1_v5_gn_9_120700.1, Lsat_1_v5_gn_7_75321.1, Lsat_1_v5_gn_7_75321.3	AH005322-RA, AH004049-RA
OG0004377	Lsat_1_v5_gn_4_167420.2, Lsat_1_v5_gn_5_99081.1	AH015637-RA
OG0004378	Lsat_1_v5_gn_7_85781.3, Lsat_1_v5_gn_7_85781.2, Lsat_1_v5_gn_7_85781.1	AH001686-RA
OG0004379	Lsat_1_v5_gn_1_741.3, Lsat_1_v5_gn_1_741.1	AH000057-RA
OG0004380	Lsat_1_v5_gn_1_56140.2, Lsat_1_v5_gn_1_56140.5, Lsat_1_v5_gn_2_90520.3, Lsat_1_v5_gn_2_90520.1	AH008370-RA
OG0004381	Lsat_1_v5_gn_1_111380.1, Lsat_1_v5_gn_1_111380.3	AH000569-RA
OG0004382	Lsat_1_v5_gn_2_40320.1, Lsat_1_v5_gn_2_40320.2	AH010360-RA, AH010359-RA
OG0004383	Lsat_1_v5_gn_2_78280.1, Lsat_1_v5_gn_2_78280.3, Lsat_1_v5_gn_5_25840.3, Lsat_1_v5_gn_5_25840.1	AH023630-RA
OG0004385	Lsat_1_v5_gn_6_97301.2, Lsat_1_v5_gn_6_97301.1, Lsat_1_v5_gn_4_135940.1, Lsat_1_v5_gn_4_135940.3	AH006342-RA
OG0004386	Lsat_1_v5_gn_9_40221.1, Lsat_1_v5_gn_9_40221.2	AH022048-RA
OG0004387	Lsat_1_v5_gn_5_111001.1, Lsat_1_v5_gn_5_111001.2	AH002418-RA
OG0004388	Lsat_1_v5_gn_4_131040.3, Lsat_1_v5_gn_4_131040.1, Lsat_1_v5_gn_2_27801.1	AH022016-RA
OG0004389	Lsat_1_v5_gn_8_112420.1	AH003592-RA
OG0004390	Lsat_1_v5_gn_7_53021.2, Lsat_1_v5_gn_7_53021.3, Lsat_1_v5_gn_7_53021.1	AH015975-RA, AH023468-RA
OG0004391	Lsat_1_v5_gn_4_28840.1, Lsat_1_v5_gn_4_28840.2, Lsat_1_v5_gn_6_26100.3, Lsat_1_v5_gn_6_26100.1, Lsat_1_v5_gn_6_26100.5, Lsat_1_v5_gn_1_98220.3, Lsat_1_v5_gn_1_98220.1, Lsat_1_v5_gn_1_98220.2	AH008922-RA
OG0004392	Lsat_1_v5_gn_4_144860.2, Lsat_1_v5_gn_4_144860.1	AH006428-RA
OG0004392	Lsat_1_v5_gn_8_125901.1	AH002226-RA
OG0004393	Lsat_1_v5_gn_4_31200.3, Lsat_1_v5_gn_4_31200.1, Lsat_1_v5_gn_1_105600.1, Lsat_1_v5_gn_9_28881.1, Lsat_1_v5_gn_9_28941.1, Lsat_1_v5_gn_9_28921.1, Lsat_1_v5_gn_9_28901.1	AH016638-RA
OG0004394	Lsat_1_v5_gn_2_70401.1, Lsat_1_v5_gn_2_70401.2, Lsat_1_v5_gn_3_62921.1, Lsat_1_v5_gn_3_62921.2	AH003651-RA, AH005663-RA
OG0004394	Lsat_1_v5_gn_6_105021.1	AH008878-RA
OG0004395	Lsat_1_v5_gn_6_102161.1, Lsat_1_v5_gn_9_44300.2, Lsat_1_v5_gn_9_44300.1	AH008586-RA
OG0004396	Lsat_1_v5_gn_5_69021.1, Lsat_1_v5_gn_5_69021.3, Lsat_1_v5_gn_5_69021.4, Lsat_1_v5_gn_5_69021.2, Lsat_1_v5_gn_1_81601.1, Lsat_1_v5_gn_1_81601.2	AH003265-RA
OG0004397	Lsat_1_v5_gn_5_40701.1, Lsat_1_v5_gn_5_40701.4, Lsat_1_v5_gn_5_40701.2, Lsat_1_v5_gn_5_40701.3	AH005958-RA
OG0004398	Lsat_1_v5_gn_3_92360.1, Lsat_1_v5_gn_3_92360.3	AH003697-RA
OG0004399	Lsat_1_v5_gn_2_57801.2, Lsat_1_v5_gn_2_57801.1, Lsat_1_v5_gn_5_11720.2	AH010376-RA
OG0004401	Lsat_1_v5_gn_7_57460.3, Lsat_1_v5_gn_7_57460.1	AH010161-RA
OG0004402	Lsat_1_v5_gn_9_73281.1	AH008701-RA, AH003969-RA
OG0004403	Lsat_1_v5_gn_2_82020.3, Lsat_1_v5_gn_2_82020.1	AH004987-RA
OG0004404	Lsat_1_v5_gn_4_6600.1, Lsat_1_v5_gn_4_6600.2, Lsat_1_v5_gn_8_160061.3, Lsat_1_v5_gn_8_160061.2, Lsat_1_v5_gn_8_160061.1	AH014545-RA
OG0004406	Lsat_1_v5_gn_5_105820.1	AH020873-RA, AH023042-RA, AH016394-RA
OG0004409	Lsat_1_v5_gn_7_87060.2, Lsat_1_v5_gn_7_87060.1, Lsat_1_v5_gn_7_87621.1, Lsat_1_v5_gn_7_87621.3, Lsat_1_v5_gn_7_87300.1, Lsat_1_v5_gn_7_87300.3	AH001907-RA
OG0004410	Lsat_1_v5_gn_4_126480.1, Lsat_1_v5_gn_7_81160.1	AH006787-RA
OG0004411	Lsat_1_v5_gn_6_7400.1, Lsat_1_v5_gn_6_7400.3	AH017140-RA
OG0004412	Lsat_1_v5_gn_6_95060.1, Lsat_1_v5_gn_6_95060.2	AH011412-RA, AH018266-RA
OG0004413	Lsat_1_v5_gn_7_100340.6, Lsat_1_v5_gn_7_100340.1	AH010298-RA
OG0004414	Lsat_1_v5_gn_7_59161.1, Lsat_1_v5_gn_7_59161.2, Lsat_1_v5_gn_8_70380.1	AH011953-RA
OG0004415	Lsat_1_v5_gn_4_153121.1	AH022900-RA, AH016503-RA
OG0004416	Lsat_1_v5_gn_9_103361.3, Lsat_1_v5_gn_9_103361.1	AH010275-RA
OG0004417	Lsat_1_v5_gn_5_6560.2, Lsat_1_v5_gn_5_6560.1, Lsat_1_v5_gn_7_105380.1	AH010016-RA
OG0004418	Lsat_1_v5_gn_7_111701.1, Lsat_1_v5_gn_7_111701.3	AH023409-RA
OG0004419	Lsat_1_v5_gn_5_176681.2, Lsat_1_v5_gn_5_176681.1	AH000726-RA
OG0004420	Lsat_1_v5_gn_7_114661.1, Lsat_1_v5_gn_7_114661.3, Lsat_1_v5_gn_6_117540.1	AH008269-RA
OG0004421	Lsat_1_v5_gn_4_183821.1, Lsat_1_v5_gn_3_29321.1, Lsat_1_v5_gn_8_72941.1	AH010262-RA, AH007907-RA
OG0004422	Lsat_1_v5_gn_7_108561.1, Lsat_1_v5_gn_9_94040.5	AH008197-RA
OG0004423	Lsat_1_v5_gn_4_66721.2, Lsat_1_v5_gn_4_66721.1	AH000331-RA
OG0004424	Lsat_1_v5_gn_9_101981.1, Lsat_1_v5_gn_9_101981.2, Lsat_1_v5_gn_5_120740.1	AH007945-RA
OG0004425	Lsat_1_v5_gn_3_39520.1, Lsat_1_v5_gn_8_131761.3, Lsat_1_v5_gn_8_131761.1, Lsat_1_v5_gn_8_131761.2	AH000445-RA, AH001260-RA
OG0004426	Lsat_1_v5_gn_9_55160.1, Lsat_1_v5_gn_9_55160.2	AH012426-RA
OG0004427	Lsat_1_v5_gn_9_30401.3, Lsat_1_v5_gn_9_30401.1	AH019485-RA, AH016635-RA
OG0004429	Lsat_1_v5_gn_5_46220.3, Lsat_1_v5_gn_5_46220.1, Lsat_1_v5_gn_5_46220.2	AH016024-RA
OG0004430	Lsat_1_v5_gn_4_104321.1	AH002036-RA
OG0004431	Lsat_1_v5_gn_9_56621.2, Lsat_1_v5_gn_9_56621.1	AH019605-RA, AH009774-RA, AH012100-RA
OG0004432	Lsat_1_v5_gn_7_35360.1, Lsat_1_v5_gn_5_139341.1, Lsat_1_v5_gn_5_139341.3, Lsat_1_v5_gn_4_91301.1	AH021095-RA, AH014327-RA
OG0004433	Lsat_1_v5_gn_4_101960.1	AH002094-RA
OG0004433	Lsat_1_v5_gn_7_40721.1	AH014522-RA
OG0004434	Lsat_1_v5_gn_4_92141.1, Lsat_1_v5_gn_1_39161.3, Lsat_1_v5_gn_1_39161.1	AH013428-RA
OG0004437	Lsat_1_v5_gn_7_45161.1, Lsat_1_v5_gn_7_45161.3, Lsat_1_v5_gn_5_95300.1, Lsat_1_v5_gn_8_58521.1	AH014097-RA
OG0004438	Lsat_1_v5_gn_5_103541.1	AH014517-RA
OG0004439	Lsat_1_v5_gn_5_13561.3, Lsat_1_v5_gn_5_13561.1	AH005148-RA
OG0004440	Lsat_1_v5_gn_5_47180.4, Lsat_1_v5_gn_5_47180.1, Lsat_1_v5_gn_5_47180.2, Lsat_1_v5_gn_1_71420.1	AH016121-RA
OG0004441	Lsat_1_v5_gn_3_6620.1, Lsat_1_v5_gn_3_6620.3	AH016153-RA
OG0004442	Lsat_1_v5_gn_2_131301.1, Lsat_1_v5_gn_9_56481.1, Lsat_1_v5_gn_9_56481.3	AH019603-RA, AH012107-RA
OG0004443	Lsat_1_v5_gn_4_36080.1, Lsat_1_v5_gn_4_36080.2, Lsat_1_v5_gn_4_36080.3	AH009686-RA
OG0004444	Lsat_1_v5_gn_4_87041.2, Lsat_1_v5_gn_4_87041.1	AH023278-RA
OG0004444	Lsat_1_v5_gn_5_8201.2, Lsat_1_v5_gn_5_8201.1, Lsat_1_v5_gn_1_32141.1, Lsat_1_v5_gn_1_32141.3	AH000650-RA
OG0004445	Lsat_1_v5_gn_5_80461.3, Lsat_1_v5_gn_5_80461.1	AH017006-RA
OG0004446	Lsat_1_v5_gn_4_9960.2, Lsat_1_v5_gn_8_51840.1, Lsat_1_v5_gn_3_52680.1	AH002806-RA, AH004590-RA, AH005080-RA
OG0004447	Lsat_1_v5_gn_5_84660.2, Lsat_1_v5_gn_5_84660.3, Lsat_1_v5_gn_5_84660.1	AH014394-RA
OG0004448	Lsat_1_v5_gn_7_10161.1, Lsat_1_v5_gn_7_10161.3	AH009078-RA
OG0004449	Lsat_1_v5_gn_5_9361.1	AH023249-RA
OG0004450	Lsat_1_v5_gn_7_51121.1	AH014255-RA
OG0004451	Lsat_1_v5_gn_4_93840.3, Lsat_1_v5_gn_4_93840.1	AH013359-RA
OG0004452	Lsat_1_v5_gn_7_55800.2, Lsat_1_v5_gn_7_55800.3, Lsat_1_v5_gn_7_55800.1	AH014351-RA
OG0004453	Lsat_1_v5_gn_7_105060.1, Lsat_1_v5_gn_9_57521.1	AH000052-RA
OG0004454	Lsat_1_v5_gn_4_13220.1	AH015484-RA
OG0004455	Lsat_1_v5_gn_3_14681.1, Lsat_1_v5_gn_3_14681.3, Lsat_1_v5_gn_0_45100.1, Lsat_1_v5_gn_0_45100.2, Lsat_1_v5_gn_7_261.1	AH009496-RA
OG0004456	Lsat_1_v5_gn_3_129280.2, Lsat_1_v5_gn_3_129280.1	AH009084-RA
OG0004457	Lsat_1_v5_gn_1_24420.2, Lsat_1_v5_gn_1_24420.1	AH002916-RA
OG0004458	Lsat_1_v5_gn_4_105781.1	AH001991-RA
OG0004459	Lsat_1_v5_gn_9_49501.1, Lsat_1_v5_gn_3_13821.2, Lsat_1_v5_gn_3_13821.1, Lsat_1_v5_gn_3_13821.3	AH019719-RA, AH011933-RA
OG0004460	Lsat_1_v5_gn_5_45581.3, Lsat_1_v5_gn_5_45581.1	AH019199-RA
OG0004462	Lsat_1_v5_gn_3_126420.3, Lsat_1_v5_gn_3_126420.2, Lsat_1_v5_gn_3_126420.1, Lsat_1_v5_gn_3_119640.1, Lsat_1_v5_gn_3_130001.1	AH009040-RA
OG0004463	Lsat_1_v5_gn_6_88901.2, Lsat_1_v5_gn_6_88901.1, Lsat_1_v5_gn_6_9661.1	AH018741-RA
OG0004464	Lsat_1_v5_gn_2_88340.1	AH022645-RA, AH022646-RA, AH022647-RA
OG0004465	Lsat_1_v5_gn_0_7200.1	AH017139-RA, AH016109-RA
OG0004465	Lsat_1_v5_gn_5_46941.1	AH017118-RA
OG0004466	Lsat_1_v5_gn_2_63801.1, Lsat_1_v5_gn_3_103240.1, Lsat_1_v5_gn_3_103240.3	AH022668-RA
OG0004468	Lsat_1_v5_gn_9_52100.1, Lsat_1_v5_gn_2_129281.3, Lsat_1_v5_gn_2_129281.1	AH012200-RA
OG0004469	Lsat_1_v5_gn_1_39760.3, Lsat_1_v5_gn_1_39760.1, Lsat_1_v5_gn_4_89560.1	AH022298-RA
OG0004470	Lsat_1_v5_gn_5_133560.1, Lsat_1_v5_gn_1_36001.1, Lsat_1_v5_gn_1_36001.3	AH013296-RA, AH022388-RA
OG0004471	Lsat_1_v5_gn_5_91481.1, Lsat_1_v5_gn_5_91481.2	AH020605-RA, AH020622-RA
OG0004472	Lsat_1_v5_gn_7_4261.1, Lsat_1_v5_gn_7_4261.3, Lsat_1_v5_gn_7_4261.2, Lsat_1_v5_gn_6_77900.1, Lsat_1_v5_gn_6_77900.2	AH009328-RA
OG0004474	Lsat_1_v5_gn_7_91140.1, Lsat_1_v5_gn_5_117800.1	AH001810-RA
OG0004475	Lsat_1_v5_gn_9_56821.1	AH008902-RA, AH021682-RA
OG0004476	Lsat_1_v5_gn_8_22761.1	AH014704-RA
OG0004477	Lsat_1_v5_gn_5_126060.1, Lsat_1_v5_gn_5_126060.3	AH007957-RA
OG0004478	Lsat_1_v5_gn_4_52181.1, Lsat_1_v5_gn_5_53180.1	AH015247-RA, AH021672-RA
OG0004479	Lsat_1_v5_gn_9_48081.3, Lsat_1_v5_gn_9_48081.1	AH016929-RA
OG0004480	Lsat_1_v5_gn_8_20980.3, Lsat_1_v5_gn_8_20980.1	AH022450-RA, AH015932-RA
OG0004481	Lsat_1_v5_gn_4_70220.1, Lsat_1_v5_gn_4_55420.1	AH015098-RA, AH021616-RA
OG0004482	Lsat_1_v5_gn_2_124500.1	AH023111-RA
OG0004483	Lsat_1_v5_gn_9_24081.2, Lsat_1_v5_gn_5_169701.1, Lsat_1_v5_gn_9_24081.1	AH013746-RA
OG0004485	Lsat_1_v5_gn_6_42460.1, Lsat_1_v5_gn_6_42460.2, Lsat_1_v5_gn_2_96860.2, Lsat_1_v5_gn_2_96860.1	AH001455-RA
OG0004486	Lsat_1_v5_gn_6_11100.6, Lsat_1_v5_gn_9_91540.1, Lsat_1_v5_gn_4_15300.1, Lsat_1_v5_gn_6_11100.2	AH022009-RA
OG0004487	Lsat_1_v5_gn_1_29320.2, Lsat_1_v5_gn_1_29320.1, Lsat_1_v5_gn_4_76481.1, Lsat_1_v5_gn_4_76481.3	AH021900-RA
OG0004488	Lsat_1_v5_gn_2_98921.1, Lsat_1_v5_gn_2_98921.2, Lsat_1_v5_gn_6_45461.3, Lsat_1_v5_gn_6_45461.1	AH000193-RA
OG0004489	Lsat_1_v5_gn_4_135621.1, Lsat_1_v5_gn_6_106561.3, Lsat_1_v5_gn_6_106561.1	AH006887-RA
OG0004491	Lsat_1_v5_gn_2_54001.1	AH018870-RA
OG0004493	Lsat_1_v5_gn_8_14081.1, Lsat_1_v5_gn_1_108381.2, Lsat_1_v5_gn_1_108381.3, Lsat_1_v5_gn_1_108381.1	AH016661-RA
OG0004494	Lsat_1_v5_gn_4_59541.3, Lsat_1_v5_gn_4_59541.2, Lsat_1_v5_gn_4_59541.1	AH021504-RA
OG0004495	Lsat_1_v5_gn_1_58740.1, Lsat_1_v5_gn_1_58740.2	AH020286-RA
OG0004496	Lsat_1_v5_gn_4_66480.1	AH000332-RA, AH001339-RA
OG0004497	Lsat_1_v5_gn_2_97481.3, Lsat_1_v5_gn_2_97521.1, Lsat_1_v5_gn_2_97521.4, Lsat_1_v5_gn_2_97481.1	AH011010-RA
OG0004498	Lsat_1_v5_gn_1_110320.1, Lsat_1_v5_gn_1_110320.3	AH015301-RA
OG0004499	Lsat_1_v5_gn_9_103381.2, Lsat_1_v5_gn_9_103381.1, Lsat_1_v5_gn_9_103381.3	AH010277-RA
OG0004500	Lsat_1_v5_gn_5_138780.1	AH013144-RA
OG0004501	Lsat_1_v5_gn_2_96801.2, Lsat_1_v5_gn_2_96801.1	AH001457-RA
OG0004502	Lsat_1_v5_gn_1_56381.1, Lsat_1_v5_gn_2_102220.1, Lsat_1_v5_gn_2_102220.2, Lsat_1_v5_gn_2_102220.3	AH023458-RA
OG0004502	Lsat_1_v5_gn_1_56421.1	AH018905-RA
OG0004503	Lsat_1_v5_gn_2_102781.2, Lsat_1_v5_gn_2_102781.1	AH007926-RA
OG0004504	Lsat_1_v5_gn_3_5900.3, Lsat_1_v5_gn_3_5900.1	AH018699-RA
OG0004505	Lsat_1_v5_gn_1_128760.3, Lsat_1_v5_gn_1_128760.4, Lsat_1_v5_gn_1_128760.1	AH014994-RA, AH021499-RA
OG0004506	Lsat_1_v5_gn_9_63220.2, Lsat_1_v5_gn_9_63220.1	AH023043-RA
OG0004507	Lsat_1_v5_gn_8_113880.1, Lsat_1_v5_gn_8_113821.1, Lsat_1_v5_gn_8_113821.2	AH006472-RA
OG0004508	Lsat_1_v5_gn_4_179560.3, Lsat_1_v5_gn_4_179560.2, Lsat_1_v5_gn_4_179560.4, Lsat_1_v5_gn_4_179560.1, Lsat_1_v5_gn_2_51000.1	AH014598-RA
OG0004509	Lsat_1_v5_gn_7_62300.3, Lsat_1_v5_gn_7_62300.1	AH006648-RA
OG0004510	Lsat_1_v5_gn_8_89300.2, Lsat_1_v5_gn_8_89300.1, Lsat_1_v5_gn_8_89300.3, Lsat_1_v5_gn_5_180841.3, Lsat_1_v5_gn_5_180841.1	AH013115-RA
OG0004511	Lsat_1_v5_gn_2_70180.3, Lsat_1_v5_gn_2_70180.1, Lsat_1_v5_gn_4_143441.1	AH003641-RA, AH005651-RA
OG0004512	Lsat_1_v5_gn_3_104380.1, Lsat_1_v5_gn_3_104380.2, Lsat_1_v5_gn_2_8340.3, Lsat_1_v5_gn_2_8340.1	AH008540-RA
OG0004513	Lsat_1_v5_gn_5_53681.3, Lsat_1_v5_gn_5_53681.1	AH007012-RA, AH020211-RA
OG0004514	Lsat_1_v5_gn_3_93941.1, Lsat_1_v5_gn_4_177360.1, Lsat_1_v5_gn_4_177360.3	AH005899-RA, AH003947-RA
OG0004515	Lsat_1_v5_gn_9_48761.1	AH007434-RA, AH007435-RA, AH011167-RA
OG0004516	Lsat_1_v5_gn_4_137601.1	AH006222-RA
OG0004517	Lsat_1_v5_gn_7_13681.2, Lsat_1_v5_gn_7_13681.1	AH014734-RA
