Orthogroup	V_vinifera.proteins	D_spatulata.proteins
OG0004450	VIT_211s0103g00660.5, VIT_211s0103g00660.7, VIT_211s0103g00660.6, VIT_211s0103g00660.3, VIT_211s0103g00660.4, VIT_211s0103g00660.1, VIT_211s0103g00660.2	Ds_00009819-RA
OG0004451	VIT_209s0002g01530.4, VIT_209s0002g01530.1, VIT_209s0002g01530.2, VIT_209s0002g01530.3	Ds_00002353-RA
OG0004452	VIT_211s0052g00170.3, VIT_211s0052g00170.1, VIT_211s0052g00170.2	Ds_00015764-RA
OG0004453	VIT_207s0005g04550.1, VIT_207s0005g04550.2, VIT_207s0005g04550.3, VIT_207s0005g04550.6, VIT_207s0005g04550.4, VIT_207s0005g04550.5	Ds_00009532-RA
OG0004454	VIT_216s0022g00750.1	Ds_00008524-RA
OG0004455	VIT_202s0025g02690.1, VIT_215s0048g02680.4, VIT_215s0048g02680.3, VIT_215s0048g02680.1, VIT_215s0048g02680.5, VIT_215s0048g02680.2	Ds_00012530-RA
OG0004457	VIT_201s0011g01150.3, VIT_201s0011g01150.5, VIT_201s0011g01150.4, VIT_201s0011g01150.6, VIT_201s0011g01150.7, VIT_201s0011g01150.2, VIT_201s0011g01150.1	Ds_00002311-RA
OG0004458	VIT_209s0002g06430.1	Ds_00000677-RA, Ds_00002445-RA
OG0004459	VIT_216s0098g01260.1	Ds_00004522-RA
OG0004460	VIT_204s0008g04330.1	Ds_00014270-RA
OG0004461	VIT_211s0016g04710.1	Ds_00007286-RA, Ds_00012877-RA
OG0004462	VIT_215s0021g01530.7, VIT_215s0021g01530.6, VIT_215s0021g01530.5, VIT_215s0021g01530.4, VIT_215s0021g01530.3, VIT_215s0021g01530.2, VIT_215s0021g01530.1	Ds_00001552-RA
OG0004463	VIT_202s0025g05160.1	Ds_00001344-RA
OG0004464	VIT_219s0085g00720.3	Ds_00013995-RA
OG0004467	VIT_212s0035g02160.1	Ds_00016012-RA
OG0004468	VIT_216s0022g00540.2, VIT_216s0022g00540.3, VIT_216s0022g00540.1	Ds_00012925-RA
OG0004469	VIT_209s0002g00150.1, VIT_209s0002g00150.2, VIT_209s0002g00150.7, VIT_209s0002g00150.4, VIT_209s0002g00150.3	Ds_00002307-RA
OG0004470	VIT_209s0002g02070.4, VIT_209s0002g02070.3, VIT_209s0002g02070.1, VIT_209s0002g02070.2	Ds_00000801-RA, Ds_00002372-RA
OG0004471	VIT_211s0037g00130.1	Ds_00009679-RA, Ds_00011449-RA
OG0004472	VIT_204s0008g05780.1, VIT_204s0008g05780.2	Ds_00016488-RA
OG0004473	VIT_208s0007g04270.1	Ds_00002042-RA
OG0004474	VIT_203s0063g02630.1	Ds_00016522-RA
OG0004475	VIT_216s0050g01460.1, VIT_216s0050g01460.3, VIT_216s0050g01460.2	Ds_00008723-RA, Ds_00005691-RA
OG0004476	VIT_200s0250g00030.1, VIT_200s0250g00030.3, VIT_200s0250g00030.6, VIT_200s0250g00030.5, VIT_200s0250g00030.7, VIT_200s0250g00030.2, VIT_200s0250g00030.4	Ds_00006033-RA
OG0004477	VIT_219s0135g00060.2, VIT_219s0135g00060.1, VIT_219s0135g00060.3	Ds_00014184-RA, Ds_00018053-RA, Ds_00014185-RA
OG0004478	VIT_210s0003g00120.2, VIT_210s0003g00120.3, VIT_210s0003g00120.4, VIT_210s0003g00120.1	Ds_00011535-RA
OG0004479	VIT_218s0122g00260.1, VIT_218s0122g00260.2, VIT_218s0122g00260.3, VIT_218s0122g00260.4	Ds_00003590-RA
OG0004480	VIT_206s0004g03630.2, VIT_206s0004g03630.3, VIT_206s0004g03630.1	Ds_00016463-RA
OG0004481	VIT_212s0059g01900.1, VIT_210s0116g00630.1, VIT_200s0445g00040.1	Ds_00015213-RA
OG0004482	VIT_213s0067g01210.1	Ds_00006613-RA
OG0004483	VIT_206s0004g05470.3	Ds_00010095-RA
OG0004484	VIT_219s0015g01200.4, VIT_219s0015g01200.1, VIT_219s0015g01200.3, VIT_219s0015g01200.5, VIT_219s0015g01200.6, VIT_219s0015g01200.2	Ds_00004924-RA
OG0004485	VIT_206s0061g01060.8, VIT_206s0061g01060.7, VIT_206s0061g01060.6, VIT_206s0061g01060.4, VIT_206s0061g01060.2, VIT_206s0061g01060.1, VIT_206s0061g01060.3, VIT_206s0061g01060.5	Ds_00014836-RA
OG0004486	VIT_208s0040g01460.1	Ds_00013716-RA
OG0004487	VIT_217s0000g01780.1, VIT_217s0000g01780.2	Ds_00013763-RA, Ds_00009710-RA
OG0004489	VIT_218s0001g08180.1, VIT_218s0001g08180.7, VIT_218s0001g08180.5, VIT_218s0001g08180.4, VIT_218s0001g08180.2, VIT_218s0001g08180.3, VIT_218s0001g08180.6	Ds_00002480-RA
OG0004493	VIT_213s0064g01190.2, VIT_213s0064g01190.3, VIT_213s0064g01190.4, VIT_202s0012g02590.1, VIT_213s0064g01190.1	Ds_00011102-RA, Ds_00017744-RA
OG0004494	VIT_219s0090g00340.1	Ds_00015098-RA
OG0004495	VIT_208s0007g07160.1	Ds_00002706-RA
OG0004496	VIT_212s0028g03740.1	Ds_00001159-RA, Ds_00017985-RA
OG0004497	VIT_206s0004g02030.2, VIT_206s0004g02030.1, VIT_206s0004g02030.4, VIT_206s0004g02030.3	Ds_00013962-RA
OG0004498	VIT_213s0064g01350.2, VIT_213s0064g01350.3, VIT_213s0064g01350.1, VIT_213s0064g01350.4	Ds_00016834-RA
OG0004499	VIT_210s0003g03950.4, VIT_210s0003g03950.3, VIT_210s0003g03950.2, VIT_210s0003g03950.1, VIT_219s0027g00090.1	Ds_00009499-RA
OG0004500	VIT_206s0004g04070.1, VIT_206s0004g04070.4, VIT_206s0004g04070.2, VIT_206s0004g04070.5, VIT_206s0004g04070.3, VIT_206s0004g04070.6	Ds_00007510-RA
OG0004501	VIT_206s0061g01080.1	Ds_00001240-RA
OG0004502	VIT_208s0032g00590.1	Ds_00014889-RA, Ds_00014890-RA
OG0004503	VIT_213s0074g00510.3, VIT_213s0074g00510.7, VIT_213s0074g00510.6, VIT_213s0074g00510.4, VIT_213s0074g00510.2, VIT_213s0074g00510.1, VIT_213s0074g00510.5	Ds_00006040-RA
OG0004504	VIT_202s0025g04530.1	Ds_00007731-RA
OG0004505	VIT_210s0116g01730.1, VIT_210s0116g01730.2	Ds_00004498-RA
OG0004506	VIT_213s0019g03290.3, VIT_213s0019g03290.1, VIT_213s0019g03290.2	Ds_00016039-RA, Ds_00009196-RA
OG0004507	VIT_204s0044g01950.1	Ds_00016718-RA
OG0004508	VIT_214s0066g00640.3, VIT_214s0066g00640.4, VIT_214s0066g00640.1, VIT_214s0066g00640.2	Ds_00003274-RA, Ds_00008730-RA
OG0004509	VIT_208s0040g00910.8, VIT_208s0040g00910.2, VIT_208s0040g00910.5, VIT_208s0040g00910.3, VIT_208s0040g00910.4, VIT_208s0040g00910.1, VIT_208s0040g00910.6, VIT_208s0040g00910.11, VIT_208s0040g00910.10, VIT_208s0040g00910.7, VIT_208s0040g00910.9	Ds_00005754-RA, Ds_00005753-RA
OG0004510	VIT_200s0184g00010.1	Ds_00007439-RA
OG0004511	VIT_200s1291g00030.1, VIT_200s0929g00020.1	Ds_00001404-RA
OG0004512	VIT_218s0001g14020.1	Ds_00000501-RA
OG0004514	VIT_200s0207g00230.4, VIT_200s0207g00230.1, VIT_200s0207g00230.3, VIT_200s0207g00230.2	Ds_00011863-RA
OG0004515	VIT_204s0023g00160.1	Ds_00015525-RA
OG0004516	VIT_204s0044g01180.3, VIT_204s0044g01180.4, VIT_204s0044g01180.5, VIT_204s0044g01180.1, VIT_204s0044g01180.2	Ds_00003625-RA
OG0004517	VIT_216s0098g01030.1, VIT_217s0000g06699.1	Ds_00006184-RA, Ds_00004535-RA
OG0004518	VIT_209s0002g01450.3, VIT_209s0002g01450.1, VIT_209s0002g01450.2, VIT_209s0002g01450.5, VIT_209s0002g01450.4	Ds_00002351-RA
OG0004519	VIT_201s0150g00340.1	Ds_00000997-RA
OG0004520	VIT_204s0008g02200.3, VIT_204s0008g02200.1, VIT_204s0008g02200.2	Ds_00015453-RA
OG0004521	VIT_218s0001g09060.1	Ds_00000524-RA
OG0004522	VIT_215s0046g03380.1	Ds_00016494-RA
OG0004523	VIT_215s0046g01940.2, VIT_215s0046g01940.4, VIT_215s0046g01940.7, VIT_215s0046g01940.9, VIT_215s0046g01940.8, VIT_215s0046g01940.5, VIT_215s0046g01940.6, VIT_215s0046g01940.1, VIT_215s0046g01940.3	Ds_00008389-RA
OG0004524	VIT_215s0048g02180.1, VIT_215s0048g02180.6, VIT_215s0048g02180.7, VIT_215s0048g02180.5, VIT_215s0048g02180.4, VIT_215s0048g02180.3, VIT_215s0048g02180.2	Ds_00015593-RA
OG0004525	VIT_207s0031g00330.3, VIT_207s0031g00330.5, VIT_207s0031g00330.2, VIT_207s0031g00330.1, VIT_207s0031g00330.4	Ds_00009453-RA
OG0004526	VIT_205s0077g00480.1	Ds_00002743-RA
OG0004527	VIT_214s0068g00870.1, VIT_214s0068g00870.3, VIT_214s0068g00870.4, VIT_214s0068g00870.2, VIT_214s0068g00870.5	Ds_00001854-RA
OG0004528	VIT_214s0081g00760.1	Ds_00006444-RA, Ds_00006259-RA
OG0004529	VIT_207s0005g04510.1	Ds_00014456-RA
OG0004530	VIT_218s0001g07070.1	Ds_00008185-RA
OG0004531	VIT_201s0146g00215.1	Ds_00010596-RA
OG0004531	VIT_214s0068g01620.1	Ds_00008070-RA
OG0004532	VIT_207s0005g02630.1, VIT_207s0005g02630.2	Ds_00007640-RA
OG0004533	VIT_203s0063g00790.1, VIT_203s0063g00770.2, VIT_203s0063g00770.1, VIT_203s0063g00800.1, VIT_203s0063g00810.1, VIT_203s0063g00780.1	Ds_00015577-RA
OG0004535	VIT_207s0141g00580.1	Ds_00014414-RA
OG0004536	VIT_218s0001g03270.2, VIT_218s0001g03270.1	Ds_00001618-RA
OG0004537	VIT_217s0000g07870.3, VIT_217s0000g07870.4, VIT_217s0000g07870.1, VIT_217s0000g07870.2	Ds_00003756-RA
OG0004538	VIT_207s0005g00210.3	Ds_00005476-RA
OG0004539	VIT_203s0038g01380.3, VIT_203s0038g01380.2	Ds_00013026-RA
OG0004540	VIT_218s0072g00690.1	Ds_00016187-RA
OG0004542	VIT_206s0009g02100.2, VIT_206s0009g02100.1, VIT_206s0009g02100.7, VIT_206s0009g02100.8, VIT_206s0009g02100.6, VIT_206s0009g02100.5, VIT_206s0009g02100.3, VIT_206s0009g02100.4, VIT_206s0009g02100.10, VIT_206s0009g02100.9	Ds_00015617-RA, Ds_00003580-RA
OG0004543	VIT_204s0008g00550.2, VIT_204s0008g00550.6, VIT_204s0008g00550.5, VIT_204s0008g00550.4, VIT_204s0008g00550.7, VIT_204s0008g00550.3, VIT_204s0008g00550.1, VIT_204s0008g00550.8	Ds_00003450-RA
OG0004544	VIT_204s0044g01000.1, VIT_204s0044g01010.1, VIT_204s0044g01030.1	Ds_00010931-RA
OG0004545	VIT_200s0238g00020.1, VIT_200s0238g00030.1	Ds_00011939-RA
OG0004545	VIT_212s0035g01170.1, VIT_212s0035g01340.1	Ds_00007365-RA
OG0004546	VIT_203s0038g02470.1, VIT_218s0001g14840.1	Ds_00000055-RA, Ds_00013007-RA
OG0004547	VIT_204s0023g01990.1, VIT_204s0023g01990.9, VIT_204s0023g01990.2, VIT_204s0023g01990.8, VIT_204s0023g01990.4, VIT_204s0023g01990.10, VIT_204s0023g01990.14, VIT_204s0023g01990.11, VIT_204s0023g01990.7, VIT_204s0023g01990.5, VIT_204s0023g01990.6, VIT_204s0023g01990.13, VIT_204s0023g01990.12, VIT_204s0023g01990.3	Ds_00006737-RA
OG0004548	VIT_215s0021g00650.1	Ds_00001540-RA
OG0004549	VIT_217s0000g05110.1	Ds_00017900-RA, Ds_00005316-RA
OG0004551	VIT_204s0079g00630.1, VIT_204s0079g00630.2, VIT_201s0011g06580.1, VIT_201s0011g06580.2, VIT_201s0011g06580.3	Ds_00007057-RA
OG0004552	VIT_209s0018g01620.2, VIT_209s0018g01620.1	Ds_00004563-RA
OG0004553	VIT_217s0000g08920.1	Ds_00003793-RA
OG0004554	VIT_214s0083g00960.1, VIT_214s0083g00960.3, VIT_214s0083g00960.2, VIT_214s0083g00960.4	Ds_00013502-RA
OG0004555	VIT_201s0026g02200.1, VIT_217s0000g06020.1	Ds_00012425-RA
OG0004556	VIT_217s0119g00350.1	Ds_00000151-RA
OG0004557	VIT_216s0039g01220.1, VIT_214s0006g02890.5, VIT_214s0006g02890.1, VIT_214s0006g02890.2, VIT_214s0006g02890.3, VIT_214s0006g02890.4, VIT_217s0000g03600.3, VIT_217s0000g03600.2, VIT_217s0000g03600.1, VIT_217s0000g03600.4	Ds_00016850-RA
OG0004559	VIT_202s0012g00990.1, VIT_202s0012g00990.2	Ds_00008106-RA
OG0004560	VIT_201s0010g01200.1, VIT_201s0010g01200.2	Ds_00002624-RA, Ds_00009990-RA
OG0004561	VIT_217s0000g08660.3, VIT_217s0000g08660.6, VIT_217s0000g08660.5, VIT_217s0000g08660.1, VIT_217s0000g08660.2, VIT_217s0000g08660.4	Ds_00003789-RA
OG0004562	VIT_201s0011g03110.1	Ds_00008596-RA
OG0004563	VIT_217s0053g00590.1	Ds_00000415-RA
OG0004564	VIT_201s0026g02720.2, VIT_201s0026g02720.4, VIT_210s0116g00070.1, VIT_201s0026g02720.3, VIT_201s0026g02720.1, VIT_201s0026g02720.6, VIT_201s0026g02720.5	Ds_00010557-RA
OG0004566	VIT_201s0011g03210.1	Ds_00008591-RA
OG0004566	VIT_217s0000g03990.1	Ds_00010609-RA
OG0004567	VIT_211s0065g01090.2, VIT_211s0065g01090.1, VIT_201s0010g01890.1	Ds_00008260-RA, Ds_00011596-RA
OG0004568	VIT_214s0068g02070.7, VIT_214s0068g02070.4, VIT_214s0068g02070.2, VIT_214s0068g02070.6, VIT_214s0068g02070.1, VIT_214s0068g02070.3, VIT_214s0068g02070.5	Ds_00008045-RA, Ds_00008044-RA
OG0004569	VIT_202s0087g00910.1, VIT_202s0087g00930.1	Ds_00000071-RA
OG0004569	VIT_216s0039g01370.1	Ds_00007348-RA, Ds_00007351-RA, Ds_00000899-RA, Ds_00008281-RA, Ds_00016474-RA, Ds_00007349-RA
OG0004570	VIT_209s0002g00350.3	Ds_00016763-RA
OG0004570	VIT_209s0002g00350.2, VIT_209s0002g00350.1	Ds_00007767-RA
OG0004571	VIT_217s0000g08750.1	Ds_00003791-RA, Ds_00013802-RA
OG0004572	VIT_217s0000g07440.4, VIT_217s0000g07440.5, VIT_217s0000g07440.2, VIT_217s0000g07440.1	Ds_00013074-RA
OG0004573	VIT_215s0021g01220.1	Ds_00001544-RA
OG0004574	VIT_202s0033g01110.1	Ds_00002216-RA, Ds_00001758-RA
OG0004575	VIT_216s0039g02520.1	Ds_00005576-RA
OG0004576	VIT_217s0000g07780.1, VIT_217s0000g07780.3, VIT_217s0000g07780.2, VIT_217s0000g07780.4	Ds_00016265-RA
OG0004577	VIT_216s0039g01900.3, VIT_216s0039g01900.2, VIT_216s0039g01900.1, VIT_202s0012g01940.1, VIT_202s0012g01940.2	Ds_00005116-RA
OG0004578	VIT_209s0002g02600.1	Ds_00000785-RA, Ds_00008486-RA
OG0004581	VIT_217s0000g06330.3, VIT_217s0000g06330.9, VIT_217s0000g06330.6, VIT_217s0000g06330.7, VIT_217s0000g06330.8, VIT_217s0000g06330.4, VIT_217s0000g06330.2, VIT_217s0000g06330.1, VIT_217s0000g06330.5	Ds_00016180-RA
OG0004582	VIT_214s0006g01660.3, VIT_214s0006g01660.2, VIT_214s0006g01660.1, VIT_214s0006g01660.4	Ds_00013483-RA
OG0004583	VIT_217s0000g04140.1, VIT_217s0000g04140.2	Ds_00017355-RA
OG0004585	VIT_214s0066g02170.1	Ds_00004778-RA
OG0004586	VIT_202s0087g00460.1	Ds_00007386-RA
OG0004587	VIT_218s0001g08020.2, VIT_218s0001g08020.1, VIT_218s0001g08020.8, VIT_218s0001g08020.5, VIT_218s0001g08020.3, VIT_218s0001g08020.6, VIT_218s0001g08020.7, VIT_218s0001g08020.4	Ds_00009932-RA
OG0004588	VIT_214s0006g00910.3, VIT_214s0006g00910.4, VIT_214s0006g00910.1, VIT_214s0006g00910.7, VIT_214s0006g00910.6, VIT_214s0006g00910.2, VIT_214s0006g00910.5	Ds_00012737-RA
OG0004590	VIT_214s0083g00740.2, VIT_214s0083g00740.1	Ds_00014204-RA, Ds_00008420-RA
OG0004591	VIT_201s0011g05030.1, VIT_201s0011g05030.2	Ds_00008533-RA
OG0004592	VIT_216s0039g00080.3, VIT_216s0039g00080.2, VIT_216s0039g00080.1	Ds_00016902-RA
OG0004593	VIT_201s0010g03880.3, VIT_201s0010g03880.1, VIT_201s0010g03880.2	Ds_00010771-RA
OG0004595	VIT_202s0012g02030.2, VIT_202s0012g02030.1	Ds_00013508-RA
OG0004599	VIT_208s0040g00970.1	Ds_00012660-RA
OG0004600	VIT_208s0007g02520.1	Ds_00015961-RA, Ds_00015569-RA
OG0004601	VIT_208s0007g06660.1, VIT_208s0007g06660.2	Ds_00002683-RA, Ds_00007614-RA
OG0004605	VIT_217s0053g00430.3, VIT_217s0053g00430.4, VIT_217s0053g00430.2, VIT_217s0053g00430.1	Ds_00016906-RA
OG0004606	VIT_210s0003g02260.2, VIT_210s0003g02320.1, VIT_210s0003g02260.1, VIT_210s0003g02260.3, VIT_210s0003g02280.1, VIT_216s0022g00430.1, VIT_216s0022g00420.1, VIT_210s0003g02400.1, VIT_210s0003g02340.1, VIT_210s0003g02350.1, VIT_210s0003g02360.1, VIT_210s0003g02380.1, VIT_210s0003g02330.1, VIT_210s0003g02290.1, VIT_210s0003g02390.1, VIT_210s0003g02300.1	Ds_00016188-RA
OG0004621	VIT_212s0134g00490.1	Ds_00012281-RA
OG0004622	VIT_208s0007g06230.4, VIT_208s0007g06230.3, VIT_208s0007g06230.2, VIT_208s0007g06230.1	Ds_00009561-RA
OG0004623	VIT_204s0023g02460.2, VIT_204s0023g02460.1, VIT_204s0023g02460.4, VIT_204s0023g02460.3	Ds_00014425-RA, Ds_00015146-RA
OG0004624	VIT_207s0031g01650.3, VIT_207s0031g01650.1, VIT_207s0031g01650.2, VIT_207s0031g01610.1	Ds_00016204-RA
OG0004626	VIT_204s0023g00130.3, VIT_204s0023g00130.2, VIT_204s0023g00130.8, VIT_204s0023g00130.9, VIT_204s0023g00130.4, VIT_204s0023g00130.6, VIT_204s0023g00130.7, VIT_204s0023g00130.5, VIT_204s0023g00130.1	Ds_00004011-RA
OG0004628	VIT_202s0012g02530.2, VIT_202s0012g02530.1	Ds_00011134-RA
OG0004629	VIT_213s0084g00600.4, VIT_213s0084g00600.6, VIT_213s0084g00600.7, VIT_213s0084g00600.5, VIT_213s0084g00600.3, VIT_213s0084g00600.1, VIT_213s0084g00600.2	Ds_00017683-RA
OG0004630	VIT_208s0007g03360.1	Ds_00008705-RA
OG0004633	VIT_201s0011g06030.4, VIT_201s0011g06030.2, VIT_201s0011g06030.3, VIT_201s0011g06030.5, VIT_201s0011g06030.1	Ds_00012703-RA
OG0004634	VIT_218s0001g12630.2, VIT_218s0001g12630.1	Ds_00009782-RA
OG0004636	VIT_204s0008g02790.5, VIT_204s0008g02790.7, VIT_204s0008g02790.4, VIT_204s0008g02790.2, VIT_204s0008g02790.1, VIT_204s0008g02790.6, VIT_204s0008g02790.3	Ds_00007879-RA
OG0004637	VIT_208s0058g00140.1	Ds_00016534-RA
OG0004637	VIT_207s0031g02990.1, VIT_207s0031g02950.1, VIT_207s0031g02930.1	Ds_00006131-RA, Ds_00006983-RA
OG0004638	VIT_207s0005g01380.1	Ds_00002642-RA, Ds_00002641-RA, Ds_00002639-RA, Ds_00012081-RA
OG0004639	VIT_211s0016g01440.1, VIT_211s0016g01440.2	Ds_00008864-RA, Ds_00016019-RA
OG0004640	VIT_219s0090g01030.3, VIT_219s0090g01030.2, VIT_219s0090g01030.1	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA
OG0004641	VIT_201s0137g00250.1, VIT_212s0028g00350.2, VIT_212s0028g00350.1	Ds_00017768-RA
OG0004643	VIT_207s0151g00500.1, VIT_207s0151g00500.2	Ds_00004546-RA
OG0004644	VIT_207s0141g00300.1, VIT_207s0289g00040.1	Ds_00015354-RA, Ds_00007776-RA
OG0004645	VIT_217s0000g00480.4, VIT_217s0000g00480.6, VIT_217s0000g00480.5, VIT_217s0000g00480.1, VIT_217s0000g00480.2, VIT_217s0000g00480.3	Ds_00013586-RA
OG0004646	VIT_214s0060g01580.4, VIT_214s0060g01580.3, VIT_214s0060g01580.2, VIT_214s0060g01580.1	Ds_00003905-RA
OG0004649	VIT_206s0004g07080.2, VIT_206s0004g07080.3, VIT_206s0004g07080.4, VIT_206s0004g07080.1	Ds_00017678-RA, Ds_00011462-RA
OG0004650	VIT_204s0023g00800.4, VIT_204s0023g00800.8	Ds_00006685-RA
OG0004651	VIT_218s0082g00108.1	Ds_00000177-RA
OG0004652	VIT_205s0029g00330.1, VIT_217s0000g09840.1	Ds_00017717-RA
OG0004653	VIT_206s0009g03450.1, VIT_206s0009g03450.2	Ds_00013933-RA
OG0004654	VIT_204s0023g00690.1	Ds_00016815-RA, Ds_00013747-RA
OG0004655	VIT_200s0233g00070.1	Ds_00001504-RA, Ds_00005452-RA
OG0004656	VIT_214s0036g00500.1	Ds_00017672-RA
OG0004658	VIT_213s0047g01050.1, VIT_213s0047g01050.2, VIT_213s0047g01050.5, VIT_213s0047g01050.3, VIT_213s0047g01050.4, VIT_214s0006g00860.1	Ds_00012734-RA
OG0004660	VIT_206s0009g02390.1	Ds_00013936-RA
OG0004661	VIT_207s0005g03520.1, VIT_207s0005g03520.2	Ds_00007827-RA
OG0004662	VIT_211s0037g00190.1, VIT_211s0037g00190.2	Ds_00014990-RA
OG0004663	VIT_208s0007g02840.1	Ds_00015795-RA
OG0004664	VIT_219s0015g01390.4, VIT_219s0015g01390.1, VIT_219s0015g01390.2, VIT_219s0015g01390.3	Ds_00014116-RA
OG0004665	VIT_208s0007g06190.2, VIT_208s0007g06190.1	Ds_00007624-RA
OG0004666	VIT_206s0004g03450.1	Ds_00014588-RA
OG0004667	VIT_207s0005g06420.2, VIT_207s0005g06420.4, VIT_207s0005g06420.5, VIT_207s0005g06420.1, VIT_207s0005g06420.3	Ds_00006564-RA, Ds_00001017-RA
OG0004668	VIT_213s0064g00360.1, VIT_213s0064g00360.2, VIT_213s0064g00360.4, VIT_213s0064g00360.6, VIT_213s0064g00360.3, VIT_213s0064g00360.5	Ds_00001037-RA, Ds_00006700-RA
OG0004669	VIT_208s0007g05750.1, VIT_208s0007g05750.2	Ds_00010977-RA
OG0004670	VIT_205s0029g00210.1	Ds_00005703-RA
OG0004671	VIT_205s0020g00380.1	Ds_00000388-RA, Ds_00002305-RA
OG0004672	VIT_206s0061g00900.4, VIT_206s0061g00900.2, VIT_206s0061g00900.3, VIT_206s0061g00900.5, VIT_206s0061g00900.1	Ds_00001220-RA
OG0004673	VIT_209s0070g00240.1	Ds_00002467-RA, Ds_00000640-RA
OG0004674	VIT_206s0004g03380.1	Ds_00008029-RA
OG0004675	VIT_204s0159g00020.2, VIT_204s0159g00020.3, VIT_204s0159g00020.6, VIT_204s0159g00020.5, VIT_204s0159g00020.10, VIT_204s0159g00020.8, VIT_204s0159g00020.4, VIT_204s0159g00020.7, VIT_204s0159g00020.1, VIT_204s0159g00020.9	Ds_00009334-RA
OG0004676	VIT_207s0104g01270.2, VIT_207s0104g01270.1	Ds_00002565-RA, Ds_00016364-RA
OG0004677	VIT_214s0036g01060.1, VIT_214s0036g01060.4, VIT_214s0036g01060.5, VIT_214s0036g01090.1, VIT_214s0036g01060.2, VIT_214s0036g01060.3	Ds_00006972-RA
OG0004678	VIT_200s2313g00010.1	Ds_00012947-RA
OG0004679	VIT_214s0060g02400.3, VIT_214s0060g02400.1, VIT_214s0060g02400.2	Ds_00003883-RA
OG0004680	VIT_214s0060g02420.3, VIT_214s0060g02420.4, VIT_214s0060g02420.1, VIT_214s0060g02420.2	Ds_00003882-RA
OG0004681	VIT_203s0038g02180.1	Ds_00000042-RA
OG0004682	VIT_212s0028g03490.4, VIT_212s0028g03490.6, VIT_212s0028g03490.5, VIT_212s0028g03490.7, VIT_212s0028g03490.1, VIT_212s0028g03490.3, VIT_212s0028g03490.2	Ds_00001163-RA
OG0004683	VIT_203s0038g02370.4, VIT_203s0038g02370.9, VIT_203s0038g02370.6, VIT_203s0038g02370.7, VIT_203s0038g02370.8, VIT_203s0038g02370.5, VIT_203s0038g02370.3, VIT_203s0038g02370.2, VIT_203s0038g02370.1	Ds_00013582-RA
OG0004684	VIT_200s0324g00040.1	Ds_00003720-RA, Ds_00017215-RA, Ds_00004002-RA
OG0004685	VIT_203s0063g02480.2, VIT_203s0063g02480.1	Ds_00016516-RA
OG0004687	VIT_218s0001g13460.1	Ds_00000129-RA
OG0004688	VIT_208s0032g00890.4, VIT_212s0121g00380.1, VIT_208s0032g00890.1, VIT_208s0032g00890.2, VIT_212s0121g00230.1	Ds_00007914-RA
OG0004689	VIT_206s0009g01800.4, VIT_206s0009g01800.3, VIT_206s0009g01800.2, VIT_206s0009g01800.1	Ds_00014950-RA
OG0004690	VIT_218s0001g07120.1	Ds_00008186-RA
OG0004691	VIT_203s0063g02320.1	Ds_00016512-RA
OG0004692	VIT_209s0002g05230.1	Ds_00006810-RA, Ds_00007686-RA
OG0004693	VIT_203s0097g00550.1	Ds_00010020-RA
OG0004696	VIT_216s0100g00350.4, VIT_216s0100g00350.1, VIT_216s0100g00350.2, VIT_216s0100g00350.5, VIT_216s0100g00350.3	Ds_00012029-RA
OG0004698	VIT_207s0129g00020.2, VIT_207s0129g00020.3, VIT_207s0129g00020.1	Ds_00009397-RA
OG0004699	VIT_203s0180g00270.1	Ds_00000301-RA
OG0004700	VIT_213s0019g03330.2, VIT_213s0019g03330.1, VIT_213s0019g03330.3, VIT_213s0019g03330.4	Ds_00001034-RA
OG0004701	VIT_210s0003g00620.1	Ds_00013913-RA, Ds_00008951-RA, Ds_00003170-RA, Ds_00014787-RA
OG0004702	VIT_203s0038g03990.4, VIT_203s0038g03990.3, VIT_203s0038g03990.2, VIT_203s0038g03990.1	Ds_00013350-RA
OG0004703	VIT_203s0097g00620.4, VIT_203s0097g00620.1, VIT_203s0097g00620.3, VIT_203s0097g00620.2	Ds_00013544-RA
OG0004704	VIT_204s0023g03440.1, VIT_204s0023g03440.2, VIT_204s0023g03440.3	Ds_00014470-RA
OG0004705	VIT_218s0001g05530.1	Ds_00001925-RA
OG0004706	VIT_218s0122g00530.1, VIT_203s0038g04140.5, VIT_203s0038g04140.1, VIT_203s0038g04140.4, VIT_203s0038g04140.3, VIT_203s0038g04140.2	Ds_00008201-RA
OG0004707	VIT_218s0001g06390.1	Ds_00008170-RA
OG0004708	VIT_201s0137g00640.4, VIT_201s0137g00640.3, VIT_201s0137g00640.2, VIT_201s0137g00640.1	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA
OG0004709	VIT_200s0304g00050.1	Ds_00012834-RA
OG0004710	VIT_203s0088g00270.1	Ds_00014372-RA
OG0004711	VIT_204s0023g03020.1	Ds_00014489-RA
OG0004712	VIT_212s0034g01080.2, VIT_212s0034g01080.3, VIT_212s0034g01080.1	Ds_00012192-RA
OG0004713	VIT_203s0038g02190.1	Ds_00000043-RA, Ds_00013578-RA
OG0004714	VIT_212s0059g02030.1	Ds_00016320-RA
OG0004715	VIT_218s0001g06760.1	Ds_00003506-RA
OG0004716	VIT_207s0129g00350.1	Ds_00009408-RA
