Orthogroup	V_vinifera.proteins	G_max.proteins
OG0003215	VIT_210s0003g02740.2, VIT_210s0003g02740.3, VIT_210s0003g02740.4, VIT_210s0003g02740.5, VIT_210s0003g02740.1	GmISU01.08G113400.2.p, GmISU01.08G113400.1.p, GmISU01.05G138700.1.p, GmISU01.09G018800.1.p, GmISU01.09G018800.2.p, GmISU01.15G116600.1.p
OG0003216	VIT_210s0003g01470.5, VIT_210s0003g01470.6, VIT_210s0003g01470.4, VIT_210s0003g01470.1, VIT_210s0003g01470.3, VIT_210s0003g01470.2	GmISU01.15G078900.4.p, GmISU01.15G078900.2.p, GmISU01.15G078900.6.p, GmISU01.15G078900.5.p, GmISU01.15G078900.1.p, GmISU01.13G195200.1.p, GmISU01.15G078900.3.p
OG0003217	VIT_206s0004g05820.2, VIT_206s0004g05820.3, VIT_206s0004g05820.5	GmISU01.02G266600.2.p, GmISU01.15G032800.1.p, GmISU01.14G004600.1.p, GmISU01.13G298800.1.p
OG0003218	VIT_208s0058g00890.1, VIT_208s0058g00890.2	GmISU01.18G158800.3.p, GmISU01.18G158800.1.p, GmISU01.09G233000.1.p, GmISU01.09G233000.2.p, GmISU01.09G233000.3.p, GmISU01.18G158800.2.p
OG0003219	VIT_217s0000g02960.1, VIT_217s0000g02960.2, VIT_217s0000g02960.3, VIT_214s0006g02280.1, VIT_214s0006g02280.2, VIT_214s0006g02280.3	GmISU01.08G046600.1.p, GmISU01.05G208900.4.p, GmISU01.05G208900.2.p, GmISU01.05G208900.3.p, GmISU01.09G140700.1.p, GmISU01.07G090200.1.p
OG0003220	VIT_203s0038g00390.1	GmISU01.11G103700.1.p, GmISU01.12G034600.1.p
OG0003221	VIT_202s0025g00110.1, VIT_202s0025g00110.2	GmISU01.05G178400.4.p, GmISU01.05G178400.3.p, GmISU01.05G178400.1.p, GmISU01.05G178400.2.p, GmISU01.08G015000.1.p, GmISU01.08G015000.2.p
OG0003222	VIT_200s0317g00150.1	GmISU01.20G198700.1.p
OG0003222	VIT_208s0040g02740.1, VIT_208s0040g02740.2, VIT_208s0040g02740.3	GmISU01.13G106400.2.p, GmISU01.13G106400.1.p, GmISU01.10G042600.1.p
OG0003223	VIT_201s0010g02230.2, VIT_201s0010g02230.1	GmISU01.05G119100.1.p, GmISU01.05G119100.2.p, GmISU01.08G092300.1.p, GmISU01.11G224100.1.p, GmISU01.18G010000.1.p
OG0003224	VIT_200s0226g00040.2, VIT_200s0226g00110.1, VIT_200s0226g00040.1, VIT_200s0226g00040.3, VIT_200s0226g00140.1, VIT_200s0226g00150.1	GmISU01.12G045700.1.p, GmISU01.11G115300.1.p, GmISU01.15G026800.1.p, GmISU01.13G305100.1.p
OG0003225	VIT_218s0157g00070.1, VIT_218s0157g00090.1, VIT_218s0157g00130.1, VIT_218s0157g00170.1, VIT_218s0157g00140.1	GmISU01.16G132200.2.p, GmISU01.16G132200.3.p, GmISU01.16G132200.4.p, GmISU01.16G137200.1.p, GmISU01.02G069500.2.p, GmISU01.02G069500.1.p, GmISU01.16G134200.1.p, GmISU01.16G134100.1.p, GmISU01.16G134000.1.p, GmISU01.02G074300.1.p
OG0003226	VIT_204s0023g01110.1, VIT_204s0023g01110.4, VIT_204s0023g01110.3, VIT_204s0023g01110.2	GmISU01.11G057600.2.p, GmISU01.11G057600.3.p, GmISU01.11G057600.1.p, GmISU01.01G140700.1.p, GmISU01.16G115600.1.p, GmISU01.16G115600.2.p, GmISU01.02G054000.3.p
OG0003227	VIT_207s0005g05010.3, VIT_207s0005g05010.2, VIT_207s0005g05010.1	GmISU01.19G048700.1.p, GmISU01.19G136700.3.p, GmISU01.19G136700.2.p, GmISU01.19G136700.5.p, GmISU01.19G136700.4.p, GmISU01.03G132700.2.p, GmISU01.03G132700.1.p, GmISU01.19G136700.1.p, GmISU01.13G102600.1.p, GmISU01.10G039300.1.p
OG0003228	VIT_217s0000g08180.1, VIT_207s0031g01170.1, VIT_207s0031g01170.2, VIT_218s0001g04790.1, VIT_218s0001g04790.4, VIT_218s0001g04790.7, VIT_218s0001g04790.2, VIT_218s0001g04790.3, VIT_218s0001g04790.5, VIT_218s0001g04790.6, VIT_218s0001g04790.8, VIT_207s0031g01170.3, VIT_207s0031g01170.4	GmISU01.18G017900.2.p, GmISU01.11G216100.2.p, GmISU01.18G017900.1.p, GmISU01.11G216100.1.p
OG0003229	VIT_219s0015g00700.2, VIT_219s0015g00700.1, VIT_219s0015g00700.3, VIT_212s0057g01220.1, VIT_212s0057g01220.2	GmISU01.02G266300.2.p, GmISU01.02G266300.1.p, GmISU01.14G004800.2.p, GmISU01.14G004800.1.p
OG0003230	VIT_215s0046g00260.4, VIT_215s0046g00260.6, VIT_215s0046g00260.2, VIT_215s0046g00260.1, VIT_215s0046g00260.3, VIT_215s0046g00260.5	GmISU01.19G216400.5.p, GmISU01.19G216400.4.p, GmISU01.19G216400.1.p, GmISU01.19G216400.3.p, GmISU01.03G215300.2.p, GmISU01.03G215300.1.p, GmISU01.03G215300.3.p, GmISU01.07G050600.1.p, GmISU01.16G020900.1.p, GmISU01.07G043400.1.p
OG0003231	VIT_218s0001g15035.2, VIT_218s0001g15035.3, VIT_218s0001g15035.1, VIT_218s0001g15035.4, VIT_218s0001g15035.5, VIT_218s0001g15035.6	GmISU01.16G189600.4.p, GmISU01.16G189600.2.p, GmISU01.16G189600.3.p, GmISU01.16G189600.1.p, GmISU01.03G000900.1.p, GmISU01.03G000900.2.p
OG0003232	VIT_214s0171g00150.1, VIT_217s0000g01630.1	GmISU01.04G113500.1.p, GmISU01.04G113100.1.p, GmISU01.04G113200.1.p, GmISU01.11G168200.1.p, GmISU01.11G168100.1.p
OG0003233	VIT_202s0025g00200.1, VIT_202s0025g00200.2	GmISU01.11G020200.2.p, GmISU01.11G020200.1.p, GmISU01.11G020200.3.p, GmISU01.01G179600.2.p, GmISU01.01G179600.4.p, GmISU01.01G179600.3.p, GmISU01.01G179600.5.p, GmISU01.05G178900.1.p, GmISU01.05G178900.4.p, GmISU01.05G178900.2.p, GmISU01.05G178900.7.p, GmISU01.08G015500.1.p
OG0003234	VIT_214s0006g01990.1, VIT_218s0001g04160.1, VIT_218s0001g04160.2	GmISU01.19G001300.2.p, GmISU01.19G001300.3.p, GmISU01.19G001300.4.p, GmISU01.05G001200.1.p, GmISU01.05G001200.3.p, GmISU01.02G081500.1.p, GmISU01.19G222900.1.p, GmISU01.02G000200.4.p, GmISU01.02G000200.5.p, GmISU01.02G000200.1.p, GmISU01.18G234300.1.p, GmISU01.18G234300.2.p
OG0003235	VIT_204s0044g01150.2, VIT_204s0044g01150.1, VIT_204s0044g01150.3, VIT_204s0044g01160.2, VIT_204s0044g01160.1, VIT_204s0044g01170.1	GmISU01.08G144900.1.p, GmISU01.05G161700.1.p, GmISU01.05G161600.1.p
OG0003236	VIT_214s0060g01720.1	GmISU01.10G120400.2.p, GmISU01.20G195400.2.p, GmISU01.03G192700.1.p, GmISU01.19G194600.5.p, GmISU01.19G194600.3.p, GmISU01.19G194600.1.p, GmISU01.19G194600.4.p, GmISU01.20G195400.1.p, GmISU01.10G120400.1.p
OG0003237	VIT_202s0087g00780.2, VIT_202s0087g00780.1, VIT_202s0087g00780.3	GmISU01.16G092500.3.p, GmISU01.16G092500.1.p, GmISU01.16G092500.2.p, GmISU01.16G068400.1.p
OG0003237	VIT_215s0024g00740.1, VIT_215s0024g00800.6, VIT_215s0024g00800.1, VIT_215s0024g00800.2, VIT_215s0024g00800.3, VIT_215s0024g00800.5, VIT_215s0024g00800.4	GmISU01.03G074766.1.p, GmISU01.07G108000.1.p, GmISU01.07G108000.2.p
OG0003238	VIT_209s0096g00990.1	GmISU01.02G182000.2.p, GmISU01.02G182000.1.p, GmISU01.14G150900.2.p, GmISU01.14G150900.1.p, GmISU01.04G088300.1.p, GmISU01.06G090400.1.p
OG0003239	VIT_218s0072g00240.1	GmISU01.02G071700.1.p, GmISU01.16G136300.1.p, GmISU01.20G131700.1.p, GmISU01.10G185600.1.p
OG0003240	VIT_217s0000g01730.1	GmISU01.17G118300.1.p, GmISU01.05G042400.2.p, GmISU01.05G042300.1.p
OG0003241	VIT_212s0034g02390.1, VIT_212s0034g02390.2, VIT_212s0034g02390.3	GmISU01.08G174700.1.p, GmISU01.08G174700.2.p, GmISU01.08G174700.3.p, GmISU01.12G139900.1.p, GmISU01.12G139900.2.p
OG0003242	VIT_207s0005g03990.1, VIT_207s0005g03990.2	GmISU01.13G098600.4.p, GmISU01.13G098600.3.p, GmISU01.13G098600.2.p, GmISU01.13G098600.1.p, GmISU01.10G036200.3.p, GmISU01.10G036200.1.p, GmISU01.10G036200.2.p, GmISU01.03G128800.1.p, GmISU01.19G132700.1.p
OG0003243	VIT_210s0003g05070.4, VIT_210s0003g05070.3, VIT_210s0003g05070.8, VIT_210s0003g05070.7, VIT_210s0003g05070.5, VIT_210s0003g05070.6, VIT_210s0003g05070.2, VIT_210s0003g05070.1	GmISU01.08G074700.1.p, GmISU01.05G102600.6.p, GmISU01.05G102600.5.p, GmISU01.05G102600.7.p, GmISU01.05G102600.4.p, GmISU01.05G102600.3.p, GmISU01.05G102600.10.p, GmISU01.05G102600.9.p, GmISU01.05G102600.8.p
OG0003244	VIT_214s0219g00070.2, VIT_214s0219g00070.5, VIT_214s0219g00070.6, VIT_214s0219g00070.4, VIT_214s0219g00070.1, VIT_214s0219g00070.3	GmISU01.18G081500.1.p, GmISU01.08G284300.1.p, GmISU01.18G081500.2.p
OG0003245	VIT_204s0044g01840.1	GmISU01.04G013500.2.p, GmISU01.04G013500.1.p, GmISU01.06G012200.1.p
OG0003246	VIT_202s0109g00360.2, VIT_202s0109g00360.3, VIT_202s0109g00360.1, VIT_202s0109g00360.4, VIT_202s0109g00360.6, VIT_216s0039g02670.1, VIT_216s0039g02670.2, VIT_216s0039g02670.3	GmISU01.03G003200.1.p, GmISU01.03G003200.2.p, GmISU01.19G092400.1.p, GmISU01.19G092400.2.p
OG0003247	VIT_217s0000g00400.2, VIT_217s0000g00400.1, VIT_214s0068g01260.1	GmISU01.16G045400.1.p, GmISU01.19G075500.1.p, GmISU01.08G007800.1.p
OG0003248	VIT_218s0001g05700.1, VIT_212s0035g01220.1, VIT_212s0035g01220.2	GmISU01.07G234700.2.p, GmISU01.07G234700.1.p
OG0003249	VIT_214s0068g01500.2, VIT_214s0068g01500.4, VIT_214s0068g01500.5, VIT_214s0068g01500.7, VIT_214s0068g01500.1	GmISU01.16G047200.1.p, GmISU01.19G073500.1.p
OG0003250	VIT_217s0000g00330.1, VIT_217s0000g00330.2, VIT_214s0068g01200.1, VIT_214s0068g01200.2	GmISU01.06G151300.1.p, GmISU01.04G162300.1.p, GmISU01.16G044800.1.p, GmISU01.19G076000.1.p
OG0003251	VIT_208s0007g07180.4, VIT_208s0007g07180.2, VIT_208s0007g07180.1, VIT_208s0007g07180.3	GmISU01.08G048400.1.p, GmISU01.08G048400.2.p, GmISU01.05G210700.1.p, GmISU01.03G166100.1.p, GmISU01.03G166100.5.p, GmISU01.03G166100.6.p, GmISU01.03G166100.4.p
OG0003252	VIT_201s0127g00480.3, VIT_201s0127g00480.1, VIT_201s0127g00480.2	GmISU01.02G032100.1.p, GmISU01.01G027900.1.p, GmISU01.01G027900.2.p, GmISU01.01G027900.3.p
OG0003254	VIT_203s0063g02260.1, VIT_203s0063g02260.3, VIT_203s0063g02260.2	GmISU01.04G013300.3.p, GmISU01.06G012100.1.p, GmISU01.04G013300.2.p, GmISU01.04G013300.1.p
OG0003255	VIT_202s0012g01250.1	GmISU01.09G164100.1.p, GmISU01.09G164100.2.p, GmISU01.01G017800.2.p, GmISU01.01G076500.1.p, GmISU01.01G076500.2.p, GmISU01.08G246900.1.p
OG0003256	VIT_201s0026g02230.2, VIT_201s0026g02230.1, VIT_201s0026g02230.3	GmISU01.08G268200.2.p, GmISU01.08G268200.1.p, GmISU01.18G100100.1.p
OG0003257	VIT_201s0127g00740.3, VIT_201s0127g00740.2, VIT_201s0127g00740.1	GmISU01.08G257300.1.p, GmISU01.18G110300.3.p, GmISU01.19G007900.1.p, GmISU01.19G007700.1.p, GmISU01.19G007800.1.p, GmISU01.16G065700.1.p
OG0003258	VIT_212s0057g01320.2, VIT_212s0057g01320.1, VIT_212s0057g01320.3	GmISU01.02G188000.1.p, GmISU01.14G156300.4.p, GmISU01.14G156300.2.p, GmISU01.14G156300.3.p, GmISU01.14G156300.1.p
OG0003259	VIT_201s0010g02050.6, VIT_201s0010g02050.7, VIT_201s0010g02050.2, VIT_201s0010g02050.3, VIT_201s0010g02050.4, VIT_201s0010g02050.5, VIT_201s0010g02050.1	GmISU01.16G086600.1.p, GmISU01.16G086600.2.p, GmISU01.08G243700.3.p, GmISU01.08G243700.1.p
OG0003260	VIT_214s0006g02820.2, VIT_214s0006g02820.1	GmISU01.08G327100.1.p, GmISU01.18G237100.1.p, GmISU01.13G025300.1.p, GmISU01.13G025300.2.p
OG0003261	VIT_217s0000g07570.1	GmISU01.17G086000.1.p, GmISU01.06G170600.1.p, GmISU01.04G143600.1.p
OG0003261	VIT_214s0108g00290.1, VIT_201s0026g00950.1	GmISU01.01G034600.1.p, GmISU01.02G024200.1.p, GmISU01.18G106600.1.p, GmISU01.08G261600.1.p
OG0003262	VIT_201s0010g02610.1, VIT_201s0010g02610.2	GmISU01.11G225800.4.p, GmISU01.11G225800.3.p, GmISU01.11G225800.1.p, GmISU01.11G225800.7.p, GmISU01.11G225800.5.p, GmISU01.11G225800.6.p, GmISU01.18G008400.2.p, GmISU01.08G093400.2.p, GmISU01.05G119800.2.p, GmISU01.08G093400.7.p, GmISU01.08G093400.1.p, GmISU01.08G093400.4.p, GmISU01.08G093400.3.p, GmISU01.08G093400.6.p, GmISU01.08G093400.5.p
OG0003263	VIT_201s0011g04600.1, VIT_201s0011g04600.2, VIT_201s0011g04600.3, VIT_201s0011g04600.4	GmISU01.20G092100.1.p, GmISU01.10G225700.5.p, GmISU01.10G225700.4.p, GmISU01.20G092100.3.p, GmISU01.10G225700.3.p, GmISU01.10G225700.1.p, GmISU01.10G225700.2.p, GmISU01.20G092100.2.p
OG0003264	VIT_217s0000g00931.1, VIT_217s0000g00921.1, VIT_217s0000g00941.1	GmISU01.06G153700.1.p, GmISU01.04G160200.1.p
OG0003264	VIT_201s0146g00210.1, VIT_201s0146g00180.1	GmISU01.18G241800.1.p, GmISU01.08G322000.1.p
OG0003265	VIT_201s0011g03720.1, VIT_217s0000g03580.1	GmISU01.05G200800.1.p, GmISU01.08G038700.1.p, GmISU01.09G144900.1.p, GmISU01.07G084000.1.p, GmISU01.17G191900.1.p, GmISU01.14G096700.1.p
OG0003271	VIT_212s0134g00300.1, VIT_212s0134g00270.1, VIT_212s0134g00270.2, VIT_212s0134g00270.4, VIT_212s0134g00270.3	GmISU01.12G093300.2.p, GmISU01.12G093300.4.p, GmISU01.12G093300.3.p, GmISU01.12G093300.1.p
OG0003272	VIT_216s0100g00010.1, VIT_216s0022g02440.1, VIT_216s0022g02430.1, VIT_216s0022g02300.1	GmISU01.20G117800.1.p, GmISU01.16G170400.1.p, GmISU01.09G117500.1.p, GmISU01.20G117900.1.p, GmISU01.09G117400.1.p, GmISU01.16G170300.1.p
OG0003273	VIT_209s0002g01810.1	GmISU01.15G025200.1.p, GmISU01.13G306300.1.p
OG0003273	VIT_204s0008g06730.1	GmISU01.20G182800.1.p, GmISU01.10G129200.1.p
OG0003286	VIT_206s0004g04340.1, VIT_213s0019g00640.1	GmISU01.12G059400.1.p, GmISU01.11G128700.1.p, GmISU01.13G293500.1.p
OG0003287	VIT_203s0063g01970.1, VIT_203s0063g01970.3, VIT_203s0063g01970.2, VIT_203s0063g01970.4, VIT_217s0053g01050.1, VIT_209s0096g00500.1, VIT_203s0063g01960.1	GmISU01.11G111800.1.p, GmISU01.11G111800.2.p, GmISU01.11G111900.1.p
OG0003288	VIT_206s0004g02830.1, VIT_212s0121g00296.1	GmISU01.10G048800.1.p, GmISU01.13G112100.1.p
OG0003289	VIT_207s0104g00480.1, VIT_207s0104g00480.4, VIT_207s0104g00480.5, VIT_207s0104g00480.3, VIT_207s0104g00480.2	GmISU01.02G132500.1.p, GmISU01.10G024800.1.p, GmISU01.02G132500.2.p
OG0003290	VIT_208s0007g05020.1	GmISU01.13G113500.3.p, GmISU01.13G113500.1.p, GmISU01.13G113500.2.p, GmISU01.13G113500.4.p, GmISU01.13G113500.5.p, GmISU01.13G113500.6.p, GmISU01.10G049800.8.p, GmISU01.10G049800.3.p, GmISU01.10G049800.2.p, GmISU01.10G049800.5.p, GmISU01.10G049800.1.p, GmISU01.10G049800.7.p, GmISU01.10G049800.6.p
OG0003291	VIT_207s0005g01760.1	GmISU01.03G179900.1.p, GmISU01.19G181100.1.p, GmISU01.10G010500.1.p, GmISU01.02G009700.1.p
OG0003292	VIT_219s0015g00170.2, VIT_219s0015g00170.5, VIT_219s0015g00170.4, VIT_219s0015g00170.1, VIT_219s0015g00170.3, VIT_219s0015g00170.6	GmISU01.18G070600.1.p
OG0003293	VIT_218s0001g15250.1, VIT_201s0011g04820.3, VIT_201s0011g04820.1	GmISU01.07G184300.1.p, GmISU01.20G011700.1.p
OG0003293	VIT_214s0060g01490.1	GmISU01.19G192200.2.p, GmISU01.19G192200.1.p, GmISU01.03G190600.1.p
OG0003294	VIT_207s0151g00630.1, VIT_207s0151g00640.3, VIT_207s0151g00640.2, VIT_207s0151g00640.1	GmISU01.02G130800.1.p, GmISU01.10G026700.2.p, GmISU01.10G026700.1.p
OG0003295	VIT_207s0005g03090.1, VIT_207s0005g03090.3, VIT_207s0005g03090.5, VIT_207s0005g03090.2, VIT_207s0005g03090.4	GmISU01.10G032800.1.p, GmISU01.13G094200.2.p, GmISU01.13G094200.1.p
OG0003296	VIT_216s0050g00050.2, VIT_216s0050g00050.1	GmISU01.16G161300.1.p, GmISU01.09G109900.1.p, GmISU01.20G121900.1.p, GmISU01.10G198300.1.p
OG0003297	VIT_208s0007g00010.1	GmISU01.19G137700.2.p, GmISU01.19G137700.1.p, GmISU01.03G134400.1.p, GmISU01.10G040200.2.p, GmISU01.13G103800.1.p
OG0003298	VIT_206s0080g00240.1, VIT_206s0080g00240.2	GmISU01.11G147800.2.p
OG0003299	VIT_209s0002g03170.1, VIT_209s0002g03170.2	GmISU01.15G020000.4.p, GmISU01.15G020000.7.p, GmISU01.15G020000.1.p, GmISU01.15G020000.5.p, GmISU01.15G020000.3.p, GmISU01.15G020000.6.p, GmISU01.13G311600.4.p, GmISU01.13G311600.3.p, GmISU01.13G311600.5.p, GmISU01.13G311600.1.p, GmISU01.13G311600.2.p, GmISU01.08G185600.1.p, GmISU01.08G185600.2.p
OG0003300	VIT_213s0084g00040.1	GmISU01.06G265500.1.p, GmISU01.13G158600.1.p, GmISU01.15G191700.1.p
OG0003301	VIT_217s0000g02320.1, VIT_217s0000g02320.2, VIT_217s0000g02320.3	GmISU01.07G091900.1.p, GmISU01.09G139300.1.p
OG0003301	VIT_218s0001g14730.1, VIT_218s0001g14730.2	GmISU01.04G022300.1.p
OG0003302	VIT_200s0252g00130.2, VIT_200s0252g00130.4, VIT_200s0252g00130.6, VIT_200s0252g00130.5, VIT_200s0252g00130.3, VIT_200s0252g00130.1	GmISU01.10G086700.1.p
OG0003303	VIT_207s0104g00310.1, VIT_207s0104g00310.2, VIT_207s0104g00310.3, VIT_207s0104g00310.4, VIT_207s0104g00310.6, VIT_207s0104g00310.5, VIT_207s0104g00310.8, VIT_207s0104g00310.9, VIT_207s0104g00310.7, VIT_207s0104g00310.10	GmISU01.02G134000.3.p, GmISU01.02G134000.2.p, GmISU01.02G134000.7.p, GmISU01.02G134000.1.p, GmISU01.02G134000.4.p, GmISU01.10G023300.1.p, GmISU01.10G023300.2.p
OG0003304	VIT_208s0007g08940.1, VIT_208s0007g08940.2, VIT_208s0007g08940.3	GmISU01.13G321600.2.p, GmISU01.13G321600.1.p, GmISU01.15G009600.1.p, GmISU01.15G009600.2.p
OG0003305	VIT_213s0067g00570.1	GmISU01.18G026600.1.p, GmISU01.11G207400.1.p
OG0003306	VIT_207s0005g01910.4, VIT_207s0005g01910.1, VIT_207s0005g01910.2, VIT_207s0005g01910.3, VIT_207s0005g01910.5	GmISU01.03G180200.3.p, GmISU01.03G180200.4.p, GmISU01.03G180200.5.p, GmISU01.03G180200.1.p, GmISU01.03G180200.6.p, GmISU01.03G180200.2.p, GmISU01.19G181500.2.p, GmISU01.19G181500.3.p, GmISU01.19G181500.1.p
OG0003307	VIT_213s0019g02350.1	GmISU01.02G213100.1.p, GmISU01.14G061300.1.p
OG0003308	VIT_200s0174g00130.2, VIT_200s0174g00130.1	GmISU01.18G120000.2.p, GmISU01.18G120000.3.p, GmISU01.18G120000.1.p, GmISU01.08G305500.1.p, GmISU01.03G070100.1.p
OG0003308	VIT_205s0102g00390.2, VIT_205s0102g00390.1, VIT_205s0102g00470.3, VIT_205s0102g00470.4, VIT_205s0102g00470.5, VIT_205s0102g00470.6, VIT_205s0102g00470.1, VIT_205s0102g00470.2	GmISU01.06G276200.5.p, GmISU01.06G276200.2.p, GmISU01.06G276200.3.p, GmISU01.06G276200.1.p, GmISU01.06G276200.4.p, GmISU01.04G096700.1.p, GmISU01.04G096700.2.p
OG0003309	VIT_212s0034g00390.1, VIT_212s0142g00600.1, VIT_212s0034g00780.1, VIT_212s0034g00290.1, VIT_212s0034g00876.1, VIT_212s0034g00410.1, VIT_212s0034g00950.2, VIT_212s0034g00950.1, VIT_216s0013g00940.1, VIT_212s0034g00670.1, VIT_212s0034g00790.1	GmISU01.15G045000.1.p
OG0003310	VIT_208s0007g05260.5	GmISU01.19G099100.6.p, GmISU01.19G099100.5.p, GmISU01.19G099100.4.p, GmISU01.19G099100.3.p, GmISU01.03G095500.3.p
OG0003310	VIT_208s0007g05260.3, VIT_208s0007g05260.4, VIT_208s0007g05260.1, VIT_208s0007g05260.2	GmISU01.19G099100.1.p, GmISU01.19G099100.2.p, GmISU01.03G095500.1.p
OG0003311	VIT_200s0189g00090.1, VIT_217s0000g03220.2, VIT_217s0000g03220.3, VIT_217s0000g03220.1, VIT_217s0000g03220.4	GmISU01.09G215100.1.p, GmISU01.18G179000.3.p, GmISU01.18G179000.2.p
OG0003312	VIT_205s0102g01160.5, VIT_205s0102g01160.4, VIT_205s0102g01160.3, VIT_205s0102g01160.1, VIT_205s0102g01160.2	GmISU01.12G046400.2.p, GmISU01.11G115800.1.p, GmISU01.11G115800.2.p, GmISU01.13G304400.1.p, GmISU01.15G027500.1.p, GmISU01.15G027500.3.p
OG0003313	VIT_210s0116g01480.2, VIT_210s0116g01480.1, VIT_219s0090g00750.1	GmISU01.02G251600.1.p, GmISU01.02G251600.2.p, GmISU01.14G020800.2.p, GmISU01.14G020800.3.p, GmISU01.14G020800.1.p
OG0003314	VIT_205s0094g00500.6, VIT_205s0094g00500.4, VIT_205s0094g00500.5, VIT_205s0094g00500.3, VIT_205s0094g00500.1, VIT_205s0094g00500.2	GmISU01.02G123500.4.p, GmISU01.02G123500.3.p, GmISU01.02G123500.1.p, GmISU01.02G123500.2.p, GmISU01.07G176000.5.p, GmISU01.07G176000.1.p
OG0003316	VIT_208s0056g00790.3, VIT_208s0056g00790.2, VIT_208s0056g00790.1	GmISU01.03G004600.13.p, GmISU01.03G004600.12.p, GmISU01.03G004600.11.p, GmISU01.03G004600.9.p, GmISU01.03G004600.10.p, GmISU01.03G004600.7.p, GmISU01.03G004600.8.p, GmISU01.19G090900.2.p, GmISU01.03G004600.1.p, GmISU01.19G090900.1.p
OG0003317	VIT_209s0002g05300.1, VIT_209s0002g05270.1	GmISU01.15G011400.1.p, GmISU01.13G319500.1.p, GmISU01.07G031100.1.p, GmISU01.08G193700.1.p
OG0003318	VIT_211s0118g00670.1	GmISU01.20G167800.1.p, GmISU01.10G148400.1.p, GmISU01.10G003900.1.p
OG0003319	VIT_213s0064g00880.1, VIT_201s0011g02090.1, VIT_213s0064g00880.2, VIT_201s0011g02095.1	GmISU01.08G069300.1.p, GmISU01.05G097200.1.p, GmISU01.08G168500.1.p, GmISU01.15G048000.2.p
OG0003320	VIT_200s0818g00010.1, VIT_200s0818g00010.2	GmISU01.13G208400.3.p, GmISU01.13G208400.2.p, GmISU01.13G208400.1.p, GmISU01.15G067300.1.p, GmISU01.13G152900.1.p, GmISU01.13G152900.3.p, GmISU01.13G152900.2.p
OG0003321	VIT_208s0040g01240.1	GmISU01.02G144950.1.p, GmISU01.03G093500.1.p, GmISU01.19G097400.1.p
OG0003321	VIT_218s0001g07410.1	GmISU01.02G180300.1.p, GmISU01.14G149600.1.p
OG0003322	VIT_207s0104g01100.1	GmISU01.03G167600.1.p, GmISU01.03G167700.1.p, GmISU01.02G136500.1.p, GmISU01.10G020900.1.p, GmISU01.19G169601.1.p
OG0003323	VIT_205s0102g01220.1	GmISU01.15G027200.1.p, GmISU01.13G304700.1.p
OG0003326	VIT_213s0106g00740.1, VIT_213s0106g00740.2, VIT_213s0106g00740.5, VIT_213s0106g00740.6, VIT_213s0106g00740.3, VIT_213s0106g00740.4	GmISU01.10G090400.1.p
OG0003327	VIT_207s0005g01920.1	GmISU01.19G181600.1.p, GmISU01.03G180300.1.p, GmISU01.02G009200.1.p, GmISU01.10G010100.1.p
OG0003327	VIT_205s0077g00520.2, VIT_205s0077g00520.1	GmISU01.15G127100.1.p, GmISU01.09G030400.2.p, GmISU01.09G030400.1.p, GmISU01.07G200300.1.p, GmISU01.17G033500.1.p
OG0003328	VIT_206s0004g01670.1, VIT_206s0004g01660.1, VIT_206s0004g01640.1	GmISU01.15G030300.1.p
OG0003328	VIT_205s0062g01270.1, VIT_205s0062g01280.1	GmISU01.14G040000.1.p, GmISU01.14G040000.3.p, GmISU01.14G040000.2.p, GmISU01.14G040100.1.p, GmISU01.02G233400.1.p, GmISU01.14G040300.1.p
OG0003329	VIT_205s0049g00980.1	GmISU01.20G169700.2.p, GmISU01.10G146800.1.p
OG0003329	VIT_207s0005g03310.3, VIT_207s0005g03310.1, VIT_207s0005g03310.2	GmISU01.19G129900.2.p, GmISU01.03G125900.1.p
OG0003330	VIT_206s0004g02190.5, VIT_206s0004g02190.1, VIT_206s0004g02190.2, VIT_206s0004g02190.4, VIT_206s0004g02190.3	GmISU01.02G262400.1.p, GmISU01.02G262400.3.p, GmISU01.02G262400.2.p, GmISU01.08G299000.1.p, GmISU01.08G299000.2.p, GmISU01.18G063700.3.p, GmISU01.18G063700.4.p, GmISU01.18G063700.2.p, GmISU01.18G063700.1.p
OG0003331	VIT_210s0405g00050.2, VIT_210s0405g00050.1, VIT_210s0405g00050.3	GmISU01.09G010600.3.p, GmISU01.09G010600.1.p
OG0003332	VIT_213s0019g02470.1	GmISU01.14G060300.1.p, GmISU01.02G214000.1.p
OG0003332	VIT_206s0004g05550.1	GmISU01.11G123300.1.p, GmISU01.12G053600.1.p
OG0003333	VIT_214s0068g01940.2, VIT_214s0068g01940.1, VIT_217s0000g01300.1	GmISU01.02G220500.1.p, GmISU01.14G049300.1.p, GmISU01.12G138600.3.p, GmISU01.12G138600.1.p, GmISU01.02G220400.3.p
OG0003334	VIT_208s0040g02700.1, VIT_206s0004g04030.1, VIT_206s0004g04030.2	GmISU01.10G042200.2.p, GmISU01.10G042200.1.p, GmISU01.13G105900.1.p, GmISU01.19G139600.1.p, GmISU01.03G136500.1.p
OG0003335	VIT_217s0000g05305.1	GmISU01.11G077000.1.p, GmISU01.02G122300.1.p
OG0003336	VIT_206s0004g03780.1	GmISU01.07G115500.1.p, GmISU01.18G134600.1.p
