Orthogroup	V_vinifera.proteins	D_muscipula.proteins
OG0004499	VIT_210s0003g03950.4, VIT_210s0003g03950.3, VIT_210s0003g03950.2, VIT_210s0003g03950.1, VIT_219s0027g00090.1	Dm_00020594-RA, Dm_00000325-RA
OG0004500	VIT_206s0004g04070.1, VIT_206s0004g04070.4, VIT_206s0004g04070.2, VIT_206s0004g04070.5, VIT_206s0004g04070.3, VIT_206s0004g04070.6	Dm_00004307-RA
OG0004501	VIT_206s0061g01080.1	Dm_00003643-RA
OG0004502	VIT_208s0032g00590.1	Dm_00011901-RA
OG0004503	VIT_213s0074g00510.3, VIT_213s0074g00510.7, VIT_213s0074g00510.6, VIT_213s0074g00510.4, VIT_213s0074g00510.2, VIT_213s0074g00510.1, VIT_213s0074g00510.5	Dm_00019086-RA
OG0004504	VIT_202s0025g04530.1	Dm_00009411-RA
OG0004505	VIT_210s0116g01730.1, VIT_210s0116g01730.2	Dm_00007537-RA, Dm_00008184-RA
OG0004506	VIT_213s0019g03290.3, VIT_213s0019g03290.1, VIT_213s0019g03290.2	Dm_00018069-RA
OG0004507	VIT_204s0044g01950.1	Dm_00018507-RA, Dm_00016878-RA
OG0004508	VIT_214s0066g00640.3, VIT_214s0066g00640.4, VIT_214s0066g00640.1, VIT_214s0066g00640.2	Dm_00020382-RA
OG0004509	VIT_208s0040g00910.8, VIT_208s0040g00910.2, VIT_208s0040g00910.5, VIT_208s0040g00910.3, VIT_208s0040g00910.4, VIT_208s0040g00910.1, VIT_208s0040g00910.6, VIT_208s0040g00910.11, VIT_208s0040g00910.10, VIT_208s0040g00910.7, VIT_208s0040g00910.9	Dm_00008847-RA
OG0004510	VIT_200s0184g00010.1	Dm_00006919-RA, Dm_00020335-RA
OG0004511	VIT_200s1291g00030.1, VIT_200s0929g00020.1	Dm_00019536-RA
OG0004512	VIT_218s0001g14020.1	Dm_00007716-RA
OG0004514	VIT_200s0207g00230.4, VIT_200s0207g00230.1, VIT_200s0207g00230.3, VIT_200s0207g00230.2	Dm_00003363-RA
OG0004515	VIT_204s0023g00160.1	Dm_00001222-RA, Dm_00001223-RA
OG0004516	VIT_204s0044g01180.3, VIT_204s0044g01180.4, VIT_204s0044g01180.5, VIT_204s0044g01180.1, VIT_204s0044g01180.2	Dm_00007809-RA
OG0004517	VIT_216s0098g01030.1, VIT_217s0000g06699.1	Dm_00000423-RA
OG0004518	VIT_209s0002g01450.3, VIT_209s0002g01450.1, VIT_209s0002g01450.2, VIT_209s0002g01450.5, VIT_209s0002g01450.4	Dm_00019769-RA
OG0004519	VIT_201s0150g00340.1	Dm_00017693-RA
OG0004519	VIT_217s0000g00070.1	Dm_00006999-RA
OG0004520	VIT_204s0008g02200.3, VIT_204s0008g02200.1, VIT_204s0008g02200.2	Dm_00002508-RA, Dm_00018267-RA
OG0004521	VIT_218s0001g09060.1	Dm_00001359-RA, Dm_00003023-RA, Dm_00003024-RA, Dm_00001360-RA
OG0004522	VIT_215s0046g03380.1	Dm_00010373-RA
OG0004523	VIT_215s0046g01940.2, VIT_215s0046g01940.4, VIT_215s0046g01940.7, VIT_215s0046g01940.9, VIT_215s0046g01940.8, VIT_215s0046g01940.5, VIT_215s0046g01940.6, VIT_215s0046g01940.1, VIT_215s0046g01940.3	Dm_00005057-RA
OG0004524	VIT_215s0048g02180.1, VIT_215s0048g02180.6, VIT_215s0048g02180.7, VIT_215s0048g02180.5, VIT_215s0048g02180.4, VIT_215s0048g02180.3, VIT_215s0048g02180.2	Dm_00011029-RA
OG0004525	VIT_207s0031g00330.3, VIT_207s0031g00330.5, VIT_207s0031g00330.2, VIT_207s0031g00330.1, VIT_207s0031g00330.4	Dm_00011814-RA
OG0004526	VIT_205s0077g00480.1	Dm_00014551-RA
OG0004527	VIT_214s0068g00870.1, VIT_214s0068g00870.3, VIT_214s0068g00870.4, VIT_214s0068g00870.2, VIT_214s0068g00870.5	Dm_00012165-RA, Dm_00014675-RA
OG0004528	VIT_214s0081g00760.1	Dm_00008326-RA, Dm_00003546-RA
OG0004529	VIT_207s0005g04510.1	Dm_00000944-RA
OG0004530	VIT_218s0001g07070.1	Dm_00007965-RA
OG0004531	VIT_201s0146g00215.1	Dm_00011001-RA
OG0004532	VIT_207s0005g02630.1, VIT_207s0005g02630.2	Dm_00016049-RA
OG0004533	VIT_203s0063g00790.1, VIT_203s0063g00770.2, VIT_203s0063g00770.1, VIT_203s0063g00800.1, VIT_203s0063g00810.1, VIT_203s0063g00780.1	Dm_00016522-RA
OG0004535	VIT_207s0141g00580.1	Dm_00015001-RA, Dm_00010366-RA
OG0004536	VIT_218s0001g03270.2, VIT_218s0001g03270.1	Dm_00009183-RA
OG0004537	VIT_217s0000g07870.3, VIT_217s0000g07870.4, VIT_217s0000g07870.1, VIT_217s0000g07870.2	Dm_00002604-RA
OG0004538	VIT_207s0005g00210.3	Dm_00006669-RA
OG0004539	VIT_203s0038g01380.1, VIT_203s0038g01380.3, VIT_203s0038g01380.2	Dm_00020678-RA
OG0004540	VIT_218s0072g00690.1	Dm_00013267-RA
OG0004541	VIT_201s0010g02450.1	Dm_00011696-RA
OG0004542	VIT_206s0009g02100.2, VIT_206s0009g02100.1, VIT_206s0009g02100.7, VIT_206s0009g02100.8, VIT_206s0009g02100.6, VIT_206s0009g02100.5, VIT_206s0009g02100.3, VIT_206s0009g02100.4, VIT_206s0009g02100.10, VIT_206s0009g02100.9	Dm_00013272-RA
OG0004543	VIT_204s0008g00550.2, VIT_204s0008g00550.6, VIT_204s0008g00550.5, VIT_204s0008g00550.4, VIT_204s0008g00550.7, VIT_204s0008g00550.3, VIT_204s0008g00550.1, VIT_204s0008g00550.8	Dm_00000664-RA
OG0004544	VIT_204s0044g01000.1, VIT_204s0044g01010.1, VIT_204s0044g01030.1	Dm_00021005-RA, Dm_00006773-RA
OG0004545	VIT_200s0238g00020.1, VIT_200s0238g00030.1	Dm_00018348-RA
OG0004545	VIT_212s0035g01170.1, VIT_212s0035g01340.1	Dm_00014859-RA
OG0004546	VIT_203s0038g02470.1, VIT_218s0001g14840.1	Dm_00018646-RA, Dm_00017238-RA
OG0004548	VIT_215s0021g00650.1	Dm_00008639-RA
OG0004549	VIT_217s0000g05110.1	Dm_00011842-RA
OG0004550	VIT_217s0000g04790.1	Dm_00009964-RA
OG0004551	VIT_204s0079g00630.1, VIT_204s0079g00630.2, VIT_201s0011g06580.1, VIT_201s0011g06580.2, VIT_201s0011g06580.3	Dm_00013416-RA
OG0004552	VIT_209s0018g01620.2, VIT_209s0018g01620.1	Dm_00005830-RA
OG0004553	VIT_217s0000g08920.1	Dm_00005177-RA
OG0004554	VIT_214s0083g00960.1, VIT_214s0083g00960.3, VIT_214s0083g00960.2, VIT_214s0083g00960.4	Dm_00014052-RA
OG0004555	VIT_201s0026g02200.1, VIT_217s0000g06020.1	Dm_00019549-RA, Dm_00016409-RA
OG0004556	VIT_217s0119g00350.1	Dm_00006750-RA
OG0004557	VIT_216s0039g01220.1, VIT_214s0006g02890.5, VIT_214s0006g02890.1, VIT_214s0006g02890.2, VIT_214s0006g02890.3, VIT_214s0006g02890.4, VIT_217s0000g03600.3, VIT_217s0000g03600.2, VIT_217s0000g03600.1, VIT_217s0000g03600.4	Dm_00009852-RA
OG0004558	VIT_216s0013g00740.1, VIT_216s0013g00730.1	Dm_00009757-RA, Dm_00009559-RA
OG0004559	VIT_202s0012g00990.1, VIT_202s0012g00990.2	Dm_00005243-RA, Dm_00011807-RA
OG0004560	VIT_201s0010g01200.1, VIT_201s0010g01200.2	Dm_00015841-RA
OG0004561	VIT_217s0000g08660.3, VIT_217s0000g08660.6, VIT_217s0000g08660.5, VIT_217s0000g08660.1, VIT_217s0000g08660.2, VIT_217s0000g08660.4	Dm_00008790-RA
OG0004562	VIT_201s0011g03110.1	Dm_00012382-RA, Dm_00018751-RA
OG0004563	VIT_217s0053g00590.1	Dm_00012905-RA, Dm_00018599-RA
OG0004564	VIT_201s0026g02720.2, VIT_201s0026g02720.4, VIT_210s0116g00070.1, VIT_201s0026g02720.3, VIT_201s0026g02720.1, VIT_201s0026g02720.6, VIT_201s0026g02720.5	Dm_00002167-RA
OG0004565	VIT_217s0000g04980.1	Dm_00014184-RA
OG0004566	VIT_201s0011g03210.1	Dm_00007790-RA
OG0004567	VIT_211s0065g01090.2, VIT_211s0065g01090.1, VIT_201s0010g01890.1	Dm_00008159-RA
OG0004568	VIT_214s0068g02070.7, VIT_214s0068g02070.4, VIT_214s0068g02070.2, VIT_214s0068g02070.6, VIT_214s0068g02070.1, VIT_214s0068g02070.3, VIT_214s0068g02070.5	Dm_00012588-RA
OG0004569	VIT_202s0087g00910.1, VIT_202s0087g00930.1	Dm_00006657-RA
OG0004569	VIT_216s0039g01370.1	Dm_00017475-RA, Dm_00011985-RA
OG0004570	VIT_209s0002g00350.3, VIT_209s0002g00350.2, VIT_209s0002g00350.1	Dm_00012188-RA
OG0004571	VIT_217s0000g08750.1	Dm_00008794-RA
OG0004572	VIT_217s0000g07440.4, VIT_217s0000g07440.5, VIT_217s0000g07440.2, VIT_217s0000g07440.1	Dm_00006795-RA, Dm_00011822-RA
OG0004573	VIT_215s0021g01220.1	Dm_00015498-RA
OG0004573	VIT_200s0204g00020.1	Dm_00020342-RA
OG0004574	VIT_202s0033g01110.1	Dm_00017566-RA, Dm_00006175-RA
OG0004575	VIT_216s0039g02520.1	Dm_00000408-RA
OG0004577	VIT_216s0039g01900.3, VIT_216s0039g01900.2, VIT_216s0039g01900.1, VIT_202s0012g01940.1, VIT_202s0012g01940.2	Dm_00016901-RA
OG0004578	VIT_209s0002g02600.1	Dm_00018823-RA, Dm_00018003-RA, Dm_00014931-RA
OG0004581	VIT_217s0000g06330.3, VIT_217s0000g06330.9, VIT_217s0000g06330.6, VIT_217s0000g06330.7, VIT_217s0000g06330.8, VIT_217s0000g06330.4, VIT_217s0000g06330.2, VIT_217s0000g06330.1, VIT_217s0000g06330.5	Dm_00010387-RA, Dm_00010389-RA
OG0004582	VIT_214s0006g01660.3, VIT_214s0006g01660.2, VIT_214s0006g01660.1, VIT_214s0006g01660.4	Dm_00019479-RA
OG0004583	VIT_217s0000g04140.1, VIT_217s0000g04140.2	Dm_00004424-RA
OG0004585	VIT_214s0066g02170.1	Dm_00013914-RA
OG0004587	VIT_218s0001g08020.2, VIT_218s0001g08020.1, VIT_218s0001g08020.8, VIT_218s0001g08020.5, VIT_218s0001g08020.3, VIT_218s0001g08020.6, VIT_218s0001g08020.7, VIT_218s0001g08020.4	Dm_00004590-RA
OG0004588	VIT_214s0006g00910.3, VIT_214s0006g00910.4, VIT_214s0006g00910.1, VIT_214s0006g00910.7, VIT_214s0006g00910.6, VIT_214s0006g00910.2, VIT_214s0006g00910.5	Dm_00000357-RA
OG0004590	VIT_214s0083g00740.2, VIT_214s0083g00740.1	Dm_00005073-RA, Dm_00012193-RA
OG0004591	VIT_201s0011g05030.1, VIT_201s0011g05030.2	Dm_00003201-RA, Dm_00003274-RA
OG0004592	VIT_216s0039g00080.3, VIT_216s0039g00080.2, VIT_216s0039g00080.1	Dm_00013666-RA
OG0004593	VIT_201s0010g03880.3, VIT_201s0010g03880.1, VIT_201s0010g03880.2	Dm_00015258-RA
OG0004595	VIT_202s0012g02030.2, VIT_202s0012g02030.1	Dm_00008959-RA
OG0004596	VIT_217s0000g03950.1	Dm_00011347-RA
OG0004599	VIT_208s0040g00970.1	Dm_00008845-RA, Dm_00004480-RA
OG0004600	VIT_208s0007g02520.1	Dm_00000064-RA, Dm_00002535-RA
OG0004601	VIT_208s0007g06660.1, VIT_208s0007g06660.2	Dm_00008843-RA
OG0004605	VIT_217s0053g00430.3, VIT_217s0053g00430.4, VIT_217s0053g00430.2, VIT_217s0053g00430.1	Dm_00010085-RA
OG0004606	VIT_210s0003g02260.2, VIT_210s0003g02320.1, VIT_210s0003g02260.1, VIT_210s0003g02260.3, VIT_210s0003g02280.1, VIT_216s0022g00430.1, VIT_216s0022g00420.1, VIT_210s0003g02400.1, VIT_210s0003g02340.1, VIT_210s0003g02350.1, VIT_210s0003g02360.1, VIT_210s0003g02380.1, VIT_210s0003g02330.1, VIT_210s0003g02290.1, VIT_210s0003g02390.1, VIT_210s0003g02300.1	Dm_00012732-RA
OG0004622	VIT_208s0007g06230.4, VIT_208s0007g06230.3, VIT_208s0007g06230.2, VIT_208s0007g06230.1	Dm_00017924-RA, Dm_00014269-RA
OG0004623	VIT_204s0023g02460.2, VIT_204s0023g02460.1, VIT_204s0023g02460.4, VIT_204s0023g02460.3	Dm_00014781-RA
OG0004624	VIT_207s0031g01650.3, VIT_207s0031g01650.1, VIT_207s0031g01650.2, VIT_207s0031g01610.1	Dm_00016200-RA
OG0004626	VIT_204s0023g00130.3, VIT_204s0023g00130.2, VIT_204s0023g00130.8, VIT_204s0023g00130.9, VIT_204s0023g00130.4, VIT_204s0023g00130.6, VIT_204s0023g00130.7, VIT_204s0023g00130.5, VIT_204s0023g00130.1	Dm_00001973-RA
OG0004628	VIT_202s0012g02530.2, VIT_202s0012g02530.1	Dm_00014571-RA
OG0004629	VIT_213s0084g00600.4, VIT_213s0084g00600.6, VIT_213s0084g00600.7, VIT_213s0084g00600.5, VIT_213s0084g00600.3, VIT_213s0084g00600.1, VIT_213s0084g00600.2	Dm_00014290-RA, Dm_00009400-RA, Dm_00009401-RA, Dm_00014289-RA
OG0004630	VIT_208s0007g03360.1	Dm_00000790-RA
OG0004633	VIT_201s0011g06030.4, VIT_201s0011g06030.2, VIT_201s0011g06030.3, VIT_201s0011g06030.5, VIT_201s0011g06030.1	Dm_00001938-RA
OG0004634	VIT_218s0001g12630.2, VIT_218s0001g12630.1	Dm_00002742-RA
OG0004636	VIT_204s0008g02790.5, VIT_204s0008g02790.7, VIT_204s0008g02790.4, VIT_204s0008g02790.2, VIT_204s0008g02790.1, VIT_204s0008g02790.6, VIT_204s0008g02790.3	Dm_00001149-RA
OG0004637	VIT_207s0031g02990.1, VIT_207s0031g02950.1, VIT_207s0031g02930.1	Dm_00002524-RA
OG0004638	VIT_207s0005g01380.1	Dm_00006522-RA
OG0004639	VIT_211s0016g01440.1, VIT_211s0016g01440.2	Dm_00015080-RA, Dm_00017304-RA
OG0004640	VIT_219s0090g01030.3, VIT_219s0090g01030.2, VIT_219s0090g01030.1	Dm_00013899-RA
OG0004641	VIT_201s0137g00250.1, VIT_212s0028g00350.2, VIT_212s0028g00350.1	Dm_00012627-RA
OG0004643	VIT_207s0151g00500.1, VIT_207s0151g00500.2	Dm_00005042-RA
OG0004644	VIT_207s0141g00300.1, VIT_207s0289g00040.1	Dm_00005923-RA
OG0004645	VIT_217s0000g00480.4, VIT_217s0000g00480.6, VIT_217s0000g00480.5, VIT_217s0000g00480.1, VIT_217s0000g00480.2, VIT_217s0000g00480.3	Dm_00012417-RA, Dm_00003248-RA
OG0004646	VIT_214s0060g01580.4, VIT_214s0060g01580.3, VIT_214s0060g01580.2, VIT_214s0060g01580.1	Dm_00001795-RA, Dm_00001638-RA
OG0004649	VIT_206s0004g07080.2, VIT_206s0004g07080.3, VIT_206s0004g07080.4, VIT_206s0004g07080.1	Dm_00005260-RA
OG0004650	VIT_204s0023g00800.4, VIT_204s0023g00800.8	Dm_00001207-RA, Dm_00009026-RA
OG0004652	VIT_205s0029g00330.1, VIT_217s0000g09840.1	Dm_00002564-RA, Dm_00001535-RA
OG0004653	VIT_206s0009g03450.1, VIT_206s0009g03450.2	Dm_00011470-RA
OG0004654	VIT_204s0023g00690.1	Dm_00009031-RA, Dm_00001210-RA
OG0004655	VIT_200s0233g00070.1	Dm_00013290-RA
OG0004656	VIT_214s0036g00500.1	Dm_00008495-RA
OG0004658	VIT_213s0047g01050.1, VIT_213s0047g01050.2, VIT_213s0047g01050.5, VIT_213s0047g01050.3, VIT_213s0047g01050.4, VIT_214s0006g00860.1	Dm_00000359-RA
OG0004660	VIT_206s0009g02390.1	Dm_00009748-RA, Dm_00018549-RA
OG0004661	VIT_207s0005g03520.1, VIT_207s0005g03520.2	Dm_00008668-RA
OG0004662	VIT_211s0037g00190.1, VIT_211s0037g00190.2	Dm_00005365-RA
OG0004663	VIT_208s0007g02840.1	Dm_00001399-RA
OG0004665	VIT_208s0007g06190.2, VIT_208s0007g06190.1	Dm_00011338-RA
OG0004666	VIT_206s0004g03450.1	Dm_00009187-RA
OG0004667	VIT_207s0005g06420.2, VIT_207s0005g06420.4, VIT_207s0005g06420.5, VIT_207s0005g06420.1, VIT_207s0005g06420.3	Dm_00013594-RA
OG0004668	VIT_213s0064g00360.1, VIT_213s0064g00360.2, VIT_213s0064g00360.4, VIT_213s0064g00360.6, VIT_213s0064g00360.3, VIT_213s0064g00360.5	Dm_00014665-RA
OG0004669	VIT_208s0007g05750.1, VIT_208s0007g05750.2	Dm_00007821-RA
OG0004670	VIT_205s0029g00210.1	Dm_00001552-RA
OG0004671	VIT_205s0020g00380.1	Dm_00020083-RA, Dm_00004358-RA
OG0004672	VIT_206s0061g00900.4, VIT_206s0061g00900.2, VIT_206s0061g00900.3, VIT_206s0061g00900.5, VIT_206s0061g00900.1	Dm_00013712-RA
OG0004673	VIT_209s0070g00240.1	Dm_00002314-RA
OG0004674	VIT_206s0004g03380.1	Dm_00010681-RA, Dm_00017049-RA
OG0004675	VIT_204s0159g00020.2, VIT_204s0159g00020.3, VIT_204s0159g00020.6, VIT_204s0159g00020.5, VIT_204s0159g00020.10, VIT_204s0159g00020.8, VIT_204s0159g00020.4, VIT_204s0159g00020.7, VIT_204s0159g00020.1, VIT_204s0159g00020.9	Dm_00002556-RA
OG0004676	VIT_207s0104g01270.2, VIT_207s0104g01270.1	Dm_00011826-RA
OG0004677	VIT_214s0036g01060.1, VIT_214s0036g01060.4, VIT_214s0036g01060.5, VIT_214s0036g01090.1, VIT_214s0036g01060.2, VIT_214s0036g01060.3	Dm_00004718-RA
OG0004678	VIT_200s2313g00010.1	Dm_00007835-RA
OG0004679	VIT_214s0060g02400.3, VIT_214s0060g02400.1, VIT_214s0060g02400.2	Dm_00013064-RA, Dm_00000600-RA
OG0004680	VIT_214s0060g02420.3, VIT_214s0060g02420.4, VIT_214s0060g02420.1, VIT_214s0060g02420.2	Dm_00000598-RA
OG0004681	VIT_203s0038g02180.1	Dm_00009259-RA, Dm_00006983-RA
OG0004682	VIT_212s0028g03490.4, VIT_212s0028g03490.6, VIT_212s0028g03490.5, VIT_212s0028g03490.7, VIT_212s0028g03490.1, VIT_212s0028g03490.3, VIT_212s0028g03490.2	Dm_00008309-RA
OG0004683	VIT_203s0038g02370.4, VIT_203s0038g02370.9, VIT_203s0038g02370.6, VIT_203s0038g02370.7, VIT_203s0038g02370.8, VIT_203s0038g02370.5, VIT_203s0038g02370.3, VIT_203s0038g02370.2, VIT_203s0038g02370.1	Dm_00005612-RA
OG0004684	VIT_200s0324g00040.1	Dm_00003806-RA, Dm_00001916-RA
OG0004685	VIT_203s0063g02480.2, VIT_203s0063g02480.1	Dm_00009762-RA
OG0004687	VIT_218s0001g13460.1	Dm_00010453-RA
OG0004688	VIT_208s0032g00890.4, VIT_212s0121g00380.1, VIT_208s0032g00890.1, VIT_208s0032g00890.2, VIT_212s0121g00230.1	Dm_00004859-RA
OG0004689	VIT_206s0009g01800.4, VIT_206s0009g01800.3, VIT_206s0009g01800.2, VIT_206s0009g01800.1	Dm_00002458-RA
OG0004690	VIT_218s0001g07120.1	Dm_00011306-RA, Dm_00015526-RA
OG0004691	VIT_203s0063g02320.1	Dm_00015739-RA
OG0004692	VIT_209s0002g05230.1	Dm_00002239-RA
OG0004693	VIT_203s0097g00550.1	Dm_00002621-RA
OG0004696	VIT_216s0100g00350.4, VIT_216s0100g00350.1, VIT_216s0100g00350.2, VIT_216s0100g00350.5, VIT_216s0100g00350.3	Dm_00011885-RA
OG0004698	VIT_207s0129g00020.2, VIT_207s0129g00020.3, VIT_207s0129g00020.1	Dm_00006592-RA
OG0004699	VIT_203s0180g00270.1	Dm_00008257-RA
OG0004700	VIT_213s0019g03330.2, VIT_213s0019g03330.1, VIT_213s0019g03330.3, VIT_213s0019g03330.4	Dm_00015187-RA
OG0004701	VIT_210s0003g00620.1	Dm_00000704-RA
OG0004702	VIT_203s0038g03990.4, VIT_203s0038g03990.3, VIT_203s0038g03990.2, VIT_203s0038g03990.1	Dm_00015419-RA
OG0004703	VIT_203s0097g00620.4, VIT_203s0097g00620.1, VIT_203s0097g00620.3, VIT_203s0097g00620.2	Dm_00008595-RA
OG0004704	VIT_204s0023g03440.1, VIT_204s0023g03440.2, VIT_204s0023g03440.3	Dm_00013940-RA
OG0004705	VIT_218s0001g05530.1	Dm_00007881-RA
OG0004706	VIT_218s0122g00530.1, VIT_203s0038g04140.5, VIT_203s0038g04140.1, VIT_203s0038g04140.4, VIT_203s0038g04140.3, VIT_203s0038g04140.2	Dm_00008050-RA
OG0004707	VIT_218s0001g06390.1	Dm_00016007-RA
OG0004708	VIT_201s0137g00640.4, VIT_201s0137g00640.3, VIT_201s0137g00640.2, VIT_201s0137g00640.1	Dm_00018525-RA
OG0004709	VIT_200s0304g00050.1	Dm_00018959-RA
OG0004710	VIT_203s0088g00270.1	Dm_00016635-RA
OG0004711	VIT_204s0023g03020.1	Dm_00005016-RA
OG0004712	VIT_212s0034g01080.2, VIT_212s0034g01080.3, VIT_212s0034g01080.1	Dm_00016544-RA
OG0004713	VIT_203s0038g02190.1	Dm_00020147-RA
OG0004714	VIT_212s0059g02030.1	Dm_00011416-RA, Dm_00017410-RA
OG0004715	VIT_218s0001g06760.1	Dm_00020656-RA
OG0004716	VIT_207s0129g00350.1	Dm_00016252-RA
OG0004717	VIT_207s0129g00220.3, VIT_207s0129g00220.2, VIT_207s0129g00220.4, VIT_207s0129g00220.1	Dm_00006600-RA
OG0004718	VIT_218s0001g00480.1	Dm_00012517-RA, Dm_00000574-RA
OG0004719	VIT_208s0056g00500.1	Dm_00000008-RA
OG0004722	VIT_219s0090g00990.1, VIT_219s0090g00990.2, VIT_219s0090g00990.4, VIT_219s0090g00990.3	Dm_00011382-RA
OG0004722	VIT_212s0059g01080.1, VIT_212s0059g01080.2	Dm_00001756-RA
OG0004724	VIT_204s0008g00800.3, VIT_204s0008g00800.2, VIT_204s0008g00800.1	Dm_00006811-RA
OG0004725	VIT_219s0093g00560.2, VIT_219s0093g00560.5, VIT_219s0093g00560.3, VIT_219s0093g00560.4, VIT_219s0093g00560.1, VIT_219s0093g00560.6	Dm_00003318-RA
OG0004726	VIT_219s0014g01920.1	Dm_00012714-RA, Dm_00012713-RA
OG0004727	VIT_212s0059g00520.2, VIT_212s0059g00520.1	Dm_00004885-RA
OG0004728	VIT_213s0019g00510.2, VIT_213s0019g00510.1, VIT_213s0019g00510.4	Dm_00013490-RA
OG0004729	VIT_207s0255g00040.1	Dm_00001076-RA
OG0004730	VIT_211s0016g03926.1	Dm_00007076-RA
OG0004731	VIT_211s0016g01990.6, VIT_211s0016g01990.4, VIT_211s0016g01990.2, VIT_211s0016g01990.1, VIT_211s0016g01990.3, VIT_211s0016g01990.5	Dm_00009307-RA
OG0004732	VIT_205s0049g02190.1, VIT_219s0014g04680.2, VIT_219s0014g04680.1, VIT_219s0014g04680.3, VIT_219s0014g04680.4	Dm_00006801-RA
OG0004733	VIT_210s0003g01420.1	Dm_00002312-RA
OG0004734	VIT_218s0117g00220.1, VIT_218s0117g00220.2	Dm_00009989-RA
OG0004735	VIT_212s0057g01240.1	Dm_00007949-RA
OG0004736	VIT_201s0011g06550.3, VIT_201s0011g06550.2, VIT_201s0011g06550.1	Dm_00015060-RA
OG0004737	VIT_210s0003g02220.2, VIT_210s0003g02220.3, VIT_210s0003g02220.1, VIT_210s0003g02220.4, VIT_210s0003g02170.1	Dm_00015236-RA
OG0004739	VIT_219s0014g02320.1, VIT_219s0014g02320.4, VIT_219s0014g02320.2, VIT_219s0014g02320.3	Dm_00014500-RA
OG0004740	VIT_215s0045g00310.4, VIT_215s0045g00310.6, VIT_215s0045g00310.5, VIT_215s0045g00310.2, VIT_215s0045g00310.3, VIT_215s0045g00310.1	Dm_00020245-RA
OG0004742	VIT_216s0050g00880.2	Dm_00003298-RA, Dm_00015511-RA
OG0004743	VIT_215s0046g00140.2	Dm_00009277-RA, Dm_00004201-RA
OG0004744	VIT_216s0050g01000.2, VIT_216s0050g01000.1	Dm_00010709-RA
OG0004745	VIT_216s0100g00470.1	Dm_00013326-RA, Dm_00003070-RA
OG0004747	VIT_204s0008g00730.3, VIT_204s0008g00730.6, VIT_204s0008g00730.5, VIT_204s0008g00730.2, VIT_204s0008g00730.1, VIT_204s0008g00730.4	Dm_00015569-RA, Dm_00018484-RA
OG0004748	VIT_215s0048g00800.1	Dm_00002917-RA
OG0004749	VIT_200s0591g00010.1, VIT_200s0591g00010.4, VIT_200s0591g00010.3, VIT_200s0591g00010.5, VIT_200s0591g00010.7, VIT_200s0591g00010.6, VIT_200s0591g00010.2	Dm_00016089-RA
OG0004750	VIT_202s0025g04990.3, VIT_202s0025g04990.4, VIT_202s0025g04990.2, VIT_202s0025g04990.1	Dm_00010434-RA, Dm_00003963-RA
OG0004751	VIT_204s0008g05570.1, VIT_204s0008g05570.2	Dm_00012787-RA
OG0004752	VIT_209s0054g00820.1	Dm_00018002-RA
OG0004753	VIT_211s0149g00030.1	Dm_00000267-RA, Dm_00011691-RA
OG0004754	VIT_204s0008g03370.6, VIT_204s0008g03370.4, VIT_204s0008g03370.5, VIT_204s0008g03370.1, VIT_204s0008g03370.2, VIT_204s0008g03370.3	Dm_00000657-RA
OG0004755	VIT_204s0008g02720.1, VIT_204s0008g02720.2	Dm_00013660-RA
OG0004756	VIT_214s0128g00170.1, VIT_214s0128g00170.2, VIT_200s0340g00070.2, VIT_200s0340g00070.1	Dm_00013598-RA
OG0004757	VIT_206s0004g00700.2, VIT_206s0004g00700.3	Dm_00007999-RA, Dm_00019144-RA
OG0004758	VIT_204s0008g06930.1, VIT_209s0002g07540.1	Dm_00002334-RA
OG0004759	VIT_215s0048g02090.2, VIT_215s0048g02090.1, VIT_215s0048g02100.1, VIT_215s0048g02110.1, VIT_215s0048g02110.3, VIT_215s0048g02110.2, VIT_215s0048g02110.4	Dm_00020082-RA
OG0004760	VIT_204s0008g02230.1	Dm_00008360-RA, Dm_00001027-RA
OG0004761	VIT_211s0016g03410.4, VIT_211s0016g03410.1, VIT_211s0016g03410.5, VIT_211s0016g03410.3, VIT_211s0016g03410.2	Dm_00008798-RA, Dm_00008797-RA
OG0004762	VIT_211s0016g05820.1, VIT_211s0016g05820.4, VIT_211s0016g05820.3, VIT_211s0016g05820.2	Dm_00003797-RA, Dm_00012939-RA, Dm_00012938-RA
OG0004763	VIT_209s0002g03710.1	Dm_00012244-RA
OG0004765	VIT_202s0025g04660.1, VIT_202s0025g04660.2, VIT_202s0025g04660.3	Dm_00015953-RA
OG0004766	VIT_211s0037g00610.2, VIT_211s0037g00610.4, VIT_211s0037g00610.3, VIT_211s0037g00610.1	Dm_00001009-RA
OG0004767	VIT_204s0008g02600.1, VIT_209s0018g01330.1	Dm_00014732-RA, Dm_00006976-RA
OG0004768	VIT_216s0050g02240.1, VIT_215s0046g01470.2, VIT_215s0046g01470.1	Dm_00008062-RA, Dm_00006073-RA
OG0004770	VIT_209s0002g04430.1	Dm_00007079-RA
OG0004772	VIT_209s0002g01020.1	Dm_00008759-RA, Dm_00014709-RA
OG0004774	VIT_215s0046g03770.1	Dm_00008397-RA
OG0004776	VIT_206s0004g03020.1, VIT_206s0004g03020.2	Dm_00018955-RA
OG0004777	VIT_211s0016g04480.2, VIT_211s0016g04480.1	Dm_00001043-RA, Dm_00000112-RA
OG0004778	VIT_204s0008g02580.1	Dm_00019571-RA
