Orthogroup	S_lycopersicum.proteins	V_vinifera.proteins
OG0005401	Solyc03g005140.2.1, Solyc01g010530.1.1, Solyc06g054270.3.1, Solyc03g005150.3.1	VIT_205s0020g03100.1, VIT_205s0020g03100.3, VIT_205s0020g03100.2, VIT_213s0019g01320.1, VIT_213s0019g01480.1, VIT_209s0018g02060.1, VIT_213s0019g01500.1
OG0005402	Solyc07g055740.1.1, Solyc07g055750.3.1, Solyc04g040090.3.1, Solyc10g079610.2.1	VIT_208s0007g05370.1
OG0005403	Solyc01g100330.3.1	VIT_214s0060g01370.4, VIT_214s0060g01370.2, VIT_214s0060g01370.3, VIT_214s0060g01370.1, VIT_214s0060g01370.5
OG0005404	Solyc02g069090.2.1, Solyc02g069100.3.1, Solyc02g069110.3.1	VIT_207s0005g02820.3, VIT_207s0005g02820.1, VIT_207s0005g02820.2
OG0005405	Solyc01g100780.3.1	VIT_214s0060g00890.1, VIT_214s0060g00890.2
OG0005406	Solyc10g084160.2.1	VIT_207s0031g00010.1, VIT_207s0031g00010.2, VIT_207s0031g00010.3
OG0005407	Solyc01g080490.2.1	VIT_205s0020g02280.1
OG0005408	Solyc01g007120.3.1	VIT_205s0094g01560.3, VIT_205s0094g01560.1, VIT_205s0094g01560.2, VIT_205s0094g01560.6, VIT_205s0094g01560.4, VIT_205s0094g01560.5
OG0005409	Solyc11g065740.2.1	VIT_206s0004g02200.2, VIT_206s0004g02200.3, VIT_206s0004g02200.1, VIT_213s0064g00900.1
OG0005410	Solyc06g071070.1.1, Solyc06g071060.1.1, Solyc08g008445.1.1	VIT_208s0007g07530.1
OG0005411	Solyc01g010750.3.1	VIT_208s0007g07660.1, VIT_208s0007g07660.2, VIT_208s0007g07660.3
OG0005412	Solyc09g009370.3.1	VIT_205s0020g00410.1
OG0005413	Solyc06g074960.3.1	VIT_206s0061g00380.1, VIT_206s0061g00380.3, VIT_206s0061g00380.2
OG0005414	Solyc06g008190.1.1	VIT_201s0137g00590.2, VIT_201s0137g00590.1
OG0005415	Solyc06g082390.3.1	VIT_206s0004g07670.3, VIT_206s0004g07670.4, VIT_206s0004g07670.5, VIT_206s0004g07670.1, VIT_206s0004g07670.2
OG0005416	Solyc08g007520.3.1	VIT_204s0008g06260.2, VIT_204s0008g06260.1, VIT_204s0008g06260.3, VIT_204s0008g06260.4, VIT_204s0008g06260.5
OG0005417	Solyc07g045390.2.1	VIT_214s0060g01710.1
OG0005418	Solyc09g005570.3.1	VIT_208s0105g00420.2, VIT_208s0105g00420.1
OG0005419	Solyc06g065170.3.1	VIT_212s0057g00590.1
OG0005422	Solyc11g072750.2.1, Solyc11g072760.1.1	VIT_206s0004g03820.1, VIT_206s0004g03750.1
OG0005422	Solyc11g072830.1.1	VIT_206s0004g03830.1
OG0005423	Solyc12g021130.2.1	VIT_205s0102g01170.4, VIT_205s0102g01170.3, VIT_205s0102g01170.2, VIT_205s0102g01170.1
OG0005424	Solyc12g019000.2.1, Solyc08g015650.3.1, Solyc12g096640.2.1	VIT_205s0094g01400.1
OG0005425	Solyc10g085680.2.1	VIT_208s0058g01450.1
OG0005426	Solyc06g050350.3.1	VIT_213s0067g02400.1
OG0005426	Solyc09g042710.3.1	VIT_208s0058g01020.1
OG0005427	Solyc06g049080.3.1	VIT_213s0067g02990.1, VIT_206s0004g07950.1
OG0005428	Solyc11g067110.2.1, Solyc11g067140.2.1	VIT_206s0061g01610.1
OG0005429	Solyc01g096570.3.1	VIT_213s0084g00580.1, VIT_206s0009g02780.3, VIT_206s0009g02780.1, VIT_206s0009g02780.2, VIT_206s0009g02780.4
OG0005430	Solyc07g018350.2.1	VIT_211s0016g04090.1, VIT_211s0016g04090.2
OG0005431	Solyc03g121180.3.1, Solyc03g121170.3.1	VIT_209s0002g03140.1, VIT_209s0002g03140.3, VIT_209s0002g03140.4, VIT_209s0002g03140.2
OG0005432	Solyc11g068510.2.1	VIT_206s0080g00540.2, VIT_206s0080g00540.3, VIT_206s0080g00540.5, VIT_206s0080g00540.4, VIT_206s0080g00540.1
OG0005433	Solyc01g057850.3.1, Solyc01g057840.3.1	VIT_215s0045g00300.1
OG0005434	Solyc06g073110.3.1	VIT_205s0102g01200.3, VIT_205s0102g01200.2, VIT_205s0102g01200.4, VIT_205s0102g01200.1
OG0005435	Solyc09g005880.1.1	VIT_213s0067g03860.1
OG0005436	Solyc03g095410.3.1	VIT_215s0046g02200.1
OG0005437	Solyc01g098740.3.1	VIT_214s0128g00160.3, VIT_214s0128g00160.4, VIT_214s0128g00160.5, VIT_214s0128g00160.2, VIT_214s0128g00160.1
OG0005438	Solyc09g010060.3.1, Solyc10g083310.2.1	VIT_208s0007g03090.1, VIT_208s0007g03090.2
OG0005439	Solyc01g081380.3.1	VIT_215s0024g01470.1
OG0005440	Solyc09g009130.3.1, Solyc10g083580.2.1, Solyc11g066880.2.1, Solyc06g074540.3.1	VIT_208s0007g03870.1, VIT_208s0007g03870.2
OG0005441	Solyc01g097730.3.1	VIT_216s0050g00130.2, VIT_216s0050g00130.3, VIT_216s0050g00130.1
OG0005442	Solyc02g043875.1.1, Solyc02g043860.3.1	VIT_206s0004g07990.3, VIT_206s0004g07990.4, VIT_206s0004g07990.5, VIT_206s0004g07990.2, VIT_206s0004g07990.1
OG0005443	Solyc06g051730.3.1	VIT_213s0067g00720.1, VIT_213s0067g00720.2, VIT_213s0067g00720.5, VIT_213s0067g00720.3
OG0005444	Solyc06g008360.3.1, Solyc06g083850.3.1, Solyc09g025310.3.1	VIT_207s0005g03610.1
OG0005445	Solyc08g029130.3.1, Solyc06g065730.3.1	VIT_204s0008g05880.1
OG0005446	Solyc06g048920.3.1, Solyc06g048900.1.1	VIT_213s0067g03080.1
OG0005447	Solyc10g083530.2.1, Solyc09g009220.3.1	VIT_208s0007g03780.1, VIT_208s0007g03780.2
OG0005448	Solyc05g052540.2.1, Solyc03g096030.3.1, Solyc06g051350.3.1	VIT_213s0067g01180.1, VIT_213s0067g01180.2
OG0005449	Solyc01g080240.3.1	VIT_205s0020g02530.1, VIT_205s0020g02530.5, VIT_205s0020g02530.2, VIT_205s0020g02530.4, VIT_205s0020g02530.3
OG0005450	Solyc11g065240.2.1	VIT_206s0061g00080.1
OG0005451	Solyc09g009300.3.1	VIT_205s0020g01520.1
OG0005452	Solyc10g085150.2.1	VIT_206s0004g06540.1
OG0005453	Solyc03g063350.3.1	VIT_208s0007g06530.5, VIT_208s0007g06530.4, VIT_208s0007g06530.1, VIT_208s0007g06530.3, VIT_208s0007g06530.2
OG0005454	Solyc04g009920.3.1, Solyc05g055040.3.1	VIT_214s0036g00430.1, VIT_214s0036g00430.4, VIT_214s0036g00430.3, VIT_214s0036g00430.2
OG0005455	Solyc09g008830.3.1	VIT_208s0007g04180.1, VIT_208s0007g04180.2, VIT_208s0007g04180.3, VIT_208s0007g04180.4
OG0005457	Solyc08g014470.3.1	VIT_213s0067g02940.1
OG0005458	Solyc03g051900.3.1	VIT_208s0007g07130.2, VIT_208s0007g07130.1
OG0005459	Solyc10g083160.2.1	VIT_208s0007g02610.1, VIT_208s0007g02610.5, VIT_208s0007g02610.4, VIT_208s0007g02610.2, VIT_208s0007g02610.3
OG0005460	Solyc09g090380.1.1	VIT_205s0049g01430.1, VIT_207s0005g03815.1
OG0005461	Solyc08g074560.3.1	VIT_204s0008g02560.1
OG0005462	Solyc10g081850.2.1, Solyc01g006950.3.1	VIT_208s0032g01150.1
OG0005463	Solyc08g014060.3.1	VIT_205s0094g00460.1, VIT_205s0094g00460.2, VIT_205s0094g00460.4, VIT_205s0094g00460.5, VIT_205s0094g00460.6, VIT_205s0094g00460.7, VIT_205s0094g00460.3
OG0005464	Solyc02g078285.1.1, Solyc02g078300.3.1	VIT_207s0005g01230.4, VIT_207s0005g01230.2, VIT_207s0005g01230.3, VIT_207s0005g01230.1
OG0005465	Solyc06g008210.3.1, Solyc09g066080.2.1, Solyc12g041980.2.1, Solyc05g016230.3.1, Solyc12g042000.2.1	VIT_207s0005g03940.1
OG0005466	Solyc09g065730.3.1	VIT_200s0179g00300.2
OG0005466	Solyc03g005230.3.1	VIT_205s0020g04430.1, VIT_205s0020g04430.2
OG0005467	Solyc05g054620.3.1	VIT_213s0019g00740.1
OG0005468	Solyc11g018530.2.1	VIT_218s0001g02140.1, VIT_218s0001g02120.1
OG0005469	Solyc01g111710.3.1	VIT_203s0038g02590.2, VIT_203s0038g02590.1, VIT_203s0038g02590.3, VIT_203s0038g02590.4, VIT_218s0001g01120.1, VIT_218s0001g01120.2
OG0005470	Solyc01g006260.3.1	VIT_216s0098g00670.3, VIT_216s0098g00670.1, VIT_216s0098g00670.2, VIT_216s0098g00670.4, VIT_216s0098g00670.5, VIT_216s0098g00670.6
OG0005471	Solyc07g044760.3.1, Solyc12g006320.2.1	VIT_212s0142g00670.2, VIT_212s0142g00670.1, VIT_212s0142g00670.3
OG0005472	Solyc01g100500.3.1	VIT_211s0052g01370.1
OG0005473	Solyc12g095840.2.1	VIT_204s0008g00190.1, VIT_204s0008g00190.2
OG0005474	Solyc01g109780.3.1, Solyc10g052650.2.1	VIT_203s0038g04590.2, VIT_203s0038g04590.1
OG0005475	Solyc02g030190.1.1, Solyc02g062170.3.1, Solyc02g083890.3.1	VIT_204s0023g03360.1, VIT_204s0023g03360.2
OG0005476	Solyc11g013110.2.1	VIT_218s0001g03470.1, VIT_218s0001g03490.1
OG0005477	Solyc02g083490.3.1, Solyc02g083480.3.1	VIT_200s0510g00030.1, VIT_200s1677g00010.1
OG0005479	Solyc01g107880.3.1	VIT_203s0063g00080.2, VIT_203s0063g00080.1, VIT_203s0063g00080.3
OG0005480	Solyc08g015690.3.1, Solyc12g017515.1.1	VIT_205s0094g01520.4, VIT_205s0094g01520.1, VIT_205s0094g01520.5, VIT_205s0094g01520.3, VIT_205s0094g01520.2
OG0005481	Solyc10g019040.2.1	VIT_212s0034g02010.4, VIT_212s0034g02010.2, VIT_212s0034g02010.1, VIT_212s0034g02010.6, VIT_212s0034g02010.5, VIT_212s0034g02010.3, VIT_204s0008g06590.1, VIT_204s0008g06590.4, VIT_204s0008g06590.3, VIT_204s0008g06590.2, VIT_204s0008g06590.5
OG0005482	Solyc01g105720.2.1	VIT_212s0028g03930.1
OG0005482	Solyc04g076150.3.1, Solyc12g087930.1.1	VIT_218s0001g07330.1
OG0005483	Solyc10g005820.2.1, Solyc12g015860.2.1	VIT_219s0015g01010.1
OG0005484	Solyc11g043110.2.1	VIT_218s0089g00940.1
OG0005485	Solyc04g074470.1.1	VIT_218s0001g06030.1, VIT_218s0001g06180.1
OG0005485	Solyc01g105410.3.1	VIT_203s0017g01210.1
OG0005486	Solyc08g078450.3.1, Solyc08g007310.3.1	VIT_200s0341g00040.2, VIT_200s0341g00040.1, VIT_200s0341g00040.3, VIT_200s0341g00040.4
OG0005487	Solyc01g005320.2.1, Solyc02g063390.3.1	VIT_215s0048g02220.2, VIT_215s0048g02220.1
OG0005488	Solyc01g106900.3.1	VIT_203s0091g01190.1
OG0005489	Solyc09g005790.1.1	VIT_208s0040g02690.1
OG0005490	Solyc06g052030.3.1, Solyc03g082940.3.1	VIT_216s0098g01630.1
OG0005491	Solyc01g111380.3.1	VIT_203s0038g02220.1, VIT_203s0038g02220.2
OG0005492	Solyc02g064730.3.1, Solyc04g078070.3.1, Solyc03g045000.1.1	VIT_207s0129g00420.1
OG0005493	Solyc06g065500.3.1	VIT_212s0055g00690.1, VIT_212s0055g00690.3, VIT_212s0055g00690.4, VIT_219s0027g00310.3, VIT_212s0055g00690.2, VIT_219s0027g00310.1, VIT_219s0027g00310.2
OG0005494	Solyc10g074990.2.1	VIT_202s0025g03570.1, VIT_202s0025g03570.7, VIT_202s0025g03570.5, VIT_202s0025g03570.2, VIT_202s0025g03570.3, VIT_202s0025g03570.4, VIT_202s0025g03570.6, VIT_202s0025g03570.8
OG0005495	Solyc02g085360.3.1	VIT_204s0023g01630.4, VIT_204s0023g01630.1, VIT_204s0023g01630.2, VIT_204s0023g01630.3
OG0005496	Solyc11g044470.2.1	VIT_218s0089g00920.2, VIT_218s0089g00920.1
OG0005497	Solyc01g102970.3.1	VIT_212s0035g01890.2, VIT_212s0035g01890.3, VIT_212s0035g01890.1, VIT_212s0035g01890.4
OG0005498	Solyc05g053100.3.1	VIT_205s0077g01210.1
OG0005498	Solyc01g100360.3.1	VIT_214s0060g01330.2, VIT_214s0060g01330.3, VIT_214s0060g01330.4
OG0005499	Solyc01g107410.3.1	VIT_203s0091g00290.1
OG0005500	Solyc04g078190.3.1	VIT_218s0001g09450.1
OG0005500	Solyc01g107350.3.1	VIT_203s0091g00410.1
OG0005501	Solyc06g060420.3.1	VIT_218s0001g03250.6, VIT_218s0001g03250.7, VIT_218s0001g03250.5, VIT_218s0001g03250.4, VIT_218s0001g03250.2, VIT_218s0001g03250.1, VIT_218s0001g03250.3
OG0005502	Solyc02g065360.3.1	VIT_214s0066g01430.5, VIT_214s0066g01430.3, VIT_214s0066g01430.4, VIT_214s0066g01430.2, VIT_214s0066g01430.1
OG0005503	Solyc01g104640.3.1	VIT_219s0015g00460.1
OG0005504	Solyc02g014870.3.1	VIT_205s0020g04250.1
OG0005505	Solyc11g007370.2.1, Solyc11g007490.1.1, Solyc08g013845.1.1, Solyc03g078240.2.1, Solyc01g095760.3.1, Solyc04g081830.1.1	VIT_206s0061g01430.1, VIT_213s0074g00610.1, VIT_213s0047g01230.1, VIT_204s0044g01530.1, VIT_204s0044g01540.1
OG0005506	Solyc06g060410.3.1, Solyc11g013010.2.1	VIT_218s0001g03290.2, VIT_218s0001g03290.1
OG0005507	Solyc08g079570.3.1	VIT_200s2125g00010.1
OG0005508	Solyc04g077790.3.1	VIT_218s0001g09050.3, VIT_218s0001g09050.4, VIT_218s0001g09050.2, VIT_218s0001g09050.1, VIT_218s0001g09050.5
OG0005509	Solyc04g076510.3.1	VIT_218s0001g07710.1, VIT_218s0001g07710.2
OG0005510	Solyc04g082640.3.1, Solyc12g094630.2.1	VIT_218s0122g00950.1
OG0005511	Solyc02g092460.3.1	VIT_207s0129g00210.1, VIT_207s0129g00210.5, VIT_207s0129g00210.2, VIT_207s0129g00210.3, VIT_207s0129g00210.7, VIT_207s0129g00210.4, VIT_207s0129g00210.6
OG0005512	Solyc10g049870.1.1, Solyc01g107430.2.1	VIT_203s0091g00260.1
OG0005513	Solyc06g060140.3.1	VIT_218s0001g02380.2, VIT_218s0001g02380.1, VIT_218s0001g02380.3, VIT_218s0001g02380.4
OG0005514	Solyc07g005200.3.1	VIT_214s0060g00090.2, VIT_214s0060g00090.1
OG0005515	Solyc12g094550.2.1, Solyc04g082280.3.1	VIT_218s0001g00130.1
OG0005516	Solyc04g014800.3.1, Solyc11g012410.2.1, Solyc03g044890.1.1	VIT_210s0405g00030.2, VIT_210s0405g00030.3, VIT_210s0405g00030.1
OG0005517	Solyc10g008640.3.1, Solyc07g054830.3.1	VIT_212s0057g00010.2, VIT_212s0057g00010.1
OG0005518	Solyc07g064470.3.1, Solyc07g064450.3.1	VIT_200s0704g00030.1, VIT_200s0704g00020.1, VIT_219s0090g00190.1, VIT_219s0090g00140.2, VIT_219s0090g00140.3, VIT_219s0090g00140.1
OG0005519	Solyc05g046110.3.1, Solyc07g052650.2.1, Solyc12g005730.2.1	VIT_212s0059g02530.1, VIT_212s0059g02530.2, VIT_212s0059g02530.3
OG0005520	Solyc11g042990.2.1	VIT_218s0089g00030.1
OG0005521	Solyc07g062050.3.1	VIT_219s0014g00140.4, VIT_219s0014g00140.1, VIT_219s0014g00140.2, VIT_219s0014g00140.5, VIT_219s0014g00140.3, VIT_219s0014g00140.6, VIT_219s0014g00140.7
OG0005522	Solyc10g009290.1.1, Solyc01g096370.3.1, Solyc10g009270.3.1, Solyc08g083170.1.1, Solyc08g008600.3.1	VIT_202s0025g02610.1, VIT_215s0048g02820.1
OG0005523	Solyc12g005500.2.1, Solyc10g008140.3.1	VIT_215s0048g02350.3, VIT_215s0048g02350.1
OG0005524	Solyc07g054700.3.1, Solyc07g054710.1.1	VIT_200s0203g00006.4, VIT_200s1363g00014.1, VIT_200s1363g00007.1, VIT_200s0203g00006.1, VIT_200s0203g00006.2, VIT_200s0203g00006.5, VIT_200s0203g00006.3, VIT_200s0203g00015.1, VIT_200s0181g00006.1, VIT_200s1363g00021.1, VIT_200s0181g00003.1, VIT_200s0203g00003.1
OG0005525	Solyc02g077630.3.1, Solyc03g006300.2.1	VIT_210s0003g00330.1
OG0005526	Solyc03g026100.1.1	VIT_218s0089g00880.1
OG0005527	Solyc07g055340.3.1	VIT_212s0028g01550.3, VIT_212s0028g01550.4, VIT_212s0028g01550.2, VIT_212s0028g01550.1
OG0005528	Solyc02g093810.3.1, Solyc02g067990.3.1	VIT_203s0132g00280.1, VIT_214s0171g00520.4, VIT_214s0171g00520.2, VIT_214s0171g00520.6, VIT_214s0171g00520.5, VIT_214s0171g00520.7, VIT_214s0171g00520.3, VIT_214s0171g00520.1
OG0005529	Solyc07g049560.3.1	VIT_212s0059g01400.2, VIT_212s0059g01400.3, VIT_212s0059g01400.1
OG0005529	Solyc11g011970.2.1	VIT_210s0523g00020.1
OG0005530	Solyc01g096060.3.1	VIT_215s0046g00300.4, VIT_215s0046g00300.3, VIT_215s0046g00300.2, VIT_215s0046g00300.5, VIT_215s0046g00300.1
OG0005531	Solyc11g012480.2.1	VIT_212s0057g00500.1, VIT_212s0057g00500.2, VIT_212s0057g00500.3
OG0005532	Solyc04g014740.2.1	VIT_200s0187g00290.1, VIT_200s0187g00330.1
OG0005532	Solyc06g072430.2.1, Solyc10g084170.1.1	VIT_201s0146g00150.1
OG0005533	Solyc10g008800.3.1, Solyc10g007150.3.1	VIT_219s0014g01790.1, VIT_210s0003g00670.1
OG0005534	Solyc02g081140.3.1	VIT_210s0116g00210.1, VIT_210s0116g00290.1
OG0005535	Solyc01g066690.3.1, Solyc12g099470.2.1, Solyc05g054310.3.1	VIT_210s0042g01220.1, VIT_213s0074g00310.1, VIT_213s0074g00310.2
OG0005536	Solyc07g063570.3.1	VIT_219s0014g03530.5, VIT_219s0014g03530.3, VIT_219s0014g03530.4, VIT_219s0014g03530.1, VIT_219s0014g03530.2, VIT_219s0014g03530.6
OG0005537	Solyc01g008100.3.1, Solyc06g068750.3.1, Solyc03g118120.3.1	VIT_201s0150g00280.1, VIT_201s0150g00270.1
OG0005538	Solyc08g061220.3.1	VIT_204s0008g02040.2, VIT_204s0008g02040.3, VIT_204s0008g02040.1
OG0005539	Solyc01g008340.3.1	VIT_217s0000g09390.6, VIT_217s0000g09390.4, VIT_217s0000g09390.5, VIT_217s0000g09390.2, VIT_217s0000g09390.1, VIT_217s0000g09390.7, VIT_217s0000g09390.3
OG0005540	Solyc02g014540.2.1	VIT_211s0118g00300.1, VIT_211s0118g00300.3
OG0005541	Solyc03g025280.3.1	VIT_204s0008g06810.1
OG0005542	Solyc03g117310.1.1, Solyc07g007350.1.1	VIT_211s0118g00550.1
OG0005543	Solyc08g067020.3.1	VIT_204s0008g05000.3, VIT_204s0008g05000.1, VIT_204s0008g05000.2
OG0005544	Solyc07g042470.3.1, Solyc12g009280.2.1, Solyc05g025920.3.1	VIT_211s0016g00520.1, VIT_211s0016g00520.2, VIT_211s0016g00520.3
OG0005545	Solyc04g049555.1.1, Solyc04g049620.2.1	VIT_211s0016g04340.1, VIT_211s0016g04340.3, VIT_211s0016g04340.5, VIT_211s0016g04310.1, VIT_211s0016g04340.4, VIT_211s0016g04340.2
OG0005546	Solyc10g008130.3.1, Solyc01g112010.3.1	VIT_217s0000g00140.2, VIT_217s0000g00140.4, VIT_217s0000g00140.3, VIT_217s0000g00140.1
OG0005547	Solyc08g081130.3.1	VIT_202s0025g03460.1, VIT_202s0025g03460.2, VIT_204s0023g02205.1
OG0005548	Solyc06g052060.3.1, Solyc03g082885.1.1	VIT_213s0019g03335.1
OG0005549	Solyc12g044400.2.1	VIT_209s0002g03880.1, VIT_209s0002g03880.3, VIT_209s0002g03880.2
OG0005550	Solyc07g014640.3.1, Solyc09g031890.2.1, Solyc09g031880.2.1	VIT_211s0078g00430.3, VIT_211s0078g00430.2, VIT_211s0078g00430.1
OG0005551	Solyc01g091120.3.1	VIT_215s0048g00460.1
OG0005552	Solyc08g074300.3.1, Solyc08g006025.1.1	VIT_204s0008g02710.2, VIT_204s0008g02710.3, VIT_204s0008g02710.1
OG0005553	Solyc10g079050.2.1	VIT_208s0007g07810.1
OG0005554	Solyc06g066780.3.1	VIT_209s0002g05100.4, VIT_209s0002g05100.2, VIT_209s0002g05100.3, VIT_209s0002g05100.5, VIT_209s0002g05100.1, VIT_209s0002g05100.6
OG0005555	Solyc07g006320.3.1	VIT_211s0037g01240.6, VIT_211s0037g01240.5, VIT_211s0037g01240.7, VIT_211s0037g01240.3, VIT_211s0037g01240.4, VIT_211s0037g01110.4, VIT_211s0037g01240.1, VIT_211s0037g01110.1, VIT_211s0037g01240.2, VIT_211s0037g01110.3, VIT_211s0037g01110.2
OG0005556	Solyc08g081900.3.1	VIT_214s0060g02210.3, VIT_214s0060g02210.1, VIT_214s0060g02210.2
OG0005557	Solyc10g012190.2.1, Solyc07g008610.2.1	VIT_218s0076g00380.2, VIT_218s0076g00380.1, VIT_218s0166g00320.1
OG0005558	Solyc08g078660.3.1	VIT_202s0154g00550.4, VIT_202s0154g00550.5, VIT_202s0154g00550.6, VIT_202s0154g00550.3, VIT_202s0154g00550.1, VIT_202s0154g00550.2
OG0005559	Solyc09g009400.3.1	VIT_217s0000g07250.1, VIT_217s0000g07250.2, VIT_211s0052g00090.1
OG0005560	Solyc07g006110.3.1	VIT_211s0037g00960.2, VIT_211s0037g00960.4, VIT_211s0037g00960.3, VIT_211s0037g00960.1
OG0005561	Solyc08g041760.2.1, Solyc08g041750.2.1	VIT_204s0008g06180.1
OG0005562	Solyc01g094500.3.1	VIT_215s0046g02860.2, VIT_215s0046g02860.1
OG0005563	Solyc03g093500.3.1	VIT_216s0013g01510.2, VIT_216s0013g01510.1, VIT_216s0013g01510.4
OG0005563	Solyc03g093490.3.1	VIT_216s0013g01510.3
OG0005564	Solyc12g096450.2.1	VIT_204s0008g02540.2, VIT_204s0008g02540.3, VIT_204s0008g02540.1
OG0005565	Solyc06g066570.3.1	VIT_209s0002g04110.2
OG0005566	Solyc08g007845.1.1, Solyc08g080310.1.1	VIT_202s0025g04420.1
OG0005567	Solyc07g024000.3.1	VIT_211s0016g03890.1, VIT_211s0016g03890.4, VIT_211s0016g03890.7, VIT_211s0016g03890.5, VIT_211s0016g03890.3, VIT_211s0016g03890.2, VIT_211s0016g03890.8, VIT_211s0016g03890.6
OG0005568	Solyc07g042910.3.1	VIT_209s0070g00370.2, VIT_209s0070g00370.3, VIT_209s0070g00370.4, VIT_209s0070g00370.1
OG0005569	Solyc12g049370.2.1	VIT_209s0002g00950.5, VIT_209s0002g00950.3, VIT_209s0002g00950.4, VIT_209s0002g00950.2, VIT_209s0002g00950.1, VIT_209s0002g02746.1
OG0005570	Solyc10g083110.2.1, Solyc03g044660.3.1	VIT_215s0048g00750.2, VIT_215s0048g00750.1, VIT_215s0048g00750.3
OG0005571	Solyc03g123970.1.1	VIT_209s0054g00830.6, VIT_209s0054g00830.1, VIT_209s0054g00830.9, VIT_209s0054g00830.5, VIT_209s0054g00830.4, VIT_209s0054g00830.3, VIT_209s0054g00830.7, VIT_209s0054g00830.8, VIT_209s0054g00830.2
OG0005572	Solyc08g068920.3.1	VIT_204s0008g07310.1, VIT_204s0008g07310.2, VIT_204s0008g07310.3
OG0005573	Solyc07g017610.3.1	VIT_211s0016g00280.2, VIT_211s0016g00280.4, VIT_211s0016g00280.1
OG0005574	Solyc01g094360.3.1, Solyc05g048830.3.1	VIT_216s0050g00070.1, VIT_215s0046g03190.2, VIT_215s0046g03190.1
OG0005575	Solyc08g061560.3.1	VIT_204s0008g01970.1
OG0005576	Solyc06g060870.1.1, Solyc00g056680.1.1, Solyc08g078090.1.1	VIT_200s0620g00010.1
OG0005577	Solyc08g082320.3.1	VIT_202s0025g01440.1
OG0005579	Solyc04g017700.3.1	VIT_208s0007g05870.3, VIT_208s0007g05870.6, VIT_208s0007g05870.9, VIT_208s0007g05870.8, VIT_208s0007g05870.7, VIT_208s0007g05870.4, VIT_208s0007g05870.2, VIT_208s0007g05870.1, VIT_208s0007g05870.5
OG0005580	Solyc02g080340.3.1, Solyc02g080355.1.1	VIT_210s0116g00830.1, VIT_210s0116g00830.5, VIT_210s0116g00830.3, VIT_210s0116g00830.4
OG0005581	Solyc08g061650.3.1, Solyc08g061635.1.1	VIT_211s0016g01180.2, VIT_211s0016g01180.6, VIT_211s0016g01180.4, VIT_211s0016g01180.5, VIT_211s0016g01180.3, VIT_211s0016g01180.1
OG0005582	Solyc03g007420.3.1	VIT_216s0050g02290.1, VIT_216s0050g02290.3, VIT_216s0050g02290.2
OG0005583	Solyc12g099490.2.1	VIT_209s0054g00920.3, VIT_209s0054g00920.5, VIT_209s0054g00920.4, VIT_209s0054g00920.1, VIT_209s0054g00920.2
OG0005584	Solyc08g075036.1.1	VIT_216s0050g00570.2, VIT_216s0050g00570.1
OG0005585	Solyc08g080260.3.1	VIT_202s0025g04500.1, VIT_202s0025g04500.4, VIT_202s0025g04500.2, VIT_202s0025g04500.3
OG0005586	Solyc08g068570.3.1	VIT_204s0008g03600.2, VIT_204s0008g03600.1
OG0005587	Solyc04g080050.3.1	VIT_212s0059g02490.1, VIT_212s0059g02490.2
OG0005588	Solyc07g064300.3.1	VIT_217s0000g03710.1, VIT_217s0000g03710.2, VIT_217s0000g03710.3
OG0005589	Solyc08g061130.3.1	VIT_204s0008g05210.1, VIT_204s0008g05210.3, VIT_204s0008g05210.5, VIT_204s0008g05210.4, VIT_204s0008g05210.2
OG0005590	Solyc03g078150.3.1	VIT_208s0007g05210.1
OG0005591	Solyc08g006800.2.1	VIT_204s0008g06660.1
OG0005592	Solyc03g123730.3.1	VIT_209s0002g00170.1
OG0005593	Solyc06g060770.3.1	VIT_200s0229g00160.3, VIT_200s0229g00160.1, VIT_200s0229g00160.2
OG0005594	Solyc08g066520.3.1	VIT_204s0008g03280.1, VIT_204s0008g03280.2, VIT_204s0008g03280.3
OG0005595	Solyc03g123960.3.1	VIT_209s0054g00970.1, VIT_209s0054g00970.6
OG0005596	Solyc08g007540.3.1, Solyc08g079650.3.1	VIT_202s0025g05120.1, VIT_202s0025g05120.3
OG0005598	Solyc08g078650.3.1, Solyc06g060710.3.1	VIT_200s2563g00010.3, VIT_200s2563g00010.2, VIT_200s2563g00010.1
OG0005599	Solyc00g082150.3.1, Solyc08g008455.1.1	VIT_215s0046g00220.2, VIT_215s0046g00220.1, VIT_202s0025g02090.3, VIT_202s0025g02090.2, VIT_202s0025g02090.1
OG0005600	Solyc02g091250.1.1	VIT_214s0006g01925.1, VIT_214s0006g01930.1, VIT_214s0006g01910.1, VIT_214s0006g01960.1
OG0005600	Solyc02g091260.1.1	VIT_201s0011g04650.1
OG0005601	Solyc06g060750.3.1, Solyc08g078540.3.1	VIT_200s0229g00100.1
OG0005602	Solyc01g091540.2.1	VIT_215s0048g01740.7, VIT_215s0048g01740.4, VIT_215s0048g01740.5, VIT_215s0048g01740.1, VIT_215s0048g01740.2
OG0005603	Solyc12g006800.2.1	VIT_211s0016g04600.5, VIT_211s0016g04600.2, VIT_211s0016g04600.6, VIT_211s0016g04600.4, VIT_211s0016g04600.3, VIT_211s0016g04600.1
OG0005605	Solyc03g121400.1.1, Solyc06g062520.1.1	VIT_209s0002g02490.1
OG0005606	Solyc12g009100.2.1	VIT_211s0016g01110.3, VIT_211s0016g01110.2, VIT_211s0016g01110.1
