Orthogroup	B_vulgaris.proteins	S_lycopersicum.proteins
OG0004589	Bevul.3G219900.1.p, Bevul.3G217900.1.p, Bevul.3G215600.1.p, Bevul.3G218400.1.p, Bevul.3G218800.1.p, Bevul.3G218900.1.p, Bevul.3G218100.1.p, Bevul.3G219000.1.p, Bevul.3G100600.1.p	Solyc02g084450.3.1, Solyc02g073574.1.1
OG0004590	Bevul.2G197400.1.p	Solyc02g065680.3.1, Solyc02g089400.3.1
OG0004592	Bevul.8G105400.1.p	Solyc06g072110.3.1, Solyc03g019770.3.1
OG0004593	Bevul.6G205200.1.p	Solyc05g015710.3.1
OG0004594	Bevul.5G071800.1.p	Solyc08g078203.1.1
OG0004595	Bevul.5G095900.1.p	Solyc08g076370.3.1
OG0004596	Bevul.5G149600.1.p, Bevul.5G149500.1.p	Solyc03g119650.3.1
OG0004599	Bevul.3G213100.1.p	Solyc10g078340.2.1
OG0004600	Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p, Bevul.9G132000.1.p	Solyc01g111820.2.1
OG0004601	Bevul.3G181100.1.p	Solyc10g078900.2.1
OG0004620	Bevul.1G061600.1.p	Solyc09g009850.3.1, Solyc01g008760.3.1
OG0004622	Bevul.3G185400.1.p	Solyc10g078690.2.1
OG0004623	Bevul.1G004500.1.p	Solyc04g005330.3.1
OG0004624	Bevul.6G102600.1.p	Solyc04g051780.3.1
OG0004628	Bevul.5G098800.1.p	Solyc08g076140.3.1, Solyc06g066310.3.1
OG0004629	Bevul.2G038500.1.p	Solyc01g086710.3.1
OG0004630	Bevul.4G085900.1.p, Bevul.4G086200.1.p	Solyc09g009410.3.1, Solyc09g074400.3.1
OG0004634	Bevul.4G123800.1.p	Solyc07g025210.2.1
OG0004635	Bevul.4G137300.1.p	Solyc01g097320.3.1
OG0004636	Bevul.7G001000.1.p	Solyc09g010150.3.1
OG0004638	Bevul.5G253800.1.p	Solyc12g099670.1.1
OG0004639	Bevul.2G032900.1.p, Bevul.8G135200.1.p	Solyc12g009060.2.1
OG0004640	Bevul.4G025000.1.p	Solyc11g006350.1.1
OG0004641	Bevul.6G171400.1.p	Solyc05g013990.3.1
OG0004643	Bevul.3G146200.1.p	Solyc09g082470.3.1, Solyc10g045270.2.1
OG0004644	Bevul.8G171900.1.p	Solyc06g073245.1.1
OG0004644	Bevul.5G227300.1.p	Solyc06g083000.1.1, Solyc05g050750.1.1
OG0004645	Bevul.5G160500.1.p	Solyc03g097780.3.1
OG0004646	Bevul.4G199200.1.p	Solyc01g100110.3.1
OG0004647	Bevul.2G050300.2.p, Bevul.2G050300.3.p, Bevul.2G050300.1.p	Solyc01g068170.3.1
OG0004648	Bevul.3G233400.1.p	Solyc09g092180.3.1
OG0004649	Bevul.7G219400.1.p	Solyc06g082200.3.1
OG0004650	Bevul.4G212200.1.p	Solyc05g056290.3.1
OG0004651	Bevul.1G063100.1.p	Solyc01g008320.3.1
OG0004653	Bevul.4G225700.1.p	Solyc11g064800.2.1
OG0004654	Bevul.4G211100.1.p	Solyc05g055790.3.1, Solyc04g056560.3.1
OG0004655	Bevul.8G102400.1.p, Bevul.5G227900.1.p	Solyc01g102410.3.1
OG0004656	Bevul.4G175500.1.p	Solyc04g009950.3.1
OG0004657	Bevul.3G100200.1.p, Bevul.2G115800.2.p, Bevul.2G115800.1.p	Solyc05g050735.1.1, Solyc05g050740.3.1
OG0004658	Bevul.2G077500.3.p, Bevul.2G077500.2.p, Bevul.2G077500.1.p	Solyc12g019110.2.1
OG0004658	Bevul.2G077400.1.p	Solyc12g019100.2.1
OG0004659	Bevul.4G198700.1.p	Solyc01g100260.3.1
OG0004660	Bevul.4G227700.1.p	Solyc12g099900.1.1, Solyc01g008910.2.1
OG0004661	Bevul.5G250600.1.p	Solyc09g025270.3.1
OG0004662	Bevul.8G176200.1.p	Solyc07g005610.3.1
OG0004663	Bevul.7G020100.2.p, Bevul.7G020100.1.p	Solyc09g010280.3.1
OG0004664	Bevul.9G015700.1.p	Solyc10g005900.3.1
OG0004665	Bevul.3G185800.1.p	Solyc10g080440.2.1
OG0004666	Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p	Solyc06g075400.3.1, Solyc11g072530.2.1
OG0004667	Bevul.7G124200.1.p	Solyc09g061310.3.1
OG0004669	Bevul.3G204400.1.p	Solyc10g079450.2.1, Solyc04g040230.2.1, Solyc04g019315.1.1
OG0004670	Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p	Solyc05g053690.2.1, Solyc09g091930.3.1
OG0004671	Bevul.3G129300.1.p	Solyc05g053300.3.1, Solyc12g099100.2.1
OG0004673	Bevul.9G226400.1.p	Solyc06g068440.3.1, Solyc03g116910.3.1
OG0004674	Bevul.6G095800.1.p	Solyc06g075350.2.1
OG0004676	Bevul.7G086900.2.p, Bevul.7G086900.1.p	Solyc09g074470.3.1
OG0004677	Bevul.4G126800.1.p	Solyc06g036640.3.1
OG0004678	Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p, Bevul.2G119100.1.p, Bevul.9G142400.1.p	Solyc08g074420.3.1
OG0004679	Bevul.4G158000.1.p	Solyc11g044430.1.1, Solyc01g099360.3.1
OG0004680	Bevul.4G158900.1.p	Solyc02g078790.3.1
OG0004682	Bevul.3G230600.1.p	Solyc02g072105.1.1
OG0004683	Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p	Solyc01g111550.3.1
OG0004684	Bevul.8G021500.1.p	Solyc01g105340.3.1
OG0004685	Bevul.9G171800.1.p, Bevul.9G171800.2.p	Solyc01g109560.3.1, Solyc01g109570.3.1
OG0004686	Bevul.9G182600.4.p, Bevul.9G182600.2.p, Bevul.9G182600.3.p, Bevul.9G182600.1.p	Solyc01g112310.3.1
OG0004687	Bevul.6G027300.1.p	Solyc02g084630.3.1
OG0004687	Bevul.1G163000.1.p	Solyc04g081000.3.1
OG0004688	Bevul.8G116200.1.p	Solyc01g104950.3.1, Solyc10g047030.3.1
OG0004689	Bevul.8G157000.1.p, Bevul.4G216800.1.p	Solyc06g073630.3.1
OG0004690	Bevul.1G110300.1.p	Solyc04g074980.3.1
OG0004691	Bevul.9G172900.1.p	Solyc01g109470.3.1
OG0004691	Bevul.9G173300.1.p	Solyc01g109500.3.1
OG0004692	Bevul.6G222300.1.p	Solyc02g083260.3.1
OG0004693	Bevul.9G217200.2.p, Bevul.9G217200.1.p	Solyc01g106270.1.1, Solyc01g106265.1.1, Solyc01g106253.1.1, Solyc01g106220.3.1
OG0004694	Bevul.6G066700.1.p	Solyc11g009060.2.1
OG0004695	Bevul.6G097900.1.p, Bevul.6G097800.1.p	Solyc04g074780.3.1
OG0004696	Bevul.3G075000.1.p	Solyc03g026315.1.1
OG0004697	Bevul.1G089100.1.p, Bevul.1G089000.1.p	Solyc06g059970.3.1
OG0004698	Bevul.6G014300.1.p	Solyc02g092360.3.1
OG0004699	Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p	Solyc01g107580.3.1
OG0004700	Bevul.7G132200.1.p	Solyc07g006530.3.1
OG0004701	Bevul.8G017200.1.p	Solyc02g077330.3.1
OG0004702	Bevul.9G151300.1.p	Solyc11g008590.2.1
OG0004703	Bevul.9G217600.1.p	Solyc01g106360.3.1, Solyc01g106350.3.1, Solyc01g106340.3.1, Solyc01g106330.3.1
OG0004705	Bevul.6G069700.1.p	Solyc04g073990.3.1, Solyc04g055170.3.1, Solyc05g051980.3.1
OG0004706	Bevul.9G153000.1.p	Solyc04g082845.1.1, Solyc01g112320.3.1
OG0004707	Bevul.1G106600.1.p	Solyc04g074670.3.1
OG0004708	Bevul.6G078600.1.p	Solyc09g008120.3.1
OG0004709	Bevul.6G070700.1.p	Solyc04g055010.3.1
OG0004710	Bevul.2G219600.1.p	Solyc02g089660.2.1
OG0004711	Bevul.6G028800.1.p	Solyc03g033620.3.1
OG0004712	Bevul.9G186600.1.p	Solyc05g009030.3.1
OG0004713	Bevul.9G138500.1.p	Solyc10g055390.2.1, Solyc01g111350.3.1
OG0004714	Bevul.8G155400.1.p	Solyc07g064840.2.1
OG0004715	Bevul.1G108700.1.p	Solyc04g074830.1.1
OG0004715	Bevul.6G098700.1.p	Solyc11g010370.1.1
OG0004716	Bevul.6G011900.1.p	Solyc02g064710.3.1
OG0004717	Bevul.6G012900.1.p	Solyc02g092470.3.1, Solyc03g044060.3.1
OG0004718	Bevul.3G114100.1.p	Solyc11g069000.2.1
OG0004719	Bevul.4G093800.1.p	Solyc10g074820.1.1
OG0004721	Bevul.8G034700.1.p	Solyc08g068460.1.1, Solyc07g054560.1.1, Solyc11g043180.1.1, Solyc08g045770.1.1, Solyc04g007740.1.1, Solyc01g106180.2.1, Solyc09g082960.1.1, Solyc03g006600.1.1, Solyc02g078760.1.1
OG0004722	Bevul.4G025300.1.p	Solyc10g006140.3.1
OG0004723	Bevul.4G046400.1.p	Solyc04g083150.2.1
OG0004724	Bevul.2G148700.1.p, Bevul.3G036400.1.p	Solyc08g065480.3.1, Solyc10g084140.2.1, Solyc08g065630.2.1
OG0004725	Bevul.4G090500.1.p	Solyc07g056520.3.1
OG0004726	Bevul.8G019400.1.p	Solyc02g077540.3.1, Solyc03g006290.3.1, Solyc02g077550.3.1
OG0004727	Bevul.3G072800.1.p	Solyc12g005930.2.1, Solyc07g049580.3.1
OG0004729	Bevul.9G179600.1.p	Solyc12g088480.2.1
OG0004730	Bevul.9G205200.2.p, Bevul.9G205200.1.p	Solyc03g120790.1.1
OG0004731	Bevul.8G131300.1.p	Solyc07g040690.3.1
OG0004732	Bevul.4G048700.1.p	Solyc04g009360.3.1
OG0004733	Bevul.8G006100.1.p	Solyc02g072530.2.1
OG0004734	Bevul.1G207600.1.p	Solyc11g020780.2.1
OG0004735	Bevul.2G217000.1.p, Bevul.2G159000.1.p	Solyc03g111850.3.1
OG0004736	Bevul.6G044200.1.p	Solyc01g005020.3.1
OG0004737	Bevul.8G077500.1.p	Solyc10g086600.2.1, Solyc02g071560.3.1
OG0004738	Bevul.8G058400.1.p	Solyc02g080310.2.1, Solyc02g080290.3.1, Solyc02g080300.3.1, Solyc03g031730.3.1
OG0004739	Bevul.4G066300.1.p	Solyc07g062950.3.1
OG0004740	Bevul.1G118800.1.p	Solyc12g095860.2.1, Solyc08g066330.2.1, Solyc11g070140.2.1
OG0004741	Bevul.1G148400.1.p	Solyc09g090460.3.1
OG0004742	Bevul.4G234200.1.p, Bevul.3G053000.1.p	Solyc03g025270.3.1
OG0004743	Bevul.5G059100.1.p	Solyc12g055855.1.1, Solyc08g082920.3.1
OG0004743	Bevul.1G194700.1.p	Solyc01g096130.3.1
OG0004744	Bevul.3G052200.1.p	Solyc03g060510.3.1
OG0004744	Bevul.3G052000.1.p	Solyc07g007970.3.1
OG0004745	Bevul.3G075800.1.p	Solyc06g035720.3.1, Solyc03g026220.3.1
OG0004746	Bevul.2G022900.2.p, Bevul.2G022900.1.p	Solyc08g067180.3.1
OG0004747	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p	Solyc04g080350.3.1
OG0004748	Bevul.1G128800.1.p	Solyc01g091460.3.1
OG0004749	Bevul.5G076500.1.p	Solyc08g077800.3.1
OG0004750	Bevul.5G041400.1.p	Solyc08g079670.3.1
OG0004751	Bevul.8G172200.1.p	Solyc07g007990.3.1, Solyc01g009830.3.1
OG0004751	Bevul.2G178200.1.p, Bevul.2G178200.2.p	Solyc08g066980.3.1
OG0004752	Bevul.7G151900.1.p	Solyc06g063340.3.1
OG0004753	Bevul.8G161800.1.p	Solyc06g065830.2.1
OG0004754	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p	Solyc08g066640.3.1
OG0004755	Bevul.2G128500.1.p	Solyc07g008970.3.1, Solyc08g074290.3.1, Solyc05g010750.3.1
OG0004756	Bevul.4G152900.1.p	Solyc12g009810.2.1
OG0004757	Bevul.4G180500.1.p	Solyc04g076580.3.1
OG0004758	Bevul.9G190500.1.p	Solyc12g042730.1.1
OG0004758	Bevul.4G189800.1.p	Solyc12g088490.1.1
OG0004759	Bevul.1G167600.1.p, Bevul.1G167700.1.p	Solyc01g091550.3.1, Solyc01g091570.3.1, Solyc01g091560.2.1
OG0004760	Bevul.8G143900.1.p, Bevul.8G144000.1.p	Solyc06g054630.2.1
OG0004761	Bevul.8G198700.1.p	Solyc05g018320.3.1
OG0004762	Bevul.8G171400.1.p	Solyc07g007890.3.1
OG0004763	Bevul.9G214100.1.p	Solyc06g066530.1.1, Solyc03g120920.1.1
OG0004764	Bevul.7G165100.1.p	Solyc03g123560.3.1
OG0004765	Bevul.5G037900.1.p	Solyc08g080090.3.1, Solyc12g056480.2.1
OG0004766	Bevul.8G152200.1.p	Solyc11g020850.2.1, Solyc07g005910.3.1, Solyc12g009900.2.1
OG0004767	Bevul.2G130500.1.p	Solyc08g006290.2.1, Solyc08g006300.3.1
OG0004768	Bevul.1G186300.1.p	Solyc01g095430.3.1, Solyc10g011770.3.1
OG0004769	Bevul.3G034400.1.p	Solyc03g082910.3.1
OG0004770	Bevul.9G205400.1.p	Solyc12g044220.2.1, Solyc03g120770.3.1
OG0004771	Bevul.7G174700.1.p	Solyc06g062750.3.1, Solyc03g121730.3.1
OG0004772	Bevul.7G168300.1.p	Solyc02g069710.3.1
OG0004773	Bevul.3G041500.1.p	Solyc06g051940.3.1, Solyc03g007230.3.1
OG0004774	Bevul.4G175100.1.p	Solyc01g102265.1.1
OG0004775	Bevul.8G149700.1.p	Solyc06g031675.1.1
OG0004776	Bevul.9G052000.3.p, Bevul.9G052000.2.p, Bevul.9G052000.1.p	Solyc11g069270.2.1
OG0004777	Bevul.8G187800.1.p	Solyc12g006930.2.1
OG0004778	Bevul.2G111200.1.p	Solyc06g063330.3.1, Solyc12g055800.3.1
OG0004779	Bevul.3G073900.1.p	Solyc01g009610.3.1, Solyc05g005520.1.1, Solyc03g025980.3.1
OG0004780	Bevul.8G161300.1.p, Bevul.8G161200.1.p	Solyc07g005030.3.1
OG0004781	Bevul.9G201600.2.p, Bevul.9G201600.1.p	Solyc03g120280.1.1, Solyc06g066740.2.1
OG0004782	Bevul.3G085000.1.p	Solyc03g007070.3.1
OG0004782	Bevul.5G041200.1.p	Solyc08g079750.3.1
OG0004783	Bevul.1G033100.1.p	Solyc04g049180.3.1
OG0004784	Bevul.9G207600.1.p	Solyc06g066610.3.1
OG0004785	Bevul.8G157400.1.p, Bevul.8G157300.1.p	Solyc07g006290.2.1
OG0004786	Bevul.9G197000.1.p	Solyc12g042900.2.1, Solyc06g067940.3.1
OG0004788	Bevul.6G173200.1.p	Solyc05g013790.3.1, Solyc04g026000.2.1
OG0004789	Bevul.9G225500.2.p, Bevul.9G225500.1.p, Bevul.9G225500.3.p	Solyc03g117540.3.1
OG0004791	Bevul.8G128700.1.p	Solyc07g039330.3.1
OG0004791	Bevul.7G233500.1.p	Solyc03g121580.3.1
OG0004792	Bevul.3G040000.1.p	Solyc03g117000.3.1
OG0004792	Bevul.4G188500.1.p	Solyc04g047690.3.1
OG0004793	Bevul.8G188300.1.p	Solyc08g067910.3.1
OG0004794	Bevul.9G118000.1.p, Bevul.8G170300.1.p	Solyc02g087300.1.1
OG0004795	Bevul.2G117000.2.p, Bevul.2G117000.1.p, Bevul.2G117000.3.p	Solyc02g062520.3.1
OG0004796	Bevul.8G134300.1.p	Solyc09g055850.3.1, Solyc09g055870.2.1
OG0004797	Bevul.8G132200.1.p	Solyc12g008990.2.1, Solyc07g040940.3.1
OG0004798	Bevul.8G162100.1.p	Solyc07g007160.3.1, Solyc07g007170.3.1
OG0004799	Bevul.7G123300.1.p, Bevul.7G123400.1.p	Solyc06g083620.3.1
OG0004800	Bevul.1G180400.1.p	Solyc01g094860.3.1
OG0004801	Bevul.8G166900.1.p, Bevul.8G167000.1.p	Solyc07g007590.1.1, Solyc09g011870.2.1
OG0004802	Bevul.9G117400.2.p, Bevul.9G117400.4.p, Bevul.9G117400.3.p, Bevul.9G117400.1.p	Solyc03g121030.2.1
OG0004803	Bevul.9G107500.4.p, Bevul.9G107500.3.p, Bevul.9G107500.1.p, Bevul.9G107500.7.p, Bevul.9G107500.5.p, Bevul.9G107500.6.p, Bevul.9G107500.2.p	Solyc03g121380.3.1
OG0004804	Bevul.4G119900.1.p	Solyc06g059980.3.1
OG0004805	Bevul.7G172700.1.p	Solyc03g121890.1.1
OG0004806	Bevul.7G152900.1.p	Solyc03g123950.3.1
OG0004807	Bevul.2G018700.1.p, Bevul.2G018700.2.p	Solyc06g065610.3.1
OG0004808	Bevul.5G071900.1.p	Solyc08g007240.3.1, Solyc08g078210.3.1
OG0004809	Bevul.4G093100.1.p	Solyc07g066290.3.1
OG0004810	Bevul.7G211100.1.p	Solyc04g016175.1.1
OG0004812	Bevul.1G167400.1.p	Solyc10g017580.3.1, Solyc01g094170.3.1
OG0004813	Bevul.7G194300.1.p	Solyc06g006080.3.1
OG0004814	Bevul.9G045600.2.p, Bevul.9G045600.1.p, Bevul.8G002200.1.p	Solyc11g069780.2.1
OG0004815	Bevul.4G041900.1.p	Solyc12g005220.2.1, Solyc07g064230.3.1, Solyc10g006440.3.1
OG0004816	Bevul.8G178600.1.p	Solyc09g011420.3.1, Solyc09g092080.3.1
OG0004817	Bevul.2G251400.1.p, Bevul.2G251300.1.p, Bevul.2G187600.2.p, Bevul.2G187600.1.p	Solyc06g050720.3.1
OG0004818	Bevul.6G120300.1.p, Bevul.3G122300.1.p	Solyc11g007080.1.1, Solyc05g055300.1.1
OG0004819	Bevul.8G006300.1.p	Solyc02g072510.3.1
OG0004820	Bevul.8G055000.1.p	Solyc02g080510.1.1, Solyc02g032800.1.1
OG0004821	Bevul.2G234500.2.p, Bevul.2G234500.1.p	Solyc05g052850.3.1
OG0004822	Bevul.2G131300.2.p, Bevul.2G131300.1.p	Solyc01g104510.3.1
OG0004823	Bevul.3G092700.1.p	Solyc01g109990.3.1
OG0004824	Bevul.9G051400.2.p, Bevul.9G051400.1.p	Solyc11g069380.2.1
OG0004825	Bevul.8G058300.1.p, Bevul.8G058100.1.p	Solyc02g080320.3.1
OG0004826	Bevul.2G123200.5.p, Bevul.2G123200.3.p, Bevul.2G123200.2.p, Bevul.2G123200.1.p, Bevul.2G123200.4.p	Solyc02g033085.1.1, Solyc11g008320.2.1
OG0004827	Bevul.7G179000.1.p	Solyc01g009300.3.1, Solyc11g071970.2.1
OG0004828	Bevul.1G057900.1.p	Solyc08g067190.3.1
OG0004829	Bevul.8G089500.1.p	Solyc02g021470.3.1, Solyc02g070460.3.1
OG0004830	Bevul.3G190900.1.p	Solyc03g063750.3.1
OG0004831	Bevul.3G215800.1.p	Solyc01g056690.3.1
OG0004832	Bevul.7G015700.1.p	Solyc10g076320.2.1, Solyc10g085370.2.1
OG0004833	Bevul.2G100500.1.p	Solyc05g054570.3.1
OG0004833	Bevul.7G209700.1.p	Solyc06g075980.3.1
OG0004834	Bevul.2G117800.1.p	Solyc12g017390.2.1
OG0004835	Bevul.4G086800.1.p	Solyc07g062040.3.1
OG0004836	Bevul.4G004800.1.p	Solyc12g015800.2.1, Solyc07g065810.2.1
OG0004838	Bevul.4G055000.1.p	Solyc12g013580.2.1
OG0004839	Bevul.7G039400.2.p, Bevul.7G039400.1.p, Bevul.7G039400.3.p	Solyc09g008810.3.1
OG0004840	Bevul.2G155600.3.p, Bevul.2G155600.1.p, Bevul.2G155600.2.p	Solyc09g009140.3.1
OG0004841	Bevul.9G068100.1.p	Solyc12g005580.2.1
OG0004842	Bevul.4G034900.1.p	Solyc07g064420.3.1, Solyc07g064440.3.1, Solyc12g005130.2.1
OG0004843	Bevul.7G070900.1.p	Solyc09g007090.3.1, Solyc10g085970.2.1
OG0004844	Bevul.2G106600.1.p	Solyc04g010250.3.1
OG0004846	Bevul.2G232000.5.p, Bevul.2G232000.6.p, Bevul.2G232000.2.p, Bevul.2G232000.3.p, Bevul.2G232000.4.p, Bevul.2G232000.1.p	Solyc06g043030.3.1
OG0004847	Bevul.2G105200.6.p, Bevul.2G105200.3.p, Bevul.2G105200.4.p, Bevul.2G105200.7.p, Bevul.2G105200.5.p, Bevul.2G105200.2.p, Bevul.2G105200.1.p	Solyc05g054700.3.1
OG0004848	Bevul.8G006900.1.p	Solyc03g006060.3.1, Solyc02g072270.3.1
OG0004849	Bevul.7G024500.1.p, Bevul.7G024500.2.p, Bevul.8G192600.1.p	Solyc07g053730.3.1, Solyc01g081010.3.1
OG0004850	Bevul.9G074800.1.p, Bevul.9G074800.2.p	Solyc10g008420.3.1
OG0004851	Bevul.1G018500.1.p	Solyc01g087095.1.1
OG0004852	Bevul.8G060900.1.p	Solyc07g062290.3.1, Solyc03g006020.3.1
OG0004853	Bevul.7G018100.4.p, Bevul.7G018100.2.p, Bevul.7G018100.3.p, Bevul.7G018100.1.p, Bevul.7G018100.5.p	Solyc02g087180.3.1, Solyc04g014240.1.1
OG0004854	Bevul.2G044100.1.p	Solyc08g043140.3.1
OG0004855	Bevul.7G222900.1.p	Solyc06g007390.3.1, Solyc06g082430.2.1
OG0004856	Bevul.7G012700.1.p	Solyc06g048780.1.1, Solyc06g048790.1.1, Solyc05g017840.3.1, Solyc06g048810.3.1
OG0004858	Bevul.3G181900.1.p	Solyc03g062830.3.1
OG0004859	Bevul.5G217500.1.p	Solyc03g112500.3.1
OG0004859	Bevul.1G076200.1.p	Solyc02g086530.3.1
OG0004861	Bevul.6G197400.1.p	Solyc04g045430.3.1
OG0004862	Bevul.5G107700.1.p	Solyc08g074760.3.1
OG0004863	Bevul.3G172900.1.p	Solyc03g062700.3.1
OG0004864	Bevul.9G138400.1.p, Bevul.9G138400.2.p	Solyc10g081200.1.1, Solyc10g077000.2.1, Solyc10g076650.2.1
OG0004865	Bevul.4G045100.1.p	Solyc07g064080.3.1
OG0004866	Bevul.9G028800.1.p, Bevul.9G043900.1.p	Solyc11g069050.2.1
OG0004867	Bevul.7G072800.2.p, Bevul.7G072800.1.p	Solyc02g068380.3.1
OG0004868	Bevul.2G184000.1.p	Solyc06g007420.1.1, Solyc06g050370.1.1
OG0004869	Bevul.8G054800.1.p	Solyc12g005020.2.1
OG0004870	Bevul.4G132900.1.p	Solyc01g097180.2.1
OG0004871	Bevul.8G099900.1.p	Solyc02g070050.3.1
OG0004872	Bevul.2G227200.2.p, Bevul.2G227200.3.p, Bevul.2G227200.1.p, Bevul.2G227200.4.p	Solyc05g052960.3.1
OG0004873	Bevul.4G047000.1.p	Solyc07g063940.2.1, Solyc12g005340.2.1
OG0004874	Bevul.6G217600.1.p	Solyc02g094510.3.1
OG0004875	Bevul.1G206200.1.p	Solyc11g022380.2.1
OG0004876	Bevul.3G053100.1.p, Bevul.3G053200.1.p	Solyc06g036110.1.1, Solyc03g025340.1.1
OG0004877	Bevul.7G153600.1.p	Solyc02g093910.3.1
OG0004878	Bevul.4G179100.1.p	Solyc05g014720.3.1
OG0004879	Bevul.5G154400.1.p	Solyc03g111310.3.1
OG0004880	Bevul.1G216500.1.p	Solyc11g013180.2.1
OG0004881	Bevul.6G169200.1.p	Solyc05g014240.3.1
OG0004882	Bevul.6G204700.1.p	Solyc04g045530.3.1
OG0004883	Bevul.6G212800.1.p	Solyc05g014710.3.1
OG0004884	Bevul.7G144200.1.p	Solyc03g111580.3.1, Solyc06g071860.3.1
OG0004885	Bevul.4G185700.1.p	Solyc02g062540.3.1
OG0004886	Bevul.4G123500.1.p	Solyc01g008520.3.1
OG0004887	Bevul.3G043100.1.p	Solyc03g007370.3.1
OG0004888	Bevul.2G091900.1.p	Solyc04g050820.2.1
OG0004889	Bevul.9G141400.1.p	Solyc10g054900.2.1, Solyc01g111145.1.1
OG0004890	Bevul.5G064600.1.p, Bevul.3G027600.1.p	Solyc08g083330.2.1, Solyc03g081320.3.1
OG0004891	Bevul.3G153200.1.p, Bevul.7G012200.1.p, Bevul.7G012200.2.p	Solyc01g067340.2.1, Solyc01g067330.3.1, Solyc09g074550.3.1
OG0004892	Bevul.2G123800.5.p, Bevul.2G123800.6.p, Bevul.2G123800.7.p, Bevul.2G123800.1.p, Bevul.2G123800.4.p, Bevul.2G123800.2.p, Bevul.2G123800.3.p	Solyc08g074440.3.1
OG0004893	Bevul.7G085200.1.p, Bevul.7G085300.1.p	Solyc09g074370.3.1
OG0004894	Bevul.4G075600.1.p	Solyc10g007320.3.1
OG0004895	Bevul.6G163700.1.p	Solyc05g051510.3.1, Solyc11g010190.1.1, Solyc11g013260.2.1
OG0004896	Bevul.4G153700.1.p	Solyc06g054020.3.1, Solyc06g054050.2.1
OG0004897	Bevul.5G164100.1.p	Solyc06g068840.3.1, Solyc03g118200.3.1
OG0004898	Bevul.3G114000.1.p	Solyc03g059180.3.1
OG0004899	Bevul.7G114300.1.p	Solyc09g064430.3.1
OG0004900	Bevul.6G145700.1.p	Solyc11g028080.2.1, Solyc01g103400.3.1
OG0004901	Bevul.5G063800.1.p	Solyc08g008660.3.1
OG0004901	Bevul.1G198900.1.p	Solyc10g005010.3.1
OG0004902	Bevul.5G024500.1.p	Solyc08g081690.3.1
OG0004903	Bevul.6G005900.1.p, Bevul.6G005800.1.p	Solyc02g093070.3.1, Solyc02g093080.3.1
OG0004904	Bevul.7G114000.1.p	Solyc09g064440.3.1
OG0004905	Bevul.3G024000.1.p	Solyc11g040390.2.1, Solyc06g064550.3.1
OG0004906	Bevul.6G207100.1.p	Solyc04g045580.3.1
OG0004907	Bevul.6G206800.1.p, Bevul.6G206900.1.p, Bevul.6G207000.1.p	Solyc07g015920.2.1
OG0004908	Bevul.1G078100.1.p	Solyc01g104840.3.1
OG0004909	Bevul.1G197800.1.p	Solyc10g009280.3.1
OG0004910	Bevul.6G204900.1.p	Solyc05g015750.3.1
OG0004911	Bevul.6G158100.1.p	Solyc04g076430.3.1
OG0004912	Bevul.5G242700.1.p	Solyc09g083370.3.1, Solyc02g082000.3.1
OG0004913	Bevul.1G013700.1.p	Solyc04g077060.3.1
OG0004914	Bevul.7G099000.1.p, Bevul.7G099000.2.p, Bevul.7G099000.3.p	Solyc09g074690.3.1
OG0004915	Bevul.5G068800.1.p	Solyc08g007320.3.1
OG0004916	Bevul.1G099600.1.p	Solyc04g074070.2.1
OG0004917	Bevul.6G205700.1.p	Solyc02g094200.3.1
OG0004918	Bevul.5G152100.1.p	Solyc08g008160.3.1
OG0004919	Bevul.5G015300.1.p	Solyc08g082560.3.1
OG0004920	Bevul.3G020900.1.p	Solyc01g096500.3.1
OG0004921	Bevul.5G132500.1.p	Solyc09g098540.3.1, Solyc12g098810.2.1
OG0004922	Bevul.6G213000.1.p	Solyc05g014700.3.1
OG0004923	Bevul.1G080700.1.p	Solyc04g064700.3.1
OG0004924	Bevul.3G035400.1.p	Solyc03g082990.3.1
OG0004925	Bevul.6G135300.1.p	Solyc02g089390.2.1, Solyc03g046450.3.1
OG0004926	Bevul.9G013100.2.p, Bevul.9G013100.1.p	Solyc11g040050.2.1
OG0004927	Bevul.8G141200.1.p	Solyc04g007420.3.1, Solyc04g007430.2.1, Solyc08g081040.3.1
OG0004928	Bevul.5G170300.1.p	Solyc12g038970.2.1
OG0004930	Bevul.3G143700.1.p, Bevul.5G210500.1.p	Solyc12g062280.2.1
OG0004931	Bevul.6G247300.1.p	Solyc02g087350.2.1, Solyc05g006510.1.1
