Orthogroup	D_spatulata.proteins	A_hypochondriacus.proteins
OG0006553	Ds_00005494-RA	AH007936-RA
OG0006554	Ds_00017000-RA	AH014290-RA, AH021068-RA, AH021067-RA
OG0006555	Ds_00007370-RA	AH021027-RA
OG0006556	Ds_00010825-RA	AH015931-RA
OG0006558	Ds_00001680-RA	AH009727-RA
OG0006559	Ds_00010293-RA	AH003015-RA
OG0006560	Ds_00006472-RA	AH017476-RA
OG0006561	Ds_00005229-RA, Ds_00004128-RA	AH001227-RA, AH001226-RA
OG0006562	Ds_00008344-RA	AH000369-RA, AH001506-RA
OG0006564	Ds_00006847-RA, Ds_00015974-RA, Ds_00015973-RA	AH012505-RA, AH021744-RA
OG0006565	Ds_00011559-RA	AH022625-RA
OG0006566	Ds_00000377-RA	AH008016-RA, AH011680-RA
OG0006567	Ds_00017498-RA	AH010235-RA, AH013678-RA
OG0006569	Ds_00017446-RA	AH010120-RA
OG0006570	Ds_00012799-RA, Ds_00017809-RA	AH022292-RA, AH013455-RA
OG0006572	Ds_00004141-RA	AH001147-RA
OG0006573	Ds_00005171-RA	AH012755-RA
OG0006574	Ds_00007341-RA	AH003006-RA
OG0006575	Ds_00007495-RA	AH022526-RA
OG0006576	Ds_00014899-RA	AH018962-RA
OG0006577	Ds_00016278-RA, Ds_00011052-RA, Ds_00002192-RA	AH010764-RA
OG0006578	Ds_00011460-RA, Ds_00017873-RA	AH000264-RA
OG0006579	Ds_00007034-RA	AH010323-RA
OG0006580	Ds_00007434-RA, Ds_00017585-RA	AH013134-RA
OG0006581	Ds_00004769-RA	AH020503-RA
OG0006582	Ds_00015799-RA	AH012564-RA
OG0006582	Ds_00002092-RA	AH012566-RA
OG0006584	Ds_00010050-RA	AH013157-RA
OG0006585	Ds_00011603-RA	AH001183-RA, AH001181-RA
OG0006588	Ds_00011589-RA	AH022661-RA
OG0006589	Ds_00002710-RA	AH020280-RA
OG0006590	Ds_00015897-RA	AH023116-RA, AH016392-RA
OG0006591	Ds_00013140-RA	AH018831-RA
OG0006592	Ds_00003324-RA	AH016002-RA
OG0006593	Ds_00016547-RA	AH014706-RA
OG0006594	Ds_00008253-RA	AH013778-RA
OG0006595	Ds_00010104-RA, Ds_00011605-RA	AH013764-RA
OG0006596	Ds_00013514-RA	AH018859-RA
OG0006598	Ds_00015225-RA	AH021613-RA, AH015104-RA
OG0006599	Ds_00006034-RA	AH021293-RA
OG0006600	Ds_00012391-RA	AH012809-RA
OG0006601	Ds_00005488-RA	AH007921-RA
OG0006602	Ds_00009634-RA	AH006850-RA, AH018856-RA
OG0006604	Ds_00007509-RA	AH013143-RA
OG0006605	Ds_00001170-RA	AH023432-RA
OG0006607	Ds_00002088-RA	AH021812-RA, AH012599-RA
OG0006608	Ds_00005207-RA	AH000150-RA, AH001315-RA
OG0006609	Ds_00011437-RA	AH006317-RA
OG0006610	Ds_00005190-RA	AH000235-RA
OG0006611	Ds_00013147-RA	AH016298-RA
OG0006612	Ds_00008470-RA	AH016527-RA, AH022874-RA
OG0006613	Ds_00004812-RA	AH019096-RA
OG0006614	Ds_00011619-RA	AH013727-RA
OG0006615	Ds_00008289-RA	AH022640-RA
OG0006615	Ds_00004815-RA	AH019073-RA
OG0006616	Ds_00009218-RA, Ds_00009737-RA	AH017409-RA
OG0006617	Ds_00013750-RA	AH017249-RA
OG0006621	Ds_00015510-RA	AH020047-RA
OG0006622	Ds_00000482-RA	AH019850-RA
OG0006623	Ds_00001448-RA	AH006442-RA
OG0006624	Ds_00002904-RA, Ds_00018088-RA, Ds_00017613-RA, Ds_00013641-RA, Ds_00013645-RA	AH009406-RA
OG0006625	Ds_00010930-RA, Ds_00003632-RA	AH006206-RA
OG0006626	Ds_00012580-RA	AH019651-RA
OG0006627	Ds_00015832-RA, Ds_00010873-RA, Ds_00017369-RA	AH022650-RA, AH018057-RA
OG0006628	Ds_00006426-RA	AH007061-RA
OG0006629	Ds_00017180-RA	AH017246-RA
OG0006630	Ds_00003097-RA, Ds_00011218-RA	AH014405-RA
OG0006631	Ds_00012554-RA, Ds_00017618-RA	AH009439-RA
OG0006632	Ds_00004298-RA	AH004624-RA
OG0006633	Ds_00006629-RA	AH003372-RA
OG0006634	Ds_00005398-RA	AH007689-RA, AH010930-RA
OG0006635	Ds_00010736-RA	AH004908-RA
OG0006636	Ds_00002889-RA	AH009446-RA
OG0006637	Ds_00010865-RA	AH008510-RA
OG0006638	Ds_00007678-RA	AH019754-RA
OG0006640	Ds_00005583-RA	AH019750-RA
OG0006641	Ds_00000202-RA	AH014660-RA
OG0006643	Ds_00007293-RA	AH004304-RA
OG0006644	Ds_00004748-RA	AH010729-RA, AH007863-RA
OG0006645	Ds_00005038-RA	AH006965-RA
OG0006646	Ds_00017582-RA	AH010329-RA
OG0006647	Ds_00000328-RA, Ds_00011268-RA	AH001769-RA
OG0006648	Ds_00003572-RA	AH009243-RA
OG0006649	Ds_00011053-RA	AH012952-RA
OG0006650	Ds_00002811-RA, Ds_00012499-RA	AH009611-RA
OG0006651	Ds_00002105-RA	AH018081-RA
OG0006652	Ds_00001627-RA	AH019571-RA, AH000146-RA
OG0006653	Ds_00005296-RA	AH007747-RA
OG0006654	Ds_00005088-RA	AH007168-RA
OG0006655	Ds_00004299-RA	AH005123-RA, AH004618-RA
OG0006656	Ds_00004041-RA	AH019709-RA
OG0006657	Ds_00010905-RA	AH003994-RA, AH005605-RA
OG0006658	Ds_00017605-RA	AH018286-RA
OG0006659	Ds_00005397-RA	AH005898-RA, AH003948-RA
OG0006661	Ds_00012182-RA	AH002435-RA
OG0006662	Ds_00002454-RA	AH001915-RA
OG0006663	Ds_00009157-RA	AH004369-RA
OG0006664	Ds_00007605-RA	AH006980-RA, AH020208-RA
OG0006665	Ds_00015591-RA, Ds_00012363-RA	AH017292-RA
OG0006667	Ds_00005454-RA	AH009386-RA
OG0006668	Ds_00002768-RA	AH020175-RA
OG0006669	Ds_00012198-RA	AH002464-RA
OG0006670	Ds_00004774-RA	AH005126-RA
OG0006672	Ds_00012484-RA	AH009656-RA
OG0006673	Ds_00006555-RA	AH022132-RA
OG0006674	Ds_00006185-RA	AH007546-RA
OG0006676	Ds_00004550-RA	AH015832-RA
OG0006677	Ds_00001990-RA, Ds_00003614-RA	AH003926-RA
OG0006678	Ds_00017632-RA	AH021029-RA
OG0006679	Ds_00000581-RA	AH016702-RA
OG0006680	Ds_00016503-RA	AH001848-RA
OG0006682	Ds_00001980-RA	AH017161-RA, AH018430-RA
OG0006683	Ds_00004029-RA	AH003307-RA, AH010332-RA
OG0006684	Ds_00006253-RA	AH002199-RA
OG0006685	Ds_00009772-RA	AH000572-RA, AH001807-RA
OG0006686	Ds_00001331-RA, Ds_00016359-RA	AH018714-RA
OG0006688	Ds_00001941-RA	AH005450-RA
OG0006689	Ds_00001491-RA	AH005707-RA, AH003868-RA
OG0006690	Ds_00012857-RA, Ds_00015050-RA	AH023710-RA
OG0006691	Ds_00010697-RA	AH004448-RA, AH004833-RA
OG0006692	Ds_00011818-RA	AH002708-RA
OG0006693	Ds_00009696-RA	AH022368-RA
OG0006694	Ds_00017620-RA	AH016096-RA
OG0006695	Ds_00004736-RA, Ds_00004737-RA	AH004196-RA
OG0006696	Ds_00017044-RA, Ds_00017045-RA, Ds_00004084-RA	AH021024-RA, AH021023-RA
OG0006697	Ds_00003954-RA, Ds_00003953-RA	AH010633-RA
OG0006698	Ds_00006998-RA	AH007840-RA
OG0006700	Ds_00006515-RA, Ds_00008568-RA	AH004124-RA
OG0006701	Ds_00010494-RA	AH001331-RA, AH000318-RA
OG0006702	Ds_00009299-RA	AH019771-RA
OG0006703	Ds_00010566-RA	AH013102-RA
OG0006704	Ds_00016159-RA	AH014809-RA
OG0006706	Ds_00008478-RA, Ds_00016157-RA	AH016541-RA, AH022885-RA
OG0006707	Ds_00008600-RA	AH005422-RA
OG0006708	Ds_00010481-RA	AH009474-RA
OG0006709	Ds_00017281-RA	AH009340-RA
OG0006710	Ds_00012433-RA	AH002802-RA
OG0006711	Ds_00010605-RA	AH017211-RA
OG0006713	Ds_00008667-RA	AH009384-RA
OG0006714	Ds_00005746-RA	AH020508-RA
OG0006715	Ds_00000963-RA	AH010312-RA
OG0006716	Ds_00017208-RA	AH010643-RA
OG0006717	Ds_00017264-RA	AH015557-RA, AH015850-RA
OG0006718	Ds_00015245-RA	AH016602-RA, AH022754-RA
OG0006720	Ds_00014129-RA	AH017485-RA
OG0006721	Ds_00005568-RA	AH007280-RA
OG0006722	Ds_00017434-RA	AH007256-RA
OG0006723	Ds_00008982-RA	AH004695-RA, AH004652-RA
OG0006724	Ds_00008501-RA	AH016490-RA
OG0006725	Ds_00009295-RA	AH012164-RA
OG0006726	Ds_00005315-RA	AH002906-RA, AH017462-RA
OG0006727	Ds_00010499-RA	AH005535-RA
OG0006728	Ds_00009712-RA	AH017165-RA
OG0006728	Ds_00001904-RA	AH015877-RA
OG0006730	Ds_00009124-RA	AH005518-RA
OG0006731	Ds_00016649-RA	AH016566-RA, AH022814-RA
OG0006734	Ds_00008546-RA	AH005508-RA, AH004176-RA
OG0006735	Ds_00004170-RA	AH001099-RA
OG0006736	Ds_00007659-RA	AH019944-RA, AH007269-RA
OG0006738	Ds_00005563-RA	AH019898-RA
OG0006739	Ds_00010615-RA	AH017448-RA
OG0006740	Ds_00013138-RA	AH018343-RA
OG0006742	Ds_00013086-RA, Ds_00004860-RA	AH018452-RA, AH011552-RA
OG0006743	Ds_00004251-RA	AH018208-RA
OG0006745	Ds_00009223-RA	AH002539-RA
OG0006746	Ds_00018071-RA	AH017983-RA
OG0006747	Ds_00017097-RA	AH015922-RA
OG0006748	Ds_00009257-RA	AH022871-RA
OG0006749	Ds_00009692-RA	AH013562-RA, AH022371-RA
OG0006750	Ds_00017892-RA	AH001621-RA
OG0006751	Ds_00016156-RA	AH016542-RA
OG0006752	Ds_00003339-RA	AH023387-RA
OG0006754	Ds_00017134-RA, Ds_00014112-RA	AH002856-RA, AH017554-RA
OG0006755	Ds_00017315-RA	AH011120-RA
OG0006757	Ds_00000387-RA	AH021224-RA
OG0006758	Ds_00007667-RA	AH007281-RA
OG0006760	Ds_00015820-RA	AH004678-RA
OG0006761	Ds_00011054-RA	AH016560-RA
OG0006762	Ds_00003767-RA	AH017985-RA
OG0006763	Ds_00002203-RA	AH009494-RA
OG0006766	Ds_00008679-RA, Ds_00011922-RA	AH004017-RA
OG0006767	Ds_00012100-RA	AH022313-RA, AH013430-RA
OG0006770	Ds_00010564-RA	AH005044-RA, AH004373-RA
OG0006771	Ds_00012709-RA	AH015175-RA
OG0006772	Ds_00004322-RA	AH004598-RA
OG0006773	Ds_00008435-RA	AH005067-RA
OG0006774	Ds_00016277-RA	AH017986-RA
OG0006775	Ds_00012443-RA	AH013467-RA
OG0006776	Ds_00006708-RA	AH016515-RA
OG0006777	Ds_00005574-RA, Ds_00008649-RA	AH007322-RA, AH019937-RA
OG0006778	Ds_00015478-RA	AH018109-RA
OG0006780	Ds_00013050-RA	AH013443-RA, AH022293-RA
OG0006782	Ds_00011846-RA	AH010734-RA, AH007866-RA
OG0006782	Ds_00000110-RA	AH021102-RA, AH014200-RA
OG0006783	Ds_00009503-RA	AH021283-RA
OG0006788	Ds_00007051-RA, Ds_00013456-RA, Ds_00013592-RA	AH014532-RA
OG0006790	Ds_00015468-RA	AH004753-RA, AH004582-RA
OG0006834	Ds_00007001-RA, Ds_00006235-RA	AH014244-RA
OG0006835	Ds_00007138-RA	AH006943-RA
OG0006836	Ds_00015676-RA, Ds_00015675-RA	AH000003-RA, AH013896-RA
OG0006837	Ds_00013121-RA	AH011519-RA, AH018407-RA
OG0006839	Ds_00016964-RA	AH021835-RA, AH012622-RA
OG0006840	Ds_00003129-RA	AH007065-RA
OG0006842	Ds_00001877-RA, Ds_00017457-RA	AH023726-RA
OG0006844	Ds_00011126-RA	AH023001-RA
OG0006846	Ds_00013710-RA	AH012754-RA
OG0006847	Ds_00009597-RA	AH020408-RA
OG0006848	Ds_00015196-RA	AH022402-RA, AH018752-RA
OG0006849	Ds_00004647-RA, Ds_00002990-RA	AH020132-RA
OG0006850	Ds_00011934-RA	AH009292-RA
OG0006851	Ds_00000596-RA	AH002170-RA
OG0006852	Ds_00013726-RA	AH010395-RA
OG0006853	Ds_00014931-RA	AH011020-RA
OG0006855	Ds_00007621-RA	AH006854-RA, AH020332-RA
OG0006856	Ds_00007824-RA	AH003410-RA, AH006279-RA
OG0006857	Ds_00000179-RA	AH015435-RA, AH015436-RA
OG0006858	Ds_00002599-RA	AH016271-RA, AH023221-RA
OG0006859	Ds_00014410-RA	AH002608-RA, AH017779-RA
OG0006861	Ds_00014667-RA	AH019988-RA
OG0006862	Ds_00016398-RA	AH012133-RA
OG0006863	Ds_00003084-RA	AH020154-RA, AH019427-RA
OG0006864	Ds_00000893-RA	AH021913-RA, AH012912-RA
OG0006866	Ds_00015096-RA, Ds_00007603-RA	AH005539-RA
OG0006867	Ds_00006693-RA	AH022731-RA, AH016625-RA
OG0006868	Ds_00003927-RA	AH011234-RA
OG0006869	Ds_00002041-RA, Ds_00008739-RA	AH012692-RA, AH021869-RA
OG0006870	Ds_00014243-RA	AH016234-RA, AH023274-RA
OG0006871	Ds_00009608-RA	AH023491-RA
OG0006874	Ds_00005042-RA	AH011642-RA
OG0006875	Ds_00000957-RA	AH022100-RA, AH012959-RA
OG0006876	Ds_00010975-RA	AH006717-RA
OG0006877	Ds_00010080-RA	AH022528-RA
OG0006878	Ds_00005266-RA	AH004009-RA, AH005375-RA
OG0006880	Ds_00011461-RA, Ds_00017874-RA, Ds_00011465-RA	AH018149-RA
OG0006881	Ds_00014662-RA, Ds_00017838-RA	AH011838-RA
OG0006882	Ds_00015288-RA	AH018913-RA
OG0006884	Ds_00006433-RA	AH021079-RA
OG0006886	Ds_00011193-RA	AH003478-RA
OG0006887	Ds_00004123-RA	AH000152-RA, AH001325-RA
OG0006889	Ds_00003197-RA, Ds_00003202-RA	AH004657-RA
OG0006890	Ds_00002680-RA	AH002458-RA
OG0006892	Ds_00007256-RA	AH020711-RA
OG0006895	Ds_00003262-RA	AH009939-RA
OG0006896	Ds_00012337-RA	AH002695-RA
OG0006897	Ds_00009527-RA	AH000317-RA
OG0006899	Ds_00015722-RA	AH021391-RA
OG0006900	Ds_00005546-RA	AH005111-RA
OG0006901	Ds_00010807-RA	AH003030-RA
OG0006903	Ds_00004650-RA	AH007083-RA
OG0006904	Ds_00011321-RA, Ds_00007168-RA, Ds_00002703-RA	AH006909-RA, AH020291-RA
OG0006905	Ds_00012264-RA	AH005453-RA
OG0006906	Ds_00007134-RA	AH015706-RA, AH014145-RA
OG0006907	Ds_00010148-RA	AH013927-RA
OG0006908	Ds_00011056-RA	AH022834-RA
OG0006911	Ds_00004996-RA	AH011621-RA
OG0006912	Ds_00009535-RA	AH000051-RA
OG0006914	Ds_00001114-RA, Ds_00001113-RA	AH017881-RA
OG0006915	Ds_00016346-RA	AH015669-RA, AH019156-RA
OG0006917	Ds_00005700-RA	AH015208-RA
OG0006918	Ds_00005031-RA	AH019990-RA, AH011771-RA
OG0006919	Ds_00006612-RA	AH016389-RA
OG0006921	Ds_00005458-RA	AH009399-RA
OG0006922	Ds_00000639-RA	AH000654-RA
OG0006923	Ds_00013915-RA	AH007507-RA
OG0006924	Ds_00009798-RA, Ds_00004370-RA	AH019710-RA, AH010568-RA
OG0006926	Ds_00003155-RA	AH009588-RA
OG0006927	Ds_00010093-RA	AH013739-RA
OG0006928	Ds_00005701-RA	AH020600-RA
OG0006929	Ds_00017148-RA	AH012684-RA
OG0006930	Ds_00006010-RA	AH007052-RA
OG0006933	Ds_00010971-RA	AH020428-RA
OG0006934	Ds_00002839-RA	AH009566-RA
OG0006935	Ds_00002775-RA	AH010339-RA, AH021990-RA
OG0006937	Ds_00008388-RA, Ds_00014647-RA	AH018249-RA
OG0006938	Ds_00003042-RA	AH016903-RA
OG0006939	Ds_00017028-RA	AH001603-RA, AH000946-RA
OG0006941	Ds_00014726-RA	AH011993-RA, AH012004-RA
OG0006942	Ds_00011236-RA	AH004984-RA, AH004324-RA
OG0006943	Ds_00015313-RA	AH006888-RA
OG0006944	Ds_00016596-RA	AH005735-RA
OG0006945	Ds_00000351-RA, Ds_00011286-RA	AH009270-RA
OG0006947	Ds_00003679-RA	AH010418-RA
OG0006948	Ds_00014881-RA	AH008305-RA
OG0006949	Ds_00005564-RA	AH007239-RA, AH004859-RA, AH006721-RA
OG0006950	Ds_00000077-RA	AH000778-RA, AH002316-RA
OG0006951	Ds_00000300-RA	AH001678-RA
OG0006953	Ds_00005461-RA	AH009404-RA
OG0006954	Ds_00001506-RA	AH008641-RA
OG0006955	Ds_00013539-RA, Ds_00012196-RA	AH002463-RA
OG0006956	Ds_00001521-RA	AH008547-RA
OG0006957	Ds_00002014-RA, Ds_00013722-RA	AH009975-RA, AH002760-RA
OG0006958	Ds_00004223-RA	AH010791-RA, AH010792-RA, AH010813-RA, AH010812-RA, AH010793-RA
OG0006959	Ds_00011169-RA	AH003249-RA
OG0006960	Ds_00010907-RA	AH005594-RA
OG0006961	Ds_00016517-RA	AH001820-RA, AH000566-RA
OG0006962	Ds_00013546-RA, Ds_00012202-RA	AH000693-RA
OG0006964	Ds_00007813-RA	AH002636-RA, AH017757-RA, AH002635-RA, AH002633-RA
OG0006965	Ds_00016201-RA, Ds_00001411-RA	AH005829-RA, AH003930-RA
OG0006966	Ds_00007527-RA	AH016126-RA
OG0006967	Ds_00007876-RA	AH016961-RA
OG0006969	Ds_00006024-RA	AH003629-RA
OG0006970	Ds_00012160-RA	AH014626-RA
OG0006972	Ds_00004009-RA	AH003291-RA
OG0006973	Ds_00012148-RA	AH021181-RA
OG0006974	Ds_00002499-RA, Ds_00000615-RA	AH016731-RA, AH008375-RA
OG0006975	Ds_00015774-RA	AH001772-RA
OG0006976	Ds_00008429-RA	AH005533-RA
OG0006978	Ds_00009403-RA	AH005698-RA
OG0006979	Ds_00007778-RA	AH010464-RA
OG0006981	Ds_00006781-RA	AH006072-RA
OG0006983	Ds_00013700-RA	AH015680-RA
OG0006984	Ds_00000535-RA	AH008404-RA
OG0006985	Ds_00017750-RA	AH005265-RA
OG0006986	Ds_00000658-RA	AH018562-RA, AH003211-RA
OG0006987	Ds_00007946-RA	AH020943-RA
OG0006988	Ds_00000010-RA	AH002180-RA
OG0006989	Ds_00006936-RA	AH010836-RA
OG0006990	Ds_00017788-RA	AH023247-RA
OG0006991	Ds_00014488-RA	AH008000-RA
OG0006992	Ds_00011285-RA	AH005766-RA
OG0006993	Ds_00013670-RA, Ds_00017405-RA	AH005607-RA
OG0006994	Ds_00015275-RA	AH020490-RA
OG0006995	Ds_00013044-RA	AH002423-RA, AH000697-RA
OG0006997	Ds_00014641-RA	AH019791-RA
OG0006998	Ds_00010961-RA	AH003566-RA
OG0006999	Ds_00003712-RA	AH003260-RA
OG0007000	Ds_00011972-RA	AH019759-RA
OG0007002	Ds_00017050-RA	AH001682-RA
OG0007003	Ds_00002230-RA	AH019666-RA
OG0007004	Ds_00004939-RA	AH006664-RA
OG0007005	Ds_00001205-RA	AH000425-RA
OG0007006	Ds_00001753-RA	AH009964-RA, AH008105-RA
OG0007007	Ds_00009506-RA, Ds_00009505-RA	AH014696-RA, AH009286-RA
OG0007009	Ds_00009930-RA	AH010250-RA
OG0007010	Ds_00009486-RA, Ds_00009488-RA	AH014721-RA
OG0007012	Ds_00015486-RA, Ds_00011627-RA	AH022538-RA
OG0007013	Ds_00010684-RA	AH008156-RA
OG0007014	Ds_00004424-RA	AH021426-RA
OG0007016	Ds_00015708-RA	AH020790-RA, AH014121-RA
OG0007017	Ds_00011512-RA	AH015291-RA
OG0007018	Ds_00013316-RA	AH014593-RA
OG0007020	Ds_00014082-RA	AH009729-RA
OG0007021	Ds_00010841-RA	AH021656-RA
OG0007022	Ds_00011496-RA, Ds_00000486-RA	AH014792-RA
OG0007023	Ds_00003690-RA, Ds_00007267-RA, Ds_00006860-RA	AH019514-RA, AH020309-RA
OG0007024	Ds_00001702-RA	AH009742-RA
OG0007025	Ds_00010668-RA	AH008104-RA
OG0007026	Ds_00002435-RA	AH002043-RA, AH002044-RA
OG0007027	Ds_00013285-RA	AH003167-RA, AH018637-RA
OG0007028	Ds_00004402-RA	AH021343-RA
OG0007029	Ds_00011487-RA	AH021379-RA
OG0007031	Ds_00009755-RA	AH017394-RA, AH002949-RA
OG0007032	Ds_00011351-RA	AH018098-RA
OG0007035	Ds_00015882-RA	AH015128-RA
OG0007036	Ds_00007750-RA	AH021288-RA
OG0007037	Ds_00004464-RA	AH021466-RA, AH014925-RA
OG0007038	Ds_00015666-RA	AH014919-RA
OG0007040	Ds_00005245-RA	AH000094-RA
OG0007041	Ds_00016312-RA	AH000442-RA, AH001262-RA
OG0007042	Ds_00009859-RA	AH021057-RA
OG0007043	Ds_00003310-RA	AH018990-RA
OG0007045	Ds_00000428-RA	AH011833-RA
OG0007046	Ds_00016635-RA	AH010940-RA
OG0007047	Ds_00002309-RA	AH013442-RA
OG0007048	Ds_00009090-RA	AH015310-RA
OG0007049	Ds_00006950-RA	AH001044-RA
OG0007050	Ds_00002352-RA	AH013364-RA
OG0007051	Ds_00015841-RA	AH017130-RA
OG0007054	Ds_00011452-RA	AH020623-RA
OG0007055	Ds_00005577-RA	AH019779-RA
OG0007057	Ds_00005970-RA	AH018148-RA
OG0007058	Ds_00008369-RA	AH009622-RA
OG0007059	Ds_00001641-RA	AH010317-RA
OG0007060	Ds_00016433-RA, Ds_00017349-RA	AH014370-RA, AH021005-RA
OG0007061	Ds_00009096-RA	AH019034-RA
OG0007062	Ds_00000209-RA	AH014438-RA
OG0007063	Ds_00010001-RA	AH001307-RA, AH000233-RA, AH000232-RA
OG0007065	Ds_00007630-RA	AH013315-RA
OG0007066	Ds_00015532-RA	AH021927-RA
OG0007067	Ds_00008876-RA	AH014206-RA
OG0007068	Ds_00003089-RA	AH013517-RA
OG0007069	Ds_00016864-RA	AH014391-RA
OG0007070	Ds_00002120-RA	AH018712-RA
OG0007071	Ds_00015873-RA, Ds_00015755-RA	AH008613-RA
OG0007072	Ds_00014664-RA, Ds_00017840-RA	AH011766-RA
OG0007073	Ds_00000252-RA	AH011966-RA, AH019692-RA
OG0007074	Ds_00012861-RA, Ds_00015061-RA	AH020827-RA, AH015566-RA
OG0007075	Ds_00000722-RA	AH002081-RA
OG0007076	Ds_00008665-RA	AH009050-RA
OG0007077	Ds_00008208-RA	AH000743-RA, AH002351-RA
OG0007078	Ds_00009939-RA	AH023317-RA
OG0007079	Ds_00013822-RA	AH018680-RA, AH003155-RA
OG0007080	Ds_00011037-RA	AH020299-RA, AH006886-RA
OG0007081	Ds_00011319-RA	AH003208-RA, AH018575-RA
OG0007083	Ds_00009517-RA	AH018032-RA
OG0007085	Ds_00009076-RA	AH012636-RA
OG0007086	Ds_00000466-RA, Ds_00002310-RA	AH013441-RA
OG0007087	Ds_00007316-RA	AH023326-RA, AH023324-RA, AH023304-RA, AH009039-RA, AH016183-RA, AH023305-RA
OG0007088	Ds_00014261-RA	AH018978-RA
OG0007089	Ds_00003412-RA	AH016094-RA
OG0007090	Ds_00003397-RA, Ds_00002567-RA	AH011200-RA
OG0007091	Ds_00010390-RA	AH002058-RA
OG0007092	Ds_00010229-RA, Ds_00010230-RA	AH014022-RA
OG0007093	Ds_00007923-RA	AH014259-RA
OG0007094	Ds_00017644-RA	AH011961-RA
OG0007095	Ds_00003587-RA	AH009669-RA
OG0007096	Ds_00012409-RA	AH023654-RA
OG0007097	Ds_00005658-RA	AH019653-RA
OG0007098	Ds_00010468-RA	AH001460-RA, AH001459-RA, AH001463-RA, AH001461-RA, AH017532-RA
OG0007099	Ds_00000243-RA	AH014495-RA
OG0007101	Ds_00016080-RA	AH015403-RA, AH019257-RA
OG0007102	Ds_00014789-RA	AH015567-RA
OG0007103	Ds_00017708-RA	AH019243-RA
OG0007104	Ds_00018068-RA	AH018530-RA
OG0007105	Ds_00007964-RA	AH020982-RA, AH020980-RA, AH014393-RA
OG0007106	Ds_00001274-RA	AH018029-RA, AH011287-RA, AH011288-RA
OG0007107	Ds_00002405-RA	AH000490-RA
OG0007109	Ds_00009942-RA	AH023322-RA
OG0007110	Ds_00002963-RA	AH010208-RA
OG0007111	Ds_00015737-RA	AH014004-RA
OG0007112	Ds_00005636-RA	AH011974-RA
OG0007113	Ds_00017787-RA	AH016262-RA
OG0007114	Ds_00014278-RA	AH015356-RA
OG0007115	Ds_00012813-RA	AH013334-RA
OG0007116	Ds_00013084-RA	AH003111-RA
OG0007117	Ds_00000519-RA	AH023661-RA
OG0007118	Ds_00008637-RA	AH007305-RA
OG0007119	Ds_00000768-RA	AH000505-RA
OG0007120	Ds_00002821-RA	AH009599-RA
OG0007121	Ds_00008514-RA	AH016472-RA, AH022949-RA
OG0007122	Ds_00004382-RA	AH003055-RA
OG0007123	Ds_00010056-RA	AH013142-RA
OG0007125	Ds_00007617-RA	AH020320-RA
OG0007126	Ds_00006596-RA	AH023092-RA, AH023093-RA
OG0007128	Ds_00014055-RA	AH009757-RA, AH009760-RA, AH008284-RA, AH009762-RA
OG0007131	Ds_00013473-RA	AH018942-RA
OG0007133	Ds_00012347-RA	AH012910-RA
OG0007134	Ds_00010500-RA	AH004033-RA, AH005536-RA
OG0007135	Ds_00012285-RA	AH012381-RA, AH019553-RA
OG0007136	Ds_00010678-RA	AH008150-RA, AH009946-RA
OG0007137	Ds_00017841-RA	AH021749-RA, AH021750-RA
OG0007138	Ds_00015493-RA	AH023802-RA, AH022548-RA
OG0007139	Ds_00009976-RA	AH020432-RA
OG0007141	Ds_00015880-RA, Ds_00015089-RA	AH015121-RA
OG0007143	Ds_00012919-RA	AH020028-RA, AH020029-RA, AH008951-RA
OG0007144	Ds_00010322-RA	AH012837-RA
OG0007145	Ds_00008026-RA, Ds_00008028-RA	AH005309-RA
OG0007146	Ds_00010034-RA	AH020828-RA
OG0007147	Ds_00015793-RA	AH002644-RA
OG0007149	Ds_00007498-RA	AH013664-RA
OG0007151	Ds_00008713-RA	AH021833-RA
OG0007152	Ds_00001231-RA	AH001444-RA
OG0007153	Ds_00014700-RA	AH022529-RA, AH013683-RA
OG0007154	Ds_00015238-RA	AH016623-RA, AH022733-RA
OG0007155	Ds_00016421-RA	AH014831-RA
OG0007156	Ds_00003276-RA	AH023478-RA
OG0007158	Ds_00006009-RA	AH001319-RA
OG0007159	Ds_00000616-RA	AH000160-RA
OG0007160	Ds_00016301-RA	AH000436-RA
OG0007161	Ds_00000136-RA	AH019601-RA, AH012109-RA
OG0007162	Ds_00012386-RA	AH023622-RA, AH003980-RA
OG0007163	Ds_00005960-RA	AH015930-RA
OG0007164	Ds_00005845-RA, Ds_00004114-RA	AH000182-RA
OG0007165	Ds_00004140-RA	AH001146-RA
OG0007166	Ds_00015680-RA	AH000029-RA
OG0007167	Ds_00005066-RA	AH007842-RA
OG0007168	Ds_00002019-RA	AH006959-RA
OG0007169	Ds_00014307-RA	AH012474-RA
OG0007171	Ds_00008277-RA	AH023166-RA
OG0007172	Ds_00001829-RA, Ds_00013903-RA	AH010303-RA
OG0007174	Ds_00013112-RA	AH018927-RA
OG0007175	Ds_00012673-RA, Ds_00009380-RA	AH020436-RA
OG0007176	Ds_00001723-RA, Ds_00001724-RA	AH009903-RA
OG0007177	Ds_00013833-RA, Ds_00008762-RA, Ds_00013832-RA, Ds_00005286-RA	AH002393-RA
OG0007178	Ds_00012175-RA, Ds_00012201-RA, Ds_00017910-RA	AH000667-RA
OG0007179	Ds_00009560-RA	AH006849-RA, AH020334-RA
OG0007180	Ds_00015401-RA	AH021969-RA, AH012789-RA
