Orthogroup	D_spatulata.proteins	A_thaliana.proteins
OG0005863	Ds_00013922-RA, Ds_00013923-RA	AT5G12200.1
OG0005864	Ds_00005702-RA	AT4G13615.1, AT3G24100.1
OG0005865	Ds_00013085-RA	AT1G32190.1
OG0005866	Ds_00007198-RA	AT2G39080.1
OG0005867	Ds_00013547-RA	AT5G02710.2, AT5G02710.1, AT5G02710.3
OG0005868	Ds_00007662-RA	AT3G23530.1, AT3G23510.1
OG0005869	Ds_00003253-RA, Ds_00005009-RA	AT1G48110.2, AT1G48110.1
OG0005871	Ds_00005018-RA	AT1G48240.2, AT1G48240.1, AT3G17440.1, AT3G17440.2
OG0005872	Ds_00001097-RA	AT3G63250.1, AT3G63250.3
OG0005872	Ds_00014668-RA	AT3G22740.1
OG0005873	Ds_00008788-RA	AT1G26750.1
OG0005874	Ds_00007425-RA	AT5G06970.1
OG0005875	Ds_00007649-RA, Ds_00007650-RA	AT5G16690.1, AT5G16690.2
OG0005876	Ds_00007382-RA	AT4G19370.1, AT1G31720.5, AT1G31720.6, AT1G31720.2, AT1G31720.4, AT1G31720.1, AT1G31720.7, AT1G31720.3
OG0005877	Ds_00005705-RA	AT4G13600.1
OG0005879	Ds_00007641-RA	AT5G35620.2, AT5G35620.3, AT5G35620.1
OG0005880	Ds_00015522-RA, Ds_00004054-RA	AT3G02830.2, AT3G02830.1
OG0005881	Ds_00015279-RA, Ds_00010779-RA	AT5G02240.1, AT2G37660.1
OG0005882	Ds_00001183-RA	AT4G24440.2, AT4G24440.1
OG0005883	Ds_00016833-RA	AT5G48020.1
OG0005885	Ds_00014697-RA	AT2G47390.1
OG0005886	Ds_00007114-RA	AT5G18800.2, AT5G18800.1, AT3G06310.1, AT3G06310.3, AT3G06310.2
OG0005887	Ds_00016927-RA	AT1G51730.1
OG0005888	Ds_00006619-RA	AT2G40170.1
OG0005890	Ds_00012324-RA	AT1G71300.2, AT1G71270.1
OG0005891	Ds_00012240-RA	AT2G35770.1, AT3G07990.1, AT2G35780.1
OG0005893	Ds_00009426-RA	AT2G23210.1, AT2G23250.1, AT2G23260.1
OG0005895	Ds_00014703-RA, Ds_00010077-RA	AT2G28840.1, AT2G28840.2
OG0005896	Ds_00003981-RA, Ds_00003983-RA, Ds_00003980-RA, Ds_00006919-RA	AT1G08845.1, AT1G08845.3, AT1G08845.2
OG0005897	Ds_00014844-RA	AT4G28620.1, AT4G28630.1, AT5G58270.1
OG0005898	Ds_00014983-RA	AT2G32850.1, AT2G32850.2
OG0005899	Ds_00006948-RA	AT5G28590.1, AT3G04590.2, AT3G04590.1
OG0005900	Ds_00017065-RA	AT1G10740.2, AT1G10740.1, AT1G10740.4, AT1G10740.3, AT1G23330.1
OG0005901	Ds_00009283-RA, Ds_00012930-RA	AT3G05230.1, AT3G05230.2, AT5G27430.1
OG0005902	Ds_00017322-RA	AT1G65260.2, AT1G65260.1
OG0005903	Ds_00015643-RA	AT1G05640.1, AT2G31820.1
OG0005904	Ds_00007479-RA	AT1G42480.2, AT1G42480.3, AT1G42480.1
OG0005905	Ds_00015329-RA, Ds_00016508-RA	AT2G16130.1, AT2G16120.1, AT3G18830.1
OG0005906	Ds_00011688-RA	ATMG00830.1
OG0005907	Ds_00011975-RA	AT5G42340.1
OG0005908	Ds_00008888-RA	AT4G34640.1, AT4G34640.2
OG0005909	Ds_00000012-RA	AT4G39910.1, AT2G22310.1
OG0005910	Ds_00001579-RA	AT4G08685.1, AT5G10130.1
OG0005911	Ds_00003535-RA, Ds_00014767-RA	AT1G44830.1, AT1G21910.1, AT1G77640.1
OG0005912	Ds_00014423-RA, Ds_00003970-RA	AT5G63860.1
OG0005913	Ds_00016645-RA	AT5G65560.2, AT5G65560.3, AT5G65560.1, AT1G77340.1
OG0005914	Ds_00002540-RA	AT1G27752.1, AT1G27752.2
OG0005915	Ds_00014359-RA	AT4G33350.2, AT4G33350.1
OG0005916	Ds_00013992-RA	AT2G02570.1, AT2G02570.4, AT2G02570.2, AT2G02570.3
OG0005917	Ds_00000016-RA	AT5G09390.1, AT5G09390.2
OG0005918	Ds_00010887-RA	AT1G77930.3, AT1G77930.1, AT1G77930.2
OG0005919	Ds_00013406-RA, Ds_00001416-RA, Ds_00001417-RA	AT2G21790.1
OG0005920	Ds_00002915-RA	AT1G34270.1
OG0005921	Ds_00000346-RA	AT1G45000.1, AT5G43010.1
OG0005923	Ds_00009077-RA	AT4G10300.1
OG0005923	Ds_00002613-RA	AT4G10290.1, AT4G10280.1
OG0005925	Ds_00007898-RA	AT1G47710.1, AT1G47710.2
OG0005926	Ds_00011251-RA	AT2G22570.1, AT2G22570.2
OG0005927	Ds_00008081-RA	AT5G13970.1
OG0005928	Ds_00000094-RA	AT5G10860.1
OG0005929	Ds_00015311-RA	AT3G19170.1, AT3G19170.2, AT1G49630.4, AT1G49630.5, AT1G49630.3, AT1G49630.2, AT1G49630.1
OG0005930	Ds_00000844-RA	AT3G10140.1
OG0005931	Ds_00000286-RA	AT1G22040.1
OG0005932	Ds_00011876-RA	AT4G36830.1, AT4G36830.2
OG0005933	Ds_00003965-RA	AT5G09260.1, AT5G63880.1, AT5G63880.2
OG0005935	Ds_00009559-RA	AT5G06810.1, AT5G06811.1
OG0005936	Ds_00012142-RA	AT5G64080.2, AT5G64080.1, AT2G13820.1, AT2G13820.3, AT2G13820.2
OG0005937	Ds_00013910-RA	AT4G04940.2, AT4G04940.1
OG0005939	Ds_00000580-RA	AT1G58340.1
OG0005942	Ds_00013329-RA	AT2G17120.1
OG0005943	Ds_00005769-RA, Ds_00005770-RA	AT2G15690.1
OG0005944	Ds_00005489-RA	AT4G32050.1
OG0005945	Ds_00000530-RA	AT3G01400.1, AT5G58680.1
OG0005946	Ds_00001513-RA	AT1G21710.1
OG0005947	Ds_00014810-RA, Ds_00015056-RA, Ds_00012858-RA	AT1G20190.2, AT1G20190.1
OG0005948	Ds_00011983-RA	AT1G76180.2, AT1G76180.1, AT1G20440.1, AT1G20450.2, AT1G20450.1
OG0005949	Ds_00017049-RA, Ds_00000302-RA	AT4G15480.1, AT4G15490.1, AT4G15500.1
OG0005951	Ds_00017906-RA	AT1G59820.1
OG0005952	Ds_00015344-RA	AT1G19480.2, AT1G19480.1, AT1G75230.1, AT1G75230.2
OG0005953	Ds_00016722-RA, Ds_00016218-RA	AT2G22070.1
OG0005954	Ds_00013818-RA	AT4G23040.1, AT4G11740.1, AT4G11740.2
OG0005955	Ds_00017959-RA, Ds_00018022-RA, Ds_00017960-RA, Ds_00013694-RA	AT1G47578.1, AT4G31050.1
OG0005956	Ds_00006244-RA	AT1G03050.1, AT4G02650.1
OG0005957	Ds_00001430-RA	AT4G35500.1, AT4G35500.2, AT2G17530.1, AT2G17530.3
OG0005958	Ds_00014365-RA	AT3G19650.1
OG0005959	Ds_00000611-RA, Ds_00002491-RA	AT4G07960.2, AT4G07960.1
OG0005960	Ds_00000884-RA	AT2G40930.1, AT2G40930.2
OG0005961	Ds_00009182-RA, Ds_00014599-RA	AT4G32810.1, AT4G32810.2
OG0005962	Ds_00014059-RA	AT3G13170.2, AT3G13170.3, AT3G13170.1
OG0005963	Ds_00012344-RA	AT4G02010.1
OG0005964	Ds_00017449-RA	AT2G22260.9, AT2G22260.4, AT2G22260.2, AT2G22260.1, AT2G22260.5, AT2G22260.6, AT2G22260.8, AT2G22260.3, AT2G22260.7
OG0005965	Ds_00012756-RA	AT1G17120.1
OG0005966	Ds_00005733-RA	AT1G28560.3, AT1G28560.1, AT1G28560.2
OG0005967	Ds_00016321-RA	AT4G28190.2, AT4G28190.1, AT2G20825.1
OG0005968	Ds_00007561-RA, Ds_00001791-RA	AT5G53950.1, AT3G15170.1
OG0005969	Ds_00014916-RA, Ds_00015910-RA	AT1G11530.1
OG0005970	Ds_00008836-RA	AT3G15660.1, AT3G15660.2
OG0005971	Ds_00009836-RA	AT5G57410.3, AT5G57410.1, AT5G57410.2
OG0005972	Ds_00005181-RA	AT2G04350.2, AT2G04350.1
OG0005973	Ds_00001420-RA	AT1G14120.2, AT1G14120.1, AT1G14120.3, AT1G14130.1
OG0005974	Ds_00002180-RA, Ds_00010639-RA	AT5G54400.1, AT3G15530.1, AT3G15530.2
OG0005976	Ds_00013920-RA	AT5G12220.2, AT5G12220.1
OG0005977	Ds_00009686-RA, Ds_00018032-RA	AT2G24200.3, AT2G24200.1, AT2G24200.2, AT4G30910.1, AT4G30920.1
OG0005978	Ds_00012795-RA	AT3G21190.1, AT1G51630.1
OG0005981	Ds_00012945-RA	AT5G07180.2, AT5G07180.1, AT5G62230.1, AT5G62230.2
OG0005982	Ds_00000242-RA	AT2G20030.1, AT4G28890.1
OG0005983	Ds_00012971-RA	AT5G52110.1, AT5G52110.2
OG0005984	Ds_00016787-RA, Ds_00006135-RA	AT1G05970.2, AT1G05970.1
OG0005985	Ds_00002409-RA	AT3G16190.1
OG0005986	Ds_00016049-RA	AT1G53800.4, AT1G53800.3, AT1G53800.2, AT1G53800.1
OG0005987	Ds_00002312-RA	AT1G72310.1, AT1G53820.1, AT3G14320.1, AT3G19140.1
OG0005988	Ds_00017702-RA	AT4G32980.2, AT4G32980.1
OG0005989	Ds_00010446-RA	AT5G21930.1, AT5G21930.3, AT5G21930.4, AT5G21930.2
OG0005990	Ds_00004680-RA, Ds_00016696-RA	AT1G71090.1
OG0005991	Ds_00016388-RA	AT2G23200.1, AT5G24010.1
OG0005992	Ds_00012045-RA, Ds_00003444-RA	AT4G33090.1
OG0005993	Ds_00004986-RA	AT5G24450.1, AT5G24450.2, AT3G49410.3, AT3G49410.4, AT3G49410.2, AT3G49410.1
OG0005994	Ds_00000221-RA	AT4G29330.2, AT4G29330.1
OG0005995	Ds_00009966-RA	AT1G63050.1, AT1G12640.1
OG0005996	Ds_00004803-RA	AT1G67370.1
OG0005997	Ds_00008129-RA	AT2G38740.1
OG0005998	Ds_00006364-RA	AT3G56830.5, AT3G56830.2, AT3G56830.3, AT3G56830.4, AT3G56830.7, AT3G56830.8, AT3G56830.6, AT3G56830.1
OG0006000	Ds_00012514-RA	AT4G23930.2, AT4G23930.1
OG0006001	Ds_00002347-RA	AT3G14050.1, AT1G54130.1
OG0006002	Ds_00009284-RA	AT4G25280.2, AT4G25280.1
OG0006003	Ds_00000471-RA, Ds_00016999-RA	AT3G14080.4
OG0006006	Ds_00015644-RA, Ds_00016548-RA	AT4G31180.1, AT4G31180.2
OG0006007	Ds_00007282-RA	AT5G19960.1, AT5G19960.2
OG0006009	Ds_00017354-RA	AT5G57655.2, AT5G57655.1
OG0006010	Ds_00012962-RA	AT5G62170.4, AT5G62170.2, AT5G62170.3, AT5G62170.1
OG0006012	Ds_00005792-RA, Ds_00002111-RA	AT5G51920.1
OG0006013	Ds_00008885-RA	AT1G47250.1, AT5G42790.1
OG0006014	Ds_00000697-RA, Ds_00002437-RA	AT1G80300.1, AT1G15500.1
OG0006015	Ds_00005519-RA	AT1G11880.3, AT1G11880.1, AT1G11880.2
OG0006016	Ds_00003482-RA	AT3G15351.4, AT3G15351.6, AT3G15351.3, AT3G15351.1, AT3G15351.2, AT3G15351.7, AT3G15351.5
OG0006017	Ds_00017704-RA	AT4G32410.1, AT2G25540.1
OG0006018	Ds_00005638-RA	AT3G49260.3, AT3G49260.4, AT3G49260.1, AT3G49260.2
OG0006019	Ds_00002849-RA	AT5G28320.1, AT5G28400.1, AT3G61780.1
OG0006020	Ds_00014590-RA	AT3G54280.1, AT3G54280.2
OG0006021	Ds_00008241-RA	AT4G30720.1
OG0006022	Ds_00009895-RA	AT4G12030.5, AT4G12030.1, AT4G12030.3, AT4G12030.2, AT4G12030.4, AT4G22840.1
OG0006023	Ds_00016460-RA	AT5G57880.1
OG0006024	Ds_00004877-RA	AT1G32127.1, AT1G32127.2
OG0006025	Ds_00007203-RA	AT3G09850.1
OG0006026	Ds_00014390-RA	AT2G19950.2, AT2G19950.1
OG0006027	Ds_00008231-RA	AT2G40700.1
OG0006028	Ds_00003248-RA	AT5G30490.1, AT5G30490.3, AT5G30490.2
OG0006029	Ds_00010220-RA	AT3G53970.1, AT3G53970.2
OG0006030	Ds_00011916-RA	AT4G29060.1
OG0006031	Ds_00012952-RA, Ds_00012953-RA	AT5G51740.1, AT5G51740.3, AT5G51740.2
OG0006032	Ds_00015362-RA	AT5G27640.1, AT5G27640.3
OG0006033	Ds_00014280-RA, Ds_00002575-RA	AT5G11320.1, AT5G11320.2, AT4G32540.1, AT4G32540.2
OG0006036	Ds_00016847-RA	AT1G80680.1
OG0006037	Ds_00002450-RA	AT1G15290.1, AT1G15290.2
OG0006040	Ds_00015763-RA	AT5G57120.1, AT5G57120.2
OG0006041	Ds_00011834-RA	AT5G11850.1
OG0006042	Ds_00000478-RA	AT1G17420.1, AT1G72520.1
OG0006044	Ds_00013496-RA	AT5G15810.1, AT3G02320.1
OG0006045	Ds_00009924-RA, Ds_00009921-RA	AT5G11450.1, AT5G11450.2
OG0006046	Ds_00010802-RA	AT5G16280.2, AT5G16280.1
OG0006048	Ds_00005233-RA	AT1G08130.1, AT1G49250.1
OG0006049	Ds_00003287-RA	AT3G55400.1, AT3G55400.2
OG0006050	Ds_00011769-RA	AT3G20480.2, AT3G20480.3, AT3G20480.1, AT3G20480.4, AT3G20480.5
OG0006051	Ds_00012308-RA	AT5G44150.1
OG0006052	Ds_00009372-RA, Ds_00005751-RA	AT1G34540.1, AT3G56630.1
OG0006053	Ds_00011823-RA	AT4G18375.2, AT4G18375.3, AT4G18375.1, AT5G46190.4, AT5G46190.1, AT5G46190.3, AT5G46190.2
OG0006054	Ds_00011774-RA	AT3G20440.3, AT3G20440.2, AT3G20440.1
OG0006055	Ds_00006343-RA	AT3G05740.1, AT3G05740.2
OG0006056	Ds_00009586-RA	AT5G52500.1, AT3G57400.1
OG0006057	Ds_00006722-RA, Ds_00006723-RA	AT1G64570.1
OG0006058	Ds_00007359-RA	AT2G38330.1
OG0006060	Ds_00001991-RA	AT5G02950.2, AT5G02950.1, AT3G09670.2, AT3G09670.1
OG0006061	Ds_00010109-RA, Ds_00008248-RA	AT2G29590.1
OG0006062	Ds_00010038-RA	AT5G58490.1
OG0006063	Ds_00004729-RA	AT2G35035.2, AT2G35035.1
OG0006064	Ds_00004237-RA	AT5G44530.2, AT5G44530.1, AT5G44530.3, AT4G20430.1, AT4G20430.2, AT4G20430.3
OG0006065	Ds_00017629-RA	AT5G23630.1
OG0006066	Ds_00013994-RA	AT5G06360.1
OG0006068	Ds_00004093-RA	AT5G63830.1
OG0006069	Ds_00007553-RA	AT3G15080.1
OG0006070	Ds_00014723-RA	AT1G07745.2, AT1G07745.1, AT1G07745.4, AT1G07745.5, AT1G07745.3
OG0006071	Ds_00015072-RA	AT5G16780.3, AT5G16780.2, AT5G16780.1
OG0006073	Ds_00014585-RA, Ds_00005211-RA	AT2G28510.1, AT3G45610.1, AT5G60200.1
OG0006074	Ds_00001104-RA	AT4G20310.2, AT4G20310.7, AT4G20310.6, AT4G20310.3, AT4G20310.9, AT4G20310.8, AT4G20310.1, AT4G20310.5, AT4G20310.4
OG0006075	Ds_00017535-RA	AT1G78800.1
OG0006076	Ds_00010289-RA	AT5G03080.1
OG0006077	Ds_00009944-RA	AT5G47860.1
OG0006078	Ds_00002083-RA	AT2G36305.2, AT2G36305.1
OG0006080	Ds_00000447-RA	AT3G11270.1, AT3G11270.2, AT5G05780.1, AT5G05780.2
OG0006082	Ds_00012745-RA	AT3G59090.3, AT3G59090.4, AT3G59090.1, AT3G59090.2
OG0006083	Ds_00011261-RA	AT3G54010.2, AT3G54010.1
OG0006084	Ds_00013126-RA	AT4G10760.1
OG0006085	Ds_00012293-RA	AT2G14830.1
OG0006087	Ds_00006927-RA	AT5G06340.1, AT3G10620.1
OG0006088	Ds_00009999-RA	AT2G30070.2, AT2G30070.1
OG0006089	Ds_00015104-RA, Ds_00011995-RA	AT4G04670.1
OG0006090	Ds_00007353-RA	AT3G03710.1
OG0006091	Ds_00015280-RA	AT5G02130.1
OG0006093	Ds_00009101-RA, Ds_00006704-RA	AT3G54860.2, AT3G54860.1
OG0006094	Ds_00005434-RA	AT2G30800.2, AT2G30800.1
OG0006095	Ds_00011180-RA	AT5G47630.1, AT5G47630.2, AT5G47630.3
OG0006096	Ds_00007718-RA	AT2G35630.1, AT2G35630.2
OG0006097	Ds_00002330-RA	AT1G72440.1
OG0006098	Ds_00008008-RA	AT5G59560.1, AT5G59560.2
OG0006099	Ds_00015909-RA	AT4G05180.2, AT4G05180.1, AT4G21280.1, AT4G21280.2
OG0006100	Ds_00002686-RA	AT5G06690.4, AT5G06690.2, AT5G06690.3, AT5G06690.1
OG0006101	Ds_00005995-RA	AT5G04240.1
OG0006102	Ds_00001175-RA	AT5G44200.1, AT5G44200.2
OG0006104	Ds_00003265-RA	AT3G55220.1, AT3G55200.3, AT3G55200.1, AT3G55200.2
OG0006105	Ds_00005264-RA	AT5G35690.1
OG0006106	Ds_00004432-RA	AT4G17220.1
OG0006107	Ds_00010158-RA	AT1G67190.2, AT1G67190.1
OG0006108	Ds_00008272-RA, Ds_00006595-RA	AT2G29960.2, AT2G29960.3, AT2G29960.1, AT5G58710.1
OG0006109	Ds_00015982-RA	AT3G08760.1, AT3G08760.3, AT3G08760.2
OG0006111	Ds_00002705-RA	AT3G11960.1, AT3G11960.3, AT3G11960.2, AT3G11960.4
OG0006112	Ds_00012268-RA	AT1G05270.1, AT2G32340.2, AT2G32340.1
OG0006113	Ds_00012616-RA, Ds_00016840-RA	AT5G17930.1
OG0006115	Ds_00017762-RA	AT2G36310.1
OG0006116	Ds_00010234-RA, Ds_00013469-RA	AT1G62640.1, AT1G62640.2
OG0006118	Ds_00006039-RA	AT3G52200.2, AT3G52200.1
OG0006119	Ds_00011007-RA	AT2G41870.1, AT3G57540.1
OG0006120	Ds_00003429-RA	AT1G76710.2, AT1G76710.1, AT1G76710.4, AT1G76710.3
OG0006121	Ds_00016922-RA	AT3G54060.2, AT3G54060.1, AT2G37960.1, AT2G37960.2
OG0006122	Ds_00011635-RA	AT2G46560.3, AT2G46560.2, AT2G46560.1
OG0006123	Ds_00013955-RA	AT5G04590.1
OG0006124	Ds_00005532-RA	AT1G51140.1
OG0006125	Ds_00015991-RA	AT3G08670.1
OG0006126	Ds_00017583-RA	AT4G28750.1, AT2G20260.1
OG0006127	Ds_00005417-RA	AT5G66005.7, AT5G66005.1, AT5G66005.5, AT5G66005.6, AT5G66005.4, AT5G66005.8, AT5G66005.3, AT5G66005.2
OG0006128	Ds_00001057-RA	AT4G19003.6, AT4G19003.4, AT4G19003.2, AT4G19003.1, AT4G19003.3, AT4G19003.5
OG0006129	Ds_00009598-RA	AT3G57300.1, AT3G57300.3, AT3G57300.2, AT3G57300.4
OG0006130	Ds_00008995-RA, Ds_00002797-RA, Ds_00002796-RA	AT4G24130.1
OG0006131	Ds_00013761-RA	AT3G48520.1, AT5G63450.2, AT5G63450.1
OG0006132	Ds_00005601-RA	AT5G24500.1
OG0006133	Ds_00008935-RA	AT2G33740.1, AT2G33740.2
OG0006134	Ds_00017079-RA	AT5G40580.3, AT5G40580.4, AT3G27430.3, AT5G40580.1, AT5G40580.2, AT3G27430.2, AT3G27430.1
OG0006135	Ds_00006779-RA	AT4G37040.1
OG0006136	Ds_00017973-RA, Ds_00007456-RA	AT2G01905.1
OG0006137	Ds_00017396-RA	AT1G67550.1
OG0006139	Ds_00013777-RA	AT4G24805.1
OG0006140	Ds_00000418-RA, Ds_00000410-RA	AT4G23840.1
OG0006141	Ds_00001440-RA	AT4G35880.1, AT4G35880.2
OG0006142	Ds_00010936-RA, Ds_00010937-RA, Ds_00003622-RA	AT5G09840.1, AT5G64710.2, AT5G64710.1
OG0006143	Ds_00017777-RA	AT5G40530.4, AT5G40530.2, AT5G40530.3, AT5G40530.1
OG0006145	Ds_00001333-RA	AT5G37340.3, AT5G37340.1, AT5G37340.2, AT5G37340.4, AT5G22480.1
OG0006146	Ds_00009650-RA	AT3G59630.2, AT3G59630.1, AT3G59630.3
OG0006147	Ds_00014567-RA	AT2G19640.2, AT2G19640.1
OG0006148	Ds_00001394-RA, Ds_00003054-RA	AT1G20950.1, AT1G76550.1
OG0006149	Ds_00010239-RA	AT3G60720.1, AT3G60720.3, AT3G60720.2
OG0006150	Ds_00009709-RA	AT5G63380.1
OG0006151	Ds_00002557-RA	AT1G19850.2, AT1G19850.1
OG0006152	Ds_00001612-RA, Ds_00003518-RA	AT1G14490.1, AT1G14490.2, AT5G49700.1
OG0006153	Ds_00012810-RA	AT1G71430.1
OG0006154	Ds_00009248-RA	AT3G50360.1
OG0006155	Ds_00010759-RA	AT1G67490.2, AT1G67490.1, AT1G24320.1, AT1G24320.2
OG0006156	Ds_00015937-RA	AT4G01210.1
OG0006157	Ds_00016478-RA	AT1G01860.4, AT1G01860.5, AT1G01860.1, AT1G01860.2, AT1G01860.3
OG0006158	Ds_00016028-RA	AT5G19870.1, AT1G55240.1, AT1G55230.1
OG0006159	Ds_00000700-RA	AT5G46160.2, AT5G46160.1
OG0006160	Ds_00008554-RA	AT1G71150.2, AT1G71150.1, AT1G22970.3, AT1G22970.2, AT1G22970.4, AT1G22970.1, AT1G22980.2, AT1G22980.1
OG0006161	Ds_00003903-RA, Ds_00006337-RA	AT1G30230.2, AT1G30230.1, AT2G18110.1
OG0006162	Ds_00007910-RA	AT1G47420.1
OG0006163	Ds_00003677-RA	AT3G05670.2, AT3G05670.3, AT3G05670.1
OG0006164	Ds_00009500-RA	AT4G15850.1
OG0006165	Ds_00005674-RA	AT5G53210.1, AT5G53210.2
OG0006167	Ds_00011249-RA	AT5G65540.1
OG0006168	Ds_00004362-RA	AT5G37370.4, AT5G37370.6, AT5G37370.7, AT5G37370.5, AT5G37370.2, AT5G37370.1
OG0006169	Ds_00013993-RA	AT1G33440.1, AT1G59740.1
OG0006170	Ds_00003994-RA	AT5G08710.2, AT5G08710.1
OG0006171	Ds_00009730-RA	AT5G50720.1, AT4G24960.1, AT4G24960.3, AT4G24960.2
OG0006173	Ds_00006971-RA, Ds_00006970-RA, Ds_00006141-RA	AT3G04470.1
OG0006175	Ds_00003655-RA	AT1G71160.1
OG0006176	Ds_00009700-RA	AT3G48430.1, AT3G48430.2
OG0006177	Ds_00000322-RA	AT2G16500.1, AT4G34710.1, AT4G34710.2
OG0006178	Ds_00003668-RA	AT5G27830.6, AT5G27830.2, AT5G27830.1, AT5G27830.5, AT5G27830.4, AT5G27830.3
OG0006179	Ds_00000754-RA	AT4G24500.3, AT4G24500.1, AT4G24500.2
OG0006180	Ds_00005632-RA	AT4G27800.3, AT4G27800.2, AT4G27800.1
OG0006181	Ds_00000938-RA	AT1G22860.1
OG0006182	Ds_00000532-RA	AT1G27760.3, AT1G27760.1, AT1G27760.2
OG0006183	Ds_00017599-RA	AT1G27980.1
OG0006185	Ds_00005311-RA	AT1G18080.1, AT3G18130.1, AT1G48630.1
OG0006186	Ds_00000150-RA	AT1G73480.1, AT1G18360.1
OG0006187	Ds_00002649-RA	AT5G08330.1, AT5G23280.1
OG0006188	Ds_00008547-RA	AT2G01320.3, AT2G01320.2, AT2G01320.1, AT2G01320.4, AT2G01320.8, AT2G01320.5, AT2G01320.7, AT2G01320.6
OG0006189	Ds_00002676-RA	AT5G58220.3, AT5G58220.2, AT5G58220.1
OG0006190	Ds_00006434-RA	AT1G73350.2, AT1G73350.6, AT1G73350.4, AT1G73350.5, AT1G73350.7, AT1G73350.3, AT1G73350.1
OG0006192	Ds_00005861-RA	AT4G16340.1, AT4G16340.2
OG0006193	Ds_00006072-RA	AT1G55325.4, AT1G55325.1, AT1G55325.3, AT1G55325.2
OG0006194	Ds_00006894-RA	AT3G01180.1
OG0006195	Ds_00005194-RA	AT2G27035.1
OG0006196	Ds_00008469-RA	AT5G16150.1, AT5G16150.3, AT5G16150.2
OG0006198	Ds_00005931-RA	AT1G25220.1, AT1G25220.2, AT5G57890.1, AT1G24807.1, AT1G24909.1, AT1G25155.1, AT1G25083.1
OG0006199	Ds_00014173-RA	AT5G14660.2, AT5G14660.1, AT5G14660.3
OG0006200	Ds_00011754-RA	AT3G28140.2, AT3G28140.1, AT5G40190.1
OG0006201	Ds_00013119-RA	AT4G17880.1, AT5G46760.1, AT1G32640.1
OG0006202	Ds_00006994-RA	AT4G19640.1, AT5G45130.2, AT5G45130.1
OG0006204	Ds_00017681-RA	AT4G20130.1, AT4G20130.3, AT4G20130.2
OG0006205	Ds_00009148-RA, Ds_00008451-RA, Ds_00010531-RA	AT2G03370.1, AT2G03370.2, AT2G03360.1, AT2G03360.2
OG0006206	Ds_00016415-RA	AT3G49000.1
OG0006207	Ds_00000160-RA	AT3G18390.1
OG0006208	Ds_00017340-RA, Ds_00002644-RA	AT5G08300.1, AT5G23250.1, AT5G23250.2
OG0006209	Ds_00009149-RA	AT2G03350.1
OG0006210	Ds_00010725-RA	AT1G24490.2, AT1G24490.1
OG0006211	Ds_00016249-RA	AT1G18900.2, AT1G18900.1, AT1G18900.3, AT1G18900.4, AT1G74750.2, AT1G74750.1, AT1G74750.3, AT1G74750.4
OG0006212	Ds_00008465-RA	AT5G16200.1, AT5G16200.2, AT1G66890.1
OG0006213	Ds_00017166-RA, Ds_00000139-RA	AT1G48480.1
OG0006214	Ds_00005342-RA	AT1G74440.1, AT1G74440.2, AT1G18720.2, AT1G18720.1
OG0006215	Ds_00004088-RA	AT5G48240.1, AT5G48240.2, AT5G48240.3
OG0006216	Ds_00016784-RA, Ds_00016785-RA, Ds_00016786-RA, Ds_00013061-RA, Ds_00005324-RA	AT5G07990.1
OG0006217	Ds_00004358-RA	AT1G80070.1, AT4G38780.1
OG0006218	Ds_00008416-RA	AT1G68890.2, AT1G68890.1
OG0006219	Ds_00008474-RA, Ds_00008376-RA, Ds_00008377-RA	AT2G46200.2, AT2G46200.1, AT2G46200.4, AT2G46200.3
OG0006220	Ds_00009024-RA, Ds_00016037-RA	AT1G60170.1
OG0006221	Ds_00009027-RA	AT1G10560.1, AT1G60190.1
OG0006222	Ds_00013488-RA	AT3G03430.1, AT5G17480.1
OG0006223	Ds_00007011-RA	AT3G54360.2, AT3G54360.1
OG0006224	Ds_00016800-RA, Ds_00016801-RA	AT1G08400.1
OG0006225	Ds_00008467-RA, Ds_00009254-RA	AT3G02580.1, AT3G02590.2, AT3G02590.1
OG0006226	Ds_00006667-RA	AT5G16260.1
OG0006227	Ds_00013809-RA	AT4G32180.2, AT4G32180.3, AT4G32180.1
OG0006228	Ds_00010013-RA, Ds_00005191-RA	AT4G12650.1
OG0006230	Ds_00008525-RA	AT1G70730.1, AT1G70730.3, AT1G70730.2, AT1G23190.1
OG0006231	Ds_00013226-RA	AT2G01600.1
OG0006232	Ds_00017940-RA, Ds_00011445-RA	AT4G12790.5, AT4G12790.1, AT4G12790.6, AT4G12790.4, AT4G12790.2, AT4G12790.3
OG0006233	Ds_00014133-RA	AT5G08160.2, AT5G08160.1
OG0006235	Ds_00013703-RA	AT5G03430.1
OG0006237	Ds_00013091-RA	AT5G45610.1, AT5G45610.2
OG0006238	Ds_00009175-RA	AT1G70480.2, AT1G70480.1
OG0006239	Ds_00016343-RA	AT3G12940.1, AT3G12940.2, AT3G12940.3
OG0006240	Ds_00008443-RA	AT1G14180.1, AT1G14180.2, AT5G18260.1
OG0006241	Ds_00016140-RA	AT1G77890.2, AT1G77890.3, AT1G77890.1, AT1G77890.5, AT1G77890.4, AT4G08540.1
OG0006243	Ds_00010544-RA	AT1G74380.1, AT5G07720.1
OG0006244	Ds_00008032-RA	AT3G01590.1, AT3G01590.2, AT5G14500.2, AT5G14500.1
OG0006245	Ds_00010505-RA	AT2G03620.2, AT2G03620.1
