Orthogroup	D_spatulata.proteins	A_coerulea.proteins
OG0005329	Ds_00009948-RA	Aqcoe3G056900.3.p, Aqcoe3G056900.2.p, Aqcoe3G057000.1.p, Aqcoe3G056900.1.p
OG0005330	Ds_00008466-RA	Aqcoe3G028900.1.p
OG0005331	Ds_00007672-RA, Ds_00008644-RA	Aqcoe3G208600.1.p
OG0005332	Ds_00010502-RA	Aqcoe3G063900.2.p, Aqcoe3G063900.1.p
OG0005333	Ds_00001218-RA, Ds_00010174-RA	Aqcoe3G223700.1.p
OG0005334	Ds_00010634-RA	Aqcoe3G378100.1.p
OG0005335	Ds_00016110-RA	Aqcoe3G433700.1.p
OG0005336	Ds_00017781-RA	Aqcoe3G171100.1.p
OG0005337	Ds_00005925-RA, Ds_00013224-RA	Aqcoe3G416200.2.p, Aqcoe3G416200.1.p
OG0005338	Ds_00003734-RA	Aqcoe3G317700.1.p, Aqcoe3G099000.1.p, Aqcoe3G099000.2.p
OG0005339	Ds_00003861-RA, Ds_00009716-RA	Aqcoe3G199100.1.p
OG0005341	Ds_00007389-RA	Aqcoe3G186600.4.p, Aqcoe3G186600.2.p, Aqcoe3G186600.3.p, Aqcoe3G186600.1.p
OG0005342	Ds_00015455-RA	Aqcoe3G288200.1.p, Aqcoe3G288100.1.p
OG0005343	Ds_00004840-RA	Aqcoe3G216400.1.p
OG0005344	Ds_00016452-RA	Aqcoe3G199900.1.p
OG0005345	Ds_00005878-RA	Aqcoe3G029900.1.p, Aqcoe3G029900.4.p, Aqcoe3G029900.3.p, Aqcoe3G029900.2.p
OG0005346	Ds_00016536-RA	Aqcoe3G022600.1.p, Aqcoe3G022700.1.p
OG0005347	Ds_00006987-RA	Aqcoe3G421300.1.p, Aqcoe3G421300.2.p
OG0005348	Ds_00010587-RA	Aqcoe3G174700.1.p
OG0005349	Ds_00008497-RA	Aqcoe3G388800.1.p
OG0005350	Ds_00013120-RA	Aqcoe3G233900.1.p, Aqcoe3G233900.2.p
OG0005351	Ds_00007670-RA	Aqcoe3G209200.2.p, Aqcoe3G209200.1.p
OG0005353	Ds_00015446-RA	Aqcoe3G125500.1.p, Aqcoe3G125500.2.p
OG0005354	Ds_00017448-RA	Aqcoe3G300200.1.p, Aqcoe3G300200.2.p
OG0005355	Ds_00010584-RA, Ds_00010583-RA, Ds_00004780-RA	Aqcoe3G177600.1.p
OG0005356	Ds_00008112-RA	Aqcoe3G236400.2.p, Aqcoe3G236400.1.p
OG0005357	Ds_00000998-RA, Ds_00000999-RA	Aqcoe3G260100.1.p, Aqcoe3G260100.5.p, Aqcoe3G260100.6.p, Aqcoe3G260100.8.p, Aqcoe3G260100.3.p, Aqcoe3G260100.2.p, Aqcoe3G260100.7.p, Aqcoe3G260100.4.p
OG0005358	Ds_00000405-RA	Aqcoe3G438300.2.p, Aqcoe3G438300.1.p, Aqcoe3G438300.3.p
OG0005359	Ds_00013223-RA	Aqcoe3G007100.1.p, Aqcoe3G007100.3.p, Aqcoe3G007100.2.p
OG0005360	Ds_00014120-RA, Ds_00014121-RA	Aqcoe3G366500.1.p
OG0005361	Ds_00015249-RA	Aqcoe3G375200.1.p
OG0005362	Ds_00010700-RA	Aqcoe3G144700.1.p
OG0005363	Ds_00004848-RA	Aqcoe3G187100.4.p, Aqcoe3G187100.1.p, Aqcoe3G187100.2.p, Aqcoe3G187100.3.p
OG0005395	Ds_00010166-RA	Aqcoe0416s0005.1.p, Aqcoe1G451500.1.p, Aqcoe0416s0001.1.p, Aqcoe0416s0004.1.p
OG0005396	Ds_00015590-RA	Aqcoe2G250300.2.p, Aqcoe2G250300.1.p
OG0005399	Ds_00014994-RA, Ds_00003341-RA	Aqcoe2G065600.1.p
OG0005400	Ds_00006017-RA	Aqcoe2G206500.1.p, Aqcoe1G131300.1.p
OG0005401	Ds_00008259-RA	Aqcoe2G340800.1.p
OG0005401	Ds_00006388-RA	Aqcoe2G340900.1.p
OG0005402	Ds_00000858-RA, Ds_00005779-RA	Aqcoe2G039300.1.p
OG0005403	Ds_00006344-RA	Aqcoe1G412900.1.p, Aqcoe2G088300.1.p
OG0005404	Ds_00001117-RA	Aqcoe2G258000.1.p
OG0005405	Ds_00017952-RA	Aqcoe2G265900.1.p, Aqcoe2G265900.3.p, Aqcoe2G265900.2.p
OG0005406	Ds_00006761-RA	Aqcoe6G310200.2.p, Aqcoe6G310200.1.p, Aqcoe2G064300.2.p, Aqcoe2G064300.1.p, Aqcoe2G064300.3.p, Aqcoe2G064300.4.p
OG0005407	Ds_00003643-RA, Ds_00002968-RA, Ds_00007125-RA	Aqcoe5G066900.1.p, Aqcoe2G321600.1.p, Aqcoe2G321700.1.p, Aqcoe2G321900.1.p, Aqcoe2G322100.1.p, Aqcoe2G322200.1.p, Aqcoe2G322000.1.p, Aqcoe6G169700.1.p, Aqcoe2G321800.1.p, Aqcoe2G321500.1.p
OG0005408	Ds_00004992-RA, Ds_00004991-RA	Aqcoe2G014800.1.p
OG0005409	Ds_00013957-RA	Aqcoe2G015800.1.p
OG0005410	Ds_00015388-RA, Ds_00002732-RA	Aqcoe1G061000.1.p
OG0005411	Ds_00015359-RA	Aqcoe2G001400.1.p
OG0005412	Ds_00011458-RA	Aqcoe2G260200.1.p, Aqcoe4G186100.1.p, Aqcoe4G186100.2.p
OG0005413	Ds_00005855-RA	Aqcoe2G202700.1.p, Aqcoe2G202700.3.p, Aqcoe2G202700.2.p, Aqcoe2G202700.4.p, Aqcoe3G070600.1.p
OG0005414	Ds_00010715-RA	Aqcoe2G303800.3.p, Aqcoe2G303800.2.p, Aqcoe2G303800.4.p, Aqcoe2G303800.1.p
OG0005416	Ds_00015120-RA	Aqcoe2G117000.4.p, Aqcoe2G117000.1.p, Aqcoe2G117000.2.p, Aqcoe2G117000.3.p, Aqcoe2G117000.5.p, Aqcoe2G117000.7.p, Aqcoe2G117000.6.p
OG0005417	Ds_00011578-RA, Ds_00003666-RA	Aqcoe7G147800.1.p, Aqcoe2G291700.1.p, Aqcoe2G291700.2.p, Aqcoe5G089400.1.p
OG0005418	Ds_00008275-RA	Aqcoe2G091700.1.p, Aqcoe1G418400.1.p
OG0005419	Ds_00004072-RA	Aqcoe2G306000.2.p, Aqcoe2G306000.7.p, Aqcoe2G306000.9.p, Aqcoe2G306000.6.p, Aqcoe2G306000.5.p, Aqcoe2G306000.4.p, Aqcoe2G306000.3.p, Aqcoe2G306000.8.p, Aqcoe2G306000.1.p, Aqcoe2G306000.10.p
OG0005420	Ds_00005727-RA	Aqcoe2G414900.1.p, Aqcoe2G414900.2.p, Aqcoe2G414900.3.p
OG0005422	Ds_00014733-RA	Aqcoe2G168600.1.p
OG0005423	Ds_00005002-RA	Aqcoe2G436400.1.p, Aqcoe2G436400.2.p
OG0005424	Ds_00015645-RA, Ds_00004987-RA	Aqcoe2G438600.2.p, Aqcoe2G438600.1.p
OG0005425	Ds_00015985-RA	Aqcoe2G074900.1.p, Aqcoe2G074900.2.p
OG0005426	Ds_00006846-RA	Aqcoe2G078700.1.p
OG0005427	Ds_00012470-RA	Aqcoe2G075100.1.p
OG0005428	Ds_00015700-RA	Aqcoe2G131900.3.p, Aqcoe4G207700.1.p, Aqcoe2G131900.2.p, Aqcoe2G131900.1.p
OG0005429	Ds_00013924-RA	Aqcoe2G044800.2.p, Aqcoe2G044800.1.p
OG0005430	Ds_00000271-RA	Aqcoe2G111200.4.p, Aqcoe2G111200.3.p, Aqcoe2G111200.1.p, Aqcoe2G111200.2.p
OG0005431	Ds_00016064-RA, Ds_00016066-RA, Ds_00002392-RA	Aqcoe2G298600.1.p
OG0005432	Ds_00015684-RA	Aqcoe1G443300.1.p, Aqcoe2G123600.2.p, Aqcoe2G123600.1.p
OG0005433	Ds_00005005-RA	Aqcoe2G256800.1.p
OG0005434	Ds_00014659-RA	Aqcoe2G433400.1.p, Aqcoe2G433400.2.p
OG0005435	Ds_00010329-RA, Ds_00015421-RA	Aqcoe2G172900.1.p, Aqcoe1G478600.1.p
OG0005436	Ds_00010685-RA	Aqcoe2G099800.1.p, Aqcoe2G099800.2.p
OG0005437	Ds_00006904-RA, Ds_00006310-RA	Aqcoe2G329100.1.p, Aqcoe2G329100.2.p
OG0005438	Ds_00015789-RA, Ds_00002090-RA	Aqcoe2G121000.1.p, Aqcoe2G121000.2.p
OG0005439	Ds_00016495-RA	Aqcoe2G384700.1.p, Aqcoe2G384700.3.p, Aqcoe2G384700.4.p, Aqcoe2G384700.5.p, Aqcoe2G384700.2.p, Aqcoe2G384700.6.p, Aqcoe1G048600.1.p
OG0005441	Ds_00012986-RA	Aqcoe2G435400.1.p, Aqcoe2G435100.1.p
OG0005442	Ds_00010024-RA	Aqcoe2G075400.1.p, Aqcoe2G075400.2.p, Aqcoe5G331400.1.p
OG0005443	Ds_00015609-RA	Aqcoe2G096200.1.p, Aqcoe2G096200.2.p
OG0005444	Ds_00014161-RA	Aqcoe2G375500.1.p, Aqcoe5G024200.1.p
OG0005445	Ds_00014233-RA	Aqcoe2G263100.1.p, Aqcoe2G263100.2.p
OG0005447	Ds_00002062-RA, Ds_00008729-RA	Aqcoe1G454700.1.p, Aqcoe2G129500.1.p
OG0005448	Ds_00008691-RA	Aqcoe2G090000.1.p
OG0005449	Ds_00004631-RA	Aqcoe2G327900.1.p, Aqcoe2G327900.2.p
OG0005450	Ds_00014557-RA	Aqcoe2G026500.2.p, Aqcoe2G026500.3.p, Aqcoe2G026500.4.p, Aqcoe2G026500.1.p
OG0005451	Ds_00002072-RA, Ds_00008721-RA	Aqcoe2G429700.1.p, Aqcoe2G429700.2.p, Aqcoe1G453200.1.p
OG0005452	Ds_00008267-RA	Aqcoe2G096900.1.p
OG0005453	Ds_00011036-RA	Aqcoe2G006000.2.p, Aqcoe2G006000.3.p, Aqcoe2G006000.4.p, Aqcoe2G006000.1.p
OG0005454	Ds_00006961-RA, Ds_00006146-RA	Aqcoe2G372600.2.p, Aqcoe2G372600.1.p
OG0005455	Ds_00002045-RA	Aqcoe2G184300.1.p, Aqcoe1G115500.1.p
OG0005457	Ds_00006445-RA	Aqcoe2G039600.1.p, Aqcoe2G039600.2.p
OG0005458	Ds_00011320-RA, Ds_00007166-RA	Aqcoe2G236400.2.p, Aqcoe2G236400.1.p
OG0005460	Ds_00005101-RA	Aqcoe5G020400.1.p, Aqcoe2G380100.1.p
OG0005461	Ds_00003419-RA	Aqcoe2G006800.1.p
OG0005462	Ds_00014864-RA	Aqcoe1G077000.1.p, Aqcoe2G068100.1.p
OG0005463	Ds_00017307-RA	Aqcoe2G273700.4.p, Aqcoe2G273700.3.p, Aqcoe2G273700.2.p, Aqcoe2G273700.1.p
OG0005464	Ds_00013885-RA	Aqcoe2G278500.1.p, Aqcoe5G093600.4.p, Aqcoe5G093600.3.p, Aqcoe5G093600.1.p, Aqcoe5G093600.2.p
OG0005465	Ds_00000986-RA	Aqcoe2G380800.1.p
OG0005466	Ds_00001086-RA	Aqcoe2G354900.1.p
OG0005467	Ds_00014710-RA	Aqcoe1G467600.1.p
OG0005468	Ds_00001510-RA	Aqcoe6G027500.2.p, Aqcoe6G027500.1.p
OG0005469	Ds_00014811-RA	Aqcoe6G205800.1.p
OG0005470	Ds_00007677-RA	Aqcoe5G103500.4.p, Aqcoe5G103500.3.p, Aqcoe6G283500.1.p, Aqcoe5G103500.2.p, Aqcoe6G283500.2.p, Aqcoe6G283500.3.p, Aqcoe5G103500.1.p
OG0005471	Ds_00004144-RA	Aqcoe6G297800.1.p, Aqcoe6G297800.2.p
OG0005472	Ds_00004855-RA	Aqcoe1G062500.4.p, Aqcoe1G062500.2.p, Aqcoe1G062500.1.p, Aqcoe1G062500.3.p, Aqcoe6G036400.1.p, Aqcoe6G036500.1.p
OG0005473	Ds_00003454-RA	Aqcoe7G408100.1.p, Aqcoe7G149000.2.p, Aqcoe7G149000.1.p, Aqcoe6G240800.1.p
OG0005474	Ds_00007854-RA, Ds_00017970-RA, Ds_00007855-RA	Aqcoe6G124600.1.p, Aqcoe5G232100.1.p
OG0005475	Ds_00016554-RA	Aqcoe6G208500.1.p
OG0005476	Ds_00001625-RA, Ds_00012523-RA, Ds_00003542-RA	Aqcoe6G017300.2.p, Aqcoe6G017300.1.p, Aqcoe6G017400.1.p
OG0005477	Ds_00013436-RA	Aqcoe6G215400.1.p
OG0005479	Ds_00008195-RA	Aqcoe5G146000.1.p, Aqcoe6G134700.1.p
OG0005480	Ds_00015649-RA	Aqcoe6G000300.1.p, Aqcoe6G094700.1.p
OG0005482	Ds_00014779-RA	Aqcoe6G154900.1.p
OG0005483	Ds_00004943-RA, Ds_00001685-RA	Aqcoe7G409100.1.p, Aqcoe6G131600.1.p
OG0005484	Ds_00011083-RA	Aqcoe5G216700.1.p
OG0005484	Ds_00004038-RA	Aqcoe7G135500.1.p, Aqcoe6G003900.1.p
OG0005485	Ds_00001590-RA	Aqcoe6G080500.1.p
OG0005486	Ds_00005908-RA	Aqcoe5G407200.4.p, Aqcoe5G407200.2.p, Aqcoe5G407200.3.p, Aqcoe5G407200.1.p, Aqcoe6G227800.1.p
OG0005487	Ds_00002881-RA	Aqcoe6G179600.2.p, Aqcoe6G179600.3.p, Aqcoe6G179600.1.p, Aqcoe7G309100.1.p, Aqcoe5G475800.1.p
OG0005488	Ds_00012168-RA	Aqcoe6G272800.1.p
OG0005490	Ds_00017645-RA	Aqcoe5G466600.1.p, Aqcoe5G463800.1.p, Aqcoe6G176600.1.p
OG0005491	Ds_00000045-RA, Ds_00013015-RA	Aqcoe6G213900.1.p
OG0005492	Ds_00006545-RA	Aqcoe6G289900.1.p, Aqcoe5G105300.1.p
OG0005493	Ds_00013292-RA, Ds_00011004-RA	Aqcoe6G029600.1.p, Aqcoe6G029600.2.p
OG0005494	Ds_00012774-RA	Aqcoe6G293900.1.p
OG0005495	Ds_00010903-RA, Ds_00011220-RA	Aqcoe6G117800.2.p, Aqcoe6G117800.1.p
OG0005496	Ds_00014189-RA	Aqcoe6G004300.2.p, Aqcoe6G004300.1.p
OG0005497	Ds_00015929-RA	Aqcoe6G002400.1.p
OG0005498	Ds_00003225-RA	Aqcoe6G201900.1.p
OG0005499	Ds_00000312-RA	Aqcoe6G302400.1.p
OG0005500	Ds_00002533-RA, Ds_00000544-RA	Aqcoe6G296800.1.p
OG0005501	Ds_00003536-RA	Aqcoe6G018700.1.p
OG0005502	Ds_00006793-RA	Aqcoe6G076800.3.p, Aqcoe6G076800.1.p, Aqcoe6G076800.2.p, Aqcoe6G102800.1.p
OG0005503	Ds_00009099-RA, Ds_00004256-RA	Aqcoe6G042000.1.p
OG0005504	Ds_00004181-RA, Ds_00002637-RA	Aqcoe6G266900.1.p
OG0005505	Ds_00016669-RA, Ds_00005493-RA	Aqcoe7G259300.1.p, Aqcoe6G259200.1.p, Aqcoe1G454600.1.p
OG0005506	Ds_00003537-RA	Aqcoe6G018600.1.p
OG0005507	Ds_00002126-RA	Aqcoe7G069000.2.p, Aqcoe7G069000.1.p
OG0005508	Ds_00000523-RA	Aqcoe6G277300.1.p
OG0005509	Ds_00014636-RA	Aqcoe6G091700.1.p
OG0005510	Ds_00011970-RA, Ds_00007483-RA	Aqcoe6G168900.1.p
OG0005511	Ds_00009401-RA	Aqcoe6G283200.1.p, Aqcoe6G283200.4.p, Aqcoe6G283200.3.p, Aqcoe6G283200.2.p
OG0005512	Ds_00000310-RA	Aqcoe5G133400.1.p
OG0005514	Ds_00014997-RA	Aqcoe6G193600.1.p
OG0005515	Ds_00011981-RA, Ds_00015039-RA	Aqcoe6G190000.1.p
OG0005516	Ds_00010269-RA	Aqcoe4G276300.2.p, Aqcoe4G276300.1.p
OG0005517	Ds_00010662-RA, Ds_00016311-RA	Aqcoe4G262900.1.p
OG0005519	Ds_00016229-RA, Ds_00016234-RA, Ds_00016235-RA	Aqcoe4G245400.1.p, Aqcoe4G241000.1.p
OG0005520	Ds_00008818-RA	Aqcoe4G048400.1.p
OG0005521	Ds_00014534-RA	Aqcoe4G162300.1.p
OG0005522	Ds_00012525-RA, Ds_00002866-RA	Aqcoe5G469700.1.p, Aqcoe3G064200.1.p, Aqcoe4G283600.1.p
OG0005523	Ds_00004329-RA	Aqcoe1G250700.1.p
OG0005525	Ds_00011526-RA	Aqcoe1G252000.1.p, Aqcoe4G077500.1.p
OG0005526	Ds_00011927-RA	Aqcoe4G163800.1.p, Aqcoe1G027000.1.p, Aqcoe1G027000.4.p, Aqcoe1G027000.3.p, Aqcoe1G027000.2.p
OG0005527	Ds_00001216-RA	Aqcoe4G030000.1.p, Aqcoe4G030000.2.p
OG0005528	Ds_00001988-RA	Aqcoe4G205900.1.p
OG0005529	Ds_00009529-RA	Aqcoe4G296800.1.p
OG0005530	Ds_00007929-RA	Aqcoe7G007600.1.p, Aqcoe4G025900.1.p
OG0005531	Ds_00009550-RA, Ds_00010272-RA	Aqcoe4G273800.1.p
OG0005532	Ds_00012854-RA	Aqcoe4G285800.1.p, Aqcoe5G342500.1.p, Aqcoe3G162400.1.p
OG0005533	Ds_00000498-RA, Ds_00011513-RA	Aqcoe1G242800.1.p, Aqcoe4G068400.1.p
OG0005534	Ds_00012245-RA, Ds_00004470-RA	Aqcoe4G224900.1.p
OG0005535	Ds_00001219-RA, Ds_00016046-RA	Aqcoe4G249100.2.p, Aqcoe4G249100.1.p
OG0005536	Ds_00001765-RA	Aqcoe4G167500.2.p, Aqcoe4G167500.3.p, Aqcoe4G167500.1.p
OG0005537	Ds_00004295-RA	Aqcoe3G207400.1.p
OG0005538	Ds_00002277-RA	Aqcoe7G431100.1.p
OG0005539	Ds_00017479-RA, Ds_00003811-RA	Aqcoe7G418900.1.p
OG0005540	Ds_00009646-RA	Aqcoe7G003400.1.p
OG0005541	Ds_00008523-RA	Aqcoe7G350900.2.p, Aqcoe7G350900.1.p
OG0005542	Ds_00000650-RA	Aqcoe7G375000.1.p
OG0005543	Ds_00002582-RA	Aqcoe7G211700.1.p
OG0005544	Ds_00016986-RA	Aqcoe7G438000.1.p
OG0005545	Ds_00014792-RA	Aqcoe7G192200.1.p
OG0005546	Ds_00008015-RA	Aqcoe5G390000.1.p, Aqcoe7G081000.1.p
OG0005548	Ds_00017689-RA	Aqcoe7G005600.1.p
OG0005548	Ds_00012519-RA	Aqcoe5G465700.1.p, Aqcoe5G466100.1.p
OG0005549	Ds_00016056-RA	Aqcoe7G158800.1.p
OG0005550	Ds_00016861-RA	Aqcoe7G287300.2.p, Aqcoe7G287300.3.p, Aqcoe7G287300.1.p
OG0005551	Ds_00006366-RA	Aqcoe7G076100.1.p
OG0005552	Ds_00012845-RA, Ds_00013631-RA	Aqcoe7G292300.2.p, Aqcoe7G292300.1.p
OG0005553	Ds_00000809-RA	Aqcoe7G191500.1.p, Aqcoe7G191300.1.p
OG0005554	Ds_00002425-RA	Aqcoe7G194100.1.p
OG0005556	Ds_00005331-RA	Aqcoe7G166400.1.p
OG0005557	Ds_00000702-RA	Aqcoe1G350000.1.p, Aqcoe5G358600.1.p, Aqcoe7G104400.1.p
OG0005558	Ds_00017814-RA, Ds_00017815-RA	Aqcoe7G082600.1.p
OG0005559	Ds_00013879-RA	Aqcoe5G325900.3.p, Aqcoe5G325900.1.p, Aqcoe5G325900.2.p, Aqcoe5G325900.4.p
OG0005560	Ds_00017633-RA	Aqcoe7G342000.1.p
OG0005562	Ds_00015695-RA, Ds_00015694-RA, Ds_00012476-RA, Ds_00015696-RA	Aqcoe7G035400.1.p, Aqcoe3G257000.1.p, Aqcoe3G257000.4.p, Aqcoe3G257000.2.p, Aqcoe3G257000.6.p, Aqcoe3G257000.3.p, Aqcoe3G257000.5.p, Aqcoe3G257000.7.p
OG0005563	Ds_00004970-RA	Aqcoe7G092600.1.p
OG0005564	Ds_00003421-RA	Aqcoe7G317500.1.p
OG0005565	Ds_00000741-RA	Aqcoe7G165800.1.p
OG0005566	Ds_00001322-RA, Ds_00002100-RA	Aqcoe7G047100.1.p
OG0005567	Ds_00000263-RA	Aqcoe7G176800.1.p
OG0005568	Ds_00003364-RA	Aqcoe7G243500.4.p, Aqcoe7G243500.2.p, Aqcoe7G243500.1.p, Aqcoe7G243500.3.p
OG0005569	Ds_00007609-RA	Aqcoe7G432100.1.p
OG0005570	Ds_00002285-RA, Ds_00013921-RA	Aqcoe7G063900.1.p, Aqcoe7G063900.2.p, Aqcoe7G343400.2.p, Aqcoe7G343400.1.p
OG0005571	Ds_00000450-RA	Aqcoe7G290900.1.p
OG0005572	Ds_00013076-RA	Aqcoe7G307800.1.p
OG0005573	Ds_00009855-RA	Aqcoe7G442400.3.p, Aqcoe7G442400.2.p, Aqcoe7G442400.1.p
OG0005574	Ds_00016496-RA	Aqcoe7G038200.1.p
OG0005575	Ds_00003428-RA	Aqcoe7G111900.2.p, Aqcoe7G111900.1.p
OG0005576	Ds_00008358-RA, Ds_00001380-RA	Aqcoe7G093100.1.p
OG0005577	Ds_00004907-RA	Aqcoe7G011300.1.p
OG0005578	Ds_00000456-RA	Aqcoe7G286800.1.p
OG0005579	Ds_00005789-RA	Aqcoe7G310300.2.p, Aqcoe7G310300.1.p
OG0005580	Ds_00004517-RA	Aqcoe7G322400.2.p, Aqcoe7G322400.1.p
OG0005581	Ds_00013320-RA	Aqcoe7G421200.1.p
OG0005583	Ds_00012780-RA, Ds_00007330-RA	Aqcoe7G293600.1.p
OG0005584	Ds_00016410-RA	Aqcoe7G035300.1.p
OG0005585	Ds_00001325-RA	Aqcoe7G050200.5.p, Aqcoe7G050200.4.p, Aqcoe7G050200.3.p, Aqcoe7G050200.1.p, Aqcoe7G050200.2.p
OG0005586	Ds_00009075-RA	Aqcoe7G400600.1.p
OG0005587	Ds_00012272-RA	Aqcoe7G401600.1.p
OG0005589	Ds_00002587-RA, Ds_00017705-RA	Aqcoe7G272800.1.p
OG0005590	Ds_00005771-RA	Aqcoe7G334200.2.p, Aqcoe7G334200.1.p
OG0005591	Ds_00001386-RA, Ds_00003306-RA	Aqcoe7G356700.1.p
OG0005592	Ds_00002308-RA, Ds_00000467-RA	Aqcoe7G099100.1.p
OG0005593	Ds_00001366-RA	Aqcoe7G088900.2.p, Aqcoe7G088900.1.p
OG0005594	Ds_00006862-RA	Aqcoe7G158000.7.p, Aqcoe7G158000.4.p, Aqcoe7G158000.1.p, Aqcoe7G158000.2.p, Aqcoe7G158000.3.p, Aqcoe7G158000.5.p, Aqcoe7G158000.6.p
OG0005595	Ds_00002268-RA	Aqcoe7G296300.5.p, Aqcoe7G296300.2.p, Aqcoe7G296300.4.p, Aqcoe7G296300.1.p, Aqcoe7G296300.3.p
OG0005596	Ds_00009899-RA	Aqcoe7G065700.1.p
OG0005597	Ds_00017353-RA	Aqcoe7G333100.1.p
OG0005598	Ds_00017792-RA, Ds_00001358-RA	Aqcoe7G081400.1.p
OG0005599	Ds_00018031-RA	Aqcoe7G006700.1.p, Aqcoe7G006700.2.p
OG0005600	Ds_00006533-RA	Aqcoe7G111500.1.p
OG0005601	Ds_00013376-RA	Aqcoe7G087600.1.p
OG0005602	Ds_00003549-RA	Aqcoe7G060800.3.p, Aqcoe7G060800.2.p, Aqcoe7G060800.1.p
OG0005603	Ds_00014784-RA, Ds_00007281-RA	Aqcoe7G203800.1.p
OG0005604	Ds_00003407-RA	Aqcoe7G240600.1.p
OG0005606	Ds_00017667-RA	Aqcoe7G436300.2.p, Aqcoe7G436300.1.p, Aqcoe7G436300.3.p
OG0005608	Ds_00001536-RA	Aqcoe7G071000.3.p, Aqcoe7G071000.1.p, Aqcoe7G071000.2.p
OG0005609	Ds_00002407-RA	Aqcoe7G161300.1.p
OG0005610	Ds_00015358-RA	Aqcoe7G236700.1.p
OG0005611	Ds_00001681-RA	Aqcoe1G480800.1.p, Aqcoe1G480800.2.p
OG0005612	Ds_00003481-RA	Aqcoe1G065700.3.p, Aqcoe1G065700.1.p, Aqcoe1G065700.2.p
OG0005613	Ds_00006011-RA	Aqcoe1G133400.1.p, Aqcoe1G302800.1.p
OG0005614	Ds_00004892-RA, Ds_00013111-RA	Aqcoe1G419100.1.p
OG0005615	Ds_00000943-RA	Aqcoe1G132500.2.p, Aqcoe1G132500.1.p, Aqcoe1G132500.4.p, Aqcoe1G132500.3.p
OG0005617	Ds_00016835-RA, Ds_00011678-RA	Aqcoe1G441600.3.p, Aqcoe1G441600.2.p, Aqcoe1G441600.1.p, Aqcoe5G249500.1.p
OG0005618	Ds_00004938-RA	Aqcoe1G377700.2.p, Aqcoe1G377700.1.p
OG0005619	Ds_00005155-RA	Aqcoe1G209600.1.p, Aqcoe1G209600.2.p, Aqcoe1G209500.1.p
OG0005620	Ds_00010049-RA	Aqcoe1G481600.1.p, Aqcoe1G481600.2.p
OG0005621	Ds_00005752-RA, Ds_00009374-RA	Aqcoe1G007900.1.p
OG0005622	Ds_00017147-RA	Aqcoe1G118400.2.p, Aqcoe1G118400.3.p, Aqcoe1G118400.1.p, Aqcoe1G118400.4.p
OG0005623	Ds_00004284-RA	Aqcoe1G184500.1.p
OG0005624	Ds_00008049-RA	Aqcoe1G190300.1.p, Aqcoe5G357200.1.p
OG0005625	Ds_00015987-RA	Aqcoe1G146300.1.p
OG0005626	Ds_00015273-RA	Aqcoe1G468500.1.p
OG0005627	Ds_00009605-RA	Aqcoe1G394600.1.p, Aqcoe1G119600.1.p
OG0005628	Ds_00013908-RA	Aqcoe1G012900.1.p
OG0005629	Ds_00015489-RA, Ds_00008522-RA	Aqcoe1G458800.2.p
OG0005630	Ds_00015568-RA, Ds_00015962-RA	Aqcoe1G432600.1.p, Aqcoe1G433100.1.p
OG0005631	Ds_00006370-RA	Aqcoe1G379400.1.p, Aqcoe1G379400.2.p
OG0005632	Ds_00015088-RA	Aqcoe1G309300.1.p, Aqcoe1G309300.2.p
OG0005633	Ds_00008271-RA	Aqcoe1G421200.1.p
OG0005634	Ds_00005837-RA, Ds_00004115-RA	Aqcoe1G143700.2.p, Aqcoe1G143700.1.p
OG0005635	Ds_00004287-RA	Aqcoe1G384200.1.p, Aqcoe1G384200.2.p
OG0005636	Ds_00014316-RA	Aqcoe1G396200.1.p
OG0005637	Ds_00016514-RA	Aqcoe5G195500.1.p, Aqcoe1G459500.1.p, Aqcoe1G459600.1.p
OG0005638	Ds_00005515-RA	Aqcoe1G051300.4.p, Aqcoe1G051300.2.p, Aqcoe1G051300.7.p, Aqcoe1G051300.6.p, Aqcoe1G051300.5.p, Aqcoe1G051300.9.p, Aqcoe1G051300.1.p, Aqcoe1G051300.8.p, Aqcoe1G051300.3.p
OG0005639	Ds_00008252-RA	Aqcoe1G083100.2.p, Aqcoe1G083100.1.p
OG0005640	Ds_00004461-RA, Ds_00010258-RA	Aqcoe1G335300.1.p, Aqcoe1G335400.1.p
OG0005641	Ds_00001149-RA, Ds_00016326-RA	Aqcoe1G274100.1.p
OG0005642	Ds_00007345-RA	Aqcoe1G000500.2.p, Aqcoe1G000500.1.p
OG0005643	Ds_00015301-RA	Aqcoe1G000400.1.p
OG0005644	Ds_00015144-RA, Ds_00015143-RA	Aqcoe1G177200.1.p
OG0005645	Ds_00013604-RA	Aqcoe1G482600.1.p, Aqcoe1G482600.2.p, Aqcoe1G482700.4.p, Aqcoe1G482700.3.p, Aqcoe1G482700.1.p, Aqcoe1G482700.5.p, Aqcoe1G482700.2.p
OG0005646	Ds_00006104-RA	Aqcoe1G021800.4.p, Aqcoe1G021800.3.p, Aqcoe1G021800.1.p, Aqcoe1G021800.2.p
OG0005647	Ds_00008770-RA, Ds_00002016-RA	Aqcoe1G139500.1.p
OG0005648	Ds_00017801-RA	Aqcoe1G470600.3.p, Aqcoe1G470600.1.p, Aqcoe1G470600.2.p
OG0005649	Ds_00012116-RA	Aqcoe1G099200.1.p
