Orthogroup	V_vinifera.proteins	L_sativa.proteins
OG0005479	VIT_203s0063g00080.2, VIT_203s0063g00080.1, VIT_203s0063g00080.3	Lsat_1_v5_gn_5_115740.3, Lsat_1_v5_gn_5_115740.1, Lsat_1_v5_gn_0_4161.2, Lsat_1_v5_gn_0_4161.1
OG0005480	VIT_205s0094g01520.4, VIT_205s0094g01520.1, VIT_205s0094g01520.5, VIT_205s0094g01520.3, VIT_205s0094g01520.2	Lsat_1_v5_gn_1_82580.3, Lsat_1_v5_gn_1_82580.1, Lsat_1_v5_gn_1_82580.2
OG0005481	VIT_212s0034g02010.4, VIT_212s0034g02010.2, VIT_212s0034g02010.1, VIT_212s0034g02010.6, VIT_212s0034g02010.5, VIT_212s0034g02010.3, VIT_204s0008g06590.1, VIT_204s0008g06590.4, VIT_204s0008g06590.3, VIT_204s0008g06590.2, VIT_204s0008g06590.5	Lsat_1_v5_gn_5_105520.3, Lsat_1_v5_gn_5_105520.1
OG0005482	VIT_212s0028g03930.1	Lsat_1_v5_gn_9_115420.1
OG0005482	VIT_218s0001g07330.1	Lsat_1_v5_gn_6_106301.1, Lsat_1_v5_gn_6_106301.3
OG0005483	VIT_219s0015g01010.1	Lsat_1_v5_gn_7_114941.1, Lsat_1_v5_gn_7_114941.2, Lsat_1_v5_gn_5_2060.1
OG0005484	VIT_218s0089g00940.1	Lsat_1_v5_gn_4_132160.1
OG0005485	VIT_203s0017g01210.1	Lsat_1_v5_gn_7_81800.1
OG0005486	VIT_200s0341g00040.2, VIT_200s0341g00040.1, VIT_200s0341g00040.3, VIT_200s0341g00040.4	Lsat_1_v5_gn_6_92500.3, Lsat_1_v5_gn_6_92500.1
OG0005487	VIT_215s0048g02220.2, VIT_215s0048g02220.1	Lsat_1_v5_gn_7_30260.1, Lsat_1_v5_gn_1_96800.1
OG0005488	VIT_203s0091g01190.1	Lsat_1_v5_gn_5_117101.1, Lsat_1_v5_gn_2_136760.1, Lsat_1_v5_gn_9_113520.1
OG0005489	VIT_208s0040g02690.1	Lsat_1_v5_gn_7_89640.3, Lsat_1_v5_gn_7_89640.1, Lsat_1_v5_gn_5_173521.1
OG0005490	VIT_216s0098g01630.1	Lsat_1_v5_gn_9_49160.1, Lsat_1_v5_gn_9_49160.3, Lsat_1_v5_gn_0_44640.1
OG0005491	VIT_203s0038g02220.1, VIT_203s0038g02220.2	Lsat_1_v5_gn_6_43280.1, Lsat_1_v5_gn_4_74380.2, Lsat_1_v5_gn_4_74380.1, Lsat_1_v5_gn_8_123820.4, Lsat_1_v5_gn_8_123820.1
OG0005492	VIT_207s0129g00420.1	Lsat_1_v5_gn_4_130941.1
OG0005493	VIT_212s0055g00690.1, VIT_212s0055g00690.3, VIT_212s0055g00690.4, VIT_219s0027g00310.3, VIT_212s0055g00690.2, VIT_219s0027g00310.1, VIT_219s0027g00310.2	Lsat_1_v5_gn_7_80520.1, Lsat_1_v5_gn_7_80520.2
OG0005494	VIT_202s0025g03570.1, VIT_202s0025g03570.7, VIT_202s0025g03570.5, VIT_202s0025g03570.2, VIT_202s0025g03570.3, VIT_202s0025g03570.4, VIT_202s0025g03570.6, VIT_202s0025g03570.8	Lsat_1_v5_gn_3_7380.6, Lsat_1_v5_gn_3_7380.2, Lsat_1_v5_gn_3_7380.5
OG0005495	VIT_204s0023g01630.4, VIT_204s0023g01630.1, VIT_204s0023g01630.2, VIT_204s0023g01630.3	Lsat_1_v5_gn_3_77800.1, Lsat_1_v5_gn_7_92481.1
OG0005496	VIT_218s0089g00920.2, VIT_218s0089g00920.1	Lsat_1_v5_gn_1_24581.3, Lsat_1_v5_gn_1_24581.1
OG0005497	VIT_212s0035g01890.2, VIT_212s0035g01890.3, VIT_212s0035g01890.1, VIT_212s0035g01890.4	Lsat_1_v5_gn_9_125320.2, Lsat_1_v5_gn_9_125320.1
OG0005498	VIT_214s0060g01330.2, VIT_214s0060g01330.3, VIT_214s0060g01330.4	Lsat_1_v5_gn_5_147281.3, Lsat_1_v5_gn_5_147281.1, Lsat_1_v5_gn_7_74640.1
OG0005499	VIT_203s0091g00290.1	Lsat_1_v5_gn_9_111961.1, Lsat_1_v5_gn_9_111961.2, Lsat_1_v5_gn_7_78580.1
OG0005500	VIT_218s0001g09450.1	Lsat_1_v5_gn_1_23241.1
OG0005500	VIT_203s0091g00410.1	Lsat_1_v5_gn_5_113681.1, Lsat_1_v5_gn_5_113681.3, Lsat_1_v5_gn_7_85980.1
OG0005501	VIT_218s0001g03250.6, VIT_218s0001g03250.7, VIT_218s0001g03250.5, VIT_218s0001g03250.4, VIT_218s0001g03250.2, VIT_218s0001g03250.1, VIT_218s0001g03250.3	Lsat_1_v5_gn_4_135460.2, Lsat_1_v5_gn_4_135460.1
OG0005502	VIT_214s0066g01430.5, VIT_214s0066g01430.3, VIT_214s0066g01430.4, VIT_214s0066g01430.2, VIT_214s0066g01430.1	Lsat_1_v5_gn_3_94201.5, Lsat_1_v5_gn_3_94201.4
OG0005503	VIT_219s0015g00460.1	Lsat_1_v5_gn_7_79440.1
OG0005504	VIT_205s0020g04250.1	Lsat_1_v5_gn_4_94421.1, Lsat_1_v5_gn_4_94421.2
OG0005505	VIT_206s0061g01430.1, VIT_213s0074g00610.1, VIT_213s0047g01230.1, VIT_204s0044g01530.1, VIT_204s0044g01540.1	Lsat_1_v5_gn_8_54580.3, Lsat_1_v5_gn_8_54580.1, Lsat_1_v5_gn_4_3181.1, Lsat_1_v5_gn_4_3201.1, Lsat_1_v5_gn_4_3081.1, Lsat_1_v5_gn_4_3121.1, Lsat_1_v5_gn_9_34661.1
OG0005507	VIT_200s2125g00010.1	Lsat_1_v5_gn_6_9700.1
OG0005508	VIT_218s0001g09050.3, VIT_218s0001g09050.4, VIT_218s0001g09050.2, VIT_218s0001g09050.1, VIT_218s0001g09050.5	Lsat_1_v5_gn_4_161560.2, Lsat_1_v5_gn_4_161560.1
OG0005509	VIT_218s0001g07710.1, VIT_218s0001g07710.2	Lsat_1_v5_gn_6_107401.3, Lsat_1_v5_gn_6_107401.1, Lsat_1_v5_gn_6_107401.2
OG0005510	VIT_218s0122g00950.1	Lsat_1_v5_gn_0_40520.3, Lsat_1_v5_gn_0_40520.1
OG0005510	VIT_207s0031g02220.1	Lsat_1_v5_gn_3_69860.3, Lsat_1_v5_gn_3_69860.1
OG0005511	VIT_207s0129g00210.1, VIT_207s0129g00210.5, VIT_207s0129g00210.2, VIT_207s0129g00210.3, VIT_207s0129g00210.7, VIT_207s0129g00210.4, VIT_207s0129g00210.6	Lsat_1_v5_gn_4_160860.1
OG0005513	VIT_218s0001g02380.2, VIT_218s0001g02380.1, VIT_218s0001g02380.3, VIT_218s0001g02380.4	Lsat_1_v5_gn_4_136160.1, Lsat_1_v5_gn_4_136160.2
OG0005514	VIT_214s0060g00090.2, VIT_214s0060g00090.1	Lsat_1_v5_gn_7_48340.1, Lsat_1_v5_gn_7_48340.3, Lsat_1_v5_gn_3_121981.2, Lsat_1_v5_gn_3_121981.1
OG0005515	VIT_218s0001g00130.1	Lsat_1_v5_gn_2_6240.1
OG0005516	VIT_210s0405g00030.2, VIT_210s0405g00030.3, VIT_210s0405g00030.1	Lsat_1_v5_gn_4_63300.1, Lsat_1_v5_gn_4_63300.3, Lsat_1_v5_gn_4_63300.2
OG0005517	VIT_212s0057g00010.2, VIT_212s0057g00010.1	Lsat_1_v5_gn_4_68721.1
OG0005518	VIT_200s0704g00030.1, VIT_200s0704g00020.1, VIT_219s0090g00190.1, VIT_219s0090g00140.2, VIT_219s0090g00140.3, VIT_219s0090g00140.1	Lsat_1_v5_gn_7_17601.1, Lsat_1_v5_gn_7_17561.1, Lsat_1_v5_gn_7_17581.1
OG0005519	VIT_212s0059g02530.1, VIT_212s0059g02530.2, VIT_212s0059g02530.3	Lsat_1_v5_gn_3_43240.1, Lsat_1_v5_gn_4_69261.1
OG0005520	VIT_218s0089g00030.1	Lsat_1_v5_gn_1_1441.2, Lsat_1_v5_gn_1_1441.1, Lsat_1_v5_gn_1_1441.3, Lsat_1_v5_gn_1_1441.4
OG0005521	VIT_219s0014g00140.4, VIT_219s0014g00140.1, VIT_219s0014g00140.2, VIT_219s0014g00140.5, VIT_219s0014g00140.3, VIT_219s0014g00140.6, VIT_219s0014g00140.7	Lsat_1_v5_gn_5_126281.5, Lsat_1_v5_gn_5_126281.2
OG0005522	VIT_202s0025g02610.1, VIT_215s0048g02820.1	Lsat_1_v5_gn_6_81901.1, Lsat_1_v5_gn_4_32381.1
OG0005523	VIT_215s0048g02350.4, VIT_215s0048g02350.3, VIT_215s0048g02350.1	Lsat_1_v5_gn_4_27181.1, Lsat_1_v5_gn_8_136860.1
OG0005525	VIT_210s0003g00330.1	Lsat_1_v5_gn_7_22421.1, Lsat_1_v5_gn_7_22421.2
OG0005526	VIT_218s0089g00880.1	Lsat_1_v5_gn_4_170241.2, Lsat_1_v5_gn_4_170241.1
OG0005527	VIT_212s0028g01550.3, VIT_212s0028g01550.4, VIT_212s0028g01550.2, VIT_212s0028g01550.1	Lsat_1_v5_gn_4_64780.1
OG0005528	VIT_203s0132g00280.1, VIT_214s0171g00520.4, VIT_214s0171g00520.2, VIT_214s0171g00520.6, VIT_214s0171g00520.5, VIT_214s0171g00520.7, VIT_214s0171g00520.3, VIT_214s0171g00520.1	Lsat_1_v5_gn_2_93641.1, Lsat_1_v5_gn_2_93641.2, Lsat_1_v5_gn_2_93641.3
OG0005529	VIT_212s0059g01400.2, VIT_212s0059g01400.3, VIT_212s0059g01400.1	Lsat_1_v5_gn_7_95141.1
OG0005530	VIT_215s0046g00300.4, VIT_215s0046g00300.3, VIT_215s0046g00300.2, VIT_215s0046g00300.5, VIT_215s0046g00300.1	Lsat_1_v5_gn_7_961.3, Lsat_1_v5_gn_7_961.1
OG0005532	VIT_200s0187g00290.1, VIT_200s0187g00330.1	Lsat_1_v5_gn_4_62441.1
OG0005532	VIT_201s0146g00150.1	Lsat_1_v5_gn_4_2061.1
OG0005533	VIT_219s0014g01790.1, VIT_210s0003g00670.1	Lsat_1_v5_gn_4_50661.1, Lsat_1_v5_gn_4_50661.2
OG0005534	VIT_210s0116g00210.1, VIT_210s0116g00290.1	Lsat_1_v5_gn_7_14940.1
OG0005535	VIT_210s0042g01220.1, VIT_213s0074g00310.1, VIT_213s0074g00310.2	Lsat_1_v5_gn_1_77700.1
OG0005536	VIT_219s0014g03530.5, VIT_219s0014g03530.3, VIT_219s0014g03530.4, VIT_219s0014g03530.1, VIT_219s0014g03530.2, VIT_219s0014g03530.6	Lsat_1_v5_gn_5_6860.2, Lsat_1_v5_gn_5_6860.1
OG0005537	VIT_201s0150g00280.1, VIT_201s0150g00270.1	Lsat_1_v5_gn_1_40201.3, Lsat_1_v5_gn_1_40201.1, Lsat_1_v5_gn_7_51821.1
OG0005538	VIT_204s0008g02040.2, VIT_204s0008g02040.3, VIT_204s0008g02040.1	Lsat_1_v5_gn_5_79340.3, Lsat_1_v5_gn_5_79340.1
OG0005539	VIT_217s0000g09390.6, VIT_217s0000g09390.4, VIT_217s0000g09390.5, VIT_217s0000g09390.2, VIT_217s0000g09390.1, VIT_217s0000g09390.7, VIT_217s0000g09390.3	Lsat_1_v5_gn_4_77441.1
OG0005540	VIT_211s0118g00300.1, VIT_211s0118g00300.3	Lsat_1_v5_gn_8_61340.1, Lsat_1_v5_gn_8_61340.3, Lsat_1_v5_gn_8_61340.2
OG0005541	VIT_204s0008g06810.1	Lsat_1_v5_gn_5_62020.3, Lsat_1_v5_gn_5_62020.1, Lsat_1_v5_gn_5_62020.4
OG0005542	VIT_211s0118g00550.1	Lsat_1_v5_gn_7_46840.1
OG0005543	VIT_204s0008g05000.3, VIT_204s0008g05000.1, VIT_204s0008g05000.2	Lsat_1_v5_gn_5_31481.1, Lsat_1_v5_gn_7_42641.1, Lsat_1_v5_gn_8_57600.1
OG0005544	VIT_211s0016g00520.1, VIT_211s0016g00520.2, VIT_211s0016g00520.3	Lsat_1_v5_gn_8_85000.3, Lsat_1_v5_gn_8_85000.2, Lsat_1_v5_gn_8_85000.1
OG0005545	VIT_211s0016g04340.1, VIT_211s0016g04340.3, VIT_211s0016g04340.5, VIT_211s0016g04310.1, VIT_211s0016g04340.4, VIT_211s0016g04340.2	Lsat_1_v5_gn_5_100240.1, Lsat_1_v5_gn_5_100240.3
OG0005546	VIT_217s0000g00140.2, VIT_217s0000g00140.4, VIT_217s0000g00140.3, VIT_217s0000g00140.1	Lsat_1_v5_gn_7_9521.1, Lsat_1_v5_gn_7_9521.3
OG0005547	VIT_202s0025g03460.1, VIT_202s0025g03460.2, VIT_204s0023g02205.1	Lsat_1_v5_gn_6_6580.1, Lsat_1_v5_gn_6_6580.3
OG0005548	VIT_213s0019g03335.1	Lsat_1_v5_gn_7_3900.1, Lsat_1_v5_gn_7_740.1, Lsat_1_v5_gn_4_30961.1
OG0005549	VIT_209s0002g03880.1, VIT_209s0002g03880.3, VIT_209s0002g03880.2	Lsat_1_v5_gn_4_99881.1
OG0005550	VIT_211s0078g00430.3, VIT_211s0078g00430.2, VIT_211s0078g00430.1	Lsat_1_v5_gn_7_59540.2, Lsat_1_v5_gn_7_59540.1
OG0005551	VIT_215s0048g00460.1	Lsat_1_v5_gn_4_43041.1, Lsat_1_v5_gn_4_43041.2
OG0005552	VIT_204s0008g02710.2, VIT_204s0008g02710.3, VIT_204s0008g02710.1	Lsat_1_v5_gn_3_24581.1
OG0005553	VIT_208s0007g07810.1	Lsat_1_v5_gn_9_28321.3, Lsat_1_v5_gn_9_28321.2, Lsat_1_v5_gn_9_28321.1
OG0005554	VIT_209s0002g05100.4, VIT_209s0002g05100.2, VIT_209s0002g05100.3, VIT_209s0002g05100.5, VIT_209s0002g05100.1, VIT_209s0002g05100.6	Lsat_1_v5_gn_4_103480.2, Lsat_1_v5_gn_4_103480.1
OG0005555	VIT_211s0037g01240.6, VIT_211s0037g01240.5, VIT_211s0037g01240.7, VIT_211s0037g01240.3, VIT_211s0037g01240.4, VIT_211s0037g01110.4, VIT_211s0037g01240.1, VIT_211s0037g01110.1, VIT_211s0037g01240.2, VIT_211s0037g01110.3, VIT_211s0037g01110.2	Lsat_1_v5_gn_5_87041.3, Lsat_1_v5_gn_5_87041.1
OG0005556	VIT_214s0060g02210.3, VIT_214s0060g02210.1, VIT_214s0060g02210.2	Lsat_1_v5_gn_6_11741.3, Lsat_1_v5_gn_6_11741.1
OG0005557	VIT_218s0076g00380.2, VIT_218s0076g00380.1, VIT_218s0166g00320.1	Lsat_1_v5_gn_3_33421.3, Lsat_1_v5_gn_3_33421.1
OG0005558	VIT_202s0154g00550.4, VIT_202s0154g00550.5, VIT_202s0154g00550.6, VIT_202s0154g00550.3, VIT_202s0154g00550.1, VIT_202s0154g00550.2	Lsat_1_v5_gn_6_91180.3, Lsat_1_v5_gn_6_91180.1
OG0005559	VIT_217s0000g07250.1, VIT_217s0000g07250.2	Lsat_1_v5_gn_2_115520.1
OG0005560	VIT_211s0037g00960.2, VIT_211s0037g00960.4, VIT_211s0037g00960.3, VIT_211s0037g00960.1	Lsat_1_v5_gn_5_88180.3, Lsat_1_v5_gn_5_88180.1
OG0005561	VIT_204s0008g06180.1	Lsat_1_v5_gn_1_43780.1, Lsat_1_v5_gn_1_43780.3
OG0005562	VIT_215s0046g02860.2, VIT_215s0046g02860.1	Lsat_1_v5_gn_4_36200.1
OG0005563	VIT_216s0013g01510.2, VIT_216s0013g01510.1, VIT_216s0013g01510.4, VIT_216s0013g01510.3	Lsat_1_v5_gn_8_9600.1
OG0005564	VIT_204s0008g02540.2, VIT_204s0008g02540.3, VIT_204s0008g02540.1	Lsat_1_v5_gn_6_15381.3, Lsat_1_v5_gn_6_15381.1
OG0005565	VIT_209s0002g04110.2	Lsat_1_v5_gn_5_131021.1, Lsat_1_v5_gn_1_35361.2
OG0005567	VIT_211s0016g03890.1, VIT_211s0016g03890.4, VIT_211s0016g03890.7, VIT_211s0016g03890.5, VIT_211s0016g03890.3, VIT_211s0016g03890.2, VIT_211s0016g03890.8, VIT_211s0016g03890.6	Lsat_1_v5_gn_8_95280.1, Lsat_1_v5_gn_5_103641.1, Lsat_1_v5_gn_5_103641.3
OG0005568	VIT_209s0070g00370.2, VIT_209s0070g00370.3, VIT_209s0070g00370.4, VIT_209s0070g00370.1	Lsat_1_v5_gn_5_80020.1, Lsat_1_v5_gn_5_80020.4
OG0005569	VIT_209s0002g00950.5, VIT_209s0002g00950.3, VIT_209s0002g00950.4, VIT_209s0002g00950.2, VIT_209s0002g00950.1, VIT_209s0002g02746.1	Lsat_1_v5_gn_1_37941.2
OG0005570	VIT_215s0048g00750.2, VIT_215s0048g00750.1, VIT_215s0048g00750.3	Lsat_1_v5_gn_7_19900.1, Lsat_1_v5_gn_4_56041.4, Lsat_1_v5_gn_4_56041.1
OG0005571	VIT_209s0054g00830.6, VIT_209s0054g00830.1, VIT_209s0054g00830.9, VIT_209s0054g00830.5, VIT_209s0054g00830.4, VIT_209s0054g00830.3, VIT_209s0054g00830.7, VIT_209s0054g00830.8, VIT_209s0054g00830.2	Lsat_1_v5_gn_4_89140.1
OG0005572	VIT_204s0008g07310.1, VIT_204s0008g07310.2, VIT_204s0008g07310.3	Lsat_1_v5_gn_3_23500.1, Lsat_1_v5_gn_3_23500.3, Lsat_1_v5_gn_3_23500.2
OG0005573	VIT_211s0016g00280.2, VIT_211s0016g00280.4, VIT_211s0016g00280.1	Lsat_1_v5_gn_5_138341.1, Lsat_1_v5_gn_5_138341.3
OG0005574	VIT_216s0050g00070.1, VIT_215s0046g03190.2, VIT_215s0046g03190.1	Lsat_1_v5_gn_7_5000.3, Lsat_1_v5_gn_7_5000.1, Lsat_1_v5_gn_3_136600.1, Lsat_1_v5_gn_3_136600.2
OG0005575	VIT_204s0008g01970.1	Lsat_1_v5_gn_8_70621.1, Lsat_1_v5_gn_8_70621.2
OG0005576	VIT_200s0620g00010.1	Lsat_1_v5_gn_6_94020.1, Lsat_1_v5_gn_6_94020.2, Lsat_1_v5_gn_4_13301.1
OG0005577	VIT_202s0025g01440.1	Lsat_1_v5_gn_6_83981.3, Lsat_1_v5_gn_6_83981.1, Lsat_1_v5_gn_6_83981.2
OG0005579	VIT_208s0007g05870.3, VIT_208s0007g05870.6, VIT_208s0007g05870.9, VIT_208s0007g05870.8, VIT_208s0007g05870.7, VIT_208s0007g05870.4, VIT_208s0007g05870.2, VIT_208s0007g05870.1, VIT_208s0007g05870.5	Lsat_1_v5_gn_3_23040.1, Lsat_1_v5_gn_3_23040.3
OG0005580	VIT_210s0116g00830.1, VIT_210s0116g00830.5, VIT_210s0116g00830.3, VIT_210s0116g00830.4	Lsat_1_v5_gn_7_17340.1, Lsat_1_v5_gn_7_17340.2
OG0005581	VIT_211s0016g01180.2, VIT_211s0016g01180.6, VIT_211s0016g01180.4, VIT_211s0016g01180.5, VIT_211s0016g01180.3, VIT_211s0016g01180.1	Lsat_1_v5_gn_7_35060.1
OG0005582	VIT_216s0050g02290.1, VIT_216s0050g02290.3, VIT_216s0050g02290.2	Lsat_1_v5_gn_9_57361.1
OG0005584	VIT_216s0050g00570.2, VIT_216s0050g00570.1	Lsat_1_v5_gn_2_132621.1, Lsat_1_v5_gn_3_49500.1
OG0005585	VIT_202s0025g04500.1, VIT_202s0025g04500.4, VIT_202s0025g04500.2, VIT_202s0025g04500.3	Lsat_1_v5_gn_6_12941.2, Lsat_1_v5_gn_6_12941.1
OG0005586	VIT_204s0008g03600.2, VIT_204s0008g03600.1	Lsat_1_v5_gn_5_33600.3, Lsat_1_v5_gn_5_33600.1, Lsat_1_v5_gn_5_33600.2
OG0005588	VIT_217s0000g03710.1, VIT_217s0000g03710.2, VIT_217s0000g03710.3	Lsat_1_v5_gn_7_109101.3, Lsat_1_v5_gn_7_109101.1, Lsat_1_v5_gn_7_109101.2
OG0005589	VIT_204s0008g05210.1, VIT_204s0008g05210.3, VIT_204s0008g05210.5, VIT_204s0008g05210.4, VIT_204s0008g05210.2	Lsat_1_v5_gn_5_30441.1, Lsat_1_v5_gn_6_22420.1
OG0005590	VIT_208s0007g05210.1	Lsat_1_v5_gn_9_29820.6, Lsat_1_v5_gn_9_29820.5
OG0005591	VIT_211s0037g00263.1	Lsat_1_v5_gn_7_49941.3, Lsat_1_v5_gn_7_49941.1, Lsat_1_v5_gn_8_63501.1
OG0005591	VIT_204s0008g06660.1	Lsat_1_v5_gn_4_88160.2, Lsat_1_v5_gn_4_88160.3
OG0005592	VIT_209s0002g00170.1	Lsat_1_v5_gn_4_89581.1, Lsat_1_v5_gn_5_137621.1, Lsat_1_v5_gn_5_137621.3, Lsat_1_v5_gn_1_39781.3, Lsat_1_v5_gn_1_39781.1
OG0005593	VIT_200s0229g00160.3, VIT_200s0229g00160.1, VIT_200s0229g00160.2	Lsat_1_v5_gn_3_1181.1, Lsat_1_v5_gn_3_1181.3
OG0005594	VIT_204s0008g03280.1, VIT_204s0008g03280.2, VIT_204s0008g03280.3	Lsat_1_v5_gn_6_22640.1
OG0005595	VIT_209s0054g00970.1, VIT_209s0054g00970.6	Lsat_1_v5_gn_5_137281.1, Lsat_1_v5_gn_5_137281.2
OG0005596	VIT_202s0025g05120.1, VIT_202s0025g05120.3	Lsat_1_v5_gn_6_88880.1, Lsat_1_v5_gn_3_3260.1, Lsat_1_v5_gn_6_8041.2, Lsat_1_v5_gn_6_8041.1
OG0005598	VIT_200s2563g00010.3, VIT_200s2563g00010.2, VIT_200s2563g00010.1	Lsat_1_v5_gn_3_138880.1
OG0005599	VIT_215s0046g00220.2, VIT_215s0046g00220.1, VIT_202s0025g02090.3, VIT_202s0025g02090.2, VIT_202s0025g02090.1	Lsat_1_v5_gn_3_12700.1
OG0005600	VIT_214s0006g01925.1, VIT_214s0006g01930.1, VIT_214s0006g01910.1, VIT_214s0006g01960.1	Lsat_1_v5_gn_4_155180.1
OG0005600	VIT_201s0011g04660.1, VIT_201s0011g04650.1	Lsat_1_v5_gn_3_54461.1, Lsat_1_v5_gn_3_54461.2
OG0005601	VIT_200s0229g00100.1	Lsat_1_v5_gn_6_90781.4, Lsat_1_v5_gn_6_90781.1, Lsat_1_v5_gn_6_90781.5, Lsat_1_v5_gn_7_14080.1
OG0005602	VIT_215s0048g01740.7, VIT_215s0048g01740.4, VIT_215s0048g01740.5, VIT_215s0048g01740.1, VIT_215s0048g01740.2	Lsat_1_v5_gn_6_10680.1
OG0005603	VIT_211s0016g04600.5, VIT_211s0016g04600.2, VIT_211s0016g04600.6, VIT_211s0016g04600.4, VIT_211s0016g04600.3, VIT_211s0016g04600.1	Lsat_1_v5_gn_7_42681.1
OG0005604	VIT_204s0008g02900.4, VIT_204s0008g02900.2, VIT_204s0008g02900.1, VIT_204s0008g02900.6, VIT_204s0008g02900.7, VIT_204s0008g02900.5, VIT_204s0008g02900.8, VIT_204s0008g02900.3	Lsat_1_v5_gn_8_11081.1
OG0005605	VIT_209s0002g02490.1	Lsat_1_v5_gn_5_133940.1, Lsat_1_v5_gn_1_36380.1, Lsat_1_v5_gn_1_36380.2, Lsat_1_v5_gn_4_95900.3, Lsat_1_v5_gn_4_95900.1
OG0005606	VIT_211s0016g01110.3, VIT_211s0016g01110.2, VIT_211s0016g01110.1	Lsat_1_v5_gn_8_86481.1, Lsat_1_v5_gn_8_86481.2
OG0005607	VIT_204s0008g04720.1, VIT_204s0008g04720.3, VIT_204s0008g04720.2	Lsat_1_v5_gn_1_42021.3, Lsat_1_v5_gn_1_42021.1
OG0005608	VIT_215s0021g00210.1	Lsat_1_v5_gn_4_44681.2, Lsat_1_v5_gn_4_44681.3, Lsat_1_v5_gn_4_44681.1
OG0005609	VIT_209s0002g04000.1, VIT_209s0002g04000.2, VIT_209s0002g04000.3	Lsat_1_v5_gn_4_100861.1
OG0005610	VIT_211s0016g05640.1, VIT_211s0016g05640.2	Lsat_1_v5_gn_5_29420.1, Lsat_1_v5_gn_7_44161.3, Lsat_1_v5_gn_7_44161.1, Lsat_1_v5_gn_8_62421.2, Lsat_1_v5_gn_8_62421.1
OG0005611	VIT_217s0000g04300.1, VIT_217s0000g04320.1	Lsat_1_v5_gn_5_681.1, Lsat_1_v5_gn_5_681.2
OG0005612	VIT_208s0056g01310.1	Lsat_1_v5_gn_6_31701.1, Lsat_1_v5_gn_6_31701.3, Lsat_1_v5_gn_2_103600.1, Lsat_1_v5_gn_2_103600.3
OG0005613	VIT_213s0019g04730.5, VIT_213s0019g04730.2, VIT_213s0019g04730.4, VIT_213s0019g04730.8, VIT_213s0019g04730.1, VIT_213s0019g04730.3	Lsat_1_v5_gn_9_70220.2, Lsat_1_v5_gn_9_70220.3, Lsat_1_v5_gn_9_70220.1, Lsat_1_v5_gn_8_20780.1
OG0005614	VIT_208s0105g00360.1	Lsat_1_v5_gn_9_34720.1
OG0005614	VIT_213s0067g01000.1	Lsat_1_v5_gn_9_61540.1
OG0005615	VIT_213s0019g04770.3, VIT_213s0019g04770.4, VIT_213s0019g04770.1	Lsat_1_v5_gn_2_113061.2, Lsat_1_v5_gn_2_113061.1
OG0005616	VIT_206s0004g03460.1, VIT_206s0004g03460.2	Lsat_1_v5_gn_6_24080.1, Lsat_1_v5_gn_6_24080.3
OG0005617	VIT_213s0064g01360.1, VIT_213s0064g01360.2	Lsat_1_v5_gn_7_36181.2, Lsat_1_v5_gn_7_36181.3, Lsat_1_v5_gn_7_36181.1, Lsat_1_v5_gn_4_46221.1
OG0005618	VIT_212s0057g01380.1	Lsat_1_v5_gn_7_97841.2, Lsat_1_v5_gn_7_97841.1, Lsat_1_v5_gn_4_44120.1
OG0005618	VIT_219s0015g01110.1, VIT_219s0015g01110.2	Lsat_1_v5_gn_5_80660.1
OG0005619	VIT_212s0028g00710.1	Lsat_1_v5_gn_2_96721.5, Lsat_1_v5_gn_2_96721.2, Lsat_1_v5_gn_2_96721.1, Lsat_1_v5_gn_2_96721.3, Lsat_1_v5_gn_2_96721.4, Lsat_1_v5_gn_6_42781.1, Lsat_1_v5_gn_6_42781.3
OG0005620	VIT_206s0004g03800.2, VIT_206s0004g03800.1, VIT_206s0004g03800.3	Lsat_1_v5_gn_5_166940.1
OG0005621	VIT_208s0040g00900.1	Lsat_1_v5_gn_7_62320.1, Lsat_1_v5_gn_8_82860.1
OG0005622	VIT_208s0007g04240.1, VIT_208s0007g04240.2	Lsat_1_v5_gn_6_29041.1, Lsat_1_v5_gn_6_29041.2, Lsat_1_v5_gn_2_23681.2, Lsat_1_v5_gn_2_23681.1
OG0005623	VIT_210s0003g04560.7, VIT_210s0003g04560.6, VIT_210s0003g04560.5, VIT_210s0003g04560.1, VIT_210s0003g04560.2, VIT_210s0003g04560.3, VIT_210s0003g04560.4	Lsat_1_v5_gn_7_29400.3, Lsat_1_v5_gn_7_29400.1, Lsat_1_v5_gn_7_29400.2
OG0005624	VIT_214s0068g02000.1	Lsat_1_v5_gn_0_26040.1, Lsat_1_v5_gn_2_93100.1
OG0005624	VIT_205s0020g02560.3, VIT_205s0020g02560.1	Lsat_1_v5_gn_5_77661.1
OG0005625	VIT_213s0067g03100.1	Lsat_1_v5_gn_8_11421.3, Lsat_1_v5_gn_8_11421.1
OG0005625	VIT_213s0106g00820.1, VIT_213s0064g01130.1, VIT_208s0058g01370.1, VIT_208s0058g01370.2	Lsat_1_v5_gn_9_38720.2, Lsat_1_v5_gn_9_38720.1
OG0005626	VIT_208s0007g00020.1, VIT_208s0007g00020.2, VIT_208s0007g00020.3	Lsat_1_v5_gn_1_55500.1
OG0005627	VIT_209s0002g08130.1	Lsat_1_v5_gn_5_8881.1
