Orthogroup	V_vinifera.proteins	A_hypochondriacus.proteins
OG0004160	VIT_209s0002g00340.1	AH013435-RA, AH022309-RA, AH022308-RA
OG0004161	VIT_202s0025g02620.1	AH011365-RA, AH018181-RA
OG0004162	VIT_209s0002g02630.1	AH001530-RA
OG0004163	VIT_216s0098g01900.1	AH019679-RA, AH011989-RA
OG0004164	VIT_214s0036g00940.1, VIT_214s0036g00980.3, VIT_214s0036g00980.2, VIT_214s0036g00980.4, VIT_214s0036g00980.5	AH014001-RA
OG0004165	VIT_204s0069g00750.1, VIT_204s0069g00750.4, VIT_204s0069g00750.2, VIT_204s0069g00750.3	AH015314-RA
OG0004166	VIT_212s0035g02270.2, VIT_212s0035g02210.2, VIT_212s0035g02210.1, VIT_212s0035g02270.4, VIT_212s0035g02270.1	AH004246-RA
OG0004167	VIT_200s0229g00050.1	AH001217-RA
OG0004168	VIT_216s0098g01130.1	AH011918-RA
OG0004169	VIT_216s0022g01840.2, VIT_216s0022g01840.1	AH019487-RA
OG0004170	VIT_208s0058g01350.1	AH012443-RA, AH021707-RA
OG0004171	VIT_213s0019g00010.3, VIT_213s0019g00010.6	AH015951-RA, AH015950-RA, AH023493-RA
OG0004172	VIT_213s0019g05290.3, VIT_213s0019g05290.4, VIT_213s0019g05290.1, VIT_213s0019g05290.2	AH007918-RA
OG0004173	VIT_212s0057g01390.1	AH000259-RA
OG0004174	VIT_219s0015g00830.1	AH001322-RA
OG0004175	VIT_210s0003g03070.1	AH014732-RA, AH021315-RA
OG0004176	VIT_205s0094g00430.3, VIT_205s0094g00430.2, VIT_205s0094g00430.1	AH020792-RA
OG0004178	VIT_213s0019g03250.1	AH007047-RA
OG0004179	VIT_213s0067g03050.1	AH015393-RA
OG0004179	VIT_208s0058g01340.1	AH021708-RA
OG0004180	VIT_214s0030g00980.1, VIT_207s0141g00480.1, VIT_214s0030g00930.1, VIT_207s0141g00510.1, VIT_207s0104g00580.3, VIT_207s0104g00580.2, VIT_207s0104g00580.4, VIT_207s0104g00580.6, VIT_207s0104g00580.1, VIT_207s0104g00580.5	AH015386-RA
OG0004181	VIT_219s0085g00390.3, VIT_219s0085g00390.2, VIT_219s0085g00390.1, VIT_219s0085g00390.4	AH016005-RA
OG0004182	VIT_219s0090g00670.1	AH008217-RA
OG0004183	VIT_213s0019g02070.1, VIT_213s0019g02070.3, VIT_213s0019g02070.7, VIT_213s0019g02070.6, VIT_213s0019g02070.9, VIT_213s0019g02070.2, VIT_213s0019g02070.10, VIT_213s0019g02070.5, VIT_213s0019g02070.4, VIT_213s0019g02070.8	AH016171-RA, AH006119-RA
OG0004184	VIT_206s0004g02500.1, VIT_213s0019g04590.2, VIT_213s0019g04590.3, VIT_213s0019g04590.1	AH005286-RA
OG0004185	VIT_207s0031g01900.1	AH005676-RA
OG0004186	VIT_219s0014g04960.1, VIT_219s0014g04960.2	AH008140-RA
OG0004187	VIT_213s0064g00660.1	AH022725-RA, AH023792-RA, AH016646-RA
OG0004188	VIT_208s0040g00770.1	AH015638-RA
OG0004189	VIT_215s0021g01053.1, VIT_212s0059g02740.1	AH000431-RA, AH001269-RA
OG0004190	VIT_208s0040g03290.1	AH012792-RA
OG0004191	VIT_207s0005g03640.2, VIT_207s0005g03640.1, VIT_207s0005g03640.3	AH009356-RA
OG0004192	VIT_205s0051g00090.2, VIT_205s0051g00090.1	AH020852-RA, AH020158-RA, AH011842-RA
OG0004193	VIT_200s0125g00170.2, VIT_200s0125g00170.1, VIT_200s0125g00170.7, VIT_200s0125g00170.6, VIT_200s0125g00170.5, VIT_200s0125g00170.3, VIT_200s0125g00170.4	AH022592-RA
OG0004194	VIT_208s0007g02180.2, VIT_208s0007g02180.6, VIT_208s0007g02180.8, VIT_208s0007g02180.5, VIT_208s0007g02180.7, VIT_208s0007g02180.1, VIT_208s0007g02180.4, VIT_208s0007g02180.3	AH020816-RA
OG0004195	VIT_212s0028g02670.5, VIT_212s0028g02670.3, VIT_212s0028g02670.2, VIT_212s0028g02670.1, VIT_212s0028g02670.4, VIT_210s0003g00500.4, VIT_210s0003g00500.3, VIT_210s0003g00500.2, VIT_210s0003g00500.1	AH015270-RA
OG0004196	VIT_210s0116g00450.1, VIT_210s0116g00450.2	AH015037-RA
OG0004197	VIT_219s0014g03290.1	AH010009-RA, AH008092-RA
OG0004198	VIT_210s0116g01540.3, VIT_210s0116g01540.1, VIT_210s0116g01540.2	AH014974-RA, AH021494-RA
OG0004199	VIT_215s0021g01350.4, VIT_215s0021g01350.2, VIT_215s0021g01350.1, VIT_215s0021g01350.3, VIT_214s0006g00050.1	AH022243-RA
OG0004200	VIT_213s0019g04130.6, VIT_213s0019g04130.2, VIT_213s0019g04130.1, VIT_213s0019g04130.4, VIT_213s0019g04130.3, VIT_213s0019g04130.5	AH023399-RA
OG0004201	VIT_208s0040g01440.4, VIT_208s0040g01440.3, VIT_208s0040g01440.5, VIT_208s0040g01440.1, VIT_208s0040g01440.2	AH022010-RA
OG0004202	VIT_206s0004g02890.2, VIT_206s0004g02890.1	AH000169-RA
OG0004203	VIT_214s0068g00940.5, VIT_214s0068g00940.2, VIT_214s0068g00940.4	AH014770-RA, AH021350-RA
OG0004204	VIT_212s0028g03940.1, VIT_212s0028g03940.7, VIT_212s0028g03940.6, VIT_212s0028g03940.5, VIT_212s0028g03940.4, VIT_212s0028g03940.3, VIT_212s0028g03940.2	AH011695-RA
OG0004205	VIT_219s0014g01010.6, VIT_219s0014g01010.7, VIT_219s0014g01010.5, VIT_219s0014g01010.4, VIT_219s0014g01010.2, VIT_219s0014g01010.3, VIT_219s0014g01010.1	AH010152-RA
OG0004206	VIT_208s0007g08590.4, VIT_208s0007g08590.3, VIT_208s0007g08590.2, VIT_208s0007g08590.1	AH006761-RA
OG0004207	VIT_206s0004g06910.2, VIT_206s0004g06910.5, VIT_206s0004g06910.3, VIT_206s0004g06910.4, VIT_206s0004g06910.1	AH000106-RA
OG0004208	VIT_201s0182g00070.2, VIT_201s0182g00070.3, VIT_201s0182g00070.1, VIT_214s0030g01670.1	AH000086-RA, AH000087-RA
OG0004209	VIT_206s0004g02730.4, VIT_206s0004g02730.3, VIT_206s0004g02730.2, VIT_206s0004g02730.1, VIT_206s0004g02730.5	AH000179-RA
OG0004210	VIT_208s0007g08840.5, VIT_208s0007g08840.4, VIT_208s0007g08840.1, VIT_208s0007g08840.2, VIT_208s0007g08840.3	AH020402-RA
OG0004211	VIT_214s0083g00120.1	AH014637-RA
OG0004213	VIT_202s0025g03560.1, VIT_202s0025g03560.4, VIT_202s0025g03560.3, VIT_202s0025g03560.6, VIT_202s0025g03560.2, VIT_202s0025g03560.9, VIT_202s0025g03560.8, VIT_202s0025g03560.7, VIT_202s0025g03560.5	AH018622-RA
OG0004214	VIT_214s0068g01720.1, VIT_201s0010g03960.1, VIT_201s0010g03960.2	AH005202-RA, AH004531-RA
OG0004215	VIT_200s0769g00010.3, VIT_200s0769g00010.1, VIT_200s0769g00010.2	AH013614-RA
OG0004216	VIT_218s0001g10700.2, VIT_218s0001g10700.3, VIT_218s0001g10700.4, VIT_218s0001g10700.1, VIT_218s0001g10700.5	AH016970-RA, AH008609-RA
OG0004217	VIT_218s0001g12510.1, VIT_218s0001g12510.3, VIT_218s0001g12510.2, VIT_218s0001g12510.4, VIT_218s0001g12510.6, VIT_218s0001g12510.5	AH008429-RA
OG0004218	VIT_216s0013g00495.1	AH012170-RA
OG0004218	VIT_216s0013g02080.1, VIT_216s0013g02040.1	AH012184-RA
OG0004219	VIT_215s0048g02380.3, VIT_215s0048g02380.2, VIT_215s0048g02380.1	AH009470-RA
OG0004220	VIT_216s0022g00450.2, VIT_216s0022g00450.1, VIT_216s0022g00450.3	AH012197-RA
OG0004222	VIT_216s0013g00200.1	AH015997-RA
OG0004223	VIT_202s0025g02790.2, VIT_202s0025g02790.1	AH018194-RA, AH011906-RA
OG0004224	VIT_218s0001g15550.1, VIT_218s0001g15550.2	AH000585-RA, AH008447-RA
OG0004225	VIT_205s0094g00120.2, VIT_205s0094g00120.1, VIT_205s0094g00120.3	AH011709-RA
OG0004226	VIT_205s0020g02910.2, VIT_205s0020g02910.1	AH020107-RA, AH007076-RA
OG0004228	VIT_213s0156g00340.1	AH010904-RA
OG0004229	VIT_216s0022g01830.2, VIT_216s0022g01830.1	AH012280-RA, AH019477-RA, AH012281-RA, AH019478-RA
OG0004230	VIT_215s0021g02155.5, VIT_215s0021g02155.7, VIT_215s0021g02155.6, VIT_215s0021g02155.4, VIT_215s0021g02155.3, VIT_215s0021g02155.1, VIT_215s0021g02155.2	AH011439-RA
OG0004231	VIT_204s0008g03080.1	AH017077-RA
OG0004232	VIT_214s0066g00140.1, VIT_217s0000g09680.2, VIT_217s0000g09680.1	AH013569-RA, AH016715-RA, AH022379-RA
OG0004233	VIT_207s0151g00650.1	AH002558-RA
OG0004234	VIT_214s0081g00030.1	AH010818-RA, AH007759-RA, AH007758-RA
OG0004235	VIT_206s0009g00190.1	AH004899-RA
OG0004236	VIT_214s0036g00420.1	AH007883-RA, AH010753-RA
OG0004237	VIT_204s0023g03240.1, VIT_204s0023g03240.2, VIT_204s0023g03240.3, VIT_204s0023g03240.4, VIT_204s0023g03240.5, VIT_204s0023g03240.6	AH005839-RA
OG0004238	VIT_218s0001g01180.2, VIT_218s0001g01180.1	AH008656-RA
OG0004239	VIT_203s0088g01212.1, VIT_203s0063g00600.1	AH003221-RA
OG0004240	VIT_201s0010g03730.1, VIT_201s0010g03730.2	AH004542-RA
OG0004241	VIT_217s0000g02240.5, VIT_217s0000g02240.1, VIT_217s0000g02240.7, VIT_217s0000g02240.8, VIT_217s0000g02240.6, VIT_217s0000g02240.9, VIT_217s0000g02240.11, VIT_217s0000g02240.2, VIT_217s0000g02240.3, VIT_217s0000g02240.4, VIT_217s0000g02240.10	AH019426-RA
OG0004242	VIT_207s0130g00310.1, VIT_207s0130g00310.2	AH003288-RA, AH010358-RA
OG0004243	VIT_203s0038g00380.2, VIT_203s0038g00380.5, VIT_203s0038g00380.4, VIT_203s0038g00380.1, VIT_203s0038g00380.6	AH001760-RA
OG0004244	VIT_203s0063g02280.2, VIT_203s0063g02280.1	AH001505-RA
OG0004245	VIT_207s0031g02420.3, VIT_207s0031g02420.1, VIT_207s0031g02420.2, VIT_207s0031g02420.5, VIT_207s0031g02420.6, VIT_207s0031g02420.4	AH007362-RA
OG0004246	VIT_207s0005g00280.1	AH012927-RA
OG0004247	VIT_202s0025g01650.1	AH018106-RA, AH011329-RA
OG0004248	VIT_217s0000g04310.1, VIT_217s0000g04310.2	AH020248-RA, AH006935-RA
OG0004249	VIT_205s0020g00830.1	AH011778-RA
OG0004250	VIT_214s0068g00640.1, VIT_214s0068g00640.2	AH005242-RA, AH004252-RA
OG0004251	VIT_218s0076g00210.5, VIT_218s0076g00210.2, VIT_218s0076g00210.4, VIT_218s0076g00210.3, VIT_218s0076g00210.1	AH009363-RA
OG0004252	VIT_218s0001g15510.1, VIT_218s0001g15470.1	AH003501-RA, AH008445-RA
OG0004253	VIT_218s0001g12680.3, VIT_218s0001g12680.2, VIT_218s0001g12680.1	AH009715-RA
OG0004255	VIT_202s0033g00080.2, VIT_202s0033g00080.1, VIT_202s0033g00120.1	AH018492-RA, AH011573-RA
OG0004256	VIT_201s0011g05610.1	AH021036-RA, AH014268-RA, AH021037-RA
OG0004257	VIT_217s0000g08850.1, VIT_217s0000g08850.3, VIT_217s0000g08850.7, VIT_217s0000g08850.10, VIT_217s0000g08850.9, VIT_217s0000g08850.8, VIT_217s0000g08850.2, VIT_217s0000g08850.6, VIT_217s0000g08850.4, VIT_217s0000g08850.5, VIT_217s0000g08850.11	AH002508-RA, AH017953-RA
OG0004258	VIT_201s0010g01800.1, VIT_201s0010g01800.2, VIT_201s0010g01800.6, VIT_201s0010g01800.4, VIT_201s0010g01800.3, VIT_201s0010g01800.5	AH003388-RA
OG0004259	VIT_201s0011g03540.1	AH016536-RA, AH005392-RA
OG0004260	VIT_201s0011g03520.2, VIT_201s0011g03520.1	AH005391-RA, AH014367-RA, AH020998-RA
OG0004261	VIT_204s0023g02990.4, VIT_204s0023g02990.1, VIT_204s0023g02990.3, VIT_204s0023g02990.2, VIT_200s0199g00120.3, VIT_200s0199g00120.1, VIT_200s0199g00160.1, VIT_200s0199g00120.2	AH005823-RA
OG0004262	VIT_217s0000g08610.8, VIT_217s0000g08610.7, VIT_217s0000g08610.3, VIT_217s0000g08610.2, VIT_217s0000g08610.6, VIT_217s0000g08610.4, VIT_217s0000g08610.1, VIT_217s0000g08610.5	AH002500-RA
OG0004263	VIT_214s0108g01520.7, VIT_214s0108g01520.6, VIT_214s0108g01520.3, VIT_214s0108g01520.1, VIT_214s0108g01520.2, VIT_214s0108g01520.5, VIT_214s0108g01520.4	AH015821-RA, AH019139-RA
OG0004264	VIT_214s0006g01440.1, VIT_214s0006g01440.2, VIT_214s0006g01440.3	AH018323-RA, AH001103-RA
OG0004265	VIT_204s0008g02950.1, VIT_204s0008g02950.2, VIT_204s0008g02950.3	AH023138-RA, AH021550-RA, AH015057-RA
OG0004266	VIT_214s0066g01450.1, VIT_214s0066g01450.3, VIT_214s0066g01450.2	AH023433-RA
OG0004267	VIT_201s0026g00240.1	AH004409-RA, AH004760-RA
OG0004268	VIT_202s0012g01640.1	AH018415-RA
OG0004269	VIT_217s0000g06970.1, VIT_217s0000g06970.2, VIT_217s0000g06970.4, VIT_217s0000g06970.3	AH017528-RA
OG0004270	VIT_217s0000g07640.1	AH017326-RA
OG0004270	VIT_214s0066g02400.2, VIT_214s0066g02400.1	AH022947-RA
OG0004271	VIT_202s0087g00340.2, VIT_202s0087g00340.1	AH018524-RA, AH003243-RA
OG0004272	VIT_201s0127g00230.2, VIT_201s0127g00230.4, VIT_201s0127g00230.1, VIT_201s0127g00230.3	AH004800-RA
OG0004273	VIT_217s0000g08940.2, VIT_217s0000g08940.1	AH017944-RA
OG0004274	VIT_216s0039g01810.7, VIT_216s0039g01810.5, VIT_216s0039g01810.6, VIT_216s0039g01810.2, VIT_216s0039g01810.3, VIT_216s0039g01810.1, VIT_216s0039g01810.4	AH007242-RA
OG0004275	VIT_201s0010g03540.3, VIT_201s0010g03540.11, VIT_201s0010g03540.1, VIT_201s0010g03540.8, VIT_201s0010g03540.5, VIT_201s0010g03540.10, VIT_201s0010g03540.2, VIT_201s0010g03540.4, VIT_201s0010g03540.9, VIT_201s0010g03540.7, VIT_201s0010g03540.6	AH004553-RA, AH005174-RA
OG0004276	VIT_217s0000g09150.1, VIT_217s0000g09150.4, VIT_217s0000g09150.3, VIT_217s0000g09150.2	AH002513-RA
OG0004278	VIT_210s0003g01880.1, VIT_210s0003g01860.1	AH014781-RA, AH021358-RA
OG0004279	VIT_207s0185g00050.1	AH013095-RA
OG0004280	VIT_206s0080g00330.5, VIT_206s0080g00330.1, VIT_206s0080g00330.2, VIT_206s0080g00330.4, VIT_206s0080g00330.3	AH013256-RA
OG0004281	VIT_209s0002g07520.2, VIT_209s0002g07520.1, VIT_209s0002g07520.3, VIT_204s0043g00730.1	AH001947-RA
OG0004294	VIT_211s0016g03530.1, VIT_211s0016g03530.2	AH002177-RA
OG0004295	VIT_213s0067g02900.2, VIT_206s0004g08070.1	AH013226-RA, AH022429-RA
OG0004296	VIT_207s0104g01290.1	AH012873-RA
OG0004297	VIT_205s0020g03090.3, VIT_205s0020g03090.4, VIT_205s0020g03090.1, VIT_205s0020g03090.2	AH020099-RA
OG0004298	VIT_216s0050g01570.5, VIT_216s0050g01570.1, VIT_216s0050g01570.3, VIT_216s0050g01570.2, VIT_216s0050g01570.6, VIT_216s0050g01570.4, VIT_216s0098g01620.2, VIT_216s0098g01620.1	AH009059-RA
OG0004299	VIT_204s0008g01480.3, VIT_204s0008g01480.4, VIT_204s0008g01480.1, VIT_204s0008g01480.2	AH016053-RA
OG0004300	VIT_208s0007g08375.1	AH020389-RA, AH006770-RA
OG0004301	VIT_205s0051g00460.2, VIT_205s0051g00460.1	AH003335-RA, AH020244-RA, AH006947-RA
OG0004302	VIT_205s0020g02420.1, VIT_207s0104g00670.1	AH010783-RA
OG0004303	VIT_217s0000g10050.6, VIT_217s0000g10050.7, VIT_217s0000g10050.2, VIT_217s0000g10050.1, VIT_217s0000g10050.4, VIT_217s0000g10050.3, VIT_217s0000g10050.5	AH001990-RA, AH015398-RA
OG0004304	VIT_204s0008g03110.3, VIT_204s0008g03110.1, VIT_204s0008g03110.2, VIT_204s0008g03110.4, VIT_218s0001g15186.1	AH019777-RA
OG0004305	VIT_214s0060g02250.1	AH010518-RA
OG0004306	VIT_200s0220g00120.2, VIT_200s0220g00120.1	AH011105-RA
OG0004306	VIT_200s2085g00010.1	AH017876-RA
OG0004307	VIT_205s0049g01940.2, VIT_205s0049g01940.1, VIT_205s0049g01940.6, VIT_205s0049g01940.3, VIT_205s0049g01940.5, VIT_205s0049g01940.4, VIT_205s0049g01940.7	AH007000-RA, AH020193-RA
OG0004308	VIT_205s0020g01790.1	AH007025-RA
OG0004309	VIT_205s0077g01510.1, VIT_205s0077g01510.2	AH019879-RA, AH007153-RA
OG0004310	VIT_208s0007g03580.1, VIT_208s0007g03580.4, VIT_208s0007g03580.5, VIT_208s0007g03580.7, VIT_208s0007g03580.2, VIT_208s0007g03580.3, VIT_208s0007g03580.6	AH021839-RA
OG0004311	VIT_214s0066g02210.1, VIT_214s0108g00475.1	AH007745-RA
OG0004312	VIT_207s0005g04700.3, VIT_207s0005g04700.1, VIT_207s0005g04700.2	AH013855-RA
OG0004313	VIT_202s0087g00630.2, VIT_202s0087g00630.1	AH018775-RA
OG0004314	VIT_203s0038g01440.1	AH000880-RA
OG0004316	VIT_208s0007g05970.1, VIT_205s0029g00940.1, VIT_208s0007g05950.1	AH004611-RA, AH006734-RA
OG0004317	VIT_207s0005g00580.6, VIT_207s0005g00580.4, VIT_207s0005g00580.10, VIT_207s0005g00580.7, VIT_207s0005g00580.8, VIT_207s0005g00580.9, VIT_207s0005g00580.11, VIT_207s0005g00580.3, VIT_207s0005g00580.5, VIT_207s0005g00580.2, VIT_207s0005g00580.1	AH012960-RA
OG0004318	VIT_208s0007g08370.1	AH019818-RA, AH006771-RA
OG0004319	VIT_208s0007g06870.1	AH006885-RA, AH020300-RA
OG0004320	VIT_214s0128g00710.2, VIT_214s0128g00710.3, VIT_214s0128g00710.1	AH010466-RA
OG0004321	VIT_200s0231g00040.1, VIT_200s0231g00040.2, VIT_205s0029g00690.1, VIT_205s0029g00690.2, VIT_205s0029g00690.3, VIT_205s0029g00690.4	AH020587-RA
OG0004322	VIT_206s0004g04590.1, VIT_206s0004g04590.3, VIT_206s0004g04590.4, VIT_206s0004g04590.2	AH022527-RA, AH013682-RA
OG0004323	VIT_207s0005g03350.2, VIT_207s0005g03350.1	AH007204-RA
OG0004324	VIT_205s0020g03320.1	AH000781-RA
OG0004324	VIT_205s0020g03310.1	AH020091-RA
OG0004325	VIT_214s0030g01270.3, VIT_214s0030g01270.1, VIT_214s0030g01270.2	AH014628-RA, AH010862-RA
OG0004326	VIT_207s0104g00040.2, VIT_207s0104g00040.9, VIT_207s0104g00040.8, VIT_207s0104g00040.4, VIT_207s0104g00040.7, VIT_207s0104g00040.6, VIT_207s0104g00040.5, VIT_207s0104g00040.3, VIT_207s0104g00040.1	AH007998-RA
OG0004327	VIT_207s0104g00050.2, VIT_207s0104g00050.1	AH021943-RA
OG0004328	VIT_212s0055g01090.1, VIT_212s0034g02510.1	AH019035-RA
OG0004329	VIT_208s0007g05090.1	AH020441-RA
OG0004330	VIT_215s0046g00320.1	AH009544-RA
OG0004331	VIT_205s0077g02050.1	AH003051-RA
OG0004332	VIT_205s0020g04010.2, VIT_205s0020g04010.1	AH007053-RA
OG0004332	VIT_214s0030g01890.1, VIT_214s0030g01890.4, VIT_214s0030g01890.2, VIT_214s0030g01890.3	AH010788-RA
OG0004334	VIT_210s0042g00070.2, VIT_210s0042g00070.1	AH023191-RA, AH008581-RA
OG0004335	VIT_213s0158g00180.3, VIT_213s0158g00180.6, VIT_213s0158g00180.8, VIT_213s0158g00180.4, VIT_213s0158g00180.7, VIT_213s0158g00180.5, VIT_213s0158g00180.2, VIT_213s0158g00180.1	AH016619-RA
OG0004336	VIT_206s0061g01160.1	AH000385-RA, AH001490-RA, AH019286-RA
OG0004338	VIT_201s0011g01820.2, VIT_219s0027g00710.1	AH020269-RA, AH006920-RA
OG0004339	VIT_205s0049g01330.1, VIT_205s0049g01330.2	AH012975-RA, AH019922-RA
OG0004340	VIT_208s0040g02670.1, VIT_208s0040g02670.2, VIT_208s0040g02670.3	AH015890-RA
OG0004341	VIT_208s0007g01140.2, VIT_208s0007g01140.1, VIT_208s0007g01140.3, VIT_208s0007g01140.4	AH002993-RA
OG0004342	VIT_208s0056g01060.1	AH018970-RA, AH012532-RA
OG0004343	VIT_213s0139g00170.1	AH019169-RA, AH015693-RA
OG0004344	VIT_208s0040g00430.2, VIT_208s0040g00430.1, VIT_208s0040g00430.4, VIT_208s0040g00430.3, VIT_208s0040g00430.5	AH021852-RA
OG0004345	VIT_205s0062g01180.2, VIT_205s0062g01180.1	AH019089-RA, AH003007-RA
OG0004346	VIT_218s0001g10380.1	AH008423-RA
OG0004347	VIT_208s0007g00700.1	AH016425-RA, AH022974-RA
OG0004348	VIT_204s0023g00600.5, VIT_204s0023g00600.6, VIT_204s0023g00600.3, VIT_204s0023g00600.1, VIT_204s0023g00600.4, VIT_204s0023g00600.2, VIT_204s0023g00600.7	AH010032-RA
OG0004349	VIT_214s0060g02240.1, VIT_207s0005g00230.3, VIT_207s0005g00230.4, VIT_207s0005g00230.1, VIT_207s0005g00230.2	AH022121-RA, AH012932-RA
OG0004351	VIT_205s0077g02260.1	AH006986-RA, AH020207-RA
OG0004352	VIT_208s0007g02960.1, VIT_208s0007g02960.3, VIT_208s0007g02960.4	AH012587-RA, AH021804-RA
OG0004353	VIT_207s0005g02180.1	AH017276-RA
OG0004354	VIT_205s0062g00110.1, VIT_205s0062g00110.2, VIT_205s0062g00110.3	AH020568-RA
OG0004355	VIT_200s0215g00010.1	AH007485-RA
OG0004356	VIT_214s0060g02350.1, VIT_214s0060g02350.7, VIT_214s0060g02350.6, VIT_214s0060g02350.8	AH010494-RA
OG0004357	VIT_207s0005g00490.1	AH012964-RA, AH022104-RA
OG0004358	VIT_205s0051g00380.2, VIT_205s0051g00380.1	AH020240-RA
OG0004359	VIT_213s0047g01210.2, VIT_213s0047g01210.1, VIT_213s0047g01210.3	AH007799-RA
OG0004360	VIT_214s0081g00190.1	AH006676-RA
OG0004360	VIT_213s0084g00670.1	AH015661-RA
OG0004361	VIT_207s0095g00740.1, VIT_207s0095g00740.3, VIT_207s0095g00740.2	AH013100-RA
OG0004363	VIT_204s0008g04520.1, VIT_204s0008g04520.3, VIT_204s0008g04520.2, VIT_204s0008g04520.4, VIT_204s0008g04520.7, VIT_204s0008g04520.6, VIT_204s0008g04520.5	AH018979-RA
OG0004364	VIT_208s0007g05880.2, VIT_208s0007g05880.1	AH006725-RA, AH020425-RA
OG0004365	VIT_211s0037g00070.2	AH016231-RA
OG0004366	VIT_213s0019g03950.3, VIT_213s0019g03950.4, VIT_213s0019g03950.2, VIT_213s0019g03950.1	AH002681-RA, AH015318-RA
OG0004367	VIT_208s0007g02890.2, VIT_208s0007g02890.1	AH013900-RA
OG0004368	VIT_208s0007g06770.4, VIT_208s0007g06770.5, VIT_208s0007g06770.3, VIT_208s0007g06770.1, VIT_208s0007g06770.2	AH006884-RA, AH020304-RA
OG0004369	VIT_214s0060g01980.15, VIT_214s0060g01980.14, VIT_214s0060g01980.11, VIT_214s0060g01980.8, VIT_214s0060g01980.7, VIT_214s0060g01980.6, VIT_214s0060g01980.10, VIT_214s0060g01980.9, VIT_214s0060g01980.5, VIT_214s0060g01980.12, VIT_214s0060g01980.13, VIT_214s0060g01980.1, VIT_214s0060g01980.3, VIT_214s0060g01980.4, VIT_214s0060g01980.2	AH010534-RA
OG0004370	VIT_213s0084g00690.1	AH020445-RA, AH006679-RA
OG0004370	VIT_208s0007g05200.2, VIT_208s0007g05200.1	AH018965-RA
OG0004371	VIT_207s0031g00180.5, VIT_207s0031g00180.4, VIT_207s0031g00180.3, VIT_207s0031g00180.2, VIT_207s0031g00180.1	AH003944-RA
OG0004372	VIT_218s0001g07960.2	AH004313-RA
OG0004372	VIT_218s0001g07960.1, VIT_218s0001g07960.3	AH008928-RA
OG0004373	VIT_203s0063g00480.1	AH001416-RA, AH000254-RA
OG0004374	VIT_218s0001g09970.1, VIT_203s0180g00030.1, VIT_203s0180g00030.2	AH001651-RA
OG0004375	VIT_200s0144g00240.1, VIT_204s0069g01150.1	AH003618-RA
OG0004376	VIT_212s0035g00760.2, VIT_212s0035g00760.3, VIT_212s0035g00760.1	AH005322-RA, AH004049-RA
OG0004377	VIT_200s0783g00010.1, VIT_200s0961g00020.1	AH015637-RA
OG0004378	VIT_203s0091g00200.1, VIT_203s0091g00200.2	AH001686-RA
OG0004379	VIT_218s0001g08140.1	AH000057-RA
OG0004380	VIT_218s0001g08720.2, VIT_218s0001g08720.1	AH008370-RA
OG0004381	VIT_203s0063g02590.2, VIT_203s0063g02590.6, VIT_203s0063g02590.7, VIT_203s0063g02590.5, VIT_203s0063g02590.3, VIT_203s0063g02590.8, VIT_203s0063g02590.1, VIT_203s0063g02590.4	AH000569-RA
OG0004382	VIT_207s0130g00370.5, VIT_207s0130g00370.1, VIT_207s0130g00370.4, VIT_207s0130g00370.6, VIT_207s0130g00370.3, VIT_207s0130g00370.7, VIT_207s0130g00370.2	AH010360-RA, AH010359-RA
OG0004383	VIT_204s0023g02830.5, VIT_204s0023g02830.4, VIT_204s0023g02830.2, VIT_204s0023g02830.1, VIT_204s0023g02830.3, VIT_218s0001g13500.1	AH023630-RA
OG0004384	VIT_201s0010g03510.1, VIT_201s0010g03490.1, VIT_201s0010g03470.1, VIT_201s0010g03460.1	AH005170-RA
OG0004385	VIT_218s0001g15090.1, VIT_218s0001g15090.2, VIT_218s0001g15090.3	AH006342-RA
OG0004386	VIT_208s0056g00120.2, VIT_208s0056g00120.4, VIT_208s0056g00120.3, VIT_208s0056g00120.1, VIT_208s0056g00120.6, VIT_208s0056g00120.5	AH022048-RA
OG0004387	VIT_203s0097g00490.1, VIT_203s0097g00490.2	AH002418-RA
OG0004388	VIT_218s0001g09340.4, VIT_218s0001g09340.3, VIT_218s0001g09340.1, VIT_218s0001g09340.2, VIT_214s0006g03110.1	AH022016-RA
OG0004389	VIT_207s0031g02120.1, VIT_207s0031g02120.2	AH003592-RA
OG0004390	VIT_207s0031g01970.1	AH015975-RA, AH023468-RA
OG0004391	VIT_213s0019g01690.1	AH008922-RA
OG0004392	VIT_204s0023g03430.1	AH006428-RA
OG0004392	VIT_203s0038g01790.1	AH002226-RA
OG0004393	VIT_213s0064g00435.1, VIT_208s0007g08520.1	AH016638-RA
OG0004394	VIT_200s0313g00030.1	AH003651-RA, AH005663-RA
OG0004394	VIT_218s0001g07490.1	AH008878-RA
OG0004395	VIT_218s0001g05020.1, VIT_200s0357g00010.1, VIT_200s1003g00010.1	AH008586-RA
OG0004396	VIT_207s0031g02700.1	AH003265-RA
OG0004397	VIT_207s0031g01190.2, VIT_207s0031g01190.1, VIT_207s0031g01190.3	AH005958-RA
OG0004398	VIT_200s0851g00020.1, VIT_200s2681g00005.1	AH003697-RA
OG0004399	VIT_201s0026g00380.1	AH010376-RA
OG0004401	VIT_207s0130g00080.2, VIT_207s0130g00080.1, VIT_207s0130g00080.3	AH010161-RA
OG0004402	VIT_200s1679g00010.1	AH008701-RA, AH003969-RA
