Orthogroup	V_vinifera.proteins	B_vulgaris.proteins
OG0003794	VIT_205s0020g01550.1, VIT_205s0020g01550.2	Bevul.9G043100.2.p, Bevul.9G043100.1.p
OG0003795	VIT_204s0044g02000.1, VIT_208s0058g00130.1	Bevul.5G054000.1.p, Bevul.7G079400.1.p
OG0003797	VIT_214s0030g01600.1	Bevul.4G140900.1.p
OG0003798	VIT_207s0005g05680.1, VIT_207s0005g05680.2, VIT_207s0005g05720.1, VIT_207s0005g05770.1	Bevul.7G120500.1.p
OG0003800	VIT_205s0020g01170.1	Bevul.4G203300.1.p
OG0003801	VIT_215s0024g00930.3, VIT_215s0024g00930.1, VIT_215s0024g00930.2	Bevul.4G040500.1.p, Bevul.4G040400.1.p
OG0003802	VIT_216s0050g02540.5, VIT_216s0050g02540.7, VIT_216s0050g02540.6, VIT_216s0050g02540.2, VIT_216s0050g02540.1, VIT_216s0050g02540.3, VIT_216s0050g02540.4	Bevul.3G043000.1.p
OG0003803	VIT_213s0073g00630.1	Bevul.8G107500.1.p
OG0003804	VIT_206s0061g00410.2, VIT_206s0061g00410.1	Bevul.9G044900.1.p, Bevul.9G044900.2.p
OG0003805	VIT_214s0060g01470.4, VIT_214s0060g01470.5, VIT_214s0060g01470.3, VIT_214s0060g01470.6, VIT_214s0060g01470.2, VIT_214s0060g01470.1	Bevul.4G198600.1.p
OG0003807	VIT_207s0005g03720.1	Bevul.7G108100.1.p
OG0003808	VIT_201s0011g06020.4, VIT_201s0011g06020.5, VIT_201s0011g06020.3, VIT_201s0011g06020.1, VIT_201s0011g06020.2	Bevul.9G222900.1.p, Bevul.7G094400.1.p, Bevul.7G094400.3.p, Bevul.7G094400.2.p
OG0003809	VIT_205s0077g00470.4, VIT_205s0077g00470.2, VIT_205s0077g00470.1, VIT_205s0077g00470.3	Bevul.3G129500.1.p
OG0003810	VIT_205s0077g01200.1	Bevul.3G054600.1.p
OG0003811	VIT_203s0063g01120.4, VIT_203s0063g01120.3, VIT_203s0063g01120.2, VIT_203s0063g01120.1	Bevul.9G181000.1.p
OG0003812	VIT_204s0023g01330.1	Bevul.6G106100.1.p
OG0003813	VIT_218s0122g00410.3, VIT_218s0122g00410.2, VIT_218s0122g00410.1	Bevul.5G083000.1.p
OG0003814	VIT_207s0129g00160.1, VIT_207s0129g00090.1	Bevul.6G013700.1.p
OG0003815	VIT_207s0129g00540.6, VIT_207s0129g00540.7, VIT_207s0129g00540.5, VIT_207s0129g00540.3, VIT_207s0129g00540.4, VIT_207s0129g00540.8, VIT_207s0129g00540.1, VIT_207s0129g00540.2	Bevul.6G009900.1.p
OG0003816	VIT_218s0001g04340.3, VIT_218s0001g04340.2, VIT_218s0001g04340.1, VIT_212s0034g02380.4, VIT_212s0034g02380.3, VIT_212s0034g02380.1, VIT_212s0034g02380.2	Bevul.6G151200.1.p
OG0003817	VIT_218s0001g05220.3, VIT_218s0001g05220.4, VIT_218s0001g05220.2, VIT_218s0001g05220.1	Bevul.1G097100.1.p
OG0003818	VIT_205s0020g02990.1, VIT_203s0063g00130.1	Bevul.9G043600.1.p, Bevul.2G183300.1.p, Bevul.3G137300.1.p
OG0003819	VIT_201s0011g05090.1, VIT_201s0011g05100.1, VIT_201s0011g05060.1, VIT_201s0011g05060.2, VIT_201s0026g00570.1	Bevul.6G195500.1.p
OG0003820	VIT_212s0035g00890.2, VIT_212s0035g00890.1, VIT_212s0035g00890.3, VIT_212s0035g00890.5, VIT_212s0035g00890.4, VIT_205s0094g00810.1, VIT_205s0094g00810.2, VIT_205s0094g00810.3	Bevul.6G143500.1.p
OG0003821	VIT_218s0001g10560.1	Bevul.4G061100.1.p
OG0003822	VIT_218s0001g09670.1	Bevul.1G004400.1.p
OG0003823	VIT_207s0031g00705.1, VIT_207s0031g00710.1	Bevul.6G001100.1.p, Bevul.6G001300.1.p, Bevul.6G001200.1.p, Bevul.6G001400.1.p
OG0003825	VIT_201s0011g05880.1, VIT_201s0011g05870.1	Bevul.2G052200.1.p, Bevul.2G052000.1.p
OG0003826	VIT_218s0001g12730.1	Bevul.6G021900.1.p, Bevul.6G021800.1.p
OG0003827	VIT_207s0191g00040.3, VIT_207s0191g00040.4, VIT_207s0191g00040.2, VIT_207s0191g00040.1	Bevul.6G095700.1.p
OG0003828	VIT_211s0118g00260.2, VIT_211s0118g00260.3, VIT_211s0118g00260.1	Bevul.8G168200.1.p
OG0003829	VIT_207s0129g00570.1, VIT_207s0129g00570.4, VIT_207s0129g00570.2, VIT_207s0129g00570.3	Bevul.6G009500.1.p
OG0003830	VIT_202s0012g01790.2, VIT_202s0012g01790.1, VIT_202s0012g01790.3	Bevul.6G230100.1.p
OG0003831	VIT_203s0038g03430.1, VIT_203s0038g03430.2	Bevul.9G125700.1.p, Bevul.9G125400.1.p, Bevul.9G125500.1.p
OG0003832	VIT_218s0001g14740.1	Bevul.1G026400.1.p
OG0003832	VIT_203s0038g02450.1	Bevul.9G135700.1.p
OG0003833	VIT_207s0031g00660.1	Bevul.6G002000.1.p
OG0003834	VIT_204s0023g03680.2, VIT_204s0023g03680.1	Bevul.6G033500.1.p
OG0003835	VIT_207s0031g00600.4, VIT_207s0031g00600.3, VIT_207s0031g00600.5, VIT_207s0031g00600.2, VIT_207s0031g00600.1	Bevul.6G002500.1.p
OG0003836	VIT_210s0116g01650.2, VIT_210s0116g01650.1, VIT_200s1490g00010.1	Bevul.8G052900.1.p
OG0003837	VIT_204s0023g01810.1, VIT_204s0023g01810.2	Bevul.3G033900.1.p, Bevul.7G028000.1.p
OG0003838	VIT_216s0013g01840.1, VIT_218s0001g02510.2, VIT_218s0001g02510.1	Bevul.1G116100.1.p
OG0003839	VIT_200s0670g00020.1, VIT_200s0823g00020.1, VIT_200s0823g00020.2, VIT_207s0151g00510.1	Bevul.6G014700.1.p
OG0003841	VIT_216s0098g01700.1, VIT_216s0098g01700.4	Bevul.3G036600.1.p
OG0003842	VIT_219s0085g01060.1	Bevul.5G203100.1.p, Bevul.5G244600.1.p
OG0003843	VIT_200s0274g00040.1, VIT_200s0271g00080.1, VIT_200s0271g00050.1, VIT_200s0271g00070.1	Bevul.8G065500.1.p
OG0003843	VIT_200s0271g00040.1	Bevul.8G066600.1.p
OG0003844	VIT_219s0014g02980.1	Bevul.4G059300.1.p
OG0003846	VIT_219s0014g01460.2, VIT_219s0014g01460.3, VIT_219s0014g01460.1	Bevul.4G071500.1.p
OG0003848	VIT_210s0003g00600.1	Bevul.8G017300.1.p
OG0003849	VIT_210s0003g03880.1	Bevul.8G092300.1.p
OG0003850	VIT_200s0181g00080.1, VIT_200s0181g00080.2	Bevul.8G011300.1.p
OG0003851	VIT_211s0052g01110.2, VIT_211s0052g01110.1, VIT_211s0052g01090.2, VIT_211s0052g01090.1	Bevul.8G212800.1.p
OG0003853	VIT_219s0090g01460.1	Bevul.4G014100.1.p
OG0003854	VIT_210s0003g03270.1	Bevul.8G087400.1.p, Bevul.3G075200.1.p
OG0003855	VIT_214s0036g00700.1	Bevul.2G213600.3.p, Bevul.2G213600.2.p, Bevul.2G213600.1.p, Bevul.2G213600.4.p
OG0003856	VIT_219s0014g03400.2	Bevul.4G054000.1.p
OG0003857	VIT_219s0014g01280.7, VIT_219s0014g01280.6, VIT_219s0014g01280.1, VIT_219s0014g01280.2, VIT_219s0014g01280.9, VIT_219s0014g01280.4, VIT_219s0014g01280.5, VIT_219s0014g01280.3, VIT_219s0014g01280.8	Bevul.4G076100.1.p
OG0003858	VIT_210s0003g01270.4, VIT_210s0003g01270.5, VIT_210s0003g01270.3, VIT_210s0003g01270.2, VIT_210s0003g01270.1	Bevul.8G004800.1.p
OG0003859	VIT_218s0075g00880.1, VIT_218s0075g00880.3, VIT_218s0075g00880.2, VIT_218s0075g01100.1	Bevul.1G208900.1.p
OG0003861	VIT_209s0002g06680.1, VIT_216s0022g02100.1, VIT_216s0022g02090.1	Bevul.8G177200.1.p
OG0003862	VIT_216s0022g00600.1, VIT_216s0022g00600.4, VIT_216s0022g00600.3, VIT_216s0022g00600.6, VIT_216s0022g00600.2, VIT_216s0022g00600.5	Bevul.3G090500.1.p
OG0003863	VIT_200s0370g00040.2, VIT_200s0370g00040.1	Bevul.8G030400.1.p
OG0003864	VIT_211s0052g00830.5, VIT_211s0052g00830.3, VIT_211s0052g00830.2, VIT_211s0052g00830.1, VIT_211s0052g00830.4	Bevul.8G211100.1.p
OG0003865	VIT_209s0002g01800.2, VIT_209s0002g01800.1, VIT_209s0002g01800.3, VIT_211s0016g01870.6, VIT_211s0016g01870.1, VIT_211s0016g01870.3, VIT_211s0016g01870.2, VIT_211s0016g01870.4, VIT_211s0016g01870.5	Bevul.1G125600.1.p
OG0003867	VIT_215s0046g02650.1, VIT_215s0046g02650.4, VIT_215s0046g02650.5	Bevul.1G176700.1.p
OG0003867	VIT_216s0050g00620.2, VIT_216s0050g00620.1, VIT_216s0050g00620.3	Bevul.3G067400.1.p
OG0003868	VIT_201s0010g02670.1	Bevul.6G213500.1.p
OG0003868	VIT_217s0000g01840.2, VIT_217s0000g01840.1	Bevul.5G151100.1.p
OG0003869	VIT_209s0002g06100.2, VIT_209s0002g06100.3, VIT_209s0002g06100.1, VIT_209s0002g06100.5, VIT_209s0002g06100.4	Bevul.9G196000.1.p
OG0003870	VIT_215s0021g02490.1, VIT_215s0021g02620.1, VIT_205s0094g00170.1, VIT_205s0094g00210.1	Bevul.1G137600.1.p
OG0003871	VIT_209s0002g08100.1	Bevul.9G208400.2.p, Bevul.9G208400.1.p, Bevul.9G208400.3.p
OG0003872	VIT_211s0016g03870.2, VIT_211s0016g03870.4, VIT_211s0016g03870.6, VIT_211s0016g03870.3, VIT_211s0016g03870.5, VIT_211s0016g03870.1, VIT_211s0016g03870.7	Bevul.8G194000.1.p
OG0003873	VIT_200s2851g00010.1, VIT_200s1286g00010.1	Bevul.5G008200.1.p
OG0003874	VIT_206s0004g06065.1	Bevul.7G195100.1.p
OG0003875	VIT_204s0008g04200.1	Bevul.2G166800.1.p
OG0003875	VIT_209s0002g04590.1	Bevul.9G204100.1.p
OG0003876	VIT_202s0025g01180.1	Bevul.1G187900.1.p
OG0003877	VIT_202s0025g03530.1, VIT_202s0025g03530.3, VIT_202s0025g03530.6, VIT_202s0025g03530.5, VIT_202s0025g03530.2, VIT_202s0025g03530.4	Bevul.5G002200.1.p
OG0003878	VIT_202s0025g04070.1, VIT_202s0025g04070.4, VIT_202s0025g04070.2, VIT_202s0025g04070.5, VIT_202s0025g04070.7, VIT_202s0025g04070.6, VIT_202s0025g04070.3	Bevul.5G034900.1.p
OG0003879	VIT_210s0168g00007.1, VIT_211s0016g03760.2, VIT_211s0016g03760.3, VIT_211s0016g03760.1, VIT_211s0016g03760.5, VIT_211s0016g03760.8, VIT_211s0016g03760.11, VIT_211s0016g03760.9, VIT_211s0016g03760.12, VIT_211s0016g03760.7, VIT_211s0016g03760.10, VIT_211s0016g03760.6, VIT_211s0016g03760.4	Bevul.8G195100.1.p
OG0003880	VIT_204s0008g04230.1	Bevul.2G017500.3.p, Bevul.2G017500.1.p, Bevul.2G017500.2.p
OG0003880	VIT_211s0016g04540.1	Bevul.8G186900.1.p
OG0003881	VIT_211s0016g02650.1, VIT_213s0064g01240.1, VIT_213s0064g01240.2	Bevul.4G175900.1.p
OG0003882	VIT_206s0004g02610.1, VIT_206s0004g02600.2, VIT_206s0004g02600.1, VIT_206s0004g02600.3, VIT_206s0004g02600.4, VIT_206s0004g02600.5, VIT_206s0004g02600.6, VIT_200s2221g00010.1	Bevul.9G046700.4.p, Bevul.9G046700.1.p, Bevul.9G046700.2.p, Bevul.9G046700.3.p
OG0003883	VIT_216s0022g00480.4, VIT_216s0022g00480.2, VIT_216s0022g00480.3, VIT_216s0022g00480.6, VIT_216s0022g00480.8, VIT_216s0022g00480.9, VIT_216s0022g00480.7, VIT_216s0022g00480.5, VIT_216s0022g00480.1	Bevul.3G090900.1.p
OG0003884	VIT_211s0037g01130.1	Bevul.8G157200.1.p
OG0003885	VIT_216s0098g01170.1	Bevul.3G030000.1.p
OG0003885	VIT_202s0025g02590.1	Bevul.5G062500.1.p
OG0003886	VIT_202s0154g00260.2, VIT_202s0154g00260.3, VIT_202s0154g00260.1	Bevul.5G005600.1.p, Bevul.5G005700.1.p
OG0003887	VIT_204s0008g04690.2	Bevul.2G020000.1.p
OG0003888	VIT_204s0008g02480.1, VIT_204s0008g02480.3, VIT_204s0008g02480.2	Bevul.2G132100.1.p
OG0003889	VIT_211s0016g00940.1	Bevul.8G140800.1.p, Bevul.7G168200.1.p
OG0003890	VIT_215s0046g02120.1, VIT_215s0046g02130.1	Bevul.5G024900.1.p
OG0003891	VIT_204s0008g05490.3, VIT_204s0008g05490.1, VIT_204s0008g05490.2, VIT_204s0008g05490.7, VIT_204s0008g05490.5, VIT_204s0008g05490.6, VIT_204s0008g05490.8, VIT_204s0008g05490.4	Bevul.2G180300.1.p, Bevul.2G180300.2.p
OG0003892	VIT_210s0003g00790.2, VIT_210s0003g00790.4, VIT_210s0003g00790.3, VIT_210s0003g00790.1, VIT_210s0003g00760.1	Bevul.8G077200.1.p, Bevul.8G077100.1.p
OG0003893	VIT_210s0092g00230.2, VIT_210s0092g00230.1	Bevul.8G092500.1.p
OG0003894	VIT_212s0059g00600.1	Bevul.9G026400.1.p
OG0003895	VIT_206s0004g06840.2, VIT_206s0004g06840.1, VIT_213s0067g01270.2, VIT_213s0067g01270.1	Bevul.7G187400.1.p
OG0003896	VIT_206s0009g02700.4, VIT_206s0009g02700.1, VIT_206s0009g02700.2, VIT_206s0009g02700.3	Bevul.4G221400.1.p
OG0003897	VIT_219s0085g01180.1, VIT_219s0085g01180.3, VIT_219s0085g01180.2	Bevul.2G093600.2.p, Bevul.2G093600.5.p, Bevul.2G093600.4.p, Bevul.2G093600.3.p, Bevul.2G093600.1.p
OG0003898	VIT_214s0006g00420.5, VIT_214s0006g00420.2, VIT_214s0006g00420.1, VIT_214s0006g00420.3, VIT_214s0006g00420.4	Bevul.2G078800.4.p, Bevul.2G078800.5.p, Bevul.2G078800.8.p, Bevul.2G078800.1.p, Bevul.2G078800.3.p, Bevul.2G078800.2.p, Bevul.2G078800.6.p, Bevul.2G078800.7.p
OG0003899	VIT_206s0004g04400.2, VIT_206s0004g04400.1	Bevul.7G209800.1.p
OG0003900	VIT_212s0059g01960.1	Bevul.9G068800.1.p
OG0003900	VIT_219s0014g03390.1	Bevul.4G054100.1.p
OG0003901	VIT_207s0031g02810.4, VIT_207s0031g02810.3, VIT_207s0031g02810.2, VIT_207s0031g02810.1	Bevul.7G184200.1.p
OG0003903	VIT_208s0040g01940.2, VIT_208s0040g01940.1, VIT_206s0004g02970.1	Bevul.7G057900.1.p
OG0003904	VIT_218s0001g03520.1	Bevul.1G217500.1.p, Bevul.7G160100.1.p
OG0003905	VIT_210s0116g01400.1	Bevul.8G051800.1.p
OG0003905	VIT_205s0049g01420.1	Bevul.3G005800.1.p
OG0003906	VIT_213s0074g00300.7, VIT_213s0074g00300.8, VIT_213s0074g00300.6, VIT_213s0074g00300.4, VIT_213s0074g00300.1, VIT_213s0074g00300.5, VIT_213s0074g00300.2, VIT_213s0074g00300.3	Bevul.4G097500.1.p
OG0003907	VIT_212s0134g00060.1, VIT_219s0014g04760.1, VIT_204s0023g03210.1	Bevul.9G222500.1.p
OG0003908	VIT_210s0003g00300.1, VIT_210s0003g00300.2, VIT_210s0003g00300.3	Bevul.8G020900.1.p
OG0003909	VIT_213s0156g00080.1	Bevul.1G020200.1.p, Bevul.1G020300.1.p
OG0003910	VIT_200s0265g00060.1, VIT_200s1787g00005.1	Bevul.8G026300.1.p
OG0003911	VIT_206s0004g02100.3, VIT_206s0004g02100.1, VIT_206s0004g02100.2	Bevul.8G169500.1.p, Bevul.8G169700.1.p, Bevul.8G169900.1.p, Bevul.8G169400.1.p, Bevul.8G169600.1.p, Bevul.8G169800.1.p, Bevul.8G169300.1.p, Bevul.8G170200.1.p
OG0003912	VIT_213s0073g00310.3, VIT_213s0073g00310.1, VIT_213s0073g00310.2, VIT_206s0009g00680.1, VIT_206s0009g00680.2	Bevul.4G077800.1.p
OG0003914	VIT_212s0028g00310.1, VIT_212s0028g00310.2	Bevul.9G018800.1.p
OG0003915	VIT_213s0084g00680.3, VIT_213s0084g00680.4, VIT_213s0084g00680.1, VIT_213s0084g00680.2, VIT_213s0084g00680.5	Bevul.2G039700.3.p, Bevul.2G039700.1.p, Bevul.2G039700.2.p
OG0003916	VIT_213s0067g00660.1, VIT_213s0067g00660.3, VIT_213s0067g00660.4, VIT_213s0067g00660.2, VIT_213s0067g00660.5, VIT_213s0067g00660.6	Bevul.2G241000.1.p
OG0003917	VIT_219s0093g00620.1	Bevul.4G089300.1.p
OG0003918	VIT_218s0001g02820.4, VIT_218s0001g02820.9, VIT_218s0001g02820.10, VIT_218s0001g02820.7, VIT_218s0001g02820.8, VIT_218s0001g02820.6, VIT_218s0001g02820.3, VIT_218s0001g02820.2, VIT_218s0001g02820.1, VIT_218s0001g02820.5, VIT_213s0019g02400.1	Bevul.3G131500.1.p
OG0003919	VIT_200s0220g00110.2, VIT_200s0220g00110.1	Bevul.4G215400.1.p
OG0003921	VIT_210s0003g05030.2, VIT_210s0003g05030.1	Bevul.9G202100.1.p
OG0003922	VIT_205s0029g01070.1, VIT_205s0029g01070.2, VIT_205s0029g01070.3	Bevul.3G215700.1.p
OG0003923	VIT_210s0003g04360.2, VIT_210s0003g04360.1, VIT_210s0003g04360.3, VIT_210s0003g04360.5, VIT_210s0003g04360.6	Bevul.9G056800.1.p, Bevul.9G056800.2.p, Bevul.8G095100.1.p
OG0003924	VIT_210s0116g01640.3, VIT_210s0116g01640.1, VIT_210s0116g01640.2	Bevul.8G052800.1.p
OG0003925	VIT_213s0019g03390.2, VIT_213s0019g03390.3, VIT_213s0019g03390.4, VIT_213s0019g03390.1	Bevul.2G238000.1.p
OG0003926	VIT_206s0004g02070.9, VIT_206s0004g02070.7, VIT_206s0004g02070.1, VIT_206s0004g02070.6, VIT_206s0004g02070.2, VIT_206s0004g02070.8, VIT_206s0004g02070.11, VIT_206s0004g02070.12, VIT_206s0004g02070.3, VIT_206s0004g02070.4, VIT_206s0004g02070.5, VIT_206s0004g02070.10	Bevul.4G236700.1.p
OG0003927	VIT_207s0005g03100.1	Bevul.5G246900.1.p
OG0003928	VIT_212s0057g01310.1	Bevul.3G110400.1.p
OG0003929	VIT_219s0014g00340.2, VIT_219s0014g00340.1, VIT_219s0014g00340.3	Bevul.4G083100.1.p
OG0003930	VIT_219s0014g03140.3, VIT_219s0014g03140.2, VIT_219s0014g03140.1	Bevul.4G057400.1.p, Bevul.4G057300.1.p
OG0003930	VIT_212s0059g00200.1	Bevul.8G024300.1.p
OG0003931	VIT_218s0164g00060.1	Bevul.4G250200.1.p
OG0003932	VIT_213s0019g05160.1	Bevul.7G009300.1.p
OG0003933	VIT_205s0094g00850.1, VIT_205s0094g00850.4, VIT_205s0094g00850.6, VIT_205s0094g00850.3, VIT_205s0094g00850.5, VIT_205s0094g00850.2	Bevul.3G114200.1.p
OG0003935	VIT_212s0057g00880.2, VIT_212s0057g00880.1	Bevul.7G218400.1.p
OG0003936	VIT_207s0095g00050.1, VIT_213s0019g01030.1	Bevul.2G046800.1.p, Bevul.2G046800.2.p
OG0003937	VIT_213s0067g03620.3, VIT_213s0067g03620.5, VIT_213s0067g03620.7, VIT_213s0067g03620.6, VIT_213s0067g03620.1, VIT_213s0067g03620.4, VIT_213s0067g03620.2	Bevul.2G109300.1.p
OG0003938	VIT_214s0030g01810.1	Bevul.4G134300.1.p
OG0003939	VIT_218s0001g01990.1	Bevul.1G066000.1.p
OG0003940	VIT_207s0031g00200.1, VIT_203s0063g00060.1	Bevul.6G005000.1.p
OG0003941	VIT_203s0038g02240.2, VIT_203s0038g02240.1, VIT_218s0001g14550.1	Bevul.1G025200.1.p
OG0003942	VIT_217s0000g00560.1	Bevul.5G160000.1.p
OG0003942	VIT_214s0068g01400.1	Bevul.6G219400.1.p
OG0003943	VIT_211s0052g01850.1	Bevul.2G209600.1.p
OG0003944	VIT_215s0048g02590.1, VIT_215s0048g02590.2	Bevul.1G199600.1.p
OG0003945	VIT_212s0035g02030.4, VIT_212s0035g02030.3, VIT_212s0035g02030.2, VIT_212s0035g02030.1	Bevul.6G160500.1.p
OG0003947	VIT_216s0098g01000.1	Bevul.3G027700.1.p, Bevul.3G027800.1.p
OG0003948	VIT_218s0001g04380.1	Bevul.1G213800.1.p
OG0003949	VIT_218s0122g01040.2, VIT_218s0122g01040.4, VIT_218s0122g01040.1, VIT_218s0122g01040.3	Bevul.1G044100.1.p
OG0003950	VIT_216s0050g00110.1, VIT_216s0050g00110.2, VIT_216s0050g00110.3	Bevul.3G070900.1.p
OG0003951	VIT_214s0068g01370.4, VIT_214s0068g01370.3, VIT_214s0068g01370.2, VIT_214s0068g01370.1, VIT_209s0054g00420.1	Bevul.6G219100.1.p, Bevul.6G219000.1.p
OG0003952	VIT_203s0038g02970.2, VIT_203s0038g02970.1, VIT_203s0038g02970.4, VIT_203s0038g02970.3	Bevul.9G130500.1.p, Bevul.9G130500.2.p
OG0003953	VIT_203s0063g02060.2, VIT_203s0063g02060.4, VIT_203s0063g02060.6, VIT_203s0063g02060.5, VIT_203s0063g02060.3, VIT_203s0063g02060.1	Bevul.9G175100.2.p, Bevul.9G175100.3.p, Bevul.9G175100.4.p, Bevul.9G175100.1.p
OG0003954	VIT_214s0068g02160.1	Bevul.6G045200.1.p
OG0003955	VIT_206s0004g00360.1, VIT_208s0040g03200.1	Bevul.5G219300.1.p, Bevul.3G193500.1.p
OG0003956	VIT_207s0104g00460.2, VIT_214s0128g00400.3, VIT_214s0128g00400.4, VIT_214s0128g00400.2, VIT_214s0128g00400.1	Bevul.4G154800.1.p
OG0003957	VIT_205s0020g01200.1	Bevul.3G156400.1.p
OG0003958	VIT_211s0016g01370.2, VIT_211s0016g01370.1	Bevul.8G136200.1.p
OG0003959	VIT_207s0031g00800.3, VIT_207s0031g00800.4, VIT_207s0031g00800.5, VIT_207s0031g00800.2, VIT_207s0031g00800.1, VIT_203s0063g00670.1	Bevul.6G000200.1.p
OG0003960	VIT_205s0094g00440.1	Bevul.9G168800.5.p, Bevul.9G168800.6.p, Bevul.9G168800.7.p, Bevul.9G168800.8.p, Bevul.9G168800.3.p, Bevul.9G168800.2.p, Bevul.9G168800.1.p, Bevul.9G168800.4.p
OG0003961	VIT_207s0185g00030.2, VIT_207s0185g00030.3, VIT_207s0185g00030.1	Bevul.7G128500.1.p
OG0003962	VIT_215s0024g01010.5, VIT_215s0024g01010.4, VIT_215s0024g01010.2, VIT_215s0024g01010.3, VIT_215s0024g01010.1, VIT_215s0024g00980.1, VIT_215s0024g00980.2	Bevul.5G166000.1.p
OG0003963	VIT_203s0063g01390.1	Bevul.9G179700.1.p
OG0003964	VIT_218s0001g05780.2, VIT_218s0001g05780.1	Bevul.1G101500.1.p
OG0003965	VIT_200s0226g00060.1, VIT_200s0226g00060.2	Bevul.3G106100.1.p
OG0003966	VIT_214s0128g00480.2, VIT_214s0128g00480.4, VIT_214s0128g00480.3, VIT_214s0128g00480.1	Bevul.6G044300.1.p
OG0003967	VIT_207s0005g03760.4	Bevul.7G108300.1.p, Bevul.7G108400.1.p, Bevul.7G108500.1.p
OG0003968	VIT_218s0072g00720.1, VIT_218s0072g00720.2	Bevul.1G074700.1.p
OG0003969	VIT_212s0034g01210.3, VIT_212s0034g01210.4, VIT_212s0034g01210.2, VIT_212s0034g01210.1, VIT_212s0034g01180.4, VIT_212s0034g01180.1, VIT_212s0034g01180.2, VIT_212s0034g01180.3	Bevul.9G031000.1.p
OG0003970	VIT_214s0068g02140.1, VIT_214s0068g02140.2, VIT_214s0068g02140.3	Bevul.6G045500.1.p
OG0003970	VIT_217s0000g01500.1	Bevul.5G153700.1.p
OG0003972	VIT_218s0122g00160.1, VIT_218s0122g00160.3, VIT_218s0122g00160.2, VIT_218s0122g00160.4, VIT_208s0032g00130.1, VIT_201s0010g01360.1	Bevul.5G249200.1.p
OG0003973	VIT_218s0001g05160.1, VIT_218s0001g05180.3, VIT_218s0001g05180.4, VIT_218s0001g05180.2, VIT_218s0001g05180.1	Bevul.3G084700.1.p, Bevul.1G097000.1.p
OG0003974	VIT_209s0002g00680.3, VIT_209s0002g00680.2, VIT_209s0002g00680.1, VIT_209s0002g00680.4, VIT_209s0002g00680.6, VIT_209s0002g00680.7, VIT_209s0002g00680.8, VIT_209s0002g00680.5	Bevul.5G078100.1.p
OG0003975	VIT_217s0000g06540.1	Bevul.5G184100.1.p
OG0003977	VIT_215s0107g00380.1	Bevul.1G152500.1.p, Bevul.3G171900.1.p
OG0003978	VIT_214s0108g01630.2, VIT_214s0108g01630.4, VIT_214s0108g01630.5, VIT_214s0108g01630.3, VIT_214s0108g01630.1	Bevul.2G072600.1.p
OG0003979	VIT_217s0000g05790.1, VIT_217s0000g05790.2, VIT_217s0000g05790.3, VIT_217s0000g05790.4, VIT_214s0108g00090.1	Bevul.2G057100.1.p
OG0003980	VIT_201s0011g02890.1	Bevul.6G120000.1.p, Bevul.5G167300.1.p
OG0003981	VIT_201s0026g00580.2, VIT_201s0026g00580.1	Bevul.6G195600.1.p
OG0003982	VIT_214s0006g03050.1	Bevul.2G214500.2.p, Bevul.2G214500.1.p, Bevul.6G124600.1.p
OG0003983	VIT_201s0026g02770.1, VIT_217s0000g06410.1	Bevul.2G064100.1.p
OG0003984	VIT_202s0087g00710.4, VIT_202s0087g00710.1, VIT_202s0087g00710.2, VIT_202s0087g00710.3	Bevul.5G047500.1.p
OG0003985	VIT_215s0021g01880.2, VIT_215s0021g01880.1	Bevul.5G070900.1.p
OG0003986	VIT_201s0010g01430.1, VIT_201s0010g01430.2	Bevul.9G011500.2.p, Bevul.9G011500.1.p
OG0003987	VIT_208s0032g00820.1, VIT_217s0000g04730.1	Bevul.5G171300.1.p
OG0003988	VIT_201s0137g00610.3, VIT_201s0137g00610.1, VIT_201s0137g00610.2, VIT_201s0137g00610.4	Bevul.6G174700.1.p
OG0003990	VIT_201s0127g00360.1, VIT_201s0127g00360.2	Bevul.6G188300.1.p
OG0003991	VIT_214s0083g00240.1	Bevul.2G218300.7.p, Bevul.2G218300.1.p, Bevul.2G218300.6.p, Bevul.2G218300.4.p, Bevul.2G218300.2.p, Bevul.2G218300.3.p, Bevul.2G218300.5.p
OG0003993	VIT_207s0005g01440.1, VIT_207s0005g01440.6, VIT_207s0005g01440.7, VIT_207s0005g01440.8, VIT_207s0005g01440.3, VIT_207s0005g01440.4, VIT_207s0005g01440.2, VIT_207s0005g01440.5	Bevul.5G254300.1.p
OG0003994	VIT_201s0011g04790.1	Bevul.6G140900.1.p
OG0003995	VIT_214s0108g01000.1, VIT_201s0026g02590.1	Bevul.6G234000.1.p, Bevul.2G063200.1.p
OG0003996	VIT_217s0000g04350.1	Bevul.2G125500.2.p, Bevul.2G125500.1.p
OG0003997	VIT_201s0011g06400.2, VIT_201s0011g06400.1	Bevul.8G102800.1.p
OG0003998	VIT_208s0040g01560.4, VIT_208s0040g01560.6, VIT_208s0040g01560.2, VIT_208s0040g01560.5, VIT_208s0040g01560.1, VIT_208s0040g01560.3, VIT_208s0040g01560.8, VIT_208s0040g01560.7	Bevul.7G056500.4.p, Bevul.7G056500.3.p, Bevul.7G056500.2.p, Bevul.7G056500.1.p
OG0003999	VIT_217s0000g02170.1, VIT_217s0000g02170.2, VIT_217s0000g02170.5, VIT_217s0000g02170.4, VIT_217s0000g02170.3, VIT_217s0000g02170.6, VIT_217s0000g02170.7	Bevul.8G102200.1.p
