Orthogroup	P_amilis.proteins	D_muscipula.proteins
OG0004467	FUN_007598-T1, FUN_007598-T3, FUN_007598-T2	Dm_00020739-RA
OG0004468	FUN_009576-T1	Dm_00016052-RA
OG0004469	FUN_024100-T1, FUN_050198-T2, FUN_050198-T1	Dm_00010703-RA
OG0004470	FUN_049977-T1	Dm_00009042-RA
OG0004471	FUN_026028-T2, FUN_026028-T1	Dm_00014103-RA, Dm_00011504-RA
OG0004472	FUN_018154-T2, FUN_018154-T4, FUN_018154-T3, FUN_018154-T1	Dm_00012975-RA
OG0004473	FUN_013638-T1	Dm_00013439-RA
OG0004474	FUN_002252-T1	Dm_00007097-RA, Dm_00004874-RA
OG0004475	FUN_013784-T1	Dm_00006262-RA
OG0004476	FUN_034683-T1, FUN_044504-T5, FUN_044504-T4, FUN_044504-T2, FUN_044504-T6, FUN_044504-T1, FUN_044504-T3	Dm_00009509-RA
OG0004477	FUN_047599-T2, FUN_047599-T1	Dm_00010542-RA
OG0004478	FUN_043282-T1	Dm_00003850-RA
OG0004479	FUN_033687-T1	Dm_00012356-RA
OG0004480	FUN_049355-T1, FUN_049355-T2	Dm_00008219-RA
OG0004481	FUN_008696-T1	Dm_00014243-RA, Dm_00001465-RA
OG0004483	FUN_009730-T1	Dm_00013747-RA
OG0004484	FUN_046505-T1	Dm_00001906-RA
OG0004485	FUN_016689-T2, FUN_016689-T3, FUN_016689-T1	Dm_00012956-RA
OG0004486	FUN_007913-T1	Dm_00006690-RA
OG0004487	FUN_024933-T1, FUN_043665-T1	Dm_00000308-RA
OG0004489	FUN_024262-T1, FUN_024262-T2	Dm_00002493-RA
OG0004491	FUN_026929-T1	Dm_00004078-RA
OG0004492	FUN_025298-T1, FUN_031855-T1	Dm_00017294-RA
OG0004493	FUN_012833-T1	Dm_00007876-RA, Dm_00011075-RA
OG0004494	FUN_012404-T1	Dm_00013985-RA, Dm_00007213-RA
OG0004495	FUN_001201-T1	Dm_00014919-RA
OG0004496	FUN_027409-T1, FUN_027409-T2	Dm_00010146-RA, Dm_00016293-RA
OG0004497	FUN_036440-T2, FUN_036440-T1	Dm_00007281-RA
OG0004498	FUN_012843-T1	Dm_00001880-RA
OG0004499	FUN_046767-T1, FUN_046767-T2	Dm_00020594-RA, Dm_00000325-RA
OG0004500	FUN_004914-T1	Dm_00004307-RA
OG0004501	FUN_015648-T1, FUN_015649-T1	Dm_00003643-RA
OG0004502	FUN_039964-T1	Dm_00011901-RA
OG0004503	FUN_002065-T1, FUN_002065-T2, FUN_002063-T1	Dm_00019086-RA
OG0004504	FUN_040718-T2, FUN_040718-T1	Dm_00009411-RA
OG0004505	FUN_012372-T1	Dm_00007537-RA, Dm_00008184-RA
OG0004506	FUN_030205-T1, FUN_030205-T2	Dm_00018069-RA
OG0004507	FUN_007823-T1	Dm_00018507-RA, Dm_00016878-RA
OG0004508	FUN_014325-T3, FUN_040401-T1, FUN_014325-T1, FUN_014325-T5, FUN_014325-T2, FUN_040402-T1, FUN_014325-T4	Dm_00020382-RA
OG0004509	FUN_004416-T1	Dm_00008847-RA
OG0004510	FUN_025027-T1, FUN_025027-T2	Dm_00006919-RA, Dm_00020335-RA
OG0004511	FUN_031165-T2, FUN_031165-T1, FUN_031165-T3, FUN_031165-T4	Dm_00019536-RA
OG0004512	FUN_042722-T1, FUN_024175-T1	Dm_00007716-RA
OG0004514	FUN_031256-T1	Dm_00003363-RA
OG0004515	FUN_052476-T1	Dm_00001222-RA, Dm_00001223-RA
OG0004516	FUN_020918-T1, FUN_020918-T2	Dm_00007809-RA
OG0004517	FUN_045049-T1	Dm_00000423-RA
OG0004518	FUN_023913-T2, FUN_023913-T3, FUN_023913-T1	Dm_00019769-RA
OG0004519	FUN_047081-T1, FUN_047082-T1	Dm_00006999-RA
OG0004520	FUN_036373-T1, FUN_032164-T1	Dm_00002508-RA, Dm_00018267-RA
OG0004521	FUN_024468-T1, FUN_024467-T1	Dm_00001359-RA, Dm_00003023-RA, Dm_00003024-RA, Dm_00001360-RA
OG0004522	FUN_037174-T1, FUN_049217-T1	Dm_00010373-RA
OG0004523	FUN_048053-T1	Dm_00005057-RA
OG0004524	FUN_038320-T1	Dm_00011029-RA
OG0004525	FUN_052818-T2, FUN_052818-T1	Dm_00011814-RA
OG0004526	FUN_005769-T2, FUN_005769-T1	Dm_00014551-RA
OG0004527	FUN_020420-T1	Dm_00012165-RA, Dm_00014675-RA
OG0004528	FUN_040505-T1	Dm_00008326-RA
OG0004528	FUN_002676-T1	Dm_00003546-RA
OG0004530	FUN_048572-T1	Dm_00007965-RA
OG0004532	FUN_013596-T1	Dm_00016049-RA
OG0004533	FUN_012589-T1, FUN_046054-T1, FUN_002386-T1, FUN_002387-T1	Dm_00016522-RA
OG0004535	FUN_050824-T4, FUN_050824-T3, FUN_050824-T1, FUN_050824-T2, FUN_011584-T2, FUN_011584-T1	Dm_00015001-RA, Dm_00010366-RA
OG0004536	FUN_037942-T1	Dm_00009183-RA
OG0004537	FUN_043645-T1	Dm_00002604-RA
OG0004538	FUN_042918-T1, FUN_042918-T2, FUN_024727-T1	Dm_00006669-RA
OG0004539	FUN_045638-T1, FUN_045638-T3, FUN_045638-T2, FUN_051856-T1	Dm_00020678-RA
OG0004540	FUN_026952-T1, FUN_001257-T1	Dm_00013267-RA
OG0004542	FUN_049010-T1	Dm_00013272-RA
OG0004543	FUN_005132-T1	Dm_00000664-RA
OG0004544	FUN_018482-T1, FUN_042750-T1, FUN_017738-T1	Dm_00021005-RA, Dm_00006773-RA
OG0004545	FUN_029423-T1, FUN_019206-T1	Dm_00018348-RA
OG0004545	FUN_017999-T1, FUN_041890-T1	Dm_00014859-RA
OG0004546	FUN_051980-T1, FUN_045742-T1	Dm_00018646-RA, Dm_00017238-RA
OG0004548	FUN_048386-T2, FUN_048386-T1, FUN_036803-T1, FUN_036803-T2	Dm_00008639-RA
OG0004549	FUN_011236-T1	Dm_00011842-RA
OG0004550	FUN_011260-T2, FUN_011260-T1, FUN_047133-T1, FUN_047133-T2	Dm_00009964-RA
OG0004551	FUN_020686-T1	Dm_00013416-RA
OG0004552	FUN_012136-T1	Dm_00005830-RA
OG0004553	FUN_010764-T2, FUN_010764-T1	Dm_00005177-RA
OG0004554	FUN_016865-T4, FUN_016865-T2, FUN_016865-T3, FUN_016865-T1	Dm_00014052-RA
OG0004555	FUN_011042-T1	Dm_00019549-RA, Dm_00016409-RA
OG0004556	FUN_040398-T1, FUN_040398-T3, FUN_040398-T2	Dm_00006750-RA
OG0004557	FUN_046853-T1, FUN_010489-T2, FUN_010489-T3, FUN_010489-T1	Dm_00009852-RA
OG0004558	FUN_025508-T1, FUN_031160-T1, FUN_030728-T1, FUN_031159-T1	Dm_00009757-RA, Dm_00009559-RA
OG0004559	FUN_041517-T1	Dm_00005243-RA, Dm_00011807-RA
OG0004560	FUN_027652-T1, FUN_034170-T1	Dm_00015841-RA
OG0004561	FUN_010790-T2, FUN_010790-T1	Dm_00008790-RA
OG0004562	FUN_023859-T1, FUN_033623-T1	Dm_00012382-RA, Dm_00018751-RA
OG0004564	FUN_032609-T1	Dm_00002167-RA
OG0004565	FUN_045549-T1, FUN_011251-T1	Dm_00014184-RA
OG0004566	FUN_023864-T1, FUN_033605-T1	Dm_00007790-RA
OG0004567	FUN_043889-T1, FUN_024572-T1, FUN_024572-T2, FUN_000899-T1	Dm_00008159-RA
OG0004568	FUN_020717-T1, FUN_020717-T2	Dm_00012588-RA
OG0004569	FUN_017777-T1	Dm_00017475-RA, Dm_00011985-RA
OG0004570	FUN_002502-T2, FUN_002502-T1, FUN_001059-T1	Dm_00012188-RA
OG0004571	FUN_041646-T2, FUN_041646-T1	Dm_00008794-RA
OG0004572	FUN_053061-T1, FUN_053288-T1	Dm_00006795-RA, Dm_00011822-RA
OG0004573	FUN_009876-T1	Dm_00015498-RA
OG0004573	FUN_041300-T1	Dm_00020342-RA
OG0004574	FUN_049897-T1, FUN_049897-T2, FUN_045971-T1	Dm_00017566-RA, Dm_00006175-RA
OG0004575	FUN_045208-T1, FUN_044004-T1	Dm_00000408-RA
OG0004577	FUN_017684-T1, FUN_041657-T1	Dm_00016901-RA
OG0004578	FUN_029940-T1	Dm_00018003-RA, Dm_00014931-RA
OG0004579	FUN_032625-T1	Dm_00011565-RA
OG0004580	FUN_035891-T1, FUN_035891-T2, FUN_021717-T1	Dm_00006497-RA
OG0004581	FUN_011088-T1	Dm_00010387-RA, Dm_00010389-RA
OG0004582	FUN_016737-T2, FUN_016737-T1	Dm_00019479-RA
OG0004583	FUN_047092-T1, FUN_047092-T2, FUN_011305-T2, FUN_011305-T1	Dm_00004424-RA
OG0004585	FUN_018796-T1, FUN_030860-T1, FUN_030860-T2	Dm_00013914-RA
OG0004587	FUN_024229-T3, FUN_024229-T2, FUN_024229-T1	Dm_00004590-RA
OG0004588	FUN_029057-T2, FUN_029057-T1	Dm_00000357-RA
OG0004590	FUN_029702-T1	Dm_00005073-RA, Dm_00012193-RA
OG0004591	FUN_046847-T1	Dm_00003201-RA, Dm_00003274-RA
OG0004592	FUN_040433-T1, FUN_002055-T1	Dm_00013666-RA
OG0004593	FUN_031836-T1, FUN_025287-T1	Dm_00015258-RA
OG0004594	FUN_017224-T2, FUN_017224-T1, FUN_040024-T1	Dm_00000870-RA
OG0004595	FUN_017680-T1, FUN_041654-T1	Dm_00008959-RA
OG0004596	FUN_046870-T3, FUN_046870-T1, FUN_046862-T1, FUN_046870-T2, FUN_046870-T4	Dm_00011346-RA
OG0004596	FUN_046867-T1, FUN_046867-T2	Dm_00011347-RA
OG0004598	FUN_029188-T1	Dm_00008139-RA, Dm_00000020-RA, Dm_00002974-RA, Dm_00006621-RA, Dm_00009175-RA, Dm_00010924-RA, Dm_00010100-RA, Dm_00008853-RA, Dm_00013397-RA
OG0004599	FUN_004417-T1, FUN_033957-T1	Dm_00008845-RA, Dm_00004480-RA
OG0004600	FUN_020270-T1	Dm_00000064-RA, Dm_00002535-RA
OG0004601	FUN_003682-T1	Dm_00008843-RA
OG0004622	FUN_004784-T1	Dm_00017924-RA, Dm_00014269-RA
OG0004623	FUN_050044-T5, FUN_050044-T6, FUN_050044-T1, FUN_050044-T2, FUN_050044-T4, FUN_050044-T3	Dm_00014781-RA
OG0004624	FUN_021903-T1, FUN_021902-T1, FUN_017807-T1, FUN_017807-T2	Dm_00016200-RA
OG0004626	FUN_036097-T1, FUN_036097-T2, FUN_052442-T1	Dm_00001973-RA
OG0004628	FUN_041746-T2, FUN_041746-T1	Dm_00014571-RA
OG0004629	FUN_021721-T1	Dm_00014290-RA, Dm_00009400-RA
OG0004630	FUN_015620-T1	Dm_00000790-RA
OG0004631	FUN_033949-T1	Dm_00004486-RA
OG0004633	FUN_015788-T2, FUN_015788-T1	Dm_00001938-RA
OG0004634	FUN_000930-T1, FUN_021937-T1	Dm_00002742-RA
OG0004635	FUN_002575-T1	Dm_00002783-RA
OG0004636	FUN_027115-T1, FUN_027115-T2	Dm_00001149-RA
OG0004637	FUN_007568-T1	Dm_00002524-RA
OG0004638	FUN_011481-T1	Dm_00006522-RA
OG0004639	FUN_027853-T2, FUN_027853-T1	Dm_00015080-RA, Dm_00017304-RA
OG0004640	FUN_046156-T1	Dm_00013899-RA
OG0004641	FUN_025395-T1, FUN_032037-T2, FUN_032037-T1	Dm_00012627-RA
OG0004643	FUN_010539-T1	Dm_00005042-RA
OG0004644	FUN_010669-T1	Dm_00005923-RA
OG0004645	FUN_047033-T1	Dm_00012417-RA, Dm_00003248-RA
OG0004646	FUN_051529-T1, FUN_034411-T1	Dm_00001795-RA, Dm_00001638-RA
OG0004649	FUN_053165-T1, FUN_053165-T2	Dm_00005260-RA
OG0004650	FUN_036207-T1	Dm_00001207-RA, Dm_00009026-RA
OG0004652	FUN_034091-T1, FUN_003500-T1	Dm_00002564-RA, Dm_00001535-RA
OG0004653	FUN_052660-T1	Dm_00011470-RA
OG0004654	FUN_052508-T1, FUN_036197-T1	Dm_00009031-RA, Dm_00001210-RA
OG0004655	FUN_047281-T1	Dm_00013290-RA
OG0004656	FUN_052321-T1, FUN_052321-T2	Dm_00008495-RA
OG0004658	FUN_026986-T1	Dm_00000359-RA
OG0004660	FUN_052686-T1, FUN_036363-T1	Dm_00009748-RA, Dm_00018549-RA
OG0004661	FUN_010322-T2, FUN_010322-T1, FUN_051282-T1	Dm_00008668-RA
OG0004663	FUN_020365-T2, FUN_020365-T1	Dm_00001399-RA
OG0004665	FUN_032957-T1, FUN_004772-T1	Dm_00011338-RA
OG0004666	FUN_005480-T2, FUN_005480-T5, FUN_005480-T1, FUN_005480-T3	Dm_00009187-RA
OG0004667	FUN_024968-T1	Dm_00013594-RA
OG0004668	FUN_026923-T1, FUN_028775-T1, FUN_042966-T1, FUN_042963-T1, FUN_046744-T1, FUN_001735-T1, FUN_001735-T2, FUN_001735-T3	Dm_00014665-RA
OG0004669	FUN_004517-T1, FUN_032736-T2, FUN_032736-T1, FUN_032736-T3	Dm_00007821-RA
OG0004670	FUN_003462-T2, FUN_003462-T1	Dm_00001552-RA
OG0004671	FUN_014237-T1, FUN_014238-T1	Dm_00020083-RA, Dm_00004358-RA
OG0004672	FUN_026091-T1, FUN_026091-T2, FUN_050271-T1, FUN_050269-T1	Dm_00013712-RA
OG0004673	FUN_052165-T1	Dm_00002314-RA
OG0004674	FUN_052233-T1	Dm_00010681-RA, Dm_00017049-RA
OG0004675	FUN_002822-T1	Dm_00002556-RA
OG0004676	FUN_042823-T1, FUN_024667-T1	Dm_00011826-RA
OG0004677	FUN_000199-T1, FUN_000199-T2	Dm_00004718-RA
OG0004678	FUN_011685-T1	Dm_00007835-RA
OG0004679	FUN_051468-T1, FUN_051467-T1	Dm_00013064-RA, Dm_00000600-RA
OG0004680	FUN_034194-T2, FUN_034194-T1	Dm_00000598-RA
OG0004681	FUN_045710-T1	Dm_00009259-RA
OG0004681	FUN_045712-T1	Dm_00006983-RA
OG0004682	FUN_044816-T2, FUN_044816-T1, FUN_044816-T3	Dm_00008309-RA
OG0004683	FUN_045726-T1	Dm_00005612-RA
OG0004684	FUN_043266-T1, FUN_036698-T1	Dm_00003806-RA, Dm_00001916-RA
OG0004685	FUN_002269-T1	Dm_00009762-RA
OG0004686	FUN_046036-T3, FUN_046036-T1, FUN_046036-T2	Dm_00018904-RA
OG0004687	FUN_038527-T1, FUN_038527-T2, FUN_038527-T3	Dm_00010453-RA
OG0004688	FUN_000552-T1, FUN_000552-T2	Dm_00004859-RA
OG0004689	FUN_036268-T1	Dm_00002458-RA
OG0004690	FUN_038044-T1, FUN_038044-T2, FUN_048564-T1	Dm_00011306-RA, Dm_00015526-RA
OG0004691	FUN_007499-T1	Dm_00015739-RA
OG0004692	FUN_025012-T1, FUN_023067-T2, FUN_023067-T1	Dm_00002239-RA
OG0004693	FUN_026518-T1	Dm_00002621-RA
OG0004696	FUN_022601-T1	Dm_00011885-RA
OG0004697	FUN_051330-T1	Dm_00007243-RA
OG0004698	FUN_009618-T1, FUN_030572-T1, FUN_030572-T2	Dm_00006592-RA
OG0004699	FUN_047244-T4, FUN_047244-T1, FUN_047244-T3, FUN_047244-T2	Dm_00008257-RA
OG0004700	FUN_012842-T3, FUN_012842-T2, FUN_012842-T1, FUN_012842-T4	Dm_00015187-RA
OG0004702	FUN_051796-T4, FUN_051796-T1, FUN_051796-T3, FUN_051796-T2	Dm_00015419-RA
OG0004703	FUN_005637-T1	Dm_00008595-RA
OG0004704	FUN_025552-T1, FUN_025552-T2	Dm_00013940-RA
OG0004705	FUN_017006-T1, FUN_029595-T1	Dm_00007881-RA
OG0004707	FUN_048602-T2, FUN_048602-T1, FUN_038110-T1	Dm_00016007-RA
OG0004708	FUN_041576-T1	Dm_00018525-RA
OG0004709	FUN_016973-T1, FUN_049533-T1, FUN_029611-T1	Dm_00018959-RA
OG0004711	FUN_031062-T2, FUN_031062-T1, FUN_031063-T1, FUN_031063-T2, FUN_031063-T3, FUN_031061-T1, FUN_025575-T1	Dm_00005016-RA
OG0004712	FUN_005468-T1, FUN_005468-T3, FUN_005468-T2	Dm_00016544-RA
OG0004713	FUN_045714-T1, FUN_051953-T1	Dm_00020147-RA
OG0004714	FUN_033251-T1, FUN_001771-T1	Dm_00011416-RA, Dm_00017410-RA
OG0004715	FUN_048582-T1, FUN_038068-T1	Dm_00020656-RA
OG0004716	FUN_001783-T1, FUN_030532-T1	Dm_00016252-RA
OG0004717	FUN_013124-T1, FUN_030566-T2, FUN_030566-T1	Dm_00006600-RA
OG0004719	FUN_004115-T1	Dm_00000008-RA
OG0004722	FUN_046151-T1	Dm_00011382-RA
OG0004724	FUN_005191-T1	Dm_00006811-RA
OG0004725	FUN_047569-T1, FUN_047569-T2	Dm_00003318-RA
OG0004726	FUN_036719-T1	Dm_00000711-RA
OG0004726	FUN_046675-T1	Dm_00012714-RA, Dm_00012713-RA
OG0004727	FUN_027542-T1, FUN_027542-T2	Dm_00004885-RA
OG0004728	FUN_001015-T1, FUN_047339-T1, FUN_010748-T1	Dm_00013490-RA
OG0004729	FUN_019233-T1, FUN_029530-T1	Dm_00001076-RA
OG0004730	FUN_003144-T1	Dm_00007076-RA
OG0004731	FUN_010301-T1	Dm_00009307-RA
OG0004732	FUN_045860-T1	Dm_00006801-RA
OG0004733	FUN_043470-T1, FUN_035817-T1	Dm_00002312-RA
OG0004734	FUN_037715-T1, FUN_037715-T2, FUN_037715-T3, FUN_048376-T2, FUN_048376-T1	Dm_00009989-RA
OG0004735	FUN_029935-T1, FUN_042724-T1	Dm_00007949-RA
OG0004736	FUN_012578-T1, FUN_020688-T1	Dm_00015060-RA
OG0004737	FUN_034941-T1	Dm_00015236-RA
OG0004739	FUN_046640-T1	Dm_00014500-RA
OG0004740	FUN_014447-T1	Dm_00020245-RA
OG0004742	FUN_045574-T2, FUN_045574-T1, FUN_037242-T1	Dm_00003298-RA, Dm_00015511-RA
OG0004743	FUN_048203-T1, FUN_037496-T1	Dm_00004201-RA
OG0004744	FUN_013838-T2, FUN_013838-T1, FUN_013833-T1	Dm_00002059-RA
OG0004744	FUN_022878-T1	Dm_00010709-RA
OG0004745	FUN_022136-T1, FUN_022137-T1	Dm_00013326-RA, Dm_00003070-RA
OG0004747	FUN_005180-T1, FUN_004412-T1	Dm_00015569-RA, Dm_00018484-RA
OG0004748	FUN_049721-T1	Dm_00002917-RA
OG0004749	FUN_017328-T2, FUN_017328-T3, FUN_017328-T1	Dm_00016089-RA
OG0004750	FUN_040642-T2, FUN_040642-T1, FUN_018638-T1	Dm_00010434-RA, Dm_00003963-RA
OG0004751	FUN_020964-T1	Dm_00012787-RA
OG0004752	FUN_050248-T1	Dm_00018002-RA
OG0004753	FUN_026044-T1	Dm_00000267-RA, Dm_00011691-RA
OG0004754	FUN_005029-T1, FUN_000035-T1	Dm_00000657-RA
OG0004755	FUN_016295-T1	Dm_00013660-RA
OG0004756	FUN_002417-T1, FUN_024400-T1	Dm_00013598-RA
OG0004757	FUN_008001-T1	Dm_00007999-RA, Dm_00019144-RA
OG0004758	FUN_021608-T1	Dm_00002334-RA
OG0004759	FUN_049195-T1	Dm_00020082-RA
OG0004760	FUN_012769-T1, FUN_028381-T1	Dm_00008360-RA, Dm_00001027-RA
OG0004761	FUN_026447-T1, FUN_015518-T1	Dm_00008798-RA, Dm_00008797-RA
OG0004762	FUN_026109-T1	Dm_00003797-RA, Dm_00012939-RA, Dm_00012938-RA
OG0004763	FUN_001843-T1, FUN_006381-T1	Dm_00012244-RA
OG0004765	FUN_040692-T1, FUN_018703-T1	Dm_00015953-RA
OG0004766	FUN_015885-T1, FUN_028770-T1	Dm_00001009-RA
OG0004767	FUN_021448-T1	Dm_00006976-RA
OG0004768	FUN_037341-T1, FUN_048105-T1, FUN_048105-T2	Dm_00008062-RA, Dm_00006073-RA
OG0004770	FUN_000150-T1	Dm_00007079-RA
OG0004772	FUN_028239-T1, FUN_012786-T1	Dm_00008759-RA
OG0004772	FUN_023975-T1, FUN_050077-T1	Dm_00014709-RA
OG0004773	FUN_013698-T1	Dm_00007487-RA, Dm_00020312-RA
OG0004774	FUN_035990-T1	Dm_00008397-RA
OG0004776	FUN_019173-T3, FUN_019173-T1, FUN_019173-T2, FUN_019173-T4	Dm_00018955-RA
OG0004777	FUN_026323-T1	Dm_00001043-RA, Dm_00000112-RA
OG0004778	FUN_005864-T1, FUN_000914-T2, FUN_000914-T1	Dm_00019571-RA
OG0004779	FUN_022726-T1	Dm_00003079-RA
OG0004780	FUN_001729-T1, FUN_001729-T4, FUN_001729-T3, FUN_001729-T2	Dm_00000272-RA, Dm_00005244-RA
OG0004781	FUN_015964-T1	Dm_00005428-RA, Dm_00015218-RA
OG0004782	FUN_015447-T1	Dm_00007837-RA
OG0004782	FUN_018640-T1	Dm_00010433-RA
OG0004783	FUN_014675-T1	Dm_00007944-RA, Dm_00017239-RA
OG0004784	FUN_001796-T1, FUN_006332-T2, FUN_006332-T1	Dm_00006015-RA
OG0004786	FUN_006162-T2, FUN_006162-T1, FUN_016230-T1	Dm_00004815-RA
OG0004787	FUN_013147-T1, FUN_026081-T1	Dm_00003794-RA
OG0004789	FUN_052154-T1, FUN_052154-T2, FUN_052154-T5, FUN_052154-T4, FUN_052154-T3	Dm_00019663-RA, Dm_00011920-RA
OG0004790	FUN_026803-T1	Dm_00009827-RA
OG0004790	FUN_013066-T1	Dm_00000741-RA
OG0004791	FUN_049989-T1	Dm_00009571-RA
OG0004792	FUN_021745-T1	Dm_00001909-RA
OG0004793	FUN_026334-T1, FUN_026334-T2	Dm_00001040-RA
OG0004794	FUN_052294-T1, FUN_026092-T1	Dm_00003795-RA
OG0004795	FUN_000819-T2, FUN_000819-T1, FUN_000819-T4, FUN_000819-T3	Dm_00008149-RA
OG0004796	FUN_027900-T1	Dm_00011535-RA
OG0004797	FUN_027868-T1, FUN_004196-T1	Dm_00014694-RA
OG0004798	FUN_001739-T1, FUN_026034-T1	Dm_00000264-RA
OG0004799	FUN_026850-T2, FUN_026850-T1, FUN_043527-T1	Dm_00015781-RA
OG0004800	FUN_048048-T1	Dm_00011211-RA
OG0004801	FUN_013140-T1, FUN_026062-T1, FUN_026061-T1	Dm_00003786-RA, Dm_00005003-RA
OG0004802	FUN_015910-T1, FUN_015910-T3, FUN_015910-T2	Dm_00010127-RA
OG0004803	FUN_015841-T1, FUN_015841-T2	Dm_00007523-RA, Dm_00007522-RA
OG0004804	FUN_022472-T2, FUN_022472-T1	Dm_00007307-RA
OG0004805	FUN_027889-T1	Dm_00019171-RA
OG0004805	FUN_045008-T1	Dm_00013477-RA
OG0004806	FUN_025190-T1	Dm_00017814-RA
OG0004807	FUN_021106-T2, FUN_021106-T1	Dm_00011818-RA
OG0004808	FUN_040017-T1, FUN_040017-T2, FUN_040022-T1	Dm_00016632-RA
OG0004809	FUN_011721-T1	Dm_00010067-RA
OG0004810	FUN_041739-T1	Dm_00004771-RA
OG0004812	FUN_049198-T1, FUN_037139-T1	Dm_00009398-RA
OG0004813	FUN_035943-T1	Dm_00007348-RA
OG0004814	FUN_027412-T2, FUN_027412-T1, FUN_008657-T1	Dm_00000487-RA
OG0004815	FUN_045945-T1	Dm_00004240-RA, Dm_00000836-RA
OG0004816	FUN_026217-T1, FUN_007872-T1	Dm_00000084-RA, Dm_00003608-RA
OG0004817	FUN_029342-T1	Dm_00018825-RA, Dm_00018826-RA
OG0004818	FUN_046362-T1	Dm_00011361-RA, Dm_00000784-RA
OG0004820	FUN_012390-T1, FUN_035230-T1	Dm_00010659-RA, Dm_00019098-RA
OG0004821	FUN_030185-T1, FUN_019189-T1	Dm_00018927-RA
OG0004823	FUN_053087-T1	Dm_00004954-RA
OG0004824	FUN_027550-T1	Dm_00007334-RA
OG0004825	FUN_035273-T1, FUN_035262-T1, FUN_035262-T2	Dm_00005520-RA
OG0004826	FUN_021421-T1, FUN_021421-T2	Dm_00004400-RA
OG0004827	FUN_048857-T1, FUN_048857-T2	Dm_00018240-RA
OG0004828	FUN_001449-T2, FUN_001449-T1	Dm_00000500-RA
OG0004829	FUN_044390-T1	Dm_00005038-RA, Dm_00000338-RA
OG0004830	FUN_049313-T1	Dm_00014876-RA
OG0004831	FUN_004403-T1	Dm_00005938-RA
OG0004832	FUN_003957-T1, FUN_020290-T1	Dm_00000054-RA, Dm_00002539-RA
OG0004833	FUN_001033-T1	Dm_00010400-RA
OG0004833	FUN_013115-T1	Dm_00004781-RA
OG0004834	FUN_005938-T1	Dm_00016239-RA, Dm_00013703-RA
OG0004835	FUN_047619-T1	Dm_00016675-RA
OG0004836	FUN_046402-T2, FUN_046402-T1	Dm_00005376-RA
OG0004837	FUN_030942-T1	Dm_00010129-RA, Dm_00010735-RA, Dm_00013692-RA
OG0004838	FUN_045809-T1, FUN_045809-T3, FUN_045809-T2	Dm_00013195-RA
OG0004840	FUN_003692-T1	Dm_00016025-RA
OG0004841	FUN_035291-T1, FUN_012461-T1	Dm_00005086-RA
OG0004841	FUN_046865-T1	Dm_00005421-RA
OG0004842	FUN_049907-T2, FUN_049907-T1, FUN_045986-T1, FUN_045986-T2, FUN_045986-T3	Dm_00000856-RA
OG0004843	FUN_014594-T1	Dm_00014783-RA, Dm_00007466-RA
OG0004844	FUN_000965-T1	Dm_00015546-RA
OG0004846	FUN_030045-T4, FUN_030045-T3, FUN_030045-T2, FUN_030045-T1	Dm_00015810-RA
OG0004847	FUN_000983-T1	Dm_00014854-RA
OG0004848	FUN_035808-T1	Dm_00000670-RA, Dm_00000669-RA
OG0004849	FUN_015171-T1	Dm_00018722-RA, Dm_00015190-RA
OG0004850	FUN_027013-T1	Dm_00003160-RA
OG0004851	FUN_033424-T1	Dm_00007398-RA
OG0004852	FUN_035001-T1	Dm_00006393-RA
OG0004853	FUN_040482-T1	Dm_00017934-RA
OG0004854	FUN_018849-T7, FUN_018849-T4, FUN_018849-T2, FUN_018849-T5, FUN_018849-T3, FUN_018849-T1, FUN_018849-T6	Dm_00013733-RA
OG0004855	FUN_049360-T1	Dm_00013505-RA
OG0004856	FUN_003974-T1, FUN_019021-T1	Dm_00009834-RA
OG0004858	FUN_032990-T1	Dm_00010732-RA
OG0004859	FUN_047354-T1	Dm_00005180-RA
OG0004860	FUN_046511-T1	Dm_00013037-RA
OG0004861	FUN_031847-T1	Dm_00017082-RA, Dm_00011705-RA
OG0004862	FUN_041847-T1	Dm_00008002-RA
OG0004863	FUN_005703-T1	Dm_00018796-RA
OG0004864	FUN_031629-T1	Dm_00013121-RA
OG0004865	FUN_012083-T1	Dm_00000828-RA, Dm_00000827-RA
OG0004867	FUN_042759-T2, FUN_042759-T1	Dm_00009430-RA
OG0004869	FUN_012385-T1, FUN_035217-T1	Dm_00010661-RA
OG0004870	FUN_002625-T1, FUN_035685-T1	Dm_00005030-RA, Dm_00003558-RA
OG0004871	FUN_031556-T2, FUN_031556-T1	Dm_00016807-RA
OG0004872	FUN_030122-T1, FUN_010051-T1	Dm_00009664-RA, Dm_00017866-RA
OG0004873	FUN_045883-T1, FUN_012062-T1	Dm_00018068-RA
OG0004874	FUN_020454-T3, FUN_020454-T2, FUN_020454-T4, FUN_020454-T1	Dm_00012148-RA
OG0004875	FUN_037703-T2, FUN_037703-T4, FUN_037703-T3, FUN_037703-T1	Dm_00002719-RA
OG0004876	FUN_013845-T1	Dm_00011709-RA
OG0004877	FUN_050229-T1, FUN_050229-T2	Dm_00010170-RA
OG0004877	FUN_025184-T1	Dm_00011449-RA
OG0004878	FUN_035951-T4, FUN_035951-T1, FUN_035951-T3, FUN_035951-T2	Dm_00005738-RA
OG0004879	FUN_011457-T1	Dm_00000302-RA
