Orthogroup	L_sativa.proteins	S_lycopersicum.proteins
OG0004214	Lsat_1_v5_gn_3_31200.3, Lsat_1_v5_gn_3_31200.1, Lsat_1_v5_gn_3_31200.2	Solyc05g015880.3.1
OG0004215	Lsat_1_v5_gn_9_17400.1, Lsat_1_v5_gn_9_17400.3, Lsat_1_v5_gn_8_89001.1, Lsat_1_v5_gn_8_89001.3	Solyc09g092690.3.1
OG0004216	Lsat_1_v5_gn_6_113680.2, Lsat_1_v5_gn_6_113680.3, Lsat_1_v5_gn_6_113680.1, Lsat_1_v5_gn_4_125000.1, Lsat_1_v5_gn_1_20960.1	Solyc07g024020.2.1, Solyc04g079120.3.1
OG0004217	Lsat_1_v5_gn_1_18740.1, Lsat_1_v5_gn_5_27540.1	Solyc04g080430.3.1
OG0004218	Lsat_1_v5_gn_9_51940.1, Lsat_1_v5_gn_9_51940.2	Solyc05g051680.3.1
OG0004219	Lsat_1_v5_gn_3_140760.2, Lsat_1_v5_gn_3_140760.1	Solyc10g005130.3.1
OG0004220	Lsat_1_v5_gn_3_129601.1	Solyc10g018920.2.1
OG0004221	Lsat_1_v5_gn_6_86320.1, Lsat_1_v5_gn_6_5441.6, Lsat_1_v5_gn_6_5441.2, Lsat_1_v5_gn_6_5441.5, Lsat_1_v5_gn_3_6140.1	Solyc08g081320.3.1
OG0004222	Lsat_1_v5_gn_5_103340.3, Lsat_1_v5_gn_5_103340.1, Lsat_1_v5_gn_5_103340.2	Solyc01g099530.3.1
OG0004223	Lsat_1_v5_gn_2_73301.1	Solyc08g083320.3.1
OG0004224	Lsat_1_v5_gn_6_96620.1	Solyc10g054090.2.1, Solyc04g064760.3.1
OG0004225	Lsat_1_v5_gn_1_85441.1, Lsat_1_v5_gn_1_85441.3	Solyc01g081150.3.1
OG0004225	Lsat_1_v5_gn_9_38740.2, Lsat_1_v5_gn_9_38740.1	Solyc03g031690.3.1
OG0004226	Lsat_1_v5_gn_5_74281.1, Lsat_1_v5_gn_5_74281.3	Solyc01g079750.3.1
OG0004226	Lsat_1_v5_gn_9_85980.1	Solyc01g098980.3.1
OG0004227	Lsat_1_v5_gn_1_6540.3, Lsat_1_v5_gn_1_6540.1	Solyc03g058390.2.1, Solyc03g058350.3.1, Solyc03g058380.3.1, Solyc06g054400.3.1
OG0004229	Lsat_1_v5_gn_2_93981.4, Lsat_1_v5_gn_8_8140.1, Lsat_1_v5_gn_2_93981.2	Solyc03g007120.3.1
OG0004230	Lsat_1_v5_gn_7_11360.3, Lsat_1_v5_gn_7_11360.2, Lsat_1_v5_gn_7_11360.1	Solyc01g090590.3.1
OG0004231	Lsat_1_v5_gn_3_111601.2, Lsat_1_v5_gn_3_111601.1	Solyc12g096280.2.1
OG0004232	Lsat_1_v5_gn_5_13821.3, Lsat_1_v5_gn_5_13821.1	Solyc03g111840.3.1
OG0004233	Lsat_1_v5_gn_5_176500.4, Lsat_1_v5_gn_5_58860.3, Lsat_1_v5_gn_5_176500.1, Lsat_1_v5_gn_8_98521.1	Solyc06g082930.3.1, Solyc06g007640.3.1
OG0004235	Lsat_1_v5_gn_8_150420.2, Lsat_1_v5_gn_8_150420.1, Lsat_1_v5_gn_8_150540.1	Solyc05g014200.3.1
OG0004236	Lsat_1_v5_gn_2_107961.1, Lsat_1_v5_gn_2_107961.3, Lsat_1_v5_gn_8_2820.1, Lsat_1_v5_gn_0_401.1	Solyc04g009910.3.1, Solyc04g009900.3.1, Solyc05g055050.2.1
OG0004237	Lsat_1_v5_gn_8_127401.3, Lsat_1_v5_gn_8_127401.1	Solyc04g077290.2.1
OG0004238	Lsat_1_v5_gn_1_9041.1	Solyc04g063280.3.1
OG0004239	Lsat_1_v5_gn_9_110121.2, Lsat_1_v5_gn_9_110121.1	Solyc01g108160.3.1
OG0004240	Lsat_1_v5_gn_8_147861.1, Lsat_1_v5_gn_3_30801.1	Solyc05g015520.3.1
OG0004241	Lsat_1_v5_gn_7_49520.2, Lsat_1_v5_gn_7_49520.1	Solyc05g056055.1.1
OG0004242	Lsat_1_v5_gn_0_9061.1, Lsat_1_v5_gn_0_9061.3, Lsat_1_v5_gn_5_118080.2, Lsat_1_v5_gn_5_118080.1, Lsat_1_v5_gn_2_19540.1	Solyc04g024510.3.1
OG0004243	Lsat_1_v5_gn_3_43860.2, Lsat_1_v5_gn_3_43860.3, Lsat_1_v5_gn_3_43860.1	Solyc11g042940.2.1
OG0004244	Lsat_1_v5_gn_7_89621.2, Lsat_1_v5_gn_7_89621.1	Solyc08g078240.3.1
OG0004245	Lsat_1_v5_gn_2_36940.1, Lsat_1_v5_gn_2_36940.3, Lsat_1_v5_gn_2_36940.2	Solyc04g076520.2.1
OG0004246	Lsat_1_v5_gn_9_5860.1, Lsat_1_v5_gn_9_5860.2, Lsat_1_v5_gn_9_5901.1, Lsat_1_v5_gn_9_5901.2	Solyc09g075040.3.1
OG0004247	Lsat_1_v5_gn_6_8380.3, Lsat_1_v5_gn_6_8380.1	Solyc12g055910.2.1
OG0004248	Lsat_1_v5_gn_4_67601.1, Lsat_1_v5_gn_4_67601.2	Solyc03g114370.3.1
OG0004249	Lsat_1_v5_gn_6_118141.3, Lsat_1_v5_gn_6_118141.1	Solyc12g098910.2.1, Solyc05g053210.3.1
OG0004250	Lsat_1_v5_gn_2_95161.2, Lsat_1_v5_gn_2_95161.1, Lsat_1_v5_gn_3_105260.1, Lsat_1_v5_gn_3_105260.2	Solyc07g017860.3.1, Solyc02g094640.3.1
OG0004251	Lsat_1_v5_gn_1_13101.4, Lsat_1_v5_gn_1_13101.3, Lsat_1_v5_gn_1_13101.1, Lsat_1_v5_gn_1_13101.5	Solyc01g103660.3.1, Solyc01g103650.3.1, Solyc01g103670.3.1
OG0004252	Lsat_1_v5_gn_5_108760.1, Lsat_1_v5_gn_5_108780.1, Lsat_1_v5_gn_9_107661.1	Solyc07g045590.1.1, Solyc03g033280.1.1, Solyc03g033250.1.1, Solyc03g033290.1.1, Solyc06g054660.1.1
OG0004253	Lsat_1_v5_gn_4_117601.3, Lsat_1_v5_gn_4_117601.1, Lsat_1_v5_gn_5_27881.3, Lsat_1_v5_gn_5_27881.1	Solyc04g080540.2.1
OG0004254	Lsat_1_v5_gn_4_179181.1, Lsat_1_v5_gn_3_93761.3, Lsat_1_v5_gn_3_93761.1	Solyc02g065420.3.1, Solyc02g090000.3.1
OG0004255	Lsat_1_v5_gn_6_17581.1, Lsat_1_v5_gn_6_17581.3, Lsat_1_v5_gn_6_73140.3, Lsat_1_v5_gn_6_73140.2, Lsat_1_v5_gn_6_73140.1	Solyc12g096050.2.1, Solyc08g005410.3.1
OG0004256	Lsat_1_v5_gn_4_12740.1, Lsat_1_v5_gn_4_12740.2, Lsat_1_v5_gn_4_12680.1	Solyc01g005410.3.1, Solyc04g005720.3.1, Solyc01g005400.3.1
OG0004257	Lsat_1_v5_gn_7_54241.3, Lsat_1_v5_gn_7_54241.1	Solyc03g112640.3.1
OG0004258	Lsat_1_v5_gn_3_27560.1	Solyc04g008560.3.1
OG0004259	Lsat_1_v5_gn_3_80041.3, Lsat_1_v5_gn_3_80041.1, Lsat_1_v5_gn_4_153841.2, Lsat_1_v5_gn_4_153841.1	Solyc05g009320.3.1, Solyc03g119530.3.1, Solyc02g085910.3.1
OG0004260	Lsat_1_v5_gn_7_6501.1	Solyc03g119540.3.1
OG0004261	Lsat_1_v5_gn_2_78460.1, Lsat_1_v5_gn_2_78460.2, Lsat_1_v5_gn_2_78460.3	Solyc02g062350.3.1
OG0004262	Lsat_1_v5_gn_5_15041.2, Lsat_1_v5_gn_5_15041.1	Solyc03g112830.3.1
OG0004263	Lsat_1_v5_gn_2_87760.1, Lsat_1_v5_gn_4_170520.5	Solyc03g013630.3.1, Solyc02g067060.3.1, Solyc02g088630.3.1
OG0004265	Lsat_1_v5_gn_4_39420.1, Lsat_1_v5_gn_4_39420.3, Lsat_1_v5_gn_4_39420.2	Solyc02g081910.2.1
OG0004266	Lsat_1_v5_gn_8_157680.1, Lsat_1_v5_gn_4_6960.1	Solyc05g005650.2.1
OG0004267	Lsat_1_v5_gn_4_7021.1, Lsat_1_v5_gn_8_158360.1, Lsat_1_v5_gn_8_158360.3	Solyc05g005710.3.1, Solyc04g026030.3.1
OG0004268	Lsat_1_v5_gn_9_113141.1, Lsat_1_v5_gn_3_18841.3, Lsat_1_v5_gn_3_18841.1, Lsat_1_v5_gn_6_80320.1	Solyc08g005130.1.1
OG0004269	Lsat_1_v5_gn_5_21860.1, Lsat_1_v5_gn_4_110681.1	Solyc03g115370.3.1, Solyc12g039180.2.1
OG0004270	Lsat_1_v5_gn_4_73600.1	Solyc03g113790.3.1
OG0004271	Lsat_1_v5_gn_6_17501.1	Solyc08g074960.3.1
OG0004272	Lsat_1_v5_gn_3_28600.2, Lsat_1_v5_gn_4_5201.3, Lsat_1_v5_gn_4_5201.1, Lsat_1_v5_gn_3_28600.1	Solyc04g039730.3.1, Solyc05g005140.3.1
OG0004273	Lsat_1_v5_gn_1_28101.1	Solyc03g112520.3.1
OG0004274	Lsat_1_v5_gn_9_47720.3, Lsat_1_v5_gn_9_47720.1	Solyc03g097140.3.1
OG0004275	Lsat_1_v5_gn_4_3300.2, Lsat_1_v5_gn_4_3300.1	Solyc05g015320.3.1
OG0004276	Lsat_1_v5_gn_4_64060.1	Solyc04g015120.3.1, Solyc01g090210.3.1
OG0004276	Lsat_1_v5_gn_5_14161.2, Lsat_1_v5_gn_5_14161.1	Solyc06g071725.1.1, Solyc06g071730.3.1, Solyc03g112330.3.1
OG0004278	Lsat_1_v5_gn_7_26661.3, Lsat_1_v5_gn_7_26661.2, Lsat_1_v5_gn_7_26661.1, Lsat_1_v5_gn_7_26820.2, Lsat_1_v5_gn_7_26820.1, Lsat_1_v5_gn_7_26780.2, Lsat_1_v5_gn_7_26780.1, Lsat_1_v5_gn_1_112541.1, Lsat_1_v5_gn_1_112541.3	Solyc02g071880.3.1, Solyc02g071870.3.1
OG0004279	Lsat_1_v5_gn_2_41960.1, Lsat_1_v5_gn_2_40980.1, Lsat_1_v5_gn_2_40980.3, Lsat_1_v5_gn_9_13221.1, Lsat_1_v5_gn_9_13241.1, Lsat_1_v5_gn_9_13201.1, Lsat_1_v5_gn_9_12461.1, Lsat_1_v5_gn_9_13181.1, Lsat_1_v5_gn_9_13181.2	Solyc05g053700.2.1
OG0004280	Lsat_1_v5_gn_6_38640.3, Lsat_1_v5_gn_6_38640.1	Solyc01g009480.3.1, Solyc01g009500.3.1, Solyc06g074330.3.1
OG0004281	Lsat_1_v5_gn_1_34180.1, Lsat_1_v5_gn_1_34180.2	Solyc03g117510.3.1
OG0004294	Lsat_1_v5_gn_8_95720.1, Lsat_1_v5_gn_4_6581.4, Lsat_1_v5_gn_4_6581.1	Solyc05g051790.3.1, Solyc03g025570.2.1
OG0004295	Lsat_1_v5_gn_9_59881.1, Lsat_1_v5_gn_9_59881.2, Lsat_1_v5_gn_2_126181.3, Lsat_1_v5_gn_2_126181.1, Lsat_1_v5_gn_8_13621.1	Solyc06g049040.3.1, Solyc06g048630.3.1
OG0004296	Lsat_1_v5_gn_5_188880.1, Lsat_1_v5_gn_5_188880.3	Solyc09g074510.3.1
OG0004296	Lsat_1_v5_gn_6_15860.1, Lsat_1_v5_gn_6_15860.2	Solyc01g067680.3.1
OG0004297	Lsat_1_v5_gn_7_65741.3, Lsat_1_v5_gn_7_65741.1	Solyc09g075800.3.1
OG0004298	Lsat_1_v5_gn_8_6421.1	Solyc03g007680.3.1
OG0004299	Lsat_1_v5_gn_5_78680.4	Solyc08g062440.2.1, Solyc08g062560.3.1
OG0004300	Lsat_1_v5_gn_5_161660.1, Lsat_1_v5_gn_5_161660.2, Lsat_1_v5_gn_9_28661.1, Lsat_1_v5_gn_9_28661.2	Solyc04g015540.1.1
OG0004301	Lsat_1_v5_gn_6_63460.1	Solyc09g091260.3.1, Solyc12g098100.2.1
OG0004302	Lsat_1_v5_gn_3_24921.1	Solyc01g080340.3.1
OG0004302	Lsat_1_v5_gn_9_4601.1, Lsat_1_v5_gn_9_4601.3, Lsat_1_v5_gn_5_187601.1, Lsat_1_v5_gn_5_187601.3	Solyc09g074060.3.1
OG0004303	Lsat_1_v5_gn_5_13160.2, Lsat_1_v5_gn_5_13160.3, Lsat_1_v5_gn_5_13160.1	Solyc08g080920.3.1, Solyc12g056270.2.1
OG0004304	Lsat_1_v5_gn_3_43520.3, Lsat_1_v5_gn_3_43520.1	Solyc07g041325.1.1, Solyc07g041330.2.1, Solyc02g022870.3.1
OG0004305	Lsat_1_v5_gn_7_54900.4, Lsat_1_v5_gn_7_54900.1, Lsat_1_v5_gn_7_54900.2	Solyc01g099745.1.1
OG0004305	Lsat_1_v5_gn_2_30841.3, Lsat_1_v5_gn_2_30841.1	Solyc09g008360.2.1
OG0004306	Lsat_1_v5_gn_5_176421.1, Lsat_1_v5_gn_5_176421.2, Lsat_1_v5_gn_9_16960.1	Solyc06g082920.3.1, Solyc07g006480.3.1
OG0004307	Lsat_1_v5_gn_1_75601.1	Solyc09g090940.3.1
OG0004308	Lsat_1_v5_gn_3_25841.1, Lsat_1_v5_gn_3_25841.3	Solyc01g067380.3.1, Solyc06g054550.3.1
OG0004309	Lsat_1_v5_gn_6_115040.1, Lsat_1_v5_gn_6_115040.3, Lsat_1_v5_gn_6_115040.2, Lsat_1_v5_gn_6_19501.1, Lsat_1_v5_gn_6_19501.3	Solyc01g065560.3.1
OG0004310	Lsat_1_v5_gn_6_69500.3, Lsat_1_v5_gn_6_69500.1, Lsat_1_v5_gn_6_69500.2	Solyc10g085600.2.1
OG0004311	Lsat_1_v5_gn_2_104580.1	Solyc11g007010.2.1
OG0004312	Lsat_1_v5_gn_6_34741.1	Solyc10g079830.2.1
OG0004313	Lsat_1_v5_gn_6_17041.4	Solyc08g075260.1.1
OG0004313	Lsat_1_v5_gn_6_17041.3, Lsat_1_v5_gn_6_17041.1	Solyc08g075250.1.1, Solyc08g075240.3.1, Solyc08g075270.1.1, Solyc08g005630.3.1
OG0004314	Lsat_1_v5_gn_1_62181.2, Lsat_1_v5_gn_1_62181.1, Lsat_1_v5_gn_3_45521.1	Solyc01g111060.3.1
OG0004315	Lsat_1_v5_gn_9_87701.1	Solyc04g074910.3.1, Solyc04g074900.3.1
OG0004316	Lsat_1_v5_gn_2_65661.1, Lsat_1_v5_gn_2_65661.2	Solyc04g016490.3.1
OG0004317	Lsat_1_v5_gn_5_191280.3, Lsat_1_v5_gn_5_191280.1	Solyc06g009130.3.1
OG0004318	Lsat_1_v5_gn_8_81501.1, Lsat_1_v5_gn_9_28680.1	Solyc04g063290.3.1, Solyc04g074300.3.1
OG0004319	Lsat_1_v5_gn_6_36341.1, Lsat_1_v5_gn_6_36341.2, Lsat_1_v5_gn_2_56801.1, Lsat_1_v5_gn_1_59901.1, Lsat_1_v5_gn_1_59901.2	Solyc10g080600.2.1, Solyc10g078970.1.1, Solyc10g078990.1.1, Solyc03g058160.3.1
OG0004320	Lsat_1_v5_gn_9_86081.2	Solyc01g099090.3.1
OG0004321	Lsat_1_v5_gn_9_15261.2, Lsat_1_v5_gn_9_15261.3, Lsat_1_v5_gn_9_15261.1	Solyc06g083390.3.1, Solyc09g059430.3.1
OG0004321	Lsat_1_v5_gn_2_46760.1, Lsat_1_v5_gn_2_46760.3, Lsat_1_v5_gn_2_46760.2	Solyc12g098440.2.1
OG0004322	Lsat_1_v5_gn_9_65401.1, Lsat_1_v5_gn_9_65401.3	Solyc01g110510.3.1, Solyc01g110500.3.1
OG0004322	Lsat_1_v5_gn_9_23261.1	Solyc11g065940.2.1
OG0004323	Lsat_1_v5_gn_3_120581.3, Lsat_1_v5_gn_3_120581.1	Solyc09g090140.3.1
OG0004324	Lsat_1_v5_gn_7_76621.3, Lsat_1_v5_gn_7_76621.1	Solyc09g075930.2.1, Solyc09g075940.3.1, Solyc03g005160.3.1
OG0004325	Lsat_1_v5_gn_2_95881.1, Lsat_1_v5_gn_1_62020.3, Lsat_1_v5_gn_1_62020.1	Solyc05g055880.3.1, Solyc09g083080.3.1
OG0004326	Lsat_1_v5_gn_9_3840.2, Lsat_1_v5_gn_9_3840.1	Solyc09g065120.3.1
OG0004327	Lsat_1_v5_gn_9_3860.2, Lsat_1_v5_gn_9_3860.1	Solyc09g065110.3.1
OG0004328	Lsat_1_v5_gn_9_117401.1, Lsat_1_v5_gn_9_117401.3, Lsat_1_v5_gn_7_80680.1	Solyc10g047210.1.1
OG0004329	Lsat_1_v5_gn_5_157421.3, Lsat_1_v5_gn_5_157421.1, Lsat_1_v5_gn_9_29781.1, Lsat_1_v5_gn_9_29760.1	Solyc12g020050.2.1
OG0004330	Lsat_1_v5_gn_3_140101.1, Lsat_1_v5_gn_3_140101.3, Lsat_1_v5_gn_4_33781.1	Solyc01g096050.3.1, Solyc05g050560.1.1
OG0004331	Lsat_1_v5_gn_6_96300.1, Lsat_1_v5_gn_6_96300.3, Lsat_1_v5_gn_6_96300.4, Lsat_1_v5_gn_6_96300.5, Lsat_1_v5_gn_8_152101.1	Solyc01g066510.2.1
OG0004332	Lsat_1_v5_gn_1_7181.3, Lsat_1_v5_gn_1_7181.2, Lsat_1_v5_gn_1_7181.1	Solyc09g082570.3.1
OG0004332	Lsat_1_v5_gn_4_134060.3, Lsat_1_v5_gn_4_134060.1	Solyc01g097470.3.1
OG0004334	Lsat_1_v5_gn_5_63841.1, Lsat_1_v5_gn_8_100600.1, Lsat_1_v5_gn_8_100560.1	Solyc02g081700.1.1
OG0004335	Lsat_1_v5_gn_1_100221.1, Lsat_1_v5_gn_1_100221.3	Solyc01g088090.3.1
OG0004336	Lsat_1_v5_gn_2_96641.1	Solyc11g066740.2.1
OG0004338	Lsat_1_v5_gn_8_22940.1, Lsat_1_v5_gn_0_10961.3, Lsat_1_v5_gn_2_102901.1	Solyc07g043360.1.1, Solyc06g073300.1.1
OG0004339	Lsat_1_v5_gn_5_182741.2, Lsat_1_v5_gn_5_182741.1	Solyc06g083810.3.1
OG0004339	Lsat_1_v5_gn_1_74741.1, Lsat_1_v5_gn_1_74741.3	Solyc09g090310.2.1
OG0004340	Lsat_1_v5_gn_1_55000.1	Solyc09g005740.2.1, Solyc10g085900.2.1
OG0004341	Lsat_1_v5_gn_8_84620.3, Lsat_1_v5_gn_8_84620.1, Lsat_1_v5_gn_9_31560.1	Solyc09g011310.3.1, Solyc10g084920.2.1
OG0004342	Lsat_1_v5_gn_1_58461.1	Solyc02g011800.1.1
OG0004342	Lsat_1_v5_gn_8_62921.1	Solyc11g050760.2.1
OG0004342	Lsat_1_v5_gn_4_118121.1	Solyc11g021230.1.1, Solyc02g011790.1.1
OG0004343	Lsat_1_v5_gn_5_157360.1, Lsat_1_v5_gn_5_157360.3	Solyc11g068830.2.1
OG0004344	Lsat_1_v5_gn_8_85240.2, Lsat_1_v5_gn_8_85240.1, Lsat_1_v5_gn_8_85240.3	Solyc11g062430.2.1, Solyc01g008840.3.1
OG0004345	Lsat_1_v5_gn_4_22540.1, Lsat_1_v5_gn_3_105661.3, Lsat_1_v5_gn_3_105661.1, Lsat_1_v5_gn_3_105661.2	Solyc09g098240.3.1
OG0004346	Lsat_1_v5_gn_4_126681.1, Lsat_1_v5_gn_4_126681.2, Lsat_1_v5_gn_1_21321.1	Solyc04g078770.3.1
OG0004347	Lsat_1_v5_gn_2_118260.1, Lsat_1_v5_gn_9_65040.1	Solyc09g011040.1.1, Solyc02g065050.1.1
OG0004348	Lsat_1_v5_gn_8_2340.1, Lsat_1_v5_gn_2_17540.1	Solyc04g056390.3.1, Solyc05g055760.3.1
OG0004349	Lsat_1_v5_gn_5_190620.1, Lsat_1_v5_gn_5_190620.3, Lsat_1_v5_gn_5_190620.2	Solyc09g065940.3.1, Solyc01g099740.3.1
OG0004352	Lsat_1_v5_gn_5_165621.3, Lsat_1_v5_gn_5_165621.1, Lsat_1_v5_gn_5_165621.2	Solyc09g010130.3.1
OG0004353	Lsat_1_v5_gn_6_78240.2, Lsat_1_v5_gn_6_78240.3, Lsat_1_v5_gn_6_78240.1	Solyc03g095970.3.1, Solyc01g073640.3.1, Solyc01g091660.3.1
OG0004354	Lsat_1_v5_gn_2_47660.1, Lsat_1_v5_gn_2_47660.2	Solyc12g098530.2.1
OG0004355	Lsat_1_v5_gn_2_108440.1, Lsat_1_v5_gn_9_46460.1	Solyc11g008830.2.1, Solyc03g063140.3.1
OG0004356	Lsat_1_v5_gn_9_123801.1, Lsat_1_v5_gn_9_123801.3	Solyc01g099485.1.1, Solyc01g099415.1.1, Solyc01g099460.2.1
OG0004357	Lsat_1_v5_gn_8_163700.5, Lsat_1_v5_gn_8_163520.3, Lsat_1_v5_gn_9_5660.3	Solyc09g075120.3.1
OG0004358	Lsat_1_v5_gn_6_63101.1, Lsat_1_v5_gn_6_63101.3	Solyc09g091200.3.1
OG0004359	Lsat_1_v5_gn_2_67020.1, Lsat_1_v5_gn_2_67020.2, Lsat_1_v5_gn_5_37840.3, Lsat_1_v5_gn_5_37840.1, Lsat_1_v5_gn_4_139461.1, Lsat_1_v5_gn_4_139461.3, Lsat_1_v5_gn_4_139461.2	Solyc01g096930.3.1
OG0004360	Lsat_1_v5_gn_5_156980.1	Solyc10g078440.1.1
OG0004361	Lsat_1_v5_gn_9_13060.3, Lsat_1_v5_gn_9_13060.1	Solyc09g059600.3.1
OG0004362	Lsat_1_v5_gn_1_58480.3, Lsat_1_v5_gn_1_58480.1, Lsat_1_v5_gn_2_101700.1	Solyc11g006450.2.1, Solyc04g009780.1.1, Solyc05g055140.1.1, Solyc01g006910.3.1, Solyc10g081780.2.1, Solyc10g081790.1.1
OG0004363	Lsat_1_v5_gn_3_27801.3, Lsat_1_v5_gn_3_27801.2, Lsat_1_v5_gn_3_27801.1	Solyc08g068010.2.1, Solyc08g068013.1.1
OG0004364	Lsat_1_v5_gn_8_83020.2, Lsat_1_v5_gn_8_83020.1, Lsat_1_v5_gn_5_160961.1	Solyc04g017690.3.1, Solyc10g079820.2.1
OG0004365	Lsat_1_v5_gn_7_48761.1, Lsat_1_v5_gn_7_48761.3	Solyc07g005390.3.1
OG0004366	Lsat_1_v5_gn_9_66981.1, Lsat_1_v5_gn_9_66981.3	Solyc09g015660.3.1
OG0004366	Lsat_1_v5_gn_1_75080.2, Lsat_1_v5_gn_1_75080.3, Lsat_1_v5_gn_1_75080.1	Solyc09g090370.3.1
OG0004367	Lsat_1_v5_gn_2_59301.1	Solyc11g068650.2.1
OG0004368	Lsat_1_v5_gn_1_60961.3, Lsat_1_v5_gn_1_60961.1, Lsat_1_v5_gn_2_56141.1	Solyc10g079010.2.1
OG0004369	Lsat_1_v5_gn_5_102040.1	Solyc01g099980.3.1
OG0004370	Lsat_1_v5_gn_7_62380.1	Solyc10g080760.2.1
OG0004371	Lsat_1_v5_gn_3_90121.3, Lsat_1_v5_gn_3_90121.1	Solyc02g093120.3.1
OG0004372	Lsat_1_v5_gn_6_107121.1	Solyc04g076790.3.1
OG0004372	Lsat_1_v5_gn_4_156361.1	Solyc02g091560.3.1
OG0004373	Lsat_1_v5_gn_7_86941.1	Solyc01g108250.3.1
OG0004373	Lsat_1_v5_gn_4_125840.1	Solyc04g078940.3.1
OG0004374	Lsat_1_v5_gn_0_4121.1, Lsat_1_v5_gn_5_114540.1, Lsat_1_v5_gn_5_114540.3, Lsat_1_v5_gn_9_111400.1, Lsat_1_v5_gn_9_111400.3	Solyc10g050060.2.1
OG0004375	Lsat_1_v5_gn_0_1200.1, Lsat_1_v5_gn_2_7721.1, Lsat_1_v5_gn_4_145080.3, Lsat_1_v5_gn_4_145080.1	Solyc02g083520.2.1, Solyc02g061990.3.1
OG0004376	Lsat_1_v5_gn_9_120700.2, Lsat_1_v5_gn_9_120721.1, Lsat_1_v5_gn_9_120700.1, Lsat_1_v5_gn_7_75321.1, Lsat_1_v5_gn_7_75321.3	Solyc01g103750.3.1
OG0004377	Lsat_1_v5_gn_4_167420.1, Lsat_1_v5_gn_4_167420.3	Solyc02g090570.3.1
OG0004378	Lsat_1_v5_gn_7_85781.3, Lsat_1_v5_gn_7_85781.2, Lsat_1_v5_gn_7_85781.1	Solyc01g107510.3.1
OG0004379	Lsat_1_v5_gn_1_741.3, Lsat_1_v5_gn_1_741.1	Solyc04g076910.3.1
OG0004380	Lsat_1_v5_gn_1_56140.2, Lsat_1_v5_gn_1_56140.5, Lsat_1_v5_gn_2_90520.3, Lsat_1_v5_gn_2_90520.1	Solyc04g077560.3.1
OG0004381	Lsat_1_v5_gn_1_111380.1, Lsat_1_v5_gn_1_111380.3	Solyc01g109630.3.1
OG0004382	Lsat_1_v5_gn_2_40320.1, Lsat_1_v5_gn_2_40320.2	Solyc05g056320.3.1
OG0004383	Lsat_1_v5_gn_2_78280.1, Lsat_1_v5_gn_2_78280.3	Solyc02g084620.3.1
OG0004383	Lsat_1_v5_gn_5_25840.3, Lsat_1_v5_gn_5_25840.1	Solyc07g032510.3.1
OG0004385	Lsat_1_v5_gn_6_97301.2, Lsat_1_v5_gn_6_97301.1	Solyc04g064510.3.1
OG0004386	Lsat_1_v5_gn_9_40221.1, Lsat_1_v5_gn_9_40221.2	Solyc10g074700.2.1
OG0004387	Lsat_1_v5_gn_5_111001.1, Lsat_1_v5_gn_5_111001.2	Solyc01g106190.3.1
OG0004388	Lsat_1_v5_gn_4_131040.3, Lsat_1_v5_gn_4_131040.1, Lsat_1_v5_gn_2_27801.1	Solyc04g078090.3.1
OG0004389	Lsat_1_v5_gn_8_112420.1	Solyc03g032100.2.1, Solyc02g082570.2.1
OG0004390	Lsat_1_v5_gn_7_53021.2, Lsat_1_v5_gn_7_53021.3, Lsat_1_v5_gn_7_53021.1	Solyc04g051370.3.1, Solyc04g012040.3.1
OG0004391	Lsat_1_v5_gn_4_28840.1, Lsat_1_v5_gn_4_28840.2, Lsat_1_v5_gn_6_26100.3, Lsat_1_v5_gn_6_26100.1, Lsat_1_v5_gn_6_26100.5	Solyc11g065210.3.1
OG0004391	Lsat_1_v5_gn_1_98220.3, Lsat_1_v5_gn_1_98220.1, Lsat_1_v5_gn_1_98220.2	Solyc01g068240.3.1
OG0004392	Lsat_1_v5_gn_8_125901.1	Solyc01g111130.3.1
OG0004393	Lsat_1_v5_gn_9_28881.1, Lsat_1_v5_gn_9_28941.1, Lsat_1_v5_gn_9_28921.1, Lsat_1_v5_gn_9_28901.1	Solyc01g087580.3.1, Solyc08g044540.1.1
OG0004394	Lsat_1_v5_gn_2_70401.1, Lsat_1_v5_gn_2_70401.2, Lsat_1_v5_gn_3_62921.1, Lsat_1_v5_gn_3_62921.2	Solyc11g010600.2.1
OG0004394	Lsat_1_v5_gn_6_105021.1	Solyc04g076290.3.1
OG0004395	Lsat_1_v5_gn_6_102161.1, Lsat_1_v5_gn_9_44300.2, Lsat_1_v5_gn_9_44300.1	Solyc05g051860.3.1, Solyc04g054760.3.1, Solyc12g056950.2.1, Solyc04g072780.3.1
OG0004396	Lsat_1_v5_gn_5_69021.1, Lsat_1_v5_gn_5_69021.3, Lsat_1_v5_gn_5_69021.4, Lsat_1_v5_gn_5_69021.2, Lsat_1_v5_gn_1_81601.1, Lsat_1_v5_gn_1_81601.2	Solyc12g070080.2.1
OG0004397	Lsat_1_v5_gn_5_40701.1, Lsat_1_v5_gn_5_40701.4, Lsat_1_v5_gn_5_40701.2, Lsat_1_v5_gn_5_40701.3	Solyc04g054475.1.1
OG0004398	Lsat_1_v5_gn_3_92360.1, Lsat_1_v5_gn_3_92360.3	Solyc02g090260.2.1
OG0004399	Lsat_1_v5_gn_2_57801.2, Lsat_1_v5_gn_2_57801.1, Lsat_1_v5_gn_5_11720.2	Solyc12g032950.2.1
