Orthogroup	L_sativa.proteins	D_muscipula.proteins
OG0006884	Lsat_1_v5_gn_2_6441.1	Dm_00007223-RA
OG0006886	Lsat_1_v5_gn_8_116700.3, Lsat_1_v5_gn_8_116700.2	Dm_00009629-RA
OG0006887	Lsat_1_v5_gn_2_97820.2, Lsat_1_v5_gn_2_97820.1	Dm_00011012-RA
OG0006888	Lsat_1_v5_gn_2_46361.1	Dm_00002566-RA
OG0006889	Lsat_1_v5_gn_3_117461.2, Lsat_1_v5_gn_6_103061.1, Lsat_1_v5_gn_3_117461.1	Dm_00019548-RA
OG0006890	Lsat_1_v5_gn_1_63680.1	Dm_00003086-RA
OG0006891	Lsat_1_v5_gn_8_2240.3, Lsat_1_v5_gn_8_2240.1	Dm_00012476-RA
OG0006892	Lsat_1_v5_gn_5_31321.1	Dm_00000077-RA
OG0006894	Lsat_1_v5_gn_2_122181.1, Lsat_1_v5_gn_2_120680.1, Lsat_1_v5_gn_2_120680.2, Lsat_1_v5_gn_2_120680.3	Dm_00010982-RA
OG0006895	Lsat_1_v5_gn_9_66221.1, Lsat_1_v5_gn_2_76781.1	Dm_00018946-RA
OG0006896	Lsat_1_v5_gn_7_101281.1, Lsat_1_v5_gn_7_101281.3	Dm_00005145-RA
OG0006897	Lsat_1_v5_gn_5_124360.2, Lsat_1_v5_gn_5_124360.1	Dm_00013467-RA
OG0006898	Lsat_1_v5_gn_1_114420.1, Lsat_1_v5_gn_1_114420.3	Dm_00005648-RA
OG0006899	Lsat_1_v5_gn_9_120581.3, Lsat_1_v5_gn_9_120581.1	Dm_00003607-RA
OG0006900	Lsat_1_v5_gn_6_59560.1, Lsat_1_v5_gn_6_59560.3, Lsat_1_v5_gn_2_45581.1, Lsat_1_v5_gn_2_45581.3	Dm_00005136-RA
OG0006901	Lsat_1_v5_gn_3_110980.1	Dm_00002981-RA, Dm_00014895-RA
OG0006904	Lsat_1_v5_gn_2_57080.3, Lsat_1_v5_gn_2_57080.1, Lsat_1_v5_gn_1_60360.1, Lsat_1_v5_gn_1_60360.2	Dm_00013360-RA
OG0006905	Lsat_1_v5_gn_4_40501.1	Dm_00004606-RA
OG0006906	Lsat_1_v5_gn_0_8120.1, Lsat_1_v5_gn_2_104281.1	Dm_00018415-RA, Dm_00005576-RA
OG0006907	Lsat_1_v5_gn_0_37261.1, Lsat_1_v5_gn_8_155641.1, Lsat_1_v5_gn_8_155641.3	Dm_00011848-RA
OG0006907	Lsat_1_v5_gn_2_55000.1, Lsat_1_v5_gn_2_55000.3	Dm_00000067-RA
OG0006908	Lsat_1_v5_gn_5_190521.3, Lsat_1_v5_gn_5_190521.1	Dm_00014400-RA
OG0006911	Lsat_1_v5_gn_4_30241.1	Dm_00013642-RA
OG0006912	Lsat_1_v5_gn_7_94920.3, Lsat_1_v5_gn_7_94920.2, Lsat_1_v5_gn_7_94920.1	Dm_00013460-RA
OG0006913	Lsat_1_v5_gn_3_6781.1, Lsat_1_v5_gn_8_14921.1	Dm_00012867-RA
OG0006914	Lsat_1_v5_gn_8_98461.1, Lsat_1_v5_gn_8_98461.3	Dm_00011260-RA
OG0006915	Lsat_1_v5_gn_1_115840.1, Lsat_1_v5_gn_7_31721.1, Lsat_1_v5_gn_7_31721.3	Dm_00020572-RA
OG0006916	Lsat_1_v5_gn_1_25461.3, Lsat_1_v5_gn_1_25461.2, Lsat_1_v5_gn_1_25461.1	Dm_00002706-RA
OG0006917	Lsat_1_v5_gn_2_44720.3, Lsat_1_v5_gn_2_44720.1, Lsat_1_v5_gn_2_44720.2	Dm_00005140-RA
OG0006918	Lsat_1_v5_gn_6_118341.1, Lsat_1_v5_gn_6_118341.3, Lsat_1_v5_gn_6_118341.2	Dm_00014879-RA
OG0006920	Lsat_1_v5_gn_4_64601.1	Dm_00018456-RA
OG0006921	Lsat_1_v5_gn_5_105541.1, Lsat_1_v5_gn_5_105541.2	Dm_00008319-RA
OG0006922	Lsat_1_v5_gn_4_87261.1, Lsat_1_v5_gn_1_31101.3, Lsat_1_v5_gn_1_31101.1	Dm_00002313-RA
OG0006923	Lsat_1_v5_gn_8_24740.1, Lsat_1_v5_gn_3_110040.1	Dm_00008783-RA
OG0006924	Lsat_1_v5_gn_2_68260.1, Lsat_1_v5_gn_2_68260.2	Dm_00013916-RA
OG0006926	Lsat_1_v5_gn_8_21341.1	Dm_00013621-RA, Dm_00014836-RA
OG0006927	Lsat_1_v5_gn_9_24820.3, Lsat_1_v5_gn_9_24820.1	Dm_00003844-RA
OG0006928	Lsat_1_v5_gn_2_44920.1, Lsat_1_v5_gn_2_44920.2	Dm_00005141-RA
OG0006929	Lsat_1_v5_gn_1_50821.1, Lsat_1_v5_gn_1_50821.2, Lsat_1_v5_gn_6_29021.1	Dm_00010578-RA
OG0006930	Lsat_1_v5_gn_8_20761.2, Lsat_1_v5_gn_8_20761.1, Lsat_1_v5_gn_8_20761.3	Dm_00003087-RA
OG0006931	Lsat_1_v5_gn_9_13041.1, Lsat_1_v5_gn_9_13041.3, Lsat_1_v5_gn_2_33560.3, Lsat_1_v5_gn_2_33560.1	Dm_00007819-RA
OG0006933	Lsat_1_v5_gn_8_83080.2, Lsat_1_v5_gn_8_83080.4, Lsat_1_v5_gn_8_83080.1	Dm_00001171-RA
OG0006934	Lsat_1_v5_gn_3_139961.2, Lsat_1_v5_gn_3_139961.1	Dm_00003569-RA
OG0006935	Lsat_1_v5_gn_8_109761.1, Lsat_1_v5_gn_9_40000.2, Lsat_1_v5_gn_9_40000.1, Lsat_1_v5_gn_5_153681.1	Dm_00018536-RA, Dm_00000003-RA
OG0006937	Lsat_1_v5_gn_7_82740.1, Lsat_1_v5_gn_7_82740.2	Dm_00015997-RA
OG0006938	Lsat_1_v5_gn_2_3121.3, Lsat_1_v5_gn_2_3121.1, Lsat_1_v5_gn_9_48481.1	Dm_00003057-RA
OG0006939	Lsat_1_v5_gn_8_119401.3, Lsat_1_v5_gn_8_119401.2, Lsat_1_v5_gn_8_119401.1	Dm_00005392-RA
OG0006940	Lsat_1_v5_gn_8_80200.1, Lsat_1_v5_gn_8_80200.3	Dm_00008468-RA
OG0006942	Lsat_1_v5_gn_3_83381.1, Lsat_1_v5_gn_4_158041.2, Lsat_1_v5_gn_4_158041.1, Lsat_1_v5_gn_2_82160.1	Dm_00006665-RA
OG0006943	Lsat_1_v5_gn_5_113321.5	Dm_00001721-RA, Dm_00001720-RA
OG0006944	Lsat_1_v5_gn_3_85860.1	Dm_00008469-RA, Dm_00008470-RA, Dm_00008467-RA
OG0006945	Lsat_1_v5_gn_2_77261.1	Dm_00008544-RA
OG0006947	Lsat_1_v5_gn_5_102760.3, Lsat_1_v5_gn_5_102760.1	Dm_00001799-RA
OG0006948	Lsat_1_v5_gn_7_86820.1, Lsat_1_v5_gn_7_86820.2	Dm_00012027-RA
OG0006949	Lsat_1_v5_gn_8_24121.3, Lsat_1_v5_gn_8_24121.1, Lsat_1_v5_gn_2_104420.1	Dm_00000239-RA
OG0006950	Lsat_1_v5_gn_3_47300.4	Dm_00012538-RA
OG0006951	Lsat_1_v5_gn_4_66380.1	Dm_00015276-RA
OG0006952	Lsat_1_v5_gn_4_119401.1, Lsat_1_v5_gn_4_119401.3	Dm_00010850-RA
OG0006953	Lsat_1_v5_gn_4_134601.2, Lsat_1_v5_gn_4_134601.1, Lsat_1_v5_gn_7_69241.1	Dm_00010120-RA
OG0006954	Lsat_1_v5_gn_1_7480.1, Lsat_1_v5_gn_1_7480.3	Dm_00017611-RA
OG0006955	Lsat_1_v5_gn_4_143680.1, Lsat_1_v5_gn_4_143680.2	Dm_00006287-RA
OG0006957	Lsat_1_v5_gn_2_112680.1	Dm_00007710-RA, Dm_00011109-RA
OG0006958	Lsat_1_v5_gn_9_75040.1, Lsat_1_v5_gn_6_104960.5	Dm_00013781-RA
OG0006959	Lsat_1_v5_gn_4_119160.1	Dm_00005992-RA
OG0006960	Lsat_1_v5_gn_3_78560.1	Dm_00016530-RA
OG0006961	Lsat_1_v5_gn_5_118620.2, Lsat_1_v5_gn_5_118620.3	Dm_00007090-RA, Dm_00004882-RA
OG0006962	Lsat_1_v5_gn_5_110941.1	Dm_00007410-RA
OG0006963	Lsat_1_v5_gn_4_130881.1, Lsat_1_v5_gn_4_130881.2	Dm_00001348-RA
OG0006964	Lsat_1_v5_gn_9_9421.1, Lsat_1_v5_gn_9_9421.3	Dm_00008528-RA
OG0006965	Lsat_1_v5_gn_9_42461.1, Lsat_1_v5_gn_1_5861.1	Dm_00019759-RA
OG0006966	Lsat_1_v5_gn_3_27161.1	Dm_00016009-RA
OG0006967	Lsat_1_v5_gn_4_121720.2, Lsat_1_v5_gn_4_121720.1, Lsat_1_v5_gn_1_18240.1	Dm_00001153-RA
OG0006968	Lsat_1_v5_gn_8_119540.1, Lsat_1_v5_gn_8_119540.2, Lsat_1_v5_gn_8_119540.3	Dm_00005390-RA
OG0006969	Lsat_1_v5_gn_6_15620.2, Lsat_1_v5_gn_6_15620.3, Lsat_1_v5_gn_6_15620.1, Lsat_1_v5_gn_8_12861.1	Dm_00012833-RA
OG0006970	Lsat_1_v5_gn_9_111820.3, Lsat_1_v5_gn_9_111820.1, Lsat_1_v5_gn_7_85260.1	Dm_00014310-RA
OG0006972	Lsat_1_v5_gn_2_40340.1	Dm_00003809-RA
OG0006973	Lsat_1_v5_gn_5_114361.2, Lsat_1_v5_gn_5_114361.1, Lsat_1_v5_gn_5_114361.3	Dm_00017487-RA
OG0006974	Lsat_1_v5_gn_9_80920.1	Dm_00019063-RA
OG0006975	Lsat_1_v5_gn_9_107760.2, Lsat_1_v5_gn_9_107760.1, Lsat_1_v5_gn_7_91761.1	Dm_00004958-RA
OG0006976	Lsat_1_v5_gn_3_53720.2, Lsat_1_v5_gn_3_53720.1, Lsat_1_v5_gn_3_53720.3	Dm_00013800-RA
OG0006977	Lsat_1_v5_gn_3_66300.1, Lsat_1_v5_gn_3_66040.2, Lsat_1_v5_gn_3_66300.3, Lsat_1_v5_gn_3_66361.1, Lsat_1_v5_gn_3_66040.1, Lsat_1_v5_gn_3_66341.1, Lsat_1_v5_gn_3_66220.1	Dm_00004221-RA, Dm_00004844-RA
OG0006978	Lsat_1_v5_gn_3_87140.1, Lsat_1_v5_gn_3_87140.2, Lsat_1_v5_gn_4_160880.1	Dm_00018078-RA
OG0006979	Lsat_1_v5_gn_9_86000.3, Lsat_1_v5_gn_9_86000.1	Dm_00020699-RA
OG0006981	Lsat_1_v5_gn_4_167780.2, Lsat_1_v5_gn_4_167780.1, Lsat_1_v5_gn_4_167780.3	Dm_00003214-RA
OG0006983	Lsat_1_v5_gn_7_31901.2, Lsat_1_v5_gn_7_31901.1	Dm_00004556-RA
OG0006984	Lsat_1_v5_gn_4_129341.1	Dm_00002352-RA
OG0006985	Lsat_1_v5_gn_9_82461.3, Lsat_1_v5_gn_9_82461.1, Lsat_1_v5_gn_7_68761.1	Dm_00018196-RA, Dm_00006834-RA
OG0006986	Lsat_1_v5_gn_3_9121.1, Lsat_1_v5_gn_3_9121.3	Dm_00010680-RA
OG0006988	Lsat_1_v5_gn_9_117041.2, Lsat_1_v5_gn_9_117041.1	Dm_00009310-RA, Dm_00012767-RA
OG0006989	Lsat_1_v5_gn_2_65060.1, Lsat_1_v5_gn_2_65060.2, Lsat_1_v5_gn_2_65020.1, Lsat_1_v5_gn_2_65120.3, Lsat_1_v5_gn_2_65180.1	Dm_00000528-RA
OG0006990	Lsat_1_v5_gn_1_43720.1, Lsat_1_v5_gn_1_43720.2, Lsat_1_v5_gn_6_20300.2, Lsat_1_v5_gn_6_20300.1	Dm_00007985-RA
OG0006991	Lsat_1_v5_gn_2_63961.2, Lsat_1_v5_gn_2_63961.1	Dm_00006336-RA
OG0006992	Lsat_1_v5_gn_5_27761.3, Lsat_1_v5_gn_5_27761.1	Dm_00012363-RA, Dm_00004947-RA, Dm_00008548-RA
OG0006993	Lsat_1_v5_gn_1_3980.1, Lsat_1_v5_gn_1_3980.3, Lsat_1_v5_gn_1_3980.2	Dm_00004099-RA
OG0006994	Lsat_1_v5_gn_2_17401.3	Dm_00005712-RA
OG0006995	Lsat_1_v5_gn_3_83660.1, Lsat_1_v5_gn_9_113801.1	Dm_00018399-RA
OG0006997	Lsat_1_v5_gn_8_139661.3, Lsat_1_v5_gn_8_139661.1	Dm_00014110-RA
OG0006999	Lsat_1_v5_gn_5_68981.1, Lsat_1_v5_gn_5_68981.2, Lsat_1_v5_gn_5_68981.3	Dm_00001867-RA
OG0007000	Lsat_1_v5_gn_0_27580.3, Lsat_1_v5_gn_0_27580.1, Lsat_1_v5_gn_9_28760.1, Lsat_1_v5_gn_9_28760.2	Dm_00018200-RA
OG0007001	Lsat_1_v5_gn_8_69101.2, Lsat_1_v5_gn_8_69101.1	Dm_00006013-RA
OG0007002	Lsat_1_v5_gn_5_116261.1, Lsat_1_v5_gn_5_116180.1, Lsat_1_v5_gn_5_116180.2	Dm_00005946-RA
OG0007003	Lsat_1_v5_gn_5_101400.1	Dm_00011251-RA
OG0007005	Lsat_1_v5_gn_9_97161.1	Dm_00004094-RA
OG0007006	Lsat_1_v5_gn_7_107821.1, Lsat_1_v5_gn_7_107821.3, Lsat_1_v5_gn_2_59361.1	Dm_00006803-RA
OG0007007	Lsat_1_v5_gn_7_29160.1	Dm_00009577-RA
OG0007009	Lsat_1_v5_gn_9_46800.2, Lsat_1_v5_gn_9_46800.1	Dm_00000638-RA
OG0007010	Lsat_1_v5_gn_1_97741.3, Lsat_1_v5_gn_1_97741.2, Lsat_1_v5_gn_1_97741.1	Dm_00004065-RA
OG0007011	Lsat_1_v5_gn_4_64140.3, Lsat_1_v5_gn_4_64140.5, Lsat_1_v5_gn_4_64140.1	Dm_00001882-RA, Dm_00010053-RA, Dm_00000872-RA
OG0007012	Lsat_1_v5_gn_3_111560.3, Lsat_1_v5_gn_3_111560.1	Dm_00003738-RA
OG0007013	Lsat_1_v5_gn_7_109541.2, Lsat_1_v5_gn_7_109541.1	Dm_00000835-RA
OG0007014	Lsat_1_v5_gn_1_130320.7, Lsat_1_v5_gn_1_130320.3, Lsat_1_v5_gn_1_130320.1	Dm_00017848-RA
OG0007016	Lsat_1_v5_gn_7_42621.1	Dm_00000100-RA
OG0007017	Lsat_1_v5_gn_7_23681.1, Lsat_1_v5_gn_7_23681.3	Dm_00000698-RA
OG0007018	Lsat_1_v5_gn_5_140700.1	Dm_00002078-RA
OG0007019	Lsat_1_v5_gn_4_59280.1, Lsat_1_v5_gn_4_59280.2	Dm_00005171-RA
OG0007020	Lsat_1_v5_gn_9_88880.1	Dm_00002661-RA, Dm_00020139-RA
OG0007021	Lsat_1_v5_gn_4_53840.3, Lsat_1_v5_gn_4_53840.1, Lsat_1_v5_gn_7_21560.3, Lsat_1_v5_gn_7_21560.1	Dm_00004525-RA
OG0007022	Lsat_1_v5_gn_7_24101.2, Lsat_1_v5_gn_7_24101.1	Dm_00002305-RA
OG0007024	Lsat_1_v5_gn_5_3461.1	Dm_00004124-RA, Dm_00003591-RA
OG0007025	Lsat_1_v5_gn_9_94841.1	Dm_00006804-RA
OG0007028	Lsat_1_v5_gn_7_26381.2, Lsat_1_v5_gn_7_26381.1	Dm_00010431-RA
OG0007029	Lsat_1_v5_gn_7_25921.1, Lsat_1_v5_gn_7_25921.2	Dm_00000666-RA, Dm_00017642-RA
OG0007031	Lsat_1_v5_gn_4_84521.1	Dm_00000948-RA, Dm_00003258-RA
OG0007032	Lsat_1_v5_gn_9_15540.1, Lsat_1_v5_gn_9_15540.2, Lsat_1_v5_gn_9_15540.3	Dm_00014395-RA
OG0007033	Lsat_1_v5_gn_4_49340.3, Lsat_1_v5_gn_4_49340.1, Lsat_1_v5_gn_1_112181.1, Lsat_1_v5_gn_1_112181.3	Dm_00015852-RA, Dm_00010212-RA
OG0007035	Lsat_1_v5_gn_4_56881.1, Lsat_1_v5_gn_4_56881.2, Lsat_1_v5_gn_1_126900.1, Lsat_1_v5_gn_1_126900.2	Dm_00003508-RA
OG0007036	Lsat_1_v5_gn_7_27781.1, Lsat_1_v5_gn_7_27781.2, Lsat_1_v5_gn_4_29640.1	Dm_00000326-RA
OG0007037	Lsat_1_v5_gn_4_62920.1, Lsat_1_v5_gn_4_62920.3, Lsat_1_v5_gn_7_14641.1, Lsat_1_v5_gn_7_14641.3	Dm_00006992-RA
OG0007038	Lsat_1_v5_gn_7_13561.1, Lsat_1_v5_gn_7_13561.2, Lsat_1_v5_gn_7_13561.3	Dm_00008994-RA
OG0007041	Lsat_1_v5_gn_3_40720.3, Lsat_1_v5_gn_3_40720.1	Dm_00009538-RA
OG0007042	Lsat_1_v5_gn_8_63861.1	Dm_00001012-RA
OG0007043	Lsat_1_v5_gn_6_77840.3, Lsat_1_v5_gn_6_77840.1, Lsat_1_v5_gn_6_77840.2	Dm_00007117-RA
OG0007044	Lsat_1_v5_gn_7_56320.2, Lsat_1_v5_gn_7_56320.1	Dm_00011536-RA, Dm_00002251-RA
OG0007045	Lsat_1_v5_gn_4_84860.1	Dm_00009506-RA
OG0007046	Lsat_1_v5_gn_6_47261.2, Lsat_1_v5_gn_6_47261.1	Dm_00019703-RA
OG0007047	Lsat_1_v5_gn_5_137641.1, Lsat_1_v5_gn_5_137641.3	Dm_00009308-RA
OG0007048	Lsat_1_v5_gn_5_46160.1	Dm_00011086-RA
OG0007049	Lsat_1_v5_gn_6_38241.1, Lsat_1_v5_gn_6_38241.2	Dm_00005031-RA
OG0007050	Lsat_1_v5_gn_1_38001.1	Dm_00009015-RA
OG0007051	Lsat_1_v5_gn_3_28241.1, Lsat_1_v5_gn_5_67680.5, Lsat_1_v5_gn_5_67680.4, Lsat_1_v5_gn_3_28241.3	Dm_00005685-RA
OG0007053	Lsat_1_v5_gn_4_170360.1, Lsat_1_v5_gn_4_9900.1	Dm_00002733-RA, Dm_00005473-RA, Dm_00002732-RA, Dm_00002739-RA
OG0007054	Lsat_1_v5_gn_8_61100.1, Lsat_1_v5_gn_8_61100.2, Lsat_1_v5_gn_5_90860.1	Dm_00020498-RA
OG0007055	Lsat_1_v5_gn_7_35621.2, Lsat_1_v5_gn_7_35621.1	Dm_00000213-RA
OG0007056	Lsat_1_v5_gn_7_5060.1, Lsat_1_v5_gn_7_5060.2	Dm_00015635-RA
OG0007057	Lsat_1_v5_gn_4_181581.3, Lsat_1_v5_gn_4_181581.1, Lsat_1_v5_gn_4_181581.2	Dm_00009917-RA
OG0007058	Lsat_1_v5_gn_7_2540.2, Lsat_1_v5_gn_7_2540.3, Lsat_1_v5_gn_7_2540.1	Dm_00006080-RA
OG0007059	Lsat_1_v5_gn_1_111740.1, Lsat_1_v5_gn_1_111740.3	Dm_00019159-RA
OG0007060	Lsat_1_v5_gn_5_87280.1	Dm_00004431-RA
OG0007061	Lsat_1_v5_gn_5_79360.1, Lsat_1_v5_gn_5_79360.3, Lsat_1_v5_gn_5_79360.2	Dm_00015883-RA
OG0007062	Lsat_1_v5_gn_8_88100.2, Lsat_1_v5_gn_8_88100.1	Dm_00007987-RA
OG0007064	Lsat_1_v5_gn_3_133301.1, Lsat_1_v5_gn_3_133301.2	Dm_00013969-RA
OG0007065	Lsat_1_v5_gn_4_94401.3, Lsat_1_v5_gn_4_94401.1	Dm_00014140-RA
OG0007066	Lsat_1_v5_gn_2_16301.1	Dm_00001226-RA, Dm_00010059-RA
OG0007067	Lsat_1_v5_gn_7_34600.1	Dm_00014696-RA
OG0007068	Lsat_1_v5_gn_4_106121.1	Dm_00020460-RA
OG0007069	Lsat_1_v5_gn_8_67081.1, Lsat_1_v5_gn_8_67081.3, Lsat_1_v5_gn_5_86101.1	Dm_00007049-RA, Dm_00007048-RA
OG0007070	Lsat_1_v5_gn_6_79001.1, Lsat_1_v5_gn_3_4481.1, Lsat_1_v5_gn_3_4481.3	Dm_00015951-RA
OG0007071	Lsat_1_v5_gn_1_20280.1, Lsat_1_v5_gn_1_20280.2	Dm_00011671-RA
OG0007072	Lsat_1_v5_gn_3_12780.1, Lsat_1_v5_gn_3_12780.2, Lsat_1_v5_gn_6_83381.1, Lsat_1_v5_gn_6_83381.4	Dm_00012060-RA, Dm_00013948-RA, Dm_00014359-RA
OG0007073	Lsat_1_v5_gn_7_42060.1	Dm_00015871-RA
OG0007074	Lsat_1_v5_gn_8_94781.1, Lsat_1_v5_gn_8_94781.2	Dm_00001033-RA
OG0007075	Lsat_1_v5_gn_4_102201.1	Dm_00010713-RA
OG0007076	Lsat_1_v5_gn_3_131260.1, Lsat_1_v5_gn_7_35701.1	Dm_00005352-RA
OG0007077	Lsat_1_v5_gn_8_120260.3, Lsat_1_v5_gn_8_120260.1, Lsat_1_v5_gn_7_116021.3, Lsat_1_v5_gn_7_116021.1	Dm_00011125-RA
OG0007078	Lsat_1_v5_gn_5_33160.1	Dm_00006460-RA, Dm_00000643-RA
OG0007080	Lsat_1_v5_gn_2_56540.2, Lsat_1_v5_gn_2_56540.1	Dm_00005885-RA
OG0007081	Lsat_1_v5_gn_3_1800.1	Dm_00006788-RA, Dm_00006303-RA
OG0007082	Lsat_1_v5_gn_3_110821.1, Lsat_1_v5_gn_3_110821.3	Dm_00006333-RA
OG0007083	Lsat_1_v5_gn_8_6220.1, Lsat_1_v5_gn_8_6220.2, Lsat_1_v5_gn_2_133601.1	Dm_00011667-RA
OG0007084	Lsat_1_v5_gn_4_36160.1, Lsat_1_v5_gn_4_36160.2	Dm_00008986-RA
OG0007085	Lsat_1_v5_gn_7_108581.1	Dm_00013099-RA
OG0007086	Lsat_1_v5_gn_4_89601.3, Lsat_1_v5_gn_4_89601.1	Dm_00020334-RA
OG0007087	Lsat_1_v5_gn_6_63741.3, Lsat_1_v5_gn_6_63741.1	Dm_00000652-RA
OG0007088	Lsat_1_v5_gn_6_8481.1	Dm_00015335-RA
OG0007090	Lsat_1_v5_gn_3_26341.1	Dm_00016119-RA
OG0007091	Lsat_1_v5_gn_4_103600.1	Dm_00003722-RA
OG0007092	Lsat_1_v5_gn_5_96421.1, Lsat_1_v5_gn_5_96421.3	Dm_00003621-RA
OG0007093	Lsat_1_v5_gn_8_68380.1, Lsat_1_v5_gn_8_68380.2, Lsat_1_v5_gn_7_55120.1, Lsat_1_v5_gn_7_55120.2	Dm_00004866-RA
OG0007094	Lsat_1_v5_gn_9_49861.2, Lsat_1_v5_gn_9_49861.1	Dm_00003670-RA, Dm_00000448-RA
OG0007095	Lsat_1_v5_gn_7_4200.1	Dm_00018328-RA
OG0007097	Lsat_1_v5_gn_2_135880.1	Dm_00000462-RA
OG0007098	Lsat_1_v5_gn_6_74301.1, Lsat_1_v5_gn_3_5840.3	Dm_00019346-RA
OG0007099	Lsat_1_v5_gn_8_96380.1	Dm_00015444-RA
OG0007101	Lsat_1_v5_gn_5_97181.1, Lsat_1_v5_gn_7_45600.1	Dm_00019212-RA
OG0007102	Lsat_1_v5_gn_8_93401.1, Lsat_1_v5_gn_8_93401.2, Lsat_1_v5_gn_8_93401.3	Dm_00001032-RA
OG0007103	Lsat_1_v5_gn_6_22181.2, Lsat_1_v5_gn_6_22181.1	Dm_00004153-RA
OG0007104	Lsat_1_v5_gn_3_2600.3, Lsat_1_v5_gn_3_2600.1, Lsat_1_v5_gn_6_90481.1, Lsat_1_v5_gn_6_2121.1	Dm_00006403-RA
OG0007105	Lsat_1_v5_gn_5_84581.1, Lsat_1_v5_gn_5_84581.3, Lsat_1_v5_gn_8_66961.1	Dm_00000752-RA
OG0007106	Lsat_1_v5_gn_7_74860.1, Lsat_1_v5_gn_7_74860.4	Dm_00016372-RA
OG0007107	Lsat_1_v5_gn_1_34740.2, Lsat_1_v5_gn_1_34740.1, Lsat_1_v5_gn_1_34740.3	Dm_00011413-RA
OG0007109	Lsat_1_v5_gn_6_10980.1	Dm_00018801-RA
OG0007110	Lsat_1_v5_gn_7_109480.1	Dm_00009300-RA, Dm_00006037-RA
OG0007111	Lsat_1_v5_gn_5_92921.1	Dm_00008736-RA
OG0007112	Lsat_1_v5_gn_2_136141.2, Lsat_1_v5_gn_2_136141.1	Dm_00004286-RA
OG0007113	Lsat_1_v5_gn_6_20280.1, Lsat_1_v5_gn_6_20280.2	Dm_00006361-RA
OG0007115	Lsat_1_v5_gn_1_35700.1	Dm_00014196-RA
OG0007116	Lsat_1_v5_gn_6_80060.2, Lsat_1_v5_gn_6_80060.1	Dm_00015363-RA
OG0007117	Lsat_1_v5_gn_8_10200.2, Lsat_1_v5_gn_8_10200.3, Lsat_1_v5_gn_8_10200.1	Dm_00003027-RA
OG0007118	Lsat_1_v5_gn_0_9681.3, Lsat_1_v5_gn_0_9681.1	Dm_00000415-RA
OG0007119	Lsat_1_v5_gn_1_36801.3, Lsat_1_v5_gn_1_36801.1, Lsat_1_v5_gn_1_36801.2, Lsat_1_v5_gn_4_98620.1, Lsat_1_v5_gn_4_98620.2	Dm_00005060-RA
OG0007120	Lsat_1_v5_gn_7_1921.1, Lsat_1_v5_gn_7_1921.2, Lsat_1_v5_gn_5_84941.1	Dm_00006938-RA
OG0007121	Lsat_1_v5_gn_2_119361.1, Lsat_1_v5_gn_2_119361.3	Dm_00013288-RA
OG0007122	Lsat_1_v5_gn_8_100780.1, Lsat_1_v5_gn_8_100780.2	Dm_00014189-RA
OG0007123	Lsat_1_v5_gn_5_166460.2, Lsat_1_v5_gn_5_166460.1, Lsat_1_v5_gn_5_166460.3	Dm_00019717-RA
OG0007124	Lsat_1_v5_gn_7_116201.3, Lsat_1_v5_gn_7_116201.1	Dm_00001905-RA, Dm_00001506-RA
OG0007125	Lsat_1_v5_gn_5_163440.2	Dm_00014775-RA
OG0007127	Lsat_1_v5_gn_4_64520.2, Lsat_1_v5_gn_4_64520.3, Lsat_1_v5_gn_4_64520.1	Dm_00018332-RA
OG0007128	Lsat_1_v5_gn_9_90400.1	Dm_00003584-RA
OG0007131	Lsat_1_v5_gn_6_31760.1, Lsat_1_v5_gn_1_56040.1, Lsat_1_v5_gn_1_56040.2	Dm_00001131-RA
OG0007133	Lsat_1_v5_gn_9_4720.1	Dm_00012443-RA, Dm_00006533-RA, Dm_00006534-RA
OG0007134	Lsat_1_v5_gn_8_46460.1	Dm_00008369-RA, Dm_00003181-RA
OG0007135	Lsat_1_v5_gn_8_131741.2, Lsat_1_v5_gn_8_131741.1	Dm_00011417-RA
OG0007136	Lsat_1_v5_gn_7_108301.1, Lsat_1_v5_gn_7_108301.2, Lsat_1_v5_gn_0_6940.1	Dm_00000825-RA
OG0007137	Lsat_1_v5_gn_8_104061.1, Lsat_1_v5_gn_8_104061.3	Dm_00006401-RA
OG0007139	Lsat_1_v5_gn_9_32000.3, Lsat_1_v5_gn_9_32000.1	Dm_00006102-RA
OG0007141	Lsat_1_v5_gn_5_141241.3, Lsat_1_v5_gn_2_102821.1	Dm_00001920-RA
OG0007143	Lsat_1_v5_gn_2_126800.1, Lsat_1_v5_gn_9_60240.1	Dm_00018766-RA
OG0007144	Lsat_1_v5_gn_1_54740.1	Dm_00009329-RA
OG0007145	Lsat_1_v5_gn_0_18301.1	Dm_00015078-RA
OG0007146	Lsat_1_v5_gn_8_5401.1	Dm_00005259-RA
OG0007147	Lsat_1_v5_gn_8_74960.3, Lsat_1_v5_gn_8_74960.1	Dm_00001396-RA
OG0007148	Lsat_1_v5_gn_7_54500.2, Lsat_1_v5_gn_7_54500.1, Lsat_1_v5_gn_8_67041.1	Dm_00007046-RA, Dm_00000753-RA
OG0007149	Lsat_1_v5_gn_8_76040.2, Lsat_1_v5_gn_8_76040.1, Lsat_1_v5_gn_9_23101.3, Lsat_1_v5_gn_9_23101.1, Lsat_1_v5_gn_9_23101.2	Dm_00013980-RA
