Orthogroup	L_sativa.proteins	A_vesiculosa.proteins
OG0005352	Lsat_1_v5_gn_8_44360.1, Lsat_1_v5_gn_8_44360.4, Lsat_1_v5_gn_8_44360.3, Lsat_1_v5_gn_3_55560.1, Lsat_1_v5_gn_3_55560.3	Av_00007645-RA
OG0005353	Lsat_1_v5_gn_9_120260.1, Lsat_1_v5_gn_8_155560.3, Lsat_1_v5_gn_8_155560.1	Av_00023104-RA
OG0005354	Lsat_1_v5_gn_7_17321.1	Av_00005950-RA, Av_00005622-RA, Av_00003685-RA
OG0005355	Lsat_1_v5_gn_3_31500.1	Av_00012222-RA, Av_00024877-RA
OG0005356	Lsat_1_v5_gn_6_64840.1, Lsat_1_v5_gn_6_87981.1, Lsat_1_v5_gn_6_87981.2, Lsat_1_v5_gn_6_64840.2	Av_00019615-RA, Av_00021982-RA
OG0005357	Lsat_1_v5_gn_8_13861.1	Av_00001481-RA
OG0005358	Lsat_1_v5_gn_0_10541.3, Lsat_1_v5_gn_0_10541.1	Av_00009549-RA
OG0005359	Lsat_1_v5_gn_4_12821.1, Lsat_1_v5_gn_3_55840.2, Lsat_1_v5_gn_3_55840.1, Lsat_1_v5_gn_3_55840.3	Av_00018454-RA
OG0005360	Lsat_1_v5_gn_4_111000.1	Av_00015920-RA
OG0005361	Lsat_1_v5_gn_6_82700.1, Lsat_1_v5_gn_3_96860.3, Lsat_1_v5_gn_3_96860.4, Lsat_1_v5_gn_3_96860.1, Lsat_1_v5_gn_2_90201.1	Av_00009104-RA, Av_00015589-RA
OG0005363	Lsat_1_v5_gn_5_59341.3, Lsat_1_v5_gn_5_59341.1	Av_00024554-RA
OG0005370	Lsat_1_v5_gn_7_9101.2, Lsat_1_v5_gn_7_9101.1	Av_00014954-RA
OG0005371	Lsat_1_v5_gn_5_43440.3, Lsat_1_v5_gn_5_43440.1, Lsat_1_v5_gn_4_141700.1, Lsat_1_v5_gn_4_141700.3, Lsat_1_v5_gn_4_141700.2	Av_00005172-RA
OG0005377	Lsat_1_v5_gn_1_71101.2, Lsat_1_v5_gn_1_71101.1, Lsat_1_v5_gn_1_71221.1, Lsat_1_v5_gn_6_56101.1	Av_00014381-RA, Av_00001179-RA, Av_00007024-RA, Av_00011897-RA, Av_00013675-RA, Av_00006495-RA
OG0005395	Lsat_1_v5_gn_8_90380.1, Lsat_1_v5_gn_8_117180.2, Lsat_1_v5_gn_8_117180.3, Lsat_1_v5_gn_8_117180.1	Av_00022350-RA
OG0005396	Lsat_1_v5_gn_8_167200.1, Lsat_1_v5_gn_8_167200.3	Av_00002256-RA
OG0005399	Lsat_1_v5_gn_5_91720.1, Lsat_1_v5_gn_5_91720.2, Lsat_1_v5_gn_7_49641.2, Lsat_1_v5_gn_7_49641.1	Av_00004932-RA
OG0005400	Lsat_1_v5_gn_6_44161.2, Lsat_1_v5_gn_6_44161.1, Lsat_1_v5_gn_1_62640.3, Lsat_1_v5_gn_1_62640.1	Av_00001166-RA, Av_00014361-RA
OG0005401	Lsat_1_v5_gn_8_71260.1	Av_00007358-RA, Av_00006170-RA
OG0005402	Lsat_1_v5_gn_5_158440.1	Av_00014499-RA, Av_00000693-RA
OG0005403	Lsat_1_v5_gn_5_102820.1, Lsat_1_v5_gn_5_102820.2, Lsat_1_v5_gn_5_102820.3	Av_00006655-RA
OG0005405	Lsat_1_v5_gn_6_15701.1, Lsat_1_v5_gn_6_15721.1	Av_00016624-RA
OG0005406	Lsat_1_v5_gn_3_90320.3, Lsat_1_v5_gn_3_90320.1, Lsat_1_v5_gn_3_90381.1, Lsat_1_v5_gn_3_90381.2	Av_00019376-RA, Av_00019922-RA
OG0005407	Lsat_1_v5_gn_6_90941.3, Lsat_1_v5_gn_6_90941.1	Av_00022603-RA, Av_00000645-RA
OG0005408	Lsat_1_v5_gn_5_33821.2, Lsat_1_v5_gn_5_33821.1	Av_00013555-RA
OG0005409	Lsat_1_v5_gn_4_31621.2, Lsat_1_v5_gn_4_31621.1	Av_00014400-RA, Av_00016558-RA, Av_00006529-RA
OG0005410	Lsat_1_v5_gn_6_36801.1, Lsat_1_v5_gn_6_36821.1	Av_00013207-RA
OG0005411	Lsat_1_v5_gn_6_38181.2, Lsat_1_v5_gn_6_38181.3, Lsat_1_v5_gn_6_38181.1, Lsat_1_v5_gn_6_38201.3, Lsat_1_v5_gn_6_38201.1, Lsat_1_v5_gn_6_38161.1, Lsat_1_v5_gn_6_38161.3, Lsat_1_v5_gn_2_58781.3, Lsat_1_v5_gn_2_58781.1	Av_00005844-RA
OG0005412	Lsat_1_v5_gn_1_40321.2, Lsat_1_v5_gn_1_40321.1, Lsat_1_v5_gn_1_40321.3	Av_00003987-RA
OG0005413	Lsat_1_v5_gn_1_63021.2, Lsat_1_v5_gn_1_63021.1	Av_00012722-RA, Av_00012723-RA
OG0005414	Lsat_1_v5_gn_8_152860.1	Av_00002652-RA
OG0005416	Lsat_1_v5_gn_7_95300.1	Av_00023131-RA
OG0005417	Lsat_1_v5_gn_7_71720.1, Lsat_1_v5_gn_5_65061.2, Lsat_1_v5_gn_5_65061.1	Av_00022703-RA
OG0005418	Lsat_1_v5_gn_5_149441.1	Av_00007349-RA
OG0005419	Lsat_1_v5_gn_0_5460.1, Lsat_1_v5_gn_0_5460.3, Lsat_1_v5_gn_9_90020.2, Lsat_1_v5_gn_9_90020.1	Av_00010172-RA
OG0005420	Lsat_1_v5_gn_2_49140.2, Lsat_1_v5_gn_2_49140.1	Av_00022193-RA
OG0005422	Lsat_1_v5_gn_8_78921.5, Lsat_1_v5_gn_8_78921.2, Lsat_1_v5_gn_8_79001.1, Lsat_1_v5_gn_8_79101.1, Lsat_1_v5_gn_9_21421.1	Av_00006124-RA
OG0005423	Lsat_1_v5_gn_3_109960.1, Lsat_1_v5_gn_3_109960.2, Lsat_1_v5_gn_2_38560.1, Lsat_1_v5_gn_2_38560.2	Av_00018039-RA
OG0005424	Lsat_1_v5_gn_1_77001.2, Lsat_1_v5_gn_1_77001.3, Lsat_1_v5_gn_1_77001.1	Av_00001569-RA, Av_00013559-RA
OG0005425	Lsat_1_v5_gn_9_39580.1	Av_00005411-RA
OG0005426	Lsat_1_v5_gn_5_148221.1	Av_00005408-RA, Av_00022704-RA
OG0005427	Lsat_1_v5_gn_3_61900.2, Lsat_1_v5_gn_3_61900.3, Lsat_1_v5_gn_3_61900.1, Lsat_1_v5_gn_8_13581.2, Lsat_1_v5_gn_3_39001.3, Lsat_1_v5_gn_3_39001.1, Lsat_1_v5_gn_2_125000.1, Lsat_1_v5_gn_2_125000.3, Lsat_1_v5_gn_8_13581.1	Av_00012041-RA
OG0005428	Lsat_1_v5_gn_6_39840.2, Lsat_1_v5_gn_6_39840.1, Lsat_1_v5_gn_6_39380.1, Lsat_1_v5_gn_6_39380.2	Av_00008481-RA
OG0005429	Lsat_1_v5_gn_1_117920.1, Lsat_1_v5_gn_1_117920.3	Av_00016536-RA, Av_00006551-RA
OG0005430	Lsat_1_v5_gn_7_42200.2, Lsat_1_v5_gn_7_42200.1	Av_00023297-RA
OG0005431	Lsat_1_v5_gn_4_96641.3, Lsat_1_v5_gn_4_96641.1	Av_00024574-RA, Av_00019496-RA
OG0005432	Lsat_1_v5_gn_2_59421.1, Lsat_1_v5_gn_6_38900.1	Av_00023065-RA
OG0005433	Lsat_1_v5_gn_1_40220.1	Av_00009594-RA
OG0005434	Lsat_1_v5_gn_5_71201.1, Lsat_1_v5_gn_5_71201.3	Av_00013528-RA, Av_00001555-RA
OG0005435	Lsat_1_v5_gn_2_111341.1	Av_00021647-RA, Av_00015788-RA, Av_00002862-RA
OG0005436	Lsat_1_v5_gn_7_3960.2, Lsat_1_v5_gn_7_3960.1	Av_00015751-RA, Av_00020492-RA
OG0005437	Lsat_1_v5_gn_2_67541.1	Av_00016272-RA
OG0005438	Lsat_1_v5_gn_9_20980.2, Lsat_1_v5_gn_9_20980.1, Lsat_1_v5_gn_8_78220.1, Lsat_1_v5_gn_8_78220.3	Av_00002938-RA, Av_00012612-RA, Av_00022177-RA, Av_00022229-RA
OG0005439	Lsat_1_v5_gn_1_89980.4, Lsat_1_v5_gn_1_89980.1	Av_00013913-RA
OG0005441	Lsat_1_v5_gn_9_55961.1, Lsat_1_v5_gn_9_55961.3	Av_00014380-RA, Av_00014376-RA, Av_00014379-RA
OG0005442	Lsat_1_v5_gn_9_13880.3, Lsat_1_v5_gn_9_13880.1	Av_00006110-RA
OG0005443	Lsat_1_v5_gn_8_12281.1, Lsat_1_v5_gn_5_153581.1	Av_00005701-RA, Av_00017265-RA
OG0005444	Lsat_1_v5_gn_9_10341.1, Lsat_1_v5_gn_5_183661.1	Av_00004793-RA, Av_00003435-RA, Av_00001438-RA, Av_00017088-RA
OG0005445	Lsat_1_v5_gn_1_42900.2, Lsat_1_v5_gn_1_42900.1, Lsat_1_v5_gn_1_42900.3	Av_00012052-RA
OG0005447	Lsat_1_v5_gn_2_20881.1, Lsat_1_v5_gn_2_20881.2, Lsat_1_v5_gn_1_48761.1	Av_00002924-RA, Av_00022215-RA, Av_00020951-RA
OG0005448	Lsat_1_v5_gn_9_62200.1, Lsat_1_v5_gn_9_62180.1, Lsat_1_v5_gn_2_124521.3, Lsat_1_v5_gn_2_124521.1	Av_00017257-RA, Av_00021384-RA
OG0005449	Lsat_1_v5_gn_7_62441.1	Av_00017885-RA
OG0005450	Lsat_1_v5_gn_6_26080.2, Lsat_1_v5_gn_6_26080.1, Lsat_1_v5_gn_6_26061.1, Lsat_1_v5_gn_6_26061.2, Lsat_1_v5_gn_6_26080.4	Av_00011858-RA
OG0005451	Lsat_1_v5_gn_1_48520.2	Av_00002236-RA, Av_00003132-RA
OG0005453	Lsat_1_v5_gn_5_163560.2, Lsat_1_v5_gn_5_163560.1, Lsat_1_v5_gn_5_163560.3	Av_00000676-RA
OG0005454	Lsat_1_v5_gn_2_107981.3, Lsat_1_v5_gn_2_107981.1, Lsat_1_v5_gn_8_2841.3, Lsat_1_v5_gn_8_2841.1	Av_00006689-RA
OG0005455	Lsat_1_v5_gn_1_50761.1	Av_00012596-RA, Av_00023820-RA, Av_00020024-RA, Av_00012597-RA, Av_00002913-RA
OG0005456	Lsat_1_v5_gn_5_27700.1	Av_00022331-RA
OG0005456	Lsat_1_v5_gn_9_28161.1	Av_00024709-RA, Av_00024953-RA, Av_00023695-RA, Av_00024332-RA, Av_00019577-RA, Av_00018538-RA, Av_00024990-RA
OG0005457	Lsat_1_v5_gn_8_110681.1	Av_00015669-RA
OG0005458	Lsat_1_v5_gn_2_58000.1, Lsat_1_v5_gn_2_58000.3	Av_00019629-RA
OG0005459	Lsat_1_v5_gn_1_57580.3, Lsat_1_v5_gn_1_57580.1	Av_00012622-RA
OG0005460	Lsat_1_v5_gn_5_182541.1, Lsat_1_v5_gn_5_182541.3, Lsat_1_v5_gn_1_75101.1, Lsat_1_v5_gn_1_75101.2	Av_00019202-RA, Av_00000569-RA
OG0005461	Lsat_1_v5_gn_5_61080.1	Av_00014719-RA, Av_00008697-RA
OG0005462	Lsat_1_v5_gn_1_58340.3, Lsat_1_v5_gn_1_58340.1, Lsat_1_v5_gn_2_54080.1, Lsat_1_v5_gn_6_33900.1	Av_00014061-RA, Av_00020518-RA
OG0005463	Lsat_1_v5_gn_9_61481.3, Lsat_1_v5_gn_9_61481.2, Lsat_1_v5_gn_9_61481.1	Av_00009533-RA
OG0005464	Lsat_1_v5_gn_3_69620.1, Lsat_1_v5_gn_3_69620.3	Av_00000850-RA, Av_00020968-RA
OG0005466	Lsat_1_v5_gn_8_93841.1, Lsat_1_v5_gn_8_94501.1, Lsat_1_v5_gn_8_93841.2, Lsat_1_v5_gn_5_184960.2, Lsat_1_v5_gn_5_184960.1	Av_00009705-RA, Av_00002319-RA
OG0005467	Lsat_1_v5_gn_8_77941.1	Av_00013352-RA
OG0005468	Lsat_1_v5_gn_6_97101.2, Lsat_1_v5_gn_6_97101.1, Lsat_1_v5_gn_6_97121.3, Lsat_1_v5_gn_6_97121.1, Lsat_1_v5_gn_6_97580.1, Lsat_1_v5_gn_6_97580.3	Av_00024635-RA
OG0005469	Lsat_1_v5_gn_8_123101.3, Lsat_1_v5_gn_3_47581.1, Lsat_1_v5_gn_3_47581.2	Av_00019445-RA, Av_00004057-RA, Av_00012118-RA
OG0005470	Lsat_1_v5_gn_1_26901.1	Av_00017619-RA
OG0005471	Lsat_1_v5_gn_8_121361.1, Lsat_1_v5_gn_8_121361.2, Lsat_1_v5_gn_8_121361.3, Lsat_1_v5_gn_4_70780.1	Av_00010131-RA, Av_00014285-RA
OG0005472	Lsat_1_v5_gn_1_55421.1	Av_00002645-RA
OG0005473	Lsat_1_v5_gn_1_42160.1	Av_00022823-RA
OG0005474	Lsat_1_v5_gn_9_108461.1, Lsat_1_v5_gn_9_108461.3	Av_00011163-RA
OG0005476	Lsat_1_v5_gn_8_117441.1, Lsat_1_v5_gn_8_117441.2	Av_00010916-RA, Av_00011465-RA
OG0005477	Lsat_1_v5_gn_0_940.1, Lsat_1_v5_gn_0_921.1, Lsat_1_v5_gn_0_900.1, Lsat_1_v5_gn_3_71500.1, Lsat_1_v5_gn_4_144120.1	Av_00019252-RA
OG0005479	Lsat_1_v5_gn_5_115740.3, Lsat_1_v5_gn_5_115740.1, Lsat_1_v5_gn_0_4161.2, Lsat_1_v5_gn_0_4161.1	Av_00012366-RA, Av_00004528-RA
OG0005480	Lsat_1_v5_gn_1_82580.3, Lsat_1_v5_gn_1_82580.1, Lsat_1_v5_gn_1_82580.2	Av_00013557-RA
OG0005481	Lsat_1_v5_gn_5_105520.3, Lsat_1_v5_gn_5_105520.1	Av_00007694-RA, Av_00000332-RA
OG0005482	Lsat_1_v5_gn_6_106301.1, Lsat_1_v5_gn_6_106301.3	Av_00003176-RA
OG0005483	Lsat_1_v5_gn_7_114941.1, Lsat_1_v5_gn_7_114941.2, Lsat_1_v5_gn_5_2060.1	Av_00015714-RA
OG0005484	Lsat_1_v5_gn_4_132160.1	Av_00003618-RA
OG0005486	Lsat_1_v5_gn_6_92500.3, Lsat_1_v5_gn_6_92500.1	Av_00010688-RA
OG0005487	Lsat_1_v5_gn_7_30260.1, Lsat_1_v5_gn_1_96800.1	Av_00021769-RA
OG0005488	Lsat_1_v5_gn_5_117101.1, Lsat_1_v5_gn_2_136760.1, Lsat_1_v5_gn_9_113520.1	Av_00011408-RA, Av_00015940-RA
OG0005490	Lsat_1_v5_gn_9_49160.1, Lsat_1_v5_gn_9_49160.3, Lsat_1_v5_gn_0_44640.1	Av_00021961-RA, Av_00021149-RA, Av_00013022-RA, Av_00024018-RA
OG0005491	Lsat_1_v5_gn_4_74380.2, Lsat_1_v5_gn_4_74380.1, Lsat_1_v5_gn_8_123820.4, Lsat_1_v5_gn_8_123820.1	Av_00007269-RA
OG0005492	Lsat_1_v5_gn_4_130941.1	Av_00017925-RA, Av_00001985-RA, Av_00009281-RA
OG0005493	Lsat_1_v5_gn_7_80520.1, Lsat_1_v5_gn_7_80520.2	Av_00002329-RA, Av_00002328-RA
OG0005494	Lsat_1_v5_gn_3_7380.6, Lsat_1_v5_gn_3_7380.2, Lsat_1_v5_gn_3_7380.5	Av_00018552-RA, Av_00018551-RA
OG0005495	Lsat_1_v5_gn_3_77800.1, Lsat_1_v5_gn_7_92481.1	Av_00015369-RA, Av_00024392-RA
OG0005496	Lsat_1_v5_gn_1_24581.3, Lsat_1_v5_gn_1_24581.1	Av_00014028-RA, Av_00003146-RA, Av_00010977-RA
OG0005497	Lsat_1_v5_gn_9_125320.2, Lsat_1_v5_gn_9_125320.1	Av_00020137-RA
OG0005498	Lsat_1_v5_gn_5_147281.3, Lsat_1_v5_gn_5_147281.1, Lsat_1_v5_gn_7_74640.1	Av_00002130-RA, Av_00023900-RA
OG0005499	Lsat_1_v5_gn_9_111961.1, Lsat_1_v5_gn_9_111961.2, Lsat_1_v5_gn_7_78580.1	Av_00009755-RA, Av_00008809-RA
OG0005500	Lsat_1_v5_gn_1_23241.1	Av_00010211-RA, Av_00019104-RA, Av_00024794-RA, Av_00006879-RA
OG0005501	Lsat_1_v5_gn_4_135460.2, Lsat_1_v5_gn_4_135460.1	Av_00011470-RA
OG0005502	Lsat_1_v5_gn_3_94201.5, Lsat_1_v5_gn_3_94201.4	Av_00007740-RA
OG0005503	Lsat_1_v5_gn_7_79440.1	Av_00020169-RA, Av_00003378-RA
OG0005505	Lsat_1_v5_gn_8_54580.3, Lsat_1_v5_gn_8_54580.1, Lsat_1_v5_gn_4_3181.1, Lsat_1_v5_gn_4_3201.1, Lsat_1_v5_gn_4_3081.1, Lsat_1_v5_gn_4_3121.1, Lsat_1_v5_gn_9_34661.1	Av_00013670-RA
OG0005507	Lsat_1_v5_gn_6_9700.1	Av_00010710-RA, Av_00018572-RA
OG0005508	Lsat_1_v5_gn_4_161560.2, Lsat_1_v5_gn_4_161560.1	Av_00010205-RA
OG0005509	Lsat_1_v5_gn_6_107401.3, Lsat_1_v5_gn_6_107401.1, Lsat_1_v5_gn_6_107401.2	Av_00014734-RA
OG0005510	Lsat_1_v5_gn_3_69860.3, Lsat_1_v5_gn_3_69860.1	Av_00009008-RA, Av_00012103-RA, Av_00019422-RA
OG0005511	Lsat_1_v5_gn_4_160860.1	Av_00020443-RA
OG0005514	Lsat_1_v5_gn_7_48340.1, Lsat_1_v5_gn_7_48340.3, Lsat_1_v5_gn_3_121981.2, Lsat_1_v5_gn_3_121981.1	Av_00004930-RA, Av_00003983-RA
OG0005515	Lsat_1_v5_gn_2_6240.1	Av_00004872-RA, Av_00004064-RA, Av_00021612-RA, Av_00003767-RA, Av_00003764-RA, Av_00019776-RA
OG0005516	Lsat_1_v5_gn_4_63300.1, Lsat_1_v5_gn_4_63300.3, Lsat_1_v5_gn_4_63300.2	Av_00003709-RA
OG0005517	Lsat_1_v5_gn_4_68721.1	Av_00004828-RA
OG0005519	Lsat_1_v5_gn_3_43240.1, Lsat_1_v5_gn_4_69261.1	Av_00008552-RA
OG0005520	Lsat_1_v5_gn_1_1441.4	Av_00003150-RA, Av_00014032-RA
OG0005521	Lsat_1_v5_gn_5_126281.5, Lsat_1_v5_gn_5_126281.2	Av_00019475-RA
OG0005522	Lsat_1_v5_gn_6_81901.1	Av_00003268-RA
OG0005523	Lsat_1_v5_gn_4_27181.1, Lsat_1_v5_gn_8_136860.1	Av_00005286-RA, Av_00006430-RA, Av_00007535-RA
OG0005525	Lsat_1_v5_gn_7_22421.1, Lsat_1_v5_gn_7_22421.2	Av_00005899-RA
OG0005526	Lsat_1_v5_gn_4_170241.2, Lsat_1_v5_gn_4_170241.1	Av_00008226-RA
OG0005527	Lsat_1_v5_gn_4_64780.1	Av_00008463-RA
OG0005528	Lsat_1_v5_gn_2_93641.1, Lsat_1_v5_gn_2_93641.2, Lsat_1_v5_gn_2_93641.3	Av_00021839-RA, Av_00011634-RA
OG0005530	Lsat_1_v5_gn_7_961.3, Lsat_1_v5_gn_7_961.1	Av_00016865-RA, Av_00011053-RA
OG0005531	Lsat_1_v5_gn_7_96100.1, Lsat_1_v5_gn_7_96100.2	Av_00019134-RA, Av_00012752-RA
OG0005532	Lsat_1_v5_gn_4_62441.1, Lsat_1_v5_gn_4_2061.1	Av_00018604-RA
OG0005533	Lsat_1_v5_gn_4_50661.1, Lsat_1_v5_gn_4_50661.2	Av_00014096-RA, Av_00005893-RA
OG0005534	Lsat_1_v5_gn_7_14940.1	Av_00005977-RA, Av_00005599-RA
OG0005535	Lsat_1_v5_gn_1_77700.1	Av_00010761-RA, Av_00019491-RA
OG0005536	Lsat_1_v5_gn_5_6860.2, Lsat_1_v5_gn_5_6860.1	Av_00002403-RA
OG0005537	Lsat_1_v5_gn_1_40201.3, Lsat_1_v5_gn_1_40201.1	Av_00022839-RA
OG0005538	Lsat_1_v5_gn_5_79340.3, Lsat_1_v5_gn_5_79340.1	Av_00018830-RA, Av_00018649-RA
OG0005539	Lsat_1_v5_gn_4_77441.1	Av_00024610-RA
OG0005541	Lsat_1_v5_gn_5_62020.3, Lsat_1_v5_gn_5_62020.1, Lsat_1_v5_gn_5_62020.4	Av_00007650-RA, Av_00006332-RA
OG0005543	Lsat_1_v5_gn_5_31481.1, Lsat_1_v5_gn_7_42641.1, Lsat_1_v5_gn_8_57600.1	Av_00020198-RA, Av_00012798-RA
OG0005544	Lsat_1_v5_gn_8_85000.3, Lsat_1_v5_gn_8_85000.2, Lsat_1_v5_gn_8_85000.1	Av_00009801-RA
OG0005545	Lsat_1_v5_gn_5_100240.1, Lsat_1_v5_gn_5_100240.3	Av_00019453-RA
OG0005546	Lsat_1_v5_gn_7_9521.1, Lsat_1_v5_gn_7_9521.3	Av_00001992-RA
OG0005547	Lsat_1_v5_gn_6_6580.1, Lsat_1_v5_gn_6_6580.3	Av_00021037-RA
OG0005548	Lsat_1_v5_gn_7_3900.1	Av_00009937-RA, Av_00015058-RA
OG0005549	Lsat_1_v5_gn_4_99881.1	Av_00006799-RA, Av_00006798-RA, Av_00008003-RA, Av_00006800-RA
OG0005550	Lsat_1_v5_gn_7_59540.2, Lsat_1_v5_gn_7_59540.1	Av_00018219-RA, Av_00001026-RA
OG0005551	Lsat_1_v5_gn_4_43041.1, Lsat_1_v5_gn_4_43041.2	Av_00014605-RA, Av_00008560-RA
OG0005552	Lsat_1_v5_gn_3_24581.1	Av_00007130-RA
OG0005553	Lsat_1_v5_gn_9_28321.3, Lsat_1_v5_gn_9_28321.2, Lsat_1_v5_gn_9_28321.1	Av_00022342-RA, Av_00014470-RA, Av_00013186-RA, Av_00021877-RA
OG0005554	Lsat_1_v5_gn_4_103480.2, Lsat_1_v5_gn_4_103480.1	Av_00018152-RA
OG0005556	Lsat_1_v5_gn_6_11741.3, Lsat_1_v5_gn_6_11741.1	Av_00000176-RA, Av_00007887-RA, Av_00000177-RA
OG0005557	Lsat_1_v5_gn_3_33421.3, Lsat_1_v5_gn_3_33421.1	Av_00018153-RA
OG0005558	Lsat_1_v5_gn_6_91180.3, Lsat_1_v5_gn_6_91180.1	Av_00010357-RA
OG0005559	Lsat_1_v5_gn_2_115520.1	Av_00017830-RA
OG0005560	Lsat_1_v5_gn_5_88180.3, Lsat_1_v5_gn_5_88180.1	Av_00004494-RA, Av_00012320-RA
OG0005562	Lsat_1_v5_gn_4_36200.1	Av_00013915-RA, Av_00013918-RA
OG0005563	Lsat_1_v5_gn_8_9600.1	Av_00016830-RA
OG0005564	Lsat_1_v5_gn_6_15381.3, Lsat_1_v5_gn_6_15381.1	Av_00021260-RA, Av_00001085-RA
OG0005565	Lsat_1_v5_gn_5_131021.1, Lsat_1_v5_gn_1_35361.2	Av_00024069-RA, Av_00004136-RA
OG0005567	Lsat_1_v5_gn_8_95280.1, Lsat_1_v5_gn_5_103641.1, Lsat_1_v5_gn_5_103641.3	Av_00004636-RA, Av_00004247-RA
OG0005568	Lsat_1_v5_gn_5_80020.1, Lsat_1_v5_gn_5_80020.4	Av_00017956-RA, Av_00008333-RA
OG0005569	Lsat_1_v5_gn_1_37941.2	Av_00019885-RA
OG0005570	Lsat_1_v5_gn_7_19900.1, Lsat_1_v5_gn_4_56041.4, Lsat_1_v5_gn_4_56041.1	Av_00016878-RA
OG0005571	Lsat_1_v5_gn_4_89140.1	Av_00018645-RA, Av_00018834-RA
OG0005572	Lsat_1_v5_gn_3_23500.1, Lsat_1_v5_gn_3_23500.3, Lsat_1_v5_gn_3_23500.2	Av_00010500-RA
OG0005573	Lsat_1_v5_gn_5_138341.1, Lsat_1_v5_gn_5_138341.3	Av_00008739-RA
OG0005574	Lsat_1_v5_gn_7_5000.3, Lsat_1_v5_gn_7_5000.1, Lsat_1_v5_gn_3_136600.1, Lsat_1_v5_gn_3_136600.2	Av_00011442-RA, Av_00010882-RA, Av_00015220-RA, Av_00003223-RA, Av_00013914-RA
OG0005575	Lsat_1_v5_gn_8_70621.1, Lsat_1_v5_gn_8_70621.2	Av_00003629-RA, Av_00007510-RA
OG0005576	Lsat_1_v5_gn_6_94020.1, Lsat_1_v5_gn_6_94020.2, Lsat_1_v5_gn_4_13301.1	Av_00005434-RA, Av_00018588-RA, Av_00006048-RA
OG0005577	Lsat_1_v5_gn_6_83981.3, Lsat_1_v5_gn_6_83981.1, Lsat_1_v5_gn_6_83981.2	Av_00024163-RA
OG0005579	Lsat_1_v5_gn_3_23040.1, Lsat_1_v5_gn_3_23040.3	Av_00019798-RA
OG0005580	Lsat_1_v5_gn_7_17340.1, Lsat_1_v5_gn_7_17340.2	Av_00005952-RA, Av_00005619-RA
OG0005581	Lsat_1_v5_gn_7_35060.1	Av_00004511-RA
OG0005583	Lsat_1_v5_gn_3_32561.1	Av_00017595-RA, Av_00013071-RA
OG0005584	Lsat_1_v5_gn_2_132621.1, Lsat_1_v5_gn_3_49500.1	Av_00012934-RA
OG0005585	Lsat_1_v5_gn_6_12941.2, Lsat_1_v5_gn_6_12941.1	Av_00014563-RA, Av_00010402-RA
OG0005586	Lsat_1_v5_gn_5_33600.3, Lsat_1_v5_gn_5_33600.1, Lsat_1_v5_gn_5_33600.2	Av_00023411-RA
OG0005589	Lsat_1_v5_gn_5_30441.1, Lsat_1_v5_gn_6_22420.1	Av_00004662-RA, Av_00020201-RA, Av_00018254-RA
OG0005590	Lsat_1_v5_gn_9_29820.6, Lsat_1_v5_gn_9_29820.5	Av_00020285-RA, Av_00000698-RA
OG0005591	Lsat_1_v5_gn_7_49941.3, Lsat_1_v5_gn_7_49941.1, Lsat_1_v5_gn_8_63501.1	Av_00014512-RA, Av_00010329-RA, Av_00010681-RA
OG0005591	Lsat_1_v5_gn_4_88160.2, Lsat_1_v5_gn_4_88160.3	Av_00007090-RA
OG0005592	Lsat_1_v5_gn_4_89581.1, Lsat_1_v5_gn_5_137621.1, Lsat_1_v5_gn_5_137621.3, Lsat_1_v5_gn_1_39781.3, Lsat_1_v5_gn_1_39781.1	Av_00010745-RA, Av_00022377-RA
OG0005593	Lsat_1_v5_gn_3_1181.1, Lsat_1_v5_gn_3_1181.3	Av_00005536-RA, Av_00006055-RA
OG0005595	Lsat_1_v5_gn_5_137281.1, Lsat_1_v5_gn_5_137281.2	Av_00013069-RA, Av_00017599-RA, Av_00017598-RA
OG0005596	Lsat_1_v5_gn_6_88880.1, Lsat_1_v5_gn_3_3260.1, Lsat_1_v5_gn_6_8041.2, Lsat_1_v5_gn_6_8041.1	Av_00003030-RA, Av_00005456-RA, Av_00010390-RA
OG0005597	Lsat_1_v5_gn_8_66480.2, Lsat_1_v5_gn_8_66480.1, Lsat_1_v5_gn_8_66480.3	Av_00009821-RA
OG0005598	Lsat_1_v5_gn_3_138880.1	Av_00010356-RA, Av_00014527-RA
OG0005599	Lsat_1_v5_gn_3_12700.1	Av_00014694-RA, Av_00000074-RA, Av_00011476-RA
OG0005601	Lsat_1_v5_gn_6_90781.4, Lsat_1_v5_gn_6_90781.1, Lsat_1_v5_gn_6_90781.5, Lsat_1_v5_gn_7_14080.1	Av_00006060-RA
OG0005602	Lsat_1_v5_gn_6_10680.1	Av_00013889-RA, Av_00003198-RA
OG0005603	Lsat_1_v5_gn_7_42681.1	Av_00005867-RA, Av_00004043-RA, Av_00004891-RA, Av_00021626-RA
OG0005604	Lsat_1_v5_gn_8_11081.1	Av_00007126-RA
OG0005605	Lsat_1_v5_gn_5_133940.1, Lsat_1_v5_gn_1_36380.1, Lsat_1_v5_gn_1_36380.2, Lsat_1_v5_gn_4_95900.3, Lsat_1_v5_gn_4_95900.1	Av_00020133-RA, Av_00004121-RA
OG0005606	Lsat_1_v5_gn_8_86481.1, Lsat_1_v5_gn_8_86481.2	Av_00008763-RA
