Orthogroup	L_sativa.proteins	V_vinifera.proteins
OG0006121	Lsat_1_v5_gn_9_33201.3, Lsat_1_v5_gn_9_33201.1	VIT_208s0007g01600.1, VIT_208s0007g01600.4, VIT_208s0007g01600.3, VIT_208s0007g01600.5, VIT_208s0007g01600.2
OG0006123	Lsat_1_v5_gn_2_29601.1, Lsat_1_v5_gn_2_29601.3	VIT_206s0004g02330.1, VIT_201s0010g00595.1
OG0006125	Lsat_1_v5_gn_9_39741.3, Lsat_1_v5_gn_9_39741.1	VIT_208s0056g00640.1
OG0006126	Lsat_1_v5_gn_2_15600.1, Lsat_1_v5_gn_2_15600.3, Lsat_1_v5_gn_9_12001.1, Lsat_1_v5_gn_8_90440.1	VIT_207s0005g04920.1
OG0006127	Lsat_1_v5_gn_2_73640.2, Lsat_1_v5_gn_5_10160.1, Lsat_1_v5_gn_2_73640.1	VIT_204s0044g00120.1
OG0006128	Lsat_1_v5_gn_9_15400.1, Lsat_1_v5_gn_9_15400.2	VIT_218s0001g07160.1
OG0006129	Lsat_1_v5_gn_5_160760.1	VIT_208s0007g09020.1
OG0006130	Lsat_1_v5_gn_3_14260.1, Lsat_1_v5_gn_6_82141.3, Lsat_1_v5_gn_6_82141.1, Lsat_1_v5_gn_6_82161.1, Lsat_1_v5_gn_6_82161.3, Lsat_1_v5_gn_6_82081.1, Lsat_1_v5_gn_6_82081.2	VIT_202s0025g02540.1
OG0006131	Lsat_1_v5_gn_9_1260.1	VIT_214s0068g02120.1
OG0006132	Lsat_1_v5_gn_7_20360.1, Lsat_1_v5_gn_5_51360.1, Lsat_1_v5_gn_9_3980.1, Lsat_1_v5_gn_9_3980.2, Lsat_1_v5_gn_1_120581.1, Lsat_1_v5_gn_8_4361.2, Lsat_1_v5_gn_8_4361.1, Lsat_1_v5_gn_7_39641.1, Lsat_1_v5_gn_5_150000.1, Lsat_1_v5_gn_5_150000.3, Lsat_1_v5_gn_8_118460.5	VIT_216s0098g00980.1
OG0006133	Lsat_1_v5_gn_9_74940.1	VIT_218s0001g07230.1, VIT_218s0001g07230.2
OG0006134	Lsat_1_v5_gn_3_30120.2, Lsat_1_v5_gn_3_30120.1, Lsat_1_v5_gn_8_32720.5, Lsat_1_v5_gn_8_32720.2	VIT_201s0137g00420.1
OG0006135	Lsat_1_v5_gn_3_91220.4, Lsat_1_v5_gn_3_91220.2, Lsat_1_v5_gn_3_91220.1	VIT_207s0031g00820.3, VIT_207s0031g00820.1, VIT_207s0031g00820.5, VIT_207s0031g00820.2
OG0006135	Lsat_1_v5_gn_4_168041.1, Lsat_1_v5_gn_4_168041.3, Lsat_1_v5_gn_3_91220.3	VIT_207s0031g00820.4
OG0006136	Lsat_1_v5_gn_5_170921.3, Lsat_1_v5_gn_5_170921.2	VIT_201s0011g06320.2, VIT_201s0011g06320.3, VIT_201s0011g06320.5, VIT_201s0011g06320.1, VIT_201s0011g06320.4
OG0006137	Lsat_1_v5_gn_4_2961.1	VIT_201s0010g02760.2, VIT_201s0010g02760.1
OG0006139	Lsat_1_v5_gn_5_87940.1, Lsat_1_v5_gn_9_90221.1, Lsat_1_v5_gn_1_66980.1, Lsat_1_v5_gn_8_150481.1	VIT_201s0137g00200.1
OG0006140	Lsat_1_v5_gn_6_12380.2, Lsat_1_v5_gn_6_12380.1	VIT_202s0025g01400.7, VIT_202s0025g01400.9, VIT_202s0025g01400.4, VIT_202s0025g01400.6, VIT_202s0025g01400.5, VIT_202s0025g01400.2, VIT_202s0025g01400.1, VIT_202s0025g01400.3, VIT_202s0025g01400.8
OG0006141	Lsat_1_v5_gn_4_144520.1, Lsat_1_v5_gn_4_144520.2	VIT_200s0434g00080.2, VIT_200s0434g00080.3, VIT_200s0434g00080.1
OG0006142	Lsat_1_v5_gn_5_101740.1	VIT_204s0044g00300.1
OG0006143	Lsat_1_v5_gn_1_11001.1, Lsat_1_v5_gn_1_11001.2	VIT_214s0066g00390.1
OG0006144	Lsat_1_v5_gn_4_32960.3, Lsat_1_v5_gn_4_32960.1	VIT_215s0046g00020.1, VIT_215s0046g00020.2, VIT_215s0046g00020.3
OG0006145	Lsat_1_v5_gn_5_36401.3, Lsat_1_v5_gn_5_36401.2, Lsat_1_v5_gn_5_36401.1, Lsat_1_v5_gn_2_29841.1, Lsat_1_v5_gn_2_29841.2	VIT_201s0011g01690.1
OG0006146	Lsat_1_v5_gn_2_34381.1, Lsat_1_v5_gn_2_34381.3, Lsat_1_v5_gn_2_34381.2	VIT_205s0094g00370.1, VIT_205s0094g00370.3, VIT_205s0094g00370.2
OG0006147	Lsat_1_v5_gn_3_33341.3, Lsat_1_v5_gn_3_33341.1	VIT_201s0150g00550.1, VIT_201s0150g00550.2
OG0006148	Lsat_1_v5_gn_9_48180.1, Lsat_1_v5_gn_9_48180.3, Lsat_1_v5_gn_8_26721.1, Lsat_1_v5_gn_2_3161.1	VIT_218s0122g00510.1, VIT_218s0122g00510.2
OG0006149	Lsat_1_v5_gn_4_42960.3, Lsat_1_v5_gn_4_42960.1	VIT_215s0048g00520.2, VIT_215s0048g00520.1
OG0006150	Lsat_1_v5_gn_4_76461.1	VIT_217s0000g01790.3, VIT_217s0000g01790.2, VIT_217s0000g01790.1
OG0006151	Lsat_1_v5_gn_2_12381.1, Lsat_1_v5_gn_2_12381.2, Lsat_1_v5_gn_9_46321.2, Lsat_1_v5_gn_9_46321.1	VIT_218s0001g13930.1
OG0006152	Lsat_1_v5_gn_9_75400.1	VIT_218s0001g07380.1
OG0006153	Lsat_1_v5_gn_1_71561.4, Lsat_1_v5_gn_1_71561.2	VIT_203s0088g00670.2, VIT_203s0088g00670.1, VIT_207s0031g02890.1
OG0006154	Lsat_1_v5_gn_5_159601.4	VIT_207s0031g00700.3, VIT_207s0031g00700.2, VIT_207s0031g00700.1
OG0006155	Lsat_1_v5_gn_3_29780.3, Lsat_1_v5_gn_3_29780.1	VIT_201s0010g03300.4, VIT_201s0010g03300.6, VIT_201s0010g03300.5, VIT_201s0010g03300.2, VIT_201s0010g03300.1, VIT_201s0010g03300.3
OG0006156	Lsat_1_v5_gn_4_34080.1, Lsat_1_v5_gn_3_138461.1	VIT_215s0046g01620.2, VIT_215s0046g01620.1
OG0006157	Lsat_1_v5_gn_7_8340.1, Lsat_1_v5_gn_7_8340.3	VIT_215s0048g01790.4, VIT_215s0048g01790.6, VIT_215s0048g01790.2, VIT_215s0048g01790.5, VIT_215s0048g01790.1, VIT_215s0048g01790.3
OG0006158	Lsat_1_v5_gn_6_52561.1, Lsat_1_v5_gn_6_52561.3, Lsat_1_v5_gn_6_51820.1, Lsat_1_v5_gn_6_51840.1	VIT_206s0004g00960.1, VIT_202s0087g00750.1
OG0006159	Lsat_1_v5_gn_8_26321.1, Lsat_1_v5_gn_8_55401.1, Lsat_1_v5_gn_8_26321.2	VIT_210s0003g03920.2, VIT_210s0003g03920.3, VIT_210s0003g03920.1
OG0006160	Lsat_1_v5_gn_3_54040.1	VIT_201s0011g04420.1
OG0006161	Lsat_1_v5_gn_1_29241.1, Lsat_1_v5_gn_1_29241.2, Lsat_1_v5_gn_4_76880.3, Lsat_1_v5_gn_4_76880.2, Lsat_1_v5_gn_4_76880.1	VIT_217s0000g01540.1
OG0006162	Lsat_1_v5_gn_0_36860.1, Lsat_1_v5_gn_1_20160.2, Lsat_1_v5_gn_1_20160.1, Lsat_1_v5_gn_2_117301.1	VIT_218s0001g10780.1, VIT_218s0001g10780.2
OG0006164	Lsat_1_v5_gn_3_121441.1, Lsat_1_v5_gn_3_121441.3	VIT_210s0003g04000.1, VIT_210s0003g04000.2
OG0006165	Lsat_1_v5_gn_9_57820.1, Lsat_1_v5_gn_9_57820.3, Lsat_1_v5_gn_9_57820.2, Lsat_1_v5_gn_8_6081.2, Lsat_1_v5_gn_8_6081.1, Lsat_1_v5_gn_2_134201.3, Lsat_1_v5_gn_2_134201.1, Lsat_1_v5_gn_2_134201.2	VIT_216s0050g02500.1
OG0006166	Lsat_1_v5_gn_4_184761.1	VIT_214s0219g00130.1
OG0006167	Lsat_1_v5_gn_3_62981.1, Lsat_1_v5_gn_3_62981.3	VIT_200s0768g00010.1
OG0006169	Lsat_1_v5_gn_7_74260.1, Lsat_1_v5_gn_7_74260.2, Lsat_1_v5_gn_7_74820.1	VIT_212s0035g01820.1
OG0006169	Lsat_1_v5_gn_4_132460.1	VIT_218s0089g01010.1
OG0006170	Lsat_1_v5_gn_1_80940.1, Lsat_1_v5_gn_1_80940.3	VIT_207s0031g02850.4, VIT_207s0031g02850.5, VIT_207s0031g02850.2, VIT_207s0031g02850.1, VIT_207s0031g02850.3
OG0006171	Lsat_1_v5_gn_9_83140.1, Lsat_1_v5_gn_9_90500.1, Lsat_1_v5_gn_9_83140.3, Lsat_1_v5_gn_4_82740.1	VIT_217s0000g01080.1
OG0006172	Lsat_1_v5_gn_7_85281.2, Lsat_1_v5_gn_7_85281.1	VIT_203s0091g00700.1, VIT_203s0091g00700.2
OG0006173	Lsat_1_v5_gn_8_24781.3, Lsat_1_v5_gn_8_24781.1	VIT_214s0036g01030.2, VIT_214s0036g01030.1
OG0006174	Lsat_1_v5_gn_5_135100.1	VIT_209s0002g02270.3, VIT_209s0002g02270.6, VIT_209s0002g02270.5, VIT_209s0002g02270.7, VIT_209s0002g02270.1, VIT_209s0002g02270.4, VIT_209s0002g02270.2
OG0006175	Lsat_1_v5_gn_4_17680.3	VIT_210s0042g01230.1
OG0006176	Lsat_1_v5_gn_1_28420.1, Lsat_1_v5_gn_1_28820.1	VIT_217s0000g09980.1
OG0006177	Lsat_1_v5_gn_4_67421.1, Lsat_1_v5_gn_3_44201.1	VIT_203s0038g00760.1
OG0006178	Lsat_1_v5_gn_7_74220.2, Lsat_1_v5_gn_7_74220.3, Lsat_1_v5_gn_7_74220.1	VIT_214s0060g01740.1, VIT_214s0060g01740.2, VIT_214s0060g01740.3
OG0006179	Lsat_1_v5_gn_3_133380.1	VIT_218s0001g07660.4, VIT_218s0001g07660.6, VIT_218s0001g07660.2, VIT_218s0001g07660.3, VIT_218s0001g07660.5, VIT_218s0001g07660.7, VIT_218s0001g07660.1
OG0006180	Lsat_1_v5_gn_2_136280.1, Lsat_1_v5_gn_2_136280.3	VIT_216s0098g01650.1, VIT_216s0098g01650.2, VIT_216s0098g01650.4, VIT_216s0098g01650.5, VIT_216s0098g01650.3
OG0006181	Lsat_1_v5_gn_4_38401.1	VIT_200s0125g00260.6, VIT_200s0125g00260.5, VIT_200s0125g00260.4, VIT_200s0125g00260.3, VIT_200s0125g00260.7, VIT_200s0125g00260.2, VIT_200s0125g00260.1
OG0006182	Lsat_1_v5_gn_6_23981.1, Lsat_1_v5_gn_6_112361.1, Lsat_1_v5_gn_6_112361.2, Lsat_1_v5_gn_6_112361.3, Lsat_1_v5_gn_4_131141.2, Lsat_1_v5_gn_4_131141.1	VIT_218s0001g09170.2, VIT_218s0001g09170.1
OG0006183	Lsat_1_v5_gn_8_147520.1, Lsat_1_v5_gn_8_147520.3, Lsat_1_v5_gn_8_147520.4	VIT_201s0010g03940.2, VIT_201s0010g03940.1, VIT_201s0010g03940.3
OG0006184	Lsat_1_v5_gn_7_65761.3, Lsat_1_v5_gn_7_65761.1	VIT_205s0020g03060.1
OG0006185	Lsat_1_v5_gn_8_3580.1, Lsat_1_v5_gn_2_19401.1, Lsat_1_v5_gn_2_19401.2	VIT_217s0000g02750.1
OG0006186	Lsat_1_v5_gn_8_2220.3, Lsat_1_v5_gn_8_2220.1	VIT_217s0000g01010.1, VIT_217s0000g01070.1
OG0006187	Lsat_1_v5_gn_3_36601.1, Lsat_1_v5_gn_4_64660.1	VIT_210s0042g00170.1
OG0006188	Lsat_1_v5_gn_4_15380.1	VIT_201s0011g04670.4, VIT_201s0011g04670.3, VIT_201s0011g04670.1, VIT_201s0011g04670.2
OG0006189	Lsat_1_v5_gn_7_10860.1	VIT_209s0018g01180.2, VIT_209s0018g01180.1
OG0006190	Lsat_1_v5_gn_6_23301.3, Lsat_1_v5_gn_6_23301.1, Lsat_1_v5_gn_6_23301.2	VIT_216s0039g00280.2, VIT_216s0039g00280.1
OG0006192	Lsat_1_v5_gn_3_34601.3, Lsat_1_v5_gn_3_34601.1	VIT_211s0016g00100.1, VIT_211s0016g00100.2, VIT_211s0016g00100.3, VIT_211s0016g00100.6, VIT_211s0016g00100.5, VIT_211s0016g00100.4
OG0006193	Lsat_1_v5_gn_6_53100.1	VIT_206s0004g00450.2, VIT_206s0004g00450.1
OG0006194	Lsat_1_v5_gn_2_88360.3, Lsat_1_v5_gn_2_88360.1	VIT_214s0108g00940.6, VIT_214s0108g00940.4, VIT_214s0108g00940.3, VIT_214s0108g00940.1, VIT_214s0108g00940.5, VIT_214s0108g00940.2
OG0006195	Lsat_1_v5_gn_4_170021.1, Lsat_1_v5_gn_4_170021.3, Lsat_1_v5_gn_4_170041.2, Lsat_1_v5_gn_4_170041.1	VIT_214s0108g01310.1
OG0006196	Lsat_1_v5_gn_2_79320.2, Lsat_1_v5_gn_2_79320.1	VIT_214s0006g02720.1, VIT_214s0006g02720.3, VIT_214s0006g02720.2
OG0006197	Lsat_1_v5_gn_3_49081.1	VIT_201s0026g00720.1
OG0006197	Lsat_1_v5_gn_3_49121.2, Lsat_1_v5_gn_3_49121.1	VIT_201s0026g00670.1
OG0006198	Lsat_1_v5_gn_8_34800.1, Lsat_1_v5_gn_8_34800.3	VIT_201s0011g06260.3, VIT_201s0011g06260.2, VIT_201s0011g06260.1
OG0006199	Lsat_1_v5_gn_2_91661.4, Lsat_1_v5_gn_2_91661.1	VIT_214s0066g01070.2, VIT_214s0066g01070.6, VIT_214s0066g01070.5, VIT_214s0066g01070.1, VIT_214s0066g01070.9, VIT_214s0066g01070.7, VIT_214s0066g01070.8, VIT_214s0066g01070.3, VIT_214s0066g01070.4
OG0006200	Lsat_1_v5_gn_8_69941.1	VIT_214s0066g01700.1
OG0006201	Lsat_1_v5_gn_6_65141.2, Lsat_1_v5_gn_6_65141.1, Lsat_1_v5_gn_3_17861.1	VIT_202s0012g01320.1
OG0006202	Lsat_1_v5_gn_2_71900.1	VIT_204s0079g00760.2, VIT_204s0079g00760.1
OG0006203	Lsat_1_v5_gn_9_104581.3, Lsat_1_v5_gn_9_104581.1	VIT_212s0057g00670.3, VIT_212s0057g00670.2, VIT_212s0057g00670.1, VIT_212s0057g00670.5, VIT_212s0057g00670.4
OG0006204	Lsat_1_v5_gn_7_27441.2, Lsat_1_v5_gn_7_27441.1	VIT_201s0011g01080.5, VIT_201s0011g01080.6, VIT_201s0011g01080.3, VIT_201s0011g01080.2, VIT_201s0011g01080.1, VIT_201s0011g01080.4
OG0006206	Lsat_1_v5_gn_3_14041.1, Lsat_1_v5_gn_8_8441.1, Lsat_1_v5_gn_8_8441.2	VIT_205s0020g02930.1, VIT_205s0020g02930.2, VIT_216s0050g00450.2, VIT_216s0050g00450.1
OG0006207	Lsat_1_v5_gn_1_116100.3, Lsat_1_v5_gn_1_116100.2, Lsat_1_v5_gn_1_116100.1	VIT_217s0000g03610.1, VIT_217s0000g03610.2
OG0006208	Lsat_1_v5_gn_3_36280.3, Lsat_1_v5_gn_3_36280.1	VIT_217s0053g00120.1, VIT_210s0042g00950.1, VIT_210s0042g00950.2
OG0006209	Lsat_1_v5_gn_3_51661.1, Lsat_1_v5_gn_5_21220.1	VIT_217s0000g06680.1, VIT_217s0000g06680.2, VIT_201s0010g00510.1
OG0006210	Lsat_1_v5_gn_8_150620.1	VIT_201s0137g00220.2, VIT_201s0137g00220.7
OG0006211	Lsat_1_v5_gn_4_106880.1	VIT_217s0000g05510.1
OG0006212	Lsat_1_v5_gn_3_80541.1, Lsat_1_v5_gn_2_81120.1	VIT_201s0011g03930.1
OG0006213	Lsat_1_v5_gn_3_65021.1, Lsat_1_v5_gn_3_65021.2, Lsat_1_v5_gn_3_65021.3	VIT_214s0006g01080.1
OG0006213	Lsat_1_v5_gn_8_340.1, Lsat_1_v5_gn_8_340.3	VIT_217s0000g02010.1
OG0006214	Lsat_1_v5_gn_4_10841.2, Lsat_1_v5_gn_4_10841.1	VIT_201s0026g02690.1
OG0006214	Lsat_1_v5_gn_5_20801.1	VIT_217s0000g06380.1
OG0006215	Lsat_1_v5_gn_0_13881.3, Lsat_1_v5_gn_0_13881.2, Lsat_1_v5_gn_0_13881.1	VIT_212s0057g01340.2, VIT_212s0057g01340.1
OG0006216	Lsat_1_v5_gn_5_23101.1, Lsat_1_v5_gn_5_22780.2, Lsat_1_v5_gn_5_22780.1	VIT_217s0000g07200.2, VIT_217s0000g07210.1, VIT_217s0000g07200.1
OG0006217	Lsat_1_v5_gn_1_34320.4, Lsat_1_v5_gn_1_34320.2, Lsat_1_v5_gn_1_34320.1	VIT_209s0002g07070.1
OG0006218	Lsat_1_v5_gn_4_21341.2, Lsat_1_v5_gn_4_21341.1	VIT_201s0010g00820.1
OG0006219	Lsat_1_v5_gn_4_34900.2, Lsat_1_v5_gn_4_34900.1, Lsat_1_v5_gn_4_34900.3	VIT_215s0046g01740.5, VIT_215s0046g01740.1, VIT_215s0046g01740.3, VIT_215s0046g01740.2, VIT_215s0046g01740.4
OG0006220	Lsat_1_v5_gn_8_158161.3, Lsat_1_v5_gn_8_158161.1, Lsat_1_v5_gn_8_158161.2, Lsat_1_v5_gn_1_10560.2, Lsat_1_v5_gn_1_10560.3, Lsat_1_v5_gn_1_10560.1	VIT_201s0026g00230.2, VIT_201s0026g00230.3, VIT_201s0026g00230.1
OG0006221	Lsat_1_v5_gn_8_159821.1	VIT_201s0026g00190.1
OG0006221	Lsat_1_v5_gn_5_17060.2, Lsat_1_v5_gn_5_17060.1	VIT_217s0000g08080.1
OG0006222	Lsat_1_v5_gn_2_79940.1, Lsat_1_v5_gn_2_79940.3, Lsat_1_v5_gn_3_81860.1, Lsat_1_v5_gn_4_156660.1, Lsat_1_v5_gn_4_156660.3	VIT_208s0007g08830.1
OG0006223	Lsat_1_v5_gn_5_163601.4, Lsat_1_v5_gn_5_163601.1	VIT_213s0047g00170.5, VIT_213s0047g00170.6, VIT_213s0047g00170.1, VIT_213s0047g00170.2, VIT_213s0047g00170.4, VIT_213s0047g00170.3
OG0006225	Lsat_1_v5_gn_3_80500.3, Lsat_1_v5_gn_3_80500.1, Lsat_1_v5_gn_2_79380.1	VIT_214s0006g02690.2
OG0006226	Lsat_1_v5_gn_1_127920.1, Lsat_1_v5_gn_1_127920.3	VIT_200s0220g00010.1, VIT_200s0220g00010.2, VIT_200s0220g00010.4, VIT_200s0220g00010.3
OG0006227	Lsat_1_v5_gn_4_75160.1	VIT_217s0000g08520.4, VIT_217s0000g08520.3, VIT_217s0000g08520.1, VIT_217s0000g08520.5, VIT_217s0000g08520.2
OG0006228	Lsat_1_v5_gn_5_121400.1, Lsat_1_v5_gn_7_99181.1	VIT_212s0057g01530.1
OG0006229	Lsat_1_v5_gn_4_138241.1, Lsat_1_v5_gn_4_138241.3	VIT_204s0044g00530.1, VIT_204s0044g00530.3, VIT_204s0044g00530.4, VIT_204s0044g00530.2
OG0006230	Lsat_1_v5_gn_4_13360.3, Lsat_1_v5_gn_4_13360.1	VIT_201s0011g05370.1
OG0006231	Lsat_1_v5_gn_4_13601.1, Lsat_1_v5_gn_8_44300.1	VIT_201s0011g05330.4, VIT_201s0011g05330.3
OG0006232	Lsat_1_v5_gn_9_17160.1	VIT_200s0174g00200.1, VIT_200s0174g00200.3, VIT_200s0174g00200.4, VIT_200s0174g00200.2
OG0006233	Lsat_1_v5_gn_5_24460.1, Lsat_1_v5_gn_5_24460.2, Lsat_1_v5_gn_1_15541.2, Lsat_1_v5_gn_1_15541.1	VIT_217s0000g04670.1
OG0006234	Lsat_1_v5_gn_2_86460.2, Lsat_1_v5_gn_2_86460.1	VIT_214s0083g00440.2, VIT_214s0083g00440.3, VIT_214s0083g00440.1
OG0006235	Lsat_1_v5_gn_1_51600.1, Lsat_1_v5_gn_6_17200.1, Lsat_1_v5_gn_1_51600.2	VIT_208s0007g04980.1
OG0006236	Lsat_1_v5_gn_3_48100.1, Lsat_1_v5_gn_3_48100.3	VIT_201s0026g00090.1, VIT_201s0026g00100.1
OG0006237	Lsat_1_v5_gn_6_17700.1, Lsat_1_v5_gn_6_17700.3	VIT_202s0012g02700.2, VIT_202s0012g02700.3, VIT_202s0012g02700.1, VIT_202s0012g02700.4
OG0006238	Lsat_1_v5_gn_4_5501.1, Lsat_1_v5_gn_4_5501.3	VIT_201s0127g00500.2, VIT_201s0127g00500.1
OG0006239	Lsat_1_v5_gn_7_112141.3, Lsat_1_v5_gn_7_112141.1	VIT_219s0027g00600.4, VIT_219s0027g00600.2, VIT_219s0027g00600.1, VIT_219s0027g00600.3
OG0006240	Lsat_1_v5_gn_3_52080.3, Lsat_1_v5_gn_3_52080.1, Lsat_1_v5_gn_3_52060.3, Lsat_1_v5_gn_3_52060.1	VIT_208s0007g07610.3, VIT_208s0007g07610.1, VIT_208s0007g07610.2
OG0006241	Lsat_1_v5_gn_6_102021.3, Lsat_1_v5_gn_6_102021.1	VIT_218s0001g04540.1, VIT_218s0001g04540.2
OG0006242	Lsat_1_v5_gn_2_46180.1, Lsat_1_v5_gn_2_46180.3	VIT_213s0019g03660.1
OG0006243	Lsat_1_v5_gn_4_109141.1	VIT_217s0000g06590.1
OG0006244	Lsat_1_v5_gn_4_184201.1, Lsat_1_v5_gn_0_11721.1	VIT_214s0066g00410.4, VIT_214s0066g00410.2, VIT_214s0066g00410.1, VIT_214s0066g00410.3
OG0006245	Lsat_1_v5_gn_8_46361.1, Lsat_1_v5_gn_8_46361.2	VIT_201s0011g00450.2, VIT_201s0011g00450.1, VIT_201s0011g00450.3, VIT_201s0011g00450.4, VIT_201s0011g00450.6, VIT_201s0011g00450.5
OG0006246	Lsat_1_v5_gn_5_19381.5, Lsat_1_v5_gn_5_19381.4	VIT_217s0000g06000.1
OG0006246	Lsat_1_v5_gn_4_178121.1	VIT_214s0108g00480.4, VIT_214s0108g00480.2, VIT_214s0108g00480.1, VIT_214s0108g00480.3
OG0006247	Lsat_1_v5_gn_8_145181.1, Lsat_1_v5_gn_8_145181.2, Lsat_1_v5_gn_7_14180.1	VIT_217s0000g03430.1
OG0006248	Lsat_1_v5_gn_7_10420.1	VIT_215s0021g02050.1, VIT_215s0021g02050.2
OG0006250	Lsat_1_v5_gn_1_84880.1, Lsat_1_v5_gn_1_84880.2, Lsat_1_v5_gn_1_84880.3, Lsat_1_v5_gn_8_49061.2	VIT_216s0013g00130.1, VIT_216s0013g00130.2, VIT_216s0013g00130.5, VIT_216s0013g00130.4, VIT_216s0013g00130.3
OG0006251	Lsat_1_v5_gn_4_73401.1	VIT_217s0000g07730.1
OG0006251	Lsat_1_v5_gn_4_180900.1	VIT_214s0066g01870.1
OG0006252	Lsat_1_v5_gn_3_58300.2, Lsat_1_v5_gn_3_58300.1	VIT_214s0006g02940.1, VIT_214s0006g02930.1, VIT_210s0003g05120.1, VIT_201s0011g02870.5, VIT_201s0011g02870.4, VIT_201s0011g02870.6, VIT_201s0011g02870.3, VIT_201s0011g02870.2, VIT_201s0011g02870.1
OG0006253	Lsat_1_v5_gn_5_17960.1, Lsat_1_v5_gn_5_17960.3	VIT_207s0031g02330.1, VIT_207s0031g02330.2, VIT_207s0130g00490.1, VIT_207s0130g00490.2
OG0006254	Lsat_1_v5_gn_4_84321.1	VIT_217s0000g00120.3, VIT_201s0150g00180.2, VIT_201s0150g00180.1, VIT_217s0000g00120.4, VIT_217s0000g00120.1, VIT_217s0000g00120.2
OG0006255	Lsat_1_v5_gn_6_65520.1	VIT_202s0012g01280.1
OG0006256	Lsat_1_v5_gn_4_18360.1, Lsat_1_v5_gn_4_18360.3, Lsat_1_v5_gn_3_59460.1	VIT_201s0011g03420.1
OG0006258	Lsat_1_v5_gn_5_69460.1, Lsat_1_v5_gn_5_69460.3	VIT_205s0094g00030.1, VIT_205s0094g00030.2
OG0006260	Lsat_1_v5_gn_4_22721.1, Lsat_1_v5_gn_4_22721.3	VIT_201s0011g06250.2, VIT_201s0011g06250.1, VIT_201s0011g06250.3, VIT_201s0011g06250.4
OG0006261	Lsat_1_v5_gn_5_75720.1	VIT_205s0020g00790.1
OG0006262	Lsat_1_v5_gn_2_41901.3, Lsat_1_v5_gn_2_41901.1, Lsat_1_v5_gn_1_76300.2, Lsat_1_v5_gn_0_4560.2, Lsat_1_v5_gn_0_4520.3, Lsat_1_v5_gn_0_4520.1, Lsat_1_v5_gn_0_4560.1, Lsat_1_v5_gn_1_76300.1, Lsat_1_v5_gn_1_76260.2, Lsat_1_v5_gn_1_76260.1, Lsat_1_v5_gn_1_76220.1, Lsat_1_v5_gn_1_76220.2	VIT_205s0051g00330.2, VIT_205s0051g00330.3, VIT_205s0051g00330.1, VIT_205s0051g00330.4
OG0006263	Lsat_1_v5_gn_8_36881.1, Lsat_1_v5_gn_8_36881.3	VIT_216s0098g00580.2, VIT_216s0098g00580.3, VIT_216s0098g00580.1
OG0006265	Lsat_1_v5_gn_5_120381.1	VIT_203s0038g00160.3, VIT_203s0038g00160.1, VIT_203s0038g00160.6, VIT_203s0038g00160.7, VIT_203s0038g00160.2, VIT_203s0038g00160.5, VIT_203s0038g00160.4
OG0006267	Lsat_1_v5_gn_8_54041.1	VIT_201s0026g01590.4, VIT_201s0026g01590.2, VIT_201s0026g01590.6, VIT_201s0026g01590.5, VIT_201s0026g01590.3, VIT_201s0026g01590.1
OG0006286	Lsat_1_v5_gn_1_46560.3, Lsat_1_v5_gn_1_46340.4, Lsat_1_v5_gn_1_43301.1, Lsat_1_v5_gn_1_46340.3, Lsat_1_v5_gn_1_46340.2, Lsat_1_v5_gn_1_46340.1, Lsat_1_v5_gn_1_46500.1, Lsat_1_v5_gn_1_46400.1, Lsat_1_v5_gn_1_46560.1, Lsat_1_v5_gn_1_46280.2, Lsat_1_v5_gn_1_46240.1, Lsat_1_v5_gn_1_46180.1, Lsat_1_v5_gn_1_68400.1, Lsat_1_v5_gn_1_42220.1, Lsat_1_v5_gn_1_43221.1, Lsat_1_v5_gn_1_43181.1, Lsat_1_v5_gn_1_43181.3, Lsat_1_v5_gn_1_46320.1, Lsat_1_v5_gn_1_46320.3, Lsat_1_v5_gn_1_46520.1, Lsat_1_v5_gn_1_46280.1, Lsat_1_v5_gn_1_43281.1, Lsat_1_v5_gn_1_46480.1	VIT_202s0154g00430.1
OG0006296	Lsat_1_v5_gn_7_7481.2, Lsat_1_v5_gn_7_7481.1	VIT_215s0048g01760.2, VIT_215s0048g01760.1
OG0006297	Lsat_1_v5_gn_9_4901.3, Lsat_1_v5_gn_9_4901.1	VIT_207s0104g01360.2, VIT_207s0104g01360.1
OG0006298	Lsat_1_v5_gn_9_7120.1	VIT_207s0005g02520.2, VIT_207s0005g02520.1
OG0006299	Lsat_1_v5_gn_2_121421.1	VIT_213s0067g00230.1, VIT_213s0067g00230.3, VIT_213s0067g00230.2
OG0006300	Lsat_1_v5_gn_6_19160.4, Lsat_1_v5_gn_6_19160.1, Lsat_1_v5_gn_6_114241.3, Lsat_1_v5_gn_2_45680.3, Lsat_1_v5_gn_2_45680.1, Lsat_1_v5_gn_6_114241.1	VIT_205s0077g01330.1
OG0006301	Lsat_1_v5_gn_5_125561.1, Lsat_1_v5_gn_5_125561.2	VIT_219s0140g00210.1, VIT_201s0150g00060.1
OG0006302	Lsat_1_v5_gn_0_7500.1	VIT_213s0106g00490.1
OG0006303	Lsat_1_v5_gn_6_59580.2, Lsat_1_v5_gn_6_59580.1	VIT_205s0029g00240.2, VIT_205s0029g00240.1
