Orthogroup	L_sativa.proteins	B_vulgaris.proteins
OG0003999	Lsat_1_v5_gn_2_14940.2, Lsat_1_v5_gn_2_14940.1	Bevul.8G102200.1.p
OG0004000	Lsat_1_v5_gn_5_20001.1, Lsat_1_v5_gn_1_13261.1	Bevul.5G191700.1.p
OG0004001	Lsat_1_v5_gn_8_40260.1, Lsat_1_v5_gn_8_40260.3	Bevul.6G131800.1.p
OG0004002	Lsat_1_v5_gn_3_56021.1, Lsat_1_v5_gn_8_47881.3, Lsat_1_v5_gn_4_12401.3, Lsat_1_v5_gn_4_12401.1	Bevul.6G081000.1.p
OG0004003	Lsat_1_v5_gn_8_160460.1, Lsat_1_v5_gn_4_6500.1	Bevul.7G105500.1.p, Bevul.7G105500.2.p, Bevul.6G183800.1.p
OG0004004	Lsat_1_v5_gn_0_9201.3, Lsat_1_v5_gn_0_9201.1, Lsat_1_v5_gn_0_9201.2	Bevul.9G014100.1.p
OG0004005	Lsat_1_v5_gn_6_79381.2, Lsat_1_v5_gn_6_79381.1	Bevul.6G026600.1.p
OG0004006	Lsat_1_v5_gn_4_112060.1, Lsat_1_v5_gn_4_112060.2	Bevul.5G168200.1.p
OG0004007	Lsat_1_v5_gn_6_45261.1, Lsat_1_v5_gn_6_45261.3	Bevul.7G055900.1.p
OG0004008	Lsat_1_v5_gn_1_24621.1, Lsat_1_v5_gn_1_24721.1, Lsat_1_v5_gn_1_24721.2, Lsat_1_v5_gn_1_24721.3, Lsat_1_v5_gn_1_24741.2, Lsat_1_v5_gn_1_24741.1	Bevul.9G010600.4.p, Bevul.9G010600.2.p, Bevul.9G010600.3.p, Bevul.9G010600.5.p, Bevul.9G010600.6.p, Bevul.9G010600.1.p, Bevul.9G010600.7.p, Bevul.9G010700.4.p, Bevul.9G010700.3.p, Bevul.9G010700.2.p, Bevul.9G010700.1.p, Bevul.4G048500.1.p
OG0004009	Lsat_1_v5_gn_4_157160.3, Lsat_1_v5_gn_4_157140.3, Lsat_1_v5_gn_4_157340.1, Lsat_1_v5_gn_4_157220.1, Lsat_1_v5_gn_4_157180.1, Lsat_1_v5_gn_4_157160.1, Lsat_1_v5_gn_4_157140.1, Lsat_1_v5_gn_4_157300.1, Lsat_1_v5_gn_4_157100.1, Lsat_1_v5_gn_4_156780.2, Lsat_1_v5_gn_4_156780.1, Lsat_1_v5_gn_4_156481.1, Lsat_1_v5_gn_4_156501.1, Lsat_1_v5_gn_4_157060.1, Lsat_1_v5_gn_4_157120.1, Lsat_1_v5_gn_4_157080.1, Lsat_1_v5_gn_4_157020.1, Lsat_1_v5_gn_4_157500.1, Lsat_1_v5_gn_3_81040.1	Bevul.6G225100.1.p
OG0004026	Lsat_1_v5_gn_8_78840.1, Lsat_1_v5_gn_8_78840.3, Lsat_1_v5_gn_5_167061.1	Bevul.7G213600.1.p
OG0004027	Lsat_1_v5_gn_4_30101.1	Bevul.2G044700.1.p
OG0004027	Lsat_1_v5_gn_5_159481.1, Lsat_1_v5_gn_5_159481.4	Bevul.3G207500.1.p
OG0004028	Lsat_1_v5_gn_4_71800.1	Bevul.9G134800.1.p
OG0004029	Lsat_1_v5_gn_2_43901.2, Lsat_1_v5_gn_1_38741.2, Lsat_1_v5_gn_1_27981.3, Lsat_1_v5_gn_9_50921.2	Bevul.7G083600.1.p, Bevul.5G168600.1.p, Bevul.5G127000.1.p
OG0004029	Lsat_1_v5_gn_5_176141.1, Lsat_1_v5_gn_1_38741.1, Lsat_1_v5_gn_9_50921.1, Lsat_1_v5_gn_1_27981.1, Lsat_1_v5_gn_2_43901.1	Bevul.7G081200.1.p
OG0004030	Lsat_1_v5_gn_8_56600.1, Lsat_1_v5_gn_5_184421.1, Lsat_1_v5_gn_5_184421.3, Lsat_1_v5_gn_5_184421.2	Bevul.3G138400.1.p, Bevul.1G132000.1.p
OG0004031	Lsat_1_v5_gn_3_126481.1, Lsat_1_v5_gn_7_12200.1	Bevul.7G204300.1.p
OG0004032	Lsat_1_v5_gn_1_124781.3, Lsat_1_v5_gn_1_124781.1	Bevul.8G001700.1.p
OG0004033	Lsat_1_v5_gn_5_166280.1, Lsat_1_v5_gn_5_166280.2, Lsat_1_v5_gn_5_166280.3	Bevul.7G215800.1.p
OG0004034	Lsat_1_v5_gn_1_70301.1, Lsat_1_v5_gn_1_70301.2, Lsat_1_v5_gn_1_70400.1, Lsat_1_v5_gn_1_70400.2, Lsat_1_v5_gn_1_70360.2, Lsat_1_v5_gn_1_70360.1, Lsat_1_v5_gn_1_70360.3	Bevul.3G229200.1.p
OG0004035	Lsat_1_v5_gn_6_117561.1, Lsat_1_v5_gn_6_117561.2	Bevul.7G079800.2.p, Bevul.7G079800.7.p, Bevul.7G079800.8.p, Bevul.7G079800.1.p, Bevul.7G079800.5.p, Bevul.7G079800.3.p, Bevul.7G079800.4.p, Bevul.7G079800.6.p
OG0004036	Lsat_1_v5_gn_9_29700.1, Lsat_1_v5_gn_5_44120.1	Bevul.6G071200.1.p, Bevul.6G070900.1.p
OG0004037	Lsat_1_v5_gn_2_17881.1	Bevul.9G138100.1.p, Bevul.4G214200.1.p
OG0004038	Lsat_1_v5_gn_7_71401.2, Lsat_1_v5_gn_7_71401.1, Lsat_1_v5_gn_7_71401.3	Bevul.2G095400.4.p, Bevul.2G095400.1.p, Bevul.2G095400.3.p, Bevul.2G095400.6.p, Bevul.2G095400.2.p, Bevul.2G095400.5.p
OG0004039	Lsat_1_v5_gn_7_65560.1, Lsat_1_v5_gn_7_65560.2	Bevul.5G260000.1.p, Bevul.4G171500.1.p
OG0004040	Lsat_1_v5_gn_1_56180.1, Lsat_1_v5_gn_1_56180.3, Lsat_1_v5_gn_2_115920.3, Lsat_1_v5_gn_2_115920.1	Bevul.3G148100.1.p, Bevul.3G206600.1.p
OG0004043	Lsat_1_v5_gn_2_96420.1, Lsat_1_v5_gn_2_96420.3, Lsat_1_v5_gn_6_41140.2, Lsat_1_v5_gn_6_41140.1	Bevul.9G104900.1.p, Bevul.9G104900.2.p
OG0004044	Lsat_1_v5_gn_9_120880.1, Lsat_1_v5_gn_9_120880.2, Lsat_1_v5_gn_7_79240.1, Lsat_1_v5_gn_5_105880.1	Bevul.9G207700.1.p
OG0004045	Lsat_1_v5_gn_9_60901.1	Bevul.2G248100.1.p
OG0004046	Lsat_1_v5_gn_8_88580.1, Lsat_1_v5_gn_5_178480.1	Bevul.7G137100.1.p
OG0004046	Lsat_1_v5_gn_1_69980.1, Lsat_1_v5_gn_2_49201.1	Bevul.3G228500.1.p
OG0004047	Lsat_1_v5_gn_4_35200.1, Lsat_1_v5_gn_7_2641.1, Lsat_1_v5_gn_7_2621.1, Lsat_1_v5_gn_7_2601.1, Lsat_1_v5_gn_7_2601.4, Lsat_1_v5_gn_7_2601.6	Bevul.1G183600.1.p, Bevul.1G183500.1.p, Bevul.1G183700.1.p
OG0004048	Lsat_1_v5_gn_6_71181.2, Lsat_1_v5_gn_6_71181.1	Bevul.4G228000.1.p
OG0004049	Lsat_1_v5_gn_4_140960.1, Lsat_1_v5_gn_4_140960.2, Lsat_1_v5_gn_4_141120.1	Bevul.6G104100.1.p
OG0004050	Lsat_1_v5_gn_1_125940.1, Lsat_1_v5_gn_1_125940.2, Lsat_1_v5_gn_8_83661.1	Bevul.8G096800.1.p, Bevul.5G129800.1.p
OG0004051	Lsat_1_v5_gn_1_53521.3, Lsat_1_v5_gn_1_53521.1	Bevul.7G065700.1.p, Bevul.7G065700.2.p, Bevul.7G065700.3.p
OG0004052	Lsat_1_v5_gn_5_191060.1	Bevul.7G094500.1.p
OG0004054	Lsat_1_v5_gn_6_49841.1	Bevul.4G242900.1.p
OG0004055	Lsat_1_v5_gn_1_109380.1, Lsat_1_v5_gn_1_109360.1, Lsat_1_v5_gn_4_133401.1, Lsat_1_v5_gn_4_133401.3	Bevul.2G041900.1.p, Bevul.2G041800.1.p, Bevul.2G041800.2.p
OG0004056	Lsat_1_v5_gn_9_10521.1, Lsat_1_v5_gn_9_10521.3	Bevul.5G249800.1.p
OG0004058	Lsat_1_v5_gn_5_186821.1, Lsat_1_v5_gn_5_186821.3, Lsat_1_v5_gn_5_186821.2	Bevul.5G241500.1.p
OG0004059	Lsat_1_v5_gn_5_53081.1, Lsat_1_v5_gn_5_53081.2	Bevul.3G156000.1.p
OG0004060	Lsat_1_v5_gn_3_16520.3, Lsat_1_v5_gn_3_16520.1	Bevul.8G086500.1.p
OG0004061	Lsat_1_v5_gn_8_79401.1, Lsat_1_v5_gn_8_79401.3	Bevul.5G176900.1.p, Bevul.3G115900.1.p
OG0004063	Lsat_1_v5_gn_2_74301.1, Lsat_1_v5_gn_8_115961.1, Lsat_1_v5_gn_2_74301.2, Lsat_1_v5_gn_8_75341.1	Bevul.3G182700.1.p
OG0004064	Lsat_1_v5_gn_8_89640.3, Lsat_1_v5_gn_8_89640.1, Lsat_1_v5_gn_9_15241.3, Lsat_1_v5_gn_9_15241.1	Bevul.7G129500.1.p
OG0004065	Lsat_1_v5_gn_8_23721.2, Lsat_1_v5_gn_8_23721.1	Bevul.7G030700.1.p
OG0004066	Lsat_1_v5_gn_6_70601.3, Lsat_1_v5_gn_6_70601.1	Bevul.7G032600.1.p, Bevul.7G032600.2.p
OG0004067	Lsat_1_v5_gn_3_133701.1, Lsat_1_v5_gn_6_37921.1	Bevul.8G079300.1.p
OG0004068	Lsat_1_v5_gn_1_50681.1, Lsat_1_v5_gn_1_50681.3, Lsat_1_v5_gn_6_26780.1	Bevul.7G038800.2.p, Bevul.7G038800.1.p
OG0004069	Lsat_1_v5_gn_2_38660.1, Lsat_1_v5_gn_5_71180.1, Lsat_1_v5_gn_5_71180.2	Bevul.3G105100.1.p
OG0004070	Lsat_1_v5_gn_5_189700.1, Lsat_1_v5_gn_9_5100.2, Lsat_1_v5_gn_9_5100.4, Lsat_1_v5_gn_8_55700.3, Lsat_1_v5_gn_8_55700.1	Bevul.7G079000.1.p, Bevul.7G079000.2.p
OG0004071	Lsat_1_v5_gn_5_188201.3, Lsat_1_v5_gn_5_188201.1, Lsat_1_v5_gn_9_3660.1	Bevul.7G073000.1.p, Bevul.4G154900.1.p
OG0004072	Lsat_1_v5_gn_8_85400.2, Lsat_1_v5_gn_8_85400.1, Lsat_1_v5_gn_8_85400.3	Bevul.5G141400.1.p
OG0004073	Lsat_1_v5_gn_2_28360.1	Bevul.4G228400.1.p
OG0004074	Lsat_1_v5_gn_8_75920.3, Lsat_1_v5_gn_8_75920.1, Lsat_1_v5_gn_9_23221.3, Lsat_1_v5_gn_9_23221.2, Lsat_1_v5_gn_9_23221.1	Bevul.7G207300.1.p
OG0004075	Lsat_1_v5_gn_5_6460.3, Lsat_1_v5_gn_8_83181.1, Lsat_1_v5_gn_5_6460.1, Lsat_1_v5_gn_5_190500.1, Lsat_1_v5_gn_3_33000.2, Lsat_1_v5_gn_3_33000.1, Lsat_1_v5_gn_7_94561.1, Lsat_1_v5_gn_5_190500.2	Bevul.6G166900.1.p, Bevul.6G166800.1.p
OG0004076	Lsat_1_v5_gn_9_21601.1	Bevul.7G214600.1.p
OG0004077	Lsat_1_v5_gn_6_1580.2, Lsat_1_v5_gn_6_1580.3, Lsat_1_v5_gn_6_1580.1, Lsat_1_v5_gn_6_116360.1, Lsat_1_v5_gn_6_116360.3	Bevul.3G059000.1.p
OG0004078	Lsat_1_v5_gn_2_18081.1, Lsat_1_v5_gn_2_18081.3	Bevul.3G105700.1.p, Bevul.4G212400.1.p
OG0004079	Lsat_1_v5_gn_1_112921.1, Lsat_1_v5_gn_1_112921.2, Lsat_1_v5_gn_1_112921.3	Bevul.3G148900.1.p
OG0004080	Lsat_1_v5_gn_1_59281.3, Lsat_1_v5_gn_6_38800.3, Lsat_1_v5_gn_6_38800.1	Bevul.7G227000.1.p, Bevul.8G187900.1.p
OG0004081	Lsat_1_v5_gn_4_139341.1	Bevul.4G140700.1.p
OG0004082	Lsat_1_v5_gn_7_76501.2, Lsat_1_v5_gn_7_76501.1	Bevul.1G201900.1.p
OG0004083	Lsat_1_v5_gn_5_48701.1, Lsat_1_v5_gn_5_48701.3	Bevul.6G069200.1.p
OG0004084	Lsat_1_v5_gn_1_74141.1, Lsat_1_v5_gn_1_74360.1, Lsat_1_v5_gn_1_74401.1, Lsat_1_v5_gn_1_74380.1	Bevul.4G214500.1.p, Bevul.3G113900.1.p
OG0004085	Lsat_1_v5_gn_3_46681.3, Lsat_1_v5_gn_3_46681.1	Bevul.9G137400.1.p
OG0004086	Lsat_1_v5_gn_7_77041.1, Lsat_1_v5_gn_7_77041.2, Lsat_1_v5_gn_9_121780.1, Lsat_1_v5_gn_9_121780.2	Bevul.6G156400.1.p
OG0004087	Lsat_1_v5_gn_3_120241.1, Lsat_1_v5_gn_3_120241.2	Bevul.4G188700.1.p
OG0004088	Lsat_1_v5_gn_6_105381.2, Lsat_1_v5_gn_6_105381.1, Lsat_1_v5_gn_1_2480.4, Lsat_1_v5_gn_1_2480.1	Bevul.3G112700.1.p
OG0004089	Lsat_1_v5_gn_6_8860.2, Lsat_1_v5_gn_6_8860.1	Bevul.5G013700.1.p
OG0004090	Lsat_1_v5_gn_4_164500.1	Bevul.6G005700.1.p
OG0004090	Lsat_1_v5_gn_4_127841.2, Lsat_1_v5_gn_4_127841.1	Bevul.1G002900.1.p
OG0004091	Lsat_1_v5_gn_4_76620.1, Lsat_1_v5_gn_1_2461.1, Lsat_1_v5_gn_1_2461.3	Bevul.1G110600.1.p
OG0004092	Lsat_1_v5_gn_2_78720.1, Lsat_1_v5_gn_3_73920.1, Lsat_1_v5_gn_3_73920.2	Bevul.6G029000.1.p
OG0004093	Lsat_1_v5_gn_9_112100.1, Lsat_1_v5_gn_9_112160.1, Lsat_1_v5_gn_9_112561.2, Lsat_1_v5_gn_9_112561.1	Bevul.9G232600.1.p, Bevul.9G232500.1.p
OG0004094	Lsat_1_v5_gn_8_34760.1, Lsat_1_v5_gn_8_34760.3	Bevul.6G096600.1.p
OG0004095	Lsat_1_v5_gn_4_162340.1, Lsat_1_v5_gn_4_162340.2, Lsat_1_v5_gn_2_83781.1	Bevul.6G011600.1.p
OG0004096	Lsat_1_v5_gn_2_116140.5, Lsat_1_v5_gn_2_116140.2	Bevul.2G205300.8.p, Bevul.2G205300.7.p, Bevul.2G205300.1.p, Bevul.2G205300.11.p, Bevul.2G205300.3.p, Bevul.2G205300.9.p, Bevul.2G205300.6.p, Bevul.2G205300.2.p, Bevul.2G205300.4.p, Bevul.2G205300.5.p, Bevul.2G205300.10.p
OG0004097	Lsat_1_v5_gn_1_8361.1	Bevul.1G117300.1.p
OG0004098	Lsat_1_v5_gn_2_67341.1, Lsat_1_v5_gn_2_67341.3	Bevul.6G057200.1.p
OG0004099	Lsat_1_v5_gn_7_87840.1	Bevul.9G182500.1.p, Bevul.9G182400.1.p
OG0004100	Lsat_1_v5_gn_9_47660.2, Lsat_1_v5_gn_9_47660.1	Bevul.3G015900.1.p
OG0004101	Lsat_1_v5_gn_9_121240.2, Lsat_1_v5_gn_9_121240.1, Lsat_1_v5_gn_5_104780.1	Bevul.4G185100.1.p
OG0004102	Lsat_1_v5_gn_9_111000.1	Bevul.9G130900.2.p, Bevul.9G130900.1.p, Bevul.9G130900.4.p, Bevul.9G130900.6.p, Bevul.9G130900.3.p, Bevul.9G130900.5.p
OG0004103	Lsat_1_v5_gn_5_26901.1, Lsat_1_v5_gn_5_26901.2, Lsat_1_v5_gn_4_116980.1	Bevul.1G162200.1.p
OG0004104	Lsat_1_v5_gn_5_103901.1, Lsat_1_v5_gn_9_120180.1, Lsat_1_v5_gn_9_120180.2, Lsat_1_v5_gn_5_103901.3, Lsat_1_v5_gn_5_103901.2, Lsat_1_v5_gn_5_103901.4	Bevul.8G007900.1.p
OG0004105	Lsat_1_v5_gn_7_79840.3, Lsat_1_v5_gn_7_79840.1, Lsat_1_v5_gn_9_117540.1, Lsat_1_v5_gn_9_117540.2	Bevul.9G228200.1.p, Bevul.9G228200.2.p, Bevul.9G228200.3.p, Bevul.8G115600.1.p
OG0004106	Lsat_1_v5_gn_4_152080.2, Lsat_1_v5_gn_4_152080.1, Lsat_1_v5_gn_3_76401.2, Lsat_1_v5_gn_3_76401.1	Bevul.6G018900.1.p
OG0004107	Lsat_1_v5_gn_2_73761.1, Lsat_1_v5_gn_7_1541.1	Bevul.6G074700.1.p
OG0004108	Lsat_1_v5_gn_8_121800.2, Lsat_1_v5_gn_8_121800.1, Lsat_1_v5_gn_8_121800.3	Bevul.9G126100.1.p, Bevul.9G126100.2.p
OG0004109	Lsat_1_v5_gn_4_158640.3, Lsat_1_v5_gn_4_158640.1, Lsat_1_v5_gn_2_80441.3, Lsat_1_v5_gn_2_80441.1, Lsat_1_v5_gn_3_84881.1	Bevul.6G084300.1.p
OG0004110	Lsat_1_v5_gn_8_139620.1, Lsat_1_v5_gn_9_31941.1, Lsat_1_v5_gn_2_72140.3, Lsat_1_v5_gn_2_72140.1	Bevul.9G090700.1.p
OG0004111	Lsat_1_v5_gn_2_83081.1, Lsat_1_v5_gn_3_87201.1	Bevul.6G012500.1.p
OG0004112	Lsat_1_v5_gn_5_46500.1, Lsat_1_v5_gn_5_46500.3	Bevul.9G149000.1.p, Bevul.9G149000.2.p
OG0004113	Lsat_1_v5_gn_2_73661.3, Lsat_1_v5_gn_2_73661.1	Bevul.6G238700.1.p
OG0004114	Lsat_1_v5_gn_7_32801.3, Lsat_1_v5_gn_7_32801.1, Lsat_1_v5_gn_7_32741.1, Lsat_1_v5_gn_7_32841.2, Lsat_1_v5_gn_7_32841.3, Lsat_1_v5_gn_7_32841.1, Lsat_1_v5_gn_7_32940.1, Lsat_1_v5_gn_7_32940.2	Bevul.8G082300.1.p
OG0004115	Lsat_1_v5_gn_1_41100.1	Bevul.3G059100.1.p
OG0004116	Lsat_1_v5_gn_4_178480.1, Lsat_1_v5_gn_3_93020.1, Lsat_1_v5_gn_2_87161.1	Bevul.6G092500.1.p
OG0004117	Lsat_1_v5_gn_8_122001.1, Lsat_1_v5_gn_6_34280.1, Lsat_1_v5_gn_3_47821.1	Bevul.9G124600.4.p, Bevul.9G124600.2.p, Bevul.9G124600.1.p, Bevul.9G124600.3.p
OG0004118	Lsat_1_v5_gn_7_87961.1, Lsat_1_v5_gn_7_87961.3	Bevul.9G179500.1.p
OG0004118	Lsat_1_v5_gn_1_58400.1, Lsat_1_v5_gn_6_34861.1	Bevul.5G111300.1.p
OG0004119	Lsat_1_v5_gn_7_13800.3, Lsat_1_v5_gn_7_13800.1, Lsat_1_v5_gn_4_63420.2, Lsat_1_v5_gn_4_63420.1, Lsat_1_v5_gn_9_117501.1	Bevul.8G040600.1.p
OG0004120	Lsat_1_v5_gn_1_43921.1, Lsat_1_v5_gn_6_114300.1	Bevul.3G054300.1.p
OG0004121	Lsat_1_v5_gn_7_22140.2, Lsat_1_v5_gn_7_22140.3, Lsat_1_v5_gn_7_22140.1	Bevul.8G019500.1.p
OG0004122	Lsat_1_v5_gn_7_114900.3, Lsat_1_v5_gn_7_114900.1, Lsat_1_v5_gn_3_17641.1	Bevul.4G005100.1.p
OG0004124	Lsat_1_v5_gn_8_167161.1, Lsat_1_v5_gn_8_167161.3, Lsat_1_v5_gn_5_108021.3, Lsat_1_v5_gn_5_108021.1	Bevul.9G135600.2.p, Bevul.9G135600.1.p, Bevul.7G154400.1.p
OG0004125	Lsat_1_v5_gn_7_54281.1, Lsat_1_v5_gn_7_54281.2	Bevul.8G213500.1.p
OG0004126	Lsat_1_v5_gn_4_65921.1	Bevul.9G080300.2.p, Bevul.9G080300.1.p
OG0004127	Lsat_1_v5_gn_1_113160.2, Lsat_1_v5_gn_1_113160.1	Bevul.8G080800.1.p
OG0004128	Lsat_1_v5_gn_1_129281.1	Bevul.8G111500.2.p, Bevul.8G111500.1.p
OG0004128	Lsat_1_v5_gn_7_114400.1	Bevul.4G026400.1.p
OG0004130	Lsat_1_v5_gn_9_37901.1, Lsat_1_v5_gn_9_37901.3, Lsat_1_v5_gn_1_30140.2, Lsat_1_v5_gn_1_30140.1	Bevul.5G165300.1.p
OG0004131	Lsat_1_v5_gn_5_166580.3	Bevul.7G030300.1.p
OG0004132	Lsat_1_v5_gn_3_10601.1, Lsat_1_v5_gn_3_10601.3	Bevul.5G017600.1.p
OG0004134	Lsat_1_v5_gn_8_6441.1, Lsat_1_v5_gn_2_131520.1	Bevul.3G048100.1.p
OG0004135	Lsat_1_v5_gn_5_135281.1, Lsat_1_v5_gn_5_135281.2	Bevul.7G176600.1.p, Bevul.7G176700.1.p
OG0004136	Lsat_1_v5_gn_5_130860.3, Lsat_1_v5_gn_5_130860.1, Lsat_1_v5_gn_5_130781.1, Lsat_1_v5_gn_5_130801.1	Bevul.9G206700.1.p
OG0004137	Lsat_1_v5_gn_4_71961.1	Bevul.9G132400.2.p, Bevul.9G132400.1.p
OG0004138	Lsat_1_v5_gn_7_44361.2, Lsat_1_v5_gn_7_44361.1, Lsat_1_v5_gn_6_113460.1	Bevul.2G176000.5.p, Bevul.2G176000.3.p, Bevul.2G176000.4.p, Bevul.2G176000.1.p
OG0004139	Lsat_1_v5_gn_7_84001.1, Lsat_1_v5_gn_7_82800.1	Bevul.7G192500.1.p
OG0004141	Lsat_1_v5_gn_8_87701.3, Lsat_1_v5_gn_8_87701.1	Bevul.8G128900.1.p
OG0004142	Lsat_1_v5_gn_4_96000.3, Lsat_1_v5_gn_4_96000.1, Lsat_1_v5_gn_4_96000.2	Bevul.9G108800.2.p, Bevul.9G108800.3.p, Bevul.9G108800.4.p, Bevul.9G108800.1.p, Bevul.9G108800.6.p, Bevul.9G108800.5.p
OG0004143	Lsat_1_v5_gn_4_103420.1	Bevul.9G201800.2.p, Bevul.9G201800.1.p
OG0004144	Lsat_1_v5_gn_0_36001.1, Lsat_1_v5_gn_4_180301.3, Lsat_1_v5_gn_4_180301.1	Bevul.7G113000.1.p
OG0004144	Lsat_1_v5_gn_4_8180.1	Bevul.6G248400.1.p
OG0004145	Lsat_1_v5_gn_6_8180.2, Lsat_1_v5_gn_6_8180.1, Lsat_1_v5_gn_6_78800.1	Bevul.5G039300.1.p
OG0004146	Lsat_1_v5_gn_4_43721.1, Lsat_1_v5_gn_4_43721.3, Lsat_1_v5_gn_4_43721.2	Bevul.1G139900.1.p
OG0004147	Lsat_1_v5_gn_7_44320.2, Lsat_1_v5_gn_7_44320.1	Bevul.8G166500.1.p
OG0004148	Lsat_1_v5_gn_5_174560.1, Lsat_1_v5_gn_5_174560.2, Lsat_1_v5_gn_8_111360.1, Lsat_1_v5_gn_8_111360.3	Bevul.7G217600.1.p
OG0004149	Lsat_1_v5_gn_3_54960.1, Lsat_1_v5_gn_3_54960.2	Bevul.8G114900.1.p
OG0004150	Lsat_1_v5_gn_5_78640.3, Lsat_1_v5_gn_5_78640.2, Lsat_1_v5_gn_5_78640.1	Bevul.2G139800.1.p, Bevul.2G139800.4.p, Bevul.2G139800.2.p, Bevul.2G139800.3.p
OG0004151	Lsat_1_v5_gn_6_86780.3, Lsat_1_v5_gn_6_86780.1, Lsat_1_v5_gn_6_86780.2, Lsat_1_v5_gn_8_135021.1	Bevul.1G167500.1.p
OG0004151	Lsat_1_v5_gn_7_5481.3, Lsat_1_v5_gn_7_5481.1	Bevul.5G032800.1.p
OG0004152	Lsat_1_v5_gn_8_86441.1, Lsat_1_v5_gn_5_140720.1, Lsat_1_v5_gn_5_140720.2, Lsat_1_v5_gn_8_70600.1, Lsat_1_v5_gn_7_58260.1	Bevul.2G134500.1.p
OG0004153	Lsat_1_v5_gn_5_132480.1, Lsat_1_v5_gn_5_132480.2, Lsat_1_v5_gn_5_132480.3	Bevul.9G195500.1.p
OG0004153	Lsat_1_v5_gn_5_30500.3, Lsat_1_v5_gn_5_30500.1	Bevul.2G023900.1.p
OG0004154	Lsat_1_v5_gn_6_115861.1	Bevul.2G175700.1.p
OG0004156	Lsat_1_v5_gn_1_16981.1, Lsat_1_v5_gn_1_16981.2, Lsat_1_v5_gn_7_561.1	Bevul.1G196700.1.p, Bevul.1G196600.1.p
OG0004157	Lsat_1_v5_gn_6_17960.1	Bevul.5G066000.1.p
OG0004158	Lsat_1_v5_gn_9_56521.1, Lsat_1_v5_gn_9_56521.3	Bevul.3G051200.1.p
OG0004159	Lsat_1_v5_gn_1_52741.1, Lsat_1_v5_gn_1_52741.3	Bevul.7G043900.1.p
OG0004160	Lsat_1_v5_gn_4_92321.1, Lsat_1_v5_gn_5_137860.1, Lsat_1_v5_gn_5_137860.3	Bevul.7G161600.1.p
OG0004161	Lsat_1_v5_gn_6_9340.1, Lsat_1_v5_gn_6_9340.2, Lsat_1_v5_gn_6_81860.1, Lsat_1_v5_gn_6_81860.2	Bevul.5G062800.1.p
OG0004162	Lsat_1_v5_gn_1_36540.2, Lsat_1_v5_gn_1_36540.1, Lsat_1_v5_gn_5_134160.1	Bevul.9G111800.1.p, Bevul.9G111800.2.p
OG0004163	Lsat_1_v5_gn_8_5100.1, Lsat_1_v5_gn_2_136060.1, Lsat_1_v5_gn_2_136060.3	Bevul.3G038300.1.p
OG0004164	Lsat_1_v5_gn_6_32161.3, Lsat_1_v5_gn_6_32161.1, Lsat_1_v5_gn_6_32161.2	Bevul.2G004400.1.p, Bevul.2G004400.3.p
OG0004165	Lsat_1_v5_gn_5_62200.3, Lsat_1_v5_gn_5_62200.2, Lsat_1_v5_gn_5_62200.1, Lsat_1_v5_gn_3_25440.2, Lsat_1_v5_gn_3_25440.1, Lsat_1_v5_gn_3_25440.3	Bevul.2G003800.2.p, Bevul.2G003800.1.p, Bevul.2G003800.4.p, Bevul.2G003800.3.p
OG0004166	Lsat_1_v5_gn_9_81361.1, Lsat_1_v5_gn_9_81361.3	Bevul.4G006400.1.p
OG0004167	Lsat_1_v5_gn_7_10021.1, Lsat_1_v5_gn_7_10021.3	Bevul.1G136700.1.p
OG0004168	Lsat_1_v5_gn_9_50221.3, Lsat_1_v5_gn_9_50221.1, Lsat_1_v5_gn_9_50181.1, Lsat_1_v5_gn_9_50181.3, Lsat_1_v5_gn_9_50221.4	Bevul.3G029500.1.p
OG0004169	Lsat_1_v5_gn_2_129680.2, Lsat_1_v5_gn_2_129680.1	Bevul.3G085400.1.p
OG0004169	Lsat_1_v5_gn_3_3161.1, Lsat_1_v5_gn_3_3161.3	Bevul.5G042500.1.p
OG0004170	Lsat_1_v5_gn_8_110501.1, Lsat_1_v5_gn_8_110501.3	Bevul.7G004100.1.p
OG0004172	Lsat_1_v5_gn_2_103340.2, Lsat_1_v5_gn_2_103340.1, Lsat_1_v5_gn_8_17681.1, Lsat_1_v5_gn_8_17681.2	Bevul.4G100100.1.p
OG0004173	Lsat_1_v5_gn_7_114840.1	Bevul.4G002400.1.p
OG0004173	Lsat_1_v5_gn_3_43840.3, Lsat_1_v5_gn_3_43840.1, Lsat_1_v5_gn_4_68320.1, Lsat_1_v5_gn_4_68320.3	Bevul.9G067400.1.p
OG0004174	Lsat_1_v5_gn_1_7960.2, Lsat_1_v5_gn_1_7960.1, Lsat_1_v5_gn_2_49000.1, Lsat_1_v5_gn_2_49000.3	Bevul.4G003700.1.p
OG0004175	Lsat_1_v5_gn_7_30541.1, Lsat_1_v5_gn_4_28981.1	Bevul.8G084500.1.p
OG0004176	Lsat_1_v5_gn_2_38340.3, Lsat_1_v5_gn_2_38340.1, Lsat_1_v5_gn_2_38340.2	Bevul.3G109800.1.p
OG0004177	Lsat_1_v5_gn_2_19341.1, Lsat_1_v5_gn_2_20961.2, Lsat_1_v5_gn_2_20961.1	Bevul.1G143200.1.p
OG0004179	Lsat_1_v5_gn_2_126301.1	Bevul.2G027700.1.p
OG0004179	Lsat_1_v5_gn_5_151941.1	Bevul.7G004300.1.p
