,gene_ID,module,AT_gene_id,Symbol,TopBlastHitDescription,Position
8091,Dm_00018382-RA,5,AT2G05940.1," Symbols: RIPK, PBL14 "," PBS1-LIKE 14, RPM1-induced protein kinase ", chr2:2287514-2289270 REVERSE LENGTH=462
8979,Dm_00021097-RA,5,AT2G07180.2, Symbols: PBL17 , PBS1-LIKE 17 , chr2:2981082-2983271 REVERSE LENGTH=442
7272,Dm_00016184-RA,5,AT5G47070.1, Symbols: PBL19 , PBS1-like 19 , chr5:19118683-19120528 REVERSE LENGTH=410
2934,Dm_00005804-RA,5,AT1G07570.5," Symbols: APK1A, APK1, PBL9 ", PBS1-Like 9 , chr1:2331369-2333210 REVERSE LENGTH=410
4328,Dm_00008810-RA,5,AT1G07570.5," Symbols: APK1A, APK1, PBL9 ", PBS1-Like 9 , chr1:2331369-2333210 REVERSE LENGTH=410
2663,Dm_00005222-RA,5,AT2G26440.1, Symbols: PME12 , pectin methylesterase 12 , chr2:11247407-11249407 FORWARD LENGTH=547
2196,Dm_00004245-RA,5,AT5G04960.1, Symbols: PME46 , PECTIN METHYLESTERASE46 , chr5:1461985-1463809 FORWARD LENGTH=564
8500,Dm_00019497-RA,5,AT3G11820.2," Symbols: SYR1, SYP121, PEN1, ATSYP121, AT-SYR1, ATSYR1 "," PENETRATION1, syntaxin of plants 121, SYNTAXIN RELATED PROTEIN 1 ", chr3:3729540-3730775 REVERSE LENGTH=315
6007,Dm_00012906-RA,5,AT1G73080.1," Symbols: PEPR1, ATPEPR1 "," PEP1 receptor 1, PEP1 RECEPTOR 1 ", chr1:27484513-27488021 FORWARD LENGTH=1123
548,Dm_00001046-RA,5,AT2G26910.1," Symbols: PEC1, PDR4, ATPDR4, ABCG32, AtABCG32 "," PERMEABLE CUTICLE 1, ATP-binding cassette G32, pleiotropic drug resistance 4, PLEIOTROPIC DRUG RESISTANCE 4 ", chr2:11481623-11487874 FORWARD LENGTH=1420
4446,Dm_00009094-RA,5,AT4G11290.1, Symbols: PER39 , PEROXIDASE 39 , chr4:6869993-6871476 FORWARD LENGTH=326
703,Dm_00001327-RA,5,AT5G05340.1, Symbols: PRX52 , peroxidase 52 , chr5:1579142-1580819 REVERSE LENGTH=324
7421,Dm_00016579-RA,5,AT5G05340.1, Symbols: PRX52 , peroxidase 52 , chr5:1579142-1580819 REVERSE LENGTH=324
7666,Dm_00017284-RA,5,AT5G05340.1, Symbols: PRX52 , peroxidase 52 , chr5:1579142-1580819 REVERSE LENGTH=324
5543,Dm_00011729-RA,5,AT5G66390.1," Symbols: PRX72, PER72 ", PEROXIDASE 72 , chr5:26516063-26517329 REVERSE LENGTH=336
7161,Dm_00015873-RA,5,AT1G01820.1, Symbols: PEX11C , peroxin 11c , chr1:296213-297723 REVERSE LENGTH=235
8246,Dm_00018803-RA,5,AT3G61060.1," Symbols: AtPP2-A13, PP2-A13 ", phloem protein 2-A13 , chr3:22603166-22604336 FORWARD LENGTH=290
7836,Dm_00017713-RA,5,AT5G39400.1," Symbols: ATPTEN1, PTEN1 ", Phosphatase and TENsin homolog deleted on chromosome ten 1 , chr5:15766251-15767922 FORWARD LENGTH=412
7608,Dm_00017108-RA,5,AT2G38060.1, Symbols: PHT4;2 , phosphate transporter 4;2 , chr2:15922727-15925623 REVERSE LENGTH=512
3082,Dm_00006122-RA,5,AT3G09920.4, Symbols: PIP5K9 , phosphatidyl inositol monophosphate 5 kinase , chr3:3040426-3043676 REVERSE LENGTH=815
1500,Dm_00002827-RA,5,AT1G15110.4," Symbols: AtPSS1, PSS1 "," phosphatidylserine synthase 1, Phytophthora sojae susceptible 1 ", chr1:5199594-5201908 FORWARD LENGTH=425
7578,Dm_00017036-RA,5,AT5G47810.1, Symbols: PFK2 , phosphofructokinase 2 , chr5:19356569-19357989 REVERSE LENGTH=444
2962,Dm_00005858-RA,5,AT2G22480.1, Symbols: PFK5 , phosphofructokinase 5 , chr2:9545670-9548414 FORWARD LENGTH=537
2994,Dm_00005935-RA,5,AT2G40850.1," Symbols: PI4K GAMMA 1, ATPI4K GAMMA 1 ", phosphoinositide 4-kinase gamma 1 , chr2:17051575-17053260 FORWARD LENGTH=561
1692,Dm_00003228-RA,5,AT2G46500.2," Symbols: ATPI4K GAMMA 4, UBDK GAMMA 4, PI4K GAMMA 4 "," phosphoinositide 4-kinase gamma 4, UBIQUITIN-LIKE DOMAIN KINASE GAMMA 4 ", chr2:19086741-19088534 REVERSE LENGTH=566
7952,Dm_00017997-RA,5,AT3G08510.2," Symbols: ATPLC2, PLC2 ", phospholipase C 2 , chr3:2582626-2585556 REVERSE LENGTH=581
7826,Dm_00017695-RA,5,AT1G13680.1, Symbols: PLCL1 , PHOSPHOLIPASE C-LIKE 1 , chr1:4690409-4692702 FORWARD LENGTH=346
7301,Dm_00016246-RA,5,AT2G42010.2," Symbols: PLDBETA, PLDBETA1 ", phospholipase D beta 1 , chr2:17533018-17537990 REVERSE LENGTH=1108
3373,Dm_00006741-RA,5,AT4G39670.1, Symbols: GLTP , phospholipase-like protein , chr4:18410172-18410861 FORWARD LENGTH=229
3617,Dm_00007251-RA,5,AT4G39670.1, Symbols: GLTP , phospholipase-like protein , chr4:18410172-18410861 FORWARD LENGTH=229
2756,Dm_00005418-RA,5,AT3G61470.1, Symbols: LHCA2 , photosystem I light harvesting complex gene 2 , chr3:22745736-22747032 FORWARD LENGTH=257
8278,Dm_00018876-RA,5,AT1G30380.1, Symbols: PSAK , photosystem I subunit K , chr1:10722325-10723013 FORWARD LENGTH=130
6014,Dm_00012919-RA,5,AT2G25290.4, Symbols: Phox1 , Phox1 , chr2:10766192-10768517 REVERSE LENGTH=745
4552,Dm_00009327-RA,5,AT5G44070.1," Symbols: CAD1, ARA8, PCS1, ATPCS1 "," PHYTOCHELATIN SYNTHASE 1, CADMIUM SENSITIVE 1, ARABIDOPSIS THALIANA PHYTOCHELATIN SYNTHASE 1 ", chr5:17734876-17737672 FORWARD LENGTH=485
7022,Dm_00015468-RA,5,AT2G39210.1, Symbols: PIC30 , PICLORAM RESISTANT30 , chr2:16366287-16368231 REVERSE LENGTH=601
2394,Dm_00004656-RA,5,AT2G26510.1," Symbols: NAT3, PDE135 "," pigment defective embryo 135, nucleobase ascorbate transporter 3 ", chr2:11274118-11277464 FORWARD LENGTH=551
4353,Dm_00008874-RA,5,AT2G26510.1," Symbols: NAT3, PDE135 "," pigment defective embryo 135, nucleobase ascorbate transporter 3 ", chr2:11274118-11277464 FORWARD LENGTH=551
4814,Dm_00009931-RA,5,AT5G54490.1, Symbols: PBP1 , pinoid-binding protein 1 , chr5:22121458-22121841 FORWARD LENGTH=127
6547,Dm_00014210-RA,5,AT2G43120.1, Symbols: PRN2 , PIRIN2 , chr2:17927339-17928871 FORWARD LENGTH=321
5883,Dm_00012597-RA,5,AT1G14870.1," Symbols: AtPCR2, PCR2 ", PLANT CADMIUM RESISTANCE 2 , chr1:5128591-5129458 REVERSE LENGTH=152
474,Dm_00000900-RA,5,AT4G16600.1, Symbols: PGSIP8 , plant glycogenin-like starch initiation protein 8 , chr4:9350039-9352707 FORWARD LENGTH=494
3583,Dm_00007177-RA,5,AT5G62190.1," Symbols: AtRH7, PRH75 ", PLANT RNA HELICASE75 , chr5:24980542-24983879 REVERSE LENGTH=671
6449,Dm_00013980-RA,5,AT3G46510.1," Symbols: ATPUB13, PUB13 "," plant U-box 13, ARABIDOPSIS THALIANA PLANT U-BOX 13 ", chr3:17124106-17126539 REVERSE LENGTH=660
7866,Dm_00017787-RA,5,AT1G60190.1," Symbols: AtPUB19, PUB19 ", plant U-box 19 , chr1:22198403-22200463 FORWARD LENGTH=686
1726,Dm_00003291-RA,5,AT3G11840.1, Symbols: PUB24 , plant U-box 24 , chr3:3736578-3738208 REVERSE LENGTH=456
3313,Dm_00006619-RA,5,AT2G23140.5," Symbols: AtPUB4, PUB4 ", plant U-box 4 , chr2:9845696-9847721 REVERSE LENGTH=637
3225,Dm_00006411-RA,5,AT1G71020.1, Symbols: PUB10 , PLANT U-BOX PROTEIN10 , chr1:26790825-26793105 REVERSE LENGTH=628
6659,Dm_00014477-RA,5,AT4G00430.1," Symbols: PIP1E, TMP-C, PIP1;4 "," plasma membrane intrinsic protein 1;4, PLASMA MEMBRANE INTRINSIC PROTEIN 1E, TRANSMEMBRANE PROTEIN C ", chr4:186143-187531 REVERSE LENGTH=287
5418,Dm_00011441-RA,5,AT1G04520.1, Symbols: PDLP2 , plasmodesmata-located protein 2 , chr1:1231852-1233787 FORWARD LENGTH=307
4896,Dm_00010121-RA,5,AT3G60720.2, Symbols: PDLP8 , plasmodesmata-located protein 8 , chr3:22442035-22442778 FORWARD LENGTH=247
1309,Dm_00002448-RA,5,AT1G02660.1, Symbols: PLIP2 , PLASTID LIPASE2 , chr1:572187-574746 REVERSE LENGTH=713
328,Dm_00000623-RA,5,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
2583,Dm_00005049-RA,5,AT1G15520.2," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5332561-5338175 REVERSE LENGTH=1292
2584,Dm_00005052-RA,5,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
3964,Dm_00007975-RA,5,AT3G13620.1, Symbols: PUT4 , POLYAMINE UPTAKE TRANSPORTER 4 , chr3:4450904-4452556 REVERSE LENGTH=478
8737,Dm_00020164-RA,5,AT3G13620.1, Symbols: PUT4 , POLYAMINE UPTAKE TRANSPORTER 4 , chr3:4450904-4452556 REVERSE LENGTH=478
934,Dm_00001746-RA,5,AT3G18830.1," Symbols: PMT5, ATPLT5, ATPMT5 "," POLYOL TRANSPORTER 5, ARABIDOPSIS THALIANA POLYOL/MONOSACCHARIDE TRANSPORTER 5, polyol/monosaccharide transporter 5 ", chr3:6489000-6491209 REVERSE LENGTH=539
7119,Dm_00015738-RA,5,AT3G18830.1," Symbols: PMT5, ATPLT5, ATPMT5 "," POLYOL TRANSPORTER 5, ARABIDOPSIS THALIANA POLYOL/MONOSACCHARIDE TRANSPORTER 5, polyol/monosaccharide transporter 5 ", chr3:6489000-6491209 REVERSE LENGTH=539
5806,Dm_00012425-RA,5,AT4G36670.1," Symbols: PLT6, PMT6, AtPMT6, AtPLT6 "," polyol transporter 6, polyol/monosaccharide transporter 6 ", chr4:17287680-17289483 REVERSE LENGTH=493
5150,Dm_00010770-RA,5,AT3G47640.3, Symbols: PYE , POPEYE , chr3:17568035-17569101 FORWARD LENGTH=240
4590,Dm_00009404-RA,5,AT1G29990.1, Symbols: PFD6 , prefoldin 6 , chr1:10507666-10508821 FORWARD LENGTH=129
7929,Dm_00017923-RA,5,AT1G29990.1, Symbols: PFD6 , prefoldin 6 , chr1:10507666-10508821 FORWARD LENGTH=129
5658,Dm_00012026-RA,5,AT2G38360.1, Symbols: PRA1.B4 , prenylated RAB acceptor 1.B4 , chr2:16069840-16070502 REVERSE LENGTH=220
7591,Dm_00017067-RA,5,AT1G55190.1," Symbols: PRA1.F2, PRA7 ", PRENYLATED RAB ACCEPTOR 1.F2 , chr1:20588450-20589019 FORWARD LENGTH=189
501,Dm_00000953-RA,5,AT5G23720.3, Symbols: PHS1 , PROPYZAMIDE-HYPERSENSITIVE 1 , chr5:7998506-8002594 FORWARD LENGTH=920
466,Dm_00000884-RA,5,AT4G17420.1, Symbols: PAWH1 , Protein Associated With Hrd1-1 , chr4:9722544-9724443 REVERSE LENGTH=285
7255,Dm_00016129-RA,5,AT2G33700.1, Symbols: PP2CG1 , protein phosphatase 2C G Group 1 , chr2:14254200-14255784 FORWARD LENGTH=380
197,Dm_00000364-RA,5,AT5G39790.3, Symbols: PTST , Protein targeting to starch , chr5:15932884-15935121 REVERSE LENGTH=280
3809,Dm_00007652-RA,5,AT1G34320.2, Symbols: PSI1 , PSK SIMULATOR 1 , chr1:12520713-12524046 FORWARD LENGTH=657
730,Dm_00001366-RA,5,AT1G30755.6, Symbols: PSI2 , PSK SIMULATOR 2 , chr1:10905991-10908773 REVERSE LENGTH=615
8952,Dm_00021008-RA,5,AT2G24220.2," Symbols: ATPUP5, PUP5 ", purine permease 5 , chr2:10300139-10301688 FORWARD LENGTH=379
8614,Dm_00019782-RA,5,AT2G38310.1," Symbols: AtPYL4, PYL4, RCAR10 "," PYR1-like 4, regulatory components of ABA receptor 10 ", chr2:16050251-16050874 FORWARD LENGTH=207
1806,Dm_00003452-RA,5,AT3G53620.1," Symbols: PPa4, AtPPa4 ", pyrophosphorylase 4 , chr3:19881491-19883308 FORWARD LENGTH=216
6142,Dm_00013240-RA,5,AT2G26330.1," Symbols: QRP1, ER "," QUANTITATIVE RESISTANCE TO PLECTOSPHAERELLA 1, ERECTA ", chr2:11208367-11213895 REVERSE LENGTH=976
5252,Dm_00011042-RA,5,AT2G03480.1, Symbols: QUL2 , QUASIMODO2 LIKE 2 , chr2:1051509-1054090 FORWARD LENGTH=606
3885,Dm_00007799-RA,5,AT1G15020.2," Symbols: QSOX1, QSO2, ATQSOX1 ", quiescin-sulfhydryl oxidase 1 , chr1:5173341-5176105 REVERSE LENGTH=528
719,Dm_00001349-RA,5,AT1G49890.1, Symbols: QWRF2 , QWRF domain containing 2 , chr1:18470282-18473463 FORWARD LENGTH=659
373,Dm_00000708-RA,5,AT5G60860.1," Symbols: AtRABA1f, RABA1f ", RAB GTPase homolog A1F , chr5:24484750-24485565 FORWARD LENGTH=217
374,Dm_00000710-RA,5,AT5G60860.1," Symbols: AtRABA1f, RABA1f ", RAB GTPase homolog A1F , chr5:24484750-24485565 FORWARD LENGTH=217
1237,Dm_00002293-RA,5,AT5G60860.1," Symbols: AtRABA1f, RABA1f ", RAB GTPase homolog A1F , chr5:24484750-24485565 FORWARD LENGTH=217
3710,Dm_00007448-RA,5,AT3G12160.1," Symbols: RABA4D, ATRABA4D "," RAB GTPase homolog A4D, ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A4D ", chr3:3879495-3880437 REVERSE LENGTH=222
1164,Dm_00002162-RA,5,AT5G47520.1," Symbols: RABA5a, AtRABA5a ", RAB GTPase homolog A5A , chr5:19277596-19278366 REVERSE LENGTH=221
937,Dm_00001751-RA,5,AT3G18820.1," Symbols: RAB7B, AtRabG1f, ATRABG3F, RABG3F, ATRAB7B, RAB71 ", RAB GTPase homolog G3F , chr3:6484266-6486005 FORWARD LENGTH=206
4596,Dm_00009414-RA,5,AT1G75840.1," Symbols: ATROP4, ROP4, ATGP3, ARAC5 "," RAC-like GTP binding protein 5, ARABIDOPSIS THALIANA GERANYLGERANYLATED PROTEIN 3, RHO-LIKE GTP BINDING PROTEIN 4 ", chr1:28475964-28477377 FORWARD LENGTH=196
317,Dm_00000608-RA,5,AT4G15800.1," Symbols: RALF33, RALFL33 ", ralf-like 33 , chr4:8984915-8985265 FORWARD LENGTH=116
2043,Dm_00003927-RA,5,AT5G67070.1," Symbols: RALFL34, RALF34 "," ralf-like 34, RAPID ALKALINIZATION FACTOR 34 ", chr5:26768120-26768509 FORWARD LENGTH=129
1785,Dm_00003413-RA,5,AT3G24560.2, Symbols: RSY3 , RASPBERRY 3 , chr3:8963788-8966494 FORWARD LENGTH=660
455,Dm_00000863-RA,5,AT3G20390.1, Symbols: RidA , Reactive Intermediate Deaminase A , chr3:7110227-7111695 REVERSE LENGTH=187
7346,Dm_00016376-RA,5,AT1G71400.1," Symbols: AtRLP12, RLP12 ", receptor like protein 12 , chr1:26909905-26912448 FORWARD LENGTH=847
3398,Dm_00006805-RA,5,AT2G33020.1," Symbols: RLP24, AtRLP24 ", receptor like protein 24 , chr2:14013874-14016516 REVERSE LENGTH=864
3175,Dm_00006317-RA,5,AT1G47890.1," Symbols: AtRLP7, RLP7 ", receptor like protein 7 , chr1:17643976-17647035 FORWARD LENGTH=1019
5697,Dm_00012131-RA,5,AT1G47890.1," Symbols: AtRLP7, RLP7 ", receptor like protein 7 , chr1:17643976-17647035 FORWARD LENGTH=1019
2098,Dm_00004034-RA,5,AT1G09970.1," Symbols: LRR XI-23, RLK7 ", receptor-like kinase 7 , chr1:3252408-3255428 FORWARD LENGTH=976
5609,Dm_00011903-RA,5,AT5G60900.1, Symbols: RLK1 , receptor-like protein kinase 1 , chr5:24498467-24501494 REVERSE LENGTH=832
516,Dm_00000976-RA,5,AT5G63540.1," Symbols: BLAP75, ATRMI1, RMI1 ", RECQ MEDIATED INSTABILITY 1 , chr5:25441033-25444373 REVERSE LENGTH=644
2876,Dm_00005690-RA,5,AT5G01410.2," Symbols: PDX1, ATPDX1.3, ATPDX1, PDX1.3, RSR4 "," REDUCED SUGAR RESPONSE 4, PYRIDOXINE BIOSYNTHESIS 1.3, ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.3 ", chr5:172576-173505 REVERSE LENGTH=309
193,Dm_00000356-RA,5,AT2G34410.2, Symbols: RWA3 , REDUCED WALL ACETYLATION 3 , chr2:14518719-14522053 FORWARD LENGTH=540
4300,Dm_00008756-RA,5,AT5G20570.1," Symbols: ATRBX1, RBX1, HRT1, ROC1 "," REGULATOR OF CULLINS-1, RING-BOX 1, RING-box 1 ", chr5:6956905-6958221 REVERSE LENGTH=118
6337,Dm_00013709-RA,5,AT3G14050.1," Symbols: AT-RSH2, ATRSH2, RSH2 "," RELA-SPOT HOMOLOG 2, RELA/SPOT homolog 2, RELA/SPOT HOMOLOG 2 ", chr3:4650902-4653514 REVERSE LENGTH=709
3426,Dm_00006863-RA,5,AT1G54130.1," Symbols: AT-RSH3, RSH3, ATRSH3 "," RELA/SPOT homolog 3, RELA/SPOT HOMOLOG 3 ", chr1:20211177-20213761 FORWARD LENGTH=715
7835,Dm_00017712-RA,5,AT1G13260.1," Symbols: AtRAV1, RAV1, EDF4 "," related to ABI3/VP1 1, ETHYLENE RESPONSE DNA BINDING FACTOR 4 ", chr1:4542386-4543420 FORWARD LENGTH=344
4351,Dm_00008858-RA,5,AT1G68840.2," Symbols: AtRAV2, EDF2, TEM2, RAP2.8, RAV2 "," related to ABI3/VP1 2, ETHYLENE RESPONSE DNA BINDING FACTOR 2, RELATED TO AP2 8, TEMPRANILLO 2 ", chr1:25880442-25881500 FORWARD LENGTH=352
8190,Dm_00018650-RA,5,AT5G19790.1, Symbols: RAP2.11 , related to AP2 11 , chr5:6689271-6690032 REVERSE LENGTH=253
8811,Dm_00020427-RA,5,AT3G16770.1," Symbols: ERF72, ATEBP, EBP, RAP2.3 "," RELATED TO AP2 3, ethylene-responsive element binding protein, ETHYLENE RESPONSE FACTOR 72 ", chr3:5705784-5706768 FORWARD LENGTH=248
1963,Dm_00003754-RA,5,AT3G15210.1," Symbols: RAP2.5, ATERF4, ERF4, ATERF-4 "," RELATED TO AP2 5, ethylene responsive element binding factor 4, ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 4 ", chr3:5121472-5122140 FORWARD LENGTH=222
4703,Dm_00009654-RA,5,AT3G15210.1," Symbols: RAP2.5, ATERF4, ERF4, ATERF-4 "," RELATED TO AP2 5, ethylene responsive element binding factor 4, ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 4 ", chr3:5121472-5122140 FORWARD LENGTH=222
7179,Dm_00015937-RA,5,AT3G15210.1," Symbols: RAP2.5, ATERF4, ERF4, ATERF-4 "," RELATED TO AP2 5, ethylene responsive element binding factor 4, ETHYLENE RESPONSIVE ELEMENT BINDING FACTOR 4 ", chr3:5121472-5122140 FORWARD LENGTH=222
6188,Dm_00013342-RA,5,AT2G41870.1," Symbols: REM4.2, AtREM4.2 ", remorin group 4 2 , chr2:17471119-17472519 REVERSE LENGTH=274
3972,Dm_00007997-RA,5,AT1G78570.1," Symbols: RHM1, ATRHM1, ROL1 "," REPRESSOR OF LRX1 1, rhamnose biosynthesis 1, ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 1 ", chr1:29550110-29552207 FORWARD LENGTH=669
7819,Dm_00017675-RA,5,AT1G78570.1," Symbols: RHM1, ATRHM1, ROL1 "," REPRESSOR OF LRX1 1, rhamnose biosynthesis 1, ARABIDOPSIS THALIANA RHAMNOSE BIOSYNTHESIS 1 ", chr1:29550110-29552207 FORWARD LENGTH=669
3584,Dm_00007181-RA,5,AT5G51700.1," Symbols: RAR1, PBS2, ATRAR1, RPR2 "," Required for Mla12 resistance 1, PPHB SUSCEPTIBLE 2 ", chr5:21001373-21003143 REVERSE LENGTH=226
5678,Dm_00012077-RA,5,AT1G12220.3, Symbols: RPS5 , RESISTANT TO P. SYRINGAE 5 , chr1:4145374-4147680 FORWARD LENGTH=768
5679,Dm_00012078-RA,5,AT1G12220.2, Symbols: RPS5 , RESISTANT TO P. SYRINGAE 5 , chr1:4145011-4147680 FORWARD LENGTH=889
7093,Dm_00015681-RA,5,AT4G11220.1," Symbols: BTI2, RTNLB2, RTN2 "," reticulon 2, VIRB2-interacting protein 2, Reticulan like protein B2 ", chr4:6838176-6839578 REVERSE LENGTH=271
5441,Dm_00011513-RA,5,AT5G52660.1, Symbols: RVE6 , REVEILLE 6 , chr5:21359423-21362037 REVERSE LENGTH=330
8206,Dm_00018695-RA,5,AT4G35020.3," Symbols: ARAC3, ATROP6, RHO1PS, RAC3, ROP6 "," RHO-RELATED PROTEIN FROM PLANTS 6, RAC-like 3 ", chr4:16673176-16674540 FORWARD LENGTH=198
1957,Dm_00003743-RA,5,AT2G29050.1," Symbols: ATRBL1, RBL1 ", RHOMBOID-like 1 , chr2:12478245-12480121 FORWARD LENGTH=389
7882,Dm_00017826-RA,5,AT5G02250.1," Symbols: RNR1, EMB2730, ATMTRNASEII "," ribonucleotide reductase 1, EMBRYO DEFECTIVE 2730, ARABIDOPSIS THALIANA MITOCHONDRIAL RNASE II ", chr5:454902-459063 FORWARD LENGTH=803
7215,Dm_00016031-RA,5,AT1G60770.1, Symbols: RPPR4 , Ribosomal Pentatricopeptide Repeat Protein 4 , chr1:22366959-22368648 REVERSE LENGTH=491
7449,Dm_00016647-RA,5,AT5G64140.1, Symbols: RPS28 , ribosomal protein S28 , chr5:25667529-25667723 REVERSE LENGTH=64
7526,Dm_00016863-RA,5,AT1G12700.1, Symbols: RPF1 , RNA processing factor 1 , chr1:4324419-4326227 REVERSE LENGTH=602
