Orthogroup	B_vulgaris.proteins	P_amilis.proteins
OG0004252	Bevul.5G080300.1.p, Bevul.1G080400.1.p	FUN_026920-T1
OG0004253	Bevul.1G158200.1.p	FUN_049439-T1, FUN_038458-T1
OG0004254	Bevul.6G092600.1.p	FUN_031258-T1, FUN_025431-T1
OG0004255	Bevul.5G102900.1.p	FUN_017821-T1
OG0004257	Bevul.5G216500.1.p	FUN_047366-T1, FUN_047366-T2
OG0004258	Bevul.6G041500.1.p	FUN_043777-T2, FUN_043777-T1
OG0004259	Bevul.2G213000.1.p	FUN_029912-T1, FUN_016559-T1
OG0004259	Bevul.6G128000.1.p	FUN_033560-T1
OG0004260	Bevul.6G127900.1.p	FUN_033562-T1, FUN_020146-T1
OG0004261	Bevul.6G028600.1.p	FUN_025576-T1
OG0004262	Bevul.5G214600.1.p	FUN_042658-T1, FUN_010792-T1, FUN_042659-T1, FUN_010792-T2, FUN_010792-T3
OG0004263	Bevul.2G071000.1.p, Bevul.2G071000.2.p	FUN_029119-T1
OG0004264	Bevul.2G203100.1.p, Bevul.2G203100.3.p, Bevul.2G203100.2.p	FUN_016781-T1
OG0004264	Bevul.9G014000.1.p	FUN_011662-T1
OG0004265	Bevul.2G125900.1.p, Bevul.2G125900.2.p	FUN_041673-T1
OG0004267	Bevul.6G193000.1.p	FUN_009228-T1, FUN_009228-T2, FUN_032247-T1
OG0004268	Bevul.5G092400.1.p	FUN_041606-T1, FUN_017612-T1
OG0004269	Bevul.5G180200.1.p	FUN_045472-T1, FUN_011170-T1, FUN_011170-T2
OG0004270	Bevul.5G205000.1.p	FUN_047485-T1
OG0004271	Bevul.5G108700.1.p	FUN_041855-T1, FUN_041855-T2, FUN_017957-T1
OG0004272	Bevul.6G187400.1.p	FUN_009284-T1, FUN_009284-T2, FUN_032168-T3, FUN_032168-T2, FUN_032168-T1, FUN_032168-T4
OG0004273	Bevul.5G217300.1.p	FUN_047360-T1, FUN_047360-T2
OG0004274	Bevul.3G014900.1.p	FUN_045268-T1
OG0004275	Bevul.6G208100.1.p	FUN_025313-T1
OG0004276	Bevul.8G035900.1.p	FUN_034507-T1
OG0004276	Bevul.5G219600.1.p	FUN_010743-T1
OG0004277	Bevul.1G069900.1.p, Bevul.1G070100.1.p, Bevul.2G163100.1.p, Bevul.2G163300.1.p, Bevul.2G163200.1.p, Bevul.2G163400.1.p	FUN_005060-T1, FUN_005069-T1, FUN_005057-T1, FUN_005056-T1, FUN_005048-T1, FUN_046455-T1, FUN_005042-T1, FUN_005040-T1, FUN_005059-T1, FUN_005049-T1, FUN_005053-T1, FUN_005050-T1, FUN_005047-T1, FUN_005036-T1, FUN_005033-T1, FUN_005035-T1, FUN_019068-T1, FUN_019070-T1, FUN_019069-T1
OG0004278	Bevul.8G074300.1.p	FUN_034974-T3, FUN_034974-T2, FUN_034974-T1
OG0004279	Bevul.7G127900.1.p	FUN_027200-T1
OG0004280	Bevul.7G227900.1.p	FUN_048727-T2, FUN_048727-T1
OG0004281	Bevul.9G190300.1.p, Bevul.9G190300.2.p, Bevul.9G190300.5.p, Bevul.9G190300.9.p, Bevul.9G190300.8.p, Bevul.9G190300.4.p, Bevul.9G190300.3.p, Bevul.9G190300.6.p, Bevul.9G190300.7.p, Bevul.9G190300.10.p	FUN_005442-T1
OG0004284	Bevul.2G110500.1.p, Bevul.7G038200.1.p	FUN_053248-T1
OG0004294	Bevul.9G146900.1.p	FUN_051831-T1, FUN_018845-T1, FUN_018188-T1
OG0004294	Bevul.1G203600.1.p	FUN_048332-T1
OG0004296	Bevul.7G087100.1.p	FUN_042847-T1
OG0004297	Bevul.3G139700.1.p	FUN_041682-T1, FUN_041682-T2
OG0004298	Bevul.1G140900.1.p	FUN_039578-T2, FUN_039578-T1
OG0004299	Bevul.2G138700.3.p, Bevul.2G138700.2.p, Bevul.2G138700.1.p	FUN_005291-T5, FUN_005291-T2, FUN_005291-T4, FUN_005291-T1, FUN_005291-T3
OG0004300	Bevul.3G193900.1.p	FUN_032842-T1
OG0004300	Bevul.9G182100.1.p	FUN_002374-T1, FUN_046033-T1
OG0004301	Bevul.4G192900.1.p	FUN_034005-T1
OG0004301	Bevul.3G169500.1.p	FUN_005737-T1
OG0004302	Bevul.4G134100.1.p	FUN_005423-T1, FUN_015967-T1
OG0004303	Bevul.1G132400.1.p	FUN_021519-T1
OG0004304	Bevul.3G019800.1.p	FUN_043987-T1, FUN_043986-T1, FUN_043986-T3, FUN_043986-T4, FUN_043986-T2
OG0004305	Bevul.4G203500.1.p	FUN_051496-T2, FUN_051496-T1
OG0004306	Bevul.4G215500.1.p	FUN_036250-T1
OG0004306	Bevul.5G228800.1.p	FUN_010658-T1
OG0004307	Bevul.3G161800.1.p	FUN_033138-T1, FUN_033138-T2
OG0004308	Bevul.3G152800.1.p	FUN_033234-T2, FUN_033234-T3, FUN_033234-T1, FUN_020244-T2, FUN_020244-T1
OG0004309	Bevul.3G001600.1.p	FUN_015000-T1, FUN_040329-T1
OG0004310	Bevul.7G031900.1.p, Bevul.7G031900.2.p, Bevul.7G031900.6.p, Bevul.7G031900.4.p, Bevul.7G031900.3.p, Bevul.7G031900.5.p	FUN_031322-T1, FUN_031321-T1
OG0004311	Bevul.4G103000.1.p	FUN_001222-T1, FUN_008094-T1, FUN_000756-T1
OG0004312	Bevul.7G182300.1.p	FUN_048928-T1
OG0004313	Bevul.5G047300.1.p, Bevul.5G047100.1.p	FUN_041886-T1
OG0004314	Bevul.9G143600.1.p	FUN_045640-T2, FUN_045640-T1
OG0004315	Bevul.4G187300.2.p, Bevul.4G187300.1.p	FUN_019010-T2, FUN_019010-T1
OG0004316	Bevul.6G241600.1.p	FUN_023149-T1, FUN_023151-T2, FUN_023151-T3, FUN_023151-T1
OG0004316	Bevul.3G201800.1.p	FUN_004542-T1
OG0004317	Bevul.7G098200.4.p, Bevul.7G098200.3.p, Bevul.7G098200.2.p, Bevul.7G098200.1.p, Bevul.7G098200.5.p	FUN_042960-T1
OG0004318	Bevul.8G114400.1.p, Bevul.3G194100.1.p	FUN_042784-T1, FUN_010638-T1
OG0004319	Bevul.3G178400.1.p	FUN_033017-T1
OG0004320	Bevul.4G155700.1.p	FUN_000497-T3, FUN_000497-T2, FUN_051439-T1
OG0004321	Bevul.3G234100.1.p	FUN_003471-T1
OG0004322	Bevul.7G206700.1.p	FUN_009644-T1, FUN_047897-T1
OG0004323	Bevul.1G138600.1.p	FUN_036902-T1, FUN_036901-T1, FUN_049579-T1
OG0004323	Bevul.3G009200.1.p	FUN_015107-T1
OG0004324	Bevul.3G138600.1.p	FUN_000624-T1
OG0004325	Bevul.4G144600.1.p, Bevul.8G112200.1.p	FUN_041309-T2, FUN_053306-T1
OG0004326	Bevul.4G079300.1.p	FUN_026359-T1, FUN_046717-T1
OG0004327	Bevul.7G074000.2.p, Bevul.7G074000.1.p, Bevul.7G074000.3.p	FUN_024573-T1, FUN_024573-T2
OG0004328	Bevul.7G061400.6.p, Bevul.7G061400.5.p, Bevul.7G061400.3.p, Bevul.7G061400.7.p, Bevul.7G061400.4.p, Bevul.7G061400.2.p, Bevul.7G061400.9.p, Bevul.7G061400.8.p, Bevul.7G061400.1.p, Bevul.1G166800.1.p	FUN_027410-T1
OG0004329	Bevul.3G210500.1.p	FUN_033932-T1, FUN_033932-T2
OG0004330	Bevul.1G193000.1.p	FUN_048189-T1, FUN_037472-T1
OG0004331	Bevul.3G158700.1.p	FUN_024422-T1
OG0004332	Bevul.3G144800.1.p	FUN_014561-T1
OG0004333	Bevul.6G094900.1.p, Bevul.4G117400.1.p, Bevul.8G097800.1.p, Bevul.6G182200.1.p, Bevul.4G097600.1.p, Bevul.1G051600.1.p	FUN_053173-T1, FUN_003198-T1
OG0004334	Bevul.5G161000.1.p, Bevul.2G182500.1.p	FUN_047541-T1, FUN_029267-T1
OG0004335	Bevul.2G194900.1.p, Bevul.2G194900.2.p	FUN_011028-T1
OG0004336	Bevul.9G103100.1.p, Bevul.2G028100.1.p	FUN_017294-T2, FUN_017294-T1
OG0004338	Bevul.4G027900.1.p, Bevul.6G154200.1.p	FUN_016177-T1, FUN_024586-T1
OG0004339	Bevul.7G107800.1.p	FUN_043800-T1
OG0004339	Bevul.3G007000.1.p	FUN_040302-T1, FUN_015087-T1
OG0004340	Bevul.2G085100.1.p	FUN_042617-T1
OG0004341	Bevul.5G137000.1.p	FUN_039766-T1
OG0004343	Bevul.2G044400.1.p	FUN_030796-T1, FUN_030796-T2, FUN_018846-T4, FUN_018846-T3, FUN_018846-T2, FUN_018846-T1
OG0004344	Bevul.7G035300.1.p, Bevul.1G062500.1.p	FUN_005808-T1, FUN_020536-T1
OG0004345	Bevul.5G131200.1.p	FUN_039866-T1, FUN_039866-T2, FUN_007785-T1
OG0004346	Bevul.4G221500.1.p	FUN_052631-T1
OG0004347	Bevul.2G229300.1.p	FUN_030069-T1, FUN_026938-T1
OG0004348	Bevul.4G208400.1.p	FUN_036191-T1, FUN_052501-T1
OG0004349	Bevul.7G094700.1.p	FUN_024731-T1, FUN_042919-T1
OG0004350	Bevul.7G060400.1.p	FUN_044603-T1, FUN_053281-T1
OG0004350	Bevul.9G083500.1.p, Bevul.4G128200.1.p, Bevul.4G117200.1.p	FUN_021170-T1
OG0004351	Bevul.3G157900.1.p	FUN_033157-T1, FUN_033161-T1
OG0004351	Bevul.4G202200.1.p	FUN_034335-T1
OG0004352	Bevul.7G023000.1.p	FUN_020352-T1
OG0004353	Bevul.5G259600.1.p	FUN_044948-T1
OG0004354	Bevul.3G231300.1.p	FUN_034082-T1
OG0004355	Bevul.4G216300.1.p	FUN_036262-T1
OG0004356	Bevul.4G205200.1.p	FUN_053212-T2, FUN_053212-T1
OG0004357	Bevul.7G094300.1.p	FUN_024750-T1
OG0004358	Bevul.3G168800.1.p	FUN_033098-T1
OG0004359	Bevul.4G110200.1.p	FUN_040359-T1, FUN_040360-T2, FUN_040360-T1
OG0004360	Bevul.3G209600.1.p	FUN_032685-T1
OG0004360	Bevul.2G039500.1.p	FUN_030748-T1, FUN_018880-T1
OG0004361	Bevul.7G128700.1.p	FUN_025006-T3, FUN_025006-T1, FUN_025006-T2
OG0004362	Bevul.5G111600.1.p	FUN_008102-T1, FUN_042083-T1
OG0004363	Bevul.2G014900.2.p, Bevul.2G014900.3.p, Bevul.2G014900.1.p	FUN_021167-T1, FUN_021168-T1
OG0004364	Bevul.3G203300.1.p	FUN_004530-T1
OG0004366	Bevul.5G252500.1.p	FUN_044693-T1
OG0004367	Bevul.7G177000.1.p	FUN_048786-T2, FUN_048786-T1
OG0004368	Bevul.3G179200.1.p	FUN_033012-T1, FUN_033012-T2
OG0004369	Bevul.4G201000.1.p	FUN_034362-T1
OG0004370	Bevul.3G209500.1.p	FUN_032687-T1
OG0004370	Bevul.2G039800.3.p, Bevul.2G039800.2.p, Bevul.2G039800.1.p	FUN_030753-T1
OG0004371	Bevul.6G005400.1.p	FUN_029373-T1
OG0004372	Bevul.1G172200.1.p	FUN_038563-T1
OG0004373	Bevul.9G180500.1.p	FUN_002393-T1, FUN_046085-T1
OG0004374	Bevul.9G237300.1.p	FUN_051736-T2, FUN_051736-T1, FUN_051736-T3, FUN_051735-T1, FUN_047202-T1
OG0004375	Bevul.1G027500.1.p, Bevul.6G062900.1.p, Bevul.6G063400.1.p	FUN_025525-T1
OG0004376	Bevul.6G151700.1.p	FUN_016445-T1, FUN_016445-T3, FUN_016445-T2
OG0004377	Bevul.2G032800.1.p	FUN_053174-T1, FUN_053174-T2, FUN_017079-T1
OG0004378	Bevul.9G232400.1.p	FUN_051690-T4, FUN_051690-T3, FUN_051690-T2, FUN_051690-T1
OG0004379	Bevul.1G021000.1.p	FUN_024260-T1
OG0004380	Bevul.1G010200.1.p	FUN_024375-T1
OG0004381	Bevul.9G171000.2.p, Bevul.9G171000.1.p	FUN_052083-T1
OG0004382	Bevul.8G119300.1.p, Bevul.4G186100.1.p	FUN_035886-T2, FUN_035886-T1
OG0004383	Bevul.1G163100.1.p	FUN_049775-T2, FUN_049775-T1
OG0004384	Bevul.6G208600.1.p	FUN_031924-T1
OG0004384	Bevul.2G178700.1.p	FUN_031915-T1, FUN_031918-T1
OG0004385	Bevul.6G051600.1.p	FUN_020824-T1
OG0004386	Bevul.7G110300.1.p	FUN_024833-T1, FUN_024833-T3, FUN_024833-T2, FUN_043790-T1, FUN_043790-T2, FUN_043790-T3
OG0004387	Bevul.9G216400.1.p, Bevul.9G216400.2.p, Bevul.9G216400.3.p	FUN_005677-T1
OG0004388	Bevul.1G004900.1.p	FUN_024505-T1, FUN_024505-T2
OG0004389	Bevul.6G074500.1.p	FUN_004178-T1
OG0004390	Bevul.9G071500.1.p	FUN_003253-T2, FUN_003253-T1, FUN_003901-T2, FUN_003901-T1
OG0004391	Bevul.1G171300.1.p	FUN_042801-T1
OG0004392	Bevul.9G141900.1.p, Bevul.9G141900.2.p, Bevul.9G141900.3.p, Bevul.9G141900.4.p	FUN_051876-T1
OG0004393	Bevul.2G191700.1.p	FUN_024300-T1
OG0004394	Bevul.6G059300.1.p	FUN_031177-T1, FUN_025488-T1
OG0004394	Bevul.1G119000.1.p	FUN_044182-T1
OG0004395	Bevul.1G062900.1.p	FUN_027203-T1
OG0004396	Bevul.4G183000.1.p	FUN_021657-T2, FUN_021657-T1
OG0004397	Bevul.6G073100.1.p	FUN_029669-T1
OG0004399	Bevul.4G182700.1.p	FUN_035920-T1
OG0004401	Bevul.3G092400.1.p	FUN_015289-T1
OG0004402	Bevul.1G106900.1.p	FUN_038104-T1
OG0004402	Bevul.6G097000.1.p	FUN_031218-T1, FUN_025451-T1
OG0004403	Bevul.6G226600.1.p	FUN_028990-T1
OG0004404	Bevul.2G032700.4.p, Bevul.2G032700.3.p, Bevul.2G032700.2.p, Bevul.2G032700.6.p, Bevul.2G032700.5.p, Bevul.2G032700.1.p	FUN_009801-T1
OG0004405	Bevul.9G151400.3.p, Bevul.9G151400.4.p, Bevul.9G151400.5.p, Bevul.9G151400.1.p, Bevul.9G151400.2.p	FUN_051794-T1
OG0004406	Bevul.8G195900.1.p, Bevul.2G237500.1.p	FUN_026474-T1, FUN_026475-T1, FUN_026473-T1
OG0004407	Bevul.1G209000.1.p	FUN_001688-T1
OG0004408	Bevul.1G089400.1.p	FUN_038788-T1
OG0004409	Bevul.9G183400.1.p, Bevul.9G183400.5.p, Bevul.9G183400.3.p, Bevul.9G183400.4.p, Bevul.9G183400.2.p	FUN_046067-T2, FUN_046067-T1
OG0004410	Bevul.6G118100.1.p	FUN_004621-T1
OG0004411	Bevul.2G149300.1.p	FUN_038626-T1
OG0004412	Bevul.5G075000.1.p	FUN_041290-T1, FUN_041289-T1, FUN_041289-T2
OG0004414	Bevul.2G001400.2.p, Bevul.2G001400.4.p, Bevul.2G001400.5.p, Bevul.2G001400.3.p, Bevul.2G001400.1.p	FUN_034061-T1
OG0004415	Bevul.2G216900.1.p, Bevul.2G216900.2.p	FUN_033632-T1, FUN_033633-T1, FUN_033634-T1, FUN_023855-T1
OG0004416	Bevul.4G090900.1.p	FUN_046780-T1, FUN_046780-T3, FUN_046780-T2
OG0004417	Bevul.4G057100.1.p	FUN_011941-T2, FUN_011941-T1
OG0004418	Bevul.2G088700.8.p, Bevul.2G088700.6.p, Bevul.2G088700.3.p, Bevul.2G088700.5.p, Bevul.2G088700.4.p, Bevul.2G088700.2.p, Bevul.2G088700.7.p, Bevul.2G088700.1.p	FUN_002828-T1
OG0004419	Bevul.9G118900.1.p	FUN_047287-T1
OG0004420	Bevul.4G012900.1.p	FUN_042570-T1
OG0004421	Bevul.4G100000.1.p	FUN_002001-T1
OG0004422	Bevul.4G033800.1.p	FUN_046001-T1
OG0004423	Bevul.9G075800.2.p, Bevul.9G075800.1.p	FUN_012610-T3, FUN_012610-T1, FUN_012610-T2, FUN_012609-T1
OG0004424	Bevul.8G090500.1.p	FUN_044426-T1, FUN_001713-T1
OG0004424	Bevul.4G090100.1.p	FUN_047582-T1
OG0004425	Bevul.9G069100.2.p, Bevul.9G069100.1.p	FUN_027264-T2, FUN_027264-T3, FUN_027264-T1
OG0004425	Bevul.4G053400.1.p	FUN_045821-T1
OG0004426	Bevul.3G066700.1.p	FUN_013873-T1, FUN_013873-T2
OG0004427	Bevul.3G074300.1.p	FUN_013945-T1, FUN_022732-T1
OG0004428	Bevul.5G018000.1.p	FUN_018322-T1, FUN_041141-T1
OG0004429	Bevul.5G197400.1.p, Bevul.2G133100.1.p	FUN_005346-T1, FUN_005346-T2
OG0004430	Bevul.9G200300.1.p	FUN_006218-T1
OG0004431	Bevul.3G050700.1.p	FUN_013799-T2, FUN_013799-T3, FUN_013799-T1
OG0004431	Bevul.4G008700.1.p	FUN_009086-T1
OG0004432	Bevul.8G143300.1.p	FUN_016393-T1
OG0004433	Bevul.9G206400.1.p	FUN_000125-T1
OG0004433	Bevul.8G194800.1.p	FUN_026484-T1
OG0004434	Bevul.7G162500.1.p	FUN_024061-T3, FUN_024061-T2, FUN_024061-T1
OG0004435	Bevul.8G130700.1.p	FUN_001874-T1, FUN_050361-T1
OG0004436	Bevul.9G061200.1.p	FUN_027483-T1, FUN_022410-T1
OG0004437	Bevul.9G193200.1.p	FUN_005412-T1, FUN_021554-T1
OG0004437	Bevul.8G176300.1.p	FUN_026182-T1, FUN_007892-T1
OG0004438	Bevul.2G163500.1.p	FUN_000897-T1
OG0004438	Bevul.8G195500.1.p	FUN_026477-T1
OG0004439	Bevul.2G156800.1.p	FUN_005080-T2, FUN_020363-T2, FUN_020363-T1, FUN_005080-T1
OG0004440	Bevul.2G151700.2.p, Bevul.2G151700.3.p, Bevul.2G151700.1.p, Bevul.2G151700.4.p	FUN_005139-T1, FUN_019360-T1, FUN_019360-T2
OG0004441	Bevul.6G086000.1.p	FUN_007923-T1, FUN_007923-T2, FUN_007923-T3
OG0004442	Bevul.3G051500.1.p	FUN_022895-T1
OG0004443	Bevul.1G177900.1.p, Bevul.7G015500.1.p	FUN_049110-T1, FUN_049102-T1, FUN_049109-T1
OG0004444	Bevul.9G226800.1.p	FUN_052175-T1, FUN_005526-T1
OG0004445	Bevul.2G120800.2.p, Bevul.2G120800.4.p, Bevul.2G120800.3.p, Bevul.2G120800.1.p	FUN_005980-T2, FUN_005980-T3, FUN_005980-T4, FUN_005980-T1
OG0004446	Bevul.6G239200.1.p, Bevul.5G192200.1.p	FUN_023307-T1, FUN_015015-T1
OG0004447	Bevul.4G232400.1.p, Bevul.4G231800.1.p, Bevul.8G212300.1.p	FUN_026865-T3, FUN_026865-T2, FUN_026865-T1
OG0004448	Bevul.1G137400.1.p	FUN_036908-T1, FUN_049597-T1
OG0004449	Bevul.2G174900.1.p, Bevul.7G105800.1.p	FUN_008406-T2, FUN_008406-T1
OG0004450	Bevul.8G122900.1.p	FUN_001955-T1
OG0004451	Bevul.7G171400.1.p	FUN_023892-T1, FUN_023904-T1, FUN_050048-T1
OG0004452	Bevul.8G120300.1.p	FUN_007846-T1
OG0004453	Bevul.9G022100.1.p	FUN_022274-T1
OG0004454	Bevul.4G222100.1.p	FUN_036326-T1
OG0004454	Bevul.3G089300.1.p	FUN_015343-T1
OG0004455	Bevul.1G198800.1.p	FUN_037566-T1, FUN_048267-T1
OG0004456	Bevul.1G136300.1.p	FUN_036920-T1
OG0004457	Bevul.5G169800.1.p	FUN_047120-T1
OG0004458	Bevul.9G194200.1.p	FUN_021518-T1, FUN_005403-T1
OG0004459	Bevul.3G031300.1.p	FUN_008786-T1, FUN_044987-T1
OG0004460	Bevul.2G015800.1.p	FUN_021134-T2, FUN_021134-T1, FUN_021134-T3
OG0004461	Bevul.8G185200.1.p	FUN_012974-T1, FUN_012974-T2
OG0004462	Bevul.1G143300.1.p	FUN_039607-T1, FUN_049532-T1
OG0004463	Bevul.5G043000.1.p	FUN_018618-T1, FUN_040622-T1
OG0004464	Bevul.2G159800.2.p, Bevul.2G159800.1.p, Bevul.2G159800.4.p, Bevul.2G159800.3.p	FUN_005025-T1
OG0004465	Bevul.2G149400.1.p, Bevul.2G149500.2.p, Bevul.2G149500.1.p	FUN_005186-T1, FUN_005245-T1
OG0004465	Bevul.2G149600.1.p, Bevul.2G149700.1.p	FUN_005181-T1, FUN_005184-T1, FUN_005182-T1
OG0004466	Bevul.3G100000.1.p	FUN_033298-T1, FUN_039658-T1
OG0004467	Bevul.8G132000.1.p	FUN_007598-T1, FUN_007598-T3, FUN_007598-T2
OG0004468	Bevul.3G090800.1.p	FUN_009576-T1
OG0004469	Bevul.7G160200.1.p	FUN_024100-T1, FUN_050198-T2, FUN_050198-T1
OG0004470	Bevul.7G232400.1.p	FUN_049977-T1
OG0004471	Bevul.8G159800.1.p	FUN_026028-T2, FUN_026028-T1
OG0004472	Bevul.1G148900.1.p	FUN_018154-T2, FUN_018154-T4, FUN_018154-T3, FUN_018154-T1
OG0004473	Bevul.8G174600.1.p	FUN_045351-T1, FUN_045351-T2, FUN_045351-T3
OG0004474	Bevul.9G170500.1.p	FUN_002252-T1
OG0004475	Bevul.3G049200.1.p	FUN_009069-T1
OG0004476	Bevul.8G091600.1.p	FUN_034683-T1, FUN_044504-T5, FUN_044504-T4, FUN_044504-T2, FUN_044504-T6, FUN_044504-T1, FUN_044504-T3
OG0004477	Bevul.4G087800.1.p	FUN_047599-T2, FUN_047599-T1
OG0004478	Bevul.8G022600.1.p	FUN_043282-T1
OG0004479	Bevul.1G049100.1.p	FUN_033687-T1
OG0004480	Bevul.7G220100.1.p	FUN_049355-T1, FUN_049355-T2
OG0004480	Bevul.2G112400.2.p, Bevul.2G112400.1.p	FUN_000889-T2, FUN_000889-T3, FUN_000889-T1
OG0004481	Bevul.8G034600.1.p	FUN_008696-T1
OG0004482	Bevul.2G244400.2.p, Bevul.2G244400.1.p	FUN_019097-T1, FUN_019097-T2
OG0004483	Bevul.7G199600.1.p	FUN_009730-T1
OG0004484	Bevul.4G000600.1.p	FUN_046505-T1
OG0004485	Bevul.9G101900.1.p	FUN_016689-T2, FUN_016689-T3, FUN_016689-T1
OG0004486	Bevul.7G052800.5.p, Bevul.7G052800.2.p, Bevul.7G052800.1.p, Bevul.7G052800.4.p, Bevul.7G052800.3.p	FUN_007913-T1
OG0004487	Bevul.8G046700.1.p	FUN_024933-T1, FUN_043665-T1
OG0004489	Bevul.1G015100.1.p	FUN_024262-T1, FUN_024262-T2
OG0004491	Bevul.5G110100.1.p	FUN_042067-T1
OG0004491	Bevul.1G079200.1.p, Bevul.1G079000.1.p	FUN_026929-T1
OG0004492	Bevul.6G206200.1.p	FUN_025298-T1, FUN_031855-T1
OG0004493	Bevul.2G188400.1.p	FUN_012833-T1
OG0004494	Bevul.8G056100.1.p	FUN_012404-T1
OG0004495	Bevul.2G038600.1.p, Bevul.2G038600.3.p	FUN_001201-T1
OG0004496	Bevul.9G075700.1.p	FUN_027409-T1, FUN_027409-T2
OG0004497	Bevul.4G238500.1.p, Bevul.4G237500.1.p	FUN_036440-T2, FUN_036440-T1
OG0004498	Bevul.2G188200.1.p	FUN_012843-T1
OG0004499	Bevul.4G092000.1.p, Bevul.3G172700.1.p	FUN_046767-T1, FUN_046767-T2
OG0004500	Bevul.7G212800.1.p, Bevul.4G058500.1.p	FUN_004914-T1
OG0004501	Bevul.9G102200.4.p, Bevul.9G102200.2.p, Bevul.9G102200.3.p, Bevul.9G102200.1.p, Bevul.9G102200.5.p	FUN_015648-T1, FUN_015649-T1
OG0004502	Bevul.5G116400.1.p	FUN_039964-T1
OG0004502	Bevul.5G116300.1.p	FUN_008158-T2, FUN_008158-T1
OG0004503	Bevul.4G101000.1.p	FUN_002065-T1, FUN_002065-T2, FUN_002063-T1
OG0004504	Bevul.5G036400.1.p	FUN_040718-T2, FUN_040718-T1
OG0004505	Bevul.8G054000.1.p	FUN_012372-T1
OG0004506	Bevul.2G237400.1.p, Bevul.2G237300.1.p	FUN_030205-T1, FUN_030205-T2
OG0004507	Bevul.6G105700.1.p	FUN_007823-T1
OG0004508	Bevul.8G106500.1.p	FUN_014325-T3, FUN_040401-T1, FUN_014325-T1, FUN_014325-T5, FUN_014325-T2, FUN_040402-T1, FUN_014325-T4
OG0004509	Bevul.3G213400.1.p	FUN_004416-T1
OG0004510	Bevul.7G130500.1.p	FUN_025027-T1, FUN_025027-T2
OG0004511	Bevul.6G060700.1.p	FUN_031165-T2, FUN_031165-T1, FUN_031165-T3, FUN_031165-T4
OG0004512	Bevul.1G070200.1.p	FUN_042722-T1, FUN_024175-T1
OG0004513	Bevul.3G155100.1.p	FUN_012933-T2, FUN_012933-T1
OG0004514	Bevul.6G093100.1.p	FUN_031256-T1
OG0004515	Bevul.4G210400.1.p	FUN_052476-T1
OG0004516	Bevul.6G052500.1.p	FUN_020918-T1, FUN_020918-T2
OG0004517	Bevul.3G028300.1.p	FUN_045049-T1
OG0004518	Bevul.7G170500.1.p	FUN_023913-T2, FUN_023913-T3, FUN_023913-T1
OG0004519	Bevul.5G165700.1.p, Bevul.5G165800.1.p	FUN_047081-T1, FUN_047082-T1
OG0004520	Bevul.9G199800.1.p	FUN_036373-T1, FUN_032164-T1
OG0004521	Bevul.1G008000.1.p	FUN_024468-T1, FUN_024467-T1
OG0004522	Bevul.1G166400.1.p	FUN_037174-T1, FUN_049217-T1
OG0004523	Bevul.1G181500.1.p	FUN_048053-T1
OG0004524	Bevul.1G153900.1.p	FUN_038320-T1
OG0004525	Bevul.6G004000.1.p	FUN_052818-T2, FUN_052818-T1
OG0004526	Bevul.3G166900.1.p	FUN_005769-T2, FUN_005769-T1
OG0004527	Bevul.6G166700.1.p	FUN_020420-T1
OG0004528	Bevul.3G010900.1.p	FUN_040505-T1
OG0004528	Bevul.4G131100.1.p	FUN_002676-T1
OG0004529	Bevul.7G114900.1.p	FUN_043676-T1, FUN_024875-T1
OG0004530	Bevul.1G111000.1.p	FUN_048572-T1
OG0004531	Bevul.6G038000.1.p	FUN_027036-T1, FUN_020602-T1
OG0004532	Bevul.7G068500.2.p, Bevul.7G068500.1.p	FUN_013596-T1
OG0004533	Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p, Bevul.3G087800.1.p	FUN_012589-T1, FUN_046054-T1, FUN_002386-T1, FUN_002387-T1
OG0004534	Bevul.9G031200.1.p, Bevul.9G031200.7.p, Bevul.9G031200.11.p, Bevul.9G031200.4.p, Bevul.9G031200.10.p, Bevul.9G031200.5.p, Bevul.9G031200.2.p, Bevul.9G031200.6.p, Bevul.9G031200.3.p, Bevul.9G031200.9.p, Bevul.9G031200.8.p	FUN_037021-T1
OG0004535	Bevul.5G241900.1.p	FUN_050824-T4, FUN_050824-T3, FUN_050824-T1, FUN_050824-T2, FUN_011584-T2, FUN_011584-T1
OG0004536	Bevul.2G100700.1.p	FUN_039211-T1
OG0004536	Bevul.8G127800.1.p	FUN_037942-T1
OG0004537	Bevul.7G116700.1.p	FUN_043645-T1
OG0004538	Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p	FUN_042918-T1, FUN_042918-T2, FUN_024727-T1
OG0004539	Bevul.9G143900.1.p	FUN_045638-T1, FUN_045638-T3, FUN_045638-T2, FUN_051856-T1
OG0004540	Bevul.4G239300.1.p	FUN_036522-T1
OG0004541	Bevul.5G204100.1.p	FUN_010955-T1, FUN_047494-T1
OG0004541	Bevul.2G220800.1.p	FUN_016448-T1
OG0004542	Bevul.7G188600.1.p	FUN_049010-T1
OG0004543	Bevul.5G041600.1.p	FUN_005132-T1
OG0004544	Bevul.6G053400.1.p	FUN_018482-T1
OG0004544	Bevul.1G026100.1.p, Bevul.3G233900.1.p	FUN_042750-T1, FUN_017738-T1
