Orthogroup	B_vulgaris.proteins	V_vinifera.proteins
OG0004759	Bevul.1G167600.1.p, Bevul.1G167700.1.p	VIT_215s0048g02090.2, VIT_215s0048g02090.1, VIT_215s0048g02100.1, VIT_215s0048g02110.1, VIT_215s0048g02110.3, VIT_215s0048g02110.2, VIT_215s0048g02110.4
OG0004760	Bevul.8G143900.1.p, Bevul.8G144000.1.p	VIT_204s0008g02230.1
OG0004761	Bevul.8G198700.1.p	VIT_211s0016g03410.4, VIT_211s0016g03410.1, VIT_211s0016g03410.5, VIT_211s0016g03410.3, VIT_211s0016g03410.2
OG0004762	Bevul.8G171400.1.p	VIT_211s0016g05820.1, VIT_211s0016g05820.4, VIT_211s0016g05820.3, VIT_211s0016g05820.2
OG0004763	Bevul.9G214100.1.p	VIT_209s0002g03710.1
OG0004763	Bevul.2G155900.1.p	VIT_204s0008g03230.1
OG0004764	Bevul.7G165100.1.p	VIT_209s0002g00690.5, VIT_209s0002g00690.2, VIT_209s0002g00690.1, VIT_209s0002g00690.4, VIT_209s0002g00690.3
OG0004765	Bevul.5G037900.1.p	VIT_202s0025g04660.1, VIT_202s0025g04660.2, VIT_202s0025g04660.3
OG0004766	Bevul.8G152200.1.p	VIT_211s0037g00610.2, VIT_211s0037g00610.4, VIT_211s0037g00610.3, VIT_211s0037g00610.1
OG0004767	Bevul.2G130500.1.p	VIT_204s0008g02600.1, VIT_209s0018g01330.1
OG0004768	Bevul.1G186300.1.p	VIT_216s0050g02240.1, VIT_215s0046g01470.2, VIT_215s0046g01470.1
OG0004769	Bevul.3G034400.1.p	VIT_216s0098g01570.1
OG0004770	Bevul.9G205400.1.p	VIT_209s0002g04430.1
OG0004771	Bevul.7G174700.1.p	VIT_209s0002g01650.2, VIT_209s0002g01650.4, VIT_209s0002g01650.3, VIT_209s0002g01650.1
OG0004772	Bevul.8G141100.1.p, Bevul.7G168300.1.p	VIT_209s0002g01020.1
OG0004774	Bevul.4G175100.1.p	VIT_215s0046g03770.1
OG0004775	Bevul.8G149700.1.p	VIT_207s0130g00470.2, VIT_207s0130g00470.4, VIT_207s0130g00470.5, VIT_207s0130g00470.3, VIT_207s0130g00470.1
OG0004776	Bevul.9G052000.3.p, Bevul.9G052000.2.p, Bevul.9G052000.1.p	VIT_206s0004g03020.1, VIT_206s0004g03020.2
OG0004777	Bevul.8G187800.1.p	VIT_211s0016g04480.2, VIT_211s0016g04480.1
OG0004778	Bevul.2G111200.1.p	VIT_204s0008g02580.1
OG0004779	Bevul.3G073900.1.p	VIT_216s0100g01230.1
OG0004780	Bevul.8G161300.1.p, Bevul.8G161200.1.p	VIT_211s0149g00120.5, VIT_211s0149g00120.3, VIT_211s0149g00120.4, VIT_211s0149g00120.2, VIT_211s0149g00120.1
OG0004781	Bevul.9G201600.2.p, Bevul.9G201600.1.p	VIT_209s0002g04830.1
OG0004782	Bevul.3G085000.1.p	VIT_216s0022g02010.1
OG0004783	Bevul.1G033100.1.p	VIT_213s0019g04120.2, VIT_213s0019g04120.1, VIT_213s0019g04120.3
OG0004784	Bevul.9G207600.1.p	VIT_204s0023g00650.1
OG0004785	Bevul.8G157400.1.p, Bevul.8G157300.1.p	VIT_211s0037g01150.1
OG0004786	Bevul.9G197000.1.p	VIT_209s0002g06000.1
OG0004788	Bevul.6G173200.1.p	VIT_201s0137g00440.1
OG0004791	Bevul.8G128700.1.p	VIT_211s0016g02170.2, VIT_211s0016g02170.1
OG0004791	Bevul.7G233500.1.p	VIT_209s0002g02150.2, VIT_209s0002g02150.1
OG0004792	Bevul.3G040000.1.p	VIT_216s0098g00310.2, VIT_216s0098g00310.1
OG0004792	Bevul.4G188500.1.p	VIT_207s0130g00230.1, VIT_207s0130g00230.2
OG0004793	Bevul.8G188300.1.p	VIT_211s0016g04370.1, VIT_204s0008g04350.2, VIT_204s0008g04350.3, VIT_204s0008g04350.1
OG0004794	Bevul.9G118000.1.p, Bevul.8G170300.1.p	VIT_213s0106g00770.1, VIT_219s0015g00810.1, VIT_214s0066g02380.2, VIT_214s0066g02380.1
OG0004795	Bevul.2G117000.2.p, Bevul.2G117000.1.p, Bevul.2G117000.3.p	VIT_213s0019g04000.5, VIT_213s0019g04000.4, VIT_213s0019g04000.3, VIT_213s0019g04000.2, VIT_213s0019g04000.1
OG0004796	Bevul.8G134300.1.p	VIT_211s0052g00080.1
OG0004797	Bevul.8G132200.1.p	VIT_211s0016g01830.4, VIT_211s0016g01830.3, VIT_211s0016g01830.2, VIT_211s0016g01830.1
OG0004798	Bevul.8G162100.1.p	VIT_211s0118g00780.2, VIT_211s0118g00780.1, VIT_211s0118g00780.3
OG0004799	Bevul.7G123300.1.p, Bevul.7G123400.1.p	VIT_207s0005g05160.1
OG0004800	Bevul.1G180400.1.p	VIT_215s0046g01840.3, VIT_215s0046g01840.4, VIT_215s0046g01840.2, VIT_215s0046g01840.1
OG0004801	Bevul.8G166900.1.p, Bevul.8G167000.1.p	VIT_209s0002g08060.1, VIT_209s0002g07930.1, VIT_209s0002g07990.1, VIT_209s0002g08030.1, VIT_209s0002g08070.1
OG0004802	Bevul.9G117400.2.p, Bevul.9G117400.4.p, Bevul.9G117400.3.p, Bevul.9G117400.1.p	VIT_209s0002g03490.1
OG0004803	Bevul.9G107500.4.p, Bevul.9G107500.3.p, Bevul.9G107500.1.p, Bevul.9G107500.7.p, Bevul.9G107500.5.p, Bevul.9G107500.6.p, Bevul.9G107500.2.p	VIT_209s0002g02510.2, VIT_209s0002g02510.1
OG0004804	Bevul.4G119900.1.p	VIT_209s0018g02090.3, VIT_209s0018g02090.2, VIT_209s0018g02090.1
OG0004805	Bevul.7G172700.1.p	VIT_209s0002g01890.1
OG0004806	Bevul.7G152900.1.p	VIT_209s0054g00980.1, VIT_209s0054g00980.2, VIT_209s0054g00980.4, VIT_209s0054g00980.3
OG0004807	Bevul.2G018700.1.p, Bevul.2G018700.2.p	VIT_204s0008g04780.3, VIT_204s0008g04780.1
OG0004808	Bevul.5G071900.1.p	VIT_211s0016g02860.1, VIT_211s0016g02860.2, VIT_211s0016g02860.4, VIT_211s0016g02860.3, VIT_211s0016g02860.5
OG0004809	Bevul.4G093100.1.p	VIT_219s0027g00440.4, VIT_219s0027g00440.3, VIT_219s0027g00440.2, VIT_219s0027g00440.1
OG0004810	Bevul.7G211100.1.p	VIT_205s0094g00380.3, VIT_205s0094g00380.2, VIT_205s0094g00380.1
OG0004812	Bevul.1G167400.1.p	VIT_211s0016g00030.1, VIT_215s0046g03730.1
OG0004813	Bevul.7G194300.1.p	VIT_206s0004g06130.2, VIT_206s0004g06130.3, VIT_206s0004g06130.1, VIT_206s0004g06130.4, VIT_206s0004g06130.5
OG0004814	Bevul.9G045600.2.p, Bevul.9G045600.1.p, Bevul.8G002200.1.p	VIT_206s0061g00280.1
OG0004815	Bevul.4G041900.1.p	VIT_219s0177g00170.1, VIT_219s0177g00170.2, VIT_219s0177g00170.7
OG0004816	Bevul.8G178600.1.p	VIT_213s0019g02650.1, VIT_211s0016g05140.1
OG0004817	Bevul.2G251400.1.p, Bevul.2G251300.1.p, Bevul.2G187600.2.p, Bevul.2G187600.1.p	VIT_213s0067g02160.3, VIT_213s0067g02160.2, VIT_213s0067g02160.1
OG0004818	Bevul.6G120300.1.p, Bevul.3G122300.1.p	VIT_213s0106g00730.1, VIT_208s0007g03460.1, VIT_208s0007g03460.2, VIT_208s0007g03460.3, VIT_208s0007g03460.4
OG0004819	Bevul.8G006300.1.p	VIT_210s0003g01440.3, VIT_210s0003g01440.4, VIT_210s0003g01440.2, VIT_210s0003g01440.1
OG0004820	Bevul.8G055000.1.p	VIT_210s0116g01820.1, VIT_210s0116g01810.1
OG0004821	Bevul.2G234500.2.p, Bevul.2G234500.1.p	VIT_213s0019g03200.1
OG0004822	Bevul.2G131300.2.p, Bevul.2G131300.1.p	VIT_216s0013g01550.3, VIT_216s0013g01550.4, VIT_216s0013g01550.1, VIT_216s0013g01550.2
OG0004823	Bevul.3G092700.1.p	VIT_203s0038g00110.3, VIT_203s0038g00110.4, VIT_203s0038g00110.6, VIT_203s0038g00110.5, VIT_203s0038g00110.1, VIT_203s0038g00110.2
OG0004824	Bevul.9G051400.2.p, Bevul.9G051400.1.p	VIT_206s0004g02900.2, VIT_206s0004g02900.1, VIT_206s0004g02900.3, VIT_206s0004g02900.4
OG0004825	Bevul.8G058300.1.p, Bevul.8G058100.1.p	VIT_210s0116g00790.1, VIT_210s0116g00790.2
OG0004826	Bevul.2G123200.5.p, Bevul.2G123200.3.p, Bevul.2G123200.2.p, Bevul.2G123200.1.p, Bevul.2G123200.4.p	VIT_213s0019g04820.3, VIT_213s0019g04820.1, VIT_213s0019g04820.4, VIT_213s0019g04820.2
OG0004827	Bevul.7G179000.1.p	VIT_206s0009g00690.5, VIT_206s0009g00690.3, VIT_206s0009g00690.4, VIT_206s0009g00690.2, VIT_206s0009g00690.1
OG0004828	Bevul.1G057900.1.p	VIT_212s0028g00740.7, VIT_212s0028g00740.5, VIT_212s0028g00740.4, VIT_212s0028g00740.2, VIT_212s0028g00740.8, VIT_212s0028g00740.9, VIT_212s0028g00740.6, VIT_212s0028g00740.3, VIT_212s0028g00740.1
OG0004829	Bevul.8G089500.1.p	VIT_210s0003g03710.1
OG0004830	Bevul.3G190900.1.p	VIT_208s0007g08120.1
OG0004831	Bevul.3G215800.1.p	VIT_208s0040g00760.2, VIT_208s0040g00760.3, VIT_208s0040g00760.5, VIT_208s0040g00760.4, VIT_208s0040g00760.1
OG0004832	Bevul.7G015700.1.p	VIT_208s0058g00660.1, VIT_208s0058g00660.2
OG0004833	Bevul.7G209700.1.p	VIT_206s0004g04410.1, VIT_206s0004g04410.2
OG0004834	Bevul.2G117800.1.p	VIT_219s0085g01140.1
OG0004835	Bevul.4G086800.1.p	VIT_219s0014g00110.3, VIT_219s0014g00110.4, VIT_219s0014g00110.2, VIT_219s0014g00110.1, VIT_212s0028g00340.1, VIT_212s0028g00340.5, VIT_212s0028g00340.3, VIT_212s0028g00340.2, VIT_212s0028g00340.4, VIT_212s0028g00340.6
OG0004836	Bevul.4G004800.1.p	VIT_219s0015g01000.2, VIT_219s0015g01000.1
OG0004837	Bevul.2G031200.1.p	VIT_213s0067g00180.1
OG0004838	Bevul.4G055000.1.p	VIT_219s0014g03350.3, VIT_219s0014g03350.1, VIT_219s0014g03350.2
OG0004839	Bevul.7G039400.2.p, Bevul.7G039400.1.p, Bevul.7G039400.3.p	VIT_208s0007g04200.1
OG0004840	Bevul.2G155600.3.p, Bevul.2G155600.1.p, Bevul.2G155600.2.p	VIT_208s0007g06730.1, VIT_208s0007g06730.2, VIT_208s0007g06730.3
OG0004841	Bevul.8G059400.1.p	VIT_200s0404g00100.1
OG0004841	Bevul.9G068100.1.p	VIT_212s0059g02060.1
OG0004842	Bevul.4G034900.1.p	VIT_219s0090g00130.4
OG0004843	Bevul.7G070900.1.p	VIT_208s0040g02980.2, VIT_208s0040g02980.4, VIT_208s0040g02980.5, VIT_208s0040g02980.3, VIT_208s0040g02980.1
OG0004844	Bevul.2G106600.1.p	VIT_200s0317g00110.3, VIT_200s0317g00110.2, VIT_200s0317g00110.1
OG0004845	Bevul.7G191600.1.p	VIT_206s0004g06500.1, VIT_206s0004g06500.2, VIT_206s0004g06500.3
OG0004846	Bevul.2G232000.5.p, Bevul.2G232000.6.p, Bevul.2G232000.2.p, Bevul.2G232000.3.p, Bevul.2G232000.4.p, Bevul.2G232000.1.p	VIT_213s0019g01530.2, VIT_213s0019g01530.3, VIT_213s0019g01530.4, VIT_213s0019g01530.1
OG0004847	Bevul.2G105200.6.p, Bevul.2G105200.3.p, Bevul.2G105200.4.p, Bevul.2G105200.7.p, Bevul.2G105200.5.p, Bevul.2G105200.2.p, Bevul.2G105200.1.p	VIT_213s0019g00070.2, VIT_213s0019g00070.1, VIT_213s0019g00070.3, VIT_213s0019g00070.5, VIT_213s0019g00070.4
OG0004848	Bevul.8G006900.1.p	VIT_210s0003g01500.2, VIT_210s0003g01500.1
OG0004849	Bevul.7G024500.1.p, Bevul.7G024500.2.p, Bevul.8G192600.1.p	VIT_206s0004g02090.1, VIT_213s0073g00710.1
OG0004850	Bevul.9G074800.1.p, Bevul.9G074800.2.p	VIT_209s0054g01100.1, VIT_212s0028g03890.2, VIT_212s0028g03890.3, VIT_212s0028g03890.1
OG0004851	Bevul.1G018500.1.p	VIT_213s0064g00980.1
OG0004852	Bevul.8G060900.1.p	VIT_210s0003g01710.1, VIT_210s0003g01710.4
OG0004853	Bevul.7G018100.4.p, Bevul.7G018100.2.p, Bevul.7G018100.3.p, Bevul.7G018100.1.p, Bevul.7G018100.5.p	VIT_208s0040g03210.1
OG0004854	Bevul.2G044100.1.p	VIT_213s0019g00350.1
OG0004855	Bevul.2G184400.1.p	VIT_206s0004g07790.2, VIT_206s0004g07790.1
OG0004856	Bevul.7G012700.1.p, Bevul.3G113200.1.p	VIT_213s0067g02190.1
OG0004858	Bevul.3G181900.1.p	VIT_208s0007g06540.2, VIT_208s0007g06540.3, VIT_208s0007g06540.6, VIT_208s0007g06540.4, VIT_208s0007g06540.1, VIT_208s0007g06540.5
OG0004859	Bevul.5G217500.1.p	VIT_217s0000g08960.1
OG0004859	Bevul.1G076200.1.p	VIT_214s0066g00810.1, VIT_214s0066g00810.2
OG0004861	Bevul.6G197400.1.p	VIT_201s0150g00050.3, VIT_201s0150g00050.2, VIT_201s0150g00050.1
OG0004862	Bevul.5G107700.1.p	VIT_202s0087g00170.1
OG0004863	Bevul.3G172900.1.p	VIT_208s0007g07490.3, VIT_208s0007g07490.1, VIT_208s0007g07490.2
OG0004864	Bevul.9G138400.1.p, Bevul.9G138400.2.p	VIT_208s0056g00740.2, VIT_208s0056g00740.3, VIT_208s0056g00740.4, VIT_208s0056g00740.1
OG0004865	Bevul.4G045100.1.p	VIT_219s0014g05200.4, VIT_219s0014g05200.5, VIT_219s0014g05200.6, VIT_219s0014g05200.3, VIT_219s0014g05200.1, VIT_219s0014g05200.2
OG0004866	Bevul.9G028800.1.p, Bevul.9G043900.1.p	VIT_206s0061g00450.1, VIT_206s0061g00450.2
OG0004868	Bevul.7G010200.1.p, Bevul.2G184000.1.p	VIT_213s0067g02390.1
OG0004869	Bevul.8G054800.1.p	VIT_219s0090g00400.2, VIT_219s0090g00400.1
OG0004870	Bevul.4G132900.1.p	VIT_214s0081g00570.1
OG0004871	Bevul.8G099900.1.p	VIT_210s0003g05370.1
OG0004872	Bevul.2G227200.2.p, Bevul.2G227200.3.p, Bevul.2G227200.1.p, Bevul.2G227200.4.p	VIT_213s0019g02260.1, VIT_213s0019g02260.2
OG0004873	Bevul.4G047000.1.p	VIT_219s0014g04940.1
OG0004874	Bevul.6G217600.1.p	VIT_214s0068g01130.1, VIT_214s0068g01130.2
OG0004875	Bevul.1G206200.1.p	VIT_214s0081g00460.2, VIT_214s0081g00460.1
OG0004876	Bevul.3G053100.1.p, Bevul.3G053200.1.p	VIT_216s0050g00850.1, VIT_216s0050g01310.1, VIT_216s0050g01300.1
OG0004877	Bevul.7G153600.1.p	VIT_214s0171g00320.2, VIT_214s0171g00320.3, VIT_214s0171g00320.1
OG0004878	Bevul.4G179100.1.p	VIT_204s0044g01570.3, VIT_204s0044g01570.2, VIT_204s0044g01570.1
OG0004879	Bevul.5G154400.1.p	VIT_217s0000g01460.3, VIT_217s0000g01460.4, VIT_217s0000g01460.1, VIT_217s0000g01460.2
OG0004880	Bevul.1G216500.1.p	VIT_218s0001g03820.1, VIT_218s0001g03820.2
OG0004881	Bevul.6G169200.1.p	VIT_201s0010g02210.1
OG0004882	Bevul.6G204700.1.p	VIT_205s0051g00930.4, VIT_205s0051g00930.6, VIT_205s0051g00930.8, VIT_205s0051g00930.2, VIT_205s0051g00930.3, VIT_205s0051g00930.1, VIT_205s0051g00930.7, VIT_205s0051g00930.5
OG0004883	Bevul.6G212800.1.p	VIT_201s0010g02560.1, VIT_201s0010g02560.3, VIT_201s0010g02560.2
OG0004884	Bevul.7G144200.1.p	VIT_214s0219g00170.3, VIT_214s0219g00170.1, VIT_214s0219g00170.2, VIT_217s0000g09990.1
OG0004885	Bevul.4G185700.1.p	VIT_204s0023g02390.2, VIT_214s0036g00970.8, VIT_214s0036g00970.5, VIT_204s0023g02390.4, VIT_204s0023g02390.1, VIT_214s0036g00970.2, VIT_214s0036g00970.9, VIT_214s0036g00970.7, VIT_214s0036g00970.3, VIT_214s0036g00970.4, VIT_214s0036g00970.1
OG0004886	Bevul.4G123500.1.p	VIT_207s0031g03100.1
OG0004887	Bevul.3G043100.1.p	VIT_216s0050g02520.1, VIT_216s0050g02520.2
OG0004888	Bevul.2G091900.1.p	VIT_207s0031g00920.2
OG0004889	Bevul.9G141400.1.p	VIT_203s0038g01860.1, VIT_203s0038g01850.1, VIT_203s0038g01830.1, VIT_203s0038g01845.1
OG0004890	Bevul.5G064600.1.p, Bevul.3G027600.1.p	VIT_202s0025g02820.1
OG0004891	Bevul.3G153200.1.p, Bevul.7G012200.1.p, Bevul.7G012200.2.p	VIT_207s0104g01350.1, VIT_205s0020g01820.1
OG0004892	Bevul.2G123800.5.p, Bevul.2G123800.6.p, Bevul.2G123800.7.p, Bevul.2G123800.1.p, Bevul.2G123800.4.p, Bevul.2G123800.2.p, Bevul.2G123800.3.p	VIT_204s0008g03130.2, VIT_204s0008g03130.1, VIT_204s0008g03130.3, VIT_204s0008g03130.4
OG0004893	Bevul.7G085200.1.p, Bevul.7G085300.1.p	VIT_207s0104g01160.2, VIT_207s0104g01160.3, VIT_207s0104g01160.1
OG0004894	Bevul.4G075600.1.p	VIT_219s0014g01330.1
OG0004895	Bevul.6G163700.1.p	VIT_214s0171g00430.1
OG0004896	Bevul.4G153700.1.p	VIT_205s0020g03760.3, VIT_205s0020g03760.4, VIT_205s0020g03760.5, VIT_205s0020g03760.1, VIT_205s0020g03760.7, VIT_205s0020g03760.2, VIT_205s0020g03760.6
OG0004897	Bevul.5G164100.1.p	VIT_217s0000g00210.3, VIT_217s0000g00210.1, VIT_217s0000g00210.2, VIT_217s0000g00210.4
OG0004898	Bevul.3G114000.1.p	VIT_205s0094g00820.2, VIT_205s0094g00820.5, VIT_205s0094g00820.6, VIT_205s0094g00820.7, VIT_205s0094g00820.4, VIT_205s0094g00820.3, VIT_205s0094g00820.1
OG0004899	Bevul.7G114300.1.p	VIT_207s0005g04480.1, VIT_207s0005g04480.4, VIT_207s0005g04480.3, VIT_207s0005g04480.2
OG0004900	Bevul.6G145700.1.p	VIT_218s0041g01890.2, VIT_218s0041g01890.1, VIT_212s0035g01110.2, VIT_212s0035g01110.3, VIT_212s0035g01110.1
OG0004901	Bevul.5G063800.1.p, Bevul.1G198900.1.p	VIT_215s0048g02660.1, VIT_202s0025g02710.1, VIT_202s0025g02710.2
OG0004902	Bevul.5G024500.1.p	VIT_202s0025g00510.11, VIT_202s0025g00510.2, VIT_202s0025g00510.1, VIT_202s0025g00510.4, VIT_202s0025g00510.6, VIT_202s0025g00510.9, VIT_202s0025g00510.8, VIT_202s0025g00510.7, VIT_202s0025g00510.5, VIT_202s0025g00510.3
OG0004903	Bevul.6G005900.1.p, Bevul.6G005800.1.p	VIT_207s0031g00100.1
OG0004904	Bevul.7G114000.1.p	VIT_207s0005g04460.2, VIT_207s0005g04460.1
OG0004905	Bevul.3G024000.1.p	VIT_218s0001g03660.1
OG0004906	Bevul.6G207100.1.p	VIT_201s0010g03660.1, VIT_201s0010g03660.2
OG0004907	Bevul.6G206800.1.p, Bevul.6G206900.1.p, Bevul.6G207000.1.p	VIT_214s0068g01970.1, VIT_201s0010g03680.1
OG0004908	Bevul.1G078100.1.p	VIT_218s0166g00180.2, VIT_218s0166g00180.6, VIT_218s0166g00180.5, VIT_218s0166g00180.3, VIT_218s0166g00180.4, VIT_218s0166g00180.1, VIT_218s0166g00180.7, VIT_218s0166g00180.8
OG0004909	Bevul.1G197800.1.p	VIT_216s0098g01110.1, VIT_215s0048g02770.3, VIT_215s0048g02770.2, VIT_215s0048g02770.1
OG0004910	Bevul.6G204900.1.p	VIT_201s0010g03900.1, VIT_201s0010g03900.3, VIT_201s0010g03900.2, VIT_201s0010g03900.4
OG0004911	Bevul.6G158100.1.p	VIT_218s0001g07680.1, VIT_218s0001g07680.2, VIT_218s0001g07680.4, VIT_218s0001g07680.3
OG0004912	Bevul.5G242700.1.p	VIT_205s0020g04790.1, VIT_207s0141g00710.1
OG0004913	Bevul.1G013700.1.p	VIT_218s0001g08280.1, VIT_218s0001g08280.5, VIT_218s0001g08280.4, VIT_218s0001g08280.6, VIT_218s0001g08280.3, VIT_218s0001g08280.2
OG0004914	Bevul.7G099000.1.p, Bevul.7G099000.2.p, Bevul.7G099000.3.p	VIT_207s0104g01580.1
OG0004915	Bevul.5G068800.1.p	VIT_200s0341g00030.3, VIT_200s0341g00030.1, VIT_200s0341g00030.2, VIT_200s0341g00030.5, VIT_200s0341g00030.4
OG0004916	Bevul.1G099600.1.p	VIT_218s0001g05570.3, VIT_218s0001g05570.2, VIT_218s0001g05570.1
OG0004917	Bevul.6G205700.1.p	VIT_201s0010g03790.2
OG0004918	Bevul.5G152100.1.p	VIT_202s0012g01780.1, VIT_202s0012g01780.3, VIT_202s0012g01780.5, VIT_202s0012g01780.4, VIT_202s0012g01780.2
OG0004919	Bevul.5G015300.1.p	VIT_214s0036g01100.1, VIT_209s0018g01810.1, VIT_200s0131g00330.1, VIT_216s0039g00850.1, VIT_202s0025g01680.1
OG0004920	Bevul.3G020900.1.p	VIT_200s0585g00020.1
OG0004921	Bevul.5G132500.1.p	VIT_205s0062g01320.1, VIT_205s0077g01250.1
OG0004922	Bevul.6G213000.1.p	VIT_201s0010g02580.1
OG0004923	Bevul.1G080700.1.p	VIT_218s0001g15400.3, VIT_218s0001g15400.4, VIT_218s0001g15400.2, VIT_218s0001g15400.1
OG0004924	Bevul.3G035400.1.p	VIT_216s0098g01680.1, VIT_216s0098g01680.2, VIT_216s0098g01680.3, VIT_216s0098g01680.5, VIT_216s0098g01680.6, VIT_216s0098g01680.4
OG0004925	Bevul.6G135300.1.p	VIT_214s0083g00750.1
OG0004926	Bevul.9G013100.2.p, Bevul.9G013100.1.p	VIT_201s0010g01410.2, VIT_201s0010g01410.3, VIT_201s0010g01410.1
OG0004927	Bevul.8G141200.1.p	VIT_204s0043g00640.1
OG0004928	Bevul.5G170300.1.p	VIT_217s0000g04660.1
OG0004929	Bevul.5G075700.1.p	VIT_200s1491g00020.1
OG0004930	Bevul.3G143700.1.p, Bevul.5G210500.1.p	VIT_214s0066g01400.1
OG0004931	Bevul.6G247300.1.p	VIT_214s0066g02350.1, VIT_201s0026g00980.1
OG0004932	Bevul.6G156700.1.p	VIT_214s0108g00570.1, VIT_214s0108g00570.3, VIT_214s0108g00570.2
OG0004933	Bevul.4G223900.1.p, Bevul.4G226200.1.p, Bevul.4G224800.1.p, Bevul.4G227000.1.p	VIT_209s0002g03240.5, VIT_209s0002g03240.3, VIT_209s0002g03240.2, VIT_209s0002g03240.1, VIT_209s0002g03240.4, VIT_209s0002g03240.6
OG0004935	Bevul.5G191600.1.p, Bevul.6G237700.1.p	VIT_217s0000g06040.1
OG0004936	Bevul.6G188000.1.p	VIT_201s0127g00330.1
OG0004938	Bevul.5G077000.1.p	VIT_202s0236g00140.2, VIT_202s0236g00140.1, VIT_202s0236g00140.3
OG0004939	Bevul.2G095600.1.p	VIT_214s0066g01480.1, VIT_214s0066g01490.1
OG0004940	Bevul.3G019100.1.p	VIT_216s0039g02620.1
OG0004940	Bevul.3G120600.1.p	VIT_215s0107g00320.2, VIT_215s0107g00320.1
OG0004942	Bevul.5G102200.1.p	VIT_202s0033g00590.1
OG0004943	Bevul.6G142800.1.p	VIT_201s0011g05260.1
OG0004944	Bevul.2G203700.1.p	VIT_214s0006g01570.1
OG0004945	Bevul.8G094600.1.p	VIT_217s0000g02760.1, VIT_217s0000g02760.2, VIT_217s0000g02760.3
OG0004948	Bevul.5G117300.1.p	VIT_201s0011g02860.1
OG0004950	Bevul.4G096600.1.p	VIT_214s0066g00960.1
OG0004950	Bevul.5G214900.1.p	VIT_217s0000g08670.1
OG0004951	Bevul.5G212500.1.p	VIT_217s0000g08410.2, VIT_217s0000g08410.1
OG0004952	Bevul.5G108200.1.p	VIT_202s0087g00190.4, VIT_202s0087g00190.3, VIT_200s0169g00080.1, VIT_202s0087g00190.2, VIT_202s0087g00190.1
OG0004953	Bevul.5G070500.1.p, Bevul.5G070600.1.p	VIT_200s0299g00040.1
OG0004954	Bevul.6G107400.1.p	VIT_201s0011g00030.1
OG0004955	Bevul.6G116400.1.p	VIT_201s0011g06280.4, VIT_201s0011g06280.2, VIT_201s0011g06280.3, VIT_201s0011g06280.1
OG0004956	Bevul.6G147000.1.p	VIT_201s0011g05710.1
OG0004957	Bevul.5G202000.1.p	VIT_217s0000g05310.1
OG0004958	Bevul.3G013200.1.p	VIT_216s0039g01450.2, VIT_216s0039g01450.1, VIT_216s0039g01450.5, VIT_216s0039g01450.4, VIT_216s0039g01450.3
OG0004960	Bevul.4G018300.1.p	VIT_210s0042g01140.4, VIT_210s0042g01140.3, VIT_210s0042g01140.5, VIT_210s0042g01140.6, VIT_210s0042g01140.2, VIT_210s0042g01140.1
OG0004961	Bevul.4G145700.1.p	VIT_214s0030g00750.1
OG0004962	Bevul.8G103300.1.p	VIT_217s0119g00070.1, VIT_215s0024g00690.1
OG0004963	Bevul.7G122200.1.p, Bevul.6G131700.1.p	VIT_201s0011g03740.1, VIT_215s0021g01230.3, VIT_215s0021g01230.1, VIT_215s0021g01230.2
OG0004964	Bevul.5G078300.1.p	VIT_202s0012g00020.3, VIT_202s0012g00020.2, VIT_202s0012g00020.1
OG0004965	Bevul.5G201900.1.p	VIT_217s0000g05320.2, VIT_217s0000g05320.5, VIT_217s0000g05320.4, VIT_217s0000g05320.1, VIT_217s0000g05320.3, VIT_217s0000g05320.6
OG0004967	Bevul.5G195200.1.p	VIT_217s0000g05760.3, VIT_217s0000g05760.4, VIT_217s0000g05760.2, VIT_217s0000g05760.1
OG0004968	Bevul.5G168800.1.p	VIT_217s0000g04410.1
OG0004969	Bevul.5G002100.1.p	VIT_202s0025g03510.5, VIT_202s0025g03510.2, VIT_202s0025g03510.4, VIT_202s0025g03510.1, VIT_202s0025g03510.3
OG0004970	Bevul.9G005200.1.p	VIT_210s0071g00210.1
OG0004971	Bevul.5G240900.1.p	VIT_205s0020g04700.7, VIT_205s0020g04700.2, VIT_205s0020g04700.8, VIT_205s0020g04700.3, VIT_205s0020g04700.4, VIT_205s0020g04700.5, VIT_205s0020g04700.9, VIT_205s0020g04700.1, VIT_205s0020g04700.11, VIT_205s0020g04700.10, VIT_205s0020g04700.6
OG0004972	Bevul.6G188800.1.p	VIT_201s0127g00390.1
OG0004973	Bevul.2G053400.1.p	VIT_214s0066g02180.1
OG0004973	Bevul.5G200300.1.p	VIT_217s0000g05400.1, VIT_217s0000g05400.2
OG0004974	Bevul.6G119400.1.p	VIT_201s0011g02820.2, VIT_201s0011g02820.5, VIT_201s0011g02820.6, VIT_201s0011g02820.3, VIT_201s0011g02820.4, VIT_201s0011g02820.1
OG0004975	Bevul.5G084000.1.p	VIT_202s0012g00560.1, VIT_202s0012g00560.2
OG0004976	Bevul.5G217100.1.p	VIT_217s0000g08910.1, VIT_217s0000g08910.2
OG0004977	Bevul.2G070500.4.p, Bevul.2G070500.3.p, Bevul.2G070500.2.p, Bevul.2G070500.1.p	VIT_214s0108g01480.1, VIT_214s0108g01480.5, VIT_214s0108g01480.7, VIT_214s0108g01480.4, VIT_214s0108g01480.2, VIT_214s0108g01480.6, VIT_214s0108g01480.3
