Orthogroup	B_vulgaris.proteins	A_vesiculosa.proteins
OG0005303	Bevul.4G204100.1.p	Av_00016800-RA
OG0005304	Bevul.6G052800.1.p, Bevul.7G108800.1.p	Av_00005203-RA
OG0005305	Bevul.3G127300.1.p	Av_00000542-RA
OG0005306	Bevul.9G137800.1.p, Bevul.9G137800.2.p	Av_00000601-RA
OG0005307	Bevul.5G238500.1.p	Av_00003424-RA
OG0005309	Bevul.6G083700.1.p	Av_00000410-RA, Av_00015353-RA
OG0005310	Bevul.3G003000.1.p	Av_00002124-RA
OG0005312	Bevul.2G216200.1.p	Av_00004984-RA
OG0005312	Bevul.3G164900.1.p	Av_00013220-RA
OG0005313	Bevul.6G074000.1.p	Av_00022358-RA, Av_00000497-RA
OG0005314	Bevul.6G211400.1.p	Av_00002632-RA
OG0005315	Bevul.6G031900.1.p	Av_00000484-RA
OG0005316	Bevul.4G169200.1.p	Av_00016625-RA
OG0005317	Bevul.6G152400.1.p	Av_00001363-RA
OG0005318	Bevul.5G235600.1.p	Av_00023063-RA, Av_00009710-RA
OG0005319	Bevul.6G083500.1.p	Av_00002724-RA, Av_00005249-RA
OG0005320	Bevul.6G232300.1.p	Av_00006412-RA, Av_00007558-RA, Av_00022489-RA, Av_00024383-RA
OG0005321	Bevul.2G216300.1.p	Av_00003906-RA, Av_00004985-RA
OG0005322	Bevul.2G200100.1.p	Av_00023651-RA
OG0005323	Bevul.2G210300.1.p, Bevul.2G210200.1.p	Av_00004971-RA
OG0005324	Bevul.2G008000.7.p, Bevul.2G008000.3.p, Bevul.2G008000.2.p, Bevul.2G008000.1.p, Bevul.2G008000.5.p, Bevul.2G008000.6.p, Bevul.2G008000.4.p, Bevul.2G008000.8.p	Av_00015421-RA
OG0005325	Bevul.9G141700.2.p, Bevul.9G141700.1.p, Bevul.5G096400.1.p	Av_00012394-RA, Av_00014986-RA, Av_00014978-RA, Av_00014989-RA, Av_00012398-RA, Av_00014980-RA, Av_00012391-RA
OG0005326	Bevul.1G107600.1.p	Av_00003166-RA, Av_00008666-RA
OG0005329	Bevul.3G073100.1.p	Av_00009179-RA, Av_00014776-RA
OG0005330	Bevul.2G210700.1.p	Av_00009117-RA
OG0005331	Bevul.3G020100.1.p	Av_00009226-RA, Av_00017616-RA, Av_00013049-RA
OG0005332	Bevul.6G079000.1.p	Av_00005234-RA
OG0005333	Bevul.1G152000.1.p, Bevul.1G151900.1.p	Av_00008464-RA
OG0005334	Bevul.5G172100.1.p	Av_00013754-RA, Av_00024881-RA
OG0005335	Bevul.9G013200.1.p	Av_00019762-RA, Av_00022119-RA
OG0005336	Bevul.5G097300.1.p, Bevul.5G097200.1.p	Av_00021519-RA
OG0005337	Bevul.6G144500.1.p	Av_00010810-RA, Av_00006333-RA
OG0005338	Bevul.5G199200.1.p	Av_00012417-RA, Av_00009300-RA
OG0005339	Bevul.5G156200.1.p	Av_00009253-RA, Av_00015020-RA, Av_00013807-RA
OG0005341	Bevul.5G109400.1.p	Av_00023768-RA
OG0005342	Bevul.6G189800.1.p, Bevul.6G189900.1.p	Av_00023102-RA
OG0005342	Bevul.6G190000.1.p	Av_00015464-RA
OG0005343	Bevul.5G046600.1.p	Av_00019460-RA
OG0005344	Bevul.8G155900.1.p	Av_00001003-RA
OG0005345	Bevul.6G131900.1.p	Av_00007624-RA, Av_00006359-RA
OG0005346	Bevul.3G212600.1.p	Av_00024055-RA, Av_00022519-RA
OG0005347	Bevul.4G121700.1.p	Av_00020324-RA
OG0005348	Bevul.6G200400.1.p	Av_00019470-RA, Av_00010841-RA, Av_00022523-RA
OG0005349	Bevul.2G218900.1.p, Bevul.2G219100.1.p	Av_00003899-RA
OG0005350	Bevul.5G089800.1.p	Av_00011729-RA, Av_00024450-RA
OG0005351	Bevul.3G018000.1.p	Av_00017611-RA
OG0005352	Bevul.5G231300.1.p	Av_00007645-RA
OG0005353	Bevul.6G188600.1.p	Av_00023104-RA
OG0005354	Bevul.8G058700.1.p	Av_00005950-RA, Av_00005622-RA, Av_00003685-RA
OG0005355	Bevul.6G199800.1.p	Av_00012222-RA, Av_00024877-RA
OG0005356	Bevul.5G084800.1.p	Av_00019615-RA, Av_00021982-RA
OG0005357	Bevul.7G115800.1.p	Av_00001481-RA
OG0005358	Bevul.8G104400.1.p	Av_00009549-RA
OG0005359	Bevul.6G145100.1.p	Av_00018454-RA
OG0005360	Bevul.5G178300.1.p	Av_00015920-RA
OG0005361	Bevul.2G199900.4.p, Bevul.2G199900.5.p, Bevul.2G199900.1.p, Bevul.2G199900.6.p, Bevul.2G199900.8.p, Bevul.2G199900.3.p, Bevul.2G199900.2.p, Bevul.2G199900.7.p	Av_00009104-RA, Av_00015589-RA
OG0005362	Bevul.6G179700.1.p	Av_00015475-RA, Av_00025042-RA, Av_00025043-RA
OG0005363	Bevul.5G106800.1.p	Av_00024554-RA
OG0005367	Bevul.1G206600.1.p, Bevul.1G206800.1.p	Av_00003099-RA, Av_00003100-RA
OG0005369	Bevul.1G201100.1.p	Av_00024763-RA, Av_00021768-RA, Av_00003275-RA, Av_00024762-RA
OG0005371	Bevul.6G071600.1.p	Av_00005172-RA
OG0005395	Bevul.7G230200.1.p	Av_00022350-RA
OG0005396	Bevul.5G262000.1.p	Av_00002256-RA
OG0005399	Bevul.8G159300.1.p	Av_00004932-RA
OG0005400	Bevul.7G176300.1.p	Av_00001166-RA, Av_00014361-RA
OG0005401	Bevul.3G194400.1.p	Av_00018496-RA
OG0005402	Bevul.3G206200.1.p	Av_00014499-RA
OG0005402	Bevul.3G206100.1.p	Av_00000693-RA
OG0005403	Bevul.4G196800.1.p	Av_00006655-RA
OG0005404	Bevul.7G141600.1.p	Av_00003408-RA
OG0005405	Bevul.4G168700.1.p	Av_00016624-RA
OG0005406	Bevul.6G006700.1.p	Av_00019376-RA, Av_00019922-RA
OG0005407	Bevul.8G153000.1.p	Av_00022603-RA, Av_00000645-RA
OG0005409	Bevul.4G235200.1.p	Av_00014400-RA, Av_00016558-RA, Av_00006529-RA
OG0005410	Bevul.3G172600.1.p, Bevul.3G172300.1.p	Av_00013207-RA
OG0005411	Bevul.8G173300.1.p	Av_00005844-RA
OG0005412	Bevul.6G005200.1.p	Av_00003987-RA
OG0005413	Bevul.9G045000.2.p, Bevul.9G045000.1.p	Av_00012722-RA, Av_00012723-RA
OG0005414	Bevul.7G014200.1.p, Bevul.7G014200.3.p, Bevul.7G014200.2.p	Av_00002652-RA
OG0005416	Bevul.1G215800.1.p	Av_00023131-RA
OG0005417	Bevul.5G060400.1.p, Bevul.4G202500.1.p	Av_00022703-RA
OG0005418	Bevul.7G188700.1.p, Bevul.5G051300.1.p	Av_00007349-RA
OG0005419	Bevul.7G153100.1.p	Av_00010172-RA
OG0005420	Bevul.3G228600.1.p	Av_00022193-RA
OG0005422	Bevul.7G215000.1.p	Av_00006124-RA
OG0005423	Bevul.3G105500.1.p	Av_00018039-RA
OG0005424	Bevul.3G118700.1.p	Av_00001569-RA, Av_00013559-RA
OG0005425	Bevul.7G002600.4.p, Bevul.7G002600.3.p, Bevul.7G002600.6.p, Bevul.7G002600.7.p, Bevul.7G002600.2.p, Bevul.7G002600.1.p, Bevul.7G002600.5.p	Av_00005411-RA
OG0005426	Bevul.7G010000.1.p	Av_00005408-RA, Av_00022704-RA
OG0005427	Bevul.2G025500.2.p, Bevul.2G025500.1.p	Av_00012041-RA
OG0005428	Bevul.7G230300.1.p	Av_00008481-RA
OG0005429	Bevul.4G221800.1.p	Av_00016536-RA, Av_00006551-RA
OG0005430	Bevul.8G191000.1.p	Av_00023297-RA
OG0005431	Bevul.9G114600.1.p	Av_00024574-RA, Av_00019496-RA
OG0005432	Bevul.7G226500.1.p	Av_00023065-RA
OG0005433	Bevul.3G129600.1.p	Av_00009594-RA
OG0005434	Bevul.3G105800.1.p	Av_00013528-RA, Av_00001555-RA
OG0005436	Bevul.5G012100.1.p	Av_00015751-RA, Av_00020492-RA
OG0005437	Bevul.4G152800.1.p	Av_00016272-RA
OG0005438	Bevul.7G025000.1.p, Bevul.7G025000.2.p	Av_00002938-RA, Av_00012612-RA, Av_00022177-RA, Av_00022229-RA
OG0005439	Bevul.1G166300.1.p	Av_00013913-RA
OG0005441	Bevul.3G070700.1.p	Av_00014380-RA, Av_00014376-RA, Av_00014379-RA
OG0005442	Bevul.7G224000.1.p	Av_00006110-RA
OG0005443	Bevul.2G241600.1.p	Av_00005701-RA, Av_00017265-RA
OG0005444	Bevul.5G250200.1.p	Av_00004793-RA, Av_00003435-RA, Av_00001438-RA, Av_00017088-RA
OG0005445	Bevul.2G170800.1.p, Bevul.2G170800.3.p, Bevul.2G170800.2.p	Av_00012052-RA
OG0005447	Bevul.7G032800.1.p	Av_00002924-RA, Av_00022215-RA, Av_00020951-RA
OG0005448	Bevul.2G244200.1.p	Av_00017257-RA, Av_00021384-RA
OG0005449	Bevul.3G132300.1.p	Av_00017885-RA
OG0005450	Bevul.4G228900.1.p	Av_00011858-RA
OG0005453	Bevul.3G182200.1.p	Av_00000676-RA
OG0005454	Bevul.4G131400.1.p	Av_00006689-RA
OG0005455	Bevul.7G039200.1.p	Av_00012596-RA, Av_00023820-RA, Av_00020024-RA, Av_00012597-RA, Av_00002913-RA
OG0005457	Bevul.2G042200.2.p, Bevul.2G042200.1.p, Bevul.2G042200.5.p, Bevul.2G042200.4.p, Bevul.2G042200.3.p, Bevul.2G042200.6.p	Av_00015669-RA
OG0005458	Bevul.7G046600.1.p	Av_00019629-RA
OG0005459	Bevul.7G018400.1.p, Bevul.7G018400.2.p	Av_00012622-RA
OG0005460	Bevul.3G005700.1.p	Av_00019202-RA, Av_00000569-RA
OG0005461	Bevul.2G131500.1.p	Av_00014719-RA, Av_00008697-RA
OG0005462	Bevul.5G110300.1.p, Bevul.3G026900.1.p	Av_00014061-RA, Av_00020518-RA
OG0005463	Bevul.3G111400.1.p	Av_00009533-RA
OG0005464	Bevul.5G252100.1.p	Av_00000850-RA, Av_00020968-RA
OG0005466	Bevul.5G239400.1.p	Av_00009705-RA, Av_00002319-RA
OG0005467	Bevul.7G210200.1.p	Av_00013352-RA
OG0005469	Bevul.1G028400.1.p	Av_00019445-RA, Av_00004057-RA, Av_00012118-RA
OG0005470	Bevul.3G022200.1.p	Av_00017619-RA
OG0005471	Bevul.9G017700.1.p	Av_00010131-RA, Av_00014285-RA
OG0005472	Bevul.2G032100.1.p	Av_00002645-RA
OG0005473	Bevul.2G155100.1.p	Av_00022823-RA
OG0005476	Bevul.1G217600.1.p, Bevul.8G062200.1.p	Av_00010916-RA, Av_00011465-RA
OG0005477	Bevul.6G062600.1.p	Av_00019252-RA
OG0005479	Bevul.9G239300.1.p	Av_00012366-RA, Av_00004528-RA
OG0005480	Bevul.3G120000.1.p	Av_00013557-RA
OG0005481	Bevul.2G032600.1.p	Av_00007694-RA, Av_00000332-RA
OG0005482	Bevul.1G112700.1.p	Av_00003176-RA
OG0005484	Bevul.1G092800.1.p	Av_00003618-RA
OG0005484	Bevul.4G188800.1.p	Av_00011794-RA
OG0005485	Bevul.1G104700.1.p	Av_00015273-RA
OG0005486	Bevul.5G068900.1.p	Av_00010688-RA
OG0005487	Bevul.1G202200.1.p	Av_00021769-RA
OG0005488	Bevul.9G223500.1.p	Av_00011408-RA, Av_00015940-RA
OG0005490	Bevul.3G034800.1.p	Av_00021961-RA, Av_00021149-RA, Av_00013022-RA, Av_00024018-RA
OG0005491	Bevul.9G137900.1.p	Av_00007269-RA
OG0005492	Bevul.4G194500.1.p, Bevul.6G011000.1.p	Av_00017925-RA, Av_00001985-RA
OG0005493	Bevul.2G110300.1.p	Av_00002329-RA, Av_00002328-RA
OG0005494	Bevul.6G157700.1.p	Av_00018551-RA
OG0005495	Bevul.6G084800.1.p	Av_00015369-RA, Av_00024392-RA
OG0005496	Bevul.1G093500.1.p	Av_00014028-RA, Av_00003146-RA, Av_00010977-RA
OG0005497	Bevul.6G158300.1.p	Av_00020137-RA
OG0005498	Bevul.3G054400.1.p	Av_00002130-RA, Av_00023900-RA
OG0005499	Bevul.5G225000.1.p	Av_00009755-RA, Av_00008809-RA
OG0005500	Bevul.1G005700.1.p	Av_00010211-RA, Av_00019104-RA, Av_00024794-RA, Av_00006879-RA
OG0005501	Bevul.2G071800.1.p	Av_00011470-RA
OG0005502	Bevul.6G095200.1.p	Av_00007740-RA
OG0005503	Bevul.3G006900.1.p	Av_00020169-RA, Av_00003378-RA
OG0005504	Bevul.9G006900.1.p	Av_00019745-RA, Av_00022714-RA
OG0005506	Bevul.1G218300.1.p	Av_00010920-RA, Av_00015245-RA, Av_00011469-RA, Av_00000069-RA, Av_00008651-RA, Av_00014685-RA
OG0005507	Bevul.5G043400.1.p	Av_00010710-RA, Av_00018572-RA
OG0005508	Bevul.1G008100.1.p	Av_00010205-RA
OG0005510	Bevul.1G045300.1.p	Av_00009008-RA, Av_00012103-RA, Av_00019422-RA
OG0005511	Bevul.6G013000.1.p	Av_00020443-RA
OG0005512	Bevul.9G231400.1.p	Av_00017766-RA, Av_00007181-RA, Av_00008808-RA, Av_00009756-RA
OG0005514	Bevul.9G055400.1.p	Av_00004930-RA, Av_00003983-RA
OG0005515	Bevul.1G038500.1.p	Av_00004872-RA, Av_00004064-RA, Av_00021612-RA, Av_00003767-RA, Av_00003764-RA, Av_00019776-RA
OG0005516	Bevul.8G040800.1.p	Av_00003709-RA
OG0005517	Bevul.9G072600.4.p, Bevul.9G072600.5.p, Bevul.9G072600.2.p, Bevul.9G072600.3.p, Bevul.9G072600.1.p	Av_00004828-RA
OG0005519	Bevul.9G065900.1.p	Av_00008552-RA
OG0005520	Bevul.1G094800.1.p	Av_00003150-RA, Av_00014032-RA
OG0005521	Bevul.4G086600.1.p	Av_00019475-RA
OG0005522	Bevul.1G197600.1.p	Av_00003268-RA
OG0005523	Bevul.7G071400.1.p, Bevul.4G217600.1.p	Av_00006430-RA, Av_00007535-RA
OG0005525	Bevul.8G020400.1.p	Av_00005899-RA
OG0005526	Bevul.1G150200.1.p	Av_00008226-RA
OG0005527	Bevul.9G096600.6.p, Bevul.9G096600.3.p, Bevul.9G096600.2.p, Bevul.9G096600.4.p, Bevul.9G096600.1.p, Bevul.9G096600.5.p	Av_00008463-RA
OG0005528	Bevul.4G097700.1.p	Av_00021839-RA, Av_00011634-RA
OG0005529	Bevul.8G047100.1.p	Av_00006197-RA
OG0005530	Bevul.6G229200.1.p, Bevul.8G186100.1.p	Av_00016865-RA, Av_00011053-RA
OG0005531	Bevul.9G029100.1.p	Av_00019134-RA, Av_00012752-RA, Av_00008974-RA
OG0005532	Bevul.8G044400.1.p, Bevul.6G203000.1.p	Av_00018604-RA
OG0005533	Bevul.8G016800.1.p	Av_00014096-RA, Av_00005893-RA
OG0005534	Bevul.9G055100.1.p	Av_00019124-RA, Av_00010189-RA
OG0005534	Bevul.8G048500.1.p	Av_00005977-RA, Av_00005599-RA
OG0005535	Bevul.1G142300.1.p, Bevul.2G058500.1.p	Av_00010761-RA, Av_00019491-RA
OG0005536	Bevul.4G052200.1.p	Av_00002403-RA
OG0005537	Bevul.6G196600.1.p, Bevul.3G179000.1.p	Av_00022839-RA
OG0005538	Bevul.2G001700.3.p, Bevul.2G001700.2.p, Bevul.2G001700.1.p, Bevul.2G001700.4.p	Av_00018830-RA, Av_00018649-RA
OG0005539	Bevul.1G131100.1.p	Av_00024610-RA
OG0005541	Bevul.7G063200.1.p	Av_00007650-RA, Av_00006332-RA
OG0005543	Bevul.2G021100.1.p, Bevul.2G020900.1.p	Av_00012798-RA
OG0005544	Bevul.8G146400.1.p	Av_00009801-RA
OG0005545	Bevul.8G188700.1.p	Av_00019453-RA
OG0005546	Bevul.6G042700.1.p	Av_00001992-RA
OG0005547	Bevul.2G224800.2.p, Bevul.2G224800.1.p	Av_00021037-RA
OG0005549	Bevul.9G214700.2.p, Bevul.9G214700.7.p, Bevul.9G214700.3.p, Bevul.9G214700.8.p, Bevul.9G214700.1.p, Bevul.9G214700.5.p, Bevul.9G214700.4.p, Bevul.9G214700.6.p	Av_00006799-RA, Av_00006798-RA, Av_00008003-RA, Av_00006800-RA
OG0005550	Bevul.8G208800.1.p	Av_00018219-RA, Av_00001026-RA
OG0005551	Bevul.1G133300.1.p	Av_00014605-RA, Av_00008560-RA
OG0005552	Bevul.2G129400.2.p, Bevul.2G129400.1.p	Av_00007130-RA
OG0005553	Bevul.3G187900.1.p	Av_00022342-RA, Av_00014470-RA, Av_00013186-RA, Av_00021877-RA
OG0005554	Bevul.9G202200.2.p, Bevul.9G202200.1.p, Bevul.9G202200.3.p	Av_00018152-RA
OG0005556	Bevul.4G033900.1.p	Av_00007887-RA, Av_00000177-RA
OG0005557	Bevul.5G233900.1.p	Av_00018153-RA
OG0005558	Bevul.5G001300.1.p	Av_00010357-RA
OG0005559	Bevul.5G163900.1.p	Av_00017830-RA
OG0005560	Bevul.8G155300.1.p	Av_00004494-RA, Av_00012320-RA
OG0005562	Bevul.1G176200.1.p	Av_00013915-RA, Av_00013918-RA
OG0005563	Bevul.7G218700.1.p	Av_00016830-RA
OG0005564	Bevul.2G131900.2.p, Bevul.2G131900.3.p, Bevul.2G131900.1.p	Av_00021260-RA, Av_00001085-RA
OG0005565	Bevul.9G209300.1.p, Bevul.9G209300.2.p	Av_00024069-RA, Av_00004136-RA
OG0005566	Bevul.3G075700.1.p, Bevul.5G035800.1.p	Av_00005510-RA, Av_00006093-RA, Av_00010406-RA
OG0005567	Bevul.8G193300.1.p	Av_00004636-RA, Av_00004247-RA
OG0005568	Bevul.2G118800.1.p	Av_00017956-RA, Av_00008333-RA
OG0005569	Bevul.7G167500.1.p	Av_00019885-RA
OG0005570	Bevul.7G224900.1.p, Bevul.3G048200.1.p	Av_00016878-RA
OG0005571	Bevul.7G152000.1.p	Av_00018645-RA, Av_00018834-RA
OG0005572	Bevul.2G005000.2.p, Bevul.2G005000.3.p, Bevul.2G005000.1.p, Bevul.2G005000.4.p	Av_00010500-RA
OG0005573	Bevul.8G149000.1.p	Av_00008739-RA
OG0005574	Bevul.1G165700.1.p	Av_00011442-RA, Av_00010882-RA, Av_00015220-RA, Av_00003223-RA, Av_00013914-RA
OG0005575	Bevul.2G135000.3.p, Bevul.2G135000.4.p, Bevul.2G135000.2.p, Bevul.2G135000.1.p	Av_00003629-RA, Av_00007510-RA
OG0005576	Bevul.5G073300.1.p	Av_00005434-RA, Av_00018588-RA, Av_00006048-RA
OG0005577	Bevul.5G017300.1.p	Av_00024163-RA
OG0005578	Bevul.2G127900.1.p	Av_00001089-RA
OG0005579	Bevul.3G203400.1.p	Av_00019798-RA
OG0005580	Bevul.8G057800.1.p	Av_00005952-RA, Av_00005619-RA
OG0005581	Bevul.8G139300.1.p	Av_00004511-RA
OG0005583	Bevul.7G152300.1.p	Av_00017595-RA, Av_00013071-RA
OG0005584	Bevul.3G068200.1.p	Av_00012934-RA
OG0005585	Bevul.5G036300.1.p	Av_00014563-RA, Av_00010402-RA
OG0005586	Bevul.2G161300.1.p	Av_00023411-RA
OG0005587	Bevul.8G080000.1.p	Av_00011961-RA, Av_00019836-RA
OG0005589	Bevul.2G024100.2.p, Bevul.2G024100.1.p	Av_00004662-RA, Av_00020201-RA
OG0005590	Bevul.3G209400.1.p	Av_00020285-RA, Av_00000698-RA
OG0005591	Bevul.2G012000.2.p, Bevul.2G012000.1.p	Av_00007090-RA
OG0005592	Bevul.7G160400.1.p	Av_00010745-RA, Av_00022377-RA
OG0005593	Bevul.5G066600.1.p	Av_00005536-RA, Av_00006055-RA
OG0005595	Bevul.7G152800.1.p	Av_00013069-RA, Av_00017599-RA, Av_00017598-RA
OG0005596	Bevul.5G042600.1.p	Av_00003030-RA, Av_00005456-RA, Av_00010390-RA
OG0005597	Bevul.8G214100.1.p	Av_00009821-RA, Av_00011020-RA
OG0005598	Bevul.5G001500.1.p	Av_00010356-RA, Av_00014527-RA
OG0005599	Bevul.5G012900.1.p	Av_00014694-RA, Av_00000074-RA, Av_00011476-RA
OG0005601	Bevul.5G065700.1.p	Av_00006060-RA
OG0005602	Bevul.1G125100.1.p	Av_00013889-RA, Av_00003198-RA
OG0005603	Bevul.8G186300.1.p	Av_00005867-RA, Av_00004043-RA, Av_00004891-RA, Av_00021626-RA
OG0005604	Bevul.2G126300.1.p, Bevul.2G126300.2.p	Av_00007126-RA
OG0005605	Bevul.9G107800.1.p	Av_00020133-RA, Av_00004121-RA
OG0005606	Bevul.8G140200.1.p	Av_00008763-RA
OG0005608	Bevul.8G124600.1.p	Av_00019973-RA
OG0005609	Bevul.9G208600.2.p, Bevul.9G208600.1.p	Av_00018130-RA
OG0005610	Bevul.8G172500.1.p	Av_00004908-RA, Av_00012148-RA, Av_00005840-RA
OG0005611	Bevul.1G069700.1.p, Bevul.4G238000.1.p, Bevul.4G236900.1.p	Av_00018652-RA
OG0005613	Bevul.1G036800.1.p	Av_00007056-RA, Av_00011930-RA
OG0005614	Bevul.5G050800.1.p	Av_00017073-RA, Av_00020715-RA
OG0005615	Bevul.1G149700.1.p	Av_00018717-RA
OG0005617	Bevul.3G016800.1.p	Av_00022291-RA, Av_00018077-RA
OG0005618	Bevul.4G002800.1.p	Av_00021306-RA, Av_00003045-RA
OG0005619	Bevul.9G020600.1.p, Bevul.9G020700.1.p	Av_00024097-RA
OG0005620	Bevul.7G215200.1.p	Av_00022452-RA, Av_00010731-RA
OG0005621	Bevul.3G213500.1.p	Av_00013128-RA, Av_00023564-RA, Av_00020593-RA, Av_00006725-RA
OG0005623	Bevul.8G095700.1.p	Av_00000867-RA
OG0005624	Bevul.3G132500.1.p	Av_00015210-RA
OG0005625	Bevul.7G003800.1.p	Av_00010314-RA, Av_00002971-RA
OG0005626	Bevul.5G133500.1.p	Av_00002840-RA, Av_00016393-RA
OG0005627	Bevul.8G168000.1.p	Av_00009061-RA, Av_00015563-RA
OG0005628	Bevul.8G128300.1.p	Av_00019472-RA
OG0005629	Bevul.7G205600.1.p	Av_00019677-RA
OG0005629	Bevul.2G232600.1.p	Av_00004994-RA
OG0005630	Bevul.7G017200.1.p	Av_00010293-RA, Av_00005071-RA, Av_00024240-RA
OG0005631	Bevul.4G007100.1.p	Av_00023498-RA
OG0005632	Bevul.8G002800.1.p	Av_00005640-RA
OG0005633	Bevul.7G190400.1.p	Av_00013301-RA
OG0005634	Bevul.9G049300.1.p	Av_00012708-RA, Av_00018506-RA
OG0005635	Bevul.9G033400.1.p, Bevul.3G118200.1.p	Av_00020037-RA, Av_00000869-RA
OG0005636	Bevul.7G011300.1.p	Av_00015652-RA, Av_00005073-RA
OG0005637	Bevul.9G172500.1.p	Av_00004428-RA, Av_00012281-RA
OG0005638	Bevul.4G247700.1.p	Av_00007020-RA
OG0005639	Bevul.7G194800.1.p, Bevul.7G194900.1.p	Av_00006169-RA
OG0005640	Bevul.8G045000.1.p	Av_00008971-RA, Av_00005594-RA, Av_00005983-RA
OG0005641	Bevul.9G071200.1.p	Av_00023923-RA, Av_00021431-RA
OG0005642	Bevul.5G130700.1.p	Av_00019260-RA, Av_00014087-RA, Av_00014039-RA
OG0005643	Bevul.5G132700.1.p	Av_00002790-RA
OG0005645	Bevul.1G019500.1.p, Bevul.3G156600.1.p	Av_00017167-RA
OG0005646	Bevul.4G241300.1.p	Av_00016562-RA
OG0005647	Bevul.7G132100.1.p	Av_00019334-RA
OG0005648	Bevul.7G067900.1.p	Av_00013420-RA
OG0005649	Bevul.2G226800.1.p	Av_00017284-RA, Av_00005727-RA
OG0005650	Bevul.7G230100.1.p	Av_00017317-RA
OG0005651	Bevul.2G244000.1.p	Av_00002405-RA, Av_00015778-RA
OG0005652	Bevul.8G017800.1.p	Av_00003646-RA, Av_00005895-RA
OG0005653	Bevul.2G125200.1.p	Av_00012740-RA
OG0005654	Bevul.4G064000.1.p	Av_00011208-RA
OG0005655	Bevul.4G098900.1.p	Av_00007046-RA, Av_00013660-RA, Av_00006478-RA
OG0005656	Bevul.2G243100.1.p	Av_00005692-RA, Av_00017261-RA
OG0005657	Bevul.4G107400.1.p	Av_00001371-RA
OG0005659	Bevul.4G011200.1.p	Av_00009266-RA, Av_00015014-RA
OG0005660	Bevul.4G053500.1.p	Av_00002398-RA, Av_00015780-RA
OG0005661	Bevul.4G220100.1.p	Av_00006554-RA
OG0005662	Bevul.4G234300.1.p	Av_00016555-RA
OG0005663	Bevul.4G217700.1.p	Av_00001225-RA, Av_00008112-RA, Av_00014893-RA
OG0005664	Bevul.4G246000.1.p	Av_00001188-RA, Av_00014392-RA
OG0005665	Bevul.9G040200.1.p	Av_00016893-RA
OG0005666	Bevul.2G189300.1.p	Av_00004938-RA, Av_00020531-RA
OG0005667	Bevul.7G141700.1.p	Av_00001691-RA
OG0005667	Bevul.9G000500.1.p	Av_00017657-RA
OG0005668	Bevul.2G205400.1.p	Av_00010327-RA, Av_00014508-RA
OG0005669	Bevul.5G177600.1.p	Av_00015922-RA, Av_00010503-RA, Av_00009332-RA, Av_00009333-RA
OG0005670	Bevul.6G153900.1.p	Av_00011943-RA
OG0005671	Bevul.4G087200.1.p	Av_00025017-RA, Av_00018765-RA
OG0005673	Bevul.2G191600.1.p	Av_00024844-RA
OG0005674	Bevul.4G025100.1.p	Av_00011566-RA, Av_00000160-RA
OG0005675	Bevul.8G010300.1.p	Av_00015449-RA
OG0005676	Bevul.3G205700.1.p	Av_00021466-RA
OG0005677	Bevul.2G075200.1.p	Av_00007894-RA
OG0005678	Bevul.4G211600.1.p	Av_00014425-RA, Av_00001239-RA, Av_00014426-RA
OG0005679	Bevul.6G006600.1.p	Av_00000313-RA
OG0005679	Bevul.9G237400.1.p	Av_00009762-RA, Av_00008794-RA
OG0005680	Bevul.6G175600.1.p	Av_00002655-RA, Av_00005350-RA, Av_00019391-RA, Av_00007759-RA
OG0005681	Bevul.1G007000.1.p, Bevul.6G013100.1.p	Av_00004201-RA, Av_00016008-RA, Av_00010209-RA
OG0005682	Bevul.9G122000.1.p	Av_00008772-RA, Av_00009779-RA
OG0005684	Bevul.2G080200.1.p	Av_00005947-RA, Av_00005948-RA
OG0005686	Bevul.6G157900.1.p	Av_00023044-RA
OG0005687	Bevul.9G139400.1.p	Av_00018299-RA
OG0005688	Bevul.6G165100.1.p	Av_00015856-RA, Av_00015855-RA
OG0005689	Bevul.6G020100.1.p	Av_00000461-RA, Av_00021590-RA, Av_00001966-RA
OG0005690	Bevul.3G079000.1.p	Av_00003357-RA
OG0005691	Bevul.3G011900.1.p	Av_00000585-RA
OG0005692	Bevul.1G197000.1.p, Bevul.4G043500.1.p	Av_00009336-RA
OG0005695	Bevul.1G169000.1.p	Av_00006280-RA
OG0005696	Bevul.1G189700.1.p	Av_00014644-RA, Av_00000021-RA, Av_00024509-RA
OG0005697	Bevul.4G147300.1.p	Av_00014382-RA
OG0005698	Bevul.2G044200.1.p, Bevul.2G044200.2.p, Bevul.2G044200.3.p	Av_00018726-RA
OG0005699	Bevul.5G232600.1.p	Av_00004812-RA
OG0005701	Bevul.6G037600.1.p	Av_00020417-RA
OG0005702	Bevul.2G233600.1.p	Av_00005740-RA, Av_00017296-RA
OG0005703	Bevul.5G085400.1.p	Av_00016305-RA
OG0005704	Bevul.3G162100.1.p	Av_00017461-RA
OG0005705	Bevul.5G062400.1.p	Av_00018591-RA, Av_00010683-RA
OG0005706	Bevul.1G214900.1.p	Av_00020892-RA, Av_00017793-RA
OG0005707	Bevul.5G155900.1.p	Av_00021892-RA, Av_00013806-RA
OG0005711	Bevul.6G207700.1.p	Av_00001374-RA
OG0005712	Bevul.1G196100.1.p	Av_00003264-RA
OG0005713	Bevul.6G105100.1.p	Av_00021329-RA
OG0005714	Bevul.4G151100.1.p	Av_00022100-RA
