Orthogroup	B_vulgaris.proteins	D_muscipula.proteins
OG0004452	Bevul.8G120300.1.p	Dm_00002246-RA
OG0004453	Bevul.9G022100.1.p	Dm_00014777-RA
OG0004454	Bevul.4G222100.1.p	Dm_00016072-RA, Dm_00000395-RA
OG0004455	Bevul.1G198800.1.p	Dm_00013878-RA
OG0004456	Bevul.1G136300.1.p	Dm_00004112-RA
OG0004457	Bevul.5G169800.1.p	Dm_00020192-RA
OG0004458	Bevul.9G194200.1.p	Dm_00006486-RA
OG0004459	Bevul.3G031300.1.p	Dm_00018049-RA
OG0004460	Bevul.2G015800.1.p	Dm_00000631-RA
OG0004461	Bevul.8G185200.1.p	Dm_00000104-RA
OG0004463	Bevul.5G043000.1.p	Dm_00008007-RA
OG0004464	Bevul.2G159800.2.p, Bevul.2G159800.1.p, Bevul.2G159800.4.p, Bevul.2G159800.3.p	Dm_00019978-RA
OG0004466	Bevul.3G100000.1.p	Dm_00016183-RA
OG0004467	Bevul.8G132000.1.p	Dm_00020739-RA
OG0004468	Bevul.3G090800.1.p	Dm_00016052-RA
OG0004469	Bevul.7G160200.1.p	Dm_00010703-RA
OG0004470	Bevul.7G232400.1.p	Dm_00009042-RA
OG0004471	Bevul.8G159800.1.p	Dm_00014103-RA, Dm_00011504-RA
OG0004472	Bevul.1G148900.1.p	Dm_00012975-RA
OG0004474	Bevul.9G170500.1.p	Dm_00007097-RA, Dm_00004874-RA
OG0004476	Bevul.8G091600.1.p	Dm_00009509-RA, Dm_00009510-RA
OG0004477	Bevul.4G087800.1.p	Dm_00010542-RA
OG0004478	Bevul.8G022600.1.p	Dm_00003850-RA
OG0004479	Bevul.1G049100.1.p	Dm_00012356-RA
OG0004480	Bevul.7G220100.1.p	Dm_00008219-RA
OG0004481	Bevul.8G034600.1.p	Dm_00014243-RA, Dm_00001465-RA
OG0004483	Bevul.7G199600.1.p	Dm_00013747-RA
OG0004484	Bevul.4G000600.1.p	Dm_00001906-RA
OG0004485	Bevul.9G101900.1.p	Dm_00012956-RA
OG0004486	Bevul.7G052800.5.p, Bevul.7G052800.2.p, Bevul.7G052800.1.p, Bevul.7G052800.4.p, Bevul.7G052800.3.p	Dm_00006690-RA
OG0004487	Bevul.8G046700.1.p	Dm_00000308-RA
OG0004489	Bevul.1G015100.1.p	Dm_00002493-RA
OG0004491	Bevul.1G079200.1.p, Bevul.1G079000.1.p	Dm_00004078-RA
OG0004492	Bevul.6G206200.1.p	Dm_00017294-RA
OG0004493	Bevul.2G188400.1.p	Dm_00007876-RA, Dm_00011075-RA
OG0004494	Bevul.8G056100.1.p	Dm_00013985-RA, Dm_00007213-RA
OG0004495	Bevul.2G038600.1.p	Dm_00014919-RA
OG0004496	Bevul.9G075700.1.p	Dm_00010146-RA, Dm_00016293-RA
OG0004497	Bevul.4G238500.1.p, Bevul.4G237500.1.p	Dm_00007281-RA
OG0004498	Bevul.2G188200.1.p	Dm_00001880-RA
OG0004499	Bevul.4G092000.1.p, Bevul.3G172700.1.p	Dm_00020594-RA, Dm_00000325-RA
OG0004500	Bevul.7G212800.1.p, Bevul.4G058500.1.p	Dm_00004307-RA
OG0004501	Bevul.9G102200.4.p, Bevul.9G102200.2.p, Bevul.9G102200.3.p, Bevul.9G102200.1.p, Bevul.9G102200.5.p	Dm_00003643-RA
OG0004502	Bevul.5G116400.1.p	Dm_00011901-RA
OG0004503	Bevul.4G101000.1.p	Dm_00019086-RA
OG0004504	Bevul.5G036400.1.p	Dm_00009411-RA
OG0004505	Bevul.8G054000.1.p	Dm_00007537-RA, Dm_00008184-RA
OG0004506	Bevul.2G237400.1.p, Bevul.2G237300.1.p	Dm_00018069-RA
OG0004507	Bevul.6G105700.1.p	Dm_00018507-RA, Dm_00016878-RA
OG0004508	Bevul.8G106500.1.p	Dm_00020382-RA
OG0004509	Bevul.3G213400.1.p	Dm_00008847-RA
OG0004510	Bevul.7G130500.1.p	Dm_00006919-RA, Dm_00020335-RA
OG0004511	Bevul.6G060700.1.p	Dm_00019536-RA
OG0004512	Bevul.1G070200.1.p	Dm_00007716-RA
OG0004514	Bevul.6G093100.1.p	Dm_00003363-RA
OG0004515	Bevul.4G210400.1.p	Dm_00001222-RA
OG0004516	Bevul.6G052500.1.p	Dm_00007809-RA
OG0004517	Bevul.3G028300.1.p	Dm_00000423-RA
OG0004518	Bevul.7G170500.1.p	Dm_00019769-RA
OG0004519	Bevul.5G165700.1.p, Bevul.5G165800.1.p	Dm_00006999-RA
OG0004520	Bevul.9G199800.1.p	Dm_00002508-RA, Dm_00018267-RA
OG0004521	Bevul.1G008000.1.p	Dm_00001359-RA, Dm_00003023-RA, Dm_00003024-RA, Dm_00001360-RA
OG0004522	Bevul.1G166400.1.p	Dm_00010373-RA
OG0004523	Bevul.1G181500.1.p	Dm_00005057-RA
OG0004524	Bevul.1G153900.1.p	Dm_00011029-RA
OG0004525	Bevul.6G004000.1.p	Dm_00011814-RA
OG0004526	Bevul.3G166900.1.p	Dm_00014551-RA
OG0004527	Bevul.6G166700.1.p	Dm_00012165-RA, Dm_00014675-RA
OG0004528	Bevul.3G010900.1.p	Dm_00008326-RA
OG0004528	Bevul.4G131100.1.p	Dm_00003546-RA
OG0004530	Bevul.1G111000.1.p	Dm_00007965-RA
OG0004531	Bevul.6G202400.1.p	Dm_00011001-RA
OG0004532	Bevul.7G068500.2.p, Bevul.7G068500.1.p	Dm_00016049-RA
OG0004533	Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p, Bevul.3G087800.1.p	Dm_00016522-RA
OG0004535	Bevul.5G241900.1.p	Dm_00015001-RA, Dm_00010366-RA
OG0004536	Bevul.8G127800.1.p	Dm_00009183-RA
OG0004537	Bevul.7G116700.1.p	Dm_00002604-RA
OG0004538	Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p	Dm_00006669-RA
OG0004539	Bevul.9G143900.1.p	Dm_00020678-RA
OG0004542	Bevul.7G188600.1.p	Dm_00013272-RA
OG0004543	Bevul.5G041600.1.p	Dm_00000664-RA
OG0004544	Bevul.6G053400.1.p, Bevul.1G026100.1.p, Bevul.3G233900.1.p	Dm_00021005-RA, Dm_00006773-RA
OG0004545	Bevul.6G003000.1.p	Dm_00018348-RA
OG0004545	Bevul.5G048300.1.p	Dm_00014859-RA
OG0004546	Bevul.9G135500.1.p	Dm_00018646-RA, Dm_00017238-RA
OG0004548	Bevul.1G208200.1.p, Bevul.4G193500.1.p	Dm_00008639-RA
OG0004549	Bevul.5G174100.1.p	Dm_00011842-RA
OG0004550	Bevul.5G171900.1.p	Dm_00009964-RA
OG0004551	Bevul.6G043900.1.p	Dm_00013416-RA
OG0004552	Bevul.9G111600.3.p, Bevul.9G111600.2.p, Bevul.9G111600.4.p, Bevul.9G111600.1.p	Dm_00005830-RA
OG0004553	Bevul.5G217200.1.p	Dm_00005177-RA
OG0004554	Bevul.2G199400.1.p, Bevul.2G199400.2.p, Bevul.2G199400.3.p	Dm_00014052-RA
OG0004555	Bevul.5G191800.1.p	Dm_00019549-RA, Dm_00016409-RA
OG0004556	Bevul.8G102600.1.p	Dm_00006750-RA
OG0004557	Bevul.5G147700.1.p	Dm_00009852-RA
OG0004558	Bevul.6G061600.1.p, Bevul.6G061700.1.p	Dm_00009757-RA, Dm_00009559-RA
OG0004559	Bevul.5G087100.1.p	Dm_00005243-RA, Dm_00011807-RA
OG0004560	Bevul.9G011400.1.p	Dm_00015841-RA
OG0004561	Bevul.5G214800.1.p	Dm_00008790-RA
OG0004562	Bevul.6G122900.1.p	Dm_00012382-RA, Dm_00018751-RA
OG0004563	Bevul.8G107800.1.p	Dm_00012905-RA, Dm_00018599-RA
OG0004564	Bevul.3G167300.1.p	Dm_00002167-RA
OG0004565	Bevul.5G172900.1.p	Dm_00014184-RA
OG0004566	Bevul.6G123600.1.p	Dm_00007790-RA
OG0004567	Bevul.4G181200.1.p, Bevul.4G181300.1.p, Bevul.4G181100.1.p	Dm_00008159-RA
OG0004568	Bevul.6G046000.1.p	Dm_00012588-RA
OG0004569	Bevul.5G098700.1.p	Dm_00017475-RA, Dm_00011985-RA
OG0004570	Bevul.1G042100.1.p, Bevul.3G090600.1.p	Dm_00012188-RA
OG0004571	Bevul.5G215200.1.p	Dm_00008794-RA
OG0004572	Bevul.5G177000.1.p	Dm_00006795-RA, Dm_00011822-RA
OG0004573	Bevul.9G177900.1.p	Dm_00015498-RA
OG0004573	Bevul.5G076200.1.p	Dm_00020342-RA
OG0004574	Bevul.4G035600.1.p	Dm_00017566-RA, Dm_00006175-RA
OG0004575	Bevul.4G152100.1.p, Bevul.3G019200.1.p	Dm_00000408-RA
OG0004577	Bevul.5G096200.1.p	Dm_00016901-RA
OG0004578	Bevul.2G217400.1.p	Dm_00018003-RA, Dm_00014931-RA
OG0004579	Bevul.6G231100.1.p	Dm_00011565-RA
OG0004580	Bevul.4G185900.1.p	Dm_00006497-RA
OG0004581	Bevul.3G216900.1.p	Dm_00010387-RA, Dm_00010389-RA
OG0004582	Bevul.2G204600.1.p	Dm_00019479-RA
OG0004583	Bevul.5G166600.1.p	Dm_00004424-RA
OG0004585	Bevul.2G053500.1.p	Dm_00013914-RA
OG0004587	Bevul.1G019200.1.p	Dm_00004590-RA
OG0004588	Bevul.2G077900.1.p	Dm_00000357-RA
OG0004590	Bevul.2G197400.1.p	Dm_00005073-RA, Dm_00012193-RA
OG0004592	Bevul.8G105400.1.p	Dm_00013666-RA
OG0004593	Bevul.6G205200.1.p	Dm_00015258-RA
OG0004594	Bevul.5G071800.1.p	Dm_00000870-RA
OG0004595	Bevul.5G095900.1.p	Dm_00008959-RA
OG0004596	Bevul.5G149600.1.p	Dm_00011346-RA
OG0004596	Bevul.5G149500.1.p	Dm_00011347-RA
OG0004598	Bevul.2G163800.1.p, Bevul.1G073400.1.p	Dm_00010100-RA
OG0004599	Bevul.3G213100.1.p	Dm_00008845-RA, Dm_00004480-RA
OG0004600	Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p	Dm_00000064-RA, Dm_00002535-RA
OG0004601	Bevul.3G181100.1.p	Dm_00008843-RA
OG0004622	Bevul.3G185400.1.p	Dm_00017924-RA, Dm_00014269-RA
OG0004623	Bevul.1G004500.1.p	Dm_00014781-RA
OG0004624	Bevul.6G102600.1.p	Dm_00016200-RA
OG0004628	Bevul.5G098800.1.p	Dm_00014571-RA
OG0004629	Bevul.2G038500.1.p	Dm_00014290-RA, Dm_00009400-RA, Dm_00009401-RA, Dm_00014289-RA
OG0004630	Bevul.4G085900.1.p, Bevul.4G086200.1.p	Dm_00000790-RA
OG0004634	Bevul.4G123800.1.p	Dm_00002742-RA
OG0004635	Bevul.4G137300.1.p	Dm_00002783-RA
OG0004636	Bevul.7G001000.1.p	Dm_00001149-RA
OG0004637	Bevul.4G123400.1.p	Dm_00002524-RA
OG0004638	Bevul.5G253800.1.p	Dm_00006522-RA
OG0004639	Bevul.2G032900.1.p, Bevul.8G135200.1.p	Dm_00015080-RA, Dm_00017304-RA
OG0004640	Bevul.4G025000.1.p	Dm_00013899-RA
OG0004641	Bevul.6G171400.1.p	Dm_00012627-RA
OG0004643	Bevul.5G235500.1.p	Dm_00005042-RA
OG0004644	Bevul.5G227300.1.p	Dm_00005923-RA
OG0004645	Bevul.5G160500.1.p	Dm_00012417-RA, Dm_00003248-RA
OG0004646	Bevul.4G199200.1.p	Dm_00001795-RA, Dm_00001638-RA
OG0004650	Bevul.4G212200.1.p	Dm_00001207-RA, Dm_00009026-RA
OG0004652	Bevul.3G232100.1.p	Dm_00002564-RA, Dm_00001535-RA
OG0004653	Bevul.4G225700.1.p	Dm_00011470-RA
OG0004654	Bevul.4G211100.1.p	Dm_00009031-RA, Dm_00001210-RA
OG0004655	Bevul.8G102400.1.p, Bevul.5G227900.1.p	Dm_00013290-RA
OG0004656	Bevul.4G175500.1.p	Dm_00008495-RA
OG0004658	Bevul.2G077400.1.p	Dm_00000359-RA
OG0004660	Bevul.4G227700.1.p	Dm_00009748-RA, Dm_00018549-RA
OG0004661	Bevul.5G250600.1.p	Dm_00008668-RA
OG0004663	Bevul.7G020100.2.p, Bevul.7G020100.1.p	Dm_00001399-RA
OG0004665	Bevul.3G185800.1.p	Dm_00011338-RA
OG0004666	Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p	Dm_00009187-RA
OG0004667	Bevul.7G124200.1.p	Dm_00013594-RA
OG0004669	Bevul.3G204400.1.p	Dm_00007821-RA
OG0004670	Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p	Dm_00001552-RA
OG0004671	Bevul.3G129300.1.p	Dm_00020083-RA, Dm_00004358-RA
OG0004672	Bevul.9G097000.1.p, Bevul.9G097000.2.p	Dm_00013712-RA
OG0004673	Bevul.9G226400.1.p	Dm_00002314-RA
OG0004674	Bevul.6G095800.1.p	Dm_00010681-RA, Dm_00017049-RA
OG0004676	Bevul.7G086900.2.p, Bevul.7G086900.1.p	Dm_00011826-RA
OG0004677	Bevul.4G126800.1.p	Dm_00004718-RA
OG0004678	Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p, Bevul.2G119100.1.p, Bevul.9G142400.1.p	Dm_00007835-RA
OG0004679	Bevul.4G158000.1.p	Dm_00013064-RA, Dm_00000600-RA
OG0004680	Bevul.4G158900.1.p	Dm_00000598-RA
OG0004681	Bevul.9G138600.1.p, Bevul.9G138600.2.p, Bevul.9G138600.4.p, Bevul.9G138600.3.p	Dm_00006983-RA
OG0004682	Bevul.3G230600.1.p	Dm_00008309-RA
OG0004683	Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p	Dm_00005612-RA
OG0004684	Bevul.8G021500.1.p	Dm_00003806-RA, Dm_00001916-RA
OG0004685	Bevul.9G171800.1.p, Bevul.9G171800.2.p	Dm_00009762-RA
OG0004686	Bevul.9G182600.4.p, Bevul.9G182600.2.p, Bevul.9G182600.3.p, Bevul.9G182600.1.p	Dm_00018904-RA
OG0004687	Bevul.1G163000.1.p	Dm_00010453-RA
OG0004688	Bevul.8G116200.1.p	Dm_00004859-RA
OG0004689	Bevul.8G157000.1.p, Bevul.4G216800.1.p	Dm_00002458-RA
OG0004690	Bevul.1G110300.1.p	Dm_00011306-RA, Dm_00015526-RA
OG0004691	Bevul.9G172900.1.p	Dm_00015739-RA
OG0004692	Bevul.6G222300.1.p	Dm_00002239-RA
OG0004693	Bevul.9G217200.2.p, Bevul.9G217200.1.p	Dm_00002621-RA
OG0004694	Bevul.6G066700.1.p	Dm_00017435-RA
OG0004696	Bevul.3G075000.1.p	Dm_00011885-RA
OG0004697	Bevul.1G089100.1.p, Bevul.1G089000.1.p	Dm_00007243-RA
OG0004698	Bevul.6G014300.1.p	Dm_00006592-RA
OG0004699	Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p	Dm_00008257-RA
OG0004700	Bevul.7G132200.1.p	Dm_00015187-RA
OG0004701	Bevul.8G017200.1.p	Dm_00000704-RA
OG0004702	Bevul.9G151300.1.p	Dm_00015419-RA
OG0004703	Bevul.9G217600.1.p	Dm_00008595-RA
OG0004705	Bevul.6G069700.1.p	Dm_00007881-RA
OG0004706	Bevul.9G153000.1.p	Dm_00008050-RA
OG0004707	Bevul.1G106600.1.p	Dm_00016007-RA
OG0004708	Bevul.6G078600.1.p	Dm_00018525-RA
OG0004709	Bevul.6G070700.1.p	Dm_00018959-RA
OG0004710	Bevul.9G223300.1.p	Dm_00016635-RA
OG0004711	Bevul.6G028800.1.p	Dm_00005016-RA
OG0004712	Bevul.9G186600.1.p	Dm_00016544-RA
OG0004713	Bevul.9G138500.1.p	Dm_00020147-RA
OG0004714	Bevul.8G155400.1.p	Dm_00011416-RA, Dm_00017410-RA
OG0004715	Bevul.1G108700.1.p	Dm_00020656-RA
OG0004716	Bevul.6G011900.1.p	Dm_00016252-RA
OG0004717	Bevul.6G012900.1.p	Dm_00006600-RA
OG0004719	Bevul.4G093800.1.p	Dm_00000008-RA
OG0004722	Bevul.4G025300.1.p	Dm_00011382-RA
OG0004724	Bevul.2G148700.1.p, Bevul.3G036400.1.p	Dm_00006811-RA
OG0004725	Bevul.4G090500.1.p	Dm_00003318-RA
OG0004726	Bevul.8G019400.1.p	Dm_00000711-RA
OG0004726	Bevul.4G069800.1.p, Bevul.7G075300.1.p	Dm_00012714-RA, Dm_00012713-RA
OG0004727	Bevul.3G072800.1.p	Dm_00004885-RA
OG0004728	Bevul.9G172300.1.p	Dm_00013490-RA
OG0004730	Bevul.9G205200.2.p, Bevul.9G205200.1.p	Dm_00007076-RA
OG0004731	Bevul.8G131300.1.p	Dm_00009307-RA
OG0004732	Bevul.4G048700.1.p	Dm_00006801-RA
OG0004733	Bevul.8G006100.1.p	Dm_00002312-RA
OG0004734	Bevul.1G207600.1.p	Dm_00009989-RA
OG0004735	Bevul.2G217000.1.p, Bevul.2G159000.1.p	Dm_00007949-RA
OG0004736	Bevul.6G044200.1.p	Dm_00015060-RA
OG0004739	Bevul.4G066300.1.p	Dm_00014500-RA
OG0004740	Bevul.1G118800.1.p	Dm_00020245-RA
OG0004742	Bevul.4G234200.1.p, Bevul.3G053000.1.p	Dm_00003298-RA, Dm_00015511-RA
OG0004743	Bevul.1G194700.1.p	Dm_00009277-RA
OG0004744	Bevul.3G052200.1.p	Dm_00002059-RA
OG0004744	Bevul.3G052000.1.p	Dm_00010709-RA
OG0004745	Bevul.3G075800.1.p	Dm_00013326-RA, Dm_00003070-RA
OG0004746	Bevul.2G022900.2.p, Bevul.2G022900.1.p	Dm_00017710-RA
OG0004747	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p	Dm_00015569-RA, Dm_00018484-RA
OG0004749	Bevul.5G076500.1.p	Dm_00016089-RA
OG0004750	Bevul.5G041400.1.p	Dm_00010434-RA, Dm_00003963-RA
OG0004751	Bevul.2G178200.1.p, Bevul.2G178200.2.p	Dm_00012787-RA
OG0004752	Bevul.7G151900.1.p	Dm_00018002-RA
OG0004753	Bevul.8G161800.1.p	Dm_00000267-RA, Dm_00011691-RA
OG0004754	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p	Dm_00000657-RA
OG0004755	Bevul.2G128500.1.p	Dm_00013660-RA
OG0004756	Bevul.4G152900.1.p	Dm_00013598-RA
OG0004757	Bevul.4G180500.1.p	Dm_00007999-RA, Dm_00019144-RA
OG0004758	Bevul.9G190500.1.p	Dm_00002334-RA
OG0004759	Bevul.1G167600.1.p, Bevul.1G167700.1.p	Dm_00020082-RA
OG0004760	Bevul.8G143900.1.p, Bevul.8G144000.1.p	Dm_00008360-RA, Dm_00001027-RA
OG0004761	Bevul.8G198700.1.p	Dm_00008798-RA, Dm_00008797-RA
OG0004762	Bevul.8G171400.1.p	Dm_00003797-RA, Dm_00012939-RA, Dm_00012938-RA
OG0004763	Bevul.9G214100.1.p	Dm_00012244-RA
OG0004765	Bevul.5G037900.1.p	Dm_00015953-RA
OG0004766	Bevul.8G152200.1.p	Dm_00001009-RA
OG0004767	Bevul.2G130500.1.p	Dm_00006976-RA
OG0004768	Bevul.1G186300.1.p	Dm_00008062-RA, Dm_00006073-RA
OG0004770	Bevul.9G205400.1.p	Dm_00007079-RA
OG0004771	Bevul.8G131100.1.p	Dm_00008003-RA, Dm_00009305-RA
OG0004772	Bevul.8G141100.1.p	Dm_00008759-RA
OG0004772	Bevul.7G168300.1.p	Dm_00014709-RA
OG0004773	Bevul.3G041500.1.p	Dm_00007487-RA, Dm_00020312-RA
OG0004774	Bevul.4G175100.1.p	Dm_00008397-RA
OG0004776	Bevul.9G052000.3.p, Bevul.9G052000.2.p, Bevul.9G052000.1.p	Dm_00018955-RA
OG0004777	Bevul.8G187800.1.p	Dm_00001043-RA, Dm_00000112-RA
OG0004778	Bevul.2G111200.1.p	Dm_00019571-RA
OG0004779	Bevul.3G073900.1.p	Dm_00003079-RA
OG0004780	Bevul.8G161300.1.p, Bevul.8G161200.1.p	Dm_00000272-RA, Dm_00005244-RA
OG0004781	Bevul.9G201600.2.p, Bevul.9G201600.1.p	Dm_00005428-RA, Dm_00015218-RA
OG0004782	Bevul.3G085000.1.p	Dm_00007837-RA
OG0004782	Bevul.5G041200.1.p	Dm_00010433-RA
OG0004783	Bevul.1G033100.1.p	Dm_00007944-RA, Dm_00017239-RA
OG0004784	Bevul.9G207600.1.p	Dm_00006015-RA
OG0004786	Bevul.9G197000.1.p	Dm_00004815-RA
OG0004787	Bevul.8G169200.1.p	Dm_00003794-RA
OG0004789	Bevul.9G225500.2.p, Bevul.9G225500.1.p, Bevul.9G225500.3.p	Dm_00019663-RA, Dm_00011920-RA
OG0004790	Bevul.8G210400.1.p	Dm_00000741-RA
OG0004791	Bevul.8G128700.1.p	Dm_00011861-RA
OG0004791	Bevul.7G233500.1.p	Dm_00009571-RA
OG0004792	Bevul.4G188500.1.p	Dm_00001909-RA
OG0004793	Bevul.8G188300.1.p	Dm_00001040-RA
OG0004794	Bevul.9G118000.1.p, Bevul.8G170300.1.p	Dm_00003795-RA
OG0004795	Bevul.2G117000.2.p, Bevul.2G117000.1.p, Bevul.2G117000.3.p	Dm_00008149-RA
OG0004796	Bevul.8G134300.1.p	Dm_00011535-RA
OG0004797	Bevul.8G132200.1.p	Dm_00014694-RA
OG0004798	Bevul.8G162100.1.p	Dm_00000264-RA
OG0004799	Bevul.7G123300.1.p, Bevul.7G123400.1.p	Dm_00015781-RA
OG0004800	Bevul.1G180400.1.p	Dm_00011211-RA
OG0004801	Bevul.8G166900.1.p, Bevul.8G167000.1.p	Dm_00003786-RA, Dm_00005003-RA
OG0004802	Bevul.9G117400.2.p, Bevul.9G117400.4.p, Bevul.9G117400.3.p, Bevul.9G117400.1.p	Dm_00010127-RA
OG0004803	Bevul.9G107500.4.p, Bevul.9G107500.3.p, Bevul.9G107500.1.p, Bevul.9G107500.7.p, Bevul.9G107500.5.p, Bevul.9G107500.6.p, Bevul.9G107500.2.p	Dm_00007523-RA, Dm_00007522-RA
OG0004804	Bevul.4G119900.1.p	Dm_00007307-RA
OG0004805	Bevul.7G172700.1.p	Dm_00013477-RA
OG0004807	Bevul.2G018700.1.p, Bevul.2G018700.2.p	Dm_00011818-RA
OG0004808	Bevul.5G071900.1.p	Dm_00016632-RA
OG0004809	Bevul.4G093100.1.p	Dm_00010067-RA
OG0004810	Bevul.7G211100.1.p	Dm_00004771-RA
OG0004812	Bevul.1G167400.1.p	Dm_00009398-RA
OG0004813	Bevul.7G194300.1.p	Dm_00007348-RA
OG0004814	Bevul.9G045600.2.p, Bevul.9G045600.1.p, Bevul.8G002200.1.p	Dm_00000487-RA
OG0004815	Bevul.4G041900.1.p	Dm_00004240-RA, Dm_00000836-RA
OG0004816	Bevul.8G178600.1.p	Dm_00000084-RA, Dm_00003608-RA
OG0004817	Bevul.2G251400.1.p, Bevul.2G251300.1.p, Bevul.2G187600.2.p, Bevul.2G187600.1.p	Dm_00018825-RA, Dm_00018826-RA
OG0004818	Bevul.6G120300.1.p, Bevul.3G122300.1.p	Dm_00011361-RA, Dm_00000784-RA
OG0004820	Bevul.8G055000.1.p	Dm_00010659-RA, Dm_00019098-RA
OG0004821	Bevul.2G234500.2.p, Bevul.2G234500.1.p	Dm_00018927-RA
OG0004822	Bevul.2G131300.2.p, Bevul.2G131300.1.p	Dm_00010136-RA, Dm_00009174-RA
OG0004823	Bevul.3G092700.1.p	Dm_00004954-RA
OG0004824	Bevul.9G051400.2.p, Bevul.9G051400.1.p	Dm_00007334-RA
OG0004825	Bevul.8G058300.1.p, Bevul.8G058100.1.p	Dm_00005520-RA
OG0004826	Bevul.2G123200.5.p, Bevul.2G123200.3.p, Bevul.2G123200.2.p, Bevul.2G123200.1.p, Bevul.2G123200.4.p	Dm_00004400-RA
OG0004827	Bevul.7G179000.1.p	Dm_00018240-RA
OG0004828	Bevul.1G057900.1.p	Dm_00000500-RA
OG0004829	Bevul.8G089500.1.p	Dm_00005038-RA, Dm_00000338-RA
OG0004830	Bevul.3G190900.1.p	Dm_00014876-RA
OG0004831	Bevul.3G215800.1.p	Dm_00005938-RA
OG0004832	Bevul.7G015700.1.p	Dm_00000054-RA, Dm_00002539-RA
OG0004833	Bevul.2G100500.1.p	Dm_00010400-RA
OG0004833	Bevul.7G209700.1.p	Dm_00004781-RA
OG0004834	Bevul.2G117800.1.p	Dm_00016239-RA, Dm_00013703-RA
OG0004835	Bevul.4G086800.1.p	Dm_00016675-RA
OG0004836	Bevul.4G004800.1.p	Dm_00005376-RA
OG0004838	Bevul.4G055000.1.p	Dm_00013195-RA
OG0004839	Bevul.7G039400.2.p, Bevul.7G039400.1.p, Bevul.7G039400.3.p	Dm_00010580-RA
OG0004840	Bevul.2G155600.3.p, Bevul.2G155600.1.p, Bevul.2G155600.2.p	Dm_00016025-RA
OG0004841	Bevul.8G059400.1.p	Dm_00005086-RA
OG0004841	Bevul.9G068100.1.p	Dm_00005421-RA
OG0004842	Bevul.4G034900.1.p	Dm_00000856-RA
OG0004843	Bevul.7G070900.1.p	Dm_00014783-RA, Dm_00007466-RA
OG0004844	Bevul.2G106600.1.p	Dm_00015546-RA
OG0004845	Bevul.7G191600.1.p	Dm_00009560-RA
OG0004846	Bevul.2G232000.5.p, Bevul.2G232000.6.p, Bevul.2G232000.2.p, Bevul.2G232000.3.p, Bevul.2G232000.4.p, Bevul.2G232000.1.p	Dm_00015810-RA
OG0004847	Bevul.2G105200.6.p, Bevul.2G105200.3.p, Bevul.2G105200.4.p, Bevul.2G105200.7.p, Bevul.2G105200.5.p, Bevul.2G105200.2.p, Bevul.2G105200.1.p	Dm_00014854-RA
OG0004848	Bevul.8G006900.1.p	Dm_00000670-RA, Dm_00000669-RA
OG0004849	Bevul.7G024500.1.p, Bevul.7G024500.2.p, Bevul.8G192600.1.p	Dm_00018722-RA, Dm_00015190-RA
OG0004850	Bevul.9G074800.1.p, Bevul.9G074800.2.p	Dm_00003160-RA
OG0004851	Bevul.1G018500.1.p	Dm_00007398-RA
OG0004852	Bevul.8G060900.1.p	Dm_00006393-RA
OG0004853	Bevul.7G018100.4.p, Bevul.7G018100.2.p, Bevul.7G018100.3.p, Bevul.7G018100.1.p, Bevul.7G018100.5.p	Dm_00017934-RA
OG0004854	Bevul.2G044100.1.p	Dm_00013733-RA
OG0004855	Bevul.7G222900.1.p	Dm_00013505-RA
OG0004856	Bevul.7G012700.1.p, Bevul.3G113200.1.p	Dm_00009834-RA
OG0004858	Bevul.3G181900.1.p	Dm_00010732-RA
OG0004859	Bevul.5G217500.1.p	Dm_00005180-RA
OG0004861	Bevul.6G197400.1.p	Dm_00017082-RA, Dm_00011705-RA
OG0004862	Bevul.5G107700.1.p	Dm_00008002-RA
OG0004863	Bevul.3G172900.1.p	Dm_00018796-RA
OG0004864	Bevul.9G138400.1.p, Bevul.9G138400.2.p	Dm_00013121-RA
OG0004865	Bevul.4G045100.1.p	Dm_00000828-RA, Dm_00000827-RA
OG0004866	Bevul.9G028800.1.p	Dm_00017996-RA
OG0004867	Bevul.7G072800.2.p, Bevul.7G072800.1.p	Dm_00009430-RA
OG0004869	Bevul.8G054800.1.p	Dm_00010661-RA
OG0004870	Bevul.4G132900.1.p	Dm_00005030-RA, Dm_00003558-RA
