Orthogroup	D_spatulata.proteins	P_amilis.proteins
OG0004781	Ds_00000706-RA, Ds_00000707-RA	FUN_015964-T1
OG0004782	Ds_00012001-RA	FUN_015447-T1
OG0004782	Ds_00001338-RA	FUN_018640-T1
OG0004783	Ds_00005968-RA	FUN_014675-T1
OG0004784	Ds_00002412-RA	FUN_001796-T1, FUN_006332-T2, FUN_006332-T1
OG0004786	Ds_00002441-RA, Ds_00000685-RA	FUN_006162-T2, FUN_006162-T1, FUN_016230-T1
OG0004787	Ds_00010379-RA, Ds_00017106-RA, Ds_00009644-RA, Ds_00015371-RA	FUN_013147-T1, FUN_026081-T1
OG0004789	Ds_00000635-RA	FUN_052154-T1, FUN_052154-T2, FUN_052154-T5, FUN_052154-T4, FUN_052154-T3
OG0004790	Ds_00016868-RA, Ds_00009834-RA	FUN_013066-T1
OG0004791	Ds_00000804-RA	FUN_049989-T1
OG0004792	Ds_00005654-RA	FUN_008911-T1
OG0004792	Ds_00004040-RA	FUN_021745-T1
OG0004793	Ds_00012863-RA	FUN_026334-T1, FUN_026334-T2
OG0004794	Ds_00007231-RA, Ds_00009638-RA	FUN_026092-T1
OG0004795	Ds_00012234-RA	FUN_000819-T2, FUN_000819-T1, FUN_000819-T4, FUN_000819-T3
OG0004796	Ds_00007935-RA	FUN_027900-T1
OG0004797	Ds_00008875-RA	FUN_027868-T1, FUN_004196-T1
OG0004798	Ds_00007200-RA, Ds_00011466-RA	FUN_001739-T1, FUN_026034-T1
OG0004799	Ds_00001013-RA, Ds_00000917-RA	FUN_026850-T2, FUN_026850-T1
OG0004800	Ds_00015693-RA, Ds_00012479-RA	FUN_048048-T1
OG0004801	Ds_00007224-RA	FUN_013140-T1, FUN_026062-T1, FUN_026061-T1
OG0004802	Ds_00002397-RA	FUN_015910-T1, FUN_015910-T3, FUN_015910-T2
OG0004804	Ds_00006997-RA, Ds_00006239-RA	FUN_022472-T2, FUN_022472-T1
OG0004805	Ds_00008787-RA	FUN_045008-T1
OG0004806	Ds_00012786-RA	FUN_025190-T1
OG0004807	Ds_00009912-RA	FUN_021106-T2, FUN_021106-T1
OG0004808	Ds_00000217-RA	FUN_040017-T1, FUN_040017-T2, FUN_040022-T1
OG0004809	Ds_00014176-RA	FUN_011721-T1
OG0004810	Ds_00014714-RA	FUN_041739-T1
OG0004812	Ds_00016486-RA, Ds_00004604-RA	FUN_049198-T1, FUN_037139-T1
OG0004813	Ds_00011599-RA	FUN_035943-T1
OG0004814	Ds_00005163-RA, Ds_00004134-RA	FUN_027412-T2, FUN_027412-T1, FUN_008657-T1
OG0004815	Ds_00001741-RA	FUN_045945-T1
OG0004816	Ds_00015723-RA	FUN_026217-T1, FUN_007872-T1
OG0004817	Ds_00008630-RA	FUN_029342-T1
OG0004818	Ds_00006053-RA, Ds_00017765-RA	FUN_046362-T1
OG0004819	Ds_00011491-RA, Ds_00011492-RA	FUN_035813-T2, FUN_035813-T1
OG0004820	Ds_00004503-RA	FUN_012390-T1, FUN_035230-T1
OG0004821	Ds_00015179-RA	FUN_030185-T1, FUN_019189-T1
OG0004822	Ds_00017724-RA	FUN_006125-T2, FUN_006125-T1
OG0004823	Ds_00000341-RA	FUN_053087-T1
OG0004824	Ds_00005835-RA	FUN_027550-T1
OG0004825	Ds_00004518-RA	FUN_035273-T1, FUN_035262-T1, FUN_035262-T2
OG0004826	Ds_00013187-RA	FUN_021421-T1, FUN_021421-T2
OG0004827	Ds_00010142-RA	FUN_048857-T1, FUN_048857-T2
OG0004828	Ds_00005154-RA	FUN_001449-T2, FUN_001449-T1
OG0004829	Ds_00012758-RA	FUN_044390-T1
OG0004830	Ds_00009575-RA	FUN_049313-T1
OG0004831	Ds_00005749-RA	FUN_004403-T1
OG0004832	Ds_00015968-RA	FUN_003957-T1, FUN_020290-T1
OG0004833	Ds_00011848-RA	FUN_001033-T1
OG0004833	Ds_00010068-RA	FUN_013115-T1
OG0004834	Ds_00009029-RA	FUN_005938-T1
OG0004835	Ds_00001837-RA	FUN_047619-T1
OG0004836	Ds_00000178-RA	FUN_046402-T2, FUN_046402-T1
OG0004837	Ds_00017091-RA	FUN_030940-T1, FUN_030941-T1, FUN_030940-T2
OG0004838	Ds_00018057-RA	FUN_045809-T1, FUN_045809-T3, FUN_045809-T2
OG0004840	Ds_00007612-RA	FUN_003692-T1
OG0004841	Ds_00010218-RA, Ds_00017829-RA	FUN_035291-T1, FUN_012461-T1
OG0004841	Ds_00001135-RA	FUN_046865-T1
OG0004842	Ds_00011747-RA	FUN_049907-T2, FUN_049907-T1, FUN_045986-T1, FUN_045986-T2, FUN_045986-T3
OG0004843	Ds_00001657-RA	FUN_014594-T1
OG0004844	Ds_00013182-RA	FUN_000965-T1
OG0004846	Ds_00013175-RA	FUN_030045-T4, FUN_030045-T3, FUN_030045-T2, FUN_030045-T1
OG0004847	Ds_00003269-RA	FUN_000983-T1
OG0004848	Ds_00011489-RA	FUN_035808-T1
OG0004849	Ds_00000479-RA	FUN_015171-T1
OG0004850	Ds_00001151-RA	FUN_027013-T1
OG0004851	Ds_00014180-RA	FUN_033424-T1
OG0004852	Ds_00011484-RA	FUN_035001-T1
OG0004853	Ds_00015407-RA	FUN_040482-T1
OG0004854	Ds_00005825-RA	FUN_018849-T7, FUN_018849-T4, FUN_018849-T2, FUN_018849-T5, FUN_018849-T3, FUN_018849-T1, FUN_018849-T6
OG0004855	Ds_00010027-RA	FUN_049360-T1
OG0004856	Ds_00010437-RA	FUN_003974-T1, FUN_019021-T1
OG0004858	Ds_00016355-RA	FUN_032990-T1
OG0004859	Ds_00013794-RA	FUN_047354-T1
OG0004860	Ds_00004919-RA	FUN_046511-T1
OG0004861	Ds_00009168-RA	FUN_031847-T1
OG0004862	Ds_00007396-RA	FUN_041847-T1
OG0004863	Ds_00002729-RA, Ds_00013247-RA	FUN_005703-T1
OG0004865	Ds_00010679-RA	FUN_012083-T1
OG0004866	Ds_00004131-RA	FUN_027897-T2, FUN_027897-T1, FUN_027826-T1
OG0004867	Ds_00004727-RA	FUN_042759-T2, FUN_042759-T1
OG0004869	Ds_00004502-RA, Ds_00015100-RA	FUN_012385-T1, FUN_035217-T1
OG0004870	Ds_00006265-RA, Ds_00006156-RA	FUN_002625-T1, FUN_035685-T1
OG0004871	Ds_00004258-RA	FUN_031556-T2, FUN_031556-T1
OG0004872	Ds_00016465-RA	FUN_030122-T1, FUN_010051-T1
OG0004873	Ds_00010671-RA	FUN_045883-T1, FUN_012062-T1
OG0004875	Ds_00002896-RA	FUN_037703-T2, FUN_037703-T4, FUN_037703-T3, FUN_037703-T1
OG0004876	Ds_00016394-RA, Ds_00007290-RA	FUN_013845-T1
OG0004877	Ds_00012790-RA	FUN_050229-T1, FUN_050229-T2
OG0004878	Ds_00014427-RA	FUN_035951-T4, FUN_035951-T1, FUN_035951-T3, FUN_035951-T2
OG0004879	Ds_00003857-RA	FUN_011457-T1
OG0004880	Ds_00014192-RA, Ds_00001630-RA	FUN_048484-T2, FUN_048484-T1, FUN_037922-T1
OG0004881	Ds_00010731-RA	FUN_031998-T1, FUN_031998-T2
OG0004882	Ds_00017598-RA	FUN_031832-T1, FUN_031832-T2
OG0004883	Ds_00009189-RA	FUN_025352-T1
OG0004884	Ds_00009701-RA	FUN_034785-T1, FUN_050292-T1
OG0004885	Ds_00003722-RA	FUN_021714-T1
OG0004886	Ds_00006980-RA	FUN_022416-T1
OG0004886	Ds_00006979-RA	FUN_022414-T1
OG0004887	Ds_00005673-RA	FUN_008978-T1, FUN_013709-T1
OG0004888	Ds_00012826-RA	FUN_029638-T1, FUN_029638-T2
OG0004889	Ds_00000027-RA, Ds_00013573-RA	FUN_045672-T1, FUN_051882-T1
OG0004890	Ds_00005602-RA	FUN_045060-T1, FUN_043842-T1
OG0004891	Ds_00002771-RA	FUN_020242-T1
OG0004892	Ds_00003393-RA, Ds_00003394-RA	FUN_049923-T1
OG0004894	Ds_00008491-RA	FUN_046696-T1
OG0004895	Ds_00015237-RA	FUN_014111-T1
OG0004896	Ds_00006375-RA	FUN_025009-T1, FUN_030373-T1, FUN_053247-T2, FUN_053247-T1
OG0004897	Ds_00009754-RA	FUN_011329-T2, FUN_011329-T1, FUN_011329-T3
OG0004898	Ds_00002293-RA	FUN_000806-T2, FUN_000806-T3, FUN_000806-T1
OG0004899	Ds_00004685-RA	FUN_024872-T1, FUN_024872-T2, FUN_024872-T3, FUN_024873-T1
OG0004900	Ds_00001870-RA	FUN_041701-T2, FUN_041701-T1
OG0004901	Ds_00012531-RA	FUN_037571-T1, FUN_048270-T1
OG0004902	Ds_00001275-RA	FUN_018174-T1, FUN_041035-T1
OG0004903	Ds_00009444-RA	FUN_030445-T1
OG0004904	Ds_00000995-RA	FUN_043693-T3, FUN_043693-T2, FUN_043693-T1, FUN_043693-T4
OG0004905	Ds_00008823-RA	FUN_045107-T2, FUN_045107-T3, FUN_045107-T1, FUN_043930-T1
OG0004906	Ds_00010766-RA	FUN_031872-T2, FUN_031872-T1
OG0004908	Ds_00011924-RA	FUN_001170-T1
OG0004909	Ds_00012526-RA	FUN_048247-T1, FUN_037552-T1, FUN_037552-T2
OG0004910	Ds_00017596-RA	FUN_025281-T1, FUN_031835-T1
OG0004911	Ds_00007163-RA, Ds_00016347-RA	FUN_044207-T3, FUN_044207-T1, FUN_044207-T2, FUN_026266-T1
OG0004912	Ds_00004620-RA	FUN_045354-T1, FUN_045352-T1, FUN_041206-T1
OG0004913	Ds_00000586-RA	FUN_024298-T3, FUN_024298-T4, FUN_024298-T2, FUN_024298-T1
OG0004914	Ds_00000892-RA	FUN_042883-T1
OG0004915	Ds_00001368-RA	FUN_019279-T1
OG0004916	Ds_00003502-RA, Ds_00008834-RA	FUN_005275-T1
OG0004916	Ds_00008833-RA, Ds_00003501-RA	FUN_048650-T1
OG0004917	Ds_00009169-RA, Ds_00004791-RA	FUN_025293-T2
OG0004918	Ds_00003848-RA	FUN_032627-T1
OG0004919	Ds_00016382-RA	FUN_018380-T1
OG0004920	Ds_00007674-RA, Ds_00005579-RA	FUN_045174-T1, FUN_043966-T2, FUN_043966-T1
OG0004921	Ds_00007339-RA	FUN_028597-T1, FUN_039854-T1
OG0004922	Ds_00010752-RA	FUN_031964-T1, FUN_025353-T1
OG0004923	Ds_00005362-RA	FUN_038936-T2, FUN_038936-T1, FUN_038936-T3
OG0004924	Ds_00005633-RA	FUN_013639-T2, FUN_013639-T3, FUN_013639-T4, FUN_013639-T1, FUN_013639-T5
OG0004925	Ds_00005883-RA	FUN_020122-T1, FUN_033475-T2, FUN_033475-T1
OG0004926	Ds_00016113-RA	FUN_031738-T1
OG0004927	Ds_00013095-RA	FUN_025045-T1
OG0004928	Ds_00009685-RA	FUN_047122-T2, FUN_047122-T1, FUN_047122-T3
OG0004929	Ds_00005127-RA	FUN_041294-T1, FUN_017313-T1, FUN_017312-T1
OG0004930	Ds_00011403-RA	FUN_011761-T1, FUN_047427-T1
OG0004931	Ds_00008981-RA	FUN_032386-T1, FUN_022957-T1
OG0004932	Ds_00008968-RA	FUN_026603-T1
OG0004934	Ds_00007784-RA	FUN_010647-T1, FUN_051114-T2, FUN_051114-T1, FUN_010650-T1, FUN_040822-T1
OG0004936	Ds_00009053-RA	FUN_032177-T1
OG0004938	Ds_00013272-RA	FUN_041308-T1, FUN_017336-T1
OG0004939	Ds_00011031-RA	FUN_038497-T1, FUN_038498-T1, FUN_038500-T1
OG0004940	Ds_00017232-RA, Ds_00005575-RA	FUN_044006-T1, FUN_045209-T1
OG0004942	Ds_00011150-RA	FUN_017809-T1
OG0004944	Ds_00013485-RA	FUN_016749-T2, FUN_016749-T3, FUN_016749-T4, FUN_016749-T1
OG0004945	Ds_00011949-RA	FUN_000623-T1
OG0004947	Ds_00006989-RA	FUN_035971-T1
OG0004948	Ds_00008603-RA	FUN_023836-T1, FUN_023836-T2
OG0004949	Ds_00001798-RA, Ds_00013448-RA, Ds_00008120-RA	FUN_046680-T1
OG0004950	Ds_00004383-RA	FUN_011897-T1, FUN_011896-T1
OG0004950	Ds_00011393-RA	FUN_010788-T2, FUN_010788-T1, FUN_047382-T1
OG0004951	Ds_00003772-RA, Ds_00011397-RA	FUN_047403-T1, FUN_047403-T5, FUN_047403-T2, FUN_047403-T4, FUN_047403-T3, FUN_010831-T1
OG0004952	Ds_00013105-RA	FUN_041848-T1, FUN_041848-T2
OG0004954	Ds_00006580-RA	FUN_023567-T3, FUN_023567-T4, FUN_023567-T2, FUN_023567-T1, FUN_033806-T1
OG0004955	Ds_00016549-RA	FUN_023779-T1
OG0004956	Ds_00012551-RA	FUN_033262-T2, FUN_033262-T1, FUN_020117-T2, FUN_020117-T1
OG0004957	Ds_00016255-RA	FUN_047505-T1
OG0004960	Ds_00012390-RA	FUN_046209-T1
OG0004961	Ds_00006923-RA	FUN_002487-T1
OG0004962	Ds_00000148-RA	FUN_002033-T1
OG0004963	Ds_00005962-RA, Ds_00017099-RA	FUN_011623-T3, FUN_011623-T1, FUN_011623-T2
OG0004964	Ds_00013270-RA	FUN_017356-T1
OG0004965	Ds_00016254-RA	FUN_047507-T1, FUN_010975-T1
OG0004966	Ds_00015438-RA	FUN_023856-T1, FUN_033630-T1
OG0004967	Ds_00012441-RA	FUN_047540-T1
OG0004968	Ds_00010611-RA	FUN_011283-T1, FUN_011283-T4, FUN_011283-T5, FUN_011283-T2, FUN_011283-T3
OG0004969	Ds_00017695-RA	FUN_040878-T2, FUN_040878-T3, FUN_040878-T1
OG0004970	Ds_00017334-RA	FUN_027658-T2, FUN_027658-T1, FUN_027658-T3
OG0004971	Ds_00014411-RA	FUN_011565-T1
OG0004972	Ds_00015447-RA	FUN_009279-T1, FUN_032191-T3, FUN_032191-T1, FUN_032191-T4, FUN_032191-T2
OG0004973	Ds_00004369-RA	FUN_030859-T1
OG0004973	Ds_00011430-RA	FUN_047514-T1
OG0004974	Ds_00008604-RA	FUN_033675-T1
OG0004975	Ds_00008119-RA	FUN_017421-T1, FUN_041464-T2, FUN_041464-T1
OG0004977	Ds_00008492-RA	FUN_029127-T1
OG0004978	Ds_00009901-RA	FUN_018601-T1, FUN_018600-T1, FUN_040613-T1
OG0004979	Ds_00009883-RA	FUN_018691-T2, FUN_018691-T1
OG0004982	Ds_00014114-RA, Ds_00017141-RA, Ds_00005333-RA, Ds_00017140-RA	FUN_045424-T3, FUN_045424-T2, FUN_045424-T1, FUN_011149-T1
OG0004983	Ds_00006976-RA	FUN_043020-T1, FUN_027092-T1, FUN_022397-T1, FUN_022389-T1, FUN_022388-T1, FUN_020741-T1, FUN_022386-T1, FUN_014778-T2, FUN_014778-T1, FUN_022387-T1, FUN_022387-T2, FUN_022387-T3
OG0004984	Ds_00002877-RA	FUN_048292-T1, FUN_048292-T2
OG0004985	Ds_00007683-RA, Ds_00010813-RA	FUN_043945-T1, FUN_045114-T1
OG0004986	Ds_00001850-RA	FUN_014341-T1
OG0004987	Ds_00010101-RA	FUN_048009-T1
OG0004989	Ds_00003213-RA	FUN_034098-T1, FUN_031617-T1
OG0004990	Ds_00012177-RA	FUN_005653-T1, FUN_005656-T1
OG0004991	Ds_00018043-RA, Ds_00005246-RA	FUN_001231-T1
OG0004992	Ds_00005183-RA	FUN_027314-T1
OG0004993	Ds_00004077-RA	FUN_015564-T1
OG0005016	Ds_00003236-RA	FUN_014777-T1, FUN_014772-T1, FUN_031639-T1, FUN_014763-T1
OG0005017	Ds_00006921-RA, Ds_00006194-RA	FUN_000379-T1, FUN_002482-T1
OG0005019	Ds_00006182-RA	FUN_035623-T3, FUN_035623-T2, FUN_035623-T1
OG0005021	Ds_00005451-RA	FUN_008482-T1
OG0005023	Ds_00011562-RA	FUN_048918-T2, FUN_048918-T1, FUN_048918-T3
OG0005024	Ds_00002632-RA	FUN_027722-T1
OG0005025	Ds_00004974-RA	FUN_014135-T1
OG0005026	Ds_00002287-RA	FUN_052599-T1, FUN_052599-T2
OG0005027	Ds_00003273-RA	FUN_039187-T1, FUN_000999-T1, FUN_000999-T2
OG0005030	Ds_00004047-RA	FUN_052449-T1, FUN_052449-T3, FUN_052449-T2, FUN_036139-T2, FUN_036139-T1
OG0005031	Ds_00010803-RA	FUN_021736-T1
OG0005034	Ds_00006872-RA, Ds_00014743-RA	FUN_007680-T1
OG0005035	Ds_00014751-RA	FUN_036399-T1, FUN_036399-T2, FUN_052712-T1
OG0005036	Ds_00005785-RA	FUN_032733-T1, FUN_004513-T1
OG0005037	Ds_00014220-RA	FUN_006133-T1
OG0005038	Ds_00007431-RA	FUN_025048-T1, FUN_047752-T1
OG0005039	Ds_00010340-RA	FUN_041921-T2, FUN_041921-T1
OG0005040	Ds_00010036-RA	FUN_031704-T1, FUN_031703-T1
OG0005041	Ds_00000991-RA	FUN_024855-T1
OG0005042	Ds_00005531-RA, Ds_00008006-RA	FUN_036482-T1, FUN_036482-T2
OG0005043	Ds_00002730-RA	FUN_005704-T1
OG0005044	Ds_00006403-RA	FUN_042740-T1
OG0005045	Ds_00002057-RA	FUN_005815-T1, FUN_005815-T3, FUN_005815-T2
OG0005046	Ds_00012762-RA	FUN_030113-T2, FUN_030113-T1
OG0005047	Ds_00003920-RA, Ds_00017574-RA	FUN_011320-T1, FUN_036044-T1, FUN_052429-T1, FUN_036080-T1
OG0005049	Ds_00010946-RA	FUN_010541-T2, FUN_010541-T1
OG0005050	Ds_00005043-RA, Ds_00014653-RA	FUN_014724-T1, FUN_006510-T1
OG0005051	Ds_00010048-RA	FUN_015484-T1
OG0005053	Ds_00007643-RA	FUN_040332-T1, FUN_014994-T1
OG0005054	Ds_00013611-RA, Ds_00016134-RA	FUN_001240-T1
OG0005055	Ds_00016041-RA	FUN_012915-T3, FUN_012915-T2, FUN_012915-T1
OG0005058	Ds_00004174-RA	FUN_020552-T2, FUN_020552-T1, FUN_000041-T1
OG0005059	Ds_00016362-RA	FUN_018701-T1, FUN_040691-T1
OG0005061	Ds_00011117-RA	FUN_006021-T1
OG0005062	Ds_00002012-RA, Ds_00010275-RA	FUN_014566-T1
OG0005064	Ds_00007432-RA	FUN_047748-T1
OG0005065	Ds_00004921-RA	FUN_031938-T1, FUN_031938-T2, FUN_031938-T3, FUN_032068-T1
OG0005067	Ds_00005534-RA, Ds_00009332-RA	FUN_003466-T1
OG0005068	Ds_00006634-RA, Ds_00014940-RA	FUN_036328-T1, FUN_052641-T1
OG0005069	Ds_00017370-RA	FUN_002317-T1, FUN_009875-T2, FUN_009875-T1
OG0005070	Ds_00018069-RA, Ds_00010883-RA, Ds_00004388-RA	FUN_033934-T1, FUN_023668-T1, FUN_033734-T1, FUN_046551-T1
OG0005071	Ds_00006659-RA, Ds_00006660-RA, Ds_00006662-RA, Ds_00006663-RA, Ds_00016756-RA	FUN_052530-T1
OG0005072	Ds_00015554-RA	FUN_020342-T1, FUN_039038-T1, FUN_020341-T1
OG0005073	Ds_00014712-RA	FUN_049289-T1, FUN_013104-T1
OG0005074	Ds_00004971-RA	FUN_014089-T2, FUN_014089-T4, FUN_014089-T3, FUN_014089-T1
OG0005075	Ds_00015270-RA	FUN_030039-T3, FUN_030039-T1, FUN_030039-T2
OG0005076	Ds_00015945-RA	FUN_018410-T1
OG0005077	Ds_00015794-RA, Ds_00015582-RA	FUN_039004-T1
OG0005078	Ds_00000980-RA	FUN_043801-T1, FUN_024815-T1
OG0005080	Ds_00000956-RA	FUN_024752-T1
OG0005082	Ds_00014314-RA	FUN_053117-T1
OG0005084	Ds_00002563-RA	FUN_045292-T1
OG0005085	Ds_00010555-RA	FUN_010667-T1, FUN_035837-T1, FUN_045286-T2, FUN_045286-T1
OG0005086	Ds_00009391-RA	FUN_030599-T1, FUN_009592-T1
OG0005090	Ds_00010857-RA	FUN_044271-T2, FUN_044271-T1
OG0005091	Ds_00013414-RA	FUN_004251-T1
OG0005092	Ds_00015743-RA	FUN_031515-T2, FUN_031515-T1
OG0005094	Ds_00001515-RA	FUN_038679-T1
OG0005095	Ds_00001185-RA	FUN_012665-T1
OG0005096	Ds_00008196-RA	FUN_047184-T1
OG0005097	Ds_00001409-RA	FUN_033543-T1
OG0005098	Ds_00005982-RA	FUN_031153-T1
OG0005099	Ds_00017837-RA	FUN_034918-T1, FUN_034918-T2
OG0005100	Ds_00014493-RA	FUN_050684-T1, FUN_050687-T1, FUN_031053-T1
OG0005101	Ds_00014482-RA, Ds_00014495-RA, Ds_00014500-RA	FUN_031042-T1, FUN_031044-T1, FUN_031043-T1, FUN_018153-T1, FUN_031045-T1
OG0005103	Ds_00006136-RA	FUN_002743-T1
OG0005104	Ds_00001507-RA	FUN_038784-T2, FUN_038784-T1
OG0005106	Ds_00001483-RA	FUN_030614-T1, FUN_009572-T1, FUN_052135-T1
OG0005107	Ds_00011979-RA	FUN_025665-T2, FUN_025665-T4, FUN_025665-T3, FUN_025665-T1
OG0005108	Ds_00007884-RA	FUN_001563-T1
OG0005109	Ds_00006636-RA	FUN_012948-T1
OG0005110	Ds_00001873-RA, Ds_00014008-RA	FUN_005615-T1, FUN_052098-T1, FUN_052097-T1
OG0005112	Ds_00008427-RA	FUN_033802-T2, FUN_033802-T1, FUN_033829-T1
OG0005114	Ds_00000044-RA	FUN_051954-T1, FUN_045718-T1, FUN_045718-T2
OG0005115	Ds_00006520-RA	FUN_033483-T5, FUN_033483-T6, FUN_033483-T7, FUN_033483-T4, FUN_033483-T3, FUN_033483-T2, FUN_033483-T1
OG0005116	Ds_00000183-RA	FUN_038587-T1
OG0005118	Ds_00013011-RA, Ds_00013583-RA	FUN_045723-T1, FUN_051970-T1
OG0005119	Ds_00002912-RA	FUN_037843-T1, FUN_048434-T1
OG0005120	Ds_00014026-RA	FUN_027347-T2, FUN_011994-T1, FUN_011994-T2, FUN_027347-T1
OG0005121	Ds_00013648-RA	FUN_048416-T2, FUN_048416-T1, FUN_037817-T2, FUN_037817-T3, FUN_037817-T1
OG0005122	Ds_00007540-RA	FUN_021504-T1
OG0005125	Ds_00002238-RA	FUN_052988-T1, FUN_052988-T2
OG0005126	Ds_00013999-RA	FUN_018137-T1
OG0005127	Ds_00000019-RA	FUN_051851-T1
OG0005128	Ds_00003387-RA	FUN_006001-T1
OG0005129	Ds_00012164-RA	FUN_004605-T1
OG0005130	Ds_00002663-RA	FUN_030410-T1, FUN_019076-T2, FUN_019076-T1
OG0005131	Ds_00000367-RA	FUN_038476-T1
OG0005132	Ds_00004351-RA	FUN_002321-T1
OG0005133	Ds_00006799-RA	FUN_001093-T1
OG0005134	Ds_00012219-RA	FUN_002738-T2, FUN_002738-T3, FUN_002738-T1
OG0005135	Ds_00003612-RA	FUN_048548-T1
OG0005136	Ds_00001127-RA, Ds_00007761-RA	FUN_050399-T1, FUN_050399-T2, FUN_025059-T2, FUN_025059-T1
OG0005137	Ds_00012215-RA	FUN_003803-T1
OG0005138	Ds_00016533-RA	FUN_001411-T1
OG0005139	Ds_00007975-RA	FUN_026855-T1, FUN_034043-T1
OG0005140	Ds_00001787-RA	FUN_011900-T1
OG0005141	Ds_00010431-RA	FUN_004924-T2, FUN_004924-T1
OG0005143	Ds_00005707-RA	FUN_003468-T1
OG0005145	Ds_00005309-RA	FUN_046786-T1
OG0005146	Ds_00004431-RA	FUN_044065-T1
OG0005147	Ds_00011751-RA	FUN_045996-T1, FUN_045996-T2
OG0005148	Ds_00007215-RA, Ds_00011474-RA, Ds_00007216-RA	FUN_026045-T1, FUN_026045-T2, FUN_026045-T3
OG0005149	Ds_00002653-RA	FUN_034114-T1
OG0005152	Ds_00013302-RA	FUN_028606-T1, FUN_028606-T2
OG0005153	Ds_00010652-RA	FUN_012002-T2, FUN_012001-T1
OG0005156	Ds_00015655-RA	FUN_014191-T1, FUN_000693-T2, FUN_000693-T1
OG0005157	Ds_00009936-RA	FUN_053079-T1
OG0005158	Ds_00011755-RA	FUN_044146-T1
OG0005160	Ds_00005312-RA	FUN_001322-T1
OG0005161	Ds_00014271-RA	FUN_008362-T1
OG0005162	Ds_00010176-RA	FUN_049778-T1, FUN_049630-T1, FUN_049630-T2
OG0005163	Ds_00008797-RA	FUN_049244-T1, FUN_037077-T1
OG0005164	Ds_00000734-RA	FUN_006319-T1
OG0005167	Ds_00001362-RA, Ds_00014624-RA	FUN_017089-T1, FUN_040059-T1
OG0005169	Ds_00004227-RA	FUN_044150-T1
OG0005170	Ds_00004612-RA	FUN_037127-T1, FUN_049188-T1, FUN_049188-T2
OG0005171	Ds_00015730-RA	FUN_007887-T1, FUN_026193-T1
OG0005172	Ds_00001613-RA, Ds_00016493-RA	FUN_049213-T2, FUN_049213-T1
OG0005173	Ds_00012897-RA	FUN_043128-T1, FUN_043128-T2
OG0005174	Ds_00001774-RA	FUN_046556-T1
OG0005175	Ds_00007247-RA	FUN_026163-T1
OG0005176	Ds_00009869-RA, Ds_00009870-RA, Ds_00016439-RA, Ds_00017628-RA	FUN_051348-T1
OG0005177	Ds_00004214-RA	FUN_004373-T1, FUN_004372-T1, FUN_004370-T1, FUN_004371-T1
OG0005178	Ds_00008796-RA	FUN_049239-T1
OG0005179	Ds_00008930-RA, Ds_00008929-RA, Ds_00008674-RA	FUN_048150-T1, FUN_041145-T1
OG0005180	Ds_00004589-RA	FUN_049127-T1
OG0005182	Ds_00010638-RA	FUN_011977-T1
OG0005183	Ds_00005080-RA	FUN_032858-T1, FUN_032858-T2, FUN_032858-T3
OG0005184	Ds_00016625-RA	FUN_040755-T1
OG0005185	Ds_00007532-RA	FUN_005026-T1
OG0005186	Ds_00003382-RA	FUN_005995-T2, FUN_005995-T1
OG0005187	Ds_00008647-RA	FUN_045210-T1
OG0005188	Ds_00007270-RA	FUN_026260-T1
OG0005189	Ds_00002365-RA	FUN_042391-T2, FUN_042391-T1
OG0005190	Ds_00008047-RA	FUN_020719-T1, FUN_020719-T2
OG0005191	Ds_00000695-RA	FUN_006196-T1, FUN_006196-T2, FUN_016083-T2, FUN_016083-T1
OG0005192	Ds_00017756-RA	FUN_050043-T1
OG0005193	Ds_00002113-RA, Ds_00007734-RA	FUN_040700-T1, FUN_018709-T1, FUN_018709-T2
OG0005194	Ds_00017977-RA	FUN_041665-T1, FUN_040881-T1, FUN_041668-T1, FUN_002926-T3, FUN_002926-T2, FUN_002926-T1
OG0005195	Ds_00000438-RA	FUN_050232-T2, FUN_050232-T1, FUN_050232-T3, FUN_025182-T1, FUN_025182-T2
OG0005196	Ds_00000704-RA	FUN_017635-T1
OG0005197	Ds_00017950-RA	FUN_022336-T1
OG0005198	Ds_00007660-RA	FUN_045250-T2, FUN_045250-T1
OG0005199	Ds_00003461-RA	FUN_005138-T1
OG0005200	Ds_00009637-RA	FUN_020952-T1, FUN_026107-T1
OG0005201	Ds_00015099-RA	FUN_012395-T2, FUN_012395-T1
OG0005202	Ds_00007619-RA	FUN_032970-T1
OG0005203	Ds_00015853-RA	FUN_009003-T1, FUN_009003-T2
OG0005204	Ds_00000653-RA	FUN_005439-T1
OG0005205	Ds_00003560-RA, Ds_00016476-RA	FUN_049227-T1, FUN_037090-T1
OG0005206	Ds_00000678-RA	FUN_021505-T4, FUN_021505-T1, FUN_021505-T2, FUN_021505-T3
OG0005207	Ds_00004597-RA, Ds_00003570-RA	FUN_037171-T1
OG0005209	Ds_00012782-RA	FUN_025206-T3, FUN_025206-T2
OG0005210	Ds_00016456-RA	FUN_000578-T1, FUN_000578-T4, FUN_000578-T3, FUN_000578-T2
OG0005211	Ds_00007187-RA, Ds_00009678-RA	FUN_013902-T1, FUN_013902-T2
OG0005212	Ds_00012051-RA	FUN_013939-T1, FUN_013943-T1
OG0005213	Ds_00002374-RA	FUN_049981-T1
OG0005214	Ds_00017345-RA	FUN_026898-T1, FUN_013044-T1
