Orthogroup	D_spatulata.proteins	A_vesiculosa.proteins
OG0006703	Ds_00010566-RA	Av_00005267-RA
OG0006704	Ds_00016159-RA	Av_00017679-RA, Av_00001741-RA
OG0006706	Ds_00008478-RA, Ds_00016157-RA	Av_00003915-RA, Av_00004978-RA
OG0006707	Ds_00008600-RA	Av_00016998-RA, Av_00003305-RA
OG0006708	Ds_00010481-RA	Av_00021857-RA
OG0006709	Ds_00017281-RA	Av_00000107-RA, Av_00011515-RA, Av_00008355-RA, Av_00020392-RA
OG0006710	Ds_00012433-RA	Av_00011268-RA
OG0006711	Ds_00010605-RA	Av_00024674-RA
OG0006713	Ds_00008667-RA	Av_00008349-RA, Av_00017970-RA, Av_00008346-RA, Av_00008348-RA
OG0006714	Ds_00005746-RA	Av_00003508-RA
OG0006715	Ds_00000963-RA	Av_00014723-RA
OG0006716	Ds_00017208-RA	Av_00010186-RA
OG0006717	Ds_00017264-RA	Av_00005567-RA
OG0006718	Ds_00015245-RA	Av_00009102-RA, Av_00021873-RA, Av_00018620-RA
OG0006719	Ds_00016124-RA	Av_00022296-RA
OG0006720	Ds_00014129-RA	Av_00012444-RA
OG0006721	Ds_00005568-RA	Av_00013056-RA
OG0006723	Ds_00008982-RA	Av_00006443-RA, Av_00007519-RA
OG0006724	Ds_00008501-RA	Av_00004991-RA, Av_00003896-RA
OG0006725	Ds_00009295-RA	Av_00009155-RA
OG0006726	Ds_00005315-RA	Av_00024882-RA, Av_00000508-RA
OG0006727	Ds_00010499-RA	Av_00007583-RA, Av_00005233-RA
OG0006728	Ds_00009712-RA	Av_00017716-RA
OG0006728	Ds_00001904-RA	Av_00022309-RA
OG0006729	Ds_00017105-RA	Av_00005779-RA
OG0006730	Ds_00009124-RA	Av_00005231-RA
OG0006731	Ds_00016649-RA	Av_00004963-RA, Av_00003933-RA
OG0006734	Ds_00008546-RA	Av_00006343-RA, Av_00007778-RA
OG0006735	Ds_00004170-RA	Av_00022247-RA
OG0006736	Ds_00007659-RA	Av_00009233-RA
OG0006737	Ds_00008599-RA	Av_00005210-RA, Av_00002756-RA
OG0006738	Ds_00005563-RA	Av_00017602-RA
OG0006739	Ds_00010615-RA	Av_00012024-RA
OG0006740	Ds_00013138-RA	Av_00019590-RA, Av_00021419-RA
OG0006742	Ds_00013086-RA, Ds_00004860-RA	Av_00022816-RA, Av_00024569-RA, Av_00021355-RA
OG0006743	Ds_00004251-RA	Av_00000862-RA, Av_00018383-RA, Av_00005174-RA
OG0006745	Ds_00009223-RA	Av_00000112-RA
OG0006746	Ds_00018071-RA	Av_00009284-RA, Av_00012401-RA
OG0006747	Ds_00017097-RA	Av_00007070-RA, Av_00003551-RA, Av_00008246-RA
OG0006748	Ds_00009257-RA	Av_00005767-RA, Av_00012203-RA
OG0006749	Ds_00009692-RA	Av_00001690-RA
OG0006750	Ds_00017892-RA	Av_00012818-RA
OG0006751	Ds_00016156-RA	Av_00003914-RA, Av_00004979-RA, Av_00005756-RA, Av_00012209-RA
OG0006752	Ds_00003339-RA	Av_00007102-RA
OG0006754	Ds_00017134-RA, Ds_00014112-RA	Av_00011248-RA, Av_00000532-RA, Av_00001774-RA
OG0006755	Ds_00017315-RA	Av_00001234-RA
OG0006756	Ds_00014150-RA	Av_00003578-RA, Av_00013616-RA, Av_00007084-RA
OG0006757	Ds_00000387-RA	Av_00009560-RA, Av_00022629-RA, Av_00017585-RA, Av_00015399-RA, Av_00004076-RA, Av_00004075-RA
OG0006758	Ds_00007667-RA	Av_00023455-RA
OG0006760	Ds_00015820-RA	Av_00005289-RA, Av_00024409-RA, Av_00006435-RA
OG0006761	Ds_00011054-RA	Av_00009112-RA
OG0006762	Ds_00003767-RA	Av_00017694-RA, Av_00001720-RA
OG0006763	Ds_00002203-RA	Av_00007868-RA
OG0006764	Ds_00008526-RA	Av_00007647-RA, Av_00006334-RA
OG0006765	Ds_00004198-RA	Av_00010111-RA
OG0006766	Ds_00008679-RA	Av_00024086-RA
OG0006766	Ds_00011922-RA	Av_00022691-RA
OG0006767	Ds_00012100-RA	Av_00009130-RA, Av_00015611-RA
OG0006770	Ds_00010564-RA	Av_00015514-RA, Av_00016965-RA, Av_00018083-RA, Av_00024375-RA
OG0006771	Ds_00012709-RA	Av_00002565-RA
OG0006772	Ds_00004322-RA	Av_00006424-RA, Av_00007530-RA
OG0006773	Ds_00008435-RA	Av_00007542-RA
OG0006774	Ds_00016277-RA	Av_00001721-RA, Av_00017693-RA
OG0006775	Ds_00012443-RA	Av_00010532-RA
OG0006776	Ds_00006708-RA	Av_00005770-RA, Av_00012201-RA
OG0006777	Ds_00005574-RA	Av_00009502-RA, Av_00018888-RA
OG0006777	Ds_00008649-RA	Av_00009959-RA, Av_00017096-RA
OG0006779	Ds_00001286-RA	Av_00010449-RA
OG0006780	Ds_00013050-RA	Av_00019514-RA
OG0006782	Ds_00011846-RA	Av_00018812-RA, Av_00018631-RA
OG0006782	Ds_00000110-RA	Av_00000943-RA, Av_00004316-RA, Av_00012983-RA, Av_00007234-RA
OG0006783	Ds_00009503-RA	Av_00018064-RA
OG0006788	Ds_00011840-RA, Ds_00011820-RA, Ds_00011838-RA, Ds_00011471-RA, Ds_00016192-RA, Ds_00003945-RA, Ds_00014548-RA, Ds_00007050-RA, Ds_00011821-RA, Ds_00015257-RA, Ds_00003641-RA, Ds_00015087-RA	Av_00008505-RA, Av_00002778-RA
OG0006795	Ds_00004599-RA	Av_00008635-RA, Av_00011444-RA, Av_00015221-RA, Av_00010883-RA
OG0006797	Ds_00015187-RA, Ds_00017506-RA, Ds_00016667-RA, Ds_00015191-RA	Av_00012017-RA
OG0006797	Ds_00015192-RA	Av_00012016-RA
OG0006803	Ds_00005719-RA	Av_00019081-RA, Av_00019314-RA, Av_00022472-RA, Av_00023348-RA, Av_00022231-RA, Av_00024129-RA, Av_00003520-RA, Av_00023990-RA, Av_00017169-RA, Av_00024079-RA, Av_00020255-RA, Av_00024884-RA, Av_00019082-RA, Av_00003335-RA
OG0006803	Ds_00011332-RA, Ds_00017223-RA, Ds_00011309-RA, Ds_00017432-RA, Ds_00013462-RA	Av_00021207-RA
OG0006804	Ds_00017617-RA	Av_00008582-RA
OG0006834	Ds_00007001-RA	Av_00016122-RA, Av_00016087-RA
OG0006835	Ds_00007138-RA	Av_00012086-RA
OG0006837	Ds_00013121-RA	Av_00024088-RA
OG0006838	Ds_00004717-RA	Av_00021777-RA
OG0006839	Ds_00016964-RA	Av_00020013-RA
OG0006840	Ds_00003129-RA	Av_00019901-RA, Av_00006464-RA
OG0006841	Ds_00018099-RA, Ds_00018100-RA, Ds_00017994-RA, Ds_00011718-RA	Av_00019564-RA
OG0006842	Ds_00001877-RA	Av_00025051-RA
OG0006844	Ds_00011126-RA	Av_00017758-RA, Av_00021521-RA, Av_00012001-RA, Av_00015633-RA
OG0006846	Ds_00013710-RA	Av_00021178-RA
OG0006847	Ds_00009597-RA	Av_00014493-RA
OG0006848	Ds_00015196-RA	Av_00021397-RA, Av_00020676-RA
OG0006849	Ds_00004647-RA, Ds_00002990-RA	Av_00017029-RA
OG0006850	Ds_00011934-RA	Av_00008362-RA
OG0006851	Ds_00000596-RA	Av_00010019-RA
OG0006852	Ds_00013726-RA	Av_00011806-RA
OG0006853	Ds_00014931-RA	Av_00001211-RA, Av_00014409-RA
OG0006855	Ds_00007621-RA	Av_00020977-RA, Av_00014452-RA
OG0006856	Ds_00007824-RA	Av_00019852-RA, Av_00000803-RA
OG0006858	Ds_00002599-RA	Av_00018337-RA, Av_00020211-RA
OG0006859	Ds_00014410-RA	Av_00000815-RA
OG0006861	Ds_00014667-RA	Av_00018350-RA
OG0006862	Ds_00016398-RA	Av_00009414-RA
OG0006863	Ds_00003084-RA	Av_00017872-RA, Av_00013243-RA
OG0006864	Ds_00000893-RA	Av_00008312-RA
OG0006864	Ds_00000017-RA	Av_00011393-RA, Av_00004605-RA, Av_00008825-RA
OG0006865	Ds_00017718-RA	Av_00003505-RA, Av_00000726-RA, Av_00024113-RA, Av_00008061-RA, Av_00022238-RA, Av_00022185-RA
OG0006866	Ds_00015096-RA, Ds_00007603-RA	Av_00007582-RA
OG0006867	Ds_00006693-RA	Av_00005797-RA
OG0006868	Ds_00003927-RA	Av_00022987-RA
OG0006869	Ds_00002041-RA, Ds_00008739-RA	Av_00022503-RA, Av_00024147-RA
OG0006870	Ds_00014243-RA	Av_00004687-RA
OG0006871	Ds_00009608-RA	Av_00013622-RA
OG0006874	Ds_00005042-RA	Av_00002154-RA
OG0006875	Ds_00000957-RA	Av_00019173-RA, Av_00001500-RA, Av_00002117-RA, Av_00012961-RA
OG0006876	Ds_00010975-RA	Av_00019353-RA
OG0006877	Ds_00010080-RA	Av_00006142-RA, Av_00020545-RA
OG0006878	Ds_00005266-RA	Av_00011675-RA
OG0006880	Ds_00011461-RA, Ds_00017874-RA, Ds_00011465-RA	Av_00003992-RA
OG0006881	Ds_00014662-RA, Ds_00017838-RA	Av_00002167-RA
OG0006882	Ds_00015288-RA	Av_00018674-RA
OG0006884	Ds_00006433-RA	Av_00017033-RA
OG0006886	Ds_00011193-RA	Av_00000408-RA, Av_00015355-RA
OG0006887	Ds_00004123-RA	Av_00012715-RA
OG0006889	Ds_00003197-RA, Ds_00003202-RA	Av_00017046-RA, Av_00020844-RA
OG0006890	Ds_00002680-RA	Av_00023390-RA
OG0006891	Ds_00006684-RA, Ds_00016161-RA, Ds_00009471-RA, Ds_00000407-RA	Av_00006970-RA
OG0006892	Ds_00007256-RA	Av_00004900-RA
OG0006894	Ds_00015001-RA, Ds_00000912-RA, Ds_00014928-RA	Av_00005464-RA, Av_00024498-RA
OG0006895	Ds_00003262-RA	Av_00003563-RA, Av_00013626-RA
OG0006896	Ds_00012337-RA	Av_00004785-RA
OG0006897	Ds_00009527-RA	Av_00012742-RA
OG0006899	Ds_00015722-RA	Av_00012137-RA, Av_00004033-RA
OG0006900	Ds_00005546-RA	Av_00000742-RA
OG0006901	Ds_00010807-RA	Av_00023139-RA
OG0006903	Ds_00004650-RA	Av_00024094-RA, Av_00021560-RA
OG0006904	Ds_00011321-RA, Ds_00007168-RA, Ds_00002703-RA	Av_00000669-RA, Av_00020463-RA
OG0006905	Ds_00012264-RA	Av_00011957-RA
OG0006906	Ds_00016285-RA	Av_00003473-RA, Av_00004854-RA, Av_00000754-RA
OG0006907	Ds_00010148-RA	Av_00007325-RA, Av_00013270-RA
OG0006908	Ds_00011056-RA	Av_00003931-RA
OG0006911	Ds_00004996-RA	Av_00013531-RA
OG0006912	Ds_00009535-RA	Av_00010181-RA
OG0006914	Ds_00001114-RA, Ds_00001113-RA	Av_00000829-RA
OG0006915	Ds_00016346-RA	Av_00022492-RA
OG0006917	Ds_00005700-RA	Av_00000740-RA
OG0006918	Ds_00005031-RA	Av_00000539-RA
OG0006919	Ds_00006612-RA	Av_00011977-RA, Av_00011980-RA
OG0006921	Ds_00005458-RA	Av_00023562-RA
OG0006922	Ds_00000639-RA	Av_00007943-RA, Av_00006840-RA
OG0006924	Ds_00009798-RA, Ds_00004370-RA	Av_00001316-RA
OG0006926	Ds_00003155-RA	Av_00018767-RA, Av_00015299-RA, Av_00021141-RA
OG0006927	Ds_00010093-RA	Av_00013319-RA, Av_00006152-RA
OG0006928	Ds_00005701-RA	Av_00020748-RA, Av_00023023-RA, Av_00000739-RA
OG0006929	Ds_00017148-RA	Av_00023819-RA
OG0006930	Ds_00006010-RA	Av_00013653-RA, Av_00023389-RA
OG0006931	Ds_00013934-RA	Av_00011862-RA, Av_00007001-RA
OG0006933	Ds_00010971-RA	Av_00019800-RA
OG0006934	Ds_00002839-RA	Av_00023313-RA, Av_00013952-RA
OG0006935	Ds_00002775-RA	Av_00017248-RA
OG0006938	Ds_00003042-RA	Av_00012098-RA
OG0006939	Ds_00017028-RA	Av_00009769-RA
OG0006940	Ds_00001481-RA	Av_00021191-RA
OG0006941	Ds_00014726-RA	Av_00013360-RA
OG0006943	Ds_00015313-RA	Av_00001081-RA
OG0006944	Ds_00016596-RA	Av_00001968-RA
OG0006945	Ds_00011286-RA	Av_00018849-RA
OG0006947	Ds_00003679-RA	Av_00016286-RA
OG0006948	Ds_00014881-RA	Av_00024033-RA, Av_00002814-RA
OG0006949	Ds_00005564-RA	Av_00017605-RA
OG0006950	Ds_00000077-RA	Av_00018325-RA, Av_00007254-RA
OG0006951	Ds_00000300-RA	Av_00012372-RA
OG0006954	Ds_00001506-RA	Av_00019733-RA
OG0006955	Ds_00013539-RA, Ds_00012196-RA	Av_00018739-RA
OG0006957	Ds_00013722-RA	Av_00013472-RA
OG0006958	Ds_00004223-RA	Av_00008373-RA
OG0006959	Ds_00011169-RA	Av_00008980-RA
OG0006960	Ds_00010907-RA	Av_00000399-RA
OG0006961	Ds_00016517-RA	Av_00023148-RA, Av_00021538-RA
OG0006962	Ds_00013546-RA, Ds_00012202-RA	Av_00024655-RA
OG0006964	Ds_00007813-RA	Av_00004795-RA, Av_00009696-RA, Av_00004796-RA, Av_00003434-RA
OG0006965	Ds_00016201-RA, Ds_00001411-RA	Av_00001900-RA, Av_00000429-RA
OG0006966	Ds_00007527-RA	Av_00011615-RA
OG0006967	Ds_00007876-RA	Av_00016445-RA
OG0006968	Ds_00013354-RA	Av_00004522-RA, Av_00012357-RA
OG0006969	Ds_00006024-RA	Av_00008180-RA
OG0006970	Ds_00012160-RA	Av_00004262-RA, Av_00004622-RA
OG0006973	Ds_00012148-RA	Av_00008859-RA
OG0006974	Ds_00002499-RA	Av_00015989-RA
OG0006974	Ds_00000615-RA	Av_00010013-RA, Av_00007913-RA, Av_00006866-RA
OG0006975	Ds_00015774-RA	Av_00007199-RA
OG0006976	Ds_00008429-RA	Av_00015528-RA, Av_00016986-RA
OG0006978	Ds_00009403-RA	Av_00012504-RA
OG0006979	Ds_00007778-RA	Av_00021297-RA
OG0006981	Ds_00006781-RA	Av_00000293-RA, Av_00007728-RA, Av_00000294-RA
OG0006983	Ds_00013700-RA	Av_00013483-RA
OG0006984	Ds_00000535-RA	Av_00004197-RA
OG0006985	Ds_00017750-RA	Av_00024176-RA, Av_00021819-RA
OG0006986	Ds_00000658-RA	Av_00021856-RA
OG0006987	Ds_00007946-RA	Av_00001025-RA, Av_00011044-RA
OG0006988	Ds_00000010-RA	Av_00007285-RA
OG0006989	Ds_00006936-RA	Av_00016767-RA
OG0006990	Ds_00017788-RA	Av_00020218-RA, Av_00012812-RA
OG0006991	Ds_00014488-RA	Av_00000472-RA
OG0006992	Ds_00011285-RA	Av_00007203-RA
OG0006993	Ds_00013670-RA, Ds_00017405-RA	Av_00014608-RA
OG0006994	Ds_00015275-RA	Av_00013414-RA
OG0006995	Ds_00013044-RA	Av_00015947-RA, Av_00011399-RA, Av_00004612-RA, Av_00004270-RA
OG0006996	Ds_00012213-RA	Av_00018745-RA
OG0006997	Ds_00014641-RA	Av_00013522-RA
OG0006998	Ds_00010961-RA	Av_00013717-RA
OG0006999	Ds_00003712-RA	Av_00011774-RA, Av_00006946-RA
OG0007000	Ds_00011972-RA	Av_00004865-RA, Av_00012940-RA
OG0007002	Ds_00017050-RA	Av_00012373-RA
OG0007003	Ds_00002230-RA	Av_00019879-RA
OG0007005	Ds_00001205-RA	Av_00021461-RA
OG0007006	Ds_00001753-RA	Av_00022285-RA
OG0007007	Ds_00009506-RA, Ds_00009505-RA	Av_00018490-RA, Av_00018065-RA
OG0007009	Ds_00009930-RA	Av_00018242-RA
OG0007010	Ds_00009488-RA	Av_00018477-RA
OG0007011	Ds_00014086-RA	Av_00021311-RA, Av_00010335-RA
OG0007012	Ds_00015486-RA, Ds_00011627-RA	Av_00019679-RA
OG0007013	Ds_00010684-RA	Av_00003084-RA
OG0007014	Ds_00004424-RA	Av_00006000-RA, Av_00005584-RA
OG0007016	Ds_00015708-RA	Av_00012131-RA
OG0007017	Ds_00011512-RA	Av_00021403-RA
OG0007018	Ds_00013316-RA	Av_00008761-RA
OG0007020	Ds_00014082-RA	Av_00003053-RA
OG0007022	Ds_00011496-RA, Ds_00000486-RA	Av_00007503-RA, Av_00003636-RA, Av_00008707-RA
OG0007024	Ds_00001702-RA	Av_00003064-RA, Av_00002514-RA, Av_00002531-RA, Av_00002551-RA, Av_00015731-RA
OG0007025	Ds_00010668-RA	Av_00007874-RA, Av_00000189-RA
OG0007027	Ds_00013285-RA	Av_00010417-RA
OG0007028	Ds_00004402-RA	Av_00010645-RA
OG0007029	Ds_00011487-RA	Av_00017777-RA
OG0007031	Ds_00009755-RA	Av_00010993-RA, Av_00017725-RA
OG0007032	Ds_00011351-RA	Av_00007432-RA, Av_00003742-RA
OG0007033	Ds_00004409-RA	Av_00008984-RA
OG0007035	Ds_00015882-RA	Av_00007483-RA, Av_00003665-RA
OG0007036	Ds_00007750-RA	Av_00015445-RA, Av_00020079-RA
OG0007037	Ds_00004464-RA	Av_00005981-RA, Av_00014154-RA, Av_00010614-RA
OG0007038	Ds_00015666-RA	Av_00003705-RA, Av_00003704-RA, Av_00007462-RA
OG0007040	Ds_00005245-RA	Av_00019816-RA
OG0007041	Ds_00016312-RA	Av_00004827-RA, Av_00020263-RA
OG0007042	Ds_00009859-RA	Av_00023419-RA
OG0007043	Ds_00003310-RA	Av_00001121-RA, Av_00020105-RA
OG0007044	Ds_00007933-RA	Av_00023600-RA, Av_00004471-RA
OG0007045	Ds_00000428-RA	Av_00009531-RA, Av_00018916-RA
OG0007046	Ds_00016635-RA	Av_00011865-RA
OG0007047	Ds_00002309-RA	Av_00022675-RA
OG0007048	Ds_00009090-RA	Av_00008315-RA, Av_00013574-RA
OG0007049	Ds_00006950-RA	Av_00016151-RA
OG0007050	Ds_00002352-RA	Av_00023012-RA
OG0007051	Ds_00015841-RA	Av_00019090-RA
OG0007054	Ds_00011452-RA	Av_00019788-RA, Av_00020862-RA
OG0007055	Ds_00005577-RA	Av_00009500-RA, Av_00018887-RA
OG0007056	Ds_00003566-RA	Av_00015218-RA
OG0007057	Ds_00005970-RA	Av_00003542-RA
OG0007058	Ds_00008369-RA	Av_00008616-RA, Av_00014652-RA, Av_00013941-RA
OG0007059	Ds_00001641-RA	Av_00018707-RA
OG0007060	Ds_00016433-RA	Av_00017115-RA
OG0007060	Ds_00017349-RA	Av_00001009-RA, Av_00018204-RA, Av_00012315-RA
OG0007062	Ds_00000209-RA	Av_00006291-RA
OG0007065	Ds_00007630-RA	Av_00022716-RA
OG0007066	Ds_00015532-RA	Av_00001247-RA
OG0007067	Ds_00008876-RA	Av_00004317-RA, Av_00004566-RA
OG0007068	Ds_00003089-RA	Av_00022604-RA
OG0007069	Ds_00016864-RA	Av_00001014-RA
OG0007070	Ds_00002120-RA	Av_00024798-RA
OG0007071	Ds_00015873-RA, Ds_00015755-RA	Av_00001042-RA
OG0007072	Ds_00014664-RA, Ds_00017840-RA	Av_00002172-RA
OG0007073	Ds_00000252-RA	Av_00019516-RA
OG0007074	Ds_00012861-RA, Ds_00015061-RA	Av_00012123-RA
OG0007075	Ds_00000722-RA	Av_00015442-RA, Av_00004144-RA, Av_00004143-RA
OG0007076	Ds_00008665-RA	Av_00011504-RA, Av_00000096-RA
OG0007077	Ds_00008208-RA	Av_00018189-RA
OG0007078	Ds_00009939-RA	Av_00018241-RA, Av_00004648-RA
OG0007079	Ds_00013822-RA	Av_00014568-RA
OG0007080	Ds_00011037-RA	Av_00006707-RA
OG0007081	Ds_00011319-RA	Av_00010692-RA, Av_00003024-RA
OG0007083	Ds_00009517-RA	Av_00024524-RA, Av_00010447-RA, Av_00014596-RA
OG0007085	Ds_00009076-RA	Av_00020839-RA, Av_00024216-RA
OG0007086	Ds_00000466-RA, Ds_00002310-RA	Av_00017535-RA
OG0007087	Ds_00007316-RA	Av_00010070-RA
OG0007088	Ds_00014261-RA	Av_00012786-RA, Av_00006237-RA
OG0007089	Ds_00003412-RA	Av_00008695-RA
OG0007090	Ds_00003397-RA, Ds_00002567-RA	Av_00004400-RA, Av_00023854-RA, Av_00017968-RA
OG0007091	Ds_00010390-RA	Av_00018149-RA, Av_00006812-RA
OG0007092	Ds_00010229-RA, Ds_00010230-RA	Av_00005843-RA
OG0007093	Ds_00007923-RA	Av_00016860-RA
OG0007094	Ds_00017644-RA	Av_00001672-RA, Av_00009466-RA
OG0007095	Ds_00003587-RA	Av_00000039-RA
OG0007096	Ds_00012409-RA	Av_00017784-RA
OG0007097	Ds_00005658-RA	Av_00009204-RA
OG0007098	Ds_00010468-RA	Av_00023257-RA
OG0007099	Ds_00000243-RA	Av_00019069-RA
OG0007101	Ds_00016080-RA	Av_00018255-RA, Av_00004663-RA, Av_00012801-RA, Av_00020203-RA
OG0007102	Ds_00014789-RA	Av_00012120-RA
OG0007103	Ds_00017708-RA	Av_00018251-RA
OG0007104	Ds_00018068-RA	Av_00018574-RA, Av_00010704-RA
OG0007105	Ds_00007964-RA	Av_00017107-RA, Av_00018210-RA, Av_00001017-RA
OG0007106	Ds_00001274-RA	Av_00024525-RA
OG0007107	Ds_00002405-RA	Av_00022586-RA
OG0007109	Ds_00009942-RA	Av_00021128-RA
OG0007110	Ds_00002963-RA	Av_00000178-RA
OG0007111	Ds_00015737-RA	Av_00021644-RA
OG0007112	Ds_00005636-RA	Av_00009460-RA, Av_00001666-RA, Av_00024023-RA
OG0007113	Ds_00017787-RA	Av_00014309-RA, Av_00010095-RA
OG0007115	Ds_00012813-RA	Av_00022718-RA
OG0007116	Ds_00013084-RA	Av_00020714-RA
OG0007117	Ds_00000519-RA	Av_00010204-RA
OG0007118	Ds_00008637-RA	Av_00015043-RA, Av_00009956-RA
OG0007119	Ds_00000768-RA	Av_00008010-RA, Av_00004129-RA, Av_00021507-RA
OG0007120	Ds_00002821-RA	Av_00017425-RA
OG0007121	Ds_00008514-RA	Av_00015616-RA
OG0007122	Ds_00004382-RA	Av_00006020-RA
OG0007124	Ds_00004925-RA	Av_00008389-RA, Av_00024842-RA
OG0007125	Ds_00007617-RA	Av_00014450-RA
OG0007126	Ds_00006596-RA	Av_00005698-RA, Av_00017262-RA
OG0007127	Ds_00002630-RA	Av_00010256-RA, Av_00012842-RA
OG0007128	Ds_00014055-RA	Av_00000148-RA, Av_00011553-RA
OG0007131	Ds_00013473-RA	Av_00010696-RA
OG0007133	Ds_00012347-RA	Av_00003448-RA
OG0007134	Ds_00010500-RA	Av_00002735-RA
OG0007135	Ds_00012285-RA	Av_00010861-RA, Av_00020260-RA
OG0007136	Ds_00010678-RA	Av_00003087-RA
OG0007137	Ds_00017841-RA	Av_00020128-RA, Av_00016829-RA
OG0007138	Ds_00015493-RA	Av_00006144-RA
OG0007139	Ds_00009976-RA	Av_00022137-RA
OG0007141	Ds_00015880-RA, Ds_00015089-RA	Av_00008732-RA, Av_00022088-RA
OG0007143	Ds_00012919-RA	Av_00018100-RA, Av_00018340-RA
OG0007144	Ds_00010322-RA	Av_00021651-RA, Av_00013438-RA
OG0007145	Ds_00008026-RA, Ds_00008028-RA	Av_00021854-RA
OG0007146	Ds_00010034-RA	Av_00015067-RA, Av_00006115-RA, Av_00015069-RA
OG0007147	Ds_00015793-RA	Av_00005094-RA, Av_00015679-RA
OG0007148	Ds_00007965-RA	Av_00018209-RA, Av_00001016-RA, Av_00009825-RA
OG0007149	Ds_00007498-RA	Av_00024761-RA, Av_00006137-RA
OG0007151	Ds_00008713-RA	Av_00018028-RA, Av_00010281-RA, Av_00002933-RA
OG0007152	Ds_00001231-RA	Av_00008470-RA
OG0007153	Ds_00014700-RA	Av_00013340-RA, Av_00008422-RA
OG0007154	Ds_00015238-RA	Av_00012187-RA
OG0007155	Ds_00016421-RA	Av_00017263-RA
OG0007156	Ds_00003276-RA	Av_00008216-RA, Av_00004380-RA
OG0007158	Ds_00006009-RA	Av_00004360-RA
OG0007159	Ds_00000616-RA	Av_00006867-RA
OG0007160	Ds_00016301-RA	Av_00013107-RA
OG0007161	Ds_00000136-RA	Av_00010196-RA
OG0007162	Ds_00012386-RA	Av_00023466-RA
OG0007163	Ds_00005960-RA	Av_00004371-RA
OG0007164	Ds_00004114-RA	Av_00004737-RA
OG0007165	Ds_00004140-RA	Av_00004718-RA, Av_00016906-RA
OG0007166	Ds_00015680-RA	Av_00013263-RA
OG0007167	Ds_00005066-RA	Av_00014731-RA, Av_00000561-RA
OG0007168	Ds_00002019-RA	Av_00013477-RA
OG0007169	Ds_00014307-RA	Av_00010308-RA
OG0007170	Ds_00004095-RA	Av_00014262-RA
OG0007171	Ds_00008277-RA	Av_00001559-RA
OG0007172	Ds_00001829-RA	Av_00019182-RA
OG0007172	Ds_00013903-RA	Av_00019469-RA, Av_00000225-RA
OG0007175	Ds_00012673-RA	Av_00023036-RA, Av_00013138-RA, Av_00021471-RA
OG0007177	Ds_00013833-RA, Ds_00008762-RA, Ds_00013832-RA	Av_00012734-RA
OG0007177	Ds_00005286-RA	Av_00013092-RA
OG0007178	Ds_00012175-RA, Ds_00012201-RA, Ds_00017910-RA	Av_00008848-RA
OG0007179	Ds_00009560-RA	Av_00014460-RA, Av_00024787-RA
OG0007180	Ds_00015401-RA	Av_00012560-RA, Av_00002871-RA
OG0007181	Ds_00017154-RA	Av_00022506-RA
OG0007182	Ds_00014064-RA	Av_00002534-RA, Av_00015725-RA
OG0007183	Ds_00013901-RA	Av_00012032-RA
OG0007184	Ds_00015551-RA	Av_00005090-RA
OG0007185	Ds_00015969-RA	Av_00002958-RA, Av_00018007-RA
OG0007186	Ds_00009493-RA	Av_00020075-RA
OG0007187	Ds_00004085-RA	Av_00016942-RA
OG0007188	Ds_00004437-RA, Ds_00017684-RA	Av_00005991-RA, Av_00005589-RA, Av_00014166-RA, Av_00010631-RA
OG0007189	Ds_00004823-RA	Av_00024678-RA
OG0007190	Ds_00003835-RA	Av_00006097-RA
OG0007191	Ds_00010123-RA	Av_00021783-RA
OG0007191	Ds_00011585-RA, Ds_00008280-RA	Av_00021079-RA, Av_00008523-RA
OG0007192	Ds_00017055-RA	Av_00000761-RA
OG0007193	Ds_00000874-RA	Av_00003671-RA, Av_00008735-RA, Av_00022085-RA, Av_00010563-RA
OG0007194	Ds_00015424-RA, Ds_00006859-RA	Av_00012543-RA, Av_00002851-RA
OG0007195	Ds_00015983-RA	Av_00002968-RA
OG0007197	Ds_00004273-RA	Av_00019021-RA
OG0007198	Ds_00003489-RA	Av_00003148-RA, Av_00014030-RA
OG0007199	Ds_00004706-RA	Av_00023995-RA
OG0007200	Ds_00001354-RA, Ds_00001353-RA	Av_00003019-RA, Av_00005448-RA
OG0007201	Ds_00009107-RA	Av_00022834-RA
OG0007202	Ds_00001360-RA	Av_00010354-RA, Av_00003012-RA
OG0007203	Ds_00003386-RA	Av_00008242-RA, Av_00001093-RA
OG0007204	Ds_00002658-RA	Av_00019498-RA
OG0007205	Ds_00008687-RA	Av_00017641-RA
OG0007206	Ds_00003800-RA	Av_00001700-RA, Av_00017708-RA
OG0007207	Ds_00002745-RA	Av_00019638-RA
OG0007208	Ds_00004411-RA	Av_00007449-RA, Av_00003721-RA
OG0007208	Ds_00011166-RA	Av_00008983-RA
OG0007209	Ds_00012200-RA	Av_00004266-RA
OG0007210	Ds_00005635-RA	Av_00001669-RA
OG0007211	Ds_00016511-RA	Av_00024972-RA
OG0007212	Ds_00013756-RA	Av_00009256-RA
OG0007212	Ds_00009721-RA	Av_00011205-RA, Av_00013805-RA
OG0007213	Ds_00016071-RA, Ds_00016073-RA, Ds_00016070-RA	Av_00018285-RA
OG0007214	Ds_00000909-RA	Av_00019150-RA
OG0007215	Ds_00003852-RA	Av_00011189-RA, Av_00013831-RA
OG0007216	Ds_00015534-RA	Av_00014442-RA
OG0007217	Ds_00006566-RA, Ds_00006565-RA	Av_00003460-RA
