Orthogroup	D_spatulata.proteins	L_sativa.proteins
OG0005509	Ds_00014636-RA	Lsat_1_v5_gn_6_107401.3, Lsat_1_v5_gn_6_107401.1, Lsat_1_v5_gn_6_107401.2
OG0005510	Ds_00011970-RA, Ds_00007483-RA	Lsat_1_v5_gn_3_69860.3, Lsat_1_v5_gn_3_69860.1
OG0005511	Ds_00009401-RA	Lsat_1_v5_gn_4_160860.1
OG0005514	Ds_00014997-RA	Lsat_1_v5_gn_7_48340.1, Lsat_1_v5_gn_7_48340.3, Lsat_1_v5_gn_3_121981.2, Lsat_1_v5_gn_3_121981.1
OG0005515	Ds_00011981-RA, Ds_00015039-RA	Lsat_1_v5_gn_2_6240.1
OG0005516	Ds_00010269-RA	Lsat_1_v5_gn_4_63300.1, Lsat_1_v5_gn_4_63300.3, Lsat_1_v5_gn_4_63300.2
OG0005517	Ds_00010662-RA, Ds_00016311-RA	Lsat_1_v5_gn_4_68721.1
OG0005519	Ds_00016229-RA, Ds_00016234-RA, Ds_00016235-RA	Lsat_1_v5_gn_3_43240.1, Lsat_1_v5_gn_4_69261.1
OG0005520	Ds_00008818-RA	Lsat_1_v5_gn_1_1441.4
OG0005521	Ds_00014534-RA	Lsat_1_v5_gn_5_126281.5, Lsat_1_v5_gn_5_126281.2
OG0005522	Ds_00012525-RA, Ds_00002866-RA	Lsat_1_v5_gn_6_81901.1
OG0005523	Ds_00004329-RA	Lsat_1_v5_gn_4_27181.1, Lsat_1_v5_gn_8_136860.1
OG0005525	Ds_00011526-RA	Lsat_1_v5_gn_7_22421.1, Lsat_1_v5_gn_7_22421.2
OG0005526	Ds_00011927-RA	Lsat_1_v5_gn_4_170241.2, Lsat_1_v5_gn_4_170241.1
OG0005527	Ds_00001216-RA	Lsat_1_v5_gn_4_64780.1
OG0005528	Ds_00001988-RA	Lsat_1_v5_gn_2_93641.1, Lsat_1_v5_gn_2_93641.2, Lsat_1_v5_gn_2_93641.3
OG0005530	Ds_00007929-RA	Lsat_1_v5_gn_7_961.3, Lsat_1_v5_gn_7_961.1
OG0005531	Ds_00009550-RA	Lsat_1_v5_gn_7_96100.1, Lsat_1_v5_gn_7_96100.2
OG0005532	Ds_00012854-RA	Lsat_1_v5_gn_4_62441.1, Lsat_1_v5_gn_4_2061.1
OG0005533	Ds_00000498-RA, Ds_00011513-RA	Lsat_1_v5_gn_4_50661.1, Lsat_1_v5_gn_4_50661.2
OG0005534	Ds_00004470-RA	Lsat_1_v5_gn_7_14940.1
OG0005535	Ds_00001219-RA, Ds_00016046-RA	Lsat_1_v5_gn_1_77700.1
OG0005536	Ds_00001765-RA	Lsat_1_v5_gn_5_6860.2, Lsat_1_v5_gn_5_6860.1
OG0005537	Ds_00004295-RA	Lsat_1_v5_gn_1_40201.3, Lsat_1_v5_gn_1_40201.1
OG0005538	Ds_00002277-RA	Lsat_1_v5_gn_5_79340.3, Lsat_1_v5_gn_5_79340.1
OG0005539	Ds_00017479-RA, Ds_00003811-RA	Lsat_1_v5_gn_4_77441.1
OG0005541	Ds_00008523-RA	Lsat_1_v5_gn_5_62020.3, Lsat_1_v5_gn_5_62020.1, Lsat_1_v5_gn_5_62020.4
OG0005542	Ds_00000650-RA	Lsat_1_v5_gn_7_46840.1
OG0005543	Ds_00002582-RA	Lsat_1_v5_gn_5_31481.1, Lsat_1_v5_gn_7_42641.1, Lsat_1_v5_gn_8_57600.1
OG0005544	Ds_00016986-RA	Lsat_1_v5_gn_8_85000.3, Lsat_1_v5_gn_8_85000.2, Lsat_1_v5_gn_8_85000.1
OG0005545	Ds_00014792-RA	Lsat_1_v5_gn_5_100240.1, Lsat_1_v5_gn_5_100240.3
OG0005546	Ds_00008015-RA	Lsat_1_v5_gn_7_9521.1, Lsat_1_v5_gn_7_9521.3
OG0005548	Ds_00017689-RA	Lsat_1_v5_gn_7_3900.1
OG0005548	Ds_00012519-RA	Lsat_1_v5_gn_7_740.1, Lsat_1_v5_gn_4_30961.1
OG0005549	Ds_00016056-RA	Lsat_1_v5_gn_4_99881.1
OG0005550	Ds_00016861-RA	Lsat_1_v5_gn_7_59540.2, Lsat_1_v5_gn_7_59540.1
OG0005551	Ds_00006366-RA	Lsat_1_v5_gn_4_43041.1, Lsat_1_v5_gn_4_43041.2
OG0005552	Ds_00012845-RA, Ds_00013631-RA	Lsat_1_v5_gn_3_24581.1
OG0005553	Ds_00000809-RA	Lsat_1_v5_gn_9_28321.3, Lsat_1_v5_gn_9_28321.2, Lsat_1_v5_gn_9_28321.1
OG0005554	Ds_00002425-RA	Lsat_1_v5_gn_4_103480.2, Lsat_1_v5_gn_4_103480.1
OG0005556	Ds_00005331-RA	Lsat_1_v5_gn_6_11741.3, Lsat_1_v5_gn_6_11741.1
OG0005557	Ds_00000702-RA	Lsat_1_v5_gn_3_33421.3, Lsat_1_v5_gn_3_33421.1
OG0005558	Ds_00017814-RA, Ds_00017815-RA	Lsat_1_v5_gn_6_91180.3, Lsat_1_v5_gn_6_91180.1
OG0005559	Ds_00013879-RA	Lsat_1_v5_gn_2_115520.1
OG0005560	Ds_00017633-RA	Lsat_1_v5_gn_5_88180.3, Lsat_1_v5_gn_5_88180.1
OG0005562	Ds_00015695-RA, Ds_00015694-RA, Ds_00012476-RA, Ds_00015696-RA	Lsat_1_v5_gn_4_36200.1
OG0005563	Ds_00004970-RA	Lsat_1_v5_gn_8_9600.1
OG0005564	Ds_00003421-RA	Lsat_1_v5_gn_6_15381.3, Lsat_1_v5_gn_6_15381.1
OG0005565	Ds_00000741-RA	Lsat_1_v5_gn_5_131021.1, Lsat_1_v5_gn_1_35361.2
OG0005567	Ds_00000263-RA	Lsat_1_v5_gn_8_95280.1, Lsat_1_v5_gn_5_103641.1, Lsat_1_v5_gn_5_103641.3
OG0005568	Ds_00003364-RA	Lsat_1_v5_gn_5_80020.1, Lsat_1_v5_gn_5_80020.4
OG0005569	Ds_00007609-RA	Lsat_1_v5_gn_1_37941.2
OG0005570	Ds_00002285-RA, Ds_00013921-RA	Lsat_1_v5_gn_7_19900.1, Lsat_1_v5_gn_4_56041.4, Lsat_1_v5_gn_4_56041.1
OG0005571	Ds_00000450-RA	Lsat_1_v5_gn_4_89140.1
OG0005572	Ds_00013076-RA	Lsat_1_v5_gn_3_23500.1, Lsat_1_v5_gn_3_23500.3, Lsat_1_v5_gn_3_23500.2
OG0005573	Ds_00009855-RA	Lsat_1_v5_gn_5_138341.1, Lsat_1_v5_gn_5_138341.3
OG0005574	Ds_00016496-RA	Lsat_1_v5_gn_7_5000.3, Lsat_1_v5_gn_7_5000.1, Lsat_1_v5_gn_3_136600.1, Lsat_1_v5_gn_3_136600.2
OG0005575	Ds_00003428-RA	Lsat_1_v5_gn_8_70621.1, Lsat_1_v5_gn_8_70621.2
OG0005576	Ds_00008358-RA, Ds_00001380-RA	Lsat_1_v5_gn_6_94020.1, Lsat_1_v5_gn_6_94020.2, Lsat_1_v5_gn_4_13301.1
OG0005577	Ds_00004907-RA	Lsat_1_v5_gn_6_83981.3, Lsat_1_v5_gn_6_83981.1, Lsat_1_v5_gn_6_83981.2
OG0005578	Ds_00000456-RA	Lsat_1_v5_gn_4_106281.1
OG0005579	Ds_00005789-RA	Lsat_1_v5_gn_3_23040.1, Lsat_1_v5_gn_3_23040.3
OG0005580	Ds_00004517-RA	Lsat_1_v5_gn_7_17340.1, Lsat_1_v5_gn_7_17340.2
OG0005581	Ds_00013320-RA	Lsat_1_v5_gn_7_35060.1
OG0005583	Ds_00012780-RA, Ds_00007330-RA	Lsat_1_v5_gn_3_32561.1
OG0005584	Ds_00016410-RA	Lsat_1_v5_gn_2_132621.1, Lsat_1_v5_gn_3_49500.1
OG0005585	Ds_00001325-RA	Lsat_1_v5_gn_6_12941.2, Lsat_1_v5_gn_6_12941.1
OG0005586	Ds_00009075-RA	Lsat_1_v5_gn_5_33600.3, Lsat_1_v5_gn_5_33600.1, Lsat_1_v5_gn_5_33600.2
OG0005589	Ds_00002587-RA, Ds_00017705-RA	Lsat_1_v5_gn_5_30441.1, Lsat_1_v5_gn_6_22420.1
OG0005590	Ds_00005771-RA	Lsat_1_v5_gn_9_29820.6, Lsat_1_v5_gn_9_29820.5
OG0005591	Ds_00001386-RA	Lsat_1_v5_gn_7_49941.3, Lsat_1_v5_gn_7_49941.1, Lsat_1_v5_gn_8_63501.1
OG0005591	Ds_00003306-RA	Lsat_1_v5_gn_4_88160.2, Lsat_1_v5_gn_4_88160.3
OG0005592	Ds_00002308-RA, Ds_00000467-RA	Lsat_1_v5_gn_4_89581.1, Lsat_1_v5_gn_5_137621.1, Lsat_1_v5_gn_5_137621.3, Lsat_1_v5_gn_1_39781.3, Lsat_1_v5_gn_1_39781.1
OG0005593	Ds_00001366-RA	Lsat_1_v5_gn_3_1181.1, Lsat_1_v5_gn_3_1181.3
OG0005594	Ds_00006862-RA	Lsat_1_v5_gn_6_22640.1
OG0005595	Ds_00002268-RA	Lsat_1_v5_gn_5_137281.1, Lsat_1_v5_gn_5_137281.2
OG0005596	Ds_00009899-RA	Lsat_1_v5_gn_6_88880.1, Lsat_1_v5_gn_3_3260.1, Lsat_1_v5_gn_6_8041.2, Lsat_1_v5_gn_6_8041.1
OG0005598	Ds_00017792-RA, Ds_00001358-RA	Lsat_1_v5_gn_3_138880.1
OG0005599	Ds_00018031-RA	Lsat_1_v5_gn_3_12700.1
OG0005600	Ds_00006533-RA	Lsat_1_v5_gn_4_155180.1, Lsat_1_v5_gn_3_54461.1, Lsat_1_v5_gn_3_54461.2
OG0005601	Ds_00013376-RA	Lsat_1_v5_gn_6_90781.4, Lsat_1_v5_gn_6_90781.1, Lsat_1_v5_gn_6_90781.5, Lsat_1_v5_gn_7_14080.1
OG0005602	Ds_00003549-RA	Lsat_1_v5_gn_6_10680.1
OG0005603	Ds_00014784-RA, Ds_00007281-RA	Lsat_1_v5_gn_7_42681.1
OG0005604	Ds_00003407-RA	Lsat_1_v5_gn_8_11081.1
OG0005606	Ds_00017667-RA	Lsat_1_v5_gn_8_86481.1, Lsat_1_v5_gn_8_86481.2
OG0005608	Ds_00001536-RA	Lsat_1_v5_gn_4_44681.2, Lsat_1_v5_gn_4_44681.3, Lsat_1_v5_gn_4_44681.1
OG0005609	Ds_00002407-RA	Lsat_1_v5_gn_4_100861.1
OG0005610	Ds_00015358-RA	Lsat_1_v5_gn_7_44161.3, Lsat_1_v5_gn_7_44161.1, Lsat_1_v5_gn_8_62421.2, Lsat_1_v5_gn_8_62421.1
OG0005611	Ds_00001681-RA	Lsat_1_v5_gn_5_681.1, Lsat_1_v5_gn_5_681.2
OG0005612	Ds_00003481-RA	Lsat_1_v5_gn_6_31701.1, Lsat_1_v5_gn_6_31701.3, Lsat_1_v5_gn_2_103600.1, Lsat_1_v5_gn_2_103600.3
OG0005613	Ds_00006011-RA	Lsat_1_v5_gn_9_70220.2, Lsat_1_v5_gn_9_70220.3, Lsat_1_v5_gn_9_70220.1, Lsat_1_v5_gn_8_20780.1
OG0005614	Ds_00004892-RA, Ds_00013111-RA	Lsat_1_v5_gn_9_34720.1
OG0005615	Ds_00000943-RA	Lsat_1_v5_gn_2_113061.2, Lsat_1_v5_gn_2_113061.1
OG0005617	Ds_00016835-RA, Ds_00011678-RA	Lsat_1_v5_gn_7_36181.2, Lsat_1_v5_gn_7_36181.3, Lsat_1_v5_gn_7_36181.1, Lsat_1_v5_gn_4_46221.1
OG0005618	Ds_00004938-RA	Lsat_1_v5_gn_7_97841.2, Lsat_1_v5_gn_7_97841.1, Lsat_1_v5_gn_4_44120.1, Lsat_1_v5_gn_5_80660.1
OG0005619	Ds_00005155-RA	Lsat_1_v5_gn_2_96721.5, Lsat_1_v5_gn_2_96721.2, Lsat_1_v5_gn_2_96721.1, Lsat_1_v5_gn_2_96721.3, Lsat_1_v5_gn_2_96721.4, Lsat_1_v5_gn_6_42781.1, Lsat_1_v5_gn_6_42781.3
OG0005620	Ds_00010049-RA	Lsat_1_v5_gn_5_166940.1
OG0005621	Ds_00005752-RA, Ds_00009374-RA	Lsat_1_v5_gn_7_62320.1, Lsat_1_v5_gn_8_82860.1
OG0005622	Ds_00017147-RA	Lsat_1_v5_gn_6_29041.1, Lsat_1_v5_gn_6_29041.2, Lsat_1_v5_gn_2_23681.2, Lsat_1_v5_gn_2_23681.1
OG0005623	Ds_00004284-RA	Lsat_1_v5_gn_7_29400.3, Lsat_1_v5_gn_7_29400.1, Lsat_1_v5_gn_7_29400.2
OG0005624	Ds_00008049-RA	Lsat_1_v5_gn_0_26040.1, Lsat_1_v5_gn_2_93100.1, Lsat_1_v5_gn_5_77661.1
OG0005625	Ds_00015987-RA	Lsat_1_v5_gn_9_38720.2, Lsat_1_v5_gn_9_38720.1
OG0005626	Ds_00015273-RA	Lsat_1_v5_gn_2_111460.1, Lsat_1_v5_gn_2_111460.3, Lsat_1_v5_gn_1_55500.1
OG0005627	Ds_00009605-RA	Lsat_1_v5_gn_7_45881.3, Lsat_1_v5_gn_7_45881.1
OG0005628	Ds_00013908-RA	Lsat_1_v5_gn_8_33440.1, Lsat_1_v5_gn_8_33440.3, Lsat_1_v5_gn_1_54320.1, Lsat_1_v5_gn_1_52140.1, Lsat_1_v5_gn_1_52160.1, Lsat_1_v5_gn_3_108800.1, Lsat_1_v5_gn_1_52180.1
OG0005629	Ds_00008522-RA	Lsat_1_v5_gn_2_5900.1, Lsat_1_v5_gn_2_5900.3, Lsat_1_v5_gn_8_29040.4
OG0005630	Ds_00015568-RA, Ds_00015962-RA	Lsat_1_v5_gn_6_35061.2, Lsat_1_v5_gn_6_35061.1, Lsat_1_v5_gn_1_57120.1
OG0005631	Ds_00006370-RA	Lsat_1_v5_gn_5_1860.3, Lsat_1_v5_gn_5_1860.1
OG0005632	Ds_00015088-RA	Lsat_1_v5_gn_1_126440.1, Lsat_1_v5_gn_1_126440.2, Lsat_1_v5_gn_1_126440.3, Lsat_1_v5_gn_4_57180.3, Lsat_1_v5_gn_4_57180.1
OG0005633	Ds_00008271-RA	Lsat_1_v5_gn_9_20081.2, Lsat_1_v5_gn_9_20081.3, Lsat_1_v5_gn_9_20081.1
OG0005634	Ds_00005837-RA, Ds_00004115-RA	Lsat_1_v5_gn_2_100140.1, Lsat_1_v5_gn_2_100140.2, Lsat_1_v5_gn_6_45641.1
OG0005635	Ds_00004287-RA	Lsat_1_v5_gn_3_47521.1, Lsat_1_v5_gn_3_47521.3, Lsat_1_v5_gn_7_29221.2, Lsat_1_v5_gn_7_29221.1
OG0005636	Ds_00014316-RA	Lsat_1_v5_gn_8_118500.2, Lsat_1_v5_gn_8_118500.1
OG0005637	Ds_00016514-RA	Lsat_1_v5_gn_7_89080.2, Lsat_1_v5_gn_7_89080.1
OG0005638	Ds_00005515-RA	Lsat_1_v5_gn_6_51980.3, Lsat_1_v5_gn_6_51980.1
OG0005639	Ds_00008252-RA	Lsat_1_v5_gn_5_172380.1
OG0005640	Ds_00004461-RA, Ds_00010258-RA	Lsat_1_v5_gn_4_62821.2, Lsat_1_v5_gn_4_62821.1, Lsat_1_v5_gn_4_62861.1, Lsat_1_v5_gn_4_62781.1, Lsat_1_v5_gn_7_13441.1, Lsat_1_v5_gn_5_124940.1, Lsat_1_v5_gn_5_124940.3
OG0005641	Ds_00001149-RA, Ds_00016326-RA	Lsat_1_v5_gn_8_132761.1
OG0005642	Ds_00007345-RA	Lsat_1_v5_gn_9_32321.4, Lsat_1_v5_gn_9_32321.2
OG0005643	Ds_00015301-RA	Lsat_1_v5_gn_8_83681.1
OG0005644	Ds_00015144-RA, Ds_00015143-RA	Lsat_1_v5_gn_7_111601.2, Lsat_1_v5_gn_7_111601.1, Lsat_1_v5_gn_7_111601.3
OG0005645	Ds_00013604-RA	Lsat_1_v5_gn_2_6980.2, Lsat_1_v5_gn_2_6980.1, Lsat_1_v5_gn_9_21100.1, Lsat_1_v5_gn_9_21100.3, Lsat_1_v5_gn_9_21100.2
OG0005646	Ds_00006104-RA	Lsat_1_v5_gn_2_101040.3, Lsat_1_v5_gn_2_101040.1, Lsat_1_v5_gn_2_101040.2
OG0005647	Ds_00008770-RA, Ds_00002016-RA	Lsat_1_v5_gn_2_106561.1, Lsat_1_v5_gn_1_53120.1
OG0005648	Ds_00017801-RA	Lsat_1_v5_gn_2_111660.1
OG0005649	Ds_00012116-RA	Lsat_1_v5_gn_2_118001.3, Lsat_1_v5_gn_2_118001.1
OG0005650	Ds_00008352-RA	Lsat_1_v5_gn_2_95901.2, Lsat_1_v5_gn_2_95901.1
OG0005651	Ds_00002185-RA	Lsat_1_v5_gn_3_13701.2, Lsat_1_v5_gn_3_13701.3, Lsat_1_v5_gn_3_13701.1
OG0005652	Ds_00011518-RA	Lsat_1_v5_gn_4_51320.1
OG0005653	Ds_00012243-RA, Ds_00009524-RA, Ds_00005281-RA	Lsat_1_v5_gn_7_92721.3, Lsat_1_v5_gn_7_92721.2, Lsat_1_v5_gn_7_92721.1
OG0005654	Ds_00002159-RA	Lsat_1_v5_gn_9_97520.1, Lsat_1_v5_gn_9_97520.3
OG0005655	Ds_00005148-RA	Lsat_1_v5_gn_8_17481.1, Lsat_1_v5_gn_8_17481.2
OG0005656	Ds_00006606-RA	Lsat_1_v5_gn_2_123501.1, Lsat_1_v5_gn_8_11880.1
OG0005659	Ds_00009708-RA	Lsat_1_v5_gn_7_113161.1, Lsat_1_v5_gn_7_95440.2, Lsat_1_v5_gn_7_95440.1, Lsat_1_v5_gn_7_95440.3
OG0005660	Ds_00010642-RA	Lsat_1_v5_gn_7_106400.1, Lsat_1_v5_gn_7_106400.3
OG0005661	Ds_00013914-RA	Lsat_1_v5_gn_5_70881.3, Lsat_1_v5_gn_5_70881.1
OG0005662	Ds_00013954-RA, Ds_00014758-RA	Lsat_1_v5_gn_6_25460.1
OG0005663	Ds_00016796-RA, Ds_00006656-RA	Lsat_1_v5_gn_3_117820.1, Lsat_1_v5_gn_2_36241.1
OG0005664	Ds_00005518-RA	Lsat_1_v5_gn_6_52400.1, Lsat_1_v5_gn_6_52400.2, Lsat_1_v5_gn_6_52400.3, Lsat_1_v5_gn_6_52480.1
OG0005665	Ds_00005850-RA	Lsat_1_v5_gn_1_64681.2, Lsat_1_v5_gn_1_64681.1
OG0005666	Ds_00011098-RA	Lsat_1_v5_gn_5_162620.2
OG0005667	Ds_00003823-RA	Lsat_1_v5_gn_6_39460.1, Lsat_1_v5_gn_1_62101.1, Lsat_1_v5_gn_2_95660.1, Lsat_1_v5_gn_2_95660.3
OG0005668	Ds_00001392-RA	Lsat_1_v5_gn_4_42220.1
OG0005669	Ds_00013073-RA	Lsat_1_v5_gn_4_111040.1
OG0005670	Ds_00009525-RA	Lsat_1_v5_gn_7_92741.1, Lsat_1_v5_gn_7_92741.3
OG0005671	Ds_00014536-RA	Lsat_1_v5_gn_5_126281.1
OG0005672	Ds_00004271-RA	Lsat_1_v5_gn_1_91760.3, Lsat_1_v5_gn_1_91760.1
OG0005673	Ds_00014222-RA	Lsat_1_v5_gn_4_31180.1, Lsat_1_v5_gn_1_105621.1, Lsat_1_v5_gn_1_105621.2
OG0005674	Ds_00011776-RA	Lsat_1_v5_gn_5_3140.1, Lsat_1_v5_gn_7_113861.1
OG0005675	Ds_00009495-RA	Lsat_1_v5_gn_1_116980.1
OG0005676	Ds_00000859-RA	Lsat_1_v5_gn_6_79340.3, Lsat_1_v5_gn_6_79340.2, Lsat_1_v5_gn_6_79340.1
OG0005677	Ds_00011757-RA, Ds_00011759-RA	Lsat_1_v5_gn_2_47780.1, Lsat_1_v5_gn_2_47780.2, Lsat_1_v5_gn_2_47780.3
OG0005678	Ds_00017323-RA	Lsat_1_v5_gn_4_15540.1, Lsat_1_v5_gn_4_15540.3
OG0005679	Ds_00000292-RA	Lsat_1_v5_gn_9_111380.4, Lsat_1_v5_gn_9_111380.1
OG0005680	Ds_00010708-RA	Lsat_1_v5_gn_8_152681.1, Lsat_1_v5_gn_8_152681.2
OG0005681	Ds_00002541-RA	Lsat_1_v5_gn_6_110760.2, Lsat_1_v5_gn_6_110760.1, Lsat_1_v5_gn_2_83240.2, Lsat_1_v5_gn_2_83240.1
OG0005682	Ds_00017424-RA, Ds_00013332-RA	Lsat_1_v5_gn_8_26300.1, Lsat_1_v5_gn_2_4001.1
OG0005683	Ds_00005178-RA	Lsat_1_v5_gn_7_97960.3, Lsat_1_v5_gn_7_97960.1, Lsat_1_v5_gn_8_78381.1, Lsat_1_v5_gn_7_97980.1, Lsat_1_v5_gn_7_97980.2
OG0005684	Ds_00004377-RA	Lsat_1_v5_gn_2_82241.1, Lsat_1_v5_gn_2_82241.2, Lsat_1_v5_gn_4_158140.1
OG0005685	Ds_00009817-RA	Lsat_1_v5_gn_4_124060.1, Lsat_1_v5_gn_4_124060.2
OG0005686	Ds_00016761-RA	Lsat_1_v5_gn_9_83361.3, Lsat_1_v5_gn_9_83361.1
OG0005687	Ds_00000035-RA	Lsat_1_v5_gn_8_124961.2, Lsat_1_v5_gn_8_124961.1
OG0005688	Ds_00014348-RA	Lsat_1_v5_gn_2_95241.3, Lsat_1_v5_gn_8_141180.1
OG0005689	Ds_00016606-RA	Lsat_1_v5_gn_5_27621.1, Lsat_1_v5_gn_4_118420.3, Lsat_1_v5_gn_4_118420.1, Lsat_1_v5_gn_4_152340.1, Lsat_1_v5_gn_3_76721.1
OG0005690	Ds_00012026-RA	Lsat_1_v5_gn_2_130560.1
OG0005692	Ds_00014127-RA	Lsat_1_v5_gn_8_54720.1
OG0005693	Ds_00017390-RA	Lsat_1_v5_gn_8_151721.1, Lsat_1_v5_gn_8_151721.3
OG0005696	Ds_00012508-RA, Ds_00002837-RA	Lsat_1_v5_gn_7_1340.1, Lsat_1_v5_gn_7_1340.2, Lsat_1_v5_gn_4_33280.2, Lsat_1_v5_gn_4_33280.1
OG0005697	Ds_00014339-RA	Lsat_1_v5_gn_1_71340.1, Lsat_1_v5_gn_1_71340.3
OG0005698	Ds_00012156-RA	Lsat_1_v5_gn_3_10761.1, Lsat_1_v5_gn_3_10761.3
OG0005699	Ds_00007791-RA	Lsat_1_v5_gn_9_6400.2, Lsat_1_v5_gn_9_6400.1, Lsat_1_v5_gn_5_184300.1
OG0005700	Ds_00001907-RA	Lsat_1_v5_gn_0_14341.1
OG0005701	Ds_00008074-RA	Lsat_1_v5_gn_5_10960.3, Lsat_1_v5_gn_5_10960.1
OG0005702	Ds_00017868-RA, Ds_00008516-RA	Lsat_1_v5_gn_2_119101.2, Lsat_1_v5_gn_2_119101.1, Lsat_1_v5_gn_9_65421.1, Lsat_1_v5_gn_9_65421.3
OG0005704	Ds_00003293-RA	Lsat_1_v5_gn_2_41240.1, Lsat_1_v5_gn_2_41240.3, Lsat_1_v5_gn_1_75540.1, Lsat_1_v5_gn_1_75540.2
OG0005705	Ds_00002788-RA	Lsat_1_v5_gn_3_14420.1
OG0005706	Ds_00013669-RA, Ds_00002923-RA	Lsat_1_v5_gn_6_109621.1
OG0005707	Ds_00009719-RA, Ds_00011434-RA, Ds_00013754-RA	Lsat_1_v5_gn_4_80820.1
OG0005708	Ds_00006296-RA, Ds_00005614-RA, Ds_00016855-RA, Ds_00015899-RA, Ds_00009199-RA	Lsat_1_v5_gn_1_8881.1, Lsat_1_v5_gn_1_8881.3
OG0005709	Ds_00003624-RA	Lsat_1_v5_gn_9_57180.3, Lsat_1_v5_gn_9_57180.1
OG0005711	Ds_00004804-RA	Lsat_1_v5_gn_8_147640.1
OG0005712	Ds_00002860-RA	Lsat_1_v5_gn_7_57201.1
OG0005714	Ds_00006906-RA	Lsat_1_v5_gn_1_25020.1
OG0005715	Ds_00014491-RA	Lsat_1_v5_gn_3_73720.2, Lsat_1_v5_gn_3_73720.1
OG0005716	Ds_00009735-RA	Lsat_1_v5_gn_5_9501.1, Lsat_1_v5_gn_1_29981.1, Lsat_1_v5_gn_1_29981.3
OG0005717	Ds_00004869-RA, Ds_00004868-RA, Ds_00007271-RA	Lsat_1_v5_gn_8_26000.2, Lsat_1_v5_gn_8_26000.1, Lsat_1_v5_gn_8_26701.1, Lsat_1_v5_gn_8_26701.3, Lsat_1_v5_gn_8_26701.2
OG0005720	Ds_00004884-RA, Ds_00017657-RA	Lsat_1_v5_gn_0_9600.1, Lsat_1_v5_gn_0_9600.3, Lsat_1_v5_gn_7_23521.1, Lsat_1_v5_gn_7_23521.2, Lsat_1_v5_gn_4_50621.1
OG0005722	Ds_00010336-RA	Lsat_1_v5_gn_9_1760.1, Lsat_1_v5_gn_9_1760.5
OG0005723	Ds_00001946-RA, Ds_00001944-RA	Lsat_1_v5_gn_7_78381.1, Lsat_1_v5_gn_7_78381.2
OG0005724	Ds_00016824-RA	Lsat_1_v5_gn_8_91060.1, Lsat_1_v5_gn_8_91060.3
OG0005725	Ds_00005221-RA	Lsat_1_v5_gn_6_46101.1, Lsat_1_v5_gn_7_14861.1, Lsat_1_v5_gn_6_46081.3, Lsat_1_v5_gn_6_46081.1
OG0005726	Ds_00006774-RA	Lsat_1_v5_gn_2_84101.2, Lsat_1_v5_gn_2_84101.4, Lsat_1_v5_gn_2_84101.1, Lsat_1_v5_gn_2_84101.3
OG0005727	Ds_00013100-RA	Lsat_1_v5_gn_3_20301.1, Lsat_1_v5_gn_3_20301.2
OG0005728	Ds_00003062-RA	Lsat_1_v5_gn_3_21560.3, Lsat_1_v5_gn_3_21560.1
OG0005729	Ds_00011222-RA	Lsat_1_v5_gn_4_159441.1, Lsat_1_v5_gn_4_159441.3, Lsat_1_v5_gn_4_159441.2
OG0005730	Ds_00002350-RA	Lsat_1_v5_gn_5_135961.1
OG0005731	Ds_00008927-RA	Lsat_1_v5_gn_1_2220.1, Lsat_1_v5_gn_1_2220.3
OG0005732	Ds_00003233-RA	Lsat_1_v5_gn_1_41600.2, Lsat_1_v5_gn_1_41600.1, Lsat_1_v5_gn_6_1101.1
OG0005735	Ds_00000533-RA	Lsat_1_v5_gn_1_24340.1
OG0005736	Ds_00007802-RA, Ds_00001077-RA	Lsat_1_v5_gn_5_186721.1, Lsat_1_v5_gn_5_186721.3, Lsat_1_v5_gn_9_9761.3, Lsat_1_v5_gn_9_9761.1
OG0005737	Ds_00007478-RA	Lsat_1_v5_gn_2_1920.3, Lsat_1_v5_gn_2_1920.4, Lsat_1_v5_gn_2_1920.1
OG0005738	Ds_00006535-RA	Lsat_1_v5_gn_8_92240.1
OG0005739	Ds_00013828-RA	Lsat_1_v5_gn_3_8441.1, Lsat_1_v5_gn_3_8441.3
OG0005740	Ds_00014453-RA, Ds_00003933-RA	Lsat_1_v5_gn_7_65220.2, Lsat_1_v5_gn_7_65220.1, Lsat_1_v5_gn_7_65220.3
OG0005742	Ds_00017410-RA	Lsat_1_v5_gn_2_114740.1
OG0005743	Ds_00010565-RA	Lsat_1_v5_gn_3_98920.1, Lsat_1_v5_gn_4_60681.1, Lsat_1_v5_gn_5_54861.1, Lsat_1_v5_gn_5_54681.1, Lsat_1_v5_gn_8_52720.1, Lsat_1_v5_gn_4_6720.1
OG0005744	Ds_00014202-RA	Lsat_1_v5_gn_4_173361.1
OG0005745	Ds_00014807-RA, Ds_00011060-RA, Ds_00014808-RA	Lsat_1_v5_gn_3_96881.2, Lsat_1_v5_gn_3_96881.1
OG0005747	Ds_00016585-RA	Lsat_1_v5_gn_3_18960.3, Lsat_1_v5_gn_3_19020.2, Lsat_1_v5_gn_3_19020.1, Lsat_1_v5_gn_3_18960.1
OG0005748	Ds_00017881-RA	Lsat_1_v5_gn_6_69341.2, Lsat_1_v5_gn_6_69341.3, Lsat_1_v5_gn_6_69341.1, Lsat_1_v5_gn_9_24861.1
OG0005749	Ds_00017275-RA	Lsat_1_v5_gn_4_39261.1, Lsat_1_v5_gn_4_39261.2
