HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N10.HOG0007650	OG0004478	n0		AH015247-RA, AH021672-RA			Bevul.8G022600.1.p							
N10.HOG0007651	OG0004479	n0		AH016929-RA			Bevul.1G049100.1.p							
N10.HOG0007652	OG0004480	n5		AH022450-RA			Bevul.7G220100.1.p							
N10.HOG0007653	OG0004480	n18		AH015932-RA			Bevul.2G112400.2.p, Bevul.2G112400.1.p							
N10.HOG0007654	OG0004481	n16		AH015098-RA, AH021616-RA			Bevul.8G034600.1.p							
N10.HOG0007655	OG0004482	n20		AH023111-RA			Bevul.2G244400.2.p, Bevul.2G244400.1.p							
N10.HOG0007656	OG0004483	n4		AH013746-RA			Bevul.7G199600.1.p							
N10.HOG0007657	OG0004484	n0					Bevul.4G000600.1.p							
N10.HOG0007658	OG0004485	n0		AH001455-RA			Bevul.9G101900.1.p							
N10.HOG0007659	OG0004486	n0		AH022009-RA			Bevul.7G052800.5.p, Bevul.7G052800.2.p, Bevul.7G052800.1.p, Bevul.7G052800.4.p, Bevul.7G052800.3.p							
N10.HOG0007660	OG0004487	n0		AH021900-RA			Bevul.8G046700.1.p							
N10.HOG0007661	OG0004488	n0		AH000193-RA			Bevul.9G045800.1.p							
N10.HOG0007662	OG0004489	n0		AH006887-RA			Bevul.1G015100.1.p							
N10.HOG0007663	OG0004491	n8		AH018870-RA			Bevul.5G110100.1.p							
N10.HOG0007664	OG0004491	n20		AH008454-RA, AH008455-RA			Bevul.1G079200.1.p, Bevul.1G079000.1.p							
N10.HOG0007665	OG0004492	n8		AH005187-RA, AH004541-RA			Bevul.6G206200.1.p							
N10.HOG0007666	OG0004492	n17					Bevul.5G156100.1.p							
N10.HOG0007667	OG0004493	n0		AH016661-RA			Bevul.2G188400.1.p							
N10.HOG0007668	OG0004494	n0		AH021504-RA			Bevul.8G056100.1.p							
N10.HOG0007669	OG0004495	n0		AH020286-RA			Bevul.2G038600.1.p, Bevul.2G038600.3.p							
N10.HOG0007670	OG0004496	n0		AH000332-RA, AH001339-RA			Bevul.9G075700.1.p							
N10.HOG0007671	OG0004497	n0		AH011010-RA			Bevul.4G238500.1.p, Bevul.4G237500.1.p							
N10.HOG0007672	OG0004498	n0		AH015301-RA			Bevul.2G188200.1.p							
N10.HOG0007673	OG0004499	n0		AH010277-RA			Bevul.4G092000.1.p, Bevul.3G172700.1.p							
N10.HOG0007674	OG0004500	n0		AH013144-RA			Bevul.7G212800.1.p, Bevul.4G058500.1.p							
N10.HOG0007675	OG0004501	n0		AH001457-RA			Bevul.9G102200.4.p, Bevul.9G102200.2.p, Bevul.9G102200.3.p, Bevul.9G102200.1.p, Bevul.9G102200.5.p							
N10.HOG0007676	OG0004502	n6		AH023458-RA			Bevul.5G116400.1.p							
N10.HOG0007677	OG0004502	n17		AH018905-RA			Bevul.5G116300.1.p							
N10.HOG0007678	OG0004503	n10		AH007926-RA			Bevul.4G101000.1.p							
N10.HOG0007679	OG0004504	n0		AH018699-RA			Bevul.5G036400.1.p							
N10.HOG0007680	OG0004505	n0		AH014994-RA, AH021499-RA			Bevul.8G054000.1.p							
N10.HOG0007681	OG0004506	n0		AH023043-RA			Bevul.2G237400.1.p, Bevul.2G237300.1.p							
N10.HOG0007682	OG0004507	n7					Bevul.6G105700.1.p							
N10.HOG0007683	OG0004507	n21		AH006472-RA										
N10.HOG0007684	OG0004508	n0		AH014598-RA			Bevul.8G106500.1.p							
N10.HOG0007685	OG0004509	n0		AH006648-RA			Bevul.3G213400.1.p							
N10.HOG0007686	OG0004510	n0		AH013115-RA			Bevul.7G130500.1.p							
N10.HOG0007687	OG0004511	n0		AH003641-RA, AH005651-RA			Bevul.6G060700.1.p							
N10.HOG0007688	OG0004512	n0		AH008540-RA			Bevul.1G070200.1.p							
N10.HOG0007689	OG0004513	n0		AH007012-RA, AH020211-RA			Bevul.3G155100.1.p							
N10.HOG0007690	OG0004514	n0		AH005899-RA, AH003947-RA			Bevul.6G093100.1.p							
N10.HOG0007691	OG0004515	n15		AH007434-RA										
N10.HOG0007692	OG0004515	n19		AH007435-RA, AH011167-RA			Bevul.4G210400.1.p							
N10.HOG0007693	OG0004516	n0		AH006222-RA			Bevul.6G052500.1.p							
N10.HOG0007694	OG0004517	n0		AH014734-RA			Bevul.3G028300.1.p							
N10.HOG0007695	OG0004518	n0		AH013366-RA			Bevul.7G170500.1.p							
N10.HOG0007696	OG0004519	n1		AH010910-RA										
N10.HOG0007697	OG0004519	n22		AH017412-RA			Bevul.5G165700.1.p							
N10.HOG0007698	OG0004519	n23		AH002937-RA			Bevul.5G165800.1.p							
N10.HOG0007699	OG0004520	n9		AH012642-RA										
N10.HOG0007700	OG0004520	n12		AH008600-RA			Bevul.9G199800.1.p							
N10.HOG0007701	OG0004521	n0		AH008386-RA			Bevul.1G008000.1.p							
N10.HOG0007702	OG0004522	n0		AH009245-RA			Bevul.1G166400.1.p							
N10.HOG0007703	OG0004523	n0		AH009650-RA			Bevul.1G181500.1.p							
N10.HOG0007704	OG0004524	n0		AH009273-RA			Bevul.1G153900.1.p							
N10.HOG0007705	OG0004525	n0		AH006120-RA			Bevul.6G004000.1.p							
N10.HOG0007706	OG0004526	n0		AH020220-RA			Bevul.3G166900.1.p							
N10.HOG0007707	OG0004527	n0		AH005254-RA, AH004261-RA			Bevul.6G166700.1.p							
N10.HOG0007708	OG0004528	n17		AH007223-RA			Bevul.3G010900.1.p							
N10.HOG0007709	OG0004528	n22		AH010755-RA			Bevul.4G131100.1.p							
N10.HOG0007710	OG0004529	n6		AH021898-RA, AH013004-RA			Bevul.7G114900.1.p							
N10.HOG0007711	OG0004530	n12		AH002412-RA			Bevul.9G118700.1.p, Bevul.9G118700.2.p							
N10.HOG0007712	OG0004530	n18		AH008805-RA			Bevul.1G111000.1.p							
N10.HOG0007713	OG0004531	n1		AH005215-RA			Bevul.6G202400.1.p							
N10.HOG0007714	OG0004531	n11		AH006395-RA			Bevul.6G038000.1.p							
N10.HOG0007715	OG0004532	n0		AH021926-RA			Bevul.7G068500.2.p, Bevul.7G068500.1.p							
N10.HOG0007716	OG0004533	n15		AH019459-RA, AH012263-RA			Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p							
N10.HOG0007717	OG0004533	n19		AH019464-RA			Bevul.3G087800.1.p							
N10.HOG0007718	OG0004534	n0		AH000147-RA			Bevul.9G031200.1.p, Bevul.9G031200.7.p, Bevul.9G031200.11.p, Bevul.9G031200.4.p, Bevul.9G031200.10.p, Bevul.9G031200.5.p, Bevul.9G031200.2.p, Bevul.9G031200.6.p, Bevul.9G031200.3.p, Bevul.9G031200.9.p, Bevul.9G031200.8.p							
N10.HOG0007719	OG0004535	n0		AH002611-RA, AH017770-RA			Bevul.5G241900.1.p							
N10.HOG0007720	OG0004536	n2		AH023465-RA			Bevul.2G100700.1.p							
N10.HOG0007721	OG0004536	n12		AH014233-RA			Bevul.8G127800.1.p							
N10.HOG0007722	OG0004537	n0		AH013012-RA			Bevul.7G116700.1.p							
N10.HOG0007723	OG0004538	n5		AH012935-RA			Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p							
N10.HOG0007724	OG0004539	n0		AH000882-RA, AH000883-RA			Bevul.9G143900.1.p							
N10.HOG0007725	OG0004540	n2		AH010944-RA			Bevul.4G239300.1.p							
N10.HOG0007726	OG0004540	n11		AH008517-RA										
N10.HOG0007727	OG0004541	n1		AH017336-RA			Bevul.5G204100.1.p							
N10.HOG0007728	OG0004541	n10		AH013932-RA, AH022945-RA, AH016478-RA			Bevul.2G220800.1.p							
N10.HOG0007729	OG0004542	n0		AH016679-RA			Bevul.7G188600.1.p							
N10.HOG0007730	OG0004543	n0		AH003137-RA			Bevul.5G041600.1.p							
N10.HOG0007731	OG0004544	n21		AH003505-RA			Bevul.6G053400.1.p							
N10.HOG0007732	OG0004544	n23		AH023667-RA			Bevul.1G026100.1.p, Bevul.3G233900.1.p							
N10.HOG0007733	OG0004545	n2		AH006109-RA			Bevul.6G003000.1.p							
N10.HOG0007734	OG0004545	n15		AH018781-RA			Bevul.5G048300.1.p							
N10.HOG0007735	OG0004546	n5		AH002271-RA, AH002273-RA			Bevul.9G135500.1.p							
N10.HOG0007736	OG0004547	n0		AH005758-RA										
N10.HOG0007737	OG0004548	n19		AH009421-RA			Bevul.1G208200.1.p							
N10.HOG0007738	OG0004548	n22		AH010415-RA			Bevul.4G193500.1.p							
N10.HOG0007739	OG0004549	n7		AH002898-RA, AH017477-RA			Bevul.5G174100.1.p							
N10.HOG0007740	OG0004550	n0		AH017458-RA			Bevul.5G171900.1.p							
N10.HOG0007741	OG0004551	n1		AH006268-RA			Bevul.6G043900.1.p							
N10.HOG0007742	OG0004552	n0		AH000344-RA			Bevul.9G111600.3.p, Bevul.9G111600.2.p, Bevul.9G111600.4.p, Bevul.9G111600.1.p							
N10.HOG0007743	OG0004553	n0		AH002525-RA, AH017945-RA			Bevul.5G217200.1.p							
N10.HOG0007744	OG0004554	n0		AH022768-RA			Bevul.2G199400.1.p, Bevul.2G199400.2.p, Bevul.2G199400.3.p							
N10.HOG0007745	OG0004555	n3		AH002810-RA, AH017602-RA			Bevul.5G191800.1.p							
N10.HOG0007746	OG0004556	n0		AH021229-RA			Bevul.8G102600.1.p							
N10.HOG0007747	OG0004557	n0		AH017193-RA			Bevul.5G147700.1.p							
N10.HOG0007748	OG0004558	n9		AH003637-RA, AH005921-RA										
N10.HOG0007749	OG0004558	n11		AH005922-RA										
N10.HOG0007750	OG0004558	n12		AH005920-RA										
N10.HOG0007751	OG0004558	n14					Bevul.6G061600.1.p, Bevul.6G061700.1.p							
N10.HOG0007752	OG0004559	n0		AH018376-RA			Bevul.5G087100.1.p							
N10.HOG0007753	OG0004560	n0		AH000026-RA			Bevul.9G011400.1.p							
N10.HOG0007754	OG0004561	n6		AH017965-RA, AH002501-RA			Bevul.5G214800.1.p							
N10.HOG0007755	OG0004562	n0		AH004067-RA, AH005414-RA			Bevul.6G122900.1.p							
N10.HOG0007756	OG0004563	n0		AH014604-RA			Bevul.8G107800.1.p							
N10.HOG0007757	OG0004564	n0		AH020222-RA			Bevul.3G167300.1.p							
N10.HOG0007758	OG0004565	n1		AH005521-RA			Bevul.6G106800.1.p							
N10.HOG0007759	OG0004565	n14		AH002902-RA, AH017468-RA			Bevul.5G172900.1.p							
N10.HOG0007760	OG0004566	n2					Bevul.6G123600.1.p							
N10.HOG0007761	OG0004566	n15		AH021025-RA			Bevul.5G150000.1.p							
N10.HOG0007762	OG0004567	n0		AH020054-RA, AH020592-RA			Bevul.4G181200.1.p, Bevul.4G181300.1.p, Bevul.4G181100.1.p							
N10.HOG0007763	OG0004568	n0		AH003418-RA			Bevul.6G046000.1.p							
N10.HOG0007764	OG0004569	n12		AH018457-RA			Bevul.5G098700.1.p							
N10.HOG0007765	OG0004570	n20		AH012202-RA			Bevul.1G042100.1.p, Bevul.3G090600.1.p							
N10.HOG0007766	OG0004571	n3		AH002503-RA, AH017959-RA			Bevul.5G215200.1.p							
N10.HOG0007767	OG0004571	n26					Bevul.5G215300.1.p							
N10.HOG0007768	OG0004572	n0		AH017499-RA, AH002888-RA			Bevul.5G177000.1.p							
N10.HOG0007769	OG0004573	n2		AH001864-RA			Bevul.9G177900.1.p							
N10.HOG0007770	OG0004573	n18		AH012915-RA, AH018253-RA			Bevul.5G076200.1.p							
N10.HOG0007771	OG0004574	n0		AH008182-RA			Bevul.4G035600.1.p							
N10.HOG0007772	OG0004575	n10		AH010431-RA			Bevul.4G152100.1.p							
N10.HOG0007773	OG0004575	n24		AH019783-RA			Bevul.3G019200.1.p							
N10.HOG0007774	OG0004576	n0		AH017318-RA, AH002756-RA			Bevul.5G206000.1.p							
N10.HOG0007775	OG0004577	n0		AH018442-RA			Bevul.5G096200.1.p							
N10.HOG0007776	OG0004578	n1		AH000345-RA			Bevul.9G111400.2.p, Bevul.9G111400.1.p							
N10.HOG0007777	OG0004578	n4		AH022915-RA			Bevul.2G217400.1.p							
N10.HOG0007778	OG0004579	n15		AH005023-RA, AH004350-RA			Bevul.6G231100.1.p							
N10.HOG0007779	OG0004580	n10		AH010362-RA, AH010361-RA			Bevul.4G185900.1.p							
N10.HOG0007780	OG0004581	n0		AH006626-RA			Bevul.3G216900.1.p							
N10.HOG0007781	OG0004582	n0		AH016559-RA, AH022827-RA			Bevul.2G204600.1.p							
N10.HOG0007782	OG0004583	n0		AH017424-RA			Bevul.5G166600.1.p							
N10.HOG0007783	OG0004584	n18		AH018260-RA, AH018262-RA			Bevul.5G075300.1.p							
N10.HOG0007784	OG0004584	n24		AH018259-RA			Bevul.5G075400.1.p							
N10.HOG0007785	OG0004585	n0		AH019366-RA			Bevul.2G053500.1.p							
N10.HOG0007786	OG0004586	n0		AH018766-RA			Bevul.5G045700.1.p							
N10.HOG0007787	OG0004587	n0		AH008312-RA			Bevul.1G019200.1.p							
N10.HOG0007788	OG0004588	n0		AH015849-RA			Bevul.2G077900.1.p							
N10.HOG0007789	OG0004589	n7		AH004519-RA			Bevul.3G219900.1.p, Bevul.3G217900.1.p							
N10.HOG0007790	OG0004589	n10					Bevul.3G215600.1.p, Bevul.3G218400.1.p							
N10.HOG0007791	OG0004589	n12		AH006611-RA										
N10.HOG0007792	OG0004589	n13		AH006614-RA, AH006610-RA, AH006603-RA										
N10.HOG0007793	OG0004589	n17		AH006607-RA										
N10.HOG0007794	OG0004589	n18		AH006606-RA			Bevul.3G218800.1.p, Bevul.3G218900.1.p, Bevul.3G218100.1.p, Bevul.3G219000.1.p							
N10.HOG0007795	OG0004590	n0		AH022751-RA			Bevul.2G197400.1.p							
N10.HOG0007796	OG0004591	n0		AH005355-RA										
N10.HOG0007797	OG0004592	n0		AH021223-RA			Bevul.8G105400.1.p							
N10.HOG0007798	OG0004593	n2		AH004537-RA, AH005196-RA			Bevul.6G205200.1.p							
N10.HOG0007799	OG0004593	n23		AH006379-RA			Bevul.6G039800.1.p							
N10.HOG0007800	OG0004594	n0		AH018317-RA			Bevul.5G071800.1.p							
N10.HOG0007801	OG0004595	n0		AH018440-RA, AH011543-RA			Bevul.5G095900.1.p							
N10.HOG0007802	OG0004596	n9		AH017172-RA			Bevul.5G149600.1.p							
N10.HOG0007803	OG0004596	n20					Bevul.5G149500.1.p							
N10.HOG0007804	OG0004597	n0		AH004663-RA			Bevul.6G245700.1.p							
N10.HOG0007805	OG0004598	n1		AH003411-RA										
N10.HOG0007806	OG0004598	n7		AH010201-RA, AH020845-RA, AH015364-RA										
N10.HOG0007807	OG0004598	n17					Bevul.2G163800.1.p, Bevul.1G073400.1.p							
N10.HOG0007808	OG0004599	n0		AH020482-RA, AH006650-RA			Bevul.3G213100.1.p							
N10.HOG0007809	OG0004600	n15		AH012554-RA			Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p							
N10.HOG0007810	OG0004600	n26					Bevul.9G132000.1.p							
N10.HOG0007811	OG0004601	n0		AH006867-RA			Bevul.3G181100.1.p							
N10.HOG0007812	OG0004620	n0		AH007925-RA			Bevul.1G061600.1.p							
N10.HOG0007813	OG0004622	n0		AH006847-RA, AH020340-RA			Bevul.3G185400.1.p							
N10.HOG0007814	OG0004623	n0		AH008401-RA			Bevul.1G004500.1.p							
N10.HOG0007815	OG0004624	n0		AH005800-RA			Bevul.6G102600.1.p							
N10.HOG0007816	OG0004626	n0		AH011197-RA										
N10.HOG0007817	OG0004628	n0		AH018459-RA			Bevul.5G098800.1.p							
N10.HOG0007818	OG0004629	n0		AH015654-RA			Bevul.2G038500.1.p							
N10.HOG0007819	OG0004630	n0		AH000071-RA			Bevul.4G085900.1.p, Bevul.4G086200.1.p							
N10.HOG0007820	OG0004631	n1		AH006663-RA, AH020486-RA										
N10.HOG0007821	OG0004633	n0		AH001371-RA										
N10.HOG0007822	OG0004634	n0		AH015937-RA			Bevul.4G123800.1.p							
N10.HOG0007823	OG0004635	n12		AH010806-RA			Bevul.4G137300.1.p							
N10.HOG0007824	OG0004635	n21		AH010805-RA										
N10.HOG0007825	OG0004636	n0		AH012430-RA			Bevul.7G001000.1.p							
N10.HOG0007826	OG0004637	n10		AH010722-RA			Bevul.4G123400.1.p							
N10.HOG0007827	OG0004638	n0		AH017691-RA, AH019484-RA			Bevul.5G253800.1.p							
N10.HOG0007828	OG0004639	n0		AH021125-RA, AH014560-RA			Bevul.2G032900.1.p, Bevul.8G135200.1.p							
N10.HOG0007829	OG0004640	n0		AH009893-RA			Bevul.4G025000.1.p							
N10.HOG0007830	OG0004641	n1		AH004482-RA										
N10.HOG0007831	OG0004641	n4		AH004885-RA			Bevul.6G171400.1.p							
N10.HOG0007832	OG0004642	n7		AH006765-RA										
N10.HOG0007833	OG0004642	n20		AH018800-RA, AH003069-RA			Bevul.5G050900.1.p							
N10.HOG0007834	OG0004643	n6		AH019817-RA			Bevul.3G146200.1.p							
N10.HOG0007835	OG0004643	n12					Bevul.5G235500.1.p							
N10.HOG0007836	OG0004644	n4		AH014009-RA			Bevul.8G171900.1.p							
N10.HOG0007837	OG0004644	n8		AH017885-RA, AH002563-RA			Bevul.5G227300.1.p							
N10.HOG0007838	OG0004645	n0		AH011774-RA			Bevul.5G160500.1.p							
N10.HOG0007839	OG0004646	n0		AH007614-RA			Bevul.4G199200.1.p							
N10.HOG0007840	OG0004647	n4		AH015715-RA			Bevul.2G050300.2.p, Bevul.2G050300.3.p, Bevul.2G050300.1.p							
N10.HOG0007841	OG0004647	n16		AH006733-RA			Bevul.3G201900.1.p							
N10.HOG0007842	OG0004648	n0		AH006487-RA			Bevul.3G233400.1.p							
N10.HOG0007843	OG0004649	n5		AH022457-RA			Bevul.7G219400.1.p							
N10.HOG0007844	OG0004649	n17		AH022458-RA										
N10.HOG0007845	OG0004650	n9		AH011137-RA			Bevul.4G212200.1.p							
N10.HOG0007846	OG0004651	n4		AH011988-RA										
N10.HOG0007847	OG0004651	n6					Bevul.1G063100.1.p							
N10.HOG0007848	OG0004652	n10		AH020573-RA, AH006496-RA			Bevul.3G232100.1.p							
N10.HOG0007849	OG0004653	n20		AH011033-RA			Bevul.4G225700.1.p							
N10.HOG0007850	OG0004654	n0		AH007453-RA, AH011145-RA			Bevul.4G211100.1.p							
N10.HOG0007851	OG0004655	n21		AH017883-RA, AH005844-RA			Bevul.8G102400.1.p							
N10.HOG0007852	OG0004655	n24		AH002561-RA			Bevul.5G227900.1.p							
N10.HOG0007853	OG0004656	n0		AH010625-RA			Bevul.4G175500.1.p							
N10.HOG0007854	OG0004657	n6		AH019958-RA, AH019959-RA			Bevul.3G100200.1.p, Bevul.2G115800.2.p, Bevul.2G115800.1.p							
N10.HOG0007855	OG0004658	n8					Bevul.2G077500.3.p, Bevul.2G077500.2.p, Bevul.2G077500.1.p							
N10.HOG0007856	OG0004658	n14		AH015554-RA			Bevul.2G077400.1.p							
N10.HOG0007857	OG0004659	n0		AH010419-RA			Bevul.4G198700.1.p							
N10.HOG0007858	OG0004660	n4		AH011015-RA			Bevul.4G227700.1.p							
N10.HOG0007859	OG0004661	n0		AH002666-RA			Bevul.5G250600.1.p							
N10.HOG0007860	OG0004662	n9					Bevul.8G176200.1.p							
N10.HOG0007861	OG0004663	n0		AH012573-RA			Bevul.7G020100.2.p, Bevul.7G020100.1.p							
N10.HOG0007862	OG0004664	n0		AH001115-RA			Bevul.9G015700.1.p							
N10.HOG0007863	OG0004665	n0		AH006838-RA, AH020338-RA			Bevul.3G185800.1.p							
N10.HOG0007864	OG0004666	n0		AH017087-RA			Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p							
N10.HOG0007865	OG0004667	n0		AH013065-RA			Bevul.7G124200.1.p							
N10.HOG0007866	OG0004668	n0		AH016634-RA										
N10.HOG0007867	OG0004669	n0		AH006715-RA			Bevul.3G204400.1.p							
N10.HOG0007868	OG0004670	n0		AH020597-RA			Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p							
N10.HOG0007869	OG0004671	n0		AH011799-RA			Bevul.3G129300.1.p							
N10.HOG0007870	OG0004672	n8		AH001434-RA			Bevul.9G097000.1.p, Bevul.9G097000.2.p							
N10.HOG0007871	OG0004673	n6		AH000653-RA			Bevul.9G226400.1.p							
N10.HOG0007872	OG0004674	n14					Bevul.6G095800.1.p							
N10.HOG0007873	OG0004674	n24		AH012700-RA										
N10.HOG0007874	OG0004675	n0		AH020582-RA										
N10.HOG0007875	OG0004676	n1		AH012874-RA			Bevul.7G086900.2.p, Bevul.7G086900.1.p							
N10.HOG0007876	OG0004677	n0		AH010739-RA			Bevul.4G126800.1.p							
N10.HOG0007877	OG0004678	n9					Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p							
N10.HOG0007878	OG0004678	n14		AH021207-RA, AH003461-RA			Bevul.2G119100.1.p							
N10.HOG0007879	OG0004678	n18		AH020703-RA, AH021238-RA, AH021237-RA			Bevul.9G142400.1.p							
N10.HOG0007880	OG0004679	n0		AH007577-RA, AH007578-RA, AH007579-RA, AH010486-RA			Bevul.4G158000.1.p							
N10.HOG0007881	OG0004680	n0		AH007573-RA, AH010482-RA			Bevul.4G158900.1.p							
N10.HOG0007882	OG0004681	n18		AH002251-RA			Bevul.9G138600.1.p, Bevul.9G138600.2.p, Bevul.9G138600.4.p, Bevul.9G138600.3.p							
N10.HOG0007883	OG0004682	n0		AH017263-RA, AH002712-RA			Bevul.3G230600.1.p							
N10.HOG0007884	OG0004683	n0		AH002264-RA			Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p							
N10.HOG0007885	OG0004684	n0		AH015255-RA			Bevul.8G021500.1.p							
N10.HOG0007886	OG0004685	n0		AH000564-RA, AH001822-RA			Bevul.9G171800.1.p, Bevul.9G171800.2.p							
N10.HOG0007887	OG0004686	n7		AH001899-RA			Bevul.9G182600.4.p, Bevul.9G182600.2.p, Bevul.9G182600.3.p, Bevul.9G182600.1.p							
N10.HOG0007888	OG0004687	n5					Bevul.6G027300.1.p							
N10.HOG0007889	OG0004687	n11		AH003180-RA			Bevul.1G163000.1.p							
N10.HOG0007890	OG0004688	n0		AH021171-RA			Bevul.8G116200.1.p							
N10.HOG0007891	OG0004689	n0		AH014353-RA, AH021044-RA			Bevul.8G157000.1.p, Bevul.4G216800.1.p							
N10.HOG0007892	OG0004690	n0		AH008810-RA			Bevul.1G110300.1.p							
N10.HOG0007893	OG0004691	n4		AH001831-RA			Bevul.9G172900.1.p							
N10.HOG0007894	OG0004691	n17		AH001834-RA										
N10.HOG0007895	OG0004691	n18		AH012759-RA			Bevul.9G173300.1.p							
N10.HOG0007896	OG0004692	n0		AH004962-RA			Bevul.6G222300.1.p							
N10.HOG0007897	OG0004693	n0		AH002422-RA			Bevul.9G217200.2.p, Bevul.9G217200.1.p							
N10.HOG0007898	OG0004694	n16		AH003686-RA			Bevul.6G066700.1.p							
N10.HOG0007899	OG0004695	n8					Bevul.6G097900.1.p, Bevul.6G097800.1.p							
N10.HOG0007900	OG0004695	n18		AH014442-RA			Bevul.1G107800.1.p, Bevul.1G107700.1.p							
N10.HOG0007901	OG0004696	n2		AH019513-RA			Bevul.3G075000.1.p							
N10.HOG0007902	OG0004697	n2		AH011285-RA			Bevul.1G089100.1.p, Bevul.1G089000.1.p							
N10.HOG0007903	OG0004698	n0		AH005711-RA			Bevul.6G014300.1.p							
N10.HOG0007904	OG0004699	n0		AH001679-RA			Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p							
N10.HOG0007905	OG0004700	n0		AH013126-RA			Bevul.7G132200.1.p							
N10.HOG0007906	OG0004701	n0					Bevul.8G017200.1.p							
N10.HOG0007907	OG0004702	n0		AH001599-RA			Bevul.9G151300.1.p							
N10.HOG0007908	OG0004703	n0		AH002425-RA, AH000698-RA			Bevul.9G217600.1.p							
N10.HOG0007909	OG0004704	n0		AH006429-RA										
N10.HOG0007910	OG0004705	n3		AH005998-RA, AH003548-RA			Bevul.6G069700.1.p							
N10.HOG0007911	OG0004706	n7					Bevul.9G153000.1.p							
N10.HOG0007912	OG0004707	n0		AH008703-RA			Bevul.1G106600.1.p							
N10.HOG0007913	OG0004708	n0		AH005538-RA			Bevul.6G078600.1.p							
N10.HOG0007914	OG0004709	n0					Bevul.6G070700.1.p							
N10.HOG0007915	OG0004710	n2		AH016485-RA, AH022929-RA			Bevul.2G219600.1.p							
N10.HOG0007916	OG0004710	n15		AH000671-RA			Bevul.9G223300.1.p, Bevul.9G223200.1.p							
N10.HOG0007917	OG0004711	n11		AH003769-RA										
N10.HOG0007918	OG0004711	n17		AH005825-RA										
N10.HOG0007919	OG0004712	n0		AH000405-RA			Bevul.9G186600.1.p							
N10.HOG0007920	OG0004713	n0		AH000821-RA, AH002252-RA			Bevul.9G138500.1.p							
N10.HOG0007921	OG0004714	n0		AH012380-RA			Bevul.8G155400.1.p							
N10.HOG0007922	OG0004715	n2		AH019720-RA			Bevul.1G108700.1.p							
N10.HOG0007923	OG0004715	n15		AH003915-RA			Bevul.6G098700.1.p							
N10.HOG0007924	OG0004716	n5		AH005691-RA			Bevul.6G011900.1.p							
N10.HOG0007925	OG0004717	n0		AH005699-RA			Bevul.6G012900.1.p							
N10.HOG0007926	OG0004718	n0		AH020039-RA, AH011706-RA			Bevul.3G114100.1.p							
N10.HOG0007927	OG0004719	n7		AH010237-RA, AH010236-RA, AH013679-RA, AH013677-RA			Bevul.4G093800.1.p							
N10.HOG0007928	OG0004721	n0		AH015096-RA			Bevul.8G034700.1.p							
N10.HOG0007929	OG0004722	n3		AH009896-RA			Bevul.4G025300.1.p							
N10.HOG0007930	OG0004723	n3					Bevul.4G046400.1.p							
N10.HOG0007931	OG0004724	n0		AH017143-RA			Bevul.2G148700.1.p, Bevul.3G036400.1.p							
N10.HOG0007932	OG0004725	n0		AH010281-RA			Bevul.4G090500.1.p							
N10.HOG0007933	OG0004726	n1					Bevul.8G019400.1.p							
N10.HOG0007934	OG0004726	n12		AH022304-RA			Bevul.4G069800.1.p, Bevul.7G075300.1.p							
N10.HOG0007935	OG0004727	n0		AH001158-RA, AH000039-RA			Bevul.3G072800.1.p							
N10.HOG0007936	OG0004728	n20		AH000559-RA			Bevul.9G172300.1.p							
N10.HOG0007937	OG0004728	n22		AH001827-RA										
N10.HOG0007938	OG0004729	n8		AH003693-RA, AH006035-RA										
N10.HOG0007939	OG0004729	n18		AH001879-RA			Bevul.9G179600.1.p							
N10.HOG0007940	OG0004730	n3		AH000463-RA, AH002084-RA			Bevul.9G205200.2.p, Bevul.9G205200.1.p							
N10.HOG0007941	OG0004730	n22		AH014537-RA			Bevul.8G192500.1.p							
N10.HOG0007942	OG0004731	n0		AH014215-RA, AH021132-RA			Bevul.8G131300.1.p							
N10.HOG0007943	OG0004732	n0		AH008108-RA			Bevul.4G048700.1.p							
