Orthogroup	A_hypochondriacus.proteins	D_muscipula.proteins
OG0005426	AH021737-RA	Dm_00000038-RA, Dm_00001586-RA
OG0005427	AH019268-RA	Dm_00014225-RA
OG0005428	AH013273-RA	Dm_00003943-RA
OG0005429	AH011053-RA, AH007513-RA	Dm_00011189-RA, Dm_00002196-RA
OG0005430	AH020841-RA	Dm_00012160-RA
OG0005431	AH001557-RA, AH023067-RA, AH000521-RA	Dm_00016568-RA, Dm_00008922-RA
OG0005432	AH013244-RA	Dm_00003871-RA, Dm_00017694-RA
OG0005433	AH011805-RA	Dm_00006311-RA
OG0005434	AH020082-RA	Dm_00009591-RA
OG0005436	AH018867-RA	Dm_00000837-RA
OG0005437	AH010437-RA	Dm_00013597-RA
OG0005438	AH021796-RA	Dm_00000806-RA
OG0005439	AH009246-RA	Dm_00017921-RA
OG0005441	AH003057-RA	Dm_00018324-RA
OG0005442	AH013225-RA	Dm_00008272-RA
OG0005443	AH023087-RA	Dm_00005216-RA
OG0005444	AH017718-RA	Dm_00008653-RA, Dm_00002473-RA
OG0005445	AH023272-RA, AH016236-RA	Dm_00012232-RA
OG0005447	AH012652-RA	Dm_00001783-RA
OG0005448	AH023109-RA, AH016388-RA	Dm_00018194-RA
OG0005449	AH011831-RA, AH020143-RA	Dm_00014604-RA
OG0005450	AH007714-RA	Dm_00012269-RA
OG0005453	AH006864-RA	Dm_00014001-RA
OG0005454	AH010744-RA	Dm_00003500-RA
OG0005455	AH012679-RA, AH021863-RA	Dm_00013760-RA
OG0005457	AH019160-RA	Dm_00004663-RA
OG0005458	AH021884-RA	Dm_00007055-RA
OG0005459	AH021776-RA	Dm_00000070-RA
OG0005460	AH007186-RA	Dm_00013923-RA
OG0005461	AH017025-RA	Dm_00002867-RA
OG0005462	AH018872-RA, AH018871-RA	Dm_00019497-RA
OG0005463	AH020055-RA	Dm_00018030-RA
OG0005464	AH017705-RA	Dm_00006953-RA
OG0005466	AH017792-RA, AH002599-RA	Dm_00013538-RA
OG0005467	AH022504-RA, AH013642-RA	Dm_00004778-RA
OG0005469	AH023712-RA, AH016786-RA	Dm_00000119-RA, Dm_00001235-RA
OG0005470	AH019757-RA	Dm_00000203-RA
OG0005471	AH001119-RA, AH000065-RA	Dm_00000508-RA
OG0005472	AH019313-RA, AH015629-RA	Dm_00015112-RA
OG0005473	AH016159-RA	Dm_00010958-RA
OG0005475	AH006424-RA	Dm_00014252-RA, Dm_00009487-RA
OG0005476	AH008984-RA	Dm_00011831-RA, Dm_00019829-RA
OG0005479	AH001638-RA, AH000958-RA	Dm_00013569-RA
OG0005480	AH011754-RA	Dm_00016461-RA
OG0005481	AH021252-RA	Dm_00018866-RA
OG0005482	AH008832-RA	Dm_00020036-RA, Dm_00009612-RA
OG0005483	AH007599-RA	Dm_00001889-RA
OG0005484	AH001028-RA	Dm_00015966-RA
OG0005484	AH003296-RA	Dm_00012809-RA
OG0005485	AH008721-RA	Dm_00004346-RA
OG0005486	AH018297-RA	Dm_00005335-RA
OG0005487	AH009466-RA	Dm_00002702-RA
OG0005488	AH000665-RA	Dm_00017088-RA
OG0005488	AH000664-RA	Dm_00016422-RA
OG0005490	AH011957-RA	Dm_00000446-RA, Dm_00003673-RA
OG0005491	AH002255-RA	Dm_00006981-RA
OG0005492	AH005686-RA, AH010248-RA, AH003894-RA	Dm_00015357-RA
OG0005493	AH011661-RA	Dm_00013841-RA
OG0005494	AH003174-RA	Dm_00017390-RA
OG0005495	AH005609-RA	Dm_00017360-RA
OG0005496	AH023627-RA	Dm_00005926-RA
OG0005497	AH005271-RA	Dm_00008921-RA
OG0005498	AH007109-RA	Dm_00016317-RA
OG0005499	AH017891-RA	Dm_00003483-RA
OG0005500	AH016682-RA	Dm_00002351-RA, Dm_00008559-RA
OG0005501	AH015824-RA	Dm_00009184-RA
OG0005502	AH003955-RA	Dm_00003370-RA
OG0005503	AH013471-RA	Dm_00016503-RA
OG0005504	AH003597-RA	Dm_00004768-RA
OG0005506	AH023595-RA	Dm_00009182-RA, Dm_00018312-RA
OG0005507	AH018749-RA	Dm_00004264-RA
OG0005508	AH005919-RA	Dm_00003025-RA
OG0005510	AH023755-RA, AH023756-RA	Dm_00011983-RA
OG0005511	AH005700-RA	Dm_00018080-RA
OG0005512	AH001692-RA	Dm_00003485-RA
OG0005514	AH001318-RA	Dm_00018478-RA, Dm_00011397-RA
OG0005515	AH023672-RA	Dm_00001259-RA
OG0005516	AH014898-RA	Dm_00010555-RA
OG0005517	AH001263-RA	Dm_00009537-RA
OG0005520	AH008788-RA	Dm_00006190-RA, Dm_00006585-RA
OG0005522	AH009506-RA, AH007979-RA	Dm_00007573-RA
OG0005523	AH011089-RA	Dm_00008557-RA, Dm_00005968-RA
OG0005525	AH015263-RA	Dm_00000715-RA
OG0005526	AH009312-RA	Dm_00005719-RA, Dm_00005720-RA
OG0005527	AH000411-RA	Dm_00001336-RA
OG0005528	AH007905-RA	Dm_00011931-RA
OG0005529	AH014936-RA	Dm_00006878-RA
OG0005530	AH020806-RA, AH005293-RA	Dm_00006710-RA
OG0005531	AH001172-RA	Dm_00009951-RA, Dm_00009952-RA, Dm_00003913-RA
OG0005532	AH014916-RA	Dm_00009190-RA
OG0005533	AH016015-RA	Dm_00000701-RA
OG0005534	AH001320-RA	Dm_00005192-RA
OG0005535	AH011717-RA, AH020032-RA	Dm_00001341-RA
OG0005536	AH008135-RA	Dm_00004667-RA
OG0005537	AH005114-RA, AH005115-RA	Dm_00012195-RA
OG0005539	AH009105-RA	Dm_00019685-RA, Dm_00010197-RA
OG0005541	AH001512-RA	Dm_00001952-RA
OG0005542	AH001923-RA	Dm_00002624-RA, Dm_00002329-RA
OG0005543	AH015368-RA, AH015367-RA	Dm_00017034-RA
OG0005544	AH014308-RA	Dm_00005117-RA
OG0005545	AH020824-RA	Dm_00001037-RA
OG0005546	AH022591-RA	Dm_00005659-RA, Dm_00002486-RA
OG0005547	AH023008-RA	Dm_00001636-RA
OG0005548	AH019699-RA	Dm_00003676-RA, Dm_00000444-RA
OG0005549	AH002134-RA	Dm_00002343-RA
OG0005550	AH017101-RA	Dm_00004743-RA
OG0005551	AH003253-RA	Dm_00004108-RA
OG0005552	AH017051-RA	Dm_00017184-RA
OG0005553	AH006824-RA, AH020352-RA	Dm_00011064-RA
OG0005554	AH000989-RA	Dm_00003657-RA
OG0005556	AH007532-RA	Dm_00005206-RA
OG0005557	AH003363-RA, AH003364-RA, AH018571-RA	Dm_00005785-RA
OG0005558	AH003188-RA	Dm_00000902-RA, Dm_00000901-RA
OG0005560	AH021031-RA	Dm_00000999-RA
OG0005562	AH009697-RA	Dm_00004575-RA
OG0005563	AH013189-RA	Dm_00003714-RA, Dm_00003713-RA
OG0005564	AH010858-RA	Dm_00013930-RA
OG0005565	AH002116-RA	Dm_00017739-RA, Dm_00012089-RA
OG0005567	AH014529-RA	Dm_00012311-RA
OG0005568	AH016996-RA	Dm_00006464-RA
OG0005569	AH013390-RA	Dm_00005617-RA
OG0005570	AH022422-RA, AH012085-RA	Dm_00018920-RA
OG0005572	AH018982-RA	Dm_00012866-RA
OG0005573	AH014295-RA	Dm_00001017-RA
OG0005574	AH009253-RA	Dm_00009977-RA
OG0005575	AH016032-RA	Dm_00013240-RA
OG0005576	AH018324-RA, AH011406-RA	Dm_00001495-RA, Dm_00004180-RA
OG0005577	AH011321-RA, AH015434-RA, AH018090-RA	Dm_00006312-RA
OG0005579	AH020424-RA	Dm_00019636-RA
OG0005580	AH010189-RA, AH015019-RA, AH021512-RA	Dm_00006446-RA
OG0005581	AH014589-RA	Dm_00002073-RA, Dm_00008753-RA
OG0005583	AH022249-RA, AH013486-RA	Dm_00019572-RA
OG0005584	AH012413-RA, AH012412-RA	Dm_00002966-RA
OG0005585	AH003151-RA, AH018697-RA	Dm_00018374-RA
OG0005586	AH023331-RA, AH023325-RA, AH023330-RA	Dm_00008554-RA
OG0005587	AH021333-RA, AH014751-RA	Dm_00004601-RA
OG0005589	AH019254-RA	Dm_00004157-RA
OG0005590	AH020446-RA, AH006680-RA	Dm_00003123-RA
OG0005591	AH019003-RA	Dm_00015018-RA
OG0005592	AH013445-RA, AH022299-RA	Dm_00013763-RA, Dm_00020706-RA
OG0005593	AH011398-RA	Dm_00019258-RA
OG0005595	AH022250-RA	Dm_00005377-RA
OG0005596	AH018738-RA	Dm_00008011-RA
OG0005597	AH014380-RA, AH020993-RA	Dm_00003669-RA
OG0005598	AH003190-RA, AH018602-RA	Dm_00000900-RA, Dm_00002092-RA
OG0005599	AH011344-RA	Dm_00020846-RA
OG0005600	AH022837-RA	Dm_00007795-RA
OG0005601	AH018209-RA, AH011388-RA	Dm_00000893-RA, Dm_00002086-RA
OG0005603	AH014171-RA	Dm_00001051-RA
OG0005605	AH000358-RA, AH001517-RA	Dm_00007183-RA, Dm_00012189-RA
OG0005609	AH002126-RA	Dm_00007907-RA
OG0005610	AH014017-RA	Dm_00020075-RA
OG0005611	AH001501-RA, AH001499-RA	Dm_00001511-RA, Dm_00018878-RA
OG0005612	AH012933-RA, AH004208-RA	Dm_00011253-RA
OG0005613	AH016832-RA	Dm_00003090-RA
OG0005614	AH003068-RA, AH018799-RA	Dm_00018680-RA
OG0005615	AH009317-RA	Dm_00006729-RA
OG0005617	AH008226-RA	Dm_00001879-RA
OG0005618	AH013051-RA	Dm_00001893-RA
OG0005619	AH002880-RA, AH001143-RA	Dm_00012947-RA
OG0005620	AH013165-RA	Dm_00020516-RA
OG0005621	AH020481-RA, AH006646-RA, AH006647-RA	Dm_00004478-RA
OG0005622	AH012685-RA	Dm_00010577-RA
OG0005624	AH006290-RA, AH011827-RA	Dm_00009394-RA, Dm_00008406-RA
OG0005625	AH021705-RA	Dm_00000018-RA
OG0005626	AH020413-RA, AH019110-RA	Dm_00007911-RA
OG0005627	AH020671-RA	Dm_00010338-RA
OG0005628	AH015766-RA	Dm_00017643-RA
OG0005630	AH012552-RA, AH021770-RA	Dm_00000063-RA, Dm_00002536-RA
OG0005631	AH009780-RA	Dm_00002675-RA
OG0005632	AH015122-RA	Dm_00003517-RA, Dm_00017042-RA
OG0005633	AH022704-RA	Dm_00000506-RA
OG0005634	AH000176-RA, AH001248-RA	Dm_00012936-RA
OG0005636	AH012501-RA, AH021740-RA	Dm_00001587-RA
OG0005637	AH001828-RA	Dm_00001750-RA
OG0005638	AH010591-RA	Dm_00020447-RA
OG0005639	AH022672-RA, AH011514-RA, AH011516-RA, AH011515-RA	Dm_00006198-RA
OG0005640	AH021461-RA	Dm_00015185-RA
OG0005641	AH000340-RA	Dm_00003161-RA
OG0005642	AH019084-RA	Dm_00018854-RA, Dm_00002971-RA
OG0005645	AH000757-RA, AH006979-RA	Dm_00007689-RA
OG0005647	AH012770-RA, AH022002-RA, AH013127-RA	Dm_00011107-RA, Dm_00007708-RA
OG0005648	AH012821-RA	Dm_00017794-RA
OG0005649	AH022991-RA	Dm_00015486-RA
OG0005650	AH013272-RA	Dm_00003945-RA
OG0005651	AH016386-RA	Dm_00006146-RA
OG0005652	AH015282-RA	Dm_00000709-RA, Dm_00002291-RA
OG0005653	AH017066-RA	Dm_00013096-RA
OG0005654	AH010068-RA	Dm_00007805-RA
OG0005655	AH007917-RA	Dm_00016921-RA
OG0005656	AH016381-RA	Dm_00005410-RA
OG0005657	AH018881-RA	Dm_00005957-RA
OG0005657	AH010668-RA	Dm_00015957-RA
OG0005659	AH008280-RA	Dm_00001858-RA
OG0005660	AH008079-RA	Dm_00004672-RA
OG0005661	AH011065-RA	Dm_00002204-RA
OG0005662	AH010986-RA	Dm_00002517-RA, Dm_00005645-RA, Dm_00007375-RA
OG0005663	AH007499-RA, AH007500-RA	Dm_00013739-RA
OG0005664	AH010882-RA	Dm_00009144-RA
OG0005665	AH000225-RA	Dm_00017303-RA
OG0005666	AH016656-RA	Dm_00012879-RA, Dm_00004088-RA
OG0005667	AH001731-RA	Dm_00001687-RA
OG0005668	AH022833-RA, AH016551-RA	Dm_00015280-RA
OG0005669	AH017503-RA, AH002884-RA	Dm_00008502-RA, Dm_00008503-RA
OG0005670	AH004210-RA, AH005301-RA	Dm_00013466-RA
OG0005671	AH007965-RA	Dm_00010572-RA
OG0005672	AH014671-RA	Dm_00016105-RA
OG0005673	AH016639-RA	Dm_00011077-RA
OG0005674	AH009894-RA	Dm_00011383-RA
OG0005676	AH006698-RA	Dm_00001290-RA
OG0005677	AH015843-RA	Dm_00005199-RA
OG0005679	AH006150-RA	Dm_00005326-RA
OG0005679	AH001650-RA	Dm_00006737-RA
OG0005680	AH004861-RA, AH004454-RA	Dm_00005814-RA, Dm_00017778-RA
OG0005681	AH008392-RA, AH003873-RA	Dm_00002358-RA
OG0005682	AH002368-RA	Dm_00012985-RA, Dm_00004973-RA
OG0005683	AH000124-RA	Dm_00007950-RA
OG0005684	AH015856-RA	Dm_00012431-RA
OG0005685	AH008617-RA	Dm_00002438-RA
OG0005686	AH005274-RA	Dm_00009683-RA
OG0005687	AH000833-RA	Dm_00004856-RA
OG0005688	AH004256-RA	Dm_00013053-RA
OG0005689	AH003830-RA	Dm_00010815-RA
OG0005690	AH012339-RA	Dm_00016619-RA
OG0005691	AH007230-RA, AH019906-RA	Dm_00008328-RA
OG0005692	AH002138-RA, AH002139-RA	Dm_00011823-RA
OG0005693	AH004499-RA	Dm_00017149-RA
OG0005694	AH004301-RA	Dm_00005541-RA
OG0005696	AH019614-RA	Dm_00003113-RA
OG0005697	AH010587-RA	Dm_00005306-RA
OG0005698	AH023691-RA	Dm_00015898-RA
OG0005699	AH017847-RA	Dm_00002585-RA
OG0005700	AH018884-RA	Dm_00010762-RA
OG0005701	AH003356-RA, AH006398-RA	Dm_00009496-RA
OG0005702	AH022951-RA, AH016470-RA	Dm_00016748-RA
OG0005703	AH019187-RA, AH019185-RA, AH018345-RA, AH019186-RA	Dm_00010811-RA
OG0005705	AH018179-RA	Dm_00009349-RA
OG0005706	AH009015-RA	Dm_00005533-RA
OG0005707	AH017239-RA	Dm_00000985-RA, Dm_00019407-RA, Dm_00011506-RA
OG0005708	AH008450-RA	Dm_00000563-RA, Dm_00009268-RA, Dm_00009269-RA
OG0005710	AH001108-RA	Dm_00009912-RA
OG0005710	AH005137-RA	Dm_00016498-RA
OG0005711	AH004550-RA, AH005176-RA	Dm_00007690-RA
OG0005712	AH009519-RA	Dm_00017392-RA, Dm_00014468-RA
OG0005713	AH006474-RA	Dm_00018830-RA
OG0005714	AH010548-RA	Dm_00002120-RA
OG0005715	AH003770-RA	Dm_00005014-RA
OG0005716	AH002936-RA, AH017413-RA	Dm_00003266-RA
OG0005720	AH006743-RA, AH015220-RA	Dm_00010763-RA
OG0005722	AH011061-RA, AH007510-RA	Dm_00017747-RA
OG0005723	AH004156-RA, AH004156-RB, AH005342-RA	Dm_00009245-RA
OG0005725	AH000164-RA	Dm_00007332-RA
OG0005726	AH006101-RA	Dm_00002648-RA
OG0005727	AH018777-RA	Dm_00012587-RA
OG0005728	AH006995-RA	Dm_00006879-RA
OG0005729	AH005611-RA	Dm_00006428-RA
OG0005730	AH018298-RA	Dm_00005336-RA, Dm_00000882-RA
OG0005731	AH008818-RA	Dm_00008244-RA
OG0005732	AH015601-RA	Dm_00003537-RA
OG0005735	AH008394-RA	Dm_00002356-RA
OG0005736	AH017769-RA, AH002612-RA	Dm_00015002-RA, Dm_00010367-RA
OG0005738	AH022046-RA	Dm_00007736-RA
OG0005740	AH011237-RA, AH007404-RA	Dm_00001823-RA, Dm_00008036-RA
OG0005742	AH023260-RA	Dm_00017828-RA
OG0005743	AH004375-RA, AH005045-RA	Dm_00013468-RA, Dm_00001995-RA
OG0005744	AH016599-RA	Dm_00015304-RA
OG0005745	AH022767-RA, AH016594-RA	Dm_00014674-RA, Dm_00015488-RA
OG0005747	AH018421-RA	Dm_00005740-RA
OG0005748	AH019986-RA	Dm_00015086-RA
OG0005750	AH004732-RA	Dm_00006791-RA, Dm_00006792-RA
OG0005751	AH004676-RA	Dm_00005961-RA
OG0005752	AH009371-RA	Dm_00020612-RA, Dm_00018116-RA
OG0005753	AH018333-RA	Dm_00010598-RA, Dm_00012841-RA
OG0005754	AH007901-RA	Dm_00013277-RA
OG0005755	AH000015-RA	Dm_00001302-RA, Dm_00010504-RA
OG0005756	AH004631-RA, AH004746-RA, AH004747-RA	Dm_00009067-RA, Dm_00012659-RA
OG0005757	AH004076-RA	Dm_00003878-RA, Dm_00008717-RA
OG0005758	AH019077-RA	Dm_00006751-RA
OG0005760	AH002809-RA	Dm_00004753-RA
OG0005762	AH005534-RA, AH004031-RA	Dm_00003184-RA
OG0005763	AH007847-RA, AH010701-RA	Dm_00002849-RA
OG0005764	AH017237-RA	Dm_00001852-RA
OG0005765	AH004064-RA	Dm_00007789-RA, Dm_00012577-RA
OG0005766	AH004688-RA	Dm_00007456-RA, Dm_00007455-RA
OG0005767	AH017495-RA, AH017493-RA	Dm_00006794-RA
OG0005769	AH002855-RA	Dm_00014448-RA
OG0005771	AH003002-RA	Dm_00019475-RA
OG0005772	AH002807-RA	Dm_00004751-RA
OG0005773	AH001036-RA	Dm_00013369-RA
OG0005774	AH004167-RA, AH005339-RA	Dm_00000378-RA, Dm_00001934-RA
OG0005776	AH018380-RA, AH011493-RA, AH011494-RA	Dm_00010313-RA
OG0005778	AH018230-RA	Dm_00004570-RA
OG0005779	AH002757-RA, AH017323-RA	Dm_00017351-RA, Dm_00019214-RA
OG0005780	AH011408-RA, AH018275-RA	Dm_00001493-RA
OG0005781	AH019074-RA	Dm_00004795-RA
OG0005783	AH004637-RA, AH004713-RA	Dm_00006825-RA
OG0005784	AH015835-RA	Dm_00011564-RA
OG0005785	AH006385-RA	Dm_00016344-RA
OG0005786	AH015816-RA	Dm_00001489-RA
OG0005787	AH011632-RA	Dm_00008952-RA
OG0005788	AH004059-RA	Dm_00006742-RA
OG0005789	AH020434-RA	Dm_00008791-RA
OG0005790	AH000013-RA	Dm_00011698-RA
OG0005791	AH017324-RA, AH017325-RA	Dm_00006554-RA
OG0005792	AH007830-RA	Dm_00010061-RA
OG0005793	AH000372-RA	Dm_00007626-RA
OG0005795	AH014064-RA, AH020769-RA, AH014063-RA	Dm_00001065-RA
OG0005797	AH003323-RA	Dm_00001800-RA
OG0005799	AH009072-RA	Dm_00013776-RA
OG0005800	AH005573-RA, AH005571-RA, AH004000-RA	Dm_00008102-RA, Dm_00004840-RA
OG0005824	AH011927-RA	Dm_00000175-RA
OG0005825	AH016628-RA	Dm_00011200-RA
OG0005826	AH019054-RA	Dm_00011735-RA
OG0005827	AH007389-RA	Dm_00018745-RA
OG0005828	AH000229-RA	Dm_00013790-RA
OG0005829	AH010459-RA, AH007555-RA, AH010457-RA, AH010371-RA	Dm_00000576-RA
OG0005830	AH023097-RA, AH016380-RA	Dm_00006461-RA
OG0005831	AH012799-RA	Dm_00005274-RA
OG0005832	AH007447-RA, AH011154-RA	Dm_00001961-RA
OG0005836	AH000568-RA, AH001815-RA	Dm_00004880-RA
OG0005837	AH012602-RA, AH012601-RA	Dm_00001389-RA
OG0005840	AH019893-RA, AH007179-RA	Dm_00018749-RA, Dm_00007982-RA
OG0005843	AH010955-RA	Dm_00006004-RA
OG0005844	AH012593-RA, AH021793-RA	Dm_00000803-RA
OG0005845	AH016706-RA	Dm_00017317-RA
OG0005847	AH014585-RA	Dm_00010881-RA, Dm_00019356-RA
OG0005848	AH018112-RA	Dm_00004493-RA
OG0005849	AH011163-RA	Dm_00001221-RA, Dm_00001967-RA
OG0005850	AH007498-RA, AH011091-RA	Dm_00008692-RA
OG0005851	AH015651-RA, AH019343-RA	Dm_00004783-RA
OG0005852	AH017781-RA	Dm_00019046-RA
OG0005853	AH018500-RA, AH011583-RA	Dm_00015207-RA, Dm_00005125-RA
OG0005854	AH011159-RA, AH007439-RA	Dm_00001964-RA, Dm_00001220-RA
OG0005855	AH019885-RA, AH007166-RA	Dm_00011442-RA
OG0005857	AH019115-RA	Dm_00014489-RA
OG0005858	AH016870-RA	Dm_00001551-RA, Dm_00002572-RA
OG0005859	AH002229-RA	Dm_00006001-RA
OG0005860	AH001100-RA	Dm_00009494-RA
OG0005861	AH018785-RA	Dm_00011464-RA
OG0005865	AH018450-RA, AH011548-RA	Dm_00017714-RA
OG0005866	AH019264-RA	Dm_00020307-RA
OG0005867	AH000703-RA	Dm_00014890-RA
OG0005868	AH007178-RA	Dm_00014178-RA
OG0005869	AH019979-RA	Dm_00011599-RA, Dm_00019360-RA
OG0005870	AH022122-RA	Dm_00020774-RA
OG0005871	AH011784-RA	Dm_00011221-RA, Dm_00004791-RA
OG0005872	AH017824-RA	Dm_00005043-RA
OG0005873	AH000339-RA	Dm_00011796-RA, Dm_00006781-RA
OG0005874	AH015655-RA	Dm_00001110-RA
OG0005875	AH015833-RA	Dm_00000240-RA
OG0005876	AH003085-RA	Dm_00007605-RA
OG0005877	AH020596-RA	Dm_00002573-RA
OG0005878	AH012814-RA	Dm_00012492-RA
OG0005879	AH007172-RA	Dm_00012800-RA
OG0005880	AH011158-RA, AH007440-RA	Dm_00001219-RA
OG0005881	AH018957-RA	Dm_00011626-RA
OG0005882	AH001372-RA, AH000296-RA	Dm_00006230-RA
OG0005883	AH015303-RA	Dm_00007449-RA
OG0005885	AH002691-RA	Dm_00015048-RA
OG0005886	AH001553-RA, AH000524-RA	Dm_00017901-RA
OG0005887	AH001523-RA, AH000355-RA	Dm_00007525-RA
OG0005890	AH017709-RA	Dm_00002443-RA
OG0005893	AH006164-RA	Dm_00002637-RA
OG0005895	AH013674-RA	Dm_00004549-RA
OG0005896	AH010583-RA	Dm_00002107-RA
OG0005897	AH021249-RA	Dm_00008082-RA
OG0005898	AH007161-RA, AH019881-RA	Dm_00005369-RA
OG0005900	AH004839-RA	Dm_00015398-RA
OG0005901	AH007063-RA, AH020123-RA	Dm_00015394-RA
OG0005902	AH011139-RA	Dm_00001208-RA
OG0005903	AH020012-RA, AH011739-RA	Dm_00002906-RA
OG0005905	AH001837-RA, AH000556-RA	Dm_00001746-RA, Dm_00015738-RA
OG0005907	AH023727-RA	Dm_00000154-RA
OG0005909	AH002188-RA	Dm_00014342-RA
OG0005910	AH008776-RA	Dm_00008745-RA
OG0005911	AH008898-RA	Dm_00012147-RA
OG0005912	AH010662-RA, AH007352-RA	Dm_00010072-RA
OG0005913	AH005647-RA	Dm_00018244-RA
OG0005914	AH008393-RA	Dm_00001351-RA
OG0005915	AH021914-RA	Dm_00005656-RA
OG0005916	AH005276-RA	Dm_00002264-RA
OG0005917	AH000891-RA, AH000893-RA, AH000866-RA	Dm_00003225-RA
OG0005918	AH008574-RA	Dm_00016440-RA, Dm_00014100-RA
OG0005919	AH005679-RA, AH003532-RA	Dm_00009323-RA
OG0005920	AH009027-RA	Dm_00007657-RA
OG0005921	AH001779-RA	Dm_00015069-RA
OG0005922	AH023420-RA	Dm_00012917-RA, Dm_00009199-RA
OG0005923	AH016069-RA	Dm_00013727-RA
OG0005923	AH005842-RA	Dm_00008285-RA
OG0005924	AH008837-RA	Dm_00006610-RA
OG0005925	AH008558-RA	Dm_00002430-RA, Dm_00002431-RA
OG0005926	AH005657-RA	Dm_00016713-RA
OG0005927	AH005145-RA	Dm_00006582-RA
OG0005928	AH012920-RA, AH022109-RA	Dm_00016390-RA
OG0005929	AH001906-RA	Dm_00009108-RA
OG0005930	AH020475-RA	Dm_00006103-RA
OG0005931	AH000681-RA	Dm_00005398-RA
OG0005932	AH008435-RA	Dm_00001144-RA
OG0005933	AH015005-RA	Dm_00005486-RA, Dm_00004463-RA
OG0005935	AH006852-RA	Dm_00019075-RA
OG0005936	AH021175-RA, AH014639-RA	Dm_00011305-RA
OG0005937	AH011898-RA	Dm_00013017-RA
OG0005939	AH016703-RA, AH008340-RA	Dm_00002494-RA, Dm_00017910-RA
OG0005940	AH008944-RA	Dm_00006957-RA, Dm_00012180-RA
OG0005941	AH021971-RA	Dm_00005760-RA
OG0005942	AH002352-RA, AH000742-RA, AH021468-RA	Dm_00002066-RA
OG0005943	AH010781-RA	Dm_00002359-RA
OG0005944	AH020697-RA	Dm_00016658-RA
OG0005945	AH008389-RA, AH016687-RA	Dm_00001353-RA, Dm_00002360-RA
OG0005946	AH008903-RA	Dm_00013140-RA
OG0005947	AH016785-RA	Dm_00001234-RA, Dm_00000118-RA
OG0005949	AH000986-RA, AH001681-RA	Dm_00019083-RA
OG0005951	AH004689-RA	Dm_00002859-RA
OG0005952	AH001414-RA	Dm_00005601-RA
OG0005953	AH012751-RA	Dm_00003979-RA, Dm_00007694-RA
OG0005954	AH003154-RA, AH018683-RA	Dm_00017939-RA
OG0005955	AH017507-RA	Dm_00006857-RA
OG0005956	AH007860-RA	Dm_00005235-RA, Dm_00002520-RA
OG0005957	AH003591-RA	Dm_00002267-RA
OG0005958	AH000082-RA	Dm_00017094-RA, Dm_00011525-RA
OG0005959	AH008364-RA	Dm_00021014-RA, Dm_00004026-RA
OG0005960	AH021258-RA	Dm_00015785-RA
OG0005961	AH023353-RA	Dm_00017620-RA
OG0005962	AH009768-RA	Dm_00003580-RA, Dm_00003579-RA
OG0005963	AH017679-RA	Dm_00006431-RA, Dm_00018295-RA
OG0005964	AH021430-RA	Dm_00018768-RA
OG0005965	AH010284-RA	Dm_00004064-RA
OG0005966	AH006539-RA	Dm_00002010-RA
OG0005968	AH008046-RA, AH008045-RA	Dm_00010553-RA, Dm_00015057-RA
OG0005969	AH008148-RA, AH015203-RA, AH021556-RA	Dm_00017790-RA
OG0005970	AH008746-RA	Dm_00018206-RA, Dm_00005759-RA
OG0005971	AH020971-RA	Dm_00000747-RA
OG0005972	AH000118-RA	Dm_00019650-RA
OG0005973	AH015974-RA	Dm_00012262-RA
OG0005974	AH010003-RA, AH008084-RA	Dm_00020369-RA
OG0005975	AH021465-RA, AH021465-RB, AH014924-RA	Dm_00014326-RA
OG0005976	AH011054-RA	Dm_00011193-RA
OG0005977	AH020615-RA	Dm_00019119-RA
OG0005978	AH022261-RA, AH013473-RA	Dm_00012418-RA
OG0005979	AH009141-RA	Dm_00004107-RA
OG0005980	AH014272-RA	Dm_00009482-RA
OG0005982	AH020891-RA, AH014494-RA	Dm_00008799-RA
OG0005984	AH017890-RA	Dm_00005238-RA
OG0005985	AH002113-RA, AH002114-RA	Dm_00006267-RA
OG0005986	AH022301-RA, AH005597-RA	Dm_00018041-RA, Dm_00018475-RA
OG0005987	AH022302-RA, AH013440-RA	Dm_00015541-RA
OG0005988	AH017147-RA	Dm_00013248-RA
OG0005990	AH002780-RA	Dm_00004420-RA
OG0005991	AH012111-RA, AH019599-RA	Dm_00010707-RA
OG0005992	AH016058-RA	Dm_00019693-RA
OG0005993	AH020009-RA	Dm_00006757-RA
OG0005994	AH014463-RA	Dm_00009853-RA
OG0005995	AH019527-RA, AH012351-RA	Dm_00003071-RA
OG0005996	AH001977-RA	Dm_00005380-RA
OG0005997	AH011467-RA	Dm_00016938-RA
OG0005998	AH009130-RA	Dm_00003983-RA
OG0006001	AH013375-RA	Dm_00013709-RA, Dm_00006863-RA
OG0006002	AH012256-RA	Dm_00015393-RA
OG0006003	AH022345-RA	Dm_00012992-RA, Dm_00001018-RA
OG0006004	AH000933-RA	Dm_00015809-RA
OG0006006	AH020010-RA	Dm_00002908-RA
OG0006007	AH013752-RA, AH013751-RA	Dm_00001052-RA, Dm_00000109-RA
OG0006008	AH019004-RA	Dm_00011689-RA, Dm_00015019-RA
OG0006009	AH020992-RA	Dm_00004425-RA
OG0006013	AH016959-RA, AH023820-RA, AH023833-RA	Dm_00008547-RA, Dm_00012364-RA
OG0006014	AH002047-RA	Dm_00006926-RA, Dm_00018629-RA
OG0006015	AH010881-RA	Dm_00020733-RA
