Orthogroup	A_hypochondriacus.proteins	G_max.proteins
OG0005546	AH022591-RA	GmISU01.05G093500.2.p, GmISU01.05G093500.1.p, GmISU01.19G042700.1.p
OG0005547	AH023008-RA	GmISU01.05G176800.1.p
OG0005549	AH002134-RA	GmISU01.13G313400.1.p, GmISU01.15G017900.1.p
OG0005550	AH017101-RA	GmISU01.08G026200.1.p, GmISU01.05G190000.1.p
OG0005551	AH003253-RA	GmISU01.03G025000.4.p, GmISU01.03G025000.2.p, GmISU01.03G025000.7.p, GmISU01.03G025000.5.p, GmISU01.03G025000.6.p, GmISU01.03G025000.3.p, GmISU01.01G105500.7.p, GmISU01.01G105500.8.p, GmISU01.01G105500.4.p, GmISU01.01G105500.3.p, GmISU01.01G105500.2.p
OG0005552	AH017051-RA	GmISU01.06G073300.3.p, GmISU01.06G073300.1.p, GmISU01.04G072300.2.p, GmISU01.04G072300.1.p, GmISU01.14G117100.5.p, GmISU01.14G117100.2.p, GmISU01.14G117100.3.p
OG0005553	AH006824-RA, AH020352-RA	GmISU01.10G078900.1.p, GmISU01.02G152400.1.p
OG0005554	AH000989-RA	GmISU01.13G318600.1.p, GmISU01.15G012400.1.p
OG0005555	AH021011-RA	GmISU01.13G064400.1.p, GmISU01.17G063300.2.p, GmISU01.17G063300.1.p
OG0005556	AH007532-RA	GmISU01.03G185500.4.p, GmISU01.03G185500.1.p, GmISU01.03G185500.3.p, GmISU01.03G185500.2.p, GmISU01.19G186700.2.p
OG0005557	AH003363-RA, AH003364-RA, AH018571-RA	GmISU01.17G103500.2.p, GmISU01.17G103500.1.p, GmISU01.13G131200.1.p, GmISU01.13G131200.2.p
OG0005558	AH003188-RA	GmISU01.01G169200.1.p, GmISU01.01G169200.5.p, GmISU01.01G169200.6.p, GmISU01.11G029600.1.p, GmISU01.11G029600.3.p
OG0005559	AH017395-RA	GmISU01.14G162750.1.p, GmISU01.02G194000.1.p
OG0005560	AH021031-RA	GmISU01.02G174300.1.p, GmISU01.02G174300.2.p, GmISU01.17G064800.1.p, GmISU01.02G174300.3.p
OG0005561	AH016255-RA	GmISU01.14G103800.1.p, GmISU01.14G103800.3.p, GmISU01.14G103800.2.p, GmISU01.17G184700.7.p, GmISU01.17G184700.5.p, GmISU01.17G184700.6.p, GmISU01.17G184700.1.p, GmISU01.17G184700.2.p
OG0005562	AH009697-RA	GmISU01.07G065200.1.p, GmISU01.03G009700.1.p
OG0005563	AH013189-RA	GmISU01.10G159500.2.p, GmISU01.10G159500.1.p, GmISU01.20G156000.1.p, GmISU01.10G159500.3.p
OG0005564	AH010858-RA	GmISU01.11G140900.1.p, GmISU01.17G173300.1.p, GmISU01.17G173100.2.p, GmISU01.14G113300.1.p, GmISU01.17G173100.1.p, GmISU01.11G141000.1.p
OG0005565	AH002116-RA	GmISU01.08G189200.1.p, GmISU01.08G189200.2.p, GmISU01.07G016400.2.p, GmISU01.07G016400.1.p, GmISU01.08G189200.3.p
OG0005567	AH014529-RA	GmISU01.07G077600.1.p, GmISU01.09G152300.3.p, GmISU01.09G152300.2.p
OG0005568	AH016996-RA	GmISU01.08G321400.3.p, GmISU01.08G321400.1.p, GmISU01.01G000500.1.p, GmISU01.08G321400.2.p
OG0005569	AH013390-RA	GmISU01.16G007900.2.p, GmISU01.16G007900.1.p, GmISU01.07G037800.1.p, GmISU01.07G037800.3.p, GmISU01.07G037800.2.p, GmISU01.07G037800.4.p, GmISU01.07G037800.6.p
OG0005570	AH022422-RA, AH012085-RA	GmISU01.09G223200.1.p
OG0005571	AH013488-RA	GmISU01.08G209000.2.p
OG0005572	AH018982-RA	GmISU01.04G054700.1.p, GmISU01.06G054500.1.p
OG0005573	AH014295-RA	GmISU01.13G087600.3.p, GmISU01.13G087600.1.p, GmISU01.17G039900.7.p, GmISU01.17G039900.1.p, GmISU01.17G039900.6.p
OG0005574	AH009253-RA	GmISU01.07G066500.1.p, GmISU01.03G011500.1.p, GmISU01.18G177000.1.p, GmISU01.09G217200.1.p
OG0005575	AH016032-RA	GmISU01.06G050500.1.p, GmISU01.04G052200.3.p, GmISU01.04G052200.2.p, GmISU01.14G093500.2.p, GmISU01.17G195000.1.p, GmISU01.17G195000.4.p, GmISU01.17G195000.5.p
OG0005576	AH018324-RA, AH011406-RA	GmISU01.11G033500.1.p, GmISU01.01G165600.1.p, GmISU01.05G058900.1.p, GmISU01.17G133900.1.p
OG0005577	AH011321-RA, AH015434-RA, AH018090-RA	GmISU01.11G015500.4.p, GmISU01.11G015500.3.p, GmISU01.11G015500.2.p, GmISU01.01G184100.4.p, GmISU01.01G184100.1.p, GmISU01.01G184100.2.p, GmISU01.01G184100.3.p
OG0005578	AH017059-RA	GmISU01.17G166000.1.p, GmISU01.14G116500.1.p, GmISU01.06G072600.1.p, GmISU01.04G071700.1.p
OG0005579	AH020424-RA	GmISU01.18G160800.1.p, GmISU01.03G098500.1.p, GmISU01.03G098500.5.p
OG0005580	AH015019-RA, AH021512-RA	GmISU01.17G013000.1.p, GmISU01.07G221500.1.p
OG0005581	AH014589-RA	GmISU01.13G082200.2.p, GmISU01.13G082200.1.p, GmISU01.13G082200.5.p, GmISU01.13G082200.3.p, GmISU01.17G045100.1.p, GmISU01.17G045100.3.p, GmISU01.15G159500.1.p
OG0005582	AH012036-RA	GmISU01.13G020600.2.p, GmISU01.13G020600.1.p
OG0005583	AH022249-RA, AH013486-RA, AH016011-RA	GmISU01.08G208600.1.p, GmISU01.07G002000.1.p
OG0005584	AH012413-RA, AH012412-RA	GmISU01.10G196400.1.p, GmISU01.20G123800.2.p, GmISU01.20G123800.3.p
OG0005585	AH003151-RA, AH018697-RA	GmISU01.11G024100.1.p, GmISU01.01G174400.1.p
OG0005586	AH023331-RA, AH023325-RA, AH023330-RA	GmISU01.04G075600.5.p, GmISU01.04G075600.2.p, GmISU01.04G075600.1.p, GmISU01.04G075600.4.p, GmISU01.06G077000.1.p, GmISU01.06G077000.3.p, GmISU01.06G077000.4.p
OG0005587	AH021333-RA, AH014751-RA	GmISU01.13G267900.3.p, GmISU01.13G267900.1.p, GmISU01.12G162900.1.p
OG0005588	AH011211-RA, AH011209-RA	GmISU01.08G283900.1.p, GmISU01.09G084500.2.p, GmISU01.08G279400.1.p
OG0005589	AH019254-RA	GmISU01.08G270300.1.p, GmISU01.18G097800.3.p, GmISU01.18G097800.1.p, GmISU01.18G097800.2.p
OG0005590	AH020446-RA, AH006680-RA	GmISU01.14G107766.1.p
OG0005592	AH013445-RA, AH022299-RA	GmISU01.19G220700.1.p, GmISU01.03G219400.1.p, GmISU01.07G043200.1.p, GmISU01.16G013500.1.p
OG0005593	AH011398-RA	GmISU01.17G131300.1.p, GmISU01.05G055600.1.p, GmISU01.01G167500.4.p, GmISU01.11G031300.1.p, GmISU01.01G167500.5.p
OG0005594	AH023360-RA	GmISU01.06G078900.1.p, GmISU01.04G077400.1.p, GmISU01.04G077400.2.p, GmISU01.06G078900.2.p
OG0005595	AH022250-RA	GmISU01.12G155700.6.p, GmISU01.12G155700.4.p, GmISU01.12G155700.5.p, GmISU01.12G155700.3.p, GmISU01.12G155700.2.p, GmISU01.13G329700.1.p
OG0005596	AH018738-RA	GmISU01.17G125600.1.p, GmISU01.05G049200.1.p, GmISU01.11G026400.1.p, GmISU01.01G171700.1.p
OG0005597	AH014380-RA, AH020993-RA	GmISU01.13G066600.1.p, GmISU01.17G061100.1.p, GmISU01.17G061100.2.p
OG0005598	AH003190-RA, AH018602-RA	GmISU01.17G130200.1.p, GmISU01.05G054500.1.p, GmISU01.11G029700.1.p
OG0005599	AH011344-RA	GmISU01.08G023100.1.p, GmISU01.08G023100.2.p, GmISU01.05G187000.1.p
OG0005600	AH022837-RA	GmISU01.20G092700.1.p, GmISU01.10G224900.1.p
OG0005601	AH018209-RA, AH011388-RA	GmISU01.17G131100.1.p, GmISU01.01G168100.2.p, GmISU01.01G168100.1.p, GmISU01.11G030600.1.p, GmISU01.01G168100.3.p
OG0005603	AH014171-RA	GmISU01.17G110100.1.p, GmISU01.05G010300.1.p, GmISU01.04G122400.1.p, GmISU01.06G190000.1.p
OG0005604	AH016021-RA	GmISU01.06G071700.2.p, GmISU01.06G071700.1.p, GmISU01.04G070700.2.p, GmISU01.04G070700.1.p, GmISU01.04G070700.4.p
OG0005605	AH000358-RA, AH001517-RA	GmISU01.08G182000.1.p, GmISU01.07G011000.1.p, GmISU01.15G021400.1.p, GmISU01.13G310300.1.p
OG0005607	AH019228-RA	GmISU01.14G108200.6.p, GmISU01.14G108200.5.p, GmISU01.14G108200.8.p, GmISU01.14G108200.1.p, GmISU01.14G108200.3.p, GmISU01.14G108200.2.p, GmISU01.17G179700.1.p
OG0005609	AH002126-RA	GmISU01.15G017000.1.p, GmISU01.13G314300.1.p
OG0005611	AH001501-RA, AH001499-RA, AH008542-RA	GmISU01.18G065500.2.p, GmISU01.18G065500.1.p, GmISU01.18G065600.1.p, GmISU01.08G301100.1.p
OG0005612	AH012933-RA, AH004208-RA	GmISU01.18G096100.1.p, GmISU01.08G272200.1.p
OG0005613	AH016832-RA	GmISU01.02G146000.1.p, GmISU01.20G144700.1.p, GmISU01.10G171600.1.p
OG0005614	AH003068-RA, AH018799-RA	GmISU01.03G044900.1.p, GmISU01.01G092300.1.p, GmISU01.07G131400.1.p, GmISU01.18G150700.1.p, GmISU01.18G150700.2.p
OG0005615	AH009317-RA	GmISU01.10G171900.1.p, GmISU01.10G171900.3.p, GmISU01.10G171900.2.p, GmISU01.20G144500.1.p
OG0005616	AH000103-RA	GmISU01.13G289300.7.p, GmISU01.13G289300.6.p, GmISU01.13G289300.8.p, GmISU01.13G289300.5.p, GmISU01.13G289300.4.p, GmISU01.15G041800.2.p, GmISU01.13G289300.3.p, GmISU01.13G289300.2.p, GmISU01.13G289300.9.p, GmISU01.13G289300.1.p, GmISU01.15G041800.1.p
OG0005617	AH008226-RA	GmISU01.15G224900.1.p, GmISU01.08G141000.1.p, GmISU01.09G003100.1.p, GmISU01.12G202400.1.p
OG0005618	AH013051-RA	GmISU01.18G066300.1.p, GmISU01.08G297300.1.p, GmISU01.08G297300.2.p
OG0005619	AH002880-RA, AH001143-RA	GmISU01.14G028900.1.p
OG0005620	AH013165-RA	GmISU01.13G290300.1.p, GmISU01.13G290300.4.p, GmISU01.13G290300.6.p, GmISU01.13G290300.10.p, GmISU01.13G290300.2.p, GmISU01.13G290300.5.p, GmISU01.15G040900.4.p, GmISU01.15G040900.2.p, GmISU01.15G040900.3.p, GmISU01.15G040900.1.p
OG0005621	AH020481-RA, AH006646-RA, AH006647-RA	GmISU01.02G144300.1.p
OG0005622	AH012685-RA	GmISU01.10G057900.1.p, GmISU01.13G120400.1.p
OG0005623	AH021267-RA	GmISU01.05G112000.1.p
OG0005624	AH011827-RA	GmISU01.07G218100.1.p
OG0005625	AH021705-RA	GmISU01.07G097400.2.p, GmISU01.07G097400.1.p
OG0005626	AH020413-RA, AH019110-RA	GmISU01.03G134300.1.p, GmISU01.19G137650.1.p, GmISU01.13G103700.1.p, GmISU01.03G134200.1.p
OG0005627	AH020671-RA	GmISU01.13G135400.1.p, GmISU01.13G135400.3.p, GmISU01.17G098900.1.p
OG0005628	AH015766-RA	GmISU01.07G185200.1.p, GmISU01.05G055900.1.p
OG0005629	AH016464-RA, AH022955-RA	GmISU01.13G295600.1.p, GmISU01.15G036200.1.p
OG0005630	AH012552-RA, AH021770-RA	GmISU01.02G166300.1.p, GmISU01.10G068800.2.p
OG0005631	AH009780-RA	GmISU01.18G068700.2.p, GmISU01.18G068700.1.p, GmISU01.08G294400.1.p
OG0005632	AH015122-RA	GmISU01.15G064200.2.p, GmISU01.15G064200.1.p, GmISU01.08G053400.1.p
OG0005633	AH022704-RA	GmISU01.18G058300.1.p, GmISU01.11G180800.1.p, GmISU01.11G180800.2.p, GmISU01.11G180800.4.p, GmISU01.11G180800.5.p, GmISU01.11G180800.3.p
OG0005634	AH000176-RA, AH001248-RA	GmISU01.11G158900.2.p, GmISU01.11G158900.3.p, GmISU01.11G158900.4.p, GmISU01.11G158900.1.p, GmISU01.12G068900.1.p
OG0005635	AH000133-RA, AH021270-RA, AH014685-RA	GmISU01.02G258000.1.p, GmISU01.14G013800.1.p
OG0005636	AH012501-RA, AH021740-RA	GmISU01.01G098900.1.p
OG0005637	AH001828-RA	GmISU01.11G109500.2.p, GmISU01.11G109500.1.p, GmISU01.11G109500.3.p, GmISU01.12G040200.2.p, GmISU01.12G040200.1.p
OG0005638	AH010591-RA	GmISU01.08G104500.1.p, GmISU01.08G104500.2.p
OG0005639	AH022672-RA, AH011514-RA, AH011516-RA, AH011515-RA	GmISU01.11G182600.2.p, GmISU01.11G182600.1.p
OG0005640	AH021461-RA	GmISU01.07G227200.1.p, GmISU01.09G008900.1.p, GmISU01.15G105600.1.p
OG0005641	AH000340-RA	GmISU01.13G260100.1.p, GmISU01.12G170200.1.p, GmISU01.06G250100.1.p, GmISU01.12G098000.1.p
OG0005642	AH019084-RA	GmISU01.05G071000.1.p, GmISU01.03G004500.1.p, GmISU01.03G004500.2.p, GmISU01.03G004500.3.p, GmISU01.19G091000.1.p, GmISU01.19G091000.2.p
OG0005643	AH019097-RA	GmISU01.03G087800.2.p, GmISU01.03G087800.10.p, GmISU01.03G087800.6.p, GmISU01.03G087800.9.p, GmISU01.03G087800.5.p, GmISU01.19G093150.1.p, GmISU01.03G087800.11.p, GmISU01.03G087800.1.p, GmISU01.03G087800.4.p, GmISU01.03G087800.12.p, GmISU01.03G087800.3.p, GmISU01.03G087800.8.p
OG0005644	AH001929-RA	GmISU01.09G001900.3.p, GmISU01.09G001900.2.p, GmISU01.09G001900.1.p, GmISU01.09G001900.4.p
OG0005645	AH000757-RA, AH006979-RA	GmISU01.11G132700.1.p
OG0005646	AH003093-RA	GmISU01.11G119800.1.p
OG0005647	AH012770-RA, AH022002-RA, AH013127-RA	GmISU01.03G143600.3.p, GmISU01.03G143600.2.p, GmISU01.19G146800.1.p, GmISU01.10G052700.1.p, GmISU01.13G116200.1.p
OG0005648	AH012821-RA	GmISU01.13G104300.4.p, GmISU01.13G104300.3.p, GmISU01.10G040700.2.p, GmISU01.13G104300.1.p, GmISU01.13G104300.2.p
OG0005649	AH003038-RA	GmISU01.07G120300.2.p, GmISU01.07G120300.1.p
OG0005649	AH022991-RA	GmISU01.11G202400.1.p
OG0005650	AH013272-RA	GmISU01.13G278000.1.p, GmISU01.13G278000.3.p, GmISU01.12G151000.1.p, GmISU01.13G278000.2.p, GmISU01.12G151000.2.p, GmISU01.13G278000.4.p
OG0005651	AH016386-RA	GmISU01.01G079000.1.p, GmISU01.03G050900.1.p
OG0005651	AH011944-RA	GmISU01.04G190600.1.p
OG0005652	AH015282-RA	GmISU01.13G124800.1.p, GmISU01.13G124800.2.p, GmISU01.10G062500.1.p, GmISU01.10G062500.2.p, GmISU01.13G144400.1.p, GmISU01.07G172200.3.p, GmISU01.07G172200.1.p, GmISU01.07G172200.2.p
OG0005653	AH017066-RA	GmISU01.02G230000.1.p, GmISU01.02G230000.2.p, GmISU01.14G043800.1.p
OG0005654	AH010068-RA	GmISU01.13G238900.1.p, GmISU01.12G189800.1.p
OG0005655	AH007917-RA	GmISU01.10G162500.1.p, GmISU01.20G152700.1.p
OG0005656	AH016381-RA	GmISU01.02G219100.1.p, GmISU01.14G054700.1.p
OG0005657	AH018881-RA	GmISU01.02G163300.1.p, GmISU01.10G072500.2.p, GmISU01.03G163200.1.p, GmISU01.19G165400.1.p
OG0005659	AH008280-RA	GmISU01.14G015000.3.p, GmISU01.14G015000.1.p, GmISU01.02G256800.1.p
OG0005660	AH008079-RA	GmISU01.13G244300.1.p, GmISU01.13G244300.2.p, GmISU01.12G184800.1.p, GmISU01.12G184800.2.p
OG0005661	AH011065-RA	GmISU01.14G034900.2.p, GmISU01.14G034900.1.p
OG0005662	AH010986-RA	GmISU01.10G076400.3.p, GmISU01.10G076400.2.p, GmISU01.10G076200.4.p, GmISU01.15G228600.1.p, GmISU01.15G228700.1.p
OG0005663	AH007499-RA	GmISU01.20G033400.1.p, GmISU01.20G033400.2.p, GmISU01.13G049600.4.p, GmISU01.02G237000.3.p, GmISU01.02G237000.1.p, GmISU01.14G036700.1.p
OG0005664	AH010882-RA	GmISU01.11G233200.2.p, GmISU01.11G233200.3.p, GmISU01.18G000900.4.p, GmISU01.18G000900.8.p, GmISU01.18G000900.7.p, GmISU01.11G233200.1.p
OG0005665	AH000225-RA	GmISU01.13G281900.3.p, GmISU01.13G281900.2.p, GmISU01.13G281900.1.p, GmISU01.12G146800.2.p
OG0005666	AH020372-RA, AH006796-RA, AH016656-RA	GmISU01.03G104400.1.p
OG0005667	AH001731-RA	GmISU01.12G150500.5.p, GmISU01.13G278500.1.p, GmISU01.11G149500.1.p, GmISU01.12G078300.1.p
OG0005668	AH022833-RA, AH016551-RA	GmISU01.12G018900.2.p, GmISU01.11G086300.1.p
OG0005669	AH017503-RA, AH002884-RA	GmISU01.06G183700.1.p, GmISU01.04G133300.2.p, GmISU01.04G133300.1.p, GmISU01.05G018700.1.p
OG0005670	AH004210-RA, AH005301-RA	GmISU01.02G229700.1.p, GmISU01.14G044000.1.p
OG0005671	AH007965-RA	GmISU01.13G226100.1.p, GmISU01.15G202700.1.p
OG0005672	AH014671-RA	GmISU01.14G031700.1.p, GmISU01.14G031700.2.p, GmISU01.02G241500.1.p
OG0005673	AH016639-RA	GmISU01.10G077200.1.p, GmISU01.15G229300.1.p, GmISU01.12G008700.1.p, GmISU01.12G008600.2.p, GmISU01.12G008600.1.p
OG0005674	AH009894-RA, AH022810-RA	GmISU01.14G020500.2.p, GmISU01.14G020500.1.p, GmISU01.02G251900.1.p, GmISU01.08G284800.1.p, GmISU01.18G080000.1.p
OG0005676	AH006698-RA	GmISU01.17G180600.2.p, GmISU01.17G180600.1.p, GmISU01.17G180600.10.p, GmISU01.17G180600.5.p, GmISU01.17G180600.7.p, GmISU01.17G180600.11.p, GmISU01.17G180600.9.p, GmISU01.17G180600.8.p
OG0005677	AH015843-RA	GmISU01.08G282300.1.p, GmISU01.08G282300.2.p, GmISU01.18G082900.4.p, GmISU01.18G082900.1.p
OG0005678	AH011140-RA	GmISU01.13G115700.1.p, GmISU01.09G023700.2.p, GmISU01.09G023700.1.p, GmISU01.09G023700.3.p, GmISU01.15G121600.2.p, GmISU01.15G121600.1.p, GmISU01.15G121600.4.p
OG0005679	AH001650-RA	GmISU01.10G223700.1.p
OG0005680	AH004861-RA, AH004454-RA	GmISU01.05G146700.1.p, GmISU01.08G122500.1.p
OG0005681	AH008392-RA	GmISU01.04G042200.1.p, GmISU01.06G041400.1.p
OG0005681	AH003873-RA	GmISU01.01G154300.1.p, GmISU01.11G043500.1.p
OG0005682	AH000734-RA, AH002368-RA	GmISU01.08G133700.1.p, GmISU01.05G157300.1.p
OG0005683	AH000124-RA	GmISU01.13G005700.4.p, GmISU01.13G005700.3.p, GmISU01.13G005700.2.p, GmISU01.13G005700.1.p, GmISU01.13G156200.1.p, GmISU01.15G190050.2.p, GmISU01.15G190050.1.p
OG0005684	AH015856-RA	GmISU01.07G044100.1.p, GmISU01.16G014000.1.p, GmISU01.19G220400.1.p, GmISU01.19G220400.2.p
OG0005685	AH008617-RA	GmISU01.17G212400.1.p, GmISU01.17G212400.2.p, GmISU01.14G076000.1.p
OG0005686	AH005274-RA	GmISU01.07G234000.2.p, GmISU01.07G234000.1.p, GmISU01.17G001600.2.p, GmISU01.17G001600.1.p
OG0005687	AH000833-RA	GmISU01.08G080000.1.p, GmISU01.05G108500.1.p, GmISU01.05G108500.3.p
OG0005688	AH004256-RA	GmISU01.02G061300.2.p, GmISU01.02G061300.1.p, GmISU01.16G122300.1.p, GmISU01.16G122300.2.p
OG0005689	AH003830-RA	GmISU01.11G062500.1.p, GmISU01.01G136700.1.p, GmISU01.16G112600.1.p, GmISU01.16G112600.2.p, GmISU01.02G050700.1.p
OG0005690	AH012339-RA	GmISU01.09G116400.1.p, GmISU01.16G168900.1.p, GmISU01.09G116400.3.p
OG0005691	AH007230-RA, AH019906-RA	GmISU01.20G060700.1.p, GmISU01.10G006600.1.p, GmISU01.10G006600.2.p, GmISU01.10G006600.3.p, GmISU01.20G060700.3.p
OG0005692	AH002138-RA, AH002139-RA	GmISU01.19G173000.1.p, GmISU01.03G171400.1.p
OG0005693	AH004499-RA	GmISU01.08G092800.3.p, GmISU01.08G092800.4.p, GmISU01.08G092800.2.p, GmISU01.08G092800.1.p, GmISU01.05G119500.2.p, GmISU01.05G119500.1.p, GmISU01.05G119500.5.p
OG0005694	AH004968-RA	GmISU01.11G073900.2.p
OG0005695	AH008894-RA	GmISU01.14G150600.2.p, GmISU01.14G150600.1.p, GmISU01.02G181500.2.p, GmISU01.14G150600.3.p, GmISU01.04G087400.1.p, GmISU01.04G087400.2.p
OG0005696	AH019614-RA	GmISU01.16G023200.1.p, GmISU01.07G052500.1.p
OG0005697	AH010587-RA	GmISU01.09G122700.1.p, GmISU01.16G175900.2.p, GmISU01.16G175900.1.p
OG0005698	AH023691-RA	GmISU01.19G059100.2.p, GmISU01.19G059100.3.p, GmISU01.19G059100.1.p, GmISU01.05G066100.1.p
OG0005699	AH022097-RA, AH012956-RA	GmISU01.01G194900.1.p
OG0005700	AH004514-RA, AH004932-RA	GmISU01.18G007900.1.p
OG0005700	AH018884-RA	GmISU01.16G054500.1.p, GmISU01.19G065400.1.p
OG0005702	AH022951-RA, AH016470-RA	GmISU01.02G082400.1.p, GmISU01.02G082400.2.p, GmISU01.18G233200.1.p
OG0005704	AH007002-RA, AH007968-RA	GmISU01.17G223000.2.p, GmISU01.17G223000.3.p, GmISU01.17G223000.1.p, GmISU01.14G181400.1.p
OG0005705	AH018179-RA	GmISU01.08G265300.2.p, GmISU01.18G103300.1.p, GmISU01.08G265300.1.p
OG0005706	AH009015-RA	GmISU01.06G099000.1.p, GmISU01.06G099000.3.p, GmISU01.06G099000.2.p, GmISU01.04G209800.2.p, GmISU01.04G209800.3.p, GmISU01.04G209800.1.p
OG0005707	AH017239-RA	GmISU01.06G155500.1.p, GmISU01.04G158400.1.p, GmISU01.15G068000.1.p, GmISU01.13G207600.1.p
OG0005708	AH008450-RA	GmISU01.13G220400.3.p, GmISU01.13G220400.1.p, GmISU01.13G220400.2.p, GmISU01.15G056200.1.p, GmISU01.15G056200.2.p, GmISU01.15G056200.3.p
OG0005709	AH003518-RA	GmISU01.05G156700.1.p, GmISU01.08G133200.2.p, GmISU01.08G133200.1.p, GmISU01.08G133200.7.p, GmISU01.05G156700.3.p, GmISU01.05G156700.2.p
OG0005711	AH004550-RA, AH005176-RA	GmISU01.11G227700.2.p, GmISU01.11G227700.1.p, GmISU01.11G227700.3.p, GmISU01.18G006400.1.p
OG0005712	AH009519-RA	GmISU01.19G217300.1.p, GmISU01.03G216000.1.p, GmISU01.04G140800.1.p
OG0005713	AH006474-RA	GmISU01.09G155600.1.p, GmISU01.16G093100.2.p, GmISU01.16G093100.1.p, GmISU01.16G093100.3.p
OG0005714	AH010548-RA	GmISU01.19G198700.2.p, GmISU01.10G125300.1.p
OG0005715	AH003770-RA	GmISU01.11G068000.1.p, GmISU01.11G068000.2.p, GmISU01.01G131400.6.p, GmISU01.01G131400.4.p, GmISU01.01G131400.3.p
OG0005716	AH002936-RA, AH017413-RA	GmISU01.04G164500.1.p, GmISU01.06G149000.1.p, GmISU01.08G005700.1.p
OG0005717	AH017914-RA	GmISU01.17G228700.6.p
OG0005718	AH005999-RA	GmISU01.18G016000.1.p, GmISU01.11G218200.1.p, GmISU01.08G126400.2.p, GmISU01.01G025700.1.p
OG0005719	AH018061-RA, AH011307-RA	GmISU01.05G183000.1.p, GmISU01.05G183000.2.p, GmISU01.08G019500.3.p, GmISU01.08G019500.1.p, GmISU01.08G019500.2.p
OG0005720	AH006743-RA, AH015220-RA	GmISU01.20G202900.1.p, GmISU01.10G251800.1.p, GmISU01.20G202900.3.p, GmISU01.20G202900.2.p
OG0005721	AH016788-RA	GmISU01.06G018900.3.p, GmISU01.06G018900.1.p, GmISU01.06G018900.4.p, GmISU01.06G018900.2.p, GmISU01.04G020300.1.p, GmISU01.04G020300.3.p, GmISU01.04G020300.2.p
OG0005722	AH011061-RA, AH007510-RA	GmISU01.02G135600.1.p, GmISU01.10G021900.1.p, GmISU01.19G118300.1.p, GmISU01.03G113300.2.p, GmISU01.03G113300.1.p, GmISU01.19G118400.1.p, GmISU01.03G113400.1.p
OG0005723	AH004156-RA, AH004156-RB, AH005342-RA	GmISU01.15G042600.1.p, GmISU01.08G174200.6.p, GmISU01.08G174200.5.p, GmISU01.08G174200.2.p, GmISU01.08G174200.1.p
OG0005724	AH013007-RA, AH021903-RA	GmISU01.03G131500.1.p, GmISU01.19G135700.1.p, GmISU01.10G037600.1.p, GmISU01.13G100400.1.p
OG0005725	AH000164-RA	GmISU01.11G160100.2.p, GmISU01.12G062100.2.p, GmISU01.12G062100.6.p, GmISU01.12G062100.3.p, GmISU01.11G160100.3.p
OG0005726	AH006101-RA	GmISU01.11G050600.1.p, GmISU01.11G050600.3.p, GmISU01.01G147300.3.p, GmISU01.01G147300.1.p
OG0005727	AH018777-RA	GmISU01.16G068300.1.p, GmISU01.16G092400.1.p, GmISU01.11G083200.1.p, GmISU01.01G117200.1.p, GmISU01.01G117200.2.p
OG0005728	AH006995-RA	GmISU01.15G138100.1.p, GmISU01.09G039500.1.p, GmISU01.09G039500.3.p, GmISU01.09G039500.2.p, GmISU01.15G138100.4.p, GmISU01.15G138100.2.p, GmISU01.15G138100.3.p, GmISU01.09G039500.4.p
OG0005729	AH005611-RA	GmISU01.05G088700.2.p, GmISU01.05G088700.5.p, GmISU01.17G144400.2.p, GmISU01.17G144400.11.p, GmISU01.17G144400.10.p, GmISU01.11G040550.1.p, GmISU01.01G157150.1.p
OG0005730	AH018298-RA	GmISU01.05G056800.1.p, GmISU01.17G132100.1.p, GmISU01.11G031800.1.p, GmISU01.01G167100.1.p
OG0005731	AH008818-RA	GmISU01.04G085100.4.p, GmISU01.04G085100.3.p, GmISU01.04G085100.2.p, GmISU01.04G085100.6.p, GmISU01.04G085100.1.p, GmISU01.04G085100.5.p, GmISU01.06G086500.9.p, GmISU01.06G086500.6.p, GmISU01.06G086500.2.p, GmISU01.06G086500.5.p
OG0005732	AH015601-RA	GmISU01.17G031200.1.p, GmISU01.17G031200.3.p, GmISU01.07G202400.1.p
OG0005733	AH001816-RA, AH000567-RA, AH006169-RA	GmISU01.11G108600.2.p, GmISU01.11G108600.1.p, GmISU01.12G039300.1.p
OG0005735	AH008394-RA	GmISU01.14G082800.2.p, GmISU01.14G082800.3.p, GmISU01.14G082800.1.p, GmISU01.14G082800.4.p, GmISU01.17G205200.2.p, GmISU01.17G205200.1.p
OG0005736	AH017769-RA, AH002612-RA	GmISU01.03G122400.1.p, GmISU01.19G126900.1.p, GmISU01.02G126800.1.p, GmISU01.10G029900.1.p
OG0005737	AH023746-RA	GmISU01.19G117600.2.p, GmISU01.19G117600.3.p, GmISU01.19G117600.1.p, GmISU01.03G112500.2.p, GmISU01.03G112500.1.p, GmISU01.03G112500.3.p
OG0005738	AH022046-RA	GmISU01.19G132300.1.p, GmISU01.19G132300.2.p, GmISU01.03G128300.1.p, GmISU01.03G128300.2.p
OG0005740	AH011237-RA, AH007404-RA	GmISU01.19G190200.2.p, GmISU01.19G190200.1.p, GmISU01.20G065300.1.p, GmISU01.10G115100.1.p
OG0005742	AH023260-RA	GmISU01.04G056200.1.p, GmISU01.06G056100.1.p
OG0005743	AH004375-RA, AH005045-RA	GmISU01.01G044300.1.p, GmISU01.02G097000.4.p, GmISU01.02G097000.5.p
