Orthogroup	A_hypochondriacus.proteins	B_vulgaris.proteins
OG0006785	AH021573-RA	Bevul.8G062800.1.p, Bevul.8G062900.1.p
OG0006786	AH015868-RA	Bevul.2G083500.1.p, Bevul.2G083500.2.p
OG0006789	AH005300-RA	Bevul.6G147500.1.p
OG0006790	AH004753-RA, AH004582-RA	Bevul.6G195300.1.p
OG0006791	AH005475-RA	Bevul.6G132300.1.p
OG0006834	AH021155-RA, AH014245-RA	Bevul.1G101900.1.p
OG0006834	AH014244-RA	Bevul.1G102000.1.p
OG0006835	AH006943-RA	Bevul.3G170300.1.p, Bevul.3G170400.1.p
OG0006836	AH000003-RA, AH013896-RA	Bevul.2G153400.1.p, Bevul.1G018200.1.p
OG0006837	AH011519-RA, AH018407-RA	Bevul.5G091500.1.p
OG0006838	AH012888-RA	Bevul.7G078900.1.p
OG0006839	AH021835-RA, AH012622-RA	Bevul.7G031100.1.p
OG0006840	AH007065-RA	Bevul.3G137100.1.p
OG0006842	AH023726-RA	Bevul.4G095500.1.p
OG0006844	AH023001-RA	Bevul.2G225500.1.p
OG0006845	AH011062-RA	Bevul.4G220700.1.p
OG0006846	AH012754-RA	Bevul.7G051000.1.p
OG0006847	AH020408-RA	Bevul.3G199300.1.p
OG0006848	AH022402-RA, AH018752-RA	Bevul.7G229000.1.p
OG0006849	AH020132-RA	Bevul.3G134500.1.p
OG0006850	AH009292-RA	Bevul.1G152300.1.p
OG0006851	AH002170-RA	Bevul.9G147800.1.p
OG0006852	AH010395-RA	Bevul.4G194300.1.p
OG0006853	AH011020-RA	Bevul.4G227300.1.p
OG0006855	AH006854-RA, AH020332-RA	Bevul.3G183800.1.p
OG0006856	AH003410-RA, AH006279-RA	Bevul.7G071100.2.p, Bevul.7G071100.1.p
OG0006857	AH015435-RA, AH015436-RA	Bevul.1G063600.1.p
OG0006858	AH016271-RA, AH023221-RA	Bevul.2G178000.1.p
OG0006859	AH002608-RA, AH017779-RA	Bevul.5G241000.1.p
OG0006861	AH019988-RA	Bevul.3G124700.1.p
OG0006862	AH012133-RA	Bevul.3G065600.1.p
OG0006863	AH020154-RA, AH019427-RA	Bevul.3G150300.1.p
OG0006864	AH021913-RA, AH012912-RA	Bevul.7G075800.1.p
OG0006866	AH005539-RA	Bevul.6G078700.1.p
OG0006867	AH022731-RA, AH016625-RA	Bevul.2G193900.1.p
OG0006868	AH011234-RA	Bevul.4G168300.1.p
OG0006869	AH012692-RA, AH021869-RA	Bevul.7G042900.1.p
OG0006870	AH016234-RA, AH023274-RA	Bevul.2G170300.1.p
OG0006871	AH023491-RA	Bevul.2G105300.1.p, Bevul.2G105300.2.p, Bevul.2G105300.3.p
OG0006872	AH020557-RA	Bevul.3G230500.1.p
OG0006873	AH016985-RA	Bevul.2G116600.1.p
OG0006874	AH011642-RA	Bevul.3G102700.1.p
OG0006875	AH022100-RA	Bevul.7G098400.1.p
OG0006875	AH012959-RA	Bevul.7G098400.2.p
OG0006876	AH006717-RA	Bevul.3G203900.1.p
OG0006877	AH022528-RA	Bevul.7G206600.1.p
OG0006878	AH004009-RA, AH005375-RA	Bevul.6G246600.1.p
OG0006879	AH018518-RA	Bevul.5G108300.1.p
OG0006880	AH018149-RA	Bevul.5G012800.1.p, Bevul.5G058400.1.p
OG0006881	AH011838-RA	Bevul.3G130300.1.p
OG0006882	AH018913-RA	Bevul.5G113900.1.p
OG0006883	AH002601-RA	Bevul.5G239600.1.p
OG0006884	AH021079-RA	Bevul.8G148200.1.p
OG0006885	AH013923-RA	Bevul.7G177600.1.p
OG0006886	AH003478-RA	Bevul.6G050000.1.p
OG0006887	AH000152-RA, AH001325-RA	Bevul.9G054200.1.p
OG0006889	AH004657-RA	Bevul.3G007800.1.p
OG0006890	AH002458-RA	Bevul.8G075400.1.p
OG0006891	AH007460-RA	Bevul.4G212900.1.p
OG0006892	AH020711-RA	Bevul.8G176100.1.p
OG0006892	AH015424-RA	Bevul.5G128000.1.p, Bevul.5G129400.1.p, Bevul.4G039400.1.p
OG0006893	AH015702-RA	Bevul.2G046100.1.p
OG0006895	AH009939-RA	Bevul.2G108200.1.p, Bevul.2G107700.1.p
OG0006896	AH002695-RA	Bevul.5G254200.1.p
OG0006897	AH000317-RA	Bevul.7G063800.1.p
OG0006898	AH015719-RA	Bevul.2G045700.1.p
OG0006899	AH021391-RA	Bevul.8G178700.1.p
OG0006900	AH005111-RA	Bevul.2G012100.3.p, Bevul.2G012100.2.p, Bevul.2G012100.1.p
OG0006902	AH001401-RA	Bevul.9G088700.1.p
OG0006903	AH007083-RA	Bevul.3G141400.1.p
OG0006904	AH006909-RA, AH020291-RA	Bevul.3G176900.1.p
OG0006905	AH005453-RA	Bevul.6G112900.1.p
OG0006906	AH015706-RA, AH014145-RA	Bevul.3G153800.1.p
OG0006907	AH013927-RA	Bevul.7G178000.1.p
OG0006908	AH022834-RA	Bevul.2G205500.1.p
OG0006910	AH020059-RA	Bevul.3G109700.1.p
OG0006911	AH011621-RA	Bevul.3G099000.1.p
OG0006912	AH000051-RA	Bevul.9G022300.1.p, Bevul.9G022300.2.p
OG0006913	AH022986-RA	Bevul.2G228000.4.p, Bevul.2G228000.6.p, Bevul.2G228000.1.p, Bevul.2G228000.7.p, Bevul.2G228000.5.p, Bevul.2G228000.3.p, Bevul.2G228000.2.p
OG0006914	AH017881-RA	Bevul.5G228100.1.p
OG0006915	AH015669-RA, AH019156-RA	Bevul.2G041600.1.p
OG0006916	AH009454-RA	Bevul.1G203400.1.p
OG0006917	AH015208-RA	Bevul.3G235500.1.p, Bevul.4G128400.1.p
OG0006918	AH019990-RA, AH011771-RA	Bevul.3G124100.1.p
OG0006919	AH016389-RA	Bevul.2G244300.1.p
OG0006920	AH001054-RA	Bevul.9G006000.2.p, Bevul.9G006000.1.p
OG0006921	AH009399-RA	Bevul.1G210300.1.p, Bevul.1G210100.1.p
OG0006922	AH000654-RA	Bevul.9G226200.1.p
OG0006923	AH007507-RA	Bevul.4G220200.1.p
OG0006924	AH019710-RA, AH010568-RA	Bevul.3G031500.1.p
OG0006925	AH012917-RA	Bevul.7G076200.2.p, Bevul.7G076200.1.p
OG0006926	AH009588-RA	Bevul.7G125600.1.p
OG0006927	AH013739-RA	Bevul.7G200400.1.p
OG0006928	AH020600-RA	Bevul.3G235300.1.p
OG0006929	AH012684-RA	Bevul.7G039900.1.p, Bevul.7G039900.2.p, Bevul.7G039900.3.p
OG0006930	AH007052-RA	Bevul.3G152500.1.p
OG0006932	AH006608-RA	Bevul.3G218200.1.p, Bevul.3G218500.1.p
OG0006932	AH006615-RA, AH006612-RA, AH006604-RA	Bevul.3G218600.1.p
OG0006932	AH004518-RA	Bevul.3G217800.1.p
OG0006933	AH020428-RA	Bevul.3G203000.1.p
OG0006934	AH009566-RA	Bevul.1G190700.1.p
OG0006935	AH010339-RA, AH021990-RA	Bevul.7G000300.2.p
OG0006936	AH010658-RA	Bevul.4G180400.1.p
OG0006939	AH001603-RA	Bevul.9G152400.1.p, Bevul.9G152400.2.p
OG0006939	AH000946-RA	Bevul.9G152300.1.p, Bevul.9G152100.1.p, Bevul.9G152200.1.p
OG0006941	AH011993-RA, AH012004-RA	Bevul.7G214300.1.p
OG0006942	AH004984-RA, AH004324-RA	Bevul.6G226300.1.p
OG0006943	AH006888-RA	Bevul.3G178200.1.p
OG0006944	AH005735-RA	Bevul.6G017600.1.p
OG0006945	AH009270-RA	Bevul.1G154200.1.p
OG0006947	AH010418-RA	Bevul.4G198800.1.p
OG0006948	AH008305-RA	Bevul.1G020400.1.p
OG0006949	AH007239-RA	Bevul.3G013100.1.p
OG0006950	AH000778-RA, AH002316-RA	Bevul.9G129300.1.p, Bevul.9G129200.1.p
OG0006951	AH001678-RA	Bevul.9G233600.1.p
OG0006952	AH008434-RA	Bevul.1G053600.1.p
OG0006953	AH009404-RA	Bevul.1G209400.1.p
OG0006954	AH008641-RA	Bevul.1G087700.1.p
OG0006955	AH002463-RA	Bevul.9G222100.1.p
OG0006956	AH008547-RA	Bevul.1G069100.1.p
OG0006957	AH009975-RA, AH002760-RA	Bevul.5G140100.1.p
OG0006958	AH010791-RA, AH010792-RA, AH010813-RA, AH010812-RA, AH010793-RA	Bevul.4G135400.1.p
OG0006959	AH003249-RA	Bevul.5G106400.1.p
OG0006960	AH005594-RA	Bevul.6G085900.1.p
OG0006961	AH001820-RA, AH000566-RA	Bevul.9G171600.1.p
OG0006962	AH000693-RA	Bevul.9G216800.1.p, Bevul.9G216800.2.p
OG0006963	AH017838-RA	Bevul.5G234000.1.p
OG0006964	AH017757-RA, AH002635-RA	Bevul.5G244500.1.p
OG0006964	AH002633-RA	Bevul.5G244400.1.p
OG0006965	AH005829-RA, AH003930-RA	Bevul.6G101300.1.p
OG0006966	AH016126-RA	Bevul.2G152400.1.p, Bevul.2G152400.3.p, Bevul.2G152400.2.p, Bevul.2G152400.4.p
OG0006967	AH016961-RA	Bevul.1G055900.1.p
OG0006970	AH014626-RA	Bevul.8G111900.1.p
OG0006971	AH023580-RA	Bevul.1G170400.1.p
OG0006972	AH003291-RA	Bevul.4G187400.1.p
OG0006973	AH021181-RA	Bevul.8G113500.1.p
OG0006974	AH016731-RA, AH008375-RA	Bevul.1G009600.1.p
OG0006975	AH001772-RA	Bevul.9G165800.4.p, Bevul.9G165800.2.p, Bevul.9G165800.3.p, Bevul.9G165800.1.p
OG0006976	AH005533-RA	Bevul.6G078000.1.p
OG0006978	AH005698-RA	Bevul.6G012800.1.p
OG0006979	AH010464-RA	Bevul.4G155400.1.p
OG0006981	AH006072-RA	Bevul.6G064800.1.p
OG0006983	AH015680-RA	Bevul.2G042500.1.p
OG0006984	AH008404-RA	Bevul.1G005400.1.p
OG0006985	AH005265-RA	Bevul.6G160300.1.p
OG0006986	AH003211-RA	Bevul.5G161900.1.p
OG0006987	AH020943-RA	Bevul.8G207600.1.p
OG0006988	AH002180-RA	Bevul.9G146400.1.p, Bevul.9G146400.2.p
OG0006989	AH010836-RA	Bevul.4G140500.1.p
OG0006990	AH023247-RA	Bevul.2G175500.1.p
OG0006991	AH008000-RA	Bevul.4G078200.1.p
OG0006992	AH005766-RA	Bevul.6G022000.1.p
OG0006993	AH005607-RA	Bevul.1G061500.1.p
OG0006994	AH020490-RA	Bevul.3G211400.1.p
OG0006995	AH002423-RA, AH000697-RA	Bevul.9G217300.1.p
OG0006996	AH002399-RA	Bevul.9G211500.1.p
OG0006997	AH019791-RA	Bevul.3G060400.1.p
OG0006998	AH003566-RA	Bevul.6G067000.1.p
OG0006999	AH003260-RA	Bevul.4G183300.1.p
OG0007000	AH019759-RA	Bevul.3G021800.1.p
OG0007002	AH001682-RA	Bevul.9G233000.1.p
OG0007003	AH019666-RA	Bevul.1G081200.1.p
OG0007004	AH006664-RA	Bevul.4G005400.1.p
OG0007005	AH000425-RA	Bevul.9G093200.1.p, Bevul.9G093100.1.p, Bevul.9G093100.2.p, Bevul.9G093300.1.p, Bevul.9G093300.2.p, Bevul.9G093300.3.p
OG0007006	AH009964-RA	Bevul.4G048200.1.p
OG0007007	AH014696-RA, AH009286-RA	Bevul.8G098200.1.p
OG0007008	AH009305-RA	Bevul.7G005800.1.p, Bevul.7G005600.1.p, Bevul.7G005300.1.p, Bevul.7G005500.1.p, Bevul.7G005400.1.p
OG0007008	AH001417-RA, AH000255-RA	Bevul.9G092500.1.p
OG0007009	AH010250-RA	Bevul.4G094100.1.p
OG0007010	AH014721-RA	Bevul.8G087200.1.p
OG0007012	AH013688-RA	Bevul.7G205800.1.p
OG0007013	AH008156-RA	Bevul.4G042100.1.p
OG0007014	AH021426-RA	Bevul.8G035500.1.p
OG0007015	AH015256-RA	Bevul.8G021400.1.p
OG0007015	AH000306-RA	Bevul.9G079900.1.p
OG0007016	AH020790-RA, AH014121-RA	Bevul.8G184500.1.p, Bevul.8G184600.1.p
OG0007017	AH015291-RA	Bevul.8G016400.1.p
OG0007018	AH014593-RA	Bevul.8G140300.1.p
OG0007019	AH014975-RA	Bevul.8G052000.1.p
OG0007020	AH009729-RA	Bevul.4G003200.1.p
OG0007021	AH021656-RA	Bevul.8G025400.1.p
OG0007022	AH014792-RA	Bevul.8G005400.1.p
OG0007023	AH019514-RA, AH020309-RA	Bevul.9G236300.1.p, Bevul.9G129900.1.p, Bevul.9G129900.2.p, Bevul.4G145500.1.p
OG0007024	AH009742-RA	Bevul.4G012800.1.p
OG0007025	AH008104-RA	Bevul.4G048100.1.p
OG0007026	AH002044-RA	Bevul.9G199500.1.p
OG0007027	AH003167-RA	Bevul.5G030600.1.p
OG0007027	AH018637-RA	Bevul.5G030500.1.p
OG0007028	AH021343-RA	Bevul.8G078000.1.p
OG0007030	AH000078-RA	Bevul.9G014600.1.p
OG0007031	AH017394-RA, AH002949-RA	Bevul.5G163400.1.p
OG0007032	AH018098-RA	Bevul.5G016600.1.p
OG0007034	AH017531-RA	Bevul.5G180600.1.p
OG0007035	AH015128-RA	Bevul.8G010900.1.p
OG0007036	AH021288-RA	Bevul.8G092600.1.p
OG0007037	AH021466-RA, AH014925-RA	Bevul.8G045500.1.p
OG0007038	AH014919-RA	Bevul.8G044700.1.p
OG0007039	AH021476-RA	Bevul.8G048200.1.p
OG0007041	AH000442-RA, AH001262-RA	Bevul.9G072700.1.p
OG0007042	AH021057-RA	Bevul.8G151500.1.p
OG0007043	AH018990-RA	Bevul.2G008200.1.p
OG0007044	AH014435-RA	Bevul.8G206900.1.p
OG0007045	AH011833-RA	Bevul.3G131900.1.p
OG0007046	AH010940-RA	Bevul.4G239600.1.p
OG0007047	AH013442-RA	Bevul.7G160600.1.p
OG0007048	AH015310-RA	Bevul.2G003000.1.p
OG0007049	AH001044-RA	Bevul.9G007100.1.p, Bevul.9G007200.1.p, Bevul.9G007200.4.p, Bevul.9G007200.5.p, Bevul.9G007200.3.p, Bevul.9G007200.6.p, Bevul.9G007200.2.p
OG0007050	AH013364-RA	Bevul.7G170800.1.p
OG0007051	AH017130-RA	Bevul.2G151200.1.p, Bevul.2G151200.2.p
OG0007052	AH021604-RA	Bevul.8G001500.1.p
OG0007053	AH022254-RA	Bevul.7G153800.1.p
OG0007054	AH020623-RA	Bevul.8G160200.1.p
OG0007055	AH019779-RA	Bevul.3G019600.1.p
OG0007057	AH018148-RA	Bevul.5G013000.1.p
OG0007058	AH009622-RA	Bevul.1G185000.1.p
OG0007059	AH010317-RA	Bevul.4G155000.1.p
OG0007060	AH014370-RA, AH021005-RA	Bevul.8G215000.1.p
OG0007061	AH019034-RA	Bevul.2G001900.1.p
OG0007062	AH014438-RA	Bevul.8G206600.1.p
OG0007063	AH001307-RA, AH000233-RA, AH000232-RA	Bevul.9G062600.1.p
OG0007064	AH023120-RA	Bevul.1G128200.1.p
OG0007065	AH013315-RA	Bevul.4G164900.1.p
OG0007066	AH021927-RA	Bevul.4G194800.1.p
OG0007067	AH014206-RA	Bevul.8G132100.1.p
OG0007068	AH013517-RA	Bevul.7G148500.1.p
OG0007069	AH014391-RA	Bevul.8G212700.1.p
OG0007070	AH018712-RA	Bevul.5G039000.1.p
OG0007071	AH008613-RA	Bevul.3G160400.1.p
OG0007072	AH011766-RA	Bevul.3G123700.1.p
OG0007073	AH011966-RA, AH019692-RA	Bevul.8G196700.1.p
OG0007074	AH020827-RA, AH015566-RA	Bevul.8G189400.1.p
OG0007075	AH002081-RA	Bevul.9G204700.2.p, Bevul.9G204700.1.p, Bevul.9G204900.1.p
OG0007076	AH009050-RA	Bevul.1G142100.1.p
OG0007077	AH000743-RA, AH002351-RA	Bevul.9G124100.1.p
OG0007078	AH023317-RA	Bevul.2G163900.1.p
OG0007079	AH018680-RA, AH003155-RA	Bevul.5G034500.1.p
OG0007080	AH020299-RA, AH006886-RA	Bevul.3G178300.1.p
OG0007081	AH003208-RA, AH018575-RA	Bevul.5G006000.1.p
OG0007082	AH019964-RA	Bevul.3G098300.1.p
OG0007083	AH018032-RA	Bevul.5G023900.1.p
OG0007084	AH007572-RA	Bevul.1G176400.1.p
OG0007085	AH012636-RA	Bevul.7G031200.1.p
OG0007086	AH013441-RA	Bevul.7G160700.1.p
OG0007087	AH023326-RA, AH023324-RA, AH023304-RA, AH009039-RA, AH016183-RA, AH023305-RA	Bevul.2G161600.1.p
OG0007088	AH018978-RA	Bevul.2G015000.2.p, Bevul.2G015000.1.p
OG0007089	AH016094-RA	Bevul.2G145800.1.p
OG0007090	AH011200-RA	Bevul.4G162200.1.p
OG0007091	AH002058-RA	Bevul.9G203000.1.p
OG0007092	AH014022-RA	Bevul.8G173200.1.p
OG0007093	AH014259-RA	Bevul.8G120900.1.p
OG0007094	AH011961-RA	Bevul.3G035200.1.p
OG0007095	AH009669-RA	Bevul.1G179500.1.p
OG0007096	AH023654-RA	Bevul.1G024100.1.p
OG0007097	AH019653-RA	Bevul.3G041900.1.p
OG0007098	AH001460-RA, AH001459-RA, AH001463-RA, AH001461-RA, AH017532-RA	Bevul.5G180700.1.p
OG0007099	AH014495-RA	Bevul.8G198500.1.p
OG0007100	AH023287-RA	Bevul.2G168300.1.p
OG0007101	AH015403-RA, AH019257-RA	Bevul.2G024400.1.p
OG0007102	AH015567-RA	Bevul.8G189600.1.p
OG0007103	AH019243-RA	Bevul.2G022300.1.p, Bevul.2G022300.4.p, Bevul.2G022300.3.p, Bevul.2G022300.2.p
OG0007104	AH018530-RA	Bevul.5G010400.1.p
OG0007105	AH020982-RA, AH020980-RA, AH014393-RA	Bevul.8G212400.1.p
OG0007106	AH011288-RA	Bevul.5G024200.1.p
OG0007107	AH000490-RA	Bevul.9G215300.1.p
OG0007108	AH015763-RA	Bevul.9G234600.1.p, Bevul.2G058300.2.p, Bevul.2G058300.3.p, Bevul.2G058300.1.p
OG0007109	AH023322-RA	Bevul.2G164300.1.p
OG0007110	AH010208-RA	Bevul.4G035300.1.p
OG0007111	AH014004-RA	Bevul.8G171600.1.p
OG0007112	AH011974-RA	Bevul.3G036700.1.p
OG0007113	AH016262-RA	Bevul.2G175600.1.p
OG0007114	AH015356-RA	Bevul.2G017700.3.p, Bevul.2G017700.2.p, Bevul.2G017700.1.p
OG0007117	AH023661-RA	Bevul.1G025000.1.p
OG0007118	AH007305-RA	Bevul.3G022000.1.p
OG0007119	AH000505-RA	Bevul.9G115900.2.p, Bevul.9G115900.1.p
OG0007120	AH009599-RA	Bevul.1G187400.1.p
OG0007121	AH016472-RA, AH022949-RA	Bevul.2G233800.2.p, Bevul.2G233800.1.p
OG0007122	AH003055-RA	Bevul.5G053800.1.p
OG0007123	AH013142-RA	Bevul.7G212500.1.p
OG0007125	AH020320-RA	Bevul.3G182500.1.p
OG0007126	AH023092-RA, AH023093-RA	Bevul.2G242000.1.p, Bevul.2G242200.1.p
OG0007127	AH001032-RA	Bevul.9G009200.1.p
OG0007128	AH009757-RA, AH009760-RA, AH008284-RA, AH009762-RA	Bevul.4G010700.1.p
OG0007129	AH001348-RA	Bevul.9G071100.2.p, Bevul.9G071100.1.p, Bevul.9G071100.5.p, Bevul.9G071100.6.p, Bevul.9G071100.3.p, Bevul.9G071100.7.p, Bevul.9G071100.4.p
OG0007130	AH009877-RA	Bevul.4G020200.1.p
OG0007131	AH018942-RA	Bevul.5G120000.1.p
OG0007132	AH023010-RA	Bevul.2G224600.1.p
OG0007133	AH012910-RA	Bevul.7G076400.1.p
OG0007134	AH004033-RA, AH005536-RA	Bevul.6G078400.1.p
OG0007135	AH012381-RA, AH019553-RA	Bevul.3G072200.1.p
OG0007136	AH008150-RA, AH009946-RA	Bevul.4G045300.1.p
OG0007137	AH021749-RA	Bevul.7G013600.2.p, Bevul.7G013600.3.p, Bevul.7G013600.1.p
OG0007138	AH023802-RA, AH022548-RA	Bevul.7G204500.1.p
OG0007139	AH020432-RA	Bevul.3G202200.1.p
OG0007141	AH015121-RA	Bevul.9G011700.1.p, Bevul.8G002600.1.p
OG0007142	AH015394-RA	Bevul.2G027400.1.p, Bevul.2G027400.2.p
OG0007143	AH020028-RA, AH020029-RA, AH008951-RA	Bevul.3G115200.1.p
OG0007144	AH012837-RA	Bevul.7G069500.1.p
OG0007145	AH005309-RA	Bevul.6G148500.1.p
OG0007146	AH020828-RA	Bevul.8G189500.1.p
OG0007147	AH002644-RA	Bevul.7G022500.2.p, Bevul.7G022500.4.p, Bevul.7G022500.3.p, Bevul.7G022500.1.p
OG0007149	AH013664-RA	Bevul.7G208000.1.p
OG0007150	AH021636-RA	Bevul.8G029900.1.p
OG0007151	AH021833-RA	Bevul.7G028200.1.p
OG0007152	AH001444-RA	Bevul.9G099700.1.p, Bevul.9G099700.3.p, Bevul.9G099700.4.p, Bevul.9G099700.2.p
OG0007153	AH022529-RA, AH013683-RA	Bevul.7G206500.1.p
OG0007154	AH016623-RA, AH022733-RA	Bevul.2G194400.1.p
OG0007155	AH014831-RA	Bevul.2G209000.4.p, Bevul.2G209000.3.p, Bevul.2G209000.1.p, Bevul.2G209000.2.p
OG0007156	AH023478-RA	Bevul.2G101700.1.p, Bevul.2G101700.3.p, Bevul.2G101700.2.p, Bevul.2G101700.4.p
OG0007157	AH023185-RA	Bevul.2G183100.1.p
OG0007158	AH001319-RA	Bevul.9G055200.2.p, Bevul.9G055200.4.p, Bevul.9G055200.1.p, Bevul.9G055200.3.p
OG0007159	AH000160-RA	Bevul.2G251500.1.p, Bevul.4G177800.1.p
OG0007160	AH000436-RA	Bevul.9G060900.1.p
OG0007161	AH019601-RA, AH012109-RA	Bevul.3G093700.1.p
OG0007162	AH023622-RA	Bevul.5G034800.1.p
OG0007162	AH003980-RA	Bevul.2G123400.1.p
OG0007163	AH015930-RA	Bevul.2G113500.1.p, Bevul.2G113500.2.p
OG0007164	AH000182-RA	Bevul.9G048400.2.p, Bevul.9G048400.1.p, Bevul.9G048400.3.p
OG0007165	AH001146-RA	Bevul.9G019500.1.p, Bevul.9G019500.3.p, Bevul.9G019500.2.p
OG0007166	AH000029-RA	Bevul.9G011800.2.p, Bevul.9G011800.1.p
OG0007167	AH007842-RA	Bevul.4G120000.1.p
OG0007168	AH006959-RA	Bevul.1G108200.1.p
OG0007169	AH012474-RA	Bevul.7G007500.2.p, Bevul.7G007500.1.p
OG0007171	AH023166-RA	Bevul.2G186400.1.p, Bevul.2G186600.3.p, Bevul.2G186600.1.p, Bevul.2G186600.4.p, Bevul.2G186600.2.p
OG0007172	AH010303-RA	Bevul.4G083000.1.p
OG0007174	AH018927-RA	Bevul.5G118200.1.p
OG0007175	AH020436-RA	Bevul.3G210800.1.p
OG0007176	AH009903-RA	Bevul.4G026900.1.p, Bevul.4G027400.1.p, Bevul.4G027300.1.p
OG0007177	AH002393-RA	Bevul.9G210900.1.p
OG0007178	AH000667-RA	Bevul.9G223700.2.p, Bevul.9G223700.1.p
OG0007179	AH006849-RA, AH020334-RA	Bevul.3G184600.1.p
OG0007180	AH021969-RA, AH012789-RA	Bevul.7G061500.1.p
OG0007181	AH021860-RA	Bevul.7G038600.1.p, Bevul.7G038600.2.p
OG0007182	AH009775-RA	Bevul.4G008200.1.p
OG0007183	AH007988-RA	Bevul.4G081200.1.p
OG0007184	AH015371-RA	Bevul.2G022100.1.p, Bevul.2G022100.2.p
OG0007185	AH013177-RA, AH021756-RA, AH012523-RA	Bevul.7G014800.1.p
OG0007187	AH000119-RA	Bevul.9G036600.1.p
OG0007188	AH021438-RA, AH014881-RA	Bevul.8G038900.1.p
OG0007189	AH021203-RA	Bevul.3G120100.1.p
OG0007190	AH018656-RA	Bevul.5G032300.1.p
OG0007191	AH022649-RA, AH013895-RA	Bevul.7G187300.1.p
OG0007192	AH015217-RA	Bevul.2G102700.1.p
OG0007193	AH015168-RA	Bevul.8G063100.1.p
OG0007194	AH015703-RA	Bevul.2G046200.1.p, Bevul.2G046200.2.p
OG0007195	AH021711-RA, AH012448-RA	Bevul.7G004700.1.p
OG0007196	AH006426-RA	Bevul.4G026800.1.p, Bevul.4G026700.1.p
OG0007197	AH021261-RA	Bevul.8G098900.1.p
OG0007198	AH008790-RA	Bevul.1G094600.1.p
OG0007199	AH011327-RA	Bevul.5G016500.1.p
OG0007200	AH003198-RA, AH018590-RA	Bevul.5G003200.1.p
OG0007201	AH013074-RA	Bevul.2G065200.1.p
OG0007202	AH000117-RA	Bevul.9G036800.1.p, Bevul.9G036800.2.p
OG0007203	AH017090-RA	Bevul.2G122300.1.p
OG0007203	AH015998-RA	Bevul.2G122300.2.p
OG0007204	AH001006-RA	Bevul.9G001800.1.p
OG0007205	AH000267-RA	Bevul.2G066000.1.p
OG0007206	AH017938-RA, AH002516-RA	Bevul.5G219000.1.p
OG0007208	AH016938-RA	Bevul.1G053000.1.p
OG0007209	AH000675-RA, AH000647-RA	Bevul.9G222800.1.p
OG0007210	AH011972-RA	Bevul.3G036500.1.p
OG0007211	AH000558-RA, AH001832-RA	Bevul.9G173000.1.p
OG0007212	AH017238-RA, AH006960-RA	Bevul.5G155500.1.p
OG0007213	AH012797-RA	Bevul.7G064200.1.p, Bevul.7G064200.2.p, Bevul.7G064200.5.p, Bevul.7G064200.4.p, Bevul.7G064200.3.p
OG0007214	AH008326-RA	Bevul.1G017300.1.p
OG0007215	AH003021-RA	Bevul.5G152900.1.p
OG0007216	AH003322-RA	Bevul.4G191500.1.p
OG0007217	AH007321-RA	Bevul.3G043700.1.p, Bevul.3G018400.1.p
OG0007218	AH003729-RA	Bevul.4G042600.1.p
OG0007219	AH007104-RA	Bevul.7G063600.5.p, Bevul.7G063600.1.p, Bevul.7G063600.2.p, Bevul.7G063600.3.p, Bevul.7G063600.4.p
OG0007220	AH019808-RA	Bevul.3G062900.1.p
OG0007221	AH006756-RA	Bevul.3G196800.1.p
OG0007224	AH005155-RA, AH004520-RA	Bevul.6G210400.1.p
OG0007225	AH007617-RA	Bevul.4G200100.1.p
OG0007226	AH006099-RA, AH006098-RA, AH005588-RA, AH005589-RA	Bevul.6G087500.1.p
OG0007227	AH015785-RA	Bevul.2G062300.1.p, Bevul.2G062300.2.p
OG0007228	AH005284-RA	Bevul.5G131100.1.p
OG0007229	AH004479-RA	Bevul.6G171700.1.p
OG0007230	AH008452-RA	Bevul.1G079500.1.p, Bevul.1G079400.1.p
OG0007232	AH022161-RA, AH012882-RA	Bevul.7G080400.1.p, Bevul.7G080400.2.p
OG0007233	AH005256-RA	Bevul.6G216300.1.p
OG0007234	AH005211-RA	Bevul.6G202900.1.p
OG0007235	AH006269-RA	Bevul.3G091400.1.p
OG0007236	AH004966-RA	Bevul.6G222800.1.p
OG0007237	AH002589-RA	Bevul.5G235700.1.p
OG0007238	AH001595-RA	Bevul.9G150800.1.p
OG0007238	AH005978-RA	Bevul.6G076700.1.p
OG0007239	AH005315-RA	Bevul.6G149200.1.p
OG0007240	AH014771-RA	Bevul.9G083200.1.p
OG0007241	AH016787-RA, AH023707-RA	Bevul.1G029600.1.p
OG0007242	AH004870-RA	Bevul.6G174100.1.p, Bevul.6G173600.1.p
OG0007243	AH011447-RA	Bevul.5G080200.1.p
OG0007244	AH007088-RA	Bevul.3G139400.1.p, Bevul.7G179700.1.p
OG0007245	AH020186-RA, AH007009-RA	Bevul.3G164800.1.p
OG0007246	AH017919-RA	Bevul.5G220800.1.p
OG0007247	AH005489-RA	Bevul.4G107900.1.p, Bevul.6G137000.1.p
OG0007248	AH005308-RA	Bevul.9G072900.1.p, Bevul.6G148100.1.p, Bevul.9G072900.3.p, Bevul.9G072900.2.p, Bevul.9G072900.8.p, Bevul.9G072900.6.p, Bevul.9G072900.4.p, Bevul.9G072900.5.p, Bevul.9G072900.7.p
OG0007249	AH013568-RA, AH022378-RA	Bevul.7G141000.1.p
OG0007250	AH007566-RA	Bevul.4G159800.1.p
OG0007251	AH008483-RA	Bevul.1G139500.1.p
