Orthogroup	P_amilis.proteins	B_vulgaris.proteins
OG0005606	FUN_030886-T1	Bevul.8G140200.1.p
OG0005607	FUN_021089-T1	Bevul.2G019700.1.p
OG0005608	FUN_053307-T1	Bevul.8G124600.1.p
OG0005609	FUN_032084-T1	Bevul.9G208600.2.p, Bevul.9G208600.1.p
OG0005609	FUN_001823-T1, FUN_026693-T1	Bevul.2G007800.1.p
OG0005610	FUN_026122-T1	Bevul.8G172500.1.p
OG0005611	FUN_026989-T1, FUN_047350-T1	Bevul.1G069700.1.p, Bevul.4G238000.1.p, Bevul.4G236900.1.p
OG0005613	FUN_039771-T2, FUN_039771-T1	Bevul.1G036800.1.p
OG0005614	FUN_018041-T1, FUN_041929-T1	Bevul.5G050800.1.p
OG0005615	FUN_047856-T1, FUN_047856-T2	Bevul.1G149700.1.p
OG0005616	FUN_015536-T2, FUN_015536-T1	Bevul.9G058800.1.p, Bevul.9G058800.2.p
OG0005617	FUN_012851-T1, FUN_012851-T2	Bevul.3G016800.1.p
OG0005618	FUN_046443-T1	Bevul.4G002800.1.p
OG0005619	FUN_027557-T1, FUN_027557-T2	Bevul.9G020600.1.p, Bevul.9G020700.1.p
OG0005620	FUN_049340-T1	Bevul.7G215200.1.p
OG0005621	FUN_033959-T1, FUN_004415-T1	Bevul.3G213500.1.p
OG0005622	FUN_011567-T1	Bevul.7G040100.1.p
OG0005623	FUN_001654-T1	Bevul.8G095700.1.p
OG0005624	FUN_014306-T1	Bevul.3G132500.1.p
OG0005625	FUN_004065-T2, FUN_004065-T4, FUN_004065-T3, FUN_004065-T1	Bevul.7G003800.1.p
OG0005626	FUN_040261-T2, FUN_040261-T1	Bevul.5G133500.1.p
OG0005627	FUN_013128-T1	Bevul.8G168000.1.p
OG0005628	FUN_014148-T1, FUN_000762-T1, FUN_024150-T1, FUN_015492-T1	Bevul.8G128300.1.p
OG0005629	FUN_030032-T4, FUN_030032-T1, FUN_030032-T2	Bevul.2G232600.1.p
OG0005630	FUN_020277-T2, FUN_020277-T1, FUN_038972-T1	Bevul.7G017200.1.p
OG0005631	FUN_028667-T2, FUN_028667-T3, FUN_028667-T4, FUN_028667-T1	Bevul.9G035800.1.p
OG0005631	FUN_046363-T1	Bevul.4G007100.1.p
OG0005632	FUN_008647-T1	Bevul.8G002800.1.p
OG0005633	FUN_006662-T1	Bevul.7G190400.1.p
OG0005634	FUN_027293-T1, FUN_027293-T2	Bevul.9G049300.1.p
OG0005635	FUN_041417-T1, FUN_042456-T1	Bevul.3G118200.1.p
OG0005636	FUN_003986-T2, FUN_003986-T1	Bevul.7G011300.1.p
OG0005637	FUN_007517-T1	Bevul.9G172500.1.p
OG0005638	FUN_035721-T1, FUN_033758-T1, FUN_033758-T4	Bevul.4G247700.1.p
OG0005639	FUN_049070-T2	Bevul.7G194800.1.p, Bevul.7G194900.1.p
OG0005640	FUN_035771-T1	Bevul.8G045000.1.p
OG0005641	FUN_028144-T1, FUN_028144-T2	Bevul.9G071200.1.p
OG0005642	FUN_008189-T1	Bevul.5G130700.1.p
OG0005643	FUN_027914-T1	Bevul.5G132700.1.p
OG0005644	FUN_039291-T1, FUN_039291-T2, FUN_039291-T3	Bevul.9G187700.3.p, Bevul.9G187700.2.p, Bevul.9G187700.1.p
OG0005645	FUN_004552-T1	Bevul.1G019500.1.p, Bevul.3G156600.1.p
OG0005646	FUN_036490-T1	Bevul.4G241300.1.p
OG0005647	FUN_025035-T1	Bevul.7G132100.1.p
OG0005648	FUN_042790-T2, FUN_042790-T1, FUN_042790-T3	Bevul.7G067900.1.p
OG0005649	FUN_030124-T1	Bevul.2G226800.1.p
OG0005650	FUN_049957-T1	Bevul.7G230100.1.p
OG0005651	FUN_019100-T2, FUN_019100-T3, FUN_019100-T1	Bevul.2G244000.1.p
OG0005651	FUN_008800-T1	Bevul.3G033400.1.p
OG0005652	FUN_036738-T1	Bevul.8G017800.1.p
OG0005653	FUN_018167-T1	Bevul.2G125200.1.p
OG0005654	FUN_032649-T1, FUN_032649-T2	Bevul.4G064000.1.p
OG0005655	FUN_002078-T2, FUN_002078-T3, FUN_002078-T1	Bevul.4G098900.1.p
OG0005656	FUN_019109-T2, FUN_019109-T1, FUN_030337-T3, FUN_030337-T2, FUN_030337-T1	Bevul.2G243100.1.p
OG0005657	FUN_017486-T1	Bevul.4G107400.1.p
OG0005659	FUN_042568-T1	Bevul.4G011200.1.p
OG0005660	FUN_045820-T2, FUN_045820-T1	Bevul.4G053500.1.p
OG0005661	FUN_052624-T1, FUN_052624-T4, FUN_052624-T2, FUN_052624-T3	Bevul.4G220100.1.p
OG0005662	FUN_036414-T1	Bevul.4G234300.1.p
OG0005663	FUN_036282-T1	Bevul.4G217700.1.p
OG0005664	FUN_035698-T1	Bevul.4G246000.1.p
OG0005665	FUN_027475-T1	Bevul.9G040200.1.p
OG0005667	FUN_050316-T1	Bevul.7G141700.1.p
OG0005667	FUN_001774-T1	Bevul.9G000500.1.p
OG0005668	FUN_016727-T1	Bevul.2G205400.1.p
OG0005669	FUN_045502-T1, FUN_011194-T1	Bevul.5G177600.1.p
OG0005670	FUN_046158-T1, FUN_046159-T1	Bevul.4G022800.1.p
OG0005670	FUN_012955-T1	Bevul.6G153900.1.p
OG0005671	FUN_047615-T1	Bevul.4G087200.1.p
OG0005673	FUN_027553-T2, FUN_027553-T3, FUN_027553-T1	Bevul.2G191600.1.p
OG0005674	FUN_046154-T1	Bevul.4G025100.1.p
OG0005674	FUN_016797-T1, FUN_016797-T2	Bevul.2G202500.1.p
OG0005675	FUN_008591-T1	Bevul.8G010300.1.p
OG0005676	FUN_004472-T1	Bevul.3G205700.1.p
OG0005677	FUN_010916-T1, FUN_010916-T2	Bevul.2G075200.1.p
OG0005678	FUN_036202-T1	Bevul.4G211600.1.p
OG0005679	FUN_052803-T2, FUN_052803-T1	Bevul.6G006600.1.p
OG0005679	FUN_047201-T1, FUN_051737-T1	Bevul.9G237400.1.p
OG0005680	FUN_032090-T1, FUN_032090-T2	Bevul.6G175600.1.p
OG0005681	FUN_013121-T1	Bevul.6G013100.1.p
OG0005682	FUN_017490-T1	Bevul.9G122000.1.p
OG0005683	FUN_036945-T1	Bevul.9G036400.2.p, Bevul.9G036400.1.p
OG0005684	FUN_029044-T2, FUN_029044-T1	Bevul.2G080200.1.p
OG0005685	FUN_001492-T2, FUN_001492-T1	Bevul.1G054600.1.p
OG0005686	FUN_009359-T1	Bevul.6G157900.1.p
OG0005687	FUN_036671-T4, FUN_036671-T1, FUN_036671-T2, FUN_036671-T3	Bevul.9G139400.1.p
OG0005688	FUN_020391-T1, FUN_020391-T2	Bevul.6G165100.1.p
OG0005689	FUN_030683-T1, FUN_009477-T1	Bevul.6G020100.1.p
OG0005690	FUN_022070-T1	Bevul.3G079000.1.p
OG0005691	FUN_051355-T1, FUN_015168-T1, FUN_015168-T2	Bevul.3G011900.1.p
OG0005692	FUN_016204-T1, FUN_016211-T1	Bevul.1G197000.1.p
OG0005692	FUN_036624-T1, FUN_016210-T1	Bevul.4G043500.1.p
OG0005693	FUN_025365-T4, FUN_025365-T2, FUN_025365-T3, FUN_025365-T1	Bevul.6G214200.1.p
OG0005694	FUN_003872-T1, FUN_003872-T2, FUN_003872-T4, FUN_003872-T3	Bevul.6G223200.1.p
OG0005695	FUN_044206-T1, FUN_038638-T1, FUN_038638-T2, FUN_038638-T3, FUN_038638-T5, FUN_038638-T4	Bevul.1G169000.1.p
OG0005696	FUN_037411-T2, FUN_037411-T1	Bevul.1G189700.1.p
OG0005697	FUN_002474-T1	Bevul.4G147300.1.p
OG0005698	FUN_030731-T1	Bevul.2G044200.1.p, Bevul.2G044200.2.p, Bevul.2G044200.3.p
OG0005699	FUN_010556-T1	Bevul.5G232600.1.p
OG0005699	FUN_014495-T1	Bevul.7G099700.1.p
OG0005700	FUN_031950-T1	Bevul.6G211300.1.p
OG0005700	FUN_042087-T1	Bevul.5G112200.1.p
OG0005701	FUN_027040-T1	Bevul.6G037600.1.p
OG0005702	FUN_030014-T1	Bevul.2G233600.1.p
OG0005703	FUN_017465-T1, FUN_017465-T2, FUN_041492-T1, FUN_041492-T2	Bevul.5G085400.1.p
OG0005704	FUN_033134-T4, FUN_033134-T1, FUN_033134-T2	Bevul.3G162100.1.p
OG0005705	FUN_041209-T2, FUN_041209-T1	Bevul.5G062400.1.p
OG0005706	FUN_037896-T1	Bevul.1G214900.1.p
OG0005707	FUN_035841-T1, FUN_033901-T1	Bevul.5G155900.1.p
OG0005709	FUN_004366-T1	Bevul.6G054900.1.p
OG0005710	FUN_031706-T1	Bevul.9G015100.1.p
OG0005710	FUN_004877-T2, FUN_004877-T1, FUN_004876-T1	Bevul.6G167900.1.p, Bevul.6G167200.1.p
OG0005711	FUN_031902-T1	Bevul.6G207700.1.p
OG0005712	FUN_048216-T1, FUN_037514-T1	Bevul.1G196100.1.p
OG0005712	FUN_026077-T1, FUN_013624-T1	Bevul.3G033500.1.p
OG0005713	FUN_004215-T1	Bevul.6G105100.1.p
OG0005714	FUN_002428-T1, FUN_002428-T2	Bevul.4G151100.1.p
OG0005715	FUN_025580-T1, FUN_025580-T2	Bevul.6G028400.1.p
OG0005716	FUN_047083-T2, FUN_047083-T1, FUN_011315-T1	Bevul.5G165900.1.p
OG0005717	FUN_007557-T1	Bevul.1G049400.1.p
OG0005718	FUN_017008-T2, FUN_017008-T1, FUN_017008-T3, FUN_029592-T1, FUN_029592-T2	Bevul.6G069600.1.p
OG0005719	FUN_018271-T1, FUN_041097-T1	Bevul.5G020600.1.p
OG0005720	FUN_027882-T1	Bevul.3G125900.1.p, Bevul.8G027300.1.p
OG0005721	FUN_025735-T1, FUN_025735-T2	Bevul.1G029800.1.p
OG0005722	FUN_024635-T1, FUN_024636-T1, FUN_024634-T1	Bevul.4G220800.1.p
OG0005723	FUN_002221-T1	Bevul.6G151800.1.p
OG0005724	FUN_024921-T3, FUN_024921-T4, FUN_024921-T2, FUN_024921-T1, FUN_043664-T2, FUN_043664-T1	Bevul.7G115700.1.p
OG0005725	FUN_027458-T2, FUN_027458-T1	Bevul.9G051800.1.p
OG0005726	FUN_019215-T2, FUN_019215-T1	Bevul.6G002100.1.p
OG0005727	FUN_017985-T1, FUN_017985-T2	Bevul.5G047600.1.p
OG0005728	FUN_007555-T1, FUN_007554-T1, FUN_007554-T2	Bevul.3G161300.1.p
OG0005729	FUN_003942-T1, FUN_003942-T2, FUN_003942-T3	Bevul.6G084500.1.p
OG0005730	FUN_040035-T1	Bevul.5G069000.1.p
OG0005731	FUN_038026-T1	Bevul.1G109700.1.p
OG0005732	FUN_003054-T1	Bevul.3G060200.1.p
OG0005733	FUN_002261-T2, FUN_002261-T1	Bevul.9G171200.3.p, Bevul.9G171200.1.p, Bevul.9G171200.2.p
OG0005734	FUN_036909-T3, FUN_036909-T1, FUN_036909-T2	Bevul.1G137300.1.p
OG0005735	FUN_042673-T1	Bevul.1G006700.1.p
OG0005736	FUN_011583-T1, FUN_050825-T1	Bevul.5G241800.1.p
OG0005737	FUN_025636-T1	Bevul.4G173100.1.p
OG0005738	FUN_024832-T1, FUN_024832-T4, FUN_024832-T3, FUN_024832-T2	Bevul.7G109900.1.p
OG0005739	FUN_040777-T1	Bevul.5G034000.1.p
OG0005740	FUN_036056-T1, FUN_052384-T1	Bevul.4G169300.1.p
OG0005742	FUN_004153-T1	Bevul.2G168500.1.p
OG0005743	FUN_025875-T1, FUN_023381-T1, FUN_032586-T1	Bevul.6G234700.1.p
OG0005744	FUN_053176-T1	Bevul.2G198700.1.p, Bevul.2G198700.2.p
OG0005745	FUN_025408-T1	Bevul.2G199300.1.p
OG0005746	FUN_032159-T1, FUN_032161-T1, FUN_009289-T1	Bevul.6G186900.1.p
OG0005747	FUN_017639-T1, FUN_017639-T2	Bevul.5G093300.1.p
OG0005748	FUN_045446-T1	Bevul.3G125400.1.p
OG0005749	FUN_049490-T3, FUN_049490-T2, FUN_049490-T1	Bevul.1G145100.1.p
OG0005750	FUN_009159-T1	Bevul.6G185700.1.p
OG0005751	FUN_023019-T1, FUN_023019-T4, FUN_023019-T3, FUN_023019-T2	Bevul.6G244400.1.p
OG0005752	FUN_049515-T1	Bevul.1G144000.1.p
OG0005753	FUN_041471-T1, FUN_017433-T1	Bevul.5G084500.1.p
OG0005754	FUN_011830-T1	Bevul.4G098500.1.p
OG0005755	FUN_034146-T1	Bevul.9G008400.1.p
OG0005756	FUN_009163-T1, FUN_032320-T1	Bevul.6G185400.1.p
OG0005757	FUN_029942-T1	Bevul.2G217500.1.p
OG0005757	FUN_033670-T1	Bevul.6G120500.1.p
OG0005758	FUN_026988-T1	Bevul.5G124900.1.p
OG0005759	FUN_017927-T1	Bevul.5G106200.1.p
OG0005760	FUN_047559-T2, FUN_047559-T1	Bevul.5G191900.1.p
OG0005761	FUN_025482-T1	Bevul.2G074500.1.p
OG0005761	FUN_045505-T1	Bevul.5G177200.1.p
OG0005762	FUN_033831-T1, FUN_023525-T1	Bevul.6G078100.1.p
OG0005763	FUN_022465-T1	Bevul.4G120800.1.p, Bevul.3G192800.1.p
OG0005764	FUN_011464-T2, FUN_011464-T1, FUN_011464-T3	Bevul.5G153000.1.p
OG0005765	FUN_033607-T1	Bevul.6G123500.1.p
OG0005766	FUN_032434-T1, FUN_023096-T2, FUN_023096-T1	Bevul.6G243000.1.p
OG0005767	FUN_045510-T1	Bevul.5G176800.1.p
OG0005767	FUN_011209-T1	Bevul.5G176600.1.p
OG0005768	FUN_012745-T1	Bevul.3G093300.1.p
OG0005769	FUN_045355-T3, FUN_045355-T2, FUN_045355-T1	Bevul.5G183800.1.p
OG0005771	FUN_046850-T3, FUN_046850-T2, FUN_046850-T1	Bevul.5G147400.1.p
OG0005772	FUN_047557-T1	Bevul.5G192100.1.p
OG0005773	FUN_034148-T3, FUN_034148-T2, FUN_034148-T1	Bevul.9G008900.1.p, Bevul.9G008900.2.p, Bevul.9G008900.3.p
OG0005774	FUN_033305-T1	Bevul.6G142400.1.p
OG0005775	FUN_047496-T2, FUN_047496-T1	Bevul.5G203500.1.p
OG0005776	FUN_041546-T1	Bevul.5G087700.1.p
OG0005777	FUN_037424-T1, FUN_023383-T1	Bevul.6G234400.1.p
OG0005778	FUN_017374-T1	Bevul.5G079500.1.p
OG0005779	FUN_010938-T1	Bevul.5G205300.1.p
OG0005780	FUN_017283-T1, FUN_041256-T1	Bevul.5G073700.1.p
OG0005781	FUN_011657-T1	Bevul.4G181600.1.p
OG0005782	FUN_047373-T1	Bevul.5G215100.1.p
OG0005783	FUN_009114-T1, FUN_032348-T1	Bevul.6G184000.1.p
OG0005783	FUN_002942-T1	Bevul.2G098200.1.p
OG0005784	FUN_031649-T1	Bevul.2G073800.1.p
OG0005785	FUN_020628-T1	Bevul.6G038900.1.p
OG0005786	FUN_029131-T1	Bevul.2G068300.1.p, Bevul.2G068300.2.p
OG0005787	FUN_031597-T1, FUN_031597-T2, FUN_014730-T2, FUN_014730-T1	Bevul.3G102000.1.p
OG0005788	FUN_023875-T3, FUN_023875-T2, FUN_023875-T1	Bevul.6G125100.1.p
OG0005789	FUN_004541-T1	Bevul.3G202000.1.p
OG0005790	FUN_034141-T1	Bevul.9G007900.3.p, Bevul.9G007900.2.p, Bevul.9G007900.4.p, Bevul.9G007900.1.p
OG0005791	FUN_039485-T1, FUN_039485-T2	Bevul.5G205200.1.p, Bevul.7G149000.1.p, Bevul.5G205100.1.p
OG0005792	FUN_040411-T1	Bevul.8G105000.1.p
OG0005792	FUN_007538-T1	Bevul.4G118500.1.p
OG0005793	FUN_052725-T1	Bevul.9G105400.1.p
OG0005794	FUN_029257-T1	Bevul.2G181800.1.p, Bevul.2G181800.3.p, Bevul.2G181800.2.p
OG0005795	FUN_007856-T2, FUN_007856-T1, FUN_026262-T1	Bevul.8G182200.1.p
OG0005796	FUN_010450-T1, FUN_046806-T1	Bevul.5G144500.1.p
OG0005796	FUN_010448-T1, FUN_010449-T1	Bevul.5G144400.1.p
OG0005797	FUN_034452-T1	Bevul.4G198900.1.p
OG0005797	FUN_010329-T1	Bevul.5G251100.1.p
OG0005798	FUN_011684-T1	Bevul.4G089500.1.p
OG0005799	FUN_049585-T1	Bevul.1G138400.1.p
OG0005824	FUN_044972-T1, FUN_008779-T1	Bevul.3G030800.1.p
OG0005824	FUN_008777-T1	Bevul.3G030600.1.p, Bevul.3G030700.1.p
OG0005825	FUN_014550-T2, FUN_014550-T1, FUN_020771-T1	Bevul.2G193400.1.p, Bevul.2G193400.2.p, Bevul.2G193400.3.p
OG0005826	FUN_036408-T1	Bevul.5G259400.1.p
OG0005827	FUN_045846-T1, FUN_036029-T1, FUN_045845-T1	Bevul.4G171800.1.p
OG0005828	FUN_052761-T1, FUN_052685-T1	Bevul.4G237200.1.p, Bevul.4G238200.1.p
OG0005829	FUN_051425-T1, FUN_051433-T1, FUN_051427-T1, FUN_051429-T1	Bevul.4G155200.1.p, Bevul.4G155100.1.p
OG0005830	FUN_030336-T1, FUN_019110-T1	Bevul.2G242900.1.p, Bevul.2G242900.2.p
OG0005831	FUN_014601-T1, FUN_014601-T3, FUN_014601-T2, FUN_014605-T1	Bevul.7G064500.1.p, Bevul.7G064500.3.p, Bevul.7G064500.2.p
OG0005832	FUN_036186-T1, FUN_052491-T1	Bevul.6G229500.1.p, Bevul.7G221400.1.p, Bevul.4G209100.1.p
OG0005834	FUN_050274-T1, FUN_052989-T1	Bevul.7G147700.1.p
OG0005836	FUN_002258-T1	Bevul.9G171100.1.p
OG0005837	FUN_039065-T1	Bevul.7G026800.1.p, Bevul.7G026600.1.p
OG0005839	FUN_024803-T1	Bevul.7G106300.1.p
OG0005840	FUN_015042-T1, FUN_040508-T1	Bevul.3G004800.1.p
OG0005841	FUN_003453-T1	Bevul.9G202500.2.p, Bevul.9G202500.3.p, Bevul.9G202500.8.p, Bevul.9G202500.5.p, Bevul.9G202500.7.p, Bevul.9G202500.4.p, Bevul.9G202500.6.p, Bevul.9G202500.1.p
OG0005842	FUN_015317-T1	Bevul.5G000200.1.p, Bevul.7G084800.1.p, Bevul.9G071700.1.p, Bevul.5G126600.1.p, Bevul.5G141100.1.p
OG0005843	FUN_052694-T1, FUN_046960-T1, FUN_036374-T2, FUN_036374-T1	Bevul.4G229000.1.p
OG0005844	FUN_039045-T1, FUN_035998-T2, FUN_035998-T1	Bevul.7G025300.1.p
OG0005845	FUN_034692-T2	Bevul.1G016200.1.p
OG0005847	FUN_027404-T1	Bevul.8G138900.1.p
OG0005848	FUN_036231-T1	Bevul.5G015100.1.p
OG0005849	FUN_036178-T1, FUN_052482-T2, FUN_052482-T1	Bevul.4G210000.1.p
OG0005850	FUN_051749-T1	Bevul.9G239100.1.p
OG0005851	FUN_030729-T1, FUN_018884-T1	Bevul.2G038100.1.p
OG0005852	FUN_050846-T3, FUN_050846-T1, FUN_050846-T2, FUN_050846-T4	Bevul.5G241300.1.p
OG0005853	FUN_017906-T1, FUN_041814-T1	Bevul.5G104000.1.p
OG0005854	FUN_036180-T1	Bevul.4G209700.1.p
OG0005855	FUN_015018-T1, FUN_015018-T2	Bevul.3G003100.1.p
OG0005856	FUN_029230-T1, FUN_052338-T1	Bevul.9G070800.1.p, Bevul.3G058600.1.p, Bevul.3G058400.1.p, Bevul.3G058500.1.p
OG0005857	FUN_039824-T1	Bevul.1G216800.1.p
OG0005858	FUN_003465-T1	Bevul.4G128100.1.p
OG0005859	FUN_045675-T1, FUN_045675-T2, FUN_045675-T3, FUN_043234-T1	Bevul.9G141300.1.p, Bevul.9G141300.3.p, Bevul.9G141300.2.p
OG0005860	FUN_031714-T2, FUN_031714-T3, FUN_031714-T1	Bevul.9G013500.2.p, Bevul.9G013500.1.p, Bevul.9G013500.3.p
OG0005861	FUN_041903-T1, FUN_041903-T2	Bevul.5G048700.1.p
OG0005862	FUN_009688-T1, FUN_009688-T2	Bevul.7G202700.1.p
OG0005863	FUN_036324-T1, FUN_036323-T1	Bevul.4G221900.1.p
OG0005865	FUN_041731-T1, FUN_017767-T1	Bevul.5G097600.1.p
OG0005866	FUN_020171-T1	Bevul.6G119000.1.p
OG0005867	FUN_052065-T1	Bevul.9G216600.3.p, Bevul.9G216600.5.p, Bevul.9G216600.1.p, Bevul.9G216600.4.p, Bevul.9G216600.2.p
OG0005868	FUN_012145-T1, FUN_012145-T2, FUN_012145-T3, FUN_012145-T4	Bevul.3G001900.1.p, Bevul.3G004400.1.p
OG0005869	FUN_014235-T1	Bevul.3G129000.1.p
OG0005870	FUN_042913-T1, FUN_012520-T1	Bevul.9G173600.1.p
OG0005871	FUN_014218-T1	Bevul.3G126700.1.p
OG0005872	FUN_050982-T1	Bevul.5G235400.1.p
OG0005873	FUN_001416-T1	Bevul.8G147000.1.p
OG0005874	FUN_030736-T2, FUN_030736-T3, FUN_030736-T1	Bevul.2G038700.3.p, Bevul.2G038700.1.p, Bevul.2G038700.2.p
OG0005875	FUN_020490-T1	Bevul.4G080700.1.p, Bevul.2G073300.1.p
OG0005876	FUN_017975-T1	Bevul.5G047200.1.p
OG0005877	FUN_003463-T1	Bevul.3G235000.1.p
OG0005878	FUN_024574-T1, FUN_024574-T2	Bevul.7G074100.1.p
OG0005879	FUN_015024-T2, FUN_015024-T1, FUN_040353-T1, FUN_040353-T2	Bevul.3G003600.1.p
OG0005880	FUN_036182-T2, FUN_036182-T1, FUN_052487-T1	Bevul.4G209500.1.p
OG0005881	FUN_018728-T2, FUN_018728-T1, FUN_040260-T1	Bevul.5G140300.1.p
OG0005882	FUN_015786-T1	Bevul.9G082200.2.p
OG0005883	FUN_012839-T1, FUN_012839-T2	Bevul.2G188000.1.p
OG0005884	FUN_039579-T1	Bevul.9G000600.4.p, Bevul.9G000600.5.p, Bevul.9G000600.1.p, Bevul.9G000600.2.p, Bevul.9G000600.3.p
OG0005886	FUN_015884-T1, FUN_033205-T1	Bevul.9G114300.1.p
OG0005887	FUN_053092-T2, FUN_053092-T1	Bevul.9G110200.1.p, Bevul.9G110200.5.p, Bevul.9G110200.3.p, Bevul.9G110200.2.p, Bevul.9G110200.4.p
OG0005888	FUN_008035-T1	Bevul.5G052600.1.p
OG0005889	FUN_030443-T2, FUN_030443-T1	Bevul.2G249200.2.p, Bevul.2G249200.1.p
OG0005890	FUN_004982-T1	Bevul.5G251500.1.p
OG0005891	FUN_000811-T1	Bevul.2G117700.2.p, Bevul.2G117700.1.p
OG0005891	FUN_005937-T1, FUN_005937-T2, FUN_052985-T1, FUN_052985-T2	Bevul.2G117300.1.p
OG0005892	FUN_017964-T2, FUN_017964-T1	Bevul.5G045400.1.p
OG0005893	FUN_011973-T1	Bevul.6G007900.1.p
OG0005894	FUN_036017-T2, FUN_036017-T1, FUN_036017-T3, FUN_035724-T1, FUN_036013-T1	Bevul.4G172800.1.p
OG0005895	FUN_047887-T1	Bevul.7G207400.1.p
OG0005896	FUN_000387-T1	Bevul.4G147700.1.p
OG0005897	FUN_001923-T2, FUN_001923-T1	Bevul.8G121800.1.p
OG0005898	FUN_033135-T1, FUN_033135-T2	Bevul.3G002600.1.p, Bevul.5G206600.1.p
OG0005899	FUN_002665-T1	Bevul.4G130400.1.p
OG0005900	FUN_032145-T2, FUN_032145-T1, FUN_009324-T1	Bevul.6G182800.1.p
OG0005901	FUN_014379-T1, FUN_000656-T1	Bevul.3G136600.1.p
OG0005902	FUN_036206-T1, FUN_052515-T2, FUN_052515-T1	Bevul.4G212000.1.p
OG0005903	FUN_000723-T1, FUN_014160-T1	Bevul.3G117800.1.p
OG0005904	FUN_025633-T1	Bevul.1G044400.1.p
OG0005905	FUN_007484-T1, FUN_002281-T1, FUN_002280-T1	Bevul.9G173900.1.p
OG0005907	FUN_042652-T1	Bevul.1G040700.1.p
OG0005908	FUN_050678-T1, FUN_050678-T2, FUN_002180-T1	Bevul.9G162400.3.p, Bevul.9G162400.2.p, Bevul.9G162400.1.p, Bevul.9G162400.4.p, Bevul.9G162300.1.p
OG0005909	FUN_045622-T1	Bevul.9G145700.1.p
OG0005909	FUN_029584-T1	Bevul.6G068600.1.p
OG0005910	FUN_038204-T1	Bevul.1G096400.1.p
OG0005911	FUN_048509-T1, FUN_037943-T1	Bevul.1G218400.1.p
OG0005913	FUN_021127-T1	Bevul.6G061000.1.p
OG0005914	FUN_024487-T2, FUN_024487-T3, FUN_024487-T1	Bevul.1G006800.1.p
OG0005915	FUN_027225-T3, FUN_027225-T1, FUN_027225-T2	Bevul.7G075600.1.p, Bevul.7G075600.3.p, Bevul.7G075600.2.p
OG0005916	FUN_008162-T1	Bevul.6G157400.1.p
OG0005917	FUN_045630-T1, FUN_045630-T2, FUN_051841-T1	Bevul.9G144800.1.p
OG0005918	FUN_001419-T1	Bevul.1G061000.1.p
OG0005919	FUN_052222-T1	Bevul.6G056400.1.p
OG0005920	FUN_037861-T1, FUN_037862-T1	Bevul.1G213500.1.p
OG0005921	FUN_002210-T1, FUN_002210-T4, FUN_002210-T2, FUN_050598-T1	Bevul.9G166500.1.p, Bevul.9G166400.1.p
OG0005922	FUN_002885-T2, FUN_002885-T1	Bevul.2G092000.2.p, Bevul.2G092000.1.p
OG0005923	FUN_005262-T1	Bevul.2G141300.1.p
OG0005923	FUN_027859-T1	Bevul.1G132100.1.p
OG0005924	FUN_037995-T1, FUN_048527-T1	Bevul.1G113400.1.p
OG0005925	FUN_027104-T1, FUN_027103-T1, FUN_027086-T1, FUN_027085-T1, FUN_018128-T1, FUN_027084-T1	Bevul.1G051800.1.p
OG0005926	FUN_031173-T1	Bevul.6G059800.1.p
OG0005926	FUN_052030-T1	Bevul.9G211000.1.p
OG0005927	FUN_020445-T1	Bevul.6G216800.1.p
OG0005927	FUN_008565-T1	Bevul.8G009300.1.p
OG0005928	FUN_042933-T1	Bevul.7G098000.1.p
OG0005929	FUN_046065-T1	Bevul.9G183200.1.p
OG0005930	FUN_004543-T1, FUN_004543-T2	Bevul.3G201500.1.p
OG0005931	FUN_005590-T1, FUN_052127-T1	Bevul.9G222200.1.p
OG0005932	FUN_031282-T1	Bevul.6G089700.1.p
OG0005933	FUN_035233-T1	Bevul.8G055400.1.p
OG0005934	FUN_001338-T1, FUN_026976-T1	Bevul.1G070400.1.p
OG0005936	FUN_001965-T1	Bevul.8G115400.1.p
OG0005937	FUN_036360-T1	Bevul.6G153800.1.p
OG0005938	FUN_009590-T1, FUN_030604-T1	Bevul.6G015500.1.p
OG0005939	FUN_024263-T1	Bevul.1G014900.1.p
OG0005940	FUN_038545-T1	Bevul.1G174600.1.p
OG0005941	FUN_039387-T1	Bevul.7G061000.2.p, Bevul.7G061000.1.p
OG0005942	FUN_046145-T1, FUN_046145-T2, FUN_002410-T1	Bevul.9G124000.1.p
OG0005943	FUN_032251-T1	Bevul.7G019400.1.p
OG0005944	FUN_002066-T3, FUN_002066-T1, FUN_002066-T2	Bevul.3G182300.1.p
OG0005945	FUN_024481-T1	Bevul.1G007300.1.p
OG0005946	FUN_043107-T1	Bevul.1G218600.1.p
OG0005947	FUN_025746-T1	Bevul.1G028100.1.p, Bevul.8G182100.1.p
OG0005949	FUN_047246-T1, FUN_051701-T1	Bevul.9G233300.1.p
OG0005950	FUN_048575-T2, FUN_048575-T1, FUN_048575-T3	Bevul.1G111300.1.p
OG0005951	FUN_022990-T3, FUN_022990-T4, FUN_022990-T1, FUN_022990-T2, FUN_032394-T2, FUN_032394-T1	Bevul.6G245900.1.p
OG0005952	FUN_001611-T1, FUN_001611-T2	Bevul.8G100900.1.p
OG0005953	FUN_007831-T1	Bevul.7G050700.3.p, Bevul.7G050700.2.p, Bevul.7G050700.6.p, Bevul.7G050700.4.p, Bevul.7G050700.5.p, Bevul.7G050700.7.p, Bevul.7G050700.1.p
