Orthogroup	P_amilis.proteins	A_thaliana.proteins
OG0004824	FUN_027550-T1	AT5G60600.5, AT5G60600.3, AT5G60600.4, AT5G60600.1, AT5G60600.2
OG0004825	FUN_035273-T1, FUN_035262-T1, FUN_035262-T2	AT4G21770.2, AT4G21770.1
OG0004826	FUN_021421-T1, FUN_021421-T2	AT3G10390.3, AT3G10390.2, AT3G10390.1, AT3G10390.4
OG0004827	FUN_048857-T1, FUN_048857-T2	AT3G44200.1, AT3G44200.2
OG0004828	FUN_001449-T2, FUN_001449-T1	AT1G06590.1
OG0004830	FUN_049313-T1	AT3G57630.3, AT3G57630.2, AT3G57630.1
OG0004831	FUN_004403-T1	AT2G40860.2, AT2G40860.3, AT2G40860.1, AT2G40860.4
OG0004832	FUN_003957-T1, FUN_020290-T1	AT5G01700.1, AT5G01700.2
OG0004833	FUN_013115-T1	AT3G46450.2, AT3G46450.3, AT3G46450.1
OG0004834	FUN_005938-T1	AT1G79250.3, AT1G79250.4, AT1G79250.1, AT1G79250.2, AT1G16440.1, AT3G12690.2, AT3G12690.3, AT3G12690.1
OG0004835	FUN_047619-T1	AT1G78530.1, AT1G78530.2
OG0004836	FUN_046402-T2, FUN_046402-T1	AT5G55970.2, AT5G55970.3, AT5G55970.1, AT4G26580.1, AT4G26580.2
OG0004837	FUN_030942-T1, FUN_030940-T1, FUN_030941-T1, FUN_030940-T2	AT3G10850.1
OG0004840	FUN_003692-T1	AT1G37010.1, AT5G06680.1
OG0004841	FUN_035291-T1, FUN_012461-T1	AT1G61290.1, AT1G61290.2, AT1G11250.1
OG0004841	FUN_046865-T1	AT4G03330.1
OG0004842	FUN_049907-T2, FUN_049907-T1, FUN_045986-T1, FUN_045986-T2, FUN_045986-T3	AT5G54870.2, AT5G54870.1, AT4G27020.1
OG0004843	FUN_014594-T1	AT5G02770.1
OG0004844	FUN_000965-T1	AT2G39420.1, AT2G39410.2, AT2G39410.1, AT3G55180.1, AT2G39400.2, AT2G39400.1, AT3G55190.1
OG0004846	FUN_030045-T4, FUN_030045-T3, FUN_030045-T2, FUN_030045-T1	AT3G55480.1, AT3G55480.2
OG0004847	FUN_000983-T1	AT3G55270.1
OG0004848	FUN_035808-T1	AT2G34200.2, AT2G34200.1
OG0004849	FUN_015171-T1	AT1G50920.1
OG0004850	FUN_027013-T1	AT4G28260.2, AT4G28260.1
OG0004851	FUN_033424-T1	AT5G16850.1, AT5G16850.2
OG0004852	FUN_035001-T1	AT5G45740.1
OG0004853	FUN_040482-T1	AT5G02850.1
OG0004854	FUN_018849-T7, FUN_018849-T4, FUN_018849-T2, FUN_018849-T5, FUN_018849-T3, FUN_018849-T1, FUN_018849-T6	AT3G07940.2, AT3G07940.1
OG0004856	FUN_003974-T1, FUN_019021-T1	AT5G05350.1, AT3G10980.1
OG0004857	FUN_006643-T1	AT5G01260.3, AT5G01260.1, AT5G01260.2
OG0004858	FUN_032990-T1	AT2G42070.2, AT2G42070.1
OG0004859	FUN_026942-T1	AT5G40390.1
OG0004860	FUN_046511-T1	AT1G55620.1, AT1G55620.2
OG0004861	FUN_031847-T1	AT2G33550.1
OG0004862	FUN_041847-T1	AT2G35620.3, AT2G35620.1, AT2G35620.2, AT2G35620.4, AT1G31420.3, AT1G31420.1, AT1G31420.2
OG0004863	FUN_005703-T1	AT1G54385.1, AT1G54385.2, AT1G54385.3
OG0004864	FUN_031629-T1	AT5G17910.3, AT5G17910.1, AT5G17910.2
OG0004865	FUN_012083-T1	AT3G20720.1, AT3G20720.2
OG0004866	FUN_027897-T2, FUN_027897-T1, FUN_027826-T1	AT4G05160.1
OG0004867	FUN_042759-T2, FUN_042759-T1	AT4G20070.1, AT4G20070.2
OG0004868	FUN_029301-T1, FUN_018996-T1	AT2G40475.1, AT5G01790.1, AT1G06930.1
OG0004869	FUN_012385-T1, FUN_035217-T1	AT3G20395.1
OG0004870	FUN_002625-T1, FUN_035685-T1	AT3G04700.1, AT5G28690.1, AT5G28690.2, AT5G28690.3, AT1G08790.1
OG0004872	FUN_030122-T1, FUN_010051-T1	AT2G39760.1, AT2G39760.2, AT2G39760.4, AT2G39760.3
OG0004874	FUN_020454-T3, FUN_020454-T2, FUN_020454-T4, FUN_020454-T1	AT3G26730.8, AT3G26730.1, AT3G26730.7, AT3G26730.6, AT3G26730.5, AT3G26730.3, AT3G26730.2, AT3G26730.4
OG0004875	FUN_037703-T2, FUN_037703-T4, FUN_037703-T3, FUN_037703-T1	AT1G22620.1
OG0004877	FUN_050229-T1, FUN_050229-T2	AT1G51540.1
OG0004877	FUN_025184-T1	AT3G27220.1
OG0004878	FUN_035951-T4, FUN_035951-T1, FUN_035951-T3, FUN_035951-T2	AT5G63920.1
OG0004879	FUN_011457-T1	AT3G48530.1
OG0004880	FUN_048484-T2, FUN_048484-T1, FUN_037922-T1	AT1G77740.2, AT1G77740.1, AT1G21980.1
OG0004881	FUN_031998-T1, FUN_031998-T2	AT1G67720.1
OG0004882	FUN_031832-T1, FUN_031832-T2	AT1G67320.1, AT1G67320.3, AT1G67320.2
OG0004883	FUN_025352-T1	AT1G67590.1, AT1G67590.2
OG0004884	FUN_034785-T1, FUN_050292-T1	AT1G48195.1, AT3G48440.1, AT5G63260.1, AT5G63260.2
OG0004885	FUN_021714-T1	AT3G50960.1, AT3G50960.2, AT5G66410.1
OG0004886	FUN_022416-T1, FUN_022414-T1	AT5G64520.5, AT5G64520.4, AT5G64520.1, AT5G64520.6, AT5G64520.10, AT5G64520.9, AT5G64520.3, AT5G64520.2, AT5G64520.11, AT5G64520.7, AT5G64520.8
OG0004887	FUN_008978-T1, FUN_013709-T1	AT5G24120.1, AT5G24120.2, AT5G24120.3
OG0004888	FUN_029638-T1, FUN_029638-T2	AT2G22240.3
OG0004889	FUN_045672-T1, FUN_051882-T1	AT2G21140.1, AT4G38770.1
OG0004890	FUN_045060-T1, FUN_043842-T1	AT1G64720.1
OG0004891	FUN_020242-T1	AT4G15630.1, AT4G15620.1
OG0004892	FUN_049923-T1	AT3G49601.1
OG0004893	FUN_024662-T3, FUN_024662-T2, FUN_024662-T1	AT4G03115.3, AT4G03115.2, AT4G03115.4, AT4G03115.1, AT4G03115.6, AT4G03115.5
OG0004894	FUN_046696-T1	AT3G14930.1, AT3G14930.2, AT3G14930.3
OG0004895	FUN_014111-T1	AT5G40770.1, AT3G27280.2, AT3G27280.1
OG0004896	FUN_025009-T1, FUN_030373-T1, FUN_053247-T2, FUN_053247-T1	AT1G05460.2, AT1G05460.1
OG0004897	FUN_011329-T2, FUN_011329-T1, FUN_011329-T3	AT5G07300.1, AT5G61900.3, AT5G61900.1
OG0004898	FUN_000806-T2, FUN_000806-T3, FUN_000806-T1	AT3G59780.1
OG0004899	FUN_024872-T1, FUN_024872-T2, FUN_024872-T3, FUN_024873-T1	AT2G20340.1, AT2G20340.2, AT4G28680.2, AT4G28680.1, AT4G28680.3
OG0004900	FUN_041701-T2, FUN_041701-T1	AT1G57765.2, AT1G57765.1, AT1G09645.1
OG0004902	FUN_018174-T1, FUN_041035-T1	AT1G64060.1
OG0004903	FUN_030445-T1	AT3G49630.2, AT3G49630.3, AT3G49630.1, AT3G49620.1, AT3G50210.4, AT3G50210.1, AT3G50210.3, AT3G50210.2
OG0004904	FUN_043693-T3, FUN_043693-T2, FUN_043693-T1, FUN_043693-T4	AT1G04120.2, AT1G04120.3, AT1G04120.1
OG0004905	FUN_045107-T2, FUN_045107-T3, FUN_045107-T1, FUN_043930-T1	AT1G31230.1, AT4G19710.1, AT4G19710.2
OG0004906	FUN_031872-T2, FUN_031872-T1	AT1G27385.1, AT1G27385.4, AT1G27385.3, AT1G27385.2
OG0004907	FUN_020750-T1, FUN_012592-T1, FUN_031866-T1	AT1G67330.1, AT1G27930.1
OG0004908	FUN_026934-T1, FUN_001170-T1	AT3G26420.1
OG0004909	FUN_048247-T1, FUN_037552-T1, FUN_037552-T2	AT4G00850.2, AT4G00850.1, AT1G01160.1, AT1G01160.2
OG0004910	FUN_025281-T1, FUN_031835-T1	AT1G24260.2, AT1G24260.3, AT1G24260.1
OG0004911	FUN_044207-T3, FUN_044207-T1, FUN_044207-T2, FUN_026266-T1	AT5G41820.1, AT5G41820.2, AT4G24490.2, AT4G24490.1
OG0004912	FUN_045354-T1, FUN_045352-T1, FUN_041206-T1	AT1G04270.2, AT1G04270.1, AT5G09510.1, AT5G09500.1
OG0004914	FUN_042884-T1, FUN_042883-T1	AT4G02560.1, AT4G02560.2
OG0004915	FUN_019279-T1	AT4G17420.1, AT4G17420.2, AT4G17420.3, AT5G47420.1
OG0004916	FUN_005275-T1, FUN_048650-T1	AT1G34580.1, AT1G34580.2
OG0004917	FUN_025293-T2	AT1G27310.1
OG0004917	FUN_025293-T1	AT1G27970.1, AT1G27970.2
OG0004918	FUN_032627-T1	AT1G29320.1, AT1G29320.2
OG0004919	FUN_018380-T1	AT4G23960.2, AT4G23960.1
OG0004920	FUN_045174-T1, FUN_043966-T2, FUN_043966-T1	AT5G23450.4, AT5G23450.5, AT5G23450.3, AT5G23450.2, AT5G23450.1
OG0004921	FUN_028597-T1, FUN_039854-T1	AT1G05850.2, AT1G05850.1, AT3G16920.2, AT3G16920.1
OG0004922	FUN_031964-T1, FUN_025353-T1	AT1G24350.4, AT1G24350.2, AT1G24350.5, AT1G24350.1, AT1G24350.3, AT1G67600.1
OG0004923	FUN_038936-T2, FUN_038936-T1, FUN_038936-T3	AT4G08350.1
OG0004924	FUN_013639-T2, FUN_013639-T3, FUN_013639-T4, FUN_013639-T1, FUN_013639-T5	AT5G53080.1
OG0004925	FUN_020122-T1, FUN_033475-T2, FUN_033475-T1	AT5G15680.1
OG0004926	FUN_031738-T1	AT1G50300.1, AT1G50300.2
OG0004927	FUN_025045-T1	AT5G41270.1
OG0004928	FUN_047122-T2, FUN_047122-T1, FUN_047122-T3	AT5G08170.4, AT5G08170.1, AT5G08170.5, AT5G08170.2, AT5G08170.3
OG0004930	FUN_011761-T1, FUN_047427-T1	AT3G01490.1
OG0004931	FUN_032386-T1, FUN_022957-T1	AT3G28340.1, AT1G70090.1, AT1G70090.2, AT1G24170.1
OG0004932	FUN_026603-T1	AT5G39840.1
OG0004933	FUN_052677-T1, FUN_052677-T4, FUN_052677-T3, FUN_052677-T2	AT4G35685.1, AT4G01590.3, AT4G01590.1, AT4G01590.2
OG0004934	FUN_010647-T1	AT2G39780.2, AT2G39780.1
OG0004935	FUN_047562-T1	AT1G18810.1
OG0004936	FUN_032177-T1	AT1G23420.1, AT1G23420.2
OG0004938	FUN_041308-T1, FUN_017336-T1	AT4G17615.5, AT4G17615.4, AT4G17615.1, AT4G17615.2, AT5G47100.1
OG0004939	FUN_038497-T1, FUN_038498-T1, FUN_038500-T1	AT1G10400.1, AT5G14860.1, AT2G16890.2, AT2G16890.3, AT2G16890.4, AT2G16890.1
OG0004940	FUN_045209-T1	AT4G33260.1, AT4G33260.2, AT4G33270.1
OG0004941	FUN_022424-T1	AT1G73360.1
OG0004942	FUN_017809-T1	AT1G31880.1, AT1G31880.2, AT2G21030.1, AT2G35600.1, AT2G35600.3, AT2G35600.2
OG0004943	FUN_033355-T1	AT1G14920.1, AT2G01570.1
OG0004944	FUN_016749-T2, FUN_016749-T3, FUN_016749-T4, FUN_016749-T1	AT3G03380.2, AT3G03380.1
OG0004945	FUN_000623-T1	AT3G18160.1, AT3G18160.2, AT3G18160.3, AT1G48635.1, AT1G48635.2
OG0004947	FUN_035971-T1	AT5G37180.1
OG0004948	FUN_023836-T1, FUN_023836-T2	AT3G25690.3, AT3G25690.6, AT3G25690.2, AT3G25690.5, AT3G25690.1, AT3G25690.4
OG0004949	FUN_046680-T1	AT3G18380.2, AT3G18380.3, AT3G18380.1
OG0004950	FUN_011897-T1, FUN_011896-T1	AT5G40370.2, AT5G40370.1
OG0004950	FUN_010788-T2, FUN_010788-T1, FUN_047382-T1	AT5G63030.1
OG0004951	FUN_047403-T1, FUN_047403-T5, FUN_047403-T2, FUN_047403-T4, FUN_047403-T3, FUN_010831-T1	AT5G62810.1
OG0004952	FUN_041848-T1, FUN_041848-T2	AT1G31440.1
OG0004953	FUN_017188-T1, FUN_017189-T1, FUN_017189-T3, FUN_017189-T2, FUN_017180-T1, FUN_017181-T1	AT4G16770.1
OG0004954	FUN_023567-T3, FUN_023567-T4, FUN_023567-T2, FUN_023567-T1, FUN_033806-T1	AT1G69040.1, AT1G69040.2
OG0004955	FUN_023779-T1	AT1G68080.2, AT1G68080.3, AT1G68080.5, AT1G68080.4, AT1G68080.1
OG0004956	FUN_033262-T2, FUN_033262-T1, FUN_020117-T2, FUN_020117-T1	AT2G01690.2, AT2G01690.1
OG0004957	FUN_047505-T1	AT5G11010.2, AT5G11010.1, AT5G11010.3, AT5G11010.4
OG0004959	FUN_032417-T1	AT1G69890.1, AT1G59710.1, AT1G59710.2, AT1G59710.3
OG0004959	FUN_030878-T1	AT3G01311.1, AT3G01311.2
OG0004960	FUN_046209-T1	AT3G05320.1, AT3G05320.2, AT3G05320.3
OG0004961	FUN_002487-T1	AT3G05010.1, AT5G27210.1
OG0004962	FUN_002033-T1	AT1G48450.3, AT1G48450.2, AT1G48450.1, AT3G17800.1, AT3G17800.2
OG0004963	FUN_011623-T3, FUN_011623-T1, FUN_011623-T2	AT1G25350.1, AT1G25350.2
OG0004964	FUN_017356-T1	AT4G17620.1, AT4G17620.2, AT4G17620.3
OG0004965	FUN_047507-T1, FUN_010975-T1	AT1G74830.1, AT1G18990.1
OG0004966	FUN_023856-T1, FUN_033630-T1	AT5G37720.1, AT5G37720.2, AT1G66260.1, AT1G66260.2
OG0004967	FUN_047540-T1	AT5G62760.4, AT5G62760.3, AT5G62760.1, AT5G62760.2, AT5G62760.5, AT5G62760.6
OG0004968	FUN_011283-T1, FUN_011283-T4, FUN_011283-T5, FUN_011283-T2, FUN_011283-T3	AT5G23080.1, AT5G23080.2
OG0004969	FUN_040878-T2, FUN_040878-T3, FUN_040878-T1	AT4G11560.2, AT4G11560.1
OG0004970	FUN_027658-T2, FUN_027658-T1, FUN_027658-T3	AT3G19960.4, AT3G19960.5, AT3G19960.1, AT3G19960.2, AT1G50360.1
OG0004971	FUN_011565-T1	AT5G43680.1, AT5G43680.2
OG0004972	FUN_009280-T1	AT1G23450.1
OG0004972	FUN_009279-T1, FUN_032191-T3, FUN_032191-T1, FUN_032191-T4, FUN_032191-T2	AT1G23460.1, AT1G23460.2, AT1G70500.1
OG0004973	FUN_030859-T1	AT3G28470.1
OG0004973	FUN_047514-T1	AT1G18960.1
OG0004974	FUN_033675-T1	AT1G26110.1, AT1G26110.2
OG0004975	FUN_017421-T1, FUN_041464-T2, FUN_041464-T1	AT1G32400.2, AT1G32400.3, AT1G32400.1
OG0004976	FUN_047361-T1	AT3G48210.1
OG0004977	FUN_029127-T1	AT3G29280.2, AT3G29280.1
OG0004978	FUN_018601-T1, FUN_018600-T1, FUN_040613-T1	AT1G12380.1, AT1G62870.1
OG0004979	FUN_018691-T2, FUN_018691-T1	AT4G11970.4, AT4G11970.1, AT4G11970.3, AT4G11970.2, AT4G11970.6, AT4G11970.7, AT4G11970.5
OG0004980	FUN_033705-T1	AT3G25570.uORF1
OG0004982	FUN_045424-T3, FUN_045424-T2, FUN_045424-T1, FUN_011149-T1	AT5G61270.2, AT5G61270.3, AT5G61270.1
OG0004984	FUN_048292-T1, FUN_048292-T2	AT2G46810.1, AT2G46810.3, AT2G46810.4, AT2G46810.2, AT3G61950.2, AT3G61950.6, AT3G61950.1, AT3G61950.3, AT3G61950.5, AT3G61950.4
OG0004986	FUN_014341-T1	AT5G13950.2, AT5G13950.4, AT5G13950.1, AT5G13950.3
OG0004987	FUN_048009-T1	AT2G29510.1, AT5G59020.1
OG0004990	FUN_005653-T1, FUN_005656-T1	AT3G48187.1
OG0004992	FUN_027314-T1	AT3G07660.1
OG0004993	FUN_015564-T1	AT5G35753.1, AT2G05250.1, AT2G05230.1
OG0005014	FUN_001704-T1	AT1G30080.2, AT1G30080.1, AT4G18340.1, AT4G18340.2
OG0005016	FUN_014777-T1, FUN_014772-T1, FUN_031639-T1, FUN_014763-T1	AT2G43330.1
OG0005017	FUN_000379-T1, FUN_002482-T1	AT1G08830.1, AT1G08830.2
OG0005018	FUN_039118-T2, FUN_039118-T3, FUN_039118-T1	AT3G10070.1
OG0005019	FUN_035623-T3, FUN_035623-T2, FUN_035623-T1	AT1G08720.1, AT1G08720.2
OG0005020	FUN_019036-T1, FUN_019036-T2, FUN_029351-T1	AT3G56130.2, AT3G56130.3, AT3G56130.1, AT3G56130.4, AT3G56130.5
OG0005023	FUN_048918-T2, FUN_048918-T1, FUN_048918-T3	AT1G08410.1, AT2G27200.1
OG0005024	FUN_027722-T1	AT2G46280.1, AT5G57650.1, AT2G46280.3, AT2G46280.2, AT2G46290.1
OG0005025	FUN_014135-T1	AT2G43850.1, AT2G43850.2, AT2G43850.3, AT3G59830.1, AT2G31800.1
OG0005026	FUN_052599-T1, FUN_052599-T2	AT3G60100.3, AT3G60100.2, AT3G60100.1, AT2G44350.4, AT2G44350.2, AT2G44350.3, AT2G44350.1
OG0005027	FUN_039187-T1, FUN_000999-T1, FUN_000999-T2	AT3G55320.1, AT2G39480.2, AT2G39480.1
OG0005030	FUN_052449-T1, FUN_052449-T3, FUN_052449-T2, FUN_036139-T2, FUN_036139-T1	AT5G16520.1, AT5G16520.2
OG0005031	FUN_021736-T1	AT1G05790.3, AT1G05790.1, AT1G05790.2, AT1G05790.4
OG0005034	FUN_007680-T1	AT5G07140.1, AT5G58520.1
OG0005035	FUN_036399-T1, FUN_036399-T2, FUN_052712-T1	AT3G21070.3, AT3G21070.4, AT3G21070.2, AT3G21070.1
OG0005036	FUN_032733-T1, FUN_004513-T1	AT2G41370.1, AT3G57130.1
OG0005037	FUN_006133-T1	AT3G23890.2, AT3G23890.1
OG0005038	FUN_034075-T1	AT4G14080.1, AT3G23770.1
OG0005038	FUN_025048-T1, FUN_047752-T1	AT3G07320.1
OG0005039	FUN_041921-T2, FUN_041921-T1	AT5G01470.6, AT5G01470.3, AT5G01470.5, AT5G01470.1, AT5G01470.2, AT5G01470.7, AT5G01470.4
OG0005040	FUN_031704-T1, FUN_031703-T1	AT5G58240.1, AT5G58240.2, AT5G58240.3
OG0005041	FUN_024855-T1	AT1G04080.1, AT1G04080.3, AT1G04080.4, AT1G04080.5, AT1G04080.2
OG0005043	FUN_005704-T1	AT1G54390.2, AT1G54390.1, AT1G54390.4, AT1G54390.3, AT1G54390.5, AT1G54390.7, AT1G54390.8, AT1G54390.6
OG0005044	FUN_042740-T1	AT5G43720.1, AT1G04230.1, AT1G04230.2
OG0005045	FUN_005815-T1, FUN_005815-T3, FUN_005815-T2	AT2G36480.2, AT2G36480.1
OG0005046	FUN_030113-T2, FUN_030113-T1	AT3G11420.1
OG0005047	FUN_011320-T1, FUN_036044-T1, FUN_052429-T1, FUN_036080-T1	AT1G56430.1, AT1G09240.1, AT5G56080.1, AT5G04950.1
OG0005048	FUN_014786-T1, FUN_031643-T1	AT1G05870.7, AT1G05870.6, AT1G05870.1, AT1G05870.8, AT1G05870.3, AT1G05870.12, AT1G05870.4, AT1G05870.5, AT1G05870.9, AT1G05870.2, AT1G05870.10, AT1G05870.11, AT2G43340.1
OG0005049	FUN_010541-T2, FUN_010541-T1	AT5G26110.1, AT5G26110.3, AT5G26110.2
OG0005050	FUN_014724-T1, FUN_006510-T1	AT1G06040.1, AT1G06040.2, AT2G31380.1
OG0005051	FUN_015484-T1	AT5G60010.1, AT3G45810.1
OG0005052	FUN_049103-T1, FUN_048266-T1, FUN_048258-T1, FUN_048259-T1, FUN_037560-T1, FUN_037565-T1	AT5G56490.1, AT1G32300.1, AT2G46760.1, AT2G46740.1, AT2G46750.1
OG0005053	FUN_040332-T1, FUN_014994-T1	AT5G49270.1, AT3G16860.1, AT4G16120.1
OG0005055	FUN_012915-T3, FUN_012915-T2, FUN_012915-T1	AT4G15840.1, AT4G15840.2
OG0005058	FUN_020552-T2, FUN_020552-T1, FUN_000041-T1	AT5G18400.2, AT5G18400.3, AT5G18400.1
OG0005059	FUN_018701-T1, FUN_040691-T1	AT4G22910.1, AT4G11920.1
OG0005061	FUN_006021-T1	AT5G01010.2, AT5G01010.4, AT5G01010.5, AT5G01010.1, AT5G01010.3
OG0005062	FUN_014566-T1	AT3G53460.2, AT3G53460.1, AT3G53460.3, AT3G53460.4, AT2G37220.1
OG0005064	FUN_047748-T1	AT3G07310.2, AT3G07310.1, AT5G48590.1
OG0005065	FUN_031938-T1, FUN_031938-T2, FUN_031938-T3	AT1G10390.1, AT1G10390.3, AT1G10390.2
OG0005066	FUN_006525-T1, FUN_006525-T2, FUN_022339-T1	AT2G43430.3, AT2G43430.2, AT2G43430.1, AT2G31350.2, AT2G31350.3, AT2G31350.1, AT1G06130.1, AT1G06130.2
OG0005067	FUN_003466-T1	AT1G04830.3, AT1G04830.1, AT1G04830.2, AT4G13730.3, AT4G13730.2, AT4G13730.1
OG0005068	FUN_036328-T1, FUN_052641-T1	AT5G12180.1, AT5G19360.1
OG0005069	FUN_002317-T1, FUN_009875-T2, FUN_009875-T1	AT4G17650.1
OG0005070	FUN_033934-T1, FUN_023668-T1	AT5G41020.1
OG0005071	FUN_052530-T1	AT1G65450.2, AT1G65450.1, AT1G65450.3
OG0005072	FUN_020342-T1, FUN_039038-T1, FUN_020341-T1	AT3G52610.1
OG0005073	FUN_049289-T1, FUN_013104-T1	AT2G28725.1, AT1G07795.1
OG0005074	FUN_014089-T2, FUN_014089-T4, FUN_014089-T3, FUN_014089-T1	AT5G10460.1
OG0005075	FUN_030039-T3, FUN_030039-T1, FUN_030039-T2	AT3G55460.1
OG0005076	FUN_018410-T1	AT3G52110.4, AT3G52110.3, AT3G52110.2, AT3G52110.1
OG0005077	FUN_039004-T1	AT2G36090.1
OG0005078	FUN_043801-T1, FUN_024815-T1	AT2G20440.1, AT2G20440.2, AT4G28550.1, AT2G20440.3, AT4G28550.3, AT4G28550.2
OG0005079	FUN_006750-T1	ATMG00580.1
OG0005080	FUN_024752-T1	AT4G02405.2, AT4G02405.1
OG0005081	FUN_043211-T1, FUN_046877-T1	AT1G18450.1
OG0005082	FUN_053117-T1	AT3G08840.2, AT3G08840.7, AT3G08840.6, AT3G08840.3, AT3G08840.10, AT3G08840.8, AT3G08840.5, AT3G08840.9, AT3G08840.11, AT3G08840.4, AT3G08840.1, AT3G08840.13, AT3G08840.12
OG0005084	FUN_045292-T1	AT5G35980.3, AT5G35980.1, AT5G35980.2
OG0005085	FUN_010667-T1, FUN_035837-T1, FUN_045286-T2, FUN_045286-T1	AT5G23710.1
OG0005086	FUN_030599-T1, FUN_009592-T1	AT4G37690.1, AT2G22900.1
OG0005088	FUN_047755-T1, FUN_047755-T2	AT1G27660.1
OG0005089	FUN_022547-T1	ATMG00160.1
OG0005090	FUN_044271-T2, FUN_044271-T1	AT1G21760.2, AT1G21760.1
OG0005091	FUN_004251-T1	AT5G09960.1, AT5G09960.2, AT5G09960.3, AT5G64850.1
OG0005092	FUN_031515-T2, FUN_031515-T1	AT5G42620.2, AT5G42620.1
OG0005093	FUN_019220-T2, FUN_019220-T5, FUN_019220-T3, FUN_019220-T4, FUN_019220-T1	AT4G37020.1, AT4G37020.2
OG0005094	FUN_038679-T1	AT1G77490.2, AT1G77490.1
OG0005094	FUN_044247-T2, FUN_044247-T1	AT4G08390.5, AT4G08390.1, AT4G08390.2, AT4G08390.3
OG0005095	FUN_012665-T1	AT2G31060.3, AT2G31060.2, AT2G31060.1
OG0005096	FUN_047184-T1	AT4G34090.2, AT4G34090.1, AT4G34090.3
OG0005096	FUN_029397-T1	AT2G23370.1, AT2G23370.2
OG0005097	FUN_033543-T1	AT5G64813.2, AT5G64813.3, AT5G64813.1
OG0005098	FUN_031153-T1	AT2G22610.3, AT2G22610.1, AT2G22610.2
OG0005099	FUN_034918-T1, FUN_034918-T2	AT4G18040.1, AT1G29590.1, AT1G29550.1
OG0005100	FUN_050684-T1, FUN_050687-T1, FUN_031053-T1	AT5G04330.1, AT4G36220.1
OG0005102	FUN_025732-T1	AT1G76050.1, AT1G76050.2
OG0005103	FUN_002743-T1	AT5G63640.1, AT5G63640.2
OG0005104	FUN_038784-T2, FUN_038784-T1	AT1G21650.2, AT1G21650.1, AT1G21650.3
OG0005106	FUN_030614-T1, FUN_009572-T1, FUN_052135-T1	AT3G49780.1, AT5G65870.1
OG0005107	FUN_025665-T2, FUN_025665-T4, FUN_025665-T3, FUN_025665-T1	AT5G42320.1, AT5G42320.2
OG0005108	FUN_001563-T1	AT1G19300.1
OG0005109	FUN_012948-T1	AT5G08310.1, AT5G08310.2
OG0005110	FUN_005615-T1, FUN_052098-T1, FUN_052097-T1	AT1G22840.1
OG0005111	FUN_009479-T1	AT2G18380.1, AT4G36620.1, AT3G50870.1
OG0005112	FUN_033802-T2, FUN_033802-T1, FUN_033829-T1	AT4G30000.1, AT4G30000.2, AT1G69190.1
OG0005113	FUN_038337-T1	AT1G19630.1, AT1G19630.2, AT1G19630.3
OG0005114	FUN_051954-T1, FUN_045718-T1, FUN_045718-T2	AT4G34960.1
OG0005115	FUN_033483-T5, FUN_033483-T6, FUN_033483-T7, FUN_033483-T4, FUN_033483-T3, FUN_033483-T2, FUN_033483-T1	AT1G13160.1
OG0005116	FUN_038587-T1	AT1G09920.1
OG0005118	FUN_045723-T1, FUN_051970-T1	AT4G35010.1, AT2G16730.1
OG0005119	FUN_037843-T1, FUN_048434-T1	AT1G34320.1, AT1G34320.2
OG0005120	FUN_027347-T2, FUN_011994-T1, FUN_011994-T2, FUN_027347-T1	AT2G37690.1
OG0005121	FUN_048416-T2, FUN_048416-T1, FUN_037817-T2, FUN_037817-T3, FUN_037817-T1, FUN_048418-T1	AT1G34550.1, AT1G34550.2, AT4G09630.1, AT4G09630.2
OG0005122	FUN_021504-T1	AT1G15390.1
OG0005123	FUN_020840-T3, FUN_020840-T2, FUN_020840-T1	AT5G64010.1
OG0005124	FUN_043176-T1, FUN_043174-T2, FUN_043174-T3, FUN_043174-T1, FUN_043174-T4	AT5G49740.3, AT5G49740.1, AT5G49730.1, AT5G49740.2, AT5G49730.2
OG0005125	FUN_052988-T1, FUN_052988-T2	AT2G19120.1, AT4G30100.1, AT4G30100.2
OG0005126	FUN_018137-T1	AT1G10320.2, AT1G10320.1
OG0005127	FUN_051851-T1	AT5G64160.1
OG0005128	FUN_006001-T1	AT3G04080.1, AT5G18280.1
OG0005129	FUN_004605-T1	AT5G55140.1
OG0005130	FUN_030410-T1, FUN_019076-T2, FUN_019076-T1	AT3G11070.1, AT5G05520.1
OG0005131	FUN_025595-T1, FUN_031022-T1	AT1G75440.1, AT4G36410.1
OG0005131	FUN_038476-T1	AT1G45050.1, AT5G42990.1
OG0005132	FUN_002321-T1	AT2G15970.1, AT2G15970.2, AT4G37220.1
OG0005133	FUN_001093-T1	AT2G18620.1, AT4G36810.1, AT3G14510.1
OG0005134	FUN_002738-T2, FUN_002738-T3, FUN_002738-T1	AT5G64330.3, AT5G64330.2, AT5G64330.1
OG0005135	FUN_048548-T1	AT5G65430.3, AT5G65430.2, AT5G65430.1, AT5G10450.3, AT5G10450.4, AT5G10450.2, AT5G10450.1
OG0005136	FUN_050399-T1, FUN_050399-T2, FUN_025059-T2, FUN_025059-T1	AT3G07370.1
OG0005137	FUN_003803-T1	AT2G14110.2, AT2G14110.1
OG0005138	FUN_001411-T1	AT1G22060.1, AT1G22060.2
OG0005139	FUN_026855-T1, FUN_034043-T1	AT4G25770.2, AT4G25770.1
OG0005140	FUN_011900-T1	AT3G15110.1
OG0005141	FUN_004924-T2, FUN_004924-T1	AT5G10870.1
