Orthogroup	P_amilis.proteins	G_max.proteins
OG0003565	FUN_005076-T2, FUN_005076-T1	GmISU01.13G174600.3.p, GmISU01.13G174600.5.p, GmISU01.13G174600.1.p, GmISU01.13G174600.4.p, GmISU01.13G174600.2.p, GmISU01.15G097800.1.p
OG0003566	FUN_045784-T1, FUN_007987-T1	GmISU01.13G073100.1.p, GmISU01.17G054300.3.p, GmISU01.17G054300.2.p, GmISU01.17G054300.1.p, GmISU01.17G054300.4.p
OG0003567	FUN_005657-T1	GmISU01.15G056600.1.p, GmISU01.13G220200.1.p
OG0003568	FUN_001751-T1, FUN_001749-T1, FUN_001748-T1	GmISU01.15G176200.1.p, GmISU01.09G080800.1.p, GmISU01.13G129900.1.p, GmISU01.17G096200.1.p
OG0003569	FUN_018010-T3, FUN_018010-T1, FUN_018010-T2	GmISU01.14G124400.1.p, GmISU01.14G124400.3.p, GmISU01.14G124400.2.p, GmISU01.13G012500.2.p, GmISU01.13G012500.1.p, GmISU01.04G204900.1.p, GmISU01.04G204800.1.p, GmISU01.06G104800.1.p
OG0003570	FUN_025452-T1, FUN_031213-T1	GmISU01.08G123700.1.p, GmISU01.05G147900.1.p, GmISU01.11G220300.2.p, GmISU01.11G220300.3.p, GmISU01.11G220300.1.p, GmISU01.18G013900.1.p
OG0003571	FUN_002164-T1	GmISU01.11G102300.1.p, GmISU01.11G102600.1.p, GmISU01.12G033900.1.p, GmISU01.04G007800.1.p
OG0003572	FUN_009561-T1, FUN_030608-T1	GmISU01.01G156300.1.p, GmISU01.01G156300.2.p, GmISU01.01G156300.3.p, GmISU01.01G156300.4.p, GmISU01.11G041400.5.p, GmISU01.11G041400.3.p, GmISU01.11G041400.2.p
OG0003573	FUN_009559-T1, FUN_030607-T1	GmISU01.11G041500.1.p, GmISU01.11G041500.2.p, GmISU01.01G156200.1.p
OG0003574	FUN_048984-T1, FUN_023062-T2, FUN_023062-T1	GmISU01.08G236300.1.p, GmISU01.10G002200.1.p, GmISU01.18G223500.1.p, GmISU01.02G002400.1.p
OG0003575	FUN_003501-T1	GmISU01.05G143100.5.p, GmISU01.05G143100.4.p, GmISU01.05G143100.1.p, GmISU01.05G143100.3.p, GmISU01.14G141800.2.p, GmISU01.18G167000.1.p, GmISU01.14G130800.1.p, GmISU01.14G141800.1.p, GmISU01.14G141800.3.p, GmISU01.08G118300.1.p, GmISU01.08G118300.2.p
OG0003576	FUN_036188-T1	GmISU01.09G206100.1.p, GmISU01.18G187700.1.p
OG0003577	FUN_014984-T1, FUN_014985-T1, FUN_014985-T2	GmISU01.02G177600.1.p, GmISU01.14G147100.1.p, GmISU01.14G147200.2.p, GmISU01.14G147200.1.p
OG0003578	FUN_048314-T1, FUN_048315-T3, FUN_048315-T2, FUN_048315-T1, FUN_048315-T4	GmISU01.04G096000.6.p, GmISU01.04G096000.4.p, GmISU01.04G096000.2.p, GmISU01.04G096000.3.p, GmISU01.04G096000.5.p, GmISU01.04G096000.1.p, GmISU01.04G096000.7.p, GmISU01.04G096000.9.p, GmISU01.04G096000.8.p
OG0003579	FUN_038548-T1	GmISU01.17G222300.6.p, GmISU01.17G222300.1.p, GmISU01.17G222300.2.p, GmISU01.17G222300.4.p, GmISU01.17G222300.3.p, GmISU01.17G222300.5.p, GmISU01.14G181000.1.p, GmISU01.14G181000.2.p, GmISU01.14G181000.3.p
OG0003580	FUN_023936-T2, FUN_023936-T1	GmISU01.02G080200.2.p, GmISU01.18G235600.2.p, GmISU01.17G162301.1.p, GmISU01.18G121600.2.p, GmISU01.05G002000.1.p, GmISU01.19G001900.1.p, GmISU01.19G001900.2.p
OG0003581	FUN_029023-T1	GmISU01.20G099300.2.p, GmISU01.01G200300.1.p, GmISU01.10G219100.1.p, GmISU01.11G001200.1.p
OG0003582	FUN_006185-T1, FUN_016146-T1	GmISU01.20G167200.1.p
OG0003583	FUN_005641-T1, FUN_052068-T1	GmISU01.08G059100.1.p, GmISU01.07G154600.1.p, GmISU01.15G057300.1.p, GmISU01.13G219600.1.p, GmISU01.01G155900.1.p, GmISU01.05G046300.1.p, GmISU01.02G183000.1.p, GmISU01.14G151800.1.p
OG0003584	FUN_045585-T1, FUN_051814-T3, FUN_051814-T4, FUN_051814-T1, FUN_051814-T2	GmISU01.08G164700.1.p, GmISU01.15G052300.1.p, GmISU01.08G064400.1.p, GmISU01.13G022700.2.p, GmISU01.13G022700.1.p
OG0003585	FUN_039721-T1	GmISU01.20G099400.1.p, GmISU01.10G219000.1.p, GmISU01.10G219000.3.p, GmISU01.10G219000.2.p
OG0003586	FUN_031166-T1, FUN_025503-T1	GmISU01.18G115900.1.p, GmISU01.08G250600.1.p, GmISU01.01G020900.1.p, GmISU01.09G160200.1.p
OG0003587	FUN_009482-T2	GmISU01.16G112700.2.p, GmISU01.16G112700.1.p, GmISU01.02G050800.1.p
OG0003588	FUN_011003-T1	GmISU01.11G023600.5.p, GmISU01.11G023600.1.p, GmISU01.11G023600.3.p, GmISU01.11G023600.4.p, GmISU01.09G070800.1.p, GmISU01.09G071000.1.p, GmISU01.15G200600.1.p, GmISU01.15G200600.4.p, GmISU01.15G200600.2.p, GmISU01.15G200600.3.p
OG0003589	FUN_003773-T1, FUN_003767-T1	GmISU01.15G054300.1.p, GmISU01.15G054300.2.p, GmISU01.13G222300.1.p
OG0003590	FUN_051684-T1, FUN_051686-T1, FUN_047256-T1	GmISU01.20G097100.2.p, GmISU01.20G097100.3.p, GmISU01.20G097100.1.p, GmISU01.20G097200.1.p, GmISU01.10G221200.1.p, GmISU01.01G200900.2.p, GmISU01.01G200900.1.p
OG0003591	FUN_000102-T1	GmISU01.10G236600.3.p
OG0003591	FUN_032971-T1, FUN_004807-T2, FUN_004807-T1	GmISU01.09G090800.1.p, GmISU01.19G113800.1.p, GmISU01.03G109000.1.p
OG0003592	FUN_024075-T1	GmISU01.14G081700.1.p, GmISU01.17G206300.1.p, GmISU01.06G040000.1.p
OG0003593	FUN_049503-T1, FUN_049503-T2	GmISU01.07G103600.1.p, GmISU01.03G080700.1.p, GmISU01.09G200400.4.p, GmISU01.18G194500.1.p
OG0003593	FUN_004328-T1	GmISU01.04G177300.1.p, GmISU01.06G135100.1.p, GmISU01.08G133300.1.p, GmISU01.05G156800.1.p
OG0003594	FUN_048638-T1, FUN_048638-T2	GmISU01.06G094300.5.p, GmISU01.06G094300.1.p, GmISU01.06G094300.7.p, GmISU01.06G094300.2.p, GmISU01.06G094300.6.p, GmISU01.04G091900.1.p, GmISU01.13G062200.1.p, GmISU01.13G062200.2.p, GmISU01.14G143900.1.p, GmISU01.14G143900.2.p
OG0003595	FUN_025026-T1, FUN_003814-T1	GmISU01.16G186700.3.p, GmISU01.16G186700.2.p, GmISU01.16G186700.1.p
OG0003596	FUN_004183-T3, FUN_004183-T1, FUN_004183-T2	GmISU01.04G180700.5.p, GmISU01.04G180700.4.p, GmISU01.04G180700.1.p, GmISU01.04G180700.3.p, GmISU01.04G180700.2.p, GmISU01.06G131000.7.p, GmISU01.06G131000.4.p, GmISU01.06G131000.10.p, GmISU01.06G131000.3.p, GmISU01.06G131000.1.p, GmISU01.06G131000.5.p, GmISU01.06G131000.9.p, GmISU01.06G131000.8.p, GmISU01.06G131000.6.p, GmISU01.06G131000.2.p
OG0003597	FUN_024447-T1, FUN_005577-T1, FUN_052140-T1	GmISU01.14G084400.1.p, GmISU01.17G203700.1.p, GmISU01.04G043200.1.p, GmISU01.06G042500.1.p
OG0003598	FUN_045116-T1	GmISU01.04G184700.3.p, GmISU01.04G184700.1.p, GmISU01.04G185200.3.p, GmISU01.06G127000.1.p, GmISU01.06G126700.1.p, GmISU01.06G126900.1.p
OG0003599	FUN_030551-T1	GmISU01.17G148100.1.p
OG0003600	FUN_035884-T4, FUN_035884-T1, FUN_035884-T2, FUN_035884-T3	GmISU01.09G156800.2.p, GmISU01.09G156800.1.p, GmISU01.16G094300.1.p
OG0003601	FUN_048646-T1, FUN_048646-T2	GmISU01.06G094700.1.p, GmISU01.04G092200.1.p
OG0003601	FUN_017017-T1	GmISU01.08G125900.1.p
OG0003602	FUN_025547-T1, FUN_031102-T1	GmISU01.01G128100.1.p, GmISU01.11G071100.2.p, GmISU01.02G043300.1.p, GmISU01.16G103300.1.p
OG0003603	FUN_030639-T1, FUN_009515-T1	GmISU01.01G156900.1.p, GmISU01.11G040800.1.p, GmISU01.17G144600.1.p
OG0003605	FUN_033903-T1, FUN_010389-T1, FUN_001325-T1, FUN_027302-T1	GmISU01.09G020600.1.p, GmISU01.15G118400.1.p
OG0003606	FUN_036716-T1	GmISU01.13G145600.1.p, GmISU01.13G201200.1.p, GmISU01.15G073400.1.p
OG0003607	FUN_036361-T1, FUN_036361-T2	GmISU01.09G002300.2.p, GmISU01.09G002300.1.p, GmISU01.09G002300.4.p, GmISU01.09G002300.5.p
OG0003608	FUN_043464-T1, FUN_036787-T1, FUN_036787-T2	GmISU01.05G132100.3.p, GmISU01.05G132100.4.p, GmISU01.05G132100.2.p, GmISU01.05G132100.1.p, GmISU01.08G106500.1.p, GmISU01.08G106500.3.p, GmISU01.08G106500.2.p
OG0003609	FUN_043685-T1	GmISU01.13G132400.2.p, GmISU01.13G132400.3.p, GmISU01.13G132400.1.p
OG0003610	FUN_035821-T1	GmISU01.15G078300.1.p, GmISU01.12G109800.1.p, GmISU01.06G232500.1.p, GmISU01.12G177300.1.p, GmISU01.13G252700.3.p, GmISU01.13G252700.1.p, GmISU01.13G252700.2.p
OG0003611	FUN_012315-T3, FUN_012315-T2, FUN_012315-T4, FUN_012315-T1, FUN_035101-T1	GmISU01.09G005900.1.p, GmISU01.15G102700.1.p, GmISU01.15G102700.3.p
OG0003613	FUN_026507-T1	GmISU01.01G008600.1.p
OG0003613	FUN_005102-T1	GmISU01.14G120100.1.p
OG0003613	FUN_005101-T1	GmISU01.06G079600.2.p, GmISU01.06G079600.1.p, GmISU01.04G078100.1.p, GmISU01.06G079500.1.p
OG0003614	FUN_000705-T1	GmISU01.11G009700.1.p, GmISU01.11G009700.4.p, GmISU01.11G009700.2.p
OG0003615	FUN_015874-T2, FUN_015874-T1	GmISU01.09G027100.2.p, GmISU01.09G027100.1.p, GmISU01.15G124500.2.p, GmISU01.15G124500.1.p
OG0003615	FUN_040493-T1, FUN_010306-T1	GmISU01.10G034100.1.p, GmISU01.13G095500.1.p
OG0003616	FUN_015823-T1	GmISU01.13G258100.1.p, GmISU01.06G247300.1.p, GmISU01.06G247200.1.p, GmISU01.12G101200.1.p
OG0003617	FUN_015433-T1	GmISU01.05G047500.1.p, GmISU01.05G047600.1.p, GmISU01.05G047800.1.p, GmISU01.17G124100.1.p
OG0003618	FUN_045441-T1, FUN_007774-T1, FUN_007774-T2, FUN_007774-T3, FUN_007774-T4	GmISU01.13G131000.2.p, GmISU01.13G131000.4.p, GmISU01.13G131000.3.p, GmISU01.13G131000.1.p
OG0003619	FUN_008381-T1	GmISU01.04G064700.4.p, GmISU01.04G064700.3.p, GmISU01.04G064700.1.p, GmISU01.06G065200.2.p, GmISU01.06G065200.1.p, GmISU01.06G065200.3.p
OG0003620	FUN_026187-T1	GmISU01.04G120300.1.p, GmISU01.13G138700.1.p, GmISU01.17G105200.1.p
OG0003621	FUN_019135-T1, FUN_030309-T1	GmISU01.11G017000.3.p, GmISU01.11G017000.2.p
OG0003621	FUN_048121-T1	GmISU01.16G024600.1.p
OG0003622	FUN_018642-T1, FUN_018642-T2	GmISU01.06G276100.11.p, GmISU01.06G276100.8.p, GmISU01.06G276100.1.p, GmISU01.06G276100.5.p, GmISU01.06G276100.13.p, GmISU01.06G276100.10.p, GmISU01.06G276100.2.p, GmISU01.06G276100.12.p
OG0003623	FUN_001742-T1	GmISU01.17G096500.6.p, GmISU01.17G096500.1.p, GmISU01.17G096500.3.p, GmISU01.17G096500.2.p, GmISU01.17G096500.5.p, GmISU01.17G096500.4.p, GmISU01.17G096500.7.p, GmISU01.15G175700.3.p, GmISU01.15G175700.1.p, GmISU01.15G175700.2.p
OG0003625	FUN_037065-T1, FUN_049260-T2, FUN_049260-T1, FUN_049260-T3	GmISU01.09G222000.1.p, GmISU01.18G170900.1.p, GmISU01.03G017800.1.p, GmISU01.07G074700.1.p, GmISU01.07G074700.2.p
OG0003626	FUN_015247-T1	GmISU01.20G156800.1.p, GmISU01.10G159000.1.p
OG0003626	FUN_005131-T1	GmISU01.06G072300.2.p, GmISU01.04G071400.1.p
OG0003627	FUN_014509-T1	GmISU01.14G111900.1.p, GmISU01.17G173800.1.p, GmISU01.17G173800.2.p, GmISU01.11G141600.1.p, GmISU01.17G173800.3.p
OG0003628	FUN_030939-T1	GmISU01.11G029900.1.p, GmISU01.17G130700.1.p
OG0003629	FUN_021002-T1	GmISU01.04G061500.2.p, GmISU01.04G061500.5.p, GmISU01.06G061900.1.p, GmISU01.06G061900.2.p
OG0003631	FUN_019262-T1, FUN_019263-T1, FUN_040052-T1	GmISU01.11G031100.1.p, GmISU01.01G167700.1.p
OG0003631	FUN_001820-T1	GmISU01.07G016000.1.p, GmISU01.08G188800.1.p, GmISU01.15G017200.1.p
OG0003632	FUN_006219-T1, FUN_016069-T1, FUN_016069-T2	GmISU01.13G319200.1.p, GmISU01.13G319200.2.p, GmISU01.15G011800.1.p
OG0003633	FUN_008798-T1, FUN_051361-T3, FUN_051361-T2, FUN_051361-T1	GmISU01.06G121100.1.p, GmISU01.04G190800.1.p
OG0003634	FUN_006061-T1, FUN_031705-T1	GmISU01.09G125100.1.p, GmISU01.09G125000.1.p, GmISU01.20G174800.1.p, GmISU01.10G142000.1.p, GmISU01.09G124900.1.p, GmISU01.14G116700.1.p, GmISU01.17G165800.1.p, GmISU01.06G072800.1.p, GmISU01.04G071800.1.p
OG0003635	FUN_001732-T1	GmISU01.17G095800.1.p, GmISU01.13G129500.2.p, GmISU01.13G129500.3.p, GmISU01.13G129500.1.p, GmISU01.15G177300.1.p
OG0003636	FUN_015509-T1, FUN_015509-T2, FUN_026676-T1, FUN_026676-T2	GmISU01.01G006800.2.p, GmISU01.08G030800.1.p, GmISU01.05G193700.1.p
OG0003637	FUN_005757-T1, FUN_047118-T1, FUN_047117-T1	GmISU01.07G025100.1.p, GmISU01.08G200300.1.p, GmISU01.07G025200.1.p, GmISU01.18G219200.1.p
OG0003639	FUN_026405-T2, FUN_026405-T1	GmISU01.07G078300.1.p, GmISU01.09G151600.3.p, GmISU01.09G151600.1.p
OG0003639	FUN_003142-T1	GmISU01.15G014600.1.p, GmISU01.13G316500.1.p, GmISU01.13G316500.2.p
OG0003640	FUN_020406-T1	GmISU01.16G121700.1.p, GmISU01.19G078500.1.p, GmISU01.16G042000.1.p
OG0003641	FUN_030730-T1, FUN_030730-T2, FUN_037711-T2, FUN_037711-T1	GmISU01.12G007100.1.p, GmISU01.12G007100.5.p, GmISU01.12G007100.4.p, GmISU01.12G007100.2.p, GmISU01.09G186900.1.p, GmISU01.10G076100.1.p, GmISU01.15G228500.1.p
OG0003642	FUN_018633-T1, FUN_040637-T1	GmISU01.05G049700.1.p, GmISU01.17G126000.1.p
OG0003643	FUN_013659-T1, FUN_013659-T2	GmISU01.04G194000.5.p, GmISU01.04G194000.3.p, GmISU01.04G194000.6.p, GmISU01.04G194000.4.p, GmISU01.04G194000.2.p, GmISU01.04G194000.1.p, GmISU01.04G194000.7.p, GmISU01.06G117300.1.p
OG0003644	FUN_009338-T1, FUN_009338-T2	GmISU01.08G253600.3.p, GmISU01.02G035200.4.p
OG0003645	FUN_048077-T1, FUN_037308-T1	GmISU01.16G028700.1.p, GmISU01.09G210800.1.p, GmISU01.18G183700.1.p
OG0003646	FUN_026099-T1, FUN_026101-T1, FUN_013159-T2, FUN_013159-T1	GmISU01.17G101700.2.p, GmISU01.17G101700.1.p, GmISU01.17G101700.3.p, GmISU01.13G133100.1.p, GmISU01.13G133100.2.p
OG0003647	FUN_026811-T1, FUN_026811-T2, FUN_013065-T1	GmISU01.13G070200.4.p, GmISU01.17G057300.3.p, GmISU01.13G070200.3.p, GmISU01.13G070200.2.p, GmISU01.13G070200.1.p, GmISU01.17G057300.1.p, GmISU01.09G050500.2.p, GmISU01.09G050500.1.p, GmISU01.15G146600.1.p
OG0003650	FUN_008274-T1	GmISU01.17G189600.3.p, GmISU01.17G189600.4.p, GmISU01.17G189600.5.p, GmISU01.17G189600.6.p, GmISU01.17G189600.1.p, GmISU01.17G189600.2.p, GmISU01.14G099400.1.p, GmISU01.14G099400.2.p, GmISU01.04G054000.2.p, GmISU01.06G052700.2.p
OG0003651	FUN_048124-T1, FUN_037362-T2, FUN_037362-T1	GmISU01.19G213500.2.p, GmISU01.19G213500.4.p, GmISU01.19G213500.1.p, GmISU01.19G213500.3.p, GmISU01.03G212700.1.p, GmISU01.03G212700.2.p, GmISU01.07G053500.1.p, GmISU01.16G024100.1.p
OG0003652	FUN_012052-T1, FUN_012046-T2, FUN_012046-T1	GmISU01.07G231800.1.p, GmISU01.07G231800.2.p, GmISU01.17G003400.5.p, GmISU01.17G003400.2.p, GmISU01.17G003400.1.p, GmISU01.17G003400.4.p, GmISU01.17G003400.3.p, GmISU01.09G016000.3.p, GmISU01.09G016000.1.p, GmISU01.15G113600.1.p
OG0003653	FUN_001720-T1	GmISU01.13G186700.1.p, GmISU01.15G086500.1.p, GmISU01.08G088400.1.p, GmISU01.05G115900.1.p
OG0003654	FUN_017296-T1	GmISU01.04G111800.1.p, GmISU01.11G117300.1.p
OG0003655	FUN_043396-T1, FUN_036757-T1	GmISU01.15G074800.2.p, GmISU01.13G199500.1.p, GmISU01.13G199500.2.p, GmISU01.13G199500.3.p, GmISU01.13G143700.4.p, GmISU01.13G143700.6.p, GmISU01.13G143700.7.p, GmISU01.13G143700.3.p, GmISU01.13G143700.8.p, GmISU01.07G172900.2.p
OG0003656	FUN_000972-T1, FUN_000972-T2	GmISU01.02G192600.3.p, GmISU01.02G192600.2.p, GmISU01.02G192600.1.p, GmISU01.14G161400.1.p
OG0003658	FUN_002913-T1, FUN_002913-T2	GmISU01.20G040700.2.p, GmISU01.20G040700.4.p, GmISU01.20G040700.3.p, GmISU01.13G010900.2.p, GmISU01.20G040700.1.p, GmISU01.13G010900.1.p, GmISU01.13G010900.3.p, GmISU01.13G010900.5.p, GmISU01.13G010900.4.p
OG0003659	FUN_033961-T1	GmISU01.03G091200.1.p, GmISU01.19G096000.1.p, GmISU01.07G015900.1.p
OG0003660	FUN_025558-T1	GmISU01.01G129600.1.p, GmISU01.11G070000.1.p
OG0003660	FUN_042721-T1	GmISU01.04G023700.1.p, GmISU01.06G021700.2.p
OG0003662	FUN_023359-T2, FUN_023359-T3, FUN_023359-T1	GmISU01.11G102500.3.p
OG0003663	FUN_039019-T1	GmISU01.19G160100.1.p, GmISU01.03G158000.1.p
OG0003663	FUN_048784-T1	GmISU01.13G275400.2.p, GmISU01.13G275400.1.p, GmISU01.12G153700.1.p, GmISU01.12G082600.1.p, GmISU01.11G145800.1.p
OG0003664	FUN_036720-T1	GmISU01.10G061600.1.p
OG0003664	FUN_015787-T1	GmISU01.06G243000.2.p, GmISU01.06G243000.1.p, GmISU01.12G104000.1.p, GmISU01.12G104000.2.p
OG0003665	FUN_021266-T6, FUN_021266-T5, FUN_021266-T2, FUN_021266-T3, FUN_021266-T1, FUN_021266-T4	GmISU01.14G008100.1.p, GmISU01.02G263600.2.p, GmISU01.02G263600.1.p
OG0003666	FUN_044330-T1, FUN_044330-T2	GmISU01.08G112600.1.p
OG0003667	FUN_041923-T1, FUN_041923-T2	GmISU01.03G045100.2.p, GmISU01.03G045100.5.p, GmISU01.03G045100.3.p, GmISU01.01G092800.6.p, GmISU01.01G092800.2.p
OG0003668	FUN_026874-T1, FUN_026874-T2, FUN_013052-T1, FUN_013052-T2, FUN_013051-T1, FUN_026876-T1	GmISU01.17G062200.1.p, GmISU01.17G062200.2.p, GmISU01.13G065600.1.p, GmISU01.13G065600.3.p, GmISU01.13G065600.2.p, GmISU01.13G065500.1.p
OG0003669	FUN_042717-T1, FUN_042717-T2	GmISU01.02G197000.4.p, GmISU01.02G197000.1.p, GmISU01.02G197000.2.p, GmISU01.14G166500.1.p, GmISU01.02G196900.1.p, GmISU01.14G166500.2.p
OG0003670	FUN_018794-T1	GmISU01.03G141100.1.p, GmISU01.19G144500.1.p, GmISU01.13G110900.1.p, GmISU01.10G047400.1.p
OG0003671	FUN_033049-T1	GmISU01.19G167700.1.p, GmISU01.03G165600.1.p, GmISU01.19G169400.1.p, GmISU01.19G169400.4.p, GmISU01.03G167400.2.p, GmISU01.03G167400.1.p, GmISU01.19G167700.2.p
OG0003672	FUN_007920-T1	GmISU01.11G156300.1.p, GmISU01.11G156300.2.p, GmISU01.12G071600.1.p, GmISU01.11G156300.4.p, GmISU01.11G156300.3.p
OG0003673	FUN_035029-T1	GmISU01.17G008200.3.p, GmISU01.17G008200.1.p, GmISU01.17G008200.4.p, GmISU01.07G226600.5.p, GmISU01.07G226600.4.p, GmISU01.07G226600.1.p
OG0003674	FUN_002821-T1	GmISU01.14G024400.2.p, GmISU01.14G024400.3.p, GmISU01.14G024400.4.p, GmISU01.02G248400.2.p, GmISU01.02G248400.1.p, GmISU01.02G248400.3.p
OG0003675	FUN_013093-T1, FUN_049310-T1	GmISU01.11G129500.2.p, GmISU01.11G129500.1.p, GmISU01.12G060200.2.p, GmISU01.12G060200.1.p
OG0003676	FUN_012235-T1, FUN_035772-T1	GmISU01.08G287100.1.p, GmISU01.18G077800.1.p
OG0003677	FUN_048794-T1	GmISU01.12G154100.1.p, GmISU01.12G154100.2.p, GmISU01.13G274900.9.p, GmISU01.13G274900.7.p, GmISU01.13G274900.6.p, GmISU01.13G274900.8.p, GmISU01.13G274900.1.p, GmISU01.13G274900.2.p, GmISU01.13G274900.5.p, GmISU01.13G274900.3.p, GmISU01.13G274900.4.p
OG0003678	FUN_045812-T2, FUN_045812-T3	GmISU01.06G212700.1.p, GmISU01.12G122900.1.p
OG0003679	FUN_038137-T3, FUN_038137-T2, FUN_038137-T1	GmISU01.02G264200.2.p, GmISU01.02G264200.1.p, GmISU01.14G007100.2.p, GmISU01.14G007100.3.p, GmISU01.14G007100.7.p, GmISU01.14G007100.1.p, GmISU01.14G007100.4.p, GmISU01.14G007100.5.p, GmISU01.14G007100.6.p
OG0003680	FUN_012079-T1, FUN_045900-T1	GmISU01.15G059200.1.p
OG0003681	FUN_014671-T1	GmISU01.20G141800.1.p, GmISU01.20G141800.2.p, GmISU01.10G175100.1.p, GmISU01.10G175100.2.p, GmISU01.10G175100.3.p
OG0003682	FUN_013905-T1	GmISU01.10G196500.1.p, GmISU01.10G196500.3.p, GmISU01.10G196500.2.p, GmISU01.16G154000.1.p, GmISU01.16G154000.2.p, GmISU01.09G108600.1.p, GmISU01.09G109000.1.p
OG0003683	FUN_026538-T1	GmISU01.13G004800.1.p, GmISU01.13G004800.2.p, GmISU01.13G004800.3.p, GmISU01.13G004800.5.p
OG0003683	FUN_034583-T1	GmISU01.15G108400.2.p, GmISU01.15G108400.1.p, GmISU01.09G011600.1.p
OG0003684	FUN_015637-T2, FUN_015637-T1	GmISU01.18G087400.3.p, GmISU01.18G087400.1.p, GmISU01.09G084400.4.p, GmISU01.09G084400.3.p, GmISU01.09G084400.2.p
OG0003685	FUN_043289-T1	GmISU01.13G203700.2.p, GmISU01.15G071700.1.p, GmISU01.13G203700.1.p
OG0003686	FUN_027606-T1	GmISU01.01G113500.6.p, GmISU01.01G113500.5.p, GmISU01.01G113500.7.p, GmISU01.01G113500.3.p, GmISU01.01G113500.2.p, GmISU01.01G113500.1.p, GmISU01.01G113500.9.p, GmISU01.09G173200.2.p, GmISU01.16G089500.1.p, GmISU01.16G089500.3.p, GmISU01.16G089500.4.p
OG0003687	FUN_025469-T2, FUN_025469-T1	GmISU01.18G114700.1.p, GmISU01.18G114700.4.p, GmISU01.18G114700.3.p, GmISU01.18G114700.5.p, GmISU01.18G114700.2.p, GmISU01.08G251800.1.p, GmISU01.01G023200.1.p
OG0003688	FUN_004176-T1	GmISU01.11G078700.2.p, GmISU01.11G078700.1.p, GmISU01.11G078700.4.p, GmISU01.11G078700.8.p, GmISU01.01G121700.1.p, GmISU01.01G121700.2.p, GmISU01.01G121700.3.p, GmISU01.09G158400.3.p, GmISU01.09G158400.2.p, GmISU01.09G158400.1.p, GmISU01.16G096500.1.p
OG0003689	FUN_039995-T1, FUN_039993-T2, FUN_039993-T1, FUN_039998-T1	GmISU01.13G002200.1.p, GmISU01.20G046800.1.p, GmISU01.08G023000.1.p
OG0003690	FUN_038859-T1, FUN_038858-T1, FUN_038855-T1, FUN_026913-T1	GmISU01.06G110400.1.p, GmISU01.04G199400.1.p
OG0003691	FUN_040750-T2, FUN_040750-T1	GmISU01.03G018100.2.p, GmISU01.03G018100.1.p, GmISU01.07G074900.1.p, GmISU01.07G074900.2.p
OG0003692	FUN_047241-T1, FUN_051717-T1	GmISU01.10G222200.1.p, GmISU01.15G038800.1.p, GmISU01.20G095700.2.p, GmISU01.20G095700.1.p
OG0003693	FUN_007520-T1, FUN_002271-T1, FUN_002271-T2	GmISU01.04G012600.3.p
OG0003695	FUN_011367-T1	GmISU01.06G152300.1.p, GmISU01.04G161600.1.p, GmISU01.05G171000.1.p, GmISU01.08G008100.1.p
OG0003696	FUN_013006-T2, FUN_013006-T1	GmISU01.17G064700.2.p, GmISU01.17G064700.5.p, GmISU01.17G064700.1.p, GmISU01.17G064700.3.p, GmISU01.02G174400.2.p, GmISU01.02G174400.5.p, GmISU01.02G174400.3.p, GmISU01.17G064700.4.p, GmISU01.17G064700.8.p, GmISU01.17G064700.9.p, GmISU01.17G064700.6.p, GmISU01.17G064700.7.p, GmISU01.17G064700.10.p, GmISU01.02G174400.1.p, GmISU01.02G174400.4.p
OG0003697	FUN_041753-T1, FUN_004843-T1	GmISU01.14G101800.2.p, GmISU01.14G101800.1.p, GmISU01.17G187100.3.p, GmISU01.17G187100.1.p, GmISU01.17G187100.2.p, GmISU01.04G057200.2.p, GmISU01.04G057200.1.p, GmISU01.06G057400.1.p
OG0003698	FUN_010808-T1, FUN_000760-T2, FUN_000760-T1	GmISU01.05G207400.2.p, GmISU01.05G207400.1.p, GmISU01.08G045000.1.p, GmISU01.08G045000.2.p
OG0003699	FUN_025661-T1, FUN_025661-T2, FUN_025661-T3	GmISU01.14G187400.5.p, GmISU01.14G187400.4.p, GmISU01.14G187400.2.p, GmISU01.14G187400.1.p, GmISU01.14G187400.3.p, GmISU01.14G187400.6.p
OG0003700	FUN_015508-T1	GmISU01.20G014400.1.p, GmISU01.16G070100.1.p, GmISU01.16G070100.2.p, GmISU01.16G070100.4.p, GmISU01.01G007200.1.p
OG0003701	FUN_043989-T1, FUN_043686-T1	GmISU01.13G127800.1.p
OG0003702	FUN_016407-T2, FUN_016407-T1	GmISU01.12G134900.2.p, GmISU01.16G000200.2.p, GmISU01.16G000200.1.p, GmISU01.16G000200.3.p, GmISU01.07G234400.1.p
OG0003703	FUN_027116-T1, FUN_027116-T2	GmISU01.03G179800.2.p, GmISU01.03G179800.6.p, GmISU01.03G179800.3.p, GmISU01.03G179800.1.p, GmISU01.03G179800.5.p, GmISU01.19G181000.6.p, GmISU01.19G181000.1.p, GmISU01.19G181000.5.p
OG0003704	FUN_029751-T1, FUN_016820-T1	GmISU01.18G212700.1.p, GmISU01.19G028200.2.p, GmISU01.19G028200.1.p, GmISU01.19G028100.2.p, GmISU01.19G028100.1.p
OG0003705	FUN_000209-T1, FUN_000209-T2, FUN_002696-T1	GmISU01.10G133700.2.p, GmISU01.10G133700.1.p, GmISU01.20G182000.3.p, GmISU01.20G182000.1.p, GmISU01.11G010000.1.p
