Orthogroup	D_spatulata.proteins	V_vinifera.proteins
OG0005054	Ds_00013611-RA, Ds_00016134-RA	VIT_218s0072g00810.1
OG0005056	Ds_00000862-RA	VIT_208s0007g05160.1
OG0005058	Ds_00004174-RA	VIT_201s0010g01180.2, VIT_201s0010g01180.1
OG0005061	Ds_00011117-RA	VIT_208s0056g00110.4, VIT_208s0056g00110.5, VIT_208s0056g00110.1, VIT_208s0056g00110.2, VIT_208s0056g00110.3
OG0005062	Ds_00002012-RA, Ds_00010275-RA	VIT_208s0040g01760.2, VIT_208s0040g01760.1
OG0005064	Ds_00007432-RA	VIT_200s0360g00010.1, VIT_200s0360g00010.2, VIT_200s0360g00010.3, VIT_200s2037g00010.1
OG0005065	Ds_00004921-RA	VIT_202s0025g03150.1, VIT_214s0060g00160.1
OG0005067	Ds_00005534-RA, Ds_00009332-RA	VIT_205s0029g01350.1
OG0005068	Ds_00006634-RA, Ds_00014940-RA	VIT_206s0009g03150.1
OG0005069	Ds_00017370-RA	VIT_218s0001g10490.2, VIT_218s0001g10490.1, VIT_203s0038g00650.1
OG0005070	Ds_00018069-RA, Ds_00010883-RA, Ds_00004388-RA	VIT_206s0004g02460.1
OG0005071	Ds_00006659-RA, Ds_00006660-RA, Ds_00006662-RA, Ds_00006663-RA, Ds_00016756-RA	VIT_200s0207g00010.1
OG0005072	Ds_00015554-RA	VIT_208s0007g03100.1, VIT_208s0007g03110.1
OG0005073	Ds_00016779-RA	VIT_208s0040g03390.1
OG0005074	Ds_00004971-RA	VIT_205s0094g00890.1, VIT_205s0094g00890.3, VIT_205s0094g00890.2
OG0005076	Ds_00015945-RA	VIT_213s0064g01020.2, VIT_213s0064g01020.1
OG0005077	Ds_00015794-RA, Ds_00015582-RA	VIT_208s0007g02850.1
OG0005077	Ds_00001250-RA	VIT_206s0080g00910.1
OG0005078	Ds_00000980-RA	VIT_207s0005g03740.1, VIT_207s0005g03740.2
OG0005080	Ds_00000956-RA	VIT_207s0005g00600.8, VIT_207s0005g00600.11, VIT_207s0005g00600.9, VIT_207s0005g00600.4, VIT_207s0005g00600.2, VIT_207s0005g00600.5, VIT_207s0005g00600.1, VIT_207s0005g00600.7, VIT_207s0005g00600.6, VIT_207s0005g00600.10, VIT_207s0005g00600.3
OG0005081	Ds_00007058-RA	VIT_217s0000g04000.2, VIT_217s0000g04000.1, VIT_217s0000g04000.4, VIT_217s0000g04000.3
OG0005082	Ds_00014314-RA	VIT_208s0058g00810.1
OG0005084	Ds_00002563-RA	VIT_216s0039g00610.2, VIT_216s0039g00610.1
OG0005085	Ds_00010555-RA	VIT_200s1338g00010.1, VIT_200s0551g00040.1, VIT_209s0002g06690.2, VIT_209s0002g06690.1
OG0005086	Ds_00009391-RA	VIT_200s0322g00030.1
OG0005089	Ds_00011709-RA	VIT_200s0438g00010.1
OG0005090	Ds_00010857-RA	VIT_218s0001g02630.2, VIT_218s0001g02630.5, VIT_218s0001g02630.1, VIT_218s0001g02630.3, VIT_218s0001g02630.4
OG0005091	Ds_00013414-RA	VIT_207s0031g01630.1, VIT_207s0031g01630.2, VIT_207s0031g01630.3
OG0005092	Ds_00015743-RA	VIT_218s0001g11940.2, VIT_218s0001g11940.1
OG0005094	Ds_00001515-RA	VIT_218s0001g02470.2, VIT_218s0001g02470.1
OG0005095	Ds_00001185-RA	VIT_212s0028g02640.1, VIT_212s0028g02640.3
OG0005096	Ds_00008196-RA	VIT_203s0063g00110.1
OG0005097	Ds_00001409-RA	VIT_207s0031g01700.2, VIT_207s0031g01700.5, VIT_207s0031g01700.1, VIT_207s0031g01700.4, VIT_207s0031g01700.6, VIT_207s0031g01700.3, VIT_218s0001g02170.1
OG0005098	Ds_00005982-RA	VIT_218s0001g07800.1, VIT_200s0218g00050.2, VIT_200s0218g00050.1, VIT_200s0218g00050.3
OG0005099	Ds_00015164-RA, Ds_00017837-RA	VIT_210s0003g02250.2, VIT_210s0003g02250.1
OG0005100	Ds_00014493-RA	VIT_203s0038g00550.1, VIT_203s0038g00500.1, VIT_204s0023g02900.1
OG0005101	Ds_00014482-RA, Ds_00014495-RA, Ds_00014500-RA	VIT_204s0023g02870.1
OG0005103	Ds_00006136-RA	VIT_207s0031g03190.1, VIT_207s0031g03190.4, VIT_207s0031g03190.2, VIT_207s0031g03190.3
OG0005104	Ds_00001507-RA	VIT_218s0001g01860.1
OG0005105	Ds_00000541-RA, Ds_00000543-RA	VIT_218s0001g09420.1
OG0005106	Ds_00001483-RA	VIT_200s1328g00020.1
OG0005107	Ds_00011979-RA	VIT_218s0122g01410.1
OG0005108	Ds_00007884-RA	VIT_218s0001g11860.1
OG0005109	Ds_00006636-RA	VIT_210s0042g00540.1
OG0005110	Ds_00001873-RA, Ds_00014008-RA	VIT_212s0035g01210.1
OG0005110	Ds_00014010-RA	VIT_218s0001g05810.1
OG0005112	Ds_00008427-RA	VIT_201s0011g00230.3, VIT_201s0011g00230.5, VIT_201s0011g00230.4, VIT_201s0011g00230.1, VIT_201s0011g00230.6, VIT_201s0011g00230.2
OG0005114	Ds_00000044-RA	VIT_203s0038g02200.1
OG0005115	Ds_00006520-RA	VIT_201s0137g00300.1, VIT_201s0137g00300.2
OG0005116	Ds_00000183-RA	VIT_218s0001g07890.1, VIT_218s0001g07890.4, VIT_218s0001g07890.5, VIT_218s0001g07890.3, VIT_218s0001g07890.2, VIT_218s0001g07860.1
OG0005118	Ds_00013011-RA, Ds_00013583-RA	VIT_203s0038g02360.1
OG0005119	Ds_00002912-RA	VIT_218s0076g00260.1
OG0005120	Ds_00014026-RA	VIT_214s0081g00240.1, VIT_214s0081g00240.2
OG0005121	Ds_00013648-RA	VIT_218s0072g01020.3, VIT_217s0000g00050.1, VIT_218s0072g01020.1, VIT_218s0072g01020.2
OG0005122	Ds_00007540-RA	VIT_209s0002g06390.2, VIT_209s0002g06390.3, VIT_209s0002g06390.4, VIT_209s0002g06390.5, VIT_209s0002g06390.1
OG0005125	Ds_00002238-RA	VIT_218s0001g05110.1
OG0005126	Ds_00013999-RA	VIT_212s0035g01790.1, VIT_212s0035g01790.2
OG0005127	Ds_00000019-RA	VIT_212s0121g00280.1, VIT_212s0178g00150.1, VIT_212s0178g00130.1, VIT_212s0178g00050.5, VIT_212s0178g00050.3, VIT_212s0178g00050.1, VIT_212s0178g00050.2, VIT_212s0178g00050.4
OG0005128	Ds_00003387-RA	VIT_205s0094g01630.3, VIT_205s0094g01630.6, VIT_205s0094g01630.7, VIT_205s0094g01630.4, VIT_205s0094g01630.5, VIT_205s0094g01630.2, VIT_205s0094g01630.1
OG0005129	Ds_00012164-RA	VIT_202s0087g00590.2, VIT_202s0087g00590.1, VIT_202s0087g00590.5, VIT_202s0087g00590.4, VIT_202s0087g00590.3, VIT_212s0059g01230.3, VIT_212s0059g01230.2, VIT_212s0059g01230.1, VIT_212s0059g01230.4
OG0005130	Ds_00002663-RA	VIT_213s0067g01510.1
OG0005131	Ds_00000367-RA	VIT_218s0001g13180.1
OG0005132	Ds_00006796-RA	VIT_200s0207g00220.1
OG0005132	Ds_00004351-RA	VIT_203s0063g01870.1
OG0005133	Ds_00006799-RA	VIT_218s0001g12000.1, VIT_204s0023g01210.1
OG0005134	Ds_00012219-RA	VIT_203s0038g00270.1
OG0005135	Ds_00003612-RA	VIT_200s0199g00190.2, VIT_200s0199g00190.1
OG0005136	Ds_00001127-RA, Ds_00007761-RA	VIT_200s0669g00010.1, VIT_200s0642g00010.1, VIT_200s0669g00010.2, VIT_200s0669g00010.4, VIT_200s0669g00010.3
OG0005137	Ds_00012215-RA	VIT_203s0017g00410.1, VIT_203s0017g00420.1
OG0005138	Ds_00016533-RA	VIT_218s0001g04680.2, VIT_218s0001g04680.3, VIT_218s0001g04680.4, VIT_218s0001g04680.1, VIT_213s0047g00784.1
OG0005139	Ds_00007975-RA	VIT_211s0052g01660.1
OG0005140	Ds_00001787-RA	VIT_219s0014g01930.2, VIT_219s0014g01930.1, VIT_219s0014g01930.3, VIT_219s0014g01930.4
OG0005141	Ds_00010431-RA	VIT_204s0008g06570.3, VIT_204s0008g06570.4, VIT_204s0008g06570.1, VIT_204s0008g06570.5, VIT_204s0008g06570.2
OG0005143	Ds_00005707-RA	VIT_205s0029g01210.2, VIT_205s0029g01210.1
OG0005145	Ds_00005309-RA	VIT_219s0027g00380.1
OG0005146	Ds_00004431-RA	VIT_200s0956g00020.1
OG0005147	Ds_00011751-RA	VIT_219s0090g00310.1
OG0005148	Ds_00007215-RA, Ds_00011474-RA, Ds_00007216-RA	VIT_211s0118g00510.1, VIT_211s0118g00510.4, VIT_211s0118g00510.2, VIT_211s0118g00510.3
OG0005149	Ds_00002653-RA	VIT_210s0071g00670.2, VIT_210s0071g00670.4, VIT_210s0071g00670.3, VIT_210s0071g00670.1
OG0005152	Ds_00013302-RA	VIT_211s0016g00350.1
OG0005153	Ds_00010652-RA	VIT_219s0014g03700.2, VIT_219s0014g03700.3, VIT_219s0014g03700.1
OG0005154	Ds_00017529-RA, Ds_00007218-RA	VIT_200s0194g00310.1
OG0005156	Ds_00015655-RA	VIT_215s0048g02150.4, VIT_215s0048g02150.2, VIT_215s0048g02150.1, VIT_215s0048g02150.3
OG0005157	Ds_00009936-RA	VIT_204s0008g03730.2, VIT_204s0008g03730.1, VIT_204s0008g03730.3
OG0005158	Ds_00011755-RA	VIT_219s0090g00380.3, VIT_219s0090g00380.1, VIT_219s0090g00380.4, VIT_219s0090g00380.2
OG0005160	Ds_00005312-RA	VIT_211s0037g01100.5, VIT_211s0037g01100.8, VIT_211s0037g01100.4, VIT_211s0037g01100.6, VIT_211s0037g01100.7, VIT_211s0037g01100.2, VIT_211s0037g01100.1, VIT_211s0037g01100.3
OG0005161	Ds_00014271-RA	VIT_211s0016g04410.2, VIT_211s0016g04410.3, VIT_211s0016g04410.1
OG0005162	Ds_00010176-RA	VIT_200s0220g00030.1
OG0005163	Ds_00008797-RA	VIT_215s0048g01300.1
OG0005164	Ds_00000734-RA	VIT_209s0002g04340.1, VIT_209s0002g04340.2
OG0005167	Ds_00001362-RA, Ds_00014624-RA	VIT_200s0229g00060.1
OG0005169	Ds_00004227-RA	VIT_200s0199g00200.1, VIT_200s0829g00010.1
OG0005170	Ds_00004612-RA	VIT_215s0048g01990.3, VIT_215s0048g01990.1, VIT_215s0048g01990.2
OG0005171	Ds_00015730-RA	VIT_211s0016g05300.1
OG0005172	Ds_00003573-RA	VIT_215s0046g03520.3, VIT_215s0046g03520.4
OG0005172	Ds_00001613-RA, Ds_00016493-RA	VIT_215s0046g03520.1, VIT_215s0046g03520.2
OG0005174	Ds_00001774-RA	VIT_219s0014g03060.1, VIT_219s0014g03060.4, VIT_219s0014g03060.5, VIT_219s0014g03060.6, VIT_219s0014g03060.3, VIT_219s0014g03060.2
OG0005175	Ds_00007247-RA	VIT_211s0016g05570.2, VIT_211s0016g05570.4, VIT_211s0016g05570.3, VIT_211s0016g05570.1
OG0005176	Ds_00009869-RA, Ds_00009870-RA, Ds_00016439-RA, Ds_00017628-RA	VIT_211s0037g01230.1
OG0005177	Ds_00004214-RA	VIT_209s0002g08840.1
OG0005178	Ds_00008796-RA	VIT_216s0022g02330.1, VIT_215s0048g01270.1, VIT_215s0048g01270.2
OG0005179	Ds_00008930-RA, Ds_00008929-RA, Ds_00008674-RA	VIT_215s0046g00970.1
OG0005180	Ds_00004589-RA	VIT_215s0046g02700.2, VIT_215s0046g02700.1
OG0005182	Ds_00010638-RA	VIT_219s0014g03360.5, VIT_219s0014g03360.4, VIT_219s0014g03360.3, VIT_219s0014g03360.2, VIT_219s0014g03360.1
OG0005183	Ds_00005080-RA	VIT_205s0077g01710.8, VIT_205s0077g01710.7, VIT_205s0077g01710.1, VIT_205s0077g01710.3, VIT_205s0077g01710.2, VIT_205s0077g01710.4, VIT_205s0077g01710.5, VIT_205s0077g01710.6
OG0005184	Ds_00016625-RA	VIT_202s0025g04000.1
OG0005185	Ds_00007532-RA	VIT_204s0008g03410.1
OG0005186	Ds_00003382-RA	VIT_211s0065g00340.4, VIT_211s0065g00340.1, VIT_211s0065g00340.2, VIT_211s0065g00340.5, VIT_211s0065g00340.6, VIT_211s0065g00340.3
OG0005187	Ds_00008647-RA	VIT_216s0039g02500.3, VIT_216s0039g02500.1, VIT_216s0039g02500.2, VIT_216s0039g02500.4, VIT_216s0039g02500.5
OG0005188	Ds_00007270-RA	VIT_209s0002g06196.1, VIT_211s0016g04960.1, VIT_211s0016g04960.2
OG0005189	Ds_00002365-RA	VIT_209s0002g02500.1
OG0005190	Ds_00008047-RA	VIT_214s0068g02040.1
OG0005191	Ds_00000695-RA	VIT_209s0002g05740.2, VIT_209s0002g05740.3, VIT_209s0002g05740.1
OG0005193	Ds_00002113-RA, Ds_00007734-RA	VIT_202s0025g04630.1, VIT_202s0025g04630.2
OG0005194	Ds_00017977-RA	VIT_214s0060g01630.3, VIT_214s0060g01630.1, VIT_214s0060g01630.2
OG0005195	Ds_00000438-RA	VIT_209s0054g00600.3, VIT_209s0054g00600.2, VIT_209s0054g00600.1, VIT_209s0054g00600.4
OG0005196	Ds_00000704-RA	VIT_209s0002g05110.1
OG0005197	Ds_00017950-RA	VIT_205s0102g01210.4, VIT_205s0102g01210.5, VIT_205s0102g01210.6, VIT_205s0102g01210.7, VIT_205s0102g01210.2, VIT_205s0102g01210.3, VIT_205s0102g01210.1
OG0005198	Ds_00007660-RA	VIT_219s0014g00560.7, VIT_219s0014g00560.1, VIT_219s0014g00560.4, VIT_219s0014g00560.6, VIT_219s0014g00560.5, VIT_219s0014g00560.3, VIT_219s0014g00560.2
OG0005199	Ds_00003461-RA	VIT_211s0016g02790.1, VIT_204s0008g00610.1
OG0005200	Ds_00009637-RA	VIT_204s0008g05650.1
OG0005201	Ds_00015099-RA	VIT_210s0116g01850.3, VIT_210s0116g01850.2, VIT_210s0116g01850.4, VIT_210s0116g01850.1
OG0005202	Ds_00007619-RA	VIT_208s0007g06440.1
OG0005204	Ds_00000653-RA	VIT_209s0002g07060.1
OG0005205	Ds_00003560-RA, Ds_00016476-RA	VIT_215s0048g01100.1, VIT_215s0048g01100.2
OG0005206	Ds_00000678-RA	VIT_209s0002g06380.2, VIT_209s0002g06380.1
OG0005207	Ds_00004597-RA, Ds_00003570-RA	VIT_216s0050g00030.4, VIT_216s0050g00030.5
OG0005209	Ds_00012782-RA	VIT_209s0054g00700.1, VIT_209s0054g00700.3, VIT_209s0054g00700.4, VIT_209s0054g00700.2
OG0005210	Ds_00016456-RA	VIT_211s0037g00730.2, VIT_211s0037g00730.3, VIT_211s0037g00730.1
OG0005211	Ds_00007187-RA, Ds_00009678-RA	VIT_211s0206g00120.1
OG0005212	Ds_00012051-RA	VIT_216s0100g01310.7, VIT_216s0100g01310.6, VIT_216s0100g01310.5, VIT_216s0100g01310.4, VIT_216s0100g01310.2, VIT_216s0100g01310.1, VIT_216s0100g01310.3
OG0005213	Ds_00002374-RA	VIT_209s0002g02110.1, VIT_209s0002g02110.2, VIT_209s0002g02110.3
OG0005214	Ds_00017345-RA	VIT_211s0037g01410.3, VIT_211s0037g01410.2
OG0005215	Ds_00011478-RA	VIT_211s0118g00610.4, VIT_211s0118g00610.5, VIT_211s0118g00610.10, VIT_211s0118g00610.6, VIT_211s0118g00610.1, VIT_211s0118g00610.2, VIT_211s0118g00610.3, VIT_211s0118g00610.11, VIT_211s0118g00610.8, VIT_211s0118g00610.9, VIT_211s0118g00610.7
OG0005216	Ds_00002346-RA	VIT_209s0002g01120.1, VIT_209s0002g01120.2
OG0005217	Ds_00002099-RA	VIT_202s0025g03940.1
OG0005218	Ds_00010434-RA	VIT_211s0016g02280.1, VIT_204s0008g01300.1, VIT_204s0008g01300.2
OG0005219	Ds_00011451-RA	VIT_211s0206g00100.1, VIT_200s0912g00010.1
OG0005220	Ds_00012814-RA, Ds_00002380-RA	VIT_209s0002g01700.1
OG0005222	Ds_00009935-RA, Ds_00014592-RA	VIT_204s0008g03720.1, VIT_204s0008g03720.2
OG0005223	Ds_00009364-RA, Ds_00012649-RA	VIT_208s0040g00630.1, VIT_208s0040g00630.2
OG0005225	Ds_00005208-RA, Ds_00004110-RA	VIT_206s0004g03320.1
OG0005226	Ds_00016115-RA	VIT_206s0004g01810.10, VIT_206s0004g01810.5, VIT_206s0004g01810.2, VIT_206s0004g01810.11, VIT_206s0004g01810.7, VIT_206s0004g01810.6, VIT_206s0004g01810.4, VIT_206s0004g01810.9, VIT_206s0004g01810.1, VIT_206s0004g01810.3, VIT_206s0004g01810.8
OG0005227	Ds_00007418-RA	VIT_208s0007g01790.2, VIT_208s0007g01790.1
OG0005228	Ds_00014828-RA	VIT_212s0028g03190.1, VIT_212s0028g03190.5, VIT_212s0028g03190.3, VIT_212s0028g03190.4, VIT_212s0028g03190.2
OG0005230	Ds_00007747-RA	VIT_212s0028g00530.1, VIT_210s0003g03125.1, VIT_210s0003g03125.2
OG0005231	Ds_00010143-RA	VIT_206s0080g01220.1
OG0005232	Ds_00004438-RA	VIT_201s0011g06620.1
OG0005233	Ds_00016726-RA	VIT_213s0019g01820.5, VIT_213s0019g01820.4, VIT_213s0019g01820.6, VIT_213s0019g01820.3, VIT_213s0019g01820.10, VIT_213s0019g01820.7, VIT_213s0019g01820.9, VIT_213s0019g01820.11, VIT_213s0019g01820.8, VIT_213s0019g01820.2, VIT_213s0019g01820.1
OG0005234	Ds_00013446-RA	VIT_219s0014g01800.3, VIT_219s0014g01800.1, VIT_219s0014g01800.6, VIT_219s0014g01800.7, VIT_219s0014g01800.10, VIT_219s0014g01800.8, VIT_219s0014g01800.9, VIT_219s0014g01800.5, VIT_219s0014g01800.2
OG0005235	Ds_00011232-RA	VIT_203s0097g00660.1
OG0005237	Ds_00010493-RA	VIT_214s0219g00220.1, VIT_206s0004g07210.2, VIT_206s0004g07210.3, VIT_206s0004g07210.1
OG0005238	Ds_00006262-RA, Ds_00006162-RA	VIT_207s0005g02950.1, VIT_214s0081g00200.2, VIT_214s0081g00200.1
OG0005239	Ds_00016531-RA, Ds_00015658-RA, Ds_00015659-RA	VIT_217s0000g03250.1
OG0005240	Ds_00010788-RA, Ds_00014894-RA	VIT_208s0032g00440.1, VIT_208s0032g00440.2
OG0005241	Ds_00012270-RA	VIT_212s0059g02470.1
OG0005242	Ds_00009581-RA	VIT_201s0113g00350.1, VIT_208s0007g08450.1
OG0005243	Ds_00011727-RA	VIT_212s0059g02300.3, VIT_212s0059g02300.4, VIT_212s0059g02300.1, VIT_212s0059g02300.2
OG0005244	Ds_00008263-RA	VIT_206s0004g06290.2, VIT_206s0004g06290.1, VIT_206s0004g06290.3
OG0005245	Ds_00014334-RA	VIT_206s0004g00800.1
OG0005247	Ds_00014721-RA	VIT_206s0004g04130.8, VIT_206s0004g04130.13, VIT_206s0004g04130.4, VIT_206s0004g04130.1, VIT_206s0004g04130.2, VIT_206s0004g04130.3, VIT_206s0004g04130.9, VIT_206s0004g04130.5, VIT_206s0004g04130.6, VIT_206s0004g04130.11, VIT_206s0004g04130.12, VIT_206s0004g04130.7, VIT_206s0004g04130.10
OG0005248	Ds_00004348-RA	VIT_213s0073g00130.2, VIT_213s0073g00130.5, VIT_213s0073g00130.3, VIT_213s0073g00130.1
OG0005249	Ds_00007415-RA	VIT_210s0003g03770.1, VIT_204s0043g00720.2
OG0005250	Ds_00004728-RA	VIT_201s0011g01320.2
OG0005250	Ds_00006804-RA	VIT_203s0017g01980.1
OG0005252	Ds_00005237-RA	VIT_206s0061g00460.2, VIT_206s0061g00460.1, VIT_206s0061g00460.4, VIT_206s0061g00460.5
OG0005253	Ds_00008184-RA	VIT_218s0001g07060.1
OG0005254	Ds_00012657-RA, Ds_00009373-RA	VIT_208s0040g00890.3, VIT_208s0040g00890.2, VIT_208s0040g00890.1
OG0005255	Ds_00017456-RA	VIT_205s0020g00780.1
OG0005256	Ds_00009706-RA	VIT_200s0201g00060.1, VIT_200s0201g00060.4, VIT_200s0201g00060.3, VIT_200s0201g00060.2
OG0005257	Ds_00001732-RA	VIT_214s0006g00695.1, VIT_214s0036g01186.1, VIT_219s0090g00270.3, VIT_219s0090g00270.2, VIT_219s0090g00270.4, VIT_219s0090g00270.1
OG0005258	Ds_00000826-RA	VIT_208s0007g08490.1
OG0005260	Ds_00001978-RA	VIT_214s0219g00140.3, VIT_214s0219g00140.1, VIT_214s0219g00140.2
OG0005262	Ds_00001131-RA	VIT_203s0132g00150.1, VIT_201s0026g02630.1
OG0005263	Ds_00006044-RA	VIT_213s0074g00710.4, VIT_213s0074g00710.6, VIT_213s0074g00710.5, VIT_213s0074g00710.3, VIT_213s0074g00710.1, VIT_213s0074g00710.2
OG0005264	Ds_00004476-RA	VIT_210s0116g00870.1, VIT_210s0116g00870.2
OG0005265	Ds_00011027-RA	VIT_208s0007g06160.2, VIT_208s0007g06160.1
OG0005266	Ds_00015261-RA	VIT_213s0019g01990.1
OG0005267	Ds_00009370-RA	VIT_213s0084g00090.1, VIT_208s0040g00800.1
OG0005268	Ds_00012644-RA	VIT_208s0040g00320.1
OG0005269	Ds_00015600-RA	VIT_201s0010g00060.1
OG0005270	Ds_00004752-RA	VIT_201s0010g00340.4, VIT_201s0010g00340.2, VIT_201s0010g00340.3, VIT_201s0010g00340.1
OG0005271	Ds_00006234-RA	VIT_213s0067g00950.1, VIT_213s0067g02550.1, VIT_213s0067g01520.1, VIT_213s0067g02770.1
OG0005272	Ds_00002049-RA, Ds_00002047-RA, Ds_00011770-RA	VIT_219s0090g00660.1, VIT_219s0090g00660.2
OG0005273	Ds_00006833-RA	VIT_208s0058g01460.1, VIT_208s0058g01480.1
OG0005274	Ds_00010507-RA	VIT_201s0011g00500.1, VIT_201s0011g00500.2
OG0005275	Ds_00006885-RA	VIT_214s0108g01110.1, VIT_214s0108g01110.2, VIT_214s0108g01110.4, VIT_214s0108g01110.3
OG0005276	Ds_00002684-RA	VIT_208s0007g06670.3, VIT_208s0007g06670.1, VIT_208s0007g06670.2
OG0005277	Ds_00016676-RA, Ds_00016675-RA, Ds_00010945-RA	VIT_210s0003g02210.6, VIT_210s0003g02210.4, VIT_210s0003g02210.2, VIT_210s0003g02210.1, VIT_210s0003g02210.3, VIT_210s0003g02210.5
OG0005278	Ds_00007620-RA	VIT_208s0007g06370.1, VIT_208s0007g06370.3, VIT_208s0007g06370.2
OG0005279	Ds_00000913-RA	VIT_207s0104g01390.1
OG0005280	Ds_00002386-RA	VIT_209s0002g01770.2, VIT_209s0002g01770.1, VIT_209s0002g01770.4, VIT_209s0002g01770.3, VIT_211s0016g01900.1
OG0005281	Ds_00005093-RA, Ds_00013827-RA	VIT_202s0025g01580.3, VIT_202s0025g01560.3, VIT_202s0025g04210.1
OG0005282	Ds_00010707-RA	VIT_201s0137g00740.1, VIT_201s0137g00740.3, VIT_201s0137g00740.2
OG0005283	Ds_00008073-RA	VIT_214s0068g01560.1
OG0005285	Ds_00000026-RA, Ds_00013022-RA	VIT_203s0038g01820.1
OG0005286	Ds_00006561-RA	VIT_207s0005g05860.5, VIT_207s0005g05860.7, VIT_207s0005g05860.2, VIT_207s0005g05860.4, VIT_207s0005g05860.1, VIT_207s0005g05860.6, VIT_207s0005g05860.3
OG0005287	Ds_00004595-RA	VIT_208s0056g00560.3, VIT_208s0056g00560.1, VIT_208s0056g00560.2
OG0005288	Ds_00007816-RA	VIT_207s0005g03040.2, VIT_207s0005g03040.1
OG0005289	Ds_00008378-RA	VIT_215s0046g01750.2, VIT_215s0046g01750.1, VIT_215s0046g01750.3, VIT_215s0046g01750.4
OG0005291	Ds_00002874-RA	VIT_215s0048g02580.3, VIT_215s0048g02580.4, VIT_215s0048g02580.2, VIT_215s0048g02580.1
OG0005292	Ds_00002856-RA	VIT_215s0046g00110.1, VIT_215s0046g00110.2, VIT_215s0046g00110.4
OG0005293	Ds_00012584-RA	VIT_216s0098g00330.2, VIT_216s0098g00330.1
OG0005294	Ds_00004979-RA, Ds_00004985-RA	VIT_205s0094g01350.1, VIT_205s0094g01340.1
OG0005295	Ds_00007725-RA	VIT_215s0024g00050.1, VIT_215s0024g00050.2, VIT_215s0024g00050.3, VIT_215s0024g00050.5, VIT_215s0024g00050.7, VIT_215s0024g00050.8, VIT_215s0024g00050.4, VIT_215s0024g00050.6
OG0005296	Ds_00017631-RA	VIT_219s0015g00780.4, VIT_219s0015g00780.5, VIT_219s0015g00780.3, VIT_219s0015g00780.1, VIT_219s0015g00780.6, VIT_219s0015g00780.2
OG0005297	Ds_00003162-RA	VIT_205s0020g04100.1, VIT_205s0020g04100.2
OG0005298	Ds_00003078-RA	VIT_205s0020g02070.5, VIT_205s0020g02070.6, VIT_205s0020g02070.3, VIT_205s0020g02070.2, VIT_205s0020g02070.4, VIT_205s0020g02070.1
OG0005299	Ds_00012475-RA	VIT_215s0046g02870.1, VIT_215s0046g02870.2, VIT_215s0046g02870.4, VIT_215s0046g02870.3
OG0005300	Ds_00002845-RA	VIT_215s0046g00730.3, VIT_215s0046g00730.2, VIT_215s0046g00730.1
OG0005301	Ds_00011899-RA	VIT_202s0025g01500.2, VIT_202s0025g01500.4, VIT_202s0025g01500.3, VIT_202s0025g01500.1
OG0005302	Ds_00010882-RA	VIT_218s0001g01830.2, VIT_218s0001g01830.1
OG0005303	Ds_00003888-RA, Ds_00006328-RA	VIT_214s0060g02140.1
OG0005304	Ds_00004309-RA	VIT_204s0044g01090.3, VIT_204s0044g01090.8, VIT_204s0044g01090.7, VIT_204s0044g01090.5, VIT_204s0044g01090.2, VIT_204s0044g01090.1, VIT_204s0044g01090.6, VIT_204s0044g01090.4
OG0005305	Ds_00003254-RA	VIT_205s0020g00560.1, VIT_205s0020g00030.1
OG0005306	Ds_00006398-RA	VIT_205s0020g04590.1
OG0005307	Ds_00008620-RA	VIT_200s0179g00210.1
OG0005308	Ds_00014089-RA	VIT_207s0005g03500.1, VIT_207s0005g03500.2
OG0005309	Ds_00013389-RA, Ds_00013390-RA	VIT_200s0373g00040.1
OG0005310	Ds_00005085-RA	VIT_205s0049g01850.4, VIT_205s0049g01850.6, VIT_205s0049g01850.3, VIT_205s0049g01850.5, VIT_205s0049g01850.1, VIT_205s0049g01850.2
OG0005312	Ds_00015254-RA	VIT_214s0006g03250.1
OG0005312	Ds_00007130-RA, Ds_00007601-RA	VIT_205s0049g02240.1
OG0005313	Ds_00016708-RA, Ds_00001432-RA	VIT_218s0122g01140.1, VIT_204s0044g00150.2, VIT_204s0044g00160.2, VIT_219s0027g01650.1, VIT_204s0044g00160.1, VIT_204s0044g00150.1
OG0005314	Ds_00010756-RA	VIT_201s0010g02780.7, VIT_201s0010g02780.5, VIT_201s0010g02780.9, VIT_201s0010g02780.8, VIT_201s0010g02780.6, VIT_201s0010g02780.3, VIT_201s0010g02780.1, VIT_201s0010g02780.2, VIT_201s0010g02780.4
OG0005315	Ds_00016561-RA	VIT_204s0023g03780.5, VIT_204s0023g03780.9, VIT_204s0023g03780.8, VIT_204s0023g03780.6, VIT_204s0023g03780.3, VIT_204s0023g03780.4, VIT_204s0023g03780.7, VIT_204s0023g03780.2, VIT_204s0023g03780.1
OG0005316	Ds_00003932-RA	VIT_214s0060g00840.1, VIT_214s0060g00840.2, VIT_214s0060g00840.3
OG0005317	Ds_00006116-RA	VIT_204s0069g01020.2, VIT_204s0069g01020.3, VIT_204s0069g01020.5, VIT_204s0069g01020.4, VIT_204s0069g01020.1, VIT_204s0069g01050.1
OG0005318	Ds_00010155-RA, Ds_00001096-RA	VIT_214s0108g00040.1
OG0005319	Ds_00010526-RA	VIT_201s0011g00870.1
OG0005320	Ds_00010558-RA, Ds_00008444-RA	VIT_201s0026g02710.2, VIT_201s0026g02710.1
OG0005321	Ds_00015256-RA	VIT_214s0006g03260.1
