Orthogroup	D_spatulata.proteins	G_max.proteins
OG0005038	Ds_00007431-RA	GmISU01.18G122500.1.p, GmISU01.08G309300.2.p, GmISU01.08G309300.1.p
OG0005039	Ds_00010340-RA	GmISU01.03G045400.3.p, GmISU01.03G045400.1.p
OG0005040	Ds_00010036-RA	GmISU01.11G186800.1.p, GmISU01.18G046200.1.p, GmISU01.18G046200.2.p, GmISU01.11G186700.1.p, GmISU01.18G046300.1.p
OG0005041	Ds_00000991-RA	GmISU01.19G133700.3.p, GmISU01.19G133700.2.p, GmISU01.19G133700.1.p, GmISU01.03G129800.3.p, GmISU01.03G129800.1.p, GmISU01.03G129800.2.p
OG0005042	Ds_00005531-RA, Ds_00008006-RA	GmISU01.11G119600.1.p, GmISU01.11G119600.2.p, GmISU01.12G050200.1.p
OG0005043	Ds_00002730-RA	GmISU01.19G082000.1.p, GmISU01.16G037800.1.p
OG0005044	Ds_00006403-RA	GmISU01.20G170400.2.p, GmISU01.20G170400.1.p, GmISU01.10G145900.1.p, GmISU01.10G145900.3.p
OG0005045	Ds_00002057-RA	GmISU01.10G060000.4.p, GmISU01.10G060000.2.p
OG0005046	Ds_00012762-RA	GmISU01.11G201000.2.p, GmISU01.18G033600.4.p, GmISU01.18G033600.3.p, GmISU01.18G033600.2.p
OG0005047	Ds_00003920-RA, Ds_00017574-RA	GmISU01.03G189200.1.p, GmISU01.19G191000.1.p
OG0005049	Ds_00010946-RA	GmISU01.18G051900.5.p, GmISU01.18G051900.6.p, GmISU01.17G040000.1.p
OG0005050	Ds_00005043-RA, Ds_00014653-RA	GmISU01.11G116300.1.p, GmISU01.11G116300.2.p, GmISU01.12G047000.2.p, GmISU01.12G047000.1.p, GmISU01.13G303800.1.p, GmISU01.15G028100.1.p
OG0005051	Ds_00010048-RA	GmISU01.07G115300.3.p, GmISU01.07G115300.4.p, GmISU01.18G134500.3.p, GmISU01.07G115300.2.p, GmISU01.07G115300.1.p, GmISU01.18G134500.2.p, GmISU01.18G134500.1.p
OG0005053	Ds_00007643-RA	GmISU01.09G037300.1.p, GmISU01.17G027400.1.p, GmISU01.07G206200.1.p
OG0005056	Ds_00000862-RA, Ds_00009445-RA	GmISU01.20G030700.2.p, GmISU01.13G049300.1.p
OG0005058	Ds_00004174-RA	GmISU01.12G118500.1.p, GmISU01.12G118500.2.p, GmISU01.11G094700.1.p
OG0005059	Ds_00016362-RA	GmISU01.01G173400.1.p, GmISU01.11G024900.1.p, GmISU01.17G122600.1.p, GmISU01.05G046500.1.p
OG0005061	Ds_00011117-RA	GmISU01.03G000400.1.p, GmISU01.03G000400.2.p, GmISU01.03G000400.4.p, GmISU01.03G000400.5.p, GmISU01.16G190100.1.p
OG0005062	Ds_00002012-RA, Ds_00010275-RA	GmISU01.10G053200.1.p, GmISU01.13G116700.1.p
OG0005064	Ds_00007432-RA	GmISU01.03G065800.1.p, GmISU01.16G077300.1.p, GmISU01.08G309400.1.p, GmISU01.18G122600.2.p, GmISU01.18G122600.1.p
OG0005065	Ds_00004921-RA	GmISU01.13G227900.1.p, GmISU01.12G198000.1.p, GmISU01.10G138900.1.p
OG0005067	Ds_00005534-RA, Ds_00009332-RA	GmISU01.08G102600.1.p, GmISU01.05G128000.1.p
OG0005068	Ds_00006634-RA, Ds_00014940-RA	GmISU01.14G033900.1.p, GmISU01.02G239100.1.p, GmISU01.20G030500.1.p
OG0005069	Ds_00017370-RA	GmISU01.06G036500.1.p, GmISU01.04G036700.1.p
OG0005070	Ds_00018069-RA, Ds_00010883-RA, Ds_00004388-RA	GmISU01.13G101000.1.p
OG0005071	Ds_00006659-RA, Ds_00006660-RA, Ds_00006662-RA, Ds_00006663-RA, Ds_00016756-RA	GmISU01.02G062400.1.p, GmISU01.16G123200.1.p, GmISU01.19G080000.1.p, GmISU01.16G040100.1.p
OG0005072	Ds_00015554-RA	GmISU01.10G065700.1.p, GmISU01.02G169100.1.p, GmISU01.02G169000.1.p, GmISU01.10G065800.1.p
OG0005073	Ds_00014712-RA	GmISU01.13G293400.1.p
OG0005073	Ds_00016779-RA	GmISU01.19G137900.1.p, GmISU01.03G134600.1.p, GmISU01.13G104000.1.p, GmISU01.10G040400.2.p, GmISU01.10G040400.1.p, GmISU01.10G040400.3.p
OG0005074	Ds_00004971-RA	GmISU01.07G175100.6.p, GmISU01.07G175100.1.p, GmISU01.07G175100.2.p, GmISU01.07G175100.3.p, GmISU01.02G124400.1.p, GmISU01.02G124400.2.p, GmISU01.07G175100.4.p, GmISU01.07G175100.5.p
OG0005076	Ds_00015945-RA	GmISU01.03G105100.1.p, GmISU01.15G227200.3.p, GmISU01.15G227200.1.p, GmISU01.15G227200.2.p, GmISU01.15G227200.4.p, GmISU01.08G143400.1.p
OG0005077	Ds_00015794-RA, Ds_00015582-RA	GmISU01.10G066800.1.p, GmISU01.19G160600.1.p, GmISU01.03G158800.1.p
OG0005077	Ds_00001250-RA	GmISU01.11G145100.1.p, GmISU01.13G274800.1.p, GmISU01.12G154200.1.p
OG0005078	Ds_00000980-RA	GmISU01.10G035400.1.p, GmISU01.10G035400.2.p, GmISU01.13G097800.2.p, GmISU01.13G097800.3.p, GmISU01.13G097800.1.p
OG0005079	Ds_00011713-RA	GmISU01.10G081600.1.p
OG0005080	Ds_00000956-RA	GmISU01.19G174800.1.p, GmISU01.19G174800.2.p
OG0005081	Ds_00007058-RA	GmISU01.15G215600.1.p
OG0005082	Ds_00014314-RA	GmISU01.09G233900.1.p, GmISU01.18G157900.1.p
OG0005084	Ds_00002563-RA	GmISU01.08G242300.1.p, GmISU01.08G242300.3.p, GmISU01.08G242300.2.p, GmISU01.16G087400.6.p, GmISU01.16G087400.2.p, GmISU01.16G087400.3.p
OG0005085	Ds_00010555-RA	GmISU01.18G221300.3.p, GmISU01.18G221300.2.p, GmISU01.07G038700.1.p, GmISU01.07G038700.2.p, GmISU01.09G077100.1.p
OG0005086	Ds_00009391-RA	GmISU01.11G041900.6.p, GmISU01.11G041900.1.p, GmISU01.11G041900.5.p, GmISU01.01G155800.1.p, GmISU01.01G155800.4.p, GmISU01.05G086900.1.p
OG0005089	Ds_00011709-RA	GmISU01.09G037500.2.p, GmISU01.09G037500.1.p
OG0005090	Ds_00010857-RA	GmISU01.06G105600.1.p, GmISU01.06G105600.4.p, GmISU01.04G203800.2.p, GmISU01.04G203800.3.p, GmISU01.04G203800.4.p, GmISU01.04G203800.1.p, GmISU01.04G203800.5.p, GmISU01.04G203800.6.p
OG0005091	Ds_00013414-RA	GmISU01.04G177900.1.p, GmISU01.14G095400.1.p, GmISU01.06G134400.1.p, GmISU01.08G132000.1.p, GmISU01.05G155600.1.p
OG0005094	Ds_00001515-RA	GmISU01.04G204500.1.p, GmISU01.04G204500.3.p, GmISU01.06G105000.2.p, GmISU01.06G105000.1.p
OG0005095	Ds_00001185-RA	GmISU01.12G104500.2.p, GmISU01.06G242400.1.p, GmISU01.06G242400.2.p, GmISU01.12G104500.1.p
OG0005096	Ds_00008196-RA	GmISU01.11G048700.1.p, GmISU01.01G149200.1.p
OG0005097	Ds_00001409-RA	GmISU01.08G132200.2.p, GmISU01.08G132200.1.p, GmISU01.05G155800.1.p
OG0005098	Ds_00005982-RA	GmISU01.09G161000.1.p, GmISU01.01G020000.1.p
OG0005099	Ds_00015164-RA, Ds_00017837-RA	GmISU01.15G083300.1.p, GmISU01.13G190000.1.p
OG0005100	Ds_00014493-RA	GmISU01.16G107300.1.p, GmISU01.01G131800.1.p, GmISU01.19G016000.1.p, GmISU01.11G067400.1.p
OG0005101	Ds_00014482-RA, Ds_00014495-RA, Ds_00014500-RA	GmISU01.16G107400.1.p
OG0005103	Ds_00006136-RA	GmISU01.06G146400.4.p, GmISU01.06G146400.1.p, GmISU01.06G146400.5.p, GmISU01.06G146400.2.p, GmISU01.04G167100.1.p, GmISU01.05G167300.2.p, GmISU01.05G167300.1.p, GmISU01.08G004200.1.p
OG0005104	Ds_00001507-RA	GmISU01.06G107300.9.p, GmISU01.06G107300.8.p, GmISU01.06G107300.7.p, GmISU01.06G107300.5.p, GmISU01.06G107300.6.p, GmISU01.06G107300.3.p, GmISU01.06G107300.2.p, GmISU01.06G107300.4.p, GmISU01.06G107300.1.p, GmISU01.06G107300.10.p, GmISU01.06G107300.11.p
OG0005105	Ds_00000541-RA, Ds_00000543-RA	GmISU01.06G040100.1.p, GmISU01.14G081900.1.p
OG0005106	Ds_00001483-RA	GmISU01.11G041200.1.p, GmISU01.01G156500.1.p, GmISU01.05G087750.1.p, GmISU01.17G145500.1.p
OG0005107	Ds_00011979-RA	GmISU01.06G016000.3.p, GmISU01.06G016000.2.p, GmISU01.06G016000.4.p, GmISU01.06G016000.5.p, GmISU01.04G017300.6.p, GmISU01.04G017300.5.p, GmISU01.04G017300.1.p
OG0005108	Ds_00007884-RA	GmISU01.17G215200.1.p, GmISU01.06G031500.1.p, GmISU01.04G032600.1.p
OG0005109	Ds_00006636-RA	GmISU01.20G073800.2.p, GmISU01.20G073800.9.p, GmISU01.20G073800.8.p, GmISU01.20G073800.3.p, GmISU01.20G073800.10.p, GmISU01.20G073800.6.p, GmISU01.20G073800.1.p, GmISU01.20G073800.7.p, GmISU01.20G073800.5.p, GmISU01.10G242400.1.p
OG0005110	Ds_00001873-RA, Ds_00014008-RA, Ds_00014010-RA	GmISU01.01G189000.1.p, GmISU01.11G012600.1.p, GmISU01.18G191500.1.p, GmISU01.09G202900.1.p
OG0005112	Ds_00008427-RA	GmISU01.02G106700.3.p, GmISU01.02G106700.1.p, GmISU01.02G106700.2.p, GmISU01.01G053500.1.p
OG0005114	Ds_00000044-RA	GmISU01.12G028800.1.p, GmISU01.11G097900.3.p, GmISU01.12G028800.2.p, GmISU01.11G097900.1.p, GmISU01.04G004000.1.p, GmISU01.06G003700.1.p
OG0005115	Ds_00006520-RA	GmISU01.11G222500.1.p
OG0005116	Ds_00000183-RA	GmISU01.06G084500.1.p, GmISU01.14G151100.1.p, GmISU01.02G182300.1.p
OG0005118	Ds_00013011-RA, Ds_00013583-RA	GmISU01.11G099000.1.p, GmISU01.12G029700.1.p, GmISU01.04G003500.1.p
OG0005119	Ds_00002912-RA	GmISU01.20G136500.4.p, GmISU01.20G136500.6.p, GmISU01.20G136500.5.p, GmISU01.20G136500.7.p, GmISU01.20G136500.8.p, GmISU01.10G181100.3.p, GmISU01.20G136500.2.p, GmISU01.20G136500.1.p
OG0005120	Ds_00014026-RA	GmISU01.10G131500.13.p, GmISU01.10G131500.16.p, GmISU01.10G131500.14.p, GmISU01.10G131500.15.p, GmISU01.20G185000.13.p, GmISU01.20G185000.12.p, GmISU01.20G185000.14.p, GmISU01.20G185000.11.p, GmISU01.10G131500.12.p
OG0005121	Ds_00013648-RA	GmISU01.20G138300.1.p, GmISU01.10G179000.1.p
OG0005122	Ds_00007540-RA	GmISU01.08G196100.3.p, GmISU01.08G196100.2.p, GmISU01.08G196100.1.p
OG0005125	Ds_00002238-RA	GmISU01.16G005200.1.p, GmISU01.07G034600.10.p, GmISU01.07G034600.11.p, GmISU01.07G034600.5.p, GmISU01.07G034600.12.p, GmISU01.07G034600.13.p, GmISU01.16G005200.4.p
OG0005126	Ds_00013999-RA	GmISU01.15G203650.2.p, GmISU01.15G203650.1.p, GmISU01.15G203650.3.p, GmISU01.15G203650.4.p, GmISU01.15G203650.6.p, GmISU01.15G203650.5.p, GmISU01.15G203650.12.p, GmISU01.15G203650.11.p, GmISU01.15G203650.8.p, GmISU01.15G203650.10.p, GmISU01.15G203650.9.p, GmISU01.15G203650.7.p, GmISU01.08G150700.1.p, GmISU01.08G150700.2.p
OG0005127	Ds_00000019-RA	GmISU01.08G067300.1.p, GmISU01.08G067300.2.p, GmISU01.05G095400.2.p, GmISU01.05G095400.1.p
OG0005128	Ds_00003387-RA	GmISU01.02G062900.1.p, GmISU01.16G039400.1.p, GmISU01.19G080600.1.p
OG0005129	Ds_00012164-RA	GmISU01.14G043700.1.p, GmISU01.02G230100.1.p
OG0005130	Ds_00002663-RA	GmISU01.11G210600.1.p, GmISU01.18G023400.1.p, GmISU01.02G225100.1.p, GmISU01.14G053100.1.p
OG0005132	Ds_00006796-RA	GmISU01.02G055400.1.p, GmISU01.16G117000.1.p
OG0005132	Ds_00004351-RA	GmISU01.11G112700.2.p, GmISU01.11G112700.1.p, GmISU01.12G043100.1.p, GmISU01.12G043100.2.p
OG0005133	Ds_00006799-RA	GmISU01.02G053500.1.p, GmISU01.16G115200.1.p, GmISU01.11G058100.1.p
OG0005134	Ds_00012219-RA	GmISU01.15G053100.1.p, GmISU01.13G223500.1.p, GmISU01.13G326000.4.p, GmISU01.13G326000.5.p, GmISU01.13G326000.7.p, GmISU01.13G326000.1.p, GmISU01.07G151500.1.p, GmISU01.07G151500.2.p, GmISU01.08G063800.1.p
OG0005135	Ds_00003612-RA	GmISU01.04G084500.1.p
OG0005136	Ds_00001127-RA, Ds_00007761-RA	GmISU01.03G067900.1.p, GmISU01.16G074700.1.p, GmISU01.16G075100.1.p, GmISU01.16G075100.2.p
OG0005138	Ds_00016533-RA	GmISU01.06G097600.3.p, GmISU01.06G097600.1.p, GmISU01.04G095700.1.p
OG0005139	Ds_00007975-RA	GmISU01.06G193200.2.p, GmISU01.04G119700.1.p, GmISU01.06G193200.1.p, GmISU01.06G193200.6.p, GmISU01.06G193200.4.p, GmISU01.06G193200.3.p, GmISU01.06G193200.5.p
OG0005140	Ds_00001787-RA	GmISU01.12G191300.1.p, GmISU01.13G236100.1.p, GmISU01.06G203700.1.p
OG0005141	Ds_00010431-RA	GmISU01.04G056300.1.p, GmISU01.06G056200.1.p, GmISU01.14G097000.3.p, GmISU01.14G097000.1.p, GmISU01.14G097000.2.p, GmISU01.17G191600.2.p, GmISU01.17G191600.4.p, GmISU01.17G191600.3.p
OG0005143	Ds_00005707-RA	GmISU01.07G227300.2.p, GmISU01.07G227300.1.p, GmISU01.17G007500.1.p, GmISU01.10G149000.1.p
OG0005145	Ds_00005309-RA	GmISU01.08G161100.5.p, GmISU01.08G161100.4.p, GmISU01.08G161100.2.p
OG0005146	Ds_00004431-RA	GmISU01.07G230100.1.p, GmISU01.17G004700.1.p
OG0005147	Ds_00011751-RA	GmISU01.18G085100.3.p, GmISU01.18G085100.2.p, GmISU01.08G280900.5.p, GmISU01.08G280900.1.p, GmISU01.08G280900.6.p, GmISU01.08G280900.7.p, GmISU01.08G280900.2.p
OG0005148	Ds_00007215-RA, Ds_00011474-RA, Ds_00007216-RA	GmISU01.15G173600.1.p, GmISU01.09G078200.1.p, GmISU01.15G173600.2.p
OG0005149	Ds_00002653-RA	GmISU01.20G071600.1.p, GmISU01.10G244700.1.p
OG0005152	Ds_00013302-RA	GmISU01.13G087000.1.p, GmISU01.17G040700.3.p
OG0005153	Ds_00010652-RA	GmISU01.12G113000.1.p, GmISU01.06G228000.1.p, GmISU01.12G184000.1.p
OG0005156	Ds_00015655-RA	GmISU01.19G001800.1.p, GmISU01.05G001900.2.p, GmISU01.05G001900.1.p
OG0005157	Ds_00009936-RA	GmISU01.17G166900.1.p, GmISU01.06G075600.2.p, GmISU01.06G075600.1.p
OG0005158	Ds_00011755-RA	GmISU01.14G022200.2.p, GmISU01.14G022200.1.p, GmISU01.02G250400.2.p, GmISU01.02G250400.1.p
OG0005160	Ds_00005312-RA	GmISU01.13G064500.1.p
OG0005161	Ds_00014271-RA	GmISU01.14G109900.2.p, GmISU01.14G109900.1.p, GmISU01.14G109900.5.p, GmISU01.14G109900.4.p, GmISU01.17G177300.2.p, GmISU01.17G177300.3.p, GmISU01.17G177300.1.p
OG0005162	Ds_00010176-RA	GmISU01.17G058100.1.p, GmISU01.20G057800.1.p
OG0005163	Ds_00008797-RA	GmISU01.03G017000.3.p, GmISU01.03G017000.1.p, GmISU01.07G073600.1.p, GmISU01.07G073600.2.p, GmISU01.09G221800.2.p, GmISU01.09G221800.1.p, GmISU01.18G171200.1.p, GmISU01.18G171200.2.p
OG0005164	Ds_00000734-RA	GmISU01.07G017400.1.p, GmISU01.08G190400.1.p, GmISU01.08G190400.3.p, GmISU01.13G315200.1.p, GmISU01.15G015800.1.p, GmISU01.15G015800.2.p, GmISU01.15G015800.5.p
OG0005167	Ds_00001362-RA, Ds_00014624-RA	GmISU01.11G030300.1.p, GmISU01.01G168400.2.p, GmISU01.01G168400.3.p, GmISU01.01G168400.1.p, GmISU01.17G130901.1.p, GmISU01.05G055100.2.p, GmISU01.05G055100.1.p
OG0005169	Ds_00004227-RA	GmISU01.08G215700.1.p, GmISU01.08G215700.2.p, GmISU01.15G186200.1.p
OG0005170	Ds_00004612-RA	GmISU01.03G014500.1.p, GmISU01.07G070100.1.p, GmISU01.18G172700.1.p, GmISU01.18G172700.2.p, GmISU01.09G220700.1.p, GmISU01.09G220700.2.p
OG0005171	Ds_00015730-RA	GmISU01.04G120400.1.p, GmISU01.06G195400.1.p
OG0005172	Ds_00001613-RA, Ds_00016493-RA	GmISU01.09G218000.1.p, GmISU01.18G176200.2.p, GmISU01.18G176200.1.p
OG0005173	Ds_00012897-RA	GmISU01.07G165200.4.p, GmISU01.07G165200.1.p, GmISU01.07G165200.3.p, GmISU01.07G165200.2.p
OG0005174	Ds_00001774-RA	GmISU01.13G241900.2.p, GmISU01.13G241900.1.p, GmISU01.13G241900.3.p
OG0005175	Ds_00007247-RA	GmISU01.04G117200.3.p, GmISU01.04G117200.4.p, GmISU01.06G197200.1.p, GmISU01.06G197200.2.p, GmISU01.13G130600.1.p, GmISU01.17G104100.1.p, GmISU01.17G104100.2.p
OG0005176	Ds_00009869-RA, Ds_00009870-RA, Ds_00016439-RA, Ds_00017628-RA	GmISU01.13G064300.1.p, GmISU01.17G063400.1.p
OG0005177	Ds_00004214-RA	GmISU01.06G059400.1.p, GmISU01.04G059100.1.p
OG0005178	Ds_00008796-RA	GmISU01.03G016700.3.p, GmISU01.03G016700.1.p, GmISU01.03G016700.2.p, GmISU01.07G073300.2.p, GmISU01.07G073300.1.p
OG0005179	Ds_00008930-RA, Ds_00008929-RA, Ds_00008674-RA	GmISU01.03G213800.1.p
OG0005180	Ds_00004589-RA	GmISU01.18G178100.1.p, GmISU01.09G216000.1.p, GmISU01.18G178200.3.p, GmISU01.03G009100.1.p, GmISU01.07G064700.1.p
OG0005182	Ds_00010638-RA	GmISU01.12G185600.2.p, GmISU01.12G185600.1.p, GmISU01.13G243600.1.p, GmISU01.13G243600.2.p
OG0005183	Ds_00005080-RA	GmISU01.07G207000.1.p, GmISU01.10G089450.1.p, GmISU01.17G026500.1.p
OG0005184	Ds_00016625-RA	GmISU01.05G044900.4.p, GmISU01.05G044900.3.p, GmISU01.05G044900.6.p, GmISU01.05G044900.5.p, GmISU01.05G044900.2.p, GmISU01.05G044900.1.p, GmISU01.17G120800.5.p, GmISU01.17G120800.2.p, GmISU01.17G120800.3.p, GmISU01.17G120800.1.p, GmISU01.17G120800.4.p
OG0005185	Ds_00007532-RA	GmISU01.06G078200.1.p, GmISU01.04G076600.1.p, GmISU01.14G120600.1.p, GmISU01.17G169300.1.p
OG0005186	Ds_00003382-RA	GmISU01.05G189100.2.p, GmISU01.08G025300.2.p, GmISU01.08G025300.1.p
OG0005187	Ds_00008647-RA	GmISU01.18G108500.1.p, GmISU01.18G108500.2.p, GmISU01.08G259500.1.p, GmISU01.08G259500.2.p
OG0005188	Ds_00007270-RA	GmISU01.05G007300.1.p, GmISU01.17G107200.1.p
OG0005189	Ds_00002365-RA	GmISU01.08G182300.2.p, GmISU01.08G182300.3.p, GmISU01.08G182300.4.p, GmISU01.08G182300.1.p, GmISU01.07G011100.1.p
OG0005190	Ds_00008047-RA	GmISU01.19G068300.2.p, GmISU01.19G068300.1.p, GmISU01.16G051300.2.p, GmISU01.16G051300.1.p
OG0005191	Ds_00000695-RA	GmISU01.08G194700.1.p, GmISU01.07G030300.1.p, GmISU01.15G010700.2.p
OG0005192	Ds_00017756-RA	GmISU01.15G025800.1.p, GmISU01.07G033000.1.p, GmISU01.16G003700.1.p
OG0005193	Ds_00002113-RA, Ds_00007734-RA	GmISU01.17G122200.1.p, GmISU01.05G046100.1.p, GmISU01.01G173700.1.p, GmISU01.11G024600.1.p
OG0005194	Ds_00017977-RA	GmISU01.03G134800.1.p
OG0005195	Ds_00000438-RA	GmISU01.07G018400.2.p, GmISU01.07G018400.1.p, GmISU01.08G205700.1.p
OG0005196	Ds_00000704-RA	GmISU01.08G193200.1.p, GmISU01.07G031600.1.p, GmISU01.07G031600.2.p, GmISU01.08G193200.2.p, GmISU01.15G012300.1.p, GmISU01.13G318700.1.p
OG0005197	Ds_00017950-RA	GmISU01.13G050700.1.p, GmISU01.13G050700.3.p, GmISU01.13G050700.2.p, GmISU01.20G034600.1.p, GmISU01.20G034600.2.p
OG0005198	Ds_00007660-RA	GmISU01.05G126200.2.p, GmISU01.12G015900.1.p, GmISU01.12G015900.2.p, GmISU01.11G099500.4.p, GmISU01.11G099500.3.p, GmISU01.11G099500.2.p, GmISU01.11G099500.1.p
OG0005199	Ds_00003461-RA	GmISU01.06G045100.1.p, GmISU01.04G046800.1.p
OG0005200	Ds_00009637-RA	GmISU01.17G101900.1.p, GmISU01.13G132900.1.p, GmISU01.14G033600.1.p, GmISU01.02G239300.1.p
OG0005201	Ds_00015099-RA	GmISU01.13G172900.1.p, GmISU01.15G099500.1.p
OG0005202	Ds_00007619-RA	GmISU01.03G108900.1.p, GmISU01.19G113600.1.p
OG0005203	Ds_00015853-RA	GmISU01.04G197000.1.p, GmISU01.06G113400.1.p
OG0005204	Ds_00000653-RA	GmISU01.08G198300.1.p, GmISU01.08G198300.2.p, GmISU01.07G027100.2.p, GmISU01.07G027100.1.p, GmISU01.13G323700.1.p, GmISU01.15G006700.1.p
OG0005205	Ds_00003560-RA, Ds_00016476-RA	GmISU01.03G015900.1.p, GmISU01.07G072000.2.p
OG0005206	Ds_00000678-RA	GmISU01.15G009400.1.p, GmISU01.15G009400.2.p
OG0005207	Ds_00004597-RA, Ds_00003570-RA	GmISU01.10G198400.1.p, GmISU01.20G121800.1.p
OG0005209	Ds_00012782-RA	GmISU01.07G001100.1.p, GmISU01.08G209800.11.p, GmISU01.08G209800.3.p, GmISU01.07G001100.3.p
OG0005210	Ds_00016456-RA	GmISU01.02G173400.2.p, GmISU01.02G173400.1.p, GmISU01.17G065800.1.p, GmISU01.17G065800.2.p, GmISU01.17G065800.3.p
OG0005211	Ds_00007187-RA, Ds_00009678-RA	GmISU01.09G083100.1.p, GmISU01.15G179200.1.p, GmISU01.13G128300.1.p, GmISU01.17G069800.1.p
OG0005212	Ds_00012051-RA	GmISU01.10G198450.1.p
OG0005213	Ds_00002374-RA	GmISU01.15G022400.1.p
OG0005214	Ds_00017345-RA	GmISU01.13G064700.4.p, GmISU01.13G064700.1.p, GmISU01.13G064700.3.p, GmISU01.17G063000.9.p, GmISU01.17G063000.8.p, GmISU01.17G063000.7.p, GmISU01.17G063000.10.p, GmISU01.17G063000.11.p
OG0005215	Ds_00011478-RA	GmISU01.15G174800.1.p, GmISU01.09G079900.2.p, GmISU01.09G079900.1.p
OG0005216	Ds_00002346-RA	GmISU01.19G222200.2.p, GmISU01.19G222200.1.p, GmISU01.03G220800.1.p, GmISU01.03G220800.2.p
OG0005217	Ds_00002099-RA	GmISU01.05G071100.1.p, GmISU01.08G010900.5.p, GmISU01.05G174000.2.p, GmISU01.05G174000.1.p, GmISU01.05G174000.3.p, GmISU01.08G010900.2.p, GmISU01.08G010900.1.p, GmISU01.08G010900.3.p, GmISU01.08G010900.4.p
OG0005218	Ds_00010434-RA	GmISU01.17G197500.1.p, GmISU01.17G197500.2.p, GmISU01.14G090400.1.p, GmISU01.06G046800.1.p, GmISU01.04G047600.1.p
OG0005219	Ds_00011451-RA	GmISU01.15G179100.1.p, GmISU01.09G083000.1.p
OG0005220	Ds_00012814-RA, Ds_00002380-RA	GmISU01.07G007200.1.p, GmISU01.08G177800.1.p, GmISU01.13G307800.2.p, GmISU01.13G307800.1.p, GmISU01.15G023900.3.p, GmISU01.15G023900.1.p, GmISU01.15G023900.4.p
OG0005222	Ds_00009935-RA, Ds_00014592-RA	GmISU01.06G075700.1.p, GmISU01.04G074500.1.p, GmISU01.17G167100.2.p, GmISU01.17G167100.1.p, GmISU01.14G118800.1.p
OG0005223	Ds_00009364-RA, Ds_00012649-RA	GmISU01.10G083100.2.p, GmISU01.10G083100.3.p, GmISU01.10G083100.1.p, GmISU01.10G083000.1.p, GmISU01.10G083000.2.p, GmISU01.02G143900.2.p, GmISU01.02G143900.1.p, GmISU01.19G095200.1.p
OG0005224	Ds_00005838-RA, Ds_00010280-RA	GmISU01.16G127900.1.p
OG0005225	Ds_00005208-RA, Ds_00004110-RA	GmISU01.12G065300.1.p, GmISU01.11G134800.2.p, GmISU01.11G134800.1.p
OG0005226	Ds_00016115-RA	GmISU01.15G031300.3.p, GmISU01.15G031300.1.p
OG0005227	Ds_00007418-RA	GmISU01.01G086000.4.p, GmISU01.01G086000.1.p, GmISU01.01G086000.2.p, GmISU01.01G086000.3.p, GmISU01.03G059500.2.p
OG0005228	Ds_00014828-RA	GmISU01.13G257300.1.p, GmISU01.12G172500.1.p, GmISU01.12G172500.2.p, GmISU01.13G257300.2.p, GmISU01.06G246200.2.p, GmISU01.06G246200.1.p
OG0005230	Ds_00007747-RA	GmISU01.18G092000.1.p, GmISU01.08G275400.1.p, GmISU01.02G244700.1.p, GmISU01.14G028300.1.p, GmISU01.08G077700.1.p, GmISU01.05G105600.1.p
OG0005231	Ds_00010143-RA	GmISU01.13G273800.1.p
OG0005232	Ds_00015079-RA	GmISU01.05G111500.2.p
OG0005232	Ds_00004438-RA	GmISU01.08G083700.1.p, GmISU01.08G083700.3.p, GmISU01.05G111500.1.p
OG0005233	Ds_00016726-RA	GmISU01.14G063500.2.p, GmISU01.14G063500.1.p
OG0005234	Ds_00013446-RA	GmISU01.06G202900.3.p, GmISU01.06G202900.2.p, GmISU01.12G129800.2.p, GmISU01.12G129800.1.p
OG0005235	Ds_00011232-RA	GmISU01.08G247400.2.p, GmISU01.01G077000.1.p, GmISU01.13G219200.1.p, GmISU01.13G219200.2.p, GmISU01.15G057700.3.p, GmISU01.15G057700.1.p
OG0005237	Ds_00010493-RA	GmISU01.19G060700.1.p, GmISU01.16G060100.1.p, GmISU01.14G163300.2.p, GmISU01.14G163300.1.p, GmISU01.02G194500.1.p
OG0005238	Ds_00006262-RA, Ds_00006162-RA	GmISU01.03G205900.1.p, GmISU01.19G207100.1.p, GmISU01.20G185200.1.p, GmISU01.10G131900.1.p
OG0005239	Ds_00016531-RA, Ds_00015658-RA, Ds_00015659-RA	GmISU01.08G086700.3.p, GmISU01.08G086700.1.p, GmISU01.08G086700.4.p, GmISU01.05G114300.1.p, GmISU01.08G086700.5.p
OG0005240	Ds_00010788-RA, Ds_00014894-RA	GmISU01.16G126700.1.p
OG0005241	Ds_00012270-RA	GmISU01.13G268100.1.p, GmISU01.12G162700.1.p
OG0005242	Ds_00009581-RA	GmISU01.02G157300.1.p, GmISU01.19G107800.1.p, GmISU01.19G107800.6.p, GmISU01.19G107800.4.p, GmISU01.19G107800.2.p, GmISU01.19G107800.8.p, GmISU01.19G107800.5.p, GmISU01.19G107800.3.p, GmISU01.19G107800.7.p, GmISU01.03G103100.1.p
OG0005243	Ds_00011727-RA	GmISU01.18G087700.1.p, GmISU01.09G084300.1.p
OG0005244	Ds_00008263-RA	GmISU01.08G297700.1.p, GmISU01.18G061500.1.p, GmISU01.18G061500.3.p
OG0005245	Ds_00014334-RA	GmISU01.14G146200.1.p, GmISU01.02G176300.1.p
OG0005247	Ds_00014721-RA	GmISU01.11G129800.1.p
