Orthogroup	D_spatulata.proteins	B_vulgaris.proteins
OG0004351	Ds_00003896-RA	Bevul.4G202200.1.p
OG0004352	Ds_00015559-RA	Bevul.7G023000.1.p
OG0004353	Ds_00005447-RA, Ds_00013657-RA	Bevul.5G259600.1.p
OG0004354	Ds_00005717-RA	Bevul.3G231300.1.p
OG0004355	Ds_00016804-RA	Bevul.4G216300.1.p
OG0004356	Ds_00003885-RA	Bevul.4G205200.1.p
OG0004357	Ds_00004697-RA	Bevul.7G094300.1.p
OG0004359	Ds_00007030-RA	Bevul.4G110200.1.p
OG0004360	Ds_00000480-RA	Bevul.2G039500.1.p
OG0004361	Ds_00003125-RA	Bevul.7G128700.1.p
OG0004362	Ds_00015293-RA, Ds_00014868-RA	Bevul.5G111600.1.p
OG0004363	Ds_00014260-RA	Bevul.2G014900.2.p, Bevul.2G014900.3.p, Bevul.2G014900.1.p
OG0004364	Ds_00005790-RA	Bevul.3G203300.1.p
OG0004366	Ds_00005964-RA	Bevul.5G252500.1.p
OG0004367	Ds_00001256-RA	Bevul.7G177000.1.p
OG0004368	Ds_00002695-RA	Bevul.3G179200.1.p
OG0004370	Ds_00005768-RA	Bevul.3G209500.1.p
OG0004371	Ds_00006762-RA	Bevul.6G005400.1.p
OG0004373	Ds_00013527-RA	Bevul.9G180500.1.p
OG0004375	Ds_00001441-RA	Bevul.1G027500.1.p, Bevul.6G062900.1.p, Bevul.6G063400.1.p
OG0004376	Ds_00003231-RA	Bevul.6G151700.1.p
OG0004377	Ds_00009476-RA	Bevul.2G032800.1.p
OG0004378	Ds_00000304-RA	Bevul.9G232400.1.p
OG0004379	Ds_00000577-RA, Ds_00000578-RA	Bevul.1G021000.1.p
OG0004380	Ds_00010397-RA	Bevul.1G010200.1.p
OG0004381	Ds_00016520-RA	Bevul.9G171000.2.p, Bevul.9G171000.1.p
OG0004382	Ds_00003725-RA	Bevul.8G119300.1.p, Bevul.4G186100.1.p
OG0004384	Ds_00004808-RA, Ds_00009111-RA, Ds_00008291-RA	Bevul.6G208600.1.p, Bevul.2G178700.1.p
OG0004385	Ds_00003637-RA	Bevul.6G051600.1.p
OG0004386	Ds_00006818-RA	Bevul.7G110300.1.p
OG0004387	Ds_00013548-RA	Bevul.9G216400.1.p, Bevul.9G216400.2.p, Bevul.9G216400.3.p
OG0004389	Ds_00013431-RA, Ds_00001431-RA	Bevul.6G074500.1.p
OG0004390	Ds_00002289-RA	Bevul.9G071500.1.p
OG0004391	Ds_00004670-RA	Bevul.1G171300.1.p
OG0004393	Ds_00016739-RA, Ds_00016693-RA	Bevul.2G191700.1.p
OG0004394	Ds_00003619-RA	Bevul.6G059300.1.p
OG0004394	Ds_00011953-RA	Bevul.1G119000.1.p
OG0004395	Ds_00000176-RA	Bevul.1G062900.1.p
OG0004396	Ds_00003988-RA	Bevul.4G183000.1.p
OG0004397	Ds_00014031-RA	Bevul.6G073100.1.p
OG0004399	Ds_00014417-RA	Bevul.4G182700.1.p
OG0004401	Ds_00003398-RA	Bevul.3G092400.1.p
OG0004402	Ds_00010952-RA	Bevul.6G097000.1.p
OG0004403	Ds_00011230-RA	Bevul.6G226600.1.p
OG0004404	Ds_00009151-RA, Ds_00010538-RA	Bevul.2G032700.4.p, Bevul.2G032700.3.p, Bevul.2G032700.2.p, Bevul.2G032700.6.p, Bevul.2G032700.5.p, Bevul.2G032700.1.p
OG0004405	Ds_00014876-RA	Bevul.9G151400.3.p, Bevul.9G151400.4.p, Bevul.9G151400.5.p, Bevul.9G151400.1.p, Bevul.9G151400.2.p
OG0004406	Ds_00016220-RA, Ds_00010418-RA	Bevul.8G195900.1.p, Bevul.2G237500.1.p
OG0004407	Ds_00002626-RA	Bevul.1G209000.1.p
OG0004408	Ds_00010881-RA, Ds_00010880-RA	Bevul.1G089400.1.p
OG0004409	Ds_00015309-RA	Bevul.9G183400.1.p, Bevul.9G183400.5.p, Bevul.9G183400.3.p, Bevul.9G183400.4.p, Bevul.9G183400.2.p
OG0004411	Ds_00011304-RA	Bevul.2G149300.1.p
OG0004412	Ds_00005134-RA	Bevul.5G075000.1.p
OG0004415	Ds_00006483-RA	Bevul.2G216900.1.p, Bevul.2G216900.2.p
OG0004416	Ds_00014162-RA	Bevul.4G090900.1.p
OG0004417	Ds_00017006-RA, Ds_00002176-RA, Ds_00001773-RA	Bevul.4G057100.1.p
OG0004418	Ds_00017469-RA, Ds_00017470-RA	Bevul.2G088700.8.p, Bevul.2G088700.6.p, Bevul.2G088700.3.p, Bevul.2G088700.5.p, Bevul.2G088700.4.p, Bevul.2G088700.2.p, Bevul.2G088700.7.p, Bevul.2G088700.1.p
OG0004419	Ds_00004574-RA	Bevul.9G118900.1.p
OG0004421	Ds_00018063-RA	Bevul.4G100000.1.p
OG0004422	Ds_00005046-RA	Bevul.4G033800.1.p
OG0004423	Ds_00014815-RA	Bevul.9G075800.2.p, Bevul.9G075800.1.p
OG0004424	Ds_00009497-RA	Bevul.8G090500.1.p
OG0004425	Ds_00012284-RA	Bevul.9G069100.2.p, Bevul.9G069100.1.p
OG0004426	Ds_00007298-RA	Bevul.3G066700.1.p
OG0004427	Ds_00009954-RA	Bevul.3G074300.1.p
OG0004428	Ds_00011902-RA	Bevul.5G018000.1.p
OG0004429	Ds_00010435-RA	Bevul.5G197400.1.p, Bevul.2G133100.1.p
OG0004430	Ds_00010382-RA	Bevul.9G200300.1.p
OG0004431	Ds_00016384-RA	Bevul.3G050700.1.p
OG0004432	Ds_00008233-RA, Ds_00016997-RA	Bevul.8G143300.1.p
OG0004433	Ds_00002417-RA	Bevul.9G206400.1.p
OG0004433	Ds_00013052-RA	Bevul.8G194800.1.p
OG0004434	Ds_00010618-RA	Bevul.7G162500.1.p
OG0004435	Ds_00016006-RA	Bevul.8G130700.1.p
OG0004436	Ds_00010000-RA, Ds_00005197-RA	Bevul.9G061200.1.p
OG0004438	Ds_00014247-RA	Bevul.2G163500.1.p
OG0004438	Ds_00000257-RA	Bevul.8G195500.1.p
OG0004439	Ds_00003853-RA	Bevul.2G156800.1.p
OG0004440	Ds_00003463-RA	Bevul.2G151700.2.p, Bevul.2G151700.3.p, Bevul.2G151700.1.p, Bevul.2G151700.4.p
OG0004441	Ds_00001300-RA	Bevul.6G086000.1.p
OG0004442	Ds_00012076-RA, Ds_00016387-RA	Bevul.3G051500.1.p
OG0004444	Ds_00002623-RA	Bevul.2G170000.1.p
OG0004445	Ds_00011310-RA	Bevul.2G120800.2.p, Bevul.2G120800.4.p, Bevul.2G120800.3.p, Bevul.2G120800.1.p
OG0004446	Ds_00016174-RA, Ds_00017246-RA, Ds_00012429-RA	Bevul.6G239200.1.p, Bevul.5G192200.1.p
OG0004447	Ds_00007962-RA	Bevul.4G232400.1.p, Bevul.4G231800.1.p, Bevul.8G212300.1.p
OG0004448	Ds_00009204-RA	Bevul.1G137400.1.p
OG0004449	Ds_00002610-RA	Bevul.2G174900.1.p, Bevul.7G105800.1.p
OG0004450	Ds_00009819-RA	Bevul.8G122900.1.p
OG0004451	Ds_00002353-RA	Bevul.7G171400.1.p
OG0004452	Ds_00015764-RA	Bevul.8G120300.1.p
OG0004453	Ds_00009532-RA	Bevul.9G022100.1.p
OG0004454	Ds_00008524-RA	Bevul.4G222100.1.p
OG0004455	Ds_00012530-RA	Bevul.1G198800.1.p
OG0004457	Ds_00002311-RA	Bevul.5G169800.1.p
OG0004458	Ds_00000677-RA, Ds_00002445-RA	Bevul.9G194200.1.p
OG0004459	Ds_00004522-RA	Bevul.3G031300.1.p
OG0004460	Ds_00014270-RA	Bevul.2G015800.1.p
OG0004461	Ds_00007286-RA, Ds_00012877-RA	Bevul.8G185200.1.p
OG0004462	Ds_00001552-RA	Bevul.1G143300.1.p
OG0004463	Ds_00001344-RA	Bevul.5G043000.1.p
OG0004464	Ds_00013995-RA	Bevul.2G159800.2.p, Bevul.2G159800.1.p, Bevul.2G159800.4.p, Bevul.2G159800.3.p
OG0004466	Ds_00004749-RA	Bevul.3G100000.1.p
OG0004467	Ds_00016012-RA	Bevul.8G132000.1.p
OG0004468	Ds_00012925-RA	Bevul.3G090800.1.p
OG0004469	Ds_00002307-RA	Bevul.7G160200.1.p
OG0004470	Ds_00000801-RA, Ds_00002372-RA	Bevul.7G232400.1.p
OG0004471	Ds_00009679-RA, Ds_00011449-RA	Bevul.8G159800.1.p
OG0004472	Ds_00016488-RA	Bevul.1G148900.1.p
OG0004474	Ds_00016522-RA	Bevul.9G170500.1.p
OG0004475	Ds_00005691-RA	Bevul.3G049200.1.p
OG0004476	Ds_00006033-RA	Bevul.8G091600.1.p
OG0004477	Ds_00014184-RA, Ds_00018053-RA, Ds_00014185-RA	Bevul.4G087800.1.p
OG0004478	Ds_00011535-RA	Bevul.8G022600.1.p
OG0004479	Ds_00003590-RA	Bevul.1G049100.1.p
OG0004480	Ds_00016463-RA	Bevul.7G220100.1.p
OG0004481	Ds_00015213-RA	Bevul.8G034600.1.p
OG0004482	Ds_00006616-RA	Bevul.2G244400.2.p, Bevul.2G244400.1.p
OG0004483	Ds_00015506-RA, Ds_00010095-RA	Bevul.7G199600.1.p
OG0004484	Ds_00004924-RA	Bevul.4G000600.1.p
OG0004485	Ds_00014836-RA	Bevul.9G101900.1.p
OG0004486	Ds_00013716-RA	Bevul.7G052800.5.p, Bevul.7G052800.2.p, Bevul.7G052800.1.p, Bevul.7G052800.4.p, Bevul.7G052800.3.p
OG0004487	Ds_00013763-RA, Ds_00009710-RA	Bevul.8G046700.1.p
OG0004489	Ds_00002480-RA	Bevul.1G015100.1.p
OG0004491	Ds_00002236-RA	Bevul.1G079200.1.p, Bevul.1G079000.1.p
OG0004492	Ds_00004796-RA, Ds_00010769-RA	Bevul.5G156100.1.p
OG0004493	Ds_00011102-RA, Ds_00017744-RA	Bevul.2G188400.1.p
OG0004494	Ds_00015098-RA	Bevul.8G056100.1.p
OG0004495	Ds_00002706-RA	Bevul.2G038600.1.p
OG0004496	Ds_00001159-RA, Ds_00017985-RA	Bevul.9G075700.1.p
OG0004497	Ds_00013962-RA	Bevul.4G238500.1.p, Bevul.4G237500.1.p
OG0004498	Ds_00016834-RA	Bevul.2G188200.1.p
OG0004499	Ds_00009499-RA	Bevul.4G092000.1.p, Bevul.3G172700.1.p
OG0004500	Ds_00007510-RA	Bevul.7G212800.1.p, Bevul.4G058500.1.p
OG0004501	Ds_00001240-RA	Bevul.9G102200.4.p, Bevul.9G102200.2.p, Bevul.9G102200.3.p, Bevul.9G102200.1.p, Bevul.9G102200.5.p
OG0004502	Ds_00014889-RA	Bevul.5G116400.1.p
OG0004502	Ds_00014890-RA	Bevul.5G116300.1.p
OG0004503	Ds_00006040-RA	Bevul.4G101000.1.p
OG0004504	Ds_00007731-RA	Bevul.5G036400.1.p
OG0004505	Ds_00004498-RA	Bevul.8G054000.1.p
OG0004506	Ds_00016039-RA, Ds_00009196-RA	Bevul.2G237400.1.p, Bevul.2G237300.1.p
OG0004507	Ds_00016718-RA	Bevul.6G105700.1.p
OG0004508	Ds_00003274-RA, Ds_00008730-RA	Bevul.8G106500.1.p
OG0004509	Ds_00005754-RA, Ds_00005753-RA	Bevul.3G213400.1.p
OG0004510	Ds_00007439-RA	Bevul.7G130500.1.p
OG0004511	Ds_00001404-RA	Bevul.6G060700.1.p
OG0004512	Ds_00000501-RA	Bevul.1G070200.1.p
OG0004514	Ds_00011863-RA	Bevul.6G093100.1.p
OG0004516	Ds_00003625-RA	Bevul.6G052500.1.p
OG0004517	Ds_00006184-RA, Ds_00004535-RA	Bevul.3G028300.1.p
OG0004518	Ds_00002351-RA	Bevul.7G170500.1.p
OG0004520	Ds_00015453-RA	Bevul.9G199800.1.p
OG0004521	Ds_00000524-RA	Bevul.1G008000.1.p
OG0004522	Ds_00016494-RA	Bevul.1G166400.1.p
OG0004523	Ds_00008389-RA	Bevul.1G181500.1.p
OG0004524	Ds_00015593-RA	Bevul.1G153900.1.p
OG0004525	Ds_00009453-RA	Bevul.6G004000.1.p
OG0004526	Ds_00002743-RA	Bevul.3G166900.1.p
OG0004527	Ds_00001854-RA	Bevul.6G166700.1.p
OG0004528	Ds_00006444-RA	Bevul.3G010900.1.p
OG0004528	Ds_00006259-RA	Bevul.4G131100.1.p
OG0004529	Ds_00014456-RA	Bevul.7G114900.1.p
OG0004530	Ds_00012220-RA	Bevul.9G118700.1.p, Bevul.9G118700.2.p
OG0004530	Ds_00008185-RA	Bevul.1G111000.1.p
OG0004531	Ds_00010596-RA	Bevul.6G202400.1.p
OG0004531	Ds_00008070-RA	Bevul.6G038000.1.p
OG0004532	Ds_00007640-RA	Bevul.7G068500.2.p, Bevul.7G068500.1.p
OG0004533	Ds_00015577-RA	Bevul.3G088000.1.p, Bevul.3G088100.1.p, Bevul.3G087900.1.p, Bevul.3G087800.1.p
OG0004535	Ds_00014414-RA	Bevul.5G241900.1.p
OG0004536	Ds_00001618-RA	Bevul.8G127800.1.p
OG0004537	Ds_00003756-RA	Bevul.7G116700.1.p
OG0004538	Ds_00005476-RA	Bevul.2G105900.3.p, Bevul.2G105900.1.p, Bevul.2G105900.2.p
OG0004539	Ds_00013026-RA	Bevul.9G143900.1.p
OG0004541	Ds_00003741-RA, Ds_00003743-RA	Bevul.2G220800.1.p
OG0004542	Ds_00015617-RA, Ds_00003580-RA	Bevul.7G188600.1.p
OG0004543	Ds_00003450-RA	Bevul.5G041600.1.p
OG0004544	Ds_00010931-RA	Bevul.6G053400.1.p, Bevul.1G026100.1.p, Bevul.3G233900.1.p
OG0004545	Ds_00011939-RA	Bevul.6G003000.1.p
OG0004545	Ds_00007365-RA	Bevul.5G048300.1.p
OG0004546	Ds_00000055-RA, Ds_00013007-RA	Bevul.9G135500.1.p
OG0004548	Ds_00001540-RA	Bevul.1G208200.1.p, Bevul.4G193500.1.p
OG0004549	Ds_00017900-RA, Ds_00005316-RA	Bevul.5G174100.1.p
OG0004551	Ds_00007057-RA	Bevul.6G043900.1.p
OG0004552	Ds_00004563-RA	Bevul.9G111600.3.p, Bevul.9G111600.2.p, Bevul.9G111600.4.p, Bevul.9G111600.1.p
OG0004553	Ds_00003793-RA	Bevul.5G217200.1.p
OG0004554	Ds_00013502-RA	Bevul.2G199400.1.p, Bevul.2G199400.2.p, Bevul.2G199400.3.p
OG0004555	Ds_00012425-RA	Bevul.5G191800.1.p
OG0004556	Ds_00000151-RA	Bevul.8G102600.1.p
OG0004557	Ds_00016850-RA	Bevul.5G147700.1.p
OG0004559	Ds_00008106-RA	Bevul.5G087100.1.p
OG0004560	Ds_00002624-RA, Ds_00009990-RA	Bevul.9G011400.1.p
OG0004561	Ds_00003789-RA	Bevul.5G214800.1.p
OG0004562	Ds_00008596-RA	Bevul.6G122900.1.p
OG0004563	Ds_00000415-RA	Bevul.8G107800.1.p
OG0004564	Ds_00010557-RA	Bevul.3G167300.1.p
OG0004566	Ds_00008591-RA	Bevul.6G123600.1.p
OG0004566	Ds_00010609-RA	Bevul.5G150000.1.p
OG0004567	Ds_00008260-RA, Ds_00011596-RA	Bevul.4G181200.1.p, Bevul.4G181300.1.p, Bevul.4G181100.1.p
OG0004568	Ds_00008045-RA, Ds_00008044-RA	Bevul.6G046000.1.p
OG0004569	Ds_00007348-RA, Ds_00007351-RA, Ds_00000899-RA, Ds_00008281-RA, Ds_00016474-RA, Ds_00007349-RA	Bevul.5G098700.1.p
OG0004570	Ds_00016763-RA, Ds_00007767-RA	Bevul.1G042100.1.p, Bevul.3G090600.1.p
OG0004571	Ds_00003791-RA, Ds_00013802-RA	Bevul.5G215200.1.p
OG0004571	Ds_00013801-RA	Bevul.5G215300.1.p
OG0004572	Ds_00013074-RA	Bevul.5G177000.1.p
OG0004573	Ds_00001544-RA	Bevul.9G177900.1.p
OG0004574	Ds_00002216-RA, Ds_00001758-RA	Bevul.4G035600.1.p
OG0004575	Ds_00005576-RA	Bevul.4G152100.1.p, Bevul.3G019200.1.p
OG0004576	Ds_00016265-RA	Bevul.5G206000.1.p
OG0004577	Ds_00005116-RA	Bevul.5G096200.1.p
OG0004578	Ds_00008486-RA	Bevul.2G217400.1.p
OG0004579	Ds_00010549-RA	Bevul.6G231100.1.p
OG0004580	Ds_00004005-RA	Bevul.4G185900.1.p
OG0004581	Ds_00016180-RA	Bevul.3G216900.1.p
OG0004582	Ds_00013483-RA	Bevul.2G204600.1.p
OG0004583	Ds_00017355-RA	Bevul.5G166600.1.p
OG0004585	Ds_00004778-RA	Bevul.2G053500.1.p
OG0004586	Ds_00007386-RA	Bevul.5G045700.1.p
OG0004587	Ds_00009932-RA	Bevul.1G019200.1.p
OG0004588	Ds_00012737-RA	Bevul.2G077900.1.p
OG0004590	Ds_00014204-RA, Ds_00008420-RA	Bevul.2G197400.1.p
OG0004592	Ds_00016902-RA	Bevul.8G105400.1.p
OG0004593	Ds_00010771-RA	Bevul.6G205200.1.p
OG0004593	Ds_00004788-RA	Bevul.6G039800.1.p
OG0004594	Ds_00017303-RA	Bevul.5G071800.1.p
OG0004595	Ds_00013508-RA	Bevul.5G095900.1.p
OG0004596	Ds_00000156-RA	Bevul.5G149600.1.p
OG0004598	Ds_00016737-RA	Bevul.2G163800.1.p, Bevul.1G073400.1.p
OG0004599	Ds_00012660-RA	Bevul.3G213100.1.p
OG0004600	Ds_00015961-RA, Ds_00015569-RA	Bevul.2G145500.1.p, Bevul.5G101600.1.p, Bevul.7G017400.1.p
OG0004601	Ds_00002683-RA, Ds_00007614-RA	Bevul.3G181100.1.p
OG0004622	Ds_00009561-RA	Bevul.3G185400.1.p
OG0004623	Ds_00014425-RA, Ds_00015146-RA	Bevul.1G004500.1.p
OG0004624	Ds_00016204-RA	Bevul.6G102600.1.p
OG0004628	Ds_00011134-RA	Bevul.5G098800.1.p
OG0004629	Ds_00017683-RA	Bevul.2G038500.1.p
OG0004630	Ds_00008705-RA	Bevul.4G085900.1.p, Bevul.4G086200.1.p
OG0004634	Ds_00009782-RA	Bevul.4G123800.1.p
OG0004635	Ds_00006956-RA	Bevul.4G137300.1.p
OG0004636	Ds_00007879-RA	Bevul.7G001000.1.p
OG0004637	Ds_00006131-RA, Ds_00006983-RA	Bevul.4G123400.1.p
OG0004638	Ds_00002642-RA, Ds_00002641-RA, Ds_00002639-RA, Ds_00012081-RA	Bevul.5G253800.1.p
OG0004639	Ds_00008864-RA, Ds_00016019-RA	Bevul.2G032900.1.p, Bevul.8G135200.1.p
OG0004640	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA	Bevul.4G025000.1.p
OG0004641	Ds_00017768-RA	Bevul.6G171400.1.p
OG0004643	Ds_00004546-RA	Bevul.5G235500.1.p
OG0004644	Ds_00015354-RA	Bevul.8G171900.1.p
OG0004644	Ds_00007776-RA	Bevul.5G227300.1.p
OG0004645	Ds_00013586-RA	Bevul.5G160500.1.p
OG0004646	Ds_00003905-RA	Bevul.4G199200.1.p
OG0004650	Ds_00006685-RA	Bevul.4G212200.1.p
OG0004651	Ds_00000177-RA	Bevul.1G063100.1.p
OG0004652	Ds_00017717-RA	Bevul.3G232100.1.p
OG0004653	Ds_00013933-RA	Bevul.4G225700.1.p
OG0004654	Ds_00016815-RA, Ds_00013747-RA	Bevul.4G211100.1.p
OG0004655	Ds_00001504-RA, Ds_00005452-RA	Bevul.8G102400.1.p, Bevul.5G227900.1.p
OG0004656	Ds_00017672-RA	Bevul.4G175500.1.p
OG0004658	Ds_00012734-RA	Bevul.2G077400.1.p
OG0004660	Ds_00013936-RA	Bevul.4G227700.1.p
OG0004661	Ds_00007827-RA	Bevul.5G250600.1.p
OG0004663	Ds_00015795-RA	Bevul.7G020100.2.p, Bevul.7G020100.1.p
OG0004664	Ds_00014116-RA	Bevul.9G015700.1.p
OG0004665	Ds_00007624-RA	Bevul.3G185800.1.p
OG0004666	Ds_00014588-RA	Bevul.9G228400.2.p, Bevul.9G228400.1.p, Bevul.9G228400.3.p
OG0004667	Ds_00006564-RA, Ds_00001017-RA	Bevul.7G124200.1.p
OG0004669	Ds_00010977-RA	Bevul.3G204400.1.p
OG0004670	Ds_00005703-RA	Bevul.2G148100.5.p, Bevul.2G148100.2.p, Bevul.2G148100.3.p, Bevul.2G148100.4.p, Bevul.2G148100.7.p, Bevul.2G148100.6.p, Bevul.2G148100.1.p
OG0004671	Ds_00000388-RA, Ds_00002305-RA	Bevul.3G129300.1.p
OG0004672	Ds_00001220-RA	Bevul.9G097000.1.p, Bevul.9G097000.2.p
OG0004673	Ds_00002467-RA, Ds_00000640-RA	Bevul.9G226400.1.p
OG0004674	Ds_00008029-RA	Bevul.6G095800.1.p
OG0004676	Ds_00002565-RA, Ds_00016364-RA	Bevul.7G086900.2.p, Bevul.7G086900.1.p
OG0004677	Ds_00006972-RA	Bevul.4G126800.1.p
OG0004678	Ds_00012947-RA	Bevul.2G087400.1.p, Bevul.2G087400.2.p, Bevul.2G087400.3.p, Bevul.5G206500.1.p, Bevul.2G119100.1.p, Bevul.9G142400.1.p
OG0004679	Ds_00003883-RA	Bevul.4G158000.1.p
OG0004680	Ds_00003882-RA	Bevul.4G158900.1.p
OG0004681	Ds_00000042-RA	Bevul.9G138600.1.p, Bevul.9G138600.2.p, Bevul.9G138600.4.p, Bevul.9G138600.3.p
OG0004682	Ds_00001163-RA	Bevul.3G230600.1.p
OG0004683	Ds_00013582-RA	Bevul.9G136700.4.p, Bevul.9G136700.5.p, Bevul.9G136700.2.p, Bevul.9G136700.3.p, Bevul.9G136700.1.p
OG0004684	Ds_00003720-RA, Ds_00017215-RA, Ds_00004002-RA	Bevul.8G021500.1.p
OG0004685	Ds_00016516-RA	Bevul.9G171800.1.p, Bevul.9G171800.2.p
OG0004686	Ds_00014879-RA	Bevul.9G182600.4.p, Bevul.9G182600.2.p, Bevul.9G182600.3.p, Bevul.9G182600.1.p
OG0004687	Ds_00000129-RA	Bevul.1G163000.1.p
OG0004688	Ds_00007914-RA	Bevul.8G116200.1.p
OG0004689	Ds_00014950-RA	Bevul.8G157000.1.p, Bevul.4G216800.1.p
OG0004690	Ds_00008186-RA	Bevul.1G110300.1.p
OG0004691	Ds_00016512-RA	Bevul.9G172900.1.p
OG0004692	Ds_00006810-RA, Ds_00007686-RA	Bevul.6G222300.1.p
OG0004693	Ds_00010020-RA	Bevul.9G217200.2.p, Bevul.9G217200.1.p
OG0004694	Ds_00012842-RA	Bevul.6G066700.1.p
OG0004696	Ds_00012029-RA	Bevul.3G075000.1.p
OG0004697	Ds_00002267-RA	Bevul.1G089100.1.p, Bevul.1G089000.1.p
OG0004698	Ds_00009397-RA	Bevul.6G014300.1.p
OG0004699	Ds_00000301-RA	Bevul.9G233500.1.p, Bevul.9G233500.3.p, Bevul.9G233500.2.p
OG0004700	Ds_00001034-RA	Bevul.7G132200.1.p
OG0004701	Ds_00013913-RA, Ds_00008951-RA, Ds_00003170-RA, Ds_00014787-RA	Bevul.8G017200.1.p
OG0004702	Ds_00013350-RA	Bevul.9G151300.1.p
OG0004703	Ds_00013544-RA	Bevul.9G217600.1.p
OG0004705	Ds_00001925-RA	Bevul.6G069700.1.p
OG0004706	Ds_00008201-RA	Bevul.9G153000.1.p
OG0004707	Ds_00008170-RA	Bevul.1G106600.1.p
OG0004708	Ds_00004240-RA, Ds_00005811-RA, Ds_00004239-RA	Bevul.6G078600.1.p
OG0004709	Ds_00012834-RA	Bevul.6G070700.1.p
OG0004710	Ds_00008500-RA	Bevul.2G219600.1.p
OG0004710	Ds_00014372-RA	Bevul.9G223300.1.p
OG0004711	Ds_00014489-RA	Bevul.6G028800.1.p
OG0004712	Ds_00012192-RA	Bevul.9G186600.1.p
OG0004713	Ds_00000043-RA, Ds_00013578-RA	Bevul.9G138500.1.p
OG0004714	Ds_00016320-RA	Bevul.8G155400.1.p
OG0004715	Ds_00003506-RA	Bevul.1G108700.1.p
OG0004716	Ds_00009408-RA	Bevul.6G011900.1.p
OG0004717	Ds_00009402-RA	Bevul.6G012900.1.p
OG0004718	Ds_00003645-RA	Bevul.3G114100.1.p
OG0004719	Ds_00017587-RA	Bevul.4G093800.1.p
OG0004722	Ds_00001722-RA	Bevul.4G025300.1.p
OG0004724	Ds_00011311-RA	Bevul.2G148700.1.p, Bevul.3G036400.1.p
OG0004725	Ds_00017502-RA	Bevul.4G090500.1.p
OG0004726	Ds_00018045-RA	Bevul.8G019400.1.p
OG0004726	Ds_00007555-RA	Bevul.4G069800.1.p, Bevul.7G075300.1.p
OG0004727	Ds_00017202-RA, Ds_00005267-RA	Bevul.3G072800.1.p
OG0004728	Ds_00015151-RA	Bevul.9G172300.1.p
OG0004730	Ds_00010401-RA	Bevul.9G205200.2.p, Bevul.9G205200.1.p
OG0004731	Ds_00000115-RA	Bevul.8G131300.1.p
OG0004732	Ds_00001754-RA	Bevul.4G048700.1.p
OG0004733	Ds_00011493-RA	Bevul.8G006100.1.p
OG0004734	Ds_00005468-RA, Ds_00002901-RA	Bevul.1G207600.1.p
OG0004735	Ds_00006217-RA	Bevul.2G217000.1.p, Bevul.2G159000.1.p
OG0004736	Ds_00008036-RA	Bevul.6G044200.1.p
OG0004738	Ds_00010223-RA	Bevul.8G058400.1.p
OG0004739	Ds_00013461-RA	Bevul.4G066300.1.p
OG0004740	Ds_00008017-RA	Bevul.1G118800.1.p
OG0004741	Ds_00005812-RA	Bevul.1G148400.1.p
OG0004742	Ds_00016395-RA	Bevul.4G234200.1.p, Bevul.3G053000.1.p
OG0004743	Ds_00012522-RA	Bevul.1G194700.1.p
OG0004744	Ds_00012072-RA	Bevul.3G052200.1.p
OG0004744	Ds_00016389-RA	Bevul.3G052000.1.p
OG0004745	Ds_00012970-RA, Ds_00009971-RA	Bevul.3G075800.1.p
OG0004746	Ds_00002584-RA, Ds_00017706-RA	Bevul.2G022900.2.p, Bevul.2G022900.1.p
OG0004747	Ds_00008868-RA	Bevul.2G149800.1.p, Bevul.2G149800.2.p, Bevul.2G149800.3.p, Bevul.2G149800.4.p
OG0004748	Ds_00001634-RA	Bevul.1G128800.1.p
OG0004749	Ds_00013277-RA	Bevul.5G076500.1.p
OG0004750	Ds_00001339-RA	Bevul.5G041400.1.p
OG0004751	Ds_00016095-RA	Bevul.2G178200.1.p, Bevul.2G178200.2.p
OG0004752	Ds_00000451-RA	Bevul.7G151900.1.p
OG0004753	Ds_00009663-RA	Bevul.8G161800.1.p
OG0004754	Ds_00007529-RA, Ds_00007531-RA	Bevul.2G158600.3.p, Bevul.2G158600.2.p, Bevul.2G158600.5.p, Bevul.2G158600.4.p, Bevul.2G158600.6.p, Bevul.2G158600.1.p
OG0004755	Ds_00003414-RA	Bevul.2G128500.1.p
OG0004756	Ds_00006311-RA	Bevul.4G152900.1.p
OG0004757	Ds_00007106-RA	Bevul.4G180500.1.p
OG0004758	Ds_00002451-RA	Bevul.9G190500.1.p
OG0004759	Ds_00016485-RA, Ds_00004607-RA	Bevul.1G167600.1.p, Bevul.1G167700.1.p
OG0004760	Ds_00009876-RA	Bevul.8G143900.1.p, Bevul.8G144000.1.p
OG0004761	Ds_00000241-RA	Bevul.8G198700.1.p
OG0004762	Ds_00007237-RA	Bevul.8G171400.1.p
OG0004763	Ds_00000759-RA	Bevul.9G214100.1.p
OG0004764	Ds_00002333-RA	Bevul.7G165100.1.p
OG0004765	Ds_00001330-RA, Ds_00015229-RA	Bevul.5G037900.1.p
OG0004766	Ds_00016458-RA	Bevul.8G152200.1.p
OG0004767	Ds_00013629-RA	Bevul.2G130500.1.p
OG0004768	Ds_00002813-RA	Bevul.1G186300.1.p
OG0004769	Ds_00005629-RA	Bevul.3G034400.1.p
OG0004770	Ds_00000725-RA	Bevul.9G205400.1.p
OG0004771	Ds_00000117-RA	Bevul.8G131100.1.p
