Orthogroup	G_max.proteins	B_vulgaris.proteins
OG0005034	GmISU01.02G193700.2.p, GmISU01.02G193700.1.p, GmISU01.07G100200.1.p, GmISU01.14G162000.2.p, GmISU01.14G162000.1.p, GmISU01.11G174300.1.p, GmISU01.11G174300.2.p, GmISU01.18G054400.1.p	Bevul.7G219500.1.p
OG0005035	GmISU01.11G085900.4.p, GmISU01.11G085900.1.p, GmISU01.11G085900.3.p, GmISU01.12G018500.1.p	Bevul.4G231600.1.p, Bevul.4G232100.1.p
OG0005036	GmISU01.02G160800.1.p, GmISU01.03G095700.1.p, GmISU01.19G099200.1.p	Bevul.3G204500.1.p
OG0005037	GmISU01.10G076900.1.p, GmISU01.10G076900.6.p, GmISU01.10G076900.2.p, GmISU01.10G076900.3.p, GmISU01.10G076900.5.p, GmISU01.10G076900.4.p, GmISU01.15G229000.1.p	Bevul.2G191300.1.p, Bevul.2G191300.2.p
OG0005038	GmISU01.13G144800.1.p	Bevul.3G229300.1.p
OG0005038	GmISU01.18G122500.1.p, GmISU01.08G309300.2.p, GmISU01.08G309300.1.p	Bevul.7G134600.1.p
OG0005039	GmISU01.03G045400.3.p, GmISU01.03G045400.1.p	Bevul.5G050100.1.p
OG0005040	GmISU01.11G186800.1.p, GmISU01.18G046200.1.p, GmISU01.18G046200.2.p, GmISU01.11G186700.1.p, GmISU01.18G046300.1.p	Bevul.9G016200.1.p, Bevul.9G016000.2.p, Bevul.9G016000.1.p
OG0005041	GmISU01.19G133700.3.p, GmISU01.19G133700.2.p, GmISU01.19G133700.1.p, GmISU01.03G129800.3.p, GmISU01.03G129800.1.p, GmISU01.03G129800.2.p	Bevul.7G112600.1.p
OG0005042	GmISU01.11G119600.1.p, GmISU01.11G119600.2.p, GmISU01.12G050200.1.p	Bevul.4G241600.1.p
OG0005043	GmISU01.19G082000.1.p, GmISU01.16G037800.1.p	Bevul.3G172800.1.p
OG0005044	GmISU01.20G170400.2.p, GmISU01.20G170400.1.p, GmISU01.10G145900.1.p, GmISU01.10G145900.3.p	Bevul.4G000100.1.p
OG0005045	GmISU01.10G060000.4.p, GmISU01.10G060000.2.p	Bevul.7G034300.1.p
OG0005046	GmISU01.11G201000.2.p, GmISU01.18G033600.4.p, GmISU01.18G033600.3.p, GmISU01.18G033600.2.p	Bevul.2G227800.1.p
OG0005047	GmISU01.03G189200.1.p, GmISU01.19G191000.1.p	Bevul.4G164100.1.p
OG0005049	GmISU01.18G051900.5.p, GmISU01.18G051900.6.p, GmISU01.17G040000.1.p	Bevul.5G235200.1.p
OG0005050	GmISU01.11G116300.1.p, GmISU01.11G116300.2.p, GmISU01.12G047000.2.p, GmISU01.12G047000.1.p, GmISU01.13G303800.1.p, GmISU01.15G028100.1.p	Bevul.3G103100.1.p
OG0005051	GmISU01.07G115300.3.p, GmISU01.07G115300.4.p, GmISU01.18G134500.3.p, GmISU01.07G115300.2.p, GmISU01.07G115300.1.p, GmISU01.18G134500.2.p, GmISU01.18G134500.1.p	Bevul.7G215300.1.p
OG0005052	GmISU01.07G047500.1.p, GmISU01.16G017500.1.p, GmISU01.16G017600.1.p, GmISU01.16G017700.1.p, GmISU01.19G218500.2.p, GmISU01.19G218400.1.p, GmISU01.03G217200.1.p	Bevul.1G198600.1.p, Bevul.1G198700.1.p
OG0005053	GmISU01.09G037300.1.p, GmISU01.17G027400.1.p, GmISU01.07G206200.1.p	Bevul.3G001300.1.p
OG0005054	GmISU01.15G047500.1.p, GmISU01.08G169100.1.p	Bevul.1G075300.1.p
OG0005055	GmISU01.07G209800.3.p, GmISU01.07G209800.4.p, GmISU01.17G023900.3.p, GmISU01.17G023900.1.p, GmISU01.17G023900.2.p, GmISU01.07G209800.2.p, GmISU01.07G209800.1.p	Bevul.3G156300.1.p
OG0005057	GmISU01.12G195528.1.p	Bevul.7G082800.1.p, Bevul.5G003900.1.p, Bevul.5G127400.1.p, Bevul.1G082600.1.p
OG0005058	GmISU01.12G118500.1.p, GmISU01.12G118500.2.p, GmISU01.11G094700.1.p	Bevul.9G011100.1.p
OG0005059	GmISU01.01G173400.1.p, GmISU01.11G024900.1.p, GmISU01.17G122600.1.p, GmISU01.05G046500.1.p	Bevul.5G038000.1.p
OG0005061	GmISU01.03G000400.1.p, GmISU01.03G000400.2.p, GmISU01.03G000400.4.p, GmISU01.03G000400.5.p, GmISU01.16G190100.1.p	Bevul.4G251100.1.p
OG0005062	GmISU01.10G053200.1.p, GmISU01.13G116700.1.p	Bevul.7G053800.1.p
OG0005064	GmISU01.03G065800.1.p, GmISU01.16G077300.1.p, GmISU01.08G309400.1.p, GmISU01.18G122600.2.p, GmISU01.18G122600.1.p	Bevul.7G134300.1.p
OG0005065	GmISU01.13G227900.1.p, GmISU01.12G198000.1.p	Bevul.3G031800.1.p
OG0005066	GmISU01.11G115600.2.p, GmISU01.11G115600.1.p, GmISU01.12G046200.1.p, GmISU01.15G027400.1.p, GmISU01.15G027400.2.p, GmISU01.13G304500.1.p	Bevul.3G105600.1.p
OG0005067	GmISU01.08G102600.1.p, GmISU01.05G128000.1.p	Bevul.3G234700.1.p
OG0005068	GmISU01.14G033900.1.p, GmISU01.02G239100.1.p, GmISU01.20G030500.1.p	Bevul.4G222200.1.p
OG0005069	GmISU01.06G036500.1.p, GmISU01.04G036700.1.p	Bevul.9G177800.1.p, Bevul.5G082100.1.p
OG0005070	GmISU01.13G101000.1.p	Bevul.1G017100.1.p, Bevul.6G173700.1.p, Bevul.6G174200.1.p
OG0005071	GmISU01.02G062400.1.p, GmISU01.16G123200.1.p, GmISU01.19G080000.1.p, GmISU01.16G040100.1.p	Bevul.4G214100.1.p
OG0005072	GmISU01.02G169000.1.p, GmISU01.10G065800.1.p	Bevul.7G025100.1.p
OG0005073	GmISU01.13G293400.1.p	Bevul.7G210500.1.p
OG0005073	GmISU01.19G137900.1.p, GmISU01.03G134600.1.p, GmISU01.13G104000.1.p, GmISU01.10G040400.2.p, GmISU01.10G040400.1.p, GmISU01.10G040400.3.p	Bevul.5G139100.1.p
OG0005074	GmISU01.07G175100.6.p, GmISU01.07G175100.1.p, GmISU01.07G175100.2.p, GmISU01.07G175100.3.p, GmISU01.02G124400.1.p, GmISU01.02G124400.2.p, GmISU01.07G175100.4.p, GmISU01.07G175100.5.p	Bevul.3G114400.1.p
OG0005076	GmISU01.15G227200.3.p, GmISU01.15G227200.1.p, GmISU01.15G227200.2.p, GmISU01.15G227200.4.p, GmISU01.08G143400.1.p	Bevul.2G189200.1.p
OG0005077	GmISU01.10G066800.1.p, GmISU01.19G160600.1.p, GmISU01.03G158800.1.p	Bevul.7G020300.1.p
OG0005078	GmISU01.10G035400.1.p, GmISU01.10G035400.2.p, GmISU01.13G097800.2.p, GmISU01.13G097800.3.p, GmISU01.13G097800.1.p	Bevul.7G108000.1.p
OG0005080	GmISU01.19G174800.1.p, GmISU01.19G174800.2.p	Bevul.7G098500.3.p, Bevul.7G098500.2.p, Bevul.7G098500.1.p
OG0005081	GmISU01.03G079300.1.p, GmISU01.07G105400.1.p, GmISU01.08G037100.1.p	Bevul.5G150200.1.p
OG0005083	GmISU01.17G219500.1.p, GmISU01.14G067800.1.p, GmISU01.11G065100.1.p	Bevul.6G023000.1.p
OG0005084	GmISU01.08G242300.1.p, GmISU01.08G242300.3.p, GmISU01.08G242300.2.p, GmISU01.16G087400.6.p, GmISU01.16G087400.2.p, GmISU01.16G087400.3.p	Bevul.3G012900.1.p
OG0005085	GmISU01.18G221300.3.p, GmISU01.18G221300.2.p, GmISU01.07G038700.1.p, GmISU01.07G038700.2.p, GmISU01.09G077100.1.p	Bevul.5G255200.1.p
OG0005086	GmISU01.11G041900.6.p, GmISU01.11G041900.1.p, GmISU01.11G041900.5.p, GmISU01.01G155800.1.p, GmISU01.01G155800.4.p, GmISU01.05G086900.1.p	Bevul.6G015200.1.p
OG0005087	GmISU01.11G089800.1.p, GmISU01.12G021900.1.p, GmISU01.12G021800.1.p, GmISU01.11G089700.1.p	Bevul.9G143800.1.p
OG0005090	GmISU01.06G105600.1.p, GmISU01.06G105600.4.p, GmISU01.04G203800.2.p, GmISU01.04G203800.3.p, GmISU01.04G203800.4.p, GmISU01.04G203800.1.p, GmISU01.04G203800.5.p, GmISU01.04G203800.6.p	Bevul.1G116900.1.p
OG0005091	GmISU01.04G177900.1.p, GmISU01.14G095400.1.p, GmISU01.06G134400.1.p, GmISU01.08G132000.1.p, GmISU01.05G155600.1.p	Bevul.6G102800.1.p
OG0005092	GmISU01.06G031300.1.p, GmISU01.06G031300.2.p, GmISU01.17G215600.1.p, GmISU01.14G072200.2.p, GmISU01.04G032200.5.p, GmISU01.04G032200.4.p	Bevul.1G055800.1.p
OG0005093	GmISU01.11G050850.1.p, GmISU01.01G146900.1.p	Bevul.6G001000.1.p
OG0005094	GmISU01.04G204500.1.p, GmISU01.04G204500.3.p, GmISU01.06G105000.2.p, GmISU01.06G105000.1.p	Bevul.1G115800.1.p
OG0005095	GmISU01.12G104500.2.p, GmISU01.06G242400.1.p, GmISU01.06G242400.2.p, GmISU01.12G104500.1.p	Bevul.9G082600.1.p
OG0005096	GmISU01.11G048700.1.p, GmISU01.01G149200.1.p	Bevul.9G239500.2.p, Bevul.9G239500.1.p, Bevul.6G004100.1.p
OG0005097	GmISU01.08G132200.2.p, GmISU01.08G132200.1.p, GmISU01.05G155800.1.p	Bevul.6G101700.1.p, Bevul.1G066300.1.p
OG0005099	GmISU01.15G083300.1.p, GmISU01.13G190000.1.p	Bevul.8G078200.1.p
OG0005100	GmISU01.16G107300.1.p, GmISU01.01G131800.1.p, GmISU01.19G016000.1.p, GmISU01.11G067400.1.p	Bevul.3G119400.1.p, Bevul.6G027800.1.p
OG0005101	GmISU01.16G107400.1.p	Bevul.6G008800.1.p, Bevul.6G113900.1.p, Bevul.6G027500.1.p
OG0005102	GmISU01.04G020200.1.p, GmISU01.04G020200.2.p	Bevul.1G030500.1.p
OG0005103	GmISU01.06G146400.4.p, GmISU01.06G146400.1.p, GmISU01.06G146400.5.p, GmISU01.06G146400.2.p, GmISU01.04G167100.1.p, GmISU01.05G167300.2.p, GmISU01.05G167300.1.p, GmISU01.08G004200.1.p	Bevul.4G125500.1.p
OG0005104	GmISU01.06G107300.9.p, GmISU01.06G107300.8.p, GmISU01.06G107300.7.p, GmISU01.06G107300.5.p, GmISU01.06G107300.6.p, GmISU01.06G107300.3.p, GmISU01.06G107300.2.p, GmISU01.06G107300.4.p, GmISU01.06G107300.1.p, GmISU01.06G107300.10.p, GmISU01.06G107300.11.p	Bevul.1G089800.1.p
OG0005106	GmISU01.11G041200.1.p, GmISU01.01G156500.1.p, GmISU01.05G087750.1.p, GmISU01.17G145500.1.p	Bevul.6G016400.1.p, Bevul.4G133800.1.p
OG0005107	GmISU01.06G016000.3.p, GmISU01.06G016000.2.p, GmISU01.06G016000.4.p, GmISU01.06G016000.5.p, GmISU01.04G017300.6.p, GmISU01.04G017300.5.p, GmISU01.04G017300.1.p	Bevul.7G019500.1.p, Bevul.1G039800.1.p
OG0005108	GmISU01.17G215200.1.p, GmISU01.06G031500.1.p, GmISU01.04G032600.1.p	Bevul.1G174500.1.p
OG0005109	GmISU01.20G073800.2.p, GmISU01.20G073800.9.p, GmISU01.20G073800.8.p, GmISU01.20G073800.3.p, GmISU01.20G073800.10.p, GmISU01.20G073800.6.p, GmISU01.20G073800.1.p, GmISU01.20G073800.7.p, GmISU01.20G073800.5.p, GmISU01.10G242400.1.p	Bevul.9G005900.1.p, Bevul.9G005900.2.p
OG0005110	GmISU01.01G189000.1.p, GmISU01.11G012600.1.p, GmISU01.18G191500.1.p, GmISU01.09G202900.1.p	Bevul.9G220400.1.p
OG0005112	GmISU01.02G106700.3.p, GmISU01.02G106700.1.p, GmISU01.02G106700.2.p, GmISU01.01G053500.1.p	Bevul.6G077900.1.p
OG0005113	GmISU01.04G028800.1.p, GmISU01.04G028800.2.p, GmISU01.04G028800.3.p	Bevul.1G155100.1.p
OG0005114	GmISU01.12G028800.1.p, GmISU01.11G097900.3.p, GmISU01.12G028800.2.p, GmISU01.11G097900.1.p, GmISU01.04G004000.1.p, GmISU01.06G003700.1.p	Bevul.9G138300.1.p
OG0005115	GmISU01.11G222500.1.p	Bevul.6G134800.1.p
OG0005116	GmISU01.06G084500.1.p, GmISU01.14G151100.1.p, GmISU01.02G182300.1.p	Bevul.1G171200.1.p
OG0005117	GmISU01.17G223800.2.p, GmISU01.17G223800.4.p	Bevul.4G066700.1.p
OG0005117	GmISU01.01G127300.1.p, GmISU01.11G071600.1.p	Bevul.6G032000.1.p
OG0005118	GmISU01.11G099000.1.p, GmISU01.12G029700.1.p, GmISU01.04G003500.1.p	Bevul.9G136800.1.p, Bevul.9G136900.1.p, Bevul.9G136900.2.p, Bevul.9G136900.3.p, Bevul.9G137100.1.p
OG0005119	GmISU01.20G136500.4.p, GmISU01.20G136500.6.p, GmISU01.20G136500.5.p, GmISU01.20G136500.7.p, GmISU01.20G136500.8.p, GmISU01.10G181100.3.p, GmISU01.20G136500.2.p, GmISU01.20G136500.1.p	Bevul.1G212300.1.p
OG0005120	GmISU01.10G131500.13.p, GmISU01.10G131500.16.p, GmISU01.10G131500.14.p, GmISU01.10G131500.15.p, GmISU01.20G185000.13.p, GmISU01.20G185000.12.p, GmISU01.20G185000.14.p, GmISU01.20G185000.11.p, GmISU01.10G131500.12.p	Bevul.8G125900.1.p
OG0005121	GmISU01.20G138300.1.p, GmISU01.10G179000.1.p	Bevul.1G210700.1.p
OG0005122	GmISU01.08G196100.3.p, GmISU01.08G196100.2.p, GmISU01.08G196100.1.p	Bevul.9G195000.1.p
OG0005123	GmISU01.05G163300.1.p, GmISU01.08G000650.1.p, GmISU01.05G163300.2.p	Bevul.1G085900.1.p
OG0005124	GmISU01.09G017700.1.p, GmISU01.15G115400.1.p	Bevul.6G162100.1.p
OG0005125	GmISU01.16G005200.1.p, GmISU01.07G034600.10.p, GmISU01.07G034600.11.p, GmISU01.07G034600.5.p, GmISU01.07G034600.12.p, GmISU01.07G034600.13.p, GmISU01.16G005200.4.p	Bevul.4G065900.1.p
OG0005126	GmISU01.15G203650.2.p, GmISU01.15G203650.1.p, GmISU01.15G203650.3.p, GmISU01.15G203650.4.p, GmISU01.15G203650.6.p, GmISU01.15G203650.5.p, GmISU01.15G203650.12.p, GmISU01.15G203650.11.p, GmISU01.15G203650.8.p, GmISU01.15G203650.10.p, GmISU01.15G203650.9.p, GmISU01.15G203650.7.p, GmISU01.08G150700.1.p, GmISU01.08G150700.2.p	Bevul.8G210700.1.p
OG0005127	GmISU01.08G067300.1.p, GmISU01.08G067300.2.p, GmISU01.05G095400.2.p, GmISU01.05G095400.1.p	Bevul.9G144300.2.p, Bevul.9G144300.1.p
OG0005128	GmISU01.02G062900.1.p, GmISU01.16G039400.1.p, GmISU01.19G080600.1.p	Bevul.2G122400.1.p
OG0005129	GmISU01.14G043700.1.p, GmISU01.02G230100.1.p	Bevul.5G051100.1.p
OG0005130	GmISU01.11G210600.1.p, GmISU01.18G023400.1.p, GmISU01.02G225100.1.p, GmISU01.14G053100.1.p	Bevul.2G247000.1.p
OG0005131	GmISU01.11G067000.1.p, GmISU01.01G132200.1.p	Bevul.6G025600.1.p
OG0005132	GmISU01.02G055400.1.p, GmISU01.16G117000.1.p	Bevul.6G093000.1.p
OG0005132	GmISU01.11G112700.2.p, GmISU01.11G112700.1.p, GmISU01.12G043100.1.p, GmISU01.12G043100.2.p	Bevul.9G178000.1.p
OG0005133	GmISU01.02G053500.1.p, GmISU01.16G115200.1.p, GmISU01.11G058100.1.p	Bevul.6G089100.1.p
OG0005134	GmISU01.15G053100.1.p, GmISU01.13G223500.1.p, GmISU01.13G326000.4.p, GmISU01.13G326000.5.p, GmISU01.13G326000.7.p, GmISU01.13G326000.1.p, GmISU01.07G151500.1.p, GmISU01.07G151500.2.p, GmISU01.08G063800.1.p	Bevul.9G213000.1.p
OG0005135	GmISU01.04G084500.1.p	Bevul.1G108900.1.p, Bevul.6G100000.1.p
OG0005136	GmISU01.03G067900.1.p, GmISU01.16G074700.1.p, GmISU01.16G075100.1.p, GmISU01.16G075100.2.p	Bevul.7G136200.1.p
OG0005137	GmISU01.08G062200.1.p, GmISU01.07G152400.1.p	Bevul.9G211700.4.p, Bevul.9G211700.2.p, Bevul.9G211700.1.p, Bevul.9G211700.3.p
OG0005138	GmISU01.06G097600.3.p, GmISU01.06G097600.1.p, GmISU01.04G095700.1.p	Bevul.1G061700.1.p
OG0005139	GmISU01.06G193200.2.p, GmISU01.04G119700.1.p, GmISU01.06G193200.1.p, GmISU01.06G193200.6.p, GmISU01.06G193200.4.p, GmISU01.06G193200.3.p, GmISU01.06G193200.5.p	Bevul.8G213800.1.p
OG0005140	GmISU01.12G191300.1.p, GmISU01.13G236100.1.p, GmISU01.06G203700.1.p	Bevul.4G069600.1.p
OG0005141	GmISU01.04G056300.1.p, GmISU01.06G056200.1.p, GmISU01.14G097000.3.p, GmISU01.14G097000.1.p, GmISU01.14G097000.2.p, GmISU01.17G191600.2.p, GmISU01.17G191600.4.p, GmISU01.17G191600.3.p	Bevul.2G168600.2.p, Bevul.2G168600.1.p
OG0005142	GmISU01.07G164600.1.p, GmISU01.13G285200.1.p	Bevul.9G231200.1.p, Bevul.9G050200.1.p, Bevul.5G005500.1.p, Bevul.9G202800.1.p, Bevul.6G172000.1.p, Bevul.4G036100.1.p, Bevul.5G210900.1.p, Bevul.2G013200.1.p, Bevul.3G085300.1.p, Bevul.9G169200.1.p, Bevul.8G018100.1.p, Bevul.8G118200.1.p, Bevul.8G149300.1.p, Bevul.6G065300.1.p, Bevul.7G163300.1.p, Bevul.3G051100.1.p, Bevul.6G199500.1.p, Bevul.6G169700.1.p, Bevul.8G069100.1.p, Bevul.6G170100.1.p, Bevul.5G154800.1.p, Bevul.6G081400.1.p, Bevul.6G169400.1.p
OG0005143	GmISU01.07G227300.2.p, GmISU01.07G227300.1.p, GmISU01.17G007500.1.p, GmISU01.10G149000.1.p	Bevul.8G044900.1.p, Bevul.3G234400.1.p
OG0005144	GmISU01.14G020000.2.p, GmISU01.14G020000.3.p, GmISU01.14G020000.4.p, GmISU01.14G020000.6.p, GmISU01.14G020000.7.p, GmISU01.14G020000.9.p, GmISU01.14G020000.8.p	Bevul.4G027500.1.p
OG0005145	GmISU01.08G161100.5.p, GmISU01.08G161100.4.p, GmISU01.08G161100.2.p	Bevul.4G093500.1.p
OG0005146	GmISU01.07G230100.1.p, GmISU01.17G004700.1.p	Bevul.8G036500.1.p
OG0005147	GmISU01.18G085100.3.p, GmISU01.18G085100.2.p, GmISU01.08G280900.5.p, GmISU01.08G280900.1.p, GmISU01.08G280900.6.p, GmISU01.08G280900.7.p, GmISU01.08G280900.2.p	Bevul.4G033400.1.p
OG0005148	GmISU01.15G173600.1.p, GmISU01.09G078200.1.p, GmISU01.15G173600.2.p	Bevul.8G165300.1.p
OG0005149	GmISU01.20G071600.1.p, GmISU01.10G244700.1.p	Bevul.9G003900.3.p, Bevul.9G003900.2.p, Bevul.9G003900.1.p
OG0005150	GmISU01.03G069800.1.p, GmISU01.03G069800.3.p	Bevul.5G159400.1.p
OG0005152	GmISU01.13G087000.1.p, GmISU01.17G040700.3.p	Bevul.8G148500.1.p
OG0005153	GmISU01.12G113000.1.p, GmISU01.06G228000.1.p, GmISU01.12G184000.1.p	Bevul.4G051400.1.p
OG0005154	GmISU01.15G109100.4.p, GmISU01.09G012400.1.p, GmISU01.15G109200.3.p, GmISU01.15G109200.2.p, GmISU01.15G109200.1.p, GmISU01.09G012500.1.p, GmISU01.09G012700.1.p, GmISU01.07G229600.1.p, GmISU01.17G005400.1.p	Bevul.8G037600.1.p
OG0005155	GmISU01.13G245500.1.p, GmISU01.12G182900.2.p, GmISU01.12G182900.1.p	Bevul.4G049600.1.p
OG0005156	GmISU01.19G001800.1.p, GmISU01.05G001900.2.p, GmISU01.05G001900.1.p	Bevul.3G121600.1.p
OG0005157	GmISU01.17G166900.1.p, GmISU01.06G075600.2.p, GmISU01.06G075600.1.p	Bevul.2G162400.5.p, Bevul.2G162400.6.p, Bevul.2G162400.3.p, Bevul.2G162400.4.p, Bevul.2G162400.1.p, Bevul.2G162400.9.p, Bevul.2G162400.8.p, Bevul.2G162400.2.p, Bevul.2G162400.7.p
OG0005158	GmISU01.14G022200.2.p, GmISU01.14G022200.1.p, GmISU01.02G250400.2.p, GmISU01.02G250400.1.p	Bevul.4G031400.1.p
OG0005159	GmISU01.16G079900.7.p, GmISU01.16G079900.5.p, GmISU01.16G079900.1.p, GmISU01.16G079900.4.p, GmISU01.16G079900.3.p, GmISU01.16G079900.2.p, GmISU01.16G079900.8.p, GmISU01.16G079900.6.p	Bevul.6G077300.1.p
OG0005160	GmISU01.13G064500.1.p	Bevul.1G072700.1.p
OG0005161	GmISU01.14G109900.2.p, GmISU01.14G109900.1.p, GmISU01.14G109900.5.p, GmISU01.14G109900.4.p, GmISU01.17G177300.2.p, GmISU01.17G177300.3.p, GmISU01.17G177300.1.p	Bevul.2G016200.1.p
OG0005162	GmISU01.17G058100.1.p, GmISU01.20G057800.1.p	Bevul.1G163400.1.p, Bevul.8G187000.1.p
OG0005163	GmISU01.03G017000.3.p, GmISU01.03G017000.1.p, GmISU01.07G073600.1.p, GmISU01.07G073600.2.p, GmISU01.09G221800.2.p, GmISU01.09G221800.1.p, GmISU01.18G171200.1.p, GmISU01.18G171200.2.p	Bevul.1G123900.1.p
OG0005164	GmISU01.07G017400.1.p, GmISU01.08G190400.1.p, GmISU01.08G190400.3.p, GmISU01.13G315200.1.p, GmISU01.15G015800.1.p, GmISU01.15G015800.2.p, GmISU01.15G015800.5.p	Bevul.9G207100.1.p
OG0005165	GmISU01.01G183700.2.p, GmISU01.01G183700.1.p, GmISU01.11G016000.2.p, GmISU01.11G016000.1.p	Bevul.5G016800.1.p
OG0005166	GmISU01.09G211400.3.p, GmISU01.09G211400.5.p, GmISU01.09G211400.4.p, GmISU01.09G211400.1.p, GmISU01.09G211400.2.p, GmISU01.18G183100.2.p, GmISU01.18G183100.4.p, GmISU01.18G183100.3.p	Bevul.1G182300.1.p
OG0005168	GmISU01.01G110300.1.p, GmISU01.09G154500.1.p, GmISU01.05G195700.1.p, GmISU01.08G033400.1.p	Bevul.8G198100.1.p
OG0005169	GmISU01.08G215700.1.p, GmISU01.08G215700.2.p, GmISU01.15G186200.1.p	Bevul.1G169800.1.p, Bevul.1G169700.1.p
OG0005170	GmISU01.03G014500.1.p, GmISU01.07G070100.1.p, GmISU01.18G172700.1.p, GmISU01.18G172700.2.p, GmISU01.09G220700.1.p, GmISU01.09G220700.2.p	Bevul.1G168500.1.p
OG0005171	GmISU01.04G120400.1.p, GmISU01.06G195400.1.p	Bevul.8G177100.1.p
OG0005172	GmISU01.09G218000.1.p, GmISU01.18G176200.2.p, GmISU01.18G176200.1.p	Bevul.1G031500.1.p
OG0005173	GmISU01.07G165200.4.p, GmISU01.07G165200.1.p, GmISU01.07G165200.3.p, GmISU01.07G165200.2.p	Bevul.8G028000.1.p
OG0005174	GmISU01.13G241900.2.p, GmISU01.13G241900.1.p, GmISU01.13G241900.3.p	Bevul.4G173000.1.p
OG0005175	GmISU01.04G117200.3.p, GmISU01.04G117200.4.p, GmISU01.06G197200.1.p, GmISU01.06G197200.2.p, GmISU01.13G130600.1.p, GmISU01.17G104100.1.p, GmISU01.17G104100.2.p	Bevul.8G174700.1.p
OG0005176	GmISU01.13G064300.1.p, GmISU01.17G063400.1.p	Bevul.8G157700.1.p
OG0005177	GmISU01.06G059400.1.p, GmISU01.04G059100.1.p	Bevul.2G172400.1.p
OG0005178	GmISU01.03G016700.3.p, GmISU01.03G016700.1.p, GmISU01.03G016700.2.p, GmISU01.07G073300.2.p, GmISU01.07G073300.1.p	Bevul.1G123700.1.p
OG0005179	GmISU01.03G213800.1.p	Bevul.1G190500.1.p, Bevul.1G190600.1.p, Bevul.1G212000.1.p, Bevul.5G017500.1.p
OG0005180	GmISU01.18G178100.1.p, GmISU01.09G216000.1.p, GmISU01.18G178200.3.p, GmISU01.03G009100.1.p, GmISU01.07G064700.1.p	Bevul.1G176600.1.p, Bevul.1G176500.1.p
OG0005181	GmISU01.06G077300.1.p, GmISU01.06G077300.2.p, GmISU01.04G075900.1.p	Bevul.2G160300.1.p
OG0005182	GmISU01.12G185600.2.p, GmISU01.12G185600.1.p, GmISU01.13G243600.1.p, GmISU01.13G243600.2.p	Bevul.4G054900.1.p
OG0005183	GmISU01.07G207000.1.p, GmISU01.10G089450.1.p, GmISU01.17G026500.1.p	Bevul.3G001800.1.p
OG0005184	GmISU01.05G044900.4.p, GmISU01.05G044900.3.p, GmISU01.05G044900.6.p, GmISU01.05G044900.5.p, GmISU01.05G044900.2.p, GmISU01.05G044900.1.p, GmISU01.17G120800.5.p, GmISU01.17G120800.2.p, GmISU01.17G120800.3.p, GmISU01.17G120800.1.p, GmISU01.17G120800.4.p	Bevul.5G035100.1.p
OG0005185	GmISU01.04G023200.1.p, GmISU01.06G021300.1.p	Bevul.1G022900.1.p
OG0005185	GmISU01.06G078200.1.p, GmISU01.04G076600.1.p, GmISU01.14G120600.1.p, GmISU01.17G169300.1.p	Bevul.2G159200.1.p
OG0005186	GmISU01.05G189100.2.p, GmISU01.08G025300.2.p, GmISU01.08G025300.1.p	Bevul.2G122000.3.p, Bevul.2G122000.2.p, Bevul.2G122000.1.p
OG0005187	GmISU01.18G108500.1.p, GmISU01.18G108500.2.p, GmISU01.08G259500.1.p, GmISU01.08G259500.2.p	Bevul.3G019000.1.p
OG0005188	GmISU01.15G009700.1.p, GmISU01.13G321400.1.p	Bevul.9G195600.1.p, Bevul.9G195600.2.p
OG0005188	GmISU01.05G007300.1.p, GmISU01.17G107200.1.p	Bevul.8G181600.1.p
OG0005189	GmISU01.08G182300.2.p, GmISU01.08G182300.3.p, GmISU01.08G182300.4.p, GmISU01.08G182300.1.p, GmISU01.07G011100.1.p	Bevul.2G094200.1.p
OG0005191	GmISU01.08G194700.1.p, GmISU01.07G030300.1.p, GmISU01.15G010700.2.p	Bevul.9G199100.1.p
OG0005192	GmISU01.04G050700.1.p	Bevul.2G138300.1.p
OG0005192	GmISU01.15G025800.1.p, GmISU01.07G033000.1.p, GmISU01.16G003700.1.p	Bevul.7G172100.1.p
OG0005193	GmISU01.17G122200.1.p, GmISU01.05G046100.1.p, GmISU01.01G173700.1.p, GmISU01.11G024600.1.p	Bevul.5G037200.1.p
OG0005194	GmISU01.03G134800.1.p	Bevul.4G199800.1.p
OG0005195	GmISU01.07G018400.2.p, GmISU01.07G018400.1.p, GmISU01.08G205700.1.p	Bevul.7G153900.1.p
OG0005196	GmISU01.08G193200.1.p, GmISU01.07G031600.1.p, GmISU01.07G031600.2.p, GmISU01.08G193200.2.p, GmISU01.15G012300.1.p, GmISU01.13G318700.1.p	Bevul.9G202300.1.p
OG0005197	GmISU01.13G050700.1.p, GmISU01.13G050700.3.p, GmISU01.13G050700.2.p, GmISU01.20G034600.1.p, GmISU01.20G034600.2.p	Bevul.2G102800.2.p, Bevul.2G102800.1.p
OG0005198	GmISU01.05G126200.2.p	Bevul.3G016200.1.p
OG0005199	GmISU01.06G045100.1.p, GmISU01.04G046800.1.p	Bevul.2G152000.1.p
OG0005199	GmISU01.08G028900.1.p, GmISU01.05G192000.1.p, GmISU01.07G111500.1.p, GmISU01.01G004800.1.p	Bevul.8G206400.1.p
OG0005200	GmISU01.17G101900.1.p, GmISU01.13G132900.1.p, GmISU01.14G033600.1.p, GmISU01.02G239300.1.p	Bevul.2G176900.1.p, Bevul.8G171000.1.p
