Orthogroup	G_max.proteins	S_lycopersicum.proteins
OG0004045	GmISU01.16G092800.2.p, GmISU01.16G092800.3.p, GmISU01.16G068700.1.p, GmISU01.16G068700.3.p, GmISU01.16G068700.2.p, GmISU01.01G118000.3.p, GmISU01.01G118000.2.p, GmISU01.01G118000.1.p, GmISU01.11G082000.1.p	Solyc05g052490.3.1
OG0004046	GmISU01.08G307700.1.p	Solyc09g056340.3.1
OG0004047	GmISU01.18G184200.1.p, GmISU01.18G184200.2.p, GmISU01.09G210300.1.p, GmISU01.09G210300.2.p, GmISU01.16G028000.1.p	Solyc01g095140.3.1, Solyc10g011900.3.1, Solyc01g095150.3.1
OG0004048	GmISU01.12G020100.3.p, GmISU01.12G020100.6.p, GmISU01.12G020100.4.p, GmISU01.12G020100.1.p, GmISU01.11G087800.3.p, GmISU01.11G087800.1.p, GmISU01.11G087800.2.p, GmISU01.11G087800.4.p	Solyc11g065160.2.1
OG0004049	GmISU01.04G178900.1.p, GmISU01.08G131200.2.p, GmISU01.08G131200.4.p, GmISU01.08G131200.3.p, GmISU01.08G131200.1.p, GmISU01.05G154700.1.p	Solyc04g054180.3.1
OG0004051	GmISU01.10G044000.1.p, GmISU01.13G107600.1.p	Solyc10g085980.2.1
OG0004052	GmISU01.02G016400.1.p, GmISU01.03G173600.1.p	Solyc09g075140.3.1
OG0004053	GmISU01.20G063800.2.p, GmISU01.10G113500.1.p	Solyc01g101160.2.1
OG0004054	GmISU01.08G308400.2.p, GmISU01.08G308400.1.p, GmISU01.18G121300.4.p, GmISU01.18G121300.1.p, GmISU01.18G121300.2.p, GmISU01.18G121300.3.p, GmISU01.11G093300.1.p, GmISU01.12G024900.1.p	Solyc01g006450.3.1
OG0004055	GmISU01.13G164800.3.p, GmISU01.13G164800.2.p, GmISU01.13G164800.1.p, GmISU01.13G164700.1.p, GmISU01.11G164100.1.p, GmISU01.04G115600.1.p	Solyc01g096420.3.1, Solyc01g096435.1.1
OG0004056	GmISU01.13G097300.7.p, GmISU01.13G097300.5.p, GmISU01.13G097300.1.p, GmISU01.13G097300.6.p, GmISU01.13G097300.3.p, GmISU01.13G097300.2.p, GmISU01.10G034950.1.p	Solyc09g066500.3.1
OG0004057	GmISU01.10G007900.1.p	Solyc12g099150.1.1, Solyc09g059998.1.1, Solyc09g011150.1.1, Solyc02g011873.1.1, Solyc04g082990.3.1, Solyc05g047670.1.1
OG0004058	GmISU01.02G128100.3.p, GmISU01.10G029100.1.p	Solyc06g084080.3.1, Solyc09g065810.3.1
OG0004059	GmISU01.09G042200.1.p, GmISU01.15G135800.1.p, GmISU01.07G210000.4.p, GmISU01.07G210000.2.p, GmISU01.07G210000.1.p, GmISU01.17G023500.1.p, GmISU01.17G023500.3.p, GmISU01.17G023500.2.p	Solyc12g099560.2.1, Solyc05g054240.3.1
OG0004060	GmISU01.16G087800.2.p, GmISU01.16G087800.1.p, GmISU01.08G243000.3.p, GmISU01.08G243000.1.p, GmISU01.08G243000.6.p	Solyc08g077310.3.1
OG0004061	GmISU01.11G165100.1.p, GmISU01.03G106500.1.p, GmISU01.19G111000.2.p, GmISU01.19G111000.1.p	Solyc10g080400.2.1
OG0004063	GmISU01.09G090600.3.p, GmISU01.09G090600.2.p, GmISU01.02G151000.2.p, GmISU01.09G090600.1.p, GmISU01.02G151000.1.p	Solyc03g062790.3.1, Solyc10g080490.2.1
OG0004064	GmISU01.11G095300.1.p, GmISU01.12G026400.1.p, GmISU01.09G235500.1.p	Solyc06g007870.3.1, Solyc09g059450.3.1
OG0004065	GmISU01.11G148900.1.p, GmISU01.12G078900.1.p	Solyc06g074420.1.1
OG0004065	GmISU01.13G123700.1.p, GmISU01.03G154100.1.p	Solyc10g083400.1.1
OG0004066	GmISU01.03G152800.2.p, GmISU01.03G152800.1.p, GmISU01.19G155800.1.p, GmISU01.19G155800.2.p, GmISU01.13G123100.2.p, GmISU01.13G123100.1.p, GmISU01.10G060900.1.p	Solyc10g083510.2.1, Solyc09g009200.2.1
OG0004067	GmISU01.19G081100.1.p, GmISU01.16G038500.1.p	Solyc01g110820.3.1
OG0004068	GmISU01.10G058600.1.p, GmISU01.13G121200.1.p	Solyc09g008850.3.1
OG0004069	GmISU01.15G027600.1.p, GmISU01.15G027600.2.p, GmISU01.13G304200.2.p	Solyc06g053350.3.1
OG0004070	GmISU01.10G021200.1.p, GmISU01.02G136300.2.p, GmISU01.02G136300.1.p	Solyc09g074320.3.1
OG0004071	GmISU01.19G197500.1.p	Solyc01g098930.3.1
OG0004072	GmISU01.03G061300.1.p, GmISU01.18G119400.1.p	Solyc09g010880.3.1
OG0004072	GmISU01.13G296100.1.p, GmISU01.15G035700.1.p	Solyc06g005580.3.1
OG0004073	GmISU01.18G169700.3.p, GmISU01.18G169700.2.p, GmISU01.18G169700.1.p, GmISU01.09G222600.2.p, GmISU01.09G222600.1.p, GmISU01.09G222600.3.p, GmISU01.09G222600.4.p, GmISU01.10G062200.1.p, GmISU01.10G062200.2.p, GmISU01.13G124300.2.p, GmISU01.13G124300.1.p	Solyc02g086225.1.1, Solyc02g086250.3.1
OG0004074	GmISU01.08G320000.2.p, GmISU01.08G320000.3.p, GmISU01.18G132700.1.p, GmISU01.03G063500.1.p, GmISU01.15G037200.1.p, GmISU01.13G294801.1.p	Solyc09g010700.3.1, Solyc11g066010.2.1
OG0004075	GmISU01.19G078400.1.p, GmISU01.02G060700.1.p, GmISU01.16G121400.1.p, GmISU01.16G042300.1.p	Solyc01g008080.3.1
OG0004076	GmISU01.11G131900.4.p, GmISU01.11G131900.1.p, GmISU01.11G131900.3.p, GmISU01.11G131900.2.p, GmISU01.12G067900.1.p	Solyc11g072950.2.1
OG0004077	GmISU01.15G130200.3.p, GmISU01.15G130200.2.p, GmISU01.09G033600.3.p, GmISU01.09G033600.4.p, GmISU01.09G033600.2.p, GmISU01.09G033600.1.p, GmISU01.07G203200.2.p, GmISU01.07G203200.3.p, GmISU01.07G203200.1.p	Solyc01g059880.3.1, Solyc12g099260.2.1
OG0004078	GmISU01.12G046100.1.p, GmISU01.12G046100.2.p, GmISU01.11G115500.2.p, GmISU01.09G204600.2.p, GmISU01.18G189400.1.p	Solyc04g048900.3.1, Solyc05g056230.3.1
OG0004079	GmISU01.20G115100.1.p, GmISU01.10G205500.1.p	Solyc09g082650.3.1
OG0004080	GmISU01.11G147000.1.p, GmISU01.12G081000.1.p	Solyc04g009710.2.1, Solyc11g006910.2.1, Solyc05g055280.2.1
OG0004080	GmISU01.20G079300.1.p, GmISU01.20G079300.3.p, GmISU01.10G237300.1.p, GmISU01.10G237300.3.p	Solyc11g068430.2.1
OG0004082	GmISU01.16G014200.2.p, GmISU01.16G014200.1.p, GmISU01.07G044300.1.p	Solyc11g066280.2.1
OG0004083	GmISU01.05G150300.8.p, GmISU01.05G150300.12.p, GmISU01.05G150300.11.p, GmISU01.05G150300.9.p, GmISU01.05G150300.10.p, GmISU01.05G150300.7.p, GmISU01.05G150300.2.p, GmISU01.05G150300.1.p, GmISU01.08G126100.1.p, GmISU01.08G126100.2.p, GmISU01.05G150300.4.p, GmISU01.05G150300.3.p, GmISU01.05G150300.5.p, GmISU01.05G150300.13.p, GmISU01.05G150300.6.p	Solyc05g051580.3.1
OG0004084	GmISU01.09G203800.1.p, GmISU01.18G190400.1.p	Solyc08g014350.1.1
OG0004086	GmISU01.17G001000.1.p, GmISU01.07G234600.1.p	Solyc11g039650.2.1
OG0004087	GmISU01.10G142700.1.p, GmISU01.20G173700.1.p	Solyc04g007270.3.1
OG0004088	GmISU01.02G178100.1.p, GmISU01.14G147700.1.p, GmISU01.14G147700.2.p, GmISU01.04G088400.1.p, GmISU01.06G090500.2.p	Solyc02g063075.1.1, Solyc04g074940.3.1
OG0004089	GmISU01.10G196200.1.p, GmISU01.20G124000.2.p, GmISU01.20G124000.3.p, GmISU01.20G124000.4.p, GmISU01.20G124000.1.p	Solyc08g082750.3.1, Solyc08g008410.3.1
OG0004090	GmISU01.17G153900.1.p, GmISU01.05G076500.1.p	Solyc02g093100.3.1
OG0004090	GmISU01.04G038600.1.p	Solyc04g078590.3.1
OG0004091	GmISU01.02G036600.1.p, GmISU01.02G036800.1.p, GmISU01.02G036800.2.p	Solyc11g010430.2.1
OG0004091	GmISU01.07G102700.1.p, GmISU01.14G147800.1.p, GmISU01.02G178200.1.p	Solyc04g074950.3.1, Solyc04g074960.3.1
OG0004092	GmISU01.16G106500.1.p, GmISU01.02G046100.1.p, GmISU01.02G046100.2.p, GmISU01.11G068600.1.p, GmISU01.01G130800.2.p, GmISU01.01G130800.1.p	Solyc02g084345.1.1, Solyc02g084350.3.1
OG0004093	GmISU01.20G096600.1.p, GmISU01.10G221500.1.p	Solyc01g107520.3.1
OG0004093	GmISU01.20G096700.1.p, GmISU01.20G096800.1.p	Solyc01g107540.3.1, Solyc01g080790.3.1, Solyc01g080800.3.1
OG0004094	GmISU01.01G076600.1.p, GmISU01.01G076600.2.p, GmISU01.01G076600.3.p, GmISU01.08G247000.2.p, GmISU01.08G247000.1.p	Solyc02g091733.1.1, Solyc03g043760.3.1, Solyc02g091730.2.1
OG0004095	GmISU01.11G044400.1.p, GmISU01.11G044400.2.p, GmISU01.11G044400.3.p, GmISU01.01G153400.1.p, GmISU01.17G149100.1.p, GmISU01.17G149100.2.p, GmISU01.05G084500.1.p, GmISU01.05G084500.2.p	Solyc02g092590.3.1
OG0004096	GmISU01.09G075700.1.p, GmISU01.15G170300.1.p, GmISU01.15G170300.3.p	Solyc04g049770.3.1
OG0004097	GmISU01.14G123200.3.p, GmISU01.14G123200.1.p, GmISU01.13G053400.1.p, GmISU01.06G104100.1.p, GmISU01.04G205400.4.p	Solyc06g060310.3.1, Solyc11g012850.2.1, Solyc09g056270.2.1, Solyc04g024920.1.1
OG0004098	GmISU01.05G158000.1.p, GmISU01.08G134400.1.p	Solyc04g051400.2.1, Solyc04g051410.3.1
OG0004099	GmISU01.06G033500.1.p, GmISU01.04G034500.1.p, GmISU01.20G008300.1.p, GmISU01.07G149900.1.p, GmISU01.07G149800.1.p, GmISU01.07G149700.1.p, GmISU01.02G120700.1.p, GmISU01.02G120500.1.p, GmISU01.20G008400.1.p	Solyc01g108360.3.1, Solyc01g108350.3.1, Solyc10g050730.2.1, Solyc10g050690.2.1
OG0004100	GmISU01.12G022900.2.p, GmISU01.12G022900.1.p, GmISU01.11G090900.1.p	Solyc12g077590.2.1
OG0004101	GmISU01.07G234800.3.p, GmISU01.12G135600.3.p, GmISU01.12G135600.2.p, GmISU01.12G135600.4.p, GmISU01.16G000800.3.p, GmISU01.16G000800.2.p	Solyc01g103185.1.1, Solyc01g103200.3.1
OG0004102	GmISU01.02G117600.3.p, GmISU01.02G117600.2.p, GmISU01.02G117600.1.p, GmISU01.07G181300.1.p, GmISU01.07G181300.2.p	Solyc01g108070.3.1
OG0004103	GmISU01.11G066200.1.p, GmISU01.11G066200.2.p	Solyc04g080940.3.1
OG0004104	GmISU01.16G002400.1.p	Solyc01g103540.3.1
OG0004105	GmISU01.15G048700.1.p, GmISU01.08G167900.1.p, GmISU01.01G057300.1.p, GmISU01.02G110100.1.p	Solyc10g047000.2.1
OG0004106	GmISU01.11G061900.1.p, GmISU01.11G061900.2.p, GmISU01.11G061900.4.p, GmISU01.01G138100.1.p	Solyc02g085220.3.1, Solyc07g056660.3.1
OG0004107	GmISU01.11G079200.1.p, GmISU01.11G079200.2.p, GmISU01.09G158200.1.p	Solyc03g032090.1.1, Solyc02g082510.1.1, Solyc02g082520.2.1, Solyc00g007130.3.1
OG0004108	GmISU01.06G001100.1.p, GmISU01.06G001100.2.p, GmISU01.06G001100.3.p, GmISU01.04G001200.3.p, GmISU01.04G001200.2.p, GmISU01.04G001200.5.p, GmISU01.04G001200.4.p, GmISU01.04G001200.1.p	Solyc01g111990.3.1
OG0004109	GmISU01.01G157300.1.p, GmISU01.11G040500.1.p, GmISU01.05G089000.1.p, GmISU01.17G144200.2.p, GmISU01.17G144200.1.p	Solyc02g091930.3.1, Solyc02g063520.3.1
OG0004110	GmISU01.06G233800.1.p, GmISU01.12G109000.1.p	Solyc06g072445.1.1, Solyc06g072200.1.1, Solyc06g072190.1.1, Solyc06g072180.1.1, Solyc06g062570.1.1, Solyc06g072197.1.1, Solyc06g072450.1.1, Solyc06g072193.1.1, Solyc06g072455.1.1, Solyc03g120030.1.1, Solyc06g084035.1.1
OG0004111	GmISU01.01G153900.2.p, GmISU01.01G153900.1.p, GmISU01.11G043800.1.p, GmISU01.17G147900.1.p, GmISU01.05G085200.1.p	Solyc02g064690.3.1, Solyc02g092490.3.1, Solyc11g064835.1.1
OG0004112	GmISU01.08G164800.1.p, GmISU01.15G052200.1.p	Solyc11g010290.2.1, Solyc01g105540.3.1
OG0004113	GmISU01.09G158500.3.p, GmISU01.09G158500.1.p, GmISU01.09G158500.2.p, GmISU01.16G096600.2.p, GmISU01.16G096600.1.p, GmISU01.16G096600.4.p, GmISU01.01G121900.1.p, GmISU01.11G078600.5.p, GmISU01.11G078600.3.p, GmISU01.11G078600.2.p	Solyc02g082690.3.1
OG0004114	GmISU01.05G104100.1.p, GmISU01.08G076000.1.p, GmISU01.08G075900.1.p	Solyc02g070910.3.1, Solyc02g070890.3.1
OG0004115	GmISU01.09G076100.1.p, GmISU01.09G076100.2.p	Solyc02g071260.3.1
OG0004115	GmISU01.15G130000.2.p, GmISU01.09G033500.1.p	Solyc05g053410.3.1, Solyc01g059870.4.1
OG0004116	GmISU01.01G142500.1.p, GmISU01.11G056100.1.p	Solyc02g089990.1.1, Solyc03g044860.1.1, Solyc02g065430.1.1
OG0004117	GmISU01.14G002300.1.p, GmISU01.02G268600.1.p	Solyc10g074470.2.1, Solyc01g112050.3.1
OG0004118	GmISU01.11G142000.1.p, GmISU01.12G086400.1.p, GmISU01.10G072100.1.p, GmISU01.02G163800.1.p	Solyc10g081820.2.1
OG0004119	GmISU01.17G006600.4.p, GmISU01.17G006600.2.p, GmISU01.17G006600.3.p, GmISU01.17G006600.5.p, GmISU01.07G228600.1.p	Solyc04g014810.3.1, Solyc11g012440.1.1
OG0004120	GmISU01.15G131900.1.p, GmISU01.17G028700.1.p, GmISU01.17G028700.3.p, GmISU01.07G204700.1.p, GmISU01.09G035800.1.p	Solyc05g053440.3.1
OG0004121	GmISU01.13G201000.1.p, GmISU01.15G073600.1.p, GmISU01.13G145500.2.p, GmISU01.13G145500.5.p, GmISU01.13G145500.3.p, GmISU01.13G145500.1.p, GmISU01.07G171600.1.p	Solyc02g077560.3.1
OG0004122	GmISU01.08G296900.1.p, GmISU01.08G296900.2.p, GmISU01.18G066800.1.p, GmISU01.18G066800.4.p, GmISU01.18G066800.5.p	Solyc10g005850.3.1, Solyc10g005860.3.1
OG0004123	GmISU01.10G214700.1.p, GmISU01.20G104300.1.p, GmISU01.10G214600.1.p	Solyc02g080060.1.1, Solyc02g080050.1.1
OG0004124	GmISU01.11G083300.1.p, GmISU01.12G030500.1.p	Solyc08g005990.3.1
OG0004125	GmISU01.13G067300.6.p, GmISU01.13G067300.5.p, GmISU01.13G067300.3.p, GmISU01.13G067300.7.p, GmISU01.17G060400.4.p, GmISU01.13G067300.4.p, GmISU01.13G067300.2.p, GmISU01.13G067300.1.p, GmISU01.17G060400.2.p, GmISU01.17G060400.3.p, GmISU01.17G060400.1.p	Solyc07g006780.3.1
OG0004126	GmISU01.06G245500.1.p, GmISU01.12G102800.1.p, GmISU01.12G173100.1.p, GmISU01.13G256700.1.p	Solyc07g053630.3.1, Solyc10g008160.3.1
OG0004127	GmISU01.15G073800.7.p, GmISU01.13G200800.1.p, GmISU01.08G113800.1.p, GmISU01.08G113800.3.p	Solyc02g005510.3.1
OG0004128	GmISU01.15G102400.1.p	Solyc02g080940.3.1
OG0004128	GmISU01.08G285100.1.p	Solyc10g006240.3.1
OG0004129	GmISU01.13G171400.1.p, GmISU01.12G201100.1.p, GmISU01.12G201000.1.p, GmISU01.09G224400.2.p, GmISU01.09G224400.1.p, GmISU01.09G224400.3.p, GmISU01.18G167900.1.p, GmISU01.09G224600.1.p, GmISU01.09G224500.1.p, GmISU01.18G168000.1.p	Solyc01g094070.3.1, Solyc05g051010.3.1
OG0004130	GmISU01.08G006200.1.p, GmISU01.06G149300.1.p, GmISU01.04G164200.1.p	Solyc03g118110.3.1
OG0004131	GmISU01.11G131100.1.p, GmISU01.15G039600.1.p	Solyc11g073200.2.1, Solyc11g073210.2.1
OG0004132	GmISU01.07G199300.1.p, GmISU01.07G163100.1.p, GmISU01.13G153200.1.p	Solyc08g008320.3.1, Solyc08g082290.3.1
OG0004133	GmISU01.16G173000.1.p, GmISU01.16G173000.2.p, GmISU01.16G173000.4.p, GmISU01.16G173000.3.p, GmISU01.09G120000.1.p	Solyc03g007100.3.1
OG0004134	GmISU01.09G102100.1.p, GmISU01.09G102100.2.p, GmISU01.16G148100.2.p, GmISU01.10G192100.1.p, GmISU01.01G180500.1.p, GmISU01.11G019100.1.p	Solyc03g007670.3.1, Solyc06g036420.2.1
OG0004135	GmISU01.13G309000.1.p, GmISU01.15G023000.1.p, GmISU01.08G179700.1.p, GmISU01.08G179700.2.p, GmISU01.07G008900.6.p, GmISU01.07G008900.4.p, GmISU01.07G008900.5.p	Solyc06g062600.3.1, Solyc03g121600.3.1
OG0004136	GmISU01.07G017700.1.p	Solyc12g044260.2.1, Solyc03g120670.3.1
OG0004136	GmISU01.15G015400.1.p	Solyc03g120680.3.1, Solyc12g044250.2.1
OG0004137	GmISU01.05G130600.9.p, GmISU01.05G130600.8.p, GmISU01.05G130600.10.p, GmISU01.05G130600.2.p, GmISU01.08G105300.2.p, GmISU01.05G130600.5.p, GmISU01.05G130600.4.p	Solyc01g111765.1.1
OG0004138	GmISU01.06G060800.1.p	Solyc12g009790.2.1, Solyc07g007680.3.1
OG0004139	GmISU01.05G173900.2.p, GmISU01.05G173900.1.p, GmISU01.08G010800.1.p, GmISU01.01G176200.1.p, GmISU01.11G022900.1.p	Solyc06g064890.3.1
OG0004140	GmISU01.16G174100.1.p, GmISU01.09G121200.1.p, GmISU01.20G172400.1.p, GmISU01.10G143800.1.p	Solyc03g083500.3.1
OG0004140	GmISU01.03G022500.1.p	Solyc01g091250.3.1
OG0004141	GmISU01.13G077000.5.p, GmISU01.13G077000.6.p, GmISU01.13G077000.7.p, GmISU01.13G077000.8.p, GmISU01.17G050000.2.p, GmISU01.13G077000.2.p, GmISU01.13G077000.1.p, GmISU01.13G077000.3.p, GmISU01.13G077000.4.p, GmISU01.17G050000.1.p	Solyc05g032650.2.1, Solyc12g008890.2.1
OG0004142	GmISU01.08G182500.1.p, GmISU01.08G182500.2.p, GmISU01.07G011300.1.p, GmISU01.07G011300.3.p, GmISU01.07G011300.2.p, GmISU01.07G011300.4.p	Solyc01g068210.3.1
OG0004143	GmISU01.13G318300.1.p, GmISU01.13G318300.2.p, GmISU01.15G012700.8.p, GmISU01.15G012700.4.p, GmISU01.15G012700.7.p, GmISU01.15G012700.1.p, GmISU01.15G012700.3.p, GmISU01.15G012700.11.p, GmISU01.15G012700.9.p, GmISU01.15G012700.12.p, GmISU01.15G012700.10.p, GmISU01.15G012700.13.p	Solyc03g120310.3.1
OG0004144	GmISU01.19G015200.1.p, GmISU01.13G045000.1.p	Solyc02g067560.1.1, Solyc02g087460.1.1
OG0004145	GmISU01.17G122800.1.p, GmISU01.05G046700.1.p	Solyc08g080050.3.1
OG0004146	GmISU01.01G060800.4.p, GmISU01.01G060800.5.p, GmISU01.01G060800.7.p, GmISU01.01G060800.6.p, GmISU01.11G181000.5.p, GmISU01.11G181000.2.p, GmISU01.11G181000.1.p, GmISU01.11G181000.4.p	Solyc11g013370.2.1
OG0004147	GmISU01.17G099900.1.p, GmISU01.13G134700.1.p	Solyc07g007620.3.1, Solyc12g009820.2.1
OG0004148	GmISU01.02G194900.1.p, GmISU01.14G163800.1.p	Solyc06g082290.3.1
OG0004149	GmISU01.04G165900.1.p, GmISU01.06G147600.1.p, GmISU01.04G165900.2.p	Solyc07g008760.3.1
OG0004150	GmISU01.04G050000.1.p, GmISU01.06G048300.1.p	Solyc08g062670.3.1
OG0004150	GmISU01.15G156400.1.p	Solyc12g009010.2.1
OG0004151	GmISU01.03G013200.1.p, GmISU01.07G068600.1.p, GmISU01.18G171600.1.p, GmISU01.18G171600.2.p	Solyc08g080680.3.1
OG0004152	GmISU01.13G082700.1.p, GmISU01.17G044600.1.p	Solyc05g025900.3.1, Solyc07g041830.3.1
OG0004152	GmISU01.04G052400.1.p, GmISU01.06G050700.1.p, GmISU01.17G195300.1.p, GmISU01.14G093200.1.p	Solyc08g061490.3.1
OG0004153	GmISU01.08G195800.1.p, GmISU01.07G029400.1.p	Solyc06g036520.1.1, Solyc03g116470.2.1
OG0004153	GmISU01.06G063900.1.p, GmISU01.04G063200.1.p	Solyc06g036540.1.1
OG0004154	GmISU01.17G183400.1.p, GmISU01.17G183400.2.p, GmISU01.14G104700.1.p, GmISU01.04G060300.1.p, GmISU01.04G060300.2.p, GmISU01.06G060700.2.p, GmISU01.06G060700.1.p	Solyc08g021960.3.1
OG0004155	GmISU01.13G133200.2.p, GmISU01.13G133200.5.p, GmISU01.13G133200.1.p, GmISU01.17G101600.1.p	Solyc07g007810.3.1
OG0004156	GmISU01.07G048600.1.p, GmISU01.16G018800.1.p, GmISU01.19G217800.1.p	Solyc01g096280.2.1, Solyc10g009310.3.1, Solyc05g047680.3.1
OG0004157	GmISU01.01G167800.6.p, GmISU01.01G167800.3.p, GmISU01.01G167800.5.p, GmISU01.01G167800.2.p, GmISU01.11G031000.1.p, GmISU01.01G167800.1.p, GmISU01.01G167800.4.p, GmISU01.05G055500.4.p, GmISU01.05G055500.5.p, GmISU01.05G055500.1.p, GmISU01.17G131200.1.p	Solyc08g078520.3.1
OG0004158	GmISU01.10G193400.1.p, GmISU01.20G126000.1.p, GmISU01.16G150800.1.p	Solyc03g007960.3.1, Solyc06g036260.3.1
OG0004159	GmISU01.19G024300.2.p, GmISU01.19G024300.1.p, GmISU01.18G121000.4.p, GmISU01.18G121000.5.p	Solyc04g082790.3.1, Solyc10g085790.2.1
OG0004160	GmISU01.07G042200.1.p, GmISU01.16G012000.1.p	Solyc03g123600.3.1, Solyc03g123610.3.1, Solyc06g063090.3.1
OG0004161	GmISU01.20G177100.1.p, GmISU01.20G177100.2.p, GmISU01.20G177100.3.p, GmISU01.20G177100.4.p, GmISU01.10G139600.2.p, GmISU01.10G139600.1.p	Solyc08g008610.3.1, Solyc08g083190.3.1
OG0004162	GmISU01.08G183200.1.p, GmISU01.08G183300.1.p, GmISU01.08G183400.1.p, GmISU01.08G183400.2.p, GmISU01.08G183500.1.p, GmISU01.08G183600.1.p, GmISU01.13G310800.1.p, GmISU01.15G020900.1.p	Solyc03g121270.3.1
OG0004163	GmISU01.14G129600.1.p, GmISU01.04G194200.1.p, GmISU01.06G117200.1.p	Solyc03g083360.3.1, Solyc06g051960.3.1
OG0004164	GmISU01.18G050100.1.p, GmISU01.11G170200.1.p, GmISU01.11G170200.2.p	Solyc12g096470.2.1
OG0004165	GmISU01.17G189700.3.p, GmISU01.17G189700.2.p, GmISU01.17G189700.1.p, GmISU01.14G099200.1.p, GmISU01.14G099200.2.p, GmISU01.04G054100.1.p, GmISU01.06G052800.1.p, GmISU01.06G053300.1.p, GmISU01.06G053700.1.p, GmISU01.06G054000.1.p	Solyc08g068960.3.1
OG0004166	GmISU01.09G017500.1.p, GmISU01.09G017500.2.p, GmISU01.15G115100.1.p, GmISU01.15G115100.2.p, GmISU01.15G115100.3.p, GmISU01.17G003000.1.p, GmISU01.07G232500.1.p	Solyc01g102530.3.1
OG0004167	GmISU01.17G130800.1.p, GmISU01.05G055000.1.p, GmISU01.11G030200.1.p, GmISU01.01G168500.1.p	Solyc08g078590.1.1, Solyc06g060740.2.1
OG0004167	GmISU01.01G102500.1.p, GmISU01.03G029500.1.p, GmISU01.01G064700.1.p, GmISU01.09G187900.1.p	Solyc01g090840.3.1
OG0004168	GmISU01.06G122900.7.p, GmISU01.06G122900.3.p, GmISU01.06G122900.8.p, GmISU01.04G189200.9.p, GmISU01.04G189200.1.p, GmISU01.04G189200.6.p, GmISU01.04G189200.4.p, GmISU01.04G189200.10.p, GmISU01.04G189200.8.p, GmISU01.04G189200.7.p, GmISU01.04G189200.11.p	Solyc03g082490.3.1
OG0004169	GmISU01.16G173200.1.p, GmISU01.09G120200.1.p, GmISU01.16G173100.1.p, GmISU01.09G120100.1.p	Solyc03g007110.3.1
OG0004169	GmISU01.01G171800.2.p, GmISU01.01G171800.1.p	Solyc08g079660.3.1
OG0004170	GmISU01.09G229200.1.p, GmISU01.18G161700.1.p	Solyc09g015650.3.1
OG0004171	GmISU01.02G085700.1.p, GmISU01.18G228400.1.p	Solyc05g054740.3.1
OG0004172	GmISU01.20G152500.1.p, GmISU01.20G152500.6.p, GmISU01.20G152500.2.p, GmISU01.20G152500.4.p, GmISU01.20G152500.5.p, GmISU01.20G152500.3.p, GmISU01.10G162800.2.p, GmISU01.10G162800.3.p, GmISU01.10G162800.1.p	Solyc11g007960.2.1
OG0004173	GmISU01.02G261000.1.p, GmISU01.14G011000.1.p	Solyc12g015900.1.1
OG0004173	GmISU01.02G188400.1.p, GmISU01.14G156700.1.p, GmISU01.20G042500.1.p	Solyc12g044670.1.1, Solyc03g121220.2.1
OG0004174	GmISU01.08G296200.1.p, GmISU01.18G067500.1.p	Solyc02g079415.1.1
OG0004175	GmISU01.05G186600.2.p, GmISU01.08G022600.2.p	Solyc08g082620.3.1
OG0004175	GmISU01.08G077100.1.p, GmISU01.05G105200.1.p	Solyc02g070790.3.1, Solyc08g016170.3.1
OG0004176	GmISU01.02G122900.1.p, GmISU01.07G176600.1.p	Solyc03g062930.2.1, Solyc03g062915.1.1
OG0004177	GmISU01.15G211200.1.p, GmISU01.15G211200.2.p, GmISU01.10G055100.1.p, GmISU01.10G055500.1.p, GmISU01.10G055400.1.p, GmISU01.10G054800.1.p	Solyc07g017970.2.1, Solyc04g007310.2.1
OG0004178	GmISU01.14G058400.2.p, GmISU01.14G058400.4.p, GmISU01.02G215400.1.p, GmISU01.14G058400.3.p	Solyc03g096370.3.1
OG0004178	GmISU01.03G058000.1.p, GmISU01.01G084800.1.p	Solyc09g011860.3.1, Solyc10g085050.2.1
OG0004179	GmISU01.04G181500.1.p, GmISU01.04G181500.2.p, GmISU01.06G130300.1.p	Solyc06g048620.3.1, Solyc06g048950.3.1
OG0004179	GmISU01.18G161800.1.p, GmISU01.09G229300.1.p	Solyc09g015520.3.1
OG0004180	GmISU01.19G178500.5.p, GmISU01.19G178500.2.p, GmISU01.19G178500.6.p, GmISU01.19G178500.3.p, GmISU01.19G178500.4.p, GmISU01.03G177200.1.p, GmISU01.03G177200.3.p	Solyc07g006240.3.1
OG0004181	GmISU01.15G216700.1.p, GmISU01.15G216700.6.p, GmISU01.15G216700.4.p, GmISU01.15G216700.5.p	Solyc07g066620.3.1
OG0004182	GmISU01.14G021100.5.p, GmISU01.14G021100.1.p, GmISU01.14G021100.6.p, GmISU01.14G021100.7.p, GmISU01.14G021100.4.p, GmISU01.14G021100.3.p, GmISU01.14G021100.2.p, GmISU01.02G251300.1.p, GmISU01.02G251300.2.p	Solyc10g018530.2.1
OG0004183	GmISU01.18G034000.1.p, GmISU01.18G034000.2.p, GmISU01.11G200500.1.p	Solyc01g107270.3.1, Solyc02g076720.3.1, Solyc01g107277.1.1
OG0004184	GmISU01.20G143500.1.p, GmISU01.20G143500.2.p, GmISU01.10G173000.3.p, GmISU01.10G173000.1.p, GmISU01.10G173000.2.p	Solyc04g025160.3.1
