Orthogroup	G_max.proteins	A_thaliana.proteins
OG0004398	GmISU01.02G056700.15.p, GmISU01.02G056700.17.p, GmISU01.02G056700.16.p, GmISU01.02G056700.18.p, GmISU01.02G056700.5.p, GmISU01.02G056700.7.p, GmISU01.02G056700.8.p, GmISU01.02G056700.6.p, GmISU01.02G056700.9.p, GmISU01.02G056700.10.p, GmISU01.02G056700.14.p, GmISU01.02G056700.13.p, GmISU01.02G056700.12.p, GmISU01.02G056700.11.p	AT3G50430.2, AT3G50430.1
OG0004399	GmISU01.05G165600.1.p, GmISU01.08G002600.1.p	AT3G52950.1, AT3G52950.2, AT2G36500.1
OG0004400	GmISU01.16G118100.1.p, GmISU01.02G056600.1.p	AT5G66940.1, AT3G50410.1
OG0004401	GmISU01.07G115100.1.p, GmISU01.01G001400.5.p, GmISU01.07G115100.4.p, GmISU01.07G115100.3.p, GmISU01.01G001400.2.p, GmISU01.01G001400.4.p, GmISU01.07G115100.5.p, GmISU01.01G001400.1.p, GmISU01.01G001400.3.p	AT3G10572.2, AT3G10572.3, AT3G10572.1
OG0004403	GmISU01.08G247300.2.p, GmISU01.01G076900.2.p, GmISU01.08G247300.1.p, GmISU01.01G076900.1.p	AT3G49640.5, AT3G49640.2, AT3G49640.1, AT3G49640.4
OG0004404	GmISU01.08G116500.2.p, GmISU01.08G116500.1.p, GmISU01.05G141100.1.p	AT4G06634.2, AT4G06634.3, AT4G06634.1
OG0004405	GmISU01.16G175800.3.p, GmISU01.16G175800.2.p, GmISU01.09G122600.4.p, GmISU01.09G122600.3.p, GmISU01.09G122600.2.p, GmISU01.09G122600.1.p	AT1G33330.1, AT1G33330.2, AT1G33330.3
OG0004406	GmISU01.05G141600.2.p, GmISU01.05G141600.1.p, GmISU01.08G117000.1.p, GmISU01.12G139400.1.p, GmISU01.12G139200.3.p, GmISU01.12G139300.1.p, GmISU01.08G175200.1.p	AT1G60950.1, AT1G10960.1
OG0004407	GmISU01.15G085100.1.p, GmISU01.13G188100.1.p	AT4G21065.1, AT4G21065.2
OG0004408	GmISU01.16G004100.1.p, GmISU01.16G004100.2.p, GmISU01.16G004100.3.p	AT1G77320.1, AT1G77320.2, AT1G77320.3
OG0004409	GmISU01.07G179500.3.p, GmISU01.07G179500.4.p, GmISU01.07G179500.2.p, GmISU01.07G179500.1.p, GmISU01.02G119300.1.p	AT1G49670.1, AT1G49670.2
OG0004410	GmISU01.14G078200.2.p, GmISU01.17G209901.1.p, GmISU01.14G078200.1.p	AT1G45231.2
OG0004411	GmISU01.06G045800.1.p, GmISU01.06G045800.2.p	AT4G32960.1
OG0004412	GmISU01.17G134500.1.p, GmISU01.05G059600.1.p, GmISU01.11G034200.1.p, GmISU01.01G164700.1.p	AT4G17570.3, AT4G17570.1, AT4G17570.2, AT5G47140.1
OG0004413	GmISU01.15G201300.1.p, GmISU01.13G227000.1.p, GmISU01.13G227100.2.p, GmISU01.13G227100.1.p	AT1G17160.2, AT1G17160.1
OG0004414	GmISU01.06G051900.1.p, GmISU01.06G051900.2.p, GmISU01.04G053300.2.p, GmISU01.04G053300.1.p	AT2G26270.1
OG0004415	GmISU01.01G069800.1.p, GmISU01.02G088800.1.p, GmISU01.19G037700.1.p, GmISU01.13G026900.1.p, GmISU01.08G235900.1.p, GmISU01.18G223000.1.p	AT3G25770.1, AT3G25760.1, AT3G25780.1, AT1G13280.1
OG0004416	GmISU01.08G090900.8.p, GmISU01.08G214801.1.p, GmISU01.08G090900.7.p, GmISU01.08G090900.4.p, GmISU01.08G090900.3.p, GmISU01.08G090900.6.p, GmISU01.08G090900.2.p, GmISU01.08G090900.5.p, GmISU01.05G117900.3.p, GmISU01.05G117900.2.p, GmISU01.05G117900.4.p, GmISU01.05G117900.1.p, GmISU01.05G117900.5.p	AT1G17210.1
OG0004417	GmISU01.13G242400.1.p, GmISU01.12G186700.1.p	AT3G15470.1, AT5G54200.1
OG0004418	GmISU01.08G218500.1.p, GmISU01.08G218500.2.p, GmISU01.15G182600.1.p	AT1G16520.1, AT1G56080.1
OG0004419	GmISU01.02G150800.3.p, GmISU01.02G150800.6.p, GmISU01.02G150800.4.p, GmISU01.02G150800.1.p, GmISU01.02G003500.1.p, GmISU01.02G003500.2.p, GmISU01.02G150800.5.p	AT3G25440.1, AT3G25440.2, AT3G25440.4, AT3G25440.5, AT3G25440.3
OG0004420	GmISU01.18G073700.3.p, GmISU01.18G073700.2.p, GmISU01.18G073700.4.p, GmISU01.18G073700.1.p, GmISU01.08G289800.1.p	AT1G50575.1
OG0004421	GmISU01.19G059700.1.p, GmISU01.19G059700.2.p, GmISU01.05G065700.1.p, GmISU01.16G056600.1.p, GmISU01.19G063000.1.p	AT3G27320.1, AT3G27320.2, AT5G14310.1
OG0004422	GmISU01.02G250000.3.p, GmISU01.02G250000.2.p, GmISU01.02G250000.1.p, GmISU01.02G250000.4.p, GmISU01.14G022500.3.p, GmISU01.14G022500.2.p, GmISU01.14G022500.1.p	AT3G20490.1
OG0004423	GmISU01.13G259100.1.p, GmISU01.12G171100.1.p	AT4G03560.1
OG0004424	GmISU01.15G207400.1.p, GmISU01.08G163700.1.p	AT3G14440.1, AT1G78390.1
OG0004425	GmISU01.06G252600.1.p, GmISU01.12G095800.1.p, GmISU01.13G244200.1.p	AT2G20820.1, AT2G20820.2
OG0004426	GmISU01.20G124600.2.p, GmISU01.10G195500.2.p, GmISU01.10G195500.3.p, GmISU01.16G153300.2.p, GmISU01.16G153300.1.p, GmISU01.09G107950.1.p	AT4G25610.2, AT4G25610.1, AT4G25610.3
OG0004428	GmISU01.08G020400.1.p, GmISU01.05G184300.1.p	AT1G64390.1, AT4G11050.2, AT4G11050.3, AT4G11050.1
OG0004429	GmISU01.04G069100.1.p, GmISU01.06G070000.1.p	AT5G10710.2, AT5G10710.1, AT5G10710.3
OG0004430	GmISU01.15G011600.3.p, GmISU01.13G319300.1.p	AT1G80360.1, AT1G80360.4, AT1G80360.3, AT1G80360.2
OG0004431	GmISU01.09G104700.1.p, GmISU01.09G104600.1.p, GmISU01.09G104400.1.p, GmISU01.16G150600.1.p, GmISU01.16G150600.2.p	AT4G25720.4, AT4G25720.5, AT4G25720.2, AT4G25720.3, AT4G25720.1
OG0004432	GmISU01.13G084800.1.p, GmISU01.17G042500.1.p, GmISU01.17G042500.2.p, GmISU01.15G162500.5.p, GmISU01.15G162500.8.p	AT1G74960.2, AT1G74960.1, AT1G74960.3
OG0004433	GmISU01.07G076500.1.p, GmISU01.09G153400.1.p	AT3G24605.1
OG0004434	GmISU01.07G041600.1.p, GmISU01.19G221200.4.p, GmISU01.19G221200.3.p, GmISU01.19G221200.1.p, GmISU01.19G221200.2.p, GmISU01.03G220000.1.p	AT1G72340.2, AT1G72340.3, AT1G72340.1, AT1G53880.1, AT1G53900.2, AT1G53900.3, AT1G53900.1
OG0004435	GmISU01.13G077800.1.p, GmISU01.09G058300.1.p, GmISU01.15G154900.2.p, GmISU01.15G154900.3.p, GmISU01.15G154900.1.p, GmISU01.17G049500.1.p, GmISU01.17G049500.2.p, GmISU01.13G077900.1.p	AT5G56960.1, AT5G56960.2
OG0004436	GmISU01.01G090700.1.p, GmISU01.20G133400.1.p, GmISU01.10G183600.1.p	AT1G07140.1, AT2G30060.1, AT5G58590.1
OG0004437	GmISU01.08G197000.1.p, GmISU01.07G028400.1.p, GmISU01.15G007800.1.p, GmISU01.13G322700.1.p	AT3G15760.1, AT1G52565.1
OG0004438	GmISU01.06G075300.1.p, GmISU01.04G074200.2.p	AT5G11520.1, AT5G19550.1, AT1G62800.3, AT1G62800.2, AT1G62800.1
OG0004439	GmISU01.05G202200.1.p, GmISU01.05G202200.2.p, GmISU01.05G042700.1.p, GmISU01.17G118600.1.p, GmISU01.05G042800.1.p, GmISU01.05G042800.2.p	AT4G24830.2, AT4G24830.1
OG0004440	GmISU01.14G087900.1.p, GmISU01.17G200400.1.p	AT5G11710.1, AT5G11710.2, AT5G11710.3
OG0004441	GmISU01.08G013800.1.p, GmISU01.08G013800.2.p, GmISU01.05G177200.1.p	AT1G63680.1, AT1G63680.3, AT1G63680.2
OG0004442	GmISU01.16G151000.4.p, GmISU01.09G105200.1.p, GmISU01.10G193500.3.p, GmISU01.20G125900.1.p	AT5G52550.1, AT4G25690.1, AT4G25690.2, AT4G25670.1, AT4G25670.2
OG0004443	GmISU01.03G008200.3.p, GmISU01.03G008200.2.p, GmISU01.03G008200.1.p, GmISU01.07G063800.2.p, GmISU01.07G063800.3.p, GmISU01.07G063800.7.p, GmISU01.07G063800.6.p, GmISU01.07G063800.4.p, GmISU01.07G063800.5.p, GmISU01.07G063800.8.p, GmISU01.07G063800.1.p	AT1G01690.2, AT1G01690.1, AT1G01690.3
OG0004445	GmISU01.05G188700.1.p, GmISU01.08G024900.1.p	AT5G35400.1, AT5G35400.2
OG0004446	GmISU01.05G025300.1.p, GmISU01.17G090300.1.p	AT5G39850.1, AT5G15200.1
OG0004447	GmISU01.17G058600.1.p	AT2G18850.1, AT2G18850.2
OG0004448	GmISU01.12G006100.1.p, GmISU01.09G187700.1.p	AT5G07670.1, AT5G51370.1, AT5G51370.2, AT5G51380.1
OG0004449	GmISU01.06G270000.1.p, GmISU01.06G270000.4.p, GmISU01.06G270000.5.p, GmISU01.06G270000.3.p, GmISU01.04G109800.1.p	AT5G04620.1, AT5G04620.2, AT5G04620.3
OG0004450	GmISU01.04G001500.1.p, GmISU01.04G001500.3.p, GmISU01.06G001400.4.p, GmISU01.06G001400.2.p, GmISU01.06G001400.5.p, GmISU01.04G001500.2.p	AT2G19260.1, AT2G19260.2
OG0004451	GmISU01.07G033700.1.p, GmISU01.16G004500.1.p, GmISU01.16G004500.2.p, GmISU01.16G004500.6.p, GmISU01.16G004500.4.p, GmISU01.16G004500.5.p, GmISU01.16G004500.3.p	AT3G13990.1, AT3G13990.2
OG0004452	GmISU01.15G151800.7.p, GmISU01.09G055400.2.p, GmISU01.09G055400.1.p, GmISU01.09G055400.3.p, GmISU01.09G055400.4.p, GmISU01.09G055400.5.p, GmISU01.15G151800.3.p, GmISU01.15G151800.4.p, GmISU01.15G151800.2.p, GmISU01.15G151800.1.p, GmISU01.15G151800.6.p, GmISU01.15G151800.5.p	AT3G28430.1
OG0004453	GmISU01.18G220200.2.p, GmISU01.18G220200.1.p, GmISU01.08G233600.1.p, GmISU01.02G102200.1.p, GmISU01.02G102200.2.p, GmISU01.08G233600.3.p, GmISU01.18G220200.4.p, GmISU01.18G220200.3.p	AT1G52930.1, AT3G15460.1
OG0004454	GmISU01.08G040200.3.p, GmISU01.08G040200.2.p, GmISU01.05G202700.1.p, GmISU01.12G004500.1.p, GmISU01.12G004500.2.p, GmISU01.06G233300.1.p, GmISU01.09G189300.1.p, GmISU01.06G233400.1.p, GmISU01.12G004400.2.p	AT1G70710.1, AT1G23210.1
OG0004455	GmISU01.07G047400.3.p, GmISU01.07G047400.1.p, GmISU01.16G017300.1.p	AT1G01110.2, AT1G01110.1, AT4G00820.1
OG0004456	GmISU01.03G029100.3.p, GmISU01.03G029100.5.p, GmISU01.03G029100.2.p, GmISU01.03G029100.4.p, GmISU01.03G029100.6.p, GmISU01.01G103100.1.p	AT4G00060.1, AT4G00060.2, AT4G00060.3, AT4G00060.4
OG0004457	GmISU01.08G081300.1.p, GmISU01.05G109700.1.p	AT3G47630.1, AT3G47630.5, AT3G47630.4, AT3G47630.3, AT3G47630.2, AT3G47630.6
OG0004458	GmISU01.15G009100.1.p, GmISU01.07G029100.1.p, GmISU01.08G196300.1.p	AT1G15380.1, AT1G15380.2, AT1G80160.3, AT1G80160.1
OG0004459	GmISU01.06G121500.1.p, GmISU01.04G190400.1.p, GmISU01.06G121500.2.p, GmISU01.06G121500.3.p, GmISU01.04G190400.2.p, GmISU01.14G130100.1.p	AT5G53540.1, AT4G27680.1
OG0004460	GmISU01.14G110000.3.p, GmISU01.14G110000.1.p, GmISU01.14G110000.2.p, GmISU01.17G177400.1.p, GmISU01.04G066800.1.p, GmISU01.04G066800.2.p, GmISU01.06G067600.1.p, GmISU01.06G067600.2.p, GmISU01.06G067600.3.p	AT2G25660.4, AT2G25660.1, AT2G25660.2, AT2G25660.3
OG0004461	GmISU01.05G009700.1.p, GmISU01.17G109500.1.p	AT1G52730.2, AT1G52730.1, AT3G15610.1, AT1G52730.3, AT1G15470.2, AT1G15470.1
OG0004462	GmISU01.10G096400.2.p, GmISU01.10G096400.1.p, GmISU01.20G050000.1.p, GmISU01.20G050000.2.p, GmISU01.20G050000.4.p, GmISU01.20G050000.3.p	AT1G02120.1, AT1G02120.3, AT1G02120.2
OG0004463	GmISU01.01G171600.1.p, GmISU01.17G125200.1.p, GmISU01.05G048900.1.p	AT1G12340.1, AT1G12390.1, AT1G62880.1
OG0004464	GmISU01.18G193500.1.p, GmISU01.09G201200.2.p, GmISU01.09G201200.1.p	AT1G16340.3, AT1G16340.4, AT1G16340.2, AT1G16340.1, AT1G79500.1, AT1G79500.4, AT1G79500.3, AT1G79500.2
OG0004465	GmISU01.06G045700.1.p, GmISU01.17G199200.1.p	AT5G26010.1
OG0004466	GmISU01.01G106000.1.p, GmISU01.03G024300.3.p, GmISU01.03G024300.1.p, GmISU01.03G024300.2.p	AT3G13440.3, AT3G13440.2, AT3G13440.1
OG0004467	GmISU01.07G006400.2.p, GmISU01.07G006400.1.p, GmISU01.08G176600.2.p, GmISU01.08G176600.1.p	AT1G17520.3, AT1G17520.1, AT1G17520.2, AT1G17520.4, AT1G72740.1, AT1G72740.2
OG0004468	GmISU01.09G182000.1.p, GmISU01.09G182000.2.p, GmISU01.12G012300.2.p, GmISU01.12G012300.3.p, GmISU01.12G012300.6.p, GmISU01.12G012300.1.p, GmISU01.12G012300.4.p, GmISU01.12G012300.5.p	AT3G47420.3, AT3G47420.2, AT3G47420.1, AT4G25220.1
OG0004469	GmISU01.19G220600.2.p, GmISU01.19G220600.1.p	AT1G53730.1, AT1G53730.2, AT3G14350.3, AT3G14350.1, AT3G14350.2
OG0004470	GmISU01.01G098500.2.p, GmISU01.01G098500.1.p, GmISU01.13G309500.1.p, GmISU01.15G022300.5.p, GmISU01.15G022300.3.p, GmISU01.15G022300.4.p, GmISU01.15G022300.2.p, GmISU01.15G022300.6.p	AT1G55170.1
OG0004471	GmISU01.09G082000.4.p, GmISU01.09G082000.3.p, GmISU01.09G082000.1.p, GmISU01.09G082000.2.p, GmISU01.09G082000.6.p, GmISU01.15G179300.3.p, GmISU01.15G179300.2.p, GmISU01.15G179300.5.p, GmISU01.15G179300.4.p, GmISU01.15G179300.1.p	AT5G58040.1, AT5G58040.2
OG0004472	GmISU01.04G056800.1.p, GmISU01.04G056800.2.p, GmISU01.06G056800.1.p, GmISU01.06G056800.2.p, GmISU01.17G191000.1.p, GmISU01.17G191000.2.p	AT5G25150.2, AT5G25150.1
OG0004473	GmISU01.10G075100.1.p	AT2G04060.1
OG0004473	GmISU01.17G042900.1.p, GmISU01.13G084400.1.p	AT5G20710.1, AT5G20710.2
OG0004474	GmISU01.02G141300.1.p, GmISU01.04G110400.1.p, GmISU01.06G263200.1.p, GmISU01.06G263200.2.p	AT4G39235.1, AT4G39235.2, AT3G05570.1, AT2G21640.1
OG0004475	GmISU01.09G067200.1.p, GmISU01.09G067200.3.p, GmISU01.09G067200.2.p, GmISU01.15G164200.3.p	AT1G79940.3, AT1G79940.1, AT1G79940.2, AT1G79940.4
OG0004476	GmISU01.20G151200.1.p, GmISU01.10G164500.1.p	AT5G04480.2, AT5G04480.1
OG0004477	GmISU01.13G225500.1.p	AT1G53580.1, AT1G53580.2
OG0004478	GmISU01.13G148100.1.p, GmISU01.07G169100.1.p, GmISU01.07G169100.3.p, GmISU01.15G072000.3.p, GmISU01.15G072000.4.p, GmISU01.15G072000.2.p, GmISU01.15G072000.1.p, GmISU01.13G203400.3.p, GmISU01.13G203400.4.p, GmISU01.13G203400.1.p, GmISU01.13G203400.2.p	AT1G28340.1
OG0004479	GmISU01.01G202200.3.p, GmISU01.01G202200.2.p, GmISU01.01G202200.11.p, GmISU01.01G202200.10.p, GmISU01.01G202200.4.p, GmISU01.01G202200.9.p, GmISU01.01G202200.1.p, GmISU01.01G202200.8.p, GmISU01.01G202200.6.p, GmISU01.01G202200.7.p, GmISU01.01G202200.5.p	AT1G76630.2, AT1G76630.3, AT1G76630.1
OG0004480	GmISU01.13G289800.1.p, GmISU01.13G289800.2.p	AT3G45740.2, AT3G45740.1
OG0004481	GmISU01.13G210300.1.p, GmISU01.15G065900.1.p, GmISU01.13G154300.1.p, GmISU01.07G161800.1.p	AT1G61165.1, AT1G11120.1, AT1G11120.2
OG0004482	GmISU01.02G219600.9.p, GmISU01.02G219600.10.p, GmISU01.02G219600.5.p, GmISU01.02G219600.7.p, GmISU01.02G219600.8.p, GmISU01.02G219600.6.p, GmISU01.02G219600.4.p, GmISU01.02G219600.2.p, GmISU01.02G219600.3.p, GmISU01.02G219600.1.p, GmISU01.14G054100.1.p	AT5G05560.3, AT5G05560.2, AT5G05560.1
OG0004483	GmISU01.01G032200.1.p, GmISU01.02G028000.1.p	AT1G07420.2, AT2G29390.6, AT2G29390.4, AT2G29390.5, AT1G07420.1, AT2G29390.3, AT2G29390.1, AT2G29390.2
OG0004484	GmISU01.08G241500.3.p, GmISU01.08G241500.4.p, GmISU01.16G083100.3.p, GmISU01.16G083100.6.p, GmISU01.16G083100.9.p, GmISU01.16G083100.2.p, GmISU01.16G083100.4.p	AT4G26470.1, AT4G26470.2, AT4G26470.3
OG0004485	GmISU01.13G280700.1.p, GmISU01.12G148100.2.p, GmISU01.12G148100.1.p	AT5G22830.1, AT5G22830.2
OG0004486	GmISU01.16G105100.4.p, GmISU01.16G105100.3.p, GmISU01.16G105100.1.p, GmISU01.16G105100.2.p, GmISU01.02G044400.2.p, GmISU01.02G044400.1.p	AT2G36960.1, AT2G36960.2, AT2G36960.3
OG0004487	GmISU01.18G155500.1.p, GmISU01.07G136300.1.p	AT5G20090.1, AT5G20090.2, AT5G20090.4, AT5G20090.3
OG0004489	GmISU01.04G055000.2.p	AT4G31770.2, AT4G31770.1
OG0004491	GmISU01.02G164400.1.p, GmISU01.10G071400.1.p, GmISU01.19G163900.1.p, GmISU01.19G164700.1.p	AT3G52440.2, AT3G52440.1
OG0004492	GmISU01.05G122200.1.p, GmISU01.08G096000.1.p	AT1G27330.1, AT1G27350.1
OG0004493	GmISU01.15G226500.1.p, GmISU01.08G142100.5.p, GmISU01.08G142100.7.p, GmISU01.08G142100.6.p	AT3G12640.1, AT3G12640.3, AT3G12640.2, AT3G12640.4
OG0004494	GmISU01.08G281000.8.p, GmISU01.08G281000.9.p, GmISU01.08G281000.2.p, GmISU01.08G281000.5.p, GmISU01.18G085000.2.p, GmISU01.18G085000.1.p, GmISU01.14G022600.1.p, GmISU01.14G022600.2.p	AT1G11660.2, AT1G11660.1, AT1G11660.3, AT1G11660.4
OG0004495	GmISU01.08G198600.1.p, GmISU01.07G026900.1.p	AT5G03500.2, AT5G03500.3, AT5G03500.5, AT5G03500.7, AT5G03500.4, AT5G03500.1, AT5G03220.1
OG0004496	GmISU01.06G248400.1.p, GmISU01.06G248400.2.p, GmISU01.12G099300.2.p, GmISU01.12G099300.3.p, GmISU01.12G099300.1.p, GmISU01.13G259300.1.p, GmISU01.12G171000.1.p	AT4G28300.1, AT4G28300.2
OG0004497	GmISU01.13G299500.1.p, GmISU01.15G032100.2.p, GmISU01.15G032100.1.p, GmISU01.15G032100.3.p	AT4G34890.1, AT4G34900.2, AT4G34900.1, AT4G34900.3
OG0004498	GmISU01.08G141300.9.p, GmISU01.08G141300.4.p, GmISU01.08G141300.8.p, GmISU01.08G141300.3.p, GmISU01.15G225200.2.p, GmISU01.15G225200.1.p, GmISU01.15G225200.5.p, GmISU01.15G225200.3.p, GmISU01.15G225200.4.p	AT3G52140.3, AT3G52140.4, AT3G52140.2, AT3G52140.1
OG0004499	GmISU01.09G074700.3.p, GmISU01.15G171200.1.p, GmISU01.09G074700.2.p, GmISU01.09G074700.1.p, GmISU01.09G074700.4.p	AT2G38960.3, AT2G38960.1, AT2G38960.2
OG0004500	GmISU01.13G292000.2.p, GmISU01.13G292000.1.p, GmISU01.15G039400.1.p, GmISU01.11G130400.1.p, GmISU01.12G060900.1.p	AT3G46180.1, AT3G46180.2, AT5G59740.1
OG0004501	GmISU01.13G280600.1.p, GmISU01.12G148201.1.p, GmISU01.12G148201.2.p	AT5G22820.1, AT5G22820.3, AT5G22820.2
OG0004502	GmISU01.02G147100.1.p	AT3G58450.1, AT3G58450.2, AT3G11930.4, AT3G11930.3, AT3G11930.2, AT3G11930.1
OG0004503	GmISU01.02G145700.1.p	AT2G28600.1
OG0004504	GmISU01.11G024200.1.p, GmISU01.11G024200.3.p, GmISU01.11G024200.2.p, GmISU01.01G174300.4.p, GmISU01.01G174300.1.p, GmISU01.01G174300.3.p, GmISU01.01G174300.2.p	AT1G63020.3, AT1G63020.1, AT1G63020.2, AT1G63020.5, AT1G63020.4
OG0004505	GmISU01.13G172300.4.p, GmISU01.13G172300.1.p, GmISU01.13G172300.6.p, GmISU01.13G172300.2.p, GmISU01.13G172300.3.p, GmISU01.15G100100.1.p, GmISU01.15G100100.3.p, GmISU01.13G172300.5.p, GmISU01.07G223100.1.p	AT1G11720.2, AT1G11720.1
OG0004506	GmISU01.18G029000.1.p	AT2G39910.1
OG0004507	GmISU01.16G096200.3.p, GmISU01.16G096200.1.p, GmISU01.16G096200.2.p, GmISU01.09G156000.1.p, GmISU01.16G096300.1.p, GmISU01.01G119200.2.p, GmISU01.11G081100.1.p, GmISU01.01G119200.1.p	AT3G51520.1
OG0004508	GmISU01.19G194700.1.p, GmISU01.03G192800.1.p	AT5G14520.1
OG0004509	GmISU01.19G096250.1.p, GmISU01.03G091500.2.p, GmISU01.03G091500.4.p, GmISU01.03G091500.3.p, GmISU01.03G091500.1.p	AT3G56690.1
OG0004510	GmISU01.08G310800.2.p, GmISU01.18G124100.2.p, GmISU01.08G310800.3.p	AT4G13040.4, AT4G13040.8, AT4G13040.1, AT4G13040.3, AT4G13040.7, AT4G13040.6, AT4G13040.2, AT4G13040.5
OG0004511	GmISU01.08G250400.1.p, GmISU01.08G250400.2.p, GmISU01.18G116000.1.p, GmISU01.09G160300.2.p, GmISU01.09G160300.1.p, GmISU01.01G020800.1.p	AT5G10520.2, AT5G10520.1, AT5G65530.1
OG0004512	GmISU01.14G182000.2.p, GmISU01.14G182000.4.p, GmISU01.14G182000.5.p, GmISU01.14G182000.1.p, GmISU01.14G182000.3.p, GmISU01.17G223600.3.p, GmISU01.17G223600.1.p, GmISU01.17G223600.2.p	AT1G75660.1
OG0004513	GmISU01.09G042600.4.p, GmISU01.09G042600.3.p, GmISU01.09G042600.1.p, GmISU01.09G042600.2.p, GmISU01.07G210500.3.p, GmISU01.07G210500.2.p, GmISU01.07G210500.4.p, GmISU01.17G023100.1.p, GmISU01.17G023100.4.p, GmISU01.17G023100.3.p, GmISU01.17G023100.2.p	AT3G16560.1, AT3G16560.2, AT3G16560.3, AT3G16560.4
OG0004514	GmISU01.02G055500.1.p, GmISU01.02G055500.2.p, GmISU01.16G117100.5.p, GmISU01.16G117100.1.p, GmISU01.16G117100.3.p, GmISU01.16G117100.2.p, GmISU01.16G117100.4.p	AT5G66560.3, AT5G66560.4, AT5G66560.1, AT5G66560.2
OG0004515	GmISU01.09G208000.1.p, GmISU01.18G186000.2.p, GmISU01.18G186000.1.p	AT1G79790.4, AT1G79790.2, AT1G79790.1
OG0004516	GmISU01.04G173500.6.p, GmISU01.04G173500.5.p, GmISU01.04G173500.4.p, GmISU01.06G139400.4.p, GmISU01.06G139400.6.p, GmISU01.06G139400.2.p, GmISU01.06G139400.1.p, GmISU01.06G139400.3.p, GmISU01.06G139400.5.p, GmISU01.04G173500.2.p, GmISU01.04G173500.1.p, GmISU01.04G173500.3.p	AT5G64580.1
OG0004517	GmISU01.14G127200.1.p, GmISU01.14G127200.2.p, GmISU01.14G127200.3.p, GmISU01.10G079600.1.p	AT3G49400.4, AT3G49400.2, AT3G49400.3, AT3G49400.1
OG0004518	GmISU01.07G033100.2.p, GmISU01.07G033100.1.p, GmISU01.16G003800.1.p, GmISU01.16G003800.2.p	AT1G72640.1, AT1G72640.2, AT1G72640.3, AT1G72640.4
OG0004519	GmISU01.01G193900.1.p	AT1G63060.1
OG0004519	GmISU01.05G168800.1.p	AT5G07330.1
OG0004520	GmISU01.06G052000.1.p, GmISU01.06G052000.2.p, GmISU01.03G002200.1.p, GmISU01.03G002200.2.p, GmISU01.07G097300.3.p, GmISU01.07G097300.1.p	AT1G47290.1, AT1G47290.2, AT2G26260.1, AT2G26260.2
OG0004521	GmISU01.06G042000.1.p, GmISU01.04G042600.1.p, GmISU01.17G204500.1.p, GmISU01.14G083800.1.p	AT1G10220.1, AT1G10220.2, AT1G59590.1
OG0004522	GmISU01.18G176500.3.p, GmISU01.18G176500.4.p, GmISU01.18G176500.2.p, GmISU01.18G176500.1.p, GmISU01.09G217700.3.p, GmISU01.07G067200.3.p, GmISU01.07G067200.2.p, GmISU01.07G067200.1.p, GmISU01.03G012100.3.p	AT4G00630.1, AT4G00630.2, AT1G01790.1, AT1G01790.2
OG0004523	GmISU01.16G030300.2.p, GmISU01.16G030300.1.p, GmISU01.07G061300.3.p, GmISU01.07G061300.1.p, GmISU01.07G061300.5.p, GmISU01.07G061300.4.p	AT4G00290.1, AT4G00234.1
OG0004524	GmISU01.19G017500.1.p, GmISU01.15G000800.1.p, GmISU01.13G329900.1.p, GmISU01.13G329900.2.p	AT2G46915.2, AT2G46915.1
OG0004525	GmISU01.05G077700.5.p, GmISU01.05G077700.2.p, GmISU01.05G077700.1.p, GmISU01.05G077700.4.p, GmISU01.05G077700.3.p, GmISU01.17G155000.1.p, GmISU01.01G149000.3.p, GmISU01.01G149000.1.p, GmISU01.11G048900.3.p, GmISU01.11G048900.4.p, GmISU01.11G048900.5.p, GmISU01.11G048900.1.p, GmISU01.11G048900.2.p	AT5G67130.1
OG0004526	GmISU01.19G000200.1.p, GmISU01.20G056000.4.p, GmISU01.20G056000.3.p, GmISU01.20G056000.1.p, GmISU01.20G056000.2.p, GmISU01.10G104900.1.p, GmISU01.10G104900.3.p	AT4G13550.1, AT4G13550.2, AT4G13550.3
OG0004527	GmISU01.02G060900.2.p, GmISU01.16G121500.1.p, GmISU01.16G042200.1.p	AT3G26690.2, AT3G26690.1, AT1G12880.1
OG0004528	GmISU01.10G134300.2.p, GmISU01.10G134300.3.p, GmISU01.20G181400.1.p, GmISU01.20G181400.2.p, GmISU01.20G181400.3.p	AT2G20410.2, AT2G20410.1
OG0004529	GmISU01.03G131400.1.p, GmISU01.03G131400.3.p, GmISU01.03G131400.2.p, GmISU01.19G135600.1.p, GmISU01.19G135600.2.p	AT2G20320.1, AT2G20320.2
OG0004530	GmISU01.14G147600.1.p, GmISU01.14G147600.2.p, GmISU01.02G178000.4.p, GmISU01.02G178000.1.p, GmISU01.02G178000.2.p, GmISU01.06G090600.2.p, GmISU01.06G090600.1.p, GmISU01.04G088500.2.p, GmISU01.04G088500.1.p	AT1G12680.1
OG0004531	GmISU01.18G241700.1.p, GmISU01.08G322100.1.p	AT5G13140.1
OG0004531	GmISU01.16G048300.1.p, GmISU01.19G071700.1.p	AT3G26960.1, AT5G41050.1
