Orthogroup	G_max.proteins	A_coerulea.proteins
OG0005971	GmISU01.13G069400.5.p, GmISU01.13G069400.6.p, GmISU01.17G057900.1.p, GmISU01.13G069400.4.p	Aqcoe7G319900.2.p, Aqcoe7G319900.1.p, Aqcoe4G257100.1.p
OG0005972	GmISU01.20G041800.2.p, GmISU01.13G007700.1.p	Aqcoe4G305000.2.p, Aqcoe4G305000.1.p
OG0005973	GmISU01.11G081600.1.p, GmISU01.01G118700.1.p	Aqcoe4G123200.2.p, Aqcoe4G123200.1.p
OG0005974	GmISU01.13G243700.1.p, GmISU01.13G243700.5.p, GmISU01.12G185400.3.p, GmISU01.06G212500.1.p, GmISU01.12G123000.2.p, GmISU01.12G123000.1.p	Aqcoe4G157800.1.p
OG0005975	GmISU01.17G007700.1.p, GmISU01.07G227000.1.p, GmISU01.15G105200.1.p, GmISU01.09G008400.1.p	Aqcoe4G293600.1.p
OG0005976	GmISU01.08G165000.1.p, GmISU01.14G034200.2.p, GmISU01.14G034200.1.p, GmISU01.02G238700.1.p, GmISU01.02G238700.2.p	Aqcoe7G310100.1.p, Aqcoe0637s0002.1.p, Aqcoe1G045200.1.p
OG0005977	GmISU01.02G171000.1.p, GmISU01.17G068000.1.p	Aqcoe7G358100.1.p, Aqcoe7G358100.2.p
OG0005978	GmISU01.07G003600.1.p, GmISU01.08G206600.1.p, GmISU01.13G329300.3.p, GmISU01.13G329300.2.p, GmISU01.15G001200.1.p	Aqcoe7G261700.1.p, Aqcoe7G261700.2.p
OG0005979	GmISU01.03G025400.1.p, GmISU01.01G105200.1.p	Aqcoe7G077300.5.p, Aqcoe7G077300.2.p, Aqcoe7G077300.1.p, Aqcoe7G077300.3.p, Aqcoe7G077300.4.p
OG0005980	GmISU01.02G173900.1.p, GmISU01.17G065300.2.p, GmISU01.17G065300.1.p, GmISU01.04G125900.1.p, GmISU01.06G196700.1.p	Aqcoe7G345500.2.p, Aqcoe7G345500.1.p
OG0005981	GmISU01.09G119500.2.p, GmISU01.16G172500.2.p, GmISU01.16G172500.1.p, GmISU01.16G172500.4.p, GmISU01.16G172500.6.p, GmISU01.16G172500.5.p, GmISU01.10G203900.5.p, GmISU01.10G203900.3.p, GmISU01.10G203900.2.p	Aqcoe7G062000.1.p
OG0005982	GmISU01.06G077600.1.p, GmISU01.14G120700.1.p, GmISU01.09G154900.1.p, GmISU01.01G110700.1.p	Aqcoe7G414000.1.p, Aqcoe7G413800.1.p
OG0005983	GmISU01.16G168200.1.p, GmISU01.16G168200.3.p, GmISU01.16G168200.2.p	Aqcoe7G046800.1.p
OG0005984	GmISU01.11G074300.1.p, GmISU01.11G074300.2.p	Aqcoe7G309800.1.p, Aqcoe7G309800.4.p, Aqcoe7G309800.6.p, Aqcoe7G309800.3.p, Aqcoe7G309800.2.p, Aqcoe7G309800.5.p, Aqcoe7G284700.1.p
OG0005985	GmISU01.07G016600.2.p, GmISU01.07G016600.1.p, GmISU01.08G189400.2.p, GmISU01.08G189500.1.p	Aqcoe7G166800.1.p, Aqcoe7G166800.2.p
OG0005986	GmISU01.19G220900.3.p, GmISU01.19G220900.1.p, GmISU01.19G220900.2.p, GmISU01.03G219500.1.p	Aqcoe7G100700.1.p
OG0005987	GmISU01.16G012700.1.p, GmISU01.07G042900.1.p, GmISU01.03G219600.1.p	Aqcoe7G442700.1.p
OG0005988	GmISU01.17G198600.5.p, GmISU01.17G198600.2.p, GmISU01.17G198600.3.p, GmISU01.17G198600.4.p, GmISU01.17G198600.1.p, GmISU01.04G047200.2.p, GmISU01.04G047200.1.p, GmISU01.06G046300.1.p, GmISU01.06G046300.2.p	Aqcoe7G132200.1.p, Aqcoe7G132200.2.p
OG0005989	GmISU01.06G050400.1.p	Aqcoe7G421700.1.p
OG0005989	GmISU01.04G052133.1.p	Aqcoe7G421800.1.p
OG0005990	GmISU01.19G056300.1.p, GmISU01.09G094000.2.p, GmISU01.09G094000.1.p	Aqcoe3G403500.1.p, Aqcoe7G083600.2.p, Aqcoe7G083600.1.p
OG0005991	GmISU01.05G081700.1.p, GmISU01.17G151700.1.p, GmISU01.05G081800.1.p, GmISU01.10G193700.1.p, GmISU01.20G125700.1.p, GmISU01.09G105600.1.p, GmISU01.16G151300.1.p	Aqcoe7G025500.1.p
OG0005992	GmISU01.06G048100.1.p, GmISU01.04G049500.1.p, GmISU01.04G049500.3.p, GmISU01.04G049500.2.p	Aqcoe7G422100.1.p, Aqcoe7G422200.1.p, Aqcoe7G422800.1.p
OG0005993	GmISU01.11G075500.1.p, GmISU01.11G075500.3.p	Aqcoe7G305700.2.p, Aqcoe7G305700.3.p, Aqcoe7G305700.1.p, Aqcoe1G441900.1.p
OG0005994	GmISU01.05G192900.1.p, GmISU01.08G029800.1.p, GmISU01.06G270900.1.p, GmISU01.04G102100.1.p	Aqcoe7G419300.1.p, Aqcoe7G419300.2.p, Aqcoe7G419300.3.p
OG0005995	GmISU01.17G121100.1.p, GmISU01.05G045100.1.p	Aqcoe7G046700.1.p
OG0005996	GmISU01.11G227800.1.p, GmISU01.18G006300.2.p, GmISU01.18G006300.1.p	Aqcoe7G199700.1.p, Aqcoe7G199700.2.p, Aqcoe5G295900.5.p, Aqcoe5G295900.4.p, Aqcoe5G295900.1.p, Aqcoe5G295900.3.p, Aqcoe5G295900.2.p
OG0005997	GmISU01.01G161600.1.p, GmISU01.11G036700.2.p, GmISU01.11G036700.1.p, GmISU01.11G036800.3.p, GmISU01.11G036800.1.p	Aqcoe3G253600.1.p
OG0005998	GmISU01.01G105700.1.p, GmISU01.03G024800.1.p	Aqcoe7G076000.1.p
OG0005999	GmISU01.10G156800.1.p, GmISU01.10G156800.2.p, GmISU01.02G151900.1.p, GmISU01.02G151900.2.p, GmISU01.20G159001.1.p	Aqcoe7G293800.1.p
OG0006000	GmISU01.11G015100.1.p, GmISU01.01G184500.1.p, GmISU01.05G185500.1.p, GmISU01.08G021500.1.p	Aqcoe7G009600.1.p
OG0006001	GmISU01.16G006800.1.p, GmISU01.07G036700.3.p, GmISU01.07G036700.2.p, GmISU01.07G036700.4.p	Aqcoe7G428600.1.p
OG0006002	GmISU01.12G003900.1.p, GmISU01.09G189900.1.p	Aqcoe7G075500.1.p
OG0006003	GmISU01.16G008100.1.p, GmISU01.07G038000.1.p	Aqcoe7G109200.2.p, Aqcoe7G109200.1.p
OG0006004	GmISU01.18G190800.1.p, GmISU01.09G203500.1.p, GmISU01.09G203500.2.p, GmISU01.09G203500.3.p	Aqcoe7G089000.4.p, Aqcoe7G089000.3.p, Aqcoe7G089000.2.p, Aqcoe7G089000.1.p
OG0006005	GmISU01.14G177300.1.p, GmISU01.18G079250.1.p, GmISU01.08G285500.1.p	Aqcoe7G276600.2.p, Aqcoe7G276600.6.p, Aqcoe7G276600.1.p, Aqcoe7G276600.5.p, Aqcoe7G276600.3.p, Aqcoe7G276600.4.p, Aqcoe7G276600.7.p
OG0006006	GmISU01.17G192400.1.p, GmISU01.14G095900.1.p	Aqcoe7G238900.3.p, Aqcoe7G238900.2.p, Aqcoe7G238900.1.p
OG0006007	GmISU01.17G110000.1.p, GmISU01.05G010200.2.p, GmISU01.05G010200.3.p, GmISU01.05G010200.1.p	Aqcoe7G204000.1.p, Aqcoe7G204000.2.p
OG0006008	GmISU01.06G055700.1.p, GmISU01.04G055800.1.p, GmISU01.17G192200.1.p, GmISU01.14G096400.1.p	Aqcoe1G344800.1.p, Aqcoe7G356500.1.p
OG0006009	GmISU01.17G061000.1.p	Aqcoe7G329500.5.p, Aqcoe7G329500.1.p, Aqcoe7G329500.4.p, Aqcoe7G329500.2.p, Aqcoe7G329500.3.p
OG0006010	GmISU01.16G169800.3.p, GmISU01.16G169800.1.p, GmISU01.16G169800.2.p, GmISU01.09G116900.3.p, GmISU01.09G116900.1.p, GmISU01.09G116900.2.p, GmISU01.10G202200.1.p, GmISU01.20G118500.1.p	Aqcoe7G053400.1.p
OG0006011	GmISU01.13G076500.1.p, GmISU01.17G050500.1.p, GmISU01.09G057300.1.p, GmISU01.15G153900.1.p	Aqcoe7G128500.1.p
OG0006012	GmISU01.20G119000.3.p, GmISU01.20G119000.5.p, GmISU01.20G119000.4.p, GmISU01.10G201500.1.p, GmISU01.09G116600.1.p, GmISU01.16G169500.1.p	Aqcoe7G051400.1.p
OG0006013	GmISU01.09G126700.1.p, GmISU01.17G218900.1.p, GmISU01.14G068800.1.p	Aqcoe5G231800.1.p, Aqcoe7G286700.1.p
OG0006014	GmISU01.15G010800.1.p, GmISU01.13G320000.1.p, GmISU01.08G194500.1.p, GmISU01.07G030400.1.p	Aqcoe7G205600.1.p
OG0006015	GmISU01.07G188500.2.p, GmISU01.07G188500.4.p, GmISU01.07G188500.3.p, GmISU01.07G188500.1.p	Aqcoe7G050700.2.p, Aqcoe7G050700.1.p
OG0006016	GmISU01.02G091000.1.p, GmISU01.07G098800.2.p, GmISU01.16G084700.1.p, GmISU01.16G084700.2.p	Aqcoe7G299600.2.p, Aqcoe7G299600.3.p, Aqcoe7G299600.1.p
OG0006017	GmISU01.06G063700.1.p, GmISU01.04G063000.1.p	Aqcoe7G273000.1.p
OG0006018	GmISU01.04G193400.1.p, GmISU01.04G193400.2.p, GmISU01.04G193400.4.p, GmISU01.06G117900.1.p, GmISU01.14G129400.1.p	Aqcoe7G007800.1.p, Aqcoe7G007800.2.p
OG0006019	GmISU01.07G051233.1.p, GmISU01.16G021700.1.p, GmISU01.07G051266.1.p	Aqcoe7G009200.1.p
OG0006020	GmISU01.09G191900.1.p, GmISU01.09G191900.13.p, GmISU01.09G191900.11.p, GmISU01.09G191900.12.p, GmISU01.12G002200.2.p	Aqcoe7G008500.3.p, Aqcoe7G008500.5.p, Aqcoe7G008500.4.p, Aqcoe7G008500.2.p, Aqcoe7G008500.1.p, Aqcoe7G008500.6.p
OG0006021	GmISU01.07G092000.8.p, GmISU01.07G092000.4.p, GmISU01.07G092000.5.p, GmISU01.07G092000.7.p, GmISU01.07G092000.3.p, GmISU01.07G092000.2.p, GmISU01.07G092000.6.p, GmISU01.07G092000.1.p	Aqcoe7G352100.2.p, Aqcoe7G352100.1.p
OG0006022	GmISU01.11G025900.1.p, GmISU01.01G172300.3.p, GmISU01.01G172300.1.p, GmISU01.01G172300.2.p	Aqcoe7G063600.1.p
OG0006023	GmISU01.17G066900.1.p, GmISU01.02G172400.2.p, GmISU01.02G172400.1.p	Aqcoe7G353100.5.p, Aqcoe7G353100.4.p, Aqcoe7G353100.1.p, Aqcoe7G353100.2.p, Aqcoe7G353100.6.p, Aqcoe7G353100.3.p
OG0006024	GmISU01.16G088800.2.p, GmISU01.16G088800.1.p, GmISU01.01G112300.1.p, GmISU01.09G171500.1.p	Aqcoe7G093800.1.p
OG0006025	GmISU01.17G096100.1.p, GmISU01.13G129800.1.p	Aqcoe7G367900.1.p
OG0006026	GmISU01.01G008400.1.p, GmISU01.16G069100.1.p, GmISU01.16G069100.2.p	Aqcoe7G409300.2.p, Aqcoe7G409300.1.p
OG0006027	GmISU01.15G162200.2.p, GmISU01.09G064900.1.p	Aqcoe7G107300.2.p, Aqcoe7G107300.1.p
OG0006028	GmISU01.07G197200.1.p, GmISU01.17G034000.1.p	Aqcoe7G048200.1.p
OG0006029	GmISU01.15G150100.2.p, GmISU01.09G054100.2.p, GmISU01.15G150100.3.p, GmISU01.15G150100.1.p, GmISU01.09G054100.1.p	Aqcoe1G492700.2.p, Aqcoe1G492700.1.p, Aqcoe7G119400.1.p, Aqcoe7G119400.2.p
OG0006030	GmISU01.01G110000.3.p, GmISU01.01G110000.7.p, GmISU01.01G110000.1.p, GmISU01.01G110000.6.p, GmISU01.09G154300.6.p, GmISU01.09G154300.5.p, GmISU01.09G154300.2.p, GmISU01.09G154300.4.p, GmISU01.09G154300.7.p	Aqcoe7G407100.1.p, Aqcoe7G407100.2.p
OG0006031	GmISU01.06G245800.1.p, GmISU01.09G119000.1.p	Aqcoe7G059300.1.p
OG0006032	GmISU01.07G097200.1.p, GmISU01.07G097200.3.p, GmISU01.07G097200.2.p, GmISU01.03G002100.1.p	Aqcoe7G358800.1.p
OG0006033	GmISU01.04G065200.1.p, GmISU01.06G065900.1.p, GmISU01.17G178600.1.p, GmISU01.14G109000.1.p	Aqcoe7G200400.1.p
OG0006034	GmISU01.09G066500.4.p, GmISU01.09G066500.2.p, GmISU01.15G163900.1.p	Aqcoe7G102100.1.p
OG0006034	GmISU01.07G041500.1.p, GmISU01.16G011300.1.p, GmISU01.16G011300.2.p	Aqcoe7G440500.1.p
OG0006035	GmISU01.10G099800.3.p, GmISU01.10G099800.2.p, GmISU01.10G099800.1.p, GmISU01.10G099800.4.p, GmISU01.20G052900.5.p, GmISU01.20G052900.7.p, GmISU01.20G052900.6.p, GmISU01.20G052900.4.p, GmISU01.20G052900.1.p, GmISU01.20G052900.3.p	Aqcoe7G292100.2.p, Aqcoe7G292100.1.p
OG0006036	GmISU01.14G005700.4.p, GmISU01.14G005700.1.p, GmISU01.14G005700.6.p, GmISU01.14G005700.3.p, GmISU01.14G005700.8.p, GmISU01.14G005700.10.p, GmISU01.14G005700.5.p, GmISU01.14G005700.11.p, GmISU01.14G005700.7.p, GmISU01.14G005700.2.p, GmISU01.14G005700.9.p	Aqcoe7G360200.1.p
OG0006037	GmISU01.07G026300.5.p, GmISU01.07G026300.2.p, GmISU01.07G026300.1.p, GmISU01.07G026300.3.p, GmISU01.07G026300.4.p, GmISU01.08G199200.7.p, GmISU01.08G199200.4.p, GmISU01.07G147100.1.p	Aqcoe7G377200.1.p
OG0006038	GmISU01.07G075800.1.p, GmISU01.07G075700.1.p, GmISU01.06G077100.1.p	Aqcoe7G167400.1.p
OG0006039	GmISU01.02G171900.1.p, GmISU01.17G067300.1.p, GmISU01.17G192500.2.p, GmISU01.17G192500.1.p	Aqcoe7G355500.1.p
OG0006040	GmISU01.13G074200.2.p, GmISU01.13G074200.1.p, GmISU01.17G053100.2.p, GmISU01.17G053100.1.p	Aqcoe7G262100.1.p, Aqcoe7G262100.2.p
OG0006041	GmISU01.14G090100.6.p, GmISU01.14G090100.5.p, GmISU01.14G090100.1.p, GmISU01.14G090100.4.p, GmISU01.17G197800.5.p, GmISU01.17G197800.4.p, GmISU01.17G197800.6.p, GmISU01.17G197800.3.p, GmISU01.17G197800.1.p, GmISU01.17G197800.2.p, GmISU01.14G090100.3.p	Aqcoe7G130200.1.p
OG0006042	GmISU01.16G007100.1.p, GmISU01.07G037000.1.p, GmISU01.07G166200.1.p, GmISU01.13G205800.1.p	Aqcoe7G430400.1.p
OG0006043	GmISU01.07G042400.1.p, GmISU01.16G012200.1.p	Aqcoe7G442300.1.p
OG0006044	GmISU01.13G032700.1.p	Aqcoe7G340500.3.p, Aqcoe7G340500.4.p, Aqcoe7G340500.1.p, Aqcoe7G340500.2.p, Aqcoe3G148800.1.p, Aqcoe3G148800.2.p
OG0006045	GmISU01.04G066700.5.p, GmISU01.04G066700.4.p, GmISU01.04G066700.3.p, GmISU01.04G066700.1.p, GmISU01.04G066700.2.p, GmISU01.06G067500.1.p	Aqcoe7G193100.1.p
OG0006046	GmISU01.19G164800.3.p, GmISU01.19G164800.2.p, GmISU01.19G164800.1.p, GmISU01.03G162600.1.p	Aqcoe1G077100.2.p, Aqcoe1G077100.1.p
OG0006047	GmISU01.08G291700.1.p, GmISU01.18G071200.1.p, GmISU01.14G014100.1.p, GmISU01.02G257700.2.p	Aqcoe1G385100.1.p
OG0006048	GmISU01.12G073500.1.p, GmISU01.12G073500.2.p	Aqcoe1G128200.3.p, Aqcoe1G128200.1.p, Aqcoe1G128200.2.p, Aqcoe1G220700.1.p
OG0006049	GmISU01.10G246300.3.p, GmISU01.10G246300.2.p, GmISU01.10G246300.4.p, GmISU01.10G246300.1.p, GmISU01.20G069700.1.p	Aqcoe1G325600.1.p, Aqcoe1G467500.1.p, Aqcoe1G467500.2.p
OG0006050	GmISU01.08G283700.1.p, GmISU01.08G283700.2.p	Aqcoe1G230900.1.p
OG0006051	GmISU01.06G243900.1.p, GmISU01.12G103400.1.p	Aqcoe1G250900.2.p, Aqcoe1G250900.3.p, Aqcoe1G250900.4.p, Aqcoe1G250900.1.p
OG0006052	GmISU01.03G090400.1.p	Aqcoe3G123200.1.p
OG0006053	GmISU01.08G089400.3.p, GmISU01.08G089400.2.p, GmISU01.08G089400.4.p, GmISU01.08G089400.5.p, GmISU01.05G116600.2.p	Aqcoe1G188000.1.p
OG0006054	GmISU01.18G079700.1.p	Aqcoe1G298500.1.p
OG0006055	GmISU01.10G118000.1.p, GmISU01.10G118000.3.p, GmISU01.10G118000.2.p	Aqcoe1G270400.3.p, Aqcoe1G270400.1.p, Aqcoe1G270400.2.p
OG0006056	GmISU01.19G106100.1.p, GmISU01.03G102300.1.p, GmISU01.02G158200.1.p	Aqcoe1G025900.1.p
OG0006057	GmISU01.15G099900.1.p, GmISU01.15G099900.2.p, GmISU01.13G172500.1.p, GmISU01.13G172500.3.p, GmISU01.13G172500.5.p, GmISU01.13G172500.4.p	Aqcoe1G056400.2.p, Aqcoe1G056400.1.p
OG0006058	GmISU01.18G155300.1.p, GmISU01.07G136100.1.p	Aqcoe1G150100.1.p
OG0006059	GmISU01.12G199900.1.p, GmISU01.13G169800.1.p, GmISU01.13G169800.2.p	Aqcoe1G032400.2.p, Aqcoe1G032400.1.p
OG0006060	GmISU01.10G045500.3.p, GmISU01.10G045500.2.p, GmISU01.13G109100.2.p	Aqcoe1G489600.1.p, Aqcoe1G489600.2.p
OG0006061	GmISU01.02G188800.1.p	Aqcoe1G084700.1.p, Aqcoe1G084800.1.p
OG0006062	GmISU01.18G053600.1.p, GmISU01.11G173400.1.p, GmISU01.02G194200.3.p, GmISU01.14G162900.3.p, GmISU01.02G194200.2.p, GmISU01.02G194200.1.p, GmISU01.02G194200.4.p	Aqcoe1G152500.1.p
OG0006063	GmISU01.20G051300.6.p, GmISU01.02G144800.3.p, GmISU01.02G144800.2.p, GmISU01.02G144800.1.p, GmISU01.20G051300.3.p, GmISU01.20G051300.4.p, GmISU01.20G051300.5.p, GmISU01.20G051300.1.p, GmISU01.20G051300.2.p	Aqcoe1G161200.1.p
OG0006064	GmISU01.09G071800.1.p, GmISU01.15G168400.1.p	Aqcoe1G183000.1.p
OG0006065	GmISU01.04G166200.1.p, GmISU01.06G147300.1.p	Aqcoe5G297200.4.p, Aqcoe5G297200.7.p, Aqcoe5G297200.6.p, Aqcoe5G297200.5.p, Aqcoe5G297200.2.p, Aqcoe5G297200.1.p, Aqcoe5G297200.3.p, Aqcoe1G360100.1.p
OG0006066	GmISU01.10G071000.1.p, GmISU01.10G002100.1.p, GmISU01.02G165300.1.p, GmISU01.10G002100.2.p, GmISU01.10G071000.2.p, GmISU01.02G165300.3.p, GmISU01.02G165300.5.p, GmISU01.02G165300.4.p	Aqcoe1G079600.1.p
OG0006067	GmISU01.12G097300.1.p, GmISU01.06G251200.1.p	Aqcoe1G320200.1.p, Aqcoe5G201300.1.p, Aqcoe5G201100.1.p, Aqcoe5G201500.1.p
OG0006068	GmISU01.04G190300.1.p, GmISU01.13G094000.1.p, GmISU01.13G094000.2.p, GmISU01.06G121600.1.p	Aqcoe5G280200.1.p, Aqcoe5G280200.6.p, Aqcoe5G280200.4.p, Aqcoe5G280200.5.p, Aqcoe5G280200.3.p, Aqcoe1G176300.1.p, Aqcoe5G280200.2.p, Aqcoe1G176300.2.p
OG0006069	GmISU01.12G191600.1.p, GmISU01.12G191600.2.p, GmISU01.13G235800.2.p, GmISU01.13G235800.1.p	Aqcoe1G246900.1.p, Aqcoe1G246900.3.p, Aqcoe1G246900.2.p, Aqcoe1G246900.4.p
OG0006070	GmISU01.11G130700.2.p, GmISU01.11G130700.3.p, GmISU01.11G130700.1.p, GmISU01.11G130700.4.p	Aqcoe1G475800.4.p, Aqcoe1G475800.1.p, Aqcoe1G475800.2.p, Aqcoe1G475800.3.p
OG0006071	GmISU01.07G188000.1.p, GmISU01.07G188000.2.p, GmISU01.15G185200.2.p, GmISU01.08G213100.1.p, GmISU01.08G213100.3.p	Aqcoe1G492500.1.p
OG0006072	GmISU01.19G167800.1.p, GmISU01.03G165700.1.p, GmISU01.10G074900.1.p	Aqcoe1G070800.1.p, Aqcoe1G070800.2.p
OG0006073	GmISU01.12G065800.1.p, GmISU01.11G134300.1.p, GmISU01.13G289100.1.p, GmISU01.15G042000.1.p	Aqcoe1G489800.1.p
OG0006074	GmISU01.16G083400.1.p, GmISU01.16G083400.2.p	Aqcoe1G155700.1.p
OG0006075	GmISU01.12G194200.1.p, GmISU01.13G232200.1.p, GmISU01.13G232200.4.p	Aqcoe1G221500.3.p, Aqcoe1G221500.1.p, Aqcoe1G221500.2.p, Aqcoe1G221500.4.p
OG0006076	GmISU01.10G046400.2.p, GmISU01.10G046400.1.p, GmISU01.13G109900.2.p	Aqcoe1G492800.1.p
OG0006077	GmISU01.08G241700.1.p, GmISU01.08G241700.3.p	Aqcoe1G061800.1.p
OG0006078	GmISU01.10G063700.1.p, GmISU01.13G126000.1.p	Aqcoe1G448400.1.p
OG0006079	GmISU01.08G217400.2.p, GmISU01.08G217400.1.p, GmISU01.08G217400.3.p	Aqcoe1G162200.1.p
OG0006080	GmISU01.11G206600.1.p, GmISU01.18G027700.1.p	Aqcoe1G429900.1.p
OG0006081	GmISU01.11G204800.1.p, GmISU01.18G029400.1.p, GmISU01.01G084300.1.p, GmISU01.03G057600.1.p, GmISU01.07G125400.1.p, GmISU01.18G144900.1.p	Aqcoe1G090100.1.p
OG0006082	GmISU01.08G076800.3.p, GmISU01.08G076800.2.p, GmISU01.08G076800.1.p, GmISU01.05G104900.1.p	Aqcoe1G197700.1.p, Aqcoe1G197700.2.p
OG0006083	GmISU01.01G082400.1.p, GmISU01.03G055100.3.p, GmISU01.03G055100.4.p, GmISU01.03G055100.2.p, GmISU01.03G055100.1.p	Aqcoe1G093100.2.p, Aqcoe1G093100.1.p
OG0006084	GmISU01.16G029800.1.p, GmISU01.16G029800.4.p, GmISU01.16G029800.2.p, GmISU01.16G029800.3.p, GmISU01.07G060900.2.p, GmISU01.07G060900.1.p	Aqcoe1G086000.1.p, Aqcoe1G086000.2.p, Aqcoe5G465900.1.p, Aqcoe5G465900.2.p
OG0006085	GmISU01.12G169700.1.p, GmISU01.12G169700.2.p, GmISU01.13G260700.2.p, GmISU01.13G260700.1.p, GmISU01.13G260700.6.p, GmISU01.13G260700.7.p, GmISU01.13G260700.3.p, GmISU01.13G260700.4.p, GmISU01.13G260700.5.p	Aqcoe1G318100.1.p, Aqcoe1G318000.1.p
OG0006086	GmISU01.11G213200.1.p, GmISU01.18G020600.1.p, GmISU01.02G221800.1.p, GmISU01.14G050500.1.p	Aqcoe1G337700.1.p
OG0006087	GmISU01.10G160800.1.p, GmISU01.20G154600.1.p	Aqcoe1G080700.2.p, Aqcoe1G080700.1.p
OG0006088	GmISU01.18G056466.1.p, GmISU01.18G056466.2.p, GmISU01.11G176800.5.p, GmISU01.11G176800.6.p, GmISU01.11G176800.4.p, GmISU01.02G192400.1.p	Aqcoe1G411500.3.p, Aqcoe1G411500.2.p, Aqcoe1G411500.4.p, Aqcoe1G411500.1.p
OG0006089	GmISU01.07G223000.3.p, GmISU01.07G223000.1.p, GmISU01.07G223000.2.p	Aqcoe1G235400.3.p, Aqcoe1G235400.2.p, Aqcoe1G235400.1.p
OG0006090	GmISU01.16G032900.4.p, GmISU01.16G032900.3.p, GmISU01.16G032900.5.p, GmISU01.16G032900.6.p, GmISU01.16G032900.7.p, GmISU01.16G032900.8.p, GmISU01.16G032900.2.p, GmISU01.19G087700.2.p, GmISU01.19G087700.1.p	Aqcoe1G062400.1.p
OG0006091	GmISU01.18G138600.1.p	Aqcoe1G104100.1.p
OG0006092	GmISU01.11G135200.3.p, GmISU01.11G135200.4.p, GmISU01.11G135200.1.p	Aqcoe1G491500.1.p
OG0006093	GmISU01.10G172000.1.p, GmISU01.10G172000.2.p, GmISU01.10G172000.3.p, GmISU01.10G172000.4.p	Aqcoe1G499600.3.p, Aqcoe1G499600.1.p, Aqcoe1G499600.2.p
OG0006094	GmISU01.14G029900.1.p, GmISU01.14G029900.3.p, GmISU01.14G029900.2.p, GmISU01.02G242800.1.p	Aqcoe1G170500.1.p
OG0006095	GmISU01.09G013100.1.p, GmISU01.09G013100.2.p, GmISU01.15G109800.1.p	Aqcoe1G374400.4.p, Aqcoe1G374400.1.p, Aqcoe1G374400.5.p, Aqcoe1G374400.2.p, Aqcoe1G374400.3.p
OG0006096	GmISU01.20G144900.2.p, GmISU01.20G144900.1.p, GmISU01.10G171300.1.p, GmISU01.10G171300.2.p, GmISU01.10G171300.3.p	Aqcoe1G317800.2.p, Aqcoe1G317800.1.p
OG0006097	GmISU01.16G010500.1.p, GmISU01.16G010500.2.p, GmISU01.16G010500.3.p, GmISU01.07G040400.1.p, GmISU01.07G040400.2.p	Aqcoe1G040200.1.p, Aqcoe1G040000.1.p
OG0006098	GmISU01.11G165800.3.p, GmISU01.11G165800.4.p, GmISU01.11G165800.5.p, GmISU01.11G165800.2.p, GmISU01.06G076200.2.p, GmISU01.06G076200.1.p	Aqcoe1G039900.1.p
OG0006099	GmISU01.07G100400.5.p, GmISU01.07G100400.4.p, GmISU01.07G100400.7.p, GmISU01.07G100400.3.p, GmISU01.03G084500.1.p	Aqcoe1G367900.1.p
OG0006100	GmISU01.03G110400.2.p, GmISU01.19G115400.1.p	Aqcoe1G014700.1.p, Aqcoe1G014700.2.p
OG0006101	GmISU01.10G173200.4.p, GmISU01.20G143200.1.p, GmISU01.20G143200.5.p, GmISU01.20G143200.6.p, GmISU01.20G143200.8.p, GmISU01.20G143200.7.p, GmISU01.10G173200.2.p, GmISU01.10G173200.1.p	Aqcoe1G138700.3.p, Aqcoe1G138700.2.p, Aqcoe1G138700.1.p
OG0006102	GmISU01.12G172900.1.p, GmISU01.13G256900.1.p	Aqcoe1G253600.1.p, Aqcoe1G253600.2.p
OG0006103	GmISU01.15G117200.1.p, GmISU01.15G117200.2.p, GmISU01.20G019100.1.p, GmISU01.20G019100.2.p	Aqcoe1G170900.1.p
OG0006104	GmISU01.10G248000.4.p, GmISU01.10G248000.3.p, GmISU01.10G248000.1.p, GmISU01.10G248000.2.p, GmISU01.20G198400.1.p	Aqcoe3G092100.3.p, Aqcoe3G092100.1.p, Aqcoe1G191100.1.p
OG0006105	GmISU01.20G041300.3.p, GmISU01.20G041300.4.p, GmISU01.20G041300.2.p, GmISU01.20G041300.1.p	Aqcoe1G302500.1.p
OG0006106	GmISU01.17G005500.1.p, GmISU01.07G229500.2.p, GmISU01.07G229500.1.p, GmISU01.07G229500.3.p, GmISU01.15G108900.1.p, GmISU01.09G012300.1.p	Aqcoe1G384000.1.p
OG0006107	GmISU01.19G157600.2.p, GmISU01.11G147200.1.p, GmISU01.11G147200.2.p, GmISU01.12G080700.1.p	Aqcoe1G446100.1.p, Aqcoe1G446100.2.p
OG0006108	GmISU01.18G058200.1.p, GmISU01.11G180700.1.p	Aqcoe1G420600.1.p, Aqcoe1G420600.2.p
OG0006109	GmISU01.18G162100.4.p, GmISU01.18G162100.3.p, GmISU01.18G162100.1.p, GmISU01.18G162100.2.p, GmISU01.09G229800.2.p	Aqcoe1G405200.2.p, Aqcoe1G405200.1.p
OG0006110	GmISU01.04G202700.3.p, GmISU01.04G202700.2.p, GmISU01.04G202700.1.p, GmISU01.06G107100.1.p	Aqcoe1G193900.1.p, Aqcoe1G193900.2.p
OG0006111	GmISU01.19G168600.4.p, GmISU01.19G168600.1.p, GmISU01.03G166300.1.p, GmISU01.03G166300.2.p	Aqcoe1G051900.1.p, Aqcoe1G051900.2.p
