Orthogroup	G_max.proteins	D_spatulata.proteins
OG0004741	GmISU01.08G302900.3.p, GmISU01.08G302900.2.p, GmISU01.08G302900.1.p	Ds_00005812-RA
OG0004742	GmISU01.11G215500.1.p, GmISU01.06G151100.1.p, GmISU01.04G162500.1.p, GmISU01.18G018500.1.p	Ds_00016395-RA
OG0004743	GmISU01.16G013700.1.p, GmISU01.16G020200.1.p, GmISU01.07G049900.1.p	Ds_00012522-RA, Ds_00015028-RA
OG0004745	GmISU01.16G168400.1.p, GmISU01.09G115700.1.p, GmISU01.09G115600.1.p, GmISU01.16G168300.1.p	Ds_00012970-RA, Ds_00009971-RA
OG0004746	GmISU01.06G064000.1.p, GmISU01.04G063500.1.p	Ds_00002584-RA, Ds_00017706-RA
OG0004747	GmISU01.17G199300.1.p	Ds_00008868-RA
OG0004748	GmISU01.09G223400.1.p	Ds_00001634-RA
OG0004749	GmISU01.11G034500.1.p, GmISU01.11G034500.2.p	Ds_00013277-RA
OG0004750	GmISU01.05G049800.1.p, GmISU01.17G126100.1.p	Ds_00001339-RA
OG0004751	GmISU01.14G106100.1.p, GmISU01.17G182600.1.p	Ds_00016095-RA
OG0004752	GmISU01.07G001600.1.p, GmISU01.08G209100.8.p, GmISU01.08G209100.5.p, GmISU01.08G209100.9.p, GmISU01.08G209100.6.p, GmISU01.08G209100.2.p, GmISU01.08G209100.7.p, GmISU01.08G209100.4.p, GmISU01.08G209100.3.p, GmISU01.08G209100.1.p	Ds_00000451-RA
OG0004753	GmISU01.15G176500.1.p, GmISU01.15G176500.2.p, GmISU01.13G129700.2.p	Ds_00009663-RA
OG0004754	GmISU01.06G078500.2.p, GmISU01.06G078500.1.p	Ds_00007529-RA, Ds_00007531-RA
OG0004755	GmISU01.04G072200.2.p, GmISU01.04G072200.1.p, GmISU01.06G073200.1.p, GmISU01.06G073200.2.p	Ds_00003414-RA
OG0004756	GmISU01.06G207600.1.p, GmISU01.06G207600.2.p, GmISU01.05G070600.1.p	Ds_00006311-RA
OG0004757	GmISU01.17G176100.1.p	Ds_00007106-RA
OG0004758	GmISU01.07G026200.1.p, GmISU01.08G199300.1.p	Ds_00002451-RA
OG0004759	GmISU01.03G013300.1.p, GmISU01.07G068800.1.p, GmISU01.07G068700.1.p, GmISU01.18G171700.1.p	Ds_00016485-RA, Ds_00004607-RA
OG0004761	GmISU01.09G154800.1.p, GmISU01.01G110600.3.p, GmISU01.01G110600.1.p	Ds_00000241-RA
OG0004762	GmISU01.17G102100.4.p, GmISU01.17G102100.3.p, GmISU01.17G102100.2.p, GmISU01.17G102100.5.p, GmISU01.17G102100.6.p, GmISU01.13G132700.3.p, GmISU01.13G132700.4.p, GmISU01.13G132700.1.p, GmISU01.13G132700.2.p	Ds_00007237-RA
OG0004763	GmISU01.15G018100.1.p, GmISU01.13G313200.1.p, GmISU01.07G014800.1.p, GmISU01.08G187800.1.p	Ds_00000759-RA
OG0004764	GmISU01.16G009900.3.p, GmISU01.16G009900.2.p, GmISU01.07G039800.3.p, GmISU01.06G225300.1.p, GmISU01.07G039800.2.p, GmISU01.16G009900.1.p, GmISU01.07G039800.1.p	Ds_00002333-RA
OG0004765	GmISU01.11G024800.1.p, GmISU01.01G173500.1.p, GmISU01.01G173500.2.p	Ds_00001330-RA, Ds_00015229-RA
OG0004766	GmISU01.15G170500.2.p, GmISU01.15G170500.1.p, GmISU01.09G075600.2.p, GmISU01.04G125200.1.p, GmISU01.02G173200.2.p, GmISU01.02G173200.1.p, GmISU01.17G066100.1.p	Ds_00016458-RA
OG0004767	GmISU01.17G175200.1.p, GmISU01.14G112800.1.p, GmISU01.06G069500.1.p, GmISU01.04G068600.1.p	Ds_00013629-RA
OG0004768	GmISU01.16G026200.1.p, GmISU01.07G055900.1.p	Ds_00002813-RA
OG0004769	GmISU01.06G119800.1.p, GmISU01.04G191800.1.p	Ds_00005629-RA
OG0004770	GmISU01.07G004200.1.p, GmISU01.07G004200.2.p, GmISU01.08G191000.1.p, GmISU01.08G191000.2.p, GmISU01.08G191000.4.p, GmISU01.08G191000.3.p, GmISU01.08G191000.5.p, GmISU01.08G191000.6.p, GmISU01.08G191000.7.p	Ds_00000725-RA
OG0004771	GmISU01.09G058700.1.p	Ds_00000117-RA
OG0004772	GmISU01.16G007500.1.p, GmISU01.07G037400.1.p	Ds_00013312-RA, Ds_00002344-RA
OG0004773	GmISU01.19G050900.1.p, GmISU01.14G136600.1.p	Ds_00011662-RA, Ds_00011666-RA, Ds_00012582-RA, Ds_00005656-RA
OG0004774	GmISU01.13G228900.2.p, GmISU01.20G063000.1.p	Ds_00017014-RA
OG0004775	GmISU01.13G088100.2.p, GmISU01.17G039400.1.p, GmISU01.17G039400.2.p	Ds_00009856-RA
OG0004776	GmISU01.11G136600.1.p, GmISU01.11G160700.1.p, GmISU01.13G287000.2.p, GmISU01.13G287000.1.p, GmISU01.12G142900.1.p	Ds_00005834-RA
OG0004777	GmISU01.17G110800.1.p, GmISU01.17G110800.2.p, GmISU01.17G110800.3.p, GmISU01.17G110800.4.p, GmISU01.05G011000.2.p, GmISU01.05G011000.1.p	Ds_00015064-RA, Ds_00014795-RA, Ds_00012868-RA
OG0004778	GmISU01.08G208700.1.p	Ds_00000446-RA
OG0004779	GmISU01.20G121300.2.p, GmISU01.20G121300.1.p, GmISU01.10G199100.1.p, GmISU01.09G112200.2.p, GmISU01.09G112200.1.p, GmISU01.16G165800.2.p, GmISU01.16G165800.1.p	Ds_00009957-RA
OG0004780	GmISU01.17G095700.1.p, GmISU01.17G095700.2.p, GmISU01.13G129400.1.p	Ds_00011456-RA, Ds_00011459-RA
OG0004781	GmISU01.15G012900.1.p, GmISU01.15G012900.3.p, GmISU01.13G318100.1.p	Ds_00000706-RA, Ds_00000707-RA
OG0004782	GmISU01.16G172800.1.p, GmISU01.09G119800.1.p	Ds_00012001-RA
OG0004782	GmISU01.11G025600.1.p, GmISU01.01G172600.1.p	Ds_00001338-RA
OG0004783	GmISU01.02G058200.1.p, GmISU01.16G118800.1.p, GmISU01.16G118800.2.p, GmISU01.10G175700.1.p, GmISU01.10G175700.2.p	Ds_00005968-RA
OG0004784	GmISU01.13G315000.2.p, GmISU01.13G315000.1.p, GmISU01.15G016000.3.p, GmISU01.15G016000.1.p	Ds_00002412-RA
OG0004786	GmISU01.07G030100.2.p, GmISU01.07G030100.1.p, GmISU01.08G195200.1.p, GmISU01.13G320600.3.p, GmISU01.13G320600.1.p, GmISU01.15G010200.1.p	Ds_00002441-RA, Ds_00000685-RA
OG0004787	GmISU01.17G101000.1.p, GmISU01.13G133800.1.p	Ds_00010379-RA, Ds_00017106-RA, Ds_00009644-RA, Ds_00015371-RA
OG0004789	GmISU01.13G327900.1.p	Ds_00000635-RA
OG0004791	GmISU01.13G309200.1.p	Ds_00000186-RA
OG0004792	GmISU01.19G053100.1.p	Ds_00005654-RA
OG0004792	GmISU01.09G123050.1.p, GmISU01.16G176400.1.p	Ds_00004040-RA
OG0004793	GmISU01.04G067100.1.p, GmISU01.06G067900.1.p, GmISU01.04G067000.1.p, GmISU01.06G067800.1.p	Ds_00012863-RA
OG0004794	GmISU01.18G078200.1.p, GmISU01.08G286800.2.p, GmISU01.08G285300.1.p, GmISU01.18G079400.1.p	Ds_00007231-RA, Ds_00009638-RA
OG0004795	GmISU01.20G140700.1.p	Ds_00012234-RA
OG0004796	GmISU01.13G073500.1.p, GmISU01.13G073500.2.p, GmISU01.17G053800.1.p	Ds_00007935-RA
OG0004797	GmISU01.17G048300.2.p, GmISU01.13G078850.1.p, GmISU01.17G048300.3.p, GmISU01.17G048300.1.p	Ds_00008875-RA
OG0004798	GmISU01.15G175600.1.p, GmISU01.09G081300.2.p, GmISU01.09G081300.1.p, GmISU01.17G096700.1.p	Ds_00007200-RA, Ds_00011466-RA
OG0004799	GmISU01.19G137100.1.p, GmISU01.03G133400.1.p, GmISU01.13G103000.1.p, GmISU01.10G039700.1.p	Ds_00001013-RA, Ds_00000917-RA
OG0004800	GmISU01.09G212800.3.p, GmISU01.09G212800.2.p, GmISU01.09G212800.1.p, GmISU01.18G181200.1.p, GmISU01.18G181200.2.p, GmISU01.07G062300.2.p, GmISU01.16G031300.2.p, GmISU01.16G031300.1.p	Ds_00015693-RA, Ds_00012479-RA
OG0004801	GmISU01.14G107400.1.p	Ds_00007224-RA
OG0004802	GmISU01.15G018700.4.p, GmISU01.15G018700.3.p, GmISU01.15G018700.2.p, GmISU01.15G018700.1.p, GmISU01.13G312600.3.p, GmISU01.13G312600.1.p	Ds_00002397-RA
OG0004804	GmISU01.06G124300.3.p, GmISU01.06G124300.4.p, GmISU01.06G124300.5.p, GmISU01.06G124300.1.p, GmISU01.06G124300.2.p, GmISU01.04G187500.1.p	Ds_00006997-RA, Ds_00006239-RA
OG0004805	GmISU01.07G032400.1.p, GmISU01.15G025500.1.p	Ds_00008787-RA
OG0004806	GmISU01.15G000900.1.p, GmISU01.15G000900.2.p, GmISU01.15G000900.3.p, GmISU01.13G329600.1.p	Ds_00012786-RA
OG0004807	GmISU01.04G065000.1.p, GmISU01.04G065000.2.p, GmISU01.04G065000.4.p, GmISU01.06G065700.1.p, GmISU01.06G065700.3.p, GmISU01.04G065000.3.p	Ds_00009912-RA
OG0004809	GmISU01.08G161400.1.p, GmISU01.15G209900.4.p, GmISU01.15G209900.3.p, GmISU01.15G209900.2.p, GmISU01.15G209900.1.p	Ds_00014176-RA
OG0004810	GmISU01.12G059500.1.p, GmISU01.08G000100.9.p, GmISU01.08G000100.14.p, GmISU01.08G000100.4.p, GmISU01.08G000100.15.p, GmISU01.08G000100.11.p, GmISU01.08G000100.6.p, GmISU01.08G000100.7.p, GmISU01.08G000100.10.p	Ds_00014714-RA
OG0004812	GmISU01.09G219000.4.p, GmISU01.09G219000.3.p, GmISU01.09G219000.2.p, GmISU01.18G175300.2.p, GmISU01.18G175300.1.p	Ds_00016486-RA, Ds_00004604-RA
OG0004813	GmISU01.11G181400.2.p, GmISU01.11G181400.3.p, GmISU01.11G181400.4.p, GmISU01.18G060800.3.p, GmISU01.18G060800.5.p, GmISU01.18G060800.6.p, GmISU01.18G060800.2.p	Ds_00011599-RA
OG0004814	GmISU01.11G156500.1.p, GmISU01.12G071200.1.p	Ds_00005163-RA, Ds_00004134-RA
OG0004815	GmISU01.12G178900.1.p, GmISU01.13G251100.1.p, GmISU01.06G226500.1.p, GmISU01.12G114100.1.p	Ds_00001741-RA
OG0004816	GmISU01.13G139900.2.p, GmISU01.14G162100.1.p, GmISU01.02G193600.1.p, GmISU01.13G139900.1.p, GmISU01.17G106100.2.p	Ds_00015723-RA
OG0004817	GmISU01.02G222000.1.p	Ds_00008630-RA
OG0004818	GmISU01.03G155000.1.p, GmISU01.19G157300.1.p	Ds_00006053-RA, Ds_00017765-RA
OG0004819	GmISU01.06G058900.1.p, GmISU01.06G058900.5.p, GmISU01.06G058900.4.p, GmISU01.06G058900.2.p, GmISU01.04G058600.1.p	Ds_00011491-RA, Ds_00011492-RA
OG0004820	GmISU01.17G011700.1.p, GmISU01.07G222600.2.p, GmISU01.13G172600.4.p, GmISU01.13G172600.2.p, GmISU01.15G099800.1.p	Ds_00004503-RA
OG0004821	GmISU01.14G058800.1.p, GmISU01.02G215100.1.p	Ds_00015179-RA
OG0004822	GmISU01.05G106500.1.p, GmISU01.05G106500.3.p, GmISU01.05G106500.2.p, GmISU01.05G106500.4.p, GmISU01.08G078300.2.p	Ds_00017724-RA
OG0004823	GmISU01.12G199200.1.p, GmISU01.12G199200.3.p, GmISU01.12G199200.2.p, GmISU01.13G169100.1.p	Ds_00000341-RA
OG0004824	GmISU01.13G286400.3.p, GmISU01.13G286400.2.p, GmISU01.13G286400.1.p, GmISU01.13G286400.4.p, GmISU01.13G286400.5.p, GmISU01.12G142500.2.p, GmISU01.12G142500.1.p, GmISU01.12G142500.3.p	Ds_00005835-RA
OG0004825	GmISU01.15G098500.1.p, GmISU01.15G098500.3.p, GmISU01.13G174000.3.p, GmISU01.13G174000.1.p, GmISU01.13G174000.2.p	Ds_00004518-RA
OG0004826	GmISU01.02G141900.2.p, GmISU01.02G141900.3.p	Ds_00013187-RA
OG0004827	GmISU01.12G155100.1.p, GmISU01.12G155100.2.p, GmISU01.12G155100.4.p, GmISU01.12G155100.3.p, GmISU01.13G273700.5.p, GmISU01.13G273700.4.p, GmISU01.12G085000.1.p, GmISU01.11G143600.1.p	Ds_00010142-RA
OG0004828	GmISU01.14G029000.1.p	Ds_00005154-RA
OG0004829	GmISU01.08G088100.5.p, GmISU01.08G088100.6.p, GmISU01.08G088100.4.p, GmISU01.08G088100.3.p, GmISU01.08G088100.2.p, GmISU01.08G088100.1.p, GmISU01.05G115600.1.p, GmISU01.05G115600.2.p, GmISU01.13G186200.3.p, GmISU01.15G086900.1.p, GmISU01.13G186200.4.p	Ds_00012758-RA
OG0004830	GmISU01.02G155800.1.p, GmISU01.10G081900.1.p, GmISU01.10G081900.3.p, GmISU01.02G155800.3.p, GmISU01.03G104900.1.p	Ds_00009575-RA
OG0004831	GmISU01.02G144100.7.p, GmISU01.02G144100.6.p, GmISU01.02G144100.2.p, GmISU01.02G144100.1.p, GmISU01.02G144100.4.p, GmISU01.02G144100.5.p, GmISU01.02G144100.3.p	Ds_00005749-RA
OG0004832	GmISU01.09G234900.1.p, GmISU01.18G156600.1.p, GmISU01.03G038100.1.p, GmISU01.03G037800.1.p, GmISU01.01G097600.2.p, GmISU01.01G097600.1.p, GmISU01.08G233700.1.p	Ds_00015968-RA
OG0004833	GmISU01.11G128300.2.p, GmISU01.11G128300.1.p, GmISU01.15G037900.2.p, GmISU01.13G294100.1.p	Ds_00010068-RA
OG0004834	GmISU01.15G221000.1.p, GmISU01.08G148600.1.p, GmISU01.08G216200.1.p	Ds_00009029-RA
OG0004835	GmISU01.13G226400.2.p, GmISU01.13G226400.3.p, GmISU01.13G226400.4.p, GmISU01.15G202400.1.p	Ds_00001837-RA
OG0004836	GmISU01.08G296500.1.p, GmISU01.18G067100.1.p, GmISU01.02G260600.1.p, GmISU01.14G011450.1.p, GmISU01.02G260600.3.p, GmISU01.02G260600.2.p, GmISU01.16G172700.1.p	Ds_00000178-RA
OG0004837	GmISU01.04G182600.5.p, GmISU01.04G182600.2.p, GmISU01.04G182600.4.p, GmISU01.04G182600.3.p, GmISU01.04G182600.6.p, GmISU01.04G182600.1.p	Ds_00017091-RA
OG0004838	GmISU01.06G212400.1.p, GmISU01.06G212400.2.p, GmISU01.12G123100.1.p	Ds_00018057-RA
OG0004839	GmISU01.13G120800.1.p, GmISU01.10G058200.1.p, GmISU01.10G058200.2.p	Ds_00017150-RA, Ds_00002043-RA, Ds_00008738-RA
OG0004840	GmISU01.03G110600.7.p, GmISU01.03G110600.8.p, GmISU01.03G110600.1.p, GmISU01.03G110600.3.p, GmISU01.03G110600.2.p, GmISU01.03G110600.5.p, GmISU01.19G115700.3.p, GmISU01.19G115700.4.p, GmISU01.19G115700.5.p	Ds_00007612-RA
OG0004841	GmISU01.15G064400.1.p, GmISU01.13G212100.1.p, GmISU01.08G053300.1.p	Ds_00010218-RA, Ds_00017829-RA
OG0004842	GmISU01.14G023400.1.p, GmISU01.02G249300.1.p	Ds_00011747-RA
OG0004843	GmISU01.19G141200.2.p, GmISU01.19G141200.4.p, GmISU01.19G141200.1.p, GmISU01.19G141200.5.p, GmISU01.03G138200.1.p	Ds_00001657-RA
OG0004844	GmISU01.10G248100.2.p, GmISU01.10G248100.3.p, GmISU01.20G198500.2.p	Ds_00013182-RA
OG0004845	GmISU01.08G297900.8.p, GmISU01.08G297900.7.p, GmISU01.08G297900.6.p, GmISU01.08G297900.5.p, GmISU01.08G297900.1.p, GmISU01.08G297900.9.p, GmISU01.18G062100.1.p, GmISU01.18G062100.2.p, GmISU01.18G062100.4.p	Ds_00010115-RA
OG0004846	GmISU01.02G210300.1.p, GmISU01.14G063900.1.p	Ds_00013175-RA
OG0004847	GmISU01.18G228700.1.p, GmISU01.02G085400.1.p	Ds_00003269-RA
OG0004848	GmISU01.08G108100.2.p, GmISU01.08G108100.5.p, GmISU01.08G108100.4.p, GmISU01.08G108100.3.p, GmISU01.08G108100.1.p, GmISU01.05G133500.2.p, GmISU01.05G133500.1.p, GmISU01.05G133500.3.p, GmISU01.13G194900.1.p, GmISU01.15G079200.1.p, GmISU01.06G059200.1.p, GmISU01.04G058900.1.p	Ds_00011489-RA
OG0004849	GmISU01.12G052600.6.p, GmISU01.12G052600.2.p, GmISU01.12G052600.4.p, GmISU01.12G052600.8.p, GmISU01.12G052600.1.p, GmISU01.11G122000.1.p	Ds_00000479-RA
OG0004850	GmISU01.12G170300.7.p, GmISU01.12G170300.6.p, GmISU01.12G170300.5.p, GmISU01.12G170300.3.p, GmISU01.12G170300.4.p, GmISU01.13G260000.2.p, GmISU01.13G260000.1.p	Ds_00001151-RA
OG0004851	GmISU01.15G227500.2.p, GmISU01.15G227500.4.p, GmISU01.15G227500.5.p, GmISU01.15G227500.3.p, GmISU01.15G227500.1.p, GmISU01.08G144400.1.p, GmISU01.08G144400.2.p, GmISU01.08G144400.3.p	Ds_00014180-RA
OG0004853	GmISU01.13G045600.3.p, GmISU01.13G045600.1.p, GmISU01.06G172200.5.p, GmISU01.06G172200.4.p, GmISU01.06G172200.3.p, GmISU01.08G257500.1.p	Ds_00015407-RA
OG0004854	GmISU01.04G116400.3.p, GmISU01.04G116400.2.p, GmISU01.11G165900.1.p, GmISU01.15G198300.1.p, GmISU01.13G166500.1.p	Ds_00005825-RA
OG0004856	GmISU01.03G036000.1.p	Ds_00010437-RA
OG0004858	GmISU01.03G109500.2.p, GmISU01.03G109500.3.p, GmISU01.03G109500.1.p, GmISU01.19G114500.1.p, GmISU01.19G114500.2.p, GmISU01.09G090100.1.p, GmISU01.09G090100.2.p, GmISU01.09G090100.3.p, GmISU01.09G090100.4.p	Ds_00016355-RA
OG0004859	GmISU01.05G036600.2.p, GmISU01.06G164100.1.p	Ds_00013794-RA
OG0004860	GmISU01.04G099200.1.p, GmISU01.06G274100.1.p, GmISU01.19G073300.4.p, GmISU01.19G073300.5.p, GmISU01.19G073300.3.p, GmISU01.19G073300.2.p	Ds_00004919-RA
OG0004861	GmISU01.18G224300.1.p, GmISU01.08G236800.1.p, GmISU01.10G254800.1.p, GmISU01.10G254800.2.p, GmISU01.20G206800.3.p, GmISU01.20G206800.1.p	Ds_00009168-RA
OG0004862	GmISU01.09G175000.1.p, GmISU01.09G175000.2.p, GmISU01.09G175000.3.p, GmISU01.01G114400.1.p, GmISU01.01G114400.2.p, GmISU01.01G114400.3.p	Ds_00007396-RA
OG0004863	GmISU01.02G064700.1.p, GmISU01.16G125400.1.p, GmISU01.16G125400.2.p, GmISU01.16G037700.1.p, GmISU01.19G082100.1.p, GmISU01.19G082100.2.p	Ds_00002729-RA, Ds_00013247-RA
OG0004865	GmISU01.12G114900.3.p, GmISU01.12G114900.4.p, GmISU01.12G114900.2.p, GmISU01.12G114900.1.p, GmISU01.13G249400.1.p, GmISU01.12G179800.3.p, GmISU01.12G179800.2.p, GmISU01.12G179800.1.p	Ds_00010679-RA
OG0004866	GmISU01.13G282900.1.p, GmISU01.11G155500.1.p	Ds_00005240-RA, Ds_00005170-RA, Ds_00004131-RA
OG0004869	GmISU01.04G117950.1.p, GmISU01.18G083200.1.p, GmISU01.08G282000.1.p, GmISU01.08G282000.2.p, GmISU01.02G250600.1.p	Ds_00004502-RA, Ds_00015100-RA
OG0004870	GmISU01.20G184500.1.p, GmISU01.10G131000.1.p, GmISU01.19G206300.1.p, GmISU01.03G204800.1.p	Ds_00006265-RA, Ds_00006156-RA
OG0004871	GmISU01.08G074100.1.p, GmISU01.05G102000.1.p, GmISU01.15G123000.3.p, GmISU01.09G025600.1.p	Ds_00004258-RA, Ds_00003195-RA, Ds_00004259-RA
OG0004872	GmISU01.18G032600.1.p, GmISU01.18G032600.3.p, GmISU01.18G032600.4.p, GmISU01.18G032600.2.p, GmISU01.11G202200.1.p	Ds_00016465-RA
OG0004873	GmISU01.12G181400.5.p, GmISU01.12G181400.2.p, GmISU01.13G247800.1.p, GmISU01.13G247800.2.p, GmISU01.06G223600.6.p, GmISU01.06G223600.8.p, GmISU01.06G223600.9.p, GmISU01.06G223600.2.p, GmISU01.06G223600.5.p, GmISU01.06G223600.7.p, GmISU01.12G116300.1.p	Ds_00010671-RA
OG0004875	GmISU01.12G001100.1.p, GmISU01.12G001100.3.p, GmISU01.12G001100.4.p, GmISU01.12G001100.2.p, GmISU01.08G220500.1.p, GmISU01.12G001100.6.p, GmISU01.12G001100.7.p, GmISU01.12G001100.5.p	Ds_00002896-RA
OG0004876	GmISU01.16G152000.1.p, GmISU01.09G106400.1.p, GmISU01.16G151900.1.p	Ds_00016394-RA, Ds_00007290-RA
OG0004877	GmISU01.08G205500.1.p	Ds_00012790-RA
OG0004878	GmISU01.06G142300.6.p, GmISU01.06G142300.5.p, GmISU01.06G142300.4.p, GmISU01.06G142300.3.p, GmISU01.06G142300.7.p, GmISU01.06G142300.8.p, GmISU01.06G142300.2.p, GmISU01.06G142300.1.p	Ds_00014427-RA
OG0004879	GmISU01.17G119500.3.p, GmISU01.17G119500.4.p, GmISU01.17G119500.2.p, GmISU01.05G043400.2.p, GmISU01.05G043400.1.p, GmISU01.06G156500.3.p, GmISU01.06G156500.1.p, GmISU01.04G157500.2.p	Ds_00003857-RA
OG0004880	GmISU01.06G099900.1.p, GmISU01.14G138500.1.p, GmISU01.14G138500.2.p, GmISU01.13G057400.1.p	Ds_00014192-RA, Ds_00001630-RA
OG0004881	GmISU01.18G010200.3.p, GmISU01.11G224000.3.p, GmISU01.11G224000.2.p, GmISU01.11G224000.1.p, GmISU01.18G010200.2.p, GmISU01.18G010200.1.p, GmISU01.08G092200.4.p, GmISU01.08G092200.5.p, GmISU01.08G092200.3.p, GmISU01.08G092200.6.p, GmISU01.08G092200.2.p, GmISU01.08G092200.1.p, GmISU01.05G119000.1.p, GmISU01.05G119000.3.p	Ds_00010731-RA
OG0004882	GmISU01.08G096800.1.p, GmISU01.08G096800.2.p, GmISU01.05G123100.2.p, GmISU01.05G123100.1.p	Ds_00017598-RA
OG0004883	GmISU01.08G093700.1.p, GmISU01.08G093700.2.p, GmISU01.05G120000.2.p	Ds_00009189-RA
OG0004884	GmISU01.05G040600.1.p, GmISU01.17G116700.1.p, GmISU01.06G159300.1.p, GmISU01.06G159300.2.p, GmISU01.04G154300.2.p, GmISU01.04G154300.4.p	Ds_00009701-RA
OG0004885	GmISU01.02G048700.1.p, GmISU01.14G183200.1.p	Ds_00003722-RA
OG0004886	GmISU01.11G095700.2.p, GmISU01.11G095700.1.p, GmISU01.12G026800.3.p, GmISU01.12G026800.1.p, GmISU01.12G026800.2.p	Ds_00006980-RA, Ds_00006979-RA
OG0004887	GmISU01.13G021600.1.p, GmISU01.13G021600.2.p, GmISU01.13G021600.3.p, GmISU01.13G021600.4.p, GmISU01.14G135600.1.p, GmISU01.06G114600.1.p, GmISU01.06G114600.2.p, GmISU01.04G196000.1.p	Ds_00005673-RA
OG0004889	GmISU01.11G090500.1.p, GmISU01.04G005100.1.p	Ds_00000027-RA, Ds_00013573-RA
OG0004890	GmISU01.10G139000.2.p, GmISU01.10G139000.1.p, GmISU01.20G177600.1.p	Ds_00001388-RA, Ds_00005602-RA
OG0004891	GmISU01.07G213800.2.p, GmISU01.07G213800.1.p, GmISU01.17G020400.1.p, GmISU01.15G090200.1.p, GmISU01.19G170900.1.p, GmISU01.03G169000.1.p	Ds_00002771-RA
OG0004892	GmISU01.17G173700.3.p, GmISU01.17G173700.1.p, GmISU01.14G111800.1.p, GmISU01.14G111800.2.p, GmISU01.11G141500.1.p	Ds_00003393-RA, Ds_00003394-RA
OG0004893	GmISU01.02G136900.2.p, GmISU01.02G136900.1.p	Ds_00004714-RA
OG0004894	GmISU01.12G193700.5.p, GmISU01.13G232800.5.p, GmISU01.13G232800.4.p, GmISU01.12G193700.1.p, GmISU01.12G193700.3.p, GmISU01.12G193700.2.p, GmISU01.13G232800.1.p, GmISU01.13G232800.3.p, GmISU01.13G232800.2.p, GmISU01.12G193700.4.p	Ds_00008491-RA
OG0004895	GmISU01.08G215300.1.p, GmISU01.08G215300.2.p, GmISU01.04G110100.2.p, GmISU01.04G110100.1.p, GmISU01.06G270600.1.p	Ds_00015237-RA
OG0004896	GmISU01.01G193100.3.p, GmISU01.01G193100.2.p	Ds_00006375-RA
OG0004897	GmISU01.06G150300.3.p, GmISU01.06G150300.2.p, GmISU01.06G150300.1.p, GmISU01.04G163100.1.p, GmISU01.08G006600.1.p	Ds_00009754-RA
OG0004898	GmISU01.11G232600.3.p, GmISU01.11G232600.2.p, GmISU01.11G232600.1.p, GmISU01.11G232600.4.p, GmISU01.18G001600.1.p, GmISU01.18G001600.2.p, GmISU01.18G001600.3.p	Ds_00002293-RA
OG0004899	GmISU01.03G130800.1.p, GmISU01.03G130800.3.p	Ds_00004685-RA
OG0004900	GmISU01.08G219500.1.p, GmISU01.16G001400.2.p, GmISU01.12G136100.1.p	Ds_00001870-RA
OG0004901	GmISU01.19G218800.1.p, GmISU01.19G218600.2.p, GmISU01.19G218600.1.p	Ds_00012531-RA
OG0004902	GmISU01.08G017300.1.p, GmISU01.05G180600.1.p, GmISU01.01G180900.1.p, GmISU01.11G018800.1.p	Ds_00001275-RA
OG0004903	GmISU01.17G153700.1.p, GmISU01.05G079500.1.p	Ds_00009444-RA
OG0004904	GmISU01.13G100000.1.p, GmISU01.19G134600.2.p, GmISU01.19G134600.1.p, GmISU01.03G130700.2.p, GmISU01.03G130700.1.p, GmISU01.03G130700.3.p	Ds_00000995-RA
OG0004905	GmISU01.05G125200.3.p, GmISU01.05G125200.2.p, GmISU01.08G098700.2.p, GmISU01.05G125200.1.p, GmISU01.08G098700.1.p	Ds_00008823-RA
OG0004906	GmISU01.08G095600.1.p, GmISU01.08G095600.2.p, GmISU01.18G005700.1.p, GmISU01.11G228300.1.p	Ds_00010766-RA
OG0004909	GmISU01.16G018100.3.p, GmISU01.16G018100.1.p, GmISU01.16G018100.2.p, GmISU01.07G047800.1.p, GmISU01.07G047800.3.p, GmISU01.08G205400.1.p	Ds_00012526-RA
OG0004910	GmISU01.11G229600.2.p, GmISU01.11G229600.1.p, GmISU01.18G004600.1.p, GmISU01.18G004600.2.p, GmISU01.08G096700.4.p, GmISU01.08G096700.1.p, GmISU01.05G123000.1.p, GmISU01.08G096700.2.p, GmISU01.05G123000.2.p, GmISU01.08G096700.3.p	Ds_00017596-RA
OG0004911	GmISU01.04G087200.1.p, GmISU01.04G087200.3.p, GmISU01.04G087200.2.p, GmISU01.02G109301.1.p, GmISU01.06G089100.1.p	Ds_00007163-RA, Ds_00016347-RA
OG0004912	GmISU01.08G039000.1.p, GmISU01.05G201100.1.p, GmISU01.17G003700.1.p	Ds_00004620-RA
OG0004913	GmISU01.06G082000.2.p, GmISU01.06G082000.1.p, GmISU01.04G080300.3.p, GmISU01.04G080300.1.p, GmISU01.04G080300.4.p	Ds_00000586-RA
OG0004915	GmISU01.17G131900.4.p, GmISU01.17G131900.3.p, GmISU01.05G056700.2.p, GmISU01.05G056700.1.p, GmISU01.05G056700.3.p	Ds_00001368-RA
OG0004916	GmISU01.14G143100.1.p, GmISU01.13G061900.1.p, GmISU01.14G143200.1.p, GmISU01.04G092600.1.p, GmISU01.04G092400.1.p, GmISU01.04G092500.1.p, GmISU01.06G095000.1.p	Ds_00003502-RA, Ds_00008834-RA, Ds_00008833-RA, Ds_00003501-RA
OG0004917	GmISU01.08G096200.1.p, GmISU01.05G122400.1.p, GmISU01.11G229000.1.p	Ds_00009169-RA, Ds_00004791-RA
