"","...1","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","Module"
"1622",6,"GO:0010035","response to inorganic substance",908,107,58.7,"0.00011","10"
"1623",7,"GO:0098542","defense response to other organism",770,71,49.78,"0.00016","10"
"1624",8,"GO:0009395","phospholipid catabolic process",12,5,0.78,"0.00042","10"
"1625",9,"GO:0009888","tissue development",855,74,55.28,"0.00076","10"
"1626",10,"GO:0019748","secondary metabolic process",290,40,18.75,"0.00078","10"
"1627",11,"GO:0005513","detection of calcium ion",4,3,0.26,"0.00081","10"
"1628",12,"GO:0070301","cellular response to hydrogen peroxide",4,3,0.26,"0.00081","10"
"1629",13,"GO:0009642","response to light intensity",188,23,12.15,"0.00085","10"
"1630",14,"GO:0003002","regionalization",143,19,9.24,"0.00086","10"
"1631",15,"GO:0033993","response to lipid",833,80,53.85,"0.00120","10"
"1632",16,"GO:0019852","L-ascorbic acid metabolic process",15,5,0.97,"0.00137","10"
"1633",17,"GO:0006950","response to stress",2314,214,149.6,"0.00184","10"
"1634",18,"GO:0009094","L-phenylalanine biosynthetic process",5,3,0.32,"0.00194","10"
"1635",19,"GO:0009809","lignin biosynthetic process",31,7,2,"0.00197","10"
"1636",20,"GO:0006790","sulfur compound metabolic process",225,29,14.55,"0.00214","10"
"1637",21,"GO:1901565","organonitrogen compound catabolic process",525,48,33.94,"0.00214","10"
"1638",22,"GO:0046686","response to cadmium ion",40,8,2.59,"0.00219","10"
"1639",23,"GO:0009733","response to auxin",190,22,12.28,"0.00221","10"
"1640",24,"GO:0009737","response to abscisic acid",486,45,31.42,"0.00228","10"
"1641",25,"GO:0044237","cellular metabolic process",5522,440,357,"0.00230","10"
"1642",26,"GO:0032509","endosome transport via multivesicular body sorting pathway",24,6,1.55,"0.00237","10"
"1643",27,"GO:0009825","multidimensional cell growth",33,7,2.13,"0.00288","10"
"1644",28,"GO:0032984","protein-containing complex disassembly",42,8,2.72,"0.00302","10"
"1645",29,"GO:0043436","oxoacid metabolic process",952,90,61.55,"0.00304","10"
"1646",30,"GO:0008610","lipid biosynthetic process",437,47,28.25,"0.00305","10"
"1647",31,"GO:0051726","regulation of cell cycle",136,17,8.79,"0.00305","10"
"1648",32,"GO:0032501","multicellular organismal process",2565,195,165.83,"0.00310","10"
"1649",33,"GO:0031400","negative regulation of protein modification process",18,5,1.16,"0.00335","10"
"1650",34,"GO:0051716","cellular response to stimulus",1846,149,119.34,"0.00356","10"
"1651",35,"GO:1900060","negative regulation of ceramide biosynthetic process",2,2,0.13,"0.00357","10"
"1652",36,"GO:0010412","mannan metabolic process",2,2,0.13,"0.00357","10"
"1653",37,"GO:0046244","salicylic acid catabolic process",2,2,0.13,"0.00357","10"
"1654",38,"GO:0045324","late endosome to vacuole transport",35,7,2.26,"0.00409","10"
"1655",39,"GO:0051179","localization",1365,111,88.25,"0.00426","10"
"1656",40,"GO:0009416","response to light stimulus",1020,94,65.94,"0.00431","10"
"1657",41,"GO:0008154","actin polymerization or depolymerization",27,6,1.75,"0.00448","10"
"1658",42,"GO:0010119","regulation of stomatal movement",65,10,4.2,"0.00494","10"
"1659",43,"GO:0065003","protein-containing complex assembly",331,32,21.4,"0.00495","10"
"1660",44,"GO:0010099","regulation of photomorphogenesis",20,5,1.29,"0.00550","10"
"1661",45,"GO:0009755","hormone-mediated signaling pathway",496,44,32.07,"0.00556","10"
"1662",46,"GO:0046185","aldehyde catabolic process",13,4,0.84,"0.00586","10"
"1663",47,"GO:0045039","protein insertion into mitochondrial inner membrane",7,3,0.45,"0.00620","10"
"1664",48,"GO:0032956","regulation of actin cytoskeleton organization",29,6,1.87,"0.00650","10"
"1665",49,"GO:0019760","glucosinolate metabolic process",58,9,3.75,"0.00707","10"
"1666",50,"GO:0031323","regulation of cellular metabolic process",1446,110,93.48,"0.00728","10"
"1667",51,"GO:0044255","cellular lipid metabolic process",554,57,35.82,"0.00728","10"
"1668",52,"GO:0044281","small molecule metabolic process",1434,131,92.71,"0.00738","10"
"1669",53,"GO:0046467","membrane lipid biosynthetic process",61,11,3.94,"0.00781","10"
"1670",54,"GO:0009962","regulation of flavonoid biosynthetic process",14,4,0.91,"0.00782","10"
"1671",55,"GO:0006351","DNA-templated transcription",998,78,64.52,"0.00831","10"
"1672",56,"GO:1901135","carbohydrate derivative metabolic process",514,49,33.23,"0.00859","10"
"1673",57,"GO:0050896","response to stimulus",4177,391,270.04,"0.00895","10"
"1674",58,"GO:0009853","photorespiration",31,6,2,"0.00910","10"
"1675",59,"GO:0044248","cellular catabolic process",862,77,55.73,"0.00919","10"
"1676",60,"GO:0016053","organic acid biosynthetic process",379,37,24.5,"0.00926","10"
"1677",61,"GO:0006122","mitochondrial electron transport, ubiquinol to cytochrome c",8,3,0.52,"0.00949","10"
"1678",62,"GO:0048856","anatomical structure development",2822,218,182.44,"0.00958","10"
"1679",63,"GO:0070814","hydrogen sulfide biosynthetic process",3,2,0.19,"0.01027","10"
"1680",64,"GO:1902475","L-alpha-amino acid transmembrane transport",3,2,0.19,"0.01027","10"
"1681",65,"GO:0090156","cellular sphingolipid homeostasis",3,2,0.19,"0.01027","10"
"1682",66,"GO:1902914","regulation of protein polyubiquitination",3,2,0.19,"0.01027","10"
"1683",67,"GO:1902916","positive regulation of protein polyubiquitination",3,2,0.19,"0.01027","10"
"1684",68,"GO:0000209","protein polyubiquitination",3,2,0.19,"0.01027","10"
"1685",69,"GO:0051552","flavone metabolic process",3,2,0.19,"0.01027","10"
"1686",70,"GO:0051553","flavone biosynthetic process",3,2,0.19,"0.01027","10"
"1687",71,"GO:0051554","flavonol metabolic process",3,2,0.19,"0.01027","10"
"1688",72,"GO:0051555","flavonol biosynthetic process",3,2,0.19,"0.01027","10"
"1689",73,"GO:0070989","oxidative demethylation",3,2,0.19,"0.01027","10"
"1690",74,"GO:0060771","phyllotactic patterning",3,2,0.19,"0.01027","10"
"1691",75,"GO:0060772","leaf phyllotactic patterning",3,2,0.19,"0.01027","10"
"1692",76,"GO:0019752","carboxylic acid metabolic process",803,72,51.91,"0.01061","10"
"1693",77,"GO:0055065","metal ion homeostasis",108,13,6.98,"0.01211","10"
"1694",78,"GO:0046434","organophosphate catabolic process",36,10,2.33,"0.01212","10"
"1695",79,"GO:0071407","cellular response to organic cyclic compound",120,14,7.76,"0.01227","10"
"1696",80,"GO:0051641","cellular localization",626,58,40.47,"0.01280","10"
"1697",81,"GO:0090558","plant epidermis development",300,28,19.39,"0.01285","10"
"1698",82,"GO:0051260","protein homooligomerization",16,4,1.03,"0.01292","10"
"1699",83,"GO:1901336","lactone biosynthetic process",16,4,1.03,"0.01292","10"
"1700",84,"GO:0030833","regulation of actin filament polymerization",16,4,1.03,"0.01292","10"
"1701",85,"GO:2000762","regulation of phenylpropanoid metabolic process",16,4,1.03,"0.01292","10"
"1702",86,"GO:0000226","microtubule cytoskeleton organization",109,13,7.05,"0.01302","10"
"1703",87,"GO:0046474","glycerophospholipid biosynthetic process",75,10,4.85,"0.01341","10"
"1704",88,"GO:0009605","response to external stimulus",1165,105,75.32,"0.01349","10"
"1705",89,"GO:0051262","protein tetramerization",9,3,0.58,"0.01360","10"
"1706",90,"GO:0000103","sulfate assimilation",9,3,0.58,"0.01360","10"
"1707",91,"GO:0055080","cation homeostasis",134,15,8.66,"0.01395","10"
"1708",92,"GO:0009813","flavonoid biosynthetic process",48,10,3.1,"0.01404","10"
"1709",93,"GO:0010374","stomatal complex development",54,8,3.49,"0.01420","10"
"1710",94,"GO:0009698","phenylpropanoid metabolic process",75,14,4.85,"0.01422","10"
"1711",95,"GO:0044238","primary metabolic process",4954,361,320.28,"0.01451","10"
"1712",96,"GO:0098771","inorganic ion homeostasis",160,17,10.34,"0.01506","10"
"1713",97,"GO:0008152","metabolic process",6326,494,408.97,"0.01545","10"
"1714",98,"GO:0045017","glycerolipid biosynthetic process",88,11,5.69,"0.01547","10"
"1715",99,"GO:0080090","regulation of primary metabolic process",1299,104,83.98,"0.01550","10"
"1716",100,"GO:0015980","energy derivation by oxidation of organic compounds",74,12,4.78,"0.01584","10"
"1717",101,"GO:0006650","glycerophospholipid metabolic process",100,12,6.46,"0.01592","10"
"1718",102,"GO:0051234","establishment of localization",1231,98,79.58,"0.01601","10"
"1719",103,"GO:0050801","ion homeostasis",174,18,11.25,"0.01625","10"
"1720",104,"GO:0051171","regulation of nitrogen compound metabolic process",1268,99,81.98,"0.01642","10"
"1721",105,"GO:0065007","biological regulation",3672,279,237.39,"0.01657","10"
"1722",106,"GO:0046394","carboxylic acid biosynthetic process",326,32,21.08,"0.01665","10"
"1723",107,"GO:1901362","organic cyclic compound biosynthetic process",1402,118,90.64,"0.01689","10"
"1724",108,"GO:0016311","dephosphorylation",138,15,8.92,"0.01787","10"
"1725",109,"GO:0006810","transport",1207,96,78.03,"0.01820","10"
"1726",110,"GO:0007010","cytoskeleton organization",187,24,12.09,"0.01840","10"
"1727",111,"GO:0071446","cellular response to salicylic acid stimulus",46,7,2.97,"0.01848","10"
"1728",112,"GO:0080036","regulation of cytokinin-activated signaling pathway",10,3,0.65,"0.01858","10"
"1729",113,"GO:1901292","nucleoside phosphate catabolic process",10,3,0.65,"0.01858","10"
"1730",114,"GO:0034314","Arp2/3 complex-mediated actin nucleation",10,3,0.65,"0.01858","10"
"1731",115,"GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport",57,8,3.69,"0.01930","10"
"1732",116,"GO:0009939","positive regulation of gibberellic acid mediated signaling pathway",4,2,0.26,"0.01973","10"
"1733",117,"GO:0001578","microtubule bundle formation",4,2,0.26,"0.01973","10"
"1734",118,"GO:0070813","hydrogen sulfide metabolic process",4,2,0.26,"0.01973","10"
"1735",119,"GO:2000122","negative regulation of stomatal complex development",4,2,0.26,"0.01973","10"
"1736",120,"GO:0015807","L-amino acid transport",4,2,0.26,"0.01973","10"
"1737",121,"GO:0046051","UTP metabolic process",4,2,0.26,"0.01973","10"
"1738",122,"GO:0006228","UTP biosynthetic process",4,2,0.26,"0.01973","10"
"1739",123,"GO:0006833","water transport",18,4,1.16,"0.01976","10"
"1740",124,"GO:0030041","actin filament polymerization",18,4,1.16,"0.01976","10"
"1741",125,"GO:0042044","fluid transport",18,4,1.16,"0.01976","10"
"1742",126,"GO:0051259","protein complex oligomerization",27,5,1.75,"0.02026","10"
"1743",127,"GO:0009863","salicylic acid mediated signaling pathway",37,6,2.39,"0.02122","10"
"1744",128,"GO:0032787","monocarboxylic acid metabolic process",371,34,23.99,"0.02134","10"
"1745",129,"GO:0044249","cellular biosynthetic process",2537,205,164.02,"0.02194","10"
"1746",130,"GO:1901360","organic cyclic compound metabolic process",2719,208,175.78,"0.02216","10"
"1747",131,"GO:0031667","response to nutrient levels",142,15,9.18,"0.02256","10"
"1748",132,"GO:0009060","aerobic respiration",56,10,3.62,"0.02262","10"
"1749",133,"GO:0006352","DNA-templated transcription initiation",48,7,3.1,"0.02295","10"
"1750",134,"GO:0009628","response to abiotic stimulus",1986,186,128.39,"0.02328","10"
"1751",135,"GO:0043254","regulation of protein-containing complex assembly",28,5,1.81,"0.02349","10"
"1752",136,"GO:1901136","carbohydrate derivative catabolic process",19,4,1.23,"0.02388","10"
"1753",137,"GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway",19,4,1.23,"0.02388","10"
"1754",138,"GO:0099402","plant organ development",927,70,59.93,"0.02433","10"
"1755",139,"GO:0031324","negative regulation of cellular metabolic process",333,31,21.53,"0.02434","10"
"1756",140,"GO:0010563","negative regulation of phosphorus metabolic process",11,3,0.71,"0.02444","10"
"1757",141,"GO:0016998","cell wall macromolecule catabolic process",11,3,0.71,"0.02444","10"
"1758",142,"GO:0046470","phosphatidylcholine metabolic process",11,3,0.71,"0.02444","10"
"1759",143,"GO:0045936","negative regulation of phosphate metabolic process",11,3,0.71,"0.02444","10"
"1760",144,"GO:0019853","L-ascorbic acid biosynthetic process",11,3,0.71,"0.02444","10"
"1761",145,"GO:0019219","regulation of nucleobase-containing compound metabolic process",1063,79,68.72,"0.02447","10"
"1762",146,"GO:0007275","multicellular organism development",2395,176,154.84,"0.02451","10"
"1763",147,"GO:0070887","cellular response to chemical stimulus",984,86,63.62,"0.02641","10"
"1764",148,"GO:0044265","cellular macromolecule catabolic process",347,30,22.43,"0.02683","10"
"1765",149,"GO:0001932","regulation of protein phosphorylation",39,6,2.52,"0.02695","10"
"1766",150,"GO:0007154","cell communication",1202,98,77.71,"0.02721","10"
"1767",151,"GO:0009057","macromolecule catabolic process",519,42,33.55,"0.02776","10"
"1768",152,"GO:0030148","sphingolipid biosynthetic process",22,6,1.42,"0.02827","10"
"1769",153,"GO:0010498","proteasomal protein catabolic process",159,16,10.28,"0.02836","10"
"1770",154,"GO:0009956","radial pattern formation",20,4,1.29,"0.02847","10"
"1771",155,"GO:0019722","calcium-mediated signaling",20,4,1.29,"0.02847","10"
"1772",156,"GO:0046486","glycerolipid metabolic process",121,13,7.82,"0.02857","10"
"1773",157,"GO:0030163","protein catabolic process",335,29,21.66,"0.02869","10"
"1774",158,"GO:0055082","cellular chemical homeostasis",109,12,7.05,"0.02929","10"
"1775",159,"GO:0044272","sulfur compound biosynthetic process",73,9,4.72,"0.02929","10"
"1776",160,"GO:0000278","mitotic cell cycle",173,17,11.18,"0.02981","10"
"1777",161,"GO:0006793","phosphorus metabolic process",985,77,63.68,"0.03044","10"
"1778",162,"GO:0009152","purine ribonucleotide biosynthetic process",62,8,4.01,"0.03048","10"
"1779",163,"GO:0051258","protein polymerization",30,5,1.94,"0.03089","10"
"1780",164,"GO:0009404","toxin metabolic process",30,5,1.94,"0.03089","10"
"1781",165,"GO:0045893","positive regulation of DNA-templated transcription",227,21,14.68,"0.03091","10"
"1782",166,"GO:0051781","positive regulation of cell division",12,3,0.78,"0.03116","10"
"1783",167,"GO:0030042","actin filament depolymerization",12,3,0.78,"0.03116","10"
"1784",168,"GO:0009611","response to wounding",296,26,19.14,"0.03158","10"
"1785",169,"GO:0009957","epidermal cell fate specification",5,2,0.32,"0.03159","10"
"1786",170,"GO:0051289","protein homotetramerization",5,2,0.32,"0.03159","10"
"1787",171,"GO:0006089","lactate metabolic process",5,2,0.32,"0.03159","10"
"1788",172,"GO:0000912","assembly of actomyosin apparatus involved in cytokinesis",5,2,0.32,"0.03159","10"
"1789",173,"GO:0000914","phragmoplast assembly",5,2,0.32,"0.03159","10"
"1790",174,"GO:0009249","protein lipoylation",5,2,0.32,"0.03159","10"
"1791",175,"GO:1902410","mitotic cytokinetic process",5,2,0.32,"0.03159","10"
"1792",176,"GO:0042182","ketone catabolic process",5,2,0.32,"0.03159","10"
"1793",177,"GO:1902407","assembly of actomyosin apparatus involved in mitotic cytokinesis",5,2,0.32,"0.03159","10"
"1794",178,"GO:0070676","intralumenal vesicle formation",5,2,0.32,"0.03159","10"
"1795",179,"GO:0006621","protein retention in ER lumen",5,2,0.32,"0.03159","10"
"1796",180,"GO:0051596","methylglyoxal catabolic process",5,2,0.32,"0.03159","10"
"1797",181,"GO:0006183","GTP biosynthetic process",5,2,0.32,"0.03159","10"
"1798",182,"GO:0046039","GTP metabolic process",5,2,0.32,"0.03159","10"
"1799",183,"GO:0009438","methylglyoxal metabolic process",5,2,0.32,"0.03159","10"
"1800",184,"GO:0051640","organelle localization",98,11,6.34,"0.03177","10"
"1801",185,"GO:1903508","positive regulation of nucleic acid-templated transcription",228,21,14.74,"0.03221","10"
"1802",186,"GO:1902680","positive regulation of RNA biosynthetic process",228,21,14.74,"0.03221","10"
"1803",187,"GO:0009991","response to extracellular stimulus",162,16,10.47,"0.03296","10"
"1804",188,"GO:0034599","cellular response to oxidative stress",45,9,2.91,"0.03315","10"
"1805",189,"GO:1903506","regulation of nucleic acid-templated transcription",912,68,58.96,"0.03315","10"
"1806",190,"GO:0006119","oxidative phosphorylation",29,7,1.87,"0.03325","10"
"1807",191,"GO:0008064","regulation of actin polymerization or depolymerization",21,4,1.36,"0.03356","10"
"1808",192,"GO:0080022","primary root development",21,4,1.36,"0.03356","10"
"1809",193,"GO:0030832","regulation of actin filament length",21,4,1.36,"0.03356","10"
"1810",194,"GO:0032271","regulation of protein polymerization",21,4,1.36,"0.03356","10"
"1811",195,"GO:0051651","maintenance of location in cell",21,4,1.36,"0.03356","10"
"1812",196,"GO:1905039","carboxylic acid transmembrane transport",41,6,2.65,"0.03360","10"
"1813",197,"GO:0043455","regulation of secondary metabolic process",41,6,2.65,"0.03360","10"
"1814",198,"GO:1903825","organic acid transmembrane transport",41,6,2.65,"0.03360","10"
"1815",199,"GO:2001141","regulation of RNA biosynthetic process",913,68,59.03,"0.03382","10"
"1816",200,"GO:0008654","phospholipid biosynthetic process",99,11,6.4,"0.03389","10"
"1817",201,"GO:0006511","ubiquitin-dependent protein catabolic process",243,22,15.71,"0.03409","10"
"1818",202,"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",137,14,8.86,"0.03448","10"
"1819",203,"GO:0009225","nucleotide-sugar metabolic process",31,5,2,"0.03508","10"
"1820",204,"GO:0046364","monosaccharide biosynthetic process",31,5,2,"0.03508","10"
"1821",205,"GO:0003333","amino acid transmembrane transport",31,5,2,"0.03508","10"
"1822",206,"GO:0071396","cellular response to lipid",327,28,21.14,"0.03514","10"
"1823",207,"GO:0019637","organophosphate metabolic process",355,34,22.95,"0.03542","10"
"1824",208,"GO:0006164","purine nucleotide biosynthetic process",64,8,4.14,"0.03600","10"
"1825",209,"GO:0010256","endomembrane system organization",76,9,4.91,"0.03676","10"
"1826",210,"GO:0019941","modification-dependent protein catabolic process",245,22,15.84,"0.03684","10"
"1827",211,"GO:0051173","positive regulation of nitrogen compound metabolic process",371,31,23.99,"0.03698","10"
