Orthogroup	D_muscipula.proteins	A_thaliana.proteins
OG0006087	Dm_00013158-RA	AT5G06340.1, AT3G10620.1
OG0006088	Dm_00011929-RA	AT2G30070.2, AT2G30070.1
OG0006089	Dm_00007534-RA	AT4G04670.1
OG0006090	Dm_00006798-RA	AT3G03710.1
OG0006091	Dm_00017309-RA	AT5G02130.1
OG0006092	Dm_00020079-RA	AT5G60370.1, AT3G57110.1, AT5G60370.2
OG0006093	Dm_00003089-RA	AT3G54860.2, AT3G54860.1
OG0006094	Dm_00004713-RA	AT2G30800.2, AT2G30800.1
OG0006095	Dm_00012327-RA	AT5G47630.1, AT5G47630.2, AT5G47630.3
OG0006096	Dm_00001461-RA	AT2G35630.1, AT2G35630.2
OG0006097	Dm_00013141-RA	AT1G72440.1
OG0006098	Dm_00007883-RA	AT5G59560.1, AT5G59560.2
OG0006099	Dm_00005862-RA	AT4G05180.2, AT4G05180.1, AT4G21280.1, AT4G21280.2
OG0006100	Dm_00018717-RA	AT5G06690.4, AT5G06690.2, AT5G06690.3, AT5G06690.1
OG0006101	Dm_00019504-RA	AT5G04240.1
OG0006102	Dm_00010359-RA, Dm_00003752-RA	AT5G44200.1, AT5G44200.2
OG0006104	Dm_00015545-RA	AT3G55220.1, AT3G55200.3, AT3G55200.1, AT3G55200.2
OG0006105	Dm_00009048-RA	AT5G35690.1
OG0006106	Dm_00006727-RA, Dm_00012506-RA	AT4G17220.1
OG0006107	Dm_00012282-RA	AT1G67190.2, AT1G67190.1
OG0006108	Dm_00005694-RA	AT2G29960.2, AT2G29960.3, AT2G29960.1, AT5G58710.1
OG0006109	Dm_00001574-RA	AT3G08760.1, AT3G08760.3, AT3G08760.2
OG0006111	Dm_00007419-RA, Dm_00007420-RA	AT3G11960.1, AT3G11960.3, AT3G11960.2, AT3G11960.4
OG0006112	Dm_00005069-RA	AT1G05270.1, AT2G32340.2, AT2G32340.1
OG0006115	Dm_00001791-RA	AT2G36310.1
OG0006116	Dm_00015772-RA	AT1G62640.1, AT1G62640.2
OG0006118	Dm_00007868-RA	AT3G52200.2, AT3G52200.1
OG0006119	Dm_00013342-RA	AT2G41870.1, AT3G57540.1
OG0006121	Dm_00003093-RA	AT3G54060.2, AT3G54060.1, AT2G37960.1, AT2G37960.2
OG0006122	Dm_00004198-RA	AT2G46560.3, AT2G46560.2, AT2G46560.1
OG0006123	Dm_00007376-RA, Dm_00005646-RA, Dm_00005100-RA	AT5G04590.1
OG0006124	Dm_00014987-RA	AT1G51140.1
OG0006125	Dm_00001562-RA	AT3G08670.1
OG0006126	Dm_00006702-RA	AT4G28750.1, AT2G20260.1
OG0006127	Dm_00007682-RA	AT5G66005.7, AT5G66005.1, AT5G66005.5, AT5G66005.6, AT5G66005.4, AT5G66005.8, AT5G66005.3, AT5G66005.2
OG0006128	Dm_00019661-RA	AT4G19003.6, AT4G19003.4, AT4G19003.2, AT4G19003.1, AT4G19003.3, AT4G19003.5
OG0006129	Dm_00010501-RA	AT3G57300.1, AT3G57300.3, AT3G57300.2, AT3G57300.4
OG0006130	Dm_00001488-RA, Dm_00010448-RA	AT4G24130.1
OG0006131	Dm_00001848-RA	AT3G48520.1, AT5G63450.2, AT5G63450.1
OG0006132	Dm_00000186-RA	AT5G24500.1
OG0006133	Dm_00010857-RA	AT2G33740.1, AT2G33740.2
OG0006134	Dm_00012257-RA	AT5G40580.3, AT5G40580.4, AT3G27430.3, AT5G40580.1, AT5G40580.2, AT3G27430.2, AT3G27430.1
OG0006135	Dm_00003933-RA	AT4G37040.1
OG0006136	Dm_00001262-RA	AT2G01905.1
OG0006137	Dm_00008841-RA	AT1G67550.1
OG0006139	Dm_00017457-RA	AT1G24480.1
OG0006139	Dm_00001678-RA	AT4G24805.1
OG0006140	Dm_00010050-RA	AT4G23840.1
OG0006141	Dm_00016209-RA, Dm_00013411-RA	AT4G35880.1, AT4G35880.2
OG0006142	Dm_00013818-RA	AT5G09840.1, AT5G64710.2, AT5G64710.1
OG0006143	Dm_00017609-RA	AT5G40530.4, AT5G40530.2, AT5G40530.3, AT5G40530.1
OG0006145	Dm_00020864-RA	AT5G37340.3, AT5G37340.1, AT5G37340.2, AT5G37340.4, AT5G22480.1
OG0006146	Dm_00005005-RA	AT3G59630.2, AT3G59630.1, AT3G59630.3
OG0006147	Dm_00016778-RA	AT2G19640.2, AT2G19640.1
OG0006148	Dm_00007540-RA	AT1G20950.1, AT1G76550.1
OG0006149	Dm_00000910-RA	AT3G60720.1, AT3G60720.3, AT3G60720.2
OG0006150	Dm_00000309-RA	AT5G63380.1
OG0006151	Dm_00012878-RA, Dm_00003040-RA	AT1G19850.2, AT1G19850.1
OG0006152	Dm_00017215-RA, Dm_00020037-RA	AT1G14490.1, AT1G14490.2, AT5G49700.1
OG0006153	Dm_00012020-RA	AT1G71430.1
OG0006154	Dm_00010262-RA	AT3G50360.1
OG0006156	Dm_00007560-RA	AT4G01210.1
OG0006157	Dm_00011681-RA	AT1G01860.4, AT1G01860.5, AT1G01860.1, AT1G01860.2, AT1G01860.3
OG0006158	Dm_00009376-RA	AT5G19870.1, AT1G55240.1, AT1G55230.1
OG0006159	Dm_00017478-RA	AT5G46160.2, AT5G46160.1
OG0006160	Dm_00002347-RA, Dm_00011324-RA, Dm_00002346-RA	AT1G71150.2, AT1G71150.1, AT1G22970.3, AT1G22970.2, AT1G22970.4, AT1G22970.1, AT1G22980.2, AT1G22980.1
OG0006161	Dm_00001639-RA	AT1G30230.2, AT1G30230.1, AT2G18110.1
OG0006162	Dm_00009621-RA	AT1G47420.1
OG0006163	Dm_00001635-RA	AT3G05670.2, AT3G05670.3, AT3G05670.1
OG0006164	Dm_00018341-RA	AT4G15850.1
OG0006165	Dm_00018463-RA	AT5G53210.1, AT5G53210.2
OG0006167	Dm_00009739-RA	AT5G65540.1
OG0006168	Dm_00014814-RA	AT5G37370.4, AT5G37370.6, AT5G37370.7, AT5G37370.5, AT5G37370.2, AT5G37370.1
OG0006169	Dm_00015826-RA	AT1G33440.1, AT1G59740.1
OG0006170	Dm_00002890-RA, Dm_00002891-RA	AT5G08710.2, AT5G08710.1
OG0006171	Dm_00000283-RA	AT5G50720.1, AT4G24960.1, AT4G24960.3, AT4G24960.2
OG0006172	Dm_00009718-RA	AT1G49970.1
OG0006173	Dm_00002018-RA	AT3G04470.1
OG0006175	Dm_00011264-RA	AT5G49070.1, AT5G49070.2
OG0006175	Dm_00007568-RA, Dm_00000617-RA	AT1G71160.1
OG0006176	Dm_00008819-RA	AT3G48430.1, AT3G48430.2
OG0006177	Dm_00003435-RA	AT2G16500.1, AT4G34710.1, AT4G34710.2
OG0006178	Dm_00007569-RA	AT5G27830.6, AT5G27830.2, AT5G27830.1, AT5G27830.5, AT5G27830.4, AT5G27830.3
OG0006179	Dm_00003459-RA	AT4G24500.3, AT4G24500.1, AT4G24500.2
OG0006180	Dm_00003672-RA	AT4G27800.3, AT4G27800.2, AT4G27800.1
OG0006181	Dm_00013853-RA	AT1G22860.1
OG0006182	Dm_00002357-RA	AT1G27760.3, AT1G27760.1, AT1G27760.2
OG0006183	Dm_00009903-RA	AT1G27980.1
OG0006185	Dm_00011745-RA, Dm_00016490-RA, Dm_00013877-RA	AT1G18080.1, AT3G18130.1, AT1G48630.1
OG0006186	Dm_00016436-RA	AT1G73480.1, AT1G18360.1
OG0006187	Dm_00014141-RA, Dm_00014321-RA, Dm_00008215-RA	AT5G08330.1, AT5G23280.1
OG0006188	Dm_00007794-RA	AT2G01320.3, AT2G01320.2, AT2G01320.1, AT2G01320.4, AT2G01320.8, AT2G01320.5, AT2G01320.7, AT2G01320.6
OG0006189	Dm_00017060-RA, Dm_00017061-RA	AT5G58220.3, AT5G58220.2, AT5G58220.1
OG0006190	Dm_00007222-RA	AT1G73350.2, AT1G73350.6, AT1G73350.4, AT1G73350.5, AT1G73350.7, AT1G73350.3, AT1G73350.1
OG0006192	Dm_00000497-RA	AT4G16340.1, AT4G16340.2
OG0006193	Dm_00006385-RA	AT1G55325.4, AT1G55325.1, AT1G55325.3, AT1G55325.2
OG0006194	Dm_00010773-RA	AT3G01180.1
OG0006196	Dm_00009675-RA	AT5G16150.1, AT5G16150.3, AT5G16150.2
OG0006198	Dm_00008429-RA	AT1G25220.1, AT1G25220.2, AT5G57890.1, AT1G24807.1, AT1G24909.1, AT1G25155.1, AT1G25083.1
OG0006200	Dm_00005203-RA	AT3G28140.2, AT3G28140.1, AT5G40190.1
OG0006201	Dm_00011392-RA, Dm_00016551-RA	AT4G17880.1, AT5G46760.1, AT1G32640.1
OG0006202	Dm_00007303-RA, Dm_00002848-RA	AT4G19640.1, AT5G45130.2, AT5G45130.1
OG0006203	Dm_00020507-RA, Dm_00010472-RA	AT3G07770.2, AT3G07770.1, AT3G07770.3
OG0006204	Dm_00015859-RA	AT4G20130.1, AT4G20130.3, AT4G20130.2
OG0006205	Dm_00010321-RA	AT2G03370.1, AT2G03370.2, AT2G03360.1, AT2G03360.2
OG0006207	Dm_00009850-RA, Dm_00009851-RA	AT3G18390.1
OG0006208	Dm_00004766-RA, Dm_00017287-RA	AT5G08300.1, AT5G23250.1, AT5G23250.2
OG0006209	Dm_00002189-RA	AT2G03350.1
OG0006210	Dm_00020381-RA	AT1G24490.2, AT1G24490.1
OG0006211	Dm_00013706-RA	AT1G18900.2, AT1G18900.1, AT1G18900.3, AT1G18900.4, AT1G74750.2, AT1G74750.1, AT1G74750.3, AT1G74750.4
OG0006212	Dm_00008091-RA	AT5G16200.1, AT5G16200.2, AT1G66890.1
OG0006213	Dm_00011994-RA	AT1G48480.1
OG0006215	Dm_00007413-RA	AT5G48240.1, AT5G48240.2, AT5G48240.3
OG0006216	Dm_00021041-RA	AT5G07990.1
OG0006217	Dm_00019102-RA, Dm_00002509-RA	AT1G80070.1, AT4G38780.1
OG0006218	Dm_00009902-RA, Dm_00014505-RA	AT1G68890.2, AT1G68890.1
OG0006219	Dm_00006507-RA	AT2G46200.2, AT2G46200.1, AT2G46200.4, AT2G46200.3
OG0006220	Dm_00009367-RA	AT1G60170.1
OG0006221	Dm_00017787-RA	AT1G10560.1, AT1G60190.1
OG0006222	Dm_00015451-RA, Dm_00013408-RA	AT3G03430.1, AT5G17480.1
OG0006224	Dm_00002389-RA	AT1G08400.1
OG0006225	Dm_00008093-RA	AT3G02580.1, AT3G02590.2, AT3G02590.1
OG0006226	Dm_00009136-RA	AT5G16260.1
OG0006227	Dm_00003280-RA	AT4G32180.2, AT4G32180.3, AT4G32180.1
OG0006228	Dm_00017499-RA	AT4G12650.1
OG0006230	Dm_00003193-RA	AT1G70730.1, AT1G70730.3, AT1G70730.2, AT1G23190.1
OG0006231	Dm_00003197-RA, Dm_00000398-RA	AT2G01600.1
OG0006232	Dm_00006162-RA	AT4G12790.5, AT4G12790.1, AT4G12790.6, AT4G12790.4, AT4G12790.2, AT4G12790.3
OG0006233	Dm_00007159-RA	AT5G08160.2, AT5G08160.1
OG0006234	Dm_00006917-RA	AT1G67180.2, AT1G67180.5, AT1G67180.7, AT1G67180.3, AT1G67180.4, AT1G67180.6, AT1G67180.1
OG0006235	Dm_00003380-RA	AT5G03430.1
OG0006238	Dm_00016898-RA	AT1G70480.2, AT1G70480.1
OG0006239	Dm_00018318-RA	AT3G12940.1, AT3G12940.2, AT3G12940.3
OG0006240	Dm_00001988-RA	AT1G14180.1, AT1G14180.2, AT5G18260.1
OG0006241	Dm_00008701-RA	AT1G77890.2, AT1G77890.3, AT1G77890.1, AT1G77890.5, AT1G77890.4, AT4G08540.1
OG0006242	Dm_00018557-RA	AT5G51960.1, AT5G51960.2
OG0006243	Dm_00002177-RA	AT1G74380.1, AT5G07720.1
OG0006244	Dm_00012763-RA	AT3G01590.1, AT3G01590.2, AT5G14500.2, AT5G14500.1
OG0006245	Dm_00003175-RA	AT2G03620.2, AT2G03620.1
OG0006246	Dm_00004752-RA, Dm_00010770-RA	AT3G47640.1, AT3G47640.3, AT3G47640.2
OG0006247	Dm_00009956-RA	AT1G48760.2, AT1G48760.1, AT1G48760.3
OG0006250	Dm_00011026-RA, Dm_00002694-RA	AT4G10650.1
OG0006251	Dm_00006556-RA	AT5G65200.1, AT5G62560.1, AT3G47820.1
OG0006252	Dm_00008719-RA	AT1G26090.1
OG0006253	Dm_00016418-RA	AT3G48150.2, AT3G48150.1
OG0006254	Dm_00003261-RA	AT1G27440.1
OG0006255	Dm_00020857-RA	AT2G35230.1, AT2G35230.3
OG0006260	Dm_00008428-RA	AT2G01850.1, AT1G14720.1
OG0006261	Dm_00019385-RA	AT3G17450.2, AT3G17450.1
OG0006263	Dm_00000411-RA	AT5G24680.1
OG0006265	Dm_00004957-RA	AT4G39100.1, AT4G39100.2
OG0006296	Dm_00013839-RA	AT1G01930.1
OG0006297	Dm_00013933-RA	AT2G47890.3, AT2G47890.1, AT2G47890.2
OG0006298	Dm_00019208-RA	AT5G20995.1
OG0006299	Dm_00019136-RA	AT3G55830.1
OG0006301	Dm_00007210-RA	AT1G78450.1, AT1G17100.1
OG0006303	Dm_00009812-RA	AT3G23800.2, AT3G23800.1, AT4G14040.1, AT4G14030.1, AT4G14030.2
OG0006304	Dm_00015606-RA, Dm_00014345-RA	AT1G09620.1
OG0006305	Dm_00020383-RA, Dm_00009884-RA	AT2G29700.1
OG0006305	Dm_00017947-RA	AT5G05710.1
OG0006306	Dm_00005625-RA	AT3G52075.1
OG0006307	Dm_00014372-RA	AT5G01220.1, AT5G01220.2
OG0006309	Dm_00017399-RA, Dm_00001308-RA	AT1G32130.2, AT1G32130.1
OG0006310	Dm_00001107-RA	AT1G78922.1
OG0006312	Dm_00014474-RA, Dm_00002584-RA	AT4G14860.1
OG0006313	Dm_00015647-RA	AT3G53630.1, AT3G53630.2
OG0006314	Dm_00000496-RA	AT3G10860.2, AT3G10860.1, AT5G05370.1
OG0006315	Dm_00009747-RA	AT3G06290.2, AT3G06290.1, AT3G06290.3, AT3G06290.4
OG0006316	Dm_00010213-RA	AT2G39550.1
OG0006317	Dm_00001277-RA	AT3G10270.1, AT3G10270.2, AT5G04130.1, AT5G04110.3, AT5G04110.1, AT5G04110.2, AT5G04110.4, AT5G04130.2, AT5G04130.3
OG0006318	Dm_00009606-RA	AT3G52240.1
OG0006319	Dm_00019031-RA	AT5G30510.1
OG0006320	Dm_00018331-RA	AT4G30580.1
OG0006321	Dm_00008324-RA	AT3G43920.6, AT3G43920.4, AT3G43920.3, AT3G43920.5, AT3G43920.2, AT3G43920.1
OG0006322	Dm_00008482-RA, Dm_00006549-RA	AT1G10840.1, AT1G10840.2
OG0006323	Dm_00014322-RA	AT5G04510.2, AT5G04510.1, AT3G10540.1
OG0006324	Dm_00012460-RA, Dm_00016789-RA	AT1G08810.3, AT1G08810.2, AT1G08810.1
OG0006325	Dm_00014157-RA, Dm_00016339-RA	AT1G50460.1, AT1G50460.3
OG0006326	Dm_00013832-RA	AT4G22745.1, AT3G63030.1
OG0006327	Dm_00013775-RA	AT1G60080.1
OG0006329	Dm_00017613-RA	AT1G79360.1, AT1G16390.1
OG0006330	Dm_00012022-RA, Dm_00003906-RA	AT1G74480.1, AT1G18790.1, AT5G66990.1
OG0006331	Dm_00004423-RA	AT1G31730.1
OG0006332	Dm_00001248-RA	AT3G07860.1, AT3G07860.3, AT3G07860.2
OG0006333	Dm_00008686-RA, Dm_00001096-RA	AT5G26742.3, AT5G26742.2, AT5G26742.1
OG0006335	Dm_00008172-RA	AT5G53400.1, AT4G27890.1
OG0006336	Dm_00018710-RA, Dm_00018711-RA	AT4G16160.2, AT4G16160.1
OG0006338	Dm_00016508-RA	AT4G14750.1, AT4G14750.2, AT4G14750.3
OG0006339	Dm_00009875-RA, Dm_00017397-RA	AT3G52030.1, AT3G52030.2
OG0006341	Dm_00007567-RA	AT5G27760.1, AT3G05550.1
OG0006342	Dm_00000479-RA, Dm_00010149-RA	AT5G22940.2, AT5G22940.1, AT2G28110.1
OG0006343	Dm_00015450-RA, Dm_00015449-RA	AT3G06960.1, AT3G06960.2
OG0006344	Dm_00011069-RA	AT4G02940.1
OG0006345	Dm_00020811-RA, Dm_00019846-RA	AT3G05290.1, AT5G27520.1
OG0006347	Dm_00007886-RA	AT2G36660.1
OG0006348	Dm_00013066-RA	AT5G27660.1, AT5G27660.2
OG0006349	Dm_00005126-RA	AT2G41490.1, AT3G57220.1
OG0006350	Dm_00010257-RA	AT2G39980.1
OG0006351	Dm_00006866-RA	AT4G25650.2, AT4G25650.1
OG0006352	Dm_00001802-RA	AT2G47470.4, AT2G47470.2, AT2G47470.3, AT2G47470.1
OG0006353	Dm_00019802-RA	AT5G19280.1, AT5G19280.2
OG0006355	Dm_00012530-RA	AT2G30710.1
OG0006356	Dm_00014749-RA	AT1G14610.1
OG0006357	Dm_00003576-RA	AT1G01370.1, AT1G01370.4, AT1G01370.3, AT1G01370.2
OG0006358	Dm_00009490-RA	AT2G40400.3, AT2G40400.2, AT2G40400.1, AT3G56140.2, AT3G56140.1, AT3G56140.3
OG0006359	Dm_00014158-RA, Dm_00016338-RA, Dm_00006008-RA	AT3G20060.2, AT3G20060.1, AT1G50490.1
OG0006360	Dm_00010817-RA	AT5G01530.1, AT3G08940.2, AT2G40100.2, AT2G40100.1
OG0006361	Dm_00001167-RA, Dm_00012152-RA	AT2G41410.1, AT3G10190.1
OG0006362	Dm_00010740-RA, Dm_00001959-RA, Dm_00001958-RA	AT4G18300.1, AT2G34970.1, AT3G02270.1
OG0006363	Dm_00001164-RA	AT3G46940.2, AT3G46940.1
OG0006364	Dm_00006779-RA	AT4G14930.2, AT4G14930.1
OG0006365	Dm_00008276-RA	AT3G08930.1, AT5G01460.1
OG0006366	Dm_00015851-RA	AT2G43560.2, AT2G43560.1
OG0006367	Dm_00005302-RA	AT2G16710.3, AT2G16710.1, AT2G36260.1
OG0006369	Dm_00011391-RA	AT5G05450.1, AT1G71370.1
OG0006370	Dm_00009874-RA	AT3G11945.1, AT3G11945.2
OG0006371	Dm_00002463-RA	AT5G12290.2, AT5G12290.3, AT5G12290.1, AT5G12290.4
OG0006372	Dm_00016760-RA, Dm_00016761-RA, Dm_00006061-RA	AT5G25800.1, AT5G25800.2
OG0006373	Dm_00008265-RA, Dm_00006730-RA	AT1G49810.1, AT3G19490.1
OG0006374	Dm_00004881-RA, Dm_00007091-RA	AT4G34500.1
OG0006375	Dm_00020476-RA, Dm_00017192-RA	AT1G10270.1
OG0006376	Dm_00020401-RA, Dm_00001134-RA	AT1G48460.2, AT1G48460.1
OG0006377	Dm_00008098-RA	AT4G09720.6, AT4G09720.5, AT4G09720.2, AT4G09720.3, AT4G09720.4, AT4G09720.1
OG0006378	Dm_00003962-RA	AT1G12460.1, AT1G12460.2, AT1G62950.1
OG0006379	Dm_00009717-RA	AT2G14835.2, AT2G14835.1
OG0006380	Dm_00018280-RA	AT2G26460.1
OG0006381	Dm_00007606-RA	AT2G22010.2, AT2G22010.1
OG0006382	Dm_00006850-RA	AT1G44780.1, AT1G44780.2, AT4G08310.1
OG0006383	Dm_00016011-RA	AT1G77440.1, AT1G77440.2, AT1G21720.1
OG0006385	Dm_00012994-RA	AT1G69740.3, AT1G69740.2, AT1G69740.1, AT1G44318.1
OG0006388	Dm_00015039-RA	AT4G39830.1
OG0006390	Dm_00008983-RA	AT5G65950.1
OG0006391	Dm_00019283-RA, Dm_00010195-RA	AT5G08415.1
OG0006392	Dm_00006210-RA	AT4G37380.1
OG0006393	Dm_00004350-RA, Dm_00016254-RA	AT5G67385.5, AT5G67385.2, AT5G67385.4, AT5G67385.3, AT5G67385.1
OG0006394	Dm_00005722-RA	AT5G60930.1, AT5G60930.2, AT5G60930.3
OG0006395	Dm_00013308-RA	AT1G21700.1
OG0006396	Dm_00005322-RA, Dm_00002420-RA	AT5G67270.1
OG0006397	Dm_00007094-RA, Dm_00004879-RA	AT3G11710.1
OG0006398	Dm_00010372-RA	AT4G20930.2, AT4G20930.1
OG0006400	Dm_00010031-RA	AT3G43300.1, AT3G43300.2, AT3G43300.3
OG0006401	Dm_00003223-RA	AT3G50520.1
OG0006402	Dm_00008338-RA	AT1G19860.2, AT1G19860.1
OG0006403	Dm_00012540-RA	AT5G49810.1
OG0006404	Dm_00011376-RA	AT1G16570.2, AT1G16570.1
OG0006405	Dm_00003030-RA	AT4G24190.2, AT4G24190.1
OG0006406	Dm_00017277-RA	AT5G03290.1, AT3G09810.1
OG0006407	Dm_00001261-RA	AT1G42430.1, AT1G42430.2
OG0006408	Dm_00005736-RA, Dm_00004469-RA	AT4G30770.1
OG0006409	Dm_00003064-RA	AT5G56360.1
OG0006410	Dm_00017874-RA	AT2G23770.1
OG0006411	Dm_00011672-RA	AT4G33380.1, AT4G33380.2
OG0006412	Dm_00007357-RA	AT3G57940.2, AT3G57940.1, AT1G10490.2, AT1G10490.1
OG0006413	Dm_00009669-RA, Dm_00018753-RA	AT1G03530.1
OG0006414	Dm_00006840-RA, Dm_00018524-RA	AT1G22250.1, AT1G78170.1
OG0006415	Dm_00008116-RA, Dm_00008115-RA	AT5G49820.1
OG0006416	Dm_00016756-RA	AT2G16270.1, AT1G16630.1
OG0006417	Dm_00012906-RA	AT1G17750.1, AT1G73080.1
OG0006418	Dm_00017740-RA	AT5G42630.2, AT5G42630.1
OG0006419	Dm_00001367-RA, Dm_00001368-RA	AT5G42470.1
OG0006420	Dm_00014293-RA	AT4G39620.2, AT4G39620.1
OG0006421	Dm_00005388-RA	AT4G38150.1, AT4G38150.3, AT4G38150.2
OG0006422	Dm_00004258-RA, Dm_00020009-RA	AT1G44760.2, AT1G44760.1
OG0006423	Dm_00001161-RA	AT1G45170.1, AT1G45170.2, AT5G42960.1
OG0006424	Dm_00000852-RA	AT1G20410.2, AT1G20410.1
OG0006425	Dm_00015950-RA	AT2G14260.1, AT2G14260.3, AT2G14260.2
OG0006426	Dm_00005791-RA	AT1G10040.1, AT1G10040.2
OG0006427	Dm_00007166-RA	AT3G26750.1
OG0006428	Dm_00002955-RA	AT5G21970.2, AT5G21970.1
OG0006429	Dm_00017661-RA	AT4G34660.1
OG0006430	Dm_00001738-RA	AT1G49430.2, AT1G49430.1
OG0006432	Dm_00004987-RA	AT4G21710.1
OG0006433	Dm_00015499-RA	AT3G15140.1, AT3G15140.2
OG0006434	Dm_00000690-RA, Dm_00002299-RA	AT4G18570.2, AT4G18570.1
OG0006435	Dm_00004990-RA, Dm_00004530-RA	AT4G21705.1
OG0006436	Dm_00009958-RA	AT4G25890.1, AT5G57290.3, AT5G57290.2, AT5G57290.1
OG0006437	Dm_00006807-RA	AT5G54580.1
OG0006438	Dm_00012693-RA	AT5G13690.2, AT5G13690.1
OG0006439	Dm_00000863-RA	AT3G20390.1, AT3G20390.2
OG0006440	Dm_00017806-RA	AT3G14570.2, AT3G14570.1, AT3G14570.3
OG0006441	Dm_00006580-RA, Dm_00003751-RA	AT2G20580.1, AT4G28470.1
OG0006442	Dm_00019681-RA	AT4G19070.2, AT4G19070.1
OG0006443	Dm_00016286-RA, Dm_00016931-RA	AT1G53240.1, AT3G15020.2, AT3G15020.1
OG0006444	Dm_00003917-RA	AT2G04845.4, AT2G04845.3, AT2G04845.2, AT2G04845.5, AT2G04845.1
OG0006445	Dm_00014247-RA	AT4G04880.1, AT4G04880.2, AT4G04880.3
OG0006447	Dm_00007214-RA	AT1G11655.1
OG0006448	Dm_00005108-RA	AT4G03280.1, AT4G03280.2
OG0006451	Dm_00012110-RA	AT4G20280.1
OG0006452	Dm_00009966-RA	AT3G12170.1, AT3G12170.2, AT5G06910.1
OG0006453	Dm_00013945-RA	AT1G53860.1, AT1G53860.2
OG0006454	Dm_00008088-RA	AT1G78670.1, AT1G78660.3, AT1G78660.1, AT1G78660.2, AT1G78680.2, AT1G78680.1
OG0006455	Dm_00016943-RA, Dm_00006587-RA, Dm_00003448-RA	AT5G66470.2, AT5G66470.1
OG0006459	Dm_00010630-RA	AT4G12590.1
OG0006460	Dm_00012298-RA	AT5G44720.1, AT5G44720.2, AT1G30910.1
OG0006461	Dm_00013993-RA	AT4G14145.1
OG0006462	Dm_00013380-RA	AT2G31450.2, AT2G31450.1, AT1G05900.2, AT1G05900.1
OG0006463	Dm_00003310-RA	AT4G25600.2, AT4G25600.4, AT4G25600.3, AT4G25600.1
OG0006464	Dm_00009514-RA	AT3G16000.1
OG0006465	Dm_00015497-RA	AT1G22700.2, AT1G22700.1, AT1G22700.3
OG0006466	Dm_00010384-RA	AT4G04850.1, AT4G04850.2
OG0006467	Dm_00018077-RA, Dm_00017137-RA	AT4G30960.1
OG0006469	Dm_00003063-RA, Dm_00007172-RA	AT5G51880.1
OG0006470	Dm_00013735-RA	AT5G19510.1, AT5G12110.1
OG0006472	Dm_00009855-RA	AT1G63980.1, AT1G63980.2
OG0006475	Dm_00019530-RA	AT4G14210.1, AT4G14210.2, AT4G14210.3
OG0006476	Dm_00014021-RA, Dm_00014022-RA, Dm_00020667-RA	AT4G31460.1
OG0006477	Dm_00006479-RA	AT3G57570.1, AT3G57570.2
OG0006479	Dm_00015395-RA	AT5G62310.1
OG0006480	Dm_00007927-RA	AT5G56740.1, AT5G56740.2
OG0006481	Dm_00005246-RA	AT1G80710.1
OG0006482	Dm_00007554-RA	AT1G01920.2, AT1G01920.4, AT1G01920.1, AT1G01920.5, AT1G01920.3
OG0006483	Dm_00000632-RA, Dm_00007633-RA	AT4G32620.1, AT4G32620.2
OG0006484	Dm_00000558-RA	AT1G08880.1, AT1G54690.1
OG0006487	Dm_00014108-RA	AT2G24260.2, AT5G58010.1
OG0006488	Dm_00018130-RA, Dm_00003655-RA	AT1G15670.1, AT1G80440.1
OG0006489	Dm_00003719-RA	AT5G61500.1
OG0006490	Dm_00002034-RA	AT5G41480.1
OG0006491	Dm_00003791-RA	AT5G33280.1
OG0006492	Dm_00014019-RA	AT5G19600.1
OG0006493	Dm_00016468-RA	AT4G28080.1
OG0006496	Dm_00008908-RA, Dm_00015858-RA	AT4G29010.1
OG0006497	Dm_00005353-RA	AT3G60370.2, AT3G60370.1
OG0006498	Dm_00021086-RA	AT1G72320.2, AT1G72320.3, AT1G72320.4, AT1G72320.1
OG0006500	Dm_00012043-RA	AT4G29240.2, AT4G29240.1, AT2G19780.1
OG0006501	Dm_00015880-RA, Dm_00002165-RA	AT5G11000.1, AT2G25200.1
OG0006502	Dm_00014209-RA, Dm_00011611-RA	AT2G45670.1
OG0006503	Dm_00018425-RA	AT1G11060.1, AT1G61030.1
OG0006504	Dm_00005118-RA	AT1G19230.1, AT1G19230.2
OG0006505	Dm_00006484-RA	AT1G52600.1
OG0006507	Dm_00018000-RA	AT3G20240.1
OG0006508	Dm_00004392-RA, Dm_00000376-RA	AT2G42160.3, AT2G42160.2, AT2G42160.1
OG0006509	Dm_00012976-RA	AT1G50120.1, AT1G50120.2
OG0006510	Dm_00001482-RA	AT1G64680.1, AT1G64680.2
OG0006511	Dm_00014416-RA	AT2G45620.1
OG0006513	Dm_00014657-RA	AT4G25290.1
OG0006514	Dm_00002893-RA	AT4G10320.1
OG0006515	Dm_00006260-RA	AT5G24060.1, AT5G24060.2, AT5G24060.3, AT3G49140.1
OG0006517	Dm_00000989-RA	AT5G61920.4, AT5G61920.5, AT5G61920.2, AT5G61920.1, AT5G61920.3, AT5G61920.6
OG0006518	Dm_00012557-RA	AT5G35360.3, AT5G35360.2, AT5G35360.1
OG0006519	Dm_00019521-RA	AT3G60620.1, AT3G60620.2, AT2G45150.3, AT2G45150.2, AT2G45150.1
OG0006520	Dm_00007908-RA	AT3G16270.2, AT3G16270.1, AT3G16270.3
OG0006521	Dm_00011711-RA	AT4G09980.2, AT4G09980.1
OG0006522	Dm_00004933-RA, Dm_00002318-RA	AT1G15880.1
