Orthogroup	D_muscipula.proteins	P_amilis.proteins
OG0005566	Dm_00014935-RA, Dm_00013565-RA	FUN_022636-T1, FUN_018746-T1, FUN_040747-T1
OG0005567	Dm_00012311-RA	FUN_026425-T1
OG0005568	Dm_00006464-RA	FUN_005942-T1, FUN_019410-T1
OG0005569	Dm_00005617-RA	FUN_050084-T1
OG0005570	Dm_00018920-RA	FUN_011273-T1
OG0005572	Dm_00012866-RA	FUN_020507-T1, FUN_021209-T1, FUN_031424-T1
OG0005573	Dm_00001017-RA	FUN_028702-T1, FUN_028702-T2, FUN_028702-T3
OG0005574	Dm_00009977-RA	FUN_037165-T1
OG0005575	Dm_00013240-RA	FUN_005370-T1, FUN_005370-T2
OG0005576	Dm_00001495-RA, Dm_00004180-RA	FUN_041249-T1, FUN_017267-T1
OG0005577	Dm_00006312-RA	FUN_018336-T1
OG0005579	Dm_00019636-RA	FUN_004528-T1
OG0005580	Dm_00006446-RA	FUN_012431-T2, FUN_012431-T1, FUN_035259-T1
OG0005581	Dm_00002073-RA, Dm_00008753-RA	FUN_028147-T1
OG0005583	Dm_00019572-RA	FUN_025195-T1
OG0005584	Dm_00002966-RA	FUN_022835-T2, FUN_022835-T3, FUN_022835-T1, FUN_013901-T1
OG0005585	Dm_00018374-RA	FUN_040734-T2, FUN_040734-T1, FUN_040734-T3
OG0005586	Dm_00008554-RA	FUN_005003-T1, FUN_005001-T2, FUN_005001-T1
OG0005587	Dm_00004601-RA	FUN_034875-T1
OG0005589	Dm_00004157-RA	FUN_023543-T1
OG0005590	Dm_00003123-RA	FUN_004459-T2, FUN_004459-T3, FUN_004459-T1, FUN_004458-T1, FUN_032688-T1
OG0005591	Dm_00015018-RA	FUN_025686-T1
OG0005592	Dm_00013763-RA, Dm_00020706-RA	FUN_050197-T1, FUN_024098-T2, FUN_024098-T1
OG0005593	Dm_00019258-RA	FUN_040046-T1
OG0005595	Dm_00005377-RA	FUN_050243-T1
OG0005596	Dm_00008011-RA	FUN_040627-T1, FUN_018627-T1, FUN_036579-T1
OG0005597	Dm_00003669-RA	FUN_026856-T1, FUN_034040-T1
OG0005598	Dm_00000900-RA, Dm_00002092-RA	FUN_040096-T1
OG0005599	Dm_00020846-RA	FUN_039987-T1, FUN_039987-T2
OG0005600	Dm_00007795-RA	FUN_033426-T1, FUN_016705-T1
OG0005601	Dm_00000893-RA, Dm_00002086-RA	FUN_019257-T1, FUN_040055-T1, FUN_040055-T2
OG0005603	Dm_00001051-RA	FUN_026302-T1, FUN_026302-T2
OG0005605	Dm_00007183-RA, Dm_00012189-RA	FUN_042395-T1, FUN_015856-T1
OG0005606	Dm_00002076-RA	FUN_030886-T1
OG0005609	Dm_00007907-RA	FUN_032084-T1
OG0005610	Dm_00020075-RA	FUN_026122-T1
OG0005611	Dm_00001511-RA, Dm_00018878-RA	FUN_047350-T1
OG0005612	Dm_00011253-RA	FUN_031635-T1
OG0005613	Dm_00003090-RA	FUN_039771-T2, FUN_039771-T1
OG0005614	Dm_00018680-RA	FUN_018041-T1, FUN_041929-T1
OG0005615	Dm_00006729-RA	FUN_047856-T1, FUN_047856-T2
OG0005617	Dm_00001879-RA	FUN_012851-T1, FUN_012851-T2
OG0005618	Dm_00001893-RA	FUN_046443-T1
OG0005619	Dm_00012947-RA	FUN_027557-T1, FUN_027557-T2
OG0005620	Dm_00020516-RA	FUN_049340-T1
OG0005621	Dm_00004478-RA	FUN_033959-T1, FUN_004415-T1
OG0005624	Dm_00009394-RA, Dm_00008406-RA	FUN_020725-T1, FUN_014306-T1
OG0005625	Dm_00000018-RA	FUN_004065-T2, FUN_004065-T4, FUN_004065-T3, FUN_004065-T1
OG0005626	Dm_00007911-RA	FUN_040261-T2, FUN_040261-T1
OG0005627	Dm_00010338-RA	FUN_013128-T1
OG0005628	Dm_00017643-RA	FUN_014148-T1, FUN_000762-T1, FUN_024150-T1, FUN_015492-T1
OG0005630	Dm_00000063-RA, Dm_00002536-RA	FUN_020277-T2, FUN_020277-T1, FUN_038972-T1
OG0005631	Dm_00002675-RA	FUN_046363-T1
OG0005632	Dm_00003517-RA, Dm_00017042-RA	FUN_008647-T1
OG0005633	Dm_00000506-RA	FUN_006662-T1
OG0005634	Dm_00012936-RA	FUN_027293-T1, FUN_027293-T2
OG0005636	Dm_00001587-RA	FUN_003986-T2, FUN_003986-T1
OG0005637	Dm_00001750-RA	FUN_007517-T1
OG0005638	Dm_00020447-RA	FUN_035721-T1, FUN_033758-T1, FUN_033758-T4
OG0005639	Dm_00006198-RA	FUN_049070-T2
OG0005640	Dm_00015185-RA	FUN_035771-T1
OG0005641	Dm_00003161-RA	FUN_028144-T1, FUN_028144-T2
OG0005642	Dm_00018854-RA, Dm_00002971-RA	FUN_008189-T1
OG0005645	Dm_00007689-RA	FUN_004552-T1
OG0005647	Dm_00011107-RA, Dm_00007708-RA	FUN_025035-T1
OG0005648	Dm_00017794-RA	FUN_042790-T2, FUN_042790-T1, FUN_042790-T3
OG0005649	Dm_00015486-RA	FUN_030124-T1
OG0005650	Dm_00003945-RA	FUN_049957-T1
OG0005651	Dm_00006146-RA	FUN_019100-T2, FUN_019100-T3, FUN_019100-T1
OG0005652	Dm_00000709-RA, Dm_00002291-RA	FUN_036738-T1
OG0005653	Dm_00013096-RA	FUN_018167-T1
OG0005654	Dm_00007805-RA	FUN_032649-T1, FUN_032649-T2
OG0005655	Dm_00016921-RA	FUN_002078-T2, FUN_002078-T3, FUN_002078-T1
OG0005656	Dm_00005410-RA	FUN_019109-T2, FUN_019109-T1, FUN_030337-T3, FUN_030337-T2, FUN_030337-T1
OG0005657	Dm_00005957-RA	FUN_008104-T1
OG0005657	Dm_00015957-RA	FUN_017486-T1
OG0005659	Dm_00001858-RA	FUN_042568-T1
OG0005660	Dm_00004672-RA	FUN_045820-T2, FUN_045820-T1
OG0005661	Dm_00002204-RA	FUN_052624-T1, FUN_052624-T4, FUN_052624-T2, FUN_052624-T3
OG0005662	Dm_00002517-RA, Dm_00005645-RA, Dm_00007375-RA	FUN_036414-T1
OG0005662	Dm_00005099-RA	FUN_052729-T1
OG0005663	Dm_00013739-RA	FUN_036282-T1
OG0005664	Dm_00009144-RA	FUN_035698-T1
OG0005665	Dm_00017303-RA	FUN_027475-T1
OG0005667	Dm_00001687-RA	FUN_001774-T1
OG0005668	Dm_00015280-RA	FUN_016727-T1
OG0005669	Dm_00008502-RA, Dm_00008503-RA	FUN_045502-T1, FUN_011194-T1
OG0005670	Dm_00013466-RA	FUN_012955-T1
OG0005671	Dm_00010572-RA	FUN_047615-T1
OG0005672	Dm_00016105-RA	FUN_001658-T1
OG0005673	Dm_00011077-RA	FUN_027553-T2, FUN_027553-T3, FUN_027553-T1
OG0005674	Dm_00011383-RA	FUN_046154-T1
OG0005675	Dm_00000336-RA	FUN_008591-T1
OG0005676	Dm_00001290-RA	FUN_004472-T1
OG0005677	Dm_00005199-RA	FUN_010916-T1, FUN_010916-T2
OG0005679	Dm_00005326-RA	FUN_052803-T2, FUN_052803-T1
OG0005679	Dm_00006737-RA	FUN_047201-T1, FUN_051737-T1
OG0005680	Dm_00005814-RA, Dm_00017778-RA	FUN_032090-T1, FUN_032090-T2
OG0005681	Dm_00002358-RA	FUN_013121-T1
OG0005682	Dm_00012985-RA, Dm_00004973-RA	FUN_017490-T1
OG0005683	Dm_00007950-RA	FUN_036945-T1
OG0005684	Dm_00012431-RA	FUN_029044-T2, FUN_029044-T1
OG0005685	Dm_00002438-RA	FUN_001492-T2, FUN_001492-T1
OG0005686	Dm_00009683-RA	FUN_009359-T1
OG0005687	Dm_00004856-RA	FUN_036671-T4, FUN_036671-T1, FUN_036671-T2, FUN_036671-T3
OG0005688	Dm_00013053-RA	FUN_020391-T1, FUN_020391-T2
OG0005689	Dm_00010815-RA	FUN_030683-T1, FUN_009477-T1
OG0005690	Dm_00016619-RA	FUN_022070-T1
OG0005691	Dm_00008328-RA	FUN_051355-T1, FUN_015168-T1, FUN_015168-T2
OG0005692	Dm_00011823-RA	FUN_016204-T1, FUN_016211-T1, FUN_036624-T1, FUN_016210-T1
OG0005693	Dm_00017149-RA	FUN_025365-T4, FUN_025365-T2, FUN_025365-T3, FUN_025365-T1
OG0005694	Dm_00005541-RA	FUN_028955-T1
OG0005696	Dm_00003113-RA	FUN_037411-T2, FUN_037411-T1
OG0005697	Dm_00005306-RA	FUN_002474-T1
OG0005698	Dm_00015898-RA	FUN_030731-T1
OG0005699	Dm_00002585-RA	FUN_010556-T1
OG0005700	Dm_00010762-RA	FUN_042087-T1
OG0005701	Dm_00009496-RA	FUN_027040-T1
OG0005702	Dm_00016748-RA	FUN_030014-T1
OG0005703	Dm_00010811-RA	FUN_017465-T1, FUN_017465-T2, FUN_041492-T1, FUN_041492-T2
OG0005705	Dm_00009349-RA	FUN_041209-T2, FUN_041209-T1
OG0005706	Dm_00005533-RA	FUN_037896-T1
OG0005707	Dm_00000985-RA, Dm_00019407-RA, Dm_00011506-RA	FUN_035841-T1, FUN_033901-T1
OG0005708	Dm_00000563-RA, Dm_00009268-RA, Dm_00009269-RA	FUN_026926-T2, FUN_026926-T1
OG0005709	Dm_00005786-RA	FUN_004364-T2, FUN_004364-T1
OG0005710	Dm_00009912-RA	FUN_031706-T1
OG0005710	Dm_00016498-RA	FUN_004877-T2, FUN_004877-T1, FUN_004876-T1
OG0005711	Dm_00007690-RA	FUN_031902-T1
OG0005712	Dm_00017392-RA, Dm_00014468-RA	FUN_048216-T1, FUN_037514-T1
OG0005713	Dm_00018830-RA	FUN_004215-T1
OG0005714	Dm_00002120-RA	FUN_002428-T1, FUN_002428-T2
OG0005715	Dm_00005014-RA	FUN_025580-T1, FUN_025580-T2, FUN_025580-T3
OG0005716	Dm_00003266-RA	FUN_047083-T2, FUN_047083-T1, FUN_011315-T1
OG0005717	Dm_00003051-RA	FUN_007557-T1
OG0005720	Dm_00010763-RA	FUN_027882-T1
OG0005722	Dm_00017747-RA	FUN_024635-T1, FUN_024636-T1, FUN_024634-T1
OG0005723	Dm_00009245-RA	FUN_002221-T1
OG0005725	Dm_00007332-RA	FUN_027458-T2, FUN_027458-T1
OG0005726	Dm_00002648-RA	FUN_019215-T2, FUN_019215-T1
OG0005727	Dm_00012587-RA	FUN_017985-T1, FUN_017985-T2
OG0005728	Dm_00006879-RA	FUN_007554-T1, FUN_007554-T2
OG0005729	Dm_00006428-RA	FUN_003942-T1, FUN_003942-T2, FUN_003942-T3
OG0005730	Dm_00005336-RA, Dm_00000882-RA	FUN_040035-T1
OG0005731	Dm_00008244-RA	FUN_038026-T1
OG0005732	Dm_00003537-RA	FUN_003054-T1
OG0005735	Dm_00002356-RA	FUN_042674-T1, FUN_042673-T1
OG0005736	Dm_00015002-RA, Dm_00010367-RA	FUN_050825-T1
OG0005738	Dm_00007736-RA	FUN_024832-T1, FUN_024832-T4, FUN_024832-T3, FUN_024832-T2
OG0005740	Dm_00001823-RA, Dm_00008036-RA	FUN_036056-T1, FUN_052384-T1
OG0005742	Dm_00017828-RA	FUN_004153-T1
OG0005743	Dm_00013468-RA	FUN_025875-T1
OG0005744	Dm_00015304-RA	FUN_053176-T1
OG0005745	Dm_00014674-RA, Dm_00015488-RA	FUN_025408-T1
OG0005746	Dm_00011522-RA	FUN_032163-T1
OG0005747	Dm_00005740-RA	FUN_017639-T1, FUN_017639-T2
OG0005748	Dm_00015086-RA	FUN_045446-T1
OG0005750	Dm_00006791-RA, Dm_00006792-RA	FUN_009159-T1
OG0005751	Dm_00005961-RA	FUN_023019-T1, FUN_023019-T4, FUN_023019-T3, FUN_023019-T2
OG0005752	Dm_00020612-RA, Dm_00018116-RA	FUN_049515-T1
OG0005753	Dm_00010598-RA, Dm_00012841-RA	FUN_041471-T1, FUN_017433-T1
OG0005754	Dm_00013277-RA	FUN_011830-T1
OG0005755	Dm_00001302-RA, Dm_00010504-RA	FUN_034146-T1
OG0005756	Dm_00009067-RA, Dm_00012659-RA	FUN_009163-T1, FUN_032320-T1
OG0005758	Dm_00006751-RA	FUN_026988-T1
OG0005760	Dm_00004753-RA	FUN_047559-T2, FUN_047559-T1
OG0005762	Dm_00003184-RA	FUN_033831-T1, FUN_023525-T1
OG0005763	Dm_00002849-RA	FUN_022465-T1
OG0005764	Dm_00001852-RA	FUN_011464-T2, FUN_011464-T1, FUN_011464-T3
OG0005765	Dm_00007789-RA, Dm_00012577-RA	FUN_033607-T1
OG0005766	Dm_00007456-RA, Dm_00007455-RA	FUN_032434-T1, FUN_023096-T2, FUN_023096-T1
OG0005767	Dm_00006794-RA	FUN_045510-T1, FUN_011209-T1
OG0005768	Dm_00003716-RA	FUN_012746-T1
OG0005769	Dm_00014448-RA	FUN_045355-T3, FUN_045355-T2, FUN_045355-T1
OG0005771	Dm_00019475-RA	FUN_046850-T3, FUN_046850-T2, FUN_046850-T1
OG0005772	Dm_00004751-RA	FUN_047557-T1
OG0005773	Dm_00013369-RA	FUN_034148-T3, FUN_034148-T2, FUN_034148-T1
OG0005774	Dm_00000378-RA, Dm_00001934-RA	FUN_033305-T1
OG0005776	Dm_00010313-RA	FUN_041546-T1
OG0005778	Dm_00004570-RA	FUN_017374-T1
OG0005779	Dm_00017351-RA, Dm_00019214-RA	FUN_010938-T1
OG0005780	Dm_00001493-RA	FUN_017283-T1, FUN_041256-T1
OG0005781	Dm_00004795-RA	FUN_011657-T1
OG0005783	Dm_00006825-RA	FUN_009114-T1, FUN_032348-T1, FUN_002942-T1
OG0005784	Dm_00011564-RA	FUN_031649-T1
OG0005785	Dm_00016344-RA	FUN_020628-T1
OG0005786	Dm_00001489-RA	FUN_029131-T1
OG0005787	Dm_00008952-RA	FUN_031597-T1, FUN_031597-T2, FUN_014730-T2, FUN_014730-T1
OG0005788	Dm_00006742-RA	FUN_023875-T3, FUN_023875-T2, FUN_023875-T1
OG0005789	Dm_00008791-RA	FUN_004541-T1
OG0005790	Dm_00011698-RA	FUN_034141-T1
OG0005791	Dm_00006554-RA	FUN_039485-T1, FUN_039485-T2
OG0005792	Dm_00010061-RA	FUN_007538-T1
OG0005793	Dm_00007626-RA	FUN_052725-T1
OG0005795	Dm_00001065-RA	FUN_007856-T2, FUN_007856-T1, FUN_026262-T1
OG0005797	Dm_00001800-RA	FUN_034452-T1
OG0005799	Dm_00013776-RA	FUN_049585-T1
OG0005800	Dm_00008102-RA, Dm_00004840-RA	FUN_032677-T1, FUN_032678-T1
OG0005824	Dm_00000175-RA	FUN_044972-T1, FUN_008779-T1, FUN_008777-T1
OG0005825	Dm_00011200-RA	FUN_014550-T2, FUN_014550-T1, FUN_020771-T1
OG0005826	Dm_00011735-RA	FUN_036408-T1
OG0005827	Dm_00018745-RA	FUN_045846-T1, FUN_036029-T1, FUN_045845-T1
OG0005828	Dm_00013790-RA	FUN_052761-T1, FUN_052685-T1
OG0005829	Dm_00000576-RA	FUN_051425-T1, FUN_051433-T1, FUN_051427-T1, FUN_051429-T1
OG0005830	Dm_00006461-RA	FUN_030336-T1, FUN_019110-T1
OG0005831	Dm_00005274-RA	FUN_014601-T1, FUN_014601-T3, FUN_014601-T2, FUN_014605-T1
OG0005832	Dm_00001961-RA	FUN_036186-T1, FUN_052491-T1
OG0005836	Dm_00004880-RA	FUN_002258-T1
OG0005837	Dm_00001389-RA	FUN_039065-T1
OG0005838	Dm_00016836-RA	FUN_024576-T1
OG0005839	Dm_00016054-RA	FUN_024803-T1
OG0005840	Dm_00018749-RA, Dm_00007982-RA	FUN_015042-T1, FUN_040508-T1
OG0005843	Dm_00006004-RA	FUN_052694-T1, FUN_046960-T1, FUN_036374-T2, FUN_036374-T1
OG0005844	Dm_00000803-RA	FUN_039045-T1, FUN_035998-T2, FUN_035998-T1
OG0005845	Dm_00017317-RA	FUN_034692-T2
OG0005847	Dm_00010881-RA, Dm_00019356-RA	FUN_027404-T1
OG0005848	Dm_00004493-RA	FUN_036231-T1
OG0005849	Dm_00001221-RA, Dm_00001967-RA	FUN_036178-T1, FUN_052482-T2, FUN_052482-T1
OG0005850	Dm_00008692-RA	FUN_051749-T1
OG0005851	Dm_00004783-RA	FUN_030729-T1, FUN_018884-T1
OG0005852	Dm_00019046-RA	FUN_050846-T3, FUN_050846-T1, FUN_050846-T2, FUN_050846-T4
OG0005853	Dm_00015207-RA, Dm_00005125-RA	FUN_017906-T1, FUN_041814-T1
OG0005854	Dm_00001964-RA, Dm_00001220-RA	FUN_036180-T1
OG0005855	Dm_00011442-RA	FUN_015018-T1, FUN_015018-T2
OG0005857	Dm_00014489-RA	FUN_039824-T1
OG0005858	Dm_00001551-RA, Dm_00002572-RA	FUN_003465-T1
OG0005859	Dm_00006001-RA	FUN_045675-T1, FUN_045675-T2, FUN_045675-T3, FUN_043234-T1
OG0005860	Dm_00009494-RA	FUN_031714-T2, FUN_031714-T3, FUN_031714-T1
OG0005861	Dm_00011464-RA	FUN_041903-T1, FUN_041903-T2
OG0005864	Dm_00013918-RA	FUN_037583-T1
OG0005865	Dm_00017714-RA	FUN_041731-T1, FUN_017767-T1
OG0005866	Dm_00020307-RA	FUN_020171-T1
OG0005867	Dm_00014890-RA	FUN_052065-T1
OG0005868	Dm_00014178-RA	FUN_012145-T1, FUN_012145-T2, FUN_012145-T3, FUN_012145-T4
OG0005869	Dm_00011599-RA, Dm_00019360-RA	FUN_014235-T1
OG0005870	Dm_00020774-RA	FUN_042913-T1, FUN_012520-T1
OG0005871	Dm_00011221-RA, Dm_00004791-RA	FUN_014218-T1
OG0005872	Dm_00005043-RA	FUN_050982-T1
OG0005872	Dm_00014837-RA	FUN_014548-T1
OG0005873	Dm_00011796-RA, Dm_00006781-RA	FUN_001416-T1
OG0005874	Dm_00001110-RA	FUN_030736-T2, FUN_030736-T3, FUN_030736-T1
OG0005875	Dm_00000240-RA	FUN_020490-T1
OG0005876	Dm_00007605-RA	FUN_017975-T1
OG0005877	Dm_00002573-RA	FUN_003463-T1
OG0005878	Dm_00012494-RA, Dm_00012492-RA	FUN_024574-T1, FUN_024574-T2
OG0005879	Dm_00012800-RA	FUN_040353-T1, FUN_040353-T2
OG0005880	Dm_00001219-RA	FUN_036182-T2, FUN_036182-T1, FUN_052487-T1
OG0005881	Dm_00011626-RA	FUN_018728-T2, FUN_018728-T1, FUN_040260-T1
OG0005882	Dm_00006230-RA	FUN_015786-T1
OG0005883	Dm_00007449-RA	FUN_012839-T1, FUN_012839-T2
OG0005886	Dm_00017901-RA	FUN_015884-T1, FUN_033205-T1
OG0005887	Dm_00007525-RA	FUN_053092-T2, FUN_053092-T1
OG0005890	Dm_00002443-RA	FUN_004982-T1
OG0005891	Dm_00007943-RA	FUN_000811-T1, FUN_005937-T1, FUN_005937-T2, FUN_052985-T1, FUN_052985-T2
OG0005893	Dm_00002637-RA	FUN_011973-T1
OG0005895	Dm_00004549-RA	FUN_047887-T1
OG0005896	Dm_00002107-RA	FUN_000387-T1
OG0005897	Dm_00008082-RA	FUN_001923-T2, FUN_001923-T1
OG0005898	Dm_00005369-RA	FUN_033135-T1, FUN_033135-T2
OG0005899	Dm_00003549-RA, Dm_00005034-RA	FUN_002665-T1
OG0005900	Dm_00015398-RA	FUN_032145-T2, FUN_032145-T1, FUN_009324-T1
OG0005901	Dm_00015394-RA	FUN_014379-T1, FUN_000656-T1
OG0005902	Dm_00001208-RA	FUN_036206-T1, FUN_052515-T2, FUN_052515-T1
OG0005903	Dm_00002906-RA	FUN_000723-T1, FUN_014160-T1
OG0005905	Dm_00001746-RA, Dm_00015738-RA	FUN_007484-T1, FUN_002281-T1, FUN_002280-T1
OG0005907	Dm_00000154-RA	FUN_042652-T1
OG0005909	Dm_00014342-RA	FUN_045622-T1
OG0005910	Dm_00008745-RA	FUN_038204-T1
OG0005911	Dm_00012147-RA	FUN_048509-T1, FUN_037943-T1
OG0005912	Dm_00010072-RA	FUN_052267-T1
OG0005913	Dm_00018244-RA	FUN_021127-T1
OG0005914	Dm_00001351-RA	FUN_024487-T2, FUN_024487-T3, FUN_024487-T1
OG0005915	Dm_00005656-RA	FUN_027225-T3, FUN_027225-T1, FUN_027225-T2
OG0005916	Dm_00002264-RA	FUN_008162-T1
OG0005917	Dm_00003225-RA	FUN_032712-T1, FUN_045630-T1, FUN_045630-T2, FUN_051841-T1
OG0005918	Dm_00016440-RA, Dm_00014100-RA	FUN_001419-T1
OG0005919	Dm_00009323-RA	FUN_052222-T1
OG0005920	Dm_00007657-RA	FUN_037862-T1
OG0005921	Dm_00015069-RA	FUN_002210-T1, FUN_002210-T4, FUN_002210-T2, FUN_050598-T1
OG0005922	Dm_00012917-RA, Dm_00009199-RA	FUN_002885-T2, FUN_002885-T1
OG0005923	Dm_00013727-RA	FUN_005262-T1
OG0005923	Dm_00008285-RA	FUN_027859-T1
OG0005924	Dm_00006610-RA	FUN_037995-T1, FUN_048527-T1
OG0005925	Dm_00002430-RA, Dm_00002431-RA	FUN_027104-T1, FUN_027103-T1, FUN_027086-T1, FUN_027085-T1, FUN_018128-T1, FUN_027084-T1
OG0005926	Dm_00016713-RA	FUN_031173-T1
OG0005927	Dm_00006582-RA	FUN_020445-T1
OG0005928	Dm_00016390-RA	FUN_042933-T1
OG0005929	Dm_00009108-RA	FUN_046065-T1
OG0005930	Dm_00006103-RA	FUN_004543-T1, FUN_004543-T2
OG0005931	Dm_00005398-RA	FUN_005590-T1, FUN_052127-T1
OG0005932	Dm_00001144-RA	FUN_039705-T1
OG0005932	Dm_00015385-RA	FUN_031282-T1
OG0005933	Dm_00005486-RA, Dm_00004463-RA	FUN_035233-T1
OG0005936	Dm_00011305-RA	FUN_001965-T1
OG0005937	Dm_00013017-RA	FUN_036360-T1
OG0005939	Dm_00002494-RA, Dm_00017910-RA	FUN_024263-T1
OG0005940	Dm_00006957-RA, Dm_00012180-RA	FUN_038545-T1
OG0005941	Dm_00005760-RA	FUN_039387-T1
OG0005942	Dm_00002066-RA	FUN_046145-T1, FUN_046145-T2, FUN_002410-T1
OG0005943	Dm_00002359-RA	FUN_032251-T1
OG0005944	Dm_00016658-RA	FUN_002066-T3, FUN_002066-T1, FUN_002066-T2
OG0005945	Dm_00001353-RA, Dm_00002360-RA	FUN_024481-T1
OG0005946	Dm_00013140-RA	FUN_043107-T1
OG0005947	Dm_00001234-RA, Dm_00000118-RA	FUN_025746-T1
OG0005949	Dm_00019083-RA	FUN_047246-T1, FUN_051701-T1
OG0005951	Dm_00002859-RA	FUN_022990-T3, FUN_022990-T4, FUN_022990-T1, FUN_022990-T2, FUN_032394-T2, FUN_032394-T1
OG0005952	Dm_00005601-RA	FUN_001611-T1, FUN_001611-T2
OG0005953	Dm_00003979-RA, Dm_00007694-RA	FUN_007831-T1
OG0005954	Dm_00017939-RA	FUN_040756-T2, FUN_040756-T1, FUN_040765-T2, FUN_040765-T1
OG0005955	Dm_00006857-RA	FUN_045499-T1
OG0005956	Dm_00005235-RA, Dm_00002520-RA	FUN_007581-T3, FUN_007581-T2, FUN_007581-T1, FUN_022421-T1
OG0005957	Dm_00002267-RA	FUN_004179-T1, FUN_004179-T2
OG0005958	Dm_00017094-RA, Dm_00011525-RA	FUN_007547-T1
OG0005959	Dm_00021014-RA, Dm_00004026-RA	FUN_024348-T1
OG0005960	Dm_00015785-RA	FUN_031576-T1
OG0005961	Dm_00017620-RA	FUN_000014-T1
OG0005962	Dm_00003579-RA	FUN_042608-T1
OG0005963	Dm_00006431-RA, Dm_00018295-RA	FUN_044748-T1, FUN_044748-T2
OG0005964	Dm_00018768-RA	FUN_027858-T1
OG0005965	Dm_00004064-RA	FUN_011689-T1
OG0005966	Dm_00002010-RA	FUN_003582-T1, FUN_003582-T2
OG0005968	Dm_00010553-RA, Dm_00015057-RA	FUN_046658-T1
OG0005969	Dm_00017790-RA	FUN_012553-T1
OG0005970	Dm_00018206-RA, Dm_00005759-RA	FUN_035487-T1
OG0005971	Dm_00000747-RA	FUN_026819-T1, FUN_026819-T3, FUN_026819-T2
OG0005972	Dm_00019650-RA	FUN_034718-T2, FUN_034718-T3, FUN_034718-T4
OG0005973	Dm_00012262-RA	FUN_007828-T1
OG0005974	Dm_00020369-RA	FUN_045810-T1
OG0005975	Dm_00014326-RA	FUN_035784-T1, FUN_012239-T1
OG0005976	Dm_00011193-RA	FUN_052635-T1, FUN_052637-T1
OG0005977	Dm_00019119-RA	FUN_015570-T2, FUN_015570-T1
OG0005978	Dm_00012418-RA	FUN_050241-T1, FUN_025215-T1
OG0005979	Dm_00004107-RA	FUN_036946-T1, FUN_036946-T2
OG0005980	Dm_00009482-RA	FUN_012997-T1, FUN_052831-T2, FUN_052831-T1
OG0005982	Dm_00008799-RA	FUN_026448-T1, FUN_013001-T1
OG0005984	Dm_00005238-RA	FUN_044740-T1
OG0005985	Dm_00006267-RA	FUN_006345-T2, FUN_006345-T1, FUN_006346-T3, FUN_006346-T1, FUN_006346-T2, FUN_006348-T1
OG0005986	Dm_00018041-RA, Dm_00018475-RA	FUN_050193-T1, FUN_024087-T2, FUN_024087-T1
OG0005987	Dm_00015541-RA	FUN_024077-T1, FUN_018464-T1
OG0005988	Dm_00013248-RA	FUN_005202-T1, FUN_039219-T1
OG0005990	Dm_00004420-RA	FUN_033425-T1
OG0005991	Dm_00010707-RA	FUN_013820-T1, FUN_022892-T1
OG0005992	Dm_00019693-RA	FUN_005282-T1
OG0005993	Dm_00006757-RA	FUN_014170-T1
OG0005994	Dm_00009853-RA	FUN_026698-T1
OG0005995	Dm_00003071-RA	FUN_022650-T1, FUN_022142-T1
OG0005996	Dm_00005380-RA	FUN_025314-T1
OG0005997	Dm_00016938-RA	FUN_017398-T1
OG0005998	Dm_00003983-RA	FUN_049643-T1
OG0006001	Dm_00013709-RA, Dm_00006863-RA	FUN_023922-T1, FUN_023922-T2, FUN_050065-T1
OG0006002	Dm_00015393-RA	FUN_015357-T1
OG0006004	Dm_00015809-RA	FUN_039592-T1
OG0006006	Dm_00002908-RA	FUN_000721-T1
OG0006007	Dm_00001052-RA, Dm_00000109-RA	FUN_026301-T2, FUN_026301-T1
OG0006008	Dm_00011689-RA, Dm_00015019-RA	FUN_021194-T1, FUN_021193-T1
OG0006009	Dm_00020348-RA, Dm_00004425-RA	FUN_053209-T1
OG0006012	Dm_00020563-RA	FUN_033200-T1, FUN_040704-T1
OG0006013	Dm_00008547-RA, Dm_00012364-RA	FUN_001570-T1, FUN_001570-T2
OG0006014	Dm_00006926-RA, Dm_00018629-RA	FUN_016082-T1, FUN_006201-T1
OG0006015	Dm_00020733-RA	FUN_035701-T1, FUN_035701-T3, FUN_035701-T2
OG0006016	Dm_00003091-RA	FUN_022443-T1
OG0006017	Dm_00015433-RA	FUN_035982-T2, FUN_035982-T4, FUN_035982-T1, FUN_008423-T2
OG0006018	Dm_00004284-RA	FUN_013652-T1, FUN_008839-T1
OG0006019	Dm_00003230-RA	FUN_048174-T2, FUN_048174-T3, FUN_048174-T1, FUN_037456-T1
OG0006020	Dm_00006097-RA	FUN_008729-T1
OG0006021	Dm_00009969-RA	FUN_028769-T1
OG0006022	Dm_00003964-RA	FUN_018637-T1
OG0006023	Dm_00009971-RA	FUN_028738-T1, FUN_028738-T2, FUN_028738-T3
OG0006024	Dm_00019682-RA	FUN_017817-T1, FUN_041794-T1
OG0006025	Dm_00000261-RA	FUN_017566-T1
OG0006026	Dm_00011984-RA	FUN_026512-T1
OG0006027	Dm_00001023-RA	FUN_012772-T1
OG0006028	Dm_00020064-RA	FUN_037047-T1
OG0006029	Dm_00005085-RA	FUN_006479-T1
OG0006030	Dm_00017283-RA	FUN_039030-T1
OG0006031	Dm_00019024-RA	FUN_047458-T1, FUN_025890-T2, FUN_025890-T1, FUN_025890-T3, FUN_020232-T1, FUN_049485-T1
