Orthogroup	D_muscipula.proteins	A_hypochondriacus.proteins
OG0007048	Dm_00011086-RA	AH015310-RA
OG0007049	Dm_00005031-RA	AH001044-RA
OG0007050	Dm_00009015-RA	AH013364-RA
OG0007051	Dm_00005685-RA	AH017130-RA
OG0007053	Dm_00002733-RA, Dm_00005473-RA, Dm_00002732-RA, Dm_00002739-RA	AH022254-RA
OG0007054	Dm_00020498-RA	AH020623-RA
OG0007055	Dm_00000213-RA	AH019779-RA
OG0007057	Dm_00009917-RA	AH018148-RA
OG0007058	Dm_00006080-RA	AH009622-RA
OG0007059	Dm_00019159-RA	AH010317-RA
OG0007060	Dm_00004431-RA	AH014370-RA, AH021005-RA
OG0007061	Dm_00015883-RA	AH019034-RA
OG0007062	Dm_00007987-RA	AH014438-RA
OG0007064	Dm_00013969-RA	AH023120-RA
OG0007065	Dm_00014140-RA	AH013315-RA
OG0007066	Dm_00001226-RA, Dm_00010059-RA	AH021927-RA
OG0007067	Dm_00014696-RA	AH014206-RA
OG0007068	Dm_00020460-RA	AH013517-RA
OG0007069	Dm_00007049-RA, Dm_00007048-RA	AH014391-RA
OG0007070	Dm_00015951-RA	AH018712-RA
OG0007071	Dm_00011671-RA	AH008613-RA
OG0007072	Dm_00012060-RA, Dm_00013948-RA, Dm_00014359-RA	AH011766-RA
OG0007073	Dm_00015871-RA	AH011966-RA, AH019692-RA
OG0007074	Dm_00001033-RA	AH020827-RA, AH015566-RA
OG0007075	Dm_00010713-RA	AH002081-RA
OG0007076	Dm_00005352-RA	AH009050-RA
OG0007077	Dm_00011125-RA	AH000743-RA, AH002351-RA
OG0007078	Dm_00006460-RA, Dm_00000643-RA	AH023317-RA
OG0007080	Dm_00005885-RA	AH020299-RA, AH006886-RA
OG0007081	Dm_00006788-RA, Dm_00006303-RA	AH003208-RA, AH018575-RA
OG0007082	Dm_00006333-RA	AH019964-RA
OG0007083	Dm_00011667-RA	AH018032-RA
OG0007084	Dm_00008986-RA	AH007572-RA
OG0007085	Dm_00013099-RA	AH012636-RA
OG0007086	Dm_00020334-RA	AH013441-RA
OG0007087	Dm_00000652-RA	AH023326-RA, AH023324-RA, AH023304-RA, AH009039-RA, AH016183-RA, AH023305-RA
OG0007088	Dm_00015335-RA	AH018978-RA
OG0007090	Dm_00016119-RA	AH011200-RA
OG0007091	Dm_00003722-RA	AH002058-RA
OG0007092	Dm_00003621-RA	AH014022-RA
OG0007093	Dm_00002244-RA	AH014259-RA
OG0007094	Dm_00003670-RA, Dm_00000448-RA	AH011961-RA
OG0007095	Dm_00018328-RA	AH009669-RA
OG0007097	Dm_00000462-RA	AH019653-RA
OG0007098	Dm_00019346-RA	AH001460-RA, AH001459-RA, AH001463-RA, AH001461-RA, AH017532-RA
OG0007099	Dm_00015444-RA	AH014495-RA
OG0007101	Dm_00019212-RA	AH015403-RA, AH019257-RA
OG0007102	Dm_00001032-RA	AH015567-RA
OG0007103	Dm_00004153-RA	AH019243-RA
OG0007104	Dm_00006403-RA	AH018530-RA
OG0007105	Dm_00000752-RA	AH020982-RA, AH020980-RA, AH014393-RA
OG0007106	Dm_00016372-RA	AH018029-RA, AH011287-RA, AH011288-RA
OG0007107	Dm_00011413-RA	AH000490-RA
OG0007109	Dm_00018801-RA	AH023322-RA
OG0007110	Dm_00009300-RA, Dm_00006037-RA	AH010208-RA
OG0007111	Dm_00008736-RA	AH014004-RA
OG0007112	Dm_00004286-RA	AH011974-RA
OG0007113	Dm_00006361-RA	AH016262-RA
OG0007115	Dm_00014196-RA	AH013334-RA
OG0007116	Dm_00015363-RA	AH003111-RA
OG0007117	Dm_00003027-RA	AH023661-RA
OG0007118	Dm_00000415-RA	AH007305-RA
OG0007119	Dm_00005060-RA	AH000505-RA
OG0007120	Dm_00006938-RA	AH009599-RA
OG0007121	Dm_00013288-RA	AH016472-RA, AH022949-RA
OG0007122	Dm_00014189-RA	AH003055-RA
OG0007123	Dm_00019717-RA	AH013142-RA
OG0007125	Dm_00014775-RA	AH020320-RA
OG0007128	Dm_00003584-RA	AH009757-RA, AH009760-RA, AH008284-RA, AH009762-RA
OG0007131	Dm_00001131-RA	AH018942-RA
OG0007133	Dm_00012443-RA, Dm_00006533-RA, Dm_00006534-RA	AH012910-RA
OG0007134	Dm_00008369-RA, Dm_00003181-RA	AH004033-RA, AH005536-RA
OG0007135	Dm_00011417-RA	AH012381-RA, AH019553-RA
OG0007136	Dm_00000825-RA	AH008150-RA, AH009946-RA
OG0007137	Dm_00006401-RA	AH021749-RA, AH021750-RA
OG0007139	Dm_00006102-RA	AH020432-RA
OG0007141	Dm_00001920-RA	AH015121-RA
OG0007143	Dm_00018766-RA	AH020028-RA, AH020029-RA, AH008951-RA
OG0007144	Dm_00009329-RA	AH012837-RA
OG0007145	Dm_00015078-RA	AH005309-RA
OG0007146	Dm_00005259-RA	AH020828-RA
OG0007147	Dm_00001396-RA	AH002644-RA
OG0007149	Dm_00013980-RA	AH013664-RA
OG0007150	Dm_00001447-RA	AH021636-RA
OG0007151	Dm_00000785-RA	AH021833-RA
OG0007152	Dm_00003633-RA	AH001444-RA
OG0007153	Dm_00004542-RA	AH022529-RA, AH013683-RA
OG0007154	Dm_00005915-RA	AH016623-RA, AH022733-RA
OG0007154	Dm_00019193-RA	AH015028-RA
OG0007155	Dm_00017342-RA	AH014831-RA
OG0007156	Dm_00019132-RA	AH023478-RA
OG0007157	Dm_00008649-RA	AH023185-RA
OG0007158	Dm_00011331-RA	AH001319-RA
OG0007159	Dm_00007865-RA	AH000160-RA
OG0007161	Dm_00020200-RA	AH019601-RA, AH012109-RA
OG0007162	Dm_00013262-RA	AH023622-RA, AH003980-RA
OG0007163	Dm_00011411-RA	AH015930-RA
OG0007164	Dm_00004215-RA, Dm_00018204-RA	AH000182-RA
OG0007165	Dm_00000501-RA	AH001146-RA
OG0007166	Dm_00013864-RA	AH000029-RA
OG0007167	Dm_00014312-RA, Dm_00018398-RA	AH007842-RA
OG0007168	Dm_00006692-RA	AH006959-RA
OG0007169	Dm_00000027-RA	AH012474-RA
OG0007171	Dm_00013605-RA	AH023166-RA
OG0007172	Dm_00011100-RA	AH010303-RA
OG0007174	Dm_00014502-RA	AH018927-RA
OG0007175	Dm_00001273-RA, Dm_00003129-RA	AH020436-RA
OG0007177	Dm_00001764-RA	AH002393-RA
OG0007178	Dm_00016636-RA	AH000667-RA
OG0007179	Dm_00015233-RA, Dm_00012759-RA	AH006849-RA, AH020334-RA
OG0007180	Dm_00005762-RA, Dm_00020340-RA	AH021969-RA, AH012789-RA
OG0007181	Dm_00007510-RA	AH021860-RA
OG0007182	Dm_00001530-RA, Dm_00002678-RA	AH009775-RA
OG0007183	Dm_00013925-RA	AH007988-RA
OG0007185	Dm_00000053-RA	AH013177-RA, AH021756-RA, AH012523-RA
OG0007186	Dm_00000339-RA	AH021301-RA
OG0007187	Dm_00019651-RA, Dm_00007947-RA	AH000119-RA
OG0007189	Dm_00015603-RA	AH021203-RA
OG0007190	Dm_00013436-RA	AH018656-RA
OG0007191	Dm_00015098-RA	AH022649-RA, AH013895-RA
OG0007192	Dm_00017519-RA	AH015217-RA
OG0007193	Dm_00012725-RA	AH015168-RA
OG0007194	Dm_00018486-RA	AH015703-RA
OG0007196	Dm_00020294-RA	AH006426-RA
OG0007197	Dm_00017702-RA, Dm_00018326-RA	AH021261-RA
OG0007198	Dm_00007831-RA	AH008790-RA
OG0007199	Dm_00009264-RA	AH011327-RA
OG0007200	Dm_00006697-RA	AH003198-RA, AH018590-RA
OG0007201	Dm_00015509-RA	AH013074-RA
OG0007202	Dm_00000898-RA	AH000117-RA
OG0007203	Dm_00017169-RA	AH017090-RA, AH015998-RA
OG0007204	Dm_00008800-RA	AH001006-RA
OG0007205	Dm_00010424-RA	AH000267-RA
OG0007206	Dm_00002871-RA	AH017938-RA, AH002516-RA
OG0007207	Dm_00017965-RA	AH007919-RA
OG0007208	Dm_00012802-RA	AH016938-RA
OG0007209	Dm_00005299-RA	AH000675-RA, AH000647-RA
OG0007210	Dm_00000450-RA	AH011972-RA
OG0007211	Dm_00001749-RA	AH000558-RA, AH001832-RA
OG0007212	Dm_00001842-RA, Dm_00000297-RA	AH017238-RA, AH006960-RA
OG0007213	Dm_00001300-RA	AH012797-RA
OG0007214	Dm_00014407-RA	AH008326-RA
OG0007215	Dm_00001857-RA	AH003021-RA
OG0007216	Dm_00005676-RA	AH003322-RA
OG0007217	Dm_00000928-RA	AH007321-RA
OG0007218	Dm_00003930-RA	AH003729-RA
OG0007219	Dm_00004199-RA	AH007104-RA
OG0007220	Dm_00002577-RA	AH019808-RA
OG0007221	Dm_00005799-RA	AH006756-RA
OG0007224	Dm_00020670-RA, Dm_00008606-RA	AH005155-RA, AH004520-RA
OG0007225	Dm_00014213-RA	AH007617-RA
OG0007226	Dm_00006474-RA	AH006099-RA, AH006098-RA, AH005588-RA, AH005589-RA
OG0007227	Dm_00017850-RA	AH015785-RA
OG0007229	Dm_00017178-RA	AH004479-RA
OG0007230	Dm_00018587-RA	AH008452-RA
OG0007231	Dm_00000978-RA	AH017248-RA
OG0007232	Dm_00014123-RA	AH022161-RA, AH012882-RA
OG0007233	Dm_00016616-RA, Dm_00014568-RA	AH005256-RA
OG0007234	Dm_00012842-RA	AH005211-RA
OG0007235	Dm_00005925-RA	AH006269-RA
OG0007237	Dm_00005741-RA	AH002589-RA
OG0007238	Dm_00015334-RA	AH001595-RA
OG0007239	Dm_00012701-RA, Dm_00019205-RA	AH005315-RA
OG0007240	Dm_00019853-RA	AH014771-RA
OG0007241	Dm_00001238-RA	AH016787-RA, AH023707-RA
OG0007242	Dm_00008836-RA	AH004870-RA
OG0007243	Dm_00016340-RA, Dm_00009491-RA	AH011447-RA
OG0007244	Dm_00017891-RA	AH007088-RA
OG0007245	Dm_00010494-RA	AH020186-RA, AH007009-RA
OG0007246	Dm_00018672-RA	AH017919-RA
OG0007247	Dm_00001590-RA	AH005489-RA
OG0007248	Dm_00002262-RA	AH005308-RA
OG0007249	Dm_00001693-RA	AH013568-RA, AH022378-RA
OG0007250	Dm_00000591-RA	AH007566-RA
OG0007251	Dm_00007629-RA	AH008483-RA
OG0007252	Dm_00008110-RA, Dm_00010798-RA	AH009401-RA
OG0007253	Dm_00001354-RA	AH016689-RA
OG0007254	Dm_00011673-RA, Dm_00009620-RA	AH008090-RA, AH017247-RA
OG0007255	Dm_00019257-RA	AH018287-RA
OG0007256	Dm_00020514-RA, Dm_00012366-RA	AH003370-RA, AH006380-RA
OG0007257	Dm_00000286-RA	AH017053-RA
OG0007259	Dm_00002487-RA, Dm_00011252-RA	AH013842-RA
OG0007260	Dm_00000489-RA	AH013453-RA
OG0007261	Dm_00014897-RA	AH004573-RA, AH005222-RA
OG0007262	Dm_00015801-RA	AH023176-RA, AH018713-RA, AH018483-RA
OG0007263	Dm_00018656-RA	AH008794-RA
OG0007267	Dm_00003829-RA, Dm_00004102-RA	AH009096-RA, AH015330-RA
OG0007269	Dm_00013185-RA, Dm_00002146-RA, Dm_00016801-RA	AH010239-RA
OG0007270	Dm_00020714-RA	AH016487-RA
OG0007272	Dm_00010524-RA	AH017563-RA
OG0007273	Dm_00014419-RA	AH015570-RA
OG0007274	Dm_00010473-RA	AH001203-RA, AH001200-RA
OG0007276	Dm_00003505-RA	AH020294-RA
OG0007277	Dm_00002986-RA	AH002140-RA
OG0007278	Dm_00009729-RA	AH015858-RA
OG0007280	Dm_00017810-RA	AH015788-RA
OG0007281	Dm_00007309-RA	AH007845-RA
OG0007282	Dm_00003785-RA	AH020060-RA, AH011683-RA
OG0007283	Dm_00013279-RA	AH001079-RA
OG0007284	Dm_00011491-RA	AH001125-RA
OG0007286	Dm_00008774-RA	AH019129-RA, AH015807-RA
OG0007288	Dm_00009600-RA	AH005520-RA
OG0007289	Dm_00007386-RA, Dm_00019833-RA	AH020485-RA
OG0007290	Dm_00014401-RA	AH001321-RA, AH016552-RA
OG0007292	Dm_00010057-RA	AH010686-RA, AH007826-RA
OG0007293	Dm_00012412-RA, Dm_00000963-RA	AH017364-RA
OG0007294	Dm_00016941-RA	AH016564-RA, AH022817-RA
OG0007295	Dm_00015763-RA	AH019377-RA
OG0007296	Dm_00020201-RA, Dm_00003715-RA	AH019417-RA
OG0007297	Dm_00020359-RA	AH011481-RA, AH011482-RA, AH018342-RA
OG0007298	Dm_00016834-RA	AH010252-RA
OG0007299	Dm_00008801-RA	AH001005-RA
OG0007300	Dm_00011466-RA	AH004843-RA, AH004443-RA, AH004844-RA
OG0007301	Dm_00016203-RA	AH002814-RA
OG0007302	Dm_00003115-RA	AH001728-RA
OG0007306	Dm_00010068-RA	AH010259-RA
OG0007307	Dm_00020480-RA	AH001065-RA
OG0007308	Dm_00000194-RA	AH011883-RA
OG0007309	Dm_00000857-RA	AH023090-RA
OG0007310	Dm_00005704-RA, Dm_00007811-RA, Dm_00007810-RA	AH004391-RA, AH005070-RA
OG0007311	Dm_00014645-RA	AH004774-RA
OG0007312	Dm_00016074-RA	AH016531-RA
OG0007313	Dm_00005074-RA	AH022748-RA
OG0007314	Dm_00009832-RA	AH005290-RA
OG0007315	Dm_00008590-RA	AH004530-RA, AH005205-RA
OG0007316	Dm_00021036-RA	AH014973-RA
OG0007317	Dm_00002811-RA	AH005505-RA
OG0007318	Dm_00006726-RA	AH008709-RA
OG0007319	Dm_00011176-RA, Dm_00014260-RA	AH018390-RA
OG0007320	Dm_00000176-RA	AH011923-RA
OG0007321	Dm_00010656-RA	AH020103-RA
OG0007322	Dm_00008926-RA	AH004195-RA
OG0007324	Dm_00008720-RA	AH016760-RA, AH007876-RA, AH008815-RA, AH004078-RA
OG0007325	Dm_00007841-RA	AH014473-RA
OG0007326	Dm_00003634-RA	AH001445-RA
OG0007327	Dm_00001998-RA	AH004376-RA
OG0007328	Dm_00016999-RA, Dm_00003649-RA	AH004439-RA, AH004801-RA
OG0007329	Dm_00008854-RA	AH005423-RA
OG0007332	Dm_00001287-RA	AH006695-RA
OG0007334	Dm_00009732-RA	AH019105-RA
OG0007335	Dm_00015101-RA	AH022762-RA, AH016598-RA
OG0007336	Dm_00012238-RA	AH018647-RA
OG0007337	Dm_00014467-RA	AH003373-RA
OG0007338	Dm_00010954-RA	AH022775-RA
OG0007340	Dm_00000051-RA	AH012521-RA
OG0007343	Dm_00002666-RA, Dm_00006946-RA, Dm_00006948-RA	AH009792-RA
OG0007348	Dm_00008136-RA	AH007820-RA
OG0007349	Dm_00002821-RA	AH004181-RA
OG0007377	Dm_00005872-RA	AH020435-RA
OG0007378	Dm_00014015-RA	AH003048-RA
OG0007383	Dm_00008949-RA, Dm_00017865-RA	AH020122-RA
OG0007384	Dm_00017754-RA	AH023406-RA
OG0007385	Dm_00001199-RA	AH006521-RA
OG0007386	Dm_00006679-RA	AH012877-RA
OG0007387	Dm_00007535-RA	AH017912-RA
OG0007388	Dm_00019667-RA	AH017907-RA
OG0007389	Dm_00003763-RA	AH021294-RA
OG0007390	Dm_00008356-RA, Dm_00002799-RA	AH007767-RA
OG0007392	Dm_00013127-RA, Dm_00001211-RA	AH011148-RA, AH007452-RA
OG0007393	Dm_00005095-RA	AH010970-RA
OG0007394	Dm_00015531-RA	AH000197-RA
OG0007396	Dm_00008947-RA	AH007154-RA
OG0007397	Dm_00002198-RA	AH011060-RA
OG0007398	Dm_00005549-RA	AH016605-RA
OG0007399	Dm_00013950-RA	AH019852-RA
OG0007402	Dm_00002568-RA	AH020591-RA, AH022070-RA
OG0007403	Dm_00000605-RA	AH007600-RA
OG0007404	Dm_00018707-RA	AH008173-RA, AH009925-RA
OG0007405	Dm_00014902-RA	AH001407-RA
OG0007406	Dm_00001292-RA	AH006700-RA
OG0007408	Dm_00013959-RA	AH023135-RA
OG0007409	Dm_00005142-RA	AH020601-RA
OG0007410	Dm_00010041-RA	AH021918-RA
OG0007411	Dm_00002404-RA	AH011129-RA, AH011130-RA
OG0007412	Dm_00010193-RA	AH009889-RA
OG0007413	Dm_00014717-RA	AH013828-RA
OG0007415	Dm_00002172-RA	AH017976-RA
OG0007416	Dm_00008971-RA	AH009197-RA
OG0007418	Dm_00017896-RA	AH011715-RA
OG0007419	Dm_00001788-RA, Dm_00000770-RA	AH012638-RA
OG0007420	Dm_00002910-RA	AH020006-RA
OG0007421	Dm_00013086-RA	AH020170-RA, AH007026-RA
OG0007422	Dm_00014183-RA	AH017467-RA
OG0007423	Dm_00001381-RA	AH012609-RA, AH021816-RA
OG0007425	Dm_00011936-RA	AH016420-RA
OG0007426	Dm_00011308-RA	AH012290-RA
OG0007427	Dm_00008022-RA	AH014951-RA
OG0007428	Dm_00017210-RA	AH019837-RA
OG0007429	Dm_00000484-RA	AH001239-RA
OG0007430	Dm_00018619-RA	AH007864-RA, AH010730-RA
OG0007431	Dm_00018960-RA	AH009229-RA
OG0007432	Dm_00001218-RA	AH011157-RA
OG0007433	Dm_00020554-RA, Dm_00020555-RA	AH015709-RA, AH008974-RA
OG0007434	Dm_00015298-RA, Dm_00015299-RA	AH019045-RA
OG0007435	Dm_00006398-RA	AH016334-RA
OG0007436	Dm_00017966-RA, Dm_00005403-RA, Dm_00012854-RA	AH022439-RA, AH013214-RA
OG0007437	Dm_00003837-RA	AH013747-RA
OG0007438	Dm_00003700-RA	AH007929-RA
OG0007439	Dm_00001188-RA	AH007995-RA, AH020471-RA
OG0007440	Dm_00008603-RA	AH016362-RA
OG0007441	Dm_00011571-RA	AH010308-RA
OG0007442	Dm_00012658-RA	AH011690-RA
OG0007443	Dm_00020547-RA	AH006944-RA
OG0007444	Dm_00020448-RA	AH006914-RA
OG0007445	Dm_00004445-RA	AH007912-RA
OG0007447	Dm_00005267-RA	AH022473-RA
OG0007448	Dm_00020949-RA, Dm_00001385-RA	AH012605-RA
OG0007449	Dm_00002209-RA, Dm_00009824-RA	AH011073-RA
OG0007450	Dm_00003328-RA	AH006982-RA
OG0007451	Dm_00009968-RA	AH014276-RA
OG0007452	Dm_00007108-RA, Dm_00017216-RA	AH000367-RA
OG0007453	Dm_00002979-RA	AH000507-RA, AH002164-RA
OG0007454	Dm_00006709-RA	AH014726-RA
OG0007455	Dm_00005678-RA	AH010337-RA
OG0007456	Dm_00019128-RA	AH019181-RA
OG0007457	Dm_00017959-RA	AH006985-RA
OG0007458	Dm_00013595-RA	AH013064-RA
OG0007459	Dm_00020412-RA	AH000370-RA
OG0007461	Dm_00013863-RA	AH013903-RA
OG0007463	Dm_00007513-RA	AH012680-RA
OG0007464	Dm_00009339-RA	AH019166-RA
OG0007466	Dm_00005890-RA, Dm_00013804-RA	AH011604-RA
OG0007468	Dm_00010839-RA	AH022096-RA
OG0007469	Dm_00007705-RA	AH019812-RA, AH017787-RA
OG0007470	Dm_00002631-RA	AH012631-RA
OG0007471	Dm_00019241-RA	AH011749-RA
OG0007472	Dm_00009896-RA	AH013735-RA, AH022586-RA
OG0007473	Dm_00018979-RA, Dm_00019849-RA	AH002692-RA, AH017687-RA
OG0007474	Dm_00018303-RA, Dm_00011665-RA	AH013852-RA
OG0007476	Dm_00005269-RA	AH007087-RA
OG0007477	Dm_00011276-RA	AH008071-RA, AH010033-RA
OG0007478	Dm_00010676-RA	AH006068-RA, AH022666-RA
OG0007481	Dm_00002752-RA	AH006034-RA
OG0007482	Dm_00007779-RA	AH009721-RA
OG0007483	Dm_00012425-RA	AH005596-RA
OG0007485	Dm_00012377-RA	AH007895-RA
OG0007486	Dm_00013364-RA	AH008736-RA, AH018118-RA
OG0007487	Dm_00011274-RA	AH002376-RA
OG0007488	Dm_00019694-RA	AH015172-RA
OG0007490	Dm_00012760-RA	AH002915-RA
OG0007491	Dm_00012758-RA	AH019797-RA
OG0007492	Dm_00005312-RA	AH016818-RA
OG0007493	Dm_00004853-RA, Dm_00021133-RA	AH002243-RA
OG0007494	Dm_00005839-RA	AH003746-RA
OG0007499	Dm_00002512-RA	AH001948-RA
OG0007500	Dm_00004313-RA	AH005652-RA
OG0007500	Dm_00000982-RA	AH008893-RA
OG0007501	Dm_00007719-RA, Dm_00012218-RA	AH008657-RA
OG0007503	Dm_00013990-RA	AH020901-RA, AH020906-RA
OG0007505	Dm_00013957-RA	AH005616-RA
OG0007507	Dm_00005487-RA	AH010652-RA
OG0007508	Dm_00001233-RA	AH023714-RA, AH016784-RA
OG0007510	Dm_00004970-RA, Dm_00011273-RA	AH002374-RA
OG0007511	Dm_00015420-RA	AH000708-RA, AH002386-RA
OG0007512	Dm_00001666-RA, Dm_00002368-RA	AH010867-RA
OG0007513	Dm_00002442-RA	AH015650-RA
OG0007514	Dm_00011634-RA, Dm_00001873-RA	AH010369-RA
OG0007516	Dm_00002721-RA	AH019876-RA, AH007146-RA
OG0007517	Dm_00006735-RA	AH001653-RA
OG0007518	Dm_00010678-RA	AH016712-RA
OG0007519	Dm_00001728-RA, Dm_00001730-RA	AH001885-RA
OG0007520	Dm_00019491-RA, Dm_00019640-RA	AH008784-RA
OG0007521	Dm_00015288-RA	AH011086-RA, AH011082-RA, AH007501-RA
OG0007523	Dm_00018197-RA	AH023754-RA
OG0007524	Dm_00015337-RA	AH009095-RA
OG0007526	Dm_00004949-RA	AH001780-RA
OG0007528	Dm_00004710-RA	AH005468-RA
OG0007529	Dm_00010012-RA	AH020674-RA, AH005886-RA, AH020684-RA
OG0007531	Dm_00009255-RA	AH005268-RA
OG0007532	Dm_00005011-RA	AH003775-RA
OG0007533	Dm_00009128-RA	AH019456-RA
OG0007535	Dm_00016148-RA	AH009296-RA
OG0007536	Dm_00019510-RA	AH008099-RA, AH010026-RA
OG0007537	Dm_00003304-RA	AH014616-RA
OG0007539	Dm_00005747-RA	AH009960-RA, AH008100-RA
OG0007541	Dm_00014737-RA, Dm_00008024-RA	AH014947-RA
OG0007545	Dm_00008956-RA	AH008132-RA
OG0007546	Dm_00015842-RA	AH000025-RA
OG0007547	Dm_00005981-RA	AH013523-RA
OG0007549	Dm_00015053-RA, Dm_00005468-RA	AH009855-RA, AH008250-RA
OG0007550	Dm_00002681-RA, Dm_00003577-RA	AH009772-RA, AH008289-RA
OG0007551	Dm_00005447-RA	AH010022-RA
OG0007552	Dm_00004661-RA	AH014952-RA, AH014949-RA
OG0007553	Dm_00000499-RA	AH001142-RA
OG0007554	Dm_00013376-RA	AH014697-RA
OG0007555	Dm_00008065-RA	AH016061-RA
OG0007559	Dm_00012665-RA	AH008977-RA
OG0007560	Dm_00017248-RA	AH008782-RA
OG0007561	Dm_00006452-RA, Dm_00006454-RA	AH015015-RA, AH021507-RA
OG0007563	Dm_00004946-RA, Dm_00008118-RA	AH001052-RA
OG0007564	Dm_00001757-RA	AH009897-RA
OG0007565	Dm_00003921-RA	AH001164-RA, AH010483-RA
OG0007566	Dm_00014167-RA	AH014758-RA, AH021339-RA
OG0007567	Dm_00011743-RA	AH014744-RA
OG0007569	Dm_00012747-RA	AH017862-RA
OG0007570	Dm_00009632-RA	AH015894-RA
OG0007571	Dm_00018607-RA	AH003096-RA
OG0007572	Dm_00018916-RA	AH013944-RA
OG0007573	Dm_00001216-RA	AH011153-RA
OG0007574	Dm_00017471-RA	AH008067-RA, AH010045-RA
OG0007575	Dm_00010853-RA	AH023129-RA
OG0007576	Dm_00002633-RA, Dm_00017854-RA, Dm_00014628-RA	AH000622-RA
OG0007580	Dm_00019599-RA	AH004348-RA
OG0007581	Dm_00018991-RA	AH021100-RA
OG0007582	Dm_00000102-RA	AH014123-RA, AH020791-RA
OG0007583	Dm_00018275-RA	AH005073-RA
OG0007584	Dm_00002870-RA	AH017939-RA
OG0007585	Dm_00003828-RA	AH023629-RA
OG0007586	Dm_00005498-RA	AH012377-RA
OG0007587	Dm_00009005-RA	AH018424-RA
OG0007588	Dm_00009745-RA	AH009164-RA
OG0007589	Dm_00012536-RA	AH019210-RA
OG0007590	Dm_00019502-RA	AH011254-RA, AH011253-RA
OG0007591	Dm_00010708-RA	AH012112-RA
OG0007592	Dm_00017962-RA	AH009670-RA
OG0007593	Dm_00001304-RA	AH018247-RA
OG0007595	Dm_00010558-RA	AH010713-RA
OG0007596	Dm_00012907-RA	AH020583-RA
OG0007598	Dm_00018001-RA	AH013493-RA
OG0007599	Dm_00009260-RA	AH018509-RA, AH011589-RA
OG0007601	Dm_00017322-RA	AH022208-RA
OG0007603	Dm_00001020-RA	AH014328-RA, AH014329-RA
OG0007604	Dm_00011791-RA	AH011267-RA
OG0007605	Dm_00008009-RA	AH012444-RA
OG0007606	Dm_00012033-RA	AH017095-RA, AH017096-RA, AH016036-RA
OG0007609	Dm_00002072-RA	AH014588-RA
OG0007610	Dm_00012782-RA	AH020003-RA
OG0007611	Dm_00002338-RA	AH001953-RA
OG0007612	Dm_00001194-RA	AH017929-RA, AH007268-RA, AH007274-RA, AH020545-RA
OG0007614	Dm_00011473-RA	AH018614-RA
OG0007615	Dm_00009044-RA	AH013289-RA, AH013290-RA
OG0007617	Dm_00006707-RA	AH011021-RA
OG0007618	Dm_00007561-RA, Dm_00006078-RA	AH009619-RA
OG0007619	Dm_00010079-RA	AH011475-RA
OG0007620	Dm_00011161-RA	AH012159-RA
OG0007621	Dm_00019108-RA	AH020053-RA
OG0007622	Dm_00013911-RA	AH009581-RA
OG0007623	Dm_00005496-RA	AH002187-RA
OG0007624	Dm_00010533-RA	AH019258-RA
OG0007625	Dm_00012058-RA	AH016078-RA, AH017160-RA
OG0007626	Dm_00007909-RA, Dm_00011412-RA	AH002131-RA
OG0007627	Dm_00016369-RA	AH016056-RA
OG0007630	Dm_00002437-RA	AH003239-RA, AH018527-RA
OG0007631	Dm_00009032-RA	AH004617-RA
OG0007632	Dm_00000221-RA	AH011992-RA
OG0007633	Dm_00017782-RA, Dm_00020327-RA	AH018725-RA
OG0007635	Dm_00000659-RA	AH002598-RA
OG0007636	Dm_00015366-RA	AH015396-RA
OG0007637	Dm_00013772-RA, Dm_00016455-RA	AH019226-RA
OG0007639	Dm_00010266-RA	AH016065-RA
OG0007640	Dm_00016757-RA	AH018759-RA, AH003125-RA
OG0007641	Dm_00008738-RA	AH021070-RA
OG0007642	Dm_00020410-RA	AH012548-RA
OG0007644	Dm_00011544-RA	AH009234-RA
OG0007645	Dm_00015090-RA, Dm_00008359-RA	AH014321-RA, AH021094-RA
OG0007646	Dm_00003859-RA	AH021130-RA
OG0007647	Dm_00001413-RA	AH022339-RA
OG0007648	Dm_00011119-RA	AH018014-RA
OG0007649	Dm_00013498-RA	AH012125-RA, AH012126-RA
OG0007651	Dm_00020650-RA	AH012394-RA
OG0007652	Dm_00018281-RA	AH016524-RA
OG0007653	Dm_00003629-RA	AH000403-RA, AH001440-RA
OG0007654	Dm_00000695-RA	AH014850-RA
OG0007656	Dm_00013421-RA	AH014749-RA
OG0007658	Dm_00004317-RA	AH021848-RA, AH012663-RA
OG0007659	Dm_00018516-RA	AH019025-RA, AH019026-RA
OG0007660	Dm_00010003-RA	AH001303-RA
OG0007661	Dm_00003533-RA	AH013768-RA
OG0007662	Dm_00005857-RA	AH019681-RA
OG0007663	Dm_00017825-RA, Dm_00013562-RA	AH021205-RA
OG0007664	Dm_00010175-RA	AH010925-RA
OG0007665	Dm_00013085-RA	AH020043-RA
OG0007666	Dm_00015802-RA	AH001949-RA
OG0007667	Dm_00001393-RA	AH021791-RA
OG0007668	Dm_00017314-RA	AH018866-RA, AH018863-RA, AH003039-RA
OG0007669	Dm_00011282-RA	AH000312-RA
OG0007670	Dm_00019023-RA	AH001150-RA, AH000061-RA, AH001153-RA
OG0007671	Dm_00018273-RA	AH012827-RA
OG0007672	Dm_00011278-RA, Dm_00003152-RA	AH017660-RA
OG0007674	Dm_00017709-RA	AH022428-RA
OG0007675	Dm_00004192-RA	AH000281-RA
