Orthogroup	D_muscipula.proteins	A_vesiculosa.proteins
OG0006362	Dm_00010740-RA, Dm_00001959-RA, Dm_00001958-RA	Av_00011819-RA
OG0006363	Dm_00001164-RA	Av_00016455-RA
OG0006364	Dm_00006779-RA	Av_00013222-RA
OG0006365	Dm_00008276-RA	Av_00002142-RA, Av_00001551-RA
OG0006366	Dm_00015851-RA	Av_00019196-RA, Av_00000566-RA
OG0006367	Dm_00005302-RA	Av_00006489-RA, Av_00013669-RA
OG0006369	Dm_00011391-RA	Av_00003849-RA
OG0006370	Dm_00009874-RA	Av_00013204-RA
OG0006371	Dm_00002463-RA	Av_00011838-RA
OG0006372	Dm_00016761-RA, Dm_00006061-RA	Av_00021126-RA
OG0006373	Dm_00008265-RA, Dm_00006730-RA	Av_00007174-RA
OG0006374	Dm_00004881-RA, Dm_00007091-RA	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA
OG0006375	Dm_00020476-RA, Dm_00017192-RA	Av_00007800-RA
OG0006376	Dm_00020401-RA, Dm_00001134-RA	Av_00016434-RA, Av_00017632-RA
OG0006377	Dm_00008098-RA	Av_00022060-RA
OG0006378	Dm_00003962-RA	Av_00005458-RA, Av_00003034-RA
OG0006379	Dm_00009717-RA	Av_00007315-RA, Av_00019042-RA
OG0006380	Dm_00018280-RA	Av_00007139-RA
OG0006381	Dm_00007606-RA	Av_00019375-RA
OG0006382	Dm_00006850-RA	Av_00015251-RA
OG0006383	Dm_00016011-RA	Av_00002064-RA, Av_00012901-RA
OG0006385	Dm_00012994-RA	Av_00021990-RA
OG0006386	Dm_00002892-RA	Av_00006950-RA
OG0006386	Dm_00020478-RA	Av_00016640-RA, Av_00014855-RA
OG0006388	Dm_00015039-RA	Av_00020301-RA
OG0006390	Dm_00008983-RA	Av_00022283-RA
OG0006391	Dm_00019283-RA, Dm_00010195-RA	Av_00019502-RA, Av_00021449-RA
OG0006392	Dm_00006210-RA	Av_00001996-RA
OG0006393	Dm_00004350-RA, Dm_00016254-RA	Av_00024944-RA
OG0006394	Dm_00005721-RA	Av_00020627-RA
OG0006395	Dm_00013308-RA	Av_00023621-RA, Av_00022026-RA
OG0006396	Dm_00005322-RA	Av_00017938-RA, Av_00001999-RA
OG0006397	Dm_00007094-RA	Av_00001065-RA
OG0006397	Dm_00004879-RA	Av_00011170-RA
OG0006398	Dm_00010372-RA	Av_00019902-RA
OG0006400	Dm_00010031-RA	Av_00019882-RA
OG0006401	Dm_00003223-RA	Av_00007730-RA
OG0006402	Dm_00008338-RA	Av_00019119-RA, Av_00010197-RA
OG0006403	Dm_00012540-RA	Av_00011581-RA
OG0006404	Dm_00011376-RA	Av_00007839-RA
OG0006405	Dm_00003030-RA	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA
OG0006406	Dm_00017277-RA	Av_00007842-RA, Av_00000211-RA
OG0006407	Dm_00001261-RA	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA
OG0006408	Dm_00005736-RA, Dm_00004469-RA	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA
OG0006409	Dm_00003064-RA	Av_00016690-RA
OG0006410	Dm_00017874-RA	Av_00014831-RA
OG0006411	Dm_00011672-RA	Av_00024472-RA, Av_00004461-RA
OG0006412	Dm_00007357-RA	Av_00000428-RA
OG0006414	Dm_00006840-RA	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA
OG0006414	Dm_00018524-RA	Av_00011490-RA
OG0006415	Dm_00008116-RA	Av_00007792-RA, Av_00022160-RA, Av_00011580-RA, Av_00011579-RA
OG0006415	Dm_00008115-RA	Av_00000241-RA
OG0006416	Dm_00016756-RA	Av_00004619-RA
OG0006417	Dm_00012906-RA	Av_00013082-RA
OG0006419	Dm_00001367-RA, Dm_00001368-RA	Av_00006888-RA
OG0006420	Dm_00014293-RA	Av_00011679-RA
OG0006421	Dm_00005388-RA	Av_00004523-RA, Av_00012358-RA
OG0006422	Dm_00004258-RA	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA
OG0006422	Dm_00020009-RA	Av_00000072-RA, Av_00011475-RA
OG0006423	Dm_00001161-RA	Av_00022871-RA, Av_00016453-RA
OG0006424	Dm_00000852-RA	Av_00002481-RA
OG0006425	Dm_00015950-RA	Av_00019035-RA
OG0006427	Dm_00007166-RA	Av_00012519-RA
OG0006428	Dm_00002955-RA	Av_00002467-RA, Av_00002428-RA
OG0006429	Dm_00017661-RA	Av_00011330-RA, Av_00000968-RA
OG0006430	Dm_00001738-RA	Av_00012289-RA
OG0006432	Dm_00004987-RA	Av_00024911-RA
OG0006433	Dm_00015499-RA	Av_00002363-RA
OG0006434	Dm_00000690-RA, Dm_00002299-RA	Av_00024100-RA
OG0006435	Dm_00009227-RA	Av_00002383-RA
OG0006435	Dm_00004990-RA, Dm_00004530-RA	Av_00003652-RA
OG0006436	Dm_00009958-RA	Av_00023771-RA
OG0006437	Dm_00006807-RA	Av_00002461-RA, Av_00015766-RA
OG0006438	Dm_00012693-RA	Av_00020530-RA
OG0006439	Dm_00000863-RA	Av_00015743-RA
OG0006440	Dm_00017806-RA	Av_00009637-RA
OG0006441	Dm_00003751-RA	Av_00024143-RA, Av_00022899-RA
OG0006442	Dm_00019681-RA	Av_00022019-RA
OG0006443	Dm_00016286-RA	Av_00000215-RA
OG0006443	Dm_00016931-RA	Av_00024288-RA
OG0006444	Dm_00003917-RA	Av_00006205-RA
OG0006445	Dm_00014247-RA	Av_00022075-RA
OG0006446	Dm_00001945-RA	Av_00002576-RA
OG0006447	Dm_00007214-RA	Av_00005957-RA
OG0006448	Dm_00005108-RA	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA
OG0006450	Dm_00005730-RA	Av_00000703-RA
OG0006451	Dm_00012110-RA	Av_00003390-RA
OG0006452	Dm_00009966-RA	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA
OG0006453	Dm_00013945-RA	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA
OG0006454	Dm_00008088-RA	Av_00012033-RA
OG0006455	Dm_00016943-RA, Dm_00006587-RA, Dm_00003448-RA	Av_00021583-RA
OG0006457	Dm_00002289-RA	Av_00003647-RA
OG0006459	Dm_00010630-RA	Av_00005592-RA
OG0006460	Dm_00012298-RA	Av_00018377-RA
OG0006461	Dm_00013993-RA	Av_00008188-RA
OG0006462	Dm_00013380-RA	Av_00016392-RA
OG0006463	Dm_00003310-RA	Av_00009185-RA
OG0006464	Dm_00009514-RA	Av_00007983-RA, Av_00006811-RA
OG0006465	Dm_00015497-RA	Av_00000104-RA, Av_00011511-RA
OG0006466	Dm_00010384-RA	Av_00011397-RA
OG0006467	Dm_00018077-RA, Dm_00017137-RA	Av_00004931-RA, Av_00003980-RA
OG0006468	Dm_00001486-RA	Av_00006043-RA, Av_00002993-RA
OG0006469	Dm_00003063-RA, Dm_00007172-RA	Av_00016689-RA
OG0006470	Dm_00013735-RA	Av_00008114-RA, Av_00014421-RA
OG0006472	Dm_00009855-RA	Av_00014598-RA
OG0006474	Dm_00017316-RA	Av_00002201-RA, Av_00010909-RA
OG0006475	Dm_00019530-RA	Av_00004104-RA
OG0006476	Dm_00014021-RA, Dm_00014022-RA, Dm_00020667-RA	Av_00013081-RA
OG0006477	Dm_00006479-RA	Av_00022127-RA
OG0006479	Dm_00015395-RA	Av_00009363-RA
OG0006480	Dm_00007927-RA	Av_00020921-RA, Av_00006287-RA
OG0006481	Dm_00005246-RA	Av_00004928-RA
OG0006482	Dm_00007554-RA	Av_00013902-RA
OG0006483	Dm_00000632-RA, Dm_00007633-RA	Av_00012788-RA, Av_00006238-RA
OG0006484	Dm_00000558-RA	Av_00001297-RA, Av_00015100-RA, Av_00020355-RA
OG0006487	Dm_00014108-RA	Av_00012167-RA
OG0006488	Dm_00018130-RA, Dm_00003655-RA	Av_00007980-RA
OG0006489	Dm_00003719-RA	Av_00009154-RA
OG0006490	Dm_00002034-RA	Av_00022252-RA
OG0006491	Dm_00003791-RA	Av_00015560-RA, Av_00009057-RA
OG0006492	Dm_00014019-RA	Av_00004053-RA, Av_00004881-RA
OG0006493	Dm_00016468-RA	Av_00004498-RA, Av_00012323-RA
OG0006496	Dm_00008908-RA, Dm_00015858-RA	Av_00024456-RA, Av_00004241-RA
OG0006497	Dm_00005353-RA	Av_00008688-RA
OG0006498	Dm_00021086-RA	Av_00022674-RA
OG0006500	Dm_00012043-RA	Av_00019546-RA, Av_00008890-RA
OG0006501	Dm_00015880-RA, Dm_00002165-RA	Av_00004682-RA, Av_00018272-RA, Av_00019095-RA
OG0006502	Dm_00014209-RA, Dm_00011611-RA	Av_00011449-RA, Av_00015233-RA
OG0006503	Dm_00018425-RA	Av_00008719-RA, Av_00023128-RA
OG0006504	Dm_00005118-RA	Av_00008747-RA, Av_00017137-RA
OG0006505	Dm_00006484-RA	Av_00022447-RA
OG0006506	Dm_00000653-RA	Av_00004645-RA, Av_00018237-RA
OG0006507	Dm_00018000-RA	Av_00017591-RA, Av_00013074-RA
OG0006508	Dm_00004392-RA, Dm_00000376-RA	Av_00007386-RA
OG0006509	Dm_00012976-RA	Av_00019752-RA
OG0006510	Dm_00001482-RA	Av_00005426-RA
OG0006511	Dm_00014416-RA	Av_00013896-RA, Av_00003203-RA
OG0006514	Dm_00002893-RA	Av_00001263-RA
OG0006515	Dm_00006260-RA	Av_00002099-RA, Av_00012948-RA
OG0006516	Dm_00003798-RA	Av_00003796-RA, Av_00003797-RA
OG0006517	Dm_00000989-RA	Av_00017116-RA, Av_00022870-RA
OG0006518	Dm_00012557-RA	Av_00024597-RA
OG0006519	Dm_00019521-RA	Av_00023998-RA
OG0006520	Dm_00007908-RA	Av_00018129-RA, Av_00020193-RA
OG0006521	Dm_00011711-RA	Av_00020602-RA, Av_00024430-RA
OG0006522	Dm_00004933-RA, Dm_00002318-RA	Av_00023583-RA, Av_00004171-RA
OG0006524	Dm_00003613-RA	Av_00005855-RA
OG0006525	Dm_00001491-RA	Av_00005430-RA, Av_00002996-RA
OG0006526	Dm_00011240-RA	Av_00013086-RA
OG0006527	Dm_00004821-RA	Av_00006822-RA
OG0006528	Dm_00004172-RA, Dm_00011456-RA	Av_00010680-RA, Av_00018594-RA, Av_00018593-RA
OG0006529	Dm_00019967-RA	Av_00002114-RA, Av_00012958-RA
OG0006530	Dm_00013888-RA	Av_00022002-RA
OG0006531	Dm_00004593-RA, Dm_00005881-RA	Av_00004175-RA
OG0006532	Dm_00013404-RA	Av_00008860-RA, Av_00023284-RA
OG0006533	Dm_00000092-RA	Av_00021633-RA, Av_00009041-RA
OG0006534	Dm_00010154-RA, Dm_00014660-RA, Dm_00013297-RA	Av_00012892-RA, Av_00002056-RA
OG0006535	Dm_00003821-RA	Av_00019873-RA
OG0006536	Dm_00014659-RA	Av_00014756-RA, Av_00009143-RA
OG0006537	Dm_00014275-RA, Dm_00003731-RA	Av_00011078-RA
OG0006538	Dm_00001126-RA	Av_00000833-RA
OG0006540	Dm_00000486-RA	Av_00016913-RA
OG0006540	Dm_00012012-RA	Av_00021181-RA
OG0006541	Dm_00020600-RA	Av_00021893-RA
OG0006542	Dm_00003641-RA	Av_00012059-RA
OG0006543	Dm_00004777-RA	Av_00006133-RA
OG0006544	Dm_00000794-RA	Av_00005087-RA, Av_00022173-RA
OG0006547	Dm_00003430-RA, Dm_00012555-RA	Av_00020293-RA, Av_00000712-RA
OG0006548	Dm_00020816-RA	Av_00005097-RA, Av_00015692-RA
OG0006549	Dm_00005796-RA	Av_00012683-RA
OG0006550	Dm_00018726-RA	Av_00015293-RA
OG0006551	Dm_00020280-RA	Av_00006035-RA
OG0006552	Dm_00010723-RA	Av_00008967-RA
OG0006553	Dm_00016248-RA	Av_00011908-RA
OG0006554	Dm_00001015-RA	Av_00017127-RA
OG0006555	Dm_00011465-RA	Av_00015878-RA, Av_00024579-RA
OG0006556	Dm_00007403-RA	Av_00004375-RA, Av_00001140-RA, Av_00014339-RA
OG0006558	Dm_00001898-RA	Av_00021303-RA
OG0006559	Dm_00009301-RA	Av_00016420-RA
OG0006561	Dm_00020824-RA	Av_00022410-RA
OG0006561	Dm_00000478-RA	Av_00016918-RA
OG0006562	Dm_00004345-RA	Av_00017308-RA
OG0006563	Dm_00008320-RA	Av_00020183-RA
OG0006564	Dm_00000042-RA	Av_00005406-RA, Av_00002962-RA, Av_00018003-RA
OG0006565	Dm_00011054-RA	Av_00021606-RA
OG0006567	Dm_00003320-RA	Av_00000227-RA
OG0006568	Dm_00000947-RA	Av_00014008-RA
OG0006569	Dm_00013848-RA	Av_00017196-RA, Av_00020043-RA
OG0006570	Dm_00009869-RA	Av_00011341-RA, Av_00018407-RA, Av_00003113-RA, Av_00023199-RA, Av_00002388-RA
OG0006571	Dm_00012204-RA, Dm_00012223-RA	Av_00003999-RA
OG0006572	Dm_00012945-RA	Av_00022844-RA
OG0006573	Dm_00010855-RA	Av_00012725-RA
OG0006573	Dm_00006685-RA	Av_00012575-RA
OG0006574	Dm_00018212-RA	Av_00019585-RA
OG0006575	Dm_00004545-RA	Av_00019684-RA, Av_00013342-RA
OG0006576	Dm_00017307-RA	Av_00015798-RA
OG0006578	Dm_00011695-RA	Av_00004927-RA
OG0006579	Dm_00015480-RA	Av_00016209-RA
OG0006581	Dm_00005143-RA	Av_00024575-RA
OG0006582	Dm_00001405-RA	Av_00015685-RA
OG0006583	Dm_00014460-RA	Av_00018526-RA
OG0006583	Dm_00014461-RA	Av_00006221-RA, Av_00012768-RA
OG0006584	Dm_00015524-RA	Av_00018638-RA
OG0006585	Dm_00003531-RA	Av_00007365-RA
OG0006586	Dm_00010421-RA	Av_00017546-RA
OG0006588	Dm_00014920-RA, Dm_00018984-RA, Dm_00018983-RA	Av_00023623-RA
OG0006589	Dm_00015323-RA	Av_00024156-RA
OG0006589	Dm_00002140-RA	Av_00012070-RA
OG0006590	Dm_00016523-RA	Av_00010565-RA
OG0006592	Dm_00013101-RA	Av_00013592-RA, Av_00008294-RA
OG0006593	Dm_00005906-RA	Av_00018485-RA
OG0006594	Dm_00015961-RA, Dm_00007346-RA	Av_00006171-RA, Av_00008435-RA
OG0006595	Dm_00003530-RA	Av_00013310-RA
OG0006596	Dm_00018538-RA	Av_00022099-RA
OG0006598	Dm_00002903-RA	Av_00003660-RA, Av_00008727-RA, Av_00022094-RA
OG0006599	Dm_00003762-RA	Av_00007043-RA, Av_00011916-RA
OG0006600	Dm_00018181-RA	Av_00018360-RA, Av_00005148-RA
OG0006601	Dm_00007869-RA	Av_00011913-RA
OG0006602	Dm_00004389-RA	Av_00003794-RA
OG0006604	Dm_00019716-RA	Av_00022454-RA
OG0006605	Dm_00003755-RA	Av_00006173-RA
OG0006606	Dm_00011191-RA	Av_00008121-RA
OG0006607	Dm_00001390-RA	Av_00022175-RA, Av_00022227-RA
OG0006608	Dm_00004641-RA, Dm_00016481-RA	Av_00018517-RA, Av_00006226-RA, Av_00012774-RA
OG0006609	Dm_00002976-RA	Av_00013594-RA
OG0006610	Dm_00012959-RA	Av_00012689-RA
OG0006610	Dm_00017944-RA	Av_00004745-RA, Av_00016937-RA
OG0006612	Dm_00015837-RA	Av_00019927-RA
OG0006613	Dm_00012371-RA	Av_00002788-RA
OG0006614	Dm_00009894-RA	Av_00008426-RA, Av_00006149-RA
OG0006615	Dm_00004329-RA	Av_00021071-RA
OG0006615	Dm_00005176-RA	Av_00014092-RA
OG0006616	Dm_00020720-RA	Av_00003125-RA
OG0006616	Dm_00003265-RA	Av_00000931-RA
OG0006617	Dm_00000285-RA	Av_00019268-RA
OG0006618	Dm_00013435-RA	Av_00006098-RA
OG0006620	Dm_00000525-RA	Av_00021219-RA
OG0006621	Dm_00003833-RA	Av_00007369-RA
OG0006622	Dm_00012775-RA	Av_00000557-RA
OG0006623	Dm_00015204-RA	Av_00011695-RA
OG0006624	Dm_00008111-RA	Av_00000010-RA, Av_00022272-RA
OG0006625	Dm_00016476-RA	Av_00000388-RA, Av_00015379-RA, Av_00001859-RA
OG0006626	Dm_00014192-RA, Dm_00012484-RA, Dm_00000463-RA	Av_00009203-RA, Av_00014792-RA
OG0006627	Dm_00001557-RA	Av_00008979-RA, Av_00021930-RA
OG0006628	Dm_00020206-RA	Av_00017023-RA
OG0006629	Dm_00000287-RA	Av_00015025-RA
OG0006630	Dm_00012656-RA	Av_00018420-RA
OG0006631	Dm_00012843-RA	Av_00017397-RA
OG0006631	Dm_00002714-RA	Av_00014619-RA
OG0006632	Dm_00010352-RA, Dm_00017396-RA	Av_00021455-RA, Av_00000879-RA
OG0006633	Dm_00011580-RA	Av_00014248-RA
OG0006634	Dm_00001082-RA	Av_00012492-RA, Av_00016373-RA
OG0006635	Dm_00012433-RA	Av_00023335-RA
OG0006636	Dm_00002710-RA	Av_00003285-RA, Av_00013975-RA, Av_00014622-RA
OG0006637	Dm_00012674-RA	Av_00013386-RA, Av_00015904-RA
OG0006638	Dm_00000416-RA	Av_00009224-RA
OG0006641	Dm_00011304-RA	Av_00006286-RA
OG0006643	Dm_00003303-RA, Dm_00015336-RA	Av_00002092-RA, Av_00009413-RA
OG0006644	Dm_00008895-RA	Av_00006469-RA
OG0006646	Dm_00004894-RA	Av_00006593-RA
OG0006647	Dm_00004014-RA	Av_00009879-RA, Av_00018837-RA
OG0006647	Dm_00015166-RA	Av_00000970-RA
OG0006648	Dm_00010375-RA	Av_00010886-RA
OG0006649	Dm_00019896-RA	Av_00009608-RA, Av_00002187-RA
OG0006650	Dm_00006074-RA	Av_00017419-RA
OG0006651	Dm_00009993-RA	Av_00017757-RA
OG0006652	Dm_00015733-RA	Av_00011463-RA
OG0006655	Dm_00019832-RA	Av_00000878-RA, Av_00022483-RA
OG0006656	Dm_00001224-RA	Av_00014870-RA
OG0006657	Dm_00016276-RA	Av_00001875-RA, Av_00024393-RA
OG0006658	Dm_00005333-RA	Av_00005537-RA, Av_00006054-RA
OG0006659	Dm_00001080-RA	Av_00016372-RA
OG0006661	Dm_00014730-RA	Av_00004269-RA
OG0006662	Dm_00002632-RA	Av_00018927-RA
OG0006664	Dm_00018416-RA, Dm_00011779-RA	Av_00017817-RA, Av_00006721-RA, Av_00024354-RA, Av_00006720-RA, Av_00024353-RA
OG0006665	Dm_00000916-RA	Av_00003455-RA, Av_00004837-RA
OG0006666	Dm_00003369-RA	Av_00022934-RA
OG0006667	Dm_00016061-RA, Dm_00017664-RA	Av_00019666-RA
OG0006669	Dm_00018211-RA	Av_00007308-RA
OG0006672	Dm_00005482-RA	Av_00014657-RA
OG0006673	Dm_00010279-RA	Av_00021984-RA
OG0006676	Dm_00002589-RA, Dm_00011969-RA	Av_00001431-RA
OG0006677	Dm_00020813-RA	Av_00013708-RA, Av_00000382-RA
OG0006678	Dm_00007321-RA	Av_00001001-RA, Av_00018198-RA
OG0006679	Dm_00002495-RA	Av_00006852-RA, Av_00007930-RA
OG0006680	Dm_00001742-RA	Av_00004424-RA
OG0006682	Dm_00008771-RA	Av_00021859-RA, Av_00011642-RA
OG0006683	Dm_00004898-RA	Av_00006955-RA, Av_00011801-RA
OG0006684	Dm_00004719-RA	Av_00016236-RA
OG0006685	Dm_00007098-RA	Av_00004433-RA
OG0006686	Dm_00015746-RA	Av_00018563-RA, Av_00005514-RA, Av_00006086-RA
OG0006687	Dm_00010603-RA	Av_00011499-RA, Av_00000093-RA
OG0006687	Dm_00018776-RA	Av_00003142-RA, Av_00014025-RA, Av_00023219-RA
OG0006688	Dm_00013520-RA	Av_00000341-RA
OG0006689	Dm_00006595-RA	Av_00000445-RA, Av_00015313-RA, Av_00017915-RA
OG0006689	Dm_00013859-RA	Av_00016348-RA, Av_00012505-RA
OG0006690	Dm_00000121-RA	Av_00019444-RA, Av_00021622-RA, Av_00009028-RA
OG0006691	Dm_00011945-RA	Av_00020992-RA, Av_00022563-RA
OG0006692	Dm_00015466-RA	Av_00002277-RA
OG0006693	Dm_00001681-RA	Av_00011183-RA
OG0006694	Dm_00001922-RA, Dm_00001921-RA	Av_00005024-RA
OG0006695	Dm_00012704-RA	Av_00005146-RA
OG0006697	Dm_00004475-RA, Dm_00004906-RA	Av_00015080-RA, Av_00001277-RA
OG0006698	Dm_00007306-RA	Av_00015141-RA
OG0006700	Dm_00002777-RA, Dm_00013684-RA	Av_00002600-RA
OG0006701	Dm_00014143-RA, Dm_00014142-RA, Dm_00011314-RA	Av_00021848-RA, Av_00011637-RA
OG0006702	Dm_00018843-RA	Av_00001574-RA
OG0006703	Dm_00001996-RA	Av_00005267-RA
OG0006704	Dm_00009778-RA	Av_00017679-RA, Av_00001741-RA
OG0006706	Dm_00013929-RA	Av_00003915-RA, Av_00004978-RA
OG0006707	Dm_00005315-RA	Av_00016998-RA, Av_00003305-RA
OG0006708	Dm_00018964-RA	Av_00021857-RA
OG0006709	Dm_00020979-RA, Dm_00005253-RA	Av_00000107-RA, Av_00011515-RA, Av_00008355-RA, Av_00020392-RA
OG0006710	Dm_00013051-RA	Av_00011268-RA
OG0006711	Dm_00013893-RA	Av_00024674-RA
OG0006713	Dm_00018473-RA	Av_00008349-RA, Av_00017970-RA, Av_00008346-RA, Av_00008348-RA
OG0006714	Dm_00005729-RA	Av_00003508-RA
OG0006715	Dm_00008867-RA	Av_00014723-RA
OG0006716	Dm_00013354-RA, Dm_00018586-RA	Av_00010186-RA
OG0006717	Dm_00014097-RA	Av_00005567-RA
OG0006718	Dm_00019669-RA	Av_00009102-RA, Av_00021873-RA, Av_00018620-RA
OG0006719	Dm_00012308-RA	Av_00022296-RA
OG0006720	Dm_00007314-RA	Av_00012444-RA
OG0006721	Dm_00000229-RA	Av_00013056-RA
OG0006723	Dm_00016305-RA, Dm_00002851-RA	Av_00006443-RA, Av_00007519-RA
OG0006724	Dm_00014380-RA	Av_00004991-RA, Av_00003896-RA
OG0006725	Dm_00003718-RA	Av_00009155-RA
OG0006726	Dm_00018715-RA	Av_00024882-RA, Av_00000508-RA
OG0006727	Dm_00003182-RA	Av_00007583-RA, Av_00005233-RA
OG0006728	Dm_00001855-RA	Av_00017716-RA
OG0006728	Dm_00017375-RA	Av_00022309-RA
OG0006729	Dm_00017894-RA	Av_00005779-RA
OG0006730	Dm_00009602-RA	Av_00005231-RA
OG0006731	Dm_00013407-RA	Av_00004963-RA, Av_00003933-RA
OG0006734	Dm_00007797-RA	Av_00006343-RA, Av_00007778-RA
OG0006735	Dm_00009354-RA	Av_00022247-RA
OG0006736	Dm_00000400-RA, Dm_00000233-RA	Av_00009233-RA
OG0006737	Dm_00013283-RA	Av_00005210-RA, Av_00002756-RA
OG0006738	Dm_00021038-RA, Dm_00000245-RA, Dm_00021037-RA	Av_00017602-RA
OG0006739	Dm_00010274-RA	Av_00012024-RA
OG0006740	Dm_00019204-RA, Dm_00011035-RA	Av_00019590-RA, Av_00021419-RA
OG0006742	Dm_00016904-RA, Dm_00007066-RA	Av_00022816-RA, Av_00024569-RA, Av_00021355-RA
OG0006743	Dm_00012390-RA	Av_00000862-RA, Av_00018383-RA, Av_00005174-RA
OG0006745	Dm_00006233-RA	Av_00000112-RA
OG0006746	Dm_00002595-RA, Dm_00004914-RA	Av_00009284-RA, Av_00012401-RA
OG0006747	Dm_00007193-RA	Av_00007070-RA, Av_00003551-RA, Av_00008246-RA
OG0006748	Dm_00013025-RA, Dm_00009673-RA	Av_00005767-RA, Av_00012203-RA
OG0006749	Dm_00001688-RA	Av_00001690-RA
OG0006750	Dm_00014618-RA	Av_00012818-RA
OG0006751	Dm_00019150-RA	Av_00003914-RA, Av_00004979-RA, Av_00005756-RA, Av_00012209-RA
OG0006752	Dm_00015408-RA	Av_00007102-RA
OG0006754	Dm_00013626-RA	Av_00011248-RA, Av_00000532-RA, Av_00001774-RA
OG0006755	Dm_00002402-RA	Av_00001234-RA
OG0006756	Dm_00003992-RA	Av_00008264-RA, Av_00003578-RA, Av_00013616-RA, Av_00007084-RA
OG0006757	Dm_00015287-RA	Av_00009560-RA, Av_00022629-RA, Av_00017585-RA, Av_00015399-RA, Av_00004076-RA, Av_00004075-RA
OG0006758	Dm_00000403-RA	Av_00023455-RA
OG0006759	Dm_00010132-RA, Dm_00010131-RA	Av_00015509-RA
OG0006760	Dm_00005963-RA	Av_00005289-RA, Av_00024409-RA, Av_00006435-RA
OG0006761	Dm_00015075-RA	Av_00009112-RA
OG0006762	Dm_00004912-RA	Av_00017694-RA, Av_00001720-RA
OG0006763	Dm_00006148-RA	Av_00007868-RA
OG0006764	Dm_00003194-RA	Av_00007647-RA, Av_00006334-RA
OG0006765	Dm_00013180-RA	Av_00010111-RA
OG0006766	Dm_00008147-RA	Av_00024086-RA, Av_00022691-RA
OG0006767	Dm_00018603-RA	Av_00009130-RA, Av_00015611-RA
OG0006769	Dm_00001588-RA	Av_00006345-RA, Av_00007633-RA
OG0006770	Dm_00001994-RA	Av_00015514-RA, Av_00016965-RA, Av_00018083-RA, Av_00024375-RA
OG0006771	Dm_00001931-RA	Av_00002565-RA
OG0006772	Dm_00007003-RA	Av_00006424-RA, Av_00007530-RA
OG0006773	Dm_00005702-RA	Av_00007542-RA
OG0006774	Dm_00004911-RA	Av_00001721-RA, Av_00017693-RA
OG0006775	Dm_00014756-RA	Av_00010532-RA
OG0006776	Dm_00009610-RA	Av_00005770-RA, Av_00012201-RA
OG0006777	Dm_00000219-RA	Av_00009502-RA, Av_00018888-RA
OG0006777	Dm_00007526-RA	Av_00019986-RA
OG0006780	Dm_00013705-RA, Dm_00010457-RA	Av_00019514-RA
OG0006782	Dm_00015854-RA, Dm_00015096-RA	Av_00018812-RA, Av_00018631-RA
OG0006782	Dm_00002548-RA, Dm_00003862-RA	Av_00000943-RA, Av_00004316-RA, Av_00012983-RA, Av_00007234-RA
OG0006783	Dm_00009576-RA	Av_00018064-RA
OG0006788	Dm_00010937-RA	Av_00008505-RA
OG0006788	Dm_00008026-RA, Dm_00004540-RA	Av_00002778-RA
OG0006795	Dm_00014054-RA, Dm_00009981-RA	Av_00008635-RA, Av_00011444-RA, Av_00015221-RA, Av_00010883-RA
OG0006797	Dm_00013463-RA	Av_00015622-RA
OG0006802	Dm_00014311-RA, Dm_00010836-RA	Av_00012121-RA
OG0006802	Dm_00020935-RA, Dm_00020442-RA	Av_00021270-RA
OG0006802	Dm_00020437-RA, Dm_00020090-RA	Av_00021803-RA
OG0006802	Dm_00008619-RA, Dm_00014475-RA	Av_00002220-RA, Av_00013572-RA
OG0006802	Dm_00018118-RA, Dm_00018849-RA, Dm_00018583-RA	Av_00023664-RA, Av_00022528-RA, Av_00024634-RA
OG0006803	Dm_00009336-RA	Av_00019081-RA, Av_00019314-RA, Av_00022472-RA, Av_00023348-RA, Av_00022231-RA, Av_00024129-RA, Av_00003520-RA, Av_00023990-RA, Av_00017169-RA, Av_00024079-RA, Av_00020255-RA, Av_00024884-RA, Av_00019082-RA, Av_00003335-RA
OG0006834	Dm_00002839-RA	Av_00016122-RA, Av_00016087-RA
OG0006835	Dm_00018756-RA	Av_00012086-RA
OG0006837	Dm_00016002-RA	Av_00024088-RA
OG0006838	Dm_00019949-RA	Av_00021777-RA
OG0006839	Dm_00000771-RA	Av_00020013-RA
OG0006840	Dm_00015911-RA	Av_00019901-RA, Av_00006464-RA
OG0006842	Dm_00014946-RA	Av_00025051-RA
OG0006843	Dm_00005518-RA	Av_00025032-RA, Av_00021875-RA
OG0006844	Dm_00014704-RA	Av_00017758-RA, Av_00021521-RA
OG0006844	Dm_00014445-RA	Av_00012001-RA, Av_00015633-RA
OG0006845	Dm_00002201-RA	Av_00016534-RA
OG0006846	Dm_00010084-RA	Av_00021178-RA
OG0006847	Dm_00007442-RA	Av_00014493-RA
