Orthogroup	D_muscipula.proteins	A_coerulea.proteins
OG0005915	Dm_00005656-RA	Aqcoe6G142800.1.p, Aqcoe6G142800.2.p, Aqcoe6G142800.3.p, Aqcoe6G142800.4.p
OG0005916	Dm_00002264-RA	Aqcoe6G003000.3.p, Aqcoe6G003000.4.p, Aqcoe6G003000.2.p, Aqcoe6G003000.1.p
OG0005917	Dm_00003225-RA	Aqcoe6G087000.1.p
OG0005918	Dm_00016440-RA, Dm_00014100-RA	Aqcoe5G116700.2.p, Aqcoe5G116700.1.p, Aqcoe6G054400.1.p, Aqcoe6G054400.2.p
OG0005919	Dm_00009323-RA	Aqcoe5G252700.1.p, Aqcoe6G043100.1.p
OG0005920	Dm_00007657-RA	Aqcoe6G290300.2.p, Aqcoe6G290300.1.p, Aqcoe5G273000.1.p, Aqcoe5G273000.3.p, Aqcoe5G273000.5.p, Aqcoe5G273000.4.p, Aqcoe5G273000.2.p
OG0005921	Dm_00015069-RA	Aqcoe6G129000.1.p, Aqcoe5G185900.1.p
OG0005922	Dm_00012917-RA, Dm_00009199-RA	Aqcoe6G011600.2.p, Aqcoe6G011600.1.p
OG0005923	Dm_00013727-RA, Dm_00008285-RA	Aqcoe6G002700.1.p
OG0005924	Dm_00006610-RA	Aqcoe6G154100.1.p
OG0005925	Dm_00002430-RA, Dm_00002431-RA	Aqcoe6G096400.1.p
OG0005926	Dm_00016713-RA	Aqcoe6G093000.2.p, Aqcoe6G093000.1.p
OG0005927	Dm_00006582-RA	Aqcoe6G019600.1.p
OG0005928	Dm_00016390-RA	Aqcoe6G000700.1.p
OG0005929	Dm_00009108-RA	Aqcoe6G145500.2.p, Aqcoe6G145500.3.p, Aqcoe6G145500.1.p, Aqcoe6G145500.4.p
OG0005930	Dm_00006103-RA	Aqcoe1G038100.3.p, Aqcoe1G038100.1.p, Aqcoe1G038100.2.p, Aqcoe6G209800.1.p, Aqcoe6G209800.3.p, Aqcoe6G209800.2.p, Aqcoe6G210100.2.p, Aqcoe6G210100.1.p
OG0005931	Dm_00005398-RA	Aqcoe6G056800.1.p
OG0005932	Dm_00001144-RA, Dm_00015385-RA	Aqcoe6G108700.1.p
OG0005933	Dm_00005486-RA, Dm_00004463-RA	Aqcoe6G032000.1.p
OG0005935	Dm_00019075-RA	Aqcoe6G238100.1.p, Aqcoe6G217200.1.p
OG0005936	Dm_00011305-RA	Aqcoe6G061100.1.p
OG0005937	Dm_00013017-RA	Aqcoe6G066200.1.p, Aqcoe6G066200.2.p
OG0005939	Dm_00002494-RA, Dm_00017910-RA	Aqcoe6G064800.2.p, Aqcoe6G064800.1.p, Aqcoe6G064800.3.p
OG0005940	Dm_00006957-RA, Dm_00012180-RA	Aqcoe6G245900.1.p, Aqcoe6G245900.2.p
OG0005941	Dm_00005760-RA	Aqcoe6G230800.1.p, Aqcoe6G230800.2.p
OG0005942	Dm_00002066-RA	Aqcoe6G188700.1.p
OG0005943	Dm_00002359-RA	Aqcoe6G182800.2.p, Aqcoe6G182800.1.p
OG0005944	Dm_00016658-RA	Aqcoe7G371200.2.p, Aqcoe7G371200.1.p, Aqcoe6G119800.1.p
OG0005945	Dm_00002360-RA	Aqcoe3G178300.1.p, Aqcoe5G101500.1.p
OG0005946	Dm_00013140-RA	Aqcoe6G027200.9.p, Aqcoe6G027200.8.p, Aqcoe6G027200.2.p, Aqcoe6G027200.3.p, Aqcoe6G027200.4.p, Aqcoe6G027200.6.p, Aqcoe6G027200.7.p, Aqcoe6G027200.1.p, Aqcoe6G027200.5.p
OG0005947	Dm_00001234-RA, Dm_00000118-RA	Aqcoe6G215000.1.p
OG0005949	Dm_00019083-RA	Aqcoe6G306700.1.p, Aqcoe6G306800.1.p
OG0005951	Dm_00002859-RA	Aqcoe3G100600.2.p, Aqcoe3G100600.1.p, Aqcoe6G004800.2.p, Aqcoe6G004800.1.p
OG0005952	Dm_00005601-RA	Aqcoe6G121300.1.p
OG0005953	Dm_00003979-RA, Dm_00007694-RA	Aqcoe6G055900.1.p
OG0005954	Dm_00017939-RA	Aqcoe6G180600.1.p, Aqcoe7G045300.1.p
OG0005955	Dm_00006857-RA	Aqcoe6G104200.2.p, Aqcoe6G104200.1.p
OG0005956	Dm_00005235-RA, Dm_00002520-RA	Aqcoe7G384500.1.p, Aqcoe6G036900.1.p, Aqcoe5G235400.1.p
OG0005957	Dm_00002267-RA	Aqcoe6G172200.1.p
OG0005958	Dm_00017094-RA, Dm_00011525-RA	Aqcoe6G280800.1.p
OG0005959	Dm_00021014-RA, Dm_00004026-RA	Aqcoe5G095100.1.p, Aqcoe6G313600.1.p
OG0005960	Dm_00015785-RA	Aqcoe4G236200.3.p, Aqcoe4G236200.1.p, Aqcoe4G236200.2.p
OG0005961	Dm_00017620-RA	Aqcoe7G159700.1.p, Aqcoe7G159600.1.p, Aqcoe7G159600.2.p, Aqcoe4G271000.1.p, Aqcoe4G212100.1.p
OG0005962	Dm_00003580-RA, Dm_00003579-RA	Aqcoe4G312300.1.p
OG0005963	Dm_00006431-RA, Dm_00018295-RA	Aqcoe4G171000.1.p
OG0005964	Dm_00018768-RA	Aqcoe4G309600.1.p, Aqcoe4G309600.2.p
OG0005965	Dm_00004064-RA	Aqcoe1G190600.1.p
OG0005966	Dm_00002010-RA	Aqcoe5G213500.1.p, Aqcoe4G222500.1.p
OG0005967	Dm_00011418-RA	Aqcoe1G333200.1.p, Aqcoe1G333200.2.p
OG0005968	Dm_00010553-RA, Dm_00015057-RA	Aqcoe4G090300.1.p
OG0005969	Dm_00017790-RA	Aqcoe4G248200.1.p
OG0005970	Dm_00018206-RA, Dm_00005759-RA	Aqcoe1G269000.1.p, Aqcoe1G269000.2.p, Aqcoe1G269000.3.p, Aqcoe1G269000.4.p, Aqcoe4G272600.1.p
OG0005971	Dm_00000747-RA	Aqcoe7G319900.2.p, Aqcoe7G319900.1.p, Aqcoe4G257100.1.p
OG0005972	Dm_00019650-RA	Aqcoe4G305000.2.p, Aqcoe4G305000.1.p
OG0005973	Dm_00012262-RA	Aqcoe4G123200.2.p, Aqcoe4G123200.1.p
OG0005974	Dm_00020369-RA	Aqcoe4G157800.1.p
OG0005975	Dm_00014326-RA	Aqcoe3G180000.1.p, Aqcoe4G293600.1.p
OG0005976	Dm_00011193-RA	Aqcoe7G310100.1.p, Aqcoe0637s0002.1.p, Aqcoe1G045200.1.p
OG0005977	Dm_00019119-RA	Aqcoe7G358100.1.p, Aqcoe7G358100.2.p
OG0005978	Dm_00012418-RA	Aqcoe7G261700.1.p, Aqcoe7G261700.2.p
OG0005979	Dm_00004107-RA	Aqcoe7G077300.5.p, Aqcoe7G077300.2.p, Aqcoe7G077300.1.p, Aqcoe7G077300.3.p, Aqcoe7G077300.4.p
OG0005980	Dm_00009482-RA	Aqcoe7G345500.2.p, Aqcoe7G345500.1.p
OG0005981	Dm_00007182-RA	Aqcoe7G062000.1.p
OG0005982	Dm_00008799-RA	Aqcoe7G414000.1.p, Aqcoe7G413800.1.p
OG0005984	Dm_00005238-RA	Aqcoe7G309800.1.p, Aqcoe7G309800.4.p, Aqcoe7G309800.6.p, Aqcoe7G309800.3.p, Aqcoe7G309800.2.p, Aqcoe7G309800.5.p, Aqcoe7G284700.1.p
OG0005985	Dm_00006267-RA	Aqcoe7G166800.1.p, Aqcoe7G166800.2.p
OG0005986	Dm_00018041-RA, Dm_00018475-RA	Aqcoe7G100700.1.p
OG0005987	Dm_00015541-RA	Aqcoe7G442700.1.p
OG0005988	Dm_00013248-RA	Aqcoe7G132200.1.p, Aqcoe7G132200.2.p
OG0005990	Dm_00004420-RA	Aqcoe3G403500.1.p
OG0005990	Dm_00010903-RA	Aqcoe7G083600.2.p, Aqcoe7G083600.1.p
OG0005991	Dm_00010707-RA	Aqcoe7G025500.1.p
OG0005992	Dm_00019693-RA	Aqcoe7G422100.1.p, Aqcoe7G422200.1.p, Aqcoe7G422800.1.p
OG0005993	Dm_00006757-RA	Aqcoe7G305700.2.p, Aqcoe7G305700.3.p, Aqcoe7G305700.1.p, Aqcoe1G441900.1.p
OG0005994	Dm_00009853-RA	Aqcoe7G419300.1.p, Aqcoe7G419300.2.p, Aqcoe7G419300.3.p
OG0005995	Dm_00003071-RA	Aqcoe7G046700.1.p
OG0005996	Dm_00005380-RA	Aqcoe7G199700.1.p, Aqcoe7G199700.2.p, Aqcoe5G295900.5.p, Aqcoe5G295900.4.p, Aqcoe5G295900.1.p, Aqcoe5G295900.3.p, Aqcoe5G295900.2.p
OG0005997	Dm_00016938-RA	Aqcoe3G253600.1.p
OG0005998	Dm_00003983-RA	Aqcoe7G076000.1.p
OG0006001	Dm_00013709-RA, Dm_00006863-RA	Aqcoe7G428600.1.p
OG0006002	Dm_00015393-RA	Aqcoe7G075500.1.p
OG0006003	Dm_00012992-RA, Dm_00001018-RA	Aqcoe7G109200.2.p, Aqcoe7G109200.1.p
OG0006004	Dm_00015809-RA	Aqcoe7G089000.4.p, Aqcoe7G089000.3.p, Aqcoe7G089000.2.p, Aqcoe7G089000.1.p
OG0006006	Dm_00002908-RA	Aqcoe7G238900.3.p, Aqcoe7G238900.2.p, Aqcoe7G238900.1.p
OG0006007	Dm_00001052-RA, Dm_00000109-RA	Aqcoe7G204000.1.p, Aqcoe7G204000.2.p
OG0006008	Dm_00011689-RA, Dm_00015019-RA	Aqcoe1G344800.1.p, Aqcoe7G356500.1.p
OG0006009	Dm_00020348-RA, Dm_00004425-RA	Aqcoe7G329500.5.p, Aqcoe7G329500.1.p, Aqcoe7G329500.4.p, Aqcoe7G329500.2.p, Aqcoe7G329500.3.p
OG0006012	Dm_00020563-RA	Aqcoe7G051400.1.p
OG0006013	Dm_00008547-RA, Dm_00012364-RA	Aqcoe5G231800.1.p, Aqcoe7G286700.1.p
OG0006014	Dm_00006926-RA, Dm_00018629-RA	Aqcoe7G205600.1.p
OG0006015	Dm_00020733-RA	Aqcoe7G050700.2.p, Aqcoe7G050700.1.p
OG0006016	Dm_00003091-RA	Aqcoe7G299600.2.p, Aqcoe7G299600.3.p, Aqcoe7G299600.1.p
OG0006017	Dm_00015433-RA	Aqcoe7G273000.1.p
OG0006018	Dm_00004284-RA	Aqcoe7G007800.1.p, Aqcoe7G007800.2.p
OG0006019	Dm_00003230-RA, Dm_00003229-RA	Aqcoe7G009200.1.p
OG0006020	Dm_00006097-RA	Aqcoe7G008500.3.p, Aqcoe7G008500.5.p, Aqcoe7G008500.4.p, Aqcoe7G008500.2.p, Aqcoe7G008500.1.p, Aqcoe7G008500.6.p
OG0006021	Dm_00009969-RA	Aqcoe7G352100.2.p, Aqcoe7G352100.1.p
OG0006022	Dm_00003964-RA	Aqcoe7G063600.1.p
OG0006023	Dm_00009971-RA	Aqcoe7G353100.5.p, Aqcoe7G353100.4.p, Aqcoe7G353100.1.p, Aqcoe7G353100.2.p, Aqcoe7G353100.6.p, Aqcoe7G353100.3.p
OG0006024	Dm_00019682-RA	Aqcoe7G093800.1.p
OG0006025	Dm_00000261-RA	Aqcoe7G367900.1.p
OG0006026	Dm_00011984-RA	Aqcoe7G409300.2.p, Aqcoe7G409300.1.p
OG0006027	Dm_00001023-RA	Aqcoe7G107300.2.p, Aqcoe7G107300.1.p
OG0006028	Dm_00020064-RA	Aqcoe7G048200.1.p
OG0006029	Dm_00005085-RA	Aqcoe1G492700.2.p, Aqcoe1G492700.1.p, Aqcoe7G119400.1.p, Aqcoe7G119400.2.p
OG0006030	Dm_00017283-RA	Aqcoe7G407100.1.p, Aqcoe7G407100.2.p
OG0006031	Dm_00019024-RA	Aqcoe7G059300.1.p
OG0006032	Dm_00003624-RA	Aqcoe7G358800.1.p
OG0006033	Dm_00015597-RA, Dm_00000625-RA	Aqcoe7G200400.1.p
OG0006034	Dm_00018635-RA	Aqcoe7G440500.1.p
OG0006037	Dm_00002515-RA	Aqcoe7G377200.1.p
OG0006042	Dm_00015211-RA	Aqcoe7G430400.1.p
OG0006044	Dm_00013645-RA	Aqcoe7G340500.3.p, Aqcoe7G340500.4.p, Aqcoe7G340500.1.p, Aqcoe7G340500.2.p, Aqcoe3G148800.1.p, Aqcoe3G148800.2.p
OG0006046	Dm_00005753-RA	Aqcoe1G077100.2.p, Aqcoe1G077100.1.p
OG0006047	Dm_00002688-RA	Aqcoe1G385100.1.p
OG0006048	Dm_00011717-RA	Aqcoe1G128200.3.p, Aqcoe1G128200.1.p, Aqcoe1G128200.2.p, Aqcoe1G220700.1.p
OG0006049	Dm_00010402-RA	Aqcoe1G325600.1.p, Aqcoe1G467500.1.p, Aqcoe1G467500.2.p
OG0006050	Dm_00004740-RA	Aqcoe1G230900.1.p
OG0006052	Dm_00005440-RA	Aqcoe1G039400.1.p
OG0006053	Dm_00019631-RA	Aqcoe1G188000.1.p
OG0006054	Dm_00002136-RA	Aqcoe1G298500.1.p
OG0006055	Dm_00001801-RA	Aqcoe1G270400.3.p, Aqcoe1G270400.1.p, Aqcoe1G270400.2.p
OG0006056	Dm_00004385-RA, Dm_00005763-RA	Aqcoe1G025900.1.p
OG0006057	Dm_00008187-RA, Dm_00008186-RA	Aqcoe1G056400.2.p, Aqcoe1G056400.1.p
OG0006058	Dm_00011832-RA	Aqcoe1G150100.1.p
OG0006060	Dm_00003103-RA	Aqcoe1G489600.1.p, Aqcoe1G489600.2.p
OG0006061	Dm_00003534-RA	Aqcoe1G084700.1.p, Aqcoe1G084800.1.p
OG0006062	Dm_00005262-RA	Aqcoe1G152500.1.p
OG0006064	Dm_00015762-RA	Aqcoe1G183000.1.p
OG0006065	Dm_00003661-RA	Aqcoe5G297200.4.p, Aqcoe5G297200.7.p, Aqcoe5G297200.6.p, Aqcoe5G297200.5.p, Aqcoe5G297200.2.p, Aqcoe5G297200.1.p, Aqcoe5G297200.3.p, Aqcoe1G360100.1.p
OG0006068	Dm_00001392-RA	Aqcoe5G280200.1.p, Aqcoe5G280200.6.p, Aqcoe5G280200.4.p, Aqcoe5G280200.5.p, Aqcoe5G280200.3.p, Aqcoe1G176300.1.p, Aqcoe5G280200.2.p, Aqcoe1G176300.2.p
OG0006069	Dm_00016393-RA	Aqcoe1G246900.1.p, Aqcoe1G246900.3.p, Aqcoe1G246900.2.p, Aqcoe1G246900.4.p
OG0006070	Dm_00004306-RA	Aqcoe1G475800.4.p, Aqcoe1G475800.1.p, Aqcoe1G475800.2.p, Aqcoe1G475800.3.p
OG0006071	Dm_00000964-RA	Aqcoe1G492500.1.p
OG0006072	Dm_00019013-RA	Aqcoe1G070800.1.p, Aqcoe1G070800.2.p
OG0006073	Dm_00004644-RA	Aqcoe1G489800.1.p
OG0006074	Dm_00002580-RA	Aqcoe1G155700.1.p
OG0006075	Dm_00004443-RA	Aqcoe1G221500.3.p, Aqcoe1G221500.1.p, Aqcoe1G221500.2.p, Aqcoe1G221500.4.p
OG0006076	Dm_00005758-RA	Aqcoe1G492800.1.p
OG0006077	Dm_00018995-RA	Aqcoe1G061800.1.p
OG0006078	Dm_00000783-RA	Aqcoe1G448400.1.p
OG0006080	Dm_00020648-RA	Aqcoe1G429900.1.p
OG0006081	Dm_00014343-RA	Aqcoe1G090100.1.p
OG0006082	Dm_00015576-RA, Dm_00004055-RA	Aqcoe1G197700.1.p, Aqcoe1G197700.2.p
OG0006083	Dm_00003476-RA	Aqcoe1G093100.2.p, Aqcoe1G093100.1.p
OG0006084	Dm_00015432-RA	Aqcoe3G341800.1.p
OG0006086	Dm_00000044-RA	Aqcoe1G337700.1.p
OG0006087	Dm_00013158-RA	Aqcoe1G080700.2.p, Aqcoe1G080700.1.p
OG0006088	Dm_00011929-RA	Aqcoe1G411500.3.p, Aqcoe1G411500.2.p, Aqcoe1G411500.4.p, Aqcoe1G411500.1.p
OG0006089	Dm_00007534-RA	Aqcoe1G235400.3.p, Aqcoe1G235400.2.p, Aqcoe1G235400.1.p
OG0006090	Dm_00006798-RA	Aqcoe1G062400.1.p
OG0006091	Dm_00017309-RA	Aqcoe1G104100.1.p
OG0006092	Dm_00020079-RA	Aqcoe1G491500.1.p
OG0006093	Dm_00003089-RA	Aqcoe1G499600.3.p, Aqcoe1G499600.1.p, Aqcoe1G499600.2.p
OG0006094	Dm_00004713-RA	Aqcoe1G170500.1.p
OG0006095	Dm_00012327-RA	Aqcoe1G374400.4.p, Aqcoe1G374400.1.p, Aqcoe1G374400.5.p, Aqcoe1G374400.2.p, Aqcoe1G374400.3.p
OG0006096	Dm_00001461-RA	Aqcoe1G317800.2.p, Aqcoe1G317800.1.p
OG0006097	Dm_00013141-RA	Aqcoe1G040200.1.p, Aqcoe1G040000.1.p
OG0006098	Dm_00007883-RA	Aqcoe1G039900.1.p
OG0006099	Dm_00005862-RA	Aqcoe1G367900.1.p
OG0006100	Dm_00018717-RA	Aqcoe1G014700.1.p, Aqcoe1G014700.2.p
OG0006101	Dm_00019504-RA	Aqcoe1G138700.3.p, Aqcoe1G138700.2.p, Aqcoe1G138700.1.p
OG0006102	Dm_00010359-RA, Dm_00003752-RA	Aqcoe1G253600.1.p, Aqcoe1G253600.2.p
OG0006104	Dm_00015545-RA	Aqcoe3G092100.3.p, Aqcoe3G092100.1.p, Aqcoe1G191100.1.p
OG0006105	Dm_00009048-RA	Aqcoe1G302500.1.p
OG0006106	Dm_00006727-RA, Dm_00012506-RA	Aqcoe1G384000.1.p
OG0006107	Dm_00012282-RA	Aqcoe1G446100.1.p, Aqcoe1G446100.2.p
OG0006108	Dm_00005694-RA	Aqcoe1G420600.1.p, Aqcoe1G420600.2.p
OG0006109	Dm_00001574-RA	Aqcoe1G405200.2.p, Aqcoe1G405200.1.p
OG0006110	Dm_00008450-RA	Aqcoe1G193900.2.p
OG0006111	Dm_00007419-RA, Dm_00007420-RA	Aqcoe1G051900.1.p, Aqcoe1G051900.2.p
OG0006112	Dm_00005070-RA, Dm_00005069-RA	Aqcoe1G361900.2.p, Aqcoe1G361900.1.p
OG0006115	Dm_00001791-RA	Aqcoe1G449800.1.p, Aqcoe1G449800.2.p
OG0006116	Dm_00015772-RA	Aqcoe5G419200.1.p, Aqcoe5G419200.3.p, Aqcoe5G419200.2.p, Aqcoe1G221200.1.p
OG0006118	Dm_00007868-RA	Aqcoe1G115700.1.p, Aqcoe1G115700.3.p, Aqcoe1G115700.2.p
OG0006119	Dm_00013342-RA	Aqcoe1G031800.1.p
OG0006121	Dm_00003093-RA	Aqcoe1G090500.1.p
OG0006122	Dm_00004198-RA	Aqcoe1G297000.5.p, Aqcoe1G297000.4.p, Aqcoe1G297000.3.p, Aqcoe1G297000.1.p, Aqcoe1G297000.2.p
OG0006123	Dm_00007376-RA, Dm_00005646-RA, Dm_00005100-RA	Aqcoe1G031100.1.p
OG0006124	Dm_00014987-RA	Aqcoe1G030200.1.p
OG0006125	Dm_00001562-RA	Aqcoe1G499500.3.p, Aqcoe1G499500.1.p, Aqcoe1G499500.4.p, Aqcoe1G499500.6.p, Aqcoe1G499500.2.p, Aqcoe1G499500.5.p
OG0006126	Dm_00006702-RA	Aqcoe5G008300.1.p
OG0006127	Dm_00007682-RA	Aqcoe5G119800.1.p
OG0006128	Dm_00019661-RA	Aqcoe5G064300.2.p, Aqcoe5G064300.1.p
OG0006129	Dm_00010501-RA	Aqcoe5G004600.1.p
OG0006130	Dm_00001488-RA, Dm_00010448-RA	Aqcoe5G462400.1.p
OG0006131	Dm_00001848-RA	Aqcoe5G360500.1.p
OG0006132	Dm_00000186-RA	Aqcoe5G470600.1.p
OG0006133	Dm_00010857-RA	Aqcoe5G162600.1.p, Aqcoe5G162600.2.p, Aqcoe5G162600.3.p
OG0006134	Dm_00012257-RA	Aqcoe5G389700.1.p
OG0006135	Dm_00003933-RA	Aqcoe5G155800.1.p
OG0006136	Dm_00001262-RA	Aqcoe5G155600.6.p, Aqcoe5G155600.3.p, Aqcoe5G155600.4.p, Aqcoe5G155600.5.p, Aqcoe5G155600.7.p, Aqcoe5G155600.1.p, Aqcoe5G155600.2.p
OG0006137	Dm_00008842-RA, Dm_00008841-RA	Aqcoe5G369900.3.p, Aqcoe5G369900.4.p, Aqcoe5G369900.6.p, Aqcoe5G369900.1.p, Aqcoe5G369900.2.p, Aqcoe5G369900.5.p, Aqcoe5G369900.7.p
OG0006139	Dm_00017457-RA, Dm_00001678-RA	Aqcoe5G382300.1.p
OG0006140	Dm_00010050-RA	Aqcoe5G457200.1.p
OG0006141	Dm_00016209-RA, Dm_00013411-RA	Aqcoe5G214700.2.p, Aqcoe5G214700.1.p
OG0006142	Dm_00013818-RA	Aqcoe5G249900.1.p
OG0006143	Dm_00017609-RA	Aqcoe5G399000.2.p, Aqcoe5G399000.1.p
OG0006145	Dm_00020864-RA	Aqcoe5G192300.1.p
OG0006146	Dm_00005005-RA	Aqcoe5G110200.1.p
OG0006147	Dm_00016778-RA	Aqcoe5G310200.1.p
OG0006148	Dm_00007540-RA	Aqcoe5G112600.1.p
OG0006149	Dm_00000910-RA	Aqcoe5G420400.1.p
OG0006150	Dm_00000309-RA	Aqcoe5G371200.1.p
OG0006151	Dm_00012878-RA, Dm_00003040-RA	Aqcoe5G226900.2.p, Aqcoe5G226900.1.p
OG0006152	Dm_00017215-RA, Dm_00020037-RA	Aqcoe5G161100.1.p
OG0006153	Dm_00012020-RA	Aqcoe5G096000.1.p, Aqcoe3G262800.1.p
OG0006154	Dm_00010262-RA	Aqcoe5G152300.1.p
OG0006156	Dm_00007560-RA	Aqcoe5G440300.1.p
OG0006157	Dm_00011681-RA	Aqcoe5G429000.1.p, Aqcoe5G425900.1.p
OG0006158	Dm_00009376-RA	Aqcoe5G334800.1.p
OG0006159	Dm_00017478-RA	Aqcoe5G103200.1.p
OG0006160	Dm_00002347-RA, Dm_00011324-RA, Dm_00002346-RA	Aqcoe5G414100.1.p
OG0006161	Dm_00001639-RA	Aqcoe5G036400.1.p
OG0006162	Dm_00009621-RA	Aqcoe5G156200.3.p, Aqcoe5G156200.1.p, Aqcoe5G156200.4.p, Aqcoe5G156200.2.p
OG0006163	Dm_00001635-RA	Aqcoe5G305800.1.p, Aqcoe5G305800.2.p
OG0006164	Dm_00018341-RA	Aqcoe5G415400.2.p, Aqcoe5G415400.1.p, Aqcoe5G415400.3.p, Aqcoe5G415400.5.p, Aqcoe5G415400.4.p
OG0006165	Dm_00018463-RA	Aqcoe5G450000.1.p
OG0006166	Dm_00012490-RA	Aqcoe5G381100.1.p, Aqcoe3G130500.1.p
OG0006167	Dm_00009739-RA	Aqcoe5G166200.1.p, Aqcoe5G166200.2.p
OG0006168	Dm_00014814-RA	Aqcoe3G248800.1.p, Aqcoe5G031100.2.p, Aqcoe5G031100.1.p
OG0006169	Dm_00015826-RA	Aqcoe5G216600.1.p
OG0006170	Dm_00002890-RA, Dm_00002891-RA	Aqcoe5G258800.1.p, Aqcoe5G258800.2.p
OG0006171	Dm_00000283-RA	Aqcoe5G349600.1.p
OG0006172	Dm_00009718-RA	Aqcoe5G103700.2.p, Aqcoe5G103700.3.p, Aqcoe5G103700.1.p
OG0006173	Dm_00002018-RA	Aqcoe5G021000.1.p
OG0006175	Dm_00011264-RA, Dm_00007568-RA, Dm_00000617-RA	Aqcoe5G089300.1.p
OG0006176	Dm_00008819-RA	Aqcoe3G132200.2.p, Aqcoe3G132200.1.p, Aqcoe0015s0011.1.p, Aqcoe5G381600.1.p
OG0006177	Dm_00003435-RA	Aqcoe5G177400.1.p
OG0006178	Dm_00007569-RA	Aqcoe5G089700.2.p, Aqcoe5G089700.1.p
OG0006179	Dm_00003459-RA	Aqcoe5G166700.1.p
OG0006180	Dm_00003672-RA	Aqcoe5G466700.2.p, Aqcoe5G466700.1.p
OG0006181	Dm_00013853-RA, Dm_00013854-RA	Aqcoe5G379100.1.p
OG0006182	Dm_00002357-RA	Aqcoe5G101100.1.p
OG0006183	Dm_00009903-RA	Aqcoe5G350300.1.p, Aqcoe5G350300.2.p
OG0006184	Dm_00014088-RA	Aqcoe5G058400.1.p, Aqcoe5G058400.5.p, Aqcoe5G058400.3.p, Aqcoe5G058400.2.p, Aqcoe5G058400.4.p
OG0006185	Dm_00011745-RA, Dm_00016490-RA, Dm_00013877-RA	Aqcoe3G018400.1.p
OG0006186	Dm_00016436-RA	Aqcoe3G143400.1.p, Aqcoe3G410800.1.p
OG0006187	Dm_00014141-RA, Dm_00014321-RA, Dm_00008215-RA	Aqcoe3G008000.1.p
OG0006188	Dm_00007794-RA	Aqcoe3G403000.1.p
OG0006189	Dm_00017060-RA, Dm_00017061-RA	Aqcoe3G227600.2.p, Aqcoe3G227600.1.p, Aqcoe3G229400.2.p, Aqcoe3G229400.1.p, Aqcoe3G229400.3.p
OG0006190	Dm_00007222-RA	Aqcoe3G442500.1.p
OG0006192	Dm_00000497-RA	Aqcoe3G071700.1.p, Aqcoe3G071700.2.p
OG0006193	Dm_00006385-RA	Aqcoe3G216200.1.p, Aqcoe3G216200.2.p
OG0006194	Dm_00010773-RA	Aqcoe3G340900.2.p, Aqcoe3G340900.1.p
OG0006196	Dm_00009675-RA	Aqcoe3G402200.1.p, Aqcoe3G402200.2.p
OG0006197	Dm_00011325-RA	Aqcoe3G109100.2.p, Aqcoe3G109100.3.p, Aqcoe3G109100.1.p
OG0006198	Dm_00008429-RA	Aqcoe3G419700.1.p
OG0006200	Dm_00005203-RA	Aqcoe3G110000.1.p, Aqcoe3G303100.1.p, Aqcoe3G303100.4.p, Aqcoe3G303100.2.p, Aqcoe3G303100.3.p
OG0006201	Dm_00011392-RA, Dm_00016551-RA	Aqcoe3G233700.1.p
OG0006202	Dm_00007303-RA, Dm_00002848-RA	Aqcoe3G426400.2.p, Aqcoe3G426400.1.p
OG0006203	Dm_00020507-RA, Dm_00010472-RA	Aqcoe3G266400.1.p
OG0006204	Dm_00015859-RA	Aqcoe3G418500.1.p
OG0006205	Dm_00010321-RA	Aqcoe3G356500.1.p
OG0006207	Dm_00009850-RA, Dm_00009851-RA	Aqcoe3G401600.1.p
OG0006208	Dm_00004766-RA, Dm_00017287-RA	Aqcoe3G438900.1.p
OG0006209	Dm_00002189-RA	Aqcoe3G355300.2.p, Aqcoe3G355300.1.p, Aqcoe3G354600.1.p, Aqcoe3G354600.2.p
OG0006210	Dm_00020381-RA	Aqcoe3G134600.6.p, Aqcoe3G134600.2.p, Aqcoe3G134600.5.p, Aqcoe3G134600.4.p, Aqcoe3G134600.1.p, Aqcoe3G134600.3.p
OG0006211	Dm_00013706-RA	Aqcoe3G097300.1.p, Aqcoe3G321900.2.p, Aqcoe3G321900.3.p, Aqcoe3G321900.1.p
OG0006212	Dm_00008091-RA	Aqcoe3G027300.1.p
OG0006213	Dm_00011994-RA	Aqcoe3G416100.1.p, Aqcoe3G005900.1.p
OG0006215	Dm_00007413-RA	Aqcoe3G427500.1.p, Aqcoe3G427500.2.p
OG0006216	Dm_00021041-RA	Aqcoe3G364800.1.p
OG0006217	Dm_00019102-RA, Dm_00002509-RA	Aqcoe3G382400.1.p
OG0006218	Dm_00009902-RA, Dm_00014505-RA	Aqcoe3G071300.2.p, Aqcoe3G071300.1.p
OG0006219	Dm_00006507-RA	Aqcoe3G061300.1.p, Aqcoe3G061300.2.p
OG0006220	Dm_00009367-RA	Aqcoe3G293000.2.p, Aqcoe3G293000.1.p, Aqcoe3G272700.1.p
OG0006221	Dm_00017787-RA	Aqcoe3G298000.1.p
OG0006222	Dm_00015451-RA, Dm_00013408-RA	Aqcoe3G012200.1.p
OG0006224	Dm_00002389-RA	Aqcoe3G386500.1.p
OG0006225	Dm_00008094-RA, Dm_00008093-RA	Aqcoe3G029100.1.p
OG0006226	Dm_00009136-RA	Aqcoe3G073900.4.p, Aqcoe3G073900.3.p, Aqcoe3G073900.2.p, Aqcoe3G073900.1.p
