Orthogroup	A_thaliana.proteins	L_sativa.proteins
OG0003997	AT1G68130.2, AT1G68130.1	Lsat_1_v5_gn_5_34921.1, Lsat_1_v5_gn_4_22261.1, Lsat_1_v5_gn_8_34221.1, Lsat_1_v5_gn_8_34221.2
OG0003998	AT2G36990.1	Lsat_1_v5_gn_6_27301.2, Lsat_1_v5_gn_6_27301.1
OG0003999	AT1G48540.3, AT1G48540.2, AT1G48540.1, AT3G17920.3, AT3G17920.2, AT3G17920.1	Lsat_1_v5_gn_2_14940.2, Lsat_1_v5_gn_2_14940.1
OG0004000	AT1G74560.1, AT1G74560.3, AT1G18800.1	Lsat_1_v5_gn_5_20001.1, Lsat_1_v5_gn_1_13261.1
OG0004001	AT3G18290.1	Lsat_1_v5_gn_8_40260.1, Lsat_1_v5_gn_8_40260.3
OG0004002	AT2G03480.1, AT2G03480.2, AT1G13860.5, AT1G13860.1, AT1G13860.4, AT1G13860.3, AT1G13860.2	Lsat_1_v5_gn_3_56021.1, Lsat_1_v5_gn_8_47881.3, Lsat_1_v5_gn_4_12401.3, Lsat_1_v5_gn_4_12401.1
OG0004003	AT1G24120.1	Lsat_1_v5_gn_8_160460.1, Lsat_1_v5_gn_4_6500.1
OG0004004	AT1G60860.2, AT1G60860.3, AT1G60860.1, AT1G10870.2, AT1G10870.1	Lsat_1_v5_gn_0_9201.3, Lsat_1_v5_gn_0_9201.1, Lsat_1_v5_gn_0_9201.2
OG0004005	AT3G57000.1	Lsat_1_v5_gn_6_79381.2, Lsat_1_v5_gn_6_79381.1
OG0004006	AT1G48950.1	Lsat_1_v5_gn_4_112060.1, Lsat_1_v5_gn_4_112060.2
OG0004007	AT2G37025.2, AT2G37025.3, AT2G37025.1	Lsat_1_v5_gn_6_45261.1, Lsat_1_v5_gn_6_45261.3, Lsat_1_v5_gn_1_53040.3, Lsat_1_v5_gn_1_53040.1
OG0004008	AT4G15760.1, AT4G15760.2	Lsat_1_v5_gn_1_24621.1, Lsat_1_v5_gn_1_24721.1, Lsat_1_v5_gn_1_24721.2, Lsat_1_v5_gn_1_24721.3, Lsat_1_v5_gn_1_24741.2, Lsat_1_v5_gn_1_24741.1
OG0004009	AT5G65613.1	Lsat_1_v5_gn_4_157160.3, Lsat_1_v5_gn_4_157140.3, Lsat_1_v5_gn_4_157340.1, Lsat_1_v5_gn_4_157220.1, Lsat_1_v5_gn_4_157180.1, Lsat_1_v5_gn_4_157160.1, Lsat_1_v5_gn_4_157140.1, Lsat_1_v5_gn_4_157300.1, Lsat_1_v5_gn_4_157100.1, Lsat_1_v5_gn_4_156780.2, Lsat_1_v5_gn_4_156780.1, Lsat_1_v5_gn_4_156481.1, Lsat_1_v5_gn_4_156501.1, Lsat_1_v5_gn_4_157060.1, Lsat_1_v5_gn_4_157120.1, Lsat_1_v5_gn_4_157080.1
OG0004026	AT1G07810.1, AT1G07670.2, AT1G07670.1	Lsat_1_v5_gn_8_78840.1, Lsat_1_v5_gn_8_78840.3, Lsat_1_v5_gn_5_167061.1
OG0004027	AT3G54490.1	Lsat_1_v5_gn_4_30101.1
OG0004027	AT2G41340.3, AT2G41340.2, AT2G41340.1, AT3G57080.1	Lsat_1_v5_gn_5_159481.1, Lsat_1_v5_gn_5_159481.4
OG0004028	AT2G16910.1	Lsat_1_v5_gn_4_71800.1
OG0004029	ATCG00580.1	Lsat_1_v5_gn_5_176141.1, Lsat_1_v5_gn_1_38741.1, Lsat_1_v5_gn_9_50921.1, Lsat_1_v5_gn_1_27981.1, Lsat_1_v5_gn_2_43901.1
OG0004030	AT1G22780.1, AT4G09800.1, AT1G34030.1	Lsat_1_v5_gn_8_56600.1, Lsat_1_v5_gn_5_184421.1, Lsat_1_v5_gn_5_184421.3, Lsat_1_v5_gn_5_184421.2
OG0004031	AT5G59420.1	Lsat_1_v5_gn_3_126481.1, Lsat_1_v5_gn_7_12200.1
OG0004032	AT1G11200.1	Lsat_1_v5_gn_1_124781.3, Lsat_1_v5_gn_1_124781.1
OG0004033	AT3G45780.2, AT3G45780.1	Lsat_1_v5_gn_5_166280.1, Lsat_1_v5_gn_5_166280.2, Lsat_1_v5_gn_5_166280.3
OG0004034	AT4G14070.1, AT3G23790.1	Lsat_1_v5_gn_1_70301.1, Lsat_1_v5_gn_1_70301.2, Lsat_1_v5_gn_1_70400.1, Lsat_1_v5_gn_1_70400.2, Lsat_1_v5_gn_1_70360.2, Lsat_1_v5_gn_1_70360.1, Lsat_1_v5_gn_1_70360.3
OG0004035	AT2G30780.1, AT2G30780.2, AT2G48000.1	Lsat_1_v5_gn_6_117561.1, Lsat_1_v5_gn_6_117561.2
OG0004036	AT4G39730.1, AT2G22170.1	Lsat_1_v5_gn_9_29700.1, Lsat_1_v5_gn_5_44120.1
OG0004037	AT1G65480.1, AT4G20370.1	Lsat_1_v5_gn_2_17881.1
OG0004038	AT1G04390.1	Lsat_1_v5_gn_7_71401.2, Lsat_1_v5_gn_7_71401.1, Lsat_1_v5_gn_7_71401.3
OG0004039	AT1G02460.1, AT1G56710.1	Lsat_1_v5_gn_7_65560.1, Lsat_1_v5_gn_7_65560.2
OG0004040	AT3G22510.1, AT5G27990.1, AT5G27990.2	Lsat_1_v5_gn_1_56180.1, Lsat_1_v5_gn_1_56180.3, Lsat_1_v5_gn_2_115920.3, Lsat_1_v5_gn_2_115920.1
OG0004043	AT2G27830.1	Lsat_1_v5_gn_2_96420.1, Lsat_1_v5_gn_2_96420.3, Lsat_1_v5_gn_6_41140.2, Lsat_1_v5_gn_6_41140.1
OG0004044	AT1G58110.2, AT1G58110.1	Lsat_1_v5_gn_9_120880.1, Lsat_1_v5_gn_9_120880.2, Lsat_1_v5_gn_7_79240.1, Lsat_1_v5_gn_5_105880.1
OG0004045	AT4G19180.2, AT4G19180.3, AT4G19180.1	Lsat_1_v5_gn_9_60901.1
OG0004046	AT3G07410.1	Lsat_1_v5_gn_8_88580.1, Lsat_1_v5_gn_5_178480.1
OG0004046	AT2G43130.1, AT2G31680.1, AT1G05810.1	Lsat_1_v5_gn_1_69980.1, Lsat_1_v5_gn_2_49201.1
OG0004047	AT2G46140.1, AT1G01470.1	Lsat_1_v5_gn_4_35200.1, Lsat_1_v5_gn_7_2641.1, Lsat_1_v5_gn_7_2621.1, Lsat_1_v5_gn_7_2601.1, Lsat_1_v5_gn_7_2601.4, Lsat_1_v5_gn_7_2601.6
OG0004048	AT5G12400.1	Lsat_1_v5_gn_6_71181.2, Lsat_1_v5_gn_6_71181.1
OG0004049	AT5G64910.3, AT5G64910.5, AT5G64910.1, AT5G64910.2, AT5G64910.4, AT5G10010.1	Lsat_1_v5_gn_4_140960.1, Lsat_1_v5_gn_4_140960.2, Lsat_1_v5_gn_4_141120.1
OG0004050	AT1G08680.2, AT1G08680.1, AT1G08680.3, AT1G08680.4, AT1G08680.5	Lsat_1_v5_gn_1_125940.1, Lsat_1_v5_gn_1_125940.2, Lsat_1_v5_gn_8_83661.1
OG0004051	AT5G12130.2, AT5G12130.1	Lsat_1_v5_gn_1_53521.3, Lsat_1_v5_gn_1_53521.1
OG0004052	AT2G47630.2, AT2G47630.3, AT2G47630.1, AT3G62860.1, AT3G62860.2	Lsat_1_v5_gn_5_191060.1
OG0004053	AT3G17460.1	Lsat_1_v5_gn_7_63941.1
OG0004054	AT2G05990.2, AT2G05990.1	Lsat_1_v5_gn_6_49841.1
OG0004055	AT3G27890.1	Lsat_1_v5_gn_1_109380.1, Lsat_1_v5_gn_1_109360.1, Lsat_1_v5_gn_4_133401.1, Lsat_1_v5_gn_4_133401.3
OG0004056	AT2G18760.4, AT2G18760.5, AT2G18760.7, AT2G18760.3, AT2G18760.1, AT2G18760.6, AT2G18760.2	Lsat_1_v5_gn_9_10521.1, Lsat_1_v5_gn_9_10521.3
OG0004058	AT2G38840.1, AT2G38840.2	Lsat_1_v5_gn_5_186821.1, Lsat_1_v5_gn_5_186821.3, Lsat_1_v5_gn_5_186821.2
OG0004059	AT5G49020.1, AT5G49020.2, AT3G06930.2, AT3G06930.1	Lsat_1_v5_gn_5_53081.1, Lsat_1_v5_gn_5_53081.2
OG0004060	AT3G54230.4, AT3G54230.2, AT3G54230.5, AT3G54230.1, AT3G54230.3	Lsat_1_v5_gn_3_16520.3, Lsat_1_v5_gn_3_16520.1
OG0004061	AT2G42260.1, AT2G42260.2, AT3G57860.1	Lsat_1_v5_gn_8_79401.1, Lsat_1_v5_gn_8_79401.3
OG0004062	AT2G07689.1	Lsat_1_v5_gn_3_72900.2, Lsat_1_v5_gn_5_28201.3, Lsat_1_v5_gn_0_38180.1, Lsat_1_v5_gn_1_2660.4, Lsat_1_v5_gn_5_28201.1, Lsat_1_v5_gn_1_2660.1, Lsat_1_v5_gn_3_72900.1, Lsat_1_v5_gn_3_72900.3, Lsat_1_v5_gn_1_2680.1, Lsat_1_v5_gn_5_28181.1, Lsat_1_v5_gn_4_157460.1
OG0004063	AT3G58010.1, AT3G58010.2, AT2G42130.4, AT2G42130.2, AT2G42130.1, AT2G42130.5, AT2G42130.3	Lsat_1_v5_gn_2_74301.1, Lsat_1_v5_gn_8_115961.1, Lsat_1_v5_gn_2_74301.2, Lsat_1_v5_gn_8_75341.1
OG0004064	AT5G48655.3, AT5G48655.4, AT5G48655.6, AT5G48655.1, AT5G48655.5, AT5G48655.2, AT3G07200.1, AT3G07200.2, AT3G07200.3	Lsat_1_v5_gn_8_89640.3, Lsat_1_v5_gn_8_89640.1, Lsat_1_v5_gn_9_15241.3, Lsat_1_v5_gn_9_15241.1
OG0004066	AT3G52910.1, AT2G36400.1	Lsat_1_v5_gn_6_70601.3, Lsat_1_v5_gn_6_70601.1
OG0004067	AT1G09230.1, AT1G09230.3, AT1G09230.2	Lsat_1_v5_gn_3_133701.1, Lsat_1_v5_gn_6_37921.1
OG0004068	AT3G10030.1, AT3G10030.2	Lsat_1_v5_gn_1_50681.1, Lsat_1_v5_gn_1_50681.3, Lsat_1_v5_gn_6_26780.1
OG0004069	AT1G06070.1, AT2G31370.3, AT2G31370.2, AT2G31370.6, AT2G31370.1, AT2G31370.4, AT2G31370.7, AT2G31370.5	Lsat_1_v5_gn_2_38660.1, Lsat_1_v5_gn_5_71180.1, Lsat_1_v5_gn_5_71180.2
OG0004070	AT4G03080.1	Lsat_1_v5_gn_5_189700.1, Lsat_1_v5_gn_9_5100.2, Lsat_1_v5_gn_9_5100.4, Lsat_1_v5_gn_8_55700.3, Lsat_1_v5_gn_8_55700.1
OG0004071	AT3G63120.2, AT3G63120.1, AT3G05327.1	Lsat_1_v5_gn_5_188201.3, Lsat_1_v5_gn_5_188201.1, Lsat_1_v5_gn_9_3660.1
OG0004073	AT3G20070.3, AT3G20070.1, AT3G20070.2, AT3G20070.4	Lsat_1_v5_gn_2_28360.1
OG0004074	AT5G02440.1	Lsat_1_v5_gn_8_75920.3, Lsat_1_v5_gn_8_75920.1, Lsat_1_v5_gn_9_23221.3, Lsat_1_v5_gn_9_23221.2, Lsat_1_v5_gn_9_23221.1
OG0004075	AT2G45710.1, AT5G47930.1, AT3G61110.1	Lsat_1_v5_gn_5_6460.3, Lsat_1_v5_gn_8_83181.1, Lsat_1_v5_gn_5_6460.1, Lsat_1_v5_gn_5_190500.1, Lsat_1_v5_gn_3_33000.2, Lsat_1_v5_gn_3_33000.1, Lsat_1_v5_gn_7_94561.1, Lsat_1_v5_gn_5_190500.2
OG0004076	AT3G46220.2, AT3G46220.3, AT3G46220.1, AT3G46220.4	Lsat_1_v5_gn_9_21601.1
OG0004077	AT5G49460.2, AT5G49460.1, AT3G06650.2, AT3G06650.1	Lsat_1_v5_gn_6_1580.2, Lsat_1_v5_gn_6_1580.3, Lsat_1_v5_gn_6_1580.1, Lsat_1_v5_gn_6_116360.1, Lsat_1_v5_gn_6_116360.3
OG0004078	AT1G08450.1, AT1G08450.2, AT1G08450.3	Lsat_1_v5_gn_2_18081.1, Lsat_1_v5_gn_2_18081.3
OG0004079	AT4G14710.3, AT4G14710.2, AT4G14710.1, AT4G14710.5, AT4G14710.6, AT4G14716.1, AT4G14716.2, AT4G14710.4, AT2G26400.1, AT2G26400.3, AT2G26400.4, AT2G26400.2	Lsat_1_v5_gn_1_112921.1, Lsat_1_v5_gn_1_112921.2, Lsat_1_v5_gn_1_112921.3
OG0004080	AT2G27510.1	Lsat_1_v5_gn_1_59281.3, Lsat_1_v5_gn_6_38800.3, Lsat_1_v5_gn_6_38800.1
OG0004082	AT4G01560.1	Lsat_1_v5_gn_7_76501.2, Lsat_1_v5_gn_7_76501.1
OG0004083	AT5G10250.1, AT5G10250.2	Lsat_1_v5_gn_5_48701.1, Lsat_1_v5_gn_5_48701.3
OG0004084	AT3G02640.1, AT5G16250.1	Lsat_1_v5_gn_1_74141.1, Lsat_1_v5_gn_1_74360.1, Lsat_1_v5_gn_1_74401.1, Lsat_1_v5_gn_1_74380.1
OG0004086	AT1G10290.1, AT1G59610.1	Lsat_1_v5_gn_7_77041.1, Lsat_1_v5_gn_7_77041.2, Lsat_1_v5_gn_9_121780.1, Lsat_1_v5_gn_9_121780.2
OG0004087	AT1G33420.1, AT1G33420.2	Lsat_1_v5_gn_3_120241.1, Lsat_1_v5_gn_3_120241.2
OG0004088	AT1G29060.2, AT1G29060.1, AT4G14600.1	Lsat_1_v5_gn_6_105381.2, Lsat_1_v5_gn_6_105381.1, Lsat_1_v5_gn_1_2480.4, Lsat_1_v5_gn_1_2480.1
OG0004089	AT1G64530.1, AT1G64530.2, AT4G24020.1, AT4G24020.2	Lsat_1_v5_gn_6_8860.2, Lsat_1_v5_gn_6_8860.1
OG0004090	AT5G67200.1, AT3G50230.1, AT3G50230.2	Lsat_1_v5_gn_4_164500.1
OG0004090	AT5G43020.1	Lsat_1_v5_gn_4_127841.2, Lsat_1_v5_gn_4_127841.1
OG0004091	AT4G24380.1, AT4G24380.6, AT4G24380.3, AT4G24380.2	Lsat_1_v5_gn_4_76620.1, Lsat_1_v5_gn_1_2461.1, Lsat_1_v5_gn_1_2461.3
OG0004092	AT2G18060.3, AT2G18060.1, AT2G18060.2, AT4G36160.3, AT4G36160.1, AT4G36160.2, AT5G66300.1	Lsat_1_v5_gn_2_78720.1, Lsat_1_v5_gn_3_73920.1, Lsat_1_v5_gn_3_73920.2
OG0004093	AT2G15220.1, AT2G15170.1	Lsat_1_v5_gn_9_112100.1, Lsat_1_v5_gn_9_112160.1, Lsat_1_v5_gn_9_112561.2, Lsat_1_v5_gn_9_112561.1
OG0004094	AT2G22720.2, AT2G22720.5, AT2G22720.6, AT2G22720.4, AT2G22720.3, AT2G22720.1, AT4G37860.2, AT4G37860.1	Lsat_1_v5_gn_8_34760.1, Lsat_1_v5_gn_8_34760.3
OG0004095	AT5G67390.2, AT5G67390.1, AT5G67390.3	Lsat_1_v5_gn_4_162340.1, Lsat_1_v5_gn_4_162340.2, Lsat_1_v5_gn_2_83781.1
OG0004096	AT2G39260.1	Lsat_1_v5_gn_2_116140.5, Lsat_1_v5_gn_2_116140.2
OG0004097	AT1G44446.4, AT1G44446.1, AT1G44446.2, AT1G44446.3	Lsat_1_v5_gn_1_8361.1
OG0004098	AT4G39370.2, AT4G39370.3, AT4G39370.1	Lsat_1_v5_gn_2_67341.1, Lsat_1_v5_gn_2_67341.3
OG0004099	AT2G15780.1	Lsat_1_v5_gn_7_87840.1
OG0004100	AT3G03010.5, AT3G03010.4, AT3G03010.1, AT3G03010.2, AT3G03010.3, AT5G16870.1	Lsat_1_v5_gn_9_47660.2, Lsat_1_v5_gn_9_47660.1
OG0004101	AT1G57680.1, AT1G57680.3, AT1G57680.2	Lsat_1_v5_gn_9_121240.2, Lsat_1_v5_gn_9_121240.1, Lsat_1_v5_gn_5_104780.1
OG0004102	AT4G34020.3, AT4G34020.4, AT4G34020.1, AT4G34020.2	Lsat_1_v5_gn_9_111000.1
OG0004103	AT1G75500.1, AT1G75500.2	Lsat_1_v5_gn_5_26901.1, Lsat_1_v5_gn_5_26901.2, Lsat_1_v5_gn_4_116980.1
OG0004104	AT1G09810.1, AT1G09810.3, AT1G09810.2	Lsat_1_v5_gn_5_103901.1, Lsat_1_v5_gn_9_120180.1, Lsat_1_v5_gn_9_120180.2, Lsat_1_v5_gn_5_103901.3, Lsat_1_v5_gn_5_103901.2, Lsat_1_v5_gn_5_103901.4
OG0004105	AT1G80670.1	Lsat_1_v5_gn_7_79840.3, Lsat_1_v5_gn_7_79840.1, Lsat_1_v5_gn_9_117540.1, Lsat_1_v5_gn_9_117540.2
OG0004106	AT4G36630.1, AT4G36630.2	Lsat_1_v5_gn_4_152080.2, Lsat_1_v5_gn_4_152080.1, Lsat_1_v5_gn_3_76401.2, Lsat_1_v5_gn_3_76401.1
OG0004107	AT5G65990.1	Lsat_1_v5_gn_2_73761.1
OG0004107	AT2G42005.1, AT4G38250.1	Lsat_1_v5_gn_7_1541.1
OG0004108	AT5G22800.1, AT5G22800.2	Lsat_1_v5_gn_8_121800.2, Lsat_1_v5_gn_8_121800.1, Lsat_1_v5_gn_8_121800.3
OG0004109	AT4G37790.1, AT2G22800.1	Lsat_1_v5_gn_4_158640.3, Lsat_1_v5_gn_4_158640.1, Lsat_1_v5_gn_2_80441.3, Lsat_1_v5_gn_2_80441.1, Lsat_1_v5_gn_3_84881.1
OG0004110	AT1G06340.1	Lsat_1_v5_gn_8_139620.1, Lsat_1_v5_gn_9_31941.1, Lsat_1_v5_gn_2_72140.3, Lsat_1_v5_gn_2_72140.1
OG0004111	AT4G37580.1, AT4G37580.2, AT2G23060.1	Lsat_1_v5_gn_2_83081.1, Lsat_1_v5_gn_3_87201.1
OG0004112	AT5G64280.1, AT5G64290.1	Lsat_1_v5_gn_5_108701.1, Lsat_1_v5_gn_9_116800.1, Lsat_1_v5_gn_9_116800.3, Lsat_1_v5_gn_5_46500.1, Lsat_1_v5_gn_5_46500.3
OG0004113	AT4G35560.1, AT4G35560.2	Lsat_1_v5_gn_2_73661.3, Lsat_1_v5_gn_2_73661.1
OG0004114	AT5G46330.2, AT5G46330.1	Lsat_1_v5_gn_7_32801.3, Lsat_1_v5_gn_7_32801.1, Lsat_1_v5_gn_7_32741.1, Lsat_1_v5_gn_7_32841.2, Lsat_1_v5_gn_7_32841.3, Lsat_1_v5_gn_7_32841.1, Lsat_1_v5_gn_7_32940.1, Lsat_1_v5_gn_7_32940.2
OG0004115	AT4G18130.1	Lsat_1_v5_gn_7_31000.2, Lsat_1_v5_gn_7_31000.1, Lsat_1_v5_gn_7_30980.1
OG0004115	AT4G16250.1, AT2G18790.1, AT2G18790.2	Lsat_1_v5_gn_1_41100.1
OG0004117	AT2G17110.1, AT4G35240.2, AT4G35240.1, AT4G35240.4, AT4G35240.3	Lsat_1_v5_gn_8_122001.1, Lsat_1_v5_gn_6_34280.1, Lsat_1_v5_gn_3_47821.1
OG0004118	AT3G11800.1	Lsat_1_v5_gn_7_87961.1, Lsat_1_v5_gn_7_87961.3
OG0004118	AT3G44150.1	Lsat_1_v5_gn_1_58400.1, Lsat_1_v5_gn_6_34861.1
OG0004119	AT4G16490.1	Lsat_1_v5_gn_7_13800.3, Lsat_1_v5_gn_7_13800.1, Lsat_1_v5_gn_4_63420.2, Lsat_1_v5_gn_4_63420.1, Lsat_1_v5_gn_9_117501.1
OG0004120	AT3G06680.2, AT3G06680.3, AT3G06700.1, AT3G06700.2, AT3G06700.3	Lsat_1_v5_gn_1_43921.1, Lsat_1_v5_gn_6_114300.1
OG0004121	AT2G33860.2, AT2G33860.1	Lsat_1_v5_gn_7_22140.2, Lsat_1_v5_gn_7_22140.3, Lsat_1_v5_gn_7_22140.1
OG0004122	AT3G13225.1, AT3G13225.3, AT3G13225.2	Lsat_1_v5_gn_7_114900.3, Lsat_1_v5_gn_7_114900.1, Lsat_1_v5_gn_3_17641.1
OG0004124	AT1G68000.1, AT4G38570.2, AT4G38570.4, AT4G38570.3, AT4G38570.1	Lsat_1_v5_gn_8_167161.1, Lsat_1_v5_gn_8_167161.3, Lsat_1_v5_gn_5_108021.3, Lsat_1_v5_gn_5_108021.1
OG0004125	AT4G30310.4, AT4G30310.3, AT4G30310.2, AT4G30310.1	Lsat_1_v5_gn_7_54281.1, Lsat_1_v5_gn_7_54281.2
OG0004126	AT5G44190.1, AT5G44190.2, AT2G20570.2, AT2G20570.3, AT2G20570.1	Lsat_1_v5_gn_4_65921.1
OG0004127	AT1G29810.2, AT1G29810.1	Lsat_1_v5_gn_1_113160.2, Lsat_1_v5_gn_1_113160.1
OG0004128	AT1G11930.2, AT1G11930.1	Lsat_1_v5_gn_1_129281.1
OG0004128	AT4G26860.1, AT4G26860.2	Lsat_1_v5_gn_7_114400.1
OG0004129	AT2G45400.3, AT2G45400.1, AT2G45400.4, AT2G45400.2	Lsat_1_v5_gn_7_7100.5, Lsat_1_v5_gn_7_7100.2, Lsat_1_v5_gn_7_7060.1, Lsat_1_v5_gn_7_7100.6, Lsat_1_v5_gn_7_7100.1
OG0004130	AT5G51040.2, AT5G51040.4, AT5G51040.3, AT5G51040.1	Lsat_1_v5_gn_9_37901.1, Lsat_1_v5_gn_9_37901.3, Lsat_1_v5_gn_1_30140.2, Lsat_1_v5_gn_1_30140.1
OG0004131	AT1G07750.1, AT2G28680.1	Lsat_1_v5_gn_5_166580.3
OG0004132	AT5G62050.1	Lsat_1_v5_gn_3_10601.1, Lsat_1_v5_gn_3_10601.3
OG0004134	AT4G23570.1, AT4G23570.2, AT4G23570.3, AT4G11260.1	Lsat_1_v5_gn_8_6441.1, Lsat_1_v5_gn_2_131520.1
OG0004135	AT1G72970.2, AT1G72970.1	Lsat_1_v5_gn_5_135281.1, Lsat_1_v5_gn_5_135281.2
OG0004136	AT1G79870.1, AT1G79870.2	Lsat_1_v5_gn_5_130860.3, Lsat_1_v5_gn_5_130860.1, Lsat_1_v5_gn_5_130781.1, Lsat_1_v5_gn_5_130801.1
OG0004137	AT4G38500.1	Lsat_1_v5_gn_4_71961.1
OG0004138	AT1G05500.1, AT5G11100.1	Lsat_1_v5_gn_6_113460.1
OG0004139	AT4G20330.1	Lsat_1_v5_gn_7_84001.1, Lsat_1_v5_gn_7_82800.1
OG0004140	AT5G62280.1	Lsat_1_v5_gn_9_52561.2, Lsat_1_v5_gn_9_52561.1, Lsat_1_v5_gn_9_52601.3, Lsat_1_v5_gn_9_52601.1, Lsat_1_v5_gn_2_129401.1, Lsat_1_v5_gn_2_129401.3
OG0004141	AT5G56900.2, AT5G56900.3, AT5G56900.1	Lsat_1_v5_gn_8_87701.3, Lsat_1_v5_gn_8_87701.1
OG0004142	AT1G51720.2, AT1G51720.3, AT1G51720.1	Lsat_1_v5_gn_4_96000.3, Lsat_1_v5_gn_4_96000.1, Lsat_1_v5_gn_4_96000.2
OG0004143	AT3G15940.1, AT3G15940.2, AT1G52420.1	Lsat_1_v5_gn_4_103420.1
OG0004144	AT3G28450.1	Lsat_1_v5_gn_0_36001.1, Lsat_1_v5_gn_4_180301.3, Lsat_1_v5_gn_4_180301.1
OG0004144	AT1G69990.1, AT1G27190.1	Lsat_1_v5_gn_4_8180.1
OG0004145	AT4G11960.1, AT4G11960.2, AT4G22890.3, AT4G22890.1, AT4G22890.2, AT4G22890.5, AT4G22890.4	Lsat_1_v5_gn_6_8180.2, Lsat_1_v5_gn_6_8180.1, Lsat_1_v5_gn_6_78800.1
OG0004146	AT2G44950.1, AT2G44950.2	Lsat_1_v5_gn_4_43721.1, Lsat_1_v5_gn_4_43721.3, Lsat_1_v5_gn_4_43721.2
OG0004147	AT5G20410.1, AT2G11810.4, AT2G11810.2, AT2G11810.3, AT2G11810.1	Lsat_1_v5_gn_7_44320.2, Lsat_1_v5_gn_7_44320.1
OG0004148	AT1G07030.1, AT2G30160.1	Lsat_1_v5_gn_5_174560.1, Lsat_1_v5_gn_5_174560.2, Lsat_1_v5_gn_8_111360.1, Lsat_1_v5_gn_8_111360.3
OG0004149	AT5G17270.2, AT5G17270.1, AT5G37130.1	Lsat_1_v5_gn_3_54960.1, Lsat_1_v5_gn_3_54960.2
OG0004150	AT4G33080.1, AT4G33080.2	Lsat_1_v5_gn_5_78640.3, Lsat_1_v5_gn_5_78640.2, Lsat_1_v5_gn_5_78640.1
OG0004151	AT1G63220.1, AT1G63220.2	Lsat_1_v5_gn_6_86780.3, Lsat_1_v5_gn_6_86780.1, Lsat_1_v5_gn_6_86780.2, Lsat_1_v5_gn_8_135021.1
OG0004152	AT3G43850.1, AT3G43850.2, AT5G21940.1	Lsat_1_v5_gn_8_70600.1, Lsat_1_v5_gn_7_58260.1
OG0004153	AT5G11280.1	Lsat_1_v5_gn_5_30500.3, Lsat_1_v5_gn_5_30500.1
OG0004154	AT4G32140.1	Lsat_1_v5_gn_6_115861.1
OG0004155	AT2G11000.3, AT2G11000.4, AT2G11000.2, AT2G11000.1	Lsat_1_v5_gn_8_61061.1, Lsat_1_v5_gn_8_61061.2
OG0004156	AT1G01190.2, AT1G01190.1, AT2G46660.1, AT3G61880.1, AT3G61880.2	Lsat_1_v5_gn_1_16981.1, Lsat_1_v5_gn_1_16981.2, Lsat_1_v5_gn_7_561.1
OG0004157	AT5G47380.1, AT5G47380.3, AT5G47380.2, AT5G47380.4, AT5G47380.5	Lsat_1_v5_gn_6_17960.1
OG0004158	AT4G25700.2, AT4G25700.3, AT4G25700.1	Lsat_1_v5_gn_9_56521.1, Lsat_1_v5_gn_9_56521.3
OG0004159	AT3G53110.1	Lsat_1_v5_gn_1_52741.1, Lsat_1_v5_gn_1_52741.3
OG0004160	AT1G72330.3, AT1G72330.1, AT1G17290.1	Lsat_1_v5_gn_4_92321.1, Lsat_1_v5_gn_5_137860.1, Lsat_1_v5_gn_5_137860.3
OG0004161	AT1G64670.3, AT1G64670.2, AT1G64670.1, AT5G41900.1, AT4G24140.1	Lsat_1_v5_gn_6_9340.1, Lsat_1_v5_gn_6_9340.2, Lsat_1_v5_gn_6_81860.1, Lsat_1_v5_gn_6_81860.2
OG0004162	AT1G51760.1, AT1G51780.1	Lsat_1_v5_gn_1_36540.2, Lsat_1_v5_gn_1_36540.1, Lsat_1_v5_gn_5_134160.1
OG0004163	AT3G49220.1, AT3G49220.3, AT3G49220.2, AT5G53370.1, AT5G53370.2	Lsat_1_v5_gn_8_5100.1, Lsat_1_v5_gn_2_136060.1, Lsat_1_v5_gn_2_136060.3
OG0004164	AT4G31720.3, AT4G31720.2, AT4G31720.1	Lsat_1_v5_gn_6_32161.3, Lsat_1_v5_gn_6_32161.1, Lsat_1_v5_gn_6_32161.2
OG0004165	AT5G10720.1	Lsat_1_v5_gn_5_62200.3, Lsat_1_v5_gn_5_62200.2, Lsat_1_v5_gn_5_62200.1, Lsat_1_v5_gn_3_25440.2, Lsat_1_v5_gn_3_25440.1, Lsat_1_v5_gn_3_25440.3
OG0004166	AT2G02370.2, AT2G02370.3, AT2G02370.1	Lsat_1_v5_gn_9_81361.1, Lsat_1_v5_gn_9_81361.3
OG0004167	AT4G16610.1	Lsat_1_v5_gn_3_1101.4, Lsat_1_v5_gn_3_1101.1, Lsat_1_v5_gn_3_1101.3
OG0004167	AT3G60580.1, AT2G45120.1, AT1G02030.1	Lsat_1_v5_gn_7_10021.1, Lsat_1_v5_gn_7_10021.3
OG0004168	AT5G53620.3, AT5G53620.2, AT5G53620.1	Lsat_1_v5_gn_9_50221.3, Lsat_1_v5_gn_9_50221.1, Lsat_1_v5_gn_9_50181.1, Lsat_1_v5_gn_9_50181.3, Lsat_1_v5_gn_9_50221.4
OG0004169	AT4G25370.1	Lsat_1_v5_gn_2_129680.2, Lsat_1_v5_gn_2_129680.1
OG0004169	AT4G12060.1	Lsat_1_v5_gn_3_3161.1, Lsat_1_v5_gn_3_3161.3
