Orthogroup	A_thaliana.proteins	V_vinifera.proteins
OG0003372	AT5G18980.2, AT5G18980.3, AT5G18980.1, AT3G06210.1, AT3G06210.2	VIT_205s0020g02500.1
OG0003373	AT2G44090.1, AT2G44090.2, AT2G44090.5, AT2G44090.3, AT2G44090.4, AT3G59910.2, AT3G59910.1	VIT_205s0094g01540.1
OG0003374	AT4G03260.2, AT4G03260.1, AT4G03260.4, AT4G03260.3	VIT_212s0134g00420.1
OG0003375	AT1G33920.1, AT4G19840.1	VIT_215s0024g00410.1, VIT_215s0024g00410.2
OG0003376	AT3G15095.3, AT3G15095.2, AT3G15095.1	VIT_219s0014g01910.1
OG0003377	AT4G26780.1, AT5G55200.1	VIT_219s0090g01190.2, VIT_219s0090g01190.1
OG0003378	AT1G61040.3, AT1G61040.1, AT1G61040.2	VIT_200s0370g00090.1
OG0003379	AT2G42760.1	VIT_212s0028g01730.1, VIT_212s0028g01720.1
OG0003380	AT4G27260.1, AT5G54510.1	VIT_219s0014g04690.2, VIT_219s0014g04690.1
OG0003381	AT4G28485.1, AT4G28485.2	VIT_212s0028g03070.1
OG0003381	AT5G46090.1, AT4G18425.1	VIT_210s0003g00320.1, VIT_213s0106g00720.1
OG0003382	AT3G14770.1	VIT_219s0014g00280.2, VIT_219s0014g00280.1, VIT_219s0014g00280.3, VIT_219s0014g00280.4
OG0003383	AT3G22104.1, AT3G22104.2, AT3G22104.4, AT3G22104.3	VIT_212s0134g00010.1, VIT_212s0134g00010.2, VIT_200s0361g00090.2, VIT_200s0361g00090.1
OG0003384	AT1G53035.1, AT1G53035.2, AT3G15358.1	VIT_212s0028g03590.1, VIT_219s0014g02720.1
OG0003385	AT4G26710.2, AT4G26710.1	VIT_219s0090g01330.1, VIT_219s0090g01330.2
OG0003385	AT5G55290.2, AT5G55290.1, AT5G55290.3	VIT_200s0187g00270.1, VIT_200s0187g00310.1
OG0003386	AT3G03420.1, AT3G03420.2	VIT_214s0219g00250.1
OG0003387	AT4G10590.1, AT4G10590.2, AT4G10590.4, AT4G10590.3, AT4G10570.1, AT1G32850.1	VIT_202s0025g02760.4, VIT_202s0025g02760.2, VIT_202s0025g02760.1, VIT_202s0025g02760.3
OG0003388	AT3G49250.1	VIT_216s0098g01820.6, VIT_216s0098g01820.2, VIT_216s0098g01820.1, VIT_216s0098g01820.3, VIT_216s0098g01820.5, VIT_216s0098g01820.4
OG0003389	AT3G13530.1, AT3G07980.1, AT3G07980.3, AT3G07980.2	VIT_201s0011g02270.1, VIT_201s0011g02270.2
OG0003390	AT4G29540.4, AT4G29540.1, AT4G29540.2, AT4G29540.3	VIT_211s0016g02420.1
OG0003391	AT5G07370.2, AT5G07370.4, AT5G07370.3, AT5G07370.1, AT5G61760.1, AT5G61760.2	VIT_217s0000g03240.8, VIT_217s0000g03240.5, VIT_217s0000g03240.7, VIT_217s0000g03240.2, VIT_217s0000g03240.4, VIT_217s0000g03240.3, VIT_217s0000g03240.6, VIT_217s0000g03240.1
OG0003392	AT1G62600.1, AT1G62600.2, AT1G63370.2, AT1G62620.2, AT1G63370.1, AT1G62620.1	VIT_202s0154g00160.2, VIT_200s0233g00180.1, VIT_202s0154g00190.1, VIT_202s0154g00170.1
OG0003393	AT5G35330.2, AT5G35330.3, AT5G35330.1, AT5G35330.4	VIT_211s0065g01010.5, VIT_211s0065g01010.2, VIT_211s0065g01010.3, VIT_211s0065g01010.4, VIT_211s0065g01010.1
OG0003394	AT3G16360.1, AT3G16360.2	VIT_204s0008g00210.1, VIT_209s0002g03520.1, VIT_209s0002g03520.2
OG0003396	AT4G29810.3, AT4G29810.1, AT4G29810.2, AT4G26070.4, AT4G26070.5, AT4G26070.2, AT4G26070.3, AT4G26070.1	VIT_211s0016g01770.3, VIT_211s0016g01770.4, VIT_211s0016g01770.1, VIT_211s0016g01770.2
OG0003397	AT2G25930.1	VIT_209s0002g02680.3, VIT_209s0002g02680.2, VIT_209s0002g02680.1, VIT_204s0008g00660.1, VIT_204s0008g00660.2
OG0003398	AT4G29940.2, AT4G29940.1	VIT_211s0103g00650.3, VIT_211s0103g00650.1, VIT_211s0103g00650.2
OG0003399	AT2G26690.1, AT2G26690.3, AT2G26690.2	VIT_211s0016g05170.3, VIT_211s0016g05170.4, VIT_211s0016g05170.1
OG0003400	AT4G31440.1, AT2G24530.2, AT2G24530.1	VIT_204s0008g02410.1, VIT_209s0018g01300.1
OG0003401	AT1G63120.1	VIT_202s0025g04130.1, VIT_202s0025g04130.2
OG0003402	AT5G25050.1	VIT_204s0008g06830.2, VIT_204s0008g06830.1, VIT_204s0008g06830.3
OG0003403	AT4G11820.1, AT4G11820.3, AT4G11820.2	VIT_202s0025g04580.1, VIT_214s0036g00810.1, VIT_216s0100g00160.1
OG0003404	AT1G79690.2, AT1G79690.1	VIT_209s0018g01600.3, VIT_209s0018g01600.1
OG0003405	AT1G55160.3, AT1G55160.1, AT1G55160.2	VIT_209s0002g02090.1, VIT_209s0002g02090.2
OG0003406	AT3G42880.1, AT5G20690.1	VIT_211s0016g00740.1
OG0003407	AT2G45360.1, AT3G60780.1	VIT_215s0048g00700.1
OG0003408	AT1G16860.1, AT1G78880.1	VIT_211s0052g00020.1
OG0003409	AT2G46020.3, AT2G46020.4, AT2G46020.5, AT2G46020.6, AT2G46020.1, AT2G46020.2	VIT_215s0046g02290.1, VIT_215s0046g02290.2
OG0003410	AT1G64980.2, AT1G64980.1, AT1G64980.3	VIT_216s0039g01420.5, VIT_216s0039g01420.2, VIT_216s0039g01420.4, VIT_216s0039g01420.3, VIT_216s0039g01420.1, VIT_209s0002g05170.3, VIT_209s0002g05170.1, VIT_209s0002g05170.2
OG0003411	AT4G31480.9, AT4G31480.7, AT4G31480.4, AT4G31480.1, AT4G31480.5, AT4G31480.8, AT4G31480.2, AT4G31480.6, AT4G31480.3, AT4G31490.2, AT4G31490.3, AT4G31490.1	VIT_204s0008g02320.3, VIT_204s0008g02320.1, VIT_204s0008g02320.2
OG0003412	AT3G15990.1	VIT_209s0002g04780.1, VIT_209s0002g04780.2, VIT_211s0016g04150.1, VIT_211s0016g04150.2
OG0003413	AT1G53560.1, AT1G17080.1	VIT_210s0003g03160.1
OG0003414	AT3G12610.1	VIT_213s0064g01260.1
OG0003414	AT3G20820.1	VIT_206s0004g01750.1
OG0003415	AT1G07510.1, AT2G29080.1	VIT_206s0004g05030.2, VIT_206s0004g05030.3, VIT_206s0004g05030.4, VIT_206s0004g05030.1
OG0003416	AT1G56190.2, AT3G12780.1, AT1G56190.1	VIT_219s0085g00380.1
OG0003416	AT1G79550.2, AT1G79550.1	VIT_219s0085g00370.1
OG0003417	AT5G54730.1, AT5G54730.2	VIT_219s0014g05190.1, VIT_219s0014g05190.2
OG0003418	AT1G55535.3, AT1G55535.1, AT1G55535.2	VIT_206s0004g00110.3, VIT_206s0004g00110.2, VIT_206s0004g00110.1
OG0003419	AT2G37120.1, AT3G09735.1, AT3G53370.1, AT3G53370.2	VIT_208s0040g02220.3, VIT_208s0040g02220.6, VIT_208s0040g02220.1, VIT_208s0040g02220.5, VIT_208s0040g02220.4, VIT_208s0040g02220.2
OG0003420	AT3G55530.1	VIT_206s0004g05080.1
OG0003421	AT1G79440.1	VIT_219s0085g00880.3, VIT_219s0085g00880.1, VIT_219s0085g00880.2, VIT_219s0085g00860.10, VIT_219s0085g00860.9, VIT_219s0085g00860.5, VIT_219s0085g00860.1, VIT_219s0085g00860.2, VIT_219s0085g00860.6, VIT_219s0085g00860.7, VIT_219s0085g00860.8, VIT_219s0085g00860.11, VIT_219s0085g00860.4, VIT_219s0085g00860.3
OG0003422	AT1G30470.2, AT1G30470.3, AT1G30470.1	VIT_210s0003g04630.3, VIT_210s0003g04630.4, VIT_210s0003g04630.2, VIT_210s0003g04630.1
OG0003423	AT4G36070.2, AT4G36070.1, AT2G17890.1, AT5G66210.2, AT5G66210.1, AT5G66210.3, AT5G66210.5	VIT_204s0023g03420.1, VIT_204s0023g03420.3
OG0003424	AT5G05830.1	VIT_208s0007g01530.1, VIT_213s0019g03190.2, VIT_213s0019g03190.3, VIT_213s0019g03190.1
OG0003425	AT3G15040.1	VIT_206s0080g00750.1
OG0003427	AT1G07480.1, AT1G07480.3, AT1G07480.2, AT1G07470.1, AT1G07470.2	VIT_206s0004g05210.2, VIT_206s0004g05210.1
OG0003428	AT4G22140.2	VIT_210s0116g00160.1
OG0003429	AT5G04820.1	VIT_213s0073g00140.1
OG0003430	AT3G55470.1, AT3G55470.2	VIT_213s0019g01490.2, VIT_213s0019g01490.1
OG0003431	AT1G14320.1, AT1G26910.1, AT1G66580.1	VIT_206s0004g08260.1, VIT_201s0150g00580.1, VIT_201s0150g00580.2
OG0003432	AT2G39690.2, AT2G39690.8, AT2G39690.3, AT2G39690.7, AT3G47675.1, AT2G39690.6, AT2G39690.1, AT2G39690.5, AT2G39690.4	VIT_213s0019g01510.1
OG0003433	AT2G28130.1	VIT_206s0061g00610.2, VIT_206s0061g00610.1, VIT_206s0061g00610.3
OG0003434	AT4G27610.5, AT4G27610.8, AT4G27610.9, AT4G27610.2, AT4G27610.3, AT4G27610.6, AT4G27610.4, AT4G27610.7, AT4G27610.1, AT4G27620.3, AT4G27620.2, AT4G27620.1	VIT_216s0039g01400.4, VIT_216s0039g01400.5, VIT_216s0039g01400.1, VIT_216s0039g01400.2, VIT_216s0039g01400.3
OG0003435	AT4G36480.2, AT4G36480.1	VIT_207s0130g00350.4, VIT_207s0130g00350.2, VIT_207s0130g00350.1, VIT_207s0130g00350.3
OG0003436	AT3G54065.1	VIT_211s0037g01324.1, VIT_211s0037g01350.2, VIT_211s0037g01350.1, VIT_211s0037g01350.4, VIT_211s0037g01350.3, VIT_207s0151g00100.1, VIT_209s0002g08760.1, VIT_209s0002g08700.1, VIT_209s0002g08800.1, VIT_209s0002g08810.1, VIT_207s0151g00070.1, VIT_207s0151g00020.1, VIT_207s0151g00170.1, VIT_207s0151g00220.1, VIT_200s0179g00070.1, VIT_207s0151g00990.1, VIT_200s0179g00030.1, VIT_200s0179g00010.1, VIT_200s0179g00040.3, VIT_200s0179g00040.1, VIT_200s0179g00040.2, VIT_200s0179g00005.1
OG0003437	AT1G03687.1, AT1G03687.2	VIT_212s0028g03810.4, VIT_212s0028g03810.3, VIT_212s0028g03810.2, VIT_212s0028g03810.1
OG0003438	AT4G28370.4, AT4G28370.3, AT4G28370.2, AT4G28370.1, AT2G20650.2, AT2G20650.1	VIT_212s0028g03410.2, VIT_212s0028g03410.1, VIT_212s0028g03410.3, VIT_212s0028g03410.4
OG0003439	AT2G37160.4, AT2G37160.3, AT2G37160.2, AT2G37160.1, AT3G53390.1	VIT_208s0040g01960.1
OG0003440	AT3G12910.1	VIT_219s0027g00880.1, VIT_219s0027g00910.1, VIT_219s0027g00840.1, VIT_219s0027g00860.1, VIT_219s0027g00870.1
OG0003441	AT5G22030.1, AT5G22030.2	VIT_206s0009g00890.5, VIT_206s0009g00890.4, VIT_206s0009g00890.2, VIT_206s0009g00890.3, VIT_206s0009g00890.1
OG0003442	AT4G27080.1, AT4G27080.2, AT1G50950.1, AT1G50950.2, AT3G20560.1	VIT_219s0177g00210.1, VIT_219s0177g00210.2
OG0003443	AT1G10930.1	VIT_212s0035g00400.1
OG0003444	AT1G63430.1, AT1G63430.3, AT1G63430.2	VIT_202s0025g03700.1
OG0003445	AT4G17610.3, AT4G17610.1, AT4G17610.2	VIT_200s0204g00110.8, VIT_200s0204g00110.5, VIT_200s0204g00110.2, VIT_200s0204g00110.1, VIT_200s0204g00110.7, VIT_200s0204g00110.10, VIT_200s0204g00110.11, VIT_200s0204g00110.9, VIT_200s0204g00110.6, VIT_200s0204g00110.3, VIT_200s0204g00110.4
OG0003446	AT5G10770.1	VIT_204s0008g07110.1, VIT_204s0008g07080.1
OG0003447	AT5G52910.1, AT5G52910.2	VIT_216s0050g02110.1, VIT_216s0050g02130.1, VIT_216s0050g02150.1, VIT_216s0050g02160.4, VIT_216s0050g02160.3, VIT_216s0050g02160.2, VIT_216s0050g02160.1
OG0003448	AT5G61350.1	VIT_217s0000g06620.1
OG0003448	AT2G21480.1, AT4G39110.1	VIT_203s0038g04340.1
OG0003449	AT2G33730.1	VIT_209s0054g01810.1, VIT_203s0038g00010.1
OG0003450	AT5G14020.6, AT5G14020.2, AT5G14020.3, AT5G14020.7, AT5G14020.5, AT5G14020.4, AT5G14020.1	VIT_214s0068g01390.2, VIT_214s0068g01390.1
OG0003451	AT4G22410.2, AT4G22410.1, AT4G22350.3, AT4G22350.4, AT4G22350.2, AT4G22285.1, AT4G22285.2, AT4G22350.1	VIT_200s2580g00010.1
OG0003452	AT4G11860.1	VIT_202s0025g04640.6, VIT_202s0025g04640.4, VIT_202s0025g04640.2, VIT_202s0025g04640.1, VIT_202s0025g04640.5, VIT_202s0025g04640.3
OG0003453	AT1G71340.1	VIT_218s0089g00620.2, VIT_218s0089g00620.4, VIT_218s0089g00620.1, VIT_218s0089g00620.8, VIT_218s0089g00620.6, VIT_218s0089g00620.7, VIT_218s0089g00620.9, VIT_218s0089g00620.5, VIT_218s0089g00620.3
OG0003454	AT2G22540.1, AT2G22540.3, AT2G22540.2	VIT_200s0313g00070.1
OG0003454	AT4G24540.1	VIT_203s0167g00070.1, VIT_215s0107g00120.1, VIT_218s0001g07460.1, VIT_218s0001g07460.2, VIT_218s0001g07460.3, VIT_218s0001g07460.4
OG0003456	AT5G28770.1, AT5G28770.4, AT5G28770.3, AT5G28770.2	VIT_214s0030g02200.7, VIT_214s0030g02200.6, VIT_214s0030g02200.5, VIT_214s0030g02200.2, VIT_214s0030g02200.1, VIT_214s0030g02200.3, VIT_214s0030g02200.4, VIT_207s0141g00170.1
OG0003457	AT2G30700.2, AT2G30700.1	VIT_205s0094g00050.1, VIT_205s0094g00050.2, VIT_205s0094g00050.3, VIT_205s0094g00050.4
OG0003458	AT2G21385.3, AT2G21385.5, AT2G21385.2, AT2G21385.1, AT2G21385.4	VIT_203s0038g00320.4, VIT_203s0038g00320.2, VIT_203s0038g00320.3, VIT_203s0038g00320.6, VIT_203s0038g00320.7, VIT_203s0038g00320.5, VIT_203s0038g00320.1, VIT_203s0038g00320.9, VIT_203s0038g00320.8
OG0003459	AT4G13460.1, AT4G13460.2, AT2G33290.1, AT2G33290.3, AT2G33290.2, AT2G33290.4	VIT_205s0049g02220.1
OG0003460	AT3G07100.1	VIT_219s0014g01900.4, VIT_219s0014g01900.3, VIT_219s0014g01900.1, VIT_219s0014g01900.2
OG0003461	AT4G02460.4, AT4G02460.3, AT4G02460.2, AT4G02460.1	VIT_207s0005g00220.3, VIT_207s0005g00220.6, VIT_207s0005g00220.2, VIT_207s0005g00220.5, VIT_207s0005g00220.4, VIT_207s0005g00220.7, VIT_207s0005g00220.8, VIT_207s0005g00220.1
OG0003462	AT2G25870.1	VIT_204s0008g00450.4, VIT_204s0008g00450.3, VIT_204s0008g00450.2, VIT_204s0008g00450.1
OG0003463	AT3G16090.1, AT1G65040.2, AT1G65040.3, AT1G65040.5, AT1G65040.1, AT1G65040.6, AT1G65040.4	VIT_216s0039g02200.4, VIT_216s0039g02200.3, VIT_216s0039g02200.5, VIT_216s0039g02200.7, VIT_216s0039g02200.2, VIT_216s0039g02200.1, VIT_216s0039g02200.6
OG0003465	AT1G02740.1	VIT_218s0001g09710.3, VIT_218s0001g09710.1, VIT_218s0001g09710.2, VIT_218s0001g09710.6, VIT_218s0001g09710.4, VIT_218s0001g09710.5
OG0003465	AT4G37280.1	VIT_207s0129g01020.1
OG0003466	AT2G45040.1	VIT_200s0229g00090.1, VIT_200s0459g00020.1
OG0003467	AT3G05420.1, AT3G05420.2, AT5G27630.1, AT5G27630.4, AT5G27630.3	VIT_214s0060g02410.2, VIT_214s0060g02410.1
OG0003468	AT3G48360.3, AT3G48360.1, AT3G48360.2, AT5G63160.3, AT5G63160.1, AT5G63160.2	VIT_217s0000g09790.3, VIT_217s0000g09790.2, VIT_217s0000g09790.1, VIT_217s0000g09790.5, VIT_217s0000g09790.4
OG0003470	AT5G23720.3, AT5G23720.1, AT5G23720.2	VIT_217s0000g00360.1
OG0003471	AT1G70600.1, AT1G23290.1	VIT_200s0225g00020.1
OG0003472	AT1G33410.2, AT1G33410.1	VIT_203s0017g02390.2, VIT_203s0017g02390.1, VIT_203s0017g02375.1
OG0003473	AT4G02680.1	VIT_200s0179g00100.1
OG0003474	AT3G18230.1	VIT_217s0000g03180.1
OG0003474	AT2G01190.1	VIT_201s0011g04140.1
OG0003475	AT3G47940.1	VIT_217s0000g05530.2, VIT_217s0000g05530.1
OG0003475	AT1G59725.1, AT1G10350.1	VIT_201s0026g01450.1
OG0003476	AT5G62865.1, AT3G48020.1	VIT_217s0000g07990.1
OG0003476	AT3G01430.1, AT5G14895.1	VIT_214s0066g01600.1
OG0003477	AT5G13150.1	VIT_207s0005g06190.1
OG0003477	AT5G13990.1	VIT_201s0146g00160.1
OG0003478	AT3G18000.1, AT1G48600.2, AT1G48600.1, AT1G73600.2, AT1G73600.1	VIT_217s0000g02430.2, VIT_217s0000g02430.1, VIT_217s0000g02430.4, VIT_201s0011g05200.2, VIT_201s0011g05200.3, VIT_201s0011g05200.1
OG0003480	AT3G25730.1, AT1G13260.1, AT1G68840.1, AT1G68840.2, AT1G25560.1	VIT_214s0083g00130.1
OG0003481	AT5G08260.1	VIT_201s0011g02030.1, VIT_201s0011g02000.1
OG0003481	AT5G23210.4, AT5G23210.2, AT5G23210.5, AT5G23210.1, AT5G23210.3	VIT_210s0042g01050.1, VIT_210s0042g01050.3, VIT_210s0042g01050.2
OG0003482	AT1G74220.1, AT2G03630.1, AT2G03630.2	VIT_217s0000g07430.1, VIT_214s0068g00291.1, VIT_201s0011g00440.1
OG0003483	AT3G25600.1	VIT_217s0000g04460.1
OG0003484	AT3G18210.2, AT3G18210.1	VIT_201s0011g04340.5, VIT_201s0011g04340.4, VIT_201s0011g04340.6, VIT_201s0011g04340.2, VIT_201s0011g04340.1, VIT_201s0011g04340.3, VIT_217s0000g03110.2, VIT_217s0000g03110.4, VIT_217s0000g03110.1, VIT_217s0000g03110.3
OG0003485	AT3G01570.1, AT5G40420.1, AT3G27660.1, AT3G27660.2	VIT_217s0000g09000.1
OG0003486	AT3G26850.1, AT3G26850.2	VIT_217s0000g05190.1
OG0003487	AT1G28710.1, AT1G28710.3, AT1G28710.4, AT1G28700.1, AT1G28695.1	VIT_215s0021g01150.2, VIT_215s0021g01140.1, VIT_215s0021g01150.1
OG0003488	AT4G26570.2, AT4G26570.1, AT5G55990.2, AT5G55990.1	VIT_219s0015g01070.1
OG0003490	AT5G17020.1, AT5G17020.2, AT3G03110.1	VIT_216s0039g02220.2, VIT_216s0039g02220.1
OG0003491	AT4G34140.6, AT4G34140.8, AT4G34140.5, AT4G34140.4, AT4G34140.7, AT4G34140.9, AT4G34140.1, AT4G34140.2, AT4G34140.10, AT4G34140.3	VIT_217s0000g08950.4, VIT_217s0000g08950.3, VIT_217s0000g08950.2, VIT_217s0000g08950.1
OG0003492	AT1G66150.1	VIT_204s0043g00160.1
OG0003492	AT2G01820.1	VIT_201s0011g06150.1
OG0003493	AT3G48160.2, AT3G48160.1	VIT_217s0000g07630.1
OG0003493	AT3G01330.1	VIT_214s0066g02370.2, VIT_214s0066g02370.3, VIT_214s0066g02370.1
OG0003494	AT2G01460.3, AT2G01460.2, AT2G01460.1	VIT_201s0011g04960.4
OG0003495	AT2G07360.2, AT2G07360.1	VIT_207s0031g02090.1
OG0003496	AT1G25540.1, AT1G25540.2	VIT_201s0011g03140.1, VIT_201s0011g03140.2
OG0003497	AT2G40730.1	VIT_213s0067g03110.1, VIT_213s0067g03110.2, VIT_213s0067g03110.3, VIT_213s0067g03110.4
OG0003498	AT2G35660.1, AT2G29720.1, AT2G35660.3, AT2G35660.2	VIT_200s0533g00020.3, VIT_200s0533g00020.1, VIT_200s0533g00020.4, VIT_200s0533g00020.2, VIT_200s0533g00020.5
OG0003499	AT4G17670.1, AT5G47060.2, AT5G47060.1	VIT_202s0012g00280.2, VIT_202s0012g00280.1
OG0003499	AT2G44670.1	VIT_215s0021g00940.1
OG0003501	AT3G17850.1	VIT_217s0000g02000.2, VIT_217s0000g02000.3, VIT_217s0000g02000.5, VIT_217s0000g02000.4, VIT_217s0000g02000.6, VIT_217s0000g02000.1
OG0003502	AT2G01260.3, AT2G01260.2, AT2G01260.1, AT1G15030.2, AT1G15030.1	VIT_201s0011g04000.1
OG0003503	AT4G20260.6, AT4G20260.5, AT4G20260.2, AT4G20260.3, AT4G20260.8, AT4G20260.7, AT4G20260.9, AT4G20260.4, AT4G20260.10, AT4G20260.1	VIT_201s0011g00560.1
OG0003504	AT4G02075.3, AT4G02075.1, AT4G02075.2, AT1G02610.1, AT1G02610.3, AT1G02610.2	VIT_207s0005g01360.2, VIT_207s0005g01360.1, VIT_207s0005g01360.3, VIT_207s0005g01360.6, VIT_207s0005g01360.4, VIT_207s0005g01360.5, VIT_207s0005g01360.7, VIT_207s0005g01360.8
OG0003505	AT1G67520.6, AT1G67520.5, AT1G67520.8, AT1G67520.7, AT1G67520.1, AT1G67520.2, AT1G67520.3, AT1G67520.4, AT3G16030.2, AT3G16030.7, AT3G16030.3, AT3G16030.8, AT3G16030.5, AT3G16030.4, AT3G16030.6, AT3G16030.1	VIT_209s0002g04530.1
OG0003508	AT5G42690.3, AT5G42690.2, AT5G42690.4, AT5G42690.1, AT5G42690.5	VIT_218s0001g11120.2, VIT_218s0001g11120.5
OG0003526	AT5G51340.1	VIT_206s0004g08370.6, VIT_206s0004g08370.4, VIT_206s0004g08370.5, VIT_206s0004g08370.1, VIT_206s0004g08370.2, VIT_206s0004g08370.3
OG0003527	AT2G38800.1, AT3G54570.1	VIT_207s0031g03030.1, VIT_207s0031g03030.2
OG0003528	AT3G08590.2, AT3G08590.1, AT1G09780.1	VIT_208s0056g00200.1
OG0003529	AT2G27350.1, AT2G27350.2, AT2G27350.4, AT2G27350.6, AT2G27350.5, AT2G27350.3	VIT_206s0080g00850.1, VIT_206s0080g00850.3, VIT_206s0080g00850.4, VIT_206s0080g00850.2
OG0003530	AT3G06390.1, AT4G15610.1, AT4G15610.2	VIT_205s0020g01830.1
OG0003531	AT3G16510.1	VIT_205s0020g01400.1, VIT_207s0104g01770.1
OG0003531	AT1G09070.1	VIT_214s0060g02390.1
OG0003532	AT2G37500.2, AT2G37500.1	VIT_208s0040g03320.1, VIT_208s0040g03320.2, VIT_208s0040g03320.3
OG0003533	AT3G05090.1, AT3G05090.2, AT3G05090.3	VIT_214s0030g01350.6, VIT_214s0030g01350.5, VIT_214s0030g01350.4, VIT_214s0030g01350.2, VIT_214s0030g01350.3, VIT_214s0030g01350.1
OG0003534	AT3G05180.1, AT1G54790.3, AT1G54790.1, AT1G54790.2	VIT_207s0104g00620.1, VIT_214s0128g00080.1, VIT_214s0128g00070.1
OG0003535	AT5G04430.1, AT5G04430.2	VIT_213s0019g05360.2, VIT_213s0019g05360.6, VIT_213s0019g05360.7, VIT_213s0019g05360.5, VIT_213s0019g05360.1, VIT_213s0019g05360.4, VIT_213s0019g05360.3
OG0003536	AT2G41830.1, AT2G41830.2	VIT_208s0007g08350.1, VIT_208s0007g08350.2
OG0003537	AT1G03070.3, AT1G03070.1, AT1G03070.2, AT4G02690.2, AT4G02690.1	VIT_207s0151g00280.1
OG0003538	AT1G08750.3, AT1G08750.1, AT1G08750.2	VIT_214s0081g00580.5, VIT_214s0081g00580.3, VIT_214s0081g00580.4, VIT_214s0081g00580.2, VIT_214s0081g00580.1
OG0003539	AT3G04490.3, AT3G04490.4, AT3G04490.1, AT3G04490.2	VIT_214s0036g00660.3, VIT_214s0036g00660.4, VIT_214s0036g00660.2, VIT_214s0036g00660.1
OG0003540	AT5G58350.1	VIT_206s0004g07920.1
OG0003540	AT3G51630.2, AT3G51630.1	VIT_208s0058g01130.3, VIT_208s0058g01130.1, VIT_208s0058g01130.2
OG0003541	AT3G12180.1	VIT_208s0007g07860.4, VIT_208s0007g07860.2, VIT_208s0007g07860.1, VIT_208s0007g07860.3
OG0003542	AT1G04540.1, AT2G33320.1, AT2G13350.1	VIT_205s0049g01960.1
OG0003543	AT3G53020.1, AT2G36620.1	VIT_208s0007g04210.1
OG0003544	AT3G06880.5, AT3G06880.3, AT3G06880.1, AT3G06880.4, AT3G06880.2	VIT_205s0077g02330.1, VIT_205s0077g02330.2, VIT_205s0077g02330.3
OG0003545	AT2G40130.2, AT2G40130.1	VIT_213s0067g00990.1
OG0003545	AT1G07200.2, AT1G07200.1, AT2G29970.1	VIT_206s0004g06700.1
OG0003546	AT3G63420.2, AT3G63420.1, AT3G63420.3	VIT_204s0008g03160.1
OG0003546	AT3G22942.1	VIT_205s0020g04450.2, VIT_205s0020g04450.1
OG0003547	AT3G07110.2, AT3G07110.1, AT3G24830.1, AT4G13170.1, AT5G48760.2, AT5G48760.1	VIT_205s0029g00020.1, VIT_207s0005g06490.1
OG0003548	AT3G63220.1, AT3G63220.3, AT3G63220.2	VIT_207s0151g00770.1
OG0003549	AT5G19430.6, AT5G19430.1, AT5G19430.3, AT5G19430.4, AT5G19430.5, AT5G19430.2, AT5G12310.1	VIT_206s0009g03430.3, VIT_206s0009g03430.5, VIT_206s0009g03430.4, VIT_206s0009g03430.2, VIT_206s0009g03430.1
OG0003550	AT5G58530.1	VIT_213s0067g01650.1, VIT_206s0004g07040.1
OG0003551	AT5G48820.2, AT5G48820.1	VIT_205s0029g00040.1, VIT_207s0005g06340.2, VIT_207s0005g06340.1
OG0003552	AT5G04610.1	VIT_213s0074g00440.1, VIT_213s0074g00440.2, VIT_213s0074g00440.4, VIT_213s0074g00440.3
OG0003553	AT2G47115.1	VIT_207s0005g02170.1
OG0003556	AT3G04240.1, AT3G04240.2	VIT_204s0043g00760.1, VIT_204s0043g00760.2
OG0003557	AT1G43190.3, AT1G43190.1, AT1G43190.2	VIT_207s0031g02030.1, VIT_218s0072g00310.1
OG0003558	AT1G79930.2, AT1G79930.1	VIT_209s0002g04680.1, VIT_209s0002g04680.3, VIT_209s0002g04680.2
OG0003560	AT3G63430.1, AT3G63430.2	VIT_200s0179g00320.2, VIT_200s0179g00320.3, VIT_200s0179g00320.1
OG0003561	AT2G38650.1, AT2G38650.3, AT2G38650.2	VIT_208s0056g00080.1, VIT_208s0056g00080.2, VIT_208s0056g00080.3, VIT_208s0056g00080.4
OG0003562	AT3G53830.1, AT3G53830.2, AT3G53830.4, AT3G53830.3	VIT_208s0007g00930.1
OG0003562	AT3G55580.1	VIT_213s0019g02280.1, VIT_213s0019g02280.2
OG0003563	AT3G51800.1, AT3G51800.3	VIT_208s0217g00020.2, VIT_208s0217g00020.1, VIT_208s0217g00020.3, VIT_206s0004g06870.1
OG0003564	AT1G04360.1, AT5G43420.1	VIT_205s0049g00480.1
OG0003565	AT3G06060.2, AT3G06060.1, AT5G19200.1	VIT_205s0020g02840.1, VIT_205s0020g02840.2, VIT_205s0020g02840.3
OG0003567	AT4G37910.1, AT4G37910.2, AT5G09590.1	VIT_203s0097g00530.1, VIT_200s0415g00030.1
OG0003568	AT5G35110.1, AT2G46490.1	VIT_211s0118g00815.1
OG0003569	AT1G77480.2, AT1G77480.1, AT1G44130.1	VIT_218s0001g02420.4, VIT_218s0001g02420.2, VIT_218s0001g02420.3, VIT_218s0001g02420.1
OG0003570	AT2G22430.1, AT4G40060.1, AT5G65310.2, AT5G65310.1	VIT_218s0001g06430.1, VIT_218s0001g06430.2, VIT_207s0191g00180.1, VIT_207s0191g00180.2
OG0003571	AT4G38970.1, AT2G21330.1, AT2G21330.3	VIT_204s0023g03010.1, VIT_203s0038g00670.2, VIT_203s0038g00670.1
