Orthogroup	A_thaliana.proteins	D_muscipula.proteins
OG0004993	AT5G35753.1, AT2G05250.1, AT2G05230.1	Dm_00013130-RA, Dm_00012670-RA
OG0004995	AT4G03270.1, AT4G03270.2	Dm_00005107-RA, Dm_00010069-RA
OG0005014	AT1G30080.2, AT1G30080.1, AT4G18340.1, AT4G18340.2	Dm_00000335-RA
OG0005015	AT1G66410.4, AT3G43810.3, AT3G43810.4, AT1G66410.3	Dm_00010223-RA
OG0005016	AT2G43330.1	Dm_00009791-RA, Dm_00009557-RA
OG0005017	AT1G08830.1, AT1G08830.2	Dm_00002102-RA, Dm_00000549-RA
OG0005019	AT1G08720.1, AT1G08720.2	Dm_00001831-RA, Dm_00000531-RA
OG0005020	AT3G56130.2, AT3G56130.3, AT3G56130.1, AT3G56130.4, AT3G56130.5	Dm_00004729-RA
OG0005023	AT1G08410.1, AT2G27200.1	Dm_00002942-RA, Dm_00011704-RA
OG0005024	AT2G46280.1, AT5G57650.1, AT2G46280.3, AT2G46280.2, AT2G46290.1	Dm_00016364-RA, Dm_00015490-RA, Dm_00012977-RA
OG0005025	AT2G43850.1, AT2G43850.2, AT2G43850.3, AT3G59830.1, AT2G31800.1	Dm_00014127-RA, Dm_00018085-RA
OG0005027	AT3G55320.1, AT2G39480.2, AT2G39480.1	Dm_00004459-RA, Dm_00017577-RA
OG0005030	AT5G16520.1, AT5G16520.2	Dm_00001972-RA
OG0005031	AT1G05790.3, AT1G05790.1, AT1G05790.2, AT1G05790.4	Dm_00015865-RA
OG0005034	AT5G07140.1, AT5G58520.1	Dm_00006655-RA, Dm_00009235-RA
OG0005035	AT3G21070.3, AT3G21070.4, AT3G21070.2, AT3G21070.1	Dm_00005096-RA, Dm_00007762-RA
OG0005036	AT2G41370.1, AT3G57130.1	Dm_00017902-RA, Dm_00001299-RA
OG0005037	AT3G23890.2, AT3G23890.1	Dm_00013540-RA
OG0005038	AT3G07320.1	Dm_00019456-RA, Dm_00010018-RA
OG0005040	AT5G58240.1, AT5G58240.2, AT5G58240.3	Dm_00009234-RA
OG0005041	AT1G04080.1, AT1G04080.3, AT1G04080.4, AT1G04080.5, AT1G04080.2	Dm_00007557-RA
OG0005042	AT3G20810.2, AT3G20810.1, AT3G20810.3, AT3G20810.4, AT3G20810.5	Dm_00016960-RA
OG0005043	AT1G54390.2, AT1G54390.1, AT1G54390.4, AT1G54390.3, AT1G54390.5, AT1G54390.7, AT1G54390.8, AT1G54390.6	Dm_00006586-RA, Dm_00018835-RA
OG0005045	AT2G36480.2, AT2G36480.1	Dm_00001778-RA
OG0005046	AT3G11420.1	Dm_00009056-RA
OG0005047	AT1G56430.1, AT1G09240.1, AT5G56080.1, AT5G04950.1	Dm_00001621-RA
OG0005049	AT5G26110.1, AT5G26110.3, AT5G26110.2	Dm_00005045-RA
OG0005050	AT1G06040.1, AT1G06040.2, AT2G31380.1	Dm_00013483-RA
OG0005051	AT5G60010.1, AT3G45810.1	Dm_00020096-RA, Dm_00005771-RA
OG0005053	AT5G49270.1, AT3G16860.1, AT4G16120.1	Dm_00019216-RA
OG0005055	AT4G15840.1, AT4G15840.2	Dm_00010807-RA
OG0005061	AT5G01010.2, AT5G01010.4, AT5G01010.5, AT5G01010.1, AT5G01010.3	Dm_00006724-RA
OG0005062	AT3G53460.2, AT3G53460.1, AT3G53460.3, AT3G53460.4, AT2G37220.1	Dm_00013453-RA, Dm_00007713-RA
OG0005064	AT3G07310.2, AT3G07310.1, AT5G48590.1	Dm_00010017-RA, Dm_00019457-RA
OG0005065	AT1G10390.1, AT1G10390.3, AT1G10390.2	Dm_00001500-RA
OG0005067	AT1G04830.3, AT1G04830.1, AT1G04830.2, AT4G13730.3, AT4G13730.2, AT4G13730.1	Dm_00001550-RA, Dm_00002569-RA
OG0005068	AT5G12180.1, AT5G19360.1	Dm_00002197-RA, Dm_00011190-RA
OG0005069	AT4G17650.1	Dm_00001643-RA
OG0005070	AT5G41020.1	Dm_00015514-RA
OG0005071	AT1G65450.2, AT1G65450.1, AT1G65450.3	Dm_00004490-RA
OG0005072	AT3G52610.1	Dm_00000804-RA, Dm_00000805-RA
OG0005073	AT2G28725.1, AT1G07795.1	Dm_00004776-RA
OG0005073	AT2G37530.1	Dm_00015161-RA
OG0005074	AT5G10460.1	Dm_00018933-RA
OG0005075	AT3G55460.1	Dm_00005803-RA
OG0005076	AT3G52110.4, AT3G52110.3, AT3G52110.2, AT3G52110.1	Dm_00004089-RA
OG0005077	AT2G36090.1	Dm_00001397-RA
OG0005078	AT2G20440.1, AT2G20440.2, AT4G28550.1, AT2G20440.3, AT4G28550.3, AT4G28550.2	Dm_00003696-RA
OG0005080	AT4G02405.2, AT4G02405.1	Dm_00015685-RA
OG0005081	AT1G73910.2, AT1G73910.1, AT1G73910.3	Dm_00010101-RA
OG0005082	AT3G08840.2, AT3G08840.7, AT3G08840.6, AT3G08840.3, AT3G08840.10, AT3G08840.8, AT3G08840.5, AT3G08840.9, AT3G08840.11, AT3G08840.4, AT3G08840.1, AT3G08840.13, AT3G08840.12	Dm_00000046-RA
OG0005084	AT5G35980.3, AT5G35980.1, AT5G35980.2	Dm_00012117-RA
OG0005085	AT5G23710.1	Dm_00002174-RA, Dm_00011566-RA
OG0005086	AT4G37690.1, AT2G22900.1	Dm_00013974-RA
OG0005091	AT5G09960.1, AT5G09960.2, AT5G09960.3, AT5G64850.1	Dm_00018609-RA
OG0005092	AT5G42620.2, AT5G42620.1	Dm_00002722-RA
OG0005093	AT4G37020.1, AT4G37020.2	Dm_00002641-RA
OG0005094	AT1G77490.2, AT1G77490.1	Dm_00012085-RA
OG0005095	AT2G31060.3, AT2G31060.2, AT2G31060.1	Dm_00010649-RA
OG0005096	AT4G34090.2, AT4G34090.1, AT4G34090.3	Dm_00008689-RA
OG0005097	AT5G64813.2, AT5G64813.3, AT5G64813.1	Dm_00005084-RA
OG0005098	AT2G22610.3, AT2G22610.1, AT2G22610.2	Dm_00008665-RA
OG0005099	AT4G18040.1, AT1G29590.1, AT1G29550.1	Dm_00012733-RA, Dm_00014813-RA
OG0005100	AT5G04330.1, AT4G36220.1	Dm_00005010-RA
OG0005102	AT1G76050.1, AT1G76050.2	Dm_00001240-RA
OG0005103	AT5G63640.1, AT5G63640.2	Dm_00002031-RA
OG0005105	AT4G24220.2, AT4G24220.1	Dm_00008561-RA
OG0005107	AT5G42320.1, AT5G42320.2	Dm_00001263-RA
OG0005108	AT1G19300.1	Dm_00002424-RA, Dm_00001143-RA
OG0005109	AT5G08310.1, AT5G08310.2	Dm_00002203-RA
OG0005110	AT1G22840.1	Dm_00020560-RA, Dm_00002278-RA
OG0005112	AT4G30000.1, AT4G30000.2, AT1G69190.1	Dm_00015795-RA, Dm_00020553-RA
OG0005114	AT4G34960.1	Dm_00013696-RA
OG0005115	AT1G13160.1	Dm_00002835-RA
OG0005116	AT1G09920.1	Dm_00020378-RA, Dm_00019968-RA
OG0005118	AT4G35010.1, AT2G16730.1	Dm_00005614-RA, Dm_00009734-RA
OG0005119	AT1G34320.1, AT1G34320.2	Dm_00007652-RA, Dm_00006273-RA
OG0005120	AT2G37690.1	Dm_00010776-RA, Dm_00018875-RA
OG0005121	AT1G34550.1, AT1G34550.2, AT4G09630.1, AT4G09630.2	Dm_00006268-RA
OG0005122	AT1G15390.1	Dm_00017995-RA
OG0005123	AT5G64010.1	Dm_00013610-RA
OG0005124	AT5G49740.3, AT5G49740.1, AT5G49730.1, AT5G49740.2, AT5G49730.2	Dm_00007990-RA
OG0005125	AT2G19120.1, AT4G30100.1, AT4G30100.2	Dm_00016274-RA
OG0005127	AT5G64160.1	Dm_00013296-RA
OG0005128	AT3G04080.1, AT5G18280.1	Dm_00012609-RA
OG0005129	AT5G55140.1	Dm_00011938-RA
OG0005130	AT3G11070.1, AT5G05520.1	Dm_00017543-RA
OG0005131	AT1G45050.1, AT5G42990.1	Dm_00016853-RA, Dm_00007778-RA
OG0005132	AT3G50830.1	Dm_00003362-RA
OG0005133	AT2G18620.1, AT4G36810.1, AT3G14510.1	Dm_00001091-RA
OG0005134	AT5G64330.3, AT5G64330.2, AT5G64330.1	Dm_00006301-RA
OG0005135	AT5G65430.3, AT5G65430.2, AT5G65430.1, AT5G10450.3, AT5G10450.4, AT5G10450.2, AT5G10450.1	Dm_00007899-RA
OG0005136	AT3G07370.1	Dm_00001114-RA
OG0005138	AT1G22060.1, AT1G22060.2	Dm_00008628-RA
OG0005139	AT4G25770.2, AT4G25770.1	Dm_00000765-RA
OG0005140	AT3G15110.1	Dm_00012712-RA
OG0005141	AT5G10870.1	Dm_00015512-RA, Dm_00002444-RA
OG0005145	AT1G55980.3, AT1G55980.1, AT1G55980.2, AT1G56000.2, AT1G56000.1	Dm_00018175-RA
OG0005148	AT2G12550.1	Dm_00010336-RA, Dm_00005008-RA
OG0005149	AT5G08580.2, AT5G08580.1	Dm_00004142-RA
OG0005152	AT1G73430.1, AT1G73430.2	Dm_00005220-RA
OG0005153	AT5G54250.2, AT5G54250.4, AT5G54250.3, AT5G54250.1	Dm_00006147-RA, Dm_00014334-RA
OG0005155	AT4G27340.1, AT4G27340.2, AT4G27340.3	Dm_00004442-RA
OG0005156	AT3G59990.2, AT3G59990.3, AT3G59990.4, AT3G59990.1, AT2G44180.1, AT2G44180.2	Dm_00012241-RA
OG0005157	AT5G57850.2, AT5G57850.1	Dm_00000648-RA
OG0005158	AT1G50670.3, AT1G50670.2, AT1G50670.1	Dm_00000862-RA
OG0005159	AT1G26330.1, AT1G26330.2	Dm_00003188-RA
OG0005160	AT5G14850.2, AT5G14850.3, AT5G14850.1, AT5G14850.5, AT5G14850.4, AT5G14850.6	Dm_00006761-RA
OG0005161	AT5G25540.1, AT5G25540.3, AT5G25540.2, AT5G11440.1, AT5G11440.2	Dm_00000630-RA
OG0005162	AT4G30220.2, AT2G14285.1, AT4G30220.1	Dm_00001338-RA
OG0005163	AT3G61130.1	Dm_00020240-RA
OG0005164	AT1G79840.1, AT1G79840.2, AT1G79840.5, AT1G79840.4, AT1G79840.3, AT1G79840.6	Dm_00013658-RA, Dm_00007087-RA
OG0005165	AT4G23910.1, AT4G23910.2, AT4G10970.7, AT4G10970.3, AT4G10970.6, AT4G10970.5, AT4G10970.4, AT4G10970.1, AT4G10970.2	Dm_00004262-RA
OG0005166	AT4G01290.1, AT4G01290.2	Dm_00005054-RA
OG0005167	AT5G47470.1, AT5G47470.3, AT5G47470.2	Dm_00002089-RA, Dm_00000896-RA
OG0005169	AT5G51330.2, AT5G51330.1	Dm_00008457-RA, Dm_00008456-RA
OG0005170	AT4G00740.2, AT4G00740.1	Dm_00013319-RA
OG0005171	AT2G26670.2, AT2G26670.1, AT1G69720.2, AT1G69720.3, AT1G69720.1	Dm_00021059-RA, Dm_00003616-RA, Dm_00000080-RA
OG0005173	AT1G65070.3, AT1G65070.1, AT1G65070.2, AT1G65070.4	Dm_00004533-RA
OG0005175	AT4G02530.2, AT4G02530.3, AT4G02530.1	Dm_00016228-RA
OG0005176	AT5G57780.1, AT4G30410.2, AT4G30410.1	Dm_00007317-RA
OG0005177	AT4G32030.2, AT4G32030.1	Dm_00008170-RA
OG0005178	AT3G61120.1, AT2G45650.1	Dm_00013840-RA, Dm_00020239-RA
OG0005180	AT1G01710.1	Dm_00008987-RA
OG0005182	AT5G54440.3, AT5G54440.1, AT5G54440.2	Dm_00006531-RA
OG0005183	AT5G11240.1	Dm_00014331-RA
OG0005184	AT1G63100.1, AT1G63100.2	Dm_00017940-RA
OG0005185	AT1G19990.1	Dm_00001369-RA
OG0005186	AT2G06990.1	Dm_00008780-RA
OG0005187	AT2G16790.1, AT2G16790.5, AT2G16790.2, AT2G16790.4, AT2G16790.3	Dm_00000217-RA
OG0005189	AT3G21280.1, AT3G21280.2, AT1G51710.2, AT1G51710.1	Dm_00018188-RA
OG0005190	AT3G27090.3, AT3G27090.2, AT3G27090.1	Dm_00010921-RA
OG0005191	AT1G15490.4, AT1G15490.2, AT1G15490.1, AT1G15490.3, AT1G80280.1	Dm_00007503-RA
OG0005192	AT1G72820.1, AT1G72820.2	Dm_00015351-RA
OG0005193	AT1G62990.1	Dm_00013583-RA, Dm_00013582-RA, Dm_00015747-RA
OG0005194	AT4G11420.1	Dm_00001254-RA
OG0005196	AT1G80410.1, AT1G80410.2	Dm_00012995-RA
OG0005197	AT3G20320.2, AT3G20320.3, AT3G20320.1	Dm_00005664-RA
OG0005198	AT5G16890.1	Dm_00000401-RA
OG0005199	AT2G25900.2, AT2G25900.1	Dm_00017716-RA
OG0005200	AT4G32150.1, AT2G25340.1, AT5G11150.1, AT5G11150.2	Dm_00007842-RA
OG0005201	AT1G61900.3, AT1G61900.1, AT1G61900.2	Dm_00014204-RA
OG0005202	AT5G06760.1	Dm_00016996-RA
OG0005203	AT5G53340.2, AT5G53340.1	Dm_00005162-RA
OG0005204	AT1G52540.1, AT1G52540.2, AT3G15890.1	Dm_00002507-RA, Dm_00019101-RA
OG0005205	AT1G01910.3, AT1G01910.1, AT1G01910.4, AT1G01910.2	Dm_00011853-RA, Dm_00015946-RA
OG0005206	AT1G80170.2, AT1G80170.1	Dm_00006487-RA
OG0005207	AT4G25550.1	Dm_00009979-RA, Dm_00018176-RA
OG0005209	AT1G16780.3, AT1G16780.2, AT1G16780.1, AT1G78920.1, AT1G78920.3, AT1G78920.2	Dm_00010204-RA
OG0005210	AT4G30790.1	Dm_00014621-RA, Dm_00001005-RA
OG0005211	AT5G58070.1	Dm_00016220-RA, Dm_00020497-RA
OG0005212	AT4G25540.1	Dm_00005503-RA
OG0005213	AT3G13740.5, AT3G13740.4, AT3G13740.6, AT3G13740.1, AT3G13740.3, AT3G13740.2, AT1G55140.1, AT1G55140.2	Dm_00015162-RA
OG0005214	AT5G57740.1	Dm_00007316-RA
OG0005216	AT1G72560.3, AT1G72560.5, AT1G72560.4, AT1G72560.2, AT1G72560.7, AT1G72560.1, AT1G72560.6	Dm_00016708-RA
OG0005217	AT2G32500.2, AT2G32500.1	Dm_00011369-RA
OG0005218	AT4G33010.1, AT4G33010.2, AT2G26080.1	Dm_00015633-RA
OG0005219	AT4G30996.1, AT2G24290.1	Dm_00019432-RA
OG0005220	AT3G13898.1	Dm_00010048-RA, Dm_00014195-RA
OG0005222	AT4G32760.2, AT4G32760.1, AT4G32760.3	Dm_00014402-RA
OG0005223	AT3G56590.2, AT3G56590.1, AT3G10810.1, AT3G10810.2	Dm_00005931-RA
OG0005225	AT5G60250.1	Dm_00016480-RA
OG0005226	AT5G13070.1	Dm_00016546-RA
OG0005227	AT3G09090.3, AT3G09090.2, AT3G09090.1	Dm_00013039-RA
OG0005228	AT4G28430.1, AT2G20590.3, AT2G20590.2, AT2G20590.1	Dm_00006576-RA
OG0005231	AT2G27260.1, AT3G52460.1	Dm_00006352-RA
OG0005232	AT2G02040.1	Dm_00006776-RA
OG0005233	AT5G13830.1	Dm_00011934-RA
OG0005234	AT5G54080.1, AT5G54080.2	Dm_00008672-RA
OG0005235	AT2G22690.1, AT2G22690.2, AT4G37880.1	Dm_00008604-RA, Dm_00017584-RA
OG0005237	AT5G14370.1, AT1G07050.1, AT1G07050.2	Dm_00006712-RA
OG0005238	AT5G28640.3, AT5G28640.2, AT5G28640.1	Dm_00005032-RA
OG0005240	AT3G03800.2, AT3G03800.1, AT5G08080.3, AT5G08080.4, AT5G08080.1	Dm_00014598-RA, Dm_00011574-RA
OG0005241	AT3G21865.1	Dm_00004602-RA
OG0005242	AT2G41820.1	Dm_00019525-RA
OG0005243	AT3G20550.1	Dm_00000843-RA
OG0005244	AT1G07280.3, AT1G07280.1, AT1G07280.2, AT1G07280.4, AT2G29670.2, AT2G29670.1	Dm_00007351-RA, Dm_00006601-RA
OG0005245	AT3G13620.1	Dm_00007975-RA
OG0005246	AT1G03750.1	Dm_00008313-RA, Dm_00008314-RA
OG0005247	AT5G59770.1	Dm_00004309-RA
OG0005248	AT5G04810.1, AT5G04810.2	Dm_00013216-RA
OG0005249	AT1G30120.1, AT2G34590.1	Dm_00010044-RA, Dm_00010032-RA
OG0005250	AT4G15130.1	Dm_00001103-RA, Dm_00002229-RA
OG0005251	AT3G10915.3, AT3G10915.6, AT3G10915.7, AT3G10915.2, AT3G10915.1, AT3G10915.4, AT3G10915.5	Dm_00019683-RA
OG0005252	AT1G08110.2, AT1G08110.3, AT1G08110.1, AT1G08110.4	Dm_00010239-RA
OG0005253	AT3G21110.2, AT3G21110.3, AT3G21110.1	Dm_00002973-RA
OG0005254	AT3G56680.1	Dm_00004477-RA, Dm_00008848-RA
OG0005255	AT5G30495.2, AT5G30495.1, AT1G54770.1, AT1G54770.2	Dm_00014945-RA
OG0005256	AT5G50350.1	Dm_00000314-RA, Dm_00006909-RA, Dm_00006907-RA, Dm_00000315-RA, Dm_00006908-RA
OG0005257	AT4G27010.1, AT4G27010.2, AT1G72270.1	Dm_00006042-RA
OG0005258	AT3G57470.2, AT3G57470.1, AT3G57470.6, AT3G57470.5, AT2G41790.1	Dm_00009753-RA, Dm_00014949-RA, Dm_00009751-RA, Dm_00009752-RA
OG0005260	AT5G40660.1	Dm_00012249-RA
OG0005262	AT3G07270.1, AT3G07270.2	Dm_00014663-RA
OG0005263	AT5G04670.1, AT5G04670.2	Dm_00009604-RA, Dm_00018579-RA
OG0005264	AT4G04320.1, AT4G04320.2	Dm_00010721-RA
OG0005265	AT5G06839.3, AT5G06839.2, AT5G06839.1	Dm_00008638-RA
OG0005266	AT5G06090.1, AT3G11430.1	Dm_00017667-RA
OG0005267	AT5G07050.1	Dm_00008831-RA
OG0005268	AT5G26120.1, AT3G10740.1, AT3G10740.3, AT3G10740.2, AT3G10740.4	Dm_00003418-RA
OG0005269	AT5G44670.1, AT4G20170.1	Dm_00017886-RA
OG0005270	AT2G34920.1, AT2G34920.2, AT1G30860.1	Dm_00014671-RA
OG0005272	AT5G55050.1	Dm_00002132-RA, Dm_00002130-RA
OG0005273	AT5G01930.1	Dm_00000022-RA
OG0005274	AT1G13770.4, AT1G13770.3, AT1G13770.1, AT1G13770.2	Dm_00003171-RA
OG0005275	AT1G33320.2, AT1G33320.1, AT1G33320.3, AT3G01120.1	Dm_00018443-RA
OG0005276	AT5G06710.1, AT5G06710.3, AT5G06710.2, AT5G06710.4	Dm_00018391-RA, Dm_00020418-RA
OG0005277	AT4G18975.2, AT4G18975.4, AT4G18975.1, AT4G18975.3	Dm_00015237-RA
OG0005278	AT3G12810.1, AT3G12810.2	Dm_00011420-RA
OG0005279	AT3G62960.1, AT2G47880.1, AT1G06830.1, AT2G30540.1	Dm_00018264-RA
OG0005280	AT5G57020.1	Dm_00012718-RA, Dm_00019634-RA
OG0005281	AT1G63180.1, AT1G63180.2, AT1G12780.1, AT3G28530.1	Dm_00010876-RA
OG0005283	AT3G26990.2, AT3G26990.1	Dm_00011675-RA, Dm_00008445-RA
OG0005285	AT2G16595.1, AT2G21160.1, AT2G21160.2	Dm_00010299-RA, Dm_00010298-RA
OG0005286	AT3G07050.1	Dm_00019055-RA
OG0005287	AT3G08640.1, AT3G08630.1	Dm_00001559-RA
OG0005288	AT2G31320.1	Dm_00012315-RA
OG0005289	AT3G61570.2, AT3G61570.1, AT2G46180.1	Dm_00006508-RA
OG0005291	AT1G01090.1	Dm_00010183-RA
OG0005292	AT1G01220.6, AT1G01220.2, AT1G01220.5, AT1G01220.4, AT1G01220.3, AT1G01220.8, AT1G01220.7, AT1G01220.1	Dm_00004205-RA
OG0005293	AT5G53450.1, AT5G53450.3, AT5G53450.2	Dm_00008179-RA
OG0005294	AT2G43940.1	Dm_00006758-RA
OG0005295	AT5G17570.2, AT5G17570.1, AT3G03500.2, AT3G03500.1, AT3G03500.3	Dm_00002897-RA
OG0005296	AT1G60620.2, AT1G60620.1, AT1G60850.3, AT1G60850.2, AT1G60850.1, AT1G60850.4	Dm_00001523-RA
OG0005297	AT1G04200.2, AT1G04200.1, AT1G04200.3	Dm_00013281-RA
OG0005298	AT3G21480.1	Dm_00020400-RA, Dm_00019620-RA
OG0005299	AT3G61320.2, AT3G61320.3, AT3G61320.4, AT3G61320.1, AT2G45870.1, AT2G45870.2, AT2G45870.3	Dm_00006810-RA
OG0005300	AT3G61750.1, AT3G61750.2	Dm_00003562-RA
OG0005301	AT4G23895.3, AT4G23900.1, AT4G11010.1	Dm_00012505-RA
OG0005302	AT1G21640.2, AT1G21640.1	Dm_00018142-RA
OG0005303	AT3G05500.2, AT3G05500.1	Dm_00007562-RA, Dm_00000609-RA
OG0005304	AT5G64630.2, AT5G64630.3, AT5G64630.1	Dm_00016448-RA
OG0005305	AT5G18525.1	Dm_00011600-RA
OG0005307	AT4G02660.1, AT4G02660.3, AT4G02660.2, AT1G03060.2, AT1G03060.1, AT1G03060.4, AT1G03060.3	Dm_00007496-RA
OG0005310	AT2G05590.1, AT2G05590.2	Dm_00008242-RA
OG0005312	AT1G04560.1	Dm_00011812-RA
OG0005313	AT4G35550.1	Dm_00009806-RA
OG0005314	AT1G27900.3, AT1G27900.2, AT1G27900.1	Dm_00008840-RA, Dm_00008839-RA
OG0005315	AT5G66130.1, AT5G66130.2	Dm_00005808-RA
OG0005316	AT1G56590.1	Dm_00008037-RA
OG0005317	AT3G02680.1	Dm_00008133-RA
OG0005318	AT3G28730.1	Dm_00013144-RA, Dm_00005041-RA
OG0005320	AT1G69490.1	Dm_00010872-RA, Dm_00008682-RA
OG0005321	AT5G38510.1, AT5G38510.2, AT5G38510.3	Dm_00011293-RA
OG0005322	AT5G38900.2, AT5G38900.1	Dm_00012628-RA
OG0005324	AT1G50170.3, AT1G50170.2, AT1G50170.1	Dm_00006481-RA
OG0005325	AT5G63000.1	Dm_00014242-RA
OG0005326	AT1G14680.1, AT4G09060.1, AT4G09060.2	Dm_00013575-RA
OG0005327	AT5G16560.1	Dm_00017458-RA
OG0005328	AT1G73840.1, AT1G73840.2	Dm_00014202-RA
OG0005329	AT1G12840.1	Dm_00011655-RA
OG0005330	AT5G16180.1, AT5G16180.2	Dm_00006770-RA
OG0005331	AT3G03150.1, AT5G17165.1	Dm_00000211-RA
OG0005332	AT2G03667.2, AT2G03667.1	Dm_00003179-RA
OG0005333	AT3G03520.2, AT3G03520.1, AT3G03530.1, AT3G03540.1	Dm_00001340-RA, Dm_00008085-RA
OG0005334	AT1G69030.1, AT1G26300.3, AT1G26300.2, AT1G26300.1	Dm_00007074-RA
OG0005335	AT1G50280.2, AT1G50280.1, AT3G19850.1	Dm_00009356-RA
OG0005336	AT1G32200.1, AT1G32200.2	Dm_00005667-RA
OG0005337	AT1G23205.1, AT1G70720.1, AT1G70720.2, AT2G01610.1, AT1G14890.1	Dm_00003191-RA, Dm_00003190-RA, Dm_00000396-RA
OG0005338	AT1G18950.3, AT1G18950.1, AT1G18950.2	Dm_00012479-RA
OG0005340	AT2G44840.1, AT4G17500.1, AT5G47220.1	Dm_00000868-RA
OG0005341	AT1G31500.5, AT1G31500.1, AT1G31500.8, AT1G31500.3, AT1G31500.6, AT1G31500.4, AT1G31500.7, AT1G31500.2	Dm_00006589-RA
OG0005342	AT1G60420.1	Dm_00003651-RA
OG0005343	AT5G45310.2, AT5G45310.1	Dm_00011287-RA
OG0005344	AT4G30480.1, AT4G30480.3, AT4G30480.2	Dm_00007320-RA
OG0005345	AT1G25375.1	Dm_00002775-RA, Dm_00001614-RA
OG0005348	AT2G33500.1, AT2G33500.2, AT1G28050.1	Dm_00016664-RA
OG0005349	AT5G15870.1	Dm_00009464-RA, Dm_00019752-RA, Dm_00020054-RA
OG0005350	AT5G46750.1, AT4G17890.1, AT4G17890.2	Dm_00011756-RA, Dm_00013219-RA
OG0005351	AT3G03120.2	Dm_00011575-RA
OG0005351	AT5G17060.2, AT5G17060.1, AT3G03120.1	Dm_00000407-RA, Dm_00000223-RA
OG0005352	AT1G70750.1	Dm_00003196-RA
OG0005353	AT2G27790.3, AT2G27790.4, AT2G27790.1, AT2G27790.2, AT5G27300.3, AT5G27300.2, AT5G27300.1	Dm_00017521-RA
OG0005354	AT4G04885.1	Dm_00006443-RA, Dm_00005519-RA
OG0005355	AT5G13200.1, AT5G13200.2	Dm_00017058-RA
OG0005356	AT4G17980.2, AT4G17980.1, AT5G46590.1, AT5G46590.2	Dm_00015919-RA
OG0005357	AT5G51170.2, AT5G51170.1, AT5G51170.4, AT5G51170.3	Dm_00011307-RA
OG0005358	AT1G48380.1, AT1G48380.2	Dm_00010491-RA
OG0005359	AT1G23230.2, AT1G23230.3, AT1G23230.1	Dm_00001950-RA
OG0005360	AT5G61060.1, AT5G61060.2, AT5G61070.1	Dm_00003818-RA
OG0005360	AT5G61050.1	Dm_00003817-RA
OG0005361	AT5G38880.1	Dm_00011447-RA
OG0005362	AT1G70630.4, AT1G70630.3, AT1G70630.6, AT1G70630.7, AT1G70630.5, AT1G70630.1, AT1G70630.2	Dm_00009099-RA
OG0005367	AT1G72060.1	Dm_00016829-RA, Dm_00016840-RA, Dm_00017272-RA, Dm_00016842-RA, Dm_00016830-RA, Dm_00016828-RA, Dm_00006468-RA
OG0005369	AT3G61960.2, AT3G61960.1	Dm_00013652-RA, Dm_00002698-RA
OG0005377	AT4G26400.1, AT4G26400.2, AT5G56340.1, AT1G55530.1, AT1G55530.2, AT1G55530.3	Dm_00005304-RA, Dm_00007827-RA
OG0005395	AT4G04190.3, AT4G04190.2, AT4G04190.1	Dm_00003944-RA
OG0005396	AT2G47020.4, AT2G47020.1, AT2G47020.3, AT2G47020.2, AT2G47020.5	Dm_00011056-RA
OG0005399	AT5G58160.1	Dm_00017743-RA
OG0005400	AT5G22950.1	Dm_00018483-RA
OG0005401	AT3G05960.1, AT5G26250.1	Dm_00006199-RA
OG0005402	AT3G57030.1	Dm_00001291-RA
OG0005402	AT2G41290.1	Dm_00011768-RA
OG0005403	AT3G05760.1, AT3G05760.2	Dm_00001626-RA
OG0005404	AT1G02300.1, AT1G02305.1, AT4G01610.2, AT4G01610.1	Dm_00011419-RA
OG0005406	AT3G50100.2, AT3G50100.1, AT3G50090.1	Dm_00002418-RA
OG0005407	AT3G21520.1	Dm_00020461-RA
OG0005408	AT3G51270.3, AT3G51270.4, AT3G51270.1, AT3G51270.2	Dm_00019114-RA
OG0005409	AT5G19855.2, AT5G19855.1	Dm_00007378-RA
OG0005410	AT5G18210.1, AT5G18210.2, AT3G03980.1	Dm_00020513-RA
OG0005411	AT2G39050.1	Dm_00003622-RA
OG0005412	AT1G48090.1, AT1G48090.2, AT1G48090.3, AT1G48090.5, AT1G48090.6, AT1G48090.4	Dm_00005250-RA
OG0005413	AT3G45040.2, AT3G45040.1, AT3G45040.3	Dm_00010238-RA
OG0005414	AT1G13040.2, AT1G13040.1	Dm_00014369-RA, Dm_00016535-RA
OG0005415	AT2G30280.1	Dm_00007201-RA
OG0005416	AT3G07750.2, AT3G07750.1	Dm_00008512-RA
OG0005417	AT5G27820.1	Dm_00015751-RA, Dm_00000618-RA, Dm_00012940-RA
OG0005418	AT5G58630.1, AT5G01370.1	Dm_00006159-RA
OG0005419	AT2G05170.1	Dm_00010476-RA
OG0005420	AT2G32000.2, AT2G32000.1	Dm_00001201-RA
OG0005423	AT2G43420.1	Dm_00007902-RA
OG0005424	AT2G43970.1, AT2G43970.2	Dm_00002909-RA, Dm_00006756-RA
OG0005425	AT5G01920.1, AT5G01920.2	Dm_00000021-RA
OG0005426	AT2G38370.2, AT2G38370.1	Dm_00000038-RA, Dm_00001586-RA
OG0005427	AT3G56350.1, AT3G10920.1, AT3G10920.2	Dm_00014225-RA
OG0005428	AT1G08260.2, AT1G08260.1, AT2G27120.3, AT2G27120.1, AT2G27120.2	Dm_00003943-RA
OG0005430	AT3G24495.2, AT3G24495.1	Dm_00012160-RA
