Orthogroup	A_thaliana.proteins	A_vesiculosa.proteins
OG0003917	AT1G78420.1, AT1G78420.2, AT1G17145.1, AT1G17145.2	Av_00011764-RA, Av_00019976-RA
OG0003918	AT5G05970.1, AT5G05970.2	Av_00008175-RA, Av_00004353-RA
OG0003919	AT2G31810.3, AT2G31810.1, AT2G31810.2	Av_00020857-RA
OG0003921	AT4G20940.1	Av_00002784-RA, Av_00005178-RA
OG0003922	AT1G06720.3, AT1G06720.2, AT1G06720.1	Av_00020587-RA
OG0003923	AT4G05420.1, AT4G05420.2, AT4G21100.1	Av_00005190-RA
OG0003924	AT1G11820.2, AT1G11820.3, AT1G11820.1	Av_00005609-RA, Av_00005963-RA
OG0003925	AT2G39950.6, AT2G39950.5, AT2G39950.4, AT2G39950.8, AT2G39950.3, AT2G39950.7, AT2G39950.2, AT2G39950.9, AT2G39950.1	Av_00003866-RA, Av_00005015-RA
OG0003926	AT3G12080.2, AT3G12080.1	Av_00014398-RA
OG0003927	AT2G31260.1	Av_00003441-RA, Av_00000799-RA
OG0003928	AT4G12700.1, AT2G04280.1	Av_00006214-RA, Av_00019807-RA
OG0003929	AT1G53490.2, AT1G53490.1	Av_00019181-RA
OG0003930	AT1G52920.1	Av_00000202-RA
OG0003931	AT1G55350.4, AT1G55350.3, AT1G55350.2, AT1G55350.1, AT1G55350.6, AT1G55350.5	Av_00004342-RA, Av_00008163-RA
OG0003932	AT5G04360.1, AT5G04360.2	Av_00007051-RA
OG0003933	AT3G59770.2, AT3G59770.4, AT3G59770.3, AT3G59770.1	Av_00006242-RA
OG0003934	AT1G65440.3, AT1G65440.2, AT1G65440.1, AT1G65440.4, AT1G63210.1	Av_00000702-RA, Av_00014727-RA
OG0003935	AT5G58470.1, AT5G58470.2	Av_00023603-RA, Av_00022319-RA
OG0003937	AT3G55080.1, AT3G55080.4, AT3G55080.2, AT3G55080.3, AT3G55080.5	Av_00001139-RA
OG0003938	AT3G04840.1, AT4G34670.1	Av_00021215-RA, Av_00016764-RA, Av_00020347-RA, Av_00020346-RA
OG0003939	AT1G34150.1	Av_00023535-RA
OG0003940	AT4G36910.1, AT4G34120.1	Av_00002003-RA, Av_00017942-RA
OG0003941	AT4G24200.2, AT4G24200.1	Av_00016013-RA
OG0003942	AT4G25040.1	Av_00009244-RA, Av_00024405-RA, Av_00011216-RA, Av_00010996-RA, Av_00017723-RA
OG0003943	AT4G20340.2, AT4G20340.1, AT4G20340.3, AT4G20810.1, AT1G03280.3, AT1G03280.1, AT1G03280.2	Av_00017343-RA, Av_00008498-RA
OG0003944	AT4G00800.1, AT4G00800.2	Av_00014627-RA, Av_00014628-RA, Av_00008589-RA
OG0003945	AT2G02410.3, AT2G02410.13, AT2G02410.5, AT2G02410.2, AT2G02410.1, AT2G02410.6, AT2G02410.11, AT2G02410.8, AT2G02410.12, AT2G02410.9, AT2G02410.4, AT2G02410.7, AT2G02410.10	Av_00020139-RA
OG0003948	AT1G22030.1, AT1G77855.1	Av_00008567-RA
OG0003949	AT1G20780.1, AT1G20780.2, AT1G20780.3, AT1G76390.1, AT1G76390.2	Av_00019426-RA, Av_00012104-RA
OG0003951	AT5G14030.2, AT5G14030.1, AT5G14030.4, AT5G14030.3, AT5G14030.5	Av_00011592-RA, Av_00020413-RA
OG0003952	AT5G40820.1, AT5G40820.4, AT5G40820.3, AT5G40820.2	Av_00004583-RA
OG0003953	AT3G18860.1, AT3G18860.2	Av_00012284-RA
OG0003954	AT3G27160.1, AT3G27160.2	Av_00022552-RA
OG0003955	AT5G02870.2, AT5G02870.1, AT3G09630.2, AT3G09630.1	Av_00012562-RA, Av_00002876-RA, Av_00013448-RA
OG0003956	AT3G63150.1, AT5G27540.1, AT5G27540.2	Av_00001305-RA, Av_00015104-RA, Av_00022857-RA
OG0003957	AT3G16630.1, AT3G16630.2	Av_00024352-RA, Av_00006719-RA
OG0003960	AT2G43650.1	Av_00019146-RA
OG0003961	AT1G04850.1, AT1G04850.2, AT5G48690.2, AT5G48690.1, AT5G48690.3	Av_00006749-RA
OG0003962	AT5G07360.1, AT5G07360.3, AT5G07360.2	Av_00017730-RA
OG0003963	AT2G15900.1	Av_00021545-RA
OG0003964	AT1G78230.1	Av_00010955-RA, Av_00015275-RA
OG0003965	AT3G03320.1	Av_00015789-RA
OG0003966	AT1G66070.2, AT1G66070.1, AT5G37475.2, AT5G37475.3, AT5G37475.1	Av_00010742-RA, Av_00017336-RA, Av_00013083-RA, Av_00017578-RA
OG0003968	AT1G21170.1, AT1G21170.2, AT1G76850.1	Av_00019408-RA, Av_00024426-RA
OG0003969	AT3G26080.1, AT3G26080.2, AT3G26070.1	Av_00019138-RA
OG0003970	AT5G14170.1	Av_00024545-RA
OG0003972	AT5G42390.2, AT5G42390.1	Av_00002295-RA
OG0003973	AT1G78060.1	Av_00009368-RA, Av_00024648-RA, Av_00021717-RA
OG0003974	AT1G17350.4, AT1G17350.1, AT1G17350.2, AT1G17350.3, AT1G17350.5, AT1G72420.4, AT1G72420.2, AT1G72420.1	Av_00017517-RA
OG0003977	AT1G06170.2, AT1G06170.1, AT2G31220.2, AT2G31220.1, AT2G31210.1	Av_00023993-RA, Av_00016578-RA
OG0003978	AT3G01015.1, AT5G15510.1, AT5G15510.4, AT5G15510.3, AT5G15510.2	Av_00010673-RA, Av_00018602-RA
OG0003979	AT5G15120.1, AT5G39890.2, AT5G39890.1	Av_00010664-RA, Av_00005550-RA, Av_00006034-RA
OG0003981	AT1G24030.3, AT1G24030.6, AT1G24030.4, AT1G24030.2, AT1G24030.1	Av_00005313-RA
OG0003983	AT3G01140.2, AT3G01140.1, AT5G15310.3, AT5G15310.1, AT5G15310.2, AT5G15310.4	Av_00022316-RA, Av_00024920-RA
OG0003984	AT5G45340.1, AT5G45340.2, AT4G19230.2, AT4G19230.1	Av_00015869-RA
OG0003985	AT2G44910.1, AT3G60390.1	Av_00010336-RA, Av_00014517-RA, Av_00005439-RA, Av_00003005-RA
OG0003986	AT3G19830.3, AT3G19830.1, AT3G19830.2, AT3G19830.4, AT1G50260.1, AT1G50260.2	Av_00022115-RA, Av_00019760-RA
OG0003987	AT5G08139.1, AT5G08139.2, AT5G60820.1	Av_00024879-RA, Av_00000505-RA
OG0003988	AT1G13030.1	Av_00019527-RA
OG0003989	AT1G68230.1, AT1G68230.2	Av_00018432-RA
OG0003990	AT1G10650.2, AT1G10650.1	Av_00015466-RA
OG0003991	AT5G16020.1	Av_00004987-RA
OG0003992	AT3G11330.1, AT5G05850.1	Av_00017646-RA, Av_00010474-RA, Av_00011319-RA, Av_00013844-RA
OG0003993	AT4G02030.1, AT4G02030.2	Av_00003446-RA
OG0003994	AT1G71010.1	Av_00002581-RA, Av_00018446-RA, Av_00000255-RA, Av_00002582-RA
OG0003995	AT5G39670.1, AT3G29000.1	Av_00024558-RA, Av_00018958-RA
OG0003996	AT5G08190.1, AT5G08190.2, AT5G23090.4, AT5G23090.2, AT5G23090.5, AT5G23090.3, AT5G23090.1	Av_00008694-RA, Av_00007128-RA
OG0003997	AT1G68130.2, AT1G68130.1	Av_00016018-RA, Av_00004211-RA, Av_00019270-RA, Av_00008932-RA
OG0003998	AT2G36990.1	Av_00019332-RA
OG0003999	AT1G48540.3, AT1G48540.2, AT1G48540.1, AT3G17920.3, AT3G17920.2, AT3G17920.1	Av_00006251-RA
OG0004000	AT1G74560.1, AT1G74560.3, AT1G18800.1	Av_00013876-RA, Av_00001757-RA, Av_00013791-RA, Av_00011259-RA
OG0004001	AT3G18290.1	Av_00018429-RA, Av_00002598-RA
OG0004002	AT2G03480.1, AT2G03480.2, AT1G13860.5, AT1G13860.1, AT1G13860.4, AT1G13860.3, AT1G13860.2	Av_00005245-RA, Av_00006392-RA, Av_00007578-RA
OG0004003	AT1G24120.1	Av_00015492-RA, Av_00006451-RA, Av_00020734-RA
OG0004004	AT1G60860.2, AT1G60860.3, AT1G60860.1, AT1G10870.2, AT1G10870.1	Av_00020710-RA
OG0004005	AT3G57000.1	Av_00000694-RA, Av_00013145-RA
OG0004006	AT1G48950.1	Av_00022429-RA
OG0004007	AT2G37025.2, AT2G37025.3, AT2G37025.1	Av_00021182-RA, Av_00002883-RA
OG0004010	AT5G65685.11, AT5G65685.5, AT5G65685.1, AT5G65685.12, AT5G65685.2, AT5G65685.10, AT5G65685.3, AT5G65685.9, AT5G65685.8, AT5G65685.4, AT5G65685.7, AT5G65685.6, AT5G66595.1	Av_00001889-RA
OG0004026	AT1G07810.1, AT1G07670.2, AT1G07670.1	Av_00022914-RA, Av_00013437-RA, Av_00016408-RA
OG0004027	AT2G41340.3, AT2G41340.2, AT2G41340.1, AT3G57080.1	Av_00023028-RA
OG0004028	AT2G16910.1	Av_00018317-RA
OG0004029	ATCG00580.1	Av_00024339-RA, Av_00024949-RA, Av_00012662-RA, Av_00023681-RA
OG0004030	AT1G22780.1, AT4G09800.1, AT1G34030.1	Av_00000622-RA, Av_00018493-RA
OG0004031	AT5G59420.1	Av_00019672-RA
OG0004032	AT1G11200.1	Av_00003662-RA
OG0004033	AT3G45780.2, AT3G45780.1	Av_00019697-RA, Av_00013365-RA, Av_00019696-RA
OG0004034	AT4G14070.1, AT3G23790.1	Av_00000724-RA
OG0004035	AT2G30780.1, AT2G30780.2, AT2G48000.1	Av_00001436-RA, Av_00023922-RA
OG0004036	AT5G65158.1	Av_00014939-RA
OG0004037	AT1G65480.1, AT4G20370.1	Av_00016526-RA, Av_00006566-RA
OG0004039	AT1G02460.1	Av_00002264-RA
OG0004040	AT5G27990.1, AT5G27990.2	Av_00015089-RA
OG0004043	AT2G27830.1	Av_00014964-RA, Av_00017369-RA, Av_00008478-RA
OG0004044	AT1G58110.2, AT1G58110.1	Av_00001820-RA, Av_00013737-RA, Av_00011624-RA
OG0004045	AT4G19180.2, AT4G19180.3, AT4G19180.1	Av_00005685-RA, Av_00005682-RA, Av_00003850-RA
OG0004046	AT2G43130.1, AT2G31680.1, AT1G05810.1	Av_00022194-RA, Av_00000720-RA
OG0004047	AT2G46140.1	Av_00013936-RA
OG0004048	AT5G12400.1	Av_00008125-RA, Av_00016549-RA, Av_00006540-RA
OG0004049	AT5G64910.3, AT5G64910.5, AT5G64910.1, AT5G64910.2, AT5G64910.4, AT5G10010.1	Av_00000434-RA, Av_00019001-RA, Av_00001903-RA
OG0004050	AT1G08680.2, AT1G08680.1, AT1G08680.3, AT1G08680.4, AT1G08680.5	Av_00020370-RA
OG0004051	AT5G12130.2, AT5G12130.1	Av_00016412-RA, Av_00013444-RA
OG0004052	AT2G47630.2, AT2G47630.3, AT2G47630.1, AT3G62860.1, AT3G62860.2	Av_00012960-RA, Av_00002116-RA
OG0004053	AT1G09520.1	Av_00006630-RA, Av_00021055-RA, Av_00006933-RA
OG0004054	AT2G05990.2, AT2G05990.1	Av_00014922-RA, Av_00008152-RA
OG0004055	AT3G27890.1	Av_00003732-RA, Av_00015605-RA
OG0004056	AT2G18760.4, AT2G18760.5, AT2G18760.7, AT2G18760.3, AT2G18760.1, AT2G18760.6, AT2G18760.2	Av_00000792-RA
OG0004058	AT2G38840.1, AT2G38840.2	Av_00004803-RA, Av_00003427-RA
OG0004059	AT5G49020.1, AT5G49020.2, AT3G06930.2, AT3G06930.1	Av_00000655-RA, Av_00021751-RA
OG0004060	AT3G54230.4, AT3G54230.2, AT3G54230.5, AT3G54230.1, AT3G54230.3	Av_00018950-RA
OG0004061	AT2G42260.1, AT2G42260.2, AT3G57860.1	Av_00014463-RA
OG0004062	AT2G07689.1	Av_00015179-RA
OG0004063	AT3G58010.1, AT3G58010.2, AT2G42130.4, AT2G42130.2, AT2G42130.1, AT2G42130.5, AT2G42130.3	Av_00018802-RA
OG0004064	AT5G48655.3, AT5G48655.4, AT5G48655.6, AT5G48655.1, AT5G48655.5, AT5G48655.2, AT3G07200.1, AT3G07200.2, AT3G07200.3	Av_00020313-RA, Av_00000839-RA
OG0004065	AT2G27690.1	Av_00008482-RA
OG0004066	AT3G52910.1, AT2G36400.1	Av_00015655-RA, Av_00020017-RA, Av_00023828-RA, Av_00002926-RA, Av_00012606-RA
OG0004067	AT1G09230.1, AT1G09230.3, AT1G09230.2	Av_00015545-RA
OG0004068	AT3G10030.1, AT3G10030.2	Av_00012598-RA, Av_00002914-RA
OG0004069	AT1G06070.1, AT2G31370.3, AT2G31370.2, AT2G31370.6, AT2G31370.1, AT2G31370.4, AT2G31370.7, AT2G31370.5	Av_00018167-RA, Av_00009586-RA, Av_00002157-RA
OG0004070	AT4G03080.1	Av_00019947-RA, Av_00025015-RA
OG0004072	AT2G29050.1, AT2G29050.2	Av_00019675-RA, Av_00013336-RA
OG0004075	AT2G45710.1, AT5G47930.1, AT3G61110.1	Av_00019983-RA
OG0004076	AT3G46220.2, AT3G46220.3, AT3G46220.1, AT3G46220.4	Av_00013362-RA
OG0004077	AT5G49460.2, AT5G49460.1, AT3G06650.2, AT3G06650.1	Av_00002138-RA
OG0004078	AT1G08450.1, AT1G08450.2, AT1G08450.3	Av_00011824-RA
OG0004079	AT4G14710.3, AT4G14710.2, AT4G14710.1, AT4G14710.5, AT4G14710.6, AT4G14716.1, AT4G14716.2, AT4G14710.4, AT2G26400.1, AT2G26400.3, AT2G26400.4, AT2G26400.2	Av_00005136-RA, Av_00018353-RA
OG0004080	AT2G27510.1	Av_00022608-RA, Av_00011902-RA, Av_00007029-RA
OG0004082	AT4G01560.1	Av_00011436-RA
OG0004084	AT3G02640.1, AT5G16250.1	Av_00014423-RA, Av_00001231-RA, Av_00002749-RA, Av_00005218-RA, Av_00003297-RA
OG0004086	AT1G10290.1, AT1G59610.1	Av_00019660-RA, Av_00019864-RA
OG0004087	AT1G33420.1, AT1G33420.2	Av_00011793-RA, Av_00001257-RA, Av_00015062-RA
OG0004088	AT1G29060.2, AT1G29060.1, AT4G14600.1	Av_00008518-RA, Av_00013294-RA
OG0004090	AT5G67200.1, AT3G50230.1, AT3G50230.2	Av_00012499-RA
OG0004090	AT5G43020.1	Av_00010216-RA, Av_00010806-RA
OG0004091	AT4G24380.1, AT4G24380.6, AT4G24380.3, AT4G24380.2	Av_00010941-RA
OG0004092	AT2G18060.3, AT2G18060.1, AT2G18060.2, AT4G36160.3, AT4G36160.1, AT4G36160.2, AT5G66300.1	Av_00001941-RA
OG0004096	AT2G39260.1	Av_00007073-RA, Av_00003555-RA
OG0004097	AT1G44446.4, AT1G44446.1, AT1G44446.2, AT1G44446.3	Av_00000125-RA, Av_00011537-RA
OG0004098	AT4G39370.2, AT4G39370.3, AT4G39370.1	Av_00019755-RA, Av_00017445-RA
OG0004100	AT3G03010.5, AT3G03010.4, AT3G03010.1, AT3G03010.2, AT3G03010.3, AT5G16870.1	Av_00009235-RA, Av_00009234-RA
OG0004101	AT1G57680.1, AT1G57680.3, AT1G57680.2	Av_00006598-RA, Av_00011786-RA, Av_00016642-RA, Av_00001260-RA
OG0004102	AT4G34020.3, AT4G34020.4, AT4G34020.1, AT4G34020.2	Av_00002815-RA, Av_00024032-RA
OG0004103	AT1G75500.1, AT1G75500.2	Av_00000954-RA
OG0004104	AT1G09810.1, AT1G09810.3, AT1G09810.2	Av_00013744-RA
OG0004106	AT4G36630.1, AT4G36630.2	Av_00012515-RA, Av_00016328-RA
OG0004107	AT5G65990.1, AT2G42005.1, AT4G38250.1	Av_00011686-RA, Av_00000499-RA, Av_00022356-RA, Av_00011685-RA, Av_00014242-RA
OG0004108	AT5G22800.1, AT5G22800.2	Av_00004303-RA
OG0004109	AT4G37790.1, AT2G22800.1	Av_00000397-RA, Av_00015372-RA
OG0004111	AT4G37580.1, AT4G37580.2, AT2G23060.1	Av_00016350-RA, Av_00000444-RA, Av_00015315-RA
OG0004112	AT5G64280.1, AT5G64290.1	Av_00023484-RA, Av_00007292-RA
OG0004113	AT4G35560.1, AT4G35560.2	Av_00022943-RA
OG0004114	AT5G46330.2, AT5G46330.1	Av_00001372-RA
OG0004115	AT4G16250.1, AT2G18790.1, AT2G18790.2	Av_00020386-RA, Av_00023710-RA
OG0004117	AT2G17110.1, AT4G35240.2, AT4G35240.1, AT4G35240.4, AT4G35240.3	Av_00008768-RA, Av_00007150-RA, Av_00023662-RA
OG0004118	AT3G11800.1	Av_00021544-RA
OG0004118	AT3G44150.1	Av_00024568-RA, Av_00014062-RA
OG0004119	AT4G16490.1	Av_00008972-RA, Av_00007459-RA, Av_00003710-RA
OG0004120	AT3G06680.2, AT3G06680.3, AT3G06700.1, AT3G06700.2, AT3G06700.3	Av_00017063-RA
OG0004121	AT2G33860.2, AT2G33860.1	Av_00005897-RA, Av_00021400-RA
OG0004122	AT3G13225.1, AT3G13225.3, AT3G13225.2	Av_00003047-RA
OG0004125	AT4G30310.4, AT4G30310.3, AT4G30310.2, AT4G30310.1	Av_00017111-RA
OG0004126	AT5G44190.1, AT5G44190.2, AT2G20570.2, AT2G20570.3, AT2G20570.1	Av_00006176-RA, Av_00008441-RA, Av_00024476-RA, Av_00022738-RA
OG0004127	AT1G29810.2, AT1G29810.1	Av_00010652-RA
OG0004128	AT1G11930.2, AT1G11930.1	Av_00014146-RA, Av_00010603-RA
OG0004128	AT4G26860.1, AT4G26860.2	Av_00003073-RA
OG0004130	AT5G51040.2, AT5G51040.4, AT5G51040.3, AT5G51040.1	Av_00000930-RA, Av_00020494-RA, Av_00024075-RA
OG0004131	AT1G07750.1, AT2G28680.1	Av_00002929-RA
OG0004132	AT2G46470.1	Av_00010939-RA, Av_00015262-RA
OG0004133	AT5G51660.1, AT5G51660.4, AT5G51660.2, AT5G51660.3	Av_00009369-RA, Av_00001597-RA
OG0004134	AT4G23570.1, AT4G23570.2, AT4G23570.3, AT4G11260.1	Av_00009425-RA, Av_00012950-RA, Av_00002101-RA, Av_00001639-RA
OG0004135	AT1G72970.2, AT1G72970.1	Av_00018112-RA, Av_00006770-RA, Av_00008029-RA
OG0004136	AT1G79870.1, AT1G79870.2	Av_00016057-RA
OG0004137	AT4G38500.1	Av_00004292-RA
OG0004139	AT4G20330.1	Av_00016441-RA, Av_00016442-RA, Av_00012557-RA
OG0004141	AT5G56900.2, AT5G56900.3, AT5G56900.1	Av_00020917-RA
OG0004142	AT1G51720.2, AT1G51720.3, AT1G51720.1	Av_00018119-RA
OG0004143	AT3G15940.1, AT3G15940.2, AT1G52420.1	Av_00006814-RA
OG0004144	AT3G28450.1	Av_00010072-RA, Av_00014325-RA
OG0004144	AT1G69990.1, AT1G27190.1	Av_00005304-RA
OG0004145	AT4G11960.1, AT4G11960.2, AT4G22890.3, AT4G22890.1, AT4G22890.2, AT4G22890.5, AT4G22890.4	Av_00005515-RA, Av_00003039-RA
OG0004146	AT2G44950.1, AT2G44950.2	Av_00003135-RA, Av_00014017-RA
OG0004147	AT5G20410.1, AT2G11810.4, AT2G11810.2, AT2G11810.3, AT2G11810.1	Av_00007379-RA, Av_00003802-RA
OG0004148	AT1G07030.1, AT2G30160.1	Av_00021533-RA, Av_00019703-RA, Av_00013368-RA, Av_00019704-RA
OG0004149	AT5G17270.2, AT5G17270.1, AT5G37130.1	Av_00020933-RA, Av_00019055-RA, Av_00020927-RA, Av_00020934-RA, Av_00023281-RA, Av_00019059-RA
OG0004150	AT4G33080.1, AT4G33080.2	Av_00018629-RA
OG0004150	AT2G19400.1	Av_00007235-RA
OG0004151	AT1G63220.1, AT1G63220.2	Av_00015225-RA, Av_00013909-RA
OG0004152	AT3G43850.1, AT3G43850.2, AT5G21940.1	Av_00008764-RA, Av_00009788-RA, Av_00023113-RA, Av_00008701-RA
OG0004153	AT5G11280.1	Av_00021808-RA
OG0004154	AT4G32140.1	Av_00020217-RA, Av_00012811-RA, Av_00004675-RA
OG0004155	AT2G11000.3, AT2G11000.4, AT2G11000.2, AT2G11000.1	Av_00004011-RA
OG0004156	AT1G01190.2, AT1G01190.1, AT2G46660.1, AT3G61880.1, AT3G61880.2	Av_00003266-RA, Av_00016467-RA
OG0004157	AT5G47380.1, AT5G47380.3, AT5G47380.2, AT5G47380.4, AT5G47380.5	Av_00005534-RA, Av_00006057-RA
OG0004158	AT4G25700.2, AT4G25700.3, AT4G25700.1	Av_00009193-RA
OG0004159	AT3G53110.1	Av_00007870-RA
OG0004160	AT1G72330.3, AT1G72330.1, AT1G17290.1	Av_00004082-RA, Av_00023960-RA
OG0004161	AT1G64670.3, AT1G64670.2, AT1G64670.1, AT5G41900.1, AT4G24140.1	Av_00010331-RA, Av_00014514-RA, Av_00005427-RA
OG0004162	AT1G51760.1, AT1G51780.1	Av_00018940-RA
OG0004163	AT3G49220.1, AT3G49220.3, AT3G49220.2, AT5G53370.1, AT5G53370.2	Av_00024029-RA, Av_00012855-RA, Av_00013015-RA
OG0004164	AT4G31720.3, AT4G31720.2, AT4G31720.1	Av_00022321-RA, Av_00018732-RA, Av_00008851-RA
OG0004166	AT2G02370.2, AT2G02370.3, AT2G02370.1	Av_00021992-RA
OG0004168	AT5G53620.3, AT5G53620.2, AT5G53620.1	Av_00019999-RA, Av_00009944-RA
OG0004169	AT4G12060.1	Av_00003031-RA
OG0004170	AT2G38550.1	Av_00005051-RA, Av_00003822-RA
OG0004171	AT3G12520.3, AT3G12520.1, AT3G12520.2, AT5G13550.1	Av_00007079-RA, Av_00003566-RA
OG0004172	AT5G04420.1, AT5G04420.2, AT5G04420.3	Av_00014364-RA
OG0004173	AT4G12690.1, AT4G12690.2, AT2G04220.1, AT5G48270.1	Av_00012761-RA
OG0004174	AT4G26600.6, AT4G26600.2, AT4G26600.4, AT4G26600.8, AT4G26600.7, AT4G26600.5, AT4G26600.1, AT4G26600.3, AT5G55920.1	Av_00018656-RA, Av_00008399-RA
OG0004175	AT5G46290.3, AT5G46290.1	Av_00015454-RA, Av_00024127-RA
OG0004176	AT3G52050.2, AT3G52050.1, AT3G52050.3, AT3G52050.6, AT3G52050.5, AT3G52050.4, AT3G52050.7, AT3G52050.8	Av_00009407-RA
OG0004178	AT5G01100.1	Av_00005116-RA
OG0004178	AT2G37980.1, AT3G54100.1	Av_00020398-RA
OG0004179	AT5G01890.1	Av_00003823-RA, Av_00005050-RA, Av_00010315-RA
OG0004180	AT1G06790.2, AT1G06790.1	Av_00009646-RA
OG0004181	AT1G56180.2, AT1G56180.1	Av_00013602-RA
OG0004182	AT3G20475.2, AT3G20475.3, AT3G20475.1	Av_00022580-RA
OG0004183	AT1G74260.1	Av_00003885-RA
OG0004184	AT5G60730.1, AT3G10350.1, AT3G10350.2	Av_00001162-RA, Av_00014354-RA
OG0004185	AT2G22140.2, AT2G22140.1	Av_00015338-RA
OG0004186	AT5G54590.4, AT5G54590.2, AT5G54590.3	Av_00021995-RA, Av_00003095-RA
OG0004187	AT3G63510.2, AT3G63510.1, AT5G47970.2, AT5G47970.1, AT5G47970.3	Av_00004943-RA
OG0004188	AT3G12490.1, AT3G12490.2, AT5G05110.1	Av_00006787-RA, Av_00020290-RA, Av_00003509-RA, Av_00023567-RA
OG0004189	AT4G15180.1	Av_00004779-RA, Av_00017735-RA
OG0004190	AT3G09660.2, AT3G09660.1, AT3G09660.3	Av_00016424-RA
OG0004191	AT4G21150.3, AT4G21150.1, AT4G21150.2	Av_00011509-RA, Av_00000102-RA
OG0004192	AT3G23980.1	Av_00002040-RA, Av_00012880-RA, Av_00021969-RA
OG0004193	AT5G08470.3, AT5G08470.4, AT5G08470.2, AT5G08470.1	Av_00003397-RA
OG0004194	AT3G08980.2, AT3G08980.3, AT3G08980.4, AT3G08980.5, AT3G08980.1	Av_00004889-RA
OG0004195	AT1G28520.5, AT1G28520.1, AT1G28520.3, AT1G28520.2, AT1G28520.4	Av_00023117-RA, Av_00008709-RA
OG0004196	AT5G15170.1	Av_00005944-RA
OG0004197	AT4G27410.1, AT4G27410.3, AT4G27410.2, AT3G15500.1, AT1G52890.1	Av_00019659-RA, Av_00002393-RA
OG0004198	AT1G11860.1, AT1G11860.2, AT1G11860.3	Av_00014143-RA, Av_00010601-RA
OG0004199	AT3G21060.1	Av_00006246-RA, Av_00022633-RA
OG0004200	AT2G39190.2, AT2G39190.1	Av_00014346-RA
OG0004202	AT3G54960.2, AT3G54960.1	Av_00023402-RA
OG0004202	AT5G60640.1, AT5G60640.3, AT5G60640.2	Av_00022621-RA
OG0004203	AT3G26700.1, AT3G26700.3, AT3G26700.2, AT3G26700.5, AT3G26700.4	Av_00019347-RA, Av_00020141-RA
OG0004204	AT1G32750.1	Av_00015954-RA
OG0004207	AT1G07120.2, AT1G07120.1	Av_00012699-RA
OG0004208	AT1G29150.1, AT1G29150.2	Av_00017935-RA, Av_00000323-RA
OG0004209	AT1G08030.1, AT1G08030.2	Av_00018507-RA
OG0004210	AT2G41640.1, AT2G41640.2, AT2G41640.3, AT3G57380.3, AT3G57380.2, AT3G57380.1, AT3G10320.1	Av_00019358-RA, Av_00013169-RA, Av_00021725-RA
OG0004211	AT2G37630.1	Av_00022150-RA, Av_00014076-RA, Av_00023140-RA, Av_00021894-RA
OG0004213	AT1G63490.4, AT1G63490.2, AT1G63490.3, AT1G63490.1	Av_00010460-RA
OG0004214	AT5G14090.1, AT5G14090.2	Av_00002618-RA
OG0004215	AT3G25230.1, AT3G25230.2	Av_00009572-RA, Av_00009576-RA
OG0004216	AT1G47380.1	Av_00023287-RA, Av_00020153-RA
OG0004217	AT1G75210.1, AT1G75210.3, AT1G75210.2	Av_00004444-RA, Av_00022540-RA
OG0004218	AT5G61460.1, AT5G07660.1	Av_00004688-RA, Av_00004690-RA
OG0004219	AT1G01040.2, AT1G01040.1	Av_00003277-RA
OG0004220	AT2G45010.2, AT2G45010.1	Av_00000094-RA
OG0004221	AT4G23460.2, AT4G23460.1, AT4G11380.1, AT4G11380.2	Av_00014583-RA, Av_00010430-RA
OG0004223	AT1G32900.1	Av_00005540-RA
OG0004224	AT5G42240.1, AT2G12480.2, AT2G12480.1, AT2G12480.4, AT2G12480.3, AT5G42230.1, AT5G42230.2, AT1G43780.1	Av_00017689-RA
OG0004225	AT1G54250.1, AT3G59600.1	Av_00013249-RA
OG0004226	AT3G06030.1	Av_00018776-RA, Av_00013225-RA
OG0004227	AT1G76810.1, AT1G76820.1, AT1G76720.2, AT1G76720.1, AT1G21160.1, AT2G27700.1, AT2G27700.2	Av_00009629-RA, Av_00002222-RA
OG0004228	AT3G60110.1, AT2G44430.1	Av_00001191-RA, Av_00006514-RA
OG0004229	AT4G25360.2, AT4G25360.1, AT5G51640.1	Av_00003960-RA, Av_00009093-RA
OG0004230	AT2G44970.3, AT2G44970.2, AT2G44970.1	Av_00014020-RA
OG0004231	AT4G31150.2, AT4G31150.4, AT4G31150.3, AT4G31150.1	Av_00021248-RA
OG0004232	AT4G24770.1, AT4G24770.2, AT5G50250.1	Av_00010487-RA, Av_00017655-RA
OG0004233	AT5G48385.1	Av_00009725-RA, Av_00023843-RA
OG0004235	AT1G24460.2, AT1G24460.1	Av_00000259-RA, Av_00007752-RA, Av_00000260-RA, Av_00000261-RA
OG0004236	AT3G04530.1, AT1G08650.1, AT1G08650.2	Av_00016144-RA, Av_00006690-RA, Av_00016240-RA
OG0004237	AT5G45600.2, AT5G45600.1	Av_00018763-RA
OG0004238	AT1G21380.1	Av_00019409-RA
OG0004239	AT3G19190.1, AT3G19190.2, AT3G19190.3	Av_00020643-RA
OG0004240	AT1G27340.1	Av_00021831-RA, Av_00023488-RA, Av_00012239-RA
OG0004241	AT5G57860.4, AT5G57860.2, AT5G57860.3, AT5G57860.1	Av_00018464-RA, Av_00002564-RA
OG0004242	AT5G18420.2, AT5G18420.4, AT5G18420.1, AT5G18420.3	Av_00012829-RA, Av_00019500-RA
OG0004243	AT2G21370.3, AT2G21370.4, AT2G21370.1, AT2G21370.2	Av_00000967-RA
OG0004244	AT1G11760.1	Av_00007618-RA
