Orthogroup	A_thaliana.proteins	A_hypochondriacus.proteins
OG0005096	AT4G34090.2, AT4G34090.1, AT4G34090.3	AH001636-RA
OG0005096	AT2G23370.1, AT2G23370.2	AH003941-RA
OG0005097	AT5G64813.2, AT5G64813.3, AT5G64813.1	AH003932-RA
OG0005098	AT2G22610.3, AT2G22610.1, AT2G22610.2	AH005929-RA
OG0005099	AT4G18040.1, AT1G29590.1, AT1G29550.1	AH021342-RA, AH014761-RA
OG0005100	AT5G04330.1, AT4G36220.1	AH005794-RA, AH003777-RA, AH003778-RA
OG0005102	AT1G76050.1, AT1G76050.2	AH016795-RA
OG0005103	AT5G63640.1, AT5G63640.2	AH010735-RA
OG0005104	AT1G21650.2, AT1G21650.1, AT1G21650.3	AH003687-RA
OG0005106	AT3G49780.1, AT5G65870.1	AH003852-RA, AH005725-RA, AH005726-RA, AH000674-RA
OG0005107	AT5G42320.1, AT5G42320.2	AH023720-RA
OG0005108	AT1G19300.1	AH008677-RA
OG0005109	AT5G08310.1, AT5G08310.2	AH006339-RA
OG0005110	AT1G22840.1	AH002451-RA, AH000688-RA
OG0005111	AT2G18380.1, AT4G36620.1, AT3G50870.1	AH003831-RA, AH005748-RA
OG0005112	AT4G30000.1, AT4G30000.2, AT1G69190.1	AH005532-RA
OG0005113	AT1G19630.1, AT1G19630.2, AT1G19630.3	AH010114-RA
OG0005114	AT4G34960.1	AH000820-RA
OG0005115	AT1G13160.1	AH005484-RA
OG0005116	AT1G09920.1	AH008921-RA
OG0005118	AT4G35010.1, AT2G16730.1	AH002262-RA, AH002261-RA
OG0005119	AT1G34320.1, AT1G34320.2	AH009367-RA
OG0005120	AT2G37690.1	AH014241-RA
OG0005121	AT1G34550.1, AT1G34550.2, AT4G09630.1, AT4G09630.2	AH009396-RA
OG0005122	AT1G15390.1	AH001994-RA
OG0005123	AT5G64010.1	AH003494-RA
OG0005124	AT5G49740.3, AT5G49740.1, AT5G49730.1, AT5G49740.2, AT5G49730.2	AH004244-RA
OG0005125	AT2G19120.1, AT4G30100.1, AT4G30100.2	AH012903-RA
OG0005126	AT1G10320.2, AT1G10320.1	AH006823-RA
OG0005127	AT5G64160.1	AH000886-RA
OG0005128	AT3G04080.1, AT5G18280.1	AH017089-RA
OG0005129	AT5G55140.1	AH018802-RA
OG0005130	AT3G11070.1, AT5G05520.1	AH023124-RA, AH016345-RA
OG0005131	AT1G75440.1, AT4G36410.1	AH005793-RA, AH003797-RA
OG0005132	AT2G15970.1, AT2G15970.2, AT4G37220.1	AH000600-RA, AH001865-RA
OG0005133	AT2G18620.1, AT4G36810.1, AT3G14510.1	AH005627-RA, AH003996-RA
OG0005134	AT5G64330.3, AT5G64330.2, AT5G64330.1	AH000725-RA, AH002408-RA
OG0005135	AT5G65430.3, AT5G65430.2, AT5G65430.1, AT5G10450.3, AT5G10450.4, AT5G10450.2, AT5G10450.1	AH008822-RA, AH003923-RA
OG0005136	AT3G07370.1	AH013604-RA
OG0005137	AT2G14110.2, AT2G14110.1	AH002400-RA
OG0005138	AT1G22060.1, AT1G22060.2	AH008577-RA
OG0005139	AT4G25770.2, AT4G25770.1	AH020991-RA
OG0005140	AT3G15110.1	AH008039-RA
OG0005141	AT5G10870.1	AH023286-RA
OG0005143	AT4G22330.1	AH020590-RA
OG0005144	AT1G50730.1, AT1G50730.2, AT1G50730.3	AH009904-RA
OG0005145	AT1G55980.3, AT1G55980.1, AT1G55980.2, AT1G56000.2, AT1G56000.1	AH010271-RA
OG0005146	AT5G47670.1, AT5G47670.3, AT5G47670.2	AH021431-RA
OG0005147	AT5G54930.2, AT5G54930.1	AH015010-RA, AH008195-RA
OG0005149	AT5G08580.2, AT5G08580.1	AH001019-RA
OG0005150	AT3G48770.1, AT3G48770.2	AH002966-RA, AH017442-RA
OG0005152	AT1G73430.1, AT1G73430.2	AH014297-RA
OG0005154	AT4G16390.1	AH014872-RA
OG0005155	AT4G27340.1, AT4G27340.2, AT4G27340.3	AH008119-RA
OG0005156	AT3G59990.2, AT3G59990.3, AT3G59990.4, AT3G59990.1, AT2G44180.1, AT2G44180.2	AH011809-RA
OG0005158	AT1G50670.3, AT1G50670.2, AT1G50670.1	AH010178-RA
OG0005159	AT1G26330.1, AT1G26330.2	AH005528-RA
OG0005160	AT5G14850.2, AT5G14850.3, AT5G14850.1, AT5G14850.5, AT5G14850.4, AT5G14850.6	AH008520-RA
OG0005161	AT5G25540.1, AT5G25540.3, AT5G25540.2, AT5G11440.1, AT5G11440.2	AH019202-RA
OG0005162	AT4G30220.2, AT2G14285.1, AT4G30220.1	AH008952-RA
OG0005163	AT3G61130.1	AH009196-RA
OG0005164	AT1G79840.1, AT1G79840.2, AT1G79840.5, AT1G79840.4, AT1G79840.3, AT1G79840.6	AH002102-RA
OG0005165	AT4G23910.1, AT4G23910.2, AT4G10970.7, AT4G10970.3, AT4G10970.6, AT4G10970.5, AT4G10970.4, AT4G10970.1, AT4G10970.2	AH018097-RA
OG0005166	AT4G01290.1, AT4G01290.2	AH009642-RA
OG0005168	AT4G28850.1	AH014502-RA
OG0005169	AT5G51330.2, AT5G51330.1	AH008896-RA, AH002606-RA
OG0005170	AT4G00740.2, AT4G00740.1	AH009227-RA
OG0005171	AT2G26670.2, AT2G26670.1, AT1G69720.2, AT1G69720.3, AT1G69720.1	AH014087-RA
OG0005172	AT2G45790.1	AH020467-RA
OG0005173	AT1G65070.3, AT1G65070.1, AT1G65070.2, AT1G65070.4	AH021642-RA
OG0005174	AT3G15420.1, AT1G80745.1	AH023747-RA
OG0005175	AT4G02530.2, AT4G02530.3, AT4G02530.1	AH014036-RA
OG0005176	AT5G57780.1, AT4G30410.2, AT4G30410.1	AH021012-RA
OG0005177	AT4G32030.2, AT4G32030.1	AH016249-RA, AH023261-RA
OG0005178	AT3G61120.1, AT2G45650.1	AH002570-RA
OG0005180	AT1G01710.1	AH009695-RA
OG0005181	AT4G32780.2, AT4G32780.3, AT4G32780.1	AH023341-RA
OG0005182	AT5G54440.3, AT5G54440.1, AT5G54440.2	AH010004-RA
OG0005183	AT5G11240.1	AH007155-RA
OG0005184	AT1G63100.1, AT1G63100.2	AH018684-RA
OG0005185	AT1G19990.1	AH023646-RA
OG0005185	AT5G11600.2, AT5G11600.1	AH016178-RA
OG0005186	AT2G06990.1	AH016000-RA
OG0005187	AT2G16790.1, AT2G16790.5, AT2G16790.2, AT2G16790.4, AT2G16790.3	AH007325-RA
OG0005188	AT1G15410.1, AT1G15410.2	AH000993-RA
OG0005189	AT3G21280.1, AT3G21280.2, AT1G51710.2, AT1G51710.1	AH023427-RA, AH015987-RA
OG0005190	AT3G27090.3, AT3G27090.2, AT3G27090.1	AH003422-RA, AH003427-RA, AH003429-RA, AH006287-RA
OG0005191	AT1G15490.4, AT1G15490.2, AT1G15490.1, AT1G15490.3, AT1G80280.1	AH002021-RA
OG0005192	AT5G26200.1	AH016049-RA
OG0005192	AT1G72820.1, AT1G72820.2	AH013352-RA
OG0005193	AT1G62990.1	AH018702-RA
OG0005194	AT4G11420.1	AH007058-RA, AH020125-RA
OG0005195	AT1G51560.1, AT3G21140.1	AH022255-RA, AH013483-RA
OG0005196	AT1G80410.1, AT1G80410.2	AH002025-RA
OG0005197	AT3G20320.2, AT3G20320.3, AT3G20320.1	AH021195-RA
OG0005199	AT2G25900.2, AT2G25900.1	AH017134-RA, AH016124-RA
OG0005199	AT4G29190.1, AT2G19810.1	AH020933-RA, AH014439-RA
OG0005200	AT4G32150.1, AT2G25340.1, AT5G11150.1, AT5G11150.2	AH023227-RA, AH023816-RA, AH019454-RA, AH014000-RA
OG0005201	AT1G61900.3, AT1G61900.1, AT1G61900.2	AH015004-RA
OG0005202	AT5G06760.1	AH020326-RA
OG0005203	AT5G53340.2, AT5G53340.1	AH012045-RA
OG0005204	AT1G52540.1, AT1G52540.2, AT3G15890.1	AH001956-RA
OG0005205	AT1G01910.3, AT1G01910.1, AT1G01910.4, AT1G01910.2	AH009205-RA
OG0005206	AT1G80170.2, AT1G80170.1	AH003009-RA
OG0005207	AT4G25550.1	AH009249-RA
OG0005208	AT5G14760.1	AH019093-RA
OG0005209	AT1G16780.3, AT1G16780.2, AT1G16780.1, AT1G78920.1, AT1G78920.3, AT1G78920.2	AH013499-RA
OG0005210	AT4G30790.1	AH021041-RA, AH014275-RA
OG0005211	AT5G58070.1	AH014131-RA
OG0005212	AT4G25540.1	AH012379-RA
OG0005213	AT3G13740.5, AT3G13740.4, AT3G13740.6, AT3G13740.1, AT3G13740.3, AT3G13740.2, AT1G55140.1, AT1G55140.2	AH013300-RA
OG0005214	AT5G57740.1	AH014362-RA
OG0005215	AT2G41040.1	AH013948-RA
OG0005216	AT1G72560.3, AT1G72560.5, AT1G72560.4, AT1G72560.2, AT1G72560.7, AT1G72560.1, AT1G72560.6	AH013376-RA
OG0005217	AT2G32500.2, AT2G32500.1	AH018659-RA
OG0005218	AT4G33010.1, AT4G33010.2, AT2G26080.1	AH016092-RA, AH017153-RA
OG0005219	AT4G30996.1, AT2G24290.1	AH020625-RA
OG0005220	AT3G13898.1	AH013335-RA
OG0005221	AT2G20080.2, AT2G20080.1, AT2G20080.3, AT4G28840.1, AT4G28840.2, AT4G28840.3	AH014504-RA
OG0005222	AT4G32760.2, AT4G32760.1, AT4G32760.3	AH016187-RA, AH023307-RA
OG0005223	AT3G56590.2, AT3G56590.1, AT3G10810.1, AT3G10810.2	AH009879-RA
OG0005226	AT5G13070.1	AH010936-RA, AH007693-RA
OG0005227	AT3G09090.3, AT3G09090.2, AT3G09090.1	AH017221-RA
OG0005228	AT4G28430.1, AT2G20590.3, AT2G20590.2, AT2G20590.1	AH007575-RA
OG0005229	AT3G45750.2, AT3G45750.5, AT3G45750.3, AT3G45750.4, AT3G45750.1, AT3G45760.1, AT3G45760.2	AH023246-RA
OG0005230	AT4G18260.1, AT2G30890.1	AH014725-RA
OG0005231	AT2G27260.1, AT3G52460.1	AH022692-RA
OG0005232	AT2G02040.1	AH003400-RA
OG0005233	AT5G13830.1	AH022968-RA
OG0005234	AT5G54080.1, AT5G54080.2	AH008028-RA
OG0005235	AT2G22690.1, AT2G22690.2, AT4G37880.1	AH020856-RA, AH014535-RA, AH020857-RA
OG0005236	AT2G37300.6, AT2G37300.3, AT2G37300.5, AT2G37300.2, AT2G37300.4, AT2G37300.1	AH021947-RA
OG0005237	AT1G07050.1, AT1G07050.2	AH013181-RA
OG0005238	AT5G28640.3, AT5G28640.2, AT5G28640.1	AH007740-RA, AH010765-RA
OG0005239	AT4G21460.2, AT4G21460.1, AT3G18240.2, AT3G18240.1	AH022014-RA
OG0005240	AT3G03800.2, AT3G03800.1, AT5G08080.3, AT5G08080.4, AT5G08080.1	AH003012-RA
OG0005241	AT3G21865.1	AH001282-RA, AH000262-RA
OG0005242	AT2G41820.1	AH006780-RA
OG0005243	AT3G20550.1	AH008170-RA
OG0005244	AT1G07280.3, AT1G07280.1, AT1G07280.2, AT1G07280.4, AT2G29670.2, AT2G29670.1	AH013792-RA, AH022681-RA
OG0005245	AT3G13620.1	AH010093-RA
OG0005246	AT1G03750.1	AH000319-RA
OG0005248	AT5G04810.1, AT5G04810.2	AH006617-RA
OG0005249	AT1G30120.1, AT2G34590.1	AH014610-RA
OG0005250	AT4G15130.1	AH006306-RA, AH003446-RA
OG0005251	AT3G10915.3, AT3G10915.6, AT3G10915.7, AT3G10915.2, AT3G10915.1, AT3G10915.4, AT3G10915.5	AH019272-RA
OG0005252	AT1G08110.2, AT1G08110.3, AT1G08110.1, AT1G08110.4	AH000206-RA, AH000207-RA
OG0005253	AT3G21110.2, AT3G21110.3, AT3G21110.1	AH008803-RA
OG0005254	AT3G56680.1	AH020480-RA, AH006645-RA
OG0005255	AT5G30495.2, AT5G30495.1, AT1G54770.1, AT1G54770.2	AH023298-RA, AH010815-RA
OG0005256	AT5G50350.1	AH017174-RA
OG0005257	AT4G27010.1, AT4G27010.2, AT1G72270.1	AH021450-RA
OG0005258	AT3G57470.2, AT3G57470.1, AT3G57470.6, AT3G57470.5, AT2G41790.1	AH006783-RA, AH020785-RA
OG0005259	AT3G58720.1, AT3G58720.4, AT3G58720.3, AT3G58720.2	AH000412-RA
OG0005260	AT5G40660.1	AH018888-RA
OG0005261	AT4G30870.1	AH015723-RA
OG0005262	AT3G07270.1, AT3G07270.2	AH013129-RA, AH013094-RA
OG0005263	AT5G04670.1, AT5G04670.2	AH007937-RA
OG0005264	AT4G04320.1, AT4G04320.2	AH014953-RA
OG0005265	AT5G06839.3, AT5G06839.2, AT5G06839.1	AH020335-RA
OG0005266	AT5G06090.1, AT3G11430.1	AH003141-RA, AH022977-RA, AH016427-RA
OG0005267	AT5G07050.1	AH020478-RA, AH006637-RA
OG0005268	AT5G26120.1, AT3G10740.1, AT3G10740.3, AT3G10740.2, AT3G10740.4	AH020509-RA, AH006587-RA
OG0005269	AT5G44670.1, AT4G20170.1	AH010710-RA, AH021933-RA
OG0005270	AT2G34920.1, AT2G34920.2, AT1G30860.1	AH012829-RA
OG0005271	AT2G38695.2, AT2G38695.4, AT2G38695.3, AT2G38695.1	AH010679-RA
OG0005272	AT5G55050.1	AH009917-RA
OG0005273	AT5G01930.1	AH012439-RA
OG0005274	AT1G13770.4, AT1G13770.3, AT1G13770.1, AT1G13770.2	AH018854-RA
OG0005275	AT3G01120.1	AH015795-RA
OG0005277	AT4G18975.2, AT4G18975.4, AT4G18975.1, AT4G18975.3	AH021346-RA
OG0005278	AT3G12810.1, AT3G12810.2	AH020549-RA
OG0005279	AT3G62960.1, AT2G47880.1, AT1G06830.1, AT2G30540.1	AH006958-RA
OG0005280	AT5G57020.1	AH007328-RA, AH012719-RA
OG0005281	AT3G28530.1	AH018669-RA, AH003158-RA, AH018100-RA
OG0005283	AT3G26990.2, AT3G26990.1	AH003358-RA, AH006397-RA
OG0005284	AT1G09710.4, AT1G09710.5, AT1G09710.3, AT1G09710.2, AT1G09710.1, AT1G58220.2, AT1G58220.1	AH011696-RA
OG0005285	AT2G16595.1, AT2G21160.1, AT2G21160.2	AH000856-RA, AH002228-RA
OG0005286	AT3G07050.1	AH013030-RA
OG0005287	AT3G08640.1, AT3G08630.1	AH011122-RA, AH007469-RA
OG0005288	AT2G31320.1	AH002646-RA
OG0005289	AT3G61570.2, AT3G61570.1, AT2G46180.1	AH009628-RA
OG0005290	AT1G67420.1, AT1G67420.6, AT1G67420.5, AT1G67420.2, AT1G67420.4, AT1G67420.3	AH005164-RA
OG0005291	AT1G01090.1	AH009486-RA
OG0005292	AT1G01220.6, AT1G01220.2, AT1G01220.5, AT1G01220.4, AT1G01220.3, AT1G01220.8, AT1G01220.7, AT1G01220.1	AH009526-RA
OG0005293	AT5G53450.1, AT5G53450.3, AT5G53450.2	AH012003-RA
OG0005294	AT2G43940.1	AH011741-RA
OG0005296	AT1G60620.2, AT1G60620.1, AT1G60850.3, AT1G60850.2, AT1G60850.1, AT1G60850.4	AH016595-RA
OG0005297	AT1G04200.2, AT1G04200.1, AT1G04200.3	AH007049-RA
OG0005298	AT3G21480.1	AH020162-RA
OG0005299	AT3G61320.2, AT3G61320.3, AT3G61320.4, AT3G61320.1, AT2G45870.1, AT2G45870.2, AT2G45870.3	AH009698-RA
OG0005300	AT3G61750.1, AT3G61750.2	AH009560-RA
OG0005301	AT4G23895.3	AH018096-RA
OG0005302	AT1G21640.2, AT1G21640.1	AH008648-RA
OG0005303	AT3G05500.2, AT3G05500.1	AH007605-RA
OG0005304	AT5G64630.2, AT5G64630.3, AT5G64630.1	AH003500-RA
OG0005305	AT5G18525.1	AH011792-RA
OG0005306	AT4G14570.1	AH000817-RA
OG0005307	AT4G02660.1, AT4G02660.3, AT4G02660.2, AT1G03060.2, AT1G03060.1, AT1G03060.4, AT1G03060.3	AH017802-RA
OG0005308	AT2G31140.1, AT1G06200.2, AT1G06200.1	AH023843-RA, AH019912-RA
OG0005309	AT2G22780.1	AH005578-RA, AH004005-RA
OG0005310	AT2G05590.1, AT2G05590.2	AH019886-RA
OG0005311	AT4G22200.2, AT4G22200.1	AH004050-RA
OG0005312	AT1G04560.1	AH007011-RA
OG0005313	AT4G35550.1	AH005965-RA
OG0005314	AT1G27900.3, AT1G27900.2, AT1G27900.1	AH004930-RA
OG0005315	AT5G66130.1, AT5G66130.2	AH006461-RA
OG0005316	AT1G56590.1	AH007405-RA
OG0005317	AT3G02680.1	AH021256-RA
OG0005318	AT3G28730.1	AH017822-RA, AH002588-RA
OG0005319	AT1G69340.1, AT1G69340.2	AH004008-RA
OG0005320	AT1G69490.1	AH005032-RA
OG0005321	AT5G38510.1, AT5G38510.2, AT5G38510.3	AH022906-RA
OG0005322	AT5G38900.2, AT5G38900.1	AH022774-RA
OG0005324	AT1G50170.3, AT1G50170.2, AT1G50170.1	AH018985-RA
OG0005325	AT5G63000.1	AH002227-RA
OG0005326	AT1G14680.1, AT4G09060.1, AT4G09060.2	AH008696-RA
OG0005328	AT1G73840.1, AT1G73840.2	AH002852-RA
OG0005329	AT1G12840.1	AH012378-RA, AH019548-RA
OG0005330	AT5G16180.1, AT5G16180.2	AH016518-RA
OG0005331	AT3G03150.1, AT5G17165.1	AH019772-RA, AH019769-RA, AH007330-RA
OG0005332	AT2G03667.2, AT2G03667.1	AH005541-RA
OG0005333	AT3G03520.2, AT3G03520.1, AT3G03530.1, AT3G03540.1	AH009294-RA, AH001199-RA, AH009295-RA
OG0005334	AT1G69030.1, AT1G26300.3, AT1G26300.2, AT1G26300.1	AH017460-RA, AH002907-RA
OG0005335	AT1G50280.2, AT1G50280.1, AT3G19850.1	AH001097-RA
OG0005336	AT1G32200.1, AT1G32200.2	AH018447-RA
OG0005337	AT1G23205.1, AT1G70720.1, AT1G70720.2, AT2G01610.1, AT1G14890.1	AH014922-RA
OG0005338	AT1G18950.3, AT1G18950.1, AT1G18950.2	AH002783-RA, AH017640-RA
OG0005339	AT3G48590.1, AT5G63470.1, AT5G63470.2	AH002982-RA
OG0005340	AT2G44840.1, AT4G17500.1, AT5G47220.1	AH011404-RA, AH018320-RA
OG0005341	AT1G31500.5, AT1G31500.1, AT1G31500.8, AT1G31500.3, AT1G31500.6, AT1G31500.4, AT1G31500.7, AT1G31500.2	AH003242-RA
OG0005343	AT5G45310.2, AT5G45310.1	AH018767-RA
OG0005344	AT4G30480.1, AT4G30480.3, AT4G30480.2	AH021028-RA, AH014270-RA
OG0005345	AT1G25375.1	AH004129-RA
OG0005346	AT1G17980.2, AT1G17980.1	AH006656-RA
OG0005347	AT5G17300.2, AT5G17300.1	AH007850-RA, AH010708-RA
OG0005348	AT2G33500.1, AT2G33500.2, AT1G28050.1	AH005226-RA, AH004578-RA
OG0005349	AT5G15870.1	AH022936-RA
OG0005350	AT5G46750.1, AT4G17890.1, AT4G17890.2	AH018397-RA, AH011506-RA
OG0005351	AT5G17060.2, AT5G17060.1, AT3G03120.1	AH007318-RA
OG0005352	AT1G70750.1	AH017856-RA
OG0005353	AT2G27790.3, AT2G27790.4, AT2G27790.1, AT2G27790.2, AT5G27300.3, AT5G27300.2, AT5G27300.1	AH004433-RA, AH004432-RA
OG0005354	AT4G04885.1	AH015024-RA
OG0005355	AT5G13200.1, AT5G13200.2	AH005230-RA
OG0005356	AT4G17980.2, AT4G17980.1, AT5G46590.1, AT5G46590.2	AH018336-RA
OG0005357	AT5G51170.2, AT5G51170.1, AT5G51170.4, AT5G51170.3	AH013008-RA
OG0005358	AT1G48380.1, AT1G48380.2	AH021216-RA
OG0005359	AT1G23230.2, AT1G23230.3, AT1G23230.1	AH005366-RA
OG0005360	AT5G61060.1, AT5G61060.2, AT5G61070.1, AT5G61050.1	AH017510-RA
OG0005361	AT5G38880.1	AH022773-RA
OG0005362	AT1G70630.4, AT1G70630.3, AT1G70630.6, AT1G70630.7, AT1G70630.5, AT1G70630.1, AT1G70630.2	AH004820-RA
OG0005363	AT1G31360.6, AT1G31360.1, AT1G31360.3, AT1G31360.2, AT1G31360.8, AT1G31360.4, AT1G31360.7, AT1G31360.5	AH003248-RA
OG0005367	AT1G72060.1	AH009979-RA, AH014507-RA, AH009431-RA
OG0005369	AT3G61960.2, AT3G61960.1	AH009475-RA
OG0005371	AT5G65120.2, AT5G65120.1, AT5G10110.1	AH003526-RA, AH005944-RA
OG0005373	AT4G00695.2, AT4G00695.1, AT4G00695.5, AT4G00695.3, AT4G00695.4, AT1G80245.2, AT1G80245.5, AT1G80245.4, AT1G80245.6, AT1G80245.7, AT1G80245.3, AT1G80245.1	AH000044-RA
OG0005395	AT4G04190.3, AT4G04190.2, AT4G04190.1	AH022397-RA
OG0005399	AT5G58160.1	AH020617-RA
OG0005400	AT5G22950.1	AH013310-RA, AH022227-RA
OG0005402	AT3G57030.1	AH020454-RA
OG0005402	AT2G41290.1	AH020453-RA
OG0005403	AT3G05760.1, AT3G05760.2	AH010407-RA
OG0005404	AT1G02300.1, AT1G02305.1, AT4G01610.2, AT4G01610.1	AH022372-RA, AH013564-RA
OG0005405	AT1G09320.1, AT3G06520.2, AT3G06520.1	AH011605-RA
OG0005406	AT3G50100.2, AT3G50100.1, AT3G50090.1	AH006151-RA
OG0005407	AT3G21550.1, AT3G21520.1	AH021045-RA
OG0005408	AT3G51270.3, AT3G51270.4, AT3G51270.1, AT3G51270.2	AH002120-RA, AH000483-RA
OG0005409	AT5G19855.2, AT5G19855.1	AH007702-RA
OG0005410	AT5G18210.1, AT5G18210.2, AT3G03980.1	AH020251-RA
OG0005411	AT2G39050.1	AH014023-RA
OG0005412	AT1G48090.1, AT1G48090.2, AT1G48090.3, AT1G48090.5, AT1G48090.6, AT1G48090.4	AH006132-RA
OG0005413	AT3G45040.2, AT3G45040.1, AT3G45040.3	AH000198-RA
OG0005414	AT1G13040.2, AT1G13040.1	AH002703-RA
OG0005415	AT2G30280.1	AH011658-RA
OG0005416	AT3G07750.2, AT3G07750.1	AH012446-RA, AH009007-RA
OG0005417	AT5G27820.1	AH008713-RA, AH010525-RA, AH007611-RA
OG0005418	AT5G58630.1	AH013821-RA
OG0005418	AT5G01370.1	AH018805-RA
OG0005419	AT2G05170.1	AH022252-RA
OG0005421	AT3G05880.1, AT3G05890.1	AH015929-RA
OG0005423	AT2G43420.1	AH020085-RA
OG0005424	AT2G43970.1, AT2G43970.2	AH020007-RA, AH011745-RA
OG0005425	AT5G01920.1, AT5G01920.2	AH012440-RA
OG0005426	AT2G38370.2, AT2G38370.1	AH021737-RA
OG0005427	AT3G56350.1, AT3G10920.1, AT3G10920.2	AH019268-RA
OG0005428	AT1G08260.2, AT1G08260.1, AT2G27120.3, AT2G27120.1, AT2G27120.2	AH013273-RA
OG0005430	AT3G24495.2, AT3G24495.1	AH020841-RA
OG0005431	AT3G16370.1	AH001557-RA, AH023067-RA, AH000521-RA
OG0005432	AT2G27730.1, AT2G27730.4, AT2G27730.3, AT2G27730.2	AH013244-RA
OG0005433	AT5G49930.1	AH011805-RA
OG0005434	AT1G08760.1	AH020082-RA
OG0005435	AT2G39370.1	AH023509-RA, AH023778-RA, AH023508-RA
OG0005436	AT5G12370.3, AT5G12370.2, AT5G12370.1	AH018867-RA
OG0005437	AT1G54820.3, AT1G54820.4, AT1G54820.2, AT1G54820.1	AH010437-RA
OG0005438	AT2G36200.1, AT2G36200.2	AH021796-RA
OG0005439	AT5G17620.1	AH009246-RA
OG0005440	AT3G44735.1, AT3G44735.2	AH012660-RA
OG0005441	AT3G60050.2, AT3G60050.1, AT1G55630.1	AH003057-RA
OG0005442	AT1G06900.1	AH013225-RA
OG0005444	AT4G28530.1, AT4G28530.2	AH017718-RA
OG0005445	AT2G25170.3, AT2G25170.2, AT2G25170.4, AT2G25170.1	AH023272-RA, AH016236-RA
OG0005446	AT2G40690.2, AT2G40690.3, AT2G40690.1	AH015621-RA
OG0005447	AT2G36420.1, AT5G03670.1, AT5G03670.2	AH012652-RA
OG0005448	AT2G40150.1, AT3G55990.1	AH023109-RA, AH016388-RA
OG0005449	AT5G19010.1	AH011831-RA, AH020143-RA
OG0005450	AT1G50450.1	AH007714-RA
OG0005451	AT4G21110.2, AT4G21110.1	AH017710-RA
OG0005452	AT5G58770.1	AH022485-RA, AH018792-RA, AH022687-RA
OG0005453	AT2G42080.1, AT3G58020.1	AH006864-RA
OG0005454	AT5G18480.1	AH010744-RA
OG0005455	AT3G10040.1	AH012679-RA, AH021863-RA
OG0005457	AT3G55850.2, AT3G55850.4, AT3G55850.3, AT3G55850.1, AT3G55850.6, AT3G55850.5	AH019160-RA
OG0005458	AT3G11964.2, AT3G11964.1	AH021884-RA
OG0005459	AT2G45243.1, AT4G34070.1, AT5G06260.1, AT5G06260.3, AT5G06260.2	AH021776-RA
OG0005460	AT5G44060.1, AT1G04000.1, AT3G23440.1	AH007186-RA
OG0005461	AT4G31390.2, AT4G31390.1	AH017025-RA
OG0005462	AT3G11820.1, AT3G11820.2	AH018872-RA, AH018871-RA
OG0005463	AT1G73180.2, AT1G73180.1	AH020055-RA
OG0005464	AT1G02680.1	AH017705-RA
OG0005465	AT1G04020.1, AT1G04020.2	AH022045-RA, AH013544-RA
OG0005466	AT3G63410.1	AH017792-RA, AH002599-RA
OG0005469	AT1G75990.1, AT1G20200.1	AH023712-RA, AH016786-RA
OG0005470	AT1G04635.1	AH019757-RA
OG0005471	AT3G22310.1, AT3G22310.2, AT3G22330.1	AH001119-RA, AH000065-RA
OG0005472	AT5G17900.1, AT4G08580.1, AT4G08580.2	AH019313-RA, AH015629-RA
OG0005473	AT2G25740.1, AT2G25740.2	AH016159-RA
OG0005475	AT5G66230.1, AT5G66230.2, AT3G51230.1	AH006424-RA
OG0005476	AT5G08640.1, AT5G08640.2	AH008984-RA
OG0005477	AT5G42180.1	AH005934-RA, AH003623-RA
OG0005479	AT4G34100.2, AT4G34100.1	AH001638-RA, AH000958-RA
OG0005480	AT2G44060.1, AT2G44060.2	AH011754-RA
OG0005481	AT1G61000.1	AH021252-RA
OG0005482	AT1G58120.1	AH008832-RA
OG0005483	AT4G17190.3, AT4G17190.1, AT5G47770.1	AH007599-RA, AH009784-RA, AH013252-RA, AH014856-RA
OG0005484	AT1G71250.1	AH001028-RA
OG0005484	AT5G08460.1	AH003296-RA
OG0005485	AT5G64260.1	AH000909-RA, AH001576-RA
OG0005486	AT4G16745.1, AT4G16745.2	AH018297-RA
OG0005487	AT2G46890.1	AH009466-RA
OG0005488	AT3G19640.1	AH000664-RA
OG0005490	AT5G53480.1	AH011957-RA
OG0005491	AT4G34970.1	AH002255-RA
OG0005492	AT2G23090.1	AH005686-RA, AH010248-RA, AH003894-RA, AH005687-RA, AH003895-RA
OG0005493	AT2G32230.2, AT2G32230.1	AH011661-RA
OG0005494	AT3G52905.1	AH003174-RA
OG0005495	AT3G50660.1, AT3G50660.2	AH005609-RA
OG0005496	AT1G33470.2, AT1G33470.3, AT1G33470.1, AT1G22910.1, AT1G22910.4, AT1G22910.3, AT1G22910.2	AH023627-RA
OG0005497	AT4G24270.4, AT4G24270.3, AT4G24270.1, AT4G24270.2	AH005271-RA
OG0005498	AT3G16950.2, AT3G16950.1, AT4G16155.1	AH007109-RA
OG0005499	AT3G19510.2, AT3G19510.1	AH017891-RA
OG0005501	AT1G44835.2, AT1G44835.1	AH015824-RA
OG0005502	AT2G23470.1	AH003955-RA
OG0005503	AT4G15570.3, AT4G15570.1, AT4G15570.2, AT4G15570.4	AH013471-RA
OG0005504	AT5G08290.2	AH003597-RA
OG0005504	AT5G08290.1	AH000009-RA
OG0005506	AT1G21920.2, AT1G21920.1, AT1G77660.1	AH023595-RA
OG0005507	AT4G12110.1, AT4G22756.1, AT4G22755.1	AH018749-RA
OG0005508	AT5G22370.1, AT5G22370.2, AT5G22370.3	AH005919-RA
