Orthogroup	A_thaliana.proteins	B_vulgaris.proteins
OG0004079	AT4G14710.3, AT4G14710.2, AT4G14710.1, AT4G14710.5, AT4G14710.6, AT4G14716.1, AT4G14716.2, AT4G14710.4, AT2G26400.1, AT2G26400.3, AT2G26400.4, AT2G26400.2	Bevul.3G148900.1.p
OG0004080	AT2G27510.1	Bevul.7G227000.1.p, Bevul.8G187900.1.p
OG0004082	AT4G01560.1	Bevul.1G201900.1.p
OG0004083	AT5G10250.1, AT5G10250.2	Bevul.6G069200.1.p
OG0004084	AT3G02640.1, AT5G16250.1	Bevul.4G214500.1.p, Bevul.3G113900.1.p
OG0004085	AT4G35970.1, AT4G35970.2	Bevul.6G033200.1.p
OG0004086	AT1G10290.1, AT1G59610.1	Bevul.6G156400.1.p
OG0004087	AT1G33420.1, AT1G33420.2	Bevul.4G188700.1.p
OG0004088	AT1G29060.2, AT1G29060.1, AT4G14600.1	Bevul.3G112700.1.p
OG0004089	AT1G64530.1, AT1G64530.2, AT4G24020.1, AT4G24020.2	Bevul.5G013700.1.p
OG0004090	AT5G67200.1, AT3G50230.1, AT3G50230.2	Bevul.6G005700.1.p
OG0004090	AT5G43020.1	Bevul.1G002900.1.p
OG0004091	AT4G24380.1, AT4G24380.6, AT4G24380.3, AT4G24380.2	Bevul.1G110600.1.p
OG0004092	AT2G18060.3, AT2G18060.1, AT2G18060.2, AT4G36160.3, AT4G36160.1, AT4G36160.2, AT5G66300.1	Bevul.6G029000.1.p
OG0004093	AT2G15220.1	Bevul.9G232600.1.p, Bevul.9G232500.1.p
OG0004094	AT2G22720.2, AT2G22720.5, AT2G22720.6, AT2G22720.4, AT2G22720.3, AT2G22720.1, AT4G37860.2, AT4G37860.1	Bevul.6G096600.1.p
OG0004095	AT5G67390.2, AT5G67390.1, AT5G67390.3	Bevul.6G011600.1.p
OG0004096	AT2G39260.1	Bevul.2G205300.8.p, Bevul.2G205300.7.p, Bevul.2G205300.1.p, Bevul.2G205300.11.p, Bevul.2G205300.3.p, Bevul.2G205300.9.p, Bevul.2G205300.6.p, Bevul.2G205300.2.p, Bevul.2G205300.4.p, Bevul.2G205300.5.p, Bevul.2G205300.10.p
OG0004097	AT1G44446.4, AT1G44446.1, AT1G44446.2, AT1G44446.3	Bevul.1G117300.1.p
OG0004098	AT4G39370.2, AT4G39370.3, AT4G39370.1	Bevul.6G057200.1.p
OG0004099	AT2G15780.1	Bevul.9G182500.1.p, Bevul.9G182400.1.p
OG0004100	AT3G03010.5, AT3G03010.4, AT3G03010.1, AT3G03010.2, AT3G03010.3, AT5G16870.1	Bevul.3G015900.1.p
OG0004101	AT1G57680.1, AT1G57680.3, AT1G57680.2	Bevul.4G185100.1.p
OG0004102	AT4G34020.3, AT4G34020.4, AT4G34020.1, AT4G34020.2	Bevul.9G130900.2.p, Bevul.9G130900.1.p, Bevul.9G130900.4.p, Bevul.9G130900.6.p, Bevul.9G130900.3.p, Bevul.9G130900.5.p
OG0004103	AT1G75500.1, AT1G75500.2	Bevul.1G162200.1.p
OG0004104	AT1G09810.1, AT1G09810.3, AT1G09810.2	Bevul.8G007900.1.p
OG0004105	AT1G80670.1	Bevul.9G228200.1.p, Bevul.9G228200.2.p, Bevul.9G228200.3.p
OG0004106	AT4G36630.1, AT4G36630.2	Bevul.6G018900.1.p
OG0004107	AT5G65990.1, AT2G42005.1, AT4G38250.1	Bevul.6G074700.1.p
OG0004108	AT5G22800.1, AT5G22800.2	Bevul.9G126100.1.p, Bevul.9G126100.2.p
OG0004109	AT4G37790.1, AT2G22800.1	Bevul.6G084300.1.p
OG0004111	AT4G37580.1, AT4G37580.2, AT2G23060.1	Bevul.6G012500.1.p
OG0004112	AT5G64280.1, AT5G64290.1	Bevul.9G149000.1.p, Bevul.9G149000.2.p
OG0004113	AT4G35560.1, AT4G35560.2	Bevul.6G238700.1.p
OG0004114	AT5G46330.2, AT5G46330.1	Bevul.8G082300.1.p
OG0004115	AT4G16250.1, AT2G18790.1, AT2G18790.2	Bevul.3G059100.1.p
OG0004117	AT2G17110.1, AT4G35240.2, AT4G35240.1, AT4G35240.4, AT4G35240.3	Bevul.9G124600.4.p, Bevul.9G124600.2.p, Bevul.9G124600.1.p, Bevul.9G124600.3.p
OG0004118	AT3G11800.1	Bevul.9G179500.1.p
OG0004118	AT3G44150.1	Bevul.5G111300.1.p
OG0004119	AT4G16490.1	Bevul.8G040600.1.p
OG0004120	AT3G06680.2, AT3G06680.3, AT3G06700.1, AT3G06700.2, AT3G06700.3	Bevul.3G054300.1.p
OG0004121	AT2G33860.2, AT2G33860.1	Bevul.8G019500.1.p
OG0004122	AT3G13225.1, AT3G13225.3, AT3G13225.2	Bevul.4G005100.1.p
OG0004124	AT1G68000.1, AT4G38570.2, AT4G38570.4, AT4G38570.3, AT4G38570.1	Bevul.9G135600.2.p, Bevul.9G135600.1.p, Bevul.7G154400.1.p
OG0004125	AT4G30310.4, AT4G30310.3, AT4G30310.2, AT4G30310.1	Bevul.8G213500.1.p
OG0004126	AT5G44190.1, AT5G44190.2, AT2G20570.2, AT2G20570.3, AT2G20570.1	Bevul.9G080300.2.p, Bevul.9G080300.1.p
OG0004127	AT1G29810.2, AT1G29810.1	Bevul.8G080800.1.p
OG0004128	AT1G11930.2, AT1G11930.1	Bevul.8G111500.2.p, Bevul.8G111500.1.p
OG0004128	AT4G26860.1, AT4G26860.2	Bevul.4G026400.1.p
OG0004130	AT5G51040.2, AT5G51040.4, AT5G51040.3, AT5G51040.1	Bevul.5G165300.1.p
OG0004131	AT1G07750.1, AT2G28680.1	Bevul.7G213000.1.p, Bevul.7G030300.1.p
OG0004132	AT5G62050.1	Bevul.5G017600.1.p
OG0004133	AT5G51660.1, AT5G51660.4, AT5G51660.2, AT5G51660.3	Bevul.3G084300.1.p
OG0004134	AT4G23570.1, AT4G23570.2, AT4G23570.3, AT4G11260.1	Bevul.3G048100.1.p
OG0004135	AT1G72970.2, AT1G72970.1	Bevul.7G176600.1.p, Bevul.7G176700.1.p
OG0004136	AT1G79870.1, AT1G79870.2	Bevul.9G206700.1.p
OG0004137	AT4G38500.1	Bevul.9G132400.2.p, Bevul.9G132400.1.p
OG0004138	AT1G05500.1, AT5G11100.1	Bevul.2G176000.5.p, Bevul.2G176000.3.p, Bevul.2G176000.4.p, Bevul.2G176000.1.p
OG0004139	AT4G20330.1	Bevul.7G192500.1.p
OG0004141	AT5G56900.2, AT5G56900.3, AT5G56900.1	Bevul.8G128900.1.p
OG0004142	AT1G51720.2, AT1G51720.3, AT1G51720.1	Bevul.9G108800.2.p, Bevul.9G108800.3.p, Bevul.9G108800.4.p, Bevul.9G108800.1.p, Bevul.9G108800.6.p, Bevul.9G108800.5.p
OG0004143	AT3G15940.1, AT3G15940.2, AT1G52420.1	Bevul.9G201800.2.p, Bevul.9G201800.1.p
OG0004144	AT3G28450.1	Bevul.7G113000.1.p
OG0004144	AT1G69990.1, AT1G27190.1	Bevul.6G248400.1.p
OG0004145	AT4G11960.1, AT4G11960.2, AT4G22890.3, AT4G22890.1, AT4G22890.2, AT4G22890.5, AT4G22890.4	Bevul.5G039300.1.p
OG0004146	AT2G44950.1, AT2G44950.2	Bevul.1G139900.1.p
OG0004147	AT5G20410.1, AT2G11810.4, AT2G11810.2, AT2G11810.3, AT2G11810.1	Bevul.8G166500.1.p
OG0004148	AT1G07030.1, AT2G30160.1	Bevul.7G217600.1.p
OG0004149	AT5G17270.2, AT5G17270.1, AT5G37130.1	Bevul.8G114900.1.p
OG0004150	AT4G33080.1, AT4G33080.2	Bevul.2G139800.1.p, Bevul.2G139800.4.p, Bevul.2G139800.2.p, Bevul.2G139800.3.p
OG0004151	AT1G63220.1, AT1G63220.2	Bevul.1G167500.1.p
OG0004152	AT3G43850.1, AT3G43850.2, AT5G21940.1	Bevul.2G134500.1.p
OG0004153	AT5G11280.1	Bevul.2G023900.1.p
OG0004154	AT4G32140.1	Bevul.2G175700.1.p
OG0004156	AT1G01190.2, AT1G01190.1, AT2G46660.1, AT3G61880.1, AT3G61880.2	Bevul.1G196700.1.p, Bevul.1G196600.1.p
OG0004157	AT5G47380.1, AT5G47380.3, AT5G47380.2, AT5G47380.4, AT5G47380.5	Bevul.5G066000.1.p
OG0004158	AT4G25700.2, AT4G25700.3, AT4G25700.1	Bevul.3G051200.1.p
OG0004159	AT3G53110.1	Bevul.7G043900.1.p
OG0004160	AT1G72330.3, AT1G72330.1, AT1G17290.1	Bevul.7G161600.1.p
OG0004161	AT1G64670.3, AT1G64670.2, AT1G64670.1, AT5G41900.1, AT4G24140.1	Bevul.5G062800.1.p
OG0004162	AT1G51760.1, AT1G51780.1	Bevul.9G111800.1.p, Bevul.9G111800.2.p
OG0004163	AT3G49220.1, AT3G49220.3, AT3G49220.2, AT5G53370.1, AT5G53370.2	Bevul.3G038300.1.p
OG0004164	AT4G31720.3, AT4G31720.2, AT4G31720.1	Bevul.2G004400.1.p, Bevul.2G004400.3.p
OG0004165	AT5G10720.1	Bevul.2G003800.2.p, Bevul.2G003800.1.p, Bevul.2G003800.4.p, Bevul.2G003800.3.p
OG0004166	AT2G02370.2, AT2G02370.3, AT2G02370.1	Bevul.4G006400.1.p
OG0004167	AT3G60580.1, AT2G45120.1, AT1G02030.1	Bevul.1G136700.1.p
OG0004168	AT5G53620.3, AT5G53620.2, AT5G53620.1	Bevul.3G029500.1.p
OG0004169	AT4G25370.1	Bevul.3G085400.1.p
OG0004169	AT4G12060.1	Bevul.5G042500.1.p
OG0004170	AT2G38550.1	Bevul.7G004100.1.p
OG0004171	AT3G12520.3, AT3G12520.1, AT3G12520.2, AT5G13550.1	Bevul.2G105600.1.p, Bevul.2G105600.2.p
OG0004172	AT5G04420.1, AT5G04420.2, AT5G04420.3	Bevul.4G100100.1.p
OG0004173	AT3G13229.1	Bevul.4G002400.1.p
OG0004173	AT4G12690.1, AT4G12690.2, AT2G04220.1, AT5G48270.1	Bevul.9G067400.1.p
OG0004174	AT4G26600.6, AT4G26600.2, AT4G26600.4, AT4G26600.8, AT4G26600.7, AT4G26600.5, AT4G26600.1, AT4G26600.3, AT5G55920.1	Bevul.4G003700.1.p
OG0004175	AT5G46290.3, AT5G46290.1	Bevul.8G084500.1.p
OG0004176	AT3G52050.2, AT3G52050.1, AT3G52050.3, AT3G52050.6, AT3G52050.5, AT3G52050.4, AT3G52050.7, AT3G52050.8	Bevul.3G109800.1.p
OG0004179	AT3G56370.1	Bevul.2G027700.1.p
OG0004179	AT5G01890.1	Bevul.7G004300.1.p
OG0004180	AT1G06790.2, AT1G06790.1	Bevul.3G089200.1.p
OG0004181	AT1G56180.2, AT1G56180.1	Bevul.2G086300.2.p, Bevul.2G086300.3.p, Bevul.2G086300.4.p, Bevul.2G086300.5.p, Bevul.2G086300.6.p, Bevul.2G086300.1.p
OG0004182	AT3G20475.2, AT3G20475.3, AT3G20475.1	Bevul.4G028500.1.p
OG0004183	AT1G74260.1	Bevul.2G157200.1.p, Bevul.2G157200.2.p
OG0004184	AT5G60730.1, AT3G10350.1, AT3G10350.2	Bevul.6G145300.1.p
OG0004185	AT2G22140.2, AT2G22140.1	Bevul.6G057800.1.p
OG0004186	AT5G54590.4, AT5G54590.2, AT5G54590.3	Bevul.4G046800.1.p
OG0004187	AT3G63510.2, AT3G63510.1, AT5G47970.2, AT5G47970.1, AT5G47970.3	Bevul.2G190800.1.p
OG0004188	AT3G12490.1, AT3G12490.2, AT5G05110.1	Bevul.2G033500.1.p, Bevul.2G033500.3.p, Bevul.2G033500.2.p
OG0004189	AT4G15180.1	Bevul.9G064600.1.p
OG0004190	AT3G09660.2, AT3G09660.1, AT3G09660.3	Bevul.7G062600.6.p, Bevul.7G062600.4.p, Bevul.7G062600.5.p, Bevul.7G062600.8.p, Bevul.7G062600.7.p, Bevul.7G062600.3.p, Bevul.7G062600.2.p, Bevul.7G062600.1.p
OG0004191	AT4G21150.3, AT4G21150.1, AT4G21150.2	Bevul.1G145800.1.p
OG0004193	AT5G08470.3, AT5G08470.4, AT5G08470.2, AT5G08470.1	Bevul.2G007700.5.p, Bevul.2G007700.7.p, Bevul.2G007700.3.p, Bevul.2G007700.4.p, Bevul.2G007700.1.p, Bevul.2G007700.2.p, Bevul.2G007700.6.p
OG0004194	AT3G08980.2, AT3G08980.3, AT3G08980.4, AT3G08980.5, AT3G08980.1	Bevul.8G187300.1.p, Bevul.8G187600.1.p
OG0004195	AT1G28520.5, AT1G28520.1, AT1G28520.3, AT1G28520.2, AT1G28520.4	Bevul.8G019200.1.p
OG0004196	AT5G15170.1	Bevul.8G072500.1.p
OG0004197	AT4G27410.1, AT4G27410.3, AT4G27410.2, AT3G15500.1, AT1G52890.1	Bevul.4G055600.1.p
OG0004198	AT1G11860.1, AT1G11860.2, AT1G11860.3	Bevul.6G008200.1.p
OG0004199	AT3G21060.1	Bevul.7G150100.1.p
OG0004200	AT2G39190.2, AT2G39190.1	Bevul.2G085300.2.p, Bevul.2G085300.1.p
OG0004202	AT5G60640.1, AT5G60640.3, AT5G60640.2	Bevul.2G117600.1.p, Bevul.9G050800.1.p
OG0004203	AT3G26700.1, AT3G26700.3, AT3G26700.2, AT3G26700.5, AT3G26700.4	Bevul.6G215600.1.p
OG0004204	AT1G32750.1	Bevul.3G111900.1.p
OG0004205	AT3G14860.1, AT3G14860.2	Bevul.9G000200.1.p, Bevul.9G000200.2.p
OG0004207	AT1G07120.2, AT1G07120.1	Bevul.9G060700.1.p
OG0004208	AT1G29150.1, AT1G29150.2	Bevul.5G079900.1.p, Bevul.9G028400.1.p
OG0004209	AT1G08030.1, AT1G08030.2	Bevul.9G048900.1.p, Bevul.9G048900.5.p, Bevul.9G048900.2.p, Bevul.9G048900.3.p, Bevul.9G048900.4.p
OG0004210	AT2G41640.1, AT2G41640.2, AT2G41640.3, AT3G57380.3, AT3G57380.2, AT3G57380.1, AT3G10320.1	Bevul.3G197300.1.p
OG0004211	AT2G37630.1	Bevul.5G134300.1.p
OG0004213	AT1G63490.4, AT1G63490.2, AT1G63490.3, AT1G63490.1	Bevul.5G000700.1.p
OG0004214	AT5G14090.1, AT5G14090.2	Bevul.6G204200.1.p
OG0004215	AT3G25230.1, AT3G25230.2	Bevul.7G135100.1.p
OG0004216	AT1G47380.1	Bevul.1G059500.1.p
OG0004217	AT1G75210.1, AT1G75210.3, AT1G75210.2	Bevul.1G056400.1.p
OG0004218	AT5G61460.1, AT5G07660.1	Bevul.3G092000.1.p
OG0004219	AT1G01040.2, AT1G01040.1	Bevul.1G201700.1.p
OG0004220	AT5G51400.1	Bevul.3G091200.1.p
OG0004220	AT2G45010.2, AT2G45010.1	Bevul.1G138800.1.p
OG0004221	AT4G23460.2, AT4G23460.1, AT4G11380.1, AT4G11380.2	Bevul.5G028600.1.p
OG0004223	AT1G32900.1	Bevul.5G064500.1.p, Bevul.3G027900.1.p
OG0004224	AT5G42240.1, AT2G12480.2, AT2G12480.1, AT2G12480.4, AT2G12480.3, AT5G42230.1, AT5G42230.2, AT1G43780.1	Bevul.1G080000.1.p
OG0004225	AT1G54250.1, AT3G59600.1	Bevul.4G247500.1.p
OG0004226	AT3G06030.1	Bevul.3G142200.1.p
OG0004227	AT1G76810.1, AT1G76820.1, AT1G76720.2, AT1G76720.1, AT1G21160.1, AT2G27700.1, AT2G27700.2	Bevul.7G205500.1.p
OG0004228	AT3G57980.1, AT3G57980.2, AT2G42150.1	Bevul.3G183500.1.p
OG0004228	AT3G60110.1, AT2G44430.1	Bevul.4G242700.1.p
OG0004229	AT4G25360.2, AT4G25360.1, AT5G51640.1	Bevul.3G085700.1.p, Bevul.3G085600.1.p
OG0004230	AT2G44970.3, AT2G44970.2, AT2G44970.1	Bevul.1G139800.1.p
OG0004231	AT4G31150.2, AT4G31150.4, AT4G31150.3, AT4G31150.1	Bevul.2G125000.3.p, Bevul.2G125000.7.p, Bevul.2G125000.1.p, Bevul.2G125000.6.p, Bevul.2G125000.4.p, Bevul.2G125000.10.p, Bevul.2G125000.9.p, Bevul.2G125000.5.p, Bevul.2G125000.11.p, Bevul.2G125000.2.p, Bevul.2G125000.8.p
OG0004232	AT4G24770.1, AT4G24770.2, AT5G50250.1	Bevul.7G140900.1.p
OG0004233	AT5G48385.1	Bevul.5G228700.1.p
OG0004235	AT1G24460.2, AT1G24460.1	Bevul.6G169800.1.p, Bevul.6G061200.1.p
OG0004236	AT3G04530.1, AT1G08650.1, AT1G08650.2	Bevul.4G131300.1.p
OG0004238	AT1G21380.1	Bevul.1G085000.1.p
OG0004239	AT3G19190.1, AT3G19190.2, AT3G19190.3	Bevul.9G183500.1.p, Bevul.9G183500.2.p, Bevul.9G183500.3.p, Bevul.9G183500.4.p
OG0004240	AT1G27340.1	Bevul.6G206300.1.p
OG0004241	AT5G57860.4, AT5G57860.2, AT5G57860.3, AT5G57860.1	Bevul.3G092900.1.p
OG0004242	AT5G18420.2, AT5G18420.4, AT5G18420.1, AT5G18420.3	Bevul.4G186400.1.p
OG0004243	AT2G21370.3, AT2G21370.4, AT2G21370.1, AT2G21370.2	Bevul.9G158300.1.p, Bevul.9G158300.4.p, Bevul.9G158300.2.p, Bevul.9G158300.3.p
OG0004244	AT1G11760.1	Bevul.9G106000.6.p, Bevul.9G106000.5.p, Bevul.9G106000.1.p, Bevul.9G106000.9.p, Bevul.9G106000.10.p, Bevul.9G106000.2.p, Bevul.9G106000.4.p, Bevul.9G106000.7.p, Bevul.9G106000.11.p, Bevul.9G106000.8.p, Bevul.9G106000.3.p, Bevul.1G020900.1.p
OG0004245	AT5G39450.1	Bevul.4G179200.1.p
OG0004246	AT1G02860.1, AT1G02860.3, AT1G02860.2	Bevul.7G093200.1.p, Bevul.7G093200.3.p, Bevul.7G093200.4.p, Bevul.7G093200.2.p
OG0004247	AT4G10930.2, AT4G10930.1	Bevul.5G015700.1.p
OG0004248	AT3G18600.1, AT5G65900.1	Bevul.3G171500.1.p, Bevul.5G046400.1.p
OG0004249	AT3G17510.1, AT3G17510.2	Bevul.3G125800.1.p
OG0004250	AT5G36880.2, AT5G36880.1, AT5G36880.5, AT5G36880.3, AT5G36880.6, AT5G36880.4	Bevul.6G163900.1.p
OG0004251	AT1G34340.1	Bevul.1G211800.1.p
OG0004252	AT5G48920.1	Bevul.6G052900.1.p, Bevul.7G108700.1.p
OG0004252	AT1G43790.1	Bevul.5G080300.1.p, Bevul.1G080400.1.p
OG0004253	AT1G19530.2, AT1G19530.1	Bevul.1G158200.1.p
OG0004254	AT3G50810.1, AT3G50810.3, AT3G50810.2	Bevul.6G092600.1.p
OG0004255	AT5G45560.2, AT5G45560.1, AT4G19040.2, AT4G19040.3, AT4G19040.1	Bevul.5G102900.1.p
OG0004257	AT5G63060.1, AT5G63060.2	Bevul.5G216500.1.p
OG0004258	AT2G02148.3, AT2G02148.4, AT2G02148.1, AT2G02148.5, AT2G02148.2	Bevul.6G041500.1.p
OG0004259	AT1G68510.1	Bevul.6G128000.1.p
OG0004260	AT1G25440.1, AT1G68520.1	Bevul.6G127900.1.p
OG0004261	AT3G51140.1, AT3G51140.2	Bevul.6G028600.1.p
OG0004262	AT3G48195.1	Bevul.5G214600.1.p
OG0004263	AT3G01040.2, AT3G01040.3, AT3G01040.1, AT5G15470.1	Bevul.2G071000.1.p, Bevul.2G071000.2.p
OG0004265	AT4G31210.3, AT4G31210.1, AT4G31210.2	Bevul.2G125900.1.p, Bevul.2G125900.2.p
OG0004266	AT3G01460.1	Bevul.2G095000.3.p, Bevul.2G095000.2.p, Bevul.2G095000.1.p
OG0004267	AT1G23820.2, AT1G23820.1, AT1G70310.1	Bevul.6G193000.1.p
OG0004268	AT5G16760.1	Bevul.3G014600.1.p, Bevul.3G014700.1.p
OG0004269	AT5G07920.3, AT5G07920.1, AT5G07920.2	Bevul.5G180200.1.p
OG0004270	AT1G74910.2, AT1G74910.1, AT1G74910.3	Bevul.5G205000.1.p
OG0004271	AT4G19450.1, AT4G19450.2, AT5G45275.1	Bevul.5G108700.1.p
OG0004272	AT1G60800.1, AT1G60800.2	Bevul.6G187400.1.p
OG0004273	AT3G54170.1	Bevul.5G217300.1.p
OG0004274	AT3G02980.2, AT3G02980.1, AT5G16800.1, AT5G16800.3, AT5G16800.2	Bevul.3G014900.1.p
OG0004275	AT1G27920.2, AT1G27920.1	Bevul.6G208100.1.p
OG0004276	AT5G47740.1, AT5G47740.2	Bevul.8G035900.1.p
OG0004278	AT1G29750.3, AT1G29750.2, AT1G29750.1	Bevul.8G074300.1.p
OG0004279	AT4G13090.1, AT4G13080.1, AT3G25050.1	Bevul.7G127900.1.p
OG0004280	AT1G08310.2, AT1G08310.1, AT1G08310.3, AT3G44510.3, AT3G44510.2, AT3G44510.1, AT3G44510.5, AT3G44510.4	Bevul.7G227900.1.p
OG0004281	AT1G52500.2, AT1G52500.1, AT1G52500.3, AT1G52500.5, AT1G52500.4	Bevul.9G190300.1.p, Bevul.9G190300.2.p, Bevul.9G190300.5.p, Bevul.9G190300.9.p, Bevul.9G190300.8.p, Bevul.9G190300.4.p, Bevul.9G190300.3.p, Bevul.9G190300.6.p, Bevul.9G190300.7.p, Bevul.9G190300.10.p
OG0004294	AT3G22320.1	Bevul.9G146900.1.p
OG0004295	AT1G06850.1, AT1G06850.2, AT2G40620.1	Bevul.7G224100.1.p
OG0004296	AT2G47900.1, AT2G47900.2, AT2G47900.3	Bevul.7G087100.1.p
OG0004297	AT5G26240.1, AT5G26240.2	Bevul.3G139700.1.p
OG0004298	AT1G51160.2, AT1G51160.3, AT1G51160.1	Bevul.1G140900.1.p
OG0004299	AT5G26180.3, AT5G26180.1, AT5G26180.4, AT5G26180.2, AT5G26180.5	Bevul.2G138700.3.p, Bevul.2G138700.2.p, Bevul.2G138700.1.p
OG0004300	AT3G57500.1	Bevul.3G193900.1.p
OG0004300	AT2G26520.1	Bevul.9G182100.1.p
OG0004301	AT5G63930.2, AT5G63930.1	Bevul.4G192900.1.p
OG0004301	AT2G33170.1, AT2G33170.2	Bevul.3G169500.1.p
OG0004302	AT4G13110.1, AT1G03350.1	Bevul.4G134100.1.p
OG0004303	AT1G48605.1, AT3G18030.1	Bevul.1G132400.1.p
OG0004304	AT2G34780.2, AT2G34780.3, AT2G34780.1, AT2G34780.4	Bevul.3G019800.1.p
OG0004305	AT5G27730.3, AT5G27730.4, AT5G27730.5, AT5G27730.2, AT5G27730.1	Bevul.4G203500.1.p
OG0004306	AT5G48380.1	Bevul.4G215500.1.p, Bevul.5G228800.1.p
OG0004308	AT5G18640.1, AT5G18640.3, AT5G18640.2, AT5G18640.4, AT5G18640.5, AT5G18630.3, AT5G18630.1, AT5G18630.2	Bevul.3G152800.1.p
OG0004309	AT4G16100.1	Bevul.3G001600.1.p
OG0004310	AT2G36370.1	Bevul.7G031900.1.p, Bevul.7G031900.2.p, Bevul.7G031900.6.p, Bevul.7G031900.4.p, Bevul.7G031900.3.p, Bevul.7G031900.5.p
OG0004311	AT1G30240.1, AT1G30240.2	Bevul.4G103000.1.p
OG0004312	AT5G62980.2, AT5G62980.1, AT3G11750.1	Bevul.7G182300.1.p
OG0004313	AT4G19380.1, AT4G19380.2	Bevul.5G047300.1.p, Bevul.5G047100.1.p
OG0004314	AT4G38800.1, AT4G34840.4, AT4G34840.5, AT4G34840.3, AT4G34840.1, AT4G34840.2	Bevul.9G143600.1.p
OG0004315	AT3G53890.2, AT3G53890.1, AT5G27700.1	Bevul.4G187300.2.p, Bevul.4G187300.1.p
OG0004316	AT3G10150.1, AT3G10150.2	Bevul.6G241600.1.p, Bevul.3G201800.1.p
OG0004317	AT2G47600.1	Bevul.7G098200.4.p, Bevul.7G098200.3.p, Bevul.7G098200.2.p, Bevul.7G098200.1.p, Bevul.7G098200.5.p
OG0004318	AT1G58983.1, AT1G58684.1, AT1G59359.1, AT1G58380.1, AT2G41840.1, AT3G57490.1	Bevul.8G114400.1.p, Bevul.3G194100.1.p
OG0004319	AT2G41940.1, AT3G58070.1, AT5G06650.1	Bevul.3G178400.1.p
OG0004320	AT1G09010.1	Bevul.4G155700.1.p
OG0004321	AT3G25070.1, AT3G25070.2	Bevul.3G234100.1.p
OG0004322	AT3G46540.1, AT3G46540.3, AT3G46540.2	Bevul.7G206700.1.p
OG0004323	AT5G43330.1, AT1G04410.1	Bevul.3G009200.1.p
OG0004324	AT4G14940.1	Bevul.3G138600.1.p
OG0004325	AT5G27120.1, AT3G05060.1	Bevul.4G144600.1.p, Bevul.8G112200.1.p
OG0004326	AT2G31530.1	Bevul.4G079300.1.p
OG0004327	AT1G03180.5, AT1G03180.1, AT1G03180.2, AT1G03180.3, AT1G03180.4, AT1G03180.6	Bevul.7G074000.2.p, Bevul.7G074000.1.p, Bevul.7G074000.3.p
OG0004328	AT5G64090.1	Bevul.7G061400.6.p, Bevul.7G061400.5.p, Bevul.7G061400.3.p, Bevul.7G061400.7.p, Bevul.7G061400.4.p, Bevul.7G061400.2.p, Bevul.7G061400.9.p, Bevul.7G061400.8.p, Bevul.7G061400.1.p, Bevul.1G166800.1.p
OG0004329	AT3G15590.1, AT3G15590.2, AT1G15480.1, AT1G80270.1, AT1G80270.3, AT1G80270.5, AT1G80270.4, AT1G80270.2	Bevul.3G210500.1.p
OG0004330	AT2G46510.1, AT1G01260.2, AT1G01260.1, AT1G01260.3	Bevul.1G193000.1.p
OG0004331	AT5G49150.6, AT5G49150.8, AT5G49150.7, AT5G49150.5, AT5G49150.2, AT5G49150.3, AT5G49150.4, AT5G49150.1	Bevul.3G158700.1.p
OG0004332	AT4G14746.1, AT4G14746.2	Bevul.3G144800.1.p
OG0004334	AT4G15165.1, AT3G22110.1	Bevul.5G161000.1.p, Bevul.2G182500.1.p
OG0004335	AT5G13800.4, AT5G13800.1, AT5G13800.2, AT5G13800.3	Bevul.2G194900.1.p, Bevul.2G194900.2.p
OG0004336	AT5G22790.1	Bevul.9G103100.1.p, Bevul.2G028100.1.p
OG0004338	AT2G32220.1, AT4G15000.2, AT4G15000.1, AT3G22230.1	Bevul.4G027900.1.p, Bevul.6G154200.1.p
OG0004339	AT2G33470.2, AT2G33470.1	Bevul.7G107800.1.p, Bevul.3G007000.1.p
OG0004340	AT3G53560.1, AT3G53560.2, AT2G37400.1, AT5G02590.1	Bevul.2G085100.1.p
OG0004341	AT3G11397.1, AT5G05987.1, AT5G02040.1, AT5G02040.2	Bevul.5G137000.1.p
OG0004342	ATCG01100.1	Bevul.9G098600.1.p, Bevul.6G135600.1.p, Bevul.7G081800.1.p
OG0004343	AT3G54470.1	Bevul.2G044400.1.p
OG0004344	AT2G26990.1	Bevul.7G035300.1.p, Bevul.1G062500.1.p
OG0004345	AT2G31660.1, AT3G59020.1, AT3G59020.2	Bevul.5G131200.1.p
OG0004346	AT1G46264.1	Bevul.4G056000.1.p, Bevul.4G221500.1.p
OG0004347	AT5G02190.1	Bevul.2G229300.1.p
OG0004349	AT5G27720.1	Bevul.7G094700.1.p
OG0004351	AT4G15920.1, AT3G16690.1, AT3G16690.3, AT3G16690.2	Bevul.3G157900.1.p
OG0004352	AT5G06140.1	Bevul.7G023000.1.p
OG0004353	AT3G29250.1, AT3G29250.3, AT3G29250.2, AT3G29260.1, AT2G47130.1, AT2G47120.1, AT2G47120.2, AT2G47150.1, AT2G47140.1	Bevul.5G259600.1.p
OG0004354	AT4G14000.1	Bevul.3G231300.1.p
OG0004355	AT1G65620.4, AT1G65620.1, AT1G65620.3, AT1G65620.5, AT1G65620.2	Bevul.4G216300.1.p
OG0004356	AT5G27680.3, AT5G27680.1, AT5G27680.6, AT5G27680.4, AT5G27680.2, AT5G27680.5	Bevul.4G205200.1.p
OG0004357	AT3G62830.2, AT3G62830.1, AT2G47650.2, AT2G47650.1	Bevul.7G094300.1.p
