Orthogroup	A_thaliana.proteins	D_spatulata.proteins
OG0004269	AT5G07920.3, AT5G07920.1, AT5G07920.2	Ds_00014118-RA
OG0004270	AT1G74910.2, AT1G74910.1, AT1G74910.3	Ds_00003749-RA, Ds_00011421-RA
OG0004271	AT4G19450.1, AT4G19450.2, AT5G45275.1	Ds_00004845-RA, Ds_00013104-RA
OG0004272	AT1G60800.1, AT1G60800.2	Ds_00009060-RA, Ds_00009056-RA
OG0004273	AT3G54170.1	Ds_00003795-RA
OG0004274	AT3G02980.2, AT3G02980.1, AT5G16800.1, AT5G16800.3, AT5G16800.2	Ds_00007653-RA
OG0004275	AT1G27920.2, AT1G27920.1	Ds_00004806-RA
OG0004276	AT5G47740.1, AT5G47740.2	Ds_00016729-RA
OG0004279	AT4G13090.1, AT4G13080.1, AT3G25050.1	Ds_00014330-RA
OG0004280	AT1G08310.2, AT1G08310.1, AT1G08310.3, AT3G44510.3, AT3G44510.2, AT3G44510.1, AT3G44510.5, AT3G44510.4	Ds_00001262-RA
OG0004281	AT1G52500.2, AT1G52500.1, AT1G52500.3, AT1G52500.5, AT1G52500.4	Ds_00010391-RA
OG0004294	AT3G22320.1	Ds_00011913-RA, Ds_00001093-RA
OG0004296	AT2G47900.1, AT2G47900.2, AT2G47900.3	Ds_00000910-RA
OG0004297	AT5G26240.1, AT5G26240.2	Ds_00006389-RA
OG0004298	AT1G51160.2, AT1G51160.3, AT1G51160.1	Ds_00017592-RA
OG0004299	AT5G26180.3, AT5G26180.1, AT5G26180.4, AT5G26180.2, AT5G26180.5	Ds_00003442-RA
OG0004300	AT3G57500.1	Ds_00000823-RA
OG0004301	AT2G33170.1, AT2G33170.2	Ds_00013249-RA, Ds_00007137-RA
OG0004302	AT4G13110.1	Ds_00003108-RA
OG0004302	AT1G03350.1	Ds_00004711-RA
OG0004303	AT1G48605.1, AT3G18030.1	Ds_00003836-RA
OG0004305	AT5G27730.3, AT5G27730.4, AT5G27730.5, AT5G27730.2, AT5G27730.1	Ds_00003891-RA
OG0004306	AT5G48380.1	Ds_00016752-RA
OG0004308	AT5G18640.1, AT5G18640.3, AT5G18640.2, AT5G18640.4, AT5G18640.5, AT5G18630.3, AT5G18630.1, AT5G18630.2	Ds_00017786-RA
OG0004309	AT4G16100.1	Ds_00005078-RA, Ds_00003216-RA
OG0004311	AT1G30240.1, AT1G30240.2	Ds_00016690-RA, Ds_00007089-RA
OG0004312	AT5G62980.2, AT5G62980.1, AT3G11750.1	Ds_00011567-RA
OG0004313	AT4G19380.1, AT4G19380.2	Ds_00002457-RA
OG0004314	AT4G38800.1, AT4G34840.4, AT4G34840.5, AT4G34840.3, AT4G34840.1, AT4G34840.2	Ds_00013025-RA
OG0004315	AT3G53890.2, AT3G53890.1, AT5G27700.1	Ds_00004707-RA, Ds_00009195-RA
OG0004316	AT3G10150.1, AT3G10150.2	Ds_00000845-RA
OG0004317	AT2G47600.1	Ds_00004696-RA
OG0004318	AT1G58983.1, AT1G58684.1, AT1G59359.1, AT1G58380.1, AT2G41840.1, AT3G57490.1	Ds_00000824-RA
OG0004319	AT2G41940.1, AT3G58070.1, AT5G06650.1	Ds_00007610-RA
OG0004320	AT1G09010.1	Ds_00003874-RA
OG0004321	AT3G25070.1, AT3G25070.2	Ds_00007446-RA
OG0004322	AT3G46540.1, AT3G46540.3, AT3G46540.2	Ds_00010079-RA
OG0004323	AT5G43330.1, AT1G04410.1	Ds_00006452-RA
OG0004325	AT5G27120.1, AT3G05060.1	Ds_00006929-RA
OG0004326	AT2G31530.1	Ds_00000930-RA
OG0004327	AT1G03180.5, AT1G03180.1, AT1G03180.2, AT1G03180.3, AT1G03180.4, AT1G03180.6	Ds_00012399-RA
OG0004328	AT5G64090.1	Ds_00017927-RA
OG0004329	AT3G15590.1, AT3G15590.2, AT1G15480.1, AT1G80270.1, AT1G80270.3, AT1G80270.5, AT1G80270.4, AT1G80270.2	Ds_00012675-RA
OG0004330	AT2G46510.1, AT1G01260.2, AT1G01260.1, AT1G01260.3	Ds_00012517-RA, Ds_00011641-RA
OG0004331	AT5G49150.6, AT5G49150.8, AT5G49150.7, AT5G49150.5, AT5G49150.2, AT5G49150.3, AT5G49150.4, AT5G49150.1	Ds_00003120-RA
OG0004334	AT4G15165.1, AT3G22110.1	Ds_00004759-RA, Ds_00000880-RA
OG0004335	AT5G13800.4, AT5G13800.1, AT5G13800.2, AT5G13800.3	Ds_00011076-RA
OG0004336	AT5G22790.1	Ds_00010171-RA
OG0004338	AT2G32220.1, AT4G15000.2, AT4G15000.1, AT3G22230.1	Ds_00003316-RA
OG0004339	AT2G33470.2, AT2G33470.1	Ds_00003200-RA
OG0004340	AT3G53560.1, AT3G53560.2, AT2G37400.1, AT5G02590.1	Ds_00010338-RA, Ds_00015415-RA
OG0004341	AT5G02040.1, AT5G02040.2	Ds_00014898-RA, Ds_00010787-RA
OG0004343	AT3G54470.1	Ds_00008946-RA
OG0004344	AT2G26990.1	Ds_00017158-RA
OG0004345	AT2G31660.1, AT3G59020.1, AT3G59020.2	Ds_00015295-RA, Ds_00010806-RA
OG0004346	AT1G46264.1	Ds_00000568-RA, Ds_00013919-RA
OG0004347	AT5G02190.1	Ds_00014900-RA
OG0004348	AT3G02780.2, AT5G16440.1, AT3G02780.1	Ds_00013744-RA
OG0004349	AT5G27720.1	Ds_00017956-RA, Ds_00011997-RA
OG0004352	AT5G06140.1	Ds_00015559-RA
OG0004353	AT3G29250.1, AT3G29250.3, AT3G29250.2, AT3G29260.1, AT2G47130.1, AT2G47120.1, AT2G47120.2, AT2G47150.1, AT2G47140.1	Ds_00005447-RA, Ds_00013657-RA
OG0004354	AT4G14000.1	Ds_00005717-RA
OG0004355	AT1G65620.4, AT1G65620.1, AT1G65620.3, AT1G65620.5, AT1G65620.2	Ds_00016804-RA
OG0004356	AT5G27680.3, AT5G27680.1, AT5G27680.6, AT5G27680.4, AT5G27680.2, AT5G27680.5	Ds_00003885-RA
OG0004357	AT3G62830.2, AT3G62830.1, AT2G47650.2, AT2G47650.1	Ds_00004697-RA
OG0004359	AT5G04930.1	Ds_00007030-RA
OG0004361	AT3G07180.2, AT3G07180.1, AT3G07180.3	Ds_00003125-RA
OG0004362	AT5G06490.1, AT2G35910.1	Ds_00015293-RA, Ds_00014868-RA
OG0004363	AT2G25730.2, AT2G25730.4, AT2G25730.1, AT2G25730.3	Ds_00014260-RA
OG0004364	AT2G41430.4, AT2G41430.5, AT2G41430.1, AT2G41430.2, AT2G41430.3	Ds_00005790-RA
OG0004366	AT2G34900.1, AT2G34900.2	Ds_00005964-RA
OG0004367	AT5G22350.1	Ds_00001256-RA
OG0004368	AT3G58050.2, AT3G58050.1	Ds_00002695-RA
OG0004370	AT3G12600.1, AT3G12600.2	Ds_00005768-RA
OG0004371	AT2G42240.3, AT2G42240.1, AT2G42240.4	Ds_00006762-RA
OG0004372	AT4G37930.1	Ds_00011246-RA
OG0004373	AT3G19240.1	Ds_00013527-RA
OG0004373	AT4G33400.1	Ds_00014358-RA
OG0004376	AT1G09795.1, AT1G58080.1	Ds_00003231-RA
OG0004377	AT3G50590.2, AT3G50590.1	Ds_00009476-RA
OG0004378	AT5G44750.2, AT5G44750.1	Ds_00000304-RA
OG0004379	AT1G27595.1	Ds_00000577-RA, Ds_00000578-RA
OG0004380	AT1G59520.6, AT1G59520.2, AT1G59520.5, AT1G59520.4, AT1G59520.1, AT1G59520.3	Ds_00010396-RA, Ds_00010397-RA
OG0004381	AT2G21710.2, AT2G21710.3, AT2G21710.1	Ds_00016520-RA
OG0004382	AT5G23520.2, AT5G23520.1	Ds_00003725-RA
OG0004384	AT1G67990.1, AT1G67980.1, AT1G24735.1, AT1G24735.2, AT1G24735.3	Ds_00009111-RA
OG0004385	AT1G43890.1, AT1G43890.2, AT1G43890.3	Ds_00003637-RA
OG0004386	AT2G38670.1	Ds_00006818-RA
OG0004387	AT5G09580.2, AT5G09580.1	Ds_00013548-RA
OG0004390	AT5G64760.1, AT5G64760.2, AT5G64760.3, AT5G09900.2, AT5G09900.1	Ds_00002289-RA
OG0004391	AT4G30890.2, AT4G30890.1, AT4G30890.3	Ds_00004670-RA
OG0004393	AT3G57450.1	Ds_00016739-RA, Ds_00016693-RA
OG0004394	AT5G65470.1	Ds_00003619-RA
OG0004394	AT4G24530.1	Ds_00011953-RA
OG0004395	AT5G65040.1, AT4G39795.1, AT1G78020.1, AT1G22160.1	Ds_00000176-RA
OG0004397	AT4G39690.1	Ds_00014031-RA
OG0004398	AT3G50430.2, AT3G50430.1	Ds_00005390-RA
OG0004400	AT5G66940.1, AT3G50410.1	Ds_00006786-RA, Ds_00005391-RA, Ds_00011859-RA
OG0004401	AT3G10572.2, AT3G10572.3, AT3G10572.1	Ds_00003398-RA
OG0004403	AT3G49640.5, AT3G49640.2, AT3G49640.1, AT3G49640.4	Ds_00011230-RA
OG0004404	AT4G06634.2, AT4G06634.3, AT4G06634.1	Ds_00009151-RA, Ds_00010538-RA
OG0004405	AT1G33330.1, AT1G33330.2, AT1G33330.3	Ds_00014876-RA
OG0004406	AT1G60950.1, AT1G10960.1	Ds_00016220-RA, Ds_00010418-RA
OG0004407	AT4G21065.1, AT4G21065.2	Ds_00002626-RA
OG0004408	AT1G77320.1, AT1G77320.2, AT1G77320.3	Ds_00010881-RA, Ds_00010880-RA
OG0004409	AT1G49670.1, AT1G49670.2	Ds_00015309-RA
OG0004411	AT4G32960.1	Ds_00011304-RA
OG0004412	AT4G17570.3, AT4G17570.1, AT4G17570.2, AT5G47140.1	Ds_00005134-RA
OG0004413	AT1G17160.2, AT1G17160.1	Ds_00007788-RA
OG0004415	AT3G25770.1, AT3G25760.1, AT3G25780.1, AT1G13280.1	Ds_00006483-RA
OG0004416	AT1G17210.1	Ds_00014162-RA
OG0004417	AT3G15470.1, AT5G54200.1	Ds_00017006-RA, Ds_00002176-RA, Ds_00001773-RA
OG0004418	AT1G56080.1	Ds_00017469-RA
OG0004419	AT3G25440.1, AT3G25440.2, AT3G25440.4, AT3G25440.5, AT3G25440.3	Ds_00004574-RA
OG0004421	AT3G27320.1, AT3G27320.2, AT5G14310.1	Ds_00018063-RA
OG0004422	AT3G20490.1	Ds_00005046-RA
OG0004423	AT4G03560.1	Ds_00014816-RA, Ds_00014815-RA
OG0004424	AT1G30100.1, AT4G18350.1	Ds_00009497-RA
OG0004425	AT2G20820.1, AT2G20820.2	Ds_00012284-RA
OG0004426	AT4G25610.2, AT4G25610.1, AT4G25610.3	Ds_00007298-RA
OG0004428	AT1G64390.1, AT4G11050.2, AT4G11050.3, AT4G11050.1	Ds_00011902-RA
OG0004429	AT5G10710.2, AT5G10710.1, AT5G10710.3	Ds_00010435-RA
OG0004430	AT1G80360.1, AT1G80360.4, AT1G80360.3, AT1G80360.2	Ds_00010382-RA
OG0004431	AT4G25720.4, AT4G25720.5, AT4G25720.2, AT4G25720.3, AT4G25720.1	Ds_00016384-RA
OG0004432	AT1G74960.2, AT1G74960.1, AT1G74960.3	Ds_00008233-RA, Ds_00016997-RA
OG0004433	AT3G24605.1	Ds_00013052-RA
OG0004434	AT1G72340.2, AT1G72340.3, AT1G72340.1	Ds_00010618-RA
OG0004435	AT5G56960.1, AT5G56960.2	Ds_00016006-RA
OG0004436	AT1G07140.1, AT2G30060.1, AT5G58590.1	Ds_00010000-RA, Ds_00005197-RA
OG0004438	AT5G11520.1	Ds_00014247-RA
OG0004438	AT5G19550.1, AT1G62800.3, AT1G62800.2, AT1G62800.1	Ds_00000257-RA
OG0004439	AT4G24830.2, AT4G24830.1	Ds_00003853-RA
OG0004440	AT5G11710.1, AT5G11710.2, AT5G11710.3	Ds_00003463-RA
OG0004441	AT1G63680.1, AT1G63680.3, AT1G63680.2	Ds_00001300-RA
OG0004442	AT5G52550.1, AT4G25690.1, AT4G25690.2, AT4G25670.1, AT4G25670.2	Ds_00012076-RA, Ds_00016387-RA
OG0004445	AT5G35400.1, AT5G35400.2	Ds_00011310-RA
OG0004446	AT5G39850.1, AT5G15200.1	Ds_00016174-RA, Ds_00017246-RA, Ds_00012429-RA
OG0004447	AT2G18850.1, AT2G18850.2	Ds_00007962-RA
OG0004449	AT5G04620.1, AT5G04620.2, AT5G04620.3	Ds_00002610-RA
OG0004450	AT2G19260.1, AT2G19260.2	Ds_00009819-RA
OG0004451	AT3G13990.1, AT3G13990.2	Ds_00002353-RA
OG0004452	AT3G28430.1	Ds_00015764-RA
OG0004453	AT1G52930.1, AT3G15460.1	Ds_00009532-RA
OG0004454	AT1G70710.1, AT1G23210.1	Ds_00008524-RA
OG0004455	AT1G01110.2, AT1G01110.1, AT4G00820.1	Ds_00012530-RA
OG0004457	AT3G47630.1, AT3G47630.5, AT3G47630.4, AT3G47630.3, AT3G47630.2, AT3G47630.6	Ds_00002311-RA
OG0004458	AT1G15380.1, AT1G15380.2, AT1G80160.3, AT1G80160.1	Ds_00000677-RA, Ds_00002445-RA
OG0004459	AT5G53540.1, AT4G27680.1	Ds_00004522-RA
OG0004460	AT2G25660.4, AT2G25660.1, AT2G25660.2, AT2G25660.3	Ds_00014270-RA
OG0004462	AT1G02120.1, AT1G02120.3, AT1G02120.2	Ds_00001552-RA
OG0004463	AT1G12340.1, AT1G12390.1, AT1G62880.1	Ds_00001344-RA
OG0004464	AT1G16340.3, AT1G16340.4, AT1G16340.2, AT1G16340.1, AT1G79500.1, AT1G79500.4, AT1G79500.3, AT1G79500.2	Ds_00013995-RA
OG0004466	AT3G13440.3, AT3G13440.2, AT3G13440.1	Ds_00004749-RA
OG0004467	AT1G17520.3, AT1G17520.1, AT1G17520.2, AT1G17520.4, AT1G72740.1, AT1G72740.2	Ds_00016012-RA
OG0004468	AT3G47420.3, AT3G47420.2, AT3G47420.1, AT4G25220.1	Ds_00012925-RA
OG0004469	AT1G53730.1, AT1G53730.2, AT3G14350.3, AT3G14350.1, AT3G14350.2	Ds_00002307-RA
OG0004470	AT1G55170.1	Ds_00000801-RA, Ds_00002372-RA
OG0004471	AT5G58040.1, AT5G58040.2	Ds_00009679-RA, Ds_00011449-RA
OG0004472	AT5G25150.2, AT5G25150.1	Ds_00016488-RA
OG0004475	AT1G79940.3, AT1G79940.1, AT1G79940.2, AT1G79940.4	Ds_00005691-RA
OG0004476	AT5G04480.2, AT5G04480.1	Ds_00006033-RA
OG0004477	AT1G53580.1, AT1G53580.2	Ds_00014184-RA, Ds_00018053-RA, Ds_00014185-RA
OG0004478	AT1G28340.1	Ds_00011535-RA
OG0004479	AT1G76630.2, AT1G76630.3, AT1G76630.1	Ds_00003590-RA
OG0004480	AT3G45740.2, AT3G45740.1	Ds_00016463-RA
OG0004481	AT1G61165.1, AT1G11120.1, AT1G11120.2	Ds_00015213-RA
OG0004482	AT5G05560.3, AT5G05560.2, AT5G05560.1	Ds_00006613-RA, Ds_00006616-RA
OG0004483	AT1G07420.2, AT2G29390.6, AT2G29390.4, AT2G29390.5, AT1G07420.1, AT2G29390.3, AT2G29390.1, AT2G29390.2	Ds_00010095-RA
OG0004484	AT4G26470.1, AT4G26470.2, AT4G26470.3	Ds_00004924-RA
OG0004485	AT5G22830.1, AT5G22830.2	Ds_00014836-RA
OG0004486	AT2G36960.1, AT2G36960.2, AT2G36960.3	Ds_00013716-RA
OG0004487	AT5G20090.1, AT5G20090.2, AT5G20090.4, AT5G20090.3	Ds_00013763-RA, Ds_00009710-RA
OG0004489	AT4G31770.2, AT4G31770.1	Ds_00002480-RA
OG0004491	AT1G21340.1	Ds_00002236-RA
OG0004493	AT3G12640.1, AT3G12640.3, AT3G12640.2, AT3G12640.4	Ds_00011102-RA, Ds_00017744-RA
OG0004494	AT1G11660.2, AT1G11660.1, AT1G11660.3, AT1G11660.4	Ds_00015098-RA
OG0004495	AT5G03500.2, AT5G03500.3, AT5G03500.5, AT5G03500.7, AT5G03500.4, AT5G03500.1, AT5G03220.1	Ds_00002706-RA
OG0004496	AT4G28300.1, AT4G28300.2	Ds_00001159-RA, Ds_00017985-RA
OG0004497	AT4G34890.1, AT4G34900.2, AT4G34900.1, AT4G34900.3	Ds_00013962-RA
OG0004498	AT3G52140.3, AT3G52140.4, AT3G52140.2, AT3G52140.1	Ds_00016834-RA
OG0004499	AT2G38960.3, AT2G38960.1, AT2G38960.2, AT1G72280.1	Ds_00009499-RA
OG0004500	AT3G46180.1, AT3G46180.2, AT5G59740.1	Ds_00007510-RA
OG0004501	AT5G22820.1, AT5G22820.3, AT5G22820.2	Ds_00001240-RA
OG0004502	AT3G58450.1, AT3G58450.2	Ds_00014889-RA
OG0004502	AT3G11930.4, AT3G11930.3, AT3G11930.2, AT3G11930.1	Ds_00014890-RA
OG0004503	AT2G28600.1	Ds_00006040-RA
OG0004504	AT1G63020.3, AT1G63020.1, AT1G63020.2, AT1G63020.5, AT1G63020.4	Ds_00007731-RA
OG0004505	AT1G11720.2, AT1G11720.1	Ds_00004498-RA
OG0004506	AT2G39910.1	Ds_00016039-RA, Ds_00009196-RA
OG0004507	AT3G51520.1	Ds_00016718-RA
OG0004508	AT5G14520.1	Ds_00003274-RA, Ds_00008730-RA
OG0004509	AT3G56690.1	Ds_00005754-RA, Ds_00005753-RA
OG0004510	AT4G13040.4, AT4G13040.8, AT4G13040.1, AT4G13040.3, AT4G13040.7, AT4G13040.6, AT4G13040.2, AT4G13040.5	Ds_00007439-RA
OG0004511	AT5G10520.2, AT5G10520.1, AT5G65530.1	Ds_00001404-RA
OG0004512	AT1G75660.1	Ds_00000501-RA
OG0004514	AT5G66560.3, AT5G66560.4, AT5G66560.1, AT5G66560.2	Ds_00011863-RA
OG0004516	AT5G64580.1	Ds_00003625-RA
OG0004517	AT3G49400.4, AT3G49400.2, AT3G49400.3, AT3G49400.1	Ds_00006184-RA, Ds_00004535-RA
OG0004518	AT1G72640.1, AT1G72640.2, AT1G72640.3, AT1G72640.4	Ds_00002351-RA
OG0004519	AT1G63060.1	Ds_00000997-RA
OG0004520	AT2G26260.1, AT2G26260.2	Ds_00015453-RA
OG0004521	AT1G10220.1, AT1G10220.2, AT1G59590.1	Ds_00000524-RA
OG0004522	AT4G00630.1, AT4G00630.2, AT1G01790.1, AT1G01790.2	Ds_00016494-RA
OG0004523	AT4G00290.1, AT4G00234.1	Ds_00008389-RA
OG0004524	AT2G46915.2, AT2G46915.1	Ds_00015593-RA
OG0004525	AT5G67130.1	Ds_00009453-RA
OG0004526	AT4G13550.1, AT4G13550.2, AT4G13550.3	Ds_00002743-RA
OG0004527	AT3G26690.2, AT3G26690.1, AT1G12880.1	Ds_00001854-RA
OG0004528	AT2G20410.2, AT2G20410.1	Ds_00006444-RA, Ds_00006259-RA
OG0004529	AT2G20320.1, AT2G20320.2	Ds_00014456-RA
OG0004530	AT1G12680.1	Ds_00012220-RA, Ds_00008185-RA
OG0004531	AT5G13140.1	Ds_00010596-RA
OG0004531	AT3G26960.1, AT5G41050.1	Ds_00008070-RA
OG0004532	AT4G01810.2, AT4G01810.3, AT4G01810.1	Ds_00007640-RA
OG0004535	AT2G30575.1, AT1G06780.1, AT1G06780.2	Ds_00014414-RA
OG0004536	AT1G60360.1	Ds_00001618-RA
OG0004537	AT1G07830.1	Ds_00003756-RA
OG0004538	AT1G02880.3, AT1G02880.6, AT1G02880.2, AT2G44750.2, AT2G44750.1, AT1G02880.4, AT1G02880.1, AT1G02880.5	Ds_00005476-RA
OG0004539	AT4G38810.2, AT4G38810.1	Ds_00013026-RA
OG0004540	AT1G76870.3, AT1G76870.1, AT1G76870.2, AT1G21200.2, AT1G21200.1	Ds_00016187-RA
OG0004542	AT2G18220.1	Ds_00015617-RA, Ds_00003580-RA
OG0004543	AT1G20890.2, AT1G20890.1	Ds_00003450-RA
OG0004544	AT5G09760.1, AT5G09760.2, AT5G64640.1	Ds_00010931-RA
OG0004545	AT4G09990.1, AT1G33800.1	Ds_00011939-RA
OG0004545	AT1G09610.1	Ds_00007365-RA
OG0004546	AT2G16015.1	Ds_00000055-RA
OG0004547	AT2G18250.1	Ds_00006737-RA
OG0004548	AT1G44750.8, AT1G44750.4, AT1G44750.5, AT1G44750.3, AT1G44750.7, AT1G44750.1, AT1G44750.2, AT1G44750.6	Ds_00001540-RA
OG0004549	AT1G74110.1	Ds_00017900-RA, Ds_00005316-RA
OG0004551	AT2G01990.1, AT2G01990.2, AT1G14630.2, AT1G14630.1	Ds_00007057-RA
OG0004552	AT1G50500.3, AT1G50500.1, AT1G50500.2, AT1G50500.4, AT1G50500.5	Ds_00004563-RA
OG0004553	AT5G50130.1, AT5G50130.7, AT5G50130.8, AT5G50130.6, AT5G50130.5, AT5G50130.2, AT5G50130.4, AT5G50130.3, AT5G50130.9	Ds_00003793-RA
OG0004554	AT3G02260.3, AT3G02260.1, AT3G02260.4, AT3G02260.2	Ds_00013502-RA
OG0004555	AT3G47620.1, AT1G69690.1	Ds_00012425-RA
OG0004556	AT3G17770.1, AT1G48430.2, AT1G48430.1	Ds_00000151-RA
OG0004557	AT3G18370.1	Ds_00016850-RA
OG0004559	AT1G32540.7, AT1G32540.1, AT1G32540.6, AT1G32540.4, AT1G32540.5, AT1G32540.2, AT1G32540.3	Ds_00008106-RA
OG0004560	AT3G19820.1, AT3G19820.2, AT3G19820.3	Ds_00002624-RA, Ds_00009990-RA
OG0004561	AT5G17990.1	Ds_00003789-RA
OG0004562	AT1G25550.2, AT1G25550.1, AT1G68670.1, AT3G25790.1, AT3G25790.2, AT1G13300.1	Ds_00008596-RA
OG0004563	AT3G17680.1, AT3G17680.3, AT3G17680.2, AT1G48405.1	Ds_00000415-RA
OG0004564	AT2G03150.1, AT2G03150.2	Ds_00010557-RA
OG0004566	AT1G25510.1	Ds_00008591-RA
OG0004566	AT3G18490.1	Ds_00010609-RA
OG0004567	AT5G60990.1	Ds_00008260-RA, Ds_00011596-RA
OG0004568	AT3G27110.4, AT3G27110.3, AT3G27110.5, AT3G27110.2, AT3G27110.1	Ds_00008045-RA, Ds_00008044-RA
OG0004569	AT4G19170.1	Ds_00000071-RA
OG0004570	AT1G53850.1, AT1G53850.2, AT3G14290.1	Ds_00016763-RA, Ds_00007767-RA
OG0004571	AT1G19100.1	Ds_00003791-RA, Ds_00013802-RA
OG0004572	AT5G61000.1, AT5G08020.1	Ds_00013074-RA
OG0004573	AT2G44730.1	Ds_00001544-RA
OG0004574	AT4G19110.1, AT4G19110.3, AT4G19110.2	Ds_00002216-RA, Ds_00001758-RA
OG0004575	AT5G17210.2, AT5G17210.1	Ds_00005576-RA
OG0004576	AT5G62570.3, AT5G62570.4, AT5G62570.2, AT5G62570.1	Ds_00016265-RA
OG0004577	AT1G32240.1, AT1G32240.2, AT1G32240.3, AT4G17695.1	Ds_00005116-RA
OG0004578	AT1G17730.1, AT1G73030.1	Ds_00000785-RA, Ds_00008486-RA
OG0004580	AT5G26360.1	Ds_00004005-RA
OG0004581	AT3G29010.4, AT3G29010.3, AT3G29010.6, AT3G29010.2, AT3G29010.5, AT3G29010.1	Ds_00016180-RA
OG0004582	AT5G37850.3, AT5G37850.1, AT5G37850.2, AT5G37850.4	Ds_00013483-RA
OG0004583	AT1G73930.2, AT1G73930.1	Ds_00017355-RA
OG0004585	AT3G28480.1, AT3G28480.2, AT3G28490.1	Ds_00004778-RA
OG0004586	AT1G31650.1, AT1G31650.2	Ds_00007386-RA
OG0004587	AT3G28670.2, AT3G28670.3, AT3G28670.1	Ds_00009932-RA
OG0004588	AT1G66330.2, AT1G66330.1	Ds_00012737-RA
OG0004590	AT5G38820.3, AT5G38820.1, AT5G38820.2, AT3G30390.3, AT3G30390.2, AT3G30390.1	Ds_00014204-RA, Ds_00008420-RA
OG0004591	AT1G23110.7, AT1G23110.4, AT1G23110.1, AT1G23110.2, AT1G23110.5, AT1G23110.6, AT1G23110.3, AT1G70900.1	Ds_00008533-RA
OG0004592	AT1G73200.1, AT1G17820.1	Ds_00016902-RA
OG0004593	AT1G27290.2, AT1G27290.1	Ds_00010771-RA
OG0004594	AT5G47310.1, AT4G17486.2, AT4G17486.1	Ds_00017303-RA
OG0004595	AT5G46880.1, AT5G46880.2, AT5G46880.3	Ds_00013508-RA
OG0004596	AT1G49040.2, AT1G49040.4, AT1G49040.3, AT1G49040.1	Ds_00000156-RA
OG0004599	AT3G56480.1, AT2G40820.1, AT2G40820.2, AT2G40820.4, AT2G40820.3, AT2G40820.5	Ds_00012660-RA
OG0004600	AT3G52520.1, AT5G06280.1, AT5G06280.3	Ds_00015961-RA, Ds_00015569-RA
OG0004601	AT3G58030.4, AT3G58030.3, AT3G58030.2, AT3G58030.1, AT2G42030.1	Ds_00002683-RA, Ds_00007614-RA
OG0004605	AT3G17660.1, AT3G17660.3, AT3G17660.5, AT3G17660.2, AT3G17660.4	Ds_00016906-RA
OG0004622	AT2G42210.3, AT2G42210.4, AT2G42210.2, AT3G57900.1, AT2G42210.5, AT2G42210.1	Ds_00009561-RA
OG0004623	AT4G18905.2, AT4G18905.1	Ds_00014425-RA, Ds_00015146-RA
OG0004624	AT5G64830.1, AT5G64830.2, AT5G64830.3	Ds_00016204-RA
OG0004626	AT5G36100.2, AT5G36100.1, AT1G65090.1, AT1G65090.2, AT1G65090.3	Ds_00004011-RA
OG0004628	AT1G31910.2, AT1G31910.1	Ds_00011134-RA
OG0004629	AT1G29940.1	Ds_00017683-RA
OG0004630	AT2G26060.2, AT2G26060.1, AT4G32990.1, AT4G32990.2	Ds_00008705-RA
OG0004633	AT1G80910.1, AT1G16020.1, AT1G16020.4, AT1G16020.3, AT1G16020.2	Ds_00012703-RA
OG0004634	AT1G19520.2, AT1G19520.1	Ds_00009782-RA
OG0004635	AT3G04740.1	Ds_00006956-RA
OG0004636	AT5G15940.4, AT5G15940.2, AT5G15940.3, AT5G15940.1, AT5G04070.1	Ds_00007879-RA
OG0004637	AT2G38290.1	Ds_00016534-RA
OG0004638	AT2G47430.1	Ds_00002642-RA, Ds_00002641-RA, Ds_00002639-RA, Ds_00012081-RA
OG0004639	AT2G06530.1, AT2G06530.2	Ds_00008864-RA, Ds_00016019-RA
OG0004640	AT3G20330.1, AT3G20330.2	Ds_00012873-RA, Ds_00012874-RA, Ds_00001604-RA
OG0004641	AT1G24510.1	Ds_00017768-RA
OG0004643	AT4G14780.1, AT3G22750.1	Ds_00004546-RA
OG0004644	AT4G12860.1	Ds_00015354-RA
OG0004644	AT3G07490.1	Ds_00007776-RA
OG0004645	AT3G48820.2, AT3G48820.1	Ds_00013586-RA
OG0004646	AT1G09160.2, AT1G09160.1	Ds_00003905-RA
OG0004650	AT5G17440.1, AT5G17440.2, AT3G03340.1, AT3G03340.3	Ds_00006685-RA
OG0004651	AT1G31480.1	Ds_00000177-RA
OG0004652	AT3G23810.1, AT4G13940.1	Ds_00017717-RA
OG0004653	AT3G54430.1, AT5G12330.2, AT5G12330.1, AT5G12330.3, AT5G12330.4	Ds_00013933-RA
OG0004654	AT3G02750.1, AT3G02750.3, AT3G02750.2	Ds_00016815-RA, Ds_00013747-RA
OG0004655	AT5G26710.1	Ds_00001504-RA, Ds_00005452-RA
OG0004656	AT1G09770.1	Ds_00017672-RA
OG0004658	AT5G16715.1	Ds_00012734-RA
OG0004660	AT1G50420.1	Ds_00013936-RA
OG0004661	AT3G54790.1, AT3G54790.3, AT3G54790.2	Ds_00007827-RA
OG0004662	AT4G30900.1, AT4G30900.2, AT4G30900.3	Ds_00014990-RA
OG0004663	AT5G06220.1, AT5G06220.3, AT5G06220.2, AT3G11560.4, AT3G11560.3, AT3G11560.2, AT3G11560.5, AT3G11560.1	Ds_00015795-RA
OG0004664	AT3G61420.1, AT3G61420.2, AT1G55750.6, AT1G55750.1, AT1G55750.2, AT1G55750.4, AT1G55750.5, AT1G55750.3	Ds_00014116-RA
