Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
OG0050167								GmISU01.19G035000.1.p				
OG0050168								GmISU01.19G049100.1.p				
OG0050169								GmISU01.19G214800.1.p				
OG0050170								GmISU01.19G022300.1.p				
OG0050171								GmISU01.19G142300.1.p				
OG0050172								GmISU01.19G140400.2.p				
OG0050173								GmISU01.19G077401.1.p				
OG0050174								GmISU01.19G008200.1.p				
OG0050175								GmISU01.19G208200.1.p				
OG0050176								GmISU01.19G134800.2.p				
OG0050177								GmISU01.19G028350.1.p				
OG0050178								GmISU01.19G067700.1.p				
OG0050179								GmISU01.19G132600.1.p				
OG0050180								GmISU01.19G113900.4.p				
OG0050181								GmISU01.19G113900.5.p				
OG0050182								GmISU01.19G113900.6.p				
OG0050183								GmISU01.19G113900.7.p				
OG0050184								GmISU01.19G195200.2.p				
OG0050185								GmISU01.19G195200.3.p				
OG0050186								GmISU01.19G031200.1.p				
OG0050187								GmISU01.19G044800.1.p				
OG0050188								GmISU01.19G048200.1.p				
OG0050189								GmISU01.19G158800.1.p				
OG0050190								GmISU01.19G024100.2.p				
OG0050191								GmISU01.19G149400.1.p				
OG0050192								GmISU01.19G071100.1.p				
OG0050193								GmISU01.19G032800.1.p				
OG0050194								GmISU01.19G160801.1.p				
OG0050195								GmISU01.19G116200.1.p				
OG0050196								GmISU01.19G055600.2.p				
OG0050197								GmISU01.19G147500.1.p				
OG0050198								GmISU01.19G060600.1.p				
OG0050199								GmISU01.19G043500.1.p				
OG0050200								GmISU01.19G023200.1.p				
OG0050201								GmISU01.19G152100.1.p				
OG0050202								GmISU01.19G034200.1.p				
OG0050203								GmISU01.19G067200.2.p				
OG0050204								GmISU01.19G185200.1.p				
OG0050205								GmISU01.19G028800.1.p				
OG0050206								GmISU01.19G065950.1.p				
OG0050207								GmISU01.19G051600.1.p				
OG0050208								GmISU01.19G059600.1.p				
OG0050209								GmISU01.19G123900.1.p				
OG0050210								GmISU01.19G048100.1.p				
OG0050211								GmISU01.19G221400.1.p				
OG0050212								GmISU01.19G009700.1.p				
OG0050213								GmISU01.19G053500.1.p				
OG0050214								GmISU01.19G031900.1.p				
OG0050215								GmISU01.19G031900.2.p				
OG0050216								GmISU01.19G031900.3.p				
OG0050217								GmISU01.19G031900.4.p				
OG0050218								GmISU01.19G116300.1.p				
OG0050219								GmISU01.19G043800.1.p				
OG0050220								GmISU01.19G024600.1.p				
OG0050221								GmISU01.19G024600.2.p				
OG0050222								GmISU01.19G024600.3.p				
OG0050223								GmISU01.19G072900.1.p				
OG0050224								GmISU01.13G149000.1.p				
OG0050225								GmISU01.13G017300.1.p				
OG0050226								GmISU01.13G040300.1.p				
OG0050227								GmISU01.13G293000.2.p				
OG0050228								GmISU01.13G013600.1.p				
OG0050229								GmISU01.13G050000.1.p				
OG0050230								GmISU01.13G285400.1.p				
OG0050231								GmISU01.13G016700.1.p				
OG0050232								GmISU01.13G158100.1.p				
OG0050233								GmISU01.13G118500.1.p				
OG0050234								GmISU01.13G118500.2.p				
OG0050235								GmISU01.13G118500.3.p				
OG0050236								GmISU01.13G118400.1.p				
OG0050237								GmISU01.13G102500.1.p				
OG0050238								GmISU01.13G004300.1.p				
OG0050239								GmISU01.13G011700.1.p				
OG0050240								GmISU01.13G184400.1.p				
OG0050241								GmISU01.13G011850.1.p				
OG0050242								GmISU01.13G210950.1.p				
OG0050243								GmISU01.13G266200.1.p				
OG0050244								GmISU01.13G014700.1.p				
OG0050245								GmISU01.13G037500.2.p				
OG0050246								GmISU01.13G249200.2.p				
OG0050247								GmISU01.13G062400.1.p				
OG0050248								GmISU01.13G306100.1.p				
OG0050249								GmISU01.13G319600.2.p				
OG0050250								GmISU01.13G306000.1.p				
OG0050251								GmISU01.13G300300.1.p				
OG0050252								GmISU01.13G080800.1.p				
OG0050253								GmISU01.13G091000.1.p				
OG0050254								GmISU01.13G091000.3.p				
OG0050255								GmISU01.13G091000.2.p				
OG0050256								GmISU01.13G247200.1.p				
OG0050257								GmISU01.13G302400.1.p				
OG0050258								GmISU01.13G317400.1.p				
OG0050259								GmISU01.13G317400.2.p				
OG0050260								GmISU01.13G317400.3.p				
OG0050261								GmISU01.13G216400.1.p				
OG0050262								GmISU01.13G117000.1.p				
OG0050263								GmISU01.13G241800.1.p				
OG0050264								GmISU01.13G113800.1.p				
OG0050265								GmISU01.13G113800.2.p				
OG0050266								GmISU01.13G008600.1.p				
OG0050267								GmISU01.13G032900.1.p				
OG0050268								GmISU01.13G182950.1.p				
OG0050269								GmISU01.13G136400.1.p				
OG0050270								GmISU01.13G300100.4.p				
OG0050271								GmISU01.13G217600.1.p				
OG0050272								GmISU01.13G153700.1.p				
OG0050273								GmISU01.13G043200.2.p				
OG0050274								GmISU01.13G185300.1.p				
OG0050275								GmISU01.13G084200.3.p				
OG0050276								GmISU01.13G325800.1.p				
OG0050277								GmISU01.13G036900.2.p				
OG0050278								GmISU01.13G036900.3.p				
OG0050279								GmISU01.13G312050.1.p				
OG0050280								GmISU01.13G329260.1.p				
OG0050281								GmISU01.13G277300.1.p				
OG0050282								GmISU01.13G155400.1.p				
OG0050283								GmISU01.13G176800.2.p				
OG0050284								GmISU01.13G106100.1.p				
OG0050285								GmISU01.13G160300.1.p				
OG0050286								GmISU01.13G030000.1.p				
OG0050287								GmISU01.13G033500.1.p				
OG0050288								GmISU01.13G037900.1.p				
OG0050289								GmISU01.13G037900.2.p				
OG0050290								GmISU01.13G195800.1.p				
OG0050291								GmISU01.13G080000.1.p				
OG0050292								GmISU01.13G133400.1.p				
OG0050293								GmISU01.13G255700.1.p				
OG0050294								GmISU01.13G182800.1.p				
OG0050295								GmISU01.13G013700.1.p				
OG0050296								GmISU01.13G212900.1.p				
OG0050297								GmISU01.13G059100.2.p				
OG0050298								GmISU01.13G237300.1.p				
OG0050299								GmISU01.13G005100.1.p				
OG0050300								GmISU01.13G019350.1.p				
OG0050301								GmISU01.13G136500.1.p				
OG0050302								GmISU01.13G320300.8.p				
OG0050303								GmISU01.13G023700.1.p				
OG0050304								GmISU01.13G204300.1.p				
OG0050305								GmISU01.13G216900.1.p				
OG0050306								GmISU01.13G074400.1.p				
OG0050307								GmISU01.13G189600.2.p				
OG0050308								GmISU01.13G264450.1.p				
OG0050309								GmISU01.13G129700.1.p				
OG0050310								GmISU01.13G238800.1.p				
OG0050311								GmISU01.13G238800.2.p				
OG0050312								GmISU01.13G238800.3.p				
OG0050313								GmISU01.13G124700.1.p				
OG0050314								GmISU01.13G159000.1.p				
OG0050315								GmISU01.13G284700.1.p				
OG0050316								GmISU01.13G043400.1.p				
OG0050317								GmISU01.13G065400.1.p				
OG0050318								GmISU01.13G074600.1.p				
OG0050319								GmISU01.13G050900.1.p				
OG0050320								GmISU01.13G315100.1.p				
OG0050321								GmISU01.13G233300.8.p				
OG0050322								GmISU01.13G233300.12.p				
OG0050323								GmISU01.13G233300.9.p				
OG0050324								GmISU01.13G233300.10.p				
OG0050325								GmISU01.13G233300.11.p				
OG0050326								GmISU01.13G048000.1.p				
OG0050327								GmISU01.13G221100.3.p				
OG0050328								GmISU01.13G008500.1.p				
OG0050329								GmISU01.13G246500.1.p				
OG0050330								GmISU01.13G038200.1.p				
OG0050331								GmISU01.13G155600.1.p				
OG0050332								GmISU01.13G015500.1.p				
OG0050333								GmISU01.13G329224.1.p				
OG0050334								GmISU01.13G215400.1.p				
OG0050335								GmISU01.13G181000.2.p				
OG0050336								GmISU01.13G105950.1.p				
OG0050337								GmISU01.13G171200.1.p				
OG0050338								GmISU01.13G324100.2.p				
OG0050339								GmISU01.13G120500.1.p				
OG0050340								GmISU01.13G231300.1.p				
OG0050341								GmISU01.13G057300.1.p				
OG0050342								GmISU01.13G057300.3.p				
OG0050343								GmISU01.13G057300.4.p				
OG0050344								GmISU01.13G057300.6.p				
OG0050345								GmISU01.13G057300.2.p				
OG0050346								GmISU01.13G057300.7.p				
OG0050347								GmISU01.13G265600.1.p				
OG0050348								GmISU01.13G126900.1.p				
OG0050349								GmISU01.13G058600.1.p				
OG0050350								GmISU01.13G215300.1.p				
OG0050351								GmISU01.13G001900.1.p				
OG0050352								GmISU01.13G001900.2.p				
OG0050353								GmISU01.13G004700.1.p				
OG0050354								GmISU01.13G092600.1.p				
OG0050355								GmISU01.13G299700.1.p				
OG0050356								GmISU01.13G299700.2.p				
OG0050357								GmISU01.13G096800.1.p				
OG0050358								GmISU01.13G219700.1.p				
OG0050359								GmISU01.13G248300.1.p				
OG0050360								GmISU01.13G111500.1.p				
OG0050361								GmISU01.13G172100.1.p				
OG0050362								GmISU01.13G090900.2.p				
OG0050363								GmISU01.13G090900.3.p				
OG0050364								GmISU01.13G166050.1.p				
OG0050365								GmISU01.13G022300.1.p				
OG0050366								GmISU01.13G268650.1.p				
OG0050367								GmISU01.13G293600.1.p				
OG0050368								GmISU01.13G208800.1.p				
OG0050369								GmISU01.13G237900.1.p				
OG0050370								GmISU01.13G252500.1.p				
OG0050371								GmISU01.13G143100.1.p				
OG0050372								GmISU01.13G098700.1.p				
OG0050373								GmISU01.13G285700.1.p				
OG0050374								GmISU01.13G153400.1.p				
OG0050375								GmISU01.13G069100.1.p				
OG0050376								GmISU01.13G083000.1.p				
OG0050377								GmISU01.13G320400.2.p				
OG0050378								GmISU01.13G155800.1.p				
OG0050379								GmISU01.13G021300.1.p				
OG0050380								GmISU01.13G047350.1.p				
OG0050381								GmISU01.13G273900.1.p				
OG0050382								GmISU01.13G096700.1.p				
OG0050383								GmISU01.13G097700.1.p				
OG0050384								GmISU01.13G243400.1.p				
OG0050385								GmISU01.13G301800.1.p				
OG0050386								GmISU01.13G301800.3.p				
OG0050387								GmISU01.13G301800.2.p				
OG0050388								GmISU01.13G250200.1.p				
OG0050389								GmISU01.13G183200.1.p				
OG0050390								GmISU01.13G183200.2.p				
OG0050391								GmISU01.13G268700.1.p				
OG0050392								GmISU01.13G145300.1.p				
OG0050393								GmISU01.13G005901.1.p				
OG0050394								GmISU01.13G170200.1.p				
OG0050395								GmISU01.13G097500.11.p				
OG0050396								GmISU01.13G329284.1.p				
OG0050397								GmISU01.13G131800.1.p				
OG0050398								GmISU01.13G053300.1.p				
OG0050399								GmISU01.13G312200.1.p				
OG0050400								GmISU01.13G093350.1.p				
OG0050401								GmISU01.13G199000.1.p				
OG0050402								GmISU01.13G164400.1.p				
OG0050403								GmISU01.13G286600.2.p				
OG0050404								GmISU01.13G286600.1.p				
OG0050405								GmISU01.13G008970.1.p				
OG0050406								GmISU01.13G118450.1.p				
OG0050407								GmISU01.13G246050.1.p				
OG0050408								GmISU01.13G086100.1.p				
OG0050409								GmISU01.13G090700.1.p				
OG0050410								GmISU01.13G231000.1.p				
OG0050411								GmISU01.13G009600.1.p				
OG0050412								GmISU01.13G032300.1.p				
OG0050413								GmISU01.13G225900.1.p				
OG0050414								GmISU01.13G035200.1.p				
OG0050415								GmISU01.13G000700.1.p				
OG0050416								GmISU01.13G161600.1.p				
OG0050417								GmISU01.13G309900.2.p				
OG0050418								GmISU01.13G129250.1.p				
OG0050419								GmISU01.13G313000.1.p				
OG0050420								GmISU01.13G313000.2.p				
OG0050421								GmISU01.13G032100.1.p				
OG0050422								GmISU01.13G225266.1.p				
OG0050423								GmISU01.13G306500.1.p				
OG0050424								GmISU01.13G314400.1.p				
OG0050425								GmISU01.13G071300.3.p				
OG0050426								GmISU01.13G071300.2.p				
OG0050427								GmISU01.13G190800.1.p				
OG0050428								GmISU01.13G239000.1.p				
OG0050429								GmISU01.13G239000.2.p				
OG0050430								GmISU01.13G301200.1.p				
OG0050431								GmISU01.13G284400.1.p				
OG0050432								GmISU01.13G007800.1.p				
OG0050433								GmISU01.13G037200.1.p				
OG0050434								GmISU01.13G037200.2.p				
OG0050435								GmISU01.13G011975.1.p				
OG0050436								GmISU01.13G012900.1.p				
OG0050437								GmISU01.13G078100.3.p				
OG0050438								GmISU01.13G270633.1.p				
OG0050439								GmISU01.13G254000.2.p				
OG0050440								GmISU01.13G258300.1.p				
OG0050441								GmISU01.13G043100.2.p				
OG0050442								GmISU01.13G270666.1.p				
OG0050443								GmISU01.13G167600.1.p				
OG0050444								GmISU01.13G001100.1.p				
OG0050445								GmISU01.13G001100.2.p				
OG0050446								GmISU01.13G254900.1.p				
OG0050447								GmISU01.13G074300.2.p				
OG0050448								GmISU01.13G074300.1.p				
OG0050449								GmISU01.13G005600.1.p				
OG0050450								GmISU01.13G314100.1.p				
OG0050451								GmISU01.13G112300.1.p				
OG0050452								GmISU01.13G015700.1.p				
OG0050453								GmISU01.13G278700.1.p				
OG0050454								GmISU01.13G144300.1.p				
OG0050455								GmISU01.13G261500.1.p				
OG0050456								GmISU01.13G124900.1.p				
OG0050457								GmISU01.13G321000.1.p				
OG0050458								GmISU01.13G270750.1.p				
OG0050459								GmISU01.13G206450.1.p				
OG0050460								GmISU01.13G319400.1.p				
OG0050461								GmISU01.13G226500.1.p				
OG0050462								GmISU01.13G274300.1.p				
OG0050463								GmISU01.13G229900.1.p				
OG0050464								GmISU01.13G191600.1.p				
OG0050465								GmISU01.13G238700.1.p				
OG0050466								GmISU01.13G189700.1.p				
OG0050467								GmISU01.13G078700.2.p				
OG0050468								GmISU01.13G270950.1.p				
OG0050469								GmISU01.13G101400.1.p				
OG0050470								GmISU01.13G231900.1.p				
OG0050471								GmISU01.13G271900.1.p				
OG0050472								GmISU01.13G052800.1.p				
OG0050473								GmISU01.13G327201.1.p				
OG0050474								GmISU01.13G068400.1.p				
OG0050475								GmISU01.13G140600.1.p				
OG0050476								GmISU01.13G020800.1.p				
OG0050477								GmISU01.13G202400.1.p				
OG0050478								GmISU01.13G043800.1.p				
OG0050479								GmISU01.13G043800.3.p				
OG0050480								GmISU01.13G043800.2.p				
OG0050481								GmISU01.13G228450.1.p				
OG0050482								GmISU01.13G156900.1.p				
OG0050483								GmISU01.13G279100.1.p				
OG0050484								GmISU01.13G138800.1.p				
OG0050485								GmISU01.13G220750.1.p				
OG0050486								GmISU01.13G108900.3.p				
OG0050487								GmISU01.13G108900.4.p				
OG0050488								GmISU01.13G108900.1.p				
OG0050489								GmISU01.13G108900.5.p				
OG0050490								GmISU01.13G108900.8.p				
OG0050491								GmISU01.13G108900.6.p				
OG0050492								GmISU01.13G108900.7.p				
OG0050493								GmISU01.13G108900.10.p				
OG0050494								GmISU01.13G108900.9.p				
OG0050495								GmISU01.13G108900.13.p				
OG0050496								GmISU01.13G108900.12.p				
OG0050497								GmISU01.13G108900.11.p				
OG0050498								GmISU01.13G261900.1.p				
OG0050499								GmISU01.13G011301.9.p				
OG0050500								GmISU01.13G011301.10.p				
OG0050501								GmISU01.13G309400.1.p				
OG0050502								GmISU01.13G309400.2.p				
OG0050503								GmISU01.13G027800.1.p				
OG0050504								GmISU01.13G000200.1.p				
OG0050505								GmISU01.13G097100.1.p				
OG0050506								GmISU01.13G097100.2.p				
OG0050507								GmISU01.13G097100.6.p				
OG0050508								GmISU01.13G097100.8.p				
OG0050509								GmISU01.13G304100.1.p				
OG0050510								GmISU01.13G042200.1.p				
OG0050511								GmISU01.13G059650.1.p				
OG0050512								GmISU01.13G171300.1.p				
OG0050513								GmISU01.13G021000.1.p				
OG0050514								GmISU01.13G287300.1.p				
OG0050515								GmISU01.13G065000.1.p				
OG0050516								GmISU01.13G306400.1.p				
OG0050517								GmISU01.13G203200.1.p				
OG0050518								GmISU01.13G077400.1.p				
OG0050519								GmISU01.13G066300.2.p				
OG0050520								GmISU01.13G178600.1.p				
OG0050521								GmISU01.13G000100.1.p				
OG0050522								GmISU01.13G142300.1.p				
OG0050523								GmISU01.13G142300.2.p				
OG0050524								GmISU01.13G246400.1.p				
OG0050525								GmISU01.13G025400.2.p				
OG0050526								GmISU01.13G319750.1.p				
OG0050527								GmISU01.13G105700.1.p				
OG0050528								GmISU01.13G091100.1.p				
OG0050529								GmISU01.13G258200.1.p				
OG0050530								GmISU01.13G010300.1.p				
OG0050531								GmISU01.13G010300.5.p				
OG0050532								GmISU01.13G260500.1.p				
OG0050533								GmISU01.13G220250.1.p				
OG0050534								GmISU01.13G140800.1.p				
OG0050535								GmISU01.13G140800.2.p				
OG0050536								GmISU01.13G140800.3.p				
OG0050537								GmISU01.13G015800.1.p				
OG0050538								GmISU01.13G259900.1.p				
OG0050539								GmISU01.13G103100.1.p				
OG0050540								GmISU01.13G328700.1.p				
OG0050541								GmISU01.13G015300.1.p				
OG0050542								GmISU01.13G275200.1.p				
OG0050543								GmISU01.13G078000.1.p				
OG0050544								GmISU01.13G072200.1.p				
OG0050545								GmISU01.13G096600.1.p				
OG0050546								GmISU01.13G304300.1.p				
OG0050547								GmISU01.13G277200.1.p				
OG0050548								GmISU01.13G311800.1.p				
OG0050549								GmISU01.13G311800.2.p				
OG0050550								GmISU01.13G223450.1.p				
OG0050551								GmISU01.13G018700.1.p				
OG0050552								GmISU01.13G171100.1.p				
OG0050553								GmISU01.13G066800.1.p				
OG0050554								GmISU01.13G039700.1.p				
OG0050555								GmISU01.13G271850.1.p				
OG0050556								GmISU01.13G311900.3.p				
OG0050557								GmISU01.13G311900.2.p				
OG0050558								GmISU01.13G232200.7.p				
OG0050559								GmISU01.13G132300.1.p				
OG0050560								GmISU01.13G086300.1.p				
