Orthogroup	A_vesiculosa.proteins	A_coerulea.proteins
OG0006165	Av_00012859-RA	Aqcoe5G450000.1.p
OG0006166	Av_00011636-RA	Aqcoe5G381100.1.p, Aqcoe3G130500.1.p
OG0006167	Av_00015341-RA	Aqcoe5G166200.1.p, Aqcoe5G166200.2.p
OG0006168	Av_00021937-RA	Aqcoe3G248800.1.p, Aqcoe5G031100.2.p, Aqcoe5G031100.1.p
OG0006169	Av_00023041-RA	Aqcoe5G216600.1.p
OG0006170	Av_00006599-RA	Aqcoe5G258800.1.p, Aqcoe5G258800.2.p
OG0006171	Av_00008933-RA	Aqcoe5G349600.1.p
OG0006172	Av_00007317-RA, Av_00019043-RA, Av_00007316-RA	Aqcoe5G103700.2.p, Aqcoe5G103700.3.p, Aqcoe5G103700.1.p
OG0006173	Av_00016132-RA, Av_00016075-RA, Av_00016753-RA, Av_00020338-RA	Aqcoe5G021000.1.p
OG0006175	Av_00015113-RA, Av_00016279-RA, Av_00016200-RA, Av_00006665-RA	Aqcoe5G089300.1.p
OG0006176	Av_00017659-RA, Av_00015009-RA, Av_00009271-RA	Aqcoe3G132200.2.p, Aqcoe3G132200.1.p, Aqcoe0015s0011.1.p, Aqcoe5G381600.1.p
OG0006177	Av_00008819-RA, Av_00018760-RA	Aqcoe5G177400.1.p
OG0006178	Av_00016280-RA	Aqcoe5G089700.2.p, Aqcoe5G089700.1.p
OG0006180	Av_00001673-RA	Aqcoe5G466700.2.p, Aqcoe5G466700.1.p
OG0006181	Av_00018361-RA	Aqcoe5G379100.1.p
OG0006182	Av_00016007-RA, Av_00004200-RA	Aqcoe5G101100.1.p
OG0006183	Av_00002619-RA	Aqcoe5G350300.1.p, Aqcoe5G350300.2.p
OG0006184	Av_00023444-RA, Av_00021774-RA	Aqcoe5G058400.1.p, Aqcoe5G058400.5.p, Aqcoe5G058400.3.p, Aqcoe5G058400.2.p, Aqcoe5G058400.4.p
OG0006185	Av_00009345-RA, Av_00012455-RA	Aqcoe3G018400.1.p
OG0006186	Av_00017564-RA	Aqcoe3G143400.1.p, Aqcoe3G410800.1.p
OG0006187	Av_00010237-RA, Av_00019740-RA, Av_00022710-RA	Aqcoe3G008000.1.p
OG0006188	Av_00002588-RA, Av_00018440-RA	Aqcoe3G403000.1.p
OG0006189	Av_00022117-RA	Aqcoe3G227600.2.p, Aqcoe3G227600.1.p, Aqcoe3G229400.2.p, Aqcoe3G229400.1.p, Aqcoe3G229400.3.p
OG0006190	Av_00017035-RA, Av_00017034-RA	Aqcoe3G442500.1.p
OG0006191	Av_00001110-RA	Aqcoe3G352300.3.p, Aqcoe3G352300.4.p, Aqcoe3G352300.6.p, Aqcoe3G352300.5.p
OG0006192	Av_00004721-RA, Av_00016908-RA	Aqcoe3G071700.1.p, Aqcoe3G071700.2.p
OG0006193	Av_00013678-RA, Av_00013684-RA, Av_00013680-RA, Av_00013679-RA, Av_00006498-RA	Aqcoe3G216200.1.p, Aqcoe3G216200.2.p
OG0006194	Av_00014945-RA	Aqcoe3G340900.2.p, Aqcoe3G340900.1.p
OG0006195	Av_00018597-RA, Av_00018525-RA	Aqcoe3G058400.1.p, Aqcoe3G058600.1.p
OG0006196	Av_00003920-RA, Av_00005768-RA	Aqcoe3G402200.1.p, Aqcoe3G402200.2.p
OG0006197	Av_00020736-RA	Aqcoe3G304700.1.p
OG0006198	Av_00018465-RA	Aqcoe3G419700.1.p
OG0006199	Av_00022530-RA	Aqcoe3G124100.1.p
OG0006200	Av_00022554-RA, Av_00024733-RA	Aqcoe3G110000.1.p, Aqcoe3G303100.1.p, Aqcoe3G303100.4.p, Aqcoe3G303100.2.p, Aqcoe3G303100.3.p
OG0006201	Av_00023278-RA, Av_00023545-RA	Aqcoe3G233700.1.p
OG0006202	Av_00016126-RA, Av_00016083-RA	Aqcoe3G426400.2.p, Aqcoe3G426400.1.p
OG0006203	Av_00004753-RA, Av_00016950-RA, Av_00004754-RA	Aqcoe3G266400.1.p
OG0006204	Av_00018376-RA	Aqcoe3G418500.1.p
OG0006205	Av_00024144-RA, Av_00005250-RA, Av_00006403-RA	Aqcoe3G356500.1.p
OG0006206	Av_00012931-RA, Av_00024698-RA	Aqcoe3G342400.1.p, Aqcoe3G342400.2.p
OG0006207	Av_00008927-RA, Av_00019273-RA	Aqcoe3G401600.1.p
OG0006208	Av_00012836-RA, Av_00010242-RA	Aqcoe3G438900.1.p
OG0006210	Av_00021007-RA, Av_00022618-RA	Aqcoe3G134600.6.p, Aqcoe3G134600.2.p, Aqcoe3G134600.5.p, Aqcoe3G134600.4.p, Aqcoe3G134600.1.p, Aqcoe3G134600.3.p
OG0006211	Av_00013863-RA	Aqcoe3G097300.1.p, Aqcoe3G321900.2.p, Aqcoe3G321900.3.p, Aqcoe3G321900.1.p
OG0006212	Av_00003922-RA, Av_00004973-RA	Aqcoe3G027300.1.p
OG0006213	Av_00009580-RA, Av_00009568-RA	Aqcoe3G416100.1.p, Aqcoe3G005900.1.p
OG0006214	Av_00000535-RA, Av_00011252-RA	Aqcoe3G339200.1.p, Aqcoe3G339200.2.p, Aqcoe3G345500.1.p, Aqcoe3G345400.1.p
OG0006215	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA	Aqcoe3G427500.1.p, Aqcoe3G427500.2.p
OG0006216	Av_00001797-RA	Aqcoe3G364800.1.p
OG0006217	Av_00010721-RA	Aqcoe3G382400.1.p
OG0006218	Av_00007592-RA	Aqcoe3G071300.2.p, Aqcoe3G071300.1.p
OG0006219	Av_00013938-RA	Aqcoe3G061300.1.p, Aqcoe3G061300.2.p
OG0006220	Av_00000907-RA	Aqcoe3G293000.2.p, Aqcoe3G293000.1.p, Aqcoe3G272700.1.p
OG0006221	Av_00005319-RA	Aqcoe3G298000.1.p
OG0006222	Av_00022594-RA, Av_00022406-RA, Av_00003934-RA	Aqcoe3G012200.1.p
OG0006223	Av_00016737-RA, Av_00020320-RA	Aqcoe3G444900.2.p, Aqcoe3G444900.1.p, Aqcoe3G444900.3.p
OG0006224	Av_00008110-RA	Aqcoe3G386500.1.p
OG0006225	Av_00003921-RA, Av_00005769-RA	Aqcoe3G029100.1.p
OG0006226	Av_00014887-RA	Aqcoe3G073900.4.p, Aqcoe3G073900.3.p, Aqcoe3G073900.2.p, Aqcoe3G073900.1.p
OG0006227	Av_00013850-RA, Av_00011299-RA	Aqcoe3G287400.1.p, Aqcoe3G287400.2.p
OG0006228	Av_00010155-RA	Aqcoe3G045300.1.p
OG0006230	Av_00000262-RA	Aqcoe3G416400.2.p, Aqcoe3G416400.1.p, Aqcoe3G416400.3.p
OG0006231	Av_00007644-RA, Av_00006335-RA, Av_00000273-RA	Aqcoe3G416700.1.p
OG0006232	Av_00010983-RA	Aqcoe3G441700.3.p, Aqcoe3G441700.1.p, Aqcoe3G441700.2.p
OG0006233	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA	Aqcoe3G384600.1.p, Aqcoe3G074700.1.p, Aqcoe3G074700.2.p
OG0006234	Av_00022640-RA	Aqcoe3G387900.2.p, Aqcoe3G387900.1.p
OG0006235	Av_00012579-RA, Av_00002894-RA	Aqcoe3G160400.4.p, Aqcoe3G160400.3.p, Aqcoe3G160400.1.p, Aqcoe3G160400.5.p, Aqcoe3G160400.2.p
OG0006238	Av_00000912-RA	Aqcoe3G287700.4.p, Aqcoe3G287700.1.p, Aqcoe3G287700.2.p, Aqcoe3G287700.3.p
OG0006239	Av_00008284-RA, Av_00013597-RA	Aqcoe3G017400.1.p
OG0006240	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA	Aqcoe3G344000.1.p
OG0006241	Av_00007435-RA	Aqcoe3G031100.2.p, Aqcoe3G031100.1.p
OG0006242	Av_00007641-RA, Av_00020309-RA, Av_00020310-RA	Aqcoe3G149600.1.p
OG0006243	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA	Aqcoe3G350700.2.p, Aqcoe3G350700.1.p
OG0006244	Av_00001987-RA, Av_00017930-RA	Aqcoe3G143900.2.p, Aqcoe3G143900.1.p
OG0006245	Av_00007581-RA	Aqcoe3G371400.2.p, Aqcoe3G371400.3.p, Aqcoe3G371400.1.p, Aqcoe3G371400.5.p, Aqcoe3G371400.4.p
OG0006246	Av_00013873-RA	Aqcoe3G334900.1.p
OG0006247	Av_00021442-RA	Aqcoe3G030300.1.p
OG0006248	Av_00003134-RA	Aqcoe3G275400.1.p
OG0006250	Av_00020192-RA	Aqcoe3G236300.3.p, Aqcoe3G236300.4.p, Aqcoe3G236300.1.p, Aqcoe3G236300.2.p
OG0006251	Av_00011282-RA, Av_00001728-RA	Aqcoe3G306800.1.p
OG0006252	Av_00003303-RA	Aqcoe3G048200.1.p, Aqcoe3G048200.2.p, Aqcoe3G048200.4.p, Aqcoe3G048200.3.p
OG0006253	Av_00011278-RA	Aqcoe3G311000.1.p
OG0006254	Av_00000928-RA, Av_00020936-RA	Aqcoe3G206700.1.p
OG0006255	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA	Aqcoe3G233200.1.p
OG0006296	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA	Aqcoe7G060900.1.p, Aqcoe7G060900.2.p, Aqcoe2G181900.1.p, Aqcoe0729s0001.1.p
OG0006297	Av_00022796-RA	Aqcoe2G310900.1.p
OG0006298	Av_00012599-RA	Aqcoe2G241100.2.p, Aqcoe2G241100.1.p
OG0006299	Av_00003863-RA	Aqcoe2G100000.1.p, Aqcoe2G100000.2.p
OG0006299	Av_00009374-RA	Aqcoe7G056200.1.p
OG0006301	Av_00013781-RA	Aqcoe2G395900.1.p
OG0006303	Av_00003506-RA	Aqcoe2G404200.2.p, Aqcoe2G404200.1.p, Aqcoe2G404100.1.p
OG0006304	Av_00008030-RA	Aqcoe2G297600.1.p
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	Aqcoe2G099100.1.p
OG0006306	Av_00004946-RA, Av_00003964-RA	Aqcoe2G017700.2.p, Aqcoe2G017700.1.p
OG0006307	Av_00024185-RA	Aqcoe2G101700.1.p
OG0006308	Av_00014169-RA, Av_00010634-RA	Aqcoe2G032700.3.p, Aqcoe2G032700.4.p, Aqcoe2G032700.1.p, Aqcoe2G032700.2.p
OG0006309	Av_00016897-RA, Av_00004710-RA	Aqcoe2G222000.1.p
OG0006310	Av_00013076-RA	Aqcoe2G303500.1.p, Aqcoe2G303500.3.p, Aqcoe2G303500.2.p
OG0006312	Av_00000823-RA, Av_00023838-RA	Aqcoe5G054600.1.p, Aqcoe2G346000.1.p
OG0006313	Av_00002848-RA, Av_00012540-RA	Aqcoe2G178400.1.p, Aqcoe2G178400.2.p
OG0006314	Av_00004722-RA	Aqcoe2G074400.1.p
OG0006315	Av_00020458-RA	Aqcoe2G323200.2.p, Aqcoe2G323200.1.p
OG0006316	Av_00008219-RA	Aqcoe2G147500.1.p, Aqcoe2G147500.3.p, Aqcoe2G147500.6.p, Aqcoe2G147500.5.p, Aqcoe2G147500.4.p, Aqcoe2G147500.2.p
OG0006317	Av_00013139-RA	Aqcoe2G045300.1.p
OG0006318	Av_00013664-RA, Av_00008170-RA	Aqcoe2G129400.4.p, Aqcoe2G129400.3.p, Aqcoe2G129400.2.p, Aqcoe2G129400.1.p, Aqcoe1G455400.1.p
OG0006319	Av_00014748-RA, Av_00000544-RA	Aqcoe2G256900.1.p
OG0006320	Av_00010255-RA	Aqcoe2G343500.2.p, Aqcoe2G343500.1.p
OG0006321	Av_00008310-RA	Aqcoe7G432400.1.p, Aqcoe7G432400.2.p, Aqcoe2G139000.1.p
OG0006322	Av_00017821-RA, Av_00000717-RA	Aqcoe2G427400.1.p
OG0006323	Av_00007040-RA, Av_00011392-RA, Av_00015960-RA	Aqcoe2G164700.1.p, Aqcoe2G164700.2.p
OG0006324	Av_00014090-RA, Av_00020404-RA	Aqcoe1G001900.1.p, Aqcoe1G001900.3.p, Aqcoe1G001900.2.p, Aqcoe2G001000.1.p
OG0006325	Av_00011859-RA, Av_00006998-RA	Aqcoe2G028900.1.p
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	Aqcoe5G066300.2.p, Aqcoe5G066300.3.p, Aqcoe5G066300.1.p, Aqcoe2G322800.1.p
OG0006327	Av_00014485-RA	Aqcoe5G030900.2.p, Aqcoe5G030900.1.p, Aqcoe5G030900.3.p, Aqcoe2G286400.2.p, Aqcoe2G286400.1.p
OG0006329	Av_00017953-RA, Av_00008318-RA, Av_00007110-RA, Av_00007112-RA, Av_00003602-RA	Aqcoe2G420500.1.p
OG0006330	Av_00009318-RA, Av_00012431-RA	Aqcoe3G339800.1.p, Aqcoe2G368000.1.p
OG0006331	Av_00024549-RA	Aqcoe2G403800.1.p
OG0006332	Av_00004875-RA	Aqcoe2G105900.1.p, Aqcoe6G227700.2.p, Aqcoe6G227700.1.p, Aqcoe6G227700.3.p
OG0006333	Av_00013402-RA	Aqcoe2G183600.1.p
OG0006334	Av_00024585-RA	Aqcoe7G226100.1.p
OG0006334	Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA	Aqcoe7G227700.1.p, Aqcoe2G191200.1.p
OG0006335	Av_00009450-RA	Aqcoe4G135500.1.p, Aqcoe2G091300.1.p, Aqcoe7G142400.1.p, Aqcoe7G010200.1.p, Aqcoe5G460700.1.p
OG0006336	Av_00014729-RA, Av_00000562-RA	Aqcoe2G276300.1.p, Aqcoe2G276300.2.p
OG0006337	Av_00022458-RA, Av_00023344-RA	Aqcoe2G036800.1.p
OG0006339	Av_00018611-RA	Aqcoe2G023900.5.p, Aqcoe2G023900.2.p, Aqcoe2G023900.3.p, Aqcoe2G023900.1.p, Aqcoe2G023900.4.p
OG0006340	Av_00016250-RA	Aqcoe2G353100.1.p
OG0006341	Av_00000651-RA, Av_00001320-RA, Av_00015112-RA	Aqcoe2G293100.1.p
OG0006342	Av_00016917-RA	Aqcoe2G208300.2.p, Aqcoe2G208300.1.p, Aqcoe1G130600.1.p
OG0006344	Av_00019163-RA	Aqcoe2G325100.1.p
OG0006345	Av_00018504-RA	Aqcoe2G337400.1.p, Aqcoe5G059400.1.p
OG0006347	Av_00023188-RA	Aqcoe2G159600.2.p, Aqcoe2G159600.1.p, Aqcoe1G119900.1.p
OG0006348	Av_00015106-RA, Av_00001312-RA	Aqcoe2G303200.1.p
OG0006349	Av_00022136-RA	Aqcoe2G181100.4.p, Aqcoe2G181100.2.p, Aqcoe2G181100.3.p, Aqcoe2G181100.1.p
OG0006351	Av_00006501-RA	Aqcoe1G054200.1.p, Aqcoe2G058900.1.p
OG0006352	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA	Aqcoe2G279300.1.p
OG0006353	Av_00000629-RA, Av_00018503-RA	Aqcoe2G337900.1.p, Aqcoe2G337900.2.p
OG0006354	Av_00012074-RA, Av_00006712-RA	Aqcoe2G050200.1.p
OG0006355	Av_00008229-RA	Aqcoe2G435600.3.p, Aqcoe2G435600.2.p, Aqcoe2G435600.1.p
OG0006356	Av_00021242-RA	Aqcoe7G050000.2.p, Aqcoe7G050000.1.p, Aqcoe2G310700.2.p, Aqcoe2G310700.1.p
OG0006358	Av_00011971-RA	Aqcoe2G081400.1.p
OG0006359	Av_00008127-RA, Av_00006999-RA	Aqcoe2G029500.1.p
OG0006360	Av_00023074-RA, Av_00024552-RA	Aqcoe2G097400.1.p
OG0006361	Av_00013153-RA, Av_00019352-RA, Av_00000689-RA	Aqcoe2G032800.1.p
OG0006362	Av_00011819-RA	Aqcoe2G420700.1.p
OG0006363	Av_00016455-RA	Aqcoe7G403600.1.p, Aqcoe2G204900.1.p, Aqcoe2G204800.2.p, Aqcoe2G204800.1.p, Aqcoe5G194500.1.p
OG0006364	Av_00013222-RA	Aqcoe2G344400.2.p, Aqcoe2G344400.1.p
OG0006365	Av_00002142-RA, Av_00001551-RA	Aqcoe1G422000.1.p, Aqcoe2G095600.1.p
OG0006366	Av_00019196-RA, Av_00000566-RA	Aqcoe2G435700.1.p, Aqcoe2G435700.2.p
OG0006367	Av_00006489-RA, Av_00013669-RA	Aqcoe3G276600.1.p, Aqcoe2G141700.2.p, Aqcoe2G141700.1.p, Aqcoe2G141700.3.p, Aqcoe2G141700.4.p, Aqcoe2G141700.5.p
OG0006369	Av_00003849-RA	Aqcoe2G084100.1.p, Aqcoe2G084100.2.p
OG0006370	Av_00013204-RA	Aqcoe2G058400.1.p, Aqcoe2G058400.2.p
OG0006371	Av_00011838-RA	Aqcoe2G005300.1.p
OG0006372	Av_00021126-RA	Aqcoe6G037800.1.p
OG0006373	Av_00007174-RA	Aqcoe6G309500.1.p
OG0006374	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA	Aqcoe6G118500.1.p, Aqcoe6G118600.1.p, Aqcoe5G193300.1.p
OG0006375	Av_00007800-RA	Aqcoe6G006200.3.p, Aqcoe6G006200.2.p, Aqcoe6G006200.1.p, Aqcoe6G006200.4.p, Aqcoe6G006400.1.p
OG0006376	Av_00016434-RA, Av_00017632-RA	Aqcoe6G103800.1.p
OG0006377	Av_00022060-RA	Aqcoe6G048200.2.p, Aqcoe6G048200.1.p
OG0006378	Av_00005458-RA, Av_00003034-RA	Aqcoe1G097300.1.p, Aqcoe1G097300.3.p, Aqcoe1G097300.2.p, Aqcoe6G249400.1.p, Aqcoe6G192200.1.p, Aqcoe7G062800.1.p, Aqcoe7G062800.2.p
OG0006379	Av_00007315-RA, Av_00019042-RA	Aqcoe6G285200.1.p
OG0006380	Av_00007139-RA	Aqcoe6G288300.1.p
OG0006381	Av_00019375-RA	Aqcoe6G053000.2.p, Aqcoe6G053000.1.p
OG0006382	Av_00015251-RA	Aqcoe6G019700.1.p
OG0006383	Av_00002064-RA, Av_00012901-RA	Aqcoe6G026800.1.p, Aqcoe6G026800.2.p
OG0006384	Av_00015254-RA, Av_00010929-RA	Aqcoe6G020400.2.p, Aqcoe6G020400.1.p
OG0006385	Av_00021990-RA	Aqcoe3G382900.1.p, Aqcoe6G308600.2.p, Aqcoe6G308600.1.p
OG0006386	Av_00006950-RA, Av_00016640-RA, Av_00014855-RA	Aqcoe6G020200.1.p
OG0006388	Av_00020301-RA	Aqcoe6G059000.1.p, Aqcoe3G029200.1.p
OG0006389	Av_00023143-RA	Aqcoe6G120600.1.p
OG0006390	Av_00022283-RA	Aqcoe6G321100.1.p
OG0006391	Av_00019502-RA, Av_00021449-RA	Aqcoe6G289100.1.p
OG0006392	Av_00001996-RA	Aqcoe6G302900.1.p
OG0006392	Av_00000831-RA	Aqcoe4G297800.1.p
OG0006393	Av_00024944-RA	Aqcoe6G289200.1.p
OG0006394	Av_00020627-RA	Aqcoe6G093800.1.p
OG0006395	Av_00023620-RA, Av_00023621-RA, Av_00022026-RA	Aqcoe6G027400.1.p, Aqcoe6G027400.2.p
OG0006396	Av_00017938-RA, Av_00001999-RA	Aqcoe6G309100.1.p
OG0006397	Av_00001065-RA, Av_00011170-RA	Aqcoe6G036800.1.p
OG0006398	Av_00019902-RA	Aqcoe1G181300.1.p, Aqcoe1G181300.3.p, Aqcoe6G234300.1.p, Aqcoe1G181300.2.p
OG0006400	Av_00019882-RA	Aqcoe6G286100.1.p
OG0006402	Av_00019119-RA, Av_00010197-RA	Aqcoe6G243100.1.p, Aqcoe6G243100.2.p
OG0006403	Av_00011581-RA	Aqcoe6G002200.1.p
OG0006404	Av_00007839-RA	Aqcoe6G274200.3.p, Aqcoe6G274200.2.p, Aqcoe6G274200.1.p, Aqcoe6G323700.1.p
OG0006405	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA	Aqcoe6G212200.1.p, Aqcoe1G269100.1.p
OG0006406	Av_00007842-RA, Av_00000211-RA	Aqcoe6G003800.1.p, Aqcoe7G235300.1.p, Aqcoe7G135400.1.p, Aqcoe7G235000.1.p, Aqcoe7G135400.2.p
OG0006407	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA, Av_00003763-RA	Aqcoe6G189100.1.p
OG0006408	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA	Aqcoe6G030900.1.p
OG0006409	Av_00016690-RA	Aqcoe6G034600.4.p, Aqcoe6G034600.1.p, Aqcoe6G034600.2.p, Aqcoe6G034600.3.p
OG0006410	Av_00014831-RA	Aqcoe6G108200.1.p
OG0006411	Av_00024472-RA, Av_00004461-RA	Aqcoe6G145300.1.p
OG0006412	Av_00000428-RA	Aqcoe6G047500.1.p
OG0006414	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA, Av_00011490-RA	Aqcoe6G085500.1.p
OG0006415	Av_00007792-RA, Av_00022160-RA, Av_00011580-RA, Av_00011579-RA, Av_00000241-RA	Aqcoe6G002500.1.p
OG0006416	Av_00004619-RA	Aqcoe6G161500.1.p
OG0006417	Av_00013082-RA	Aqcoe6G248600.1.p, Aqcoe0018s0005.1.p
OG0006419	Av_00006888-RA	Aqcoe6G029500.2.p, Aqcoe6G029500.1.p
OG0006420	Av_00011679-RA	Aqcoe5G116500.1.p, Aqcoe6G054200.2.p, Aqcoe6G054200.1.p, Aqcoe6G054200.3.p, Aqcoe5G116500.2.p
OG0006421	Av_00004523-RA, Av_00012358-RA	Aqcoe6G328200.1.p, Aqcoe1G429100.1.p
OG0006422	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA, Av_00000072-RA, Av_00011475-RA	Aqcoe6G021000.1.p
OG0006423	Av_00022871-RA, Av_00016453-RA	Aqcoe6G114100.2.p, Aqcoe6G114100.1.p
OG0006424	Av_00002481-RA	Aqcoe6G232300.1.p
OG0006425	Av_00019035-RA	Aqcoe6G313400.2.p, Aqcoe6G313400.1.p, Aqcoe6G313400.3.p
OG0006427	Av_00012519-RA	Aqcoe6G128100.4.p, Aqcoe6G128100.2.p, Aqcoe6G128100.1.p, Aqcoe6G128100.3.p
OG0006428	Av_00002467-RA, Av_00002428-RA	Aqcoe7G107900.2.p, Aqcoe7G107900.3.p, Aqcoe7G107900.1.p, Aqcoe7G107900.4.p, Aqcoe6G231000.1.p
OG0006429	Av_00011330-RA, Av_00000968-RA	Aqcoe5G180200.1.p, Aqcoe5G180200.2.p
OG0006430	Av_00012289-RA	Aqcoe6G104400.1.p
OG0006432	Av_00005655-RA, Av_00024911-RA	Aqcoe4G108200.1.p, Aqcoe4G108200.2.p
OG0006433	Av_00002363-RA	Aqcoe4G074700.1.p
OG0006434	Av_00024100-RA	Aqcoe4G057100.1.p, Aqcoe7G271100.1.p
OG0006435	Av_00002383-RA, Av_00003652-RA	Aqcoe4G117100.1.p
OG0006436	Av_00023771-RA	Aqcoe4G133500.1.p, Aqcoe4G133900.1.p, Aqcoe4G133400.1.p, Aqcoe4G133800.2.p, Aqcoe4G133800.1.p, Aqcoe4G106500.1.p
OG0006437	Av_00002461-RA, Av_00015766-RA	Aqcoe4G253700.1.p, Aqcoe4G253600.1.p, Aqcoe4G253800.1.p, Aqcoe4G253300.1.p, Aqcoe1G370700.1.p
OG0006438	Av_00020530-RA	Aqcoe4G003500.1.p, Aqcoe4G033500.1.p, Aqcoe4G003500.2.p
OG0006439	Av_00015743-RA	Aqcoe4G224000.1.p, Aqcoe7G215500.1.p
OG0006440	Av_00009637-RA	Aqcoe4G035800.2.p, Aqcoe4G035800.3.p, Aqcoe4G035800.4.p, Aqcoe4G035800.1.p
OG0006441	Av_00024143-RA, Av_00022899-RA	Aqcoe3G256400.1.p, Aqcoe3G256400.2.p, Aqcoe4G162200.1.p, Aqcoe4G162200.2.p
OG0006442	Av_00022019-RA	Aqcoe4G004400.2.p, Aqcoe4G004400.1.p
OG0006443	Av_00000215-RA, Av_00024288-RA	Aqcoe4G058500.1.p, Aqcoe1G283200.1.p
OG0006444	Av_00006205-RA	Aqcoe4G274800.1.p, Aqcoe4G274800.2.p
OG0006445	Av_00022075-RA	Aqcoe4G236300.3.p, Aqcoe4G236300.1.p, Aqcoe4G236300.2.p
OG0006446	Av_00002576-RA	Aqcoe4G038400.1.p
OG0006447	Av_00005957-RA, Av_00003688-RA, Av_00007476-RA	Aqcoe4G164100.1.p, Aqcoe4G235300.1.p
OG0006448	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA	Aqcoe4G264400.1.p
OG0006449	Av_00023858-RA	Aqcoe4G048800.1.p
OG0006450	Av_00020148-RA, Av_00000703-RA	Aqcoe4G106200.2.p, Aqcoe4G106200.4.p, Aqcoe4G106200.3.p, Aqcoe4G106200.5.p, Aqcoe4G106200.1.p
OG0006451	Av_00003390-RA	Aqcoe4G090700.1.p
OG0006452	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA	Aqcoe4G238200.2.p, Aqcoe4G238200.1.p
OG0006453	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA	Aqcoe7G441400.1.p, Aqcoe7G441400.2.p, Aqcoe4G001200.1.p
OG0006454	Av_00012033-RA	Aqcoe4G027900.1.p
OG0006455	Av_00021583-RA	Aqcoe4G208400.1.p, Aqcoe5G232400.1.p
OG0006459	Av_00005592-RA	Aqcoe4G280700.1.p
OG0006460	Av_00018377-RA	Aqcoe4G001100.1.p
OG0006461	Av_00008188-RA	Aqcoe4G237000.1.p
OG0006462	Av_00016392-RA	Aqcoe7G020100.1.p, Aqcoe7G020200.1.p
OG0006463	Av_00009185-RA	Aqcoe5G441000.1.p, Aqcoe7G033200.2.p, Aqcoe7G033200.3.p, Aqcoe7G033200.1.p
OG0006464	Av_00007983-RA, Av_00006811-RA	Aqcoe7G186700.1.p
OG0006465	Av_00000104-RA, Av_00011511-RA	Aqcoe7G093700.3.p, Aqcoe7G093700.1.p, Aqcoe7G093700.2.p
OG0006466	Av_00011397-RA	Aqcoe7G008900.1.p
OG0006467	Av_00004931-RA, Av_00003980-RA	Aqcoe7G313200.2.p, Aqcoe7G313200.1.p
OG0006468	Av_00006043-RA, Av_00002993-RA	Aqcoe7G404900.1.p, Aqcoe7G002400.1.p
OG0006469	Av_00016689-RA	Aqcoe7G052100.1.p
OG0006470	Av_00008114-RA, Av_00014421-RA	Aqcoe7G203200.1.p
OG0006472	Av_00014598-RA	Aqcoe7G020500.1.p, Aqcoe7G020500.2.p
OG0006474	Av_00002201-RA, Av_00010909-RA	Aqcoe7G059400.2.p, Aqcoe7G059400.1.p
OG0006475	Av_00004104-RA	Aqcoe7G099400.2.p, Aqcoe7G099400.1.p, Aqcoe7G099400.3.p
OG0006476	Av_00013081-RA	Aqcoe7G018900.1.p
OG0006477	Av_00022127-RA	Aqcoe7G189100.2.p, Aqcoe7G189100.3.p, Aqcoe7G189100.1.p
OG0006479	Av_00009363-RA	Aqcoe7G074200.1.p, Aqcoe7G074200.2.p
OG0006480	Av_00020921-RA, Av_00006287-RA	Aqcoe7G414900.1.p, Aqcoe7G414900.2.p, Aqcoe1G227000.1.p, Aqcoe1G350900.1.p, Aqcoe1G351300.1.p
OG0006481	Av_00004928-RA	Aqcoe7G366200.1.p, Aqcoe7G366400.1.p
OG0006482	Av_00013902-RA	Aqcoe7G050400.2.p, Aqcoe7G050400.1.p
OG0006483	Av_00012788-RA, Av_00006238-RA	Aqcoe7G191800.2.p, Aqcoe7G191800.1.p
OG0006484	Av_00001297-RA, Av_00015100-RA, Av_00020355-RA	Aqcoe7G270600.1.p, Aqcoe5G069200.1.p
OG0006486	Av_00021377-RA	Aqcoe7G129400.1.p, Aqcoe7G129400.2.p, Aqcoe7G129400.3.p
OG0006487	Av_00012167-RA	Aqcoe7G314200.1.p
OG0006488	Av_00007980-RA	Aqcoe7G192700.1.p
OG0006489	Av_00009154-RA	Aqcoe7G090400.1.p
OG0006490	Av_00022252-RA	Aqcoe7G015700.2.p, Aqcoe7G015700.1.p
