Orthogroup	A_vesiculosa.proteins	G_max.proteins
OG0005573	Av_00008739-RA	GmISU01.13G087600.3.p, GmISU01.13G087600.1.p, GmISU01.17G039900.7.p, GmISU01.17G039900.1.p, GmISU01.17G039900.6.p
OG0005574	Av_00011442-RA, Av_00010882-RA, Av_00015220-RA, Av_00003223-RA, Av_00013914-RA	GmISU01.07G066500.1.p, GmISU01.03G011500.1.p, GmISU01.18G177000.1.p, GmISU01.09G217200.1.p
OG0005575	Av_00003629-RA, Av_00007510-RA	GmISU01.06G050500.1.p, GmISU01.04G052200.3.p, GmISU01.04G052200.2.p, GmISU01.14G093500.2.p, GmISU01.17G195000.1.p, GmISU01.17G195000.4.p, GmISU01.17G195000.5.p
OG0005576	Av_00005434-RA, Av_00018588-RA, Av_00006048-RA	GmISU01.11G033500.1.p, GmISU01.01G165600.1.p, GmISU01.05G058900.1.p, GmISU01.17G133900.1.p
OG0005577	Av_00024163-RA	GmISU01.11G015500.4.p, GmISU01.11G015500.3.p, GmISU01.11G015500.2.p, GmISU01.01G184100.4.p, GmISU01.01G184100.1.p, GmISU01.01G184100.2.p, GmISU01.01G184100.3.p
OG0005578	Av_00001089-RA	GmISU01.17G166000.1.p, GmISU01.14G116500.1.p, GmISU01.06G072600.1.p, GmISU01.04G071700.1.p
OG0005579	Av_00019798-RA	GmISU01.18G160800.1.p, GmISU01.03G098500.1.p, GmISU01.03G098500.5.p
OG0005580	Av_00005952-RA, Av_00005619-RA	GmISU01.17G013000.1.p, GmISU01.07G221500.1.p
OG0005581	Av_00004511-RA	GmISU01.13G082200.2.p, GmISU01.13G082200.1.p, GmISU01.13G082200.5.p, GmISU01.13G082200.3.p, GmISU01.17G045100.1.p, GmISU01.17G045100.3.p, GmISU01.15G159500.1.p
OG0005583	Av_00017595-RA, Av_00013071-RA	GmISU01.08G208600.1.p, GmISU01.07G002000.1.p
OG0005584	Av_00012934-RA	GmISU01.10G196400.1.p, GmISU01.20G123800.2.p, GmISU01.20G123800.3.p
OG0005585	Av_00014563-RA, Av_00010402-RA	GmISU01.11G024100.1.p, GmISU01.01G174400.1.p
OG0005586	Av_00023411-RA	GmISU01.04G075600.5.p, GmISU01.04G075600.2.p, GmISU01.04G075600.1.p, GmISU01.04G075600.4.p, GmISU01.06G077000.1.p, GmISU01.06G077000.3.p, GmISU01.06G077000.4.p
OG0005587	Av_00011961-RA, Av_00019836-RA	GmISU01.13G267900.3.p, GmISU01.13G267900.1.p, GmISU01.12G162900.1.p
OG0005589	Av_00004662-RA, Av_00020201-RA	GmISU01.08G270300.1.p, GmISU01.18G097800.3.p, GmISU01.18G097800.1.p, GmISU01.18G097800.2.p
OG0005590	Av_00020285-RA, Av_00000698-RA	GmISU01.14G107766.1.p
OG0005591	Av_00014512-RA, Av_00010329-RA, Av_00010681-RA	GmISU01.17G192100.1.p, GmISU01.14G096500.1.p, GmISU01.02G171400.1.p
OG0005592	Av_00010745-RA, Av_00022377-RA	GmISU01.19G220700.1.p, GmISU01.03G219400.1.p, GmISU01.07G043200.1.p, GmISU01.16G013500.1.p
OG0005593	Av_00005536-RA, Av_00006055-RA	GmISU01.17G131300.1.p, GmISU01.05G055600.1.p, GmISU01.01G167500.4.p, GmISU01.11G031300.1.p, GmISU01.01G167500.5.p
OG0005595	Av_00017598-RA	GmISU01.12G155700.6.p, GmISU01.12G155700.4.p, GmISU01.12G155700.5.p, GmISU01.12G155700.3.p, GmISU01.12G155700.2.p, GmISU01.13G329700.1.p
OG0005596	Av_00003030-RA, Av_00005456-RA, Av_00010390-RA	GmISU01.17G125600.1.p, GmISU01.05G049200.1.p, GmISU01.11G026400.1.p, GmISU01.01G171700.1.p
OG0005597	Av_00009821-RA	GmISU01.13G066600.1.p, GmISU01.17G061100.1.p, GmISU01.17G061100.2.p
OG0005598	Av_00010356-RA, Av_00014527-RA	GmISU01.17G130200.1.p, GmISU01.05G054500.1.p, GmISU01.11G029700.1.p
OG0005599	Av_00014694-RA, Av_00000074-RA, Av_00011476-RA	GmISU01.08G023100.1.p, GmISU01.08G023100.2.p, GmISU01.05G187000.1.p
OG0005601	Av_00006060-RA	GmISU01.17G131100.1.p, GmISU01.01G168100.2.p, GmISU01.01G168100.1.p, GmISU01.11G030600.1.p, GmISU01.01G168100.3.p
OG0005602	Av_00013889-RA, Av_00003198-RA	GmISU01.01G109700.2.p, GmISU01.01G109700.1.p, GmISU01.03G018800.3.p, GmISU01.03G018800.2.p, GmISU01.03G018800.1.p
OG0005603	Av_00005867-RA, Av_00004043-RA, Av_00004891-RA, Av_00021626-RA	GmISU01.17G110100.1.p, GmISU01.05G010300.1.p, GmISU01.04G122400.1.p, GmISU01.06G190000.1.p
OG0005604	Av_00007126-RA	GmISU01.06G071700.2.p, GmISU01.06G071700.1.p, GmISU01.04G070700.2.p, GmISU01.04G070700.1.p, GmISU01.04G070700.4.p
OG0005605	Av_00020133-RA, Av_00004121-RA	GmISU01.08G182000.1.p, GmISU01.07G011000.1.p, GmISU01.15G021400.1.p, GmISU01.13G310300.1.p
OG0005606	Av_00008763-RA	GmISU01.09G062700.1.p, GmISU01.09G062700.2.p, GmISU01.15G159800.1.p
OG0005608	Av_00019974-RA	GmISU01.06G264700.4.p, GmISU01.06G264700.1.p, GmISU01.06G264700.2.p, GmISU01.06G264700.3.p, GmISU01.04G107800.1.p
OG0005609	Av_00018130-RA	GmISU01.15G017000.1.p, GmISU01.13G314300.1.p
OG0005611	Av_00018652-RA	GmISU01.18G065500.2.p, GmISU01.18G065500.1.p, GmISU01.18G065600.1.p, GmISU01.08G301100.1.p
OG0005612	Av_00003136-RA, Av_00014019-RA	GmISU01.18G096100.1.p, GmISU01.08G272200.1.p
OG0005613	Av_00007056-RA, Av_00011930-RA	GmISU01.02G146000.1.p, GmISU01.20G144700.1.p, GmISU01.10G171600.1.p
OG0005614	Av_00017073-RA, Av_00020715-RA	GmISU01.03G044900.1.p, GmISU01.01G092300.1.p, GmISU01.07G131400.1.p, GmISU01.18G150700.1.p, GmISU01.18G150700.2.p
OG0005615	Av_00018717-RA	GmISU01.10G171900.1.p, GmISU01.10G171900.3.p, GmISU01.10G171900.2.p, GmISU01.20G144500.1.p
OG0005617	Av_00022291-RA, Av_00018077-RA	GmISU01.15G224900.1.p, GmISU01.08G141000.1.p, GmISU01.09G003100.1.p, GmISU01.12G202400.1.p
OG0005618	Av_00021306-RA, Av_00003045-RA	GmISU01.18G066300.1.p, GmISU01.08G297300.1.p, GmISU01.08G297300.2.p
OG0005619	Av_00024097-RA	GmISU01.14G028900.1.p
OG0005620	Av_00022452-RA, Av_00010731-RA	GmISU01.13G290300.1.p, GmISU01.13G290300.4.p, GmISU01.13G290300.6.p, GmISU01.13G290300.10.p, GmISU01.13G290300.2.p, GmISU01.13G290300.5.p, GmISU01.15G040900.4.p, GmISU01.15G040900.2.p, GmISU01.15G040900.3.p, GmISU01.15G040900.1.p
OG0005621	Av_00013128-RA, Av_00023564-RA, Av_00020593-RA, Av_00006725-RA	GmISU01.02G144300.1.p
OG0005622	Av_00002911-RA	GmISU01.10G057900.1.p, GmISU01.13G120400.1.p
OG0005623	Av_00000867-RA	GmISU01.05G112000.1.p
OG0005624	Av_00015210-RA	GmISU01.07G218100.1.p
OG0005625	Av_00010314-RA, Av_00002971-RA	GmISU01.07G097400.2.p, GmISU01.07G097400.1.p
OG0005626	Av_00002840-RA, Av_00016393-RA	GmISU01.03G134300.1.p, GmISU01.19G137650.1.p, GmISU01.13G103700.1.p, GmISU01.03G134200.1.p
OG0005627	Av_00009061-RA, Av_00015563-RA	GmISU01.13G135400.1.p, GmISU01.13G135400.3.p, GmISU01.17G098900.1.p
OG0005628	Av_00019472-RA	GmISU01.07G185200.1.p, GmISU01.05G055900.1.p
OG0005629	Av_00019677-RA, Av_00004994-RA	GmISU01.13G295600.1.p, GmISU01.15G036200.1.p
OG0005630	Av_00010293-RA, Av_00005071-RA, Av_00024240-RA	GmISU01.02G166300.1.p, GmISU01.10G068800.2.p
OG0005631	Av_00023498-RA	GmISU01.18G068700.2.p, GmISU01.18G068700.1.p, GmISU01.08G294400.1.p
OG0005632	Av_00005640-RA	GmISU01.15G064200.2.p, GmISU01.15G064200.1.p, GmISU01.08G053400.1.p
OG0005633	Av_00013301-RA	GmISU01.18G058300.1.p, GmISU01.11G180800.1.p, GmISU01.11G180800.2.p, GmISU01.11G180800.4.p, GmISU01.11G180800.5.p, GmISU01.11G180800.3.p
OG0005634	Av_00012708-RA, Av_00018506-RA	GmISU01.11G158900.2.p, GmISU01.11G158900.3.p, GmISU01.11G158900.4.p, GmISU01.11G158900.1.p, GmISU01.12G068900.1.p
OG0005635	Av_00020037-RA, Av_00000869-RA	GmISU01.02G258000.1.p, GmISU01.14G013800.1.p
OG0005636	Av_00015652-RA, Av_00005073-RA	GmISU01.01G098900.1.p
OG0005637	Av_00004428-RA, Av_00012281-RA	GmISU01.11G109500.2.p, GmISU01.11G109500.1.p, GmISU01.11G109500.3.p, GmISU01.12G040200.2.p, GmISU01.12G040200.1.p
OG0005638	Av_00007020-RA	GmISU01.08G104500.1.p, GmISU01.08G104500.2.p
OG0005639	Av_00006169-RA	GmISU01.11G182600.2.p, GmISU01.11G182600.1.p
OG0005640	Av_00008971-RA, Av_00005594-RA, Av_00005983-RA	GmISU01.07G227200.1.p, GmISU01.09G008900.1.p, GmISU01.15G105600.1.p
OG0005641	Av_00023923-RA, Av_00021431-RA	GmISU01.13G260100.1.p, GmISU01.12G170200.1.p, GmISU01.06G250100.1.p, GmISU01.12G098000.1.p
OG0005642	Av_00019260-RA, Av_00014087-RA, Av_00014039-RA	GmISU01.05G071000.1.p, GmISU01.03G004500.1.p, GmISU01.03G004500.2.p, GmISU01.03G004500.3.p, GmISU01.19G091000.1.p, GmISU01.19G091000.2.p
OG0005643	Av_00002790-RA	GmISU01.03G087800.2.p, GmISU01.03G087800.10.p, GmISU01.03G087800.6.p, GmISU01.03G087800.9.p, GmISU01.03G087800.5.p, GmISU01.19G093150.1.p, GmISU01.03G087800.11.p, GmISU01.03G087800.1.p, GmISU01.03G087800.4.p, GmISU01.03G087800.12.p, GmISU01.03G087800.3.p, GmISU01.03G087800.8.p
OG0005645	Av_00017167-RA	GmISU01.11G132700.1.p
OG0005646	Av_00016562-RA	GmISU01.11G119800.1.p
OG0005647	Av_00019334-RA	GmISU01.03G143600.3.p, GmISU01.03G143600.2.p, GmISU01.19G146800.1.p, GmISU01.10G052700.1.p, GmISU01.13G116200.1.p
OG0005648	Av_00013420-RA	GmISU01.13G104300.4.p, GmISU01.13G104300.3.p, GmISU01.10G040700.2.p, GmISU01.13G104300.1.p, GmISU01.13G104300.2.p
OG0005649	Av_00017284-RA, Av_00005727-RA	GmISU01.11G202400.1.p
OG0005650	Av_00017317-RA	GmISU01.13G278000.1.p, GmISU01.13G278000.3.p, GmISU01.12G151000.1.p, GmISU01.13G278000.2.p, GmISU01.12G151000.2.p, GmISU01.13G278000.4.p
OG0005651	Av_00002405-RA, Av_00015778-RA	GmISU01.01G079000.1.p, GmISU01.03G050900.1.p
OG0005652	Av_00003646-RA, Av_00005895-RA	GmISU01.13G124800.1.p, GmISU01.13G124800.2.p, GmISU01.10G062500.1.p, GmISU01.10G062500.2.p, GmISU01.13G144400.1.p, GmISU01.07G172200.3.p, GmISU01.07G172200.1.p, GmISU01.07G172200.2.p
OG0005653	Av_00012740-RA	GmISU01.02G230000.1.p, GmISU01.02G230000.2.p, GmISU01.14G043800.1.p
OG0005654	Av_00011208-RA	GmISU01.13G238900.1.p, GmISU01.12G189800.1.p
OG0005655	Av_00007046-RA, Av_00013660-RA, Av_00006478-RA	GmISU01.10G162500.1.p, GmISU01.20G152700.1.p
OG0005656	Av_00005692-RA, Av_00017261-RA	GmISU01.02G219100.1.p, GmISU01.14G054700.1.p
OG0005657	Av_00002808-RA	GmISU01.02G163300.1.p, GmISU01.10G072500.2.p, GmISU01.03G163200.1.p, GmISU01.19G165400.1.p
OG0005658	Av_00007059-RA	GmISU01.10G172700.2.p, GmISU01.10G172700.4.p, GmISU01.10G172700.9.p, GmISU01.10G172700.1.p, GmISU01.10G172700.10.p, GmISU01.10G172700.6.p, GmISU01.10G172700.5.p, GmISU01.10G172700.8.p, GmISU01.10G172700.3.p, GmISU01.20G143800.1.p, GmISU01.20G143800.2.p, GmISU01.20G143800.5.p, GmISU01.20G143800.4.p, GmISU01.20G143800.6.p, GmISU01.20G143800.7.p, GmISU01.20G143800.3.p
OG0005659	Av_00009266-RA, Av_00015014-RA	GmISU01.14G015000.3.p, GmISU01.14G015000.1.p, GmISU01.02G256800.1.p
OG0005660	Av_00002398-RA, Av_00015780-RA	GmISU01.13G244300.1.p, GmISU01.13G244300.2.p, GmISU01.12G184800.1.p, GmISU01.12G184800.2.p
OG0005661	Av_00006554-RA	GmISU01.14G034900.2.p, GmISU01.14G034900.1.p
OG0005662	Av_00016555-RA	GmISU01.10G076400.3.p, GmISU01.10G076400.2.p, GmISU01.10G076200.4.p, GmISU01.15G228600.1.p, GmISU01.15G228700.1.p
OG0005663	Av_00001225-RA, Av_00008112-RA, Av_00014893-RA	GmISU01.20G033400.1.p, GmISU01.20G033400.2.p, GmISU01.13G049600.4.p, GmISU01.02G237000.3.p, GmISU01.02G237000.1.p, GmISU01.14G036700.1.p
OG0005664	Av_00001188-RA, Av_00014392-RA	GmISU01.11G233200.2.p, GmISU01.11G233200.3.p, GmISU01.18G000900.4.p, GmISU01.18G000900.8.p, GmISU01.18G000900.7.p, GmISU01.11G233200.1.p
OG0005665	Av_00016893-RA	GmISU01.13G281900.3.p, GmISU01.13G281900.2.p, GmISU01.13G281900.1.p, GmISU01.12G146800.2.p
OG0005666	Av_00004938-RA, Av_00020531-RA	GmISU01.03G104400.1.p
OG0005667	Av_00001691-RA, Av_00017657-RA	GmISU01.12G150500.5.p, GmISU01.13G278500.1.p, GmISU01.11G149500.1.p, GmISU01.12G078300.1.p
OG0005668	Av_00010327-RA, Av_00014508-RA	GmISU01.12G018900.2.p, GmISU01.11G086300.1.p
OG0005669	Av_00015922-RA, Av_00010503-RA, Av_00009332-RA, Av_00009333-RA	GmISU01.06G183700.1.p, GmISU01.04G133300.2.p, GmISU01.04G133300.1.p, GmISU01.05G018700.1.p
OG0005670	Av_00011943-RA	GmISU01.02G229700.1.p, GmISU01.14G044000.1.p
OG0005671	Av_00025017-RA, Av_00018765-RA	GmISU01.13G226100.1.p, GmISU01.15G202700.1.p
OG0005672	Av_00024626-RA	GmISU01.14G031700.1.p, GmISU01.14G031700.2.p, GmISU01.02G241500.1.p
OG0005674	Av_00011566-RA, Av_00000160-RA	GmISU01.14G020500.2.p, GmISU01.14G020500.1.p, GmISU01.02G251900.1.p, GmISU01.08G284800.1.p, GmISU01.18G080000.1.p
OG0005675	Av_00015449-RA	GmISU01.15G086700.1.p, GmISU01.15G086700.2.p, GmISU01.13G186400.1.p
OG0005676	Av_00021466-RA	GmISU01.17G180600.2.p, GmISU01.17G180600.1.p, GmISU01.17G180600.10.p, GmISU01.17G180600.5.p, GmISU01.17G180600.7.p, GmISU01.17G180600.11.p, GmISU01.17G180600.9.p, GmISU01.17G180600.8.p
OG0005677	Av_00007894-RA	GmISU01.08G282300.1.p, GmISU01.08G282300.2.p, GmISU01.18G082900.4.p, GmISU01.18G082900.1.p
OG0005678	Av_00014425-RA, Av_00001239-RA, Av_00014426-RA	GmISU01.13G115700.1.p, GmISU01.09G023700.2.p, GmISU01.09G023700.1.p, GmISU01.09G023700.3.p, GmISU01.15G121600.2.p, GmISU01.15G121600.1.p, GmISU01.15G121600.4.p
OG0005679	Av_00009762-RA, Av_00008794-RA	GmISU01.10G223700.1.p
OG0005680	Av_00002655-RA, Av_00005350-RA, Av_00019391-RA, Av_00007759-RA	GmISU01.05G146700.1.p, GmISU01.08G122500.1.p
OG0005681	Av_00004201-RA, Av_00016008-RA, Av_00010209-RA	GmISU01.04G042200.1.p, GmISU01.06G041400.1.p, GmISU01.01G154300.1.p, GmISU01.11G043500.1.p
OG0005682	Av_00008772-RA, Av_00009779-RA	GmISU01.08G133700.1.p, GmISU01.05G157300.1.p
OG0005684	Av_00005947-RA, Av_00005948-RA	GmISU01.07G044100.1.p, GmISU01.16G014000.1.p, GmISU01.19G220400.1.p, GmISU01.19G220400.2.p
OG0005686	Av_00023044-RA	GmISU01.07G234000.2.p, GmISU01.07G234000.1.p, GmISU01.17G001600.2.p, GmISU01.17G001600.1.p
OG0005687	Av_00018299-RA	GmISU01.08G080000.1.p, GmISU01.05G108500.1.p, GmISU01.05G108500.3.p
OG0005688	Av_00015856-RA, Av_00015855-RA	GmISU01.02G061300.2.p, GmISU01.02G061300.1.p, GmISU01.16G122300.1.p, GmISU01.16G122300.2.p
OG0005689	Av_00000461-RA, Av_00021590-RA, Av_00001966-RA	GmISU01.11G062500.1.p, GmISU01.01G136700.1.p, GmISU01.16G112600.1.p, GmISU01.16G112600.2.p, GmISU01.02G050700.1.p
OG0005690	Av_00003357-RA	GmISU01.09G116400.1.p, GmISU01.16G168900.1.p, GmISU01.09G116400.3.p
OG0005691	Av_00000585-RA	GmISU01.20G060700.1.p, GmISU01.10G006600.1.p, GmISU01.10G006600.2.p, GmISU01.10G006600.3.p, GmISU01.20G060700.3.p
OG0005692	Av_00009336-RA	GmISU01.19G173000.1.p, GmISU01.03G171400.1.p
OG0005695	Av_00006280-RA	GmISU01.14G150600.2.p, GmISU01.14G150600.1.p, GmISU01.02G181500.2.p, GmISU01.14G150600.3.p, GmISU01.04G087400.1.p, GmISU01.04G087400.2.p
OG0005696	Av_00014644-RA, Av_00000021-RA, Av_00024509-RA	GmISU01.16G023200.1.p, GmISU01.07G052500.1.p
OG0005697	Av_00014382-RA	GmISU01.09G122700.1.p, GmISU01.16G175900.2.p, GmISU01.16G175900.1.p
OG0005698	Av_00018726-RA	GmISU01.19G059100.2.p, GmISU01.19G059100.3.p, GmISU01.19G059100.1.p, GmISU01.05G066100.1.p
OG0005702	Av_00005740-RA, Av_00017296-RA	GmISU01.02G082400.1.p, GmISU01.02G082400.2.p, GmISU01.18G233200.1.p
OG0005704	Av_00017461-RA	GmISU01.17G223000.2.p, GmISU01.17G223000.3.p, GmISU01.17G223000.1.p, GmISU01.14G181400.1.p
OG0005705	Av_00018591-RA, Av_00010683-RA	GmISU01.08G265300.2.p, GmISU01.18G103300.1.p, GmISU01.08G265300.1.p
OG0005706	Av_00020892-RA, Av_00017793-RA	GmISU01.06G099000.1.p, GmISU01.06G099000.3.p, GmISU01.06G099000.2.p, GmISU01.04G209800.2.p, GmISU01.04G209800.3.p, GmISU01.04G209800.1.p
OG0005707	Av_00021892-RA, Av_00013806-RA	GmISU01.06G155500.1.p, GmISU01.04G158400.1.p, GmISU01.15G068000.1.p, GmISU01.13G207600.1.p
OG0005708	Av_00016780-RA	GmISU01.13G220400.3.p, GmISU01.13G220400.1.p, GmISU01.13G220400.2.p, GmISU01.15G056200.1.p, GmISU01.15G056200.2.p, GmISU01.15G056200.3.p
OG0005709	Av_00000386-RA	GmISU01.05G156700.1.p, GmISU01.08G133200.2.p, GmISU01.08G133200.1.p, GmISU01.08G133200.7.p, GmISU01.05G156700.3.p, GmISU01.05G156700.2.p
OG0005711	Av_00001374-RA	GmISU01.11G227700.2.p, GmISU01.11G227700.1.p, GmISU01.11G227700.3.p, GmISU01.18G006400.1.p
OG0005712	Av_00003264-RA	GmISU01.19G217300.1.p, GmISU01.03G216000.1.p, GmISU01.04G140800.1.p
OG0005713	Av_00021329-RA	GmISU01.09G155600.1.p, GmISU01.16G093100.2.p, GmISU01.16G093100.1.p, GmISU01.16G093100.3.p
OG0005714	Av_00022100-RA	GmISU01.19G198700.2.p, GmISU01.10G125300.1.p
OG0005715	Av_00000468-RA, Av_00021576-RA	GmISU01.11G068000.1.p, GmISU01.11G068000.2.p, GmISU01.01G131400.6.p, GmISU01.01G131400.4.p, GmISU01.01G131400.3.p
OG0005716	Av_00009238-RA, Av_00015037-RA	GmISU01.04G164500.1.p, GmISU01.06G149000.1.p, GmISU01.08G005700.1.p
OG0005717	Av_00007424-RA, Av_00004859-RA, Av_00012097-RA	GmISU01.14G187900.1.p, GmISU01.17G228700.1.p, GmISU01.09G064100.1.p, GmISU01.07G063600.1.p
OG0005718	Av_00000358-RA, Av_00021691-RA	GmISU01.18G016000.1.p, GmISU01.11G218200.1.p, GmISU01.08G126400.2.p, GmISU01.01G025700.1.p
OG0005720	Av_00017076-RA	GmISU01.20G202900.1.p, GmISU01.10G251800.1.p, GmISU01.20G202900.3.p, GmISU01.20G202900.2.p
OG0005722	Av_00016405-RA, Av_00013433-RA	GmISU01.02G135600.1.p, GmISU01.10G021900.1.p, GmISU01.19G118300.1.p, GmISU01.03G113300.2.p, GmISU01.03G113300.1.p, GmISU01.19G118400.1.p, GmISU01.03G113400.1.p
OG0005723	Av_00001822-RA	GmISU01.15G042600.1.p, GmISU01.08G174200.6.p, GmISU01.08G174200.5.p, GmISU01.08G174200.2.p, GmISU01.08G174200.1.p
OG0005724	Av_00009622-RA	GmISU01.03G131500.1.p, GmISU01.19G135700.1.p, GmISU01.10G037600.1.p, GmISU01.13G100400.1.p
OG0005725	Av_00010144-RA	GmISU01.11G160100.2.p, GmISU01.12G062100.2.p, GmISU01.12G062100.6.p, GmISU01.12G062100.3.p, GmISU01.11G160100.3.p
OG0005726	Av_00000300-RA	GmISU01.11G050600.1.p, GmISU01.11G050600.3.p, GmISU01.01G147300.3.p, GmISU01.01G147300.1.p
OG0005727	Av_00020800-RA, Av_00015873-RA, Av_00014059-RA	GmISU01.16G068300.1.p, GmISU01.16G092400.1.p, GmISU01.11G083200.1.p, GmISU01.01G117200.1.p, GmISU01.01G117200.2.p
OG0005728	Av_00019642-RA	GmISU01.15G138100.1.p, GmISU01.09G039500.1.p, GmISU01.09G039500.3.p, GmISU01.09G039500.2.p, GmISU01.15G138100.4.p, GmISU01.15G138100.2.p, GmISU01.15G138100.3.p, GmISU01.09G039500.4.p
OG0005729	Av_00024391-RA, Av_00001874-RA	GmISU01.05G088700.2.p, GmISU01.05G088700.5.p, GmISU01.17G144400.2.p, GmISU01.17G144400.11.p, GmISU01.17G144400.10.p, GmISU01.11G040550.1.p, GmISU01.01G157150.1.p
OG0005730	Av_00018585-RA, Av_00006052-RA, Av_00005539-RA, Av_00005441-RA, Av_00004099-RA, Av_00021918-RA	GmISU01.05G056800.1.p, GmISU01.17G132100.1.p, GmISU01.11G031800.1.p, GmISU01.01G167100.1.p
OG0005731	Av_00015261-RA	GmISU01.04G085100.4.p, GmISU01.04G085100.3.p, GmISU01.04G085100.2.p, GmISU01.04G085100.6.p, GmISU01.04G085100.1.p, GmISU01.04G085100.5.p, GmISU01.06G086500.9.p, GmISU01.06G086500.6.p, GmISU01.06G086500.2.p, GmISU01.06G086500.5.p
OG0005732	Av_00020382-RA	GmISU01.17G031200.1.p, GmISU01.17G031200.3.p, GmISU01.07G202400.1.p
OG0005733	Av_00011173-RA	GmISU01.11G108600.2.p, GmISU01.11G108600.1.p, GmISU01.12G039300.1.p
OG0005735	Av_00004199-RA	GmISU01.14G082800.2.p, GmISU01.14G082800.3.p, GmISU01.14G082800.1.p, GmISU01.14G082800.4.p, GmISU01.17G205200.2.p, GmISU01.17G205200.1.p
OG0005736	Av_00003429-RA, Av_00023547-RA	GmISU01.03G122400.1.p, GmISU01.19G126900.1.p, GmISU01.02G126800.1.p, GmISU01.10G029900.1.p
OG0005737	Av_00012939-RA	GmISU01.19G117600.2.p, GmISU01.19G117600.3.p, GmISU01.19G117600.1.p, GmISU01.03G112500.2.p, GmISU01.03G112500.1.p, GmISU01.03G112500.3.p
OG0005738	Av_00000746-RA	GmISU01.19G132300.1.p, GmISU01.19G132300.2.p, GmISU01.03G128300.1.p, GmISU01.03G128300.2.p
OG0005740	Av_00006642-RA	GmISU01.19G190200.2.p, GmISU01.19G190200.1.p, GmISU01.20G065300.1.p, GmISU01.10G115100.1.p
OG0005742	Av_00013581-RA	GmISU01.04G056200.1.p, GmISU01.06G056100.1.p
OG0005743	Av_00005266-RA, Av_00007550-RA	GmISU01.01G044300.1.p, GmISU01.02G097000.4.p, GmISU01.02G097000.5.p
OG0005744	Av_00005786-RA	GmISU01.08G232000.5.p, GmISU01.08G232000.4.p, GmISU01.08G232000.6.p, GmISU01.08G232000.7.p, GmISU01.18G218300.1.p, GmISU01.19G031300.1.p, GmISU01.19G031300.2.p
OG0005745	Av_00010937-RA	GmISU01.16G052400.2.p, GmISU01.16G052400.3.p, GmISU01.16G052400.1.p, GmISU01.16G052400.6.p, GmISU01.16G052400.4.p, GmISU01.16G052400.5.p, GmISU01.16G052400.7.p, GmISU01.20G125100.1.p, GmISU01.10G194900.1.p
OG0005746	Av_00005337-RA, Av_00002661-RA	GmISU01.02G033500.1.p, GmISU01.01G026500.1.p, GmISU01.08G254700.1.p, GmISU01.18G112300.1.p
OG0005747	Av_00021708-RA	GmISU01.09G166600.1.p, GmISU01.01G015100.1.p
OG0005748	Av_00013765-RA, Av_00001788-RA, Av_00001789-RA	GmISU01.06G182100.4.p, GmISU01.06G182100.5.p
OG0005749	Av_00019386-RA	GmISU01.07G105900.2.p, GmISU01.03G080100.2.p, GmISU01.03G080100.1.p
OG0005750	Av_00002683-RA, Av_00006452-RA	GmISU01.08G261000.2.p, GmISU01.18G107300.1.p
OG0005752	Av_00014958-RA	GmISU01.18G196200.1.p, GmISU01.09G199500.1.p, GmISU01.18G196100.1.p, GmISU01.09G199600.1.p
OG0005753	Av_00022469-RA, Av_00021119-RA	GmISU01.11G038200.3.p, GmISU01.11G038200.1.p, GmISU01.11G038200.4.p, GmISU01.17G141600.1.p, GmISU01.05G091400.1.p
OG0005754	Av_00019595-RA	GmISU01.19G004300.1.p, GmISU01.05G003600.1.p, GmISU01.05G003600.2.p
OG0005755	Av_00019751-RA, Av_00024356-RA, Av_00004708-RA	GmISU01.12G024300.5.p, GmISU01.12G024300.4.p, GmISU01.11G092500.1.p, GmISU01.11G092500.2.p
OG0005756	Av_00015486-RA, Av_00023093-RA	GmISU01.18G107800.2.p, GmISU01.18G107800.1.p, GmISU01.08G260400.1.p, GmISU01.02G027400.1.p, GmISU01.01G032500.1.p
OG0005758	Av_00011759-RA, Av_00017505-RA	GmISU01.16G065200.1.p, GmISU01.19G049000.1.p, GmISU01.19G049200.1.p, GmISU01.19G006200.1.p, GmISU01.05G005800.1.p
OG0005759	Av_00024746-RA	GmISU01.04G104600.2.p, GmISU01.04G104600.3.p, GmISU01.04G104600.1.p
OG0005760	Av_00013874-RA, Av_00011263-RA	GmISU01.06G175700.2.p, GmISU01.06G175700.1.p, GmISU01.06G175700.3.p, GmISU01.04G138800.4.p, GmISU01.04G138800.1.p
OG0005761	Av_00013761-RA	GmISU01.06G183900.2.p, GmISU01.06G183900.1.p, GmISU01.04G133200.1.p
OG0005762	Av_00016985-RA, Av_00006385-RA	GmISU01.02G106500.2.p, GmISU01.02G106500.3.p, GmISU01.02G106500.1.p, GmISU01.01G053300.1.p
OG0005763	Av_00016738-RA	GmISU01.11G191900.1.p, GmISU01.18G042300.1.p, GmISU01.14G174100.1.p
OG0005764	Av_00011198-RA, Av_00013814-RA	GmISU01.17G118500.2.p, GmISU01.17G118500.1.p, GmISU01.17G118500.5.p, GmISU01.17G118500.6.p, GmISU01.06G157200.1.p, GmISU01.04G156900.4.p, GmISU01.04G156900.1.p, GmISU01.04G156900.5.p, GmISU01.04G156900.3.p
OG0005765	Av_00005397-RA	GmISU01.20G081300.3.p, GmISU01.20G081300.1.p, GmISU01.10G235100.1.p
OG0005766	Av_00006429-RA	GmISU01.01G038500.2.p, GmISU01.01G038500.1.p, GmISU01.02G020400.1.p
