Orthogroup	A_vesiculosa.proteins	A_thaliana.proteins
OG0005697	Av_00014382-RA	AT4G20350.6, AT4G20350.2, AT4G20350.3, AT4G20350.11, AT4G20350.9, AT4G20350.5, AT4G20350.1, AT4G20350.4, AT4G20350.8, AT4G20350.7, AT4G20350.10
OG0005698	Av_00018726-RA	AT3G01740.1, AT5G14290.1
OG0005702	Av_00005740-RA, Av_00017296-RA	AT2G39630.1
OG0005703	Av_00016305-RA	AT5G40840.5, AT5G40840.6, AT5G40840.3, AT5G40840.2, AT5G40840.1, AT5G40840.4
OG0005704	Av_00017461-RA	AT4G13430.1
OG0005705	Av_00018591-RA, Av_00010683-RA	AT1G26665.1, AT1G26665.2, AT5G41910.2, AT5G41910.1, AT5G41910.3
OG0005706	Av_00020892-RA, Av_00017793-RA	AT1G77800.5, AT1G77800.6, AT1G77800.4, AT1G77800.3, AT1G77800.2, AT1G77800.1, AT1G77800.7
OG0005707	Av_00021892-RA, Av_00013806-RA	AT3G48560.1
OG0005708	Av_00016780-RA	AT1G72680.1
OG0005709	Av_00000386-RA	AT4G39420.2, AT4G39420.4, AT4G39420.1, AT4G39420.3
OG0005711	Av_00001374-RA	AT5G11860.3, AT5G11860.4, AT5G11860.1, AT5G11860.5, AT5G11860.2
OG0005712	Av_00003264-RA	AT2G46620.1
OG0005713	Av_00021329-RA	AT1G78690.5, AT1G78690.4, AT1G78690.3, AT1G78690.1, AT1G78690.2
OG0005714	Av_00022100-RA	AT5G27410.2
OG0005715	Av_00000468-RA, Av_00021576-RA	AT3G51130.1
OG0005716	Av_00009238-RA, Av_00015037-RA	AT5G61790.1, AT5G07340.2, AT5G07340.1
OG0005717	Av_00007424-RA, Av_00004859-RA, Av_00012097-RA	AT1G20930.1, AT1G76540.1
OG0005718	Av_00000358-RA, Av_00021691-RA	AT4G39870.1, AT4G39870.2
OG0005720	Av_00017076-RA	AT4G10430.3, AT4G10430.1, AT1G33230.2, AT1G33230.1
OG0005722	Av_00016405-RA, Av_00013433-RA	AT2G48010.1
OG0005723	Av_00001822-RA	AT1G11050.1
OG0005724	Av_00009622-RA	AT5G43940.1, AT5G43940.2
OG0005725	Av_00010144-RA	AT2G28450.2, AT2G28450.1
OG0005726	Av_00000300-RA	AT4G36980.4, AT4G36980.3, AT4G36980.1, AT4G36980.2
OG0005727	Av_00020800-RA, Av_00015873-RA, Av_00014059-RA	AT2G35610.1
OG0005728	Av_00019642-RA	AT3G06810.1
OG0005729	Av_00024391-RA, Av_00001874-RA	AT5G65770.3, AT5G65770.1, AT5G65780.2, AT5G65770.2
OG0005731	Av_00015261-RA	AT5G10940.2, AT5G10940.1
OG0005732	Av_00020382-RA	AT4G16180.2, AT4G16180.1
OG0005733	Av_00011173-RA	AT4G39300.1, AT4G39300.2
OG0005735	Av_00004199-RA	AT1G27750.1
OG0005736	Av_00003429-RA, Av_00023547-RA	AT2G30570.1
OG0005737	Av_00012939-RA	AT1G20770.2, AT1G20770.1
OG0005738	Av_00000746-RA	AT1G04010.1
OG0005740	Av_00006642-RA	AT1G09330.1
OG0005742	Av_00013581-RA	AT3G18090.1, AT3G18090.2, AT3G18090.3, AT3G23780.1, AT3G23780.2
OG0005743	Av_00005266-RA, Av_00007550-RA	AT1G14200.1, AT1G26800.1
OG0005744	Av_00005786-RA	AT5G15730.1, AT5G15730.2, AT5G15730.3
OG0005745	Av_00010937-RA	AT5G15750.1
OG0005746	Av_00005337-RA, Av_00002661-RA	AT1G23380.2, AT1G23380.1, AT1G70510.2, AT1G70510.1
OG0005747	Av_00021708-RA	AT1G32340.1
OG0005748	Av_00013765-RA, Av_00001788-RA, Av_00001789-RA	AT2G35340.2, AT2G35340.1, AT1G32490.1, AT1G32490.2
OG0005749	Av_00019386-RA	AT1G02145.1, AT1G02145.3, AT1G02145.4, AT1G02145.2
OG0005750	Av_00002683-RA, Av_00006452-RA	AT1G59990.2, AT1G59990.1
OG0005752	Av_00014958-RA	AT2G44810.2, AT2G44810.1
OG0005753	Av_00022469-RA, Av_00021119-RA	AT2G35330.1, AT2G35330.2, AT1G32530.1
OG0005754	Av_00019595-RA	AT5G14550.2, AT5G14550.3, AT5G14550.4, AT5G14550.1
OG0005755	Av_00019751-RA, Av_00024356-RA, Av_00004708-RA	AT5G23150.3, AT5G23150.1, AT5G23150.2, AT5G08230.1
OG0005756	Av_00015486-RA, Av_00023093-RA	AT1G70210.1
OG0005758	Av_00011759-RA, Av_00017505-RA	AT3G01530.1, AT3G27810.1, AT3G27810.2, AT5G40350.1, AT5G40350.2
OG0005759	Av_00024746-RA	AT3G23640.2, AT3G23640.1, AT3G23640.3
OG0005760	Av_00013874-RA, Av_00011263-RA	AT1G74530.4, AT1G74530.1, AT1G74530.2, AT1G74530.3
OG0005761	Av_00013761-RA	AT5G61010.1, AT5G61010.2
OG0005762	Av_00016985-RA, Av_00006385-RA	AT1G13700.3, AT1G13700.1, AT1G13700.2
OG0005763	Av_00016738-RA	AT1G68270.1, AT1G65880.1, AT1G65890.1, AT1G66120.1
OG0005764	Av_00011198-RA, Av_00013814-RA	AT5G63420.1
OG0005765	Av_00005397-RA	AT1G25520.1, AT1G68650.1
OG0005766	Av_00006429-RA	AT1G27070.1
OG0005767	Av_00001799-RA	AT1G74210.1, AT5G08030.2, AT5G08030.1
OG0005769	Av_00000533-RA, Av_00011249-RA	AT1G18660.2, AT1G18660.1, AT1G18660.4, AT1G18660.3
OG0005771	Av_00008925-RA	AT1G48840.1, AT3G18350.2, AT3G18350.3, AT3G18350.1
OG0005772	Av_00009309-RA, Av_00012423-RA	AT5G62500.1, AT3G47690.1
OG0005773	Av_00010252-RA	AT5G23110.1
OG0005774	Av_00002566-RA, Av_00018462-RA	AT2G01735.2, AT2G01735.1
OG0005776	Av_00021661-RA, Av_00020712-RA, Av_00020713-RA	AT5G46630.1, AT5G46630.2
OG0005779	Av_00023109-RA	AT1G19020.1, AT3G48180.1
OG0005780	Av_00018589-RA, Av_00010332-RA	AT4G16840.1, AT2G35658.2, AT2G35658.1, AT2G35658.3
OG0005781	Av_00013795-RA	AT3G18100.1, AT3G18100.3, AT3G18100.4, AT3G18100.2
OG0005782	Av_00017702-RA	AT5G63010.1
OG0005783	Av_00006450-RA	AT1G10480.1
OG0005784	Av_00018600-RA	AT5G15550.1, AT5G15550.3, AT5G15550.2
OG0005785	Av_00005054-RA	AT5G14100.1
OG0005786	Av_00005429-RA, Av_00002995-RA	AT5G63050.1, AT5G63050.2
OG0005787	Av_00013228-RA, Av_00018774-RA	AT5G19150.2, AT5G19150.1
OG0005788	Av_00003315-RA, Av_00017010-RA	AT1G68580.1, AT1G68580.4, AT1G68580.3, AT1G68580.5, AT1G68580.2
OG0005789	Av_00011303-RA	AT2G41500.1, AT2G41500.2, AT2G05720.1
OG0005790	Av_00019747-RA	AT1G17330.1
OG0005791	Av_00001729-RA	AT3G48170.1, AT1G74920.2, AT1G74920.1
OG0005793	Av_00003900-RA, Av_00003901-RA	AT5G40400.2, AT5G40400.1
OG0005799	Av_00003139-RA, Av_00014022-RA, Av_00014706-RA, Av_00008684-RA	AT1G02065.2, AT1G02065.1
OG0005800	Av_00024194-RA, Av_00007572-RA, Av_00006401-RA, Av_00005248-RA	AT1G13930.1, AT1G13930.3, AT1G13930.2, AT2G03440.1
OG0005824	Av_00015054-RA, Av_00009215-RA	AT5G24400.1
OG0005825	Av_00005799-RA, Av_00012184-RA	AT5G13780.1
OG0005826	Av_00017353-RA	AT3G62450.1
OG0005827	Av_00014844-RA	AT5G26760.1, AT5G26760.2
OG0005828	Av_00008135-RA, Av_00014909-RA	AT4G14700.1, AT4G12620.1
OG0005829	Av_00016787-RA, Av_00016788-RA	AT1G08990.1, AT1G54940.1
OG0005830	Av_00005693-RA	AT3G55960.1
OG0005831	Av_00012564-RA	AT5G02830.1
OG0005832	Av_00008090-RA, Av_00006965-RA, Av_00011818-RA	AT5G16480.1, AT3G02800.1
OG0005836	Av_00011172-RA, Av_00021535-RA	AT1G79010.1, AT1G16700.1
OG0005837	Av_00015675-RA, Av_00005089-RA	AT3G52720.4, AT3G52720.1, AT3G52720.2, AT3G52720.3
OG0005839	Av_00001492-RA, Av_00019953-RA	AT1G02720.1, AT1G02720.2, AT4G02130.3, AT4G02130.1, AT4G02130.2
OG0005840	Av_00002122-RA, Av_00017448-RA	AT2G33420.1, AT1G04470.1
OG0005843	Av_00008129-RA, Av_00014904-RA	AT5G12430.1
OG0005844	Av_00003693-RA	AT2G23930.2
OG0005845	Av_00004025-RA, Av_00021099-RA	AT3G07300.3, AT3G07300.1, AT3G07300.2
OG0005847	Av_00021551-RA, Av_00000667-RA	AT3G11950.4, AT3G11950.2, AT3G11950.5, AT3G11950.1, AT3G11950.3
OG0005848	Av_00006972-RA	AT1G65420.1
OG0005849	Av_00016518-RA, Av_00006580-RA	AT5G16530.2, AT5G16530.1
OG0005850	Av_00000985-RA, Av_00018184-RA	AT3G58140.1
OG0005851	Av_00011678-RA	AT4G39610.1, AT2G21990.1
OG0005852	Av_00019521-RA, Av_00019064-RA	AT3G54610.1
OG0005853	Av_00024846-RA, Av_00022426-RA	AT5G45620.1, AT4G19006.1
OG0005854	Av_00014432-RA, Av_00006578-RA, Av_00014872-RA, Av_00011816-RA, Av_00016520-RA	AT1G65295.1
OG0005855	Av_00017052-RA, Av_00019199-RA, Av_00000575-RA	AT2G33340.2, AT2G33340.1, AT2G33340.3, AT1G04510.1, AT1G04510.2
OG0005856	Av_00011432-RA	AT1G05760.2, AT1G05760.1, AT1G05770.1
OG0005857	Av_00016477-RA	AT3G09390.2, AT3G09390.1, AT5G02380.1
OG0005858	Av_00008057-RA, Av_00006750-RA	AT2G32760.3, AT2G32760.2, AT2G32760.1
OG0005859	Av_00004601-RA	AT4G38760.1
OG0005860	Av_00014289-RA	AT2G10550.1, AT3G18630.1
OG0005861	Av_00014058-RA	AT3G62040.1
OG0005863	Av_00014899-RA, Av_00014900-RA	AT5G12200.1
OG0005864	Av_00020749-RA, Av_00006752-RA	AT4G13615.1, AT3G24100.1
OG0005865	Av_00018680-RA, Av_00024722-RA	AT1G32190.1
OG0005866	Av_00017861-RA	AT2G39080.1
OG0005867	Av_00015949-RA	AT5G02710.2, AT5G02710.1, AT5G02710.3
OG0005868	Av_00017049-RA	AT3G23530.1, AT3G23510.1
OG0005869	Av_00014749-RA, Av_00000543-RA	AT1G48110.2, AT1G48110.1
OG0005871	Av_00002177-RA, Av_00013545-RA	AT1G48240.2, AT1G48240.1, AT3G17440.1, AT3G17440.2
OG0005872	Av_00023731-RA	AT3G22740.1
OG0005873	Av_00010902-RA	AT1G26750.1
OG0005874	Av_00021284-RA	AT5G06970.1
OG0005875	Av_00009514-RA	AT5G16690.1, AT5G16690.2
OG0005876	Av_00014082-RA	AT4G19370.1, AT1G31720.5, AT1G31720.6, AT1G31720.2, AT1G31720.4, AT1G31720.1, AT1G31720.7, AT1G31720.3
OG0005877	Av_00020750-RA, Av_00022178-RA, Av_00006751-RA	AT4G13600.1
OG0005879	Av_00001532-RA, Av_00013508-RA	AT5G35620.2, AT5G35620.3, AT5G35620.1
OG0005880	Av_00014873-RA, Av_00008088-RA, Av_00001245-RA, Av_00014431-RA	AT3G02830.2, AT3G02830.1
OG0005881	Av_00014072-RA, Av_00020555-RA, Av_00020369-RA	AT5G02240.1, AT2G37660.1
OG0005882	Av_00019891-RA, Av_00021017-RA	AT4G24440.2, AT4G24440.1
OG0005883	Av_00018069-RA	AT5G48020.1
OG0005884	Av_00010106-RA	AT3G07580.2, AT3G07580.1, AT5G48335.1
OG0005885	Av_00001446-RA	AT2G47390.1
OG0005886	Av_00017871-RA, Av_00013244-RA	AT5G18800.2, AT5G18800.1, AT3G06310.1, AT3G06310.3, AT3G06310.2
OG0005887	Av_00008020-RA, Av_00006780-RA	AT1G51730.1
OG0005888	Av_00003856-RA	AT2G40170.1
OG0005890	Av_00017540-RA	AT1G71300.2, AT1G71270.1
OG0005891	Av_00023408-RA	AT2G35770.1, AT3G07990.1, AT2G35780.1
OG0005893	Av_00007809-RA	AT2G23210.1, AT2G23250.1, AT2G23260.1
OG0005895	Av_00006140-RA, Av_00019686-RA	AT2G28840.1, AT2G28840.2
OG0005896	Av_00016266-RA	AT1G08845.1, AT1G08845.3, AT1G08845.2
OG0005897	Av_00012652-RA	AT4G28620.1, AT4G28630.1, AT5G58270.1
OG0005898	Av_00015570-RA, Av_00009077-RA	AT2G32850.1, AT2G32850.2
OG0005899	Av_00016150-RA, Av_00006696-RA	AT5G28590.1, AT3G04590.2, AT3G04590.1
OG0005900	Av_00015471-RA	AT1G10740.2, AT1G10740.1, AT1G10740.4, AT1G10740.3, AT1G23330.1
OG0005901	Av_00024680-RA, Av_00001588-RA	AT3G05230.1, AT3G05230.2, AT5G27430.1
OG0005902	Av_00014882-RA, Av_00008095-RA	AT1G65260.2, AT1G65260.1
OG0005903	Av_00009140-RA, Av_00014754-RA	AT1G05640.1, AT2G31820.1
OG0005905	Av_00023151-RA	AT2G16130.1, AT2G16120.1, AT3G18830.1
OG0005906	Av_00015165-RA, Av_00023497-RA	ATMG00960.1
OG0005907	Av_00009011-RA	AT5G42340.1
OG0005908	Av_00009882-RA	AT4G34640.1, AT4G34640.2
OG0005909	Av_00011396-RA, Av_00015958-RA	AT4G39910.1, AT2G22310.1
OG0005910	Av_00023222-RA, Av_00010970-RA	AT4G08685.1, AT5G10130.1
OG0005911	Av_00011471-RA, Av_00000070-RA, Av_00008652-RA, Av_00015247-RA, Av_00010921-RA	AT1G44830.1, AT1G21910.1, AT1G77640.1
OG0005912	Av_00016637-RA, Av_00015073-RA	AT5G63860.1
OG0005913	Av_00003938-RA	AT5G65560.2, AT5G65560.3, AT5G65560.1, AT1G77340.1
OG0005914	Av_00024538-RA	AT1G27752.1, AT1G27752.2
OG0005915	Av_00008861-RA	AT4G33350.2, AT4G33350.1
OG0005916	Av_00019599-RA	AT2G02570.1, AT2G02570.4, AT2G02570.2, AT2G02570.3
OG0005917	Av_00007282-RA	AT5G09390.1, AT5G09390.2
OG0005918	Av_00009349-RA	AT1G77930.3, AT1G77930.1, AT1G77930.2
OG0005919	Av_00011670-RA, Av_00014227-RA	AT2G21790.1
OG0005920	Av_00017799-RA	AT1G34270.1
OG0005921	Av_00011337-RA, Av_00000962-RA	AT1G45000.1, AT5G43010.1
OG0005922	Av_00020106-RA	AT1G79100.1
OG0005925	Av_00012259-RA, Av_00004456-RA	AT1G47710.1, AT1G47710.2
OG0005926	Av_00000420-RA	AT2G22570.1, AT2G22570.2
OG0005927	Av_00023984-RA, Av_00011590-RA	AT5G13970.1
OG0005928	Av_00009915-RA, Av_00011125-RA	AT5G10860.1
OG0005929	Av_00001082-RA, Av_00021263-RA	AT3G19170.1, AT3G19170.2, AT1G49630.4, AT1G49630.5, AT1G49630.3, AT1G49630.2, AT1G49630.1
OG0005930	Av_00000688-RA	AT3G10140.1
OG0005931	Av_00015811-RA, Av_00017229-RA	AT1G22040.1
OG0005933	Av_00006616-RA	AT5G09260.1, AT5G63880.1, AT5G63880.2
OG0005935	Av_00013191-RA	AT5G06810.1, AT5G06811.1
OG0005936	Av_00007319-RA, Av_00019045-RA	AT5G64080.2, AT5G64080.1, AT2G13820.1, AT2G13820.3, AT2G13820.2
OG0005937	Av_00000235-RA	AT4G04940.2, AT4G04940.1
OG0005939	Av_00010031-RA, Av_00007931-RA, Av_00006851-RA, Av_00010793-RA, Av_00023573-RA	AT1G58340.1
OG0005942	Av_00008770-RA	AT2G17120.1
OG0005943	Av_00003522-RA, Av_00020286-RA	AT2G15690.1
OG0005944	Av_00014368-RA	AT4G32050.1
OG0005945	Av_00009976-RA, Av_00010207-RA, Av_00019108-RA	AT3G01400.1, AT5G58680.1
OG0005946	Av_00017640-RA	AT1G21710.1
OG0005947	Av_00009031-RA, Av_00003775-RA	AT1G20190.2, AT1G20190.1
OG0005948	Av_00021614-RA	AT1G76180.2, AT1G76180.1, AT1G20440.1, AT1G20450.2, AT1G20450.1
OG0005949	Av_00000982-RA, Av_00018183-RA	AT4G15480.1, AT4G15490.1, AT4G15500.1
OG0005950	Av_00010944-RA	AT1G28210.1, AT1G28210.2, AT1G28210.3
OG0005951	Av_00006441-RA, Av_00007521-RA	AT1G59820.1
OG0005952	Av_00022589-RA	AT1G19480.2, AT1G19480.1, AT1G75230.1, AT1G75230.2
OG0005953	Av_00000436-RA	AT2G22070.1
OG0005954	Av_00024495-RA, Av_00005466-RA	AT4G23040.1, AT4G11740.1, AT4G11740.2
OG0005955	Av_00020034-RA	AT1G47578.1, AT4G31050.1
OG0005956	Av_00001352-RA, Av_00016740-RA, Av_00020328-RA	AT1G03050.1, AT4G02650.1
OG0005957	Av_00011687-RA, Av_00014243-RA, Av_00018988-RA, Av_00001912-RA	AT4G35500.1, AT4G35500.2, AT2G17530.1, AT2G17530.3
OG0005958	Av_00008854-RA, Av_00018729-RA, Av_00019040-RA	AT3G19650.1
OG0005959	Av_00007918-RA, Av_00006859-RA, Av_00010017-RA, Av_00010796-RA, Av_00010227-RA	AT4G07960.2, AT4G07960.1
OG0005960	Av_00005176-RA, Av_00018385-RA	AT2G40930.1, AT2G40930.2
OG0005961	Av_00020407-RA	AT4G32810.1, AT4G32810.2
OG0005962	Av_00011550-RA	AT3G13170.2, AT3G13170.3, AT3G13170.1
OG0005963	Av_00000783-RA	AT4G02010.1
OG0005964	Av_00008978-RA	AT2G22260.9, AT2G22260.4, AT2G22260.2, AT2G22260.1, AT2G22260.5, AT2G22260.6, AT2G22260.8, AT2G22260.3, AT2G22260.7
OG0005965	Av_00018476-RA	AT1G17120.1
OG0005966	Av_00000719-RA	AT1G28560.3, AT1G28560.1, AT1G28560.2
OG0005967	Av_00021435-RA, Av_00015833-RA	AT4G28190.2, AT4G28190.1, AT2G20825.1
OG0005968	Av_00000210-RA, Av_00017216-RA, Av_00002365-RA, Av_00019374-RA, Av_00023760-RA	AT5G53950.1, AT3G15170.1
OG0005969	Av_00003676-RA	AT1G11530.1
OG0005970	Av_00010959-RA, Av_00015279-RA	AT3G15660.1, AT3G15660.2
OG0005971	Av_00011027-RA, Av_00017103-RA	AT5G57410.3, AT5G57410.1, AT5G57410.2
OG0005972	Av_00016941-RA, Av_00004749-RA	AT2G04350.2, AT2G04350.1
OG0005973	Av_00014237-RA	AT1G14120.2, AT1G14120.1, AT1G14120.3, AT1G14130.1
OG0005974	Av_00000197-RA, Av_00007867-RA	AT5G54400.1, AT3G15530.1, AT3G15530.2
OG0005975	Av_00010615-RA, Av_00014155-RA	AT1G62422.1, AT1G12020.1
OG0005976	Av_00008120-RA	AT5G12220.2, AT5G12220.1
OG0005977	Av_00003977-RA, Av_00009075-RA	AT2G24200.3, AT2G24200.1, AT2G24200.2, AT4G30910.1, AT4G30920.1
OG0005978	Av_00018833-RA, Av_00018646-RA	AT3G21190.1, AT1G51630.1
OG0005980	Av_00004497-RA	AT4G30850.1, AT4G30850.2, AT2G24150.1, AT2G24150.2
OG0005981	Av_00002060-RA, Av_00019483-RA, Av_00016686-RA, Av_00012897-RA	AT5G07180.2, AT5G07180.1, AT5G62230.1, AT5G62230.2
OG0005982	Av_00017226-RA	AT2G20030.1, AT4G28890.1
OG0005983	Av_00009167-RA	AT5G52110.1, AT5G52110.2
OG0005984	Av_00015139-RA	AT1G05970.2, AT1G05970.1
OG0005985	Av_00007999-RA	AT3G16190.1
OG0005986	Av_00017335-RA	AT1G53800.4, AT1G53800.3, AT1G53800.2, AT1G53800.1
OG0005987	Av_00015821-RA	AT1G72310.1, AT1G53820.1, AT3G14320.1, AT3G19140.1
OG0005988	Av_00012034-RA	AT4G32980.2, AT4G32980.1
OG0005989	Av_00003630-RA	AT5G21930.1, AT5G21930.3, AT5G21930.4, AT5G21930.2
OG0005990	Av_00007779-RA, Av_00003929-RA	AT1G71090.1
OG0005991	Av_00001632-RA	AT2G23200.1, AT5G24010.1
OG0005992	Av_00023062-RA	AT4G33090.1
OG0005993	Av_00002038-RA	AT5G24450.1, AT5G24450.2, AT3G49410.3, AT3G49410.4, AT3G49410.2, AT3G49410.1
OG0005994	Av_00019289-RA, Av_00008889-RA	AT4G29330.2, AT4G29330.1
OG0005995	Av_00009168-RA, Av_00014768-RA	AT1G63050.1, AT1G12640.1
OG0005996	Av_00005372-RA	AT1G67370.1
OG0005997	Av_00024435-RA	AT2G38740.1
OG0005998	Av_00023066-RA, Av_00021889-RA	AT3G56830.5, AT3G56830.2, AT3G56830.3, AT3G56830.4, AT3G56830.7, AT3G56830.8, AT3G56830.6, AT3G56830.1
OG0006000	Av_00003258-RA	AT4G23930.2, AT4G23930.1
OG0006001	Av_00023014-RA, Av_00020438-RA, Av_00010744-RA	AT3G14050.1, AT1G54130.1
OG0006002	Av_00001587-RA	AT4G25280.2, AT4G25280.1
OG0006003	Av_00013000-RA	AT3G14080.4
OG0006003	Av_00008740-RA	AT3G14080.1, AT3G14080.2
OG0006006	Av_00020855-RA, Av_00021968-RA	AT4G31180.1, AT4G31180.2
OG0006007	Av_00007401-RA, Av_00003779-RA	AT5G19960.1, AT5G19960.2
OG0006009	Av_00012314-RA, Av_00004491-RA, Av_00001013-RA	AT5G57655.2, AT5G57655.1
OG0006012	Av_00005462-RA	AT5G51920.1
OG0006013	Av_00007204-RA, Av_00018847-RA, Av_00004331-RA, Av_00004555-RA	AT1G47250.1, AT5G42790.1
OG0006014	Av_00007973-RA, Av_00018161-RA, Av_00006817-RA	AT1G80300.1, AT1G15500.1
OG0006015	Av_00008158-RA	AT1G11880.3, AT1G11880.1, AT1G11880.2
OG0006016	Av_00014021-RA, Av_00003138-RA	AT3G15351.4, AT3G15351.6, AT3G15351.3, AT3G15351.1, AT3G15351.2, AT3G15351.7, AT3G15351.5
OG0006017	Av_00012800-RA, Av_00020202-RA	AT4G32410.1, AT2G25540.1
OG0006018	Av_00024025-RA	AT3G49260.3, AT3G49260.4, AT3G49260.1, AT3G49260.2
OG0006019	Av_00021902-RA, Av_00016052-RA	AT5G28320.1, AT5G28400.1, AT3G61780.1
OG0006020	Av_00019504-RA, Av_00012824-RA	AT3G54280.1, AT3G54280.2
OG0006021	Av_00012327-RA	AT4G30720.1
OG0006022	Av_00010393-RA	AT4G12030.5, AT4G12030.1, AT4G12030.3, AT4G12030.2, AT4G12030.4, AT4G22840.1
OG0006023	Av_00012330-RA	AT5G57880.1
OG0006024	Av_00023528-RA	AT1G32127.1, AT1G32127.2
OG0006025	Av_00015566-RA, Av_00009064-RA	AT3G09850.1
OG0006026	Av_00019531-RA, Av_00019072-RA	AT2G19950.2, AT2G19950.1
OG0006027	Av_00009803-RA	AT2G40700.1
OG0006028	Av_00001107-RA, Av_00001106-RA, Av_00021241-RA	AT5G30490.1, AT5G30490.3, AT5G30490.2
OG0006029	Av_00005624-RA, Av_00005946-RA	AT3G53970.1, AT3G53970.2
OG0006030	Av_00005497-RA, Av_00020833-RA	AT4G29060.1
OG0006031	Av_00002065-RA, Av_00012903-RA	AT5G51740.1, AT5G51740.3, AT5G51740.2
OG0006032	Av_00004017-RA, Av_00005845-RA, Av_00012147-RA	AT5G27640.1, AT5G27640.3
OG0006033	Av_00012792-RA, Av_00022571-RA, Av_00004654-RA	AT5G11320.1, AT5G11320.2, AT4G32540.1, AT4G32540.2
OG0006036	Av_00006271-RA	AT1G80680.1
OG0006037	Av_00004162-RA, Av_00015416-RA	AT1G15290.1, AT1G15290.2
OG0006040	Av_00016862-RA	AT5G57120.1, AT5G57120.2
OG0006042	Av_00006758-RA, Av_00008045-RA	AT1G17420.1, AT1G72520.1
OG0006044	Av_00012193-RA, Av_00005781-RA	AT5G15810.1, AT3G02320.1
OG0006045	Av_00018246-RA	AT5G11450.1, AT5G11450.2
OG0006046	Av_00014060-RA	AT5G16280.2, AT5G16280.1
OG0006048	Av_00016886-RA	AT1G08130.1, AT1G49250.1
OG0006049	Av_00003574-RA	AT3G55400.1, AT3G55400.2
OG0006050	Av_00006650-RA	AT3G20480.2, AT3G20480.3, AT3G20480.1, AT3G20480.4, AT3G20480.5
OG0006051	Av_00008447-RA	AT5G44150.1
OG0006052	Av_00020589-RA	AT1G34540.1, AT3G56630.1
OG0006053	Av_00002274-RA	AT4G18375.2, AT4G18375.3, AT4G18375.1, AT5G46190.4, AT5G46190.1, AT5G46190.3, AT5G46190.2
OG0006054	Av_00000162-RA	AT3G20440.3, AT3G20440.2, AT3G20440.1
OG0006055	Av_00001323-RA	AT3G05740.1, AT3G05740.2
OG0006056	Av_00012682-RA, Av_00014488-RA, Av_00000679-RA	AT5G52500.1, AT3G57400.1
OG0006057	Av_00010593-RA, Av_00010592-RA	AT1G64570.1
OG0006058	Av_00015880-RA	AT2G38330.1
OG0006060	Av_00016423-RA, Av_00013455-RA	AT5G02950.2, AT5G02950.1, AT3G09670.2, AT3G09670.1
OG0006061	Av_00007362-RA	AT2G29590.1
OG0006062	Av_00006119-RA	AT5G58490.1
OG0006063	Av_00023193-RA	AT2G35035.2, AT2G35035.1
OG0006064	Av_00005167-RA, Av_00018381-RA	AT5G44530.2, AT5G44530.1, AT5G44530.3, AT4G20430.1, AT4G20430.2, AT4G20430.3
OG0006065	Av_00023433-RA, Av_00009814-RA	AT5G23630.1
OG0006066	Av_00023737-RA	AT5G06360.1
OG0006068	Av_00013839-RA	AT5G63830.1
OG0006069	Av_00012037-RA	AT3G15080.1
OG0006070	Av_00013355-RA	AT1G07745.2, AT1G07745.1, AT1G07745.4, AT1G07745.5, AT1G07745.3
OG0006071	Av_00010999-RA, Av_00017721-RA	AT5G16780.3, AT5G16780.2, AT5G16780.1
OG0006072	Av_00002823-RA	AT3G54720.1
OG0006073	Av_00018512-RA	AT2G28510.1, AT3G45610.1, AT5G60200.1
OG0006074	Av_00009719-RA	AT4G20310.2, AT4G20310.7, AT4G20310.6, AT4G20310.3, AT4G20310.9, AT4G20310.8, AT4G20310.1, AT4G20310.5, AT4G20310.4
OG0006075	Av_00007828-RA, Av_00000220-RA	AT1G78800.1
OG0006076	Av_00011742-RA	AT5G03080.1
OG0006077	Av_00023747-RA	AT5G47860.1
OG0006078	Av_00002931-RA, Av_00018030-RA	AT2G36305.2, AT2G36305.1
OG0006080	Av_00009521-RA, Av_00013072-RA, Av_00017593-RA	AT3G11270.1, AT3G11270.2, AT5G05780.1, AT5G05780.2
OG0006082	Av_00007676-RA, Av_00024741-RA	AT3G59090.3, AT3G59090.4, AT3G59090.1, AT3G59090.2
OG0006083	Av_00012380-RA	AT3G54010.2, AT3G54010.1
OG0006084	Av_00022057-RA, Av_00024817-RA	AT4G10760.1
OG0006085	Av_00013122-RA	AT2G14830.1
OG0006086	Av_00018004-RA, Av_00010302-RA	AT3G56190.1
OG0006087	Av_00001291-RA, Av_00015094-RA	AT5G06340.1, AT3G10620.1
OG0006088	Av_00006223-RA, Av_00012698-RA	AT2G30070.2, AT2G30070.1
OG0006089	Av_00007473-RA	AT4G04670.1
OG0006090	Av_00015881-RA	AT3G03710.1
OG0006091	Av_00015800-RA, Av_00016484-RA	AT5G02130.1
OG0006092	Av_00008185-RA, Av_00004359-RA	AT5G60370.1, AT3G57110.1, AT5G60370.2
OG0006093	Av_00007057-RA	AT3G54860.2, AT3G54860.1
OG0006094	Av_00022744-RA	AT2G30800.2, AT2G30800.1
OG0006095	Av_00014177-RA, Av_00010638-RA	AT5G47630.1, AT5G47630.2, AT5G47630.3
OG0006096	Av_00005648-RA, Av_00005923-RA	AT2G35630.1, AT2G35630.2
OG0006097	Av_00019605-RA	AT1G72440.1
OG0006098	Av_00001826-RA	AT5G59560.1, AT5G59560.2
OG0006099	Av_00014123-RA, Av_00010569-RA, Av_00003675-RA	AT4G05180.2, AT4G05180.1, AT4G21280.1, AT4G21280.2
