Orthogroup	A_vesiculosa.proteins	D_spatulata.proteins
OG0006738	Av_00017602-RA	Ds_00005563-RA
OG0006739	Av_00012024-RA	Ds_00010615-RA
OG0006740	Av_00019590-RA, Av_00021419-RA	Ds_00013138-RA
OG0006742	Av_00022816-RA, Av_00024569-RA, Av_00021355-RA	Ds_00013086-RA, Ds_00004860-RA
OG0006743	Av_00000862-RA, Av_00018383-RA, Av_00005174-RA	Ds_00004251-RA
OG0006745	Av_00000112-RA	Ds_00009223-RA
OG0006746	Av_00009284-RA, Av_00012401-RA	Ds_00018071-RA
OG0006747	Av_00007070-RA, Av_00003551-RA, Av_00008246-RA	Ds_00017097-RA
OG0006748	Av_00005767-RA, Av_00012203-RA	Ds_00009257-RA
OG0006749	Av_00001690-RA	Ds_00009692-RA
OG0006750	Av_00012818-RA	Ds_00017892-RA
OG0006751	Av_00003914-RA, Av_00004979-RA, Av_00005756-RA, Av_00012209-RA	Ds_00016156-RA
OG0006752	Av_00007102-RA	Ds_00003339-RA
OG0006754	Av_00011248-RA, Av_00000532-RA, Av_00001774-RA	Ds_00017134-RA, Ds_00014112-RA
OG0006755	Av_00001234-RA	Ds_00017315-RA
OG0006756	Av_00003578-RA, Av_00013616-RA, Av_00007084-RA	Ds_00014150-RA
OG0006757	Av_00009560-RA, Av_00022629-RA, Av_00017585-RA, Av_00015399-RA, Av_00004076-RA, Av_00004075-RA	Ds_00000387-RA
OG0006758	Av_00023455-RA	Ds_00007667-RA
OG0006760	Av_00005289-RA, Av_00024409-RA, Av_00006435-RA	Ds_00015820-RA
OG0006761	Av_00009112-RA	Ds_00011054-RA
OG0006762	Av_00017694-RA, Av_00001720-RA	Ds_00003767-RA
OG0006763	Av_00007868-RA	Ds_00002203-RA
OG0006764	Av_00007647-RA, Av_00006334-RA	Ds_00008526-RA
OG0006765	Av_00010111-RA	Ds_00004198-RA
OG0006766	Av_00024086-RA	Ds_00008679-RA
OG0006766	Av_00022691-RA	Ds_00011922-RA
OG0006767	Av_00009130-RA, Av_00015611-RA	Ds_00012100-RA
OG0006770	Av_00015514-RA, Av_00016965-RA, Av_00018083-RA, Av_00024375-RA	Ds_00010564-RA
OG0006771	Av_00002565-RA	Ds_00012709-RA
OG0006772	Av_00006424-RA, Av_00007530-RA	Ds_00004322-RA
OG0006773	Av_00007542-RA	Ds_00008435-RA
OG0006774	Av_00001721-RA, Av_00017693-RA	Ds_00016277-RA
OG0006775	Av_00010532-RA	Ds_00012443-RA
OG0006776	Av_00005770-RA, Av_00012201-RA	Ds_00006708-RA
OG0006777	Av_00009502-RA, Av_00018888-RA	Ds_00005574-RA
OG0006777	Av_00009959-RA, Av_00017096-RA	Ds_00008649-RA
OG0006779	Av_00010449-RA	Ds_00001286-RA
OG0006780	Av_00019514-RA	Ds_00013050-RA
OG0006782	Av_00018812-RA, Av_00018631-RA	Ds_00011846-RA
OG0006782	Av_00000943-RA, Av_00004316-RA, Av_00012983-RA, Av_00007234-RA	Ds_00000110-RA
OG0006783	Av_00018064-RA	Ds_00009503-RA
OG0006788	Av_00008505-RA, Av_00002778-RA	Ds_00011840-RA, Ds_00011820-RA, Ds_00011838-RA, Ds_00011471-RA, Ds_00016192-RA, Ds_00003945-RA, Ds_00014548-RA, Ds_00007050-RA, Ds_00011821-RA, Ds_00015257-RA, Ds_00003641-RA, Ds_00015087-RA
OG0006795	Av_00008635-RA, Av_00011444-RA, Av_00015221-RA, Av_00010883-RA	Ds_00004599-RA
OG0006797	Av_00012017-RA	Ds_00015187-RA, Ds_00017506-RA, Ds_00016667-RA, Ds_00015191-RA
OG0006797	Av_00012016-RA	Ds_00015192-RA
OG0006803	Av_00019081-RA, Av_00019314-RA, Av_00022472-RA, Av_00023348-RA, Av_00022231-RA, Av_00024129-RA, Av_00003520-RA, Av_00023990-RA, Av_00017169-RA, Av_00024079-RA, Av_00020255-RA, Av_00024884-RA, Av_00019082-RA, Av_00003335-RA	Ds_00005719-RA
OG0006803	Av_00021207-RA	Ds_00011332-RA, Ds_00017223-RA, Ds_00011309-RA, Ds_00017432-RA, Ds_00013462-RA
OG0006804	Av_00008582-RA	Ds_00017617-RA
OG0006834	Av_00016122-RA, Av_00016087-RA	Ds_00007001-RA
OG0006835	Av_00012086-RA	Ds_00007138-RA
OG0006837	Av_00024088-RA	Ds_00013121-RA
OG0006838	Av_00021777-RA	Ds_00004717-RA
OG0006839	Av_00020013-RA	Ds_00016964-RA
OG0006840	Av_00019901-RA, Av_00006464-RA	Ds_00003129-RA
OG0006841	Av_00019564-RA	Ds_00018099-RA, Ds_00018100-RA, Ds_00017994-RA, Ds_00011718-RA
OG0006842	Av_00025051-RA	Ds_00001877-RA
OG0006844	Av_00017758-RA, Av_00021521-RA, Av_00012001-RA, Av_00015633-RA	Ds_00011126-RA
OG0006846	Av_00021178-RA	Ds_00013710-RA
OG0006847	Av_00014493-RA	Ds_00009597-RA
OG0006848	Av_00021397-RA, Av_00020676-RA	Ds_00015196-RA
OG0006849	Av_00017029-RA	Ds_00004647-RA, Ds_00002990-RA
OG0006850	Av_00008362-RA	Ds_00011934-RA
OG0006851	Av_00010019-RA	Ds_00000596-RA
OG0006852	Av_00011806-RA	Ds_00013726-RA
OG0006853	Av_00001211-RA, Av_00014409-RA	Ds_00014931-RA
OG0006855	Av_00020977-RA, Av_00014452-RA	Ds_00007621-RA
OG0006856	Av_00019852-RA, Av_00000803-RA	Ds_00007824-RA
OG0006858	Av_00018337-RA, Av_00020211-RA	Ds_00002599-RA
OG0006859	Av_00000815-RA	Ds_00014410-RA
OG0006861	Av_00018350-RA	Ds_00014667-RA
OG0006862	Av_00009414-RA	Ds_00016398-RA
OG0006863	Av_00017872-RA, Av_00013243-RA	Ds_00003084-RA
OG0006864	Av_00008312-RA	Ds_00000893-RA
OG0006864	Av_00011393-RA, Av_00004605-RA, Av_00008825-RA	Ds_00000017-RA
OG0006865	Av_00003505-RA, Av_00000726-RA, Av_00024113-RA, Av_00008061-RA, Av_00022238-RA, Av_00022185-RA	Ds_00017718-RA
OG0006866	Av_00007582-RA	Ds_00015096-RA, Ds_00007603-RA
OG0006867	Av_00005797-RA	Ds_00006693-RA
OG0006868	Av_00022987-RA	Ds_00003927-RA
OG0006869	Av_00022503-RA, Av_00024147-RA	Ds_00002041-RA, Ds_00008739-RA
OG0006870	Av_00004687-RA	Ds_00014243-RA
OG0006871	Av_00013622-RA	Ds_00009608-RA
OG0006874	Av_00002154-RA	Ds_00005042-RA
OG0006875	Av_00019173-RA, Av_00001500-RA, Av_00002117-RA, Av_00012961-RA	Ds_00000957-RA
OG0006876	Av_00019353-RA	Ds_00010975-RA
OG0006877	Av_00006142-RA, Av_00020545-RA	Ds_00010080-RA
OG0006878	Av_00011675-RA	Ds_00005266-RA
OG0006880	Av_00003992-RA	Ds_00011461-RA, Ds_00017874-RA, Ds_00011465-RA
OG0006881	Av_00002167-RA	Ds_00014662-RA, Ds_00017838-RA
OG0006882	Av_00018674-RA	Ds_00015288-RA
OG0006884	Av_00017033-RA	Ds_00006433-RA
OG0006886	Av_00000408-RA, Av_00015355-RA	Ds_00011193-RA
OG0006887	Av_00012715-RA	Ds_00004123-RA
OG0006889	Av_00017046-RA, Av_00020844-RA	Ds_00003197-RA, Ds_00003202-RA
OG0006890	Av_00023390-RA	Ds_00002680-RA
OG0006891	Av_00006970-RA	Ds_00006684-RA, Ds_00016161-RA, Ds_00009471-RA, Ds_00000407-RA
OG0006892	Av_00004900-RA	Ds_00007256-RA
OG0006894	Av_00005464-RA, Av_00024498-RA	Ds_00015001-RA, Ds_00000912-RA, Ds_00014928-RA
OG0006895	Av_00003563-RA, Av_00013626-RA	Ds_00003262-RA
OG0006896	Av_00004785-RA	Ds_00012337-RA
OG0006897	Av_00012742-RA	Ds_00009527-RA
OG0006899	Av_00012137-RA, Av_00004033-RA	Ds_00015722-RA
OG0006900	Av_00000742-RA	Ds_00005546-RA
OG0006901	Av_00023139-RA	Ds_00010807-RA
OG0006903	Av_00024094-RA, Av_00021560-RA	Ds_00004650-RA
OG0006904	Av_00000669-RA, Av_00020463-RA	Ds_00011321-RA, Ds_00007168-RA, Ds_00002703-RA
OG0006905	Av_00011957-RA	Ds_00012264-RA
OG0006906	Av_00003473-RA, Av_00004854-RA, Av_00000754-RA	Ds_00016285-RA
OG0006907	Av_00007325-RA, Av_00013270-RA	Ds_00010148-RA
OG0006908	Av_00003931-RA	Ds_00011056-RA
OG0006911	Av_00013531-RA	Ds_00004996-RA
OG0006912	Av_00010181-RA	Ds_00009535-RA
OG0006914	Av_00000829-RA	Ds_00001114-RA, Ds_00001113-RA
OG0006915	Av_00022492-RA	Ds_00016346-RA
OG0006917	Av_00000740-RA	Ds_00005700-RA
OG0006918	Av_00000539-RA	Ds_00005031-RA
OG0006919	Av_00011977-RA, Av_00011980-RA	Ds_00006612-RA
OG0006921	Av_00023562-RA	Ds_00005458-RA
OG0006922	Av_00007943-RA, Av_00006840-RA	Ds_00000639-RA
OG0006924	Av_00001316-RA	Ds_00009798-RA, Ds_00004370-RA
OG0006926	Av_00018767-RA, Av_00015299-RA, Av_00021141-RA	Ds_00003155-RA
OG0006927	Av_00013319-RA, Av_00006152-RA	Ds_00010093-RA
OG0006928	Av_00020748-RA, Av_00023023-RA, Av_00000739-RA	Ds_00005701-RA
OG0006929	Av_00023819-RA	Ds_00017148-RA
OG0006930	Av_00013653-RA, Av_00023389-RA	Ds_00006010-RA
OG0006931	Av_00011862-RA, Av_00007001-RA	Ds_00013934-RA
OG0006933	Av_00019800-RA	Ds_00010971-RA
OG0006934	Av_00023313-RA, Av_00013952-RA	Ds_00002839-RA
OG0006935	Av_00017248-RA	Ds_00002775-RA
OG0006938	Av_00012098-RA	Ds_00003042-RA
OG0006939	Av_00009769-RA	Ds_00017028-RA
OG0006940	Av_00021191-RA	Ds_00001481-RA
OG0006941	Av_00013360-RA	Ds_00014726-RA
OG0006943	Av_00001081-RA	Ds_00015313-RA
OG0006944	Av_00001968-RA	Ds_00016596-RA
OG0006945	Av_00018849-RA	Ds_00011286-RA
OG0006947	Av_00016286-RA	Ds_00003679-RA
OG0006948	Av_00024033-RA, Av_00002814-RA	Ds_00014881-RA
OG0006949	Av_00017605-RA	Ds_00005564-RA
OG0006950	Av_00018325-RA, Av_00007254-RA	Ds_00000077-RA
OG0006951	Av_00012372-RA	Ds_00000300-RA
OG0006954	Av_00019733-RA	Ds_00001506-RA
OG0006955	Av_00018739-RA	Ds_00013539-RA, Ds_00012196-RA
OG0006957	Av_00013472-RA	Ds_00013722-RA
OG0006958	Av_00008373-RA	Ds_00004223-RA
OG0006959	Av_00008980-RA	Ds_00011169-RA
OG0006960	Av_00000399-RA	Ds_00010907-RA
OG0006961	Av_00023148-RA, Av_00021538-RA	Ds_00016517-RA
OG0006962	Av_00024655-RA	Ds_00013546-RA, Ds_00012202-RA
OG0006964	Av_00004795-RA, Av_00009696-RA, Av_00004796-RA, Av_00003434-RA	Ds_00007813-RA
OG0006965	Av_00001900-RA, Av_00000429-RA	Ds_00016201-RA, Ds_00001411-RA
OG0006966	Av_00011615-RA	Ds_00007527-RA
OG0006967	Av_00016445-RA	Ds_00007876-RA
OG0006968	Av_00004522-RA, Av_00012357-RA	Ds_00013354-RA
OG0006969	Av_00008180-RA	Ds_00006024-RA
OG0006970	Av_00004262-RA, Av_00004622-RA	Ds_00012160-RA
OG0006973	Av_00008859-RA	Ds_00012148-RA
OG0006974	Av_00015989-RA	Ds_00002499-RA
OG0006974	Av_00010013-RA, Av_00007913-RA, Av_00006866-RA	Ds_00000615-RA
OG0006975	Av_00007199-RA	Ds_00015774-RA
OG0006976	Av_00015528-RA, Av_00016986-RA	Ds_00008429-RA
OG0006978	Av_00012504-RA	Ds_00009403-RA
OG0006979	Av_00021297-RA	Ds_00007778-RA
OG0006981	Av_00000293-RA, Av_00007728-RA, Av_00000294-RA	Ds_00006781-RA
OG0006983	Av_00013483-RA	Ds_00013700-RA
OG0006984	Av_00004197-RA	Ds_00000535-RA
OG0006985	Av_00024176-RA, Av_00021819-RA	Ds_00017750-RA
OG0006986	Av_00021856-RA	Ds_00000658-RA
OG0006987	Av_00001025-RA, Av_00011044-RA	Ds_00007946-RA
OG0006988	Av_00007285-RA	Ds_00000010-RA
OG0006989	Av_00016767-RA	Ds_00006936-RA
OG0006990	Av_00020218-RA, Av_00012812-RA	Ds_00017788-RA
OG0006991	Av_00000472-RA	Ds_00014488-RA
OG0006992	Av_00007203-RA	Ds_00011285-RA
OG0006993	Av_00014608-RA	Ds_00013670-RA, Ds_00017405-RA
OG0006994	Av_00013414-RA	Ds_00015275-RA
OG0006995	Av_00015947-RA, Av_00011399-RA, Av_00004612-RA, Av_00004270-RA	Ds_00013044-RA
OG0006996	Av_00018745-RA	Ds_00012213-RA
OG0006997	Av_00013522-RA	Ds_00014641-RA
OG0006998	Av_00013717-RA	Ds_00010961-RA
OG0006999	Av_00011774-RA, Av_00006946-RA	Ds_00003712-RA
OG0007000	Av_00004865-RA, Av_00012940-RA	Ds_00011972-RA
OG0007002	Av_00012373-RA	Ds_00017050-RA
OG0007003	Av_00019879-RA	Ds_00002230-RA
OG0007005	Av_00021461-RA	Ds_00001205-RA
OG0007006	Av_00022285-RA	Ds_00001753-RA
OG0007007	Av_00018490-RA, Av_00018065-RA	Ds_00009506-RA, Ds_00009505-RA
OG0007009	Av_00018242-RA	Ds_00009930-RA
OG0007010	Av_00018477-RA	Ds_00009488-RA
OG0007011	Av_00021311-RA, Av_00010335-RA	Ds_00014086-RA
OG0007012	Av_00019679-RA	Ds_00015486-RA, Ds_00011627-RA
OG0007013	Av_00003084-RA	Ds_00010684-RA
OG0007014	Av_00006000-RA, Av_00005584-RA	Ds_00004424-RA
OG0007016	Av_00012131-RA	Ds_00015708-RA
OG0007017	Av_00021403-RA	Ds_00011512-RA
OG0007018	Av_00008761-RA	Ds_00013316-RA
OG0007020	Av_00003053-RA	Ds_00014082-RA
OG0007022	Av_00007503-RA, Av_00003636-RA, Av_00008707-RA	Ds_00011496-RA, Ds_00000486-RA
OG0007024	Av_00003064-RA, Av_00002514-RA, Av_00002531-RA, Av_00002551-RA, Av_00015731-RA	Ds_00001702-RA
OG0007025	Av_00007874-RA, Av_00000189-RA	Ds_00010668-RA
OG0007027	Av_00010417-RA	Ds_00013285-RA
OG0007028	Av_00010645-RA	Ds_00004402-RA
OG0007029	Av_00017777-RA	Ds_00011487-RA
OG0007031	Av_00010993-RA, Av_00017725-RA	Ds_00009755-RA
OG0007032	Av_00007432-RA, Av_00003742-RA	Ds_00011351-RA
OG0007033	Av_00008984-RA	Ds_00004409-RA
OG0007035	Av_00007483-RA, Av_00003665-RA	Ds_00015882-RA
OG0007036	Av_00015445-RA, Av_00020079-RA	Ds_00007750-RA
OG0007037	Av_00005981-RA, Av_00014154-RA, Av_00010614-RA	Ds_00004464-RA
OG0007038	Av_00003705-RA, Av_00003704-RA, Av_00007462-RA	Ds_00015666-RA
OG0007040	Av_00019816-RA	Ds_00005245-RA
OG0007041	Av_00004827-RA, Av_00020263-RA	Ds_00016312-RA
OG0007042	Av_00023419-RA	Ds_00009859-RA
OG0007043	Av_00001121-RA, Av_00020105-RA	Ds_00003310-RA
OG0007044	Av_00023600-RA, Av_00004471-RA	Ds_00007933-RA
OG0007045	Av_00009531-RA, Av_00018916-RA	Ds_00000428-RA
OG0007046	Av_00011865-RA	Ds_00016635-RA
OG0007047	Av_00022675-RA	Ds_00002309-RA
OG0007048	Av_00008315-RA, Av_00013574-RA	Ds_00009090-RA
OG0007049	Av_00016151-RA	Ds_00006950-RA
OG0007050	Av_00023012-RA	Ds_00002352-RA
OG0007051	Av_00019090-RA	Ds_00015841-RA
OG0007054	Av_00019788-RA, Av_00020862-RA	Ds_00011452-RA
OG0007055	Av_00009500-RA, Av_00018887-RA	Ds_00005577-RA
OG0007056	Av_00015218-RA	Ds_00003566-RA
OG0007057	Av_00003542-RA	Ds_00005970-RA
OG0007058	Av_00008616-RA, Av_00014652-RA, Av_00013941-RA	Ds_00008369-RA
OG0007059	Av_00018707-RA	Ds_00001641-RA
OG0007060	Av_00017115-RA	Ds_00016433-RA
OG0007060	Av_00001009-RA, Av_00018204-RA, Av_00012315-RA	Ds_00017349-RA
OG0007062	Av_00006291-RA	Ds_00000209-RA
OG0007065	Av_00022716-RA	Ds_00007630-RA
OG0007066	Av_00001247-RA	Ds_00015532-RA
OG0007067	Av_00004317-RA, Av_00004566-RA	Ds_00008876-RA
OG0007068	Av_00022604-RA	Ds_00003089-RA
OG0007069	Av_00001014-RA	Ds_00016864-RA
OG0007070	Av_00024798-RA	Ds_00002120-RA
OG0007071	Av_00001042-RA	Ds_00015873-RA, Ds_00015755-RA
OG0007072	Av_00002172-RA	Ds_00014664-RA, Ds_00017840-RA
OG0007073	Av_00019516-RA	Ds_00000252-RA
OG0007074	Av_00012123-RA	Ds_00012861-RA, Ds_00015061-RA
OG0007075	Av_00015442-RA, Av_00004144-RA, Av_00004143-RA	Ds_00000722-RA
OG0007076	Av_00011504-RA, Av_00000096-RA	Ds_00008665-RA
OG0007077	Av_00018189-RA	Ds_00008208-RA
OG0007078	Av_00018241-RA, Av_00004648-RA	Ds_00009939-RA
OG0007079	Av_00014568-RA	Ds_00013822-RA
OG0007080	Av_00006707-RA	Ds_00011037-RA
OG0007081	Av_00010692-RA, Av_00003024-RA	Ds_00011319-RA
OG0007083	Av_00024524-RA, Av_00010447-RA, Av_00014596-RA	Ds_00009517-RA
OG0007085	Av_00020839-RA, Av_00024216-RA	Ds_00009076-RA
OG0007086	Av_00017535-RA	Ds_00000466-RA, Ds_00002310-RA
OG0007087	Av_00010070-RA	Ds_00007316-RA
OG0007088	Av_00012786-RA, Av_00006237-RA	Ds_00014261-RA
OG0007089	Av_00008695-RA	Ds_00003412-RA
OG0007090	Av_00004400-RA, Av_00023854-RA, Av_00017968-RA	Ds_00003397-RA, Ds_00002567-RA
OG0007091	Av_00018149-RA, Av_00006812-RA	Ds_00010390-RA
OG0007092	Av_00005843-RA	Ds_00010229-RA, Ds_00010230-RA
OG0007093	Av_00016860-RA	Ds_00007923-RA
OG0007094	Av_00001672-RA, Av_00009466-RA	Ds_00017644-RA
OG0007095	Av_00000039-RA	Ds_00003587-RA
OG0007096	Av_00017784-RA	Ds_00012409-RA
OG0007097	Av_00009204-RA	Ds_00005658-RA
OG0007098	Av_00023257-RA	Ds_00010468-RA
OG0007099	Av_00019069-RA	Ds_00000243-RA
OG0007101	Av_00018255-RA, Av_00004663-RA, Av_00012801-RA, Av_00020203-RA	Ds_00016080-RA
OG0007102	Av_00012120-RA	Ds_00014789-RA
OG0007103	Av_00018251-RA	Ds_00017708-RA
OG0007104	Av_00018574-RA, Av_00010704-RA	Ds_00018068-RA
OG0007105	Av_00017107-RA, Av_00018210-RA, Av_00001017-RA	Ds_00007964-RA
OG0007106	Av_00024525-RA	Ds_00001274-RA
OG0007107	Av_00022586-RA	Ds_00002405-RA
OG0007109	Av_00021128-RA	Ds_00009942-RA
OG0007110	Av_00000178-RA	Ds_00002963-RA
OG0007111	Av_00021644-RA	Ds_00015737-RA
OG0007112	Av_00009460-RA, Av_00001666-RA, Av_00024023-RA	Ds_00005636-RA
OG0007113	Av_00014309-RA, Av_00010095-RA	Ds_00017787-RA
OG0007115	Av_00022718-RA	Ds_00012813-RA
OG0007116	Av_00020714-RA	Ds_00013084-RA
OG0007117	Av_00010204-RA	Ds_00000519-RA
OG0007118	Av_00015043-RA, Av_00009956-RA	Ds_00008637-RA
OG0007119	Av_00008010-RA, Av_00004129-RA, Av_00021507-RA	Ds_00000768-RA
OG0007120	Av_00017425-RA	Ds_00002821-RA
OG0007121	Av_00015616-RA	Ds_00008514-RA
OG0007122	Av_00006020-RA	Ds_00004382-RA
OG0007124	Av_00008389-RA, Av_00024842-RA	Ds_00004925-RA
OG0007125	Av_00014450-RA	Ds_00007617-RA
OG0007126	Av_00005698-RA, Av_00017262-RA	Ds_00006596-RA
OG0007127	Av_00010256-RA, Av_00012842-RA	Ds_00002630-RA
OG0007128	Av_00000148-RA, Av_00011553-RA	Ds_00014055-RA
OG0007131	Av_00010696-RA	Ds_00013473-RA
OG0007133	Av_00003448-RA	Ds_00012347-RA
OG0007134	Av_00002735-RA	Ds_00010500-RA
OG0007135	Av_00010861-RA, Av_00020260-RA	Ds_00012285-RA
OG0007136	Av_00003087-RA	Ds_00010678-RA
OG0007137	Av_00020128-RA, Av_00016829-RA	Ds_00017841-RA
OG0007138	Av_00006144-RA	Ds_00015493-RA
OG0007139	Av_00022137-RA	Ds_00009976-RA
OG0007141	Av_00008732-RA, Av_00022088-RA	Ds_00015880-RA, Ds_00015089-RA
OG0007143	Av_00018100-RA, Av_00018340-RA	Ds_00012919-RA
OG0007144	Av_00021651-RA, Av_00013438-RA	Ds_00010322-RA
OG0007145	Av_00021854-RA	Ds_00008026-RA, Ds_00008028-RA
OG0007146	Av_00015067-RA, Av_00006115-RA, Av_00015069-RA	Ds_00010034-RA
OG0007147	Av_00005094-RA, Av_00015679-RA	Ds_00015793-RA
OG0007148	Av_00018209-RA, Av_00001016-RA, Av_00009825-RA	Ds_00007965-RA
OG0007149	Av_00024761-RA, Av_00006137-RA	Ds_00007498-RA
OG0007151	Av_00018028-RA, Av_00010281-RA, Av_00002933-RA	Ds_00008713-RA
OG0007152	Av_00008470-RA	Ds_00001231-RA
OG0007153	Av_00013340-RA, Av_00008422-RA	Ds_00014700-RA
OG0007154	Av_00012187-RA	Ds_00015238-RA
OG0007155	Av_00017263-RA	Ds_00016421-RA
OG0007156	Av_00008216-RA, Av_00004380-RA	Ds_00003276-RA
OG0007158	Av_00004360-RA	Ds_00006009-RA
OG0007159	Av_00006867-RA	Ds_00000616-RA
OG0007160	Av_00013107-RA	Ds_00016301-RA
OG0007161	Av_00010196-RA	Ds_00000136-RA
OG0007162	Av_00023466-RA	Ds_00012386-RA
OG0007163	Av_00004371-RA	Ds_00005960-RA
OG0007164	Av_00004737-RA	Ds_00004114-RA
OG0007165	Av_00004718-RA, Av_00016906-RA	Ds_00004140-RA
OG0007166	Av_00013263-RA	Ds_00015680-RA
OG0007167	Av_00014731-RA, Av_00000561-RA	Ds_00005066-RA
OG0007168	Av_00013477-RA	Ds_00002019-RA
OG0007169	Av_00010308-RA	Ds_00014307-RA
OG0007170	Av_00014262-RA	Ds_00004095-RA
OG0007171	Av_00001559-RA	Ds_00008277-RA
OG0007172	Av_00019182-RA	Ds_00001829-RA
OG0007172	Av_00019469-RA, Av_00000225-RA	Ds_00013903-RA
OG0007175	Av_00023036-RA, Av_00013138-RA, Av_00021471-RA	Ds_00012673-RA
OG0007177	Av_00012734-RA	Ds_00013833-RA, Ds_00008762-RA, Ds_00013832-RA
OG0007177	Av_00013092-RA	Ds_00005286-RA
OG0007178	Av_00008848-RA	Ds_00012175-RA, Ds_00012201-RA, Ds_00017910-RA
OG0007179	Av_00014460-RA, Av_00024787-RA	Ds_00009560-RA
OG0007180	Av_00012560-RA, Av_00002871-RA	Ds_00015401-RA
OG0007181	Av_00022506-RA	Ds_00017154-RA
OG0007182	Av_00002534-RA, Av_00015725-RA	Ds_00014064-RA
OG0007183	Av_00012032-RA	Ds_00013901-RA
OG0007184	Av_00005090-RA	Ds_00015551-RA
OG0007185	Av_00002958-RA, Av_00018007-RA	Ds_00015969-RA
OG0007186	Av_00020075-RA	Ds_00009493-RA
OG0007187	Av_00016942-RA	Ds_00004085-RA
OG0007188	Av_00005991-RA, Av_00005589-RA, Av_00014166-RA, Av_00010631-RA	Ds_00004437-RA, Ds_00017684-RA
OG0007189	Av_00024678-RA	Ds_00004823-RA
OG0007190	Av_00006097-RA	Ds_00003835-RA
OG0007191	Av_00021783-RA	Ds_00010123-RA
OG0007191	Av_00021079-RA, Av_00008523-RA	Ds_00011585-RA, Ds_00008280-RA
OG0007192	Av_00000761-RA	Ds_00017055-RA
OG0007193	Av_00003671-RA, Av_00008735-RA, Av_00022085-RA, Av_00010563-RA	Ds_00000874-RA
OG0007194	Av_00012543-RA, Av_00002851-RA	Ds_00015424-RA, Ds_00006859-RA
OG0007195	Av_00002968-RA	Ds_00015983-RA
OG0007197	Av_00019021-RA	Ds_00004273-RA
OG0007198	Av_00003148-RA, Av_00014030-RA	Ds_00003489-RA
OG0007199	Av_00023995-RA	Ds_00004706-RA
OG0007200	Av_00003019-RA, Av_00005448-RA	Ds_00001354-RA, Ds_00001353-RA
OG0007201	Av_00022834-RA	Ds_00009107-RA
OG0007202	Av_00010354-RA, Av_00003012-RA	Ds_00001360-RA
OG0007203	Av_00008242-RA, Av_00001093-RA	Ds_00003386-RA
OG0007204	Av_00019498-RA	Ds_00002658-RA
OG0007205	Av_00017641-RA	Ds_00008687-RA
OG0007206	Av_00001700-RA, Av_00017708-RA	Ds_00003800-RA
OG0007207	Av_00019638-RA	Ds_00002745-RA
OG0007208	Av_00007449-RA, Av_00003721-RA	Ds_00004411-RA
OG0007208	Av_00008983-RA	Ds_00011166-RA
OG0007209	Av_00004266-RA	Ds_00012200-RA
OG0007210	Av_00001669-RA	Ds_00005635-RA
OG0007211	Av_00024972-RA	Ds_00016511-RA
OG0007212	Av_00009256-RA	Ds_00013756-RA
OG0007212	Av_00011205-RA, Av_00013805-RA	Ds_00009721-RA
OG0007213	Av_00018285-RA	Ds_00016071-RA, Ds_00016073-RA, Ds_00016070-RA
OG0007214	Av_00019150-RA	Ds_00000909-RA
OG0007215	Av_00011189-RA, Av_00013831-RA	Ds_00003852-RA
OG0007216	Av_00014442-RA	Ds_00015534-RA
OG0007217	Av_00003460-RA	Ds_00006566-RA, Ds_00006565-RA
OG0007218	Av_00017946-RA, Av_00002012-RA	Ds_00009467-RA
OG0007219	Av_00014642-RA	Ds_00012518-RA
OG0007220	Av_00002147-RA, Av_00009583-RA	Ds_00005049-RA
OG0007221	Av_00021726-RA	Ds_00010990-RA
OG0007223	Av_00001457-RA	Ds_00014457-RA
OG0007224	Av_00004604-RA, Av_00004278-RA, Av_00007280-RA	Ds_00013023-RA
OG0007226	Av_00015363-RA	Ds_00010911-RA
OG0007227	Av_00014946-RA	Ds_00016663-RA
OG0007228	Av_00001994-RA	Ds_00010492-RA
OG0007229	Av_00007748-RA	Ds_00017085-RA
OG0007230	Av_00017771-RA	Ds_00002233-RA
OG0007231	Av_00011005-RA, Av_00008934-RA	Ds_00017182-RA
OG0007232	Av_00019156-RA, Av_00001513-RA	Ds_00016370-RA
OG0007233	Av_00023983-RA, Av_00011589-RA	Ds_00001848-RA, Ds_00008083-RA
OG0007234	Av_00000884-RA	Ds_00010598-RA
OG0007235	Av_00002050-RA	Ds_00015632-RA
OG0007237	Av_00002326-RA	Ds_00004545-RA
OG0007238	Av_00009773-RA, Av_00008783-RA	Ds_00013348-RA, Ds_00017023-RA
OG0007239	Av_00021858-RA	Ds_00001974-RA
OG0007240	Av_00022558-RA, Av_00021479-RA	Ds_00009062-RA
OG0007241	Av_00009027-RA, Av_00021621-RA, Av_00019442-RA, Av_00012115-RA	Ds_00012856-RA
OG0007242	Av_00007745-RA, Av_00000268-RA	Ds_00010718-RA
OG0007243	Av_00020394-RA, Av_00011514-RA, Av_00008354-RA	Ds_00016575-RA
OG0007244	Av_00021776-RA	Ds_00004657-RA
OG0007245	Av_00023021-RA	Ds_00005547-RA
OG0007246	Av_00001697-RA	Ds_00003809-RA
OG0007247	Av_00006348-RA, Av_00007631-RA	Ds_00008555-RA
OG0007248	Av_00007701-RA, Av_00000319-RA	Ds_00010486-RA
OG0007249	Av_00001692-RA, Av_00011178-RA	Ds_00003819-RA
OG0007250	Av_00016185-RA, Av_00006679-RA	Ds_00003877-RA
