Orthogroup	A_vesiculosa.proteins	B_vulgaris.proteins
OG0006061	Av_00007362-RA	Bevul.7G134900.1.p, Bevul.7G195400.1.p
OG0006062	Av_00006119-RA	Bevul.7G218900.1.p
OG0006063	Av_00023193-RA	Bevul.7G039600.2.p, Bevul.7G039600.1.p
OG0006064	Av_00005167-RA, Av_00018381-RA	Bevul.6G039500.1.p
OG0006065	Av_00023433-RA, Av_00009814-RA	Bevul.2G213300.1.p, Bevul.2G213300.2.p
OG0006066	Av_00023737-RA	Bevul.5G012500.1.p
OG0006068	Av_00013839-RA	Bevul.5G059400.1.p
OG0006069	Av_00012037-RA	Bevul.4G070900.1.p
OG0006070	Av_00013355-RA	Bevul.7G213100.1.p
OG0006071	Av_00010999-RA, Av_00017721-RA	Bevul.6G016300.1.p
OG0006072	Av_00002823-RA	Bevul.3G128300.1.p
OG0006073	Av_00018512-RA	Bevul.9G057600.1.p
OG0006074	Av_00009719-RA	Bevul.5G231200.1.p
OG0006075	Av_00007828-RA, Av_00000220-RA	Bevul.4G076700.1.p
OG0006076	Av_00011742-RA	Bevul.7G061100.2.p, Bevul.7G061100.5.p, Bevul.7G061100.3.p, Bevul.7G061100.4.p, Bevul.7G061100.1.p
OG0006077	Av_00023747-RA	Bevul.4G076200.1.p
OG0006078	Av_00002931-RA, Av_00018030-RA	Bevul.7G029200.1.p
OG0006080	Av_00009521-RA, Av_00013072-RA, Av_00017593-RA	Bevul.2G238600.3.p, Bevul.2G238600.1.p, Bevul.2G238600.2.p
OG0006081	Av_00005712-RA	Bevul.2G235100.1.p
OG0006082	Av_00007676-RA, Av_00024741-RA	Bevul.8G083900.1.p
OG0006083	Av_00012380-RA	Bevul.4G021800.1.p
OG0006084	Av_00022057-RA, Av_00024817-RA	Bevul.5G060100.1.p
OG0006085	Av_00013122-RA	Bevul.7G232800.1.p
OG0006086	Av_00018004-RA, Av_00010302-RA	Bevul.2G187100.1.p, Bevul.7G012400.1.p
OG0006087	Av_00001291-RA, Av_00015094-RA	Bevul.4G106700.1.p
OG0006088	Av_00006223-RA, Av_00012698-RA	Bevul.9G061000.4.p, Bevul.9G061000.2.p, Bevul.9G061000.5.p, Bevul.9G061000.3.p, Bevul.9G061000.1.p
OG0006089	Av_00007473-RA	Bevul.8G054200.1.p
OG0006090	Av_00015881-RA	Bevul.3G157400.1.p
OG0006091	Av_00015800-RA, Av_00016484-RA	Bevul.2G065400.2.p, Bevul.2G065400.5.p, Bevul.2G065400.3.p, Bevul.2G065400.1.p, Bevul.2G065400.4.p, Bevul.2G065400.6.p
OG0006092	Av_00008185-RA, Av_00004359-RA	Bevul.9G054600.1.p
OG0006093	Av_00007057-RA	Bevul.7G046100.1.p
OG0006094	Av_00022744-RA	Bevul.6G041400.1.p
OG0006095	Av_00014177-RA, Av_00010638-RA	Bevul.8G037100.1.p
OG0006096	Av_00005648-RA, Av_00005923-RA	Bevul.8G031600.1.p
OG0006097	Av_00019605-RA	Bevul.7G164800.1.p
OG0006099	Av_00014123-RA, Av_00010569-RA, Av_00003675-RA	Bevul.8G067900.1.p
OG0006100	Av_00017152-RA	Bevul.3G180600.1.p
OG0006101	Av_00007060-RA	Bevul.6G142200.1.p
OG0006102	Av_00008440-RA	Bevul.7G087600.1.p, Bevul.3G145400.1.p
OG0006104	Av_00014331-RA, Av_00001133-RA	Bevul.2G106500.1.p
OG0006105	Av_00012743-RA	Bevul.9G023300.5.p, Bevul.9G023300.3.p, Bevul.9G023300.2.p, Bevul.9G023300.4.p, Bevul.9G023300.7.p, Bevul.9G023300.1.p, Bevul.9G023300.6.p
OG0006106	Av_00005993-RA	Bevul.8G037700.1.p
OG0006108	Av_00021083-RA	Bevul.2G242300.1.p
OG0006109	Av_00005657-RA, Av_00022431-RA	Bevul.7G006700.1.p
OG0006110	Av_00011762-RA	Bevul.9G191800.1.p, Bevul.9G191800.2.p, Bevul.9G191800.3.p
OG0006112	Av_00019834-RA, Av_00011959-RA	Bevul.9G067100.2.p, Bevul.9G067100.1.p
OG0006113	Av_00020195-RA	Bevul.5G119000.1.p
OG0006114	Av_00011975-RA	Bevul.2G249000.1.p
OG0006115	Av_00022222-RA	Bevul.7G030100.1.p
OG0006116	Av_00003026-RA	Bevul.5G006900.1.p
OG0006117	Av_00005157-RA	Bevul.2G084800.1.p
OG0006118	Av_00006481-RA	Bevul.2G028200.2.p, Bevul.2G028200.1.p
OG0006120	Av_00022402-RA, Av_00024922-RA, Av_00022403-RA	Bevul.1G070000.1.p
OG0006121	Av_00013449-RA, Av_00016416-RA	Bevul.8G150500.1.p
OG0006122	Av_00008597-RA	Bevul.1G193700.1.p
OG0006123	Av_00011848-RA, Av_00014906-RA	Bevul.4G234400.1.p
OG0006125	Av_00002977-RA, Av_00005417-RA, Av_00017243-RA, Av_00005662-RA	Bevul.7G001800.1.p
OG0006126	Av_00006591-RA, Av_00014864-RA, Av_00016645-RA	Bevul.7G118100.1.p
OG0006127	Av_00013396-RA	Bevul.5G178600.1.p
OG0006128	Av_00018669-RA	Bevul.5G098500.1.p
OG0006129	Av_00022132-RA, Av_00021912-RA	Bevul.3G200100.1.p
OG0006130	Av_00014515-RA, Av_00002994-RA	Bevul.5G061800.1.p
OG0006131	Av_00011011-RA	Bevul.5G153800.1.p
OG0006133	Av_00000075-RA	Bevul.1G109100.1.p
OG0006134	Av_00021001-RA	Bevul.6G172900.1.p
OG0006135	Av_00022028-RA	Bevul.6G000100.1.p
OG0006136	Av_00019436-RA	Bevul.1G038900.1.p
OG0006137	Av_00021825-RA	Bevul.6G211700.1.p
OG0006138	Av_00016447-RA	Bevul.4G100900.1.p
OG0006140	Av_00018920-RA	Bevul.5G017800.1.p
OG0006141	Av_00018980-RA	Bevul.6G062100.1.p
OG0006142	Av_00001586-RA	Bevul.6G056000.1.p
OG0006143	Av_00000324-RA	Bevul.6G148800.1.p
OG0006145	Av_00003037-RA	Bevul.5G040200.1.p
OG0006146	Av_00012155-RA	Bevul.9G216700.2.p, Bevul.9G216700.1.p
OG0006147	Av_00003131-RA	Bevul.1G140200.1.p, Bevul.1G140800.1.p
OG0006148	Av_00003747-RA, Av_00007428-RA	Bevul.1G051400.1.p
OG0006149	Av_00003014-RA	Bevul.1G134300.1.p, Bevul.1G134400.1.p
OG0006150	Av_00015015-RA	Bevul.5G151900.1.p
OG0006151	Av_00016015-RA, Av_00004210-RA, Av_00019117-RA, Av_00010198-RA	Bevul.1G017900.1.p
OG0006152	Av_00013980-RA, Av_00003181-RA, Av_00014689-RA, Av_00008656-RA	Bevul.1G113300.1.p
OG0006155	Av_00023921-RA	Bevul.6G209500.1.p
OG0006156	Av_00014651-RA, Av_00008615-RA	Bevul.1G185200.1.p
OG0006157	Av_00003210-RA	Bevul.1G122500.1.p
OG0006158	Av_00016571-RA, Av_00006507-RA	Bevul.4G245800.1.p
OG0006159	Av_00013371-RA, Av_00023194-RA	Bevul.2G213800.2.p, Bevul.2G213800.1.p, Bevul.2G213800.3.p, Bevul.2G213800.4.p
OG0006160	Av_00010864-RA, Av_00003325-RA	Bevul.6G136900.1.p
OG0006161	Av_00006662-RA	Bevul.5G153300.1.p
OG0006162	Av_00009851-RA, Av_00011063-RA	Bevul.7G034400.1.p
OG0006163	Av_00021038-RA, Av_00006921-RA	Bevul.4G197400.1.p
OG0006164	Av_00018408-RA	Bevul.8G118800.1.p
OG0006165	Av_00012859-RA	Bevul.3G043300.1.p
OG0006166	Av_00011636-RA	Bevul.2G090600.1.p, Bevul.2G090600.2.p
OG0006167	Av_00015341-RA	Bevul.6G060800.1.p
OG0006168	Av_00021937-RA	Bevul.6G163600.1.p
OG0006169	Av_00023041-RA	Bevul.6G157300.1.p
OG0006170	Av_00006599-RA	Bevul.4G181700.1.p
OG0006172	Av_00007317-RA, Av_00019043-RA	Bevul.8G111800.1.p
OG0006173	Av_00016132-RA, Av_00016075-RA, Av_00016753-RA, Av_00020338-RA	Bevul.4G126900.1.p
OG0006175	Av_00015113-RA, Av_00016279-RA, Av_00016200-RA, Av_00006665-RA	Bevul.4G202800.1.p
OG0006176	Av_00017659-RA, Av_00015009-RA, Av_00009271-RA	Bevul.7G144100.1.p
OG0006177	Av_00008819-RA, Av_00018760-RA	Bevul.2G231400.3.p, Bevul.2G231400.1.p, Bevul.2G231400.2.p, Bevul.9G159500.2.p, Bevul.9G159500.1.p
OG0006178	Av_00016280-RA	Bevul.4G202400.1.p
OG0006180	Av_00001673-RA	Bevul.3G035000.1.p
OG0006181	Av_00018361-RA	Bevul.8G105100.1.p
OG0006182	Av_00016007-RA, Av_00004200-RA	Bevul.1G006900.1.p
OG0006184	Av_00023444-RA, Av_00021774-RA	Bevul.3G140400.1.p
OG0006185	Av_00009345-RA, Av_00012455-RA	Bevul.5G142500.1.p
OG0006187	Av_00010237-RA, Av_00019740-RA, Av_00022710-RA	Bevul.9G005500.1.p
OG0006188	Av_00002588-RA, Av_00018440-RA	Bevul.6G139500.1.p
OG0006189	Av_00022117-RA	Bevul.1G150100.1.p
OG0006190	Av_00017035-RA	Bevul.8G105200.1.p
OG0006192	Av_00004721-RA	Bevul.7G066200.3.p, Bevul.7G066200.2.p, Bevul.7G066200.1.p
OG0006193	Av_00013678-RA, Av_00013684-RA, Av_00013680-RA, Av_00013679-RA, Av_00006498-RA	Bevul.4G250100.1.p
OG0006194	Av_00014945-RA	Bevul.2G061800.1.p, Bevul.2G061800.3.p, Bevul.2G061800.2.p
OG0006195	Av_00018597-RA	Bevul.4G232600.1.p, Bevul.4G232000.1.p
OG0006195	Av_00018525-RA	Bevul.6G059200.1.p
OG0006196	Av_00003920-RA, Av_00005768-RA	Bevul.2G211200.2.p, Bevul.2G211200.1.p
OG0006197	Av_00020736-RA	Bevul.4G220300.1.p
OG0006198	Av_00018465-RA	Bevul.3G231700.1.p
OG0006199	Av_00022530-RA	Bevul.4G133100.1.p
OG0006200	Av_00022554-RA, Av_00024733-RA	Bevul.2G096500.1.p
OG0006201	Av_00023278-RA, Av_00023545-RA	Bevul.5G089700.1.p
OG0006202	Av_00016083-RA	Bevul.4G120700.1.p
OG0006203	Av_00016950-RA, Av_00004754-RA	Bevul.7G107900.1.p, Bevul.9G032100.1.p
OG0006204	Av_00018376-RA	Bevul.3G197400.1.p
OG0006205	Av_00024144-RA	Bevul.6G227800.1.p
OG0006205	Av_00005250-RA	Bevul.6G227700.1.p
OG0006205	Av_00006403-RA	Bevul.6G227500.1.p
OG0006206	Av_00012931-RA, Av_00024698-RA	Bevul.3G068600.1.p
OG0006207	Av_00008927-RA, Av_00019273-RA	Bevul.5G147900.1.p
OG0006208	Av_00012836-RA, Av_00010242-RA	Bevul.9G006700.1.p
OG0006210	Av_00021007-RA, Av_00022618-RA	Bevul.6G171100.1.p
OG0006211	Av_00013863-RA	Bevul.5G197800.1.p
OG0006212	Av_00003922-RA, Av_00004973-RA	Bevul.2G210400.1.p
OG0006213	Av_00009580-RA, Av_00009568-RA	Bevul.1G170700.1.p
OG0006214	Av_00000535-RA, Av_00011252-RA	Bevul.5G185800.1.p
OG0006215	Av_00019805-RA, Av_00018531-RA, Av_00019806-RA	Bevul.5G209000.1.p
OG0006216	Av_00001797-RA	Bevul.5G179100.1.p
OG0006217	Av_00010721-RA	Bevul.9G189300.1.p
OG0006218	Av_00007592-RA	Bevul.6G111400.1.p
OG0006219	Av_00013938-RA	Bevul.1G184400.1.p
OG0006220	Av_00000907-RA	Bevul.6G192800.1.p
OG0006221	Av_00005319-RA	Bevul.6G192200.1.p
OG0006222	Av_00022594-RA, Av_00022406-RA, Av_00003934-RA	Bevul.2G202800.1.p
OG0006223	Av_00016737-RA, Av_00020320-RA	Bevul.9G091300.1.p, Bevul.9G091300.2.p
OG0006224	Av_00008110-RA	Bevul.4G216900.1.p
OG0006225	Av_00005769-RA	Bevul.2G210900.1.p
OG0006226	Av_00014887-RA	Bevul.4G214600.1.p
OG0006227	Av_00013850-RA, Av_00011299-RA	Bevul.5G213600.1.p
OG0006228	Av_00010155-RA	Bevul.9G064000.3.p, Bevul.9G064000.1.p, Bevul.9G064000.2.p
OG0006230	Av_00000262-RA	Bevul.6G144400.1.p
OG0006231	Av_00007644-RA, Av_00006335-RA, Av_00000273-RA	Bevul.6G143700.1.p
OG0006232	Av_00010983-RA	Bevul.6G157500.1.p
OG0006233	Av_00015928-RA, Av_00013751-RA, Av_00001809-RA	Bevul.5G170500.1.p
OG0006234	Av_00022640-RA	Bevul.2G169700.1.p, Bevul.2G169700.2.p
OG0006235	Av_00012579-RA, Av_00002894-RA	Bevul.7G050000.2.p, Bevul.7G050000.1.p
OG0006238	Av_00000912-RA	Bevul.6G189700.1.p
OG0006239	Av_00008284-RA, Av_00013597-RA	Bevul.8G024600.1.p
OG0006240	Av_00007557-RA, Av_00005260-RA, Av_00002708-RA	Bevul.6G232900.1.p
OG0006241	Av_00007435-RA	Bevul.8G209500.1.p
OG0006242	Av_00007641-RA, Av_00020309-RA, Av_00020310-RA	Bevul.6G233700.1.p, Bevul.7G133400.1.p, Bevul.5G130200.1.p, Bevul.7G213200.1.p, Bevul.3G104800.1.p
OG0006243	Av_00007562-RA, Av_00005255-RA, Av_00002718-RA	Bevul.5G184000.1.p, Bevul.6G230000.1.p
OG0006244	Av_00001987-RA, Av_00017930-RA	Bevul.6G149100.1.p
OG0006245	Av_00007581-RA	Bevul.6G079500.1.p
OG0006246	Av_00013873-RA	Bevul.7G170000.1.p
OG0006247	Av_00021442-RA	Bevul.4G102200.1.p
OG0006248	Av_00003134-RA	Bevul.1G140600.1.p
OG0006250	Av_00020192-RA	Bevul.3G015100.1.p
OG0006251	Av_00011282-RA, Av_00001728-RA	Bevul.5G205700.1.p
OG0006252	Av_00003303-RA	Bevul.6G119700.1.p
OG0006253	Av_00011278-RA	Bevul.5G204200.1.p
OG0006255	Av_00024372-RA, Av_00023191-RA, Av_00017082-RA	Bevul.5G089300.1.p
OG0006257	Av_00000232-RA	Bevul.9G147100.2.p, Bevul.9G147100.1.p
OG0006259	Av_00020362-RA	Bevul.4G152300.1.p, Bevul.4G152400.1.p, Bevul.4G152500.1.p, Bevul.4G152200.1.p
OG0006260	Av_00018466-RA, Av_00002563-RA, Av_00007663-RA	Bevul.4G147600.1.p
OG0006261	Av_00002180-RA	Bevul.3G126400.1.p
OG0006262	Av_00018788-RA	Bevul.4G077400.1.p
OG0006263	Av_00009953-RA	Bevul.3G021300.1.p
OG0006265	Av_00018845-RA, Av_00007200-RA	Bevul.9G165900.1.p
OG0006267	Av_00007533-RA	Bevul.6G242300.1.p
OG0006270	Av_00015673-RA	Bevul.3G207800.1.p
OG0006296	Av_00002200-RA, Av_00015235-RA, Av_00015237-RA	Bevul.1G124800.1.p
OG0006297	Av_00022796-RA	Bevul.7G087500.1.p
OG0006298	Av_00012599-RA	Bevul.4G249200.1.p
OG0006299	Av_00003863-RA	Bevul.2G239500.2.p, Bevul.2G239500.1.p
OG0006299	Av_00009374-RA	Bevul.3G082500.1.p
OG0006301	Av_00013781-RA	Bevul.4G089800.1.p
OG0006302	Av_00023758-RA, Av_00006886-RA	Bevul.7G229100.1.p
OG0006303	Av_00003506-RA	Bevul.3G231100.1.p
OG0006304	Av_00008030-RA	Bevul.1G201200.1.p, Bevul.1G117900.1.p
OG0006305	Av_00017271-RA, Av_00015637-RA, Av_00011986-RA	Bevul.2G240400.1.p
OG0006306	Av_00004946-RA, Av_00003964-RA	Bevul.2G191100.1.p
OG0006307	Av_00024185-RA	Bevul.5G142000.1.p
OG0006308	Av_00014169-RA, Av_00010634-RA	Bevul.3G067800.1.p, Bevul.3G067900.1.p, Bevul.3G068000.1.p
OG0006309	Av_00016897-RA, Av_00004710-RA	Bevul.9G011200.1.p
OG0006310	Av_00013076-RA	Bevul.7G150400.1.p
OG0006312	Av_00000823-RA, Av_00023838-RA	Bevul.5G232000.1.p
OG0006313	Av_00002848-RA, Av_00012540-RA	Bevul.1G031400.1.p
OG0006314	Av_00004722-RA	Bevul.1G146900.1.p
OG0006315	Av_00020458-RA	Bevul.5G254100.1.p
OG0006316	Av_00008219-RA	Bevul.2G098900.2.p, Bevul.2G098900.3.p, Bevul.2G098900.1.p, Bevul.2G098900.4.p
OG0006317	Av_00013139-RA	Bevul.3G210300.1.p
OG0006318	Av_00013664-RA, Av_00008170-RA	Bevul.4G103600.1.p
OG0006320	Av_00010255-RA	Bevul.3G095200.1.p
OG0006321	Av_00008310-RA	Bevul.1G030900.1.p
OG0006322	Av_00017821-RA, Av_00000717-RA	Bevul.3G225500.1.p
OG0006323	Av_00007040-RA, Av_00011392-RA, Av_00015960-RA	Bevul.4G098200.1.p
OG0006324	Av_00014090-RA, Av_00020404-RA	Bevul.5G124800.1.p
OG0006325	Av_00011859-RA, Av_00006998-RA	Bevul.4G228700.1.p
OG0006326	Av_00019159-RA, Av_00001508-RA, Av_00001509-RA	Bevul.7G078100.1.p
OG0006327	Av_00014485-RA	Bevul.3G195500.1.p
OG0006329	Av_00017953-RA, Av_00008318-RA, Av_00007110-RA, Av_00007112-RA, Av_00003602-RA	Bevul.5G008600.1.p
OG0006330	Av_00009318-RA, Av_00012431-RA	Bevul.5G187700.1.p
OG0006331	Av_00024549-RA	Bevul.5G057400.1.p
OG0006332	Av_00004875-RA	Bevul.1G033000.1.p
OG0006333	Av_00013402-RA	Bevul.6G049200.1.p
OG0006334	Av_00024585-RA	Bevul.8G065800.1.p
OG0006334	Av_00024319-RA, Av_00024715-RA, Av_00024326-RA, Av_00023701-RA	Bevul.8G084900.1.p
OG0006335	Av_00009450-RA	Bevul.3G039200.1.p
OG0006336	Av_00014729-RA, Av_00000562-RA	Bevul.3G054700.1.p
OG0006337	Av_00022458-RA, Av_00023344-RA	Bevul.2G044500.2.p, Bevul.2G044500.1.p
OG0006339	Av_00018611-RA	Bevul.2G193300.5.p, Bevul.2G193300.6.p, Bevul.2G193300.4.p, Bevul.2G193300.3.p, Bevul.2G193300.2.p, Bevul.2G193300.1.p
OG0006341	Av_00001320-RA, Av_00015112-RA	Bevul.4G203000.1.p
OG0006342	Av_00016917-RA	Bevul.9G042200.1.p
OG0006345	Av_00018504-RA	Bevul.3G141700.1.p
OG0006348	Av_00015106-RA, Av_00001312-RA	Bevul.4G205500.1.p
OG0006349	Av_00022136-RA	Bevul.3G202100.1.p
OG0006351	Av_00006501-RA	Bevul.4G248600.1.p, Bevul.4G248700.1.p
OG0006352	Av_00015120-RA, Av_00001325-RA, Av_00016288-RA	Bevul.4G196900.1.p
OG0006353	Av_00000629-RA, Av_00018503-RA	Bevul.3G142800.1.p
OG0006355	Av_00008229-RA	Bevul.3G107000.1.p
OG0006356	Av_00021242-RA	Bevul.8G097300.1.p, Bevul.5G123400.1.p
OG0006358	Av_00011971-RA	Bevul.2G250900.1.p
OG0006359	Av_00008127-RA, Av_00006999-RA	Bevul.4G228600.1.p
OG0006360	Av_00023074-RA, Av_00024552-RA	Bevul.5G078200.1.p, Bevul.2G019800.1.p
OG0006361	Av_00013153-RA, Av_00019352-RA, Av_00000689-RA	Bevul.3G204000.1.p
OG0006362	Av_00011819-RA	Bevul.4G208600.1.p
OG0006363	Av_00016455-RA	Bevul.5G106300.1.p
OG0006364	Av_00013222-RA	Bevul.3G137700.1.p
OG0006365	Av_00002142-RA, Av_00001551-RA	Bevul.5G050300.1.p
OG0006366	Av_00019196-RA, Av_00000566-RA	Bevul.3G107300.1.p
OG0006367	Av_00006489-RA, Av_00013669-RA	Bevul.3G066400.1.p, Bevul.1G145300.1.p
OG0006369	Av_00003849-RA	Bevul.2G224300.1.p, Bevul.2G249100.1.p
OG0006370	Av_00013204-RA	Bevul.3G175900.1.p
OG0006371	Av_00011838-RA	Bevul.4G219000.1.p
OG0006373	Av_00007174-RA	Bevul.9G235300.1.p, Bevul.9G235300.2.p
OG0006374	Av_00021537-RA, Av_00012278-RA, Av_00004431-RA	Bevul.9G171500.1.p
OG0006375	Av_00007800-RA	Bevul.6G155600.1.p
OG0006376	Av_00016434-RA, Av_00017632-RA	Bevul.1G054000.1.p, Bevul.9G073600.1.p, Bevul.7G055700.1.p
OG0006377	Av_00022060-RA	Bevul.1G066800.1.p
OG0006378	Av_00005458-RA, Av_00003034-RA	Bevul.5G041300.1.p
OG0006379	Av_00007315-RA, Av_00019042-RA	Bevul.8G112000.1.p
OG0006380	Av_00007139-RA	Bevul.4G175700.1.p
OG0006381	Av_00019375-RA	Bevul.6G104000.1.p
OG0006382	Av_00015251-RA	Bevul.1G115000.1.p
OG0006383	Av_00002064-RA, Av_00012901-RA	Bevul.2G034200.1.p
OG0006384	Av_00015254-RA, Av_00010929-RA	Bevul.1G114400.1.p
OG0006385	Av_00021990-RA	Bevul.1G116500.1.p
OG0006386	Av_00006950-RA, Av_00016640-RA, Av_00014855-RA	Bevul.4G181400.1.p, Bevul.4G181500.1.p
OG0006388	Av_00020301-RA	Bevul.6G072500.1.p
OG0006389	Av_00023143-RA	Bevul.6G019500.1.p
OG0006390	Av_00022283-RA	Bevul.6G077000.1.p
OG0006391	Av_00019502-RA, Av_00021449-RA	Bevul.8G104800.1.p, Bevul.7G104600.1.p
OG0006392	Av_00001996-RA	Bevul.6G008400.1.p
OG0006393	Av_00024944-RA	Bevul.6G011500.1.p
OG0006394	Av_00020627-RA	Bevul.1G119200.1.p
OG0006395	Av_00023621-RA, Av_00022026-RA	Bevul.1G218700.1.p
OG0006396	Av_00017938-RA, Av_00001999-RA	Bevul.6G007300.1.p
OG0006397	Av_00001065-RA, Av_00011170-RA	Bevul.3G103400.1.p, Bevul.3G103600.1.p
OG0006398	Av_00019902-RA	Bevul.8G099100.1.p
OG0006400	Av_00019882-RA	Bevul.9G109500.1.p, Bevul.9G109500.2.p
OG0006401	Av_00007730-RA	Bevul.6G065400.1.p
OG0006402	Av_00019119-RA, Av_00010197-RA	Bevul.1G018400.1.p
OG0006403	Av_00011581-RA	Bevul.6G159500.1.p
OG0006404	Av_00007839-RA	Bevul.9G016700.3.p, Bevul.9G016700.4.p, Bevul.9G016700.1.p, Bevul.9G016700.2.p
OG0006405	Av_00004206-RA, Av_00019113-RA, Av_00010201-RA	Bevul.1G024500.1.p
OG0006406	Av_00007842-RA, Av_00000211-RA	Bevul.7G054400.1.p
OG0006407	Av_00003762-RA, Av_00021611-RA, Av_00009015-RA, Av_00003763-RA	Bevul.1G038700.1.p
OG0006408	Av_00016634-RA, Av_00014851-RA, Av_00001268-RA	Bevul.5G156800.1.p, Bevul.4G178200.1.p
OG0006409	Av_00016690-RA	Bevul.2G223900.1.p
OG0006410	Av_00014831-RA	Bevul.6G090900.1.p, Bevul.6G090500.1.p, Bevul.6G090600.1.p, Bevul.6G090700.1.p, Bevul.6G090800.1.p
OG0006411	Av_00024472-RA, Av_00004461-RA	Bevul.1G054500.1.p
OG0006412	Av_00000428-RA	Bevul.6G101200.1.p
OG0006414	Av_00010960-RA, Av_00003158-RA, Av_00013995-RA, Av_00011490-RA	Bevul.1G099800.1.p
OG0006415	Av_00007792-RA, Av_00022160-RA, Av_00011580-RA, Av_00011579-RA, Av_00000241-RA	Bevul.6G159000.1.p
OG0006416	Av_00004619-RA	Bevul.4G134900.1.p
OG0006417	Av_00013082-RA	Bevul.4G213400.1.p, Bevul.8G105900.1.p
OG0006419	Av_00006888-RA	Bevul.1G023400.1.p
OG0006420	Av_00011679-RA	Bevul.6G105000.1.p
OG0006421	Av_00004523-RA, Av_00012358-RA	Bevul.9G154100.2.p, Bevul.9G154100.3.p, Bevul.9G154100.1.p
OG0006422	Av_00015255-RA, Av_00010930-RA, Av_00003182-RA, Av_00024084-RA, Av_00000072-RA, Av_00011475-RA	Bevul.1G114300.1.p
OG0006423	Av_00022871-RA, Av_00016453-RA	Bevul.1G053400.1.p
OG0006424	Av_00002481-RA	Bevul.1G034500.1.p
OG0006425	Av_00019035-RA	Bevul.9G219700.3.p, Bevul.9G219700.2.p, Bevul.9G219700.1.p
OG0006427	Av_00012519-RA	Bevul.6G024300.1.p
OG0006428	Av_00002467-RA, Av_00002428-RA	Bevul.1G076300.1.p
OG0006429	Av_00011330-RA, Av_00000968-RA	Bevul.9G162200.1.p
OG0006430	Av_00012289-RA	Bevul.9G177700.1.p
OG0006432	Av_00024911-RA	Bevul.8G026800.1.p
OG0006433	Av_00002363-RA	Bevul.4G069000.1.p
OG0006434	Av_00024100-RA	Bevul.8G013900.1.p
OG0006435	Av_00003652-RA	Bevul.8G027600.1.p
OG0006437	Av_00002461-RA, Av_00015766-RA	Bevul.4G047500.1.p
OG0006438	Av_00020530-RA	Bevul.2G192300.3.p, Bevul.2G192300.1.p, Bevul.2G192300.4.p, Bevul.2G192300.5.p, Bevul.2G192300.2.p
OG0006439	Av_00015743-RA	Bevul.4G031300.1.p
OG0006440	Av_00009637-RA	Bevul.4G088200.1.p
OG0006441	Av_00024143-RA, Av_00022899-RA	Bevul.9G079800.1.p
OG0006442	Av_00022019-RA	Bevul.5G102500.1.p
OG0006443	Av_00000215-RA, Av_00024288-RA	Bevul.4G073700.1.p
OG0006444	Av_00006205-RA	Bevul.9G028600.1.p
OG0006445	Av_00022075-RA	Bevul.8G057900.1.p
OG0006446	Av_00002576-RA	Bevul.1G128100.1.p, Bevul.1G128000.1.p, Bevul.1G127900.1.p, Bevul.1G127800.1.p, Bevul.1G127700.1.p, Bevul.1G127600.1.p
OG0006447	Av_00005957-RA, Av_00003688-RA, Av_00007476-RA	Bevul.8G056300.1.p
OG0006448	Av_00021438-RA, Av_00020779-RA, Av_00004782-RA	Bevul.9G072300.1.p
OG0006449	Av_00023858-RA	Bevul.2G127500.1.p, Bevul.2G127500.2.p
OG0006450	Av_00020148-RA, Av_00000703-RA	Bevul.3G219700.1.p
OG0006451	Av_00003390-RA	Bevul.3G089000.1.p
OG0006452	Av_00014466-RA, Av_00013182-RA, Av_00022352-RA	Bevul.3G189200.1.p
OG0006453	Av_00017538-RA, Av_00015394-RA, Av_00004083-RA	Bevul.7G161700.1.p
OG0006454	Av_00012033-RA	Bevul.4G080400.1.p
OG0006455	Av_00021583-RA	Bevul.6G022500.1.p
OG0006457	Av_00003647-RA	Bevul.8G018700.1.p
OG0006459	Av_00005592-RA	Bevul.8G043000.1.p
OG0006460	Av_00018377-RA	Bevul.7G111100.1.p, Bevul.7G111000.1.p
OG0006461	Av_00008188-RA	Bevul.7G005700.1.p, Bevul.7G159700.1.p
OG0006462	Av_00016392-RA	Bevul.3G098200.1.p
OG0006463	Av_00009185-RA	Bevul.3G067300.1.p
OG0006464	Av_00007983-RA, Av_00006811-RA	Bevul.9G203100.1.p
OG0006465	Av_00000104-RA, Av_00011511-RA	Bevul.1G145700.1.p
OG0006466	Av_00011397-RA	Bevul.9G218300.2.p, Bevul.9G218300.1.p, Bevul.9G218300.3.p
OG0006467	Av_00004931-RA, Av_00003980-RA	Bevul.2G105100.1.p
OG0006468	Av_00006043-RA, Av_00002993-RA	Bevul.5G062000.1.p
OG0006469	Av_00016689-RA	Bevul.3G080400.1.p
OG0006470	Av_00008114-RA, Av_00014421-RA	Bevul.4G217300.1.p
OG0006472	Av_00014598-RA	Bevul.5G025600.1.p
OG0006474	Av_00002201-RA, Av_00010909-RA	Bevul.6G229400.1.p, Bevul.8G186200.1.p
OG0006475	Av_00004104-RA	Bevul.7G159600.1.p
OG0006476	Av_00013081-RA	Bevul.2G243000.1.p, Bevul.4G115100.1.p
OG0006477	Av_00022127-RA	Bevul.3G191500.1.p, Bevul.3G191600.1.p
OG0006479	Av_00009363-RA	Bevul.3G088700.1.p
OG0006480	Av_00020921-RA, Av_00006287-RA	Bevul.7G116000.1.p
OG0006481	Av_00004928-RA	Bevul.1G161900.1.p
OG0006483	Av_00012788-RA, Av_00006238-RA	Bevul.2G015600.1.p
